Orthogroup	DSUB.longest_only	DBUS.longest_only
OG0000267	LOC117897150|XP_034661713.1|DSUB	LOC108604393|XP_017849340.1|DBUS
OG0000267	LOC117897149|XP_034661712.1|DSUB	LOC108602225|XP_017845761.1|DBUS, LOC108601580|XP_017844968.2|DBUS
OG0000269	LOC117897858|XP_034662822.1|DSUB	LOC108604565|XP_017849583.1|DBUS
OG0000269	LOC117896391|XP_034660587.1|DSUB	LOC108604432|XP_017849394.1|DBUS
OG0000271	LOC117901722|XP_034668491.1|DSUB	LOC108608211|XP_017854975.1|DBUS
OG0000271	LOC117892475|XP_034654618.1|DSUB	LOC108597000|XP_033148918.1|DBUS
OG0000271	LOC117890210|XP_034650833.1|DSUB	LOC108596713|XP_017838235.1|DBUS
OG0000272	LOC117894425|XP_034657359.1|DSUB	LOC108600005|XP_033149738.1|DBUS
OG0000272	LOC117902907|XP_034670356.1|DSUB	LOC108607367|XP_017853570.1|DBUS
OG0000273	LOC117897831|XP_034662784.1|DSUB	LOC108603603|XP_017848039.1|DBUS
OG0000274	LOC117899731|XP_034665866.1|DSUB, LOC117899732|XP_034665867.1|DSUB, LOC117896897|XP_034661321.1|DSUB, LOC117891912|XP_034653626.1|DSUB	LOC108596888|XP_017838558.1|DBUS
OG0000276	LOC117890635|XP_034651473.1|DSUB	LOC108595389|XP_017836104.1|DBUS, LOC108604324|XP_017849242.2|DBUS
OG0000277	LOC117899094|XP_034664761.1|DSUB, LOC117897599|XP_034662448.1|DSUB, LOC117899095|XP_034664762.1|DSUB	LOC108601377|XP_017844766.1|DBUS
OG0000279	LOC117895153|XP_034658481.1|DSUB	LOC108599491|XP_017841827.1|DBUS
OG0000279	LOC117895154|XP_034658482.1|DSUB	LOC108599490|XP_017841826.1|DBUS
OG0000280	LOC117894260|XP_034657106.1|DSUB	LOC108599614|XP_017842059.1|DBUS
OG0000280	LOC117894259|XP_034657105.1|DSUB	LOC108599613|XP_017842058.2|DBUS
OG0000280	LOC117894258|XP_034657103.1|DSUB	LOC108599612|XP_017842057.2|DBUS
OG0000281	LOC117892940|XP_034655154.1|DSUB	LOC108600830|XP_017844112.1|DBUS
OG0000281	LOC117903259|XP_034671053.1|DSUB	LOC108605843|XP_017851140.1|DBUS
OG0000281	LOC117891142|XP_034652252.1|DSUB	LOC108605876|XP_017851178.2|DBUS
OG0000282	LOC117893578|XP_034656142.1|DSUB	LOC108601120|XP_017844529.1|DBUS
OG0000283	LOC117890397|XP_034651092.1|DSUB	LOC108595850|XP_017836630.1|DBUS
OG0000283	LOC117899378|XP_034665251.1|DSUB	LOC108602940|XP_017846772.1|DBUS
OG0000284	LOC117901497|XP_034668157.1|DSUB	LOC108608330|XP_033150746.1|DBUS
OG0000284	LOC117900139|XP_034666258.1|DSUB	LOC108601971|XP_017845456.1|DBUS
OG0000285	LOC117890597|XP_034651425.1|DSUB	LOC108594943|XP_033150972.1|DBUS
OG0000285	LOC117891178|XP_034652393.1|DSUB	LOC117134629|XP_033150973.1|DBUS
OG0000286	LOC117900070|XP_034666164.1|DSUB	LOC108603117|XP_017853937.1|DBUS
OG0000286	LOC117900073|XP_034666168.1|DSUB	LOC108603513|XP_017853940.2|DBUS
OG0000287	LOC117903437|XP_034671352.1|DSUB	LOC108604920|XP_017849979.1|DBUS
OG0000287	LOC117903433|XP_034671347.1|DSUB	LOC108606373|XP_017851913.1|DBUS
OG0000287	LOC117903434|XP_034671348.1|DSUB	LOC108604919|XP_017849978.1|DBUS
OG0000288	LOC117901108|XP_034667632.1|DSUB, LOC117901105|XP_034667628.1|DSUB	LOC108607689|XP_017854157.2|DBUS
OG0000289	LOC117894496|XP_034657496.1|DSUB	LOC117134802|XP_033149638.1|DBUS
OG0000289	LOC117892960|XP_034655184.1|DSUB, LOC117894495|XP_034657494.1|DSUB	LOC108598318|XP_033149634.1|DBUS
OG0000292	LOC117892637|XP_034654883.1|DSUB	LOC108597234|XP_017839171.1|DBUS, LOC108595235|XP_017835923.1|DBUS
OG0000292	LOC117893602|XP_034656168.1|DSUB	LOC108600482|XP_017843590.2|DBUS
OG0000293	LOC117899048|XP_034664699.1|DSUB	LOC108602452|XP_017846064.1|DBUS, LOC108602087|XP_017845599.1|DBUS
OG0000293	LOC117897909|XP_034662878.1|DSUB	LOC108608424|XP_017855280.1|DBUS
OG0000294	LOC117900007|XP_034666081.1|DSUB	LOC108607718|XP_033150716.1|DBUS
OG0000294	LOC117903073|XP_034670731.1|DSUB	LOC108606227|XP_033150271.1|DBUS
OG0000295	LOC117891911|XP_034653625.1|DSUB	LOC108595275|XP_017835976.1|DBUS
OG0000295	LOC117899255|XP_034665033.1|DSUB	LOC108602244|XP_017845783.1|DBUS
OG0000296	LOC117900574|XP_034666875.1|DSUB	LOC108603060|XP_017846990.1|DBUS
OG0000296	LOC117893706|XP_034656284.1|DSUB	LOC108598660|XP_017840861.1|DBUS
OG0000296	LOC117903336|XP_034671174.1|DSUB	LOC108605786|XP_017851078.1|DBUS
OG0000297	LOC117890260|XP_034650908.1|DSUB, LOC117890328|XP_034651009.1|DSUB	LOC108596173|XP_033149075.1|DBUS
OG0000298	LOC117898844|XP_034664413.1|DSUB	LOC108607080|XP_017853191.1|DBUS
OG0000298	LOC117891230|XP_034652470.1|DSUB	LOC108605913|XP_017851217.1|DBUS
OG0000298	LOC117899416|XP_034665297.1|DSUB	LOC108597986|XP_017840089.1|DBUS
OG0000299	LOC117899483|XP_034665406.1|DSUB	LOC108604113|XP_017848885.1|DBUS
OG0000299	LOC117899485|XP_034665414.1|DSUB	LOC108601680|XP_017845078.2|DBUS
OG0000299	LOC117899484|XP_034665411.1|DSUB	LOC108603624|XP_033149913.1|DBUS
OG0000300	LOC117893787|XP_034656422.1|DSUB	LOC108598091|XP_017840194.2|DBUS
OG0000300	LOC117893327|XP_034655808.1|DSUB	LOC108600809|XP_017844083.1|DBUS
OG0000300	LOC117893325|XP_034655805.1|DSUB	LOC108598090|XP_017840193.1|DBUS
OG0000301	LOC117902948|XP_034670460.1|DSUB	LOC108607337|XP_017853509.1|DBUS
OG0000301	LOC117901488|XP_034668147.1|DSUB	LOC108608553|XP_033150214.1|DBUS
OG0000302	LOC117893650|XP_034656231.1|DSUB	LOC108598818|XP_017841053.1|DBUS
OG0000302	LOC117893651|XP_034656232.1|DSUB	LOC108598782|XP_017841011.1|DBUS
OG0000303	LOC117895039|XP_034658304.1|DSUB	LOC108599341|XP_017841633.1|DBUS
OG0000303	LOC117901481|XP_034668141.1|DSUB	LOC108600216|XP_017843130.1|DBUS
OG0000304	LOC117902603|XP_034670006.1|DSUB	LOC108606815|XP_017852782.1|DBUS
OG0000304	LOC117899347|XP_034665190.1|DSUB	LOC108601282|XP_017844670.1|DBUS
OG0000304	LOC117899348|XP_034665191.1|DSUB	LOC108602405|XP_033150048.1|DBUS
OG0000305	LOC117895124|XP_034658424.1|DSUB	LOC108598240|XP_033150647.1|DBUS
OG0000305	LOC117893182|XP_034655566.1|DSUB	LOC108598239|XP_033150646.1|DBUS
OG0000306	LOC117891461|XP_034652835.1|DSUB	LOC108595190|XP_017835861.1|DBUS
OG0000306	LOC117903110|XP_034670827.1|DSUB	LOC108606953|XP_017852998.1|DBUS
OG0000307	LOC117897347|XP_034662011.1|DSUB	LOC108603248|XP_017847376.1|DBUS
OG0000307	LOC117898551|XP_034663922.1|DSUB	LOC108603812|XP_017848404.1|DBUS
OG0000308	LOC117902629|XP_034670040.1|DSUB	LOC108603663|XP_017848149.1|DBUS
OG0000309	LOC117896617|XP_034660942.1|DSUB, LOC117898208|XP_034663320.1|DSUB	LOC108604840|XP_017849948.1|DBUS
OG0000310	LOC117891914|XP_034653628.1|DSUB, LOC117890945|XP_034651974.1|DSUB	LOC108606265|XP_017851713.1|DBUS, LOC108595704|XP_017836477.1|DBUS
OG0000311	LOC117897526|XP_034662335.1|DSUB, LOC117896202|XP_034660220.1|DSUB	LOC108602230|XP_017845767.1|DBUS
OG0000311	LOC117894299|XP_034657159.1|DSUB	LOC108607070|XP_017853177.1|DBUS
OG0000312	LOC117900135|XP_034666252.1|DSUB	LOC108600028|XP_017842837.1|DBUS
OG0000312	LOC117901246|XP_034667813.1|DSUB	LOC108608384|XP_017855224.1|DBUS
OG0000313	LOC117900261|XP_034666457.1|DSUB	LOC108599611|XP_017842056.2|DBUS, LOC108608191|XP_017854947.2|DBUS
OG0000313	LOC117901190|XP_034667733.1|DSUB	LOC108607508|XP_017853861.1|DBUS
OG0000314	LOC117902701|XP_034670138.1|DSUB	LOC108596465|XP_017837715.1|DBUS
OG0000314	LOC117902699|XP_034670136.1|DSUB	LOC108594353|XP_017834997.1|DBUS
OG0000315	LOC117902252|XP_034669401.1|DSUB	LOC108597635|XP_033149461.1|DBUS
OG0000316	LOC117890294|XP_034650953.1|DSUB	LOC108595882|XP_017836662.1|DBUS, LOC108597318|XP_017839297.2|DBUS, LOC117134670|XP_033148969.1|DBUS, LOC108595890|XP_017836669.1|DBUS, LOC117134689|XP_033149081.1|DBUS
OG0000316	LOC117890373|XP_034651060.1|DSUB	LOC117134711|XP_033149136.1|DBUS, LOC117134710|XP_033149135.1|DBUS, LOC108595718|XP_017836489.2|DBUS, LOC108597321|XP_017839300.2|DBUS, LOC108595623|XP_017836377.2|DBUS, LOC108597320|XP_017839299.2|DBUS, LOC117134694|XP_033149090.1|DBUS, LOC108595843|XP_017836622.1|DBUS, LOC108597319|XP_017839298.1|DBUS
OG0000317	LOC117897468|XP_034662210.1|DSUB, LOC117897469|XP_034662211.1|DSUB, LOC117899519|XP_034665462.1|DSUB, LOC117897439|XP_034662170.1|DSUB, LOC117897793|XP_034662734.1|DSUB, LOC117897339|XP_034662000.1|DSUB, LOC117897794|XP_034662735.1|DSUB, LOC117897792|XP_034662733.1|DSUB	LOC108602857|XP_017846622.1|DBUS
OG0000319	LOC117897615|XP_034662471.1|DSUB, LOC117897614|XP_034662470.1|DSUB	LOC108603454|XP_033149914.1|DBUS, LOC108603761|XP_017848329.1|DBUS, LOC108603760|XP_017848328.1|DBUS, LOC108601783|XP_017845199.1|DBUS
OG0000320	LOC117897732|XP_034662652.1|DSUB	LOC108601634|XP_017845021.1|DBUS
OG0000321	LOC117902137|XP_034669163.1|DSUB	LOC108607372|XP_033149546.1|DBUS
OG0000322	LOC117902919|XP_034670389.1|DSUB	LOC108606751|XP_017852640.1|DBUS
OG0000322	LOC117903109|XP_034670826.1|DSUB	LOC108605276|XP_017850398.1|DBUS
OG0000323	LOC117902100|XP_034669095.1|DSUB	LOC108607579|XP_017853964.1|DBUS
OG0000323	LOC117897036|XP_034661507.1|DSUB	LOC108602072|XP_017845581.1|DBUS
OG0000324	LOC117890823|XP_034651787.1|DSUB	LOC108597753|XP_017839951.1|DBUS
OG0000325	LOC117894659|XP_034657724.1|DSUB	LOC108598987|XP_017841252.1|DBUS
OG0000325	LOC117894477|XP_034657469.1|DSUB	LOC108598979|XP_017841243.1|DBUS
OG0000327	LOC117890952|XP_034651984.1|DSUB	LOC108595544|XP_017836292.1|DBUS
OG0000327	LOC117890955|XP_034651987.1|DSUB	LOC108595981|XP_017836756.2|DBUS
OG0000328	LOC117893347|XP_034655827.1|DSUB	LOC108598078|XP_017840181.1|DBUS
OG0000330	LOC117896747|XP_034661104.1|DSUB	LOC108607654|XP_017854085.2|DBUS, LOC108607414|XP_017853732.1|DBUS
OG0000331	LOC117900858|XP_034667269.1|DSUB	LOC108594354|XP_017835000.1|DBUS
OG0000332	LOC117903681|XP_034671910.1|DSUB, LOC117898137|XP_034663222.1|DSUB	LOC108598925|XP_017841179.2|DBUS
OG0000332	LOC117903192|XP_034670967.1|DSUB	LOC108605737|XP_017851021.1|DBUS
OG0000333	LOC117894230|XP_034657037.1|DSUB	LOC108598445|XP_017840570.1|DBUS
OG0000333	LOC117894460|XP_034657451.1|DSUB	LOC108598673|XP_017840880.1|DBUS
OG0000334	LOC117892029|XP_034653843.1|DSUB	LOC108597189|XP_017839106.1|DBUS
OG0000334	LOC117890520|XP_034651317.1|DSUB	LOC108597203|XP_017839130.1|DBUS
OG0000335	LOC117902271|XP_034669423.1|DSUB	LOC108607652|XP_017854083.2|DBUS
OG0000335	LOC117902269|XP_034669419.1|DSUB	LOC108601633|XP_017845024.1|DBUS
OG0000336	LOC117896583|XP_034660894.1|DSUB	LOC108604766|XP_017849849.1|DBUS
OG0000336	LOC117895978|XP_034659829.1|DSUB	LOC108604771|XP_017849852.1|DBUS
OG0000336	LOC117895976|XP_034659826.1|DSUB	LOC108604495|XP_033150696.1|DBUS
OG0000337	LOC117893332|XP_034655813.1|DSUB, LOC117893333|XP_034655814.1|DSUB	LOC108599610|XP_017842055.1|DBUS
OG0000337	LOC117893473|XP_034655986.1|DSUB	LOC108604452|XP_017849421.1|DBUS
OG0000338	LOC117895578|XP_034659190.1|DSUB	LOC108599643|XP_017842107.1|DBUS
OG0000338	LOC117892357|XP_034654454.1|DSUB	LOC108597075|XP_017838899.1|DBUS
OG0000339	LOC117894548|XP_034657560.1|DSUB, LOC117894536|XP_034657546.1|DSUB	LOC108599718|XP_017842204.1|DBUS
OG0000340	LOC117892636|XP_034654879.1|DSUB	LOC108597634|XP_017839768.1|DBUS
OG0000342	LOC117900549|XP_034666847.1|DSUB	LOC108606674|XP_017852497.1|DBUS
OG0000342	LOC117890304|XP_034650969.1|DSUB	LOC108595602|XP_017836354.1|DBUS
OG0000343	LOC117897637|XP_034662502.1|DSUB	LOC108601719|XP_017845126.1|DBUS
OG0000343	LOC117897684|XP_034662586.1|DSUB	LOC108601887|XP_017845351.1|DBUS
OG0000344	LOC117890222|XP_034650850.1|DSUB	LOC108597541|XP_017839635.1|DBUS
OG0000344	LOC117896300|XP_034660413.1|DSUB	LOC108604139|XP_017848937.1|DBUS
OG0000345	LOC117891285|XP_034652567.1|DSUB	LOC108595458|XP_017836188.1|DBUS
OG0000345	LOC117890999|XP_034652039.1|DSUB	LOC108596549|XP_017837935.1|DBUS
OG0000346	LOC117890209|XP_034650832.1|DSUB	LOC108594855|XP_017835481.2|DBUS, LOC108597134|XP_017839011.2|DBUS
OG0000347	LOC117894249|XP_034657091.1|DSUB	LOC108600944|XP_017844276.1|DBUS
OG0000348	LOC117900771|XP_034667142.1|DSUB	LOC108594488|XP_017835155.1|DBUS
OG0000349	LOC117901418|XP_034668045.1|DSUB	LOC108598235|XP_017840342.2|DBUS
OG0000350	LOC117893519|XP_034656049.1|DSUB	LOC108599443|XP_033149598.1|DBUS
OG0000350	LOC117899344|XP_034665188.1|DSUB	LOC108602939|XP_017846771.1|DBUS
OG0000351	LOC117892035|XP_034653851.1|DSUB	LOC108594969|XP_033150922.1|DBUS
OG0000351	LOC117892037|XP_034653852.1|DSUB	LOC108594692|XP_033150921.1|DBUS
OG0000353	LOC117899202|XP_034664965.1|DSUB	LOC108604479|XP_017849455.1|DBUS
OG0000353	LOC117902638|XP_034670051.1|DSUB	LOC108608513|XP_017855403.1|DBUS
OG0000354	LOC117900929|XP_034667384.1|DSUB	LOC108606290|XP_017851768.1|DBUS
OG0000354	LOC117900930|XP_034667385.1|DSUB	LOC108606282|XP_017851755.1|DBUS
OG0000355	LOC117891105|XP_034652185.1|DSUB	LOC108597175|XP_017839080.1|DBUS
OG0000355	LOC117892437|XP_034654568.1|DSUB	LOC108596800|XP_017838395.1|DBUS, LOC108596820|XP_017838426.2|DBUS
OG0000358	LOC117896664|XP_034661001.1|DSUB, LOC117897010|XP_034661467.1|DSUB, LOC117895999|XP_034659885.1|DSUB	LOC108601709|XP_017845114.1|DBUS
OG0000360	LOC117897268|XP_034661884.1|DSUB	LOC108602007|XP_017845498.1|DBUS
OG0000361	LOC117900157|XP_034666288.1|DSUB	LOC108594475|XP_017835150.1|DBUS
OG0000361	LOC117901763|XP_034668542.1|DSUB	LOC108594497|XP_017835182.2|DBUS
OG0000362	LOC117902966|XP_034670511.1|DSUB	LOC108607393|XP_017853648.1|DBUS
OG0000362	LOC117895354|XP_034658829.1|DSUB	LOC108600958|XP_017844298.1|DBUS
OG0000363	LOC117897733|XP_034662653.1|DSUB	LOC108602883|XP_017846674.1|DBUS
OG0000363	LOC117893562|XP_034656116.1|DSUB	LOC108600098|XP_033149720.1|DBUS
OG0000364	LOC117893117|XP_034655451.1|DSUB	LOC108598379|XP_033149590.1|DBUS
OG0000365	LOC117890979|XP_034652011.1|DSUB	LOC108597350|XP_017839346.1|DBUS
OG0000365	LOC117900502|XP_034666784.1|DSUB	LOC108608395|XP_017855239.1|DBUS
OG0000366	LOC117896792|XP_034661194.1|DSUB	LOC108606347|XP_033150382.1|DBUS
OG0000366	LOC117899469|XP_034665377.1|DSUB	LOC108604826|XP_017849927.1|DBUS
OG0000367	LOC117895052|XP_034658320.1|DSUB	LOC108600654|XP_017843840.1|DBUS
OG0000367	LOC117890868|XP_034651845.1|DSUB, LOC117889724|XP_034650037.1|DSUB	LOC108596916|XP_017838614.1|DBUS
OG0000368	LOC117893247|XP_034655701.1|DSUB	LOC108598397|XP_017840506.2|DBUS
OG0000368	LOC117895829|XP_034659657.1|DSUB	LOC108598405|XP_017840516.1|DBUS
OG0000370	LOC117893329|XP_034655810.1|DSUB	LOC108596306|XP_017837395.1|DBUS, LOC108596305|XP_017837393.1|DBUS
OG0000370	LOC117892427|XP_034654556.1|DSUB	LOC108598805|XP_017841037.1|DBUS, LOC108595840|XP_017836620.1|DBUS
OG0000371	LOC117892013|XP_034653800.1|DSUB	LOC108605366|XP_017850524.1|DBUS
OG0000371	LOC117899167|XP_034664917.1|DSUB	LOC108601374|XP_017844763.1|DBUS
OG0000372	LOC117900386|XP_034666631.1|DSUB	LOC108599767|XP_017842284.1|DBUS, LOC108607628|XP_017854041.1|DBUS
OG0000373	LOC117898148|XP_034663238.1|DSUB, LOC117891581|XP_034652998.1|DSUB	LOC108601807|XP_017845232.1|DBUS
OG0000373	LOC117890611|XP_034651442.1|DSUB	LOC108598666|XP_017840868.1|DBUS
OG0000373	LOC117898147|XP_034663237.1|DSUB, LOC117891580|XP_034652997.1|DSUB	LOC108596452|XP_017837689.1|DBUS
OG0000374	LOC117893472|XP_034655985.1|DSUB	LOC108598254|XP_017840358.2|DBUS
OG0000375	LOC117894217|XP_034657024.1|DSUB, LOC117894216|XP_034657023.1|DSUB	LOC108597891|XP_017839999.2|DBUS, LOC108599556|XP_017841939.2|DBUS
OG0000377	LOC117903549|XP_034671634.1|DSUB	LOC108605533|XP_017850774.1|DBUS
OG0000378	LOC117891845|XP_034653487.1|DSUB	LOC108596230|XP_017837257.1|DBUS
OG0000378	LOC117903793|XP_034672113.1|DSUB	LOC108606919|XP_017852949.1|DBUS
OG0000379	LOC117892661|XP_034654939.1|DSUB, LOC117892660|XP_034654937.1|DSUB, LOC117891835|XP_034653477.1|DSUB	LOC108596783|XP_017838373.1|DBUS
OG0000380	LOC117892479|XP_034654624.1|DSUB	LOC117134612|XP_033149004.1|DBUS, LOC108596225|XP_017837242.1|DBUS
OG0000380	LOC117895027|XP_034658288.1|DSUB	LOC108598737|XP_017840959.1|DBUS
OG0000381	LOC117902520|XP_034669836.1|DSUB	LOC108596902|XP_033150618.1|DBUS
OG0000382	LOC117895616|XP_034659256.1|DSUB	LOC108598924|XP_017841177.1|DBUS
OG0000383	LOC117902799|XP_034670309.1|DSUB	LOC108607215|XP_017853376.1|DBUS
OG0000383	LOC117902584|XP_034669973.1|DSUB	LOC108607896|XP_017854492.1|DBUS
OG0000384	LOC117891367|XP_034652695.1|DSUB	LOC108594998|XP_017835619.1|DBUS
OG0000384	LOC117892277|XP_034654288.1|DSUB	LOC108594994|XP_017835616.1|DBUS
OG0000385	LOC117897472|XP_034662217.1|DSUB	LOC108605629|XP_017850901.1|DBUS
OG0000385	LOC117894961|XP_034658186.1|DSUB	LOC108607176|XP_017853320.1|DBUS, LOC108607918|XP_017854520.2|DBUS, LOC108607919|XP_017854521.2|DBUS
OG0000386	LOC117895857|XP_034659714.1|DSUB	LOC108598918|XP_033149510.1|DBUS
OG0000386	LOC117897506|XP_034662286.1|DSUB	LOC108604745|XP_017849820.1|DBUS
OG0000388	LOC117893124|XP_034655464.1|DSUB, LOC117893125|XP_034655465.1|DSUB	LOC108598995|XP_017841260.1|DBUS
OG0000389	LOC117896317|XP_034660439.1|DSUB	LOC108604501|XP_017849486.1|DBUS
OG0000389	LOC117893735|XP_034656351.1|DSUB	LOC108600795|XP_033149530.1|DBUS
OG0000390	LOC117902163|XP_034669192.1|DSUB	LOC108608398|XP_017855244.1|DBUS
OG0000391	LOC117890856|XP_034651833.1|DSUB	LOC108597558|XP_017839655.1|DBUS
OG0000391	LOC117891397|XP_034652731.1|DSUB	LOC108597593|XP_017839703.1|DBUS
OG0000392	LOC117901576|XP_034668266.1|DSUB	LOC108599415|XP_017841719.1|DBUS
OG0000392	LOC117901771|XP_034668559.1|DSUB	LOC108608050|XP_017854720.1|DBUS
OG0000393	LOC117902199|XP_034669291.1|DSUB	LOC108607828|XP_017854370.1|DBUS
OG0000393	LOC117902201|XP_034669305.1|DSUB	LOC108607843|XP_017854397.1|DBUS
OG0000394	LOC117903144|XP_034670874.1|DSUB	LOC117134893|XP_033150163.1|DBUS
OG0000394	LOC117903145|XP_034670875.1|DSUB	LOC108606185|XP_017851523.1|DBUS
OG0000395	LOC117894769|XP_034657878.1|DSUB	LOC108599448|XP_017841768.1|DBUS
OG0000396	LOC117901487|XP_034668145.1|DSUB	LOC108608552|XP_017855460.2|DBUS
OG0000397	LOC117889859|XP_034650251.1|DSUB, LOC117890739|XP_034651681.1|DSUB, LOC117889858|XP_034650250.1|DSUB, LOC117889857|XP_034650249.1|DSUB	LOC108596638|XP_017838090.1|DBUS
OG0000398	LOC117892430|XP_034654558.1|DSUB, LOC117892428|XP_034654557.1|DSUB, LOC117890566|XP_034651391.1|DSUB, LOC117892499|XP_034654707.1|DSUB, LOC117893539|XP_034656082.1|DSUB	LOC108596308|XP_017837400.1|DBUS
OG0000399	LOC117896903|XP_034661330.1|DSUB	LOC108601880|XP_017845342.1|DBUS
OG0000399	LOC117896902|XP_034661328.1|DSUB	LOC108604528|XP_017849529.1|DBUS
OG0000400	LOC117903030|XP_034670652.1|DSUB	LOC108605281|XP_017850418.1|DBUS
OG0000400	LOC117903029|XP_034670651.1|DSUB	LOC108597988|XP_017840093.1|DBUS, LOC108597987|XP_017840092.1|DBUS, LOC108601644|XP_017845036.2|DBUS, LOC108600888|XP_017844199.2|DBUS, LOC108606376|XP_017851920.1|DBUS
OG0000401	LOC117898664|XP_034664134.1|DSUB	LOC108606634|XP_017852416.1|DBUS
OG0000402	LOC117903357|XP_034671202.1|DSUB	LOC108607251|XP_017853423.1|DBUS
OG0000403	LOC117896471|XP_034660696.1|DSUB	LOC108603125|XP_017847132.1|DBUS
OG0000403	LOC117889979|XP_034650451.1|DSUB	LOC108597123|XP_017838991.1|DBUS
OG0000404	LOC117897975|XP_034662978.1|DSUB	LOC117134621|XP_033149902.1|DBUS
OG0000405	LOC117898907|XP_034664490.1|DSUB	LOC108605590|XP_017850850.1|DBUS
OG0000405	LOC117896128|XP_034660076.1|DSUB	LOC108604844|XP_017849953.1|DBUS
OG0000406	LOC117893571|XP_034656133.1|DSUB	LOC108598751|XP_017840976.1|DBUS, LOC108600280|XP_017843237.1|DBUS
OG0000406	LOC117890780|XP_034651742.1|DSUB	LOC108597246|XP_017839185.1|DBUS
OG0000407	LOC117895239|XP_034658639.1|DSUB, LOC117895366|XP_034658844.1|DSUB	LOC108598388|XP_017840490.1|DBUS
OG0000407	LOC117895365|XP_034658840.1|DSUB	LOC108600062|XP_017842902.1|DBUS
OG0000408	LOC117896860|XP_034661280.1|DSUB	LOC108603695|XP_033150816.1|DBUS, LOC117134937|XP_033150368.1|DBUS, LOC117134997|XP_033150616.1|DBUS
OG0000408	LOC117901988|XP_034668889.1|DSUB	LOC108603640|XP_017848095.1|DBUS
OG0000409	LOC117890143|XP_034650722.1|DSUB	LOC108595278|XP_017835980.1|DBUS
OG0000409	LOC117891773|XP_034653327.1|DSUB	LOC108595198|XP_017835874.1|DBUS
OG0000410	LOC117901463|XP_034668111.1|DSUB	LOC108607800|XP_017854328.1|DBUS
OG0000411	LOC117898376|XP_034663608.1|DSUB	LOC108603090|XP_017847070.1|DBUS
OG0000411	LOC117901893|XP_034668745.1|DSUB	LOC108607910|XP_017854513.1|DBUS
OG0000412	LOC117891981|XP_034653747.1|DSUB	LOC108595083|XP_017835723.1|DBUS
OG0000412	LOC117893015|XP_034655262.1|DSUB	LOC108598417|XP_017840533.2|DBUS
OG0000413	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB	LOC108601252|XP_017844641.1|DBUS
OG0000413	LOC117898759|XP_034664274.1|DSUB	LOC108601340|XP_017844728.1|DBUS
OG0000414	LOC117890475|XP_034651229.1|DSUB	LOC108597667|XP_017839826.1|DBUS
OG0000415	LOC117892016|XP_034653799.1|DSUB	LOC108596401|XP_017837574.1|DBUS
OG0000415	LOC117892015|XP_034653798.1|DSUB	LOC108596402|XP_017837576.1|DBUS
OG0000416	LOC117889639|XP_034649988.1|DSUB	LOC108606941|XP_017852982.1|DBUS
OG0000416	LOC117892274|XP_034654328.1|DSUB	LOC108606670|XP_017852491.1|DBUS
OG0000417	LOC117897621|XP_034662478.1|DSUB	LOC108602147|XP_017845668.1|DBUS
OG0000417	LOC117897750|XP_034662680.1|DSUB	LOC108602278|XP_017845824.1|DBUS
OG0000418	LOC117889852|XP_034650246.1|DSUB	LOC108605818|XP_017851112.1|DBUS
OG0000418	LOC117899642|XP_034665704.1|DSUB	LOC108605612|XP_017850879.1|DBUS
OG0000419	LOC117891270|XP_034652535.1|DSUB	LOC108596816|XP_017838420.1|DBUS
OG0000419	LOC117903263|XP_034671057.1|DSUB	LOC117134914|XP_033150275.1|DBUS
OG0000421	LOC117900085|XP_034666181.1|DSUB	LOC108607237|XP_033150963.1|DBUS
OG0000421	LOC117902049|XP_034669006.1|DSUB	LOC108607592|XP_017853983.2|DBUS
OG0000422	LOC117896311|XP_034660427.1|DSUB	LOC108603801|XP_017848388.1|DBUS
OG0000423	LOC117890165|XP_034650752.1|DSUB	LOC108596957|XP_017838692.1|DBUS
OG0000423	LOC117890166|XP_034650753.1|DSUB	LOC108597031|XP_017838809.1|DBUS
OG0000424	LOC117890930|XP_034651955.1|DSUB	LOC108597683|XP_017839846.1|DBUS
OG0000424	LOC117890903|XP_034651889.1|DSUB	LOC108597457|XP_017839513.1|DBUS
OG0000425	LOC117892103|XP_034654002.1|DSUB	LOC108596313|XP_033149114.1|DBUS
OG0000425	LOC117891983|XP_034653750.1|DSUB	LOC108595119|XP_017835770.1|DBUS
OG0000426	LOC117892067|XP_034653945.1|DSUB	LOC108596540|XP_033149027.1|DBUS, LOC108596537|XP_017837915.1|DBUS, LOC108596539|XP_017837916.2|DBUS
OG0000427	LOC117893586|XP_034656149.1|DSUB	LOC108597697|XP_017839865.1|DBUS
OG0000428	LOC117894173|XP_034656968.1|DSUB, LOC117894172|XP_034656967.1|DSUB	LOC108600418|XP_017843469.1|DBUS
OG0000428	LOC117894175|XP_034656971.1|DSUB	LOC108600419|XP_017843470.2|DBUS
OG0000429	LOC117889707|XP_034650019.1|DSUB	LOC117134709|XP_033149127.1|DBUS
OG0000430	LOC117896917|XP_034661347.1|DSUB	LOC108602465|XP_017846078.1|DBUS
OG0000430	LOC117896709|XP_034661056.1|DSUB, LOC117896708|XP_034661055.1|DSUB	LOC108602430|XP_017846037.1|DBUS
OG0000433	LOC117889594|XP_034649895.1|DSUB	LOC108606800|XP_017852752.1|DBUS
OG0000433	LOC117895488|XP_034659069.1|DSUB	LOC108599596|XP_017842035.1|DBUS
