Orthogroup	DSUB.longest_only	DSAN.longest_only
OG0001911	LOC117898578|XP_034663990.1|DSUB	LOC120451237|XP_039490685.1|DSAN
OG0001912	LOC117890941|XP_034651967.1|DSUB	LOC120446398|XP_039483267.1|DSAN
OG0001913	LOC117900444|XP_034666705.1|DSUB	LOC120458442|XP_039502020.1|DSAN
OG0001914	LOC117899561|XP_034665546.1|DSUB	LOC120451652|XP_039491455.1|DSAN
OG0001915	LOC117893120|XP_034655456.1|DSUB	LOC120450112|XP_039488862.1|DSAN
OG0001916	LOC117892488|XP_034654645.1|DSUB	LOC120445366|XP_039481673.1|DSAN
OG0001917	LOC117895868|XP_034659732.1|DSUB	LOC120448064|XP_039485763.1|DSAN
OG0001918	LOC117895361|XP_034658835.1|DSUB	LOC120448963|XP_039487156.1|DSAN
OG0001919	LOC117889971|XP_034650428.1|DSUB	LOC120444489|XP_039480129.1|DSAN
OG0001920	LOC117893390|XP_034655877.1|DSUB	LOC120450613|XP_039489683.1|DSAN
OG0001921	LOC117890827|XP_034651795.1|DSUB	LOC120446500|XP_039483442.1|DSAN
OG0001922	LOC117890768|XP_034651728.1|DSUB	LOC120446173|XP_039482941.1|DSAN
OG0001923	LOC117894937|XP_034658131.1|DSUB	LOC120448378|XP_039486282.1|DSAN
OG0001924	LOC117901474|XP_034668128.1|DSUB	LOC120457606|XP_039501049.1|DSAN
OG0001925	LOC117893026|XP_034655275.1|DSUB	LOC120449233|XP_039487540.1|DSAN
OG0001926	LOC117895815|XP_034659632.1|DSUB	LOC120448556|XP_039486545.1|DSAN
OG0001927	LOC117892373|XP_034654474.1|DSUB	LOC120444767|XP_039480630.1|DSAN
OG0001928	LOC117895448|XP_034659006.1|DSUB	LOC120447714|XP_039485180.1|DSAN
OG0001929	LOC117895375|XP_034658854.1|DSUB	LOC120450020|XP_039488677.1|DSAN
OG0001930	LOC117891627|XP_034653056.1|DSUB	LOC120444784|XP_039480657.1|DSAN
OG0001931	LOC117893678|XP_034656258.1|DSUB	LOC120447851|XP_039485392.1|DSAN
OG0001932	LOC117894899|XP_034658081.1|DSUB	LOC120450363|XP_039489280.1|DSAN
OG0001933	LOC117891167|XP_034652381.1|DSUB	LOC120444729|XP_039480588.1|DSAN, LOC120444598|XP_039480306.1|DSAN
OG0001934	LOC117893756|XP_034656382.1|DSUB	LOC120448941|XP_039487119.1|DSAN
OG0001935	LOC117894503|XP_034657504.1|DSUB	LOC120448587|XP_039486602.1|DSAN
OG0001937	LOC117889850|XP_034650235.1|DSUB	LOC120446926|XP_039484105.1|DSAN
OG0001938	LOC117890759|XP_034651711.1|DSUB	LOC120457716|XP_039501147.1|DSAN
OG0001939	LOC117892698|XP_034655000.1|DSUB	LOC120446649|XP_039483654.1|DSAN
OG0001940	LOC117891824|XP_034653454.1|DSUB	LOC120443832|XP_039479117.1|DSAN
OG0001941	LOC117894716|XP_034657789.1|DSUB	LOC120449489|XP_039487902.1|DSAN
OG0001942	LOC117891427|XP_034652789.1|DSUB	LOC120458824|XP_039502572.1|DSAN
OG0001943	LOC117894507|XP_034657507.1|DSUB	LOC120448589|XP_039486606.1|DSAN
OG0001944	LOC117892914|XP_034655118.1|DSUB	LOC120448687|XP_039486768.1|DSAN
OG0001945	LOC117890052|XP_034650574.1|DSUB	LOC120443724|XP_039478907.1|DSAN
OG0001946	LOC117890335|XP_034651018.1|DSUB	LOC120449185|XP_039487471.1|DSAN
OG0001947	LOC117890224|XP_034650852.1|DSUB	LOC120445446|XP_039481817.1|DSAN
OG0001948	LOC117901550|XP_034668242.1|DSUB	LOC120456811|XP_039499788.1|DSAN
OG0001949	LOC117893647|XP_034656227.1|DSUB	LOC120448557|XP_039486546.1|DSAN
OG0001950	LOC117898212|XP_034663326.1|DSUB	LOC120454255|XP_039495316.1|DSAN
OG0001951	LOC117892224|XP_034654214.1|DSUB	LOC120446440|XP_039483345.1|DSAN
OG0001952	LOC117891075|XP_034652143.1|DSUB	LOC120444007|XP_039479421.1|DSAN
OG0001953	LOC117890937|XP_034651961.1|DSUB	LOC120445684|XP_039482174.1|DSAN
OG0001954	LOC117890484|XP_034651259.1|DSUB	LOC120458321|XP_039501862.1|DSAN
OG0001955	LOC117892032|XP_034653847.1|DSUB	LOC120444521|XP_039480198.1|DSAN
OG0001956	LOC117894134|XP_034656919.1|DSUB	LOC120450484|XP_039489465.1|DSAN
OG0001957	LOC117892187|XP_034654165.1|DSUB	LOC120445076|XP_039481137.1|DSAN
OG0001958	LOC117890259|XP_034650901.1|DSUB	LOC120445203|XP_039481372.1|DSAN
OG0001959	LOC117894683|XP_034657752.1|DSUB	LOC120449989|XP_039488632.1|DSAN
OG0001960	LOC117895693|XP_034659429.1|DSUB	LOC120448594|XP_039486626.1|DSAN
OG0001961	LOC117891071|XP_034652135.1|DSUB	LOC120446030|XP_039482725.1|DSAN
OG0001962	LOC117890236|XP_034650866.1|DSUB	LOC120443725|XP_039478912.1|DSAN
OG0001963	LOC117893795|XP_034656430.1|DSUB	LOC120449922|XP_039488549.1|DSAN
OG0001964	LOC117894115|XP_034656885.1|DSUB	LOC120448437|XP_039486380.1|DSAN
OG0001965	LOC117895647|XP_034659321.1|DSUB	LOC120449693|XP_039488243.1|DSAN
OG0001966	LOC117896172|XP_034660144.1|DSUB	LOC120452257|XP_039492320.1|DSAN
OG0001967	LOC117892169|XP_034654127.1|DSUB	LOC120445054|XP_039481106.1|DSAN
OG0001968	LOC117893806|XP_034656444.1|DSUB	LOC120449940|XP_039488573.1|DSAN
OG0001969	LOC117890949|XP_034651981.1|DSUB	LOC120447182|XP_039484607.1|DSAN
OG0001970	LOC117892432|XP_034654560.1|DSUB	LOC120445261|XP_039481484.1|DSAN
OG0001971	LOC117890685|XP_034651563.1|DSUB	LOC120446744|XP_039483801.1|DSAN
OG0001972	LOC117891322|XP_034652628.1|DSUB	LOC120458102|XP_039501565.1|DSAN, LOC120458103|XP_039501566.1|DSAN
OG0001973	LOC117891082|XP_034652153.1|DSUB	LOC120445307|XP_039481551.1|DSAN
OG0001974	LOC117890658|XP_034651520.1|DSUB	LOC120447919|XP_039485513.1|DSAN
OG0001975	LOC117895346|XP_034658818.1|DSUB	LOC120448630|XP_039486686.1|DSAN
OG0001976	LOC117890022|XP_034650527.1|DSUB	LOC120446936|XP_039484121.1|DSAN
OG0001977	LOC117902592|XP_034669982.1|DSUB	LOC120444098|XP_039479562.1|DSAN
OG0001978	LOC117899992|XP_034666052.1|DSUB	LOC120447234|XP_039484693.1|DSAN
OG0001979	LOC117902588|XP_034669978.1|DSUB	LOC120446031|XP_039482729.1|DSAN
OG0001980	LOC117900088|XP_034666187.1|DSUB	LOC120454459|XP_039495711.1|DSAN
OG0001981	LOC117901284|XP_034667868.1|DSUB	LOC120452908|XP_039493308.1|DSAN
OG0001982	LOC117900743|XP_034667112.1|DSUB	LOC120458186|XP_039501688.1|DSAN
OG0001983	LOC117902277|XP_034669436.1|DSUB	LOC120450270|XP_039489110.1|DSAN
OG0001984	LOC117901733|XP_034668506.1|DSUB	LOC120458577|XP_039502210.1|DSAN
OG0001985	LOC117902369|XP_034669576.1|DSUB	LOC120443997|XP_039479409.1|DSAN
OG0001986	LOC117900513|XP_034666799.1|DSUB	LOC120443697|XP_039478872.1|DSAN
OG0001987	LOC117903105|XP_034670817.1|DSUB	LOC120456244|XP_039498896.1|DSAN
OG0001988	LOC117890711|XP_034651639.1|DSUB	LOC120446181|XP_039482954.1|DSAN
OG0001989	LOC117900618|XP_034666936.1|DSUB	LOC120450791|XP_039489890.1|DSAN
OG0001990	LOC117902304|XP_034669477.1|DSUB	LOC120458610|XP_039502250.1|DSAN
OG0001991	LOC117901751|XP_034668528.1|DSUB	LOC120444328|XP_039479818.1|DSAN
OG0001992	LOC117900288|XP_034666491.1|DSUB	LOC120456567|XP_039499386.1|DSAN
OG0001993	LOC117899982|XP_034666038.1|DSUB	LOC120455773|XP_039498166.1|DSAN
OG0001994	LOC117899659|XP_034665733.1|DSUB	LOC120454606|XP_039495999.1|DSAN
OG0001995	LOC117900760|XP_034667133.1|DSUB	LOC120446473|XP_039483410.1|DSAN
OG0001996	LOC117902249|XP_034669394.1|DSUB	LOC120458124|XP_039501596.1|DSAN
OG0001997	LOC117891440|XP_034652807.1|DSUB	LOC120447036|XP_039484316.1|DSAN
OG0001998	LOC117891438|XP_034652803.1|DSUB	LOC120447033|XP_039484308.1|DSAN
OG0001999	LOC117890291|XP_034650947.1|DSUB	LOC120458323|XP_039501873.1|DSAN
OG0002000	LOC117900356|XP_034666595.1|DSUB	LOC120458885|XP_039502656.1|DSAN
OG0002001	LOC117900167|XP_034666300.1|DSUB	LOC120447046|XP_039484343.1|DSAN
OG0002002	LOC117897968|XP_034662970.1|DSUB	LOC120444769|XP_039480634.1|DSAN
OG0002003	LOC117902123|XP_034669138.1|DSUB	LOC120443765|XP_039478996.1|DSAN
OG0002004	LOC117901464|XP_034668117.1|DSUB	LOC120444803|XP_039480684.1|DSAN
OG0002005	LOC117902822|XP_034670340.1|DSUB	LOC120443902|XP_039479265.1|DSAN
OG0002006	LOC117902704|XP_034670142.1|DSUB	LOC120444018|XP_039479443.1|DSAN
OG0002007	LOC117902344|XP_034669535.1|DSUB	LOC120446368|XP_039483236.1|DSAN
OG0002008	LOC117902972|XP_034670521.1|DSUB	LOC120454920|XP_039496597.1|DSAN
OG0002009	LOC117890742|XP_034651687.1|DSUB	LOC120445514|XP_039481905.1|DSAN
OG0002010	LOC117902121|XP_034669136.1|DSUB	LOC120454850|XP_039496303.1|DSAN
OG0002011	LOC117902616|XP_034670018.1|DSUB	LOC120444989|XP_039480954.1|DSAN
OG0002012	LOC117901946|XP_034668809.1|DSUB	LOC120458716|XP_039502399.1|DSAN
OG0002013	LOC117901606|XP_034668313.1|DSUB	LOC120446434|XP_039483334.1|DSAN
OG0002014	LOC117891658|XP_034653104.1|DSUB	LOC120445068|XP_039481128.1|DSAN
OG0002015	LOC117902551|XP_034669880.1|DSUB	LOC120449360|XP_039487710.1|DSAN
OG0002016	LOC117892019|XP_034653803.1|DSUB	LOC120458941|XP_039502734.1|DSAN
OG0002017	LOC117901516|XP_034668179.1|DSUB	LOC120458004|XP_039501433.1|DSAN
OG0002018	LOC117899980|XP_034666036.1|DSUB	LOC120444003|XP_039479414.1|DSAN
OG0002019	LOC117900905|XP_034667356.1|DSUB	LOC120456783|XP_039499733.1|DSAN
OG0002020	LOC117902663|XP_034670083.1|DSUB	LOC120446213|XP_039483002.1|DSAN
OG0002021	LOC117892168|XP_034654126.1|DSUB	LOC120445008|XP_039480994.1|DSAN
OG0002022	LOC117900084|XP_034666180.1|DSUB	LOC120457773|XP_039501204.1|DSAN
OG0002023	LOC117896942|XP_034661377.1|DSUB	LOC120452104|XP_039492114.1|DSAN
OG0002024	LOC117901112|XP_034667636.1|DSUB	LOC120456508|XP_039499312.1|DSAN
OG0002025	LOC117900975|XP_034667452.1|DSUB	LOC120450768|XP_039489858.1|DSAN
OG0002026	LOC117893776|XP_034656406.1|DSUB	LOC120448195|XP_039485995.1|DSAN
OG0002027	LOC117891803|XP_034653369.1|DSUB	LOC120444956|XP_039480900.1|DSAN
OG0002028	LOC117889888|XP_034650288.1|DSUB	LOC120446846|XP_039483973.1|DSAN
OG0002029	LOC117895020|XP_034658279.1|DSUB	LOC120449876|XP_039488485.1|DSAN
OG0002030	LOC117892212|XP_034654203.1|DSUB	LOC120444508|XP_039480159.1|DSAN
OG0002031	LOC117891148|XP_034652291.1|DSUB	LOC120446274|XP_039483089.1|DSAN
OG0002032	LOC117898836|XP_034664401.1|DSUB	LOC120454665|XP_039496110.1|DSAN
OG0002033	LOC117891884|XP_034653576.1|DSUB	LOC120455518|XP_039497729.1|DSAN
OG0002034	LOC117890122|XP_034650695.1|DSUB	LOC120457170|XP_039500386.1|DSAN
OG0002035	LOC117897094|XP_034661629.1|DSUB	LOC120450923|XP_039490123.1|DSAN
OG0002036	LOC117899019|XP_034664669.1|DSUB	LOC120452656|XP_039492909.1|DSAN
OG0002037	LOC117895048|XP_034658317.1|DSUB	LOC120448394|XP_039486315.1|DSAN
OG0002038	LOC117896740|XP_034661096.1|DSUB	LOC120451507|XP_039491195.1|DSAN
OG0002039	LOC117896931|XP_034661362.1|DSUB	LOC120457533|XP_039501012.1|DSAN
OG0002040	LOC117896068|XP_034659981.1|DSUB	LOC120457862|XP_039501311.1|DSAN
OG0002041	LOC117890015|XP_034650507.1|DSUB	LOC120444114|XP_039479578.1|DSAN
OG0002042	LOC117898900|XP_034664473.1|DSUB	LOC120453377|XP_039493986.1|DSAN
OG0002043	LOC117897483|XP_034662237.1|DSUB	LOC120452963|XP_039493387.1|DSAN
OG0002044	LOC117898252|XP_034663390.1|DSUB	LOC120454689|XP_039496150.1|DSAN
OG0002045	LOC117898809|XP_034664352.1|DSUB	LOC120453302|XP_039493869.1|DSAN
OG0002046	LOC117899562|XP_034665591.1|DSUB	LOC120454901|XP_039496506.1|DSAN
OG0002047	LOC117903560|XP_034671653.1|DSUB	LOC120455355|XP_039497391.1|DSAN
OG0002048	LOC117899099|XP_034664771.1|DSUB	LOC120453868|XP_039494707.1|DSAN
OG0002049	LOC117899418|XP_034665299.1|DSUB	LOC120452591|XP_039492816.1|DSAN
OG0002050	LOC117896076|XP_034659997.1|DSUB	LOC120453928|XP_039494796.1|DSAN
OG0002051	LOC117890000|XP_034650478.1|DSUB, LOC117889999|XP_034650477.1|DSUB	LOC120444624|XP_039480363.1|DSAN
OG0002052	LOC117894506|XP_034657506.1|DSUB	LOC120448875|XP_039487024.1|DSAN
OG0002053	LOC117899489|XP_034665428.1|DSUB	LOC120451741|XP_039491583.1|DSAN
OG0002054	LOC117898538|XP_034663903.1|DSUB	LOC120450802|XP_039489904.1|DSAN
OG0002055	LOC117899269|XP_034665058.1|DSUB	LOC120451784|XP_039491668.1|DSAN
OG0002056	LOC117894445|XP_034657421.1|DSUB	LOC120449402|XP_039487782.1|DSAN
OG0002057	LOC117902326|XP_034669507.1|DSUB	LOC120447827|XP_039485350.1|DSAN
OG0002058	LOC117895112|XP_034658409.1|DSUB	LOC120447985|XP_039485615.1|DSAN
OG0002059	LOC117899236|XP_034665001.1|DSUB	LOC120453533|XP_039494219.1|DSAN
OG0002060	LOC117891905|XP_034653619.1|DSUB	LOC120445879|XP_039482457.1|DSAN
OG0002061	LOC117892160|XP_034654115.1|DSUB	LOC120444926|XP_039480860.1|DSAN
OG0002062	LOC117898414|XP_034663716.1|DSUB	LOC120456161|XP_039498734.1|DSAN
OG0002063	LOC117903406|XP_034671295.1|DSUB	LOC120457408|XP_039500939.1|DSAN
OG0002064	LOC117891619|XP_034653086.1|DSUB	LOC120447638|XP_039485079.1|DSAN
OG0002065	LOC117893068|XP_034655369.1|DSUB	LOC120449602|XP_039488104.1|DSAN
OG0002066	LOC117898239|XP_034663367.1|DSUB	LOC120453604|XP_039494304.1|DSAN
OG0002067	LOC117889889|XP_034650291.1|DSUB	LOC120446847|XP_039483974.1|DSAN
OG0002068	LOC117890591|XP_034651419.1|DSUB	LOC120444479|XP_039480092.1|DSAN
OG0002069	LOC117900828|XP_034667227.1|DSUB	LOC120457491|XP_039500976.1|DSAN
OG0002070	LOC117899782|XP_034665946.1|DSUB	LOC120454385|XP_039495562.1|DSAN
OG0002071	LOC117896277|XP_034660371.1|DSUB	LOC120452641|XP_039492890.1|DSAN
OG0002072	LOC117891709|XP_034653194.1|DSUB	LOC120444574|XP_039480269.1|DSAN
OG0002073	LOC117893204|XP_034655610.1|DSUB	LOC120449195|XP_039487482.1|DSAN
OG0002074	LOC117891502|XP_034652883.1|DSUB	LOC120449704|XP_039488296.1|DSAN, LOC120444585|XP_039480280.1|DSAN
OG0002075	LOC117901480|XP_034668140.1|DSUB	LOC120449473|XP_039487886.1|DSAN, LOC120449464|XP_039487873.1|DSAN
OG0002076	LOC117891292|XP_034652576.1|DSUB	LOC120445624|XP_039482071.1|DSAN
OG0002077	LOC117892907|XP_034655107.1|DSUB	LOC120449715|XP_039488270.1|DSAN
OG0002078	LOC117891508|XP_034652893.1|DSUB	LOC120444535|XP_039480215.1|DSAN
OG0002079	LOC117894775|XP_034657892.1|DSUB	LOC120447487|XP_039484817.1|DSAN
OG0002080	LOC117890199|XP_034650797.1|DSUB	LOC120446913|XP_039484083.1|DSAN
OG0002081	LOC117889736|XP_034650051.1|DSUB	LOC120444338|XP_039479832.1|DSAN
OG0002082	LOC117892102|XP_034653992.1|DSUB	LOC120446748|XP_039483820.1|DSAN
OG0002083	LOC117890108|XP_034650669.1|DSUB	LOC120456839|XP_039499825.1|DSAN
OG0002084	LOC117892095|XP_034653982.1|DSUB	LOC120445465|XP_039481844.1|DSAN
OG0002085	LOC117889876|XP_034650275.1|DSUB	LOC120444658|XP_039480433.1|DSAN
OG0002086	LOC117892099|XP_034653987.1|DSUB	LOC120444276|XP_039479724.1|DSAN
OG0002087	LOC117894398|XP_034657295.1|DSUB	LOC120448785|XP_039486908.1|DSAN
OG0002088	LOC117895201|XP_034658572.1|DSUB	LOC120447947|XP_039485561.1|DSAN
OG0002089	LOC117890845|XP_034651820.1|DSUB	LOC120458520|XP_039502131.1|DSAN
OG0002090	LOC117893368|XP_034655852.1|DSUB	LOC120448498|XP_039486464.1|DSAN
OG0002091	LOC117890105|XP_034650662.1|DSUB	LOC120445645|XP_039482119.1|DSAN
OG0002092	LOC117893223|XP_034655649.1|DSUB	LOC120447914|XP_039485497.1|DSAN
OG0002093	LOC117891986|XP_034653754.1|DSUB	LOC120445344|XP_039481615.1|DSAN
OG0002094	LOC117892625|XP_034654868.1|DSUB	LOC120446085|XP_039482807.1|DSAN
OG0002095	LOC117898528|XP_034663892.1|DSUB	LOC120455090|XP_039496897.1|DSAN
OG0002096	LOC117891048|XP_034652109.1|DSUB	LOC120444638|XP_039480382.1|DSAN
OG0002097	LOC117891379|XP_034652706.1|DSUB	LOC120448200|XP_039486003.1|DSAN
OG0002099	LOC117897119|XP_034661663.1|DSUB	LOC120450999|XP_039490244.1|DSAN
OG0002100	LOC117895551|XP_034659145.1|DSUB	LOC120449009|XP_039487219.1|DSAN
OG0002101	LOC117892686|XP_034654981.1|DSUB	LOC120443970|XP_039479373.1|DSAN
OG0002102	LOC117892493|XP_034654650.1|DSUB, LOC117896110|XP_034660059.1|DSUB	LOC120445884|XP_039482464.1|DSAN
OG0002103	LOC117899203|XP_034664966.1|DSUB	LOC120452546|XP_039492755.1|DSAN
OG0002105	LOC117902743|XP_034670217.1|DSUB	LOC120458231|XP_039501750.1|DSAN
OG0002106	LOC117896995|XP_034661446.1|DSUB	LOC120451851|XP_039491775.1|DSAN
OG0002107	LOC117900363|XP_034666603.1|DSUB	LOC120447727|XP_039485206.1|DSAN
OG0002108	LOC117899389|XP_034665264.1|DSUB, LOC117899390|XP_034665265.1|DSUB	LOC120452760|XP_039493078.1|DSAN
OG0002109	LOC117897601|XP_034662450.1|DSUB	LOC120451070|XP_039490363.1|DSAN, LOC120451072|XP_039490365.1|DSAN
OG0002110	LOC117902762|XP_034670246.1|DSUB	LOC120450154|XP_039488928.1|DSAN, LOC120444035|XP_039479475.1|DSAN
OG0002111	LOC117901906|XP_034668763.1|DSUB	LOC120458215|XP_039501728.1|DSAN
OG0002113	LOC117897191|XP_034661782.1|DSUB	LOC120453217|XP_039493741.1|DSAN
OG0002114	LOC117898852|XP_034664420.1|DSUB	LOC120453596|XP_039494293.1|DSAN, LOC120454413|XP_039495616.1|DSAN
OG0002115	LOC117891272|XP_034652538.1|DSUB	LOC120445923|XP_039482516.1|DSAN, LOC120445922|XP_039482514.1|DSAN
OG0002116	LOC117902630|XP_034670041.1|DSUB	LOC120444987|XP_039480952.1|DSAN
OG0002116	LOC117894558|XP_034657573.1|DSUB	LOC120448435|XP_039486378.1|DSAN
OG0002117	LOC117903163|XP_034670898.1|DSUB	LOC120444281|XP_039479730.1|DSAN
OG0002118	LOC117896930|XP_034661360.1|DSUB	LOC120457522|XP_039501000.1|DSAN
OG0002119	LOC117898437|XP_034663729.1|DSUB	LOC120452304|XP_039492380.1|DSAN
OG0002120	LOC117902913|XP_034670367.1|DSUB	LOC120454895|XP_039496476.1|DSAN
OG0002121	LOC117899072|XP_034664731.1|DSUB	LOC120453511|XP_039494190.1|DSAN
OG0002123	LOC117901593|XP_034668295.1|DSUB	LOC120444097|XP_039479558.1|DSAN
OG0002124	LOC117901561|XP_034668253.1|DSUB	LOC120456721|XP_039499638.1|DSAN
OG0002125	LOC117892365|XP_034654465.1|DSUB	LOC120445278|XP_039481511.1|DSAN
OG0002126	LOC117893450|XP_034655960.1|DSUB	LOC120449334|XP_039487669.1|DSAN
OG0002127	LOC117895686|XP_034659409.1|DSUB	LOC120455844|XP_039498248.1|DSAN
OG0002128	LOC117899646|XP_034665717.1|DSUB	LOC120457265|XP_039500617.1|DSAN
OG0002129	LOC117899645|XP_034665712.1|DSUB	LOC120454508|XP_039495794.1|DSAN
OG0002130	LOC117889591|XP_034649892.1|DSUB	LOC120457360|XP_039500817.1|DSAN
OG0002131	LOC117899284|XP_034665084.1|DSUB	LOC120452536|XP_039492736.1|DSAN
OG0002132	LOC117902283|XP_034669447.1|DSUB	LOC120458332|XP_039501884.1|DSAN
OG0002133	LOC117894226|XP_034657036.1|DSUB	LOC120455645|XP_039497970.1|DSAN
OG0002134	LOC117900524|XP_034666813.1|DSUB, LOC117903728|XP_034671971.1|DSUB	LOC120455717|XP_039498066.1|DSAN
OG0002135	LOC117903769|XP_034672073.1|DSUB	LOC120456177|XP_039498780.1|DSAN
OG0002136	LOC117897574|XP_034662417.1|DSUB	LOC120452252|XP_039492314.1|DSAN
OG0002137	LOC117898424|XP_034663703.1|DSUB	LOC120450770|XP_039489857.1|DSAN
OG0002138	LOC117892612|XP_034654857.1|DSUB	LOC120456267|XP_039498926.1|DSAN
OG0002139	LOC117892757|XP_034655076.1|DSUB	LOC120455571|XP_039497872.1|DSAN
OG0002140	LOC117890820|XP_034651786.1|DSUB	LOC120456264|XP_039498922.1|DSAN
OG0002141	LOC117897162|XP_034661724.1|DSUB	LOC120448527|XP_039486500.1|DSAN
OG0002142	LOC117897430|XP_034662159.1|DSUB	LOC120453471|XP_039494134.1|DSAN
OG0002143	LOC117901625|XP_034668345.1|DSUB	LOC120453624|XP_039494343.1|DSAN
OG0002144	LOC117902962|XP_034670501.1|DSUB	LOC120454834|XP_039496243.1|DSAN
OG0002145	LOC117897926|XP_034662900.1|DSUB	LOC120452902|XP_039493294.1|DSAN
OG0002146	LOC117896134|XP_034660091.1|DSUB	LOC120451156|XP_039490524.1|DSAN
OG0002147	LOC117892351|XP_034654449.1|DSUB	LOC120455116|XP_039496940.1|DSAN
OG0002148	LOC117894910|XP_034658098.1|DSUB	LOC120449749|XP_039488317.1|DSAN
OG0002149	LOC117902973|XP_034670525.1|DSUB	LOC120454866|XP_039496351.1|DSAN
OG0002150	LOC117903596|XP_034671726.1|DSUB	LOC120456516|XP_039499317.1|DSAN
OG0002151	LOC117902310|XP_034669483.1|DSUB	LOC120458852|XP_039502613.1|DSAN
OG0002152	LOC117897052|XP_034661535.1|DSUB	LOC120452971|XP_039493401.1|DSAN
OG0002153	LOC117897013|XP_034661476.1|DSUB	LOC120450888|XP_039490062.1|DSAN
OG0002154	LOC117889590|XP_034649891.1|DSUB	LOC120457356|XP_039500808.1|DSAN
OG0002155	LOC117897836|XP_034662791.1|DSUB	LOC120453837|XP_039494665.1|DSAN
OG0002156	LOC117894045|XP_034656787.1|DSUB	LOC120448729|XP_039486835.1|DSAN
OG0002157	LOC117896500|XP_034660738.1|DSUB	LOC120451191|XP_039490573.1|DSAN
OG0002158	LOC117890592|XP_034651420.1|DSUB	LOC120444481|XP_039480095.1|DSAN
OG0002159	LOC117891626|XP_034653055.1|DSUB	LOC120446736|XP_039483793.1|DSAN
OG0002160	LOC117898072|XP_034663138.1|DSUB	LOC120454138|XP_039495129.1|DSAN
OG0002161	LOC117898446|XP_034663744.1|DSUB	LOC120451837|XP_039491747.1|DSAN
OG0002162	LOC117899425|XP_034665311.1|DSUB	LOC120452664|XP_039492937.1|DSAN
OG0002163	LOC117903556|XP_034671651.1|DSUB, LOC117900180|XP_034666317.1|DSUB	LOC120455778|XP_039498169.1|DSAN
OG0002164	LOC117897737|XP_034662664.1|DSUB	LOC120453004|XP_039493443.1|DSAN
OG0002165	LOC117898395|XP_034663644.1|DSUB	LOC120444433|XP_039480017.1|DSAN
OG0002166	LOC117899955|XP_034666000.1|DSUB	LOC120458177|XP_039501675.1|DSAN
OG0002167	LOC117891412|XP_034652750.1|DSUB	LOC120446552|XP_039483502.1|DSAN
OG0002168	LOC117890443|XP_034651165.1|DSUB	LOC120445214|XP_039481402.1|DSAN
OG0002169	LOC117893745|XP_034656370.1|DSUB	LOC120447726|XP_039485202.1|DSAN
OG0002170	LOC117902998|XP_034670612.1|DSUB	LOC120454889|XP_039496457.1|DSAN
OG0002171	LOC117898473|XP_034663795.1|DSUB	LOC120451782|XP_039491665.1|DSAN
OG0002172	LOC117897921|XP_034662896.1|DSUB	LOC120453544|XP_039494230.1|DSAN
OG0002173	LOC117899986|XP_034666046.1|DSUB	LOC120458759|XP_039502467.1|DSAN
OG0002174	LOC117897972|XP_034662974.1|DSUB	LOC120452145|XP_039492169.1|DSAN
OG0002175	LOC117897973|XP_034662975.1|DSUB	LOC120452146|XP_039492170.1|DSAN
OG0002176	LOC117897569|XP_034662403.1|DSUB	LOC120451829|XP_039491738.1|DSAN
OG0002177	LOC117898603|XP_034664043.1|DSUB	LOC120452708|XP_039493002.1|DSAN
OG0002178	LOC117896323|XP_034660445.1|DSUB	LOC120451379|XP_039490969.1|DSAN
OG0002179	LOC117897708|XP_034662621.1|DSUB	LOC120452124|XP_039492140.1|DSAN
OG0002180	LOC117897087|XP_034661616.1|DSUB	LOC120450993|XP_039490232.1|DSAN
OG0002181	LOC117903835|XP_034672178.1|DSUB	LOC120456299|XP_039498980.1|DSAN
OG0002182	LOC117897379|XP_034662072.1|DSUB	LOC120453875|XP_039494714.1|DSAN
OG0002183	LOC117892646|XP_034654892.1|DSUB	LOC120444608|XP_039480318.1|DSAN
OG0002184	LOC117896648|XP_034660986.1|DSUB	LOC120451724|XP_039491561.1|DSAN
OG0002185	LOC117898257|XP_034663403.1|DSUB	LOC120451256|XP_039490715.1|DSAN
OG0002186	LOC117901770|XP_034668558.1|DSUB	LOC120458547|XP_039502162.1|DSAN
OG0002187	LOC117897931|XP_034662912.1|DSUB	LOC120452793|XP_039493120.1|DSAN
OG0002188	LOC117889846|XP_034650230.1|DSUB	LOC120446314|XP_039483164.1|DSAN
OG0002189	LOC117897881|XP_034662847.1|DSUB	LOC120457525|XP_039501004.1|DSAN
OG0002190	LOC117895963|XP_034659808.1|DSUB	LOC120450893|XP_039490066.1|DSAN
OG0002191	LOC117894650|XP_034657714.1|DSUB	LOC120450451|XP_039489404.1|DSAN
OG0002192	LOC117895883|XP_034659774.1|DSUB	LOC120448422|XP_039486356.1|DSAN
OG0002193	LOC117898322|XP_034663531.1|DSUB	LOC120452103|XP_039492113.1|DSAN
OG0002194	LOC117898552|XP_034663927.1|DSUB	LOC120453941|XP_039494820.1|DSAN
OG0002195	LOC117897024|XP_034661492.1|DSUB	LOC120451330|XP_039490841.1|DSAN
OG0002196	LOC117899593|XP_034665603.1|DSUB	LOC120452914|XP_039493311.1|DSAN
OG0002197	LOC117892912|XP_034655116.1|DSUB	LOC120449241|XP_039487550.1|DSAN
OG0002198	LOC117898952|XP_034664570.1|DSUB	LOC120450757|XP_039489819.1|DSAN
OG0002199	LOC117898940|XP_034664549.1|DSUB	LOC120452949|XP_039493366.1|DSAN
