Orthogroup	DSUB.longest_only	DELE.longest_only
OG0000686	LOC117903733|XP_034671978.1|DSUB	LOC108134945|XP_017110957.1|DELE
OG0000687	LOC117895596|XP_034659237.1|DSUB	LOC108145659|XP_017126700.1|DELE
OG0000688	LOC117890077|XP_034650622.1|DSUB	LOC108144385|XP_017124649.1|DELE
OG0000689	LOC117891198|XP_034652425.1|DSUB	LOC108141533|XP_017120459.1|DELE
OG0000689	LOC117891197|XP_034652423.1|DSUB	LOC108141532|XP_017120455.1|DELE
OG0000690	LOC117902659|XP_034670082.1|DSUB	LOC108147624|XP_017129769.1|DELE
OG0000691	LOC117902416|XP_034669658.1|DSUB	LOC108141855|XP_017120937.1|DELE
OG0000691	LOC117893852|XP_034656511.1|DSUB	LOC108135583|XP_017111866.1|DELE
OG0000692	LOC117894808|XP_034657933.1|DSUB	LOC108145808|XP_017126887.1|DELE
OG0000692	LOC117894810|XP_034657936.1|DSUB	LOC108145631|XP_017126656.1|DELE
OG0000693	LOC117900110|XP_034666228.1|DSUB	LOC108136335|XP_017112928.1|DELE
OG0000693	LOC117896746|XP_034661103.1|DSUB	LOC108136978|XP_017113959.1|DELE
OG0000694	LOC117898165|XP_034663269.1|DSUB	LOC108137637|XP_017114929.1|DELE
OG0000694	LOC117893367|XP_034655851.1|DSUB	LOC108135610|XP_017111914.1|DELE
OG0000695	LOC117902352|XP_034669554.1|DSUB	LOC108134578|XP_017110421.1|DELE
OG0000696	LOC117902820|XP_034670337.1|DSUB	LOC108138678|XP_017116514.1|DELE
OG0000697	LOC117903803|XP_034672129.1|DSUB	LOC108144087|XP_017124232.1|DELE
OG0000697	LOC117901739|XP_034668516.1|DSUB	LOC108148263|XP_017130704.1|DELE
OG0000698	LOC117900365|XP_034666604.1|DSUB	LOC108134688|XP_017110574.1|DELE
OG0000698	LOC117901857|XP_034668702.1|DSUB	LOC108134682|XP_017110569.1|DELE
OG0000699	LOC117900964|XP_034667430.1|DSUB	LOC108139006|XP_017117090.1|DELE
OG0000699	LOC117898332|XP_034663546.1|DSUB	LOC108137360|XP_017114486.1|DELE
OG0000700	LOC117901425|XP_034668053.1|DSUB	LOC108149327|XP_017132285.1|DELE
OG0000700	LOC117901655|XP_034668384.1|DSUB	LOC108148008|XP_017130327.1|DELE
OG0000701	LOC117890426|XP_034651137.1|DSUB	LOC108149052|XP_017131887.1|DELE
OG0000701	LOC117895351|XP_034658827.1|DSUB	LOC108135455|XP_017111689.1|DELE
OG0000702	LOC117898915|XP_034664514.1|DSUB	LOC108147153|XP_017128954.1|DELE
OG0000702	LOC117898913|XP_034664493.1|DSUB	LOC108147151|XP_017128943.1|DELE
OG0000703	LOC117900709|XP_034667058.1|DSUB	LOC108149460|XP_017132547.1|DELE
OG0000703	LOC117891886|XP_034653574.1|DSUB	LOC108141265|XP_017120018.1|DELE
OG0000704	LOC117903571|XP_034671673.1|DSUB	LOC108136205|XP_017112695.1|DELE
OG0000704	LOC117898114|XP_034663192.1|DSUB	LOC108142898|XP_017122474.1|DELE
OG0000705	LOC117893957|XP_034656642.1|DSUB, LOC117893515|XP_034656046.1|DSUB	LOC108146018|XP_017127283.1|DELE
OG0000705	LOC117893955|XP_034656638.1|DSUB	LOC108146017|XP_017127281.1|DELE
OG0000706	LOC117901849|XP_034668688.1|DSUB	LOC108149240|XP_017132164.1|DELE
OG0000706	LOC117903405|XP_034671292.1|DSUB	LOC108138493|XP_017116189.1|DELE
OG0000707	LOC117895378|XP_034658892.1|DSUB	LOC108141626|XP_017120584.1|DELE
OG0000708	LOC117903337|XP_034671178.1|DSUB	LOC108147672|XP_017129852.1|DELE
OG0000708	LOC117892901|XP_034655096.1|DSUB	LOC108148145|XP_017130490.1|DELE
OG0000709	LOC117898286|XP_034663433.1|DSUB	LOC108148504|XP_017131030.1|DELE
OG0000709	LOC117903543|XP_034671624.1|DSUB	LOC108137730|XP_017115117.1|DELE
OG0000710	LOC117896156|XP_034660126.1|DSUB	LOC108141008|XP_017119570.1|DELE
OG0000710	LOC117890590|XP_034651417.1|DSUB	LOC108144759|XP_017125353.1|DELE
OG0000711	LOC117894862|XP_034658009.1|DSUB	LOC108150128|XP_017133583.1|DELE
OG0000711	LOC117903575|XP_034671682.1|DSUB	LOC108142689|XP_017122186.1|DELE
OG0000712	LOC117896732|XP_034661087.1|DSUB	LOC108136968|XP_017113948.1|DELE
OG0000712	LOC117896729|XP_034661085.1|DSUB	LOC108136959|XP_017113933.1|DELE
OG0000713	LOC117896866|XP_034661287.1|DSUB	LOC108148222|XP_017130625.1|DELE
OG0000713	LOC117891754|XP_034653257.1|DSUB	LOC108141504|XP_017120420.1|DELE
OG0000714	LOC117899679|XP_034665762.1|DSUB	LOC108136255|XP_017112792.1|DELE
OG0000714	LOC117895852|XP_034659709.1|DSUB	LOC108146048|XP_017127341.1|DELE
OG0000715	LOC117895891|XP_034659786.1|DSUB, LOC117900051|XP_034666141.1|DSUB	LOC108135534|XP_017111769.1|DELE
OG0000716	LOC117894851|XP_034658001.1|DSUB	LOC108149862|XP_017133231.1|DELE
OG0000716	LOC117893439|XP_034655949.1|DSUB	LOC108136093|XP_017112553.1|DELE
OG0000717	LOC117895620|XP_034659265.1|DSUB	LOC108143195|XP_017122936.1|DELE
OG0000718	LOC117902959|XP_034670487.1|DSUB	LOC108148371|XP_017130883.1|DELE
OG0000718	LOC117903001|XP_034670624.1|DSUB	LOC108145308|XP_017126140.1|DELE
OG0000719	LOC117895873|XP_034659759.1|DSUB	LOC108150215|XP_017133736.1|DELE
OG0000719	LOC117893848|XP_034656506.1|DSUB	LOC108150334|XP_017133945.1|DELE
OG0000720	LOC117898658|XP_034664124.1|DSUB	LOC108148876|XP_017131666.1|DELE, LOC108139352|XP_017117565.1|DELE, LOC108148501|XP_017131027.1|DELE
OG0000721	LOC117900519|XP_034666805.1|DSUB	LOC108141582|XP_017120516.1|DELE
OG0000721	LOC117901989|XP_034668890.1|DSUB	LOC108137784|XP_017115179.1|DELE
OG0000722	LOC117889754|XP_034650091.1|DSUB	LOC108144143|XP_017124276.1|DELE, LOC108144142|XP_017124275.1|DELE
OG0000723	LOC117890225|XP_034650854.1|DSUB	LOC108144953|XP_017125588.1|DELE
OG0000724	LOC117895101|XP_034658392.1|DSUB	LOC108145035|XP_017125710.1|DELE
OG0000724	LOC117899447|XP_034665345.1|DSUB	LOC108148629|XP_017131227.1|DELE
OG0000726	LOC117898248|XP_034663386.1|DSUB	LOC108135153|XP_017111262.1|DELE
OG0000726	LOC117896487|XP_034660718.1|DSUB	LOC108135039|XP_017111066.1|DELE
OG0000727	LOC117898674|XP_034664145.1|DSUB, LOC117898673|XP_034664144.1|DSUB	LOC108135837|XP_017112210.1|DELE
OG0000728	LOC117897113|XP_034661659.1|DSUB	LOC108137411|XP_017114559.1|DELE
OG0000728	LOC117899665|XP_034665740.1|DSUB	LOC108142959|XP_017122590.1|DELE
OG0000729	LOC117896297|XP_034660409.1|DSUB	LOC108148434|XP_017130958.1|DELE
OG0000729	LOC117896296|XP_034660408.1|DSUB	LOC108148854|XP_017131632.1|DELE
OG0000730	LOC117902590|XP_034669980.1|DSUB	LOC108137613|XP_017114877.1|DELE
OG0000730	LOC117895196|XP_034658568.1|DSUB	LOC108147844|XP_017130091.1|DELE
OG0000731	LOC117895849|XP_034659704.1|DSUB	LOC108146348|XP_017127809.1|DELE
OG0000731	LOC117891664|XP_034653120.1|DSUB	LOC108144210|XP_017124372.1|DELE
OG0000732	LOC117893767|XP_034656398.1|DSUB	LOC108146734|XP_017128327.1|DELE
OG0000732	LOC117893765|XP_034656396.1|DSUB	LOC108146733|XP_017128326.1|DELE
OG0000733	LOC117896947|XP_034661382.1|DSUB	LOC108148952|XP_017131773.1|DELE
OG0000733	LOC117895368|XP_034658846.1|DSUB	LOC108147547|XP_017129620.1|DELE
OG0000734	LOC117892980|XP_034655215.1|DSUB	LOC108145955|XP_017127160.1|DELE
OG0000735	LOC117901030|XP_034667560.1|DSUB	LOC108147751|XP_017129970.1|DELE
OG0000735	LOC117900451|XP_034666714.1|DSUB	LOC108141900|XP_017121003.1|DELE
OG0000736	LOC117900023|XP_034666101.1|DSUB	LOC108138800|XP_017116772.1|DELE
OG0000736	LOC117900024|XP_034666102.1|DSUB	LOC108138795|XP_017116763.1|DELE
OG0000737	LOC117890944|XP_034651970.1|DSUB	LOC108145077|XP_017125748.1|DELE
OG0000738	LOC117901194|XP_034667738.1|DSUB	LOC108139029|XP_017117127.1|DELE
OG0000738	LOC117900648|XP_034666971.1|DSUB	LOC108138700|XP_017116535.1|DELE
OG0000739	LOC117899793|XP_034665964.1|DSUB	LOC108136024|XP_017112447.1|DELE
OG0000739	LOC117897901|XP_034662870.1|DSUB	LOC108135406|XP_017111596.1|DELE
OG0000740	LOC117897065|XP_034661560.1|DSUB	LOC108139276|XP_017117458.1|DELE
OG0000741	LOC117899283|XP_034665080.1|DSUB	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE
OG0000742	LOC117903872|XP_034672256.1|DSUB	LOC108144402|XP_017124685.1|DELE
OG0000742	LOC117903882|XP_034672266.1|DSUB	LOC108144872|XP_017125517.1|DELE
OG0000743	LOC117894681|XP_034657750.1|DSUB	LOC108146011|XP_017127275.1|DELE
OG0000745	LOC117890393|XP_034651089.1|DSUB	LOC108145394|XP_017126281.1|DELE
OG0000745	LOC117891680|XP_034653148.1|DSUB	LOC108149756|XP_017133058.1|DELE
OG0000746	LOC117890324|XP_034651004.1|DSUB	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE
OG0000747	LOC117893898|XP_034656565.1|DSUB	LOC108137670|XP_017115018.1|DELE
OG0000747	LOC117894858|XP_034658006.1|DSUB	LOC108150569|XP_017134306.1|DELE
OG0000748	LOC117900153|XP_034666281.1|DSUB	LOC108147888|XP_017130136.1|DELE
OG0000748	LOC117903275|XP_034671072.1|DSUB	LOC108138427|XP_017116115.1|DELE
OG0000750	LOC117897641|XP_034662508.1|DSUB	LOC108142897|XP_017122473.1|DELE
OG0000751	LOC117889818|XP_034650189.1|DSUB, LOC117889814|XP_034650184.1|DSUB	LOC108149137|XP_017132032.1|DELE
OG0000751	LOC117889815|XP_034650186.1|DSUB	LOC108149141|XP_017132035.1|DELE
OG0000752	LOC117897353|XP_034662024.1|DSUB	LOC108136941|XP_017113907.1|DELE
OG0000753	LOC117898587|XP_034664022.1|DSUB	LOC108134792|XP_017110730.1|DELE
OG0000753	LOC117893540|XP_034656080.1|DSUB	LOC108142189|XP_017121362.1|DELE
OG0000754	LOC117893823|XP_034656471.1|DSUB	LOC108150017|XP_017133460.1|DELE
OG0000754	LOC117889817|XP_034650229.1|DSUB	LOC108145569|XP_017126568.1|DELE
OG0000755	LOC117897818|XP_034662759.1|DSUB	LOC108135732|XP_017112058.1|DELE
OG0000755	LOC117897819|XP_034662761.1|DSUB	LOC108135697|XP_017112031.1|DELE
OG0000756	LOC117896830|XP_034661234.1|DSUB	LOC108143782|XP_017123798.1|DELE
OG0000757	LOC117894852|XP_034657998.1|DSUB	LOC108146532|XP_017128061.1|DELE
OG0000758	LOC117894802|XP_034657927.1|DSUB	LOC108146501|XP_017128026.1|DELE
OG0000758	LOC117894801|XP_034657925.1|DSUB	LOC108146468|XP_017127971.1|DELE
OG0000759	LOC117894169|XP_034656962.1|DSUB	LOC108146482|XP_017127997.1|DELE
OG0000759	LOC117894168|XP_034656960.1|DSUB	LOC108146451|XP_017127951.1|DELE
OG0000760	LOC117890672|XP_034651539.1|DSUB	LOC108149194|XP_017132107.1|DELE
OG0000761	LOC117900793|XP_034667164.1|DSUB	LOC108141979|XP_017121122.1|DELE
OG0000761	LOC117900794|XP_034667167.1|DSUB	LOC108141661|XP_017120619.1|DELE
OG0000762	LOC117901372|XP_034667973.1|DSUB	LOC108149367|XP_017132358.1|DELE
OG0000762	LOC117901251|XP_034667822.1|DSUB	LOC108147869|XP_017130116.1|DELE
OG0000763	LOC117900081|XP_034666176.1|DSUB	LOC108141722|XP_017120704.1|DELE
OG0000763	LOC117900083|XP_034666179.1|DSUB	LOC108141731|XP_017120713.1|DELE
OG0000764	LOC117897366|XP_034662045.1|DSUB	LOC108143825|XP_017123851.1|DELE
OG0000764	LOC117903883|XP_034672273.1|DSUB	LOC108148171|XP_017130559.1|DELE
OG0000765	LOC117895701|XP_034659440.1|DSUB	LOC108146428|XP_017127921.1|DELE
OG0000765	LOC117902928|XP_034670412.1|DSUB	LOC108135924|XP_017112356.1|DELE
OG0000766	LOC117900646|XP_034666969.1|DSUB	LOC108141742|XP_017120724.1|DELE
OG0000766	LOC117903369|XP_034671231.1|DSUB	LOC108137114|XP_017114129.1|DELE
OG0000767	LOC117893833|XP_034656487.1|DSUB	LOC108137442|XP_017114595.1|DELE, LOC108146476|XP_017127983.1|DELE
OG0000768	LOC117894686|XP_034657756.1|DSUB	LOC108142771|XP_017122301.1|DELE
OG0000769	LOC117896770|XP_034661138.1|DSUB	LOC108149006|XP_017131839.1|DELE
OG0000769	LOC117897878|XP_034662848.1|DSUB	LOC108144856|XP_017125496.1|DELE
OG0000770	LOC117891196|XP_034652422.1|DSUB	LOC108141419|XP_017120284.1|DELE
OG0000771	LOC117894925|XP_034658120.1|DSUB	LOC108146444|XP_017127941.1|DELE
OG0000771	LOC117894924|XP_034658119.1|DSUB	LOC108146410|XP_017127901.1|DELE
OG0000772	LOC117891643|XP_034653081.1|DSUB	LOC108149891|XP_017133277.1|DELE, LOC108137301|XP_017114414.1|DELE
OG0000772	LOC117891889|XP_034653580.1|DSUB	LOC108141266|XP_017120023.1|DELE
OG0000773	LOC117892610|XP_034654852.1|DSUB	LOC108136337|XP_017112934.1|DELE, LOC108147024|XP_017128769.1|DELE
OG0000774	LOC117891366|XP_034652693.1|DSUB	LOC108144155|XP_017124288.1|DELE, LOC108144676|XP_017125225.1|DELE
OG0000775	LOC117891004|XP_034652052.1|DSUB	LOC108149092|XP_017131977.1|DELE
OG0000775	LOC117890594|XP_034651423.1|DSUB, LOC117892354|XP_034654450.1|DSUB	LOC108134609|XP_017110472.1|DELE
OG0000776	LOC117897017|XP_034661479.1|DSUB	LOC108139150|XP_017117257.1|DELE, LOC108142625|XP_017122103.1|DELE
OG0000777	LOC117899391|XP_034665266.1|DSUB	LOC108140369|XP_017118552.1|DELE, LOC108140368|XP_017118551.1|DELE, LOC108140475|XP_017118703.1|DELE, LOC108140480|XP_017118709.1|DELE
OG0000778	LOC117893388|XP_034655874.1|DSUB	LOC108147507|XP_017129564.1|DELE
OG0000778	LOC117897412|XP_034662130.1|DSUB	LOC108148155|XP_017130579.1|DELE
OG0000779	LOC117903358|XP_034671204.1|DSUB	LOC108136561|XP_017113359.1|DELE
OG0000780	LOC117892441|XP_034654573.1|DSUB, LOC117892535|XP_034654732.1|DSUB	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE
OG0000781	LOC117891052|XP_034652119.1|DSUB	LOC108136493|XP_017113200.1|DELE
OG0000781	LOC117894867|XP_034658018.1|DSUB	LOC108143140|XP_017122876.1|DELE
OG0000782	LOC117893422|XP_034655930.1|DSUB	LOC108142521|XP_017121929.1|DELE
OG0000782	LOC117903737|XP_034671988.1|DSUB	LOC108147742|XP_017129961.1|DELE
OG0000783	LOC117894610|XP_034657651.1|DSUB	LOC108142661|XP_017122151.1|DELE
OG0000783	LOC117903125|XP_034670845.1|DSUB	LOC108141338|XP_017120135.1|DELE
OG0000784	LOC117893755|XP_034656381.1|DSUB	LOC108135548|XP_017111785.1|DELE
OG0000784	LOC117901396|XP_034668024.1|DSUB	LOC108135893|XP_017112299.1|DELE
OG0000785	LOC117897562|XP_034662394.1|DSUB	LOC108147198|XP_017129041.1|DELE
OG0000786	LOC117898451|XP_034663748.1|DSUB	LOC108140511|XP_017118791.1|DELE
OG0000787	LOC117895215|XP_034658597.1|DSUB	LOC108150197|XP_017133697.1|DELE
OG0000788	LOC117895046|XP_034658315.1|DSUB	LOC108142780|XP_017122313.1|DELE
OG0000789	LOC117901093|XP_034667611.1|DSUB	LOC108137773|XP_017115164.1|DELE
OG0000789	LOC117901504|XP_034668165.1|DSUB	LOC108137795|XP_017115188.1|DELE
OG0000790	LOC117901664|XP_034668395.1|DSUB	LOC108145509|XP_017126468.1|DELE
OG0000790	LOC117901663|XP_034668393.1|DSUB	LOC108145501|XP_017126455.1|DELE
OG0000791	LOC117900331|XP_034666560.1|DSUB	LOC108147210|XP_017129057.1|DELE
OG0000791	LOC117896441|XP_034660660.1|DSUB	LOC108148633|XP_017131234.1|DELE
OG0000792	LOC117901144|XP_034667678.1|DSUB	LOC108147858|XP_017130105.1|DELE, LOC108147825|XP_017130068.1|DELE
OG0000793	LOC117898508|XP_034663851.1|DSUB, LOC117894206|XP_034657014.1|DSUB	LOC108136816|XP_017113709.1|DELE, LOC108137272|XP_017114356.1|DELE
OG0000794	LOC117902452|XP_034669742.1|DSUB	LOC108138500|XP_017116210.1|DELE
OG0000795	LOC117898177|XP_034663280.1|DSUB	LOC108137638|XP_017114932.1|DELE
OG0000795	LOC117896595|XP_034660912.1|DSUB	LOC108140429|XP_017118643.1|DELE
OG0000796	LOC117898171|XP_034663271.1|DSUB	LOC108139119|XP_017117221.1|DELE
OG0000796	LOC117898487|XP_034663818.1|DSUB	LOC108145098|XP_017125782.1|DELE
OG0000797	LOC117899245|XP_034665016.1|DSUB	LOC108139263|XP_017117439.1|DELE
OG0000797	LOC117899246|XP_034665017.1|DSUB	LOC108139262|XP_017117438.1|DELE
OG0000798	LOC117892671|XP_034654955.1|DSUB, LOC117892670|XP_034654950.1|DSUB	LOC108149084|XP_017131952.1|DELE
OG0000799	LOC117898088|XP_034663159.1|DSUB	LOC108135045|XP_017111073.1|DELE
OG0000799	LOC117903858|XP_034672232.1|DSUB	LOC108140928|XP_017119485.1|DELE
OG0000800	LOC117895643|XP_034659317.1|DSUB, LOC117895645|XP_034659320.1|DSUB, LOC117893939|XP_034656618.1|DSUB	LOC108142437|XP_017121789.1|DELE
OG0000801	LOC117892090|XP_034653973.1|DSUB	LOC108141802|XP_017120852.1|DELE
OG0000802	LOC117902832|XP_034670342.1|DSUB	LOC108141480|XP_017120384.1|DELE, LOC108141667|XP_017120633.1|DELE
OG0000803	LOC117900221|XP_034666396.1|DSUB	LOC108135343|XP_017111524.1|DELE
OG0000803	LOC117892989|XP_034655232.1|DSUB	LOC108146301|XP_017127738.1|DELE
OG0000804	LOC117890279|XP_034650931.1|DSUB	LOC108137898|XP_017115328.1|DELE
OG0000804	LOC117896970|XP_034661410.1|DSUB	LOC108148298|XP_017130768.1|DELE
OG0000805	LOC117889713|XP_034650025.1|DSUB	LOC108149102|XP_017131988.1|DELE
OG0000806	LOC117900639|XP_034666960.1|DSUB	LOC108147776|XP_017129994.1|DELE
OG0000807	LOC117900178|XP_034666314.1|DSUB	LOC108150154|XP_017133611.1|DELE, LOC108147939|XP_017130212.1|DELE
OG0000808	LOC117899399|XP_034665275.1|DSUB, LOC117897668|XP_034662556.1|DSUB	LOC108148502|XP_017131028.1|DELE
OG0000810	LOC117892745|XP_034655060.1|DSUB, LOC117892746|XP_034655061.1|DSUB, LOC117892744|XP_034655059.1|DSUB	LOC108147357|XP_017129276.1|DELE
OG0000811	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB	LOC108135855|XP_017112237.1|DELE
OG0000811	LOC117892243|XP_034654245.1|DSUB	LOC108137926|XP_017115360.1|DELE
OG0000812	LOC117889570|XP_034649859.1|DSUB	LOC108134938|XP_017110951.1|DELE
OG0000812	LOC117895042|XP_034658310.1|DSUB	LOC108136097|XP_017112558.1|DELE
OG0000813	LOC117890860|XP_034651838.1|DSUB	LOC108145032|XP_017125704.1|DELE
OG0000813	LOC117901955|XP_034668822.1|DSUB	LOC108137826|XP_017115239.1|DELE, LOC108135422|XP_017111638.1|DELE
OG0000814	LOC117901909|XP_034668766.1|DSUB	LOC108150422|XP_017134068.1|DELE
OG0000815	LOC117902250|XP_034669396.1|DSUB	LOC108149331|XP_017132287.1|DELE
OG0000816	LOC117898505|XP_034663852.1|DSUB	LOC108145025|XP_017125699.1|DELE
OG0000816	LOC117896154|XP_034660123.1|DSUB	LOC108141056|XP_017119695.1|DELE
OG0000817	LOC117898094|XP_034663164.1|DSUB	LOC108147314|XP_017129227.1|DELE
OG0000817	LOC117898092|XP_034663163.1|DSUB	LOC108147315|XP_017129229.1|DELE
OG0000818	LOC117895632|XP_034659282.1|DSUB	LOC108137710|XP_017115082.1|DELE
OG0000819	LOC117903635|XP_034671800.1|DSUB	LOC108135407|XP_017111593.1|DELE
OG0000819	LOC117903632|XP_034671795.1|DSUB	LOC108135454|XP_017111687.1|DELE
OG0000820	LOC117890362|XP_034651046.1|DSUB	LOC108143611|XP_017123624.1|DELE
OG0000821	LOC117890092|XP_034650643.1|DSUB	LOC108135387|XP_017111573.1|DELE
OG0000822	LOC117893590|XP_034656155.1|DSUB	LOC108135550|XP_017111787.1|DELE
OG0000822	LOC117902294|XP_034669466.1|DSUB	LOC108149263|XP_017132194.1|DELE
OG0000824	LOC117900900|XP_034667342.1|DSUB, LOC117894697|XP_034657773.1|DSUB, LOC117895890|XP_034659787.1|DSUB, LOC117903049|XP_034670679.1|DSUB, LOC117894919|XP_034658113.1|DSUB	LOC108138354|XP_017116014.1|DELE
OG0000825	LOC117893869|XP_034656533.1|DSUB	LOC108135472|XP_017111702.1|DELE
OG0000825	LOC117901288|XP_034667873.1|DSUB	LOC108138064|XP_017115529.1|DELE
OG0000826	LOC117890755|XP_034651706.1|DSUB	LOC108144454|XP_017124834.1|DELE
OG0000828	LOC117899394|XP_034665270.1|DSUB, LOC117899395|XP_034665271.1|DSUB	LOC108140815|XP_017119310.1|DELE
OG0000830	LOC117903200|XP_034670976.1|DSUB	LOC108147734|XP_017129952.1|DELE
OG0000831	LOC117891696|XP_034653178.1|DSUB	LOC108142195|XP_017121369.1|DELE
OG0000832	LOC117891712|XP_034653197.1|DSUB	LOC108141544|XP_017120474.1|DELE
OG0000833	LOC117894049|XP_034656793.1|DSUB	LOC108145626|XP_017126651.1|DELE
OG0000834	LOC117896675|XP_034661012.1|DSUB	LOC108148531|XP_017131060.1|DELE
OG0000835	LOC117893175|XP_034655542.1|DSUB	LOC108146782|XP_017128419.1|DELE
OG0000836	LOC117901851|XP_034668692.1|DSUB	LOC108135194|XP_017111305.1|DELE
OG0000836	LOC117902392|XP_034669607.1|DSUB	LOC108141914|XP_017121022.1|DELE
OG0000837	LOC117890852|XP_034651830.1|DSUB	LOC108144746|XP_017125337.1|DELE
OG0000837	LOC117896533|XP_034660808.1|DSUB	LOC108137187|XP_017114259.1|DELE
OG0000838	LOC117902262|XP_034669412.1|DSUB	LOC108139072|XP_017117184.1|DELE
OG0000838	LOC117902263|XP_034669413.1|DSUB	LOC108138661|XP_017116490.1|DELE
OG0000839	LOC117899626|XP_034665672.1|DSUB	LOC108148385|XP_017130900.1|DELE
OG0000840	LOC117903610|XP_034671758.1|DSUB	LOC108149896|XP_017133284.1|DELE, LOC108138584|XP_017116361.1|DELE
OG0000841	LOC117897796|XP_034662736.1|DSUB	LOC108137602|XP_017114847.1|DELE
OG0000842	LOC117891489|XP_034652861.1|DSUB	LOC108147066|XP_017128847.1|DELE
OG0000842	LOC117897294|XP_034661929.1|DSUB	LOC108137008|XP_017113995.1|DELE
OG0000843	LOC117891024|XP_034652077.1|DSUB	LOC108144818|XP_017125438.1|DELE
OG0000844	LOC117892164|XP_034654122.1|DSUB	LOC108144642|XP_017125174.1|DELE
OG0000844	LOC117897396|XP_034662105.1|DSUB	LOC108141033|XP_017119622.1|DELE
OG0000845	LOC117903574|XP_034671681.1|DSUB	LOC108142861|XP_017122420.1|DELE
OG0000845	LOC117894055|XP_034656802.1|DSUB	LOC108142787|XP_017122322.1|DELE
OG0000846	LOC117897014|XP_034661477.1|DSUB	LOC108148741|XP_017131418.1|DELE
OG0000847	LOC117891357|XP_034652683.1|DSUB	LOC108145036|XP_017125709.1|DELE
OG0000847	LOC117892047|XP_034653863.1|DSUB	LOC108144417|XP_017124755.1|DELE
OG0000848	LOC117901672|XP_034668403.1|DSUB	LOC108148054|XP_017130395.1|DELE
OG0000848	LOC117902338|XP_034669528.1|DSUB	LOC108135192|XP_017111302.1|DELE
OG0000849	LOC117901435|XP_034668069.1|DSUB	LOC108138135|XP_017115672.1|DELE
OG0000849	LOC117902749|XP_034670227.1|DSUB	LOC108147859|XP_017130106.1|DELE
OG0000850	LOC117889898|XP_034650300.1|DSUB	LOC108137526|XP_017114731.1|DELE
OG0000850	LOC117889897|XP_034650299.1|DSUB	LOC108137527|XP_017114733.1|DELE
OG0000851	LOC117890794|XP_034651761.1|DSUB	LOC108144340|XP_017124553.1|DELE
OG0000852	LOC117892578|XP_034654801.1|DSUB	LOC108145137|XP_017125841.1|DELE, LOC108145199|XP_017125931.1|DELE, LOC108145198|XP_017125930.1|DELE
OG0000854	LOC117903676|XP_034671903.1|DSUB	LOC108149866|XP_017133235.1|DELE
OG0000855	LOC117894451|XP_034657443.1|DSUB	LOC108150402|XP_017134049.1|DELE
OG0000855	LOC117896315|XP_034660435.1|DSUB	LOC108143793|XP_017123805.1|DELE
OG0000856	LOC117894785|XP_034657905.1|DSUB	LOC108146886|XP_017128609.1|DELE
OG0000857	LOC117903487|XP_034671445.1|DSUB	LOC108144663|XP_017125202.1|DELE
OG0000858	LOC117896061|XP_034659967.1|DSUB	LOC108134976|XP_017110997.1|DELE, LOC108134967|XP_017110987.1|DELE
OG0000860	LOC117895209|XP_034658590.1|DSUB	LOC108142598|XP_017122058.1|DELE
OG0000860	LOC117894883|XP_034658050.1|DSUB	LOC108146155|XP_017127511.1|DELE
OG0000861	LOC117891215|XP_034652448.1|DSUB	LOC108143316|XP_017123123.1|DELE
OG0000862	LOC117890900|XP_034651886.1|DSUB	LOC108145488|XP_017126434.1|DELE
OG0000862	LOC117902151|XP_034669181.1|DSUB	LOC108137806|XP_017115202.1|DELE
OG0000863	LOC117898692|XP_034664197.1|DSUB	LOC108148980|XP_017131810.1|DELE
OG0000864	LOC117901424|XP_034668052.1|DSUB	LOC108149274|XP_017132206.1|DELE
OG0000864	LOC117903591|XP_034671704.1|DSUB	LOC108149980|XP_017133390.1|DELE
OG0000865	LOC117900711|XP_034667062.1|DSUB	LOC108140866|XP_017119347.1|DELE, LOC108141643|XP_017120603.1|DELE, LOC108149587|XP_017132714.1|DELE
OG0000865	LOC117897304|XP_034661942.1|DSUB	LOC108139221|XP_017117368.1|DELE
OG0000866	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB	LOC108148016|XP_017130339.1|DELE, LOC108148011|XP_017130331.1|DELE
OG0000867	LOC117901840|XP_034668672.1|DSUB	LOC108142132|XP_017121316.1|DELE
OG0000868	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB	LOC108145019|XP_017125685.1|DELE
OG0000869	LOC117898684|XP_034664179.1|DSUB	LOC108141089|XP_017119777.1|DELE
OG0000870	LOC117892389|XP_034654496.1|DSUB	LOC108144479|XP_017124893.1|DELE
OG0000871	LOC117891499|XP_034652879.1|DSUB	LOC108144730|XP_017125316.1|DELE
OG0000872	LOC117889870|XP_034650269.1|DSUB	LOC108144506|XP_017124929.1|DELE
OG0000873	LOC117893456|XP_034655967.1|DSUB	LOC108143199|XP_017122941.1|DELE
