Orthogroup	DSUB.longest_only	CPIP.longest_only
OG0002068	LOC117890591|XP_034651419.1|DSUB	LOC120429305|XP_039450465.1|CPIP
OG0002069	LOC117900828|XP_034667227.1|DSUB	LOC120416648|XP_039434392.1|CPIP
OG0002070	LOC117899782|XP_034665946.1|DSUB	LOC120416657|XP_039434401.1|CPIP
OG0002071	LOC117896277|XP_034660371.1|DSUB	LOC120414983|XP_039432267.1|CPIP
OG0002072	LOC117891709|XP_034653194.1|DSUB	LOC120419937|XP_039438734.1|CPIP
OG0002073	LOC117893204|XP_034655610.1|DSUB	LOC120414173|XP_039431171.1|CPIP
OG0002074	LOC117891502|XP_034652883.1|DSUB	LOC120430722|XP_039451768.1|CPIP
OG0002075	LOC117901480|XP_034668140.1|DSUB	LOC120429589|XP_039450560.1|CPIP, LOC120424597|XP_039444695.1|CPIP
OG0002076	LOC117891292|XP_034652576.1|DSUB	LOC120421685|XP_039440849.1|CPIP
OG0002077	LOC117892907|XP_034655107.1|DSUB	LOC120421681|XP_039440845.1|CPIP
OG0002079	LOC117894775|XP_034657892.1|DSUB	LOC120425808|XP_039446361.1|CPIP
OG0002080	LOC117890199|XP_034650797.1|DSUB	LOC120425571|XP_039446070.1|CPIP
OG0002081	LOC117889736|XP_034650051.1|DSUB	LOC120415329|XP_039432751.1|CPIP, LOC120415281|XP_039432685.1|CPIP
OG0002082	LOC117892102|XP_034653992.1|DSUB	LOC120416205|XP_039433827.1|CPIP
OG0002083	LOC117890108|XP_034650669.1|DSUB	LOC120421448|XP_039440588.1|CPIP
OG0002084	LOC117892095|XP_034653982.1|DSUB	LOC120431265|XP_039452332.1|CPIP
OG0002085	LOC117889876|XP_034650275.1|DSUB	LOC120417969|XP_039436139.1|CPIP
OG0002086	LOC117892099|XP_034653987.1|DSUB	LOC120431538|XP_039452581.1|CPIP
OG0002087	LOC117894398|XP_034657295.1|DSUB	LOC120412754|XP_039429281.1|CPIP, LOC120424471|XP_039444539.1|CPIP
OG0002088	LOC117895201|XP_034658572.1|DSUB	LOC120415883|XP_039433454.1|CPIP
OG0002089	LOC117890845|XP_034651820.1|DSUB	LOC120415358|XP_039432781.1|CPIP
OG0002090	LOC117893368|XP_034655852.1|DSUB	LOC120415870|XP_039433440.1|CPIP
OG0002091	LOC117890105|XP_034650662.1|DSUB	LOC120416853|XP_039434677.1|CPIP
OG0002092	LOC117893223|XP_034655649.1|DSUB	LOC120416818|XP_039434633.1|CPIP, LOC120412524|XP_039428953.1|CPIP
OG0002093	LOC117891986|XP_034653754.1|DSUB	LOC120413492|XP_039430283.1|CPIP, LOC120421859|XP_039441091.1|CPIP
OG0002094	LOC117892625|XP_034654868.1|DSUB	LOC120413273|XP_039429936.1|CPIP, LOC120414977|XP_039432245.1|CPIP
OG0002095	LOC117898528|XP_034663892.1|DSUB	LOC120415199|XP_039432591.1|CPIP
OG0002096	LOC117891048|XP_034652109.1|DSUB	LOC120424725|XP_039444841.1|CPIP
OG0002097	LOC117891379|XP_034652706.1|DSUB	LOC120421572|XP_039440737.1|CPIP
OG0002099	LOC117897119|XP_034661663.1|DSUB	LOC120425826|XP_039446378.1|CPIP, LOC120416713|XP_039434469.1|CPIP
OG0002100	LOC117895551|XP_034659145.1|DSUB	LOC120431445|XP_039452497.1|CPIP, LOC120422226|XP_039441545.1|CPIP, LOC120422221|XP_039441539.1|CPIP
OG0002101	LOC117892686|XP_034654981.1|DSUB	LOC120423808|XP_039443658.1|CPIP
OG0002102	LOC117892493|XP_034654650.1|DSUB, LOC117896110|XP_034660059.1|DSUB	LOC120428249|XP_039449169.1|CPIP
OG0002103	LOC117899203|XP_034664966.1|DSUB	LOC120424261|XP_039444257.1|CPIP
OG0002105	LOC117902743|XP_034670217.1|DSUB	LOC120423727|XP_039443567.1|CPIP
OG0002117	LOC117903163|XP_034670898.1|DSUB	LOC120422063|XP_039441333.1|CPIP
OG0002119	LOC117898437|XP_034663729.1|DSUB	LOC120428556|XP_039449519.1|CPIP, LOC120413279|XP_039429944.1|CPIP
OG0002120	LOC117902913|XP_034670367.1|DSUB	LOC120413305|XP_039430000.1|CPIP
OG0002121	LOC117899072|XP_034664731.1|DSUB	LOC120431490|XP_039452556.1|CPIP
OG0002123	LOC117901593|XP_034668295.1|DSUB	LOC120419276|XP_039437875.1|CPIP
OG0002124	LOC117901561|XP_034668253.1|DSUB	LOC120428874|XP_039449934.1|CPIP
OG0002125	LOC117892365|XP_034654465.1|DSUB	LOC120431117|XP_039452206.1|CPIP
OG0002126	LOC117893450|XP_034655960.1|DSUB	LOC120422458|XP_039441834.1|CPIP
OG0002127	LOC117895686|XP_034659409.1|DSUB	LOC120420229|XP_039439152.1|CPIP
OG0002128	LOC117899646|XP_034665717.1|DSUB	LOC120420212|XP_039439133.1|CPIP
OG0002129	LOC117899645|XP_034665712.1|DSUB	LOC120432319|XP_039453437.1|CPIP
OG0002130	LOC117889591|XP_034649892.1|DSUB	LOC120413375|XP_039430100.1|CPIP
OG0002131	LOC117899284|XP_034665084.1|DSUB	LOC120430730|XP_039451775.1|CPIP, LOC120413341|XP_039430054.1|CPIP
OG0002132	LOC117902283|XP_034669447.1|DSUB	LOC120428359|XP_039449300.1|CPIP
OG0002133	LOC117894226|XP_034657036.1|DSUB	LOC120413362|XP_039430081.1|CPIP
OG0002134	LOC117900524|XP_034666813.1|DSUB, LOC117903728|XP_034671971.1|DSUB	LOC120417703|XP_039435782.1|CPIP
OG0002135	LOC117903769|XP_034672073.1|DSUB	LOC120432195|XP_039453283.1|CPIP, LOC120427666|XP_039448477.1|CPIP
OG0002136	LOC117897574|XP_034662417.1|DSUB	LOC120417027|XP_039434901.1|CPIP
OG0002137	LOC117898424|XP_034663703.1|DSUB	LOC120422079|XP_039441358.1|CPIP
OG0002138	LOC117892612|XP_034654857.1|DSUB	LOC120413337|XP_039430047.1|CPIP
OG0002139	LOC117892757|XP_034655076.1|DSUB	LOC120413324|XP_039430031.1|CPIP
OG0002140	LOC117890820|XP_034651786.1|DSUB	LOC120431394|XP_039452455.1|CPIP
OG0002141	LOC117897162|XP_034661724.1|DSUB	LOC120424691|XP_039444804.1|CPIP
OG0002142	LOC117897430|XP_034662159.1|DSUB	LOC120416920|XP_039434760.1|CPIP, LOC120430553|XP_039451603.1|CPIP
OG0002143	LOC117901625|XP_034668345.1|DSUB	LOC120430599|XP_039451639.1|CPIP
OG0002144	LOC117902962|XP_034670501.1|DSUB	LOC120426029|XP_039446642.1|CPIP
OG0002145	LOC117897926|XP_034662900.1|DSUB	LOC120427971|XP_039448861.1|CPIP
OG0002146	LOC117896134|XP_034660091.1|DSUB	LOC120429017|XP_039450091.1|CPIP
OG0002147	LOC117892351|XP_034654449.1|DSUB	LOC120413718|XP_039430575.1|CPIP
OG0002148	LOC117894910|XP_034658098.1|DSUB	LOC120416248|XP_039433884.1|CPIP, LOC120416247|XP_039433883.1|CPIP, LOC120416256|XP_039433892.1|CPIP
OG0002149	LOC117902973|XP_034670525.1|DSUB	LOC120431264|XP_039452335.1|CPIP
OG0002150	LOC117903596|XP_034671726.1|DSUB	LOC120419617|XP_039438292.1|CPIP
OG0002151	LOC117902310|XP_034669483.1|DSUB	LOC120419620|XP_039438294.1|CPIP
OG0002152	LOC117897052|XP_034661535.1|DSUB	LOC120416903|XP_039434733.1|CPIP
OG0002153	LOC117897013|XP_034661476.1|DSUB	LOC120424542|XP_039444640.1|CPIP, LOC120429007|XP_039450079.1|CPIP
OG0002154	LOC117889590|XP_034649891.1|DSUB	LOC120426470|XP_039447167.1|CPIP
OG0002155	LOC117897836|XP_034662791.1|DSUB	LOC120423054|XP_039442659.1|CPIP
OG0002156	LOC117894045|XP_034656787.1|DSUB	LOC120419889|XP_039438688.1|CPIP
OG0002157	LOC117896500|XP_034660738.1|DSUB	LOC120424135|XP_039444112.1|CPIP
OG0002158	LOC117890592|XP_034651420.1|DSUB	LOC120424147|XP_039444125.1|CPIP
OG0002159	LOC117891626|XP_034653055.1|DSUB	LOC120425011|XP_039445317.1|CPIP
OG0002160	LOC117898072|XP_034663138.1|DSUB	LOC120425027|XP_039445332.1|CPIP
OG0002161	LOC117898446|XP_034663744.1|DSUB	LOC120424948|XP_039445193.1|CPIP, LOC120427119|XP_039447906.1|CPIP
OG0002162	LOC117899425|XP_034665311.1|DSUB	LOC120424944|XP_039445182.1|CPIP
OG0002164	LOC117897737|XP_034662664.1|DSUB	LOC120427447|XP_039448249.1|CPIP
OG0002165	LOC117898395|XP_034663644.1|DSUB	LOC120427457|XP_039448260.1|CPIP
OG0002166	LOC117899955|XP_034666000.1|DSUB	LOC120429237|XP_039450381.1|CPIP
OG0002167	LOC117891412|XP_034652750.1|DSUB	LOC120429250|XP_039450396.1|CPIP
OG0002168	LOC117890443|XP_034651165.1|DSUB	LOC120416847|XP_039434670.1|CPIP
OG0002169	LOC117893745|XP_034656370.1|DSUB	LOC120426989|XP_039447739.1|CPIP, LOC120419251|XP_039437838.1|CPIP
OG0002170	LOC117902998|XP_034670612.1|DSUB	LOC120425471|XP_039445940.1|CPIP
OG0002171	LOC117898473|XP_034663795.1|DSUB	LOC120427719|XP_039448556.1|CPIP
OG0002172	LOC117897921|XP_034662896.1|DSUB	LOC120428999|XP_039450073.1|CPIP
OG0002173	LOC117899986|XP_034666046.1|DSUB	LOC120413450|XP_039430222.1|CPIP, LOC120413460|XP_039430232.1|CPIP
OG0002174	LOC117897972|XP_034662974.1|DSUB	LOC120426014|XP_039446619.1|CPIP
OG0002175	LOC117897973|XP_034662975.1|DSUB	LOC120426015|XP_039446620.1|CPIP
OG0002176	LOC117897569|XP_034662403.1|DSUB	LOC120417855|XP_039436009.1|CPIP
OG0002177	LOC117898603|XP_034664043.1|DSUB	LOC120426230|XP_039446898.1|CPIP, LOC120426232|XP_039446900.1|CPIP
OG0002178	LOC117896323|XP_034660445.1|DSUB	LOC120417189|XP_039435091.1|CPIP
OG0002179	LOC117897708|XP_034662621.1|DSUB	LOC120425564|XP_039446063.1|CPIP
OG0002180	LOC117897087|XP_034661616.1|DSUB	LOC120423290|XP_039442986.1|CPIP
OG0002182	LOC117897379|XP_034662072.1|DSUB	LOC120427181|XP_039447973.1|CPIP, LOC120430691|XP_039451726.1|CPIP
OG0002183	LOC117892646|XP_034654892.1|DSUB	LOC120412611|XP_039429093.1|CPIP, LOC120417685|XP_039435755.1|CPIP
OG0002184	LOC117896648|XP_034660986.1|DSUB	LOC120431815|XP_039452868.1|CPIP
OG0002185	LOC117898257|XP_034663403.1|DSUB	LOC120426735|XP_039447442.1|CPIP
OG0002186	LOC117901770|XP_034668558.1|DSUB	LOC120421820|XP_039441032.1|CPIP
OG0002187	LOC117897931|XP_034662912.1|DSUB	LOC120416088|XP_039433709.1|CPIP
OG0002188	LOC117889846|XP_034650230.1|DSUB	LOC120416600|XP_039434328.1|CPIP
OG0002189	LOC117897881|XP_034662847.1|DSUB	LOC120424029|XP_039443986.1|CPIP
OG0002190	LOC117895963|XP_034659808.1|DSUB	LOC120425993|XP_039446585.1|CPIP
OG0002191	LOC117894650|XP_034657714.1|DSUB	LOC120425994|XP_039446587.1|CPIP
OG0002192	LOC117895883|XP_034659774.1|DSUB	LOC120428190|XP_039449104.1|CPIP
OG0002193	LOC117898322|XP_034663531.1|DSUB	LOC120425752|XP_039446293.1|CPIP
OG0002194	LOC117898552|XP_034663927.1|DSUB	LOC120418354|XP_039436640.1|CPIP, LOC120418359|XP_039436649.1|CPIP
OG0002195	LOC117897024|XP_034661492.1|DSUB	LOC120427148|XP_039447940.1|CPIP
OG0002196	LOC117899593|XP_034665603.1|DSUB	LOC120432515|XP_039453666.1|CPIP
OG0002197	LOC117892912|XP_034655116.1|DSUB	LOC120426022|XP_039446630.1|CPIP
OG0002198	LOC117898952|XP_034664570.1|DSUB	LOC120425714|XP_039446247.1|CPIP
OG0002199	LOC117898940|XP_034664549.1|DSUB	LOC120426688|XP_039447398.1|CPIP
OG0002200	LOC117897155|XP_034661720.1|DSUB	LOC120427262|XP_039448055.1|CPIP
OG0002202	LOC117896781|XP_034661167.1|DSUB	LOC120416688|XP_039434442.1|CPIP
OG0002203	LOC117896925|XP_034661356.1|DSUB	LOC120425982|XP_039446570.1|CPIP
OG0002204	LOC117899444|XP_034665341.1|DSUB	LOC120422017|XP_039441275.1|CPIP
OG0002205	LOC117897392|XP_034662094.1|DSUB	LOC120430262|XP_039451281.1|CPIP
OG0002206	LOC117899612|XP_034665646.1|DSUB	LOC120431088|XP_039452178.1|CPIP, LOC120430929|XP_039451983.1|CPIP
OG0002207	LOC117898803|XP_034664338.1|DSUB	LOC120414299|XP_039431367.1|CPIP
OG0002208	LOC117896783|XP_034661170.1|DSUB	LOC120426162|XP_039446814.1|CPIP
OG0002209	LOC117894573|XP_034657607.1|DSUB, LOC117900294|XP_034666501.1|DSUB	LOC120424682|XP_039444792.1|CPIP, LOC120424624|XP_039444723.1|CPIP
OG0002210	LOC117897991|XP_034663007.1|DSUB	LOC120424666|XP_039444773.1|CPIP, LOC120424615|XP_039444710.1|CPIP
OG0002211	LOC117896827|XP_034661227.1|DSUB	LOC120424634|XP_039444734.1|CPIP
OG0002212	LOC117896237|XP_034660274.1|DSUB	LOC120421021|XP_039440078.1|CPIP
OG0002213	LOC117898638|XP_034664092.1|DSUB	LOC120424610|XP_039444704.1|CPIP
OG0002214	LOC117897002|XP_034661454.1|DSUB	LOC120417090|XP_039435002.1|CPIP
OG0002215	LOC117896532|XP_034660796.1|DSUB	LOC120422123|XP_039441427.1|CPIP
OG0002216	LOC117902253|XP_034669402.1|DSUB	LOC120422564|XP_039441984.1|CPIP, LOC120426174|XP_039446824.1|CPIP
OG0002217	LOC117899450|XP_034665349.1|DSUB	LOC120425369|XP_039445812.1|CPIP
OG0002218	LOC117903324|XP_034671158.1|DSUB	LOC120427415|XP_039448216.1|CPIP
OG0002219	LOC117897925|XP_034662899.1|DSUB	LOC120425436|XP_039445901.1|CPIP
OG0002220	LOC117899003|XP_034664641.1|DSUB	LOC120425434|XP_039445899.1|CPIP
OG0002221	LOC117894494|XP_034657493.1|DSUB	LOC120428082|XP_039448995.1|CPIP
OG0002222	LOC117890044|XP_034650554.1|DSUB	LOC120428079|XP_039448990.1|CPIP
OG0002223	LOC117891944|XP_034653687.1|DSUB	LOC120430974|XP_039452040.1|CPIP
OG0002224	LOC117892526|XP_034654708.1|DSUB	LOC120430981|XP_039452053.1|CPIP
OG0002225	LOC117894121|XP_034656894.1|DSUB	LOC120423006|XP_039442563.1|CPIP, LOC120423028|XP_039442603.1|CPIP
OG0002226	LOC117892415|XP_034654539.1|DSUB	LOC120422859|XP_039442342.1|CPIP, LOC120425224|XP_039445589.1|CPIP
OG0002227	LOC117892342|XP_034654415.1|DSUB	LOC120417793|XP_039435896.1|CPIP
OG0002228	LOC117892070|XP_034653949.1|DSUB	LOC120422874|XP_039442355.1|CPIP
OG0002229	LOC117892045|XP_034653862.1|DSUB	LOC120422876|XP_039442369.1|CPIP
OG0002230	LOC117890746|XP_034651693.1|DSUB	LOC120422845|XP_039442323.1|CPIP
OG0002231	LOC117892215|XP_034654206.1|DSUB	LOC120419763|XP_039438524.1|CPIP, LOC120427223|XP_039448024.1|CPIP
OG0002232	LOC117889947|XP_034650377.1|DSUB	LOC120417389|XP_039435342.1|CPIP, LOC120417390|XP_039435345.1|CPIP
OG0002233	LOC117894458|XP_034657449.1|DSUB	LOC120424797|XP_039444943.1|CPIP, LOC120424803|XP_039444951.1|CPIP
OG0002234	LOC117890713|XP_034651642.1|DSUB	LOC120419836|XP_039438606.1|CPIP, LOC120427571|XP_039448380.1|CPIP, LOC120427578|XP_039448392.1|CPIP
OG0002235	LOC117891552|XP_034652959.1|DSUB	LOC120422922|XP_039442430.1|CPIP
OG0002236	LOC117891028|XP_034652082.1|DSUB	LOC120427083|XP_039447862.1|CPIP
OG0002237	LOC117889836|XP_034650215.1|DSUB	LOC120425904|XP_039446461.1|CPIP
OG0002238	LOC117890064|XP_034650593.1|DSUB	LOC120423496|XP_039443270.1|CPIP
OG0002239	LOC117892381|XP_034654483.1|DSUB	LOC120422883|XP_039442377.1|CPIP
OG0002240	LOC117892458|XP_034654598.1|DSUB	LOC120426030|XP_039446645.1|CPIP
OG0002241	LOC117895213|XP_034658595.1|DSUB	LOC120425351|XP_039445787.1|CPIP, LOC120429623|XP_039450587.1|CPIP
OG0002243	LOC117896272|XP_034660366.1|DSUB	LOC120420561|XP_039439563.1|CPIP
OG0002244	LOC117895821|XP_034659649.1|DSUB	LOC120420568|XP_039439580.1|CPIP
OG0002245	LOC117894125|XP_034656903.1|DSUB	LOC120430538|XP_039451586.1|CPIP, LOC120431293|XP_039452369.1|CPIP, LOC120422431|XP_039441782.1|CPIP
OG0002246	LOC117891287|XP_034652570.1|DSUB	LOC120415738|XP_039433273.1|CPIP
OG0002247	LOC117890444|XP_034651166.1|DSUB	LOC120424882|XP_039445080.1|CPIP
OG0002248	LOC117894104|XP_034656871.1|DSUB	LOC120424795|XP_039444940.1|CPIP
OG0002249	LOC117895813|XP_034659629.1|DSUB	LOC120429924|XP_039450955.1|CPIP
OG0002250	LOC117891550|XP_034652957.1|DSUB	LOC120420700|XP_039439731.1|CPIP
OG0002251	LOC117891340|XP_034652651.1|DSUB	LOC120420698|XP_039439726.1|CPIP
OG0002252	LOC117890978|XP_034652010.1|DSUB	LOC120417416|XP_039435393.1|CPIP, LOC120430669|XP_039451704.1|CPIP
OG0002253	LOC117890262|XP_034650910.1|DSUB	LOC120417420|XP_039435397.1|CPIP, LOC120431078|XP_039452164.1|CPIP
OG0002254	LOC117899433|XP_034665326.1|DSUB	LOC120420684|XP_039439713.1|CPIP
OG0002255	LOC117896859|XP_034661279.1|DSUB, LOC117901264|XP_034667850.1|DSUB	LOC120426800|XP_039447515.1|CPIP
OG0002256	LOC117891946|XP_034653691.1|DSUB	LOC120421528|XP_039440681.1|CPIP
OG0002257	LOC117890712|XP_034651641.1|DSUB	LOC120420092|XP_039438958.1|CPIP
OG0002258	LOC117893762|XP_034656392.1|DSUB	LOC120413191|XP_039429838.1|CPIP
OG0002259	LOC117890380|XP_034651074.1|DSUB	LOC120413269|XP_039429932.1|CPIP, LOC120413262|XP_039429924.1|CPIP
OG0002260	LOC117894825|XP_034657963.1|DSUB	LOC120413256|XP_039429919.1|CPIP
OG0002261	LOC117893838|XP_034656494.1|DSUB	LOC120413231|XP_039429894.1|CPIP
OG0002263	LOC117893398|XP_034655887.1|DSUB	LOC120424834|XP_039444997.1|CPIP
OG0002264	LOC117890043|XP_034650552.1|DSUB	LOC120420087|XP_039438951.1|CPIP
OG0002265	LOC117894424|XP_034657358.1|DSUB	LOC120432434|XP_039453586.1|CPIP
OG0002266	LOC117894728|XP_034657812.1|DSUB	LOC120418016|XP_039436191.1|CPIP
OG0002267	LOC117895569|XP_034659179.1|DSUB	LOC120418934|XP_039437405.1|CPIP
OG0002268	LOC117893648|XP_034656228.1|DSUB	LOC120418918|XP_039437383.1|CPIP
OG0002269	LOC117890348|XP_034651030.1|DSUB	LOC120414641|XP_039431811.1|CPIP, LOC120420157|XP_039439057.1|CPIP
OG0002270	LOC117889715|XP_034650027.1|DSUB	LOC120427423|XP_039448217.1|CPIP, LOC120428825|XP_039449866.1|CPIP
OG0002271	LOC117895236|XP_034658636.1|DSUB	LOC120416566|XP_039434232.1|CPIP
OG0002272	LOC117893931|XP_034656605.1|DSUB	LOC120430341|XP_039451378.1|CPIP
OG0002273	LOC117895650|XP_034659327.1|DSUB	LOC120424315|XP_039444333.1|CPIP
OG0002274	LOC117894419|XP_034657321.1|DSUB	LOC120424318|XP_039444343.1|CPIP
OG0002275	LOC117893881|XP_034656543.1|DSUB	LOC120414431|XP_039431548.1|CPIP
OG0002276	LOC117895690|XP_034659415.1|DSUB	LOC120417610|XP_039435653.1|CPIP
OG0002277	LOC117895698|XP_034659436.1|DSUB	LOC120426777|XP_039447484.1|CPIP
OG0002278	LOC117893379|XP_034655864.1|DSUB	LOC120413394|XP_039430126.1|CPIP
OG0002279	LOC117895512|XP_034659101.1|DSUB	LOC120413424|XP_039430170.1|CPIP
OG0002280	LOC117893759|XP_034656386.1|DSUB	LOC120413392|XP_039430124.1|CPIP
OG0002281	LOC117892994|XP_034655239.1|DSUB	LOC120420039|XP_039438873.1|CPIP
OG0002282	LOC117893041|XP_034655307.1|DSUB	LOC120425134|XP_039445494.1|CPIP
OG0002283	LOC117892120|XP_034654042.1|DSUB	LOC120423762|XP_039443609.1|CPIP, LOC120423759|XP_039443608.1|CPIP
OG0002284	LOC117892609|XP_034654851.1|DSUB	LOC120423775|XP_039443628.1|CPIP
OG0002285	LOC117903565|XP_034671663.1|DSUB	LOC120420921|XP_039439982.1|CPIP, LOC120420914|XP_039439973.1|CPIP
OG0002286	LOC117890089|XP_034650639.1|DSUB	LOC120412637|XP_039429125.1|CPIP
OG0002287	LOC117889716|XP_034650028.1|DSUB	LOC120431346|XP_039452412.1|CPIP, LOC120427734|XP_039448576.1|CPIP, LOC120425689|XP_039446207.1|CPIP
OG0002288	LOC117895235|XP_034658632.1|DSUB	LOC120427730|XP_039448567.1|CPIP
OG0002289	LOC117895406|XP_034658930.1|DSUB	LOC120415802|XP_039433361.1|CPIP
OG0002290	LOC117901728|XP_034668501.1|DSUB	LOC120426546|XP_039447250.1|CPIP, LOC120426350|XP_039447046.1|CPIP
OG0002291	LOC117890063|XP_034650592.1|DSUB	LOC120417473|XP_039435481.1|CPIP
OG0002292	LOC117891417|XP_034652774.1|DSUB	LOC120429716|XP_039450692.1|CPIP
OG0002293	LOC117891321|XP_034652627.1|DSUB	LOC120421396|XP_039440531.1|CPIP
OG0002294	LOC117899211|XP_034664974.1|DSUB	LOC120431185|XP_039452261.1|CPIP
OG0002296	LOC117902194|XP_034669282.1|DSUB	LOC120431809|XP_039452861.1|CPIP
OG0002297	LOC117896520|XP_034660779.1|DSUB	LOC120428723|XP_039449730.1|CPIP
OG0002298	LOC117892163|XP_034654119.1|DSUB, LOC117898087|XP_034663158.1|DSUB	LOC120425452|XP_039445918.1|CPIP
OG0002299	LOC117889581|XP_034649878.1|DSUB	LOC120425451|XP_039445917.1|CPIP
OG0002300	LOC117901924|XP_034668784.1|DSUB	LOC120422193|XP_039441508.1|CPIP
OG0002301	LOC117900884|XP_034667302.1|DSUB	LOC120414667|XP_039431876.1|CPIP
OG0002302	LOC117900340|XP_034666569.1|DSUB	LOC120426537|XP_039447237.1|CPIP, LOC120426346|XP_039447041.1|CPIP
OG0002303	LOC117903568|XP_034671666.1|DSUB	LOC120417163|XP_039435078.1|CPIP
OG0002304	LOC117900833|XP_034667233.1|DSUB	LOC120422787|XP_039442259.1|CPIP
OG0002305	LOC117894243|XP_034657073.1|DSUB	LOC120428091|XP_039449009.1|CPIP
OG0002306	LOC117900292|XP_034666495.1|DSUB	LOC120425855|XP_039446412.1|CPIP
OG0002307	LOC117901165|XP_034667707.1|DSUB	LOC120428131|XP_039449048.1|CPIP
OG0002308	LOC117902195|XP_034669287.1|DSUB	LOC120413536|XP_039430344.1|CPIP
OG0002309	LOC117901784|XP_034668584.1|DSUB	LOC120413609|XP_039430447.1|CPIP
OG0002310	LOC117900096|XP_034666207.1|DSUB	LOC120413615|XP_039430454.1|CPIP
OG0002311	LOC117900258|XP_034666448.1|DSUB	LOC120416326|XP_039433984.1|CPIP
OG0002312	LOC117901114|XP_034667639.1|DSUB, LOC117901228|XP_034667791.1|DSUB	LOC120424906|XP_039445132.1|CPIP
OG0002313	LOC117892228|XP_034654222.1|DSUB	LOC120413117|XP_039429760.1|CPIP
OG0002314	LOC117891468|XP_034652842.1|DSUB	LOC120413143|XP_039429785.1|CPIP
OG0002315	LOC117890510|XP_034651302.1|DSUB	LOC120413127|XP_039429766.1|CPIP, LOC120431577|XP_039452623.1|CPIP
OG0002316	LOC117901807|XP_034668612.1|DSUB	LOC120416329|XP_039433993.1|CPIP
OG0002317	LOC117893208|XP_034655625.1|DSUB	LOC120413106|XP_039429746.1|CPIP
OG0002318	LOC117900172|XP_034666308.1|DSUB	LOC120431698|XP_039452747.1|CPIP, LOC120424106|XP_039444050.1|CPIP
OG0002319	LOC117901512|XP_034668174.1|DSUB	LOC120428535|XP_039449501.1|CPIP
OG0002320	LOC117889950|XP_034650396.1|DSUB	LOC120418944|XP_039437416.1|CPIP
OG0002321	LOC117892515|XP_034654691.1|DSUB	LOC120414767|XP_039432014.1|CPIP
OG0002322	LOC117902025|XP_034668975.1|DSUB	LOC120428054|XP_039448951.1|CPIP
OG0002323	LOC117902005|XP_034668943.1|DSUB	LOC120424360|XP_039444389.1|CPIP
OG0002324	LOC117893834|XP_034656488.1|DSUB	LOC120420799|XP_039439851.1|CPIP
OG0002325	LOC117894364|XP_034657250.1|DSUB	LOC120420805|XP_039439860.1|CPIP
OG0002326	LOC117894366|XP_034657257.1|DSUB	LOC120420810|XP_039439865.1|CPIP
OG0002327	LOC117899599|XP_034665606.1|DSUB	LOC120420797|XP_039439843.1|CPIP
OG0002328	LOC117901262|XP_034667846.1|DSUB	LOC120426846|XP_039447568.1|CPIP
OG0002329	LOC117902742|XP_034670211.1|DSUB	LOC120420602|XP_039439614.1|CPIP
OG0002330	LOC117901365|XP_034667965.1|DSUB	LOC120420151|XP_039439051.1|CPIP
OG0002331	LOC117903457|XP_034671385.1|DSUB	LOC120420046|XP_039438891.1|CPIP
OG0002332	LOC117893236|XP_034655684.1|DSUB	LOC120428257|XP_039449185.1|CPIP
OG0002333	LOC117891968|XP_034653733.1|DSUB	LOC120431110|XP_039452197.1|CPIP
OG0002334	LOC117901408|XP_034668032.1|DSUB	LOC120428324|XP_039449255.1|CPIP
OG0002335	LOC117892240|XP_034654239.1|DSUB	LOC120425202|XP_039445567.1|CPIP, LOC120418964|XP_039437443.1|CPIP
OG0002336	LOC117894044|XP_034656784.1|DSUB	LOC120423645|XP_039443452.1|CPIP
OG0002337	LOC117890915|XP_034651922.1|DSUB	LOC120423129|XP_039442742.1|CPIP
OG0002338	LOC117900477|XP_034666752.1|DSUB	LOC120420900|XP_039439956.1|CPIP
OG0002339	LOC117900571|XP_034666869.1|DSUB	LOC120419774|XP_039438542.1|CPIP, LOC120415198|XP_039432590.1|CPIP
OG0002340	LOC117902643|XP_034670058.1|DSUB, LOC117902642|XP_034670057.1|DSUB	LOC120424350|XP_039444376.1|CPIP
OG0002341	LOC117891193|XP_034652420.1|DSUB	LOC120421110|XP_039440203.1|CPIP
OG0002342	LOC117900546|XP_034666837.1|DSUB	LOC120421117|XP_039440211.1|CPIP
OG0002343	LOC117902211|XP_034669321.1|DSUB	LOC120415454|XP_039432933.1|CPIP
OG0002344	LOC117902282|XP_034669445.1|DSUB	LOC120415489|XP_039432990.1|CPIP
OG0002345	LOC117890004|XP_034650485.1|DSUB	LOC120415995|XP_039433582.1|CPIP
OG0002346	LOC117902596|XP_034669994.1|DSUB	LOC120416779|XP_039434578.1|CPIP
OG0002347	LOC117890528|XP_034651337.1|DSUB	LOC120416776|XP_039434575.1|CPIP
OG0002348	LOC117902787|XP_034670284.1|DSUB	LOC120416069|XP_039433671.1|CPIP
OG0002349	LOC117890620|XP_034651453.1|DSUB	LOC120426128|XP_039446764.1|CPIP, LOC120427962|XP_039448851.1|CPIP
OG0002350	LOC117890003|XP_034650483.1|DSUB	LOC120427961|XP_039448850.1|CPIP, LOC120426127|XP_039446763.1|CPIP
OG0002351	LOC117891136|XP_034652235.1|DSUB	LOC120419854|XP_039438625.1|CPIP
OG0002352	LOC117891236|XP_034652473.1|DSUB	LOC120427335|XP_039448120.1|CPIP
OG0002353	LOC117902752|XP_034670232.1|DSUB	LOC120419803|XP_039438573.1|CPIP
