Orthogroup	DSUB.longest_only	DSIM.longest_only
OG0000851	LOC117890794|XP_034651761.1|DSUB	LOC6734822|XP_016028055.1|DSIM
OG0000852	LOC117892578|XP_034654801.1|DSUB	LOC6735160|XP_016028442.1|DSIM, LOC6735159|XP_016028441.1|DSIM, LOC27207454|XP_016028440.2|DSIM
OG0000854	LOC117903676|XP_034671903.1|DSUB	LOC6725205|XP_016038231.1|DSIM
OG0000855	LOC117894451|XP_034657443.1|DSUB	LOC6739917|XP_002076807.1|DSIM
OG0000855	LOC117896315|XP_034660435.1|DSUB	LOC6728956|XP_002104284.3|DSIM
OG0000856	LOC117894785|XP_034657905.1|DSUB	LOC6739014|XP_016032853.1|DSIM
OG0000857	LOC117903487|XP_034671445.1|DSUB	LOC6726562|XP_002107516.2|DSIM
OG0000858	LOC117896061|XP_034659967.1|DSUB	LOC6728285|XP_002103634.1|DSIM, LOC6728284|XP_002103633.1|DSIM
OG0000860	LOC117895209|XP_034658590.1|DSUB	LOC6738877|XP_002085672.2|DSIM
OG0000860	LOC117894883|XP_034658050.1|DSUB	LOC6736569|XP_016030160.1|DSIM
OG0000861	LOC117891215|XP_034652448.1|DSUB	LOC6735913|XP_002082823.3|DSIM
OG0000862	LOC117890900|XP_034651886.1|DSUB	LOC6735479|XP_002082418.1|DSIM
OG0000862	LOC117902151|XP_034669181.1|DSUB	LOC6731117|XP_002078274.1|DSIM
OG0000863	LOC117898692|XP_034664197.1|DSUB	LOC6729083|XP_002104404.1|DSIM
OG0000864	LOC117901424|XP_034668052.1|DSUB	LOC6732212|XP_002079341.1|DSIM
OG0000864	LOC117903591|XP_034671704.1|DSUB	LOC27206792|XP_016039129.1|DSIM
OG0000865	LOC117900711|XP_034667062.1|DSUB	LOC6726638|XP_016040376.1|DSIM
OG0000865	LOC117897304|XP_034661942.1|DSUB	LOC6728775|XP_016035453.1|DSIM
OG0000866	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB	LOC6730547|XP_016022999.1|DSIM, LOC6730548|XP_039150675.1|DSIM
OG0000867	LOC117901840|XP_034668672.1|DSUB	LOC6731776|XP_016024471.1|DSIM
OG0000868	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB	LOC6725650|XP_016038863.1|DSIM
OG0000869	LOC117898684|XP_034664179.1|DSUB	LOC6727058|XP_002102455.1|DSIM
OG0000870	LOC117892389|XP_034654496.1|DSUB	LOC6735965|XP_016029314.1|DSIM
OG0000871	LOC117891499|XP_034652879.1|DSUB	LOC6734093|XP_016027088.1|DSIM
OG0000872	LOC117889870|XP_034650269.1|DSUB	LOC6735999|XP_002082908.1|DSIM
OG0000873	LOC117893456|XP_034655967.1|DSUB	LOC6739100|XP_016032941.2|DSIM
OG0000874	LOC117891144|XP_034652283.1|DSUB	LOC6725130|XP_002106156.2|DSIM
OG0000874	LOC117890626|XP_034651464.1|DSUB	LOC6734802|XP_016028012.1|DSIM
OG0000875	LOC117894676|XP_034657745.1|DSUB	LOC6738776|XP_002085576.1|DSIM
OG0000877	LOC117893832|XP_034656486.1|DSUB	LOC6738716|XP_016032529.1|DSIM
OG0000877	LOC117903097|XP_034670800.1|DSUB	LOC6724764|XP_016037515.1|DSIM
OG0000878	LOC117890964|XP_034651994.1|DSUB	LOC6735847|XP_016029222.1|DSIM
OG0000878	LOC117900383|XP_034666627.1|DSUB	LOC6731725|XP_002078860.1|DSIM
OG0000879	LOC117890228|XP_034650857.1|DSUB	LOC6735325|XP_002082276.2|DSIM
OG0000880	LOC117892046|XP_034653867.1|DSUB	LOC6727338|XP_002102723.1|DSIM
OG0000880	LOC117893345|XP_034655826.1|DSUB	LOC6737536|XP_002084371.1|DSIM
OG0000881	LOC117894174|XP_034656969.1|DSUB	LOC6739666|XP_002076559.1|DSIM, LOC6738930|XP_016032760.1|DSIM, LOC6738929|XP_002085724.1|DSIM
OG0000882	LOC117903436|XP_034671351.1|DSUB	LOC6726164|XP_016039699.1|DSIM
OG0000882	LOC117900113|XP_034666229.1|DSUB	LOC120285248|XP_039152511.1|DSIM, LOC6733058|XP_039154259.1|DSIM
OG0000883	LOC117902707|XP_034670157.1|DSUB	LOC6725941|XP_002106924.1|DSIM
OG0000884	LOC117900769|XP_034667140.1|DSUB	LOC6730988|XP_016023454.1|DSIM
OG0000884	LOC117903060|XP_034670698.1|DSUB	LOC6740029|XP_039152469.1|DSIM
OG0000885	LOC117898445|XP_034663741.1|DSUB	LOC6727510|XP_016034090.1|DSIM
OG0000886	LOC117896268|XP_034660351.1|DSUB	LOC6727553|XP_016034129.1|DSIM
OG0000887	LOC117898452|XP_034663754.1|DSUB	LOC6725644|XP_016038865.1|DSIM
OG0000888	LOC117893080|XP_034655387.1|DSUB	LOC6734411|XP_016029676.1|DSIM
OG0000889	LOC117895618|XP_034659260.1|DSUB	LOC6739135|XP_039149460.1|DSIM
OG0000890	LOC117890898|XP_034651883.1|DSUB	LOC27206331|XP_039147269.1|DSIM, LOC120285365|XP_039153789.1|DSIM
OG0000891	LOC117902390|XP_034669605.1|DSUB	LOC6732042|XP_002079174.1|DSIM
OG0000892	LOC117894088|XP_034656848.1|DSUB	LOC6738871|XP_039149421.1|DSIM
OG0000893	LOC117897888|XP_034662855.1|DSUB	LOC6727085|XP_002102482.2|DSIM
OG0000894	LOC117897395|XP_034662104.1|DSUB	LOC6727036|XP_016033527.1|DSIM
OG0000895	LOC117892392|XP_034654499.1|DSUB, LOC117892394|XP_034654500.1|DSUB	LOC6734751|XP_016027956.1|DSIM
OG0000896	LOC117903862|XP_034672240.1|DSUB	LOC27206586|XP_016038294.1|DSIM
OG0000897	LOC117898755|XP_034664272.1|DSUB	LOC6729708|XP_002105014.1|DSIM
OG0000897	LOC117896945|XP_034661379.1|DSUB	LOC6729705|XP_002105011.1|DSIM
OG0000898	LOC117890989|XP_034652031.1|DSUB	LOC6734790|XP_002081793.1|DSIM
OG0000898	LOC117890750|XP_034651700.1|DSUB	LOC6735785|XP_002082698.1|DSIM
OG0000899	LOC117897742|XP_034662673.1|DSUB	LOC6728971|XP_002104299.1|DSIM
OG0000900	LOC117890668|XP_034651535.1|DSUB	LOC6735751|XP_016029115.1|DSIM
OG0000900	LOC117889895|XP_034650297.1|DSUB	LOC6735750|XP_002082663.1|DSIM
OG0000901	LOC117892613|XP_034654854.1|DSUB	LOC6735648|XP_002082566.1|DSIM
OG0000901	LOC117890548|XP_034651365.1|DSUB	LOC6735649|XP_016029005.1|DSIM
OG0000902	LOC117903816|XP_034672147.1|DSUB	LOC27208125|XP_016038449.1|DSIM
OG0000902	LOC117903231|XP_034671022.1|DSUB	LOC27207908|XP_016038450.1|DSIM
OG0000903	LOC117894641|XP_034657703.1|DSUB	LOC6737088|XP_016030717.1|DSIM
OG0000903	LOC117894639|XP_034657701.1|DSUB	LOC27206245|XP_016030716.1|DSIM
OG0000904	LOC117893007|XP_034655254.1|DSUB	LOC27207682|XP_016030183.1|DSIM
OG0000904	LOC117893009|XP_034655256.1|DSUB	LOC6736584|XP_002083446.2|DSIM, LOC6736585|XP_002083447.1|DSIM
OG0000906	LOC117890797|XP_034651764.1|DSUB	LOC6733953|XP_002080997.2|DSIM
OG0000907	LOC117891031|XP_034652088.1|DSUB	LOC6735978|XP_002082887.2|DSIM
OG0000909	LOC117896456|XP_034660676.1|DSUB	LOC6729298|XP_002104615.1|DSIM
OG0000910	LOC117903736|XP_034671985.1|DSUB	LOC6728610|XP_002103951.1|DSIM
OG0000911	LOC117891698|XP_034653181.1|DSUB	LOC6734994|XP_002081976.1|DSIM
OG0000912	LOC117894096|XP_034656860.1|DSUB, LOC117895661|XP_034659370.1|DSUB	LOC6738206|XP_016032034.1|DSIM, LOC6738205|XP_016032033.1|DSIM
OG0000913	LOC117895191|XP_034658561.1|DSUB	LOC6737846|XP_039149235.1|DSIM
OG0000914	LOC117890297|XP_034650956.1|DSUB	LOC6734149|XP_002081178.1|DSIM
OG0000915	LOC117890118|XP_034650682.1|DSUB	LOC6734736|XP_002081739.1|DSIM
OG0000916	LOC117902779|XP_034670266.1|DSUB	LOC6731463|XP_016024123.1|DSIM
OG0000917	LOC117902191|XP_034669258.1|DSUB	LOC6731448|XP_039147575.1|DSIM
OG0000918	LOC117902111|XP_034669113.1|DSUB	LOC6733156|XP_002080232.1|DSIM, LOC6730824|XP_002077991.2|DSIM
OG0000920	LOC117901383|XP_034668004.1|DSUB	LOC6725448|XP_016038540.1|DSIM
OG0000921	LOC117903531|XP_034671597.1|DSUB	LOC6739946|XP_039152515.1|DSIM, LOC120285277|XP_039152678.1|DSIM
OG0000922	LOC117893161|XP_034655527.1|DSUB	LOC6736729|XP_016030353.1|DSIM
OG0000923	LOC117897091|XP_034661626.1|DSUB	LOC6738557|XP_002085362.1|DSIM, LOC6728900|XP_016035594.1|DSIM
OG0000924	LOC117903123|XP_034670840.1|DSUB	LOC27208565|XP_016039114.1|DSIM
OG0000925	LOC117898112|XP_034663189.1|DSUB	LOC27206388|XP_016037036.1|DSIM, LOC6730266|XP_002105549.1|DSIM
OG0000926	LOC117898103|XP_034663176.1|DSUB	LOC6727005|XP_002102406.2|DSIM
OG0000926	LOC117896820|XP_034661214.1|DSUB	LOC6727926|XP_002103281.1|DSIM
OG0000927	LOC117896959|XP_034661395.1|DSUB	LOC6729752|XP_039150907.1|DSIM
OG0000927	LOC117896542|XP_034660816.1|DSUB	LOC6729754|XP_002105060.1|DSIM
OG0000928	LOC117901170|XP_034667715.1|DSUB	LOC6731593|XP_016024268.1|DSIM
OG0000928	LOC117901171|XP_034667716.1|DSUB	LOC6731592|XP_002078733.1|DSIM
OG0000929	LOC117900788|XP_034667158.1|DSUB	LOC6730728|XP_039150572.1|DSIM
OG0000930	LOC117894755|XP_034657859.1|DSUB, LOC117894276|XP_034657122.1|DSUB	LOC6738238|XP_002085050.1|DSIM, LOC6738239|XP_002085051.2|DSIM
OG0000931	LOC117890246|XP_034650884.1|DSUB	LOC6735826|XP_002082736.1|DSIM
OG0000931	LOC117900532|XP_034666823.1|DSUB	LOC6732468|XP_002079588.2|DSIM
OG0000932	LOC117893524|XP_034656055.1|DSUB	LOC6738803|XP_002085603.2|DSIM
OG0000932	LOC117894756|XP_034657864.1|DSUB	LOC6738804|XP_002085604.1|DSIM
OG0000933	LOC117891266|XP_034652530.1|DSUB	LOC6735444|XP_002082384.2|DSIM
OG0000933	LOC117891267|XP_034652532.1|DSUB	LOC6735445|XP_002082385.2|DSIM
OG0000934	LOC117890392|XP_034651088.1|DSUB, LOC117890447|XP_034651169.1|DSUB	LOC6740386|XP_002080586.1|DSIM, LOC6733530|XP_002080585.1|DSIM
OG0000935	LOC117898689|XP_034664196.1|DSUB	LOC6729974|XP_016036743.1|DSIM
OG0000937	LOC117899350|XP_034665194.1|DSUB	LOC6729817|XP_016036509.1|DSIM
OG0000938	LOC117903601|XP_034671733.1|DSUB	LOC27207752|XP_016039363.1|DSIM
OG0000939	LOC117901599|XP_034668302.1|DSUB	LOC6731396|XP_002078549.1|DSIM, LOC6731402|XP_039152883.1|DSIM
OG0000940	LOC117895700|XP_034659439.1|DSUB	LOC6736353|XP_002083229.1|DSIM
OG0000941	LOC117900854|XP_034667266.1|DSUB	LOC27207754|XP_016036922.1|DSIM
OG0000941	LOC117903840|XP_034672186.1|DSUB	LOC6725559|XP_016038685.1|DSIM
OG0000942	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB	LOC6738961|XP_039149586.1|DSIM
OG0000943	LOC117890702|XP_034651607.1|DSUB	LOC6734028|XP_016027047.1|DSIM
OG0000943	LOC117891473|XP_034652845.1|DSUB	LOC6734029|XP_002081065.1|DSIM
OG0000944	LOC117890053|XP_034650579.1|DSUB	LOC27206397|XP_016039270.1|DSIM
OG0000945	LOC117892913|XP_034655117.1|DSUB	LOC6736294|XP_002083178.2|DSIM
OG0000946	LOC117900990|XP_034667477.1|DSUB	LOC6731422|XP_016024040.1|DSIM
OG0000947	LOC117889847|XP_034650231.1|DSUB	LOC6736003|XP_016029366.1|DSIM
OG0000948	LOC117893090|XP_034655408.1|DSUB	LOC6736646|XP_016030241.1|DSIM
OG0000949	LOC117903043|XP_034670672.1|DSUB, LOC117903045|XP_034670673.1|DSUB	LOC6725850|XP_039154020.1|DSIM
OG0000950	LOC117896669|XP_034661007.1|DSUB	LOC6727112|XP_002102505.1|DSIM
OG0000951	LOC117899370|XP_034665241.1|DSUB	LOC6728354|XP_002103702.1|DSIM
OG0000952	LOC117902731|XP_034670196.1|DSUB	LOC27206555|XP_039147017.1|DSIM
OG0000954	LOC117891459|XP_034652833.1|DSUB	LOC6733211|XP_002080275.1|DSIM
OG0000955	LOC117899512|XP_034665455.1|DSUB	LOC27208529|XP_016035885.1|DSIM
OG0000955	LOC117899503|XP_034665444.1|DSUB	LOC6729232|XP_002104553.2|DSIM
OG0000956	LOC117896355|XP_034660521.1|DSUB	LOC6727438|XP_002102819.2|DSIM
OG0000956	LOC117896358|XP_034660524.1|DSUB	LOC6727442|XP_016034016.1|DSIM
OG0000957	LOC117892484|XP_034654628.1|DSUB	LOC6735025|XP_002082006.2|DSIM
OG0000957	LOC117892485|XP_034654630.1|DSUB	LOC6735024|XP_002082005.2|DSIM
OG0000958	LOC117896006|XP_034659894.1|DSUB	LOC6728291|XP_002103640.1|DSIM
OG0000958	LOC117890604|XP_034651434.1|DSUB	LOC27207477|XP_016029598.1|DSIM
OG0000959	LOC117899165|XP_034664914.1|DSUB, LOC117894949|XP_034658166.1|DSUB, LOC117893197|XP_034655603.1|DSUB	LOC6738603|XP_016032447.1|DSIM, LOC6729789|XP_002105094.2|DSIM
OG0000960	LOC117892385|XP_034654491.1|DSUB	LOC27207158|XP_016037708.1|DSIM
OG0000961	LOC117895830|XP_034659658.1|DSUB	LOC6738223|XP_002085035.1|DSIM
OG0000961	LOC117895831|XP_034659659.1|DSUB	LOC6738220|XP_002085032.1|DSIM
OG0000962	LOC117896326|XP_034660454.1|DSUB	LOC6729242|XP_002104563.2|DSIM, LOC27208053|XP_039151504.1|DSIM, LOC6729241|XP_002104562.2|DSIM, LOC6729243|XP_016035898.1|DSIM
OG0000963	LOC117903584|XP_034671694.1|DSUB	LOC6726355|XP_002107315.1|DSIM
OG0000964	LOC117890027|XP_034650533.1|DSUB	LOC27207376|XP_016039945.2|DSIM, LOC6739455|XP_016027945.1|DSIM
OG0000965	LOC117903296|XP_034671116.1|DSUB	LOC6725521|XP_002106534.1|DSIM
OG0000966	LOC117896371|XP_034660537.1|DSUB	LOC6734379|XP_002081400.1|DSIM, LOC6730271|XP_002105554.2|DSIM
OG0000968	LOC117893323|XP_034655802.1|DSUB	LOC6738344|XP_016032189.1|DSIM
OG0000969	LOC117889954|XP_034650402.1|DSUB	LOC6735468|XP_002082407.1|DSIM
OG0000970	LOC117903646|XP_034671838.1|DSUB, LOC117898785|XP_034664313.1|DSUB	LOC6729890|XP_002105193.1|DSIM
OG0000971	LOC117901222|XP_034667783.1|DSUB	LOC6732569|XP_002079688.2|DSIM, LOC27208901|XP_016025251.1|DSIM
OG0000972	LOC117894574|XP_034657603.1|DSUB	LOC6736964|XP_002083811.2|DSIM
OG0000973	LOC117894747|XP_034657849.1|DSUB, LOC117896890|XP_034661317.1|DSUB	LOC6739964|XP_016037939.2|DSIM
OG0000974	LOC117893547|XP_034656089.1|DSUB	LOC6736701|XP_016030316.2|DSIM
OG0000974	LOC117894194|XP_034657001.1|DSUB	LOC6736702|XP_016030317.1|DSIM
OG0000975	LOC117899364|XP_034665234.1|DSUB, LOC117899575|XP_034665579.1|DSUB	LOC6728509|XP_016035150.1|DSIM
OG0000976	LOC117898195|XP_034663306.1|DSUB	LOC6728934|XP_016035611.1|DSIM
OG0000977	LOC117896528|XP_034660790.1|DSUB	LOC120285000|XP_039151007.1|DSIM
OG0000977	LOC117896515|XP_034660774.1|DSUB	LOC6728002|XP_016034602.2|DSIM
OG0000978	LOC117899594|XP_034665604.1|DSUB	LOC120284337|XP_039147314.1|DSIM, LOC27206158|XP_016026886.1|DSIM, LOC6728538|XP_002103883.1|DSIM
OG0000979	LOC117891730|XP_034653214.1|DSUB	LOC6735698|XP_016029074.1|DSIM
OG0000980	LOC117899223|XP_034664988.1|DSUB	LOC6729802|XP_002105105.2|DSIM
OG0000980	LOC117896612|XP_034660936.1|DSUB	LOC6729187|XP_002104508.1|DSIM
OG0000981	LOC117901848|XP_034668686.1|DSUB	LOC6731790|XP_002078925.1|DSIM
OG0000982	LOC117897066|XP_034661561.1|DSUB	LOC6728479|XP_002103824.1|DSIM, LOC27208104|XP_016035424.1|DSIM, LOC27207407|XP_039150777.1|DSIM
OG0000984	LOC117901196|XP_034667740.1|DSUB	LOC27208249|XP_016036257.2|DSIM
OG0000984	LOC117900484|XP_034666759.1|DSUB	LOC6731180|XP_039152453.1|DSIM
OG0000985	LOC117890368|XP_034651054.1|DSUB	LOC27208894|XP_016028267.1|DSIM
OG0000986	LOC117901876|XP_034668724.1|DSUB	LOC27206559|XP_039154380.1|DSIM
OG0000986	LOC117901017|XP_034667506.1|DSUB	LOC6733102|XP_002080179.1|DSIM
OG0000987	LOC117902052|XP_034669053.1|DSUB	LOC6731602|XP_016024277.1|DSIM
OG0000987	LOC117899513|XP_034665456.1|DSUB	LOC6729231|XP_016035882.1|DSIM
OG0000988	LOC117902644|XP_034670060.1|DSUB	LOC6732033|XP_002079165.1|DSIM
OG0000990	LOC117898579|XP_034663997.1|DSUB	LOC27208045|XP_016036616.1|DSIM, LOC6726462|XP_016040044.1|DSIM
OG0000991	LOC117903063|XP_034670703.1|DSUB	LOC6725458|XP_002106474.2|DSIM
OG0000992	LOC117897859|XP_034662823.1|DSUB	LOC6729214|XP_016035867.2|DSIM
OG0000993	LOC117898049|XP_034663099.1|DSUB	LOC6730174|XP_002105465.1|DSIM
OG0000994	LOC117903722|XP_034671962.1|DSUB	LOC6725249|XP_016038259.1|DSIM
OG0000995	LOC117893385|XP_034655872.1|DSUB	LOC6738468|XP_016032298.1|DSIM, LOC6726029|XP_039153760.1|DSIM, LOC120284216|XP_039153761.1|DSIM
OG0000996	LOC117890036|XP_034650545.1|DSUB	LOC6734065|XP_016027068.1|DSIM
OG0000997	LOC117892676|XP_034654965.1|DSUB	LOC6734257|XP_039147519.1|DSIM
OG0000998	LOC117895560|XP_034659160.1|DSUB	LOC6740503|XP_016029702.1|DSIM
OG0000999	LOC117891704|XP_034653192.1|DSUB	LOC27206864|XP_039153050.1|DSIM
OG0001000	LOC117889783|XP_034650141.1|DSUB	LOC6739798|XP_016025982.1|DSIM
OG0001001	LOC117892455|XP_034654595.1|DSUB	LOC6734608|XP_016027762.1|DSIM
OG0001002	LOC117900490|XP_034666769.1|DSUB	LOC6739249|XP_016025403.1|DSIM
OG0001003	LOC117896070|XP_034659984.1|DSUB	LOC27208286|XP_016025863.1|DSIM, LOC27208315|XP_016026534.1|DSIM
OG0001004	LOC117896454|XP_034660675.1|DSUB	LOC6728745|XP_002104080.1|DSIM
OG0001005	LOC117895386|XP_034658902.1|DSUB	LOC6732771|XP_002079884.1|DSIM, LOC27206578|XP_016037765.1|DSIM
OG0001006	LOC117894848|XP_034657994.1|DSUB	LOC27207437|XP_016034653.1|DSIM, LOC6737722|XP_002084552.1|DSIM
OG0001007	LOC117891259|XP_034652522.1|DSUB	LOC6736007|XP_016029382.1|DSIM
OG0001008	LOC117889617|XP_034649932.1|DSUB	LOC6726116|XP_002107094.1|DSIM
OG0001009	LOC117898746|XP_034664259.1|DSUB, LOC117897638|XP_034662504.1|DSUB	LOC6728799|XP_016035484.1|DSIM, LOC6729717|XP_016036371.1|DSIM
OG0001010	LOC117900694|XP_034667037.1|DSUB	LOC6730408|XP_002077589.2|DSIM
OG0001011	LOC117903396|XP_034671273.1|DSUB	LOC6740113|XP_016039225.2|DSIM
OG0001011	LOC117900796|XP_034667169.1|DSUB	LOC6732633|XP_002079750.1|DSIM
OG0001012	LOC117891149|XP_034652297.1|DSUB, LOC117891254|XP_034652520.1|DSUB	LOC6726044|XP_039153197.1|DSIM, LOC120285330|XP_039153226.1|DSIM
OG0001013	LOC117894761|XP_034657870.1|DSUB	LOC6738808|XP_016032615.1|DSIM
OG0001014	LOC117894826|XP_034657965.1|DSUB	LOC6738738|XP_002085538.1|DSIM
OG0001014	LOC117895001|XP_034658239.1|DSUB	LOC6737768|XP_016031555.1|DSIM
OG0001015	LOC117901691|XP_034668439.1|DSUB	LOC6740055|XP_016038721.1|DSIM
OG0001015	LOC117889593|XP_034649898.1|DSUB	LOC6740057|XP_016038720.1|DSIM
OG0001016	LOC117899946|XP_034665992.1|DSUB	LOC6729629|XP_002104937.1|DSIM, LOC6726263|XP_016039774.2|DSIM
OG0001017	LOC117889943|XP_034650370.1|DSUB	LOC6736523|XP_002083393.1|DSIM, LOC6738138|XP_002084951.2|DSIM
OG0001018	LOC117896799|XP_034661189.1|DSUB, LOC117893194|XP_034655594.1|DSUB, LOC117898729|XP_034664239.1|DSUB, LOC117893532|XP_034656069.1|DSUB	LOC6729299|XP_016035938.1|DSIM
OG0001019	LOC117899343|XP_034665186.1|DSUB	LOC6729814|XP_016036496.1|DSIM
OG0001020	LOC117903910|XP_034672310.1|DSUB	LOC6726527|XP_016040172.1|DSIM
OG0001021	LOC117902726|XP_034670185.1|DSUB	LOC6731254|XP_039149200.1|DSIM
OG0001022	LOC117903289|XP_034671107.1|DSUB	LOC6739835|XP_002076729.1|DSIM
OG0001024	LOC117899346|XP_034665189.1|DSUB	LOC6729805|XP_016036493.1|DSIM
OG0001025	LOC117894385|XP_034657282.1|DSUB	LOC6737785|XP_002084613.1|DSIM
OG0001026	LOC117891491|XP_034652862.1|DSUB	LOC6733466|XP_016026418.1|DSIM
OG0001027	LOC117893805|XP_034656442.1|DSUB	LOC6738605|XP_016032449.1|DSIM
OG0001028	LOC117901903|XP_034668759.1|DSUB	LOC6732408|XP_002079529.1|DSIM
OG0001029	LOC117890172|XP_034650762.1|DSUB	LOC6739377|XP_002076281.2|DSIM
OG0001031	LOC117902440|XP_034669713.1|DSUB	LOC6733122|XP_039154575.1|DSIM
OG0001032	LOC117901697|XP_034668450.1|DSUB	LOC120285686|XP_039154277.1|DSIM, LOC6739262|XP_039154274.1|DSIM
OG0001033	LOC117901163|XP_034667705.1|DSUB, LOC117894020|XP_034656750.1|DSUB	LOC6739164|XP_002085954.2|DSIM
OG0001034	LOC117892948|XP_034655161.1|DSUB	LOC6737979|XP_016031768.1|DSIM
OG0001035	LOC117890587|XP_034651418.1|DSUB	LOC27206759|XP_016040377.1|DSIM
OG0001035	LOC117890596|XP_034651429.1|DSUB	LOC6740335|XP_002077204.1|DSIM
OG0001036	LOC117893862|XP_034656527.1|DSUB	LOC6732487|XP_016025140.1|DSIM
OG0001036	LOC117896572|XP_034660863.1|DSUB	LOC6727620|XP_002102999.2|DSIM
OG0001037	LOC117894370|XP_034657263.1|DSUB, LOC117889764|XP_034650102.1|DSUB	LOC120284754|XP_039149317.1|DSIM
OG0001038	LOC117896727|XP_034661083.1|DSUB	LOC6727376|XP_016033915.1|DSIM
OG0001038	LOC117896726|XP_034661082.1|DSUB	LOC6727377|XP_002102762.1|DSIM
OG0001039	LOC117897202|XP_034661796.1|DSUB, LOC117897201|XP_034661794.1|DSUB	LOC6739723|XP_002076617.2|DSIM
OG0001042	LOC117898162|XP_034663262.1|DSUB	LOC6730281|XP_002105564.1|DSIM
OG0001043	LOC117897824|XP_034662773.1|DSUB	LOC6739856|XP_002076747.1|DSIM
OG0001044	LOC117892658|XP_034654935.1|DSUB	LOC6733419|XP_016026362.1|DSIM
OG0001045	LOC117891081|XP_034652152.1|DSUB	LOC6734564|XP_016027675.1|DSIM
OG0001046	LOC117892254|XP_034654256.1|DSUB	LOC6734962|XP_002081956.1|DSIM, LOC6734963|XP_002081957.1|DSIM
OG0001047	LOC117890831|XP_034651804.1|DSUB	LOC6734326|XP_002081349.1|DSIM
OG0001048	LOC117892034|XP_034653849.1|DSUB	LOC6735629|XP_016028996.1|DSIM
OG0001049	LOC117895855|XP_034659711.1|DSUB	LOC6736798|XP_016030444.1|DSIM
OG0001050	LOC117894035|XP_034656773.1|DSUB	LOC6738355|XP_039149609.1|DSIM
OG0001051	LOC117900143|XP_034666266.1|DSUB	LOC6731674|XP_002078814.1|DSIM
OG0001052	LOC117902345|XP_034669537.1|DSUB	LOC6731493|XP_016024173.1|DSIM
OG0001053	LOC117891625|XP_034653058.1|DSUB	LOC27208251|XP_039153337.1|DSIM
OG0001054	LOC117897522|XP_034662329.1|DSUB	LOC6729162|XP_002104483.1|DSIM
OG0001055	LOC117896584|XP_034660895.1|DSUB	LOC6728486|XP_016035124.1|DSIM, LOC6728485|XP_002103830.2|DSIM
OG0001056	LOC117893363|XP_034655850.1|DSUB	LOC6732650|XP_002079767.1|DSIM, LOC6726096|XP_002107078.1|DSIM
OG0001057	LOC117900137|XP_034666255.1|DSUB, LOC117900136|XP_034666253.1|DSUB	LOC6731624|XP_016024306.1|DSIM
OG0001058	LOC117903193|XP_034670971.1|DSUB	LOC6725785|XP_016039091.1|DSIM
OG0001059	LOC117894396|XP_034657289.1|DSUB	LOC6738752|XP_039150322.1|DSIM
OG0001060	LOC117892851|XP_034655083.1|DSUB, LOC117893038|XP_034655302.1|DSUB, LOC117896757|XP_034661123.1|DSUB, LOC117896283|XP_034660378.1|DSUB	LOC27208184|XP_016034361.1|DSIM
OG0001061	LOC117899174|XP_034664925.1|DSUB	LOC6728688|XP_002104024.2|DSIM
OG0001061	LOC117899173|XP_034664923.1|DSUB	LOC6728687|XP_002104023.1|DSIM
OG0001062	LOC117897997|XP_034663016.1|DSUB	LOC6726893|XP_002102295.1|DSIM
OG0001062	LOC117897996|XP_034663013.1|DSUB	LOC6726981|XP_016033488.1|DSIM
OG0001063	LOC117903081|XP_034670770.1|DSUB	LOC27208519|XP_016039138.2|DSIM
OG0001063	LOC117891251|XP_034652505.1|DSUB	LOC6725811|XP_016039141.1|DSIM
OG0001064	LOC117903237|XP_034671031.1|DSUB	LOC6725380|XP_002106397.2|DSIM
OG0001065	LOC117894849|XP_034657996.1|DSUB, LOC117890391|XP_034651086.1|DSUB, LOC117889931|XP_034650353.1|DSUB, LOC117893362|XP_034655844.1|DSUB, LOC117889867|XP_034650265.1|DSUB	LOC6733789|XP_016026742.1|DSIM
OG0001066	LOC117897711|XP_034662628.1|DSUB	LOC6735222|XP_016028539.1|DSIM, LOC6730803|XP_016023223.1|DSIM, LOC6740243|XP_002077124.2|DSIM
OG0001067	LOC117901063|XP_034667566.1|DSUB	LOC6732479|XP_016025123.2|DSIM
OG0001067	LOC117901065|XP_034667568.1|DSUB	LOC120284194|XP_039148268.1|DSIM
