Orthogroup	DSUB.longest_only	DANA.longest_only
OG0000474	LOC117893426|XP_034655934.1|DSUB	LOC6507886|XP_001956527.2|DANA
OG0000475	LOC117898697|XP_034664203.1|DSUB	LOC6501213|XP_001954776.2|DANA
OG0000475	LOC117898698|XP_034664206.1|DSUB	LOC6502679|XP_001954777.1|DANA
OG0000476	LOC117897318|XP_034661977.1|DSUB	LOC6500546|XP_001953429.1|DANA
OG0000476	LOC117897319|XP_034661978.1|DSUB	LOC6500545|XP_014766616.1|DANA
OG0000477	LOC117898430|XP_034663713.1|DSUB	LOC6499763|XP_001953969.1|DANA
OG0000477	LOC117898431|XP_034663714.1|DSUB	LOC6499517|XP_001954454.1|DANA
OG0000478	LOC117897275|XP_034661895.1|DSUB	LOC6499558|XP_001954387.1|DANA
OG0000479	LOC117897656|XP_034662529.1|DSUB	LOC6500556|XP_001953471.1|DANA, LOC6500555|XP_001953470.1|DANA
OG0000480	LOC117902655|XP_034670074.1|DSUB	LOC6496710|XP_001967335.1|DANA
OG0000480	LOC117901273|XP_034667858.1|DSUB	LOC6496711|XP_001967333.2|DANA
OG0000482	LOC117897961|XP_034662955.1|DSUB	LOC6500522|XP_001953387.1|DANA
OG0000482	LOC117897902|XP_034662872.1|DSUB	LOC6500407|XP_001953152.1|DANA
OG0000483	LOC117898902|XP_034664475.1|DSUB	LOC6502490|XP_001967483.1|DANA
OG0000483	LOC117898827|XP_034664384.1|DSUB	LOC6503440|XP_001967484.1|DANA
OG0000484	LOC117899551|XP_034665530.1|DSUB	LOC6499343|XP_001954825.1|DANA
OG0000484	LOC117899553|XP_034665533.1|DSUB	LOC6499342|XP_001954826.1|DANA
OG0000485	LOC117894680|XP_034657748.1|DSUB	LOC6493686|XP_001958239.2|DANA
OG0000485	LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB	LOC6493685|XP_001958238.1|DANA
OG0000486	LOC117892738|XP_034655054.1|DSUB	LOC6494692|XP_014762920.1|DANA
OG0000486	LOC117892735|XP_034655051.1|DSUB	LOC6494694|XP_014762922.1|DANA
OG0000487	LOC117891591|XP_034653009.1|DSUB	LOC26513677|XP_014763926.1|DANA
OG0000487	LOC117891587|XP_034653006.1|DSUB	LOC26514569|XP_014764028.1|DANA
OG0000488	LOC117901151|XP_034667692.1|DSUB	LOC6507467|XP_001965384.1|DANA
OG0000488	LOC117901153|XP_034667693.1|DSUB	LOC6507489|XP_014760615.1|DANA
OG0000489	LOC117898560|XP_034663936.1|DSUB	LOC6500274|XP_001952895.2|DANA
OG0000489	LOC117895090|XP_034658381.1|DSUB	LOC6505017|XP_001965623.1|DANA
OG0000490	LOC117891490|XP_034652865.1|DSUB	LOC6504974|XP_001965706.2|DANA
OG0000490	LOC117902712|XP_034670170.1|DSUB	LOC6504040|XP_014761166.1|DANA
OG0000491	LOC117896801|XP_034661191.1|DSUB	LOC6500176|XP_001953084.2|DANA, LOC6502652|XP_001953083.2|DANA
OG0000491	LOC117892529|XP_034654724.1|DSUB	LOC6494659|XP_001959918.1|DANA
OG0000492	LOC117890647|XP_034651491.1|DSUB	LOC6495926|XP_001959867.1|DANA
OG0000492	LOC117900605|XP_034666910.1|DSUB	LOC6497745|XP_001961436.1|DANA
OG0000493	LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB	LOC6501643|XP_001955664.1|DANA, LOC6501644|XP_001955665.1|DANA
OG0000494	LOC117898864|XP_034664433.1|DSUB	LOC6500672|XP_032305458.1|DANA
OG0000494	LOC117900094|XP_034666204.1|DSUB	LOC6498368|XP_001962640.2|DANA
OG0000495	LOC117903118|XP_034670836.1|DSUB	LOC6504001|XP_001963985.1|DANA
OG0000495	LOC117891892|XP_034653586.1|DSUB	LOC6496210|XP_014763672.2|DANA
OG0000496	LOC117902144|XP_034669171.1|DSUB	LOC6497130|XP_014761524.1|DANA
OG0000497	LOC117901651|XP_034668379.1|DSUB	LOC6507103|XP_001965308.2|DANA
OG0000497	LOC117900798|XP_034667171.1|DSUB	LOC6507092|XP_032311096.1|DANA
OG0000498	LOC117897195|XP_034661787.1|DSUB	LOC6503406|XP_001967489.1|DANA
OG0000498	LOC117896772|XP_034661140.1|DSUB	LOC6503443|XP_032312184.1|DANA
OG0000499	LOC117891668|XP_034653124.1|DSUB	LOC6494007|XP_001961156.3|DANA
OG0000499	LOC117890917|XP_034651940.1|DSUB	LOC6504616|XP_001966520.1|DANA
OG0000500	LOC117893546|XP_034656088.1|DSUB	LOC6506267|XP_032310063.1|DANA
OG0000500	LOC117894008|XP_034656723.1|DSUB	LOC6493684|XP_001958236.3|DANA
OG0000501	LOC117890546|XP_034651361.1|DSUB, LOC117890543|XP_034651359.1|DSUB, LOC117890545|XP_034651360.1|DSUB	LOC6495210|XP_001958843.1|DANA
OG0000501	LOC117900315|XP_034666535.1|DSUB	LOC6504557|XP_001964914.1|DANA
OG0000502	LOC117891791|XP_034653353.1|DSUB	LOC6495818|XP_001959648.1|DANA
OG0000503	LOC117890091|XP_034650642.1|DSUB	LOC6494422|XP_001960359.1|DANA, LOC6494421|XP_001960360.1|DANA
OG0000503	LOC117889771|XP_034650124.1|DSUB, LOC117889773|XP_034650125.1|DSUB, LOC117889874|XP_034650274.1|DSUB	LOC6494419|XP_001960362.2|DANA, LOC6494420|XP_032306050.1|DANA
OG0000504	LOC117893972|XP_034656667.1|DSUB	LOC6506565|XP_001957632.1|DANA
OG0000505	LOC117903152|XP_034670879.1|DSUB	LOC6502351|XP_001967549.1|DANA
OG0000505	LOC117889658|XP_034650004.1|DSUB	LOC6505130|XP_032307895.1|DANA
OG0000506	LOC117899197|XP_034664960.1|DSUB	LOC6500681|XP_001953714.2|DANA
OG0000507	LOC117896041|XP_034659944.1|DSUB	LOC6502977|XP_032308929.1|DANA
OG0000507	LOC117896052|XP_034659955.1|DSUB	LOC6502976|XP_001963485.1|DANA
OG0000508	LOC117893534|XP_034656068.1|DSUB	LOC6502814|XP_014764614.1|DANA
OG0000508	LOC117892909|XP_034655111.1|DSUB	LOC6507509|XP_032310807.1|DANA
OG0000509	LOC117890430|XP_034651149.1|DSUB	LOC6496442|XP_001960920.1|DANA
OG0000509	LOC117889863|XP_034650259.1|DSUB	LOC6496434|XP_001960908.1|DANA
OG0000510	LOC117891076|XP_034652145.1|DSUB	LOC6494887|XP_001959487.1|DANA
OG0000510	LOC117891077|XP_034652147.1|DSUB	LOC6494889|XP_032307261.1|DANA, LOC6494888|XP_001959486.1|DANA
OG0000511	LOC117902586|XP_034669975.1|DSUB	LOC6497367|XP_001962230.1|DANA
OG0000511	LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB	LOC6498173|XP_032307612.1|DANA
OG0000512	LOC117900462|XP_034666729.1|DSUB	LOC6498448|XP_001962839.1|DANA
OG0000512	LOC117893136|XP_034655479.1|DSUB	LOC6507911|XP_001956584.1|DANA
OG0000513	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB	LOC6493932|XP_001961301.1|DANA
OG0000513	LOC117901236|XP_034667800.1|DSUB	LOC6498028|XP_001961924.1|DANA
OG0000514	LOC117901647|XP_034668374.1|DSUB	LOC6497030|XP_032311181.1|DANA
OG0000514	LOC117901777|XP_034668569.1|DSUB	LOC6497028|XP_014761484.1|DANA
OG0000515	LOC117902939|XP_034670437.1|DSUB	LOC6504552|XP_001967434.1|DANA
OG0000515	LOC117893317|XP_034655795.1|DSUB	LOC6506405|XP_001957935.1|DANA
OG0000516	LOC117892036|XP_034653855.1|DSUB	LOC6502194|XP_001966056.1|DANA
OG0000516	LOC117903599|XP_034671735.1|DSUB	LOC6502195|XP_001966055.2|DANA, LOC26514432|XP_014760033.2|DANA
OG0000517	LOC117895832|XP_034659661.1|DSUB	LOC6506737|XP_001957330.1|DANA
OG0000517	LOC117895833|XP_034659662.1|DSUB	LOC6506738|XP_001957329.1|DANA
OG0000521	LOC117891135|XP_034652237.1|DSUB	LOC6501981|XP_001966812.1|DANA
OG0000521	LOC117895966|XP_034659816.1|DSUB	LOC6501987|XP_032308241.1|DANA
OG0000522	LOC117900417|XP_034666670.1|DSUB	LOC6496902|XP_001963179.1|DANA
OG0000522	LOC117898073|XP_034663139.1|DSUB	LOC6500093|XP_032305413.1|DANA
OG0000522	LOC117900274|XP_034666479.1|DSUB	LOC6502382|XP_001967177.1|DANA
OG0000523	LOC117898619|XP_034664065.1|DSUB	LOC6499893|XP_001953684.1|DANA
OG0000523	LOC117903474|XP_034671421.1|DSUB	LOC6504527|XP_001967075.1|DANA
OG0000524	LOC117897512|XP_034662317.1|DSUB	LOC6503369|XP_032311223.1|DANA, LOC6501069|XP_001954497.1|DANA
OG0000524	LOC117896215|XP_034660239.1|DSUB	LOC6500306|XP_032305347.1|DANA, LOC6500307|XP_032307773.1|DANA
OG0000525	LOC117892695|XP_034654996.1|DSUB	LOC6494822|XP_001959597.2|DANA
OG0000525	LOC117892694|XP_034654995.1|DSUB	LOC6494821|XP_001959598.1|DANA
OG0000526	LOC117900268|XP_034666470.1|DSUB	LOC6498288|XP_001962469.1|DANA
OG0000526	LOC117890421|XP_034651132.1|DSUB	LOC6508043|XP_001959040.1|DANA
OG0000527	LOC117902251|XP_034669398.1|DSUB	LOC6503385|XP_032311384.1|DANA
OG0000527	LOC117900400|XP_034666647.1|DSUB	LOC6507231|XP_032311207.1|DANA
OG0000528	LOC117901834|XP_034668658.1|DSUB	LOC6497004|XP_001962944.1|DANA, LOC6497005|XP_001962943.1|DANA
OG0000529	LOC117900579|XP_034666879.1|DSUB	LOC26514450|XP_014762330.2|DANA
OG0000530	LOC117894368|XP_034657261.1|DSUB	LOC6493491|XP_001957857.2|DANA
OG0000530	LOC117894369|XP_034657262.1|DSUB	LOC6507480|XP_001955927.1|DANA
OG0000531	LOC117900344|XP_034666577.1|DSUB	LOC6502439|XP_001961602.2|DANA
OG0000532	LOC117897062|XP_034661549.1|DSUB	LOC6500116|XP_001953195.1|DANA
OG0000532	LOC117896984|XP_034661430.1|DSUB	LOC6500570|XP_001953496.1|DANA
OG0000533	LOC117895116|XP_034658417.1|DSUB	LOC6504513|XP_001967049.1|DANA
OG0000533	LOC117897097|XP_034661632.1|DSUB	LOC6501435|XP_001955247.1|DANA
OG0000534	LOC117892867|XP_034655085.1|DSUB	LOC6503648|XP_032308369.1|DANA
OG0000534	LOC117900750|XP_034667121.1|DSUB	LOC6497713|XP_001961504.1|DANA
OG0000535	LOC117892068|XP_034653947.1|DSUB	LOC6493975|XP_001961225.1|DANA
OG0000535	LOC117891133|XP_034652232.1|DSUB	LOC6494067|XP_001961041.1|DANA
OG0000536	LOC117894247|XP_034657078.1|DSUB	LOC6493330|XP_032310039.1|DANA
OG0000537	LOC117892217|XP_034654208.1|DSUB	LOC6495551|XP_001959086.1|DANA
OG0000538	LOC117890197|XP_034650793.1|DSUB	LOC26514597|XP_014764031.1|DANA
OG0000538	LOC117892301|XP_034654337.1|DSUB	LOC6495238|XP_032306943.1|DANA
OG0000539	LOC117896547|XP_034660823.1|DSUB	LOC6499590|XP_001954338.2|DANA
OG0000539	LOC117896548|XP_034660824.1|DSUB	LOC6501003|XP_001954337.2|DANA
OG0000540	LOC117902488|XP_034669801.1|DSUB	LOC6503675|XP_001965272.1|DANA
OG0000540	LOC117902489|XP_034669802.1|DSUB	LOC6503664|XP_001965273.1|DANA
OG0000541	LOC117890110|XP_034650670.1|DSUB	LOC6495012|XP_001959223.1|DANA
OG0000542	LOC117899231|XP_034664995.1|DSUB	LOC6499724|XP_001954058.1|DANA
OG0000542	LOC117902930|XP_034670418.1|DSUB	LOC6501780|XP_001966929.1|DANA
OG0000543	LOC117896705|XP_034661053.1|DSUB	LOC6501538|XP_001955443.1|DANA
OG0000543	LOC117891488|XP_034652860.1|DSUB	LOC6494091|XP_001960999.2|DANA
OG0000544	LOC117893971|XP_034656666.1|DSUB	LOC6493752|XP_001958371.1|DANA
OG0000544	LOC117899717|XP_034665827.1|DSUB	LOC6499639|XP_001954243.1|DANA
OG0000545	LOC117899274|XP_034665066.1|DSUB	LOC6499680|XP_001954162.1|DANA
OG0000545	LOC117897659|XP_034662534.1|DSUB	LOC6499679|XP_001954164.3|DANA
OG0000546	LOC117896587|XP_034660900.1|DSUB	LOC6505789|XP_001964379.1|DANA
OG0000546	LOC117889967|XP_034650424.1|DSUB	LOC6501976|XP_001966799.1|DANA
OG0000547	LOC117903139|XP_034670868.1|DSUB	LOC6503097|XP_001963419.1|DANA
OG0000548	LOC117893644|XP_034656221.1|DSUB	LOC6493050|XP_001956952.1|DANA
OG0000548	LOC117893653|XP_034656234.1|DSUB	LOC6493051|XP_001956953.3|DANA
OG0000549	LOC117891218|XP_034652453.1|DSUB	LOC6494691|XP_014762917.1|DANA
OG0000550	LOC117895115|XP_034658412.1|DSUB	LOC6507377|XP_001956134.1|DANA
OG0000551	LOC117890453|XP_034651181.1|DSUB	LOC6496176|XP_032306028.1|DANA
OG0000552	LOC117898996|XP_034664630.1|DSUB	LOC6499000|XP_001955538.1|DANA
OG0000553	LOC117900146|XP_034666269.1|DSUB	LOC6505463|XP_001964922.1|DANA
OG0000554	LOC117899047|XP_034664698.1|DSUB	LOC6499045|XP_032311101.1|DANA
OG0000554	LOC117899049|XP_034664700.1|DSUB	LOC6499046|XP_001955416.1|DANA
OG0000555	LOC117895286|XP_034658716.1|DSUB	LOC6507388|XP_014765207.1|DANA
OG0000555	LOC117894224|XP_034657031.1|DSUB	LOC6507011|XP_001956830.1|DANA
OG0000556	LOC117901224|XP_034667789.1|DSUB	LOC6504498|XP_001967017.2|DANA
OG0000556	LOC117897499|XP_034662280.1|DSUB	LOC6501319|XP_001954981.1|DANA
OG0000557	LOC117896873|XP_034661293.1|DSUB	LOC6500520|XP_001953384.1|DANA
OG0000557	LOC117898263|XP_034663407.1|DSUB	LOC6500521|XP_032305478.1|DANA
OG0000558	LOC117896412|XP_034660619.1|DSUB	LOC6501324|XP_001954996.1|DANA
OG0000558	LOC117903233|XP_034671024.1|DSUB	LOC6503932|XP_001963866.2|DANA
OG0000559	LOC117897212|XP_034661807.1|DSUB	LOC6500319|XP_014766499.1|DANA
OG0000559	LOC117893537|XP_034656076.1|DSUB	LOC6493601|XP_001958081.1|DANA
OG0000560	LOC117889988|XP_034650462.1|DSUB	LOC6494812|XP_001959615.1|DANA
OG0000560	LOC117889987|XP_034650461.1|DSUB	LOC6495801|XP_001959614.1|DANA
OG0000561	LOC117894450|XP_034657439.1|DSUB	LOC6507606|XP_001955993.1|DANA
OG0000561	LOC117894731|XP_034657816.1|DSUB	LOC6507607|XP_001955994.1|DANA
OG0000562	LOC117893256|XP_034655712.1|DSUB	LOC6507891|XP_001956536.1|DANA
OG0000562	LOC117895180|XP_034658534.1|DSUB	LOC6507880|XP_001956516.1|DANA
OG0000563	LOC117893257|XP_034655716.1|DSUB	LOC26515081|XP_032310684.1|DANA, LOC26514014|XP_014765563.1|DANA
OG0000564	LOC117893655|XP_034656237.1|DSUB	LOC6506835|XP_001957145.3|DANA
OG0000564	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB	LOC6493146|XP_001957146.2|DANA
OG0000566	LOC117899129|XP_034664813.1|DSUB	LOC26514623|XP_032311277.1|DANA, LOC6500700|XP_001953753.1|DANA
OG0000566	LOC117893071|XP_034655377.1|DSUB	LOC6493113|XP_001957070.1|DANA
OG0000567	LOC117889642|XP_034649997.1|DSUB	LOC6504736|XP_001966298.1|DANA
OG0000567	LOC117889643|XP_034649998.1|DSUB	LOC6504735|XP_001966299.1|DANA
OG0000568	LOC117898826|XP_034664387.1|DSUB	LOC6504459|XP_001966948.1|DANA
OG0000568	LOC117897751|XP_034662683.1|DSUB	LOC6499606|XP_001954309.1|DANA
OG0000569	LOC117896961|XP_034661397.1|DSUB	LOC6505838|XP_001964463.1|DANA
OG0000569	LOC117897571|XP_034662405.1|DSUB	LOC26515550|XP_032309778.1|DANA
OG0000570	LOC117899079|XP_034664739.1|DSUB	LOC6498916|XP_001955680.1|DANA
OG0000570	LOC117898942|XP_034664553.1|DSUB	LOC6498917|XP_001955679.1|DANA
OG0000571	LOC117897446|XP_034662179.1|DSUB	LOC6501642|XP_001955663.3|DANA
OG0000571	LOC117896912|XP_034661339.1|DSUB	LOC6501640|XP_032312130.1|DANA
OG0000572	LOC117896508|XP_034660751.1|DSUB	LOC6500873|XP_032305338.1|DANA
OG0000572	LOC117896459|XP_034660680.1|DSUB	LOC6500875|XP_032305461.1|DANA
OG0000573	LOC117893063|XP_034655358.1|DSUB	LOC6507491|XP_032310560.1|DANA
OG0000573	LOC117891216|XP_034652449.1|DSUB	LOC6494687|XP_001959858.1|DANA
OG0000574	LOC117893764|XP_034656395.1|DSUB	LOC6493369|XP_001957616.1|DANA
OG0000574	LOC117897575|XP_034662418.1|DSUB	LOC6500120|XP_001953183.1|DANA
OG0000575	LOC117894302|XP_034657158.1|DSUB	LOC6507320|XP_001956252.1|DANA
OG0000575	LOC117895190|XP_034658559.1|DSUB	LOC6507319|XP_032310085.1|DANA
OG0000576	LOC117898098|XP_034663169.1|DSUB	LOC6500101|XP_001953226.2|DANA
OG0000577	LOC117902259|XP_034669408.1|DSUB	LOC6497310|XP_001962345.1|DANA
OG0000577	LOC117902660|XP_034670079.1|DSUB	LOC6498229|XP_001962346.1|DANA
OG0000578	LOC117900003|XP_034666068.1|DSUB	LOC6496915|XP_001963147.1|DANA
OG0000578	LOC117890379|XP_034651068.1|DSUB	LOC6496399|XP_032306449.1|DANA
OG0000579	LOC117896769|XP_034661137.1|DSUB	LOC6501563|XP_001955477.1|DANA
OG0000579	LOC117895766|XP_034659531.1|DSUB	LOC6507259|XP_001956372.1|DANA
OG0000580	LOC117899778|XP_034665941.1|DSUB	LOC6498976|XP_001955577.1|DANA, LOC6498977|XP_001955576.2|DANA
OG0000580	LOC117899779|XP_034665942.1|DSUB	LOC6498974|XP_001955578.1|DANA
OG0000581	LOC117897689|XP_034662599.1|DSUB	LOC6499289|XP_014766000.1|DANA
OG0000581	LOC117892987|XP_034655268.1|DSUB	LOC6502044|XP_014759373.1|DANA
OG0000582	LOC117893420|XP_034655926.1|DSUB	LOC6507133|XP_001956613.1|DANA
OG0000582	LOC117892553|XP_034654754.1|DSUB	LOC6495460|XP_014763318.1|DANA
OG0000583	LOC117891055|XP_034652118.1|DSUB	LOC6495982|XP_001959976.2|DANA
OG0000583	LOC117891598|XP_034653020.1|DSUB	LOC6495894|XP_001959798.1|DANA
OG0000584	LOC117900576|XP_034666877.1|DSUB	LOC6505355|XP_001964848.2|DANA
OG0000584	LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB	LOC6505351|XP_001964847.1|DANA
OG0000585	LOC117893797|XP_034656433.1|DSUB, LOC117893611|XP_034656179.1|DSUB	LOC116655829|XP_032310207.1|DANA
OG0000586	LOC117890147|XP_034650727.1|DSUB	LOC26514224|XP_014763992.1|DANA
OG0000586	LOC117889930|XP_034650349.1|DSUB	LOC6496527|XP_001961075.1|DANA
OG0000589	LOC117894262|XP_034657111.1|DSUB	LOC6501919|XP_032308315.1|DANA
OG0000590	LOC117899643|XP_034665710.1|DSUB	LOC6500806|XP_001953953.1|DANA
OG0000590	LOC117897370|XP_034662063.1|DSUB	LOC6503867|XP_001963746.1|DANA
OG0000592	LOC117890975|XP_034652004.1|DSUB	LOC6494100|XP_001960976.1|DANA
OG0000592	LOC117891576|XP_034652991.1|DSUB	LOC6496343|XP_001960731.2|DANA
OG0000593	LOC117896778|XP_034661145.1|DSUB	LOC6505986|XP_001964735.1|DANA, LOC6505992|XP_001964744.1|DANA
OG0000593	LOC117903075|XP_034670764.1|DSUB	LOC6502716|XP_001963652.1|DANA
OG0000594	LOC117896295|XP_034660407.1|DSUB	LOC6505934|XP_001964645.1|DANA
OG0000594	LOC117898096|XP_034663166.1|DSUB	LOC6500519|XP_001953382.1|DANA
OG0000595	LOC117899688|XP_034665772.1|DSUB	LOC6500152|XP_001953122.1|DANA
OG0000595	LOC117896796|XP_034661183.1|DSUB	LOC6501354|XP_014767006.2|DANA
OG0000596	LOC117903345|XP_034671185.1|DSUB	LOC6504714|XP_001966344.1|DANA
OG0000596	LOC117899582|XP_034665589.1|DSUB	LOC6500223|XP_032305324.1|DANA
OG0000597	LOC117896050|XP_034659950.1|DSUB	LOC6500786|XP_001953918.1|DANA
OG0000597	LOC117897082|XP_034661611.1|DSUB	LOC6500562|XP_001953482.2|DANA
OG0000598	LOC117896003|XP_034659890.1|DSUB	LOC6499714|XP_001954078.1|DANA
OG0000599	LOC117893545|XP_034656087.1|DSUB	LOC6507045|XP_032310803.1|DANA
OG0000600	LOC117890088|XP_034650637.1|DSUB	LOC6495777|XP_001959554.1|DANA
OG0000600	LOC117890940|XP_034651965.1|DSUB	LOC6502531|XP_014763919.1|DANA
OG0000601	LOC117900886|XP_034667306.1|DSUB	LOC6497771|XP_032307485.1|DANA
OG0000601	LOC117902109|XP_034669108.1|DSUB	LOC6498748|XP_014760128.1|DANA
OG0000602	LOC117901788|XP_034668589.1|DSUB	LOC6505743|XP_001964997.1|DANA
OG0000602	LOC117901833|XP_034668657.1|DSUB	LOC6505747|XP_001964998.1|DANA
OG0000603	LOC117902791|XP_034670297.1|DSUB	LOC6498090|XP_001962059.1|DANA
OG0000604	LOC117900813|XP_034667195.1|DSUB	LOC6496728|XP_001967343.1|DANA
OG0000604	LOC117900814|XP_034667198.1|DSUB	LOC6496707|XP_001967342.1|DANA
OG0000605	LOC117900080|XP_034666175.1|DSUB	LOC26514587|XP_014760653.1|DANA
OG0000606	LOC117895970|XP_034659820.1|DSUB	LOC6499509|XP_001954474.1|DANA
OG0000607	LOC117897649|XP_034662515.1|DSUB	LOC6499868|XP_001953739.1|DANA
OG0000607	LOC117898354|XP_034663578.1|DSUB	LOC6505715|XP_001964401.1|DANA
OG0000608	LOC117898179|XP_034663278.1|DSUB	LOC6503425|XP_001967457.1|DANA
OG0000608	LOC117895953|XP_034659794.1|DSUB	LOC6498836|XP_032312288.1|DANA
OG0000610	LOC117894067|XP_034656810.1|DSUB	LOC6506285|XP_032310746.1|DANA
OG0000610	LOC117890436|XP_034651157.1|DSUB	LOC6496110|XP_001960245.1|DANA
OG0000611	LOC117891655|XP_034653098.1|DSUB	LOC6494789|XP_032307152.1|DANA
OG0000611	LOC117889862|XP_034650255.1|DSUB	LOC6496433|XP_001960907.1|DANA
OG0000612	LOC117895884|XP_034659778.1|DSUB	LOC6506270|XP_032309784.1|DANA, LOC116655761|XP_032309785.1|DANA
OG0000612	LOC117895882|XP_034659773.1|DSUB	LOC6506269|XP_001958226.2|DANA
OG0000614	LOC117900666|XP_034667003.1|DSUB	LOC6504373|XP_001964973.1|DANA
OG0000614	LOC117899409|XP_034665287.1|DSUB	LOC6499016|XP_001955507.2|DANA
OG0000614	LOC117903898|XP_034672292.1|DSUB	LOC6505288|XP_032307826.1|DANA
OG0000615	LOC117893503|XP_034656032.1|DSUB	LOC6505069|XP_001965519.1|DANA
OG0000615	LOC117898117|XP_034663196.1|DSUB	LOC6505683|XP_001964462.1|DANA
OG0000616	LOC117903577|XP_034671686.1|DSUB	LOC6505164|XP_032307916.1|DANA, LOC6505163|XP_032307945.1|DANA
OG0000617	LOC117896190|XP_034660171.1|DSUB	LOC6501471|XP_001955320.2|DANA
OG0000617	LOC117899355|XP_034665218.1|DSUB	LOC6500739|XP_001953822.1|DANA
OG0000618	LOC117899697|XP_034665791.1|DSUB	LOC6500830|XP_014766749.1|DANA
OG0000618	LOC117893094|XP_034655415.1|DSUB	LOC6506144|XP_032310050.1|DANA
OG0000619	LOC117892470|XP_034654614.1|DSUB	LOC6493977|XP_001961218.2|DANA
OG0000620	LOC117903415|XP_034671321.1|DSUB	LOC6502942|XP_001963550.1|DANA, LOC6503165|XP_001963554.1|DANA
OG0000620	LOC117894480|XP_034657473.1|DSUB	LOC6506373|XP_001958003.2|DANA
OG0000621	LOC117896275|XP_034660368.1|DSUB, LOC117900158|XP_034666293.1|DSUB	LOC6505674|XP_001964486.1|DANA
OG0000621	LOC117903506|XP_034671478.1|DSUB	LOC6504612|XP_001966528.1|DANA
OG0000622	LOC117894660|XP_034657725.1|DSUB	LOC6506186|XP_001958386.1|DANA
OG0000622	LOC117894157|XP_034656945.1|DSUB	LOC6493727|XP_032310024.1|DANA
OG0000623	LOC117894704|XP_034657778.1|DSUB	LOC6492943|XP_001956701.1|DANA
OG0000623	LOC117895609|XP_034659248.1|DSUB	LOC6506427|XP_001957899.1|DANA
OG0000624	LOC117891636|XP_034653073.1|DSUB	LOC6494834|XP_001959577.1|DANA
OG0000625	LOC117895500|XP_034659087.1|DSUB	LOC6506641|XP_001957487.2|DANA
OG0000625	LOC117895518|XP_034659113.1|DSUB	LOC6506640|XP_001957488.1|DANA
OG0000626	LOC117890396|XP_034651091.1|DSUB	LOC6496225|XP_001960487.2|DANA
OG0000626	LOC117889978|XP_034650450.1|DSUB	LOC6494700|XP_001959831.1|DANA
OG0000627	LOC117894438|XP_034657395.1|DSUB	LOC6506838|XP_001957141.1|DANA
OG0000627	LOC117901467|XP_034668124.1|DSUB	LOC6503058|XP_014761293.1|DANA
OG0000628	LOC117901964|XP_034668835.1|DSUB	LOC6505736|XP_001964994.2|DANA
OG0000628	LOC117901746|XP_034668524.1|DSUB	LOC6498556|XP_001963056.2|DANA
OG0000629	LOC117898001|XP_034663020.1|DSUB	LOC6499524|XP_001954442.2|DANA
OG0000629	LOC117902665|XP_034670086.1|DSUB	LOC6497563|XP_001961809.1|DANA
OG0000630	LOC117900872|XP_034667287.1|DSUB	LOC6498013|XP_001961891.2|DANA
OG0000630	LOC117901539|XP_034668220.1|DSUB	LOC6497531|XP_001961896.3|DANA
OG0000631	LOC117900289|XP_034666492.1|DSUB	LOC26515063|XP_014762398.1|DANA
OG0000631	LOC117900867|XP_034667283.1|DSUB	LOC6498365|XP_001962630.1|DANA
OG0000632	LOC117900773|XP_034667145.1|DSUB	LOC6504082|XP_032311174.1|DANA
OG0000632	LOC117902747|XP_034670224.1|DSUB	LOC6497974|XP_001961825.1|DANA
OG0000633	LOC117894774|XP_034657890.1|DSUB	LOC116655860|XP_032310452.1|DANA
OG0000633	LOC117893523|XP_034656054.1|DSUB	LOC6507126|XP_032310401.1|DANA
OG0000634	LOC117890154|XP_034650736.1|DSUB	LOC6496787|XP_001967613.1|DANA
OG0000635	LOC117891291|XP_034652575.1|DSUB	LOC6494613|XP_001960013.1|DANA
OG0000635	LOC117894878|XP_034658036.1|DSUB	LOC6498706|XP_001967112.1|DANA
OG0000636	LOC117900468|XP_034666739.1|DSUB	LOC6498014|XP_001961893.1|DANA, LOC6498015|XP_001961894.1|DANA
OG0000636	LOC117900626|XP_034666946.1|DSUB	LOC6497532|XP_001961892.1|DANA
OG0000637	LOC117890544|XP_034651363.1|DSUB	LOC6503878|XP_032308557.1|DANA
OG0000637	LOC117902569|XP_034669910.1|DSUB	LOC6503778|XP_001963763.1|DANA
OG0000638	LOC117898033|XP_034663063.1|DSUB	LOC6499811|XP_001953863.1|DANA
OG0000638	LOC117900568|XP_034666870.1|DSUB	LOC6503711|XP_001963881.1|DANA
OG0000639	LOC117895870|XP_034659736.1|DSUB	LOC6506927|XP_001956975.1|DANA
OG0000641	LOC117901164|XP_034667706.1|DSUB	LOC6502868|XP_032311000.1|DANA, LOC116656062|XP_032311289.1|DANA
OG0000641	LOC117901066|XP_034667569.1|DSUB	LOC6500603|XP_032312231.1|DANA
OG0000642	LOC117901048|XP_034667550.1|DSUB	LOC6497821|XP_032307633.1|DANA
