Orthogroup	DSUB.longest_only	AAEG.longest_only
OG0001813	LOC117896350|XP_034660513.1|DSUB	LOC5568213|XP_021706440.1|AAEG
OG0001814	LOC117898951|XP_034664566.1|DSUB	LOC110679259|XP_021709176.1|AAEG, LOC110679258|XP_021709173.1|AAEG
OG0001815	LOC117899630|XP_034665677.1|DSUB	LOC5572470|XP_001660415.1|AAEG, LOC110677764|XP_021704810.1|AAEG
OG0001816	LOC117892673|XP_034654960.1|DSUB	LOC5564769|XP_001649137.1|AAEG
OG0001817	LOC117892674|XP_034654961.1|DSUB	LOC5572254|XP_021707503.1|AAEG
OG0001818	LOC117903508|XP_034671482.1|DSUB	LOC5570038|XP_021705809.1|AAEG, LOC5570034|XP_021704393.1|AAEG
OG0001819	LOC117890011|XP_034650501.1|DSUB	LOC5565232|XP_001649570.2|AAEG
OG0001820	LOC117901671|XP_034668402.1|DSUB	LOC5578522|XP_021711359.1|AAEG
OG0001821	LOC117892050|XP_034653869.1|DSUB	LOC5575338|XP_021712568.1|AAEG, LOC110678161|XP_021706474.1|AAEG
OG0001822	LOC117890767|XP_034651725.1|DSUB	LOC5571100|XP_021710962.1|AAEG
OG0001823	LOC117895529|XP_034659126.1|DSUB	LOC5573745|XP_021705990.1|AAEG, LOC5573744|XP_001654772.1|AAEG
OG0001824	LOC117901929|XP_034668789.1|DSUB	LOC5579661|XP_001648135.2|AAEG, LOC5579660|XP_001648134.2|AAEG
OG0001825	LOC117891815|XP_034653418.1|DSUB	LOC5572228|XP_021707395.1|AAEG
OG0001826	LOC117890007|XP_034650495.1|DSUB	LOC5577483|XP_001663403.2|AAEG
OG0001827	LOC117892122|XP_034654045.1|DSUB	LOC5572357|XP_001660316.1|AAEG, LOC5572356|XP_001660315.1|AAEG
OG0001828	LOC117899319|XP_034665145.1|DSUB	LOC5567362|XP_021706896.1|AAEG
OG0001829	LOC117891309|XP_034652610.1|DSUB	LOC5576206|XP_021708780.1|AAEG, LOC110680523|XP_021712012.1|AAEG
OG0001830	LOC117890381|XP_034651072.1|DSUB	LOC5571911|XP_001660008.2|AAEG, LOC110679573|XP_021710291.1|AAEG
OG0001831	LOC117894885|XP_034658057.1|DSUB	LOC110680266|XP_021711773.1|AAEG, LOC5566067|XP_021705399.1|AAEG, LOC23687723|XP_021711781.1|AAEG, LOC23687612|XP_021707469.1|AAEG
OG0001832	LOC117900284|XP_034666490.1|DSUB	LOC5568452|XP_021706577.1|AAEG
OG0001833	LOC117891257|XP_034652518.1|DSUB	LOC5571930|XP_001660027.1|AAEG
OG0001848	LOC117896316|XP_034660438.1|DSUB	LOC5575825|XP_001655856.2|AAEG
OG0001849	LOC117899030|XP_034664680.1|DSUB	LOC5575828|XP_001655853.1|AAEG
OG0001850	LOC117902978|XP_034670536.1|DSUB	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG
OG0001851	LOC117902914|XP_034670374.1|DSUB	LOC5578495|XP_021694587.1|AAEG
OG0001852	LOC117894012|XP_034656728.1|DSUB	LOC5565125|XP_021694596.1|AAEG
OG0001853	LOC117896467|XP_034660691.1|DSUB	LOC5574328|XP_021694599.1|AAEG
OG0001854	LOC117903633|XP_034671797.1|DSUB	LOC5569472|XP_001658557.1|AAEG
OG0001855	LOC117892107|XP_034654008.1|DSUB	LOC5574649|XP_001661572.1|AAEG
OG0001856	LOC117900882|XP_034667300.1|DSUB, LOC117903167|XP_034670903.1|DSUB	LOC110674760|XP_021694723.1|AAEG
OG0001857	LOC117903887|XP_034672280.1|DSUB	LOC5575262|XP_001661863.2|AAEG, LOC5575265|XP_021694857.1|AAEG
OG0001858	LOC117903832|XP_034672174.1|DSUB	LOC5567841|XP_021694869.1|AAEG
OG0001859	LOC117900987|XP_034667478.1|DSUB	LOC5580066|XP_001654807.1|AAEG
OG0001860	LOC117894414|XP_034657315.1|DSUB	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG
OG0001861	LOC117896120|XP_034660066.1|DSUB	LOC5579466|XP_021693350.1|AAEG
OG0001862	LOC117903476|XP_034671422.1|DSUB	LOC5570649|XP_021706525.1|AAEG, LOC5570648|XP_001659242.1|AAEG
OG0001863	LOC117903757|XP_034672058.1|DSUB	LOC5570651|XP_001659247.1|AAEG
OG0001864	LOC117896534|XP_034660804.1|DSUB	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG
OG0001865	LOC117896088|XP_034660021.1|DSUB	LOC110675288|XP_021695482.1|AAEG
OG0001866	LOC117899544|XP_034665513.1|DSUB	LOC5574246|XP_021695568.1|AAEG
OG0001867	LOC117894240|XP_034657052.1|DSUB	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG
OG0001868	LOC117901979|XP_034668877.1|DSUB	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG
OG0001869	LOC117897866|XP_034662830.1|DSUB	LOC5574987|XP_021697648.1|AAEG
OG0001870	LOC117901331|XP_034667934.1|DSUB	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG
OG0001871	LOC117894097|XP_034656865.1|DSUB	LOC5571998|XP_001660103.3|AAEG
OG0001872	LOC117897151|XP_034661714.1|DSUB	LOC5574573|XP_021699531.1|AAEG
OG0001873	LOC117899457|XP_034665359.1|DSUB	LOC5578825|XP_021701935.1|AAEG
OG0001874	LOC117899763|XP_034665911.1|DSUB	LOC5567722|XP_021702328.1|AAEG
OG0001875	LOC117899728|XP_034665863.1|DSUB	LOC110677055|XP_021703299.1|AAEG
OG0001876	LOC117903031|XP_034670655.1|DSUB	LOC5564040|XP_001648384.2|AAEG
OG0001877	LOC117895602|XP_034659664.1|DSUB, LOC117896339|XP_034660898.1|DSUB, LOC117898690|XP_034664599.1|DSUB	LOC5571508|XP_001659759.2|AAEG
OG0001878	LOC117899117|XP_034664797.1|DSUB	LOC5566087|XP_021704628.1|AAEG
OG0001879	LOC117898617|XP_034664062.1|DSUB	LOC5565257|XP_021705692.1|AAEG
OG0001880	LOC117897570|XP_034662404.1|DSUB	LOC5570606|XP_001653270.2|AAEG
OG0001881	LOC117899168|XP_034664918.1|DSUB	LOC5566189|XP_001650563.2|AAEG
OG0001882	LOC117896981|XP_034661427.1|DSUB	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG
OG0001883	LOC117898459|XP_034663772.1|DSUB	LOC5577698|XP_021711630.1|AAEG
OG0001884	LOC117896332|XP_034660463.1|DSUB	LOC5577407|XP_001656488.1|AAEG
OG0001885	LOC117902391|XP_034669606.1|DSUB	LOC5577423|XP_021711870.1|AAEG
OG0001886	LOC117897635|XP_034662500.1|DSUB	LOC5572728|XP_001660554.2|AAEG
OG0001887	LOC117890177|XP_034650766.1|DSUB	LOC5567793|XP_021712137.1|AAEG
OG0001888	LOC117898084|XP_034663153.1|DSUB	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG
OG0001889	LOC117897658|XP_034662533.1|DSUB, LOC117898691|XP_034664199.1|DSUB	LOC5567788|XP_001657691.1|AAEG
OG0001890	LOC117895778|XP_034659565.1|DSUB	LOC5567782|XP_001657683.2|AAEG
OG0001891	LOC117896271|XP_034660365.1|DSUB	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG
OG0001892	LOC117896929|XP_034661359.1|DSUB	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG
OG0001893	LOC117897260|XP_034661875.1|DSUB	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG
OG0001894	LOC117890237|XP_034650867.1|DSUB	LOC5572582|XP_001654091.1|AAEG
OG0001895	LOC117902909|XP_034670360.1|DSUB	LOC23687627|XP_021713176.1|AAEG
OG0001896	LOC117901446|XP_034668078.1|DSUB	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG
OG0001897	LOC117896327|XP_034660455.1|DSUB	LOC5579206|XP_021713312.1|AAEG
OG0001898	LOC117903320|XP_034671153.1|DSUB	LOC5580016|XP_001653897.2|AAEG
OG0001899	LOC117899534|XP_034665494.1|DSUB	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG
OG0001900	LOC117893840|XP_034656497.1|DSUB	LOC5568029|XP_001657830.1|AAEG, LOC5563727|XP_001648015.1|AAEG
OG0001901	LOC117901820|XP_034668629.1|DSUB	LOC5563615|XP_021693058.1|AAEG
OG0001902	LOC117896379|XP_034660547.1|DSUB	LOC5576356|XP_021693302.1|AAEG
OG0001903	LOC117897185|XP_034661775.1|DSUB	LOC5573314|XP_021693438.1|AAEG
OG0001904	LOC117899013|XP_034664660.1|DSUB	LOC5573316|XP_021693443.1|AAEG
OG0001905	LOC117898789|XP_034664318.1|DSUB	LOC5569643|XP_001658667.1|AAEG
OG0001906	LOC117899611|XP_034665636.1|DSUB	LOC5576390|XP_021693504.1|AAEG
OG0001907	LOC117889615|XP_034649930.1|DSUB	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG
OG0001908	LOC117898742|XP_034664255.1|DSUB	LOC5564006|XP_001648330.1|AAEG
OG0001909	LOC117903254|XP_034671047.1|DSUB, LOC117892177|XP_034654152.1|DSUB	LOC5569687|XP_021693811.1|AAEG
OG0001910	LOC117897101|XP_034661635.1|DSUB	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG
OG0001911	LOC117898578|XP_034663990.1|DSUB	LOC110674205|XP_021693943.1|AAEG
OG0001912	LOC117890941|XP_034651967.1|DSUB	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG
OG0001913	LOC117900444|XP_034666705.1|DSUB	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG
OG0001914	LOC117899561|XP_034665546.1|DSUB	LOC5565160|XP_021694133.1|AAEG
OG0001915	LOC117893120|XP_034655456.1|DSUB	LOC5566122|XP_021695354.1|AAEG
OG0001916	LOC117892488|XP_034654645.1|DSUB	LOC5570941|XP_001653408.1|AAEG
OG0001917	LOC117895868|XP_034659732.1|DSUB	LOC5579868|XP_021695539.1|AAEG
OG0001918	LOC117895361|XP_034658835.1|DSUB	LOC5575750|XP_001662178.1|AAEG
OG0001919	LOC117889971|XP_034650428.1|DSUB	LOC5579460|XP_001647758.2|AAEG
OG0001920	LOC117893390|XP_034655877.1|DSUB	LOC5571764|XP_021695753.1|AAEG
OG0001921	LOC117890827|XP_034651795.1|DSUB	LOC5571757|XP_001659890.2|AAEG
OG0001922	LOC117890768|XP_034651728.1|DSUB	LOC5571267|XP_001653565.1|AAEG
OG0001924	LOC117901474|XP_034668128.1|DSUB	LOC23687479|XP_021696447.1|AAEG
OG0001925	LOC117893026|XP_034655275.1|DSUB	LOC5567637|XP_001657588.2|AAEG
OG0001926	LOC117895815|XP_034659632.1|DSUB	LOC5566295|XP_021696526.1|AAEG
OG0001927	LOC117892373|XP_034654474.1|DSUB	LOC5568108|XP_021696643.1|AAEG
OG0001928	LOC117895448|XP_034659006.1|DSUB	LOC5568114|XP_001652053.1|AAEG
OG0001929	LOC117895375|XP_034658854.1|DSUB	LOC5568122|XP_021696657.1|AAEG
OG0001930	LOC117891627|XP_034653056.1|DSUB	LOC5569448|XP_021696661.1|AAEG
OG0001932	LOC117894899|XP_034658081.1|DSUB	LOC5574425|XP_021696832.1|AAEG
OG0001933	LOC117891167|XP_034652381.1|DSUB	LOC5566235|XP_001650598.2|AAEG
OG0001934	LOC117893756|XP_034656382.1|DSUB	LOC5565654|XP_001650004.2|AAEG
OG0001935	LOC117894503|XP_034657504.1|DSUB	LOC5573776|XP_001654802.2|AAEG
OG0001937	LOC117889850|XP_034650235.1|DSUB	LOC5574901|XP_021697034.1|AAEG
OG0001938	LOC117890759|XP_034651711.1|DSUB	LOC5567330|XP_021697068.1|AAEG
OG0001939	LOC117892698|XP_034655000.1|DSUB	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG
OG0001940	LOC117891824|XP_034653454.1|DSUB	LOC5578975|XP_021697211.1|AAEG
OG0001941	LOC117894716|XP_034657789.1|DSUB	LOC5577574|XP_001663445.2|AAEG
OG0001942	LOC117891427|XP_034652789.1|DSUB	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG
OG0001943	LOC117894507|XP_034657507.1|DSUB	LOC110675827|XP_021697395.1|AAEG
OG0001944	LOC117892914|XP_034655118.1|DSUB	LOC5565994|XP_001650362.2|AAEG
OG0001945	LOC117890052|XP_034650574.1|DSUB	LOC5575250|XP_021697553.1|AAEG
OG0001946	LOC117890335|XP_034651018.1|DSUB	LOC5572759|XP_001660580.2|AAEG
OG0001947	LOC117890224|XP_034650852.1|DSUB	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG
OG0001948	LOC117901550|XP_034668242.1|DSUB	LOC5573420|XP_001654595.2|AAEG
OG0001949	LOC117893632|XP_034656208.1|DSUB, LOC117893647|XP_034656227.1|DSUB	LOC5575138|XP_021697912.1|AAEG
OG0001950	LOC117898212|XP_034663326.1|DSUB	LOC5564815|XP_021697926.1|AAEG
OG0001951	LOC117892224|XP_034654214.1|DSUB	LOC5564736|XP_021698057.1|AAEG
OG0001952	LOC117891075|XP_034652143.1|DSUB	LOC5568132|XP_021698130.1|AAEG
OG0001953	LOC117890937|XP_034651961.1|DSUB	LOC5571480|XP_021698235.1|AAEG
OG0001954	LOC117890484|XP_034651259.1|DSUB	LOC5563832|XP_021698302.1|AAEG
OG0001955	LOC117892032|XP_034653847.1|DSUB	LOC5576039|XP_001662377.1|AAEG
OG0001956	LOC117894134|XP_034656919.1|DSUB	LOC5576036|XP_021698320.1|AAEG
OG0001957	LOC117892187|XP_034654165.1|DSUB	LOC5564212|XP_001648594.1|AAEG
OG0001958	LOC117890259|XP_034650901.1|DSUB	LOC5569618|XP_021698469.1|AAEG
OG0001959	LOC117894683|XP_034657752.1|DSUB	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG
OG0001960	LOC117895693|XP_034659429.1|DSUB	LOC5576957|XP_021698653.1|AAEG
OG0001961	LOC117891071|XP_034652135.1|DSUB	LOC5572304|XP_021698709.1|AAEG
OG0001962	LOC117890236|XP_034650866.1|DSUB	LOC5572270|XP_021698749.1|AAEG
OG0001963	LOC117893795|XP_034656430.1|DSUB	LOC5574335|XP_001661369.2|AAEG
OG0001964	LOC117894115|XP_034656885.1|DSUB	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG
OG0001966	LOC117896172|XP_034660144.1|DSUB	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG
OG0001967	LOC117892169|XP_034654127.1|DSUB	LOC5578856|XP_021699344.1|AAEG
OG0001968	LOC117893806|XP_034656444.1|DSUB	LOC5578863|XP_001664072.2|AAEG
OG0001969	LOC117890949|XP_034651981.1|DSUB	LOC5572859|XP_021699398.1|AAEG
OG0001970	LOC117892432|XP_034654560.1|DSUB	LOC5575914|XP_001655906.1|AAEG
OG0001971	LOC117890685|XP_034651563.1|DSUB	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG
OG0001972	LOC117891322|XP_034652628.1|DSUB	LOC5570728|XP_001659320.1|AAEG
OG0001973	LOC117891082|XP_034652153.1|DSUB	LOC23687899|XP_021699564.1|AAEG
OG0001974	LOC117890658|XP_034651520.1|DSUB	LOC5569574|XP_001658635.1|AAEG
OG0001975	LOC117895346|XP_034658818.1|DSUB	LOC110676393|XP_021699804.1|AAEG
OG0001976	LOC117890022|XP_034650527.1|DSUB	LOC5574834|XP_001661657.1|AAEG
OG0001977	LOC117902592|XP_034669982.1|DSUB	LOC5575445|XP_021700364.1|AAEG
OG0001978	LOC117899992|XP_034666052.1|DSUB	LOC5578159|XP_001663732.1|AAEG
OG0001979	LOC117902588|XP_034669978.1|DSUB	LOC5580329|XP_001663282.1|AAEG
OG0001980	LOC117900088|XP_034666187.1|DSUB	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	LOC117900743|XP_034667112.1|DSUB	LOC5570903|XP_001653381.1|AAEG
OG0001983	LOC117902277|XP_034669436.1|DSUB	LOC5569680|XP_001652945.1|AAEG
OG0001984	LOC117901733|XP_034668506.1|DSUB	LOC5572638|XP_001654135.1|AAEG
OG0001985	LOC117902369|XP_034669576.1|DSUB	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	LOC117900513|XP_034666799.1|DSUB	LOC5564309|XP_001648656.2|AAEG
OG0001987	LOC117903105|XP_034670817.1|DSUB	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG
OG0001988	LOC117890711|XP_034651639.1|DSUB	LOC5574483|XP_021701245.1|AAEG
OG0001989	LOC117900618|XP_034666936.1|DSUB	LOC5574486|XP_001655150.2|AAEG
OG0001990	LOC117902304|XP_034669477.1|DSUB	LOC5574491|XP_021695288.1|AAEG
OG0001991	LOC117901751|XP_034668528.1|DSUB	LOC5568825|XP_021701340.1|AAEG
OG0001992	LOC117900288|XP_034666491.1|DSUB	LOC5564970|XP_021701369.1|AAEG
OG0001993	LOC117899982|XP_034666038.1|DSUB	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	LOC117899659|XP_034665733.1|DSUB	LOC5578318|XP_021701535.1|AAEG
OG0001995	LOC117900760|XP_034667133.1|DSUB	LOC5579212|XP_001664294.2|AAEG
OG0001996	LOC117902249|XP_034669394.1|DSUB	LOC5575210|XP_021701890.1|AAEG
OG0001997	LOC117891440|XP_034652807.1|DSUB	LOC5578032|XP_001663654.1|AAEG
OG0001998	LOC117891438|XP_034652803.1|DSUB	LOC5569849|XP_021701970.1|AAEG
OG0001999	LOC117890291|XP_034650947.1|DSUB	LOC5565997|XP_021702090.1|AAEG
OG0002000	LOC117900356|XP_034666595.1|DSUB	LOC110676888|XP_021702136.1|AAEG
OG0002001	LOC117900167|XP_034666300.1|DSUB	LOC5570817|XP_021702205.1|AAEG
OG0002002	LOC117897968|XP_034662970.1|DSUB	LOC5577613|XP_001656607.2|AAEG
OG0002003	LOC117902123|XP_034669138.1|DSUB	LOC5577626|XP_021702248.1|AAEG
OG0002004	LOC117901464|XP_034668117.1|DSUB	LOC5575148|XP_001655525.2|AAEG
OG0002005	LOC117902822|XP_034670340.1|DSUB	LOC5572463|XP_021702484.1|AAEG
OG0002006	LOC117902704|XP_034670142.1|DSUB	LOC5565314|XP_021702525.1|AAEG
OG0002007	LOC117902344|XP_034669535.1|DSUB	LOC5568618|XP_001652452.1|AAEG
OG0002008	LOC117902972|XP_034670521.1|DSUB	LOC5577545|XP_021702797.1|AAEG
OG0002009	LOC117890742|XP_034651687.1|DSUB	LOC5564025|XP_001648348.3|AAEG
OG0002010	LOC117902121|XP_034669136.1|DSUB	LOC5577897|XP_001656695.1|AAEG
OG0002011	LOC117902616|XP_034670018.1|DSUB	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	LOC117901946|XP_034668809.1|DSUB	LOC5575841|XP_021702942.1|AAEG
OG0002013	LOC117901606|XP_034668313.1|DSUB	LOC5568759|XP_021702968.1|AAEG
OG0002014	LOC117891658|XP_034653104.1|DSUB	LOC5568940|XP_021703175.1|AAEG
OG0002015	LOC117902551|XP_034669880.1|DSUB	LOC5573896|XP_001654930.1|AAEG
OG0002016	LOC117892019|XP_034653803.1|DSUB	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	LOC117901516|XP_034668179.1|DSUB	LOC5572370|XP_021703595.1|AAEG
OG0002018	LOC117899980|XP_034666036.1|DSUB	LOC5564935|XP_001649274.2|AAEG
OG0002019	LOC117900905|XP_034667356.1|DSUB	LOC5565904|XP_021703806.1|AAEG
OG0002020	LOC117902663|XP_034670083.1|DSUB	LOC5569705|XP_001658696.2|AAEG
OG0002021	LOC117892168|XP_034654126.1|DSUB	LOC5569712|XP_021703870.1|AAEG
OG0002022	LOC117900084|XP_034666180.1|DSUB	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	LOC117896942|XP_034661377.1|DSUB	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	LOC117901112|XP_034667636.1|DSUB	LOC5569515|XP_021704011.1|AAEG
OG0002025	LOC117900975|XP_034667452.1|DSUB	LOC110677254|XP_021704066.1|AAEG
OG0002026	LOC117893776|XP_034656406.1|DSUB	LOC5568423|XP_021710375.1|AAEG
OG0002027	LOC117891803|XP_034653369.1|DSUB	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	LOC117889888|XP_034650288.1|DSUB	LOC5564319|XP_001648667.1|AAEG
OG0002029	LOC117895020|XP_034658279.1|DSUB	LOC5570130|XP_021706330.1|AAEG
OG0002030	LOC117892212|XP_034654203.1|DSUB	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	LOC117891148|XP_034652291.1|DSUB	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	LOC117898836|XP_034664401.1|DSUB	LOC5566411|XP_021707212.1|AAEG
OG0002033	LOC117891884|XP_034653576.1|DSUB	LOC5577434|XP_021710157.1|AAEG
OG0002034	LOC117890122|XP_034650695.1|DSUB	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	LOC117897094|XP_034661629.1|DSUB	LOC5567371|XP_001657386.1|AAEG
OG0002036	LOC117899019|XP_034664669.1|DSUB	LOC5580311|XP_021709149.1|AAEG
OG0002037	LOC117895048|XP_034658317.1|DSUB	LOC5573964|XP_011493566.1|AAEG
OG0002038	LOC117896740|XP_034661096.1|DSUB	LOC5579885|XP_001657864.1|AAEG
OG0002039	LOC117896931|XP_034661362.1|DSUB	LOC5579021|XP_001664201.1|AAEG
OG0002040	LOC117896068|XP_034659981.1|DSUB	LOC5567539|XP_001657534.2|AAEG
OG0002041	LOC117890015|XP_034650507.1|DSUB	LOC5574220|XP_021705038.1|AAEG
OG0002042	LOC117898900|XP_034664473.1|DSUB	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	LOC117897483|XP_034662237.1|DSUB	LOC5566845|XP_021707045.1|AAEG
OG0002044	LOC117898252|XP_034663390.1|DSUB	LOC5569098|XP_021704479.1|AAEG
OG0002045	LOC117898809|XP_034664352.1|DSUB	LOC5575783|XP_021711581.1|AAEG
OG0002046	LOC117899562|XP_034665591.1|DSUB	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	LOC117903560|XP_034671653.1|DSUB	LOC5574875|XP_021705084.1|AAEG
OG0002048	LOC117899099|XP_034664771.1|DSUB	LOC5568508|XP_021706823.1|AAEG
OG0002049	LOC117899418|XP_034665299.1|DSUB	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	LOC117896076|XP_034659997.1|DSUB	LOC5567603|XP_001657581.2|AAEG
OG0002051	LOC117890000|XP_034650478.1|DSUB, LOC117889999|XP_034650477.1|DSUB	LOC5572308|XP_001654008.2|AAEG
OG0002052	LOC117894506|XP_034657506.1|DSUB	LOC5578479|XP_001657002.1|AAEG
OG0002053	LOC117899489|XP_034665428.1|DSUB	LOC5567154|XP_021710816.1|AAEG
OG0002054	LOC117898538|XP_034663903.1|DSUB	LOC5573603|XP_001654737.1|AAEG
OG0002055	LOC117899269|XP_034665058.1|DSUB	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	LOC117894445|XP_034657421.1|DSUB	LOC5577348|XP_001656424.1|AAEG
OG0002057	LOC117902326|XP_034669507.1|DSUB	LOC5577352|XP_001656428.1|AAEG
OG0002058	LOC117895112|XP_034658409.1|DSUB	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC117899236|XP_034665001.1|DSUB	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC117891905|XP_034653619.1|DSUB	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC117892160|XP_034654115.1|DSUB	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	LOC117898414|XP_034663716.1|DSUB	LOC5574435|XP_001661442.2|AAEG
OG0002063	LOC117903406|XP_034671295.1|DSUB	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC117891619|XP_034653086.1|DSUB	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC117893068|XP_034655369.1|DSUB	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC117898239|XP_034663367.1|DSUB	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC117889889|XP_034650291.1|DSUB	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC117890591|XP_034651419.1|DSUB	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC117900828|XP_034667227.1|DSUB	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC117899782|XP_034665946.1|DSUB	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC117896277|XP_034660371.1|DSUB	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC117891709|XP_034653194.1|DSUB	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC117893204|XP_034655610.1|DSUB	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC117891502|XP_034652883.1|DSUB	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC117901480|XP_034668140.1|DSUB	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC117891292|XP_034652576.1|DSUB	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC117892907|XP_034655107.1|DSUB	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC117891508|XP_034652893.1|DSUB	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC117894775|XP_034657892.1|DSUB	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC117890199|XP_034650797.1|DSUB	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC117889736|XP_034650051.1|DSUB	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC117892102|XP_034653992.1|DSUB	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC117890108|XP_034650669.1|DSUB	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC117892095|XP_034653982.1|DSUB	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC117889876|XP_034650275.1|DSUB	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC117892099|XP_034653987.1|DSUB	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC117894398|XP_034657295.1|DSUB	LOC5567364|XP_021707763.1|AAEG
