Orthogroup	DSUB.longest_only	DALB.longest_only
OG0000468	LOC117891869|XP_034653526.1|DSUB	LOC117571922|XP_034110294.1|DALB
OG0000469	LOC117900901|XP_034667343.1|DSUB	LOC117565858|XP_034101077.1|DALB
OG0000469	LOC117902669|XP_034670090.1|DSUB	LOC117565982|XP_034101278.1|DALB
OG0000470	LOC117895760|XP_034659523.1|DSUB	LOC117567360|XP_034103189.1|DALB
OG0000470	LOC117894646|XP_034657709.1|DSUB	LOC117570696|XP_034108390.1|DALB
OG0000471	LOC117893563|XP_034656123.1|DSUB	LOC117571140|XP_034109033.1|DALB
OG0000471	LOC117901544|XP_034668226.1|DSUB	LOC117564774|XP_034099564.1|DALB
OG0000473	LOC117897071|XP_034661581.1|DSUB	LOC117578220|XP_034119485.1|DALB
OG0000474	LOC117903428|XP_034671342.1|DSUB	LOC117567868|XP_034104029.1|DALB
OG0000474	LOC117893426|XP_034655934.1|DSUB	LOC117568378|XP_034104876.1|DALB
OG0000475	LOC117898697|XP_034664203.1|DSUB	LOC117575976|XP_034116347.1|DALB
OG0000475	LOC117898698|XP_034664206.1|DSUB	LOC117568537|XP_034105146.1|DALB, LOC117575974|XP_034116343.1|DALB
OG0000476	LOC117897318|XP_034661977.1|DSUB	LOC117574092|XP_034113618.1|DALB
OG0000476	LOC117897319|XP_034661978.1|DSUB	LOC117574302|XP_034113999.1|DALB
OG0000477	LOC117898430|XP_034663713.1|DSUB	LOC117576734|XP_034117651.1|DALB
OG0000477	LOC117898431|XP_034663714.1|DSUB	LOC117576735|XP_034117653.1|DALB
OG0000478	LOC117897275|XP_034661895.1|DSUB	LOC117574156|XP_034113728.1|DALB
OG0000479	LOC117897656|XP_034662529.1|DSUB	LOC117576315|XP_034116861.1|DALB
OG0000480	LOC117902655|XP_034670074.1|DSUB	LOC117564375|XP_034098985.1|DALB
OG0000480	LOC117901273|XP_034667858.1|DSUB	LOC117564374|XP_034098982.1|DALB
OG0000482	LOC117897961|XP_034662955.1|DSUB	LOC117576116|XP_034116565.1|DALB
OG0000482	LOC117897902|XP_034662872.1|DSUB	LOC117576192|XP_034116676.1|DALB
OG0000483	LOC117898902|XP_034664475.1|DSUB	LOC117574894|XP_034114822.1|DALB
OG0000483	LOC117898827|XP_034664384.1|DSUB	LOC117573301|XP_034112297.1|DALB
OG0000484	LOC117899551|XP_034665530.1|DSUB	LOC117575936|XP_034116287.1|DALB
OG0000484	LOC117899553|XP_034665533.1|DSUB	LOC117576719|XP_034117630.1|DALB
OG0000485	LOC117894680|XP_034657748.1|DSUB	LOC117568025|XP_034104248.1|DALB
OG0000485	LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB
OG0000486	LOC117892738|XP_034655054.1|DSUB	LOC117568199|XP_034104555.1|DALB
OG0000486	LOC117892735|XP_034655051.1|DSUB	LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB
OG0000487	LOC117891591|XP_034653009.1|DSUB	LOC117572563|XP_034111331.1|DALB
OG0000487	LOC117891587|XP_034653006.1|DSUB	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB
OG0000489	LOC117898560|XP_034663936.1|DSUB	LOC117576379|XP_034116968.1|DALB
OG0000489	LOC117895090|XP_034658381.1|DSUB	LOC117567573|XP_034103540.1|DALB
OG0000490	LOC117891490|XP_034652865.1|DSUB	LOC117578022|XP_034119012.1|DALB
OG0000490	LOC117902712|XP_034670170.1|DSUB	LOC117574832|XP_034114709.1|DALB
OG0000491	LOC117896801|XP_034661191.1|DSUB, LOC117892529|XP_034654724.1|DSUB	LOC117567551|XP_034103500.1|DALB
OG0000492	LOC117890647|XP_034651491.1|DSUB	LOC117569977|XP_034107244.1|DALB
OG0000492	LOC117900605|XP_034666910.1|DSUB	LOC117564509|XP_034099216.1|DALB
OG0000493	LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB
OG0000494	LOC117898864|XP_034664433.1|DSUB	LOC117566912|XP_034102427.1|DALB, LOC117575488|XP_034115614.1|DALB
OG0000494	LOC117900094|XP_034666204.1|DSUB	LOC117563507|XP_034097772.1|DALB
OG0000495	LOC117903118|XP_034670836.1|DSUB	LOC117570390|XP_034107900.1|DALB
OG0000495	LOC117891892|XP_034653586.1|DSUB	LOC117570750|XP_034108463.1|DALB
OG0000496	LOC117902144|XP_034669171.1|DSUB	LOC117566054|XP_034101400.1|DALB
OG0000497	LOC117901651|XP_034668379.1|DSUB	LOC117565266|XP_034100182.1|DALB
OG0000497	LOC117900798|XP_034667171.1|DSUB	LOC117564629|XP_034099376.1|DALB
OG0000498	LOC117897195|XP_034661787.1|DSUB	LOC117573306|XP_034112302.1|DALB
OG0000498	LOC117896772|XP_034661140.1|DSUB	LOC117575291|XP_034115329.1|DALB
OG0000499	LOC117891668|XP_034653124.1|DSUB	LOC117566916|XP_034102428.1|DALB
OG0000499	LOC117890917|XP_034651940.1|DSUB	LOC117578361|XP_034119695.1|DALB
OG0000500	LOC117893546|XP_034656088.1|DSUB	LOC117568873|XP_034105654.1|DALB
OG0000500	LOC117894008|XP_034656723.1|DSUB	LOC117568872|XP_034105653.1|DALB
OG0000502	LOC117891791|XP_034653353.1|DSUB	LOC117570858|XP_034108629.1|DALB
OG0000503	LOC117890091|XP_034650642.1|DSUB, LOC117889771|XP_034650124.1|DSUB, LOC117889773|XP_034650125.1|DSUB, LOC117889874|XP_034650274.1|DSUB	LOC117566793|XP_034102227.1|DALB
OG0000504	LOC117893972|XP_034656667.1|DSUB	LOC117570036|XP_034107352.1|DALB
OG0000505	LOC117903152|XP_034670879.1|DSUB	LOC117573327|XP_034112331.1|DALB
OG0000505	LOC117889658|XP_034650004.1|DSUB	LOC117571310|XP_034109279.1|DALB
OG0000506	LOC117899197|XP_034664960.1|DSUB	LOC117573805|XP_034113108.1|DALB
OG0000507	LOC117896041|XP_034659944.1|DSUB	LOC117576971|XP_034118043.1|DALB
OG0000507	LOC117896052|XP_034659955.1|DSUB	LOC117568198|XP_034104558.1|DALB
OG0000508	LOC117893534|XP_034656068.1|DSUB	LOC117571360|XP_034109359.1|DALB
OG0000508	LOC117892909|XP_034655111.1|DSUB	LOC117571471|XP_034109516.1|DALB
OG0000509	LOC117890430|XP_034651149.1|DSUB	LOC117567337|XP_034103147.1|DALB
OG0000509	LOC117889863|XP_034650259.1|DSUB	LOC117567334|XP_034103144.1|DALB
OG0000510	LOC117891076|XP_034652145.1|DSUB	LOC117572436|XP_034111155.1|DALB
OG0000511	LOC117902586|XP_034669975.1|DSUB	LOC117564449|XP_034099117.1|DALB
OG0000511	LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB	LOC117564447|XP_034099116.1|DALB
OG0000512	LOC117900462|XP_034666729.1|DSUB	LOC117566003|XP_034101311.1|DALB
OG0000513	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB	LOC117566895|XP_034102401.1|DALB
OG0000513	LOC117901236|XP_034667800.1|DSUB	LOC117565466|XP_034100463.1|DALB
OG0000514	LOC117901647|XP_034668374.1|DSUB	LOC117565332|XP_034100270.1|DALB
OG0000514	LOC117901777|XP_034668569.1|DSUB	LOC117564904|XP_034099748.1|DALB
OG0000515	LOC117902939|XP_034670437.1|DSUB	LOC117573227|XP_034112167.1|DALB
OG0000515	LOC117893317|XP_034655795.1|DSUB	LOC117570797|XP_034108543.1|DALB
OG0000516	LOC117892036|XP_034653855.1|DSUB	LOC117578001|XP_034118993.1|DALB
OG0000516	LOC117903599|XP_034671735.1|DSUB	LOC117564564|XP_034099291.1|DALB
OG0000517	LOC117895832|XP_034659661.1|DSUB	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB
OG0000518	LOC117895712|XP_034659455.1|DSUB	LOC117572704|XP_034111651.1|DALB
OG0000519	LOC117893264|XP_034655722.1|DSUB, LOC117893268|XP_034655727.1|DSUB, LOC117893433|XP_034655942.1|DSUB	LOC117578139|XP_034119244.1|DALB, LOC117578141|XP_034119248.1|DALB, LOC117578142|XP_034119251.1|DALB, LOC117578140|XP_034119247.1|DALB
OG0000521	LOC117891135|XP_034652237.1|DSUB	LOC117577891|XP_034118760.1|DALB
OG0000521	LOC117895966|XP_034659816.1|DSUB	LOC117567494|XP_034103418.1|DALB
OG0000522	LOC117900274|XP_034666479.1|DSUB	LOC117577337|XP_034118181.1|DALB
OG0000523	LOC117898619|XP_034664065.1|DSUB	LOC117574359|XP_034114084.1|DALB
OG0000523	LOC117903474|XP_034671421.1|DSUB	LOC117569690|XP_034106838.1|DALB
OG0000524	LOC117897512|XP_034662317.1|DSUB, LOC117896215|XP_034660239.1|DSUB	LOC117573923|XP_034113327.1|DALB
OG0000525	LOC117892695|XP_034654996.1|DSUB, LOC117892694|XP_034654995.1|DSUB	LOC117567161|XP_034102865.1|DALB
OG0000526	LOC117900268|XP_034666470.1|DSUB	LOC117564252|XP_034098847.1|DALB
OG0000526	LOC117890421|XP_034651132.1|DSUB	LOC117572745|XP_034111713.1|DALB
OG0000527	LOC117902251|XP_034669398.1|DSUB	LOC117565756|XP_034100898.1|DALB
OG0000527	LOC117900400|XP_034666647.1|DSUB	LOC117566242|XP_034101679.1|DALB
OG0000528	LOC117901834|XP_034668658.1|DSUB	LOC117578385|XP_034119712.1|DALB
OG0000529	LOC117900579|XP_034666879.1|DSUB	LOC117565740|XP_034100876.1|DALB
OG0000530	LOC117894368|XP_034657261.1|DSUB	LOC117571193|XP_034109126.1|DALB
OG0000530	LOC117894369|XP_034657262.1|DSUB	LOC117571163|XP_034109065.1|DALB, LOC117571162|XP_034109063.1|DALB
OG0000531	LOC117901747|XP_034668525.1|DSUB	LOC117565336|XP_034100276.1|DALB
OG0000531	LOC117900344|XP_034666577.1|DSUB	LOC117565556|XP_034100615.1|DALB
OG0000532	LOC117897062|XP_034661549.1|DSUB	LOC117576083|XP_034116522.1|DALB
OG0000532	LOC117896984|XP_034661430.1|DSUB	LOC117575284|XP_034115318.1|DALB
OG0000533	LOC117895116|XP_034658417.1|DSUB	LOC117569997|XP_034107280.1|DALB
OG0000533	LOC117897097|XP_034661632.1|DSUB	LOC117573993|XP_034113432.1|DALB
OG0000534	LOC117892867|XP_034655085.1|DSUB	LOC117578034|XP_034119039.1|DALB
OG0000534	LOC117900750|XP_034667121.1|DSUB	LOC117568271|XP_034104653.1|DALB
OG0000535	LOC117892068|XP_034653947.1|DSUB	LOC117567969|XP_034104168.1|DALB
OG0000535	LOC117891133|XP_034652232.1|DSUB	LOC117570234|XP_034107629.1|DALB
OG0000536	LOC117894247|XP_034657078.1|DSUB	LOC117569953|XP_034107207.1|DALB
OG0000537	LOC117892217|XP_034654208.1|DSUB	LOC117570048|XP_034107366.1|DALB
OG0000538	LOC117890197|XP_034650793.1|DSUB	LOC117568064|XP_034104311.1|DALB
OG0000538	LOC117892301|XP_034654337.1|DSUB	LOC117568809|XP_034105561.1|DALB
OG0000539	LOC117896547|XP_034660823.1|DSUB	LOC117574978|XP_034114935.1|DALB
OG0000539	LOC117896548|XP_034660824.1|DSUB	LOC117576115|XP_034116563.1|DALB
OG0000540	LOC117902489|XP_034669802.1|DSUB	LOC117565442|XP_034100424.1|DALB
OG0000542	LOC117899231|XP_034664995.1|DSUB	LOC117574053|XP_034113556.1|DALB
OG0000542	LOC117902930|XP_034670418.1|DSUB	LOC117573207|XP_034112097.1|DALB
OG0000543	LOC117896705|XP_034661053.1|DSUB	LOC117573902|XP_034113301.1|DALB
OG0000543	LOC117891488|XP_034652860.1|DSUB	LOC117572386|XP_034111050.1|DALB
OG0000544	LOC117893971|XP_034656666.1|DSUB	LOC117568673|XP_034105370.1|DALB
OG0000544	LOC117899717|XP_034665827.1|DSUB	LOC117575460|XP_034115560.1|DALB
OG0000545	LOC117899274|XP_034665066.1|DSUB	LOC117575100|XP_034115092.1|DALB
OG0000545	LOC117897659|XP_034662534.1|DSUB	LOC117575101|XP_034115093.1|DALB
OG0000546	LOC117896587|XP_034660900.1|DSUB	LOC117573648|XP_034112859.1|DALB
OG0000546	LOC117889967|XP_034650424.1|DSUB	LOC117577896|XP_034118770.1|DALB
OG0000547	LOC117903139|XP_034670868.1|DSUB	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB
OG0000548	LOC117893644|XP_034656221.1|DSUB	LOC117571554|XP_034109648.1|DALB
OG0000548	LOC117893653|XP_034656234.1|DSUB	LOC117570985|XP_034108822.1|DALB
OG0000549	LOC117891218|XP_034652453.1|DSUB	LOC117569957|XP_034107218.1|DALB
OG0000550	LOC117895115|XP_034658412.1|DSUB	LOC117570320|XP_034107753.1|DALB
OG0000550	LOC117901598|XP_034668305.1|DSUB	LOC117569649|XP_034106785.1|DALB
OG0000551	LOC117890453|XP_034651181.1|DSUB	LOC117570425|XP_034107964.1|DALB
OG0000552	LOC117898996|XP_034664630.1|DSUB	LOC117576694|XP_034117581.1|DALB
OG0000553	LOC117900146|XP_034666269.1|DSUB	LOC117565414|XP_034100389.1|DALB, LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB
OG0000554	LOC117899047|XP_034664698.1|DSUB	LOC117576527|XP_034117241.1|DALB
OG0000554	LOC117899049|XP_034664700.1|DSUB	LOC117574065|XP_034113579.1|DALB
OG0000555	LOC117895286|XP_034658716.1|DSUB	LOC117570039|XP_034107354.1|DALB
OG0000555	LOC117894224|XP_034657031.1|DSUB	LOC117569697|XP_034106847.1|DALB
OG0000556	LOC117901224|XP_034667789.1|DSUB	LOC117569341|XP_034106365.1|DALB
OG0000556	LOC117897499|XP_034662280.1|DSUB	LOC117575005|XP_034114973.1|DALB
OG0000557	LOC117896873|XP_034661293.1|DSUB	LOC117575409|XP_034115480.1|DALB
OG0000557	LOC117898263|XP_034663407.1|DSUB	LOC117576870|XP_034117862.1|DALB
OG0000558	LOC117896412|XP_034660619.1|DSUB	LOC117576425|XP_034117059.1|DALB
OG0000558	LOC117903233|XP_034671024.1|DSUB	LOC117565670|XP_034100797.1|DALB
OG0000559	LOC117897212|XP_034661807.1|DSUB	LOC117575571|XP_034115725.1|DALB
OG0000559	LOC117893537|XP_034656076.1|DSUB	LOC117568325|XP_034104797.1|DALB
OG0000560	LOC117889988|XP_034650462.1|DSUB	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB
OG0000560	LOC117889987|XP_034650461.1|DSUB	LOC117567915|XP_034104085.1|DALB
OG0000561	LOC117894450|XP_034657439.1|DSUB	LOC117570739|XP_034108452.1|DALB
OG0000561	LOC117894731|XP_034657816.1|DSUB	LOC117570772|XP_034108498.1|DALB
OG0000562	LOC117893256|XP_034655712.1|DSUB	LOC117568411|XP_034104943.1|DALB
OG0000562	LOC117895180|XP_034658534.1|DSUB	LOC117567105|XP_034102777.1|DALB
OG0000563	LOC117893257|XP_034655716.1|DSUB	LOC117571432|XP_034109465.1|DALB, LOC117571684|XP_034109815.1|DALB, LOC117570842|XP_034108613.1|DALB, LOC117572449|XP_034111172.1|DALB, LOC117571420|XP_034109451.1|DALB, LOC117571656|XP_034109782.1|DALB
OG0000564	LOC117893655|XP_034656237.1|DSUB	LOC117569885|XP_034107115.1|DALB
OG0000564	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB	LOC117569684|XP_034106823.1|DALB
OG0000566	LOC117899129|XP_034664813.1|DSUB	LOC117575463|XP_034115566.1|DALB
OG0000566	LOC117893071|XP_034655377.1|DSUB	LOC117572277|XP_034110872.1|DALB
OG0000567	LOC117889642|XP_034649997.1|DSUB	LOC117577760|XP_034118562.1|DALB
OG0000567	LOC117889643|XP_034649998.1|DSUB	LOC117577978|XP_034118955.1|DALB
OG0000568	LOC117898826|XP_034664387.1|DSUB	LOC117567383|XP_034103226.1|DALB
OG0000568	LOC117897751|XP_034662683.1|DSUB	LOC117573488|XP_034112606.1|DALB
OG0000569	LOC117896961|XP_034661397.1|DSUB	LOC117563357|XP_034097537.1|DALB, LOC117576605|XP_034117395.1|DALB
OG0000569	LOC117897571|XP_034662405.1|DSUB	LOC117573194|XP_034112079.1|DALB
OG0000570	LOC117899079|XP_034664739.1|DSUB	LOC117576577|XP_034117342.1|DALB
OG0000570	LOC117898942|XP_034664553.1|DSUB	LOC117576578|XP_034117343.1|DALB
OG0000571	LOC117897446|XP_034662179.1|DSUB	LOC117574018|XP_034113497.1|DALB
OG0000571	LOC117896912|XP_034661339.1|DSUB	LOC117576764|XP_034117702.1|DALB
OG0000572	LOC117896508|XP_034660751.1|DSUB	LOC117574189|XP_034113773.1|DALB
OG0000572	LOC117896459|XP_034660680.1|DSUB	LOC117575540|XP_034115685.1|DALB
OG0000573	LOC117893063|XP_034655358.1|DSUB	LOC117568114|XP_034104406.1|DALB
OG0000573	LOC117891216|XP_034652449.1|DSUB	LOC117566653|XP_034102087.1|DALB
OG0000574	LOC117893764|XP_034656395.1|DSUB	LOC117567035|XP_034102632.1|DALB
OG0000574	LOC117897575|XP_034662418.1|DSUB	LOC117575445|XP_034115546.1|DALB
OG0000575	LOC117894302|XP_034657158.1|DSUB	LOC117570493|XP_034108078.1|DALB
OG0000575	LOC117895190|XP_034658559.1|DSUB	LOC117570894|XP_034108687.1|DALB
OG0000576	LOC117898098|XP_034663169.1|DSUB	LOC117576193|XP_034116677.1|DALB
OG0000577	LOC117902259|XP_034669408.1|DSUB	LOC117563678|XP_034097996.1|DALB
OG0000577	LOC117902660|XP_034670079.1|DSUB	LOC117563369|XP_034097560.1|DALB
OG0000578	LOC117900003|XP_034666068.1|DSUB	LOC117563541|XP_034097811.1|DALB
OG0000578	LOC117890379|XP_034651068.1|DSUB	LOC117566833|XP_034102300.1|DALB
OG0000579	LOC117896769|XP_034661137.1|DSUB	LOC117574311|XP_034114011.1|DALB
OG0000579	LOC117895766|XP_034659531.1|DSUB	LOC117568033|XP_034104264.1|DALB
OG0000580	LOC117899778|XP_034665941.1|DSUB	LOC117573545|XP_034112716.1|DALB
OG0000580	LOC117899779|XP_034665942.1|DSUB	LOC117573543|XP_034112713.1|DALB
OG0000581	LOC117897689|XP_034662599.1|DSUB	LOC117574002|XP_034113459.1|DALB
OG0000581	LOC117892987|XP_034655268.1|DSUB	LOC117572373|XP_034111034.1|DALB
OG0000582	LOC117893420|XP_034655926.1|DSUB	LOC117572467|XP_034111205.1|DALB
OG0000582	LOC117892553|XP_034654754.1|DSUB	LOC117572271|XP_034110865.1|DALB
OG0000583	LOC117891055|XP_034652118.1|DSUB	LOC117569459|XP_034106516.1|DALB
OG0000583	LOC117891598|XP_034653020.1|DSUB	LOC117569458|XP_034106515.1|DALB
OG0000584	LOC117900576|XP_034666877.1|DSUB	LOC117564165|XP_034098722.1|DALB
OG0000584	LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB	LOC117563586|XP_034097863.1|DALB, LOC117564368|XP_034098976.1|DALB
OG0000585	LOC117893797|XP_034656433.1|DSUB	LOC117569442|XP_034106496.1|DALB
OG0000585	LOC117893611|XP_034656179.1|DSUB	LOC117569920|XP_034107163.1|DALB
OG0000586	LOC117889930|XP_034650349.1|DSUB	LOC117571332|XP_034109314.1|DALB
OG0000589	LOC117894262|XP_034657111.1|DSUB	LOC117570513|XP_034108145.1|DALB
OG0000590	LOC117899643|XP_034665710.1|DSUB	LOC117574715|XP_034114528.1|DALB
OG0000590	LOC117897370|XP_034662063.1|DSUB	LOC117574333|XP_034114042.1|DALB
OG0000592	LOC117890975|XP_034652004.1|DSUB	LOC117572376|XP_034111035.1|DALB
OG0000592	LOC117891576|XP_034652991.1|DSUB	LOC117571583|XP_034109690.1|DALB
OG0000593	LOC117896778|XP_034661145.1|DSUB	LOC117563424|XP_034097650.1|DALB
OG0000593	LOC117903075|XP_034670764.1|DSUB	LOC117566355|XP_034101733.1|DALB
OG0000594	LOC117896295|XP_034660407.1|DSUB	LOC117574067|XP_034113581.1|DALB
OG0000594	LOC117898096|XP_034663166.1|DSUB	LOC117576155|XP_034116619.1|DALB
OG0000595	LOC117899688|XP_034665772.1|DSUB	LOC117575204|XP_034115214.1|DALB
OG0000595	LOC117896796|XP_034661183.1|DSUB	LOC117573641|XP_034112843.1|DALB
OG0000596	LOC117903345|XP_034671185.1|DSUB	LOC117577918|XP_034118806.1|DALB
OG0000596	LOC117899582|XP_034665589.1|DSUB	LOC117573268|XP_034112239.1|DALB, LOC117573267|XP_034112238.1|DALB, LOC117563806|XP_034098230.1|DALB
OG0000597	LOC117896050|XP_034659950.1|DSUB	LOC117574430|XP_034114158.1|DALB, LOC117573713|XP_034112974.1|DALB
OG0000597	LOC117897082|XP_034661611.1|DSUB	LOC117574431|XP_034114159.1|DALB
OG0000598	LOC117896003|XP_034659890.1|DSUB	LOC117574273|XP_034113913.1|DALB
OG0000599	LOC117893545|XP_034656087.1|DSUB	LOC117566392|XP_034101791.1|DALB
OG0000600	LOC117890088|XP_034650637.1|DSUB	LOC117570761|XP_034108482.1|DALB
OG0000601	LOC117900886|XP_034667306.1|DSUB	LOC117565708|XP_034100844.1|DALB
OG0000601	LOC117902109|XP_034669108.1|DSUB	LOC117565706|XP_034100839.1|DALB
OG0000603	LOC117902791|XP_034670297.1|DSUB	LOC117566116|XP_034101478.1|DALB
OG0000604	LOC117900813|XP_034667195.1|DSUB	LOC117564075|XP_034098592.1|DALB
OG0000604	LOC117900814|XP_034667198.1|DSUB	LOC117564382|XP_034098992.1|DALB
OG0000605	LOC117900080|XP_034666175.1|DSUB	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB
OG0000606	LOC117895970|XP_034659820.1|DSUB	LOC117574263|XP_034113889.1|DALB
OG0000607	LOC117897649|XP_034662515.1|DSUB	LOC117573731|XP_034112993.1|DALB
OG0000607	LOC117898354|XP_034663578.1|DSUB	LOC117573336|XP_034112336.1|DALB
OG0000608	LOC117898179|XP_034663278.1|DSUB	LOC117575661|XP_034115840.1|DALB
OG0000609	LOC117903710|XP_034671947.1|DSUB	LOC117564820|XP_034099634.1|DALB, LOC117564819|XP_034099631.1|DALB, LOC117564818|XP_034099630.1|DALB
OG0000610	LOC117894067|XP_034656810.1|DSUB	LOC117567740|XP_034103816.1|DALB
OG0000610	LOC117890436|XP_034651157.1|DSUB	LOC117568908|XP_034105704.1|DALB
OG0000611	LOC117891655|XP_034653098.1|DSUB	LOC117572225|XP_034110794.1|DALB
OG0000611	LOC117889862|XP_034650255.1|DSUB	LOC117569955|XP_034107216.1|DALB
OG0000612	LOC117895884|XP_034659778.1|DSUB, LOC117895882|XP_034659773.1|DSUB	LOC117571175|XP_034109093.1|DALB
OG0000614	LOC117903898|XP_034672292.1|DSUB	LOC117573517|XP_034112645.1|DALB
OG0000615	LOC117893503|XP_034656032.1|DSUB	LOC117569740|XP_034106917.1|DALB
OG0000615	LOC117898117|XP_034663196.1|DSUB	LOC117574393|XP_034114122.1|DALB
OG0000616	LOC117903577|XP_034671686.1|DSUB	LOC117575413|XP_034115488.1|DALB
OG0000617	LOC117896190|XP_034660171.1|DSUB	LOC117575989|XP_034116376.1|DALB
OG0000617	LOC117899355|XP_034665218.1|DSUB	LOC117575506|XP_034115640.1|DALB
OG0000618	LOC117899697|XP_034665791.1|DSUB	LOC117573703|XP_034112962.1|DALB
OG0000618	LOC117893094|XP_034655415.1|DSUB	LOC117572345|XP_034110993.1|DALB
OG0000619	LOC117892470|XP_034654614.1|DSUB	LOC117572298|XP_034110901.1|DALB
OG0000620	LOC117894480|XP_034657473.1|DSUB	LOC117567579|XP_034103547.1|DALB
OG0000621	LOC117896275|XP_034660368.1|DSUB, LOC117900158|XP_034666293.1|DSUB	LOC117576522|XP_034117232.1|DALB
OG0000621	LOC117903506|XP_034671478.1|DSUB	LOC117570374|XP_034107863.1|DALB
OG0000622	LOC117894660|XP_034657725.1|DSUB	LOC117570206|XP_034107585.1|DALB
OG0000622	LOC117894157|XP_034656945.1|DSUB	LOC117569833|XP_034107049.1|DALB
OG0000623	LOC117894704|XP_034657778.1|DSUB	LOC117569825|XP_034107040.1|DALB
OG0000623	LOC117895609|XP_034659248.1|DSUB	LOC117571426|XP_034109457.1|DALB
OG0000624	LOC117891636|XP_034653073.1|DSUB	LOC117570531|XP_034108127.1|DALB
OG0000625	LOC117895500|XP_034659087.1|DSUB	LOC117572722|XP_034111677.1|DALB
OG0000625	LOC117895518|XP_034659113.1|DSUB	LOC117572724|XP_034111680.1|DALB
OG0000626	LOC117890396|XP_034651091.1|DSUB	LOC117566761|XP_034102195.1|DALB
OG0000626	LOC117889978|XP_034650450.1|DSUB	LOC117569433|XP_034106484.1|DALB
OG0000627	LOC117894438|XP_034657395.1|DSUB	LOC117572507|XP_034111252.1|DALB
OG0000627	LOC117901467|XP_034668124.1|DSUB	LOC117574429|XP_034114161.1|DALB
OG0000628	LOC117901746|XP_034668524.1|DSUB	LOC117565246|XP_034100148.1|DALB
OG0000629	LOC117898001|XP_034663020.1|DSUB	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB
OG0000629	LOC117902665|XP_034670086.1|DSUB	LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB
OG0000630	LOC117900872|XP_034667287.1|DSUB	LOC117564045|XP_034098545.1|DALB
OG0000630	LOC117901539|XP_034668220.1|DSUB	LOC117565056|XP_034099894.1|DALB
OG0000631	LOC117900289|XP_034666492.1|DSUB	LOC117564713|XP_034099485.1|DALB
OG0000631	LOC117900867|XP_034667283.1|DSUB	LOC117565173|XP_034100055.1|DALB
OG0000632	LOC117900773|XP_034667145.1|DSUB	LOC117565524|XP_034100553.1|DALB
OG0000632	LOC117902747|XP_034670224.1|DSUB	LOC117565870|XP_034101098.1|DALB
OG0000634	LOC117890154|XP_034650736.1|DSUB	LOC117568717|XP_034105424.1|DALB
OG0000635	LOC117891291|XP_034652575.1|DSUB	LOC117567613|XP_034103593.1|DALB
OG0000635	LOC117894878|XP_034658036.1|DSUB	LOC117577669|XP_034118448.1|DALB
OG0000636	LOC117900468|XP_034666739.1|DSUB	LOC117564269|XP_034098862.1|DALB
OG0000636	LOC117900626|XP_034666946.1|DSUB	LOC117564177|XP_034098736.1|DALB
OG0000637	LOC117890544|XP_034651363.1|DSUB	LOC117567319|XP_034103113.1|DALB
OG0000637	LOC117902569|XP_034669910.1|DSUB	LOC117576420|XP_034117048.1|DALB
OG0000638	LOC117898033|XP_034663063.1|DSUB	LOC117569856|XP_034107080.1|DALB
OG0000638	LOC117900568|XP_034666870.1|DSUB	LOC117565791|XP_034100967.1|DALB
OG0000639	LOC117895870|XP_034659736.1|DSUB	LOC117572595|XP_034111394.1|DALB
OG0000641	LOC117901164|XP_034667706.1|DSUB, LOC117901066|XP_034667569.1|DSUB	LOC117574421|XP_034114149.1|DALB, LOC117576933|XP_034117967.1|DALB
OG0000643	LOC117899258|XP_034665036.1|DSUB	LOC117574455|XP_034114184.1|DALB
OG0000644	LOC117893633|XP_034656210.1|DSUB, LOC117893274|XP_034655731.1|DSUB	LOC117567265|XP_034103015.1|DALB
OG0000645	LOC117900890|XP_034667312.1|DSUB	LOC117564942|XP_034099787.1|DALB
OG0000645	LOC117900337|XP_034666567.1|DSUB	LOC117563298|XP_034097433.1|DALB, LOC117563299|XP_034097434.1|DALB
