Orthogroup	DSUB.longest_only	DMAU.longest_only
OG0001692	LOC117899532|XP_034665492.1|DSUB	LOC117144643|XP_033165829.1|DMAU
OG0001693	LOC117895007|XP_034658249.1|DSUB	LOC117147884|XP_033170859.1|DMAU
OG0001694	LOC117896266|XP_034660348.1|DSUB	LOC117143088|XP_033163456.1|DMAU
OG0001695	LOC117902281|XP_034669444.1|DSUB	LOC117136802|XP_033153757.1|DMAU
OG0001696	LOC117899424|XP_034665310.1|DSUB	LOC117142225|XP_033161967.1|DMAU
OG0001697	LOC117898624|XP_034664071.1|DSUB	LOC117143205|XP_033163641.1|DMAU
OG0001698	LOC117903191|XP_034670942.1|DSUB	LOC117148498|XP_033171771.1|DMAU
OG0001699	LOC117898337|XP_034663552.1|DSUB	LOC117142581|XP_033162542.1|DMAU
OG0001700	LOC117898138|XP_034663224.1|DSUB	LOC117143129|XP_033163510.1|DMAU
OG0001701	LOC117896173|XP_034660145.1|DSUB	LOC117144739|XP_033165982.1|DMAU
OG0001702	LOC117901998|XP_034668903.1|DSUB	LOC117150609|XP_033173504.1|DMAU
OG0001703	LOC117898053|XP_034663105.1|DSUB	LOC117145659|XP_033167282.1|DMAU
OG0001704	LOC117896571|XP_034660862.1|DSUB	LOC117145652|XP_033167273.1|DMAU
OG0001705	LOC117897467|XP_034662207.1|DSUB	LOC117143342|XP_033163896.1|DMAU
OG0001706	LOC117902107|XP_034669106.1|DSUB	LOC117136263|XP_033152972.1|DMAU
OG0001707	LOC117897850|XP_034662809.1|DSUB	LOC117145673|XP_033167296.1|DMAU
OG0001708	LOC117896790|XP_034661178.1|DSUB	LOC117142755|XP_033162828.1|DMAU
OG0001709	LOC117894285|XP_034657134.1|DSUB	LOC117139411|XP_033157579.1|DMAU
OG0001710	LOC117899699|XP_034665797.1|DSUB	LOC117143161|XP_033163563.1|DMAU
OG0001711	LOC117896310|XP_034660425.1|DSUB	LOC117143117|XP_033163495.1|DMAU
OG0001712	LOC117897542|XP_034662359.1|DSUB	LOC117146121|XP_033168009.1|DMAU
OG0001713	LOC117899583|XP_034665590.1|DSUB	LOC117145402|XP_033166931.1|DMAU
OG0001714	LOC117899714|XP_034665820.1|DSUB	LOC117145842|XP_033167539.1|DMAU
OG0001715	LOC117898307|XP_034663477.1|DSUB	LOC117147805|XP_033170748.1|DMAU
OG0001716	LOC117896220|XP_034660249.1|DSUB	LOC117148334|XP_033171559.1|DMAU
OG0001717	LOC117898609|XP_034664050.1|DSUB	LOC117145190|XP_033166640.1|DMAU
OG0001718	LOC117896497|XP_034660729.1|DSUB	LOC117146000|XP_033167808.1|DMAU
OG0001719	LOC117897852|XP_034662813.1|DSUB	LOC117142255|XP_033162005.1|DMAU
OG0001720	LOC117896038|XP_034659938.1|DSUB	LOC117146061|XP_033167892.1|DMAU
OG0001721	LOC117899569|XP_034665573.1|DSUB	LOC117143303|XP_033163801.1|DMAU
OG0001722	LOC117895185|XP_034658555.1|DSUB	LOC117139475|XP_033157684.1|DMAU
OG0001723	LOC117890227|XP_034650856.1|DSUB	LOC117137199|XP_033154440.1|DMAU
OG0001724	LOC117891687|XP_034653157.1|DSUB	LOC117136752|XP_033153675.1|DMAU
OG0001725	LOC117891670|XP_034653130.1|DSUB	LOC117136464|XP_033153286.1|DMAU
OG0001726	LOC117893624|XP_034656195.1|DSUB	LOC117139808|XP_033158326.1|DMAU
OG0001727	LOC117896307|XP_034660421.1|DSUB	LOC117145265|XP_033166741.1|DMAU
OG0001728	LOC117891650|XP_034653090.1|DSUB	LOC117136259|XP_033152968.1|DMAU
OG0001729	LOC117891659|XP_034653105.1|DSUB	LOC117137805|XP_033155371.1|DMAU
OG0001730	LOC117900752|XP_034667125.1|DSUB	LOC117150672|XP_033173565.1|DMAU
OG0001731	LOC117891096|XP_034652170.1|DSUB	LOC117135757|XP_033152104.1|DMAU
OG0001732	LOC117901736|XP_034668510.1|DSUB	LOC117150700|XP_033173603.1|DMAU
OG0001733	LOC117892183|XP_034654161.1|DSUB	LOC117136477|XP_033153305.1|DMAU
OG0001734	LOC117891240|XP_034652477.1|DSUB	LOC117136828|XP_033153793.1|DMAU
OG0001735	LOC117895799|XP_034659610.1|DSUB	LOC117139498|XP_033157717.1|DMAU
OG0001736	LOC117892113|XP_034654019.1|DSUB	LOC117137538|XP_033154925.1|DMAU
OG0001737	LOC117891221|XP_034652457.1|DSUB	LOC117138405|XP_033156374.1|DMAU
OG0001738	LOC117894606|XP_034657648.1|DSUB	LOC117140852|XP_033159870.1|DMAU
OG0001739	LOC117890680|XP_034651555.1|DSUB	LOC117136292|XP_033153019.1|DMAU
OG0001740	LOC117891621|XP_034653048.1|DSUB	LOC117138551|XP_033156601.1|DMAU
OG0001741	LOC117899653|XP_034665724.1|DSUB	LOC117146027|XP_033167849.1|DMAU
OG0001742	LOC117890131|XP_034650709.1|DSUB, LOC117890132|XP_034650710.1|DSUB	LOC117137874|XP_033155491.1|DMAU
OG0001743	LOC117893557|XP_034656110.1|DSUB	LOC117139096|XP_033157115.1|DMAU
OG0001744	LOC117889742|XP_034650056.1|DSUB	LOC117136242|XP_033152918.1|DMAU
OG0001745	LOC117892426|XP_034654551.1|DSUB	LOC117136869|XP_033153861.1|DMAU
OG0001746	LOC117894423|XP_034657357.1|DSUB	LOC117141171|XP_033160398.1|DMAU
OG0001747	LOC117890076|XP_034650610.1|DSUB	LOC117138668|XP_033156797.1|DMAU
OG0001748	LOC117895669|XP_034659381.1|DSUB	LOC117141425|XP_033160749.1|DMAU
OG0001749	LOC117892211|XP_034654202.1|DSUB	LOC117136334|XP_033153086.1|DMAU
OG0001750	LOC117892206|XP_034654195.1|DSUB	LOC117136331|XP_033153078.1|DMAU
OG0001751	LOC117893996|XP_034656699.1|DSUB	LOC117141443|XP_033160787.1|DMAU
OG0001752	LOC117895535|XP_034659133.1|DSUB	LOC117141504|XP_033160881.1|DMAU
OG0001753	LOC117893684|XP_034656264.1|DSUB	LOC117139565|XP_033157853.1|DMAU
OG0001754	LOC117889901|XP_034650307.1|DSUB	LOC117135776|XP_033152136.1|DMAU
OG0001755	LOC117894184|XP_034656988.1|DSUB	LOC117141477|XP_033160838.1|DMAU
OG0001756	LOC117891537|XP_034652939.1|DSUB	LOC117138595|XP_033156667.1|DMAU
OG0001757	LOC117891011|XP_034652060.1|DSUB	LOC117136958|XP_033154013.1|DMAU
OG0001758	LOC117895768|XP_034659533.1|DSUB	LOC117139762|XP_033158220.1|DMAU
OG0001759	LOC117890765|XP_034651722.1|DSUB	LOC117138369|XP_033156327.1|DMAU
OG0001760	LOC117891361|XP_034652688.1|DSUB	LOC117137922|XP_033155563.1|DMAU
OG0001761	LOC117892178|XP_034654150.1|DSUB	LOC117136476|XP_033153301.1|DMAU
OG0001762	LOC117902728|XP_034670191.1|DSUB	LOC117150520|XP_033173329.1|DMAU
OG0001763	LOC117902566|XP_034669900.1|DSUB	LOC117150788|XP_033173728.1|DMAU
OG0001764	LOC117897455|XP_034662192.1|DSUB	LOC117143711|XP_033164401.1|DMAU
OG0001765	LOC117892288|XP_034654299.1|DSUB	LOC117135514|XP_033151642.1|DMAU
OG0001766	LOC117900266|XP_034666466.1|DSUB	LOC117140041|XP_033158668.1|DMAU
OG0001767	LOC117900609|XP_034666915.1|DSUB, LOC117901185|XP_034667730.1|DSUB	LOC117150681|XP_033173577.1|DMAU
OG0001768	LOC117902484|XP_034669786.1|DSUB	LOC117145961|XP_033167752.1|DMAU
OG0001769	LOC117901087|XP_034667603.1|DSUB	LOC117150157|XP_033172847.1|DMAU
OG0001770	LOC117899985|XP_034666044.1|DSUB	LOC117148851|XP_033172404.1|DMAU
OG0001771	LOC117902713|XP_034670166.1|DSUB	LOC117150590|XP_033173437.1|DMAU
OG0001772	LOC117902463|XP_034669757.1|DSUB	LOC117145476|XP_033167046.1|DMAU
OG0001773	LOC117901992|XP_034668895.1|DSUB	LOC117150201|XP_033172885.1|DMAU
OG0001774	LOC117891437|XP_034652801.1|DSUB	LOC117136505|XP_033153340.1|DMAU
OG0001775	LOC117894004|XP_034656722.1|DSUB	LOC117148940|XP_033172557.1|DMAU
OG0001776	LOC117900734|XP_034667100.1|DSUB	LOC117135184|XP_033151142.1|DMAU
OG0001777	LOC117901125|XP_034667655.1|DSUB	LOC117141801|XP_033161341.1|DMAU
OG0001778	LOC117902058|XP_034669021.1|DSUB	LOC117150503|XP_033173300.1|DMAU
OG0001779	LOC117900601|XP_034666904.1|DSUB	LOC117147518|XP_033170328.1|DMAU
OG0001780	LOC117892514|XP_034654688.1|DSUB	LOC117136367|XP_033153139.1|DMAU
OG0001781	LOC117901199|XP_034667742.1|DSUB	LOC117142149|XP_033161929.1|DMAU
OG0001782	LOC117900207|XP_034666373.1|DSUB	LOC117150657|XP_033173539.1|DMAU
OG0001783	LOC117902122|XP_034669137.1|DSUB	LOC117145902|XP_033167647.1|DMAU
OG0001784	LOC117900170|XP_034666306.1|DSUB	LOC117150947|XP_033174011.1|DMAU
OG0001785	LOC117891113|XP_034652207.1|DSUB	LOC117136455|XP_033153270.1|DMAU
OG0001786	LOC117900476|XP_034666749.1|DSUB	LOC117148092|XP_033171199.1|DMAU
OG0001787	LOC117900425|XP_034666680.1|DSUB	LOC117139124|XP_033157166.1|DMAU
OG0001788	LOC117891498|XP_034652877.1|DSUB	LOC117135493|XP_033151605.1|DMAU
OG0001789	LOC117890090|XP_034650641.1|DSUB	LOC117136950|XP_033153991.1|DMAU
OG0001790	LOC117901611|XP_034668321.1|DSUB	LOC117150832|XP_033173794.1|DMAU
OG0001791	LOC117892276|XP_034654287.1|DSUB	LOC117138336|XP_033156265.1|DMAU
OG0001792	LOC117901206|XP_034667751.1|DSUB	LOC117139729|XP_033158161.1|DMAU
OG0001793	LOC117892145|XP_034654076.1|DSUB	LOC117135411|XP_033151450.1|DMAU
OG0001794	LOC117902057|XP_034669020.1|DSUB	LOC117150504|XP_033173301.1|DMAU
OG0001795	LOC117901874|XP_034668722.1|DSUB	LOC117139585|XP_033157893.1|DMAU
OG0001796	LOC117893845|XP_034656505.1|DSUB	LOC117147680|XP_033170549.1|DMAU
OG0001797	LOC117902992|XP_034670599.1|DSUB	LOC117146303|XP_033168232.1|DMAU
OG0001798	LOC117890798|XP_034651765.1|DSUB	LOC117138242|XP_033156083.1|DMAU
OG0001799	LOC117895794|XP_034659593.1|DSUB	LOC117148428|XP_033171692.1|DMAU
OG0001800	LOC117900297|XP_034666500.1|DSUB	LOC117141187|XP_033160420.1|DMAU
OG0001801	LOC117894317|XP_034657179.1|DSUB	LOC117139480|XP_033157690.1|DMAU
OG0001802	LOC117897197|XP_034661791.1|DSUB	LOC117143564|XP_033164200.1|DMAU
OG0001803	LOC117896991|XP_034661439.1|DSUB, LOC117896797|XP_034661186.1|DSUB	LOC117144035|XP_033164891.1|DMAU
OG0001804	LOC117898217|XP_034663336.1|DSUB	LOC117142991|XP_033163235.1|DMAU
OG0001805	LOC117894620|XP_034657676.1|DSUB	LOC117141181|XP_033160410.1|DMAU
OG0001806	LOC117896836|XP_034661242.1|DSUB	LOC117145880|XP_033167595.1|DMAU
OG0001807	LOC117896387|XP_034660583.1|DSUB	LOC117144675|XP_033165887.1|DMAU
OG0001808	LOC117899422|XP_034665303.1|DSUB	LOC117145339|XP_033166840.1|DMAU
OG0001809	LOC117897776|XP_034662712.1|DSUB	LOC117142647|XP_033162644.1|DMAU
OG0001810	LOC117898187|XP_034663294.1|DSUB	LOC117145083|XP_033166491.1|DMAU
OG0001811	LOC117891331|XP_034652641.1|DSUB	LOC117137064|XP_033154169.1|DMAU
OG0001812	LOC117901271|XP_034667860.1|DSUB	LOC117146439|XP_033168543.1|DMAU
OG0001813	LOC117896350|XP_034660513.1|DSUB	LOC117142830|XP_033162950.1|DMAU
OG0001814	LOC117898951|XP_034664566.1|DSUB	LOC117142566|XP_033162508.1|DMAU
OG0001815	LOC117899630|XP_034665677.1|DSUB	LOC117144789|XP_033166049.1|DMAU
OG0001816	LOC117892673|XP_034654960.1|DSUB	LOC117137212|XP_033154458.1|DMAU
OG0001817	LOC117892674|XP_034654961.1|DSUB	LOC117138259|XP_033156111.1|DMAU
OG0001818	LOC117903508|XP_034671482.1|DSUB	LOC117148233|XP_033171417.1|DMAU
OG0001819	LOC117890011|XP_034650501.1|DSUB	LOC117135453|XP_033151530.1|DMAU
OG0001820	LOC117901671|XP_034668402.1|DSUB	LOC117146967|XP_033169526.1|DMAU
OG0001821	LOC117892050|XP_034653869.1|DSUB	LOC117138006|XP_033155699.1|DMAU
OG0001822	LOC117890767|XP_034651725.1|DSUB	LOC117137747|XP_033155222.1|DMAU
OG0001823	LOC117895529|XP_034659126.1|DSUB	LOC117140245|XP_033158938.1|DMAU
OG0001824	LOC117901929|XP_034668789.1|DSUB	LOC117151071|XP_033174204.1|DMAU
OG0001825	LOC117891815|XP_034653418.1|DSUB	LOC117138084|XP_033155824.1|DMAU
OG0001826	LOC117890007|XP_034650495.1|DSUB	LOC117137620|XP_033155042.1|DMAU
OG0001827	LOC117892122|XP_034654045.1|DSUB	LOC117138144|XP_033155913.1|DMAU
OG0001828	LOC117899319|XP_034665145.1|DSUB	LOC117146567|XP_033168757.1|DMAU
OG0001829	LOC117891309|XP_034652610.1|DSUB	LOC117137383|XP_033154687.1|DMAU
OG0001830	LOC117890381|XP_034651072.1|DSUB	LOC117135880|XP_033152314.1|DMAU
OG0001831	LOC117894885|XP_034658057.1|DSUB	LOC117141475|XP_033160836.1|DMAU
OG0001832	LOC117900284|XP_034666490.1|DSUB	LOC117148545|XP_033171870.1|DMAU
OG0001833	LOC117891257|XP_034652518.1|DSUB	LOC117137509|XP_033154881.1|DMAU
OG0001834	LOC117899185|XP_034664937.1|DSUB	LOC117142523|XP_033162460.1|DMAU
OG0001838	LOC117891127|XP_034652222.1|DSUB	LOC117137650|XP_033155078.1|DMAU
OG0001839	LOC117890231|XP_034650860.1|DSUB	LOC117141914|XP_033161533.1|DMAU, LOC117136295|XP_033153029.1|DMAU
OG0001840	LOC117901632|XP_034668353.1|DSUB	LOC117148925|XP_033172539.1|DMAU, LOC117149176|XP_033172645.1|DMAU
OG0001841	LOC117894195|XP_034657002.1|DSUB	LOC117140525|XP_033159397.1|DMAU, LOC117140526|XP_033159401.1|DMAU
OG0001842	LOC117895589|XP_034659229.1|DSUB	LOC117141991|XP_033161721.1|DMAU, LOC117140784|XP_033159770.1|DMAU
OG0001843	LOC117894263|XP_034657108.1|DSUB	LOC117139363|XP_033157506.1|DMAU
OG0001844	LOC117893929|XP_034656602.1|DSUB	LOC117140409|XP_033159173.1|DMAU, LOC117140374|XP_033159130.1|DMAU
OG0001845	LOC117890229|XP_034650858.1|DSUB	LOC117136646|XP_033153532.1|DMAU
OG0001846	LOC117896672|XP_034661010.1|DSUB	LOC117144178|XP_033165114.1|DMAU, LOC117144229|XP_033165185.1|DMAU
OG0001847	LOC117895532|XP_034659130.1|DSUB, LOC117895533|XP_034659131.1|DSUB, LOC117895534|XP_034659132.1|DSUB	LOC117141336|XP_033160630.1|DMAU, LOC117141334|XP_033160629.1|DMAU, LOC117141333|XP_033160628.1|DMAU
OG0001848	LOC117896316|XP_034660438.1|DSUB	LOC117140198|XP_033158872.1|DMAU
OG0001849	LOC117899030|XP_034664680.1|DSUB	LOC117142817|XP_033162924.1|DMAU
OG0001850	LOC117902978|XP_034670536.1|DSUB	LOC117146243|XP_033168055.1|DMAU
OG0001851	LOC117902914|XP_034670374.1|DSUB	LOC117146341|XP_033168363.1|DMAU
OG0001852	LOC117894012|XP_034656728.1|DSUB	LOC117139610|XP_033157940.1|DMAU
OG0001853	LOC117896467|XP_034660691.1|DSUB	LOC117143309|XP_033163810.1|DMAU
OG0001854	LOC117903633|XP_034671797.1|DSUB	LOC117147202|XP_033169902.1|DMAU
OG0001855	LOC117892107|XP_034654008.1|DSUB	LOC117137835|XP_033155416.1|DMAU
OG0001856	LOC117900882|XP_034667300.1|DSUB, LOC117903167|XP_034670903.1|DSUB	LOC117148110|XP_033171220.1|DMAU
OG0001857	LOC117903887|XP_034672280.1|DSUB	LOC117147274|XP_033169998.1|DMAU
OG0001858	LOC117903832|XP_034672174.1|DSUB	LOC117148801|XP_033172307.1|DMAU
OG0001859	LOC117900987|XP_034667478.1|DSUB	LOC117146707|XP_033169013.1|DMAU, LOC117147084|XP_033169739.1|DMAU
OG0001860	LOC117894414|XP_034657315.1|DSUB	LOC117140057|XP_033158686.1|DMAU
OG0001861	LOC117896120|XP_034660066.1|DSUB	LOC117144970|XP_033166322.1|DMAU
OG0001862	LOC117903476|XP_034671422.1|DSUB	LOC117147352|XP_033170106.1|DMAU
OG0001863	LOC117903757|XP_034672058.1|DSUB	LOC117146761|XP_033169150.1|DMAU
OG0001864	LOC117896534|XP_034660804.1|DSUB	LOC117144458|XP_033165504.1|DMAU
OG0001865	LOC117896088|XP_034660021.1|DSUB	LOC117148095|XP_033171198.1|DMAU
OG0001866	LOC117899544|XP_034665513.1|DSUB	LOC117144886|XP_033166194.1|DMAU
OG0001867	LOC117894240|XP_034657052.1|DSUB	LOC117141083|XP_033160273.1|DMAU
OG0001868	LOC117901979|XP_034668877.1|DSUB	LOC117137783|XP_033155301.1|DMAU
OG0001869	LOC117897866|XP_034662830.1|DSUB	LOC117145210|XP_033166666.1|DMAU
OG0001870	LOC117901331|XP_034667934.1|DSUB	LOC117148788|XP_033172289.1|DMAU
OG0001871	LOC117894097|XP_034656865.1|DSUB	LOC117148942|XP_033172558.1|DMAU
OG0001872	LOC117897151|XP_034661714.1|DSUB	LOC117145282|XP_033166761.1|DMAU
OG0001873	LOC117899457|XP_034665359.1|DSUB	LOC117143067|XP_033163416.1|DMAU
OG0001874	LOC117899763|XP_034665911.1|DSUB	LOC117143203|XP_033163639.1|DMAU
OG0001875	LOC117899728|XP_034665863.1|DSUB	LOC117144951|XP_033166299.1|DMAU
OG0001876	LOC117903031|XP_034670655.1|DSUB	LOC117146430|XP_033168528.1|DMAU
OG0001877	LOC117895602|XP_034659664.1|DSUB, LOC117896339|XP_034660898.1|DSUB, LOC117898690|XP_034664599.1|DSUB	LOC117147395|XP_033170155.1|DMAU
OG0001878	LOC117899117|XP_034664797.1|DSUB	LOC117143973|XP_033164800.1|DMAU
OG0001879	LOC117898617|XP_034664062.1|DSUB	LOC117143194|XP_033163621.1|DMAU
OG0001880	LOC117897570|XP_034662404.1|DSUB	LOC117143107|XP_033163480.1|DMAU
OG0001881	LOC117899168|XP_034664918.1|DSUB	LOC117143780|XP_033164504.1|DMAU
OG0001882	LOC117896981|XP_034661427.1|DSUB	LOC117143895|XP_033164690.1|DMAU
OG0001883	LOC117898459|XP_034663772.1|DSUB	LOC117145908|XP_033167653.1|DMAU
OG0001884	LOC117896332|XP_034660463.1|DSUB	LOC117144102|XP_033165011.1|DMAU
OG0001885	LOC117902391|XP_034669606.1|DSUB	LOC117150674|XP_033173570.1|DMAU
OG0001886	LOC117897635|XP_034662500.1|DSUB	LOC117142439|XP_033162294.1|DMAU
OG0001887	LOC117890177|XP_034650766.1|DSUB	LOC117138376|XP_033156335.1|DMAU
OG0001888	LOC117898084|XP_034663153.1|DSUB	LOC117145098|XP_033166508.1|DMAU
OG0001889	LOC117898691|XP_034664199.1|DSUB	LOC117147800|XP_033170741.1|DMAU
OG0001890	LOC117895778|XP_034659565.1|DSUB	LOC117139848|XP_033158386.1|DMAU
OG0001891	LOC117896271|XP_034660365.1|DSUB	LOC117144169|XP_033165102.1|DMAU
OG0001892	LOC117896929|XP_034661359.1|DSUB	LOC117139156|XP_033157206.1|DMAU
OG0001893	LOC117897260|XP_034661875.1|DSUB	LOC117143031|XP_033163311.1|DMAU
OG0001894	LOC117890237|XP_034650867.1|DSUB	LOC117137008|XP_033154087.1|DMAU
OG0001895	LOC117902909|XP_034670360.1|DSUB	LOC117146235|XP_033168031.1|DMAU
OG0001896	LOC117901446|XP_034668078.1|DSUB	LOC117137794|XP_033155349.1|DMAU
OG0001897	LOC117896327|XP_034660455.1|DSUB	LOC117146040|XP_033167868.1|DMAU
OG0001898	LOC117903320|XP_034671153.1|DSUB	LOC117148600|XP_033171972.1|DMAU, LOC117148601|XP_033171973.1|DMAU
OG0001899	LOC117899534|XP_034665494.1|DSUB	LOC117143115|XP_033163491.1|DMAU
OG0001900	LOC117893840|XP_034656497.1|DSUB	LOC117140396|XP_033159154.1|DMAU
OG0001901	LOC117901820|XP_034668629.1|DSUB	LOC117150513|XP_033173313.1|DMAU
OG0001902	LOC117896379|XP_034660547.1|DSUB	LOC117141917|XP_033161537.1|DMAU
OG0001903	LOC117897185|XP_034661775.1|DSUB	LOC117143453|XP_033164053.1|DMAU
OG0001904	LOC117899013|XP_034664660.1|DSUB	LOC117145527|XP_033167110.1|DMAU
OG0001905	LOC117898789|XP_034664318.1|DSUB	LOC117147360|XP_033170115.1|DMAU
OG0001906	LOC117899611|XP_034665636.1|DSUB	LOC117143289|XP_033163767.1|DMAU
OG0001907	LOC117889615|XP_034649930.1|DSUB	LOC117147626|XP_033170481.1|DMAU
OG0001908	LOC117898742|XP_034664255.1|DSUB	LOC117145943|XP_033167714.1|DMAU
OG0001909	LOC117903254|XP_034671047.1|DSUB, LOC117892177|XP_034654152.1|DSUB	LOC117148752|XP_033172234.1|DMAU
OG0001910	LOC117897101|XP_034661635.1|DSUB	LOC117143974|XP_033164802.1|DMAU
OG0001911	LOC117898578|XP_034663990.1|DSUB	LOC117146088|XP_033167931.1|DMAU
OG0001912	LOC117890941|XP_034651967.1|DSUB	LOC117136466|XP_033153288.1|DMAU
OG0001913	LOC117900444|XP_034666705.1|DSUB	LOC117150413|XP_033173171.1|DMAU
OG0001914	LOC117899561|XP_034665546.1|DSUB	LOC117142681|XP_033162711.1|DMAU
OG0001915	LOC117893120|XP_034655456.1|DSUB	LOC117140447|XP_033159263.1|DMAU
OG0001916	LOC117892488|XP_034654645.1|DSUB	LOC117136515|XP_033153350.1|DMAU
OG0001917	LOC117895868|XP_034659732.1|DSUB	LOC117140951|XP_033160060.1|DMAU
OG0001918	LOC117895361|XP_034658835.1|DSUB	LOC117139412|XP_033157580.1|DMAU
OG0001919	LOC117889971|XP_034650428.1|DSUB	LOC117135662|XP_033151944.1|DMAU
OG0001920	LOC117893390|XP_034655877.1|DSUB	LOC117142126|XP_033161913.1|DMAU
OG0001921	LOC117890827|XP_034651795.1|DSUB	LOC117135628|XP_033151891.1|DMAU
OG0001922	LOC117890768|XP_034651728.1|DSUB	LOC117135431|XP_033151484.1|DMAU
OG0001923	LOC117894937|XP_034658131.1|DSUB	LOC117139504|XP_033157726.1|DMAU
OG0001924	LOC117901474|XP_034668128.1|DSUB	LOC117135844|XP_033152248.1|DMAU
OG0001925	LOC117893026|XP_034655275.1|DSUB	LOC117139245|XP_033157347.1|DMAU
OG0001926	LOC117895815|XP_034659632.1|DSUB	LOC117139146|XP_033157195.1|DMAU
OG0001927	LOC117892373|XP_034654474.1|DSUB	LOC117135791|XP_033152174.1|DMAU
OG0001928	LOC117895448|XP_034659006.1|DSUB	LOC117141730|XP_033161238.1|DMAU
OG0001929	LOC117895375|XP_034658854.1|DSUB	LOC117141641|XP_033161087.1|DMAU
OG0001930	LOC117891627|XP_034653056.1|DSUB	LOC117135510|XP_033151637.1|DMAU
OG0001931	LOC117893678|XP_034656258.1|DSUB	LOC117141390|XP_033160696.1|DMAU
OG0001932	LOC117894899|XP_034658081.1|DSUB	LOC117139963|XP_033158553.1|DMAU
OG0001933	LOC117891167|XP_034652381.1|DSUB	LOC117137475|XP_033154840.1|DMAU
OG0001934	LOC117893756|XP_034656382.1|DSUB	LOC117140427|XP_033159232.1|DMAU
OG0001935	LOC117894503|XP_034657504.1|DSUB	LOC117140603|XP_033159505.1|DMAU
OG0001937	LOC117889850|XP_034650235.1|DSUB	LOC117138654|XP_033156773.1|DMAU
OG0001938	LOC117890759|XP_034651711.1|DSUB	LOC117138328|XP_033156256.1|DMAU
OG0001939	LOC117892698|XP_034655000.1|DSUB	LOC117137232|XP_033154481.1|DMAU
OG0001940	LOC117891824|XP_034653454.1|DSUB	LOC117137818|XP_033155387.1|DMAU
OG0001941	LOC117894716|XP_034657789.1|DSUB	LOC117139746|XP_033158197.1|DMAU
OG0001942	LOC117891427|XP_034652789.1|DSUB	LOC117137073|XP_033154192.1|DMAU
OG0001943	LOC117894507|XP_034657507.1|DSUB	LOC117140426|XP_033159231.1|DMAU
OG0001944	LOC117892914|XP_034655118.1|DSUB	LOC117141194|XP_033160433.1|DMAU
OG0001945	LOC117890052|XP_034650574.1|DSUB	LOC117136038|XP_033152559.1|DMAU
OG0001946	LOC117890335|XP_034651018.1|DSUB	LOC117136659|XP_033153551.1|DMAU
OG0001947	LOC117890224|XP_034650852.1|DSUB	LOC117136488|XP_033153318.1|DMAU
OG0001948	LOC117901550|XP_034668242.1|DSUB	LOC117147188|XP_033169881.1|DMAU
OG0001949	LOC117893647|XP_034656227.1|DSUB	LOC117139563|XP_033157850.1|DMAU
OG0001950	LOC117898212|XP_034663326.1|DSUB	LOC117144259|XP_033165248.1|DMAU
OG0001951	LOC117892224|XP_034654214.1|DSUB	LOC117137839|XP_033155422.1|DMAU
OG0001952	LOC117891075|XP_034652143.1|DSUB	LOC117138225|XP_033156061.1|DMAU, LOC117138224|XP_033156060.1|DMAU
OG0001953	LOC117890937|XP_034651961.1|DSUB	LOC117137857|XP_033155461.1|DMAU
OG0001954	LOC117890484|XP_034651259.1|DSUB	LOC117135569|XP_033151775.1|DMAU
OG0001955	LOC117892032|XP_034653847.1|DSUB	LOC117137756|XP_033155261.1|DMAU
OG0001956	LOC117894134|XP_034656919.1|DSUB	LOC117141197|XP_033160439.1|DMAU
OG0001957	LOC117892187|XP_034654165.1|DSUB	LOC117137963|XP_033155625.1|DMAU
OG0001958	LOC117890259|XP_034650901.1|DSUB	LOC117137177|XP_033154382.1|DMAU
OG0001959	LOC117894683|XP_034657752.1|DSUB	LOC117139984|XP_033158579.1|DMAU
OG0001960	LOC117895693|XP_034659429.1|DSUB	LOC117140017|XP_033158636.1|DMAU
OG0001961	LOC117891071|XP_034652135.1|DSUB	LOC117136055|XP_033152592.1|DMAU
OG0001962	LOC117890236|XP_034650866.1|DSUB	LOC117137007|XP_033154085.1|DMAU
OG0001963	LOC117893795|XP_034656430.1|DSUB	LOC117139437|XP_033157629.1|DMAU
OG0001964	LOC117894115|XP_034656885.1|DSUB	LOC117139888|XP_033158457.1|DMAU
OG0001965	LOC117895647|XP_034659321.1|DSUB	LOC117141983|XP_033161683.1|DMAU
OG0001966	LOC117896172|XP_034660144.1|DSUB	LOC117145559|XP_033167153.1|DMAU
OG0001967	LOC117892169|XP_034654127.1|DSUB	LOC117137536|XP_033154921.1|DMAU
OG0001968	LOC117893806|XP_034656444.1|DSUB	LOC117141284|XP_033160545.1|DMAU
OG0001969	LOC117890949|XP_034651981.1|DSUB	LOC117136246|XP_033152941.1|DMAU
OG0001970	LOC117892432|XP_034654560.1|DSUB	LOC117136601|XP_033153475.1|DMAU
OG0001971	LOC117890685|XP_034651563.1|DSUB	LOC117138048|XP_033155753.1|DMAU
OG0001972	LOC117891322|XP_034652628.1|DSUB	LOC117137533|XP_033154911.1|DMAU
OG0001973	LOC117891082|XP_034652153.1|DSUB	LOC117137414|XP_033154733.1|DMAU
OG0001974	LOC117890658|XP_034651520.1|DSUB	LOC117138072|XP_033155787.1|DMAU
OG0001975	LOC117895346|XP_034658818.1|DSUB	LOC117140196|XP_033158870.1|DMAU
OG0001976	LOC117890022|XP_034650527.1|DSUB	LOC117135652|XP_033151927.1|DMAU
OG0001977	LOC117902592|XP_034669982.1|DSUB	LOC117146348|XP_033168384.1|DMAU
