Orthogroup	DSUB.longest_only	DVIR.longest_only
OG0002177	LOC117898603|XP_034664043.1|DSUB	LOC6630372|XP_002054347.1|DVIR
OG0002178	LOC117896323|XP_034660445.1|DSUB	LOC6630849|XP_015027057.1|DVIR
OG0002179	LOC117897708|XP_034662621.1|DSUB	LOC6630295|XP_002052947.2|DVIR
OG0002180	LOC117897087|XP_034661616.1|DSUB	LOC6632798|XP_002056114.3|DVIR
OG0002181	LOC117903835|XP_034672178.1|DSUB	LOC6632209|XP_002055523.1|DVIR
OG0002182	LOC117897379|XP_034662072.1|DSUB	LOC6634890|XP_015024853.1|DVIR
OG0002183	LOC117892646|XP_034654892.1|DSUB	LOC6635358|XP_002058904.1|DVIR
OG0002184	LOC117896648|XP_034660986.1|DSUB	LOC6630008|XP_002054770.1|DVIR
OG0002185	LOC117898257|XP_034663403.1|DSUB	LOC6633080|XP_002055958.2|DVIR
OG0002186	LOC117901770|XP_034668558.1|DSUB	LOC6627578|XP_002051391.1|DVIR
OG0002187	LOC117897931|XP_034662912.1|DSUB	LOC6635187|XP_002058386.1|DVIR
OG0002188	LOC117889846|XP_034650230.1|DSUB	LOC6625790|XP_032292638.1|DVIR
OG0002189	LOC117897881|XP_034662847.1|DSUB	LOC26531700|XP_015027924.1|DVIR
OG0002190	LOC117895963|XP_034659808.1|DSUB	LOC6630253|XP_002053767.1|DVIR
OG0002191	LOC117894650|XP_034657714.1|DSUB	LOC6622313|XP_002048080.1|DVIR
OG0002192	LOC117895883|XP_034659774.1|DSUB	LOC6624612|XP_002048264.1|DVIR
OG0002193	LOC117898322|XP_034663531.1|DSUB	LOC6631138|XP_002053034.1|DVIR
OG0002194	LOC117898552|XP_034663927.1|DSUB	LOC6632310|XP_002055999.1|DVIR
OG0002195	LOC117897024|XP_034661492.1|DSUB	LOC6634854|XP_002058644.1|DVIR
OG0002196	LOC117899593|XP_034665603.1|DSUB	LOC6629731|XP_002053607.1|DVIR
OG0002197	LOC117892912|XP_034655116.1|DSUB	LOC6622573|XP_002046440.3|DVIR, LOC116650597|XP_032290572.1|DVIR
OG0002198	LOC117898952|XP_034664570.1|DSUB	LOC6632743|XP_032289508.1|DVIR
OG0002199	LOC117898940|XP_034664549.1|DSUB	LOC6631217|XP_002053960.1|DVIR
OG0002200	LOC117897155|XP_034661720.1|DSUB	LOC6629698|XP_002052956.1|DVIR
OG0002202	LOC117896781|XP_034661167.1|DSUB	LOC6634848|XP_032295190.1|DVIR
OG0002203	LOC117896925|XP_034661356.1|DSUB	LOC6630351|XP_032295456.1|DVIR
OG0002204	LOC117899444|XP_034665341.1|DSUB	LOC6631146|XP_002054249.1|DVIR
OG0002205	LOC117897392|XP_034662094.1|DSUB	LOC6632422|XP_002056094.1|DVIR
OG0002206	LOC117899612|XP_034665646.1|DSUB	LOC6632381|XP_032289422.1|DVIR
OG0002207	LOC117898803|XP_034664338.1|DSUB	LOC6634938|XP_002058708.2|DVIR
OG0002208	LOC117896783|XP_034661170.1|DSUB	LOC6634934|XP_002058704.1|DVIR
OG0002209	LOC117894573|XP_034657607.1|DSUB, LOC117900294|XP_034666501.1|DSUB	LOC6633415|XP_002056814.1|DVIR
OG0002210	LOC117897991|XP_034663007.1|DSUB	LOC6630804|XP_015026964.1|DVIR
OG0002211	LOC117896827|XP_034661227.1|DSUB	LOC6632236|XP_002056085.1|DVIR
OG0002212	LOC117896237|XP_034660274.1|DSUB	LOC6632549|XP_002055828.1|DVIR
OG0002213	LOC117898638|XP_034664092.1|DSUB	LOC6629314|XP_002053533.1|DVIR
OG0002214	LOC117897002|XP_034661454.1|DSUB	LOC6630950|XP_002053940.3|DVIR
OG0002215	LOC117896532|XP_034660796.1|DSUB	LOC6630827|XP_032296148.1|DVIR
OG0002216	LOC117902253|XP_034669402.1|DSUB	LOC6626204|XP_002049790.1|DVIR
OG0002217	LOC117899450|XP_034665349.1|DSUB	LOC6630403|XP_002054268.1|DVIR
OG0002218	LOC117903324|XP_034671158.1|DSUB	LOC6633846|XP_002057198.1|DVIR
OG0002219	LOC117897925|XP_034662899.1|DSUB	LOC6633129|XP_002056072.2|DVIR
OG0002220	LOC117899003|XP_034664641.1|DSUB	LOC6633128|XP_002056071.2|DVIR
OG0002221	LOC117894494|XP_034657493.1|DSUB	LOC6623193|XP_032291353.1|DVIR
OG0002222	LOC117890044|XP_034650554.1|DSUB	LOC6626423|XP_002050367.1|DVIR
OG0002224	LOC117892526|XP_034654708.1|DSUB	LOC6626188|XP_032292180.1|DVIR
OG0002225	LOC117894121|XP_034656894.1|DSUB	LOC6623942|XP_032290647.1|DVIR
OG0002226	LOC117892415|XP_034654539.1|DSUB	LOC6626479|XP_002050464.1|DVIR
OG0002227	LOC117892342|XP_034654415.1|DSUB	LOC6625061|XP_032291796.1|DVIR
OG0002228	LOC117892070|XP_034653949.1|DSUB	LOC6627283|XP_002049625.1|DVIR
OG0002229	LOC117892045|XP_034653862.1|DSUB	LOC6626985|XP_015029593.1|DVIR
OG0002230	LOC117890746|XP_034651693.1|DSUB	LOC6636411|XP_015023923.1|DVIR, LOC116649746|XP_032292217.1|DVIR
OG0002231	LOC117892215|XP_034654206.1|DSUB	LOC6624866|XP_002048885.1|DVIR
OG0002232	LOC117889947|XP_034650377.1|DSUB	LOC6626278|XP_002050165.1|DVIR
OG0002233	LOC117894458|XP_034657449.1|DSUB	LOC6624109|XP_002047132.2|DVIR
OG0002235	LOC117891552|XP_034652959.1|DSUB	LOC6625800|XP_032291862.1|DVIR
OG0002236	LOC117891028|XP_034652082.1|DSUB	LOC6625978|XP_002049993.1|DVIR
OG0002237	LOC117889836|XP_034650215.1|DSUB	LOC6635397|XP_002058840.1|DVIR
OG0002238	LOC117890064|XP_034650593.1|DSUB	LOC6625720|XP_015030021.1|DVIR
OG0002239	LOC117892381|XP_034654483.1|DSUB	LOC6626218|XP_002050746.1|DVIR
OG0002240	LOC117892458|XP_034654598.1|DSUB	LOC6625868|XP_002050789.1|DVIR
OG0002241	LOC117895213|XP_034658595.1|DSUB	LOC6622463|XP_032291045.1|DVIR
OG0002242	LOC117895274|XP_034658690.1|DSUB	LOC6624361|XP_032290406.1|DVIR
OG0002243	LOC117896272|XP_034660366.1|DSUB	LOC6630396|XP_002054004.1|DVIR
OG0002244	LOC117895821|XP_034659649.1|DSUB	LOC6623800|XP_002047364.1|DVIR
OG0002245	LOC117894125|XP_034656903.1|DSUB	LOC6623941|XP_002048294.1|DVIR
OG0002246	LOC117891287|XP_034652570.1|DSUB	LOC6625722|XP_032291755.1|DVIR
OG0002247	LOC117890444|XP_034651166.1|DSUB	LOC116651108|XP_032292838.1|DVIR, LOC26530812|XP_015030250.2|DVIR
OG0002248	LOC117894104|XP_034656871.1|DSUB	LOC6624262|XP_002046345.1|DVIR
OG0002249	LOC117895813|XP_034659629.1|DSUB	LOC6624459|XP_002046587.1|DVIR
OG0002250	LOC117891550|XP_034652957.1|DSUB	LOC6635890|XP_032291823.1|DVIR
OG0002251	LOC117891340|XP_034652651.1|DSUB	LOC6635893|XP_032291831.1|DVIR
OG0002252	LOC117890978|XP_034652010.1|DSUB	LOC6635816|XP_002059439.2|DVIR
OG0002253	LOC117890262|XP_034650910.1|DSUB	LOC26531451|XP_032291885.1|DVIR, LOC116650363|XP_032289761.1|DVIR
OG0002254	LOC117899433|XP_034665326.1|DSUB	LOC6631021|XP_002053826.1|DVIR
OG0002255	LOC117896859|XP_034661279.1|DSUB, LOC117901264|XP_034667850.1|DSUB	LOC6634678|XP_002057994.1|DVIR
OG0002256	LOC117891946|XP_034653691.1|DSUB	LOC6626553|XP_032292560.1|DVIR
OG0002257	LOC117890712|XP_034651641.1|DSUB	LOC6636401|XP_032292991.1|DVIR, LOC116649742|XP_032292211.1|DVIR
OG0002258	LOC117893762|XP_034656392.1|DSUB	LOC6623085|XP_002046860.1|DVIR
OG0002259	LOC117890380|XP_034651074.1|DSUB	LOC6636518|XP_002060008.1|DVIR
OG0002260	LOC117894825|XP_034657963.1|DSUB	LOC6623074|XP_002048501.1|DVIR
OG0002261	LOC117893838|XP_034656494.1|DSUB	LOC6622893|XP_002047551.1|DVIR
OG0002262	LOC117890353|XP_034651036.1|DSUB	LOC6625927|XP_002049297.2|DVIR
OG0002263	LOC117893398|XP_034655887.1|DSUB	LOC6624228|XP_002046537.1|DVIR
OG0002264	LOC117890043|XP_034650552.1|DSUB	LOC6626422|XP_032292315.1|DVIR
OG0002265	LOC117894424|XP_034657358.1|DSUB	LOC6624019|XP_002046274.3|DVIR
OG0002266	LOC117894728|XP_034657812.1|DSUB	LOC6622661|XP_002048145.1|DVIR
OG0002267	LOC117895569|XP_034659179.1|DSUB	LOC6623557|XP_002046799.1|DVIR
OG0002268	LOC117893648|XP_034656228.1|DSUB	LOC6624415|XP_002047167.2|DVIR
OG0002269	LOC117890348|XP_034651030.1|DSUB	LOC6635935|XP_002059374.2|DVIR
OG0002270	LOC117889715|XP_034650027.1|DSUB	LOC6624983|XP_002050663.1|DVIR
OG0002271	LOC117895236|XP_034658636.1|DSUB	LOC6624113|XP_032291245.1|DVIR
OG0002272	LOC117893931|XP_034656605.1|DSUB	LOC6622054|XP_002046380.1|DVIR
OG0002273	LOC117895650|XP_034659327.1|DSUB	LOC6624476|XP_032289890.1|DVIR
OG0002274	LOC117894419|XP_034657321.1|DSUB	LOC6624237|XP_032290937.1|DVIR
OG0002275	LOC117893881|XP_034656543.1|DSUB	LOC6624314|XP_002046608.1|DVIR
OG0002276	LOC117895690|XP_034659415.1|DSUB	LOC6622911|XP_032290373.1|DVIR
OG0002277	LOC117895698|XP_034659436.1|DSUB	LOC6622850|XP_002046490.1|DVIR
OG0002278	LOC117893379|XP_034655864.1|DSUB	LOC6623905|XP_002047374.1|DVIR
OG0002279	LOC117895512|XP_034659101.1|DSUB	LOC6622863|XP_002047729.1|DVIR
OG0002280	LOC117893759|XP_034656386.1|DSUB	LOC6622432|XP_032291143.1|DVIR
OG0002281	LOC117892994|XP_034655239.1|DSUB	LOC6622656|XP_002047021.1|DVIR
OG0002282	LOC117893041|XP_034655307.1|DSUB	LOC6622238|XP_002046364.1|DVIR
OG0002283	LOC117892120|XP_034654042.1|DSUB	LOC6636324|XP_002059884.2|DVIR
OG0002284	LOC117892609|XP_034654851.1|DSUB	LOC6626310|XP_002050389.1|DVIR
OG0002285	LOC117903565|XP_034671663.1|DSUB	LOC6636011|XP_002059511.1|DVIR
OG0002286	LOC117890089|XP_034650639.1|DSUB	LOC6626596|XP_002049032.2|DVIR
OG0002287	LOC117889716|XP_034650028.1|DSUB	LOC6624984|XP_032291922.1|DVIR
OG0002288	LOC117895235|XP_034658632.1|DSUB	LOC6624139|XP_002047865.2|DVIR
OG0002289	LOC117895406|XP_034658930.1|DSUB	LOC6623221|XP_002046743.2|DVIR, LOC6623251|XP_002046745.1|DVIR
OG0002290	LOC117901728|XP_034668501.1|DSUB	LOC6628971|XP_002051363.1|DVIR
OG0002291	LOC117890063|XP_034650592.1|DSUB	LOC6635939|XP_032291551.1|DVIR
OG0002292	LOC117891417|XP_034652774.1|DSUB	LOC6635956|XP_032292235.1|DVIR
OG0002293	LOC117891321|XP_034652627.1|DSUB	LOC6626122|XP_002050029.2|DVIR
OG0002294	LOC117899211|XP_034664974.1|DSUB	LOC6632783|XP_002055865.1|DVIR
OG0002295	LOC117902460|XP_034669753.1|DSUB	LOC6627602|XP_015028027.2|DVIR
OG0002296	LOC117902194|XP_034669282.1|DSUB	LOC6633964|XP_002057766.2|DVIR
OG0002297	LOC117896520|XP_034660779.1|DSUB	LOC6630203|XP_002053706.1|DVIR
OG0002298	LOC117892163|XP_034654119.1|DSUB, LOC117898087|XP_034663158.1|DSUB	LOC6625548|XP_002049983.1|DVIR
OG0002299	LOC117889581|XP_034649878.1|DSUB	LOC6635913|XP_002059291.1|DVIR
OG0002300	LOC117901924|XP_034668784.1|DSUB	LOC6627945|XP_032293516.1|DVIR
OG0002301	LOC117900884|XP_034667302.1|DSUB	LOC6628213|XP_032293508.1|DVIR
OG0002302	LOC117900340|XP_034666569.1|DSUB	LOC6629194|XP_032293634.1|DVIR
OG0002303	LOC117903568|XP_034671666.1|DSUB	LOC6636013|XP_002059513.1|DVIR
OG0002304	LOC117900833|XP_034667233.1|DSUB	LOC6628577|XP_002051511.1|DVIR
OG0002305	LOC117894243|XP_034657073.1|DSUB	LOC6624224|XP_002047607.1|DVIR
OG0002306	LOC117900292|XP_034666495.1|DSUB	LOC6634379|XP_002057573.3|DVIR
OG0002307	LOC117901165|XP_034667707.1|DSUB	LOC6628443|XP_002052228.2|DVIR
OG0002308	LOC117902195|XP_034669287.1|DSUB	LOC6634031|XP_002057768.1|DVIR
OG0002309	LOC117901784|XP_034668584.1|DSUB	LOC6628100|XP_002052424.1|DVIR
OG0002310	LOC117900096|XP_034666207.1|DSUB	LOC6628028|XP_032293906.1|DVIR
OG0002311	LOC117900258|XP_034666448.1|DSUB	LOC6628327|XP_015028059.1|DVIR
OG0002312	LOC117901114|XP_034667639.1|DSUB, LOC117901228|XP_034667791.1|DSUB	LOC6634330|XP_002057683.1|DVIR
OG0002313	LOC117892228|XP_034654222.1|DSUB	LOC6626623|XP_002049699.2|DVIR
OG0002314	LOC117891468|XP_034652842.1|DSUB	LOC6626806|XP_002050923.1|DVIR
OG0002315	LOC117890510|XP_034651302.1|DSUB	LOC6624831|XP_032292938.1|DVIR
OG0002316	LOC117901807|XP_034668612.1|DSUB	LOC6627974|XP_032294633.1|DVIR
OG0002317	LOC117893208|XP_034655625.1|DSUB	LOC6622655|XP_015031427.1|DVIR
OG0002318	LOC117900172|XP_034666308.1|DSUB	LOC6628661|XP_002051817.1|DVIR
OG0002319	LOC117901512|XP_034668174.1|DSUB	LOC6634362|XP_002057703.1|DVIR
OG0002320	LOC117889950|XP_034650396.1|DSUB	LOC6626277|XP_002050164.1|DVIR
OG0002321	LOC117892515|XP_034654691.1|DSUB	LOC6625950|XP_032292975.1|DVIR
OG0002322	LOC117902025|XP_034668975.1|DSUB	LOC6634055|XP_032293582.1|DVIR
OG0002323	LOC117902005|XP_034668943.1|DSUB	LOC6635638|XP_002059243.1|DVIR
OG0002324	LOC117893834|XP_034656488.1|DSUB	LOC6622062|XP_002047554.2|DVIR
OG0002325	LOC117894364|XP_034657250.1|DSUB	LOC6623601|XP_002047799.2|DVIR
OG0002326	LOC117894366|XP_034657257.1|DSUB	LOC6623534|XP_015031376.1|DVIR
OG0002327	LOC117899599|XP_034665606.1|DSUB	LOC26531536|XP_015027913.1|DVIR
OG0002328	LOC117901262|XP_034667846.1|DSUB	LOC6628299|XP_002051184.1|DVIR
OG0002329	LOC117902742|XP_034670211.1|DSUB	LOC6628256|XP_002052935.1|DVIR
OG0002330	LOC117901365|XP_034667965.1|DSUB	LOC116649761|XP_032294345.1|DVIR
OG0002331	LOC117903457|XP_034671385.1|DSUB	LOC6631879|XP_002054972.1|DVIR
OG0002332	LOC117893236|XP_034655684.1|DSUB	LOC6622348|XP_002047742.1|DVIR
OG0002333	LOC117891968|XP_034653733.1|DSUB	LOC6627257|XP_032291711.1|DVIR
OG0002334	LOC117901408|XP_034668032.1|DSUB	LOC6628590|XP_002051483.2|DVIR
OG0002335	LOC117892240|XP_034654239.1|DSUB	LOC6627145|XP_002048957.2|DVIR
OG0002336	LOC117894044|XP_034656784.1|DSUB	LOC6623037|XP_032291128.1|DVIR
OG0002337	LOC117890915|XP_034651922.1|DSUB	LOC6636462|XP_032291653.1|DVIR, LOC116650814|XP_032291460.1|DVIR
OG0002338	LOC117900477|XP_034666752.1|DSUB	LOC6628626|XP_015028494.1|DVIR
OG0002339	LOC117900571|XP_034666869.1|DSUB	LOC6628249|XP_015028561.1|DVIR
OG0002340	LOC117902643|XP_034670058.1|DSUB, LOC117902642|XP_034670057.1|DSUB	LOC6627551|XP_002052286.2|DVIR
OG0002341	LOC117891193|XP_034652420.1|DSUB	LOC6625590|XP_002051040.2|DVIR
OG0002342	LOC117900546|XP_034666837.1|DSUB	LOC6627616|XP_015028794.1|DVIR
OG0002343	LOC117902211|XP_034669321.1|DSUB	LOC6628673|XP_002051847.2|DVIR
OG0002344	LOC117902282|XP_034669445.1|DSUB	LOC6629054|XP_015028433.1|DVIR
OG0002345	LOC117890004|XP_034650485.1|DSUB	LOC6636329|XP_002059928.3|DVIR
OG0002346	LOC117902596|XP_034669994.1|DSUB	LOC6627295|XP_032293971.1|DVIR
OG0002347	LOC117890528|XP_034651337.1|DSUB	LOC6626765|XP_002050919.1|DVIR
OG0002348	LOC117902787|XP_034670284.1|DSUB	LOC6627562|XP_002052646.1|DVIR
OG0002349	LOC117890620|XP_034651453.1|DSUB	LOC26531264|XP_015024380.1|DVIR
OG0002350	LOC117890003|XP_034650483.1|DSUB	LOC6636328|XP_002059927.1|DVIR
OG0002351	LOC117891136|XP_034652235.1|DSUB	LOC6625636|XP_002050761.1|DVIR
OG0002352	LOC117891236|XP_034652473.1|DSUB	LOC6626008|XP_032291567.1|DVIR
OG0002353	LOC117902752|XP_034670232.1|DSUB	LOC6627490|XP_002051295.2|DVIR
OG0002354	LOC117902124|XP_034669141.1|DSUB	LOC6633987|XP_002057851.2|DVIR
OG0002355	LOC117902184|XP_034669248.1|DSUB	LOC6627306|XP_015028042.1|DVIR
OG0002356	LOC117902405|XP_034669636.1|DSUB	LOC6627693|XP_002052253.1|DVIR
OG0002357	LOC117896616|XP_034660941.1|DSUB	LOC6630941|XP_032296187.1|DVIR
OG0002358	LOC117902377|XP_034669588.1|DSUB	LOC6627420|XP_002052405.1|DVIR
OG0002359	LOC117890693|XP_034651582.1|DSUB	LOC6631726|XP_002055573.1|DVIR
OG0002360	LOC117902725|XP_034670184.1|DSUB	LOC6628896|XP_002052193.1|DVIR
OG0002361	LOC117894116|XP_034656886.1|DSUB	LOC6624508|XP_002048478.1|DVIR
OG0002362	LOC117900328|XP_034666551.1|DSUB	LOC6635621|XP_015024489.1|DVIR
OG0002363	LOC117901692|XP_034668444.1|DSUB	LOC6628624|XP_002052580.1|DVIR
OG0002364	LOC117901690|XP_034668425.1|DSUB	LOC6628622|XP_032294212.1|DVIR
OG0002365	LOC117901694|XP_034668446.1|DSUB	LOC6628634|XP_032294273.1|DVIR
OG0002366	LOC117902078|XP_034669060.1|DSUB	LOC6635663|XP_032294711.1|DVIR
OG0002367	LOC117901639|XP_034668360.1|DSUB	LOC6628503|XP_002051838.1|DVIR
OG0002368	LOC117901734|XP_034668508.1|DSUB	LOC6628239|XP_002051450.1|DVIR
OG0002369	LOC117890708|XP_034651640.1|DSUB	LOC6636135|XP_002059529.1|DVIR
OG0002370	LOC117900300|XP_034666504.1|DSUB	LOC6634025|XP_002057489.1|DVIR
OG0002371	LOC117900127|XP_034666243.1|DSUB	LOC6634024|XP_002057488.1|DVIR
OG0002372	LOC117899952|XP_034665997.1|DSUB	LOC6635660|XP_002059128.2|DVIR
OG0002373	LOC117900161|XP_034666294.1|DSUB	LOC6628446|XP_002051649.1|DVIR
OG0002374	LOC117896015|XP_034659911.1|DSUB	LOC6631124|XP_002054244.1|DVIR
OG0002375	LOC117899753|XP_034665895.1|DSUB	LOC6633148|XP_002056599.1|DVIR
OG0002376	LOC117899969|XP_034666018.1|DSUB	LOC6627540|XP_032294496.1|DVIR
OG0002377	LOC117897920|XP_034662895.1|DSUB	LOC6631052|XP_002054637.1|DVIR
OG0002378	LOC117895765|XP_034659530.1|DSUB	LOC116650461|XP_032290008.1|DVIR, LOC116650464|XP_032290020.1|DVIR, LOC116650468|XP_032290027.1|DVIR, LOC6622586|XP_002048442.1|DVIR
OG0002379	LOC117901392|XP_034668017.1|DSUB	LOC6627843|XP_002051733.1|DVIR, LOC6627700|XP_002052260.2|DVIR
OG0002380	LOC117903253|XP_034671050.1|DSUB	LOC6634815|XP_002058141.1|DVIR
OG0002381	LOC117890783|XP_034651745.1|DSUB	LOC6626323|XP_002050700.1|DVIR
OG0002382	LOC117903492|XP_034671449.1|DSUB	LOC6633950|XP_002057837.1|DVIR, LOC6632063|XP_032296162.1|DVIR
OG0002383	LOC117893561|XP_034656113.1|DSUB	LOC6636856|XP_002060286.1|DVIR
OG0002384	LOC117897529|XP_034662343.1|DSUB	LOC6633324|XP_002057158.2|DVIR
OG0002385	LOC117902926|XP_034670399.1|DSUB	LOC6636210|XP_002059700.2|DVIR
OG0002386	LOC117898516|XP_034663874.1|DSUB	LOC6632505|XP_032289573.1|DVIR
OG0002387	LOC117896396|XP_034660594.1|DSUB	LOC6630311|XP_015027526.1|DVIR
OG0002388	LOC117896517|XP_034660776.1|DSUB	LOC6630274|XP_002053703.2|DVIR
OG0002389	LOC117896706|XP_034661054.1|DSUB	LOC6631024|XP_002053829.1|DVIR
OG0002390	LOC117900442|XP_034666703.1|DSUB	LOC6627780|XP_002052019.1|DVIR
OG0002391	LOC117892417|XP_034654541.1|DSUB	LOC6626101|XP_002049518.1|DVIR
OG0002392	LOC117892954|XP_034655176.1|DSUB	LOC6636559|XP_002060063.1|DVIR
OG0002393	LOC117893322|XP_034655801.1|DSUB	LOC6623907|XP_002046260.1|DVIR
OG0002394	LOC117897735|XP_034662660.1|DSUB	LOC6632749|XP_002056472.1|DVIR
OG0002395	LOC117897596|XP_034662443.1|DSUB	LOC6630326|XP_032291226.1|DVIR
OG0002396	LOC117890207|XP_034650829.1|DSUB, LOC117890206|XP_034650826.1|DSUB	LOC6636466|XP_002059915.2|DVIR
OG0002397	LOC117891138|XP_034652238.1|DSUB	LOC6626274|XP_002050040.1|DVIR
OG0002398	LOC117890789|XP_034651758.1|DSUB	LOC6636035|XP_002059640.2|DVIR
OG0002399	LOC117890388|XP_034651082.1|DSUB	LOC6624954|XP_002049178.2|DVIR
OG0002400	LOC117891163|XP_034652370.1|DSUB	LOC6625514|XP_002050096.2|DVIR
OG0002401	LOC117902932|XP_034670425.1|DSUB	LOC6636255|XP_002059724.1|DVIR
OG0002402	LOC117899795|XP_034665966.1|DSUB	LOC6630328|XP_015027203.1|DVIR
OG0002403	LOC117899797|XP_034665970.1|DSUB	LOC6630327|XP_015027204.1|DVIR
OG0002404	LOC117899458|XP_034665360.1|DSUB	LOC6630615|XP_002053744.1|DVIR
OG0002405	LOC117897775|XP_034662711.1|DSUB	LOC6633048|XP_002056756.2|DVIR
OG0002406	LOC117894015|XP_034656738.1|DSUB	LOC6623969|XP_002046248.1|DVIR
OG0002407	LOC117896393|XP_034660589.1|DSUB	LOC6629462|XP_002053879.2|DVIR
OG0002408	LOC117897913|XP_034662885.1|DSUB	LOC6630673|XP_002054631.1|DVIR
OG0002409	LOC117895583|XP_034659204.1|DSUB	LOC116650712|XP_032291061.1|DVIR, LOC6623854|XP_032294446.1|DVIR
OG0002410	LOC117896626|XP_034660954.1|DSUB	LOC6632449|XP_002056512.2|DVIR
OG0002411	LOC117898911|XP_034664491.1|DSUB	LOC6632463|XP_002056309.1|DVIR
OG0002412	LOC117899682|XP_034665763.1|DSUB	LOC26530873|XP_015027833.1|DVIR
OG0002413	LOC117902527|XP_034669848.1|DSUB	LOC6625705|XP_002050326.1|DVIR, LOC6633768|XP_002056954.1|DVIR
OG0002414	LOC117894696|XP_034657768.1|DSUB	LOC6622759|XP_002047041.1|DVIR
OG0002415	LOC117896581|XP_034660877.1|DSUB	LOC6632358|XP_032289806.1|DVIR
OG0002416	LOC117902995|XP_034670606.1|DSUB	LOC6636239|XP_002059753.1|DVIR
OG0002417	LOC117901494|XP_034668153.1|DSUB	LOC6635656|XP_002059124.1|DVIR
OG0002418	LOC117896067|XP_034659979.1|DSUB	LOC6629306|XP_032288767.1|DVIR
OG0002419	LOC117896615|XP_034660943.1|DSUB	LOC6633619|XP_002057188.1|DVIR
OG0002420	LOC117893044|XP_034655311.1|DSUB	LOC6622241|XP_015031089.1|DVIR
OG0002421	LOC117898824|XP_034664382.1|DSUB	LOC6629337|XP_002053314.2|DVIR
OG0002422	LOC117896256|XP_034660338.1|DSUB	LOC6632861|XP_002056672.1|DVIR
OG0002423	LOC117893235|XP_034655683.1|DSUB	LOC6622865|XP_002048538.1|DVIR
OG0002424	LOC117902923|XP_034670395.1|DSUB	LOC6636181|XP_002059671.1|DVIR
OG0002425	LOC117903713|XP_034671951.1|DSUB	LOC6631771|XP_002055179.1|DVIR
OG0002426	LOC117894185|XP_034656989.1|DSUB	LOC6623510|XP_032291053.1|DVIR
OG0002427	LOC117902924|XP_034670396.1|DSUB	LOC6636219|XP_002059720.1|DVIR
OG0002428	LOC117892487|XP_034654644.1|DSUB	LOC6634778|XP_032296433.1|DVIR
OG0002429	LOC117893140|XP_034655486.1|DSUB	LOC6623218|XP_032290786.1|DVIR
OG0002430	LOC117891921|XP_034653634.1|DSUB	LOC6625421|XP_032292787.1|DVIR
OG0002431	LOC117890913|XP_034651919.1|DSUB	LOC6627097|XP_002049941.1|DVIR
OG0002432	LOC117889837|XP_034650220.1|DSUB	LOC6634634|XP_002058033.3|DVIR
OG0002433	LOC117898796|XP_034664327.1|DSUB	LOC6634879|XP_032289358.1|DVIR
OG0002434	LOC117899623|XP_034665668.1|DSUB	LOC6635252|XP_002058760.3|DVIR, LOC116652372|XP_032296714.1|DVIR
OG0002435	LOC117903363|XP_034671210.1|DSUB	LOC6636008|XP_032296080.1|DVIR
OG0002436	LOC117890130|XP_034650708.1|DSUB	LOC6624962|XP_002049323.2|DVIR
OG0002437	LOC117892477|XP_034654620.1|DSUB	LOC6626920|XP_032292897.1|DVIR
OG0002438	LOC117903048|XP_034670678.1|DSUB	LOC6631555|XP_032295851.1|DVIR
OG0002439	LOC117901711|XP_034668475.1|DSUB	LOC6628179|XP_002051449.1|DVIR
OG0002440	LOC117892898|XP_034655088.1|DSUB	LOC6624642|XP_002048396.2|DVIR
OG0002441	LOC117890354|XP_034651037.1|DSUB	LOC6625414|XP_002049291.2|DVIR
OG0002442	LOC117891873|XP_034653530.1|DSUB	LOC6627246|XP_002049167.1|DVIR
OG0002443	LOC117890121|XP_034650690.1|DSUB	LOC6626684|XP_032292742.1|DVIR
OG0002444	LOC117890010|XP_034650500.1|DSUB	LOC6627272|XP_002049914.1|DVIR
OG0002445	LOC117891514|XP_034652900.1|DSUB, LOC117899527|XP_034665483.1|DSUB	LOC6625142|XP_002049551.1|DVIR
OG0002446	LOC117891916|XP_034653630.1|DSUB	LOC6625012|XP_002049762.1|DVIR
OG0002447	LOC117893307|XP_034655780.1|DSUB	LOC6622696|XP_002048457.2|DVIR
OG0002448	LOC117890146|XP_034650726.1|DSUB	LOC6626251|XP_002048935.1|DVIR
OG0002449	LOC117889958|XP_034650407.1|DSUB	LOC6625377|XP_002048993.3|DVIR, LOC6625375|XP_032293333.1|DVIR
OG0002450	LOC117898709|XP_034664216.1|DSUB, LOC117899290|XP_034665093.1|DSUB, LOC117898711|XP_034664219.1|DSUB, LOC117897770|XP_034662707.1|DSUB	LOC6629957|XP_002053615.1|DVIR
OG0002451	LOC117892291|XP_034654324.1|DSUB	LOC6626514|XP_015029625.2|DVIR
OG0002452	LOC117889877|XP_034650276.1|DSUB	LOC6626149|XP_002050904.1|DVIR
OG0002453	LOC117891554|XP_034652966.1|DSUB	LOC6626148|XP_032291746.1|DVIR
OG0002454	LOC117895362|XP_034658836.1|DSUB	LOC6622957|XP_002047083.1|DVIR
OG0002455	LOC117895357|XP_034658832.1|DSUB	LOC6622966|XP_015031237.1|DVIR
OG0002456	LOC117890651|XP_034651496.1|DSUB	LOC6627135|XP_032292976.1|DVIR
OG0002457	LOC117889872|XP_034650271.1|DSUB	LOC6626186|XP_015029983.1|DVIR
OG0002458	LOC117901482|XP_034668142.1|DSUB	LOC6628696|XP_032293495.1|DVIR
