Orthogroup	DNOV.longest_only	DHYD.longest_only
OG0000572	LOC115761689|XP_030559407.1|DNOV	LOC111596591|XP_023166642.1|DHYD
OG0000573	LOC115768072|XP_030568394.1|DNOV	LOC111597783|XP_023168417.2|DHYD
OG0000573	LOC115762118|XP_030560082.1|DNOV	LOC111599905|XP_023171495.1|DHYD
OG0000574	LOC115769779|XP_030570608.1|DNOV	LOC111597298|XP_023167689.2|DHYD
OG0000574	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	LOC111601545|XP_023173949.1|DHYD
OG0000575	LOC115770177|XP_030571197.1|DNOV	LOC111595126|XP_023164466.2|DHYD
OG0000575	LOC115770358|XP_030571459.1|DNOV	LOC111595051|XP_023164346.2|DHYD
OG0000576	LOC115761386|XP_030558999.1|DNOV	LOC111603412|XP_023176762.2|DHYD
OG0000577	LOC115760218|XP_030557330.1|DNOV	LOC111605564|XP_023179904.1|DHYD
OG0000577	LOC115765905|XP_030565510.1|DNOV	LOC111605561|XP_023179902.1|DHYD
OG0000578	LOC115758634|XP_030555229.1|DNOV	LOC111601242|XP_023173511.2|DHYD
OG0000578	LOC115757944|XP_030554275.1|DNOV	LOC111599661|XP_023171129.2|DHYD
OG0000579	LOC115764642|XP_030563675.1|DNOV	LOC111593268|XP_023161705.1|DHYD
OG0000579	LOC115767968|XP_030568230.1|DNOV	LOC111597243|XP_023167607.1|DHYD
OG0000580	LOC115766092|XP_030565762.1|DNOV	LOC111603021|XP_023176219.2|DHYD
OG0000580	LOC115766091|XP_030565761.1|DNOV	LOC111602980|XP_023176142.2|DHYD
OG0000581	LOC115763627|XP_030562110.1|DNOV	LOC111596434|XP_023166418.2|DHYD
OG0000581	LOC115765298|XP_030564649.1|DNOV	LOC111594057|XP_023162943.1|DHYD
OG0000582	LOC115757931|XP_030554257.1|DNOV	LOC111595070|XP_023164398.1|DHYD
OG0000583	LOC115762390|XP_030560431.1|DNOV	LOC111593932|XP_023162778.1|DHYD
OG0000583	LOC115761064|XP_030558542.1|DNOV	LOC111603806|XP_023177325.1|DHYD
OG0000584	LOC115763254|XP_030561594.1|DNOV	LOC111593777|XP_023162563.1|DHYD
OG0000584	LOC115763253|XP_030561593.1|DNOV	LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD
OG0000585	LOC115762696|XP_030560878.1|DNOV, LOC115762714|XP_030560899.1|DNOV	LOC111592847|XP_023161053.2|DHYD, LOC111592827|XP_023161020.2|DHYD
OG0000586	LOC115764461|XP_030563361.1|DNOV	LOC111597975|XP_023168718.2|DHYD
OG0000589	LOC115767812|XP_030568004.1|DNOV	LOC111592357|XP_030080157.1|DHYD
OG0000590	LOC115761355|XP_030558962.1|DNOV	LOC111595919|XP_023165638.1|DHYD
OG0000590	LOC115768443|XP_030568862.1|DNOV	LOC111605431|XP_023179712.1|DHYD
OG0000592	LOC115761102|XP_030558589.1|DNOV	LOC111593899|XP_023162736.2|DHYD
OG0000592	LOC115758537|XP_030555093.1|DNOV	LOC111600679|XP_023172697.2|DHYD
OG0000593	LOC115757838|XP_030554131.1|DNOV	LOC111595398|XP_023164873.1|DHYD
OG0000594	LOC115763974|XP_030562637.1|DNOV	LOC111594451|XP_023163512.1|DHYD
OG0000594	LOC115763849|XP_030562478.1|DNOV	LOC111604560|XP_023178428.1|DHYD
OG0000595	LOC115761760|XP_030559527.1|DNOV	LOC111605572|XP_023179922.1|DHYD
OG0000595	LOC115771804|XP_030573535.1|DNOV	LOC111598220|XP_023169146.1|DHYD
OG0000596	LOC115767045|XP_030567036.1|DNOV	LOC111601915|XP_023174530.2|DHYD
OG0000597	LOC115771692|XP_030573368.1|DNOV	LOC111596407|XP_023166384.2|DHYD
OG0000597	LOC115772132|XP_030573973.1|DNOV	LOC111596409|XP_023166385.2|DHYD
OG0000598	LOC115761686|XP_030559401.1|DNOV	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD
OG0000599	LOC115770489|XP_030571631.1|DNOV	LOC111597568|XP_023168134.2|DHYD
OG0000599	LOC115770492|XP_030571639.1|DNOV	LOC111597569|XP_023168135.2|DHYD
OG0000600	LOC115760648|XP_030557971.1|DNOV	LOC111595722|XP_023165340.1|DHYD
OG0000600	LOC115760647|XP_030557969.1|DNOV	LOC111595725|XP_023165344.1|DHYD
OG0000601	LOC115763067|XP_030561352.1|DNOV	LOC111593157|XP_023161528.2|DHYD
OG0000601	LOC115759310|XP_030556076.1|DNOV	LOC111593163|XP_023161533.1|DHYD
OG0000602	LOC115763385|XP_030561785.1|DNOV	LOC111603941|XP_023177537.2|DHYD
OG0000602	LOC115763395|XP_030561798.1|DNOV	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD
OG0000603	LOC115758767|XP_030555389.1|DNOV	LOC111601936|XP_023174558.2|DHYD
OG0000604	LOC115765575|XP_030565084.1|DNOV	LOC111603542|XP_023176944.1|DHYD
OG0000604	LOC115763492|XP_030561943.1|DNOV	LOC111596067|XP_023165885.1|DHYD
OG0000605	LOC115758622|XP_030555215.1|DNOV	LOC111601154|XP_023173401.2|DHYD
OG0000606	LOC115768629|XP_030569153.1|DNOV	LOC111603499|XP_023176873.2|DHYD
OG0000607	LOC115771972|XP_030573752.1|DNOV	LOC111596833|XP_023166979.1|DHYD
OG0000607	LOC115764740|XP_030563816.1|DNOV	LOC111595484|XP_023165048.1|DHYD
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV	LOC111600241|XP_023172044.1|DHYD
OG0000608	LOC115770592|XP_030571782.1|DNOV	LOC111600252|XP_023172065.1|DHYD
OG0000609	LOC115758773|XP_030555398.1|DNOV	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD
OG0000610	LOC115771517|XP_030573112.1|DNOV	LOC111592275|XP_023160142.1|DHYD
OG0000610	LOC115759603|XP_030556437.1|DNOV	LOC111601249|XP_023173516.1|DHYD
OG0000611	LOC115763834|XP_030562457.1|DNOV	LOC111600146|XP_023171891.1|DHYD
OG0000611	LOC115761023|XP_030558497.1|DNOV	LOC111594124|XP_023163051.2|DHYD
OG0000612	LOC115768752|XP_030569303.1|DNOV	LOC111603340|XP_030079167.1|DHYD
OG0000614	LOC115764261|XP_030563041.1|DNOV	LOC111593076|XP_023161423.2|DHYD
OG0000615	LOC115767103|XP_030567110.1|DNOV	LOC111603150|XP_023176394.1|DHYD
OG0000615	LOC115759514|XP_030556318.1|DNOV	LOC111602718|XP_023175732.2|DHYD
OG0000616	LOC115767085|XP_030567092.1|DNOV	LOC111603109|XP_023176343.2|DHYD
OG0000617	LOC115764853|XP_030563982.1|DNOV	LOC111603495|XP_023176870.2|DHYD
OG0000617	LOC115761587|XP_030559238.1|DNOV	LOC111598297|XP_023169253.2|DHYD
OG0000618	LOC115771748|XP_030573454.1|DNOV	LOC111599431|XP_023170852.2|DHYD
OG0000618	LOC115769684|XP_030570462.1|DNOV	LOC111594908|XP_023164162.1|DHYD
OG0000619	LOC115771528|XP_030573129.1|DNOV	LOC111604249|XP_023178008.1|DHYD
OG0000620	LOC115766391|XP_030566163.1|DNOV	LOC111602819|XP_023175891.1|DHYD
OG0000620	LOC115769605|XP_030570356.1|DNOV	LOC111603737|XP_023177221.2|DHYD
OG0000621	LOC115757747|XP_030554001.1|DNOV	LOC111595025|XP_030080700.1|DHYD
OG0000621	LOC115767786|XP_030567974.1|DNOV	LOC111604520|XP_023178415.1|DHYD
OG0000622	LOC115769599|XP_030570348.1|DNOV	LOC111604778|XP_023178753.2|DHYD
OG0000622	LOC115762639|XP_030560802.1|DNOV	LOC111600479|XP_023172358.2|DHYD
OG0000623	LOC115769962|XP_030570868.1|DNOV	LOC111595393|XP_023164863.1|DHYD
OG0000623	LOC115770846|XP_030572146.1|DNOV	LOC111602902|XP_023176008.1|DHYD
OG0000624	LOC115760780|XP_030558130.1|DNOV	LOC111603217|XP_030080968.1|DHYD
OG0000625	LOC115769323|XP_030569919.1|DNOV	LOC111594856|XP_023164103.2|DHYD
OG0000625	LOC115769831|XP_030570665.1|DNOV	LOC111594850|XP_023164090.1|DHYD
OG0000626	LOC115758212|XP_030554623.1|DNOV	LOC111592181|XP_023160015.2|DHYD
OG0000626	LOC115762154|XP_030560126.1|DNOV	LOC111605285|XP_023179497.2|DHYD
OG0000627	LOC115769818|XP_030570646.1|DNOV	LOC111604761|XP_023178721.1|DHYD
OG0000627	LOC115768585|XP_030569091.1|DNOV	LOC111605598|XP_023179977.1|DHYD
OG0000628	LOC115758606|XP_030555193.1|DNOV	LOC111596303|XP_023166229.1|DHYD
OG0000628	LOC115763927|XP_030562578.1|DNOV	LOC111596646|XP_023166711.1|DHYD
OG0000629	LOC115770565|XP_030571737.1|DNOV	LOC111600276|XP_023172092.2|DHYD
OG0000629	LOC115765848|XP_030565434.1|DNOV	LOC111599207|XP_023170571.1|DHYD
OG0000630	LOC115763504|XP_030561961.1|DNOV	LOC111600321|XP_023172152.1|DHYD
OG0000630	LOC115763485|XP_030561930.1|DNOV	LOC111600410|XP_023172262.2|DHYD
OG0000631	LOC115759001|XP_030555665.1|DNOV	LOC111596318|XP_023166252.2|DHYD
OG0000632	LOC115763534|XP_030562009.1|DNOV	LOC111596100|XP_023165928.1|DHYD
OG0000632	LOC115765855|XP_030565444.1|DNOV	LOC111599127|XP_023170457.2|DHYD
OG0000633	LOC115766079|XP_030565747.1|DNOV	LOC111599227|XP_023170593.2|DHYD
OG0000634	LOC115771370|XP_030572917.1|DNOV	LOC111597011|XP_023167283.2|DHYD
OG0000635	LOC115766554|XP_030566392.1|DNOV	LOC111594670|XP_023163849.2|DHYD
OG0000635	LOC115768292|XP_030568696.1|DNOV	LOC111598171|XP_023169033.1|DHYD
OG0000636	LOC115763543|XP_030562019.1|DNOV	LOC111600582|XP_023172541.1|DHYD
OG0000636	LOC115763397|XP_030561800.1|DNOV	LOC111600597|XP_023172561.1|DHYD
OG0000637	LOC115768912|XP_030569501.1|DNOV	LOC111596742|XP_030079889.1|DHYD
OG0000637	LOC115768688|XP_030569234.1|DNOV	LOC111596743|XP_023166843.2|DHYD
OG0000638	LOC115769000|XP_030569570.1|DNOV	LOC111593458|XP_023161987.1|DHYD
OG0000639	LOC115770014|XP_030570925.1|DNOV	LOC111597500|XP_023168029.2|DHYD
OG0000642	LOC115761891|XP_030559756.1|DNOV	LOC111595701|XP_023165313.2|DHYD
OG0000642	LOC115763418|XP_030561835.1|DNOV	LOC111603854|XP_023177419.2|DHYD
OG0000643	LOC115764835|XP_030563944.1|DNOV	LOC111593276|XP_023161714.2|DHYD
OG0000644	LOC115769555|XP_030570268.1|DNOV	LOC111592765|XP_023160934.2|DHYD, LOC115483771|XP_030081873.1|DHYD
OG0000645	LOC115760115|XP_030557169.1|DNOV	LOC111599079|XP_023170379.1|DHYD
OG0000645	LOC115760112|XP_030557165.1|DNOV	LOC111599077|XP_023170377.2|DHYD
OG0000645	LOC115760114|XP_030557168.1|DNOV	LOC111599130|XP_023170461.1|DHYD
OG0000646	LOC115764060|XP_030562767.1|DNOV	LOC111598901|XP_023170138.2|DHYD
OG0000646	LOC115772117|XP_030573950.1|DNOV	LOC111595918|XP_023165637.2|DHYD
OG0000647	LOC115764010|XP_030562694.1|DNOV	LOC111594585|XP_023163711.2|DHYD
OG0000647	LOC115765430|XP_030564835.1|DNOV	LOC111598212|XP_023169134.2|DHYD
OG0000648	LOC115767228|XP_030567285.1|DNOV	LOC111596578|XP_023166620.1|DHYD
OG0000648	LOC115767239|XP_030567300.1|DNOV	LOC111596551|XP_030079918.1|DHYD
OG0000649	LOC115768703|XP_030569252.1|DNOV	LOC111593012|XP_023161315.1|DHYD
OG0000649	LOC115768709|XP_030569257.1|DNOV	LOC111593067|XP_023161411.1|DHYD
OG0000650	LOC115766763|XP_030566617.1|DNOV	LOC111593709|XP_023162440.1|DHYD
OG0000651	LOC115769937|XP_030570839.1|DNOV	LOC111603676|XP_023177123.1|DHYD
OG0000651	LOC115770493|XP_030571642.1|DNOV	LOC111597501|XP_023168033.1|DHYD
OG0000652	LOC115760696|XP_030558021.1|DNOV	LOC111595319|XP_023164744.1|DHYD
OG0000652	LOC115768610|XP_030569125.1|DNOV	LOC111593505|XP_023162057.1|DHYD
OG0000653	LOC115772125|XP_030573962.1|DNOV	LOC111601387|XP_023173695.1|DHYD
OG0000654	LOC115771191|XP_030572645.1|DNOV	LOC111602885|XP_023175985.2|DHYD
OG0000654	LOC115769884|XP_030570749.1|DNOV	LOC111603693|XP_023177150.1|DHYD
OG0000655	LOC115762138|XP_030560109.1|DNOV	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD
OG0000655	LOC115765880|XP_030565480.1|DNOV	LOC111599045|XP_023170329.2|DHYD
OG0000656	LOC115770642|XP_030571853.1|DNOV	LOC111592027|XP_023159790.1|DHYD
OG0000657	LOC115762627|XP_030560789.1|DNOV	LOC111595742|XP_023165364.2|DHYD
OG0000657	LOC115759823|XP_030556774.1|DNOV	LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD
OG0000658	LOC115766487|XP_030566309.1|DNOV	LOC111598305|XP_023169261.1|DHYD
OG0000658	LOC115764653|XP_030563695.1|DNOV	LOC111599566|XP_023171003.1|DHYD, LOC115483783|XP_030081897.1|DHYD
OG0000659	LOC115763486|XP_030561931.1|DNOV	LOC111603964|XP_023177569.1|DHYD
OG0000659	LOC115763450|XP_030561879.1|DNOV	LOC111600442|XP_023172305.1|DHYD
OG0000660	LOC115759751|XP_030556653.1|DNOV	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD
OG0000661	LOC115762829|XP_030561055.1|DNOV	LOC111592855|XP_023161063.1|DHYD
OG0000661	LOC115768557|XP_030569026.1|DNOV	LOC111605558|XP_023179894.1|DHYD
OG0000662	LOC115767147|XP_030567176.1|DNOV	LOC111601559|XP_023173969.1|DHYD
OG0000662	LOC115767098|XP_030567106.1|DNOV	LOC111601892|XP_023174503.2|DHYD
OG0000663	LOC115762215|XP_030560208.1|DNOV	LOC111604609|XP_023178491.2|DHYD
OG0000664	LOC115759057|XP_030555742.1|DNOV	LOC111603773|XP_023177276.2|DHYD
OG0000664	LOC115765328|XP_030564690.1|DNOV	LOC111604049|XP_023177674.1|DHYD
OG0000665	LOC115766199|XP_030565909.1|DNOV, LOC115766147|XP_030565843.1|DNOV	LOC111598581|XP_023169654.2|DHYD
OG0000665	LOC115766037|XP_030565667.1|DNOV	LOC111598579|XP_023169652.2|DHYD
OG0000666	LOC115766534|XP_030566361.1|DNOV	LOC111593572|XP_023162205.2|DHYD
OG0000666	LOC115771368|XP_030572912.1|DNOV	LOC111602846|XP_023175926.2|DHYD
OG0000667	LOC115764289|XP_030563081.1|DNOV	LOC111598417|XP_023169427.1|DHYD
OG0000667	LOC115766095|XP_030565764.1|DNOV	LOC111602966|XP_023176114.1|DHYD
OG0000668	LOC115760399|XP_030557560.1|DNOV	LOC111598601|XP_023169685.1|DHYD
OG0000668	LOC115764155|XP_030562891.1|DNOV	LOC111594606|XP_023163749.1|DHYD
OG0000669	LOC115766893|XP_030566825.1|DNOV	LOC111591900|XP_023159576.1|DHYD
OG0000669	LOC115766894|XP_030566826.1|DNOV	LOC111591886|XP_023159558.2|DHYD
OG0000670	LOC115768176|XP_030568538.1|DNOV	LOC111593648|XP_023162296.2|DHYD
OG0000670	LOC115766471|XP_030566275.1|DNOV	LOC111604066|XP_023177700.1|DHYD
OG0000671	LOC115771970|XP_030573742.1|DNOV	LOC111598756|XP_023169935.2|DHYD
OG0000671	LOC115771617|XP_030573255.1|DNOV	LOC111601493|XP_023173848.2|DHYD
OG0000672	LOC115765272|XP_030564622.1|DNOV	LOC111592356|XP_023160280.1|DHYD
OG0000672	LOC115768896|XP_030569471.1|DNOV	LOC111596738|XP_023166837.1|DHYD
OG0000673	LOC115768789|XP_030569346.1|DNOV	LOC111597231|XP_023167631.1|DHYD
OG0000673	LOC115769449|XP_030570122.1|DNOV	LOC111604509|XP_023178372.1|DHYD
OG0000675	LOC115768135|XP_030568490.1|DNOV	LOC111591977|XP_023159695.2|DHYD
OG0000675	LOC115768141|XP_030568496.1|DNOV	LOC111591969|XP_023159683.1|DHYD
OG0000675	LOC115768140|XP_030568495.1|DNOV	LOC111591968|XP_023159682.1|DHYD
OG0000677	LOC115770176|XP_030571196.1|DNOV	LOC111599803|XP_023171352.1|DHYD
OG0000677	LOC115771314|XP_030572829.1|DNOV	LOC111600224|XP_023172018.1|DHYD
OG0000678	LOC115764881|XP_030564019.1|DNOV	LOC111602520|XP_023175375.2|DHYD
OG0000679	LOC115767864|XP_030568082.1|DNOV	LOC111595374|XP_023164838.2|DHYD
OG0000680	LOC115766465|XP_030566261.1|DNOV	LOC111595942|XP_023165676.1|DHYD
OG0000680	LOC115766438|XP_030566225.1|DNOV	LOC111595941|XP_023165673.2|DHYD
OG0000681	LOC115764053|XP_030562760.1|DNOV	LOC111594580|XP_023163705.1|DHYD
OG0000681	LOC115767781|XP_030567970.1|DNOV	LOC111598183|XP_023169049.1|DHYD
OG0000683	LOC115763968|XP_030562627.1|DNOV	LOC111596499|XP_023166528.2|DHYD
OG0000684	LOC115763839|XP_030562459.1|DNOV	LOC111604568|XP_023178437.1|DHYD
OG0000684	LOC115772099|XP_030573921.1|DNOV	LOC111601528|XP_023173925.1|DHYD
OG0000685	LOC115764142|XP_030562875.1|DNOV	LOC111602608|XP_023175536.1|DHYD
OG0000686	LOC115760216|XP_030557331.1|DNOV	LOC111601542|XP_023173984.2|DHYD
OG0000686	LOC115768061|XP_030568363.1|DNOV	LOC111600187|XP_023171963.2|DHYD
OG0000687	LOC115766596|XP_030566443.1|DNOV	LOC111593265|XP_023161704.1|DHYD
OG0000687	LOC115769955|XP_030570860.1|DNOV	LOC111599286|XP_023170653.1|DHYD
OG0000688	LOC115761097|XP_030558580.1|DNOV	LOC111605369|XP_023179617.1|DHYD
OG0000689	LOC115760819|XP_030558197.1|DNOV	LOC111597704|XP_023168310.1|DHYD
OG0000689	LOC115760818|XP_030558195.1|DNOV	LOC111597687|XP_023168287.1|DHYD
OG0000690	LOC115768204|XP_030568576.1|DNOV	LOC111593629|XP_023162267.2|DHYD
OG0000691	LOC115763300|XP_030561651.1|DNOV	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD
OG0000691	LOC115770032|XP_030570954.1|DNOV	LOC111592340|XP_023160236.1|DHYD
OG0000692	LOC115762628|XP_030560790.1|DNOV	LOC111604703|XP_023178644.2|DHYD
OG0000693	LOC115767186|XP_030567237.1|DNOV	LOC111596581|XP_023166623.1|DHYD
OG0000693	LOC115763814|XP_030562426.1|DNOV	LOC111602074|XP_023174767.1|DHYD
OG0000694	LOC115768344|XP_030568767.1|DNOV	LOC111604055|XP_023177683.2|DHYD
OG0000694	LOC115766656|XP_030566480.1|DNOV	LOC111592784|XP_023160955.1|DHYD
OG0000695	LOC115759106|XP_030555805.1|DNOV	LOC111602263|XP_023175026.1|DHYD
OG0000695	LOC115759338|XP_030556117.1|DNOV	LOC111602370|XP_023175153.2|DHYD
OG0000696	LOC115760003|XP_030557021.1|DNOV	LOC111595766|XP_023165416.1|DHYD
OG0000697	LOC115764346|XP_030563164.1|DNOV	LOC111593002|XP_023161295.1|DHYD
OG0000697	LOC115758904|XP_030555561.1|DNOV	LOC111596362|XP_023166327.1|DHYD
OG0000698	LOC115768551|XP_030569021.1|DNOV	LOC111605526|XP_023179855.2|DHYD
OG0000698	LOC115768548|XP_030569018.1|DNOV	LOC111605545|XP_023179875.2|DHYD
OG0000699	LOC115760027|XP_030557049.1|DNOV	LOC111600984|XP_023173147.1|DHYD
OG0000699	LOC115768643|XP_030569175.1|DNOV	LOC111600074|XP_023171782.2|DHYD
OG0000700	LOC115765977|XP_030565595.1|DNOV	LOC111599175|XP_023170526.2|DHYD
OG0000700	LOC115759040|XP_030555722.1|DNOV	LOC111596079|XP_023165904.2|DHYD
OG0000701	LOC115760727|XP_030558061.1|DNOV	LOC111595753|XP_023165383.1|DHYD
OG0000701	LOC115766304|XP_030566041.1|DNOV	LOC111600219|XP_023172009.2|DHYD
OG0000702	LOC115763795|XP_030562386.1|DNOV	LOC111604979|XP_023179045.2|DHYD
OG0000702	LOC115763797|XP_030562393.1|DNOV	LOC111604983|XP_030078632.1|DHYD
OG0000703	LOC115763301|XP_030561652.1|DNOV	LOC111600361|XP_023172203.2|DHYD
OG0000703	LOC115760513|XP_030557734.1|DNOV	LOC111595619|XP_023165193.2|DHYD
OG0000704	LOC115765441|XP_030564867.1|DNOV	LOC111594254|XP_030081774.1|DHYD
OG0000704	LOC115772027|XP_030573817.1|DNOV	LOC111597912|XP_023168621.2|DHYD
OG0000705	LOC115769975|XP_030570893.1|DNOV	LOC111603688|XP_023177138.1|DHYD
OG0000706	LOC115767718|XP_030567883.1|DNOV	LOC111600594|XP_023172555.2|DHYD
OG0000706	LOC115767989|XP_030568250.1|DNOV	LOC111597324|XP_030080082.1|DHYD
OG0000707	LOC115766613|XP_030566464.1|DNOV	LOC111593471|XP_023162004.1|DHYD
OG0000707	LOC115765239|XP_030564556.1|DNOV	LOC111594052|XP_023162935.1|DHYD
OG0000708	LOC115768226|XP_030568613.1|DNOV	LOC111594167|XP_023163121.2|DHYD
OG0000708	LOC115768754|XP_030569301.1|DNOV	LOC111605158|XP_030079396.1|DHYD
OG0000709	LOC115772080|XP_030573893.1|DNOV	LOC111601979|XP_023174628.2|DHYD
OG0000709	LOC115765127|XP_030564382.1|DNOV	LOC111596813|XP_023166947.1|DHYD
OG0000710	LOC115761269|XP_030558842.1|DNOV	LOC111602767|XP_023175798.1|DHYD
OG0000710	LOC115760563|XP_030557829.1|DNOV	LOC111605361|XP_023179608.1|DHYD
OG0000711	LOC115770356|XP_030571454.1|DNOV	LOC111597480|XP_023167999.1|DHYD
OG0000711	LOC115766879|XP_030566804.1|DNOV	LOC111602032|XP_023174699.1|DHYD
OG0000712	LOC115763821|XP_030562431.1|DNOV	LOC111602079|XP_023174779.1|DHYD
OG0000712	LOC115763808|XP_030562412.1|DNOV	LOC111602078|XP_023174777.1|DHYD
OG0000713	LOC115764013|XP_030562700.1|DNOV	LOC111594533|XP_023163638.2|DHYD
OG0000713	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV	LOC111598556|XP_023169618.1|DHYD
OG0000714	LOC115767258|XP_030567334.1|DNOV	LOC111603141|XP_023176384.2|DHYD
OG0000714	LOC115766920|XP_030566864.1|DNOV	LOC111599537|XP_023170964.2|DHYD
OG0000715	LOC115767911|XP_030568145.1|DNOV	LOC111603330|XP_023176632.2|DHYD
OG0000716	LOC115766904|XP_030566842.1|DNOV	LOC111591885|XP_023159557.1|DHYD
OG0000716	LOC115770095|XP_030571064.1|DNOV	LOC111604303|XP_023178102.1|DHYD
OG0000717	LOC115770325|XP_030571422.1|DNOV	LOC111597527|XP_023168071.2|DHYD
OG0000718	LOC115767954|XP_030568199.1|DNOV	LOC111597716|XP_023168327.1|DHYD
OG0000718	LOC115759744|XP_030556642.1|DNOV	LOC111594402|XP_023163442.1|DHYD
OG0000719	LOC115769501|XP_030570181.1|DNOV	LOC111598676|XP_023169803.2|DHYD
OG0000719	LOC115770340|XP_030571437.1|DNOV	LOC111597606|XP_023168175.2|DHYD
OG0000720	LOC115761607|XP_030559269.1|DNOV	LOC111603291|XP_023176579.2|DHYD
OG0000721	LOC115767978|XP_030568237.1|DNOV	LOC111596837|XP_023166980.2|DHYD
OG0000721	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV	LOC111602251|XP_023175010.2|DHYD, LOC111602250|XP_023175009.2|DHYD
OG0000722	LOC115758058|XP_030554432.1|DNOV	LOC111594330|XP_023163343.2|DHYD
OG0000723	LOC115760820|XP_030558199.1|DNOV	LOC111595726|XP_023165345.1|DHYD
OG0000724	LOC115765413|XP_030564817.1|DNOV	LOC111598361|XP_023169342.1|DHYD
OG0000724	LOC115757761|XP_030554032.1|DNOV	LOC111597395|XP_023167839.1|DHYD
OG0000726	LOC115761420|XP_030559040.1|DNOV	LOC111603439|XP_023176791.2|DHYD
OG0000726	LOC115761562|XP_030559207.1|DNOV	LOC111603423|XP_023176776.2|DHYD
OG0000727	LOC115759495|XP_030556294.1|DNOV	LOC111596208|XP_023166089.2|DHYD
OG0000727	LOC115759528|XP_030556337.1|DNOV	LOC111596201|XP_030080823.1|DHYD
OG0000728	LOC115764296|XP_030563089.1|DNOV	LOC111603192|XP_023176446.1|DHYD
OG0000729	LOC115761639|XP_030559332.1|DNOV	LOC111598295|XP_023169251.1|DHYD
OG0000729	LOC115761640|XP_030559334.1|DNOV	LOC111598296|XP_023169252.1|DHYD
OG0000730	LOC115769489|XP_030570171.1|DNOV	LOC111603318|XP_030079654.1|DHYD
OG0000730	LOC115759999|XP_030557016.1|DNOV	LOC111596307|XP_030080540.1|DHYD
OG0000731	LOC115766954|XP_030566901.1|DNOV	LOC111599468|XP_023170909.2|DHYD
OG0000731	LOC115760800|XP_030558156.1|DNOV	LOC111597709|XP_023168317.2|DHYD
OG0000732	LOC115771111|XP_030572531.1|DNOV	LOC111594874|XP_023164122.1|DHYD
OG0000732	LOC115771170|XP_030572613.1|DNOV	LOC111594873|XP_023164119.1|DHYD
OG0000733	LOC115764230|XP_030563007.1|DNOV	LOC111595239|XP_023164645.2|DHYD
OG0000733	LOC115769923|XP_030570808.1|DNOV	LOC111601687|XP_023174161.1|DHYD
OG0000734	LOC115770494|XP_030571643.1|DNOV	LOC111597535|XP_023168081.2|DHYD
OG0000735	LOC115768279|XP_030568676.1|DNOV	LOC111593485|XP_023162014.1|DHYD
OG0000735	LOC115763462|XP_030561898.1|DNOV	LOC111603872|XP_023177447.2|DHYD
OG0000736	LOC115759738|XP_030556630.1|DNOV	LOC111603989|XP_030079038.1|DHYD
OG0000736	LOC115760034|XP_030557061.1|DNOV	LOC111604008|XP_023177632.2|DHYD
OG0000737	LOC115761593|XP_030559253.1|DNOV	LOC111597693|XP_023168296.1|DHYD
OG0000738	LOC115758638|XP_030555234.1|DNOV	LOC111599329|XP_023170718.1|DHYD
OG0000738	LOC115763430|XP_030561851.1|DNOV	LOC111603947|XP_023177545.2|DHYD
OG0000739	LOC115764718|XP_030563777.1|DNOV	LOC111599567|XP_023171005.1|DHYD
OG0000740	LOC115769090|XP_030569661.1|DNOV	LOC111602803|XP_030080183.1|DHYD
OG0000740	LOC115766145|XP_030565840.1|DNOV	LOC111592038|XP_030081565.1|DHYD
OG0000741	LOC115760133|XP_030557192.1|DNOV	LOC111595576|XP_030080375.1|DHYD
OG0000741	LOC115765269|XP_030564618.1|DNOV	LOC111594076|XP_030080042.1|DHYD
OG0000742	LOC115764314|XP_030563112.1|DNOV	LOC111593044|XP_023161381.2|DHYD
OG0000742	LOC115764380|XP_030563201.1|DNOV	LOC111593026|XP_023161346.2|DHYD
OG0000743	LOC115769862|XP_030570720.1|DNOV	LOC111595385|XP_023164852.2|DHYD
OG0000743	LOC115766565|XP_030566405.1|DNOV	LOC111594398|XP_023163437.2|DHYD
OG0000744	LOC115758878|XP_030555536.1|DNOV	LOC111600028|XP_023171711.2|DHYD
OG0000744	LOC115765428|XP_030564837.1|DNOV	LOC115483369|XP_030080936.1|DHYD
OG0000744	LOC115772042|XP_030573842.1|DNOV	LOC111596984|XP_023167236.2|DHYD
OG0000745	LOC115762188|XP_030560171.1|DNOV	LOC111602121|XP_023174838.2|DHYD
