Orthogroup	DNOV.longest_only	DBUS.longest_only
OG0000851	LOC115759814|XP_030556769.1|DNOV	LOC108595748|XP_017836526.1|DBUS
OG0000851	LOC115760990|XP_030558461.1|DNOV	LOC108594874|XP_017835501.1|DBUS
OG0000852	LOC115757739|XP_030553987.1|DNOV	LOC108596847|XP_017838465.1|DBUS
OG0000852	LOC115757756|XP_030554028.1|DNOV	LOC108596846|XP_017838464.1|DBUS
OG0000854	LOC115768795|XP_030569351.1|DNOV	LOC108606336|XP_017851852.1|DBUS
OG0000854	LOC115768796|XP_030569352.1|DNOV	LOC108606335|XP_017851851.1|DBUS
OG0000855	LOC115768902|XP_030569479.1|DNOV	LOC108606294|XP_017851769.1|DBUS
OG0000856	LOC115771525|XP_030573120.1|DNOV	LOC108600324|XP_033149274.1|DBUS
OG0000857	LOC115766317|XP_030566066.1|DNOV	LOC108606923|XP_017852960.1|DBUS
OG0000858	LOC115761304|XP_030558891.1|DNOV	LOC108601846|XP_017845282.1|DBUS
OG0000860	LOC115762781|XP_030560992.1|DNOV	LOC108599908|XP_033149708.1|DBUS
OG0000861	LOC115760922|XP_030558357.1|DNOV	LOC108595858|XP_017836636.2|DBUS, LOC108594822|XP_017835448.1|DBUS
OG0000862	LOC115761000|XP_030558470.1|DNOV	LOC108596345|XP_017837489.1|DBUS
OG0000863	LOC115771950|XP_030573713.1|DNOV	LOC108601752|XP_017845165.1|DBUS
OG0000863	LOC115770693|XP_030571945.1|DNOV, LOC115764544|XP_030563518.1|DNOV	LOC108595245|XP_017835933.1|DBUS
OG0000864	LOC115769205|XP_030569772.1|DNOV	LOC108603759|XP_017848330.2|DBUS
OG0000864	LOC115767328|XP_030567431.1|DNOV	LOC108607203|XP_017853356.1|DBUS
OG0000865	LOC115761578|XP_030559226.1|DNOV	LOC108604735|XP_017849806.1|DBUS
OG0000866	LOC115758781|XP_030555412.1|DNOV	LOC108608539|XP_017855444.1|DBUS
OG0000867	LOC115759116|XP_030555818.1|DNOV	LOC108601065|XP_017844449.2|DBUS
OG0000867	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV	LOC108599879|XP_017842546.1|DBUS
OG0000868	LOC115768195|XP_030568566.1|DNOV	LOC108605479|XP_017850660.1|DBUS
OG0000869	LOC115761611|XP_030559272.1|DNOV, LOC115761660|XP_030559361.1|DNOV, LOC115761650|XP_030559349.1|DNOV, LOC115761703|XP_030559434.1|DNOV, LOC115761728|XP_030559468.1|DNOV	LOC108604549|XP_017849565.1|DBUS, LOC108602059|XP_017845562.1|DBUS
OG0000869	LOC115761661|XP_030559362.1|DNOV	LOC108604547|XP_017849560.1|DBUS
OG0000870	LOC115762875|XP_030561113.1|DNOV	LOC108594947|XP_017835570.1|DBUS
OG0000871	LOC115757820|XP_030554104.1|DNOV	LOC108597673|XP_017839835.1|DBUS
OG0000872	LOC115766309|XP_030566052.1|DNOV	LOC108605992|XP_017851302.1|DBUS
OG0000872	LOC115761701|XP_030559437.1|DNOV	LOC117135020|XP_033150710.1|DBUS
OG0000873	LOC115771552|XP_030573157.1|DNOV	LOC108600372|XP_017843398.2|DBUS
OG0000874	LOC115764308|XP_030563106.1|DNOV	LOC108605790|XP_017851082.1|DBUS
OG0000874	LOC115766620|XP_030566470.1|DNOV	LOC108597521|XP_017839603.1|DBUS
OG0000875	LOC115765678|XP_030565197.1|DNOV	LOC108601430|XP_017844817.1|DBUS
OG0000875	LOC115770149|XP_030571162.1|DNOV	LOC108599113|XP_017841362.1|DBUS
OG0000877	LOC115771580|XP_030573197.1|DNOV	LOC108601144|XP_017844561.1|DBUS
OG0000877	LOC115771356|XP_030572888.1|DNOV	LOC108605956|XP_017851265.1|DBUS
OG0000878	LOC115766505|XP_030566318.1|DNOV	LOC108597569|XP_017839669.1|DBUS
OG0000879	LOC115758255|XP_030554671.1|DNOV	LOC108595727|XP_017836498.1|DBUS
OG0000880	LOC115765172|XP_030564452.1|DNOV	LOC108605972|XP_017851283.1|DBUS
OG0000880	LOC115770339|XP_030571436.1|DNOV	LOC108601299|XP_017844688.1|DBUS
OG0000881	LOC115762675|XP_030560850.1|DNOV	LOC108600421|XP_017843344.1|DBUS
OG0000882	LOC115767212|XP_030567266.1|DNOV	LOC108606798|XP_017852748.1|DBUS
OG0000884	LOC115771324|XP_030572849.1|DNOV	LOC108605122|XP_017850173.1|DBUS
OG0000885	LOC115771781|XP_030573501.1|DNOV	LOC108601771|XP_017845185.1|DBUS
OG0000886	LOC115761712|XP_030559447.1|DNOV	LOC108603288|XP_017847447.1|DBUS
OG0000887	LOC115768208|XP_030568581.1|DNOV	LOC108605045|XP_033150279.1|DBUS
OG0000888	LOC115768071|XP_030568386.1|DNOV	LOC108600263|XP_017843198.1|DBUS
OG0000889	LOC115770289|XP_030571384.1|DNOV	LOC108600744|XP_017843978.2|DBUS
OG0000890	LOC115762706|XP_030560894.1|DNOV	LOC108596525|XP_017837901.1|DBUS
OG0000891	LOC115759711|XP_030556571.1|DNOV	LOC108594287|XP_017834917.1|DBUS
OG0000892	LOC115770507|XP_030571666.1|DNOV	LOC108600066|XP_017842906.1|DBUS
OG0000893	LOC115761506|XP_030559134.1|DNOV	LOC108601243|XP_033150118.1|DBUS
OG0000894	LOC115763763|XP_030562337.1|DNOV	LOC108602541|XP_017846163.1|DBUS
OG0000894	LOC115759580|XP_030556408.1|DNOV	LOC108601666|XP_017845056.1|DBUS
OG0000895	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV	LOC108597263|XP_017839209.1|DBUS, LOC108597264|XP_017839211.1|DBUS
OG0000896	LOC115766476|XP_030566283.1|DNOV	LOC108605176|XP_017850253.1|DBUS
OG0000897	LOC115765748|XP_030565270.1|DNOV	LOC108602657|XP_017846292.1|DBUS
OG0000897	LOC115765750|XP_030565272.1|DNOV	LOC108602734|XP_017846375.1|DBUS
OG0000898	LOC115760862|XP_030558276.1|DNOV	LOC108595909|XP_017836688.1|DBUS
OG0000898	LOC115760951|XP_030558395.1|DNOV	LOC108595506|XP_017836248.1|DBUS
OG0000899	LOC115771858|XP_030573598.1|DNOV	LOC108601967|XP_017845444.2|DBUS, LOC108604489|XP_033149809.1|DBUS
OG0000900	LOC115763697|XP_030562248.1|DNOV	LOC108596129|XP_017837081.1|DBUS
OG0000900	LOC115763601|XP_030562091.1|DNOV	LOC108594898|XP_017835524.2|DBUS, LOC108595959|XP_017836735.2|DBUS
OG0000901	LOC115760753|XP_030558095.1|DNOV	LOC108594722|XP_017835349.2|DBUS
OG0000902	LOC115768513|XP_030568959.1|DNOV, LOC115768501|XP_030568947.1|DNOV	LOC108605377|XP_033150267.1|DBUS
OG0000903	LOC115771274|XP_030572754.1|DNOV	LOC108599805|XP_017842368.1|DBUS
OG0000903	LOC115769745|XP_030570546.1|DNOV	LOC108599564|XP_017841949.1|DBUS
OG0000904	LOC115769354|XP_030569988.1|DNOV	LOC108597927|XP_017840032.1|DBUS, LOC108599478|XP_017841807.1|DBUS
OG0000906	LOC115762240|XP_030560243.1|DNOV, LOC115762347|XP_030560374.1|DNOV	LOC108596876|XP_017838543.1|DBUS, LOC108596875|XP_017838542.1|DBUS
OG0000907	LOC115761045|XP_030558522.1|DNOV	LOC108596757|XP_017838327.1|DBUS
OG0000909	LOC115764668|XP_030563716.1|DNOV	LOC108603143|XP_017847169.1|DBUS
OG0000911	LOC115761073|XP_030558552.1|DNOV	LOC108594798|XP_017835425.1|DBUS
OG0000912	LOC115769805|XP_030570633.1|DNOV	LOC108598654|XP_017840854.1|DBUS
OG0000913	LOC115770359|XP_030571461.1|DNOV	LOC108600466|XP_017843549.2|DBUS
OG0000914	LOC115761058|XP_030558533.1|DNOV	LOC108595832|XP_017836612.1|DBUS
OG0000915	LOC115760600|XP_030557939.1|DNOV	LOC108595762|XP_017836540.1|DBUS
OG0000916	LOC115759735|XP_030556616.1|DNOV	LOC108607968|XP_017854586.1|DBUS
OG0000917	LOC115758376|XP_030554838.1|DNOV	LOC108607696|XP_033150850.1|DBUS
OG0000918	LOC115763612|XP_030562099.1|DNOV	LOC108604377|XP_017849324.1|DBUS, LOC108600439|XP_017843512.1|DBUS
OG0000920	LOC115771319|XP_030572843.1|DNOV	LOC108606697|XP_017852555.1|DBUS
OG0000921	LOC115768470|XP_030568903.1|DNOV	LOC108605313|XP_017850471.1|DBUS
OG0000922	LOC115762555|XP_030560691.1|DNOV	LOC108598387|XP_017840494.1|DBUS
OG0000923	LOC115763642|XP_030562137.1|DNOV	LOC108604421|XP_017849376.1|DBUS
OG0000924	LOC115767794|XP_030567985.1|DNOV	LOC108605305|XP_017850460.2|DBUS
OG0000925	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV	LOC108601980|XP_017845464.1|DBUS, LOC108601979|XP_017845462.1|DBUS
OG0000926	LOC115765608|XP_030565119.1|DNOV	LOC108601544|XP_017844932.1|DBUS
OG0000926	LOC115766110|XP_030565790.1|DNOV	LOC108602539|XP_017846161.1|DBUS
OG0000927	LOC115764025|XP_030562717.1|DNOV	LOC108601373|XP_017844757.1|DBUS
OG0000927	LOC115764029|XP_030562720.1|DNOV	LOC108602654|XP_017846289.2|DBUS
OG0000928	LOC115763256|XP_030561596.1|DNOV	LOC108602903|XP_017846704.1|DBUS
OG0000929	LOC115759065|XP_030555753.1|DNOV	LOC108600200|XP_017843106.2|DBUS
OG0000929	LOC115759109|XP_030555809.1|DNOV	LOC108599286|XP_017841576.2|DBUS
OG0000930	LOC115770397|XP_030571509.1|DNOV, LOC115770419|XP_030571545.1|DNOV	LOC108600508|XP_017843632.1|DBUS, LOC108600507|XP_017843631.1|DBUS, LOC108600506|XP_017843630.1|DBUS
OG0000931	LOC115766594|XP_030566441.1|DNOV	LOC108595511|XP_017836252.1|DBUS
OG0000932	LOC115765522|XP_030565000.1|DNOV	LOC108601963|XP_017845443.1|DBUS
OG0000933	LOC115762318|XP_030560344.1|DNOV	LOC117134630|XP_033150975.1|DBUS
OG0000933	LOC115762317|XP_030560343.1|DNOV	LOC108594791|XP_033149195.1|DBUS
OG0000934	LOC115771300|XP_030572798.1|DNOV	LOC108596174|XP_017837171.1|DBUS
OG0000935	LOC115757716|XP_030553938.1|DNOV	LOC108602793|XP_033149804.1|DBUS
OG0000936	LOC115765169|XP_030564449.1|DNOV	LOC108606026|XP_017851341.1|DBUS
OG0000937	LOC115772064|XP_030573870.1|DNOV	LOC108604711|XP_017849770.1|DBUS
OG0000938	LOC115767738|XP_030567910.1|DNOV	LOC108605942|XP_017851251.1|DBUS
OG0000939	LOC115758914|XP_030555571.1|DNOV	LOC108607450|XP_017853776.2|DBUS
OG0000940	LOC115764425|XP_030563283.1|DNOV	LOC108605830|XP_017851125.1|DBUS
OG0000940	LOC115765814|XP_030565396.1|DNOV	LOC108598523|XP_017840693.2|DBUS
OG0000941	LOC115765440|XP_030564865.1|DNOV	LOC108606949|XP_017852995.1|DBUS
OG0000942	LOC115767526|XP_030567676.1|DNOV	LOC108600328|XP_017843330.1|DBUS
OG0000943	LOC115765305|XP_030564672.1|DNOV	LOC108596911|XP_017838605.1|DBUS
OG0000944	LOC115765134|XP_030564390.1|DNOV	LOC108605870|XP_017851172.1|DBUS
OG0000944	LOC115770673|XP_030571916.1|DNOV	LOC108602211|XP_017845747.1|DBUS
OG0000945	LOC115762566|XP_030560709.1|DNOV	LOC108599847|XP_017842464.1|DBUS
OG0000946	LOC115758970|XP_030555633.1|DNOV	LOC108608430|XP_017855289.1|DBUS
OG0000947	LOC115758051|XP_030554427.1|DNOV	LOC108596081|XP_017836987.1|DBUS
OG0000948	LOC115771061|XP_030572472.1|DNOV	LOC108597933|XP_017840038.1|DBUS
OG0000949	LOC115766829|XP_030566725.1|DNOV	LOC108606546|XP_017852234.1|DBUS, LOC108606548|XP_017852236.1|DBUS
OG0000950	LOC115768133|XP_030568489.1|DNOV	LOC108606209|XP_017851573.1|DBUS
OG0000950	LOC115761729|XP_030559472.1|DNOV	LOC108602274|XP_017845820.1|DBUS
OG0000951	LOC115767403|XP_030567528.1|DNOV	LOC108600517|XP_017843691.1|DBUS
OG0000952	LOC115759288|XP_030556049.1|DNOV	LOC108608531|XP_017855435.1|DBUS
OG0000954	LOC115767411|XP_030567546.1|DNOV	LOC108594951|XP_017835574.1|DBUS, LOC108594954|XP_017835576.1|DBUS
OG0000954	LOC115767412|XP_030567548.1|DNOV	LOC108594952|XP_017835575.1|DBUS, LOC108594950|XP_017835573.1|DBUS
OG0000955	LOC115761493|XP_030559120.1|DNOV	LOC108602187|XP_017845721.2|DBUS
OG0000956	LOC115759481|XP_030556274.1|DNOV	LOC108603228|XP_017847332.1|DBUS
OG0000956	LOC115759660|XP_030556516.1|DNOV	LOC108602214|XP_017845750.1|DBUS
OG0000957	LOC115764102|XP_030562818.1|DNOV	LOC108594881|XP_017835508.1|DBUS
OG0000958	LOC115764524|XP_030563482.1|DNOV	LOC108595750|XP_017836528.1|DBUS
OG0000959	LOC115763421|XP_030561839.1|DNOV	LOC108600238|XP_017843155.2|DBUS
OG0000960	LOC115768905|XP_030569483.1|DNOV, LOC115767670|XP_030567820.1|DNOV, LOC115771279|XP_030572759.1|DNOV, LOC115771280|XP_030572761.1|DNOV	LOC108605781|XP_017851072.1|DBUS, LOC108607435|XP_017853755.1|DBUS, LOC108594451|XP_017835115.2|DBUS
OG0000961	LOC115771500|XP_030573086.1|DNOV	LOC108599511|XP_017841868.1|DBUS
OG0000961	LOC115771497|XP_030573082.1|DNOV	LOC108599509|XP_017841865.2|DBUS
OG0000963	LOC115767101|XP_030567109.1|DNOV	LOC108606582|XP_017852297.1|DBUS
OG0000964	LOC115757851|XP_030554145.1|DNOV	LOC108594887|XP_017835513.1|DBUS
OG0000965	LOC115767305|XP_030567401.1|DNOV	LOC108607151|XP_017853285.1|DBUS
OG0000966	LOC115757834|XP_030554126.1|DNOV	LOC108595733|XP_017836505.1|DBUS
OG0000968	LOC115762588|XP_030560735.1|DNOV, LOC115762711|XP_030560896.1|DNOV	LOC108599815|XP_017842404.1|DBUS
OG0000969	LOC115771782|XP_030573505.1|DNOV	LOC108597295|XP_017839263.1|DBUS
OG0000970	LOC115765057|XP_030564290.1|DNOV	LOC108604074|XP_017848832.1|DBUS
OG0000971	LOC115763091|XP_030561389.1|DNOV	LOC108607728|XP_017854241.2|DBUS
OG0000972	LOC115767644|XP_030567791.1|DNOV	LOC108600254|XP_017843181.2|DBUS
OG0000973	LOC115767875|XP_030568096.1|DNOV	LOC108605879|XP_017851181.1|DBUS
OG0000974	LOC115770491|XP_030571638.1|DNOV	LOC108598367|XP_017840477.1|DBUS
OG0000975	LOC115767892|XP_030568120.1|DNOV	LOC108604090|XP_017848860.1|DBUS
OG0000976	LOC115766186|XP_030565889.1|DNOV, LOC115766187|XP_030565891.1|DNOV	LOC117134631|XP_017847712.1|DBUS
OG0000977	LOC115766246|XP_030565969.1|DNOV, LOC115766032|XP_030565663.1|DNOV	LOC108604845|XP_017849954.2|DBUS
OG0000978	LOC115770945|XP_030572263.1|DNOV	LOC108603456|XP_017847776.1|DBUS
OG0000979	LOC115760923|XP_030558358.1|DNOV	LOC108595039|XP_017835667.1|DBUS
OG0000980	LOC115771863|XP_030573603.1|DNOV	LOC108601286|XP_017844675.1|DBUS
OG0000980	LOC115768646|XP_030569178.1|DNOV	LOC108602367|XP_017845959.1|DBUS
OG0000981	LOC115759927|XP_030556924.1|DNOV	LOC108597617|XP_017839750.1|DBUS
OG0000982	LOC115766146|XP_030565842.1|DNOV	LOC108604436|XP_017849400.1|DBUS
OG0000984	LOC115766609|XP_030566461.1|DNOV	LOC108601176|XP_033149573.1|DBUS
OG0000984	LOC115765544|XP_030565029.1|DNOV, LOC115759322|XP_030556093.1|DNOV	LOC108602408|XP_033150722.1|DBUS
OG0000985	LOC115765030|XP_030564292.1|DNOV, LOC115764897|XP_030564088.1|DNOV	LOC108597491|XP_017839560.1|DBUS
OG0000987	LOC115761570|XP_030559216.1|DNOV	LOC108601479|XP_017844867.1|DBUS
OG0000988	LOC115768033|XP_030568316.1|DNOV, LOC115765059|XP_030564293.1|DNOV	LOC108598092|XP_017840195.1|DBUS
OG0000988	LOC115760203|XP_030557297.1|DNOV	LOC108603653|XP_017848161.2|DBUS
OG0000990	LOC115768138|XP_030568492.1|DNOV	LOC108607168|XP_017853310.1|DBUS
OG0000991	LOC115771652|XP_030573317.1|DNOV	LOC108602384|XP_017845984.1|DBUS
OG0000991	LOC115771305|XP_030572802.1|DNOV	LOC108606644|XP_017852432.1|DBUS
OG0000992	LOC115771830|XP_030573570.1|DNOV	LOC108602198|XP_017845736.1|DBUS
OG0000993	LOC115761545|XP_030559187.1|DNOV	LOC108604790|XP_017849878.1|DBUS
OG0000994	LOC115769172|XP_030569736.1|DNOV	LOC108604404|XP_017849359.1|DBUS
OG0000994	LOC115767620|XP_030567780.1|DNOV	LOC108605561|XP_017850815.1|DBUS
OG0000995	LOC115764352|XP_030563170.1|DNOV	LOC108605916|XP_017851221.1|DBUS
OG0000996	LOC115767070|XP_030567070.1|DNOV	LOC108606580|XP_017852295.1|DBUS
OG0000996	LOC115762299|XP_030560326.1|DNOV	LOC108595540|XP_017836284.1|DBUS
OG0000997	LOC115760733|XP_030558068.1|DNOV	LOC108594679|XP_017835309.2|DBUS
OG0000998	LOC115762950|XP_030561197.1|DNOV	LOC108600670|XP_017843856.1|DBUS
OG0000999	LOC115768360|XP_030568788.1|DNOV	LOC108606776|XP_017852685.1|DBUS
OG0001000	LOC115759730|XP_030556652.1|DNOV	LOC117135038|XP_033150756.1|DBUS
OG0001001	LOC115762352|XP_030560381.1|DNOV	LOC108597086|XP_017838928.1|DBUS
OG0001002	LOC115767715|XP_030567879.1|DNOV	LOC108598644|XP_017840845.1|DBUS, LOC108596304|XP_017837392.1|DBUS
OG0001003	LOC115761908|XP_030559786.1|DNOV	LOC108603826|XP_033150461.1|DBUS, LOC108603978|XP_017848693.1|DBUS
OG0001004	LOC115770581|XP_030571766.1|DNOV	LOC108602791|XP_017846491.1|DBUS
OG0001005	LOC115767970|XP_030568228.1|DNOV	LOC108605425|XP_017850589.1|DBUS
OG0001006	LOC115771542|XP_030573141.1|DNOV	LOC108598703|XP_017840917.1|DBUS
OG0001007	LOC115762644|XP_030560810.1|DNOV	LOC108599792|XP_017842340.1|DBUS
OG0001008	LOC115765122|XP_030564378.1|DNOV	LOC108605191|XP_017850272.1|DBUS
OG0001009	LOC115765712|XP_030565233.1|DNOV	LOC108602090|XP_017845603.1|DBUS
OG0001010	LOC115767274|XP_030567365.1|DNOV	LOC108606202|XP_017851555.1|DBUS
OG0001011	LOC115767852|XP_030568065.1|DNOV	LOC108606303|XP_017851782.2|DBUS
OG0001011	LOC115760236|XP_030557350.1|DNOV	LOC108604533|XP_017849541.1|DBUS
OG0001012	LOC115767772|XP_030567957.1|DNOV, LOC115767752|XP_030567928.1|DNOV	LOC108605837|XP_017851133.2|DBUS
OG0001013	LOC115770074|XP_030571034.1|DNOV	LOC108599055|XP_017841324.2|DBUS
OG0001014	LOC115769336|XP_030569959.1|DNOV	LOC108599110|XP_017841388.1|DBUS
OG0001015	LOC115765392|XP_030564781.1|DNOV	LOC108607262|XP_017853439.1|DBUS
OG0001015	LOC115765303|XP_030564659.1|DNOV	LOC108607261|XP_017853438.1|DBUS
OG0001016	LOC115758921|XP_030555580.1|DNOV	LOC108605497|XP_017850735.1|DBUS
OG0001016	LOC115767291|XP_030567383.1|DNOV	LOC108600396|XP_017843433.1|DBUS, LOC108598199|XP_017840304.1|DBUS, LOC108605982|XP_017851294.1|DBUS
OG0001017	LOC115764481|XP_030563419.1|DNOV	LOC108596852|XP_017838479.1|DBUS
OG0001019	LOC115771891|XP_030573635.1|DNOV	LOC108602930|XP_017846762.1|DBUS
OG0001020	LOC115764381|XP_030563202.1|DNOV	LOC108605796|XP_017851088.1|DBUS
OG0001021	LOC115759300|XP_030556063.1|DNOV	LOC108607999|XP_017854649.1|DBUS
OG0001021	LOC115759299|XP_030556062.1|DNOV	LOC108607998|XP_017854648.1|DBUS
OG0001022	LOC115766271|XP_030565995.1|DNOV	LOC117134924|XP_033150319.1|DBUS
OG0001024	LOC115771783|XP_030573503.1|DNOV	LOC108604103|XP_017848872.1|DBUS
OG0001026	LOC115769629|XP_030570397.1|DNOV	LOC108600168|XP_017843062.1|DBUS
OG0001026	LOC115760702|XP_030558027.1|DNOV	LOC108594903|XP_017835530.1|DBUS
OG0001027	LOC115770134|XP_030571135.1|DNOV	LOC108600201|XP_017843104.1|DBUS
OG0001028	LOC115763130|XP_030561434.1|DNOV	LOC108604114|XP_017848890.1|DBUS
OG0001031	LOC115759029|XP_030555704.1|DNOV	LOC108607683|XP_017854129.1|DBUS
OG0001032	LOC115758458|XP_030554987.1|DNOV	LOC108608220|XP_017854987.2|DBUS
OG0001033	LOC115758269|XP_030554692.1|DNOV	LOC108594834|XP_017835460.1|DBUS
OG0001034	LOC115770297|XP_030571393.1|DNOV	LOC108598184|XP_017840288.2|DBUS
OG0001035	LOC115764280|XP_030563069.1|DNOV	LOC108605623|XP_017850894.1|DBUS
OG0001035	LOC115764347|XP_030563165.1|DNOV	LOC108605622|XP_017850893.1|DBUS
OG0001036	LOC115764406|XP_030563260.1|DNOV	LOC108606830|XP_017852804.1|DBUS
OG0001036	LOC115765752|XP_030565274.1|DNOV	LOC108602248|XP_017845787.1|DBUS
OG0001037	LOC115770422|XP_030571548.1|DNOV, LOC115770423|XP_030571552.1|DNOV	LOC108598646|XP_017840837.2|DBUS
OG0001038	LOC115763813|XP_030562424.1|DNOV	LOC108604497|XP_017849482.1|DBUS
OG0001042	LOC115772074|XP_030573884.1|DNOV	LOC108601652|XP_017845041.1|DBUS
OG0001043	LOC115764278|XP_030563067.1|DNOV	LOC108605170|XP_017850244.1|DBUS
OG0001043	LOC115763560|XP_030562040.1|DNOV	LOC108608542|XP_017855451.2|DBUS
OG0001044	LOC115759661|XP_030556521.1|DNOV	LOC108594671|XP_017835301.1|DBUS
OG0001045	LOC115758514|XP_030555069.1|DNOV	LOC108597686|XP_017839850.1|DBUS
OG0001046	LOC115764786|XP_030563891.1|DNOV	LOC108595821|XP_017836601.1|DBUS
OG0001047	LOC115760435|XP_030557608.1|DNOV, LOC115760469|XP_030557659.1|DNOV, LOC115760436|XP_030557609.1|DNOV	LOC108596391|XP_017837558.1|DBUS
OG0001048	LOC115762327|XP_030560356.1|DNOV	LOC108595004|XP_017835628.1|DBUS
OG0001049	LOC115766976|XP_030566931.1|DNOV	LOC108600752|XP_017843995.1|DBUS
OG0001050	LOC115765802|XP_030565366.1|DNOV	LOC108600638|XP_017843819.1|DBUS
OG0001051	LOC115759360|XP_030556142.1|DNOV	LOC108607720|XP_017854225.2|DBUS
OG0001052	LOC115758575|XP_030555150.1|DNOV	LOC108607995|XP_017854645.2|DBUS
OG0001053	LOC115768388|XP_030568818.1|DNOV	LOC108607181|XP_017853326.1|DBUS, LOC108600249|XP_017843906.2|DBUS
OG0001054	LOC115761206|XP_030558750.1|DNOV	LOC108604574|XP_017849594.1|DBUS
OG0001055	LOC115766081|XP_030565744.1|DNOV	LOC108603607|XP_017848042.1|DBUS
OG0001055	LOC115766080|XP_030565743.1|DNOV	LOC108604006|XP_017848734.1|DBUS
OG0001056	LOC115767764|XP_030567946.1|DNOV	LOC108605667|XP_017850947.1|DBUS
OG0001057	LOC115768549|XP_030569019.1|DNOV	LOC108600031|XP_017842841.1|DBUS
OG0001057	LOC115762992|XP_030561238.1|DNOV	LOC108600029|XP_017842839.1|DBUS
OG0001058	LOC115769086|XP_030569658.1|DNOV	LOC108606604|XP_017852353.1|DBUS
OG0001059	LOC115769107|XP_030569680.1|DNOV	LOC108599123|XP_017841400.2|DBUS
OG0001060	LOC115765707|XP_030565228.1|DNOV	LOC108601684|XP_017845082.1|DBUS
OG0001061	LOC115761695|XP_030559424.1|DNOV	LOC108602610|XP_017846236.1|DBUS
OG0001062	LOC115757693|XP_030553893.1|DNOV	LOC108602231|XP_017845768.1|DBUS
OG0001063	LOC115767378|XP_030567498.1|DNOV	LOC108604992|XP_017850048.1|DBUS
OG0001064	LOC115767336|XP_030567446.1|DNOV	LOC108605092|XP_017850146.2|DBUS
OG0001065	LOC115759430|XP_030556201.1|DNOV	LOC108595179|XP_033149244.1|DBUS, LOC108595470|XP_017836203.1|DBUS
OG0001067	LOC115769272|XP_030569843.1|DNOV	LOC108602048|XP_017845553.2|DBUS
OG0001067	LOC115769274|XP_030569846.1|DNOV	LOC108602058|XP_017845565.2|DBUS
OG0001068	LOC115769458|XP_030570131.1|DNOV, LOC115766059|XP_030565708.1|DNOV	LOC108601030|XP_017844570.2|DBUS
OG0001069	LOC115757916|XP_030554235.1|DNOV, LOC115766548|XP_030566380.1|DNOV	LOC108596017|XP_017836839.1|DBUS, LOC108596529|XP_017837904.2|DBUS
OG0001070	LOC115763882|XP_030562518.1|DNOV	LOC108602548|XP_017846169.1|DBUS
OG0001072	LOC115770131|XP_030571128.1|DNOV	LOC108599242|XP_017841528.2|DBUS
OG0001073	LOC115772095|XP_030573916.1|DNOV	LOC108604201|XP_033149922.1|DBUS
OG0001074	LOC115760974|XP_030558435.1|DNOV	LOC108595378|XP_017836094.1|DBUS
OG0001075	LOC115767123|XP_030567142.1|DNOV	LOC108601025|XP_017844390.1|DBUS
OG0001077	LOC115760378|XP_030557533.1|DNOV	LOC108601650|XP_017845039.1|DBUS
OG0001078	LOC115766335|XP_030566088.1|DNOV	LOC108605494|XP_033150288.1|DBUS
OG0001079	LOC115762600|XP_030560752.1|DNOV	LOC108600250|XP_017843175.1|DBUS
OG0001080	LOC115769697|XP_030570482.1|DNOV	LOC108600145|XP_017843028.1|DBUS
OG0001081	LOC115765474|XP_030564917.1|DNOV	LOC108595457|XP_017836187.1|DBUS
OG0001081	LOC115760540|XP_030557784.1|DNOV	LOC108595079|XP_017835719.1|DBUS
OG0001082	LOC115762508|XP_030560609.1|DNOV	LOC108597660|XP_017839808.1|DBUS
OG0001083	LOC115767161|XP_030567201.1|DNOV	LOC108599964|XP_017842706.1|DBUS
OG0001084	LOC115762073|XP_030560064.1|DNOV	LOC108597324|XP_017839304.1|DBUS
OG0001085	LOC115762175|XP_030560154.1|DNOV	LOC108595556|XP_033148997.1|DBUS, LOC108594946|XP_033149252.1|DBUS
OG0001086	LOC115765200|XP_030564500.1|DNOV	LOC108597096|XP_017838950.1|DBUS
OG0001087	LOC115758845|XP_030555486.1|DNOV	LOC108608044|XP_033149145.1|DBUS
OG0001088	LOC115771025|XP_030572411.1|DNOV	LOC108597920|XP_017840026.2|DBUS
OG0001089	LOC115762595|XP_030560746.1|DNOV	LOC108598487|XP_033149373.1|DBUS
OG0001090	LOC115767120|XP_030567137.1|DNOV	LOC108599013|XP_017841280.1|DBUS
OG0001091	LOC115770206|XP_030571260.1|DNOV	LOC108600566|XP_017843720.2|DBUS
OG0001092	LOC115759208|XP_030555959.1|DNOV	LOC108600319|XP_017843314.1|DBUS
OG0001093	LOC115769250|XP_030569822.1|DNOV	LOC108599730|XP_017842224.1|DBUS
OG0001094	LOC115769183|XP_030569747.1|DNOV	LOC108601054|XP_033150057.1|DBUS
OG0001095	LOC115769710|XP_030570500.1|DNOV	LOC108598464|XP_017840597.1|DBUS
OG0001096	LOC115758494|XP_030555036.1|DNOV	LOC108607817|XP_017854353.1|DBUS
OG0001097	LOC115760143|XP_030557208.1|DNOV	LOC108596759|XP_017838333.1|DBUS
OG0001099	LOC115767074|XP_030567078.1|DNOV	LOC108598330|XP_017840435.2|DBUS
