Orthogroup	DNOV.longest_only	DSEC.longest_only
OG0000226	LOC115769759|XP_030570574.1|DNOV	LOC6605107|XP_002029948.2|DSEC
OG0000228	LOC115760396|XP_030557558.1|DNOV	LOC6620611|XP_002044814.1|DSEC
OG0000228	LOC115763668|XP_030562199.1|DNOV	LOC6613926|XP_002038391.1|DSEC
OG0000228	LOC115763230|XP_030561565.1|DNOV	LOC6615205|XP_002039615.1|DSEC, LOC6611369|XP_032577317.1|DSEC
OG0000229	LOC115764843|XP_030563951.1|DNOV	LOC6617174|XP_032576428.1|DSEC
OG0000229	LOC115763791|XP_030562380.1|DNOV	LOC6620074|XP_032576444.1|DSEC
OG0000230	LOC115760667|XP_030557994.1|DNOV	LOC6609376|XP_032570615.1|DSEC
OG0000230	LOC115760666|XP_030557993.1|DNOV	LOC6609375|XP_002034064.1|DSEC
OG0000231	LOC115770532|XP_030571692.1|DNOV, LOC115770418|XP_030571543.1|DNOV	LOC6617779|XP_032583103.1|DSEC, LOC6617778|XP_002042090.1|DSEC, LOC6617777|XP_002042089.1|DSEC, LOC6617780|XP_002042092.1|DSEC
OG0000232	LOC115770685|XP_030571931.1|DNOV	LOC6616911|XP_002041241.2|DSEC
OG0000232	LOC115764124|XP_030562856.1|DNOV	LOC6607884|XP_002032638.1|DSEC
OG0000232	LOC115764118|XP_030562845.1|DNOV	LOC6607883|XP_002032637.1|DSEC
OG0000233	LOC115760824|XP_030558208.1|DNOV	LOC6612753|XP_002037256.1|DSEC
OG0000233	LOC115771661|XP_030573332.1|DNOV	LOC6612990|XP_002037481.1|DSEC
OG0000233	LOC115771660|XP_030573330.1|DNOV	LOC6619547|XP_032577859.1|DSEC
OG0000234	LOC115760592|XP_030557886.1|DNOV	LOC6609130|XP_032571394.1|DSEC, LOC116800186|XP_032571393.1|DSEC
OG0000234	LOC115763140|XP_030561451.1|DNOV	LOC6609131|XP_032571390.1|DSEC
OG0000235	LOC115771605|XP_030573227.1|DNOV	LOC6619526|XP_002043741.1|DSEC
OG0000235	LOC115771667|XP_030573342.1|DNOV, LOC115771850|XP_030573592.1|DNOV	LOC6619525|XP_002043740.1|DSEC, LOC6619524|XP_032579041.1|DSEC
OG0000236	LOC115765920|XP_030565524.1|DNOV	LOC116802520|XP_032582872.1|DSEC, LOC6617288|XP_002041615.1|DSEC
OG0000236	LOC115758742|XP_030555358.1|DNOV	LOC6613510|XP_002037978.1|DSEC
OG0000236	LOC115768207|XP_030568580.1|DNOV	LOC116802334|XP_032582506.1|DSEC
OG0000237	LOC115772106|XP_030573936.1|DNOV	LOC6607888|XP_032571657.1|DSEC
OG0000237	LOC115767597|XP_030567749.1|DNOV	LOC116801668|XP_032578506.1|DSEC
OG0000238	LOC115758580|XP_030555156.1|DNOV	LOC6618205|XP_032569938.1|DSEC, LOC6618202|XP_032569935.1|DSEC
OG0000238	LOC115758581|XP_030555159.1|DNOV	LOC6618204|XP_032569942.1|DSEC
OG0000239	LOC115766203|XP_030565913.1|DNOV, LOC115766204|XP_030565914.1|DNOV	LOC6606897|XP_002031691.1|DSEC, LOC6614181|XP_002038628.1|DSEC
OG0000240	LOC115763880|XP_030562516.1|DNOV	LOC6606730|XP_002031527.1|DSEC
OG0000240	LOC115763842|XP_030562465.1|DNOV	LOC6606727|XP_032578227.1|DSEC
OG0000240	LOC115763789|XP_030562378.1|DNOV	LOC6614122|XP_032577114.1|DSEC
OG0000241	LOC115768092|XP_030568436.1|DNOV	LOC6605790|XP_002030605.2|DSEC
OG0000243	LOC115762581|XP_030560728.1|DNOV, LOC115762583|XP_030560730.1|DNOV, LOC115762953|XP_030561202.1|DNOV	LOC116801516|XP_032577609.1|DSEC, LOC6611755|XP_002036278.1|DSEC
OG0000243	LOC115770299|XP_030571395.1|DNOV, LOC115770446|XP_030571582.1|DNOV	LOC6605860|XP_002030674.1|DSEC
OG0000244	LOC115764793|XP_030563896.1|DNOV, LOC115764717|XP_030563776.1|DNOV	LOC6606429|XP_002031233.2|DSEC, LOC6606430|XP_002031234.1|DSEC
OG0000244	LOC115764765|XP_030563861.1|DNOV, LOC115764626|XP_030563652.1|DNOV, LOC115764724|XP_030563792.1|DNOV, LOC115764729|XP_030563799.1|DNOV, LOC115764685|XP_030563734.1|DNOV, LOC115764627|XP_030563654.1|DNOV	LOC6606434|XP_002031238.1|DSEC
OG0000246	LOC115766563|XP_030566402.1|DNOV, LOC115757874|XP_030554172.1|DNOV	LOC6609546|XP_002034229.1|DSEC
OG0000247	LOC115763844|XP_030562473.1|DNOV, LOC115763843|XP_030562471.1|DNOV, LOC115763845|XP_030562474.1|DNOV, LOC115763846|XP_030562475.1|DNOV	LOC6605413|XP_002030246.1|DSEC, LOC6605412|XP_002030245.1|DSEC
OG0000248	LOC115770791|XP_030572076.1|DNOV	LOC6606123|XP_032574515.1|DSEC
OG0000248	LOC115771228|XP_030572689.1|DNOV	LOC6606122|XP_002030930.1|DSEC
OG0000248	LOC115758267|XP_030554688.1|DNOV	LOC6609187|XP_002033878.1|DSEC
OG0000249	LOC115758326|XP_030554755.1|DNOV	LOC6611637|XP_002036173.1|DSEC
OG0000249	LOC115758325|XP_030554754.1|DNOV	LOC6611638|XP_002036174.1|DSEC
OG0000249	LOC115758522|XP_030555075.1|DNOV	LOC6611639|XP_002036175.1|DSEC
OG0000250	LOC115758358|XP_030554799.1|DNOV	LOC6617782|XP_002042094.1|DSEC
OG0000250	LOC115758860|XP_030555508.1|DNOV	LOC6617785|XP_002042097.1|DSEC
OG0000250	LOC115758813|XP_030555450.1|DNOV	LOC6617783|XP_002042095.1|DSEC
OG0000251	LOC115769125|XP_030569690.1|DNOV	LOC6615000|XP_002039417.1|DSEC
OG0000251	LOC115758102|XP_030554486.1|DNOV	LOC6618809|XP_002043058.1|DSEC
OG0000251	LOC115771270|XP_030572745.1|DNOV	LOC116800930|XP_032573534.1|DSEC
OG0000252	LOC115763819|XP_030562433.1|DNOV	LOC6615448|XP_002039830.1|DSEC
OG0000252	LOC115758426|XP_030554941.1|DNOV	LOC6615446|XP_002039828.2|DSEC
OG0000252	LOC115758906|XP_030555566.1|DNOV	LOC6615447|XP_002039829.1|DSEC
OG0000253	LOC115762767|XP_030560974.1|DNOV	LOC6609786|XP_002034440.1|DSEC, LOC6609783|XP_002034437.1|DSEC
OG0000253	LOC115759866|XP_030556833.1|DNOV	LOC116800563|XP_032572105.1|DSEC
OG0000255	LOC115758041|XP_030554414.1|DNOV	LOC6608779|XP_002033500.1|DSEC
OG0000255	LOC115758069|XP_030554442.1|DNOV	LOC6608778|XP_002033499.2|DSEC
OG0000256	LOC115761342|XP_030558944.1|DNOV	LOC6609857|XP_002034508.1|DSEC
OG0000256	LOC115759637|XP_030556489.1|DNOV, LOC115760658|XP_030557988.1|DNOV, LOC115763754|XP_030562330.1|DNOV, LOC115759032|XP_030555713.1|DNOV	LOC6609859|XP_032571439.1|DSEC
OG0000257	LOC115758253|XP_030554669.1|DNOV	LOC6615780|XP_002040150.1|DSEC
OG0000258	LOC115762441|XP_030560500.1|DNOV	LOC6607963|XP_002032711.1|DSEC
OG0000258	LOC115762440|XP_030560499.1|DNOV	LOC6607965|XP_032570037.1|DSEC
OG0000258	LOC115762363|XP_030560397.1|DNOV	LOC6607967|XP_002032715.2|DSEC
OG0000258	LOC115762442|XP_030560501.1|DNOV	LOC6607966|XP_002032714.1|DSEC
OG0000259	LOC115771821|XP_030573560.1|DNOV	LOC6612594|XP_002037099.2|DSEC
OG0000259	LOC115763274|XP_030561613.1|DNOV	LOC6611765|XP_002036288.2|DSEC, LOC6611766|XP_002036289.2|DSEC, LOC6611767|XP_002036290.1|DSEC
OG0000260	LOC115764438|XP_030563308.1|DNOV	LOC6608167|XP_002032912.1|DSEC
OG0000260	LOC115770798|XP_030572081.1|DNOV	LOC6607737|XP_002032500.1|DSEC
OG0000260	LOC115764447|XP_030563320.1|DNOV	LOC6608168|XP_002032913.1|DSEC
OG0000261	LOC115768952|XP_030569538.1|DNOV	LOC6613465|XP_002037935.1|DSEC, LOC6613466|XP_002037936.1|DSEC
OG0000262	LOC115769472|XP_030570150.1|DNOV	LOC6611009|XP_002035566.1|DSEC, LOC6611008|XP_002035565.2|DSEC
OG0000262	LOC115760522|XP_030557755.1|DNOV	LOC6608925|XP_002033639.1|DSEC
OG0000263	LOC115760684|XP_030558011.1|DNOV	LOC6608824|XP_032571617.1|DSEC
OG0000263	LOC115762658|XP_030560825.1|DNOV	LOC6610992|XP_002035549.1|DSEC
OG0000264	LOC115765334|XP_030564698.1|DNOV	LOC6617954|XP_002042262.1|DSEC
OG0000264	LOC115765409|XP_030564813.1|DNOV	LOC6617953|XP_002042261.1|DSEC
OG0000264	LOC115765005|XP_030564212.1|DNOV	LOC6612937|XP_032579187.1|DSEC
OG0000265	LOC115762579|XP_030560725.1|DNOV	LOC6610175|XP_032573687.1|DSEC, LOC116800293|XP_032570077.1|DSEC, LOC6621456|XP_032570079.1|DSEC, LOC6620873|XP_032570088.1|DSEC, LOC6620932|XP_032570083.1|DSEC, LOC6609595|XP_032570080.1|DSEC, LOC6620874|XP_002045070.2|DSEC, LOC6610895|XP_032575139.1|DSEC
OG0000266	LOC115760814|XP_030558191.1|DNOV	LOC6609778|XP_002034432.2|DSEC
OG0000266	LOC115758983|XP_030555646.1|DNOV	LOC116800526|XP_032571858.1|DSEC
OG0000266	LOC115760874|XP_030558295.1|DNOV	LOC6609779|XP_002034433.1|DSEC
OG0000267	LOC115759634|XP_030556483.1|DNOV	LOC6612864|XP_002037356.1|DSEC
OG0000267	LOC115759633|XP_030556482.1|DNOV	LOC6612863|XP_002037355.1|DSEC
OG0000268	LOC115764019|XP_030562708.1|DNOV	LOC6614050|XP_002038504.1|DSEC
OG0000269	LOC115771697|XP_030573374.1|DNOV	LOC6607559|XP_002032328.1|DSEC
OG0000269	LOC115770872|XP_030572169.1|DNOV	LOC6607723|XP_002032486.1|DSEC
OG0000270	LOC115760807|XP_030558181.1|DNOV	LOC6615751|XP_002040122.1|DSEC
OG0000271	LOC115758899|XP_030555556.1|DNOV	LOC6613578|XP_032578943.1|DSEC
OG0000271	LOC115765551|XP_030565045.1|DNOV	LOC116800658|XP_032572709.1|DSEC
OG0000271	LOC115762481|XP_030560578.1|DNOV	LOC6609268|XP_002033958.1|DSEC
OG0000272	LOC115770298|XP_030571394.1|DNOV	LOC6611183|XP_032573856.1|DSEC
OG0000272	LOC115766733|XP_030566554.1|DNOV	LOC6620280|XP_032579864.1|DSEC
OG0000273	LOC115770941|XP_030572261.1|DNOV	LOC6606210|XP_002031018.2|DSEC
OG0000273	LOC115759279|XP_030556041.1|DNOV	LOC6612030|XP_002036547.1|DSEC
OG0000273	LOC115763863|XP_030562498.1|DNOV	LOC6614319|XP_002038759.1|DSEC
OG0000274	LOC115763573|XP_030562055.1|DNOV, LOC115763562|XP_030562045.1|DNOV	LOC6609196|XP_002033887.1|DSEC
OG0000274	LOC115760884|XP_030558306.1|DNOV	LOC6608989|XP_032572006.1|DSEC
OG0000277	LOC115764754|XP_030563841.1|DNOV, LOC115764824|XP_030563933.1|DNOV	LOC6619297|XP_002043514.1|DSEC, LOC6607339|XP_002032112.1|DSEC, LOC6607340|XP_002032113.1|DSEC
OG0000279	LOC115771201|XP_030572658.1|DNOV	LOC6604910|XP_002029753.1|DSEC
OG0000279	LOC115771199|XP_030572657.1|DNOV	LOC6604911|XP_032574877.1|DSEC
OG0000280	LOC115769339|XP_030569960.1|DNOV	LOC6619354|XP_002043571.1|DSEC
OG0000280	LOC115769338|XP_030569958.1|DNOV	LOC6619353|XP_002043570.2|DSEC
OG0000280	LOC115769337|XP_030569957.1|DNOV	LOC6619355|XP_002043572.1|DSEC
OG0000281	LOC115769639|XP_030570411.1|DNOV	LOC6611035|XP_032575639.1|DSEC
OG0000281	LOC115768773|XP_030569323.1|DNOV	LOC6615104|XP_002039520.1|DSEC
OG0000281	LOC115767096|XP_030567104.1|DNOV	LOC6614954|XP_032581509.1|DSEC
OG0000282	LOC115770490|XP_030571636.1|DNOV	LOC6610700|XP_032573797.1|DSEC
OG0000282	LOC115767558|XP_030567701.1|DNOV	LOC6612379|XP_002036888.1|DSEC
OG0000283	LOC115758273|XP_030554696.1|DNOV	LOC6608719|XP_032570257.1|DSEC
OG0000283	LOC115771892|XP_030573636.1|DNOV	LOC6617122|XP_002041449.2|DSEC
OG0000284	LOC115769254|XP_030569825.1|DNOV	LOC6613664|XP_032583146.1|DSEC
OG0000285	LOC115760631|XP_030557942.1|DNOV	LOC6609870|XP_002034521.2|DSEC
OG0000285	LOC115760798|XP_030558154.1|DNOV	LOC6609871|XP_002034522.1|DSEC
OG0000286	LOC115769188|XP_030569752.1|DNOV	LOC6611231|XP_002035787.1|DSEC
OG0000286	LOC115769216|XP_030569788.1|DNOV	LOC6611228|XP_002035784.1|DSEC
OG0000286	LOC115769218|XP_030569791.1|DNOV	LOC6611232|XP_002035788.2|DSEC
OG0000287	LOC115767252|XP_030567319.1|DNOV	LOC6620792|XP_002044992.2|DSEC
OG0000287	LOC115767189|XP_030567240.1|DNOV	LOC6617987|XP_002042295.1|DSEC
OG0000287	LOC115767188|XP_030567239.1|DNOV	LOC6620791|XP_002044990.1|DSEC
OG0000288	LOC115759357|XP_030556139.1|DNOV, LOC115759358|XP_030556140.1|DNOV	LOC6617886|XP_002042194.1|DSEC, LOC6617888|XP_002042196.2|DSEC, LOC6617885|XP_002042193.1|DSEC, LOC6617884|XP_002042192.1|DSEC
OG0000289	LOC115766935|XP_030566883.1|DNOV	LOC116801039|XP_032574278.1|DSEC
OG0000289	LOC115766943|XP_030566890.1|DNOV	LOC6610834|XP_032575060.1|DSEC
OG0000290	LOC115770344|XP_030571442.1|DNOV, LOC115770343|XP_030571441.1|DNOV	LOC6608505|XP_002033239.1|DSEC, LOC116800638|XP_032572596.1|DSEC, LOC6608506|XP_032572598.1|DSEC
OG0000291	LOC115770447|XP_030571583.1|DNOV	LOC6605284|XP_002030122.1|DSEC
OG0000292	LOC115757856|XP_030554152.1|DNOV, LOC115768581|XP_030569126.1|DNOV, LOC115768426|XP_030568886.1|DNOV, LOC115768517|XP_030568999.1|DNOV	LOC6609635|XP_002034312.1|DSEC
OG0000292	LOC115770574|XP_030571757.1|DNOV	LOC6605497|XP_002030330.1|DSEC
OG0000293	LOC115771826|XP_030573565.1|DNOV, LOC115771827|XP_030573567.1|DNOV	LOC6607604|XP_002032372.1|DSEC
OG0000293	LOC115759755|XP_030556657.1|DNOV	LOC6620991|XP_002045184.1|DSEC
OG0000294	LOC115769275|XP_030569858.1|DNOV	LOC6613668|XP_002038138.2|DSEC
OG0000294	LOC115765434|XP_030564840.1|DNOV	LOC6620300|XP_032582665.1|DSEC
OG0000295	LOC115763523|XP_030561990.1|DNOV	LOC6609203|XP_002033894.1|DSEC
OG0000296	LOC115758886|XP_030555541.1|DNOV	LOC6619330|XP_002043547.1|DSEC
OG0000296	LOC115768096|XP_030568444.1|DNOV	LOC6610164|XP_002034772.1|DSEC
OG0000296	LOC115764439|XP_030563307.1|DNOV	LOC6616192|XP_032581563.1|DSEC
OG0000298	LOC115765396|XP_030564785.1|DNOV	LOC6612592|XP_002037097.1|DSEC
OG0000298	LOC115765291|XP_030564642.1|DNOV	LOC6616234|XP_002040598.1|DSEC
OG0000298	LOC115769497|XP_030570176.1|DNOV	LOC6615114|XP_002039530.1|DSEC, LOC6604997|XP_002029840.1|DSEC
OG0000299	LOC115761762|XP_030559529.1|DNOV	LOC6621501|XP_032577051.1|DSEC
OG0000299	LOC115761468|XP_030559094.1|DNOV	LOC6606551|XP_032577050.1|DSEC
OG0000300	LOC115768801|XP_030569360.1|DNOV	LOC116801156|XP_032574975.1|DSEC, LOC6606134|XP_032574973.1|DSEC, LOC6606133|XP_032574972.1|DSEC
OG0000301	LOC115770453|XP_030571591.1|DNOV	LOC6619473|XP_002043688.1|DSEC
OG0000301	LOC115766007|XP_030565636.1|DNOV	LOC6611555|XP_002036094.1|DSEC
OG0000302	LOC115769819|XP_030570648.1|DNOV	LOC6616427|XP_002040788.2|DSEC
OG0000302	LOC115769626|XP_030570394.1|DNOV	LOC6616428|XP_002040789.1|DSEC
OG0000303	LOC115769717|XP_030570509.1|DNOV	LOC6605333|XP_002030169.1|DSEC
OG0000303	LOC115759046|XP_030555729.1|DNOV	LOC116802266|XP_032582065.1|DSEC
OG0000304	LOC115757775|XP_030554059.1|DNOV	LOC6619502|XP_032578323.1|DSEC
OG0000304	LOC115771805|XP_030573540.1|DNOV	LOC6619499|XP_002043715.1|DSEC
OG0000305	LOC115769833|XP_030570668.1|DNOV	LOC6605788|XP_002030603.1|DSEC
OG0000305	LOC115768614|XP_030569134.1|DNOV	LOC6605786|XP_002030601.1|DSEC
OG0000305	LOC115768605|XP_030569122.1|DNOV	LOC6605785|XP_002030600.1|DSEC
OG0000306	LOC115766583|XP_030566429.1|DNOV	LOC6615661|XP_002040032.1|DSEC
OG0000306	LOC115758861|XP_030555510.1|DNOV	LOC6615665|XP_032572285.1|DSEC
OG0000306	LOC115768471|XP_030568904.1|DNOV	LOC6617629|XP_002041942.2|DSEC
OG0000307	LOC115765647|XP_030565165.1|DNOV	LOC6616654|XP_032578009.1|DSEC
OG0000307	LOC115761546|XP_030559188.1|DNOV	LOC6618683|XP_032579262.1|DSEC
OG0000308	LOC115763120|XP_030561423.1|DNOV	LOC116800218|XP_032569952.1|DSEC
OG0000309	LOC115765693|XP_030565211.1|DNOV	LOC6606931|XP_002031725.1|DSEC, LOC6606936|XP_002031730.1|DSEC, LOC6606935|XP_002031729.1|DSEC
OG0000310	LOC115767248|XP_030567314.1|DNOV, LOC115760619|XP_030557931.1|DNOV	LOC6618455|XP_002042725.2|DSEC
OG0000311	LOC115757691|XP_030553890.1|DNOV, LOC115763250|XP_030561586.1|DNOV	LOC6607488|XP_002032257.2|DSEC, LOC6619218|XP_002043437.1|DSEC
OG0000311	LOC115764369|XP_030563190.1|DNOV	LOC6615141|XP_002039557.1|DSEC
OG0000312	LOC115762991|XP_030561237.1|DNOV	LOC6611804|XP_032574685.1|DSEC
OG0000312	LOC115760077|XP_030557114.1|DNOV	LOC6613282|XP_032579441.1|DSEC
OG0000313	LOC115760067|XP_030557107.1|DNOV	LOC6611716|XP_002036249.2|DSEC
OG0000313	LOC115769313|XP_030569904.1|DNOV	LOC6611219|XP_002035775.2|DSEC
OG0000314	LOC115759912|XP_030556900.1|DNOV, LOC115759910|XP_030556896.1|DNOV	LOC6613225|XP_002037702.2|DSEC
OG0000315	LOC115758815|XP_030555452.1|DNOV	LOC6613310|XP_002037786.1|DSEC, LOC6613253|XP_002037730.2|DSEC, LOC6608786|XP_032572405.1|DSEC, LOC6613311|XP_002037787.1|DSEC
OG0000316	LOC115760877|XP_030558299.1|DNOV	LOC6609874|XP_002034525.1|DSEC
OG0000316	LOC115760925|XP_030558360.1|DNOV	LOC6609873|XP_002034524.1|DSEC
OG0000319	LOC115765782|XP_030565316.1|DNOV, LOC115765781|XP_030565315.1|DNOV	LOC6606857|XP_032576542.1|DSEC, LOC6621508|XP_032576544.1|DSEC, LOC116801404|XP_032576543.1|DSEC, LOC6606844|XP_032578755.1|DSEC
OG0000320	LOC115764975|XP_030564160.1|DNOV	LOC6606918|XP_032578905.1|DSEC
OG0000321	LOC115759685|XP_030556536.1|DNOV	LOC6617669|XP_032583227.1|DSEC
OG0000321	LOC115759686|XP_030556539.1|DNOV	LOC116803550|XP_032583230.1|DSEC
OG0000322	LOC115766103|XP_030565783.1|DNOV	LOC6606238|XP_002031046.1|DSEC
OG0000322	LOC115768525|XP_030568976.1|DNOV	LOC6615976|XP_032581735.1|DSEC
OG0000323	LOC115769263|XP_030569833.1|DNOV	LOC6611191|XP_002035747.1|DSEC
OG0000323	LOC115763969|XP_030562628.1|DNOV	LOC6607691|XP_032579248.1|DSEC
OG0000324	LOC115760449|XP_030557622.1|DNOV, LOC115764535|XP_030563503.1|DNOV	LOC6609013|XP_002033718.1|DSEC
OG0000325	LOC115771561|XP_030573171.1|DNOV	LOC6618368|XP_002042638.1|DSEC
OG0000325	LOC115771393|XP_030572939.1|DNOV	LOC6618370|XP_002042640.1|DSEC
OG0000327	LOC115760672|XP_030557998.1|DNOV	LOC6608011|XP_032572057.1|DSEC
OG0000327	LOC115760789|XP_030558145.1|DNOV	LOC6608010|XP_002032758.1|DSEC
OG0000327	LOC115760788|XP_030558144.1|DNOV	LOC6608009|XP_002032757.2|DSEC
OG0000328	LOC115770334|XP_030571432.1|DNOV	LOC6618827|XP_002043076.2|DSEC
OG0000328	LOC115770335|XP_030571433.1|DNOV	LOC116800979|XP_032573860.1|DSEC, LOC116803144|XP_032582963.1|DSEC
OG0000329	LOC115770045|XP_030570988.1|DNOV	LOC6611706|XP_002036239.1|DSEC
OG0000329	LOC115758678|XP_030555279.1|DNOV	LOC6611416|XP_002035960.1|DSEC
OG0000330	LOC115771514|XP_030573109.1|DNOV, LOC115771491|XP_030573074.1|DNOV	LOC6612696|XP_002037199.1|DSEC, LOC6612708|XP_002037211.1|DSEC, LOC116802095|XP_032581109.1|DSEC
OG0000331	LOC115760008|XP_030557026.1|DNOV	LOC6611620|XP_002036156.1|DSEC
OG0000332	LOC115767593|XP_030567746.1|DNOV	LOC6611996|XP_032570871.1|DSEC
OG0000332	LOC115766428|XP_030566211.1|DNOV	LOC6615092|XP_002039508.1|DSEC
OG0000333	LOC115770129|XP_030571122.1|DNOV	LOC6605145|XP_002029986.1|DSEC
OG0000334	LOC115769517|XP_030570251.1|DNOV	LOC6608057|XP_002032805.2|DSEC, LOC6619997|XP_002044209.1|DSEC
OG0000334	LOC115758160|XP_030554559.1|DNOV	LOC6609525|XP_002034209.1|DSEC
OG0000335	LOC115763597|XP_030562080.1|DNOV	LOC6614713|XP_032583115.1|DSEC, LOC6614714|XP_002039141.1|DSEC
OG0000335	LOC115763596|XP_030562079.1|DNOV	LOC6614715|XP_002039142.1|DSEC
OG0000336	LOC115766233|XP_030565953.1|DNOV	LOC6606792|XP_002031589.1|DSEC
OG0000336	LOC115770822|XP_030572104.1|DNOV	LOC6619719|XP_002043934.1|DSEC
OG0000336	LOC115770947|XP_030572267.1|DNOV	LOC6619720|XP_032578114.1|DSEC
OG0000337	LOC115769335|XP_030569956.1|DNOV	LOC6619352|XP_002043569.1|DSEC
OG0000337	LOC115769334|XP_030569955.1|DNOV	LOC6616169|XP_002040534.1|DSEC
OG0000337	LOC115761892|XP_030559758.1|DNOV	LOC6606070|XP_002030879.1|DSEC
OG0000338	LOC115762797|XP_030561012.1|DNOV	LOC6610358|XP_032573130.1|DSEC
OG0000338	LOC115765105|XP_030564353.1|DNOV	LOC6608479|XP_002033213.1|DSEC
OG0000339	LOC115762881|XP_030561116.1|DNOV	LOC6605905|XP_002030718.1|DSEC
OG0000340	LOC115762295|XP_030560325.1|DNOV	LOC6609637|XP_002034314.2|DSEC
OG0000341	LOC115770004|XP_030570918.1|DNOV	LOC6605807|XP_002030622.1|DSEC, LOC6605810|XP_002030625.1|DSEC, LOC6605814|XP_002030629.1|DSEC, LOC116801140|XP_032574836.1|DSEC, LOC6605812|XP_002030627.1|DSEC
OG0000342	LOC115765213|XP_030564516.1|DNOV	LOC116802191|XP_032581641.1|DSEC
OG0000342	LOC115765285|XP_030564636.1|DNOV, LOC115757920|XP_030554242.1|DNOV	LOC6618819|XP_002043068.1|DSEC
OG0000343	LOC115761942|XP_030559838.1|DNOV	LOC6621248|XP_002045425.2|DSEC, LOC6620889|XP_032577770.1|DSEC, LOC6607122|XP_002031910.2|DSEC
OG0000344	LOC115761039|XP_030558514.1|DNOV	LOC6609684|XP_002034342.1|DSEC
OG0000344	LOC115759460|XP_030556254.1|DNOV	LOC6612796|XP_002037297.1|DSEC
OG0000345	LOC115762429|XP_030560486.1|DNOV	LOC6608077|XP_002032825.1|DSEC
OG0000345	LOC115758168|XP_030554569.1|DNOV	LOC6608952|XP_032572263.1|DSEC
OG0000346	LOC115762147|XP_030560119.1|DNOV	LOC6609264|XP_032572377.1|DSEC, LOC6615738|XP_002040109.2|DSEC, LOC6609265|XP_032572378.1|DSEC
OG0000347	LOC115769600|XP_030570349.1|DNOV	LOC6610903|XP_032575496.1|DSEC
OG0000347	LOC115758825|XP_030555461.1|DNOV	LOC6617359|XP_002041684.1|DSEC
OG0000348	LOC115759236|XP_030555995.1|DNOV	LOC6613117|XP_002037598.1|DSEC
OG0000348	LOC115763551|XP_030562029.1|DNOV	LOC6613368|XP_002037842.1|DSEC
OG0000349	LOC115763434|XP_030561857.1|DNOV	LOC6614766|XP_032582308.1|DSEC
OG0000350	LOC115768677|XP_030569224.1|DNOV	LOC6605373|XP_002030206.2|DSEC
OG0000350	LOC115768687|XP_030569236.1|DNOV	LOC6605372|XP_002030205.1|DSEC
OG0000350	LOC115757674|XP_030553864.1|DNOV	LOC116801798|XP_032579338.1|DSEC
OG0000351	LOC115762517|XP_030560634.1|DNOV	LOC6615444|XP_002039826.1|DSEC
OG0000351	LOC115761664|XP_030559374.1|DNOV	LOC6615443|XP_002039825.1|DSEC
OG0000353	LOC115759498|XP_030556296.1|DNOV	LOC6607281|XP_002032060.1|DSEC
OG0000353	LOC115759189|XP_030555925.1|DNOV	LOC6613555|XP_002038023.1|DSEC
OG0000354	LOC115760136|XP_030557198.1|DNOV	LOC6613072|XP_002037555.1|DSEC
OG0000354	LOC115760098|XP_030557143.1|DNOV	LOC6613082|XP_002037565.1|DSEC
OG0000355	LOC115764323|XP_030563135.1|DNOV	LOC6608108|XP_002032856.1|DSEC
OG0000355	LOC115760617|XP_030557926.1|DNOV, LOC115760618|XP_030557927.1|DNOV	LOC6619139|XP_002043379.1|DSEC
OG0000356	LOC115759811|XP_030556763.1|DNOV	LOC6614593|XP_002039021.2|DSEC
OG0000358	LOC115772048|XP_030573848.1|DNOV	LOC6619276|XP_002043493.1|DSEC, LOC116802592|XP_032582912.1|DSEC
OG0000358	LOC115772054|XP_030573858.1|DNOV, LOC115772052|XP_030573854.1|DNOV	LOC6619261|XP_002043478.1|DSEC
OG0000359	LOC115769988|XP_030570917.1|DNOV	LOC6605808|XP_002030623.1|DSEC, LOC6605809|XP_002030624.1|DSEC, LOC6605813|XP_002030628.1|DSEC, LOC6605815|XP_002030630.1|DSEC
OG0000360	LOC115766089|XP_030565759.1|DNOV	LOC6619697|XP_002043912.1|DSEC, LOC116801809|XP_032579435.1|DSEC, LOC6619695|XP_032579431.1|DSEC, LOC6619694|XP_032579434.1|DSEC
OG0000361	LOC115758459|XP_030554990.1|DNOV	LOC6616782|XP_002041119.1|DSEC, LOC116801515|XP_032577605.1|DSEC
OG0000361	LOC115758457|XP_030554984.1|DNOV	LOC6617797|XP_002042109.1|DSEC
OG0000362	LOC115766712|XP_030566496.1|DNOV	LOC6620114|XP_002044326.1|DSEC
OG0000362	LOC115771459|XP_030573034.1|DNOV	LOC6616605|XP_032575440.1|DSEC
OG0000363	LOC115763630|XP_030562118.1|DNOV	LOC6616936|XP_032577303.1|DSEC
OG0000363	LOC115767137|XP_030567160.1|DNOV	LOC6606055|XP_032573403.1|DSEC
OG0000364	LOC115769853|XP_030570698.1|DNOV	LOC6610445|XP_032573904.1|DSEC
OG0000365	LOC115762297|XP_030560322.1|DNOV	LOC6610120|XP_002034729.1|DSEC
OG0000365	LOC115765472|XP_030564912.1|DNOV	LOC6612085|XP_032581946.1|DSEC
OG0000366	LOC115766279|XP_030566006.1|DNOV	LOC6617644|XP_032580993.1|DSEC
OG0000366	LOC115759520|XP_030556326.1|DNOV	LOC6616979|XP_032579362.1|DSEC
OG0000367	LOC115769633|XP_030570401.1|DNOV	LOC6605117|XP_002029958.1|DSEC
