Orthogroup	DNOV.longest_only	DSUZ.longest_only
OG0001086	LOC115765200|XP_030564500.1|DNOV	LOC118877872|XP_036674093.1|DSUZ, LOC108008586|XP_016927953.1|DSUZ
OG0001087	LOC115758845|XP_030555486.1|DNOV	LOC108021162|XP_016945230.1|DSUZ, LOC108019019|XP_036669631.1|DSUZ
OG0001088	LOC115771025|XP_030572411.1|DNOV	LOC108012600|XP_016933508.1|DSUZ
OG0001089	LOC115762595|XP_030560746.1|DNOV	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ
OG0001090	LOC115767120|XP_030567137.1|DNOV	LOC108011840|XP_036672006.1|DSUZ
OG0001092	LOC115759208|XP_030555959.1|DNOV	LOC108005781|XP_016924603.1|DSUZ
OG0001093	LOC115769250|XP_030569822.1|DNOV	LOC108007974|XP_016927239.1|DSUZ
OG0001094	LOC115769183|XP_030569747.1|DNOV	LOC108011254|XP_036674113.1|DSUZ
OG0001095	LOC115769710|XP_030570500.1|DNOV	LOC108009866|XP_016930057.1|DSUZ
OG0001096	LOC115758494|XP_030555036.1|DNOV	LOC108005228|XP_036677097.1|DSUZ, LOC108021505|XP_016945747.1|DSUZ
OG0001097	LOC115760143|XP_030557208.1|DNOV	LOC108011919|XP_036678282.1|DSUZ, LOC108018437|XP_016941485.1|DSUZ
OG0001098	LOC115765939|XP_030565548.1|DNOV	LOC108010709|XP_016931112.2|DSUZ
OG0001099	LOC115767074|XP_030567078.1|DNOV, LOC115770646|XP_030571871.1|DNOV	LOC108012413|XP_016933263.1|DSUZ
OG0001100	LOC115772076|XP_030573887.1|DNOV	LOC108013974|XP_016935477.2|DSUZ
OG0001101	LOC115758056|XP_030554430.1|DNOV	LOC108009337|XP_016929104.1|DSUZ
OG0001102	LOC115768780|XP_030569338.1|DNOV	LOC108013488|XP_016934859.1|DSUZ
OG0001103	LOC115771905|XP_030573655.1|DNOV	LOC108004957|XP_016923550.2|DSUZ
OG0001104	LOC115757934|XP_030554263.1|DNOV, LOC115757947|XP_030554279.1|DNOV	LOC108008464|XP_016927806.1|DSUZ
OG0001105	LOC115768318|XP_030568727.1|DNOV	LOC108008764|XP_016928151.1|DSUZ
OG0001106	LOC115767955|XP_030568200.1|DNOV	LOC108020361|XP_036676389.1|DSUZ
OG0001108	LOC115770870|XP_030572166.1|DNOV	LOC108005705|XP_016924521.2|DSUZ, LOC108020642|XP_036673321.1|DSUZ
OG0001109	LOC115763249|XP_030561589.1|DNOV	LOC108008602|XP_016927970.1|DSUZ
OG0001110	LOC115771474|XP_030573056.1|DNOV	LOC108007434|XP_016926580.1|DSUZ, LOC118878967|XP_036677829.1|DSUZ
OG0001111	LOC115760293|XP_030557439.1|DNOV	LOC108008123|XP_016927402.1|DSUZ, LOC108008122|XP_016927400.1|DSUZ
OG0001112	LOC115766553|XP_030566389.1|DNOV	LOC108008667|XP_016928048.1|DSUZ
OG0001113	LOC115769241|XP_030569815.1|DNOV	LOC108021237|XP_016945335.1|DSUZ
OG0001113	LOC115769273|XP_030569844.1|DNOV	LOC108021239|XP_016945338.1|DSUZ
OG0001114	LOC115760170|XP_030557250.1|DNOV, LOC115759908|XP_030556893.1|DNOV, LOC115760242|XP_030557357.1|DNOV, LOC115760207|XP_030557301.1|DNOV	LOC108011155|XP_016931732.1|DSUZ, LOC108010740|XP_016931159.1|DSUZ
OG0001115	LOC115765995|XP_030565622.1|DNOV	LOC108013959|XP_016935464.1|DSUZ, LOC108013940|XP_016935442.1|DSUZ, LOC108013950|XP_016935452.1|DSUZ
OG0001116	LOC115763648|XP_030562173.1|DNOV	LOC108009214|XP_016928863.1|DSUZ
OG0001116	LOC115763643|XP_030562142.1|DNOV	LOC108008097|XP_016927375.2|DSUZ
OG0001117	LOC115758941|XP_030555601.1|DNOV, LOC115758937|XP_030555598.1|DNOV, LOC115758897|XP_030555553.1|DNOV, LOC115759341|XP_030556120.1|DNOV	LOC108018643|XP_016941703.2|DSUZ, LOC108010511|XP_016930877.2|DSUZ
OG0001118	LOC115768654|XP_030569191.1|DNOV	LOC108019074|XP_016942216.1|DSUZ
OG0001119	LOC115761986|XP_030559893.1|DNOV	LOC108011176|XP_036677448.1|DSUZ
OG0001120	LOC115768648|XP_030569179.1|DNOV	LOC108011039|XP_016931580.2|DSUZ
OG0001122	LOC115762938|XP_030561178.1|DNOV	LOC108012389|XP_016933234.1|DSUZ
OG0001124	LOC115764874|XP_030564013.1|DNOV	LOC108020255|XP_036677515.1|DSUZ, LOC118877800|XP_036673818.1|DSUZ
OG0001125	LOC115772072|XP_030573883.1|DNOV	LOC108007802|XP_036674594.1|DSUZ, LOC118877710|XP_036673478.1|DSUZ
OG0001126	LOC115769924|XP_030570809.1|DNOV	LOC108011409|XP_036671040.1|DSUZ
OG0001128	LOC115759754|XP_030556661.1|DNOV	LOC108010262|XP_016930607.1|DSUZ
OG0001129	LOC115758425|XP_030554936.1|DNOV	LOC108017525|XP_016940083.2|DSUZ
OG0001130	LOC115759812|XP_030556764.1|DNOV	LOC108006633|XP_016925660.1|DSUZ
OG0001131	LOC115766715|XP_030566499.1|DNOV	LOC108020377|XP_016944114.1|DSUZ
OG0001133	LOC115763282|XP_030561627.1|DNOV	LOC108019161|XP_016942424.1|DSUZ
OG0001134	LOC115767453|XP_030567613.1|DNOV	LOC108009884|XP_016930081.1|DSUZ
OG0001135	LOC115761215|XP_030558765.1|DNOV	LOC108006235|XP_036674573.1|DSUZ, LOC108020859|XP_036672718.1|DSUZ
OG0001136	LOC115763872|XP_030562510.1|DNOV	LOC108006962|XP_036673066.1|DSUZ
OG0001137	LOC115757765|XP_030554049.1|DNOV	LOC108006075|XP_016925010.1|DSUZ
OG0001138	LOC115769698|XP_030570483.1|DNOV	LOC108013272|XP_016934528.1|DSUZ
OG0001139	LOC115767561|XP_030567706.1|DNOV	LOC108006692|XP_036672005.1|DSUZ
OG0001141	LOC115771679|XP_030573354.1|DNOV, LOC115771680|XP_030573356.1|DNOV	LOC118877859|XP_036674055.1|DSUZ, LOC108018498|XP_016941545.2|DSUZ, LOC108019434|XP_016942746.2|DSUZ, LOC108018502|XP_016941548.2|DSUZ
OG0001142	LOC115771684|XP_030573361.1|DNOV	LOC108011995|XP_036674676.1|DSUZ
OG0001143	LOC115763324|XP_030561684.1|DNOV	LOC108015552|XP_016937524.1|DSUZ
OG0001144	LOC115766621|XP_030566472.1|DNOV	LOC108016420|XP_036672719.1|DSUZ, LOC108014872|XP_036675052.1|DSUZ, LOC108008767|XP_016928153.1|DSUZ
OG0001145	LOC115758303|XP_030554731.1|DNOV	LOC108009150|XP_016928744.1|DSUZ, LOC108008435|XP_016927773.1|DSUZ
OG0001146	LOC115768161|XP_030568517.1|DNOV	LOC108007900|XP_016927161.1|DSUZ, LOC108018992|XP_016942090.1|DSUZ
OG0001147	LOC115761153|XP_030558684.1|DNOV	LOC108010505|XP_016930869.2|DSUZ, LOC108010483|XP_016930843.2|DSUZ
OG0001148	LOC115760026|XP_030557048.1|DNOV	LOC108020966|XP_016944901.1|DSUZ, LOC108020968|XP_016944902.1|DSUZ, LOC108020965|XP_016944900.1|DSUZ
OG0001149	LOC115771038|XP_030572434.1|DNOV	LOC108012306|XP_016933096.2|DSUZ, LOC108005765|XP_036671682.1|DSUZ
OG0001150	LOC115771522|XP_030573153.1|DNOV, LOC115771435|XP_030573042.1|DNOV	LOC108006652|XP_016925679.1|DSUZ, LOC118878922|XP_036677801.1|DSUZ, LOC108008389|XP_016927723.1|DSUZ, LOC108008391|XP_016927725.1|DSUZ, LOC108008117|XP_036669487.1|DSUZ, LOC108008984|XP_016928415.1|DSUZ, LOC108008390|XP_016927724.2|DSUZ
OG0001151	LOC115759485|XP_030556281.1|DNOV	LOC118876769|XP_016935723.2|DSUZ, LOC108014197|XP_016935722.2|DSUZ, LOC108014199|XP_016935725.1|DSUZ
OG0001152	LOC115764054|XP_030562761.1|DNOV	LOC118878064|XP_036675147.1|DSUZ, LOC108017874|XP_016940524.1|DSUZ, LOC108016022|XP_016938106.2|DSUZ
OG0001153	LOC115757884|XP_030554188.1|DNOV	LOC108009886|XP_016930084.2|DSUZ
OG0001154	LOC115763401|XP_030561806.1|DNOV	LOC108021387|XP_016945573.1|DSUZ
OG0001155	LOC115767609|XP_030567767.1|DNOV	LOC108015303|XP_016937169.1|DSUZ
OG0001157	LOC115761253|XP_030558825.1|DNOV	LOC108018765|XP_036673707.1|DSUZ, LOC118878582|XP_036677503.1|DSUZ
OG0001158	LOC115765967|XP_030565580.1|DNOV	LOC108015462|XP_016937386.1|DSUZ
OG0001159	LOC115763992|XP_030562668.1|DNOV	LOC108010724|XP_036674711.1|DSUZ
OG0001160	LOC115764120|XP_030562849.1|DNOV	LOC108016365|XP_036675243.1|DSUZ, LOC118877558|XP_036672624.1|DSUZ
OG0001161	LOC115758485|XP_030555022.1|DNOV, LOC115758827|XP_030555466.1|DNOV, LOC115762616|XP_030560774.1|DNOV	LOC108015208|XP_016937026.1|DSUZ
OG0001161	LOC115761214|XP_030558764.1|DNOV	LOC108020846|XP_036674569.1|DSUZ, LOC118877613|XP_036672859.1|DSUZ
OG0001162	LOC115766070|XP_030565733.1|DNOV	LOC108017505|XP_016940055.2|DSUZ
OG0001163	LOC115761761|XP_030559528.1|DNOV	LOC108017550|XP_036674354.1|DSUZ, LOC108010982|XP_036672666.1|DSUZ
OG0001164	LOC115761792|XP_030559593.1|DNOV	LOC108006448|XP_016925462.1|DSUZ
OG0001165	LOC115761062|XP_030558540.1|DNOV	LOC118876982|XP_036669623.1|DSUZ, LOC108009034|XP_016928497.1|DSUZ, LOC118876981|XP_036669622.1|DSUZ, LOC108009033|XP_016928495.1|DSUZ
OG0001166	LOC115768082|XP_030568409.1|DNOV	LOC108012451|XP_036670780.1|DSUZ
OG0001167	LOC115764150|XP_030562889.1|DNOV	LOC108008642|XP_016928013.1|DSUZ
OG0001168	LOC115760830|XP_030558216.1|DNOV	LOC108018149|XP_016941102.1|DSUZ
OG0001169	LOC115767315|XP_030567415.1|DNOV	LOC108004759|XP_016923285.1|DSUZ
OG0001170	LOC115772058|XP_030573862.1|DNOV	LOC108014863|XP_016936568.1|DSUZ
OG0001171	LOC115771272|XP_030572748.1|DNOV	LOC108013052|XP_016934151.1|DSUZ
OG0001172	LOC115762387|XP_030560427.1|DNOV	LOC108008295|XP_016927596.1|DSUZ
OG0001173	LOC115766061|XP_030565718.1|DNOV	LOC108010830|XP_016931285.2|DSUZ
OG0001174	LOC115769582|XP_030570318.1|DNOV	LOC108013624|XP_016935056.1|DSUZ, LOC108013237|XP_016934459.1|DSUZ
OG0001175	LOC115757804|XP_030554086.1|DNOV	LOC108008454|XP_016927796.1|DSUZ
OG0001176	LOC115760969|XP_030558430.1|DNOV	LOC108009125|XP_016928704.1|DSUZ
OG0001177	LOC115765481|XP_030564927.1|DNOV	LOC108020895|XP_016944798.1|DSUZ
OG0001178	LOC115762227|XP_030560222.1|DNOV	LOC108008908|XP_016928303.2|DSUZ
OG0001179	LOC115759163|XP_030555896.1|DNOV	LOC108009497|XP_016929380.1|DSUZ
OG0001180	LOC115766808|XP_030566692.1|DNOV	LOC108020343|XP_016943987.1|DSUZ
OG0001181	LOC115770240|XP_030571304.1|DNOV	LOC108014260|XP_016935788.2|DSUZ
OG0001182	LOC115761292|XP_030558879.1|DNOV	LOC108011101|XP_036674385.1|DSUZ
OG0001183	LOC115768233|XP_030568619.1|DNOV, LOC115771486|XP_030573071.1|DNOV	LOC108011688|XP_036674260.1|DSUZ
OG0001184	LOC115765731|XP_030565254.1|DNOV	LOC108018587|XP_036673510.1|DSUZ
OG0001185	LOC115766136|XP_030565824.1|DNOV	LOC108011512|XP_036673974.1|DSUZ
OG0001186	LOC115769395|XP_030570452.1|DNOV	LOC108011786|XP_016932514.1|DSUZ
OG0001187	LOC115763537|XP_030562016.1|DNOV	LOC108009527|XP_016929450.1|DSUZ
OG0001188	LOC115764542|XP_030563514.1|DNOV	LOC108019924|XP_016943522.1|DSUZ
OG0001189	LOC115757998|XP_030554351.1|DNOV	LOC108010203|XP_016930535.2|DSUZ
OG0001190	LOC115767586|XP_030567732.1|DNOV	LOC108005659|XP_036675904.1|DSUZ
OG0001191	LOC115763226|XP_030561560.1|DNOV	LOC108007108|XP_016926202.1|DSUZ
OG0001192	LOC115759705|XP_030556566.1|DNOV	LOC108007170|XP_016926286.1|DSUZ
OG0001192	LOC115759704|XP_030556565.1|DNOV	LOC108007151|XP_016926273.1|DSUZ
OG0001193	LOC115757699|XP_030553903.1|DNOV	LOC108010567|XP_016930936.1|DSUZ, LOC108019433|XP_016942745.1|DSUZ
OG0001194	LOC115768177|XP_030568543.1|DNOV	LOC108016910|XP_016939316.1|DSUZ
OG0001195	LOC115757928|XP_030554254.1|DNOV	LOC108019652|XP_016943026.1|DSUZ
OG0001196	LOC115765676|XP_030565196.1|DNOV, LOC115767819|XP_030568015.1|DNOV	LOC108008052|XP_016927323.2|DSUZ, LOC108019150|XP_016942388.1|DSUZ
OG0001197	LOC115767926|XP_030568156.1|DNOV	LOC108015815|XP_036673431.1|DSUZ, LOC118877649|XP_036673131.1|DSUZ
OG0001198	LOC115761491|XP_030559117.1|DNOV	LOC108016172|XP_036673116.1|DSUZ, LOC108016183|XP_016938296.2|DSUZ
OG0001200	LOC115767622|XP_030567783.1|DNOV	LOC108013547|XP_016934947.1|DSUZ
OG0001201	LOC115770883|XP_030572178.1|DNOV	LOC108012105|XP_016932872.2|DSUZ
OG0001202	LOC115764334|XP_030563145.1|DNOV	LOC108020469|XP_016944283.2|DSUZ
OG0001203	LOC115766779|XP_030566649.1|DNOV	LOC108020394|XP_016944154.1|DSUZ
OG0001204	LOC115769229|XP_030569801.1|DNOV	LOC108021556|XP_016945814.1|DSUZ
OG0001205	LOC115759417|XP_030556172.1|DNOV	LOC108016276|XP_016938392.2|DSUZ
OG0001206	LOC115771920|XP_030573673.1|DNOV	LOC108007806|XP_016927051.1|DSUZ
OG0001207	LOC115758378|XP_030554839.1|DNOV, LOC115765399|XP_030564791.1|DNOV	LOC108005299|XP_016923999.1|DSUZ
OG0001208	LOC115765288|XP_030564638.1|DNOV	LOC108015177|XP_036676793.1|DSUZ
OG0001209	LOC115761477|XP_030559104.1|DNOV	LOC108005690|XP_036673901.1|DSUZ, LOC118879033|XP_036677920.1|DSUZ
OG0001210	LOC115766340|XP_030566092.1|DNOV	LOC108006349|XP_016925354.1|DSUZ
OG0001212	LOC115764301|XP_030563095.1|DNOV	LOC108013741|XP_016935182.1|DSUZ
OG0001213	LOC115767938|XP_030568170.1|DNOV	LOC108012053|XP_036675497.1|DSUZ
OG0001214	LOC115761461|XP_030559088.1|DNOV	LOC118877638|XP_036673043.1|DSUZ
OG0001215	LOC115771893|XP_030573637.1|DNOV	LOC108014380|XP_016935970.1|DSUZ
OG0001216	LOC115771890|XP_030573634.1|DNOV	LOC108014617|XP_036674168.1|DSUZ, LOC108006766|XP_036675344.1|DSUZ
OG0001217	LOC115759344|XP_030556123.1|DNOV	LOC108013785|XP_016935242.2|DSUZ, LOC108005942|XP_036678353.1|DSUZ
OG0001218	LOC115771896|XP_030573640.1|DNOV, LOC115771895|XP_030573639.1|DNOV	LOC108014860|XP_036674271.1|DSUZ
OG0001220	LOC115762211|XP_030560198.1|DNOV	LOC108017825|XP_016940466.1|DSUZ
OG0001221	LOC115762222|XP_030560216.1|DNOV	LOC108010001|XP_016930277.1|DSUZ
OG0001222	LOC115764755|XP_030563842.1|DNOV	LOC108018345|XP_036673502.1|DSUZ
OG0001223	LOC115757839|XP_030554135.1|DNOV, LOC115760377|XP_030557534.1|DNOV	LOC118878516|XP_036677413.1|DSUZ, LOC108011692|XP_016932390.2|DSUZ
OG0001224	LOC115764480|XP_030563417.1|DNOV	LOC108008495|XP_016927849.1|DSUZ
OG0001225	LOC115762503|XP_030560603.1|DNOV	LOC108018129|XP_016941059.1|DSUZ
OG0001226	LOC115762080|XP_030560032.1|DNOV	LOC108010116|XP_016930429.1|DSUZ
OG0001227	LOC115759978|XP_030556991.1|DNOV	LOC108011348|XP_016931950.1|DSUZ
OG0001228	LOC115768304|XP_030568708.1|DNOV	LOC108019148|XP_016942386.1|DSUZ
OG0001229	LOC115762984|XP_030561230.1|DNOV	LOC108011044|XP_036677820.1|DSUZ, LOC118879635|XP_036678423.1|DSUZ
OG0001230	LOC115762393|XP_030560433.1|DNOV	LOC108009710|XP_016929755.1|DSUZ
OG0001231	LOC115758835|XP_030555476.1|DNOV	LOC108014038|XP_016935544.1|DSUZ, LOC118878191|XP_036675910.1|DSUZ
OG0001232	LOC115759251|XP_030556012.1|DNOV, LOC115758716|XP_030555329.1|DNOV	LOC108018947|XP_016942038.2|DSUZ
OG0001234	LOC115763473|XP_030561921.1|DNOV, LOC115760756|XP_030558094.1|DNOV	LOC108009206|XP_016928856.1|DSUZ
OG0001235	LOC115765844|XP_030565430.1|DNOV	LOC108021510|XP_016945753.1|DSUZ
OG0001236	LOC115770526|XP_030571685.1|DNOV	LOC108005889|XP_016924768.2|DSUZ
OG0001237	LOC115763868|XP_030562506.1|DNOV	LOC108015585|XP_036672609.1|DSUZ
OG0001238	LOC115765787|XP_030565327.1|DNOV	LOC108015824|XP_036675315.1|DSUZ
OG0001240	LOC115765604|XP_030565116.1|DNOV	LOC108014060|XP_016935567.2|DSUZ
OG0001241	LOC115760683|XP_030558009.1|DNOV	LOC108008890|XP_016928283.1|DSUZ
OG0001242	LOC115768174|XP_030568536.1|DNOV	LOC108019116|XP_016942330.1|DSUZ
OG0001243	LOC115771397|XP_030572942.1|DNOV	LOC108010680|XP_036672277.1|DSUZ
OG0001244	LOC115757741|XP_030553986.1|DNOV	LOC108006763|XP_036675474.1|DSUZ, LOC108006790|XP_036674313.1|DSUZ
OG0001245	LOC115771657|XP_030573327.1|DNOV	LOC108018287|XP_036674689.1|DSUZ
OG0001246	LOC115758017|XP_030554381.1|DNOV	LOC108008562|XP_016927922.1|DSUZ
OG0001247	LOC115758671|XP_030555276.1|DNOV	LOC108019362|XP_036677485.1|DSUZ
OG0001248	LOC115770980|XP_030572310.1|DNOV	LOC108012868|XP_016933840.1|DSUZ
OG0001249	LOC115766826|XP_030566721.1|DNOV	LOC108011163|XP_016931740.1|DSUZ
OG0001252	LOC115757709|XP_030553927.1|DNOV	LOC108007600|XP_036673487.1|DSUZ, LOC108007300|XP_036673582.1|DSUZ
OG0001253	LOC115757895|XP_030554200.1|DNOV	LOC108008664|XP_016928044.1|DSUZ
OG0001254	LOC115762328|XP_030560354.1|DNOV	LOC108009002|XP_016928436.1|DSUZ
OG0001255	LOC115761910|XP_030559791.1|DNOV	LOC108017818|XP_016940457.1|DSUZ
OG0001256	LOC115769373|XP_030570018.1|DNOV	LOC108007136|XP_016926230.1|DSUZ
OG0001257	LOC115766762|XP_030566604.1|DNOV	LOC108020331|XP_036670564.1|DSUZ
OG0001258	LOC115759453|XP_030556245.1|DNOV	LOC108006092|XP_036673073.1|DSUZ
OG0001259	LOC115768477|XP_030568912.1|DNOV, LOC115768485|XP_030568928.1|DNOV	LOC108016966|XP_016939393.1|DSUZ
OG0001260	LOC115761730|XP_030559474.1|DNOV	LOC108013945|XP_016935445.2|DSUZ
OG0001261	LOC115766318|XP_030566068.1|DNOV	LOC108015335|XP_016937228.1|DSUZ, LOC108014604|XP_036677637.1|DSUZ
OG0001262	LOC115766141|XP_030565838.1|DNOV	LOC108013929|XP_016935427.2|DSUZ
OG0001263	LOC115771939|XP_030573698.1|DNOV	LOC108017321|XP_016939838.2|DSUZ
OG0001264	LOC115759972|XP_030556983.1|DNOV	LOC108021722|XP_016946047.1|DSUZ
OG0001265	LOC115765093|XP_030564337.1|DNOV	LOC108016967|XP_016939395.1|DSUZ
OG0001266	LOC115762396|XP_030560442.1|DNOV	LOC108010210|XP_016930543.1|DSUZ
OG0001267	LOC115761733|XP_030559478.1|DNOV	LOC108015694|XP_036673041.1|DSUZ
OG0001268	LOC115761410|XP_030559030.1|DNOV	LOC108020277|XP_016943893.2|DSUZ
OG0001269	LOC115758187|XP_030554588.1|DNOV	LOC108009224|XP_016928875.1|DSUZ
OG0001270	LOC115767939|XP_030568171.1|DNOV	LOC108016270|XP_016938384.1|DSUZ
OG0001271	LOC115771020|XP_030572405.1|DNOV	LOC108009966|XP_016930215.1|DSUZ
OG0001272	LOC115769902|XP_030570783.1|DNOV	LOC108013281|XP_016934543.1|DSUZ
OG0001273	LOC115772111|XP_030573938.1|DNOV	LOC118877927|XP_036674397.1|DSUZ
OG0001274	LOC115769234|XP_030569811.1|DNOV	LOC108005858|XP_016924723.1|DSUZ
OG0001275	LOC115765114|XP_030564363.1|DNOV	LOC108006565|XP_016925586.1|DSUZ
OG0001276	LOC115769362|XP_030570005.1|DNOV	LOC108011820|XP_036671385.1|DSUZ, LOC108011824|XP_036671753.1|DSUZ
OG0001278	LOC115769607|XP_030570360.1|DNOV	LOC108013093|XP_036672042.1|DSUZ
OG0001279	LOC115769614|XP_030570372.1|DNOV	LOC108012982|XP_016934037.1|DSUZ
OG0001280	LOC115762550|XP_030560684.1|DNOV	LOC108012931|XP_016933954.1|DSUZ
OG0001281	LOC115767662|XP_030567810.1|DNOV	LOC108013564|XP_016934971.1|DSUZ
OG0001282	LOC115763387|XP_030561787.1|DNOV	LOC108017683|XP_016940284.1|DSUZ
OG0001283	LOC115761144|XP_030558672.1|DNOV	LOC108009597|XP_016929559.1|DSUZ
OG0001284	LOC115759746|XP_030556644.1|DNOV	LOC108018771|XP_036677495.1|DSUZ
OG0001285	LOC115769726|XP_030570517.1|DNOV	LOC108013416|XP_016934763.1|DSUZ
OG0001286	LOC115759084|XP_030555776.1|DNOV	LOC108006453|XP_016925469.1|DSUZ
OG0001287	LOC115770652|XP_030571875.1|DNOV	LOC118877849|XP_036674010.1|DSUZ
OG0001288	LOC115765930|XP_030565535.1|DNOV	LOC108021348|XP_016945519.1|DSUZ
OG0001289	LOC115758419|XP_030554927.1|DNOV	LOC108021342|XP_016945509.1|DSUZ
OG0001290	LOC115759274|XP_030556036.1|DNOV	LOC108021033|XP_016945105.1|DSUZ
OG0001291	LOC115764819|XP_030563932.1|DNOV	LOC108017941|XP_016940659.1|DSUZ
OG0001292	LOC115766623|XP_030566475.1|DNOV	LOC108009386|XP_036668914.1|DSUZ
OG0001293	LOC115768389|XP_030568819.1|DNOV	LOC108017004|XP_016939445.1|DSUZ
OG0001294	LOC115761699|XP_030559430.1|DNOV	LOC108017475|XP_016940008.1|DSUZ
OG0001295	LOC115767220|XP_030567277.1|DNOV	LOC108018906|XP_016941987.1|DSUZ
OG0001296	LOC115770282|XP_030571372.1|DNOV	LOC108018805|XP_036678012.1|DSUZ
OG0001297	LOC115761992|XP_030559918.1|DNOV	LOC108017308|XP_016939820.2|DSUZ
OG0001298	LOC115764080|XP_030562788.1|DNOV	LOC108013852|XP_016935329.2|DSUZ
OG0001299	LOC115766956|XP_030566904.1|DNOV	LOC108014457|XP_036671181.1|DSUZ
OG0001300	LOC115766022|XP_030565653.1|DNOV, LOC115770943|XP_030572294.1|DNOV	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ
OG0001301	LOC115759699|XP_030556558.1|DNOV	LOC108008444|XP_016927786.1|DSUZ
OG0001302	LOC115766617|XP_030566468.1|DNOV, LOC115766618|XP_030566469.1|DNOV	LOC108018783|XP_016941857.1|DSUZ
OG0001303	LOC115764977|XP_030564164.1|DNOV	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ
OG0001304	LOC115758237|XP_030554650.1|DNOV	LOC108018096|XP_016940991.1|DSUZ
OG0001305	LOC115757850|XP_030554144.1|DNOV, LOC115758007|XP_030554364.1|DNOV, LOC115767941|XP_030568175.1|DNOV	LOC108016271|XP_036675020.1|DSUZ
OG0001306	LOC115765630|XP_030565141.1|DNOV	LOC108015679|XP_036673820.1|DSUZ
OG0001307	LOC115769322|XP_030569916.1|DNOV	LOC108011445|XP_016932070.1|DSUZ
OG0001308	LOC115768039|XP_030568322.1|DNOV	LOC108016952|XP_016939376.1|DSUZ
OG0001309	LOC115770739|XP_030572001.1|DNOV	LOC108004954|XP_036673733.1|DSUZ
OG0001310	LOC115766430|XP_030566217.1|DNOV	LOC108005481|XP_036675707.1|DSUZ
OG0001312	LOC115771113|XP_030572537.1|DNOV	LOC108014597|XP_036670433.1|DSUZ
OG0001313	LOC115762426|XP_030560485.1|DNOV	LOC108010192|XP_016930523.1|DSUZ
OG0001314	LOC115769230|XP_030569802.1|DNOV	LOC108021557|XP_016945815.1|DSUZ
OG0001315	LOC115765406|XP_030564805.1|DNOV	LOC108016646|XP_016938842.1|DSUZ
OG0001316	LOC115760849|XP_030558261.1|DNOV	LOC108017821|XP_016940460.1|DSUZ
OG0001317	LOC115763038|XP_030561313.1|DNOV	LOC108021232|XP_016945327.1|DSUZ
OG0001318	LOC115762274|XP_030560297.1|DNOV	LOC108010524|XP_016930892.2|DSUZ, LOC108017658|XP_016940262.1|DSUZ
OG0001319	LOC115769239|XP_030569814.1|DNOV	LOC108021543|XP_016945798.1|DSUZ, LOC108021544|XP_016945800.1|DSUZ
OG0001320	LOC115757961|XP_030554296.1|DNOV	LOC108008494|XP_016927844.1|DSUZ
OG0001321	LOC115762837|XP_030561069.1|DNOV	LOC108017828|XP_016940469.1|DSUZ
OG0001323	LOC115758795|XP_030555428.1|DNOV, LOC115758916|XP_030555573.1|DNOV	LOC108012991|XP_016934055.1|DSUZ, LOC108011088|XP_016931646.1|DSUZ
OG0001324	LOC115765546|XP_030565036.1|DNOV	LOC108010453|XP_016930812.1|DSUZ
OG0001325	LOC115766239|XP_030565961.1|DNOV, LOC115766107|XP_030565788.1|DNOV	LOC108006483|XP_016925494.2|DSUZ, LOC108007057|XP_036672977.1|DSUZ, LOC108006489|XP_016925502.2|DSUZ, LOC108007056|XP_036672976.1|DSUZ
OG0001326	LOC115761781|XP_030559573.1|DNOV	LOC108006514|XP_036675352.1|DSUZ
OG0001328	LOC115768658|XP_030569198.1|DNOV	LOC108018918|XP_016941999.1|DSUZ
OG0001329	LOC115765389|XP_030564774.1|DNOV	LOC108005460|XP_016924245.1|DSUZ
OG0001330	LOC115770903|XP_030572198.1|DNOV, LOC115765182|XP_030564466.1|DNOV	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ
OG0001331	LOC115768445|XP_030568864.1|DNOV	LOC108016587|XP_016938761.1|DSUZ
OG0001332	LOC115766450|XP_030566242.1|DNOV	LOC108005396|XP_016924148.1|DSUZ
OG0001333	LOC115768960|XP_030569543.1|DNOV	LOC108006557|XP_016925580.1|DSUZ
OG0001334	LOC115759550|XP_030556368.1|DNOV	LOC108017227|XP_036675516.1|DSUZ
OG0001335	LOC115761923|XP_030559801.1|DNOV	LOC108019276|XP_036673773.1|DSUZ
OG0001336	LOC115769871|XP_030570736.1|DNOV	LOC118878470|XP_036677361.1|DSUZ, LOC108014610|XP_016936262.1|DSUZ, LOC118879467|XP_036678234.1|DSUZ, LOC108013970|XP_036677744.1|DSUZ, LOC108012434|XP_016933288.1|DSUZ
OG0001337	LOC115765231|XP_030564536.1|DNOV	LOC108005334|XP_016924050.1|DSUZ
OG0001338	LOC115757941|XP_030554272.1|DNOV	LOC108009973|XP_016930228.1|DSUZ
