Orthogroup	DNOV.longest_only	DMAU.longest_only
OG0002622	LOC115762648|XP_030560813.1|DNOV	LOC117140519|XP_033159388.1|DMAU
OG0002623	LOC115761809|XP_030559615.1|DNOV	LOC117144577|XP_033165727.1|DMAU
OG0002624	LOC115761813|XP_030559621.1|DNOV	LOC117144265|XP_033165258.1|DMAU
OG0002625	LOC115761421|XP_030559042.1|DNOV	LOC117142742|XP_033162804.1|DMAU
OG0002626	LOC115768884|XP_030569455.1|DNOV	LOC117146415|XP_033168506.1|DMAU
OG0002627	LOC115761173|XP_030558691.1|DNOV	LOC117143254|XP_033163705.1|DMAU
OG0002628	LOC115771761|XP_030573472.1|DNOV	LOC117143023|XP_033163294.1|DMAU
OG0002629	LOC115770874|XP_030572171.1|DNOV	LOC117145954|XP_033167730.1|DMAU
OG0002630	LOC115761283|XP_030558864.1|DNOV	LOC117145226|XP_033166690.1|DMAU
OG0002631	LOC115761764|XP_030559536.1|DNOV	LOC117143743|XP_033164445.1|DMAU
OG0002632	LOC115764734|XP_030563807.1|DNOV	LOC117144621|XP_033165806.1|DMAU
OG0002633	LOC115761280|XP_030558859.1|DNOV	LOC117146074|XP_033167908.1|DMAU
OG0002634	LOC115759440|XP_030556216.1|DNOV	LOC117143339|XP_033163893.1|DMAU
OG0002635	LOC115771911|XP_030573661.1|DNOV	LOC117142585|XP_033162546.1|DMAU
OG0002636	LOC115764735|XP_030563808.1|DNOV	LOC117144064|XP_033164964.1|DMAU
OG0002637	LOC115758368|XP_030554816.1|DNOV	LOC117150671|XP_033173562.1|DMAU
OG0002638	LOC115761183|XP_030558707.1|DNOV	LOC117142543|XP_033162482.1|DMAU
OG0002639	LOC115766133|XP_030565814.1|DNOV	LOC117142795|XP_033162885.1|DMAU
OG0002640	LOC115764123|XP_030562853.1|DNOV	LOC117144793|XP_033166060.1|DMAU
OG0002641	LOC115764057|XP_030562764.1|DNOV	LOC117145088|XP_033166497.1|DMAU
OG0002642	LOC115764056|XP_030562763.1|DNOV	LOC117143731|XP_033164432.1|DMAU
OG0002643	LOC115764039|XP_030562735.1|DNOV	LOC117143730|XP_033164429.1|DMAU
OG0002644	LOC115764154|XP_030562890.1|DNOV	LOC117145251|XP_033166723.1|DMAU
OG0002645	LOC115764051|XP_030562753.1|DNOV	LOC117145442|XP_033166990.1|DMAU
OG0002646	LOC115770910|XP_030572215.1|DNOV	LOC117144881|XP_033166184.1|DMAU
OG0002647	LOC115771790|XP_030573520.1|DNOV	LOC117143952|XP_033164777.1|DMAU
OG0002648	LOC115766111|XP_030565791.1|DNOV	LOC117144569|XP_033165714.1|DMAU
OG0002649	LOC115771687|XP_030573364.1|DNOV	LOC117143909|XP_033164714.1|DMAU
OG0002650	LOC115771788|XP_030573519.1|DNOV	LOC117143951|XP_033164775.1|DMAU
OG0002651	LOC115770958|XP_030572287.1|DNOV	LOC117142913|XP_033163089.1|DMAU
OG0002652	LOC115761448|XP_030559075.1|DNOV	LOC117143728|XP_033164423.1|DMAU
OG0002653	LOC115764026|XP_030562718.1|DNOV	LOC117142662|XP_033162681.1|DMAU
OG0002654	LOC115763977|XP_030562642.1|DNOV	LOC117142661|XP_033162680.1|DMAU
OG0002655	LOC115771994|XP_030573780.1|DNOV	LOC117145984|XP_033167784.1|DMAU
OG0002656	LOC115761797|XP_030559599.1|DNOV	LOC117143847|XP_033164595.1|DMAU
OG0002657	LOC115771961|XP_030573730.1|DNOV	LOC117142583|XP_033162545.1|DMAU
OG0002658	LOC115764984|XP_030564171.1|DNOV	LOC117145806|XP_033167498.1|DMAU
OG0002659	LOC115772129|XP_030573969.1|DNOV	LOC117143988|XP_033164822.1|DMAU
OG0002660	LOC115765132|XP_030564388.1|DNOV	LOC117147587|XP_033170424.1|DMAU
OG0002661	LOC115757700|XP_030553905.1|DNOV	LOC117145492|XP_033167060.1|DMAU
OG0002662	LOC115762059|XP_030560000.1|DNOV	LOC117138060|XP_033155773.1|DMAU
OG0002663	LOC115764988|XP_030564181.1|DNOV	LOC117142682|XP_033162717.1|DMAU
OG0002664	LOC115765478|XP_030564920.1|DNOV	LOC117135814|XP_033152215.1|DMAU
OG0002665	LOC115758362|XP_030554813.1|DNOV	LOC117137503|XP_033154875.1|DMAU
OG0002666	LOC115758308|XP_030554738.1|DNOV	LOC117138649|XP_033156759.1|DMAU
OG0002667	LOC115760055|XP_030557096.1|DNOV	LOC117137484|XP_033154854.1|DMAU
OG0002668	LOC115762551|XP_030560685.1|DNOV	LOC117140460|XP_033159291.1|DMAU
OG0002669	LOC115763366|XP_030561753.1|DNOV	LOC117147397|XP_033170162.1|DMAU
OG0002670	LOC115766721|XP_030566532.1|DNOV	LOC117140545|XP_033159429.1|DMAU
OG0002671	LOC115769739|XP_030570539.1|DNOV	LOC117140955|XP_033160065.1|DMAU
OG0002672	LOC115763874|XP_030562514.1|DNOV	LOC117135480|XP_033151587.1|DMAU
OG0002673	LOC115762591|XP_030560745.1|DNOV	LOC117136237|XP_033152913.1|DMAU
OG0002674	LOC115760801|XP_030558157.1|DNOV	LOC117135828|XP_033152229.1|DMAU
OG0002675	LOC115762827|XP_030561052.1|DNOV	LOC117141073|XP_033160261.1|DMAU
OG0002676	LOC115762090|XP_030560046.1|DNOV	LOC117135721|XP_033152049.1|DMAU
OG0002677	LOC115762402|XP_030560447.1|DNOV	LOC117136268|XP_033152981.1|DMAU
OG0002678	LOC115762251|XP_030560263.1|DNOV	LOC117138325|XP_033156254.1|DMAU
OG0002679	LOC115760482|XP_030557678.1|DNOV	LOC117136146|XP_033152745.1|DMAU
OG0002680	LOC115768611|XP_030569127.1|DNOV	LOC117148884|XP_033172477.1|DMAU
OG0002681	LOC115760475|XP_030557669.1|DNOV	LOC117135681|XP_033151970.1|DMAU
OG0002682	LOC115766971|XP_030566924.1|DNOV	LOC117139003|XP_033156987.1|DMAU
OG0002683	LOC115766189|XP_030565892.1|DNOV	LOC117144848|XP_033166141.1|DMAU
OG0002684	LOC115767862|XP_030568080.1|DNOV	LOC117147190|XP_033169883.1|DMAU
OG0002685	LOC115762869|XP_030561104.1|DNOV	LOC117140004|XP_033158606.1|DMAU
OG0002686	LOC115769951|XP_030570857.1|DNOV	LOC117141995|XP_033161734.1|DMAU
OG0002687	LOC115769448|XP_030570119.1|DNOV	LOC117140450|XP_033159268.1|DMAU
OG0002688	LOC115771085|XP_030572498.1|DNOV	LOC117141419|XP_033160738.1|DMAU
OG0002689	LOC115765191|XP_030564478.1|DNOV	LOC117147520|XP_033170327.1|DMAU
OG0002690	LOC115769903|XP_030570787.1|DNOV	LOC117141147|XP_033160371.1|DMAU
OG0002691	LOC115760861|XP_030558275.1|DNOV	LOC117136056|XP_033152594.1|DMAU
OG0002692	LOC115771556|XP_030573165.1|DNOV	LOC117138454|XP_033156471.1|DMAU
OG0002693	LOC115762815|XP_030561038.1|DNOV	LOC117142119|XP_033161905.1|DMAU
OG0002694	LOC115760450|XP_030557627.1|DNOV	LOC117137787|XP_033155332.1|DMAU
OG0002695	LOC115762922|XP_030561163.1|DNOV	LOC117140929|XP_033160015.1|DMAU
OG0002696	LOC115762932|XP_030561173.1|DNOV	LOC117139791|XP_033158295.1|DMAU
OG0002697	LOC115770477|XP_030571625.1|DNOV	LOC117140262|XP_033158974.1|DMAU
OG0002698	LOC115762666|XP_030560837.1|DNOV	LOC117139213|XP_033157281.1|DMAU
OG0002699	LOC115770995|XP_030572349.1|DNOV	LOC117141079|XP_033160268.1|DMAU
OG0002700	LOC115769376|XP_030570023.1|DNOV	LOC117141957|XP_033161607.1|DMAU
OG0002701	LOC115760568|XP_030557839.1|DNOV	LOC117138555|XP_033156605.1|DMAU
OG0002702	LOC115762169|XP_030560145.1|DNOV	LOC117136181|XP_033152816.1|DMAU
OG0002703	LOC115762310|XP_030560337.1|DNOV	LOC117138432|XP_033156431.1|DMAU
OG0002704	LOC115762254|XP_030560267.1|DNOV	LOC117138655|XP_033156776.1|DMAU
OG0002705	LOC115769891|XP_030570767.1|DNOV, LOC115769893|XP_030570770.1|DNOV	LOC117141971|XP_033161661.1|DMAU
OG0002706	LOC115762267|XP_030560287.1|DNOV	LOC117138327|XP_033156255.1|DMAU
OG0002707	LOC115762664|XP_030560832.1|DNOV, LOC115762965|XP_030561204.1|DNOV	LOC117141188|XP_033160417.1|DMAU
OG0002708	LOC115762923|XP_030561164.1|DNOV	LOC117141427|XP_033160756.1|DMAU
OG0002709	LOC115762124|XP_030560089.1|DNOV	LOC117137829|XP_033155407.1|DMAU
OG0002710	LOC115762273|XP_030560296.1|DNOV	LOC117137233|XP_033154483.1|DMAU
OG0002711	LOC115762288|XP_030560312.1|DNOV	LOC117137729|XP_033155196.1|DMAU
OG0002712	LOC115761075|XP_030558557.1|DNOV	LOC117136508|XP_033153343.1|DMAU
OG0002713	LOC115760810|XP_030558184.1|DNOV	LOC117136529|XP_033153364.1|DMAU
OG0002714	LOC115760705|XP_030558030.1|DNOV	LOC117136045|XP_033152575.1|DMAU
OG0002715	LOC115767214|XP_030567269.1|DNOV	LOC117146751|XP_033169122.1|DMAU
OG0002716	LOC115762415|XP_030560467.1|DNOV	LOC117137677|XP_033155137.1|DMAU
OG0002717	LOC115766142|XP_030565835.1|DNOV	LOC117144356|XP_033165363.1|DMAU
OG0002718	LOC115771116|XP_030572540.1|DNOV	LOC117139981|XP_033158575.1|DMAU
OG0002719	LOC115766075|XP_030565739.1|DNOV	LOC117143156|XP_033163553.1|DMAU
OG0002720	LOC115771260|XP_030572735.1|DNOV	LOC117139244|XP_033157346.1|DMAU
OG0002721	LOC115763321|XP_030561681.1|DNOV	LOC117135196|XP_033151162.1|DMAU
OG0002722	LOC115762433|XP_030560490.1|DNOV	LOC117136734|XP_033153655.1|DMAU
OG0002723	LOC115760931|XP_030558365.1|DNOV	LOC117136315|XP_033153054.1|DMAU
OG0002724	LOC115762009|XP_030559937.1|DNOV	LOC117142280|XP_033162053.1|DMAU
OG0002725	LOC115771389|XP_030572934.1|DNOV	LOC117139399|XP_033157557.1|DMAU
OG0002726	LOC115769966|XP_030570876.1|DNOV	LOC117141763|XP_033161281.1|DMAU
OG0002727	LOC115769597|XP_030570344.1|DNOV	LOC117141406|XP_033160720.1|DMAU
OG0002728	LOC115760501|XP_030557718.1|DNOV	LOC117138306|XP_033156200.1|DMAU
OG0002729	LOC115770278|XP_030571365.1|DNOV	LOC117139966|XP_033158557.1|DMAU
OG0002730	LOC115758087|XP_030554464.1|DNOV	LOC117135624|XP_033151877.1|DMAU
OG0002731	LOC115765835|XP_030565420.1|DNOV	LOC117139257|XP_033157364.1|DMAU
OG0002732	LOC115760528|XP_030557768.1|DNOV	LOC117137225|XP_033154473.1|DMAU
OG0002733	LOC115760185|XP_030557274.1|DNOV	LOC117137353|XP_033154642.1|DMAU
OG0002734	LOC115758068|XP_030554445.1|DNOV	LOC117135818|XP_033152216.1|DMAU
OG0002735	LOC115760832|XP_030558219.1|DNOV	LOC117138312|XP_033156211.1|DMAU
OG0002736	LOC115760834|XP_030558227.1|DNOV	LOC117138314|XP_033156218.1|DMAU
OG0002737	LOC115771463|XP_030573041.1|DNOV	LOC117139559|XP_033157845.1|DMAU
OG0002738	LOC115766950|XP_030566897.1|DNOV	LOC117139908|XP_033158480.1|DMAU
OG0002739	LOC115770053|XP_030570999.1|DNOV	LOC117140583|XP_033159478.1|DMAU
OG0002740	LOC115770052|XP_030570996.1|DNOV	LOC117140581|XP_033159477.1|DMAU
OG0002741	LOC115757795|XP_030554074.1|DNOV	LOC117135443|XP_033151511.1|DMAU
OG0002742	LOC115759618|XP_030556463.1|DNOV	LOC117137163|XP_033154366.1|DMAU
OG0002743	LOC115771283|XP_030572764.1|DNOV	LOC117139789|XP_033158294.1|DMAU
OG0002744	LOC115767492|XP_030567664.1|DNOV	LOC117140513|XP_033159381.1|DMAU
OG0002745	LOC115767145|XP_030567174.1|DNOV	LOC117141827|XP_033161371.1|DMAU
OG0002746	LOC115760564|XP_030557830.1|DNOV	LOC117137733|XP_033155202.1|DMAU
OG0002747	LOC115771992|XP_030573774.1|DNOV	LOC117145558|XP_033167152.1|DMAU
OG0002748	LOC115764293|XP_030563090.1|DNOV	LOC117137357|XP_033154648.1|DMAU
OG0002749	LOC115762302|XP_030560329.1|DNOV	LOC117135722|XP_033152051.1|DMAU
OG0002750	LOC115760725|XP_030558059.1|DNOV	LOC117138167|XP_033155939.1|DMAU
OG0002751	LOC115759515|XP_030556322.1|DNOV	LOC117137367|XP_033154660.1|DMAU
OG0002752	LOC115762316|XP_030560346.1|DNOV	LOC117138070|XP_033155785.1|DMAU
OG0002753	LOC115762432|XP_030560489.1|DNOV	LOC117136817|XP_033153777.1|DMAU
OG0002754	LOC115762878|XP_030561112.1|DNOV	LOC117141778|XP_033161301.1|DMAU
OG0002755	LOC115760953|XP_030558401.1|DNOV	LOC117136803|XP_033153758.1|DMAU
OG0002756	LOC115771505|XP_030573094.1|DNOV	LOC117141754|XP_033161267.1|DMAU
OG0002757	LOC115769554|XP_030570258.1|DNOV	LOC117141019|XP_033160173.1|DMAU
OG0002758	LOC115761071|XP_030558551.1|DNOV	LOC117137192|XP_033154409.1|DMAU
OG0002759	LOC115762046|XP_030559982.1|DNOV	LOC117135771|XP_033152129.1|DMAU
OG0002760	LOC115760987|XP_030558455.1|DNOV	LOC117137811|XP_033155381.1|DMAU
OG0002761	LOC115762828|XP_030561056.1|DNOV	LOC117137493|XP_033154863.1|DMAU
OG0002762	LOC115760806|XP_030558178.1|DNOV	LOC117136956|XP_033153999.1|DMAU
OG0002763	LOC115771238|XP_030572699.1|DNOV	LOC117141139|XP_033160361.1|DMAU
OG0002764	LOC115771053|XP_030572460.1|DNOV	LOC117141564|XP_033160962.1|DMAU
OG0002765	LOC115762152|XP_030560128.1|DNOV	LOC117135861|XP_033152278.1|DMAU
OG0002766	LOC115763269|XP_030561611.1|DNOV	LOC117137542|XP_033154930.1|DMAU
OG0002767	LOC115760571|XP_030557845.1|DNOV	LOC117135850|XP_033152258.1|DMAU
OG0002768	LOC115771347|XP_030572880.1|DNOV	LOC117137663|XP_033155113.1|DMAU
OG0002769	LOC115762055|XP_030559997.1|DNOV	LOC117136159|XP_033152773.1|DMAU
OG0002770	LOC115760070|XP_030557110.1|DNOV	LOC117150842|XP_033173805.1|DMAU
OG0002771	LOC115769496|XP_030570175.1|DNOV	LOC117140410|XP_033159175.1|DMAU
OG0002772	LOC115769631|XP_030570399.1|DNOV	LOC117139594|XP_033157900.1|DMAU
OG0002773	LOC115766132|XP_030565853.1|DNOV	LOC117136318|XP_033153059.1|DMAU
OG0002774	LOC115761069|XP_030558548.1|DNOV	LOC117136542|XP_033153385.1|DMAU
OG0002775	LOC115771213|XP_030572673.1|DNOV	LOC117139427|XP_033157612.1|DMAU
OG0002776	LOC115771465|XP_030573044.1|DNOV	LOC117141891|XP_033161478.1|DMAU
OG0002777	LOC115769802|XP_030570629.1|DNOV	LOC117139440|XP_033157631.1|DMAU
OG0002778	LOC115769797|XP_030570625.1|DNOV	LOC117139188|XP_033157247.1|DMAU
OG0002779	LOC115771284|XP_030572765.1|DNOV	LOC117141668|XP_033161153.1|DMAU
OG0002780	LOC115759470|XP_030556263.1|DNOV	LOC117143212|XP_033163651.1|DMAU
OG0002781	LOC115757965|XP_030554305.1|DNOV	LOC117137155|XP_033154356.1|DMAU
OG0002782	LOC115769957|XP_030570862.1|DNOV	LOC117142053|XP_033161819.1|DMAU
OG0002783	LOC115771045|XP_030572444.1|DNOV	LOC117139994|XP_033158595.1|DMAU
OG0002784	LOC115761063|XP_030558541.1|DNOV	LOC117135751|XP_033152098.1|DMAU
OG0002785	LOC115769412|XP_030570080.1|DNOV	LOC117139301|XP_033157432.1|DMAU
OG0002786	LOC115767643|XP_030567790.1|DNOV, LOC115765813|XP_030565395.1|DNOV	LOC117140323|XP_033159062.1|DMAU
OG0002787	LOC115771033|XP_030572429.1|DNOV	LOC117141315|XP_033160592.1|DMAU
OG0002788	LOC115771034|XP_030572430.1|DNOV	LOC117141317|XP_033160602.1|DMAU
OG0002789	LOC115767952|XP_030568195.1|DNOV	LOC117139882|XP_033158441.1|DMAU
OG0002790	LOC115770019|XP_030570935.1|DNOV	LOC117139871|XP_033158419.1|DMAU
OG0002791	LOC115771428|XP_030572992.1|DNOV	LOC117139942|XP_033158519.1|DMAU
OG0002792	LOC115760523|XP_030557757.1|DNOV	LOC117136032|XP_033152540.1|DMAU
OG0002793	LOC115769534|XP_030570235.1|DNOV	LOC117141577|XP_033160980.1|DMAU
OG0002794	LOC115769358|XP_030569995.1|DNOV	LOC117141933|XP_033161562.1|DMAU
OG0002795	LOC115769516|XP_030570214.1|DNOV	LOC117140452|XP_033159272.1|DMAU
OG0002796	LOC115769768|XP_030570591.1|DNOV	LOC117140834|XP_033159834.1|DMAU
OG0002797	LOC115770024|XP_030570939.1|DNOV	LOC117139873|XP_033158421.1|DMAU
OG0002798	LOC115758843|XP_030555483.1|DNOV	LOC117148332|XP_033171560.1|DMAU
OG0002799	LOC115770484|XP_030571628.1|DNOV	LOC117140522|XP_033159392.1|DMAU
OG0002800	LOC115765809|XP_030565388.1|DNOV	LOC117141490|XP_033160860.1|DMAU
OG0002801	LOC115761117|XP_030558609.1|DNOV	LOC117135560|XP_033151755.1|DMAU
OG0002802	LOC115760735|XP_030558070.1|DNOV	LOC117135534|XP_033151696.1|DMAU
OG0002803	LOC115759798|XP_030556739.1|DNOV	LOC117141126|XP_033160345.1|DMAU
OG0002804	LOC115760924|XP_030558359.1|DNOV	LOC117136003|XP_033152509.1|DMAU
OG0002805	LOC115757991|XP_030554344.1|DNOV	LOC117136853|XP_033153843.1|DMAU
OG0002806	LOC115771429|XP_030572993.1|DNOV	LOC117139072|XP_033157073.1|DMAU
OG0002807	LOC115762092|XP_030560053.1|DNOV	LOC117135724|XP_033152058.1|DMAU
OG0002808	LOC115758959|XP_030555624.1|DNOV	LOC117135945|XP_033152422.1|DMAU
OG0002809	LOC115771109|XP_030572529.1|DNOV	LOC117140681|XP_033159628.1|DMAU
OG0002810	LOC115762604|XP_030560757.1|DNOV	LOC117141611|XP_033161019.1|DMAU
OG0002811	LOC115769283|XP_030569870.1|DNOV	LOC117139895|XP_033158465.1|DMAU
OG0002812	LOC115761112|XP_030558602.1|DNOV	LOC117135760|XP_033152109.1|DMAU
OG0002813	LOC115763764|XP_030562342.1|DNOV	LOC117136883|XP_033153880.1|DMAU
OG0002814	LOC115761150|XP_030558680.1|DNOV	LOC117135486|XP_033151597.1|DMAU
OG0002815	LOC115762148|XP_030560120.1|DNOV	LOC117138675|XP_033156817.1|DMAU
OG0002816	LOC115758450|XP_030555018.1|DNOV	LOC117137261|XP_033154514.1|DMAU
OG0002817	LOC115765297|XP_030564653.1|DNOV	LOC117137958|XP_033155612.1|DMAU
OG0002818	LOC115760595|XP_030557888.1|DNOV	LOC117138449|XP_033156454.1|DMAU
OG0002819	LOC115762727|XP_030560921.1|DNOV	LOC117139613|XP_033157948.1|DMAU
OG0002820	LOC115762830|XP_030561057.1|DNOV	LOC117139525|XP_033157778.1|DMAU
OG0002821	LOC115770285|XP_030571379.1|DNOV	LOC117139385|XP_033157538.1|DMAU
OG0002822	LOC115761053|XP_030558529.1|DNOV	LOC117136590|XP_033153454.1|DMAU
OG0002823	LOC115762065|XP_030560011.1|DNOV	LOC117136039|XP_033152565.1|DMAU
OG0002824	LOC115762041|XP_030559970.1|DNOV	LOC117136460|XP_033153278.1|DMAU
OG0002825	LOC115770511|XP_030571671.1|DNOV	LOC117142062|XP_033161831.1|DMAU
OG0002826	LOC115762386|XP_030560426.1|DNOV	LOC117138424|XP_033156420.1|DMAU
OG0002827	LOC115766727|XP_030566544.1|DNOV	LOC117146290|XP_033168193.1|DMAU
OG0002828	LOC115763790|XP_030562383.1|DNOV	LOC117138335|XP_033156263.1|DMAU
OG0002829	LOC115762422|XP_030560477.1|DNOV	LOC117136757|XP_033153684.1|DMAU
OG0002831	LOC115759312|XP_030556082.1|DNOV, LOC115758604|XP_030555191.1|DNOV	LOC117138521|XP_033156551.1|DMAU
OG0002832	LOC115763026|XP_030561287.1|DNOV	LOC117137678|XP_033155136.1|DMAU
OG0002833	LOC115760500|XP_030557712.1|DNOV	LOC117137041|XP_033154138.1|DMAU
OG0002834	LOC115758224|XP_030554635.1|DNOV	LOC117136583|XP_033153447.1|DMAU
OG0002835	LOC115762122|XP_030560087.1|DNOV	LOC117136415|XP_033153214.1|DMAU
OG0002836	LOC115762468|XP_030560540.1|DNOV	LOC117135659|XP_033151934.1|DMAU
OG0002837	LOC115761044|XP_030558519.1|DNOV	LOC117138467|XP_033156485.1|DMAU
OG0002838	LOC115763025|XP_030561291.1|DNOV	LOC117136007|XP_033152514.1|DMAU
OG0002839	LOC115764311|XP_030563113.1|DNOV	LOC117137360|XP_033154652.1|DMAU
OG0002840	LOC115763150|XP_030561458.1|DNOV	LOC117146097|XP_033167969.1|DMAU
OG0002841	LOC115759826|XP_030556776.1|DNOV	LOC117135294|XP_033151359.1|DMAU
OG0002842	LOC115763024|XP_030561282.1|DNOV	LOC117146328|XP_033168304.1|DMAU
OG0002843	LOC115761101|XP_030558587.1|DNOV	LOC117138481|XP_033156501.1|DMAU
OG0002844	LOC115770163|XP_030571185.1|DNOV	LOC117141862|XP_033161433.1|DMAU
OG0002845	LOC115758520|XP_030555073.1|DNOV	LOC117135213|XP_033151193.1|DMAU
OG0002846	LOC115762428|XP_030560484.1|DNOV	LOC117138266|XP_033156120.1|DMAU
OG0002847	LOC115758516|XP_030555068.1|DNOV	LOC117135210|XP_033151189.1|DMAU
OG0002848	LOC115767703|XP_030567856.1|DNOV	LOC117141061|XP_033160244.1|DMAU
OG0002849	LOC115758898|XP_030555554.1|DNOV	LOC117135152|XP_033151103.1|DMAU
OG0002850	LOC115769262|XP_030569832.1|DNOV	LOC117139886|XP_033158452.1|DMAU
OG0002851	LOC115763145|XP_030561455.1|DNOV	LOC117145993|XP_033167838.1|DMAU
OG0002852	LOC115760777|XP_030558131.1|DNOV	LOC117137471|XP_033154810.1|DMAU
OG0002853	LOC115769278|XP_030569860.1|DNOV	LOC117148675|XP_033172108.1|DMAU
OG0002854	LOC115758645|XP_030555240.1|DNOV	LOC117150270|XP_033172971.1|DMAU
OG0002855	LOC115760190|XP_030557280.1|DNOV	LOC117140836|XP_033159840.1|DMAU
OG0002856	LOC115758543|XP_030555096.1|DNOV	LOC117144513|XP_033165626.1|DMAU
OG0002857	LOC115763081|XP_030561371.1|DNOV	LOC117135339|XP_033151434.1|DMAU
OG0002858	LOC115759961|XP_030556963.1|DNOV	LOC117135246|XP_033151281.1|DMAU
OG0002859	LOC115763346|XP_030561719.1|DNOV	LOC117136011|XP_033152521.1|DMAU
OG0002860	LOC115758908|XP_030555564.1|DNOV	LOC117137368|XP_033154703.1|DMAU
OG0002861	LOC115759741|XP_030556639.1|DNOV	LOC117144474|XP_033165542.1|DMAU
OG0002862	LOC115758608|XP_030555195.1|DNOV	LOC117145338|XP_033166844.1|DMAU
OG0002863	LOC115759058|XP_030555743.1|DNOV	LOC117150338|XP_033173077.1|DMAU
OG0002864	LOC115758599|XP_030555182.1|DNOV	LOC117150343|XP_033173081.1|DMAU
OG0002865	LOC115762132|XP_030560101.1|DNOV	LOC117137610|XP_033155027.1|DMAU
OG0002866	LOC115771158|XP_030572590.1|DNOV	LOC117140590|XP_033159488.1|DMAU
OG0002867	LOC115763569|XP_030562049.1|DNOV	LOC117145385|XP_033166913.1|DMAU
OG0002868	LOC115759734|XP_030556614.1|DNOV	LOC117150276|XP_033172983.1|DMAU
OG0002869	LOC115760304|XP_030557452.1|DNOV	LOC117150314|XP_033173040.1|DMAU
OG0002871	LOC115759815|XP_030556766.1|DNOV	LOC117148603|XP_033171978.1|DMAU
OG0002872	LOC115758359|XP_030554801.1|DNOV	LOC117136274|XP_033152999.1|DMAU
OG0002873	LOC115758598|XP_030555181.1|DNOV	LOC117140224|XP_033158916.1|DMAU
OG0002874	LOC115759184|XP_030555920.1|DNOV	LOC117147675|XP_033170547.1|DMAU
OG0002875	LOC115763155|XP_030561466.1|DNOV	LOC117150581|XP_033173426.1|DMAU
OG0002876	LOC115767108|XP_030567120.1|DNOV	LOC117146895|XP_033169391.1|DMAU
OG0002877	LOC115765950|XP_030565558.1|DNOV	LOC117150717|XP_033173622.1|DMAU
OG0002878	LOC115767720|XP_030567885.1|DNOV	LOC117144506|XP_033165611.1|DMAU
OG0002879	LOC115762840|XP_030561075.1|DNOV	LOC117139032|XP_033157024.1|DMAU
OG0002880	LOC115767026|XP_030567011.1|DNOV	LOC117146469|XP_033168596.1|DMAU
OG0002881	LOC115765845|XP_030565431.1|DNOV	LOC117150323|XP_033173052.1|DMAU
OG0002882	LOC115767480|XP_030567644.1|DNOV	LOC117137675|XP_033155125.1|DMAU
OG0002883	LOC115758636|XP_030555231.1|DNOV	LOC117135178|XP_033151134.1|DMAU
OG0002884	LOC115763491|XP_030561942.1|DNOV	LOC117138166|XP_033155942.1|DMAU
OG0002885	LOC115770064|XP_030571021.1|DNOV	LOC117140905|XP_033159966.1|DMAU
OG0002886	LOC115760310|XP_030557458.1|DNOV	LOC117136096|XP_033152673.1|DMAU
OG0002887	LOC115760312|XP_030557459.1|DNOV	LOC117136101|XP_033152688.1|DMAU
OG0002888	LOC115763228|XP_030561562.1|DNOV	LOC117150524|XP_033173336.1|DMAU
OG0002889	LOC115769632|XP_030570405.1|DNOV	LOC117140807|XP_033159799.1|DMAU
OG0002890	LOC115758738|XP_030555348.1|DNOV	LOC117140219|XP_033158905.1|DMAU
OG0002891	LOC115763360|XP_030561748.1|DNOV	LOC117143269|XP_033163742.1|DMAU
OG0002892	LOC115759683|XP_030556524.1|DNOV	LOC117150874|XP_033173888.1|DMAU
OG0002893	LOC115759092|XP_030555786.1|DNOV	LOC117138498|XP_033156522.1|DMAU
OG0002894	LOC115769634|XP_030570402.1|DNOV	LOC117141870|XP_033161446.1|DMAU
OG0002895	LOC115760988|XP_030558456.1|DNOV	LOC117137812|XP_033155382.1|DMAU
OG0002896	LOC115763431|XP_030561853.1|DNOV	LOC117150954|XP_033174020.1|DMAU
OG0002897	LOC115763041|XP_030561320.1|DNOV	LOC117138956|XP_033156890.1|DMAU
OG0002898	LOC115765532|XP_030565009.1|DNOV	LOC117150393|XP_033173147.1|DMAU
OG0002899	LOC115765569|XP_030565075.1|DNOV	LOC117135238|XP_033151267.1|DMAU
OG0002900	LOC115765518|XP_030564995.1|DNOV	LOC117135236|XP_033151249.1|DMAU
OG0002901	LOC115758867|XP_030555516.1|DNOV	LOC117151023|XP_033174123.1|DMAU
OG0002902	LOC115758913|XP_030555570.1|DNOV	LOC117151024|XP_033174124.1|DMAU
OG0002903	LOC115763284|XP_030561629.1|DNOV	LOC117135282|XP_033151341.1|DMAU
OG0002904	LOC115770012|XP_030570923.1|DNOV	LOC117141733|XP_033161241.1|DMAU
OG0002905	LOC115769280|XP_030569865.1|DNOV	LOC117139767|XP_033158259.1|DMAU
OG0002906	LOC115763185|XP_030561502.1|DNOV	LOC117137012|XP_033154097.1|DMAU
OG0002907	LOC115762977|XP_030561213.1|DNOV	LOC117136986|XP_033154055.1|DMAU
OG0002908	LOC115763131|XP_030561438.1|DNOV	LOC117136480|XP_033153307.1|DMAU
OG0002909	LOC115771004|XP_030572369.1|DNOV	LOC117136445|XP_033153254.1|DMAU
OG0002910	LOC115759780|XP_030556708.1|DNOV	LOC117143111|XP_033163489.1|DMAU
OG0002911	LOC115760542|XP_030557788.1|DNOV	LOC117137189|XP_033154403.1|DMAU
OG0002912	LOC115766477|XP_030566284.1|DNOV	LOC117147474|XP_033170258.1|DMAU
