Orthogroup	DNOV.longest_only	DMIR.longest_only
OG0000730	LOC115769489|XP_030570171.1|DNOV	LOC108163042|XP_017153582.1|DMIR
OG0000730	LOC115759999|XP_030557016.1|DNOV	LOC108163030|XP_017153563.1|DMIR
OG0000731	LOC115766954|XP_030566901.1|DNOV	LOC108152601|XP_017137546.1|DMIR
OG0000731	LOC115760800|XP_030558156.1|DNOV	LOC108160996|XP_017150793.1|DMIR
OG0000732	LOC115771111|XP_030572531.1|DNOV	LOC108151599|XP_017135767.1|DMIR
OG0000732	LOC115771170|XP_030572613.1|DNOV	LOC108151597|XP_017135765.1|DMIR
OG0000733	LOC115764230|XP_030563007.1|DNOV	LOC108157645|XP_017145281.1|DMIR
OG0000733	LOC115769923|XP_030570808.1|DNOV	LOC108151477|XP_017135599.1|DMIR
OG0000734	LOC115770494|XP_030571643.1|DNOV	LOC108152969|XP_017138171.1|DMIR
OG0000735	LOC115768279|XP_030568676.1|DNOV	LOC108151098|XP_017134981.1|DMIR
OG0000735	LOC115763462|XP_030561898.1|DNOV	LOC108161794|XP_017151632.1|DMIR
OG0000736	LOC115759738|XP_030556630.1|DNOV	LOC108162261|XP_017152397.1|DMIR
OG0000736	LOC115760034|XP_030557061.1|DNOV	LOC108162262|XP_017152398.1|DMIR
OG0000737	LOC115761593|XP_030559253.1|DNOV	LOC117190076|XP_033251049.1|DMIR, LOC108159498|XP_017148331.1|DMIR
OG0000738	LOC115758638|XP_030555234.1|DNOV	LOC108163789|XP_017154761.1|DMIR
OG0000738	LOC115763430|XP_030561851.1|DNOV	LOC108162441|XP_017152668.1|DMIR
OG0000739	LOC115764718|XP_030563777.1|DNOV	LOC108155983|XP_017142662.1|DMIR
OG0000740	LOC115769090|XP_030569661.1|DNOV	LOC108164459|XP_017155679.1|DMIR
OG0000740	LOC115766145|XP_030565840.1|DNOV	LOC108157510|XP_033245116.1|DMIR
OG0000741	LOC115765269|XP_030564618.1|DNOV	LOC108156391|XP_017143298.1|DMIR, LOC108160112|XP_033243600.1|DMIR
OG0000742	LOC115764314|XP_030563112.1|DNOV	LOC108165009|XP_017156532.1|DMIR
OG0000742	LOC115764380|XP_030563201.1|DNOV	LOC108164936|XP_017156414.2|DMIR
OG0000743	LOC115769862|XP_030570720.1|DNOV	LOC108151199|XP_017135159.1|DMIR
OG0000744	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV	LOC108158491|XP_017146291.1|DMIR
OG0000745	LOC115762188|XP_030560171.1|DNOV	LOC117192096|XP_033252689.1|DMIR, LOC108158293|XP_017146021.1|DMIR
OG0000746	LOC115759535|XP_030556350.1|DNOV	LOC108160300|XP_017149701.1|DMIR
OG0000747	LOC115771562|XP_030573172.1|DNOV	LOC108152881|XP_017138003.1|DMIR
OG0000747	LOC115771507|XP_030573096.1|DNOV	LOC108153498|XP_017139038.1|DMIR
OG0000748	LOC115759171|XP_030555903.1|DNOV	LOC117194864|XP_033255221.1|DMIR, LOC117194775|XP_033255158.1|DMIR, LOC117188716|XP_033248875.1|DMIR, LOC117194430|XP_033254888.1|DMIR, LOC117195181|XP_033255714.1|DMIR, LOC117194429|XP_033254887.1|DMIR, LOC117194428|XP_033254884.1|DMIR, LOC117195180|XP_033255712.1|DMIR, LOC117194427|XP_033254882.1|DMIR, LOC117195206|XP_033255737.1|DMIR, LOC108161506|XP_017151271.2|DMIR, LOC117195137|XP_033255680.1|DMIR
OG0000748	LOC115768456|XP_030568879.1|DNOV	LOC108151462|XP_033243846.1|DMIR
OG0000750	LOC115760681|XP_030558007.1|DNOV	LOC117191683|XP_033252375.1|DMIR, LOC108157994|XP_017145626.1|DMIR
OG0000750	LOC115761941|XP_030559835.1|DNOV	LOC108155774|XP_033245458.1|DMIR
OG0000751	LOC115762100|XP_030560061.1|DNOV	LOC117193597|XP_033254224.1|DMIR, LOC108160933|XP_017150709.1|DMIR
OG0000751	LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV	LOC108160025|XP_017149252.1|DMIR
OG0000752	LOC115765619|XP_030565129.1|DNOV	LOC117188387|XP_033248072.1|DMIR, LOC108155615|XP_017142033.1|DMIR
OG0000753	LOC115771734|XP_030573420.1|DNOV	LOC108154828|XP_017140720.1|DMIR
OG0000753	LOC115762833|XP_030561060.1|DNOV	LOC108153861|XP_033244549.1|DMIR
OG0000754	LOC115767236|XP_030567297.1|DNOV	LOC108164938|XP_017156419.1|DMIR
OG0000754	LOC115768063|XP_030568366.1|DNOV	LOC108161858|XP_017151723.1|DMIR
OG0000755	LOC115761466|XP_030559092.1|DNOV	LOC108157633|XP_017145262.1|DMIR
OG0000755	LOC115761465|XP_030559091.1|DNOV	LOC108157742|XP_017145409.1|DMIR
OG0000757	LOC115766959|XP_030566907.1|DNOV	LOC108153490|XP_017139020.1|DMIR
OG0000758	LOC115762699|XP_030560883.1|DNOV	LOC108151275|XP_017135291.1|DMIR
OG0000759	LOC115769665|XP_030570438.1|DNOV	LOC108153150|XP_017138441.1|DMIR
OG0000759	LOC115769803|XP_030570631.1|DNOV	LOC108153151|XP_017138442.2|DMIR
OG0000760	LOC115764035|XP_030562748.1|DNOV	LOC117190140|XP_033251114.1|DMIR, LOC117191793|XP_033252445.1|DMIR
OG0000760	LOC115763064|XP_030561351.1|DNOV	LOC117191518|XP_033252252.1|DMIR, LOC117190139|XP_033251113.1|DMIR, LOC117192003|XP_033252616.1|DMIR, LOC117190137|XP_033251110.1|DMIR
OG0000761	LOC115763290|XP_030561638.1|DNOV	LOC108163000|XP_033249547.1|DMIR
OG0000761	LOC115763289|XP_030561634.1|DNOV	LOC108163382|XP_033249551.1|DMIR
OG0000762	LOC115758576|XP_030555153.1|DNOV	LOC108162195|XP_017152290.1|DMIR
OG0000763	LOC115758418|XP_030554926.1|DNOV	LOC108164166|XP_017155266.2|DMIR
OG0000763	LOC115758420|XP_030554929.1|DNOV	LOC108164167|XP_017155267.2|DMIR
OG0000764	LOC115766828|XP_030566724.1|DNOV	LOC117188395|XP_033248122.1|DMIR, LOC108164660|XP_017156002.2|DMIR, LOC117188751|XP_033248956.1|DMIR
OG0000765	LOC115765810|XP_030565392.1|DNOV	LOC108150829|XP_017134626.1|DMIR
OG0000765	LOC115764248|XP_030563026.1|DNOV	LOC108153020|XP_017138259.1|DMIR
OG0000766	LOC115763247|XP_030561585.1|DNOV	LOC108161230|XP_017150943.1|DMIR
OG0000766	LOC115765161|XP_030564431.1|DNOV	LOC108165064|XP_017156601.1|DMIR
OG0000767	LOC115759491|XP_030556289.1|DNOV, LOC115771502|XP_030573088.1|DNOV	LOC108151209|XP_017135175.1|DMIR
OG0000768	LOC115770428|XP_030571556.1|DNOV	LOC117195292|XP_033255791.1|DMIR, LOC117186831|XP_033244020.1|DMIR, LOC117195290|XP_033255789.1|DMIR, LOC117186421|XP_033243098.1|DMIR, LOC117195291|XP_033255790.1|DMIR, LOC117186417|XP_033243079.1|DMIR, LOC117186200|XP_033242398.1|DMIR, LOC117186202|XP_033242399.1|DMIR, LOC117186830|XP_033244019.1|DMIR, LOC117186404|XP_033243049.1|DMIR, LOC117186829|XP_033244018.1|DMIR, LOC117195266|XP_033255776.1|DMIR, LOC117195289|XP_033255788.1|DMIR, LOC117186419|XP_033243091.1|DMIR, LOC108160313|XP_033255785.1|DMIR, LOC117186383|XP_033243000.1|DMIR, LOC117186420|XP_033243095.1|DMIR
OG0000769	LOC115761515|XP_030559144.1|DNOV	LOC108157569|XP_017145177.1|DMIR
OG0000769	LOC115765262|XP_030564601.1|DNOV	LOC108160584|XP_017150171.1|DMIR
OG0000771	LOC115767118|XP_030567133.1|DNOV	LOC108152305|XP_017137020.1|DMIR
OG0000772	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV	LOC108159894|XP_017149005.1|DMIR, LOC108158884|XP_033253959.1|DMIR, LOC117185711|XP_033247665.1|DMIR
OG0000773	LOC115763309|XP_030561668.1|DNOV	LOC117191020|XP_033251888.1|DMIR, LOC108159442|XP_017148219.1|DMIR
OG0000774	LOC115760712|XP_030558043.1|DNOV	LOC117185762|XP_033246893.1|DMIR, LOC108158898|XP_017147174.2|DMIR
OG0000775	LOC115758196|XP_030554600.1|DNOV	LOC108158426|XP_017146195.1|DMIR
OG0000775	LOC115765055|XP_030564300.1|DNOV	LOC117185964|XP_033253347.1|DMIR, LOC108158122|XP_017145791.1|DMIR, LOC108159924|XP_017149053.1|DMIR, LOC117190812|XP_033251743.1|DMIR
OG0000776	LOC115763157|XP_030561468.1|DNOV, LOC115767438|XP_030567592.1|DNOV	LOC108156063|XP_033244347.1|DMIR, LOC108156062|XP_017142834.1|DMIR
OG0000778	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV	LOC117187272|XP_033245502.1|DMIR
OG0000779	LOC115765327|XP_030564688.1|DNOV	LOC108156156|XP_017142973.1|DMIR
OG0000780	LOC115761471|XP_030559101.1|DNOV	LOC117193913|XP_033254475.1|DMIR, LOC108158493|XP_017146293.2|DMIR, LOC117192574|XP_033253184.1|DMIR, LOC108158492|XP_017146292.1|DMIR
OG0000781	LOC115768601|XP_030569112.1|DNOV	LOC108152604|XP_017137553.1|DMIR
OG0000781	LOC115770411|XP_030571532.1|DNOV	LOC108153668|XP_017139271.1|DMIR
OG0000782	LOC115770378|XP_030571487.1|DNOV	LOC108152770|XP_017137836.1|DMIR
OG0000782	LOC115768800|XP_030569356.1|DNOV	LOC108158478|XP_017146275.1|DMIR
OG0000783	LOC115757668|XP_030553846.1|DNOV	LOC108153643|XP_017139236.1|DMIR
OG0000783	LOC115768769|XP_030569319.1|DNOV	LOC108153601|XP_017139181.1|DMIR
OG0000784	LOC115771010|XP_030572376.1|DNOV	LOC108150799|XP_017134592.1|DMIR
OG0000784	LOC115767011|XP_030566993.1|DNOV	LOC108164388|XP_017155495.1|DMIR
OG0000785	LOC115764812|XP_030563918.1|DNOV	LOC108156504|XP_017143493.1|DMIR, LOC108156874|XP_017144092.1|DMIR
OG0000786	LOC115769035|XP_030569602.1|DNOV	LOC108164908|XP_017156381.1|DMIR
OG0000786	LOC115761690|XP_030559416.1|DNOV	LOC108155631|XP_017142056.1|DMIR
OG0000787	LOC115769980|XP_030570901.1|DNOV	LOC108151594|XP_017135762.1|DMIR
OG0000788	LOC115771250|XP_030572710.1|DNOV	LOC108163842|XP_017154845.1|DMIR, LOC108152357|XP_017137118.1|DMIR, LOC108154415|XP_017140176.1|DMIR
OG0000789	LOC115759306|XP_030556071.1|DNOV	LOC108161149|XP_017150860.1|DMIR
OG0000789	LOC115759311|XP_030556081.1|DNOV	LOC108161749|XP_017151571.1|DMIR
OG0000790	LOC115765455|XP_030564879.1|DNOV	LOC108161846|XP_017151700.1|DMIR
OG0000791	LOC115764900|XP_030564051.1|DNOV	LOC108156357|XP_017143248.1|DMIR
OG0000792	LOC115758943|XP_030555602.1|DNOV	LOC108164318|XP_033249835.1|DMIR
OG0000793	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV	LOC108155185|XP_017141345.1|DMIR, LOC108154372|XP_033253442.1|DMIR, LOC108151572|XP_017135737.1|DMIR
OG0000794	LOC115768823|XP_030569380.1|DNOV	LOC108153801|XP_017139421.1|DMIR
OG0000795	LOC115768361|XP_030568789.1|DNOV	LOC108164796|XP_017156209.1|DMIR
OG0000795	LOC115767914|XP_030568144.1|DNOV	LOC108157438|XP_017144981.1|DMIR
OG0000796	LOC115759457|XP_030556249.1|DNOV	LOC108157752|XP_017145422.1|DMIR
OG0000796	LOC115768315|XP_030568724.1|DNOV	LOC108155269|XP_017141468.1|DMIR
OG0000797	LOC115761700|XP_030559433.1|DNOV	LOC108157426|XP_017144964.2|DMIR
OG0000798	LOC115764575|XP_030563573.1|DNOV	LOC117189871|XP_033250835.1|DMIR, LOC108159253|XP_017147868.1|DMIR, LOC108159251|XP_017147862.1|DMIR, LOC117185765|XP_033250832.1|DMIR
OG0000799	LOC115766475|XP_030566280.1|DNOV	LOC108156249|XP_017143092.1|DMIR
OG0000800	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV	LOC108152168|XP_017136778.1|DMIR, LOC108152011|XP_017136477.1|DMIR
OG0000801	LOC115766552|XP_030566388.1|DNOV	LOC108161365|XP_033248820.1|DMIR
OG0000801	LOC115766537|XP_030566365.1|DNOV	LOC108160486|XP_017149997.1|DMIR, LOC117192062|XP_033252667.1|DMIR, LOC117192063|XP_033252668.1|DMIR, LOC117189957|XP_033250928.1|DMIR
OG0000802	LOC115767572|XP_030567718.1|DNOV	LOC108165039|XP_017156566.1|DMIR
OG0000803	LOC115760118|XP_030557173.1|DNOV	LOC108162930|XP_017153401.2|DMIR
OG0000803	LOC115770208|XP_030571262.1|DNOV	LOC108153527|XP_033243204.1|DMIR
OG0000804	LOC115757940|XP_030554271.1|DNOV	LOC117187774|XP_033246497.1|DMIR, LOC108159797|XP_017148850.2|DMIR
OG0000804	LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV	LOC108157298|XP_017144789.1|DMIR
OG0000805	LOC115760979|XP_030558442.1|DNOV	LOC117191742|XP_033252417.1|DMIR, LOC117191741|XP_033252416.1|DMIR, LOC108160725|XP_017150394.1|DMIR, LOC117191680|XP_033252372.1|DMIR
OG0000806	LOC115759138|XP_030555846.1|DNOV	LOC117187446|XP_033246032.1|DMIR, LOC117187477|XP_033246145.1|DMIR, LOC117187012|XP_033244503.1|DMIR, LOC117187023|XP_033244548.1|DMIR, LOC117187002|XP_033244443.1|DMIR, LOC117187046|XP_033244649.1|DMIR, LOC117187042|XP_033244639.1|DMIR, LOC117187028|XP_033244574.1|DMIR, LOC117187050|XP_033244669.1|DMIR, LOC117187406|XP_033245904.1|DMIR, LOC117187409|XP_033245912.1|DMIR, LOC117187405|XP_033245898.1|DMIR, LOC117187395|XP_033245885.1|DMIR, LOC117187401|XP_033245895.1|DMIR, LOC117187398|XP_033245890.1|DMIR, LOC117187436|XP_033246007.1|DMIR, LOC117187474|XP_033246134.1|DMIR, LOC117187435|XP_033245998.1|DMIR, LOC108157386|XP_017144916.2|DMIR, LOC117187428|XP_033245978.1|DMIR, LOC117187047|XP_033244653.1|DMIR, LOC117187414|XP_033245940.1|DMIR, LOC117187415|XP_033245946.1|DMIR, LOC117187412|XP_033245930.1|DMIR, LOC117187407|XP_033245908.1|DMIR, LOC117187410|XP_033245922.1|DMIR, LOC117187029|XP_033244576.1|DMIR, LOC117187008|XP_033244460.1|DMIR, LOC108162837|XP_033244414.1|DMIR, LOC117186985|XP_033244360.1|DMIR, LOC117187430|XP_033245981.1|DMIR, LOC117188907|XP_033249371.1|DMIR, LOC117188904|XP_033249368.1|DMIR, LOC117187036|XP_033244620.1|DMIR
OG0000807	LOC115761917|XP_030559795.1|DNOV	LOC108163806|XP_017154785.1|DMIR
OG0000808	LOC115757753|XP_030554018.1|DNOV	LOC108155691|XP_017142153.1|DMIR, LOC108154069|XP_033245638.1|DMIR, LOC108155692|XP_017142154.1|DMIR, LOC108155695|XP_017142158.1|DMIR, LOC108157754|XP_033245639.1|DMIR, LOC108154070|XP_017139651.2|DMIR, LOC108155694|XP_017142155.1|DMIR
OG0000810	LOC115762104|XP_030560066.1|DNOV	LOC117187683|XP_033246252.1|DMIR, LOC108157954|XP_017145588.1|DMIR
OG0000811	LOC115772069|XP_030573880.1|DNOV	LOC108157816|XP_017145505.1|DMIR
OG0000811	LOC115762513|XP_030560618.1|DNOV	LOC117189394|XP_033250406.1|DMIR, LOC108158768|XP_017146881.1|DMIR
OG0000812	LOC115766315|XP_030566058.1|DNOV	LOC117186465|XP_033243222.1|DMIR, LOC117186304|XP_033242784.1|DMIR
OG0000813	LOC115759557|XP_030556384.1|DNOV	LOC108159415|XP_017148153.2|DMIR, LOC108159089|XP_017147534.1|DMIR
OG0000814	LOC115760150|XP_030557221.1|DNOV	LOC108161394|XP_017151131.1|DMIR
OG0000815	LOC115765914|XP_030565520.1|DNOV	LOC108162311|XP_033249743.1|DMIR
OG0000816	LOC115768189|XP_030568559.1|DNOV	LOC108162665|XP_017152998.1|DMIR
OG0000816	LOC115761327|XP_030558920.1|DNOV	LOC108156711|XP_017143848.1|DMIR
OG0000817	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV	LOC108154500|XP_017140289.1|DMIR
OG0000817	LOC115770567|XP_030571740.1|DNOV	LOC108154587|XP_017140380.1|DMIR
OG0000818	LOC115768231|XP_030568617.1|DNOV	LOC108164987|XP_017156502.1|DMIR
OG0000819	LOC115766883|XP_030566813.1|DNOV	LOC108150974|XP_017134806.1|DMIR
OG0000819	LOC115766885|XP_030566816.1|DNOV	LOC108165041|XP_017156568.1|DMIR
OG0000820	LOC115760401|XP_030557564.1|DNOV	LOC117187997|XP_033246976.1|DMIR, LOC108159961|XP_017149121.2|DMIR
OG0000821	LOC115761388|XP_030559000.1|DNOV	LOC108154356|XP_017140111.1|DMIR
OG0000821	LOC115757990|XP_030554343.1|DNOV	LOC117190613|XP_033251555.1|DMIR, LOC108160162|XP_017149470.1|DMIR
OG0000822	LOC115763575|XP_030562053.1|DNOV	LOC108163500|XP_017154314.1|DMIR
OG0000824	LOC115760176|XP_030557260.1|DNOV	LOC108161276|XP_017150984.1|DMIR, LOC108165118|XP_017156666.1|DMIR, LOC117186698|XP_033243673.1|DMIR, LOC108165151|XP_033255735.1|DMIR, LOC108164942|XP_033241997.1|DMIR
OG0000825	LOC115771178|XP_030572623.1|DNOV	LOC108150946|XP_017134769.1|DMIR
OG0000825	LOC115763109|XP_030561413.1|DNOV	LOC108164260|XP_017155389.2|DMIR
OG0000826	LOC115769894|XP_030570811.1|DNOV	LOC117195073|XP_033255632.1|DMIR, LOC117195070|XP_033255630.1|DMIR, LOC117195072|XP_033255631.1|DMIR, LOC117195074|XP_033255633.1|DMIR, LOC117194988|XP_033255361.1|DMIR, LOC117194981|XP_033255350.1|DMIR, LOC117194980|XP_033255349.1|DMIR, LOC117194979|XP_033255348.1|DMIR, LOC117194982|XP_033255351.1|DMIR, LOC117189505|XP_033250532.1|DMIR, LOC117194978|XP_033255345.1|DMIR, LOC117194983|XP_033255353.1|DMIR, LOC117189504|XP_033250531.1|DMIR, LOC117194976|XP_033255341.1|DMIR, LOC117194996|XP_033255373.1|DMIR, LOC117194992|XP_033255367.1|DMIR, LOC117194991|XP_033255366.1|DMIR, LOC117194995|XP_033255372.1|DMIR, LOC117194990|XP_033255365.1|DMIR, LOC117194989|XP_033255364.1|DMIR, LOC117194994|XP_033255370.1|DMIR, LOC117194997|XP_033255374.1|DMIR, LOC117195056|XP_033255598.1|DMIR, LOC117195051|XP_033255595.1|DMIR, LOC117195075|XP_033255634.1|DMIR, LOC117194965|XP_033255335.1|DMIR, LOC117195076|XP_033255635.1|DMIR, LOC117194986|XP_033255356.1|DMIR, LOC117194987|XP_033255359.1|DMIR, LOC117194984|XP_033255354.1|DMIR, LOC108159298|XP_017147956.1|DMIR
OG0000828	LOC115771967|XP_030573739.1|DNOV	LOC108154563|XP_017140354.1|DMIR, LOC108157848|XP_017145541.1|DMIR
OG0000829	LOC115769821|XP_030570652.1|DNOV	LOC117186686|XP_033243639.1|DMIR, LOC108153682|XP_017139289.2|DMIR
OG0000830	LOC115768221|XP_030568606.1|DNOV	LOC108155028|XP_017141076.1|DMIR
OG0000831	LOC115757845|XP_030554139.1|DNOV	LOC117193559|XP_033254197.1|DMIR, LOC108159607|XP_017148550.1|DMIR
OG0000832	LOC115760755|XP_030558093.1|DNOV	LOC117193823|XP_033254424.1|DMIR, LOC108158579|XP_017146511.1|DMIR
OG0000832	LOC115758705|XP_030555313.1|DNOV	LOC108161207|XP_017150917.1|DMIR
OG0000833	LOC115771385|XP_030572930.1|DNOV	LOC108165428|XP_017156956.1|DMIR
OG0000834	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV	LOC108154517|XP_017140307.1|DMIR
OG0000835	LOC115770265|XP_030571343.1|DNOV	LOC108153342|XP_017138767.1|DMIR
OG0000836	LOC115759923|XP_030556919.1|DNOV	LOC117188880|XP_033249299.1|DMIR, LOC117188881|XP_033249300.1|DMIR, LOC108164111|XP_033249298.1|DMIR, LOC108161607|XP_017151392.1|DMIR
OG0000837	LOC115765308|XP_030564663.1|DNOV	LOC108162100|XP_017152153.1|DMIR
OG0000838	LOC115759831|XP_030556783.1|DNOV	LOC108161713|XP_017151522.1|DMIR
OG0000838	LOC115760019|XP_030557041.1|DNOV	LOC108161714|XP_017151523.1|DMIR
OG0000839	LOC115763825|XP_030562438.1|DNOV	LOC108154741|XP_017140599.1|DMIR
OG0000840	LOC115768813|XP_030569370.1|DNOV	LOC108164574|XP_017155882.1|DMIR
OG0000841	LOC115772088|XP_030573907.1|DNOV	LOC108157441|XP_017144984.1|DMIR
OG0000841	LOC115772107|XP_030573932.1|DNOV	LOC108157024|XP_017144321.1|DMIR
OG0000842	LOC115772086|XP_030573904.1|DNOV	LOC108157095|XP_017144448.1|DMIR
OG0000843	LOC115761035|XP_030558512.1|DNOV	LOC117191099|XP_033251953.1|DMIR, LOC117190358|XP_033251328.1|DMIR, LOC117190631|XP_033251567.1|DMIR, LOC117190630|XP_033251566.1|DMIR, LOC117190170|XP_033251123.1|DMIR, LOC117190355|XP_033251325.1|DMIR, LOC117190335|XP_033251306.1|DMIR, LOC117190332|XP_033251301.1|DMIR, LOC117190336|XP_033251307.1|DMIR, LOC117190337|XP_033251309.1|DMIR, LOC117191089|XP_033251943.1|DMIR, LOC117190328|XP_033251297.1|DMIR, LOC117190327|XP_033251293.1|DMIR, LOC117190333|XP_033251302.1|DMIR, LOC117190329|XP_033251298.1|DMIR, LOC117190331|XP_033251300.1|DMIR, LOC117190330|XP_033251299.1|DMIR, LOC117191632|XP_033252336.1|DMIR, LOC117187714|XP_033246349.1|DMIR, LOC117191634|XP_033252337.1|DMIR, LOC117190320|XP_033251286.1|DMIR, LOC117190334|XP_033251303.1|DMIR
OG0000844	LOC115759435|XP_030556210.1|DNOV	LOC108155080|XP_017141186.1|DMIR
OG0000845	LOC115766887|XP_030566818.1|DNOV	LOC108163324|XP_017154048.1|DMIR, LOC108163318|XP_017154034.1|DMIR
OG0000846	LOC115764958|XP_030564140.1|DNOV	LOC108157191|XP_017144609.1|DMIR
OG0000847	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV	LOC108160915|XP_017150682.1|DMIR, LOC117194160|XP_033254707.1|DMIR, LOC108159107|XP_017147569.1|DMIR
OG0000848	LOC115758866|XP_030555515.1|DNOV	LOC108164018|XP_017155082.1|DMIR
OG0000849	LOC115758922|XP_030555581.1|DNOV	LOC108162518|XP_017152787.1|DMIR
OG0000849	LOC115765975|XP_030565591.1|DNOV	LOC108162594|XP_017152901.1|DMIR
OG0000850	LOC115758786|XP_030555421.1|DNOV	LOC117191528|XP_033252260.1|DMIR, LOC108158566|XP_017146490.1|DMIR
OG0000850	LOC115758772|XP_030555401.1|DNOV	LOC108158565|XP_017146488.1|DMIR
OG0000851	LOC115759814|XP_030556769.1|DNOV, LOC115760990|XP_030558461.1|DNOV	LOC117188289|XP_033247763.1|DMIR, LOC108160838|XP_033254320.1|DMIR, LOC108158383|XP_017146126.2|DMIR, LOC117188354|XP_033247975.1|DMIR, LOC117188290|XP_033247764.1|DMIR, LOC117193702|XP_033254321.1|DMIR, LOC108160966|XP_017150753.1|DMIR
OG0000852	LOC115757739|XP_030553987.1|DNOV	LOC117191554|XP_033252275.1|DMIR, LOC108159359|XP_017148071.1|DMIR
OG0000852	LOC115757756|XP_030554028.1|DNOV	LOC117187799|XP_033246541.1|DMIR, LOC108159360|XP_017148073.2|DMIR
OG0000854	LOC115768795|XP_030569351.1|DNOV	LOC108160280|XP_017149655.1|DMIR
OG0000854	LOC115768796|XP_030569352.1|DNOV	LOC108160260|XP_017149621.1|DMIR
OG0000855	LOC115768902|XP_030569479.1|DNOV	LOC108150977|XP_017134808.1|DMIR
OG0000856	LOC115771525|XP_030573120.1|DNOV	LOC108152869|XP_017137987.1|DMIR
OG0000857	LOC115766317|XP_030566066.1|DNOV	LOC108162242|XP_017152371.1|DMIR
OG0000858	LOC115761304|XP_030558891.1|DNOV	LOC108154170|XP_033244277.1|DMIR
OG0000860	LOC115762781|XP_030560992.1|DNOV	LOC108151758|XP_017136088.1|DMIR
OG0000861	LOC115760922|XP_030558357.1|DNOV	LOC108158683|XP_017146704.1|DMIR, LOC117194128|XP_033254665.1|DMIR, LOC117193108|XP_033253720.1|DMIR
OG0000862	LOC115761000|XP_030558470.1|DNOV	LOC117192274|XP_033252821.1|DMIR, LOC108158863|XP_017147085.1|DMIR, LOC108163211|XP_017153855.1|DMIR
OG0000863	LOC115771950|XP_030573713.1|DNOV	LOC108155197|XP_017141358.1|DMIR
OG0000864	LOC115767328|XP_030567431.1|DNOV	LOC108152880|XP_017138002.1|DMIR
OG0000865	LOC115761578|XP_030559226.1|DNOV	LOC108156918|XP_017144154.1|DMIR
OG0000866	LOC115758781|XP_030555412.1|DNOV	LOC117188611|XP_033248498.1|DMIR, LOC108161761|XP_033248503.1|DMIR
OG0000867	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV	LOC108163864|XP_017154869.1|DMIR
OG0000868	LOC115768195|XP_030568566.1|DNOV	LOC108164990|XP_017156505.1|DMIR, LOC108163639|XP_017154539.1|DMIR, LOC108163345|XP_017154074.1|DMIR, LOC108157316|XP_017144814.1|DMIR, LOC108162651|XP_017152977.1|DMIR
OG0000869	LOC115761661|XP_030559362.1|DNOV	LOC108157765|XP_017145436.1|DMIR
OG0000870	LOC115762875|XP_030561113.1|DNOV	LOC117191037|XP_033251898.1|DMIR, LOC108160499|XP_017150025.1|DMIR
OG0000871	LOC115757820|XP_030554104.1|DNOV	LOC108159137|XP_017147620.2|DMIR, LOC117188403|XP_033248129.1|DMIR
OG0000872	LOC115761701|XP_030559437.1|DNOV	LOC108158750|XP_017146849.1|DMIR
OG0000873	LOC115771552|XP_030573157.1|DNOV	LOC108152656|XP_017137639.1|DMIR
OG0000874	LOC115764308|XP_030563106.1|DNOV	LOC108165187|XP_017156746.1|DMIR
OG0000874	LOC115766620|XP_030566470.1|DNOV	LOC117193456|XP_033254103.1|DMIR, LOC108160532|XP_017150083.1|DMIR
OG0000875	LOC115765678|XP_030565197.1|DNOV	LOC108153984|XP_033246109.1|DMIR
OG0000875	LOC115770149|XP_030571162.1|DNOV	LOC108153332|XP_017138738.1|DMIR
OG0000877	LOC115771580|XP_030573197.1|DNOV	LOC108151444|XP_017135545.1|DMIR
OG0000877	LOC115771356|XP_030572888.1|DNOV	LOC108165148|XP_017156704.1|DMIR
OG0000878	LOC115766505|XP_030566318.1|DNOV	LOC117188132|XP_033247376.1|DMIR, LOC117188133|XP_033247377.1|DMIR, LOC108160693|XP_033252287.1|DMIR, LOC117188131|XP_033247374.1|DMIR
