Orthogroup	DNOV.longest_only	BTRY.longest_only
OG0000285	LOC115760631|XP_030557942.1|DNOV	LOC120771730|XP_039955823.1|BTRY
OG0000285	LOC115760798|XP_030558154.1|DNOV	LOC120770215|XP_039953419.1|BTRY, LOC120772745|XP_039957440.1|BTRY
OG0000286	LOC115769188|XP_030569752.1|DNOV	LOC120768103|XP_039950583.1|BTRY
OG0000286	LOC115769216|XP_030569788.1|DNOV	LOC120768105|XP_039950585.1|BTRY
OG0000286	LOC115769218|XP_030569791.1|DNOV	LOC120768104|XP_039950584.1|BTRY
OG0000287	LOC115767252|XP_030567319.1|DNOV	LOC120773940|XP_039959087.1|BTRY
OG0000287	LOC115767189|XP_030567240.1|DNOV	LOC120773944|XP_039959094.1|BTRY, LOC120773943|XP_039959093.1|BTRY
OG0000287	LOC115767188|XP_030567239.1|DNOV	LOC120773942|XP_039959092.1|BTRY
OG0000288	LOC115759357|XP_030556139.1|DNOV, LOC115759358|XP_030556140.1|DNOV	LOC120774584|XP_039960251.1|BTRY
OG0000289	LOC115766935|XP_030566883.1|DNOV	LOC120776887|XP_039963879.1|BTRY, LOC120776886|XP_039963877.1|BTRY
OG0000289	LOC115766934|XP_030566882.1|DNOV	LOC120776885|XP_039963876.1|BTRY
OG0000289	LOC115766943|XP_030566890.1|DNOV	LOC120776898|XP_039963894.1|BTRY
OG0000292	LOC115770574|XP_030571757.1|DNOV	LOC120776580|XP_039963280.1|BTRY
OG0000293	LOC115771826|XP_030573565.1|DNOV, LOC115771827|XP_030573567.1|DNOV	LOC120766258|XP_039947578.1|BTRY
OG0000293	LOC115759755|XP_030556657.1|DNOV	LOC120766389|XP_039947764.1|BTRY
OG0000294	LOC115769275|XP_030569858.1|DNOV	LOC120779893|XP_039968175.1|BTRY
OG0000294	LOC115765434|XP_030564840.1|DNOV	LOC120776200|XP_039962765.1|BTRY
OG0000295	LOC115763523|XP_030561990.1|DNOV, LOC115764799|XP_030563906.1|DNOV, LOC115763336|XP_030561744.1|DNOV	LOC120775150|XP_039961119.1|BTRY
OG0000296	LOC115758886|XP_030555541.1|DNOV, LOC115768096|XP_030568444.1|DNOV, LOC115764439|XP_030563307.1|DNOV	LOC120774859|XP_039960620.1|BTRY
OG0000297	LOC115771162|XP_030572606.1|DNOV, LOC115771295|XP_030572783.1|DNOV, LOC115761987|XP_030559898.1|DNOV	LOC120771123|XP_039954906.1|BTRY, LOC120771120|XP_039954904.1|BTRY, LOC120771121|XP_039954905.1|BTRY
OG0000298	LOC115765396|XP_030564785.1|DNOV, LOC115765291|XP_030564642.1|DNOV, LOC115769497|XP_030570176.1|DNOV	LOC120775311|XP_039961380.1|BTRY
OG0000299	LOC115761468|XP_030559094.1|DNOV	LOC120777590|XP_039964988.1|BTRY
OG0000300	LOC115768801|XP_030569360.1|DNOV	LOC120778403|XP_039966121.1|BTRY
OG0000301	LOC115770453|XP_030571591.1|DNOV	LOC120779661|XP_039967950.1|BTRY
OG0000301	LOC115766007|XP_030565636.1|DNOV	LOC120767206|XP_039948949.1|BTRY
OG0000302	LOC115769819|XP_030570648.1|DNOV	LOC120778692|XP_039966580.1|BTRY, LOC120778344|XP_039966068.1|BTRY
OG0000302	LOC115769626|XP_030570394.1|DNOV	LOC120777937|XP_039965464.1|BTRY
OG0000303	LOC115769717|XP_030570509.1|DNOV, LOC115759046|XP_030555729.1|DNOV	LOC120779740|XP_039968048.1|BTRY
OG0000304	LOC115760104|XP_030557156.1|DNOV, LOC115757775|XP_030554059.1|DNOV, LOC115771805|XP_030573540.1|DNOV	LOC120776331|XP_039962801.1|BTRY
OG0000305	LOC115769833|XP_030570668.1|DNOV, LOC115768614|XP_030569134.1|DNOV	LOC120768131|XP_039950624.1|BTRY
OG0000305	LOC115768605|XP_030569122.1|DNOV	LOC120778426|XP_039966142.1|BTRY
OG0000306	LOC115766583|XP_030566429.1|DNOV, LOC115758861|XP_030555510.1|DNOV, LOC115768471|XP_030568904.1|DNOV	LOC120775066|XP_039960982.1|BTRY
OG0000307	LOC115765647|XP_030565165.1|DNOV	LOC120782706|XP_039971045.1|BTRY
OG0000307	LOC115761546|XP_030559188.1|DNOV	LOC120782833|XP_039971288.1|BTRY
OG0000308	LOC115763120|XP_030561423.1|DNOV	LOC120774160|XP_039959511.1|BTRY
OG0000309	LOC115766434|XP_030566224.1|DNOV, LOC115761794|XP_030559598.1|DNOV, LOC115761788|XP_030559585.1|DNOV, LOC115765693|XP_030565211.1|DNOV, LOC115765694|XP_030565212.1|DNOV	LOC120770969|XP_039954638.1|BTRY
OG0000310	LOC115767248|XP_030567314.1|DNOV, LOC115760619|XP_030557931.1|DNOV, LOC115771433|XP_030572998.1|DNOV	LOC120774938|XP_039960752.1|BTRY
OG0000311	LOC115757691|XP_030553890.1|DNOV, LOC115763250|XP_030561586.1|DNOV, LOC115764369|XP_030563190.1|DNOV	LOC120774311|XP_039959777.1|BTRY
OG0000312	LOC115762991|XP_030561237.1|DNOV	LOC120768539|XP_039951210.1|BTRY
OG0000312	LOC115760077|XP_030557114.1|DNOV	LOC120768898|XP_039951586.1|BTRY
OG0000313	LOC115760067|XP_030557107.1|DNOV	LOC120767595|XP_039949678.1|BTRY
OG0000313	LOC115769313|XP_030569904.1|DNOV	LOC120767596|XP_039949679.1|BTRY
OG0000314	LOC115759910|XP_030556896.1|DNOV	LOC120768914|XP_039951615.1|BTRY
OG0000315	LOC115758815|XP_030555452.1|DNOV	LOC120767408|XP_039949384.1|BTRY
OG0000316	LOC115760877|XP_030558299.1|DNOV	LOC120771614|XP_039955637.1|BTRY
OG0000317	LOC115760415|XP_030557610.1|DNOV, LOC115761510|XP_030559138.1|DNOV	LOC120767316|XP_039949186.1|BTRY
OG0000318	LOC115758979|XP_030555642.1|DNOV	LOC120779462|XP_039967658.1|BTRY
OG0000318	LOC115763687|XP_030562229.1|DNOV	LOC120780733|XP_039968925.1|BTRY, LOC120779790|XP_039968099.1|BTRY, LOC120780199|XP_039968398.1|BTRY, LOC120781790|XP_039969948.1|BTRY, LOC120780191|XP_039968395.1|BTRY, LOC120782060|XP_039970151.1|BTRY, LOC120780701|XP_039968895.1|BTRY, LOC120767757|XP_039949920.1|BTRY, LOC120766511|XP_039948008.1|BTRY, LOC120774631|XP_039960289.1|BTRY, LOC120781073|XP_039969154.1|BTRY, LOC120781185|XP_039969242.1|BTRY, LOC120775192|XP_039961181.1|BTRY
OG0000320	LOC115764975|XP_030564160.1|DNOV	LOC120780262|XP_039968454.1|BTRY
OG0000321	LOC115759685|XP_030556536.1|DNOV, LOC115759686|XP_030556539.1|DNOV	LOC120767653|XP_039949760.1|BTRY
OG0000322	LOC115766103|XP_030565783.1|DNOV, LOC115768525|XP_030568976.1|DNOV	LOC120773648|XP_039958591.1|BTRY
OG0000323	LOC115769263|XP_030569833.1|DNOV	LOC120781479|XP_039969632.1|BTRY
OG0000323	LOC115763969|XP_030562628.1|DNOV	LOC120768274|XP_039950811.1|BTRY
OG0000324	LOC115760449|XP_030557622.1|DNOV, LOC115764535|XP_030563503.1|DNOV	LOC120772196|XP_039956595.1|BTRY
OG0000325	LOC115771561|XP_030573171.1|DNOV	LOC120780635|XP_039968827.1|BTRY, LOC120780634|XP_039968826.1|BTRY
OG0000325	LOC115771393|XP_030572939.1|DNOV	LOC120779055|XP_039967124.1|BTRY
OG0000326	LOC115762024|XP_030559951.1|DNOV, LOC115762025|XP_030559952.1|DNOV	LOC120768721|XP_039951427.1|BTRY, LOC120768720|XP_039951426.1|BTRY, LOC120768717|XP_039951422.1|BTRY
OG0000327	LOC115760672|XP_030557998.1|DNOV, LOC115760789|XP_030558145.1|DNOV, LOC115760788|XP_030558144.1|DNOV	LOC120772284|XP_039956728.1|BTRY, LOC120772454|XP_039957011.1|BTRY, LOC120771900|XP_039956109.1|BTRY
OG0000328	LOC115770334|XP_030571432.1|DNOV, LOC115770335|XP_030571433.1|DNOV	LOC120777056|XP_039964104.1|BTRY
OG0000331	LOC115760008|XP_030557026.1|DNOV	LOC120769238|XP_039952071.1|BTRY
OG0000332	LOC115767593|XP_030567746.1|DNOV	LOC120766326|XP_039947684.1|BTRY
OG0000332	LOC115766428|XP_030566211.1|DNOV	LOC120774932|XP_039960743.1|BTRY
OG0000333	LOC115770129|XP_030571122.1|DNOV	LOC120776546|XP_039963228.1|BTRY, LOC120776544|XP_039963218.1|BTRY, LOC120776542|XP_039963214.1|BTRY
OG0000334	LOC115769517|XP_030570251.1|DNOV	LOC120774998|XP_039960854.1|BTRY
OG0000334	LOC115758160|XP_030554559.1|DNOV	LOC120771849|XP_039956026.1|BTRY, LOC120772789|XP_039957505.1|BTRY
OG0000335	LOC115763597|XP_030562080.1|DNOV	LOC120767480|XP_039949505.1|BTRY
OG0000335	LOC115763596|XP_030562079.1|DNOV	LOC120767479|XP_039949503.1|BTRY
OG0000336	LOC115766233|XP_030565953.1|DNOV, LOC115770822|XP_030572104.1|DNOV, LOC115770947|XP_030572267.1|DNOV	LOC120769770|XP_039952889.1|BTRY
OG0000337	LOC115769335|XP_030569956.1|DNOV, LOC115769334|XP_030569955.1|DNOV, LOC115761892|XP_030559758.1|DNOV	LOC120766375|XP_039947742.1|BTRY
OG0000338	LOC115762797|XP_030561012.1|DNOV	LOC120777234|XP_039964352.1|BTRY
OG0000338	LOC115765105|XP_030564353.1|DNOV	LOC120770461|XP_039953889.1|BTRY
OG0000339	LOC115762881|XP_030561116.1|DNOV	LOC120778134|XP_039965792.1|BTRY
OG0000340	LOC115762295|XP_030560325.1|DNOV	LOC120771806|XP_039955946.1|BTRY
OG0000342	LOC115765213|XP_030564516.1|DNOV, LOC115765285|XP_030564636.1|DNOV, LOC115757920|XP_030554242.1|DNOV	LOC120774021|XP_039959243.1|BTRY
OG0000343	LOC115761942|XP_030559838.1|DNOV	LOC120778308|XP_039966037.1|BTRY
OG0000344	LOC115761039|XP_030558514.1|DNOV	LOC120771051|XP_039954788.1|BTRY
OG0000344	LOC115759460|XP_030556254.1|DNOV	LOC120766693|XP_039948277.1|BTRY
OG0000345	LOC115762429|XP_030560486.1|DNOV	LOC120773088|XP_039957990.1|BTRY
OG0000345	LOC115758286|XP_030554710.1|DNOV, LOC115758168|XP_030554569.1|DNOV	LOC120770320|XP_039953635.1|BTRY
OG0000346	LOC115762147|XP_030560119.1|DNOV	LOC120771778|XP_039955902.1|BTRY
OG0000347	LOC115768620|XP_030569138.1|DNOV, LOC115769600|XP_030570349.1|DNOV	LOC120777530|XP_039964847.1|BTRY
OG0000347	LOC115758825|XP_030555461.1|DNOV	LOC120767435|XP_039949430.1|BTRY
OG0000348	LOC115759174|XP_030555909.1|DNOV	LOC120773045|XP_039957910.1|BTRY, LOC120781140|XP_039969206.1|BTRY, LOC120781143|XP_039969211.1|BTRY, LOC120773055|XP_039957923.1|BTRY, LOC120773043|XP_039957907.1|BTRY, LOC120770015|XP_039953041.1|BTRY, LOC120772749|XP_039957445.1|BTRY
OG0000348	LOC115759236|XP_030555995.1|DNOV	LOC120769393|XP_039952297.1|BTRY
OG0000348	LOC115763551|XP_030562029.1|DNOV	LOC120767574|XP_039949645.1|BTRY
OG0000349	LOC115763434|XP_030561857.1|DNOV	LOC120768895|XP_039951582.1|BTRY
OG0000350	LOC115768677|XP_030569224.1|DNOV, LOC115768687|XP_030569236.1|DNOV	LOC120776422|XP_039963001.1|BTRY
OG0000350	LOC115757674|XP_030553864.1|DNOV	LOC120776439|XP_039963028.1|BTRY
OG0000351	LOC115762517|XP_030560634.1|DNOV	LOC120771786|XP_039955914.1|BTRY
OG0000351	LOC115761664|XP_030559374.1|DNOV	LOC120770740|XP_039954263.1|BTRY
OG0000353	LOC115759498|XP_030556296.1|DNOV	LOC120776473|XP_039963083.1|BTRY
OG0000353	LOC115759189|XP_030555925.1|DNOV	LOC120781466|XP_039969623.1|BTRY
OG0000354	LOC115760136|XP_030557198.1|DNOV	LOC120767660|XP_039949767.1|BTRY
OG0000355	LOC115764323|XP_030563135.1|DNOV	LOC120771205|XP_039955041.1|BTRY
OG0000355	LOC115760617|XP_030557926.1|DNOV, LOC115760618|XP_030557927.1|DNOV	LOC120770439|XP_039953843.1|BTRY
OG0000356	LOC115760192|XP_030557283.1|DNOV, LOC115759811|XP_030556763.1|DNOV	LOC120770335|XP_039953665.1|BTRY, LOC120770334|XP_039953663.1|BTRY, LOC120772442|XP_039956993.1|BTRY
OG0000358	LOC115772048|XP_030573848.1|DNOV	LOC120777551|XP_039964877.1|BTRY
OG0000359	LOC115769988|XP_030570917.1|DNOV	LOC120778373|XP_039966093.1|BTRY
OG0000361	LOC115758459|XP_030554990.1|DNOV, LOC115758457|XP_030554984.1|DNOV	LOC120768611|XP_039951311.1|BTRY
OG0000362	LOC115766712|XP_030566496.1|DNOV	LOC120779094|XP_039967196.1|BTRY
OG0000362	LOC115771459|XP_030573034.1|DNOV	LOC120778669|XP_039966535.1|BTRY
OG0000363	LOC115763630|XP_030562118.1|DNOV	LOC120775658|XP_039961859.1|BTRY
OG0000363	LOC115767137|XP_030567160.1|DNOV	LOC120779091|XP_039967181.1|BTRY
OG0000364	LOC115769331|XP_030569952.1|DNOV	LOC120778786|XP_039966707.1|BTRY
OG0000364	LOC115769853|XP_030570698.1|DNOV	LOC120778787|XP_039966716.1|BTRY
OG0000365	LOC115762297|XP_030560322.1|DNOV	LOC120772169|XP_039956543.1|BTRY
OG0000365	LOC115765472|XP_030564912.1|DNOV	LOC120768322|XP_039950894.1|BTRY
OG0000366	LOC115766279|XP_030566006.1|DNOV, LOC115771322|XP_030572846.1|DNOV	LOC120774263|XP_039959665.1|BTRY
OG0000366	LOC115759520|XP_030556326.1|DNOV	LOC120780807|XP_039968989.1|BTRY
OG0000367	LOC115769633|XP_030570401.1|DNOV	LOC120768508|XP_039951168.1|BTRY
OG0000367	LOC115759287|XP_030556052.1|DNOV	LOC120770824|XP_039954338.1|BTRY
OG0000368	LOC115767345|XP_030567459.1|DNOV	LOC120778882|XP_039966859.1|BTRY, LOC120778883|XP_039966860.1|BTRY
OG0000368	LOC115767373|XP_030567496.1|DNOV	LOC120777794|XP_039965259.1|BTRY
OG0000370	LOC115758319|XP_030554746.1|DNOV, LOC115767117|XP_030567170.1|DNOV, LOC115758314|XP_030554740.1|DNOV, LOC115767200|XP_030567288.1|DNOV	LOC120774286|XP_039959713.1|BTRY
OG0000376	LOC115767385|XP_030567506.1|DNOV, LOC115757855|XP_030554151.1|DNOV, LOC115766447|XP_030566234.1|DNOV	LOC120775818|XP_039962106.1|BTRY
OG0000377	LOC115765152|XP_030564423.1|DNOV	LOC120772534|XP_039957145.1|BTRY, LOC120772535|XP_039957147.1|BTRY, LOC120774731|XP_039960417.1|BTRY, LOC120774730|XP_039960415.1|BTRY
OG0000378	LOC115761130|XP_030558650.1|DNOV	LOC120776151|XP_039962629.1|BTRY
OG0000378	LOC115766847|XP_030566757.1|DNOV	LOC120769436|XP_039952351.1|BTRY
OG0000379	LOC115760518|XP_030557746.1|DNOV	LOC120772092|XP_039956430.1|BTRY
OG0000380	LOC115758097|XP_030554479.1|DNOV	LOC120777433|XP_039964674.1|BTRY
OG0000380	LOC115769832|XP_030570666.1|DNOV	LOC120777435|XP_039964675.1|BTRY
OG0000381	LOC115763273|XP_030561612.1|DNOV	LOC120776789|XP_039963709.1|BTRY, LOC120774107|XP_039959444.1|BTRY
OG0000381	LOC115763202|XP_030561526.1|DNOV	LOC120767468|XP_039949490.1|BTRY
OG0000382	LOC115770114|XP_030571090.1|DNOV, LOC115770429|XP_030571558.1|DNOV	LOC120775122|XP_039961078.1|BTRY
OG0000383	LOC115760023|XP_030557045.1|DNOV	LOC120767904|XP_039950185.1|BTRY
OG0000383	LOC115760327|XP_030557473.1|DNOV	LOC120767902|XP_039950182.1|BTRY
OG0000384	LOC115762937|XP_030561180.1|DNOV	LOC120772420|XP_039956966.1|BTRY
OG0000384	LOC115760743|XP_030558083.1|DNOV	LOC120770607|XP_039954144.1|BTRY
OG0000385	LOC115768436|XP_030568854.1|DNOV	LOC120780127|XP_039968341.1|BTRY, LOC120774086|XP_039959352.1|BTRY
OG0000385	LOC115768437|XP_030568858.1|DNOV	LOC120774085|XP_039959350.1|BTRY, LOC120774973|XP_039960799.1|BTRY
OG0000386	LOC115766985|XP_030566944.1|DNOV, LOC115764970|XP_030564154.1|DNOV	LOC120781604|XP_039969777.1|BTRY
OG0000389	LOC115762625|XP_030560787.1|DNOV	LOC120771680|XP_039955737.1|BTRY
OG0000390	LOC115763143|XP_030561453.1|DNOV	LOC120771071|XP_039954817.1|BTRY
OG0000391	LOC115760954|XP_030558402.1|DNOV	LOC120771069|XP_039954812.1|BTRY
OG0000391	LOC115760706|XP_030558034.1|DNOV	LOC120771124|XP_039954907.1|BTRY
OG0000392	LOC115765859|XP_030565449.1|DNOV	LOC120769281|XP_039952131.1|BTRY
OG0000392	LOC115765913|XP_030565519.1|DNOV	LOC120769186|XP_039952008.1|BTRY
OG0000393	LOC115760238|XP_030557353.1|DNOV	LOC120767748|XP_039949897.1|BTRY
OG0000393	LOC115760239|XP_030557356.1|DNOV	LOC120768428|XP_039951042.1|BTRY
OG0000394	LOC115768475|XP_030568910.1|DNOV	LOC120773359|XP_039958117.1|BTRY
OG0000394	LOC115768476|XP_030568911.1|DNOV	LOC120773360|XP_039958118.1|BTRY, LOC120773362|XP_039958122.1|BTRY, LOC120773361|XP_039958119.1|BTRY
OG0000395	LOC115766068|XP_030565736.1|DNOV, LOC115768660|XP_030569204.1|DNOV	LOC120778433|XP_039966149.1|BTRY
OG0000396	LOC115766006|XP_030565635.1|DNOV	LOC120769341|XP_039952232.1|BTRY, LOC120767208|XP_039948951.1|BTRY
OG0000397	LOC115765510|XP_030564992.1|DNOV, LOC115765520|XP_030565002.1|DNOV, LOC115757847|XP_030554141.1|DNOV	LOC120770499|XP_039953957.1|BTRY, LOC120770497|XP_039953954.1|BTRY
OG0000399	LOC115771812|XP_030573550.1|DNOV, LOC115771813|XP_030573552.1|DNOV, LOC115771807|XP_030573543.1|DNOV	LOC120766843|XP_039948489.1|BTRY
OG0000399	LOC115771808|XP_030573545.1|DNOV, LOC115771811|XP_030573548.1|DNOV, LOC115771809|XP_030573546.1|DNOV	LOC120766879|XP_039948547.1|BTRY
OG0000400	LOC115765164|XP_030564435.1|DNOV	LOC120774408|XP_039959967.1|BTRY
OG0000401	LOC115766431|XP_030566218.1|DNOV	LOC120774242|XP_039959636.1|BTRY
OG0000402	LOC115765340|XP_030564710.1|DNOV	LOC120776166|XP_039962707.1|BTRY
OG0000403	LOC115761311|XP_030558901.1|DNOV	LOC120767034|XP_039948814.1|BTRY
OG0000403	LOC115760886|XP_030558309.1|DNOV	LOC120770420|XP_039953799.1|BTRY
OG0000404	LOC115761472|XP_030559098.1|DNOV	LOC120782378|XP_039970554.1|BTRY
OG0000405	LOC115768893|XP_030569465.1|DNOV	LOC120775347|XP_039961428.1|BTRY
OG0000406	LOC115770975|XP_030572299.1|DNOV	LOC120779166|XP_039967326.1|BTRY
OG0000406	LOC115762143|XP_030560114.1|DNOV	LOC120771109|XP_039954892.1|BTRY
OG0000407	LOC115762590|XP_030560737.1|DNOV	LOC120776370|XP_039962883.1|BTRY
OG0000408	LOC115763136|XP_030561440.1|DNOV, LOC115763103|XP_030561403.1|DNOV, LOC115763195|XP_030561516.1|DNOV, LOC115763159|XP_030561470.1|DNOV, LOC115758672|XP_030555274.1|DNOV	LOC120769044|XP_039951824.1|BTRY
OG0000409	LOC115761887|XP_030559753.1|DNOV, LOC115766579|XP_030566424.1|DNOV, LOC115766506|XP_030566319.1|DNOV, LOC115762032|XP_030559956.1|DNOV	LOC120771406|XP_039955314.1|BTRY, LOC120771481|XP_039955449.1|BTRY
OG0000411	LOC115759469|XP_030556262.1|DNOV	LOC120777280|XP_039964424.1|BTRY
OG0000411	LOC115763005|XP_030561256.1|DNOV	LOC120769527|XP_039952500.1|BTRY
OG0000412	LOC115761442|XP_030559072.1|DNOV	LOC120772605|XP_039957253.1|BTRY
OG0000412	LOC115770103|XP_030571076.1|DNOV	LOC120777580|XP_039964926.1|BTRY
OG0000413	LOC115763742|XP_030562306.1|DNOV	LOC120766222|XP_039947531.1|BTRY
OG0000413	LOC115767918|XP_030568147.1|DNOV	LOC120766492|XP_039947978.1|BTRY
OG0000414	LOC115758270|XP_030554693.1|DNOV	LOC120772664|XP_039957331.1|BTRY
OG0000415	LOC115765346|XP_030564721.1|DNOV	LOC120770881|XP_039954453.1|BTRY
OG0000415	LOC115765354|XP_030564731.1|DNOV	LOC120772785|XP_039957502.1|BTRY
OG0000416	LOC115768128|XP_030568482.1|DNOV	LOC120775373|XP_039961469.1|BTRY, LOC120774960|XP_039960780.1|BTRY
OG0000416	LOC115767807|XP_030568000.1|DNOV	LOC120774132|XP_039959448.1|BTRY
OG0000417	LOC115757752|XP_030554017.1|DNOV	LOC120782836|XP_039971293.1|BTRY, LOC120782779|XP_039971180.1|BTRY
OG0000418	LOC115767555|XP_030567698.1|DNOV	LOC120775998|XP_039962365.1|BTRY
OG0000418	LOC115767071|XP_030567071.1|DNOV	LOC120775994|XP_039962360.1|BTRY
OG0000419	LOC115760614|XP_030557923.1|DNOV	LOC120772990|XP_039957837.1|BTRY
OG0000421	LOC115758507|XP_030555057.1|DNOV	LOC120768035|XP_039950462.1|BTRY
OG0000421	LOC115765557|XP_030565054.1|DNOV	LOC120768668|XP_039951380.1|BTRY
OG0000422	LOC115772004|XP_030573795.1|DNOV	LOC120780556|XP_039968747.1|BTRY
OG0000423	LOC115757844|XP_030554138.1|DNOV	LOC120770394|XP_039953759.1|BTRY
OG0000423	LOC115757936|XP_030554264.1|DNOV	LOC120770005|XP_039953031.1|BTRY
OG0000424	LOC115764517|XP_030563474.1|DNOV	LOC120770993|XP_039954673.1|BTRY
OG0000424	LOC115764485|XP_030563431.1|DNOV	LOC120770914|XP_039954538.1|BTRY
OG0000425	LOC115762685|XP_030560871.1|DNOV	LOC120770802|XP_039954315.1|BTRY
OG0000426	LOC115765437|XP_030564866.1|DNOV	LOC120767283|XP_039949097.1|BTRY, LOC120769710|XP_039952783.1|BTRY, LOC120769049|XP_039951833.1|BTRY
OG0000428	LOC115762673|XP_030560847.1|DNOV, LOC115762672|XP_030560846.1|DNOV	LOC120772925|XP_039957759.1|BTRY
OG0000429	LOC115758244|XP_030554660.1|DNOV	LOC120770795|XP_039954308.1|BTRY, LOC120771992|XP_039956282.1|BTRY
OG0000429	LOC115758203|XP_030554611.1|DNOV	LOC120771757|XP_039955873.1|BTRY, LOC120771336|XP_039955215.1|BTRY
OG0000430	LOC115771669|XP_030573344.1|DNOV, LOC115771668|XP_030573343.1|DNOV, LOC115772121|XP_030573956.1|DNOV, LOC115765758|XP_030565281.1|DNOV, LOC115765759|XP_030565282.1|DNOV	LOC120774784|XP_039960496.1|BTRY
OG0000433	LOC115766852|XP_030566766.1|DNOV	LOC120774862|XP_039960624.1|BTRY
OG0000433	LOC115769577|XP_030570303.1|DNOV	LOC120778215|XP_039965906.1|BTRY
OG0000434	LOC115764909|XP_030564068.1|DNOV	LOC120772696|XP_039957370.1|BTRY, LOC120772247|XP_039956678.1|BTRY
OG0000434	LOC115762280|XP_030560304.1|DNOV, LOC115762279|XP_030560303.1|DNOV	LOC120771558|XP_039955554.1|BTRY, LOC120771322|XP_039955200.1|BTRY
OG0000435	LOC115765418|XP_030564823.1|DNOV	LOC120774231|XP_039959624.1|BTRY
OG0000437	LOC115763191|XP_030561512.1|DNOV	LOC120781389|XP_039969532.1|BTRY
OG0000437	LOC115760092|XP_030557136.1|DNOV	LOC120769054|XP_039951837.1|BTRY
OG0000438	LOC115761313|XP_030558904.1|DNOV	LOC120775835|XP_039962138.1|BTRY
OG0000439	LOC115763239|XP_030561575.1|DNOV	LOC120767996|XP_039950349.1|BTRY
OG0000439	LOC115770436|XP_030571567.1|DNOV	LOC120778369|XP_039966090.1|BTRY
OG0000440	LOC115760910|XP_030558341.1|DNOV, LOC115761002|XP_030558472.1|DNOV	LOC120771326|XP_039955205.1|BTRY
OG0000440	LOC115760625|XP_030557935.1|DNOV	LOC120771453|XP_039955398.1|BTRY
OG0000441	LOC115760980|XP_030558443.1|DNOV	LOC120770035|XP_039953084.1|BTRY, LOC120772426|XP_039956971.1|BTRY
OG0000441	LOC115760673|XP_030558000.1|DNOV	LOC120772252|XP_039956689.1|BTRY
OG0000443	LOC115769670|XP_030570445.1|DNOV, LOC115769682|XP_030570461.1|DNOV	LOC120767448|XP_039949449.1|BTRY
OG0000444	LOC115759117|XP_030555819.1|DNOV	LOC120777609|XP_039964992.1|BTRY
OG0000444	LOC115759284|XP_030556046.1|DNOV	LOC120777797|XP_039965263.1|BTRY
OG0000446	LOC115763753|XP_030562326.1|DNOV	LOC120771905|XP_039956120.1|BTRY
OG0000448	LOC115764922|XP_030564087.1|DNOV	LOC120782620|XP_039970921.1|BTRY
OG0000449	LOC115771068|XP_030572481.1|DNOV	LOC120776397|XP_039962951.1|BTRY
OG0000449	LOC115763376|XP_030561770.1|DNOV	LOC120767465|XP_039949487.1|BTRY
OG0000450	LOC115765363|XP_030564744.1|DNOV	LOC120774365|XP_039959889.1|BTRY
OG0000450	LOC115764404|XP_030563256.1|DNOV	LOC120774824|XP_039960565.1|BTRY
OG0000451	LOC115768450|XP_030568871.1|DNOV	LOC120775737|XP_039961988.1|BTRY
OG0000451	LOC115768449|XP_030568869.1|DNOV	LOC120775735|XP_039961987.1|BTRY, LOC120775418|XP_039961530.1|BTRY
OG0000453	LOC115764689|XP_030563739.1|DNOV	LOC120766550|XP_039948067.1|BTRY
OG0000453	LOC115764706|XP_030563765.1|DNOV	LOC120782890|XP_039971372.1|BTRY
OG0000454	LOC115758865|XP_030555514.1|DNOV	LOC120771593|XP_039955599.1|BTRY, LOC120771036|XP_039954758.1|BTRY
OG0000456	LOC115766708|XP_030566486.1|DNOV	LOC120779448|XP_039967629.1|BTRY
OG0000456	LOC115769174|XP_030569739.1|DNOV	LOC120768512|XP_039951171.1|BTRY
OG0000457	LOC115763206|XP_030561531.1|DNOV	LOC120781641|XP_039969806.1|BTRY
OG0000457	LOC115759127|XP_030555831.1|DNOV	LOC120768879|XP_039951566.1|BTRY
OG0000458	LOC115765461|XP_030564885.1|DNOV	LOC120768030|XP_039950444.1|BTRY
OG0000460	LOC115758693|XP_030555298.1|DNOV	LOC120768381|XP_039950981.1|BTRY
OG0000462	LOC115759542|XP_030556357.1|DNOV	LOC120766648|XP_039948245.1|BTRY
OG0000463	LOC115771965|XP_030573737.1|DNOV, LOC115761494|XP_030559121.1|DNOV	LOC120772993|XP_039957840.1|BTRY
OG0000465	LOC115762013|XP_030559942.1|DNOV	LOC120780110|XP_039968359.1|BTRY
OG0000465	LOC115761927|XP_030559818.1|DNOV	LOC120772118|XP_039956467.1|BTRY
OG0000466	LOC115767076|XP_030567076.1|DNOV	LOC120773729|XP_039958719.1|BTRY
OG0000466	LOC115765560|XP_030565058.1|DNOV	LOC120768513|XP_039951175.1|BTRY
OG0000467	LOC115762439|XP_030560498.1|DNOV	LOC120772136|XP_039956488.1|BTRY
OG0000467	LOC115762360|XP_030560395.1|DNOV	LOC120772332|XP_039956808.1|BTRY
OG0000468	LOC115766158|XP_030565858.1|DNOV	LOC120766448|XP_039947890.1|BTRY
OG0000468	LOC115762409|XP_030560457.1|DNOV	LOC120772763|XP_039957470.1|BTRY
OG0000469	LOC115760268|XP_030557398.1|DNOV	LOC120767613|XP_039949700.1|BTRY
OG0000470	LOC115768455|XP_030568881.1|DNOV	LOC120778542|XP_039966325.1|BTRY
OG0000470	LOC115770144|XP_030571152.1|DNOV	LOC120782030|XP_039970120.1|BTRY
