Orthogroup	DNOV.longest_only	DVIR.longest_only
OG0002053	LOC115759649|XP_030556497.1|DNOV	LOC6629603|XP_002054668.2|DVIR
OG0002054	LOC115761806|XP_030559611.1|DNOV	LOC6632543|XP_002056186.1|DVIR
OG0002055	LOC115770904|XP_030572203.1|DNOV	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR
OG0002056	LOC115770539|XP_030571703.1|DNOV	LOC6622886|XP_002048169.1|DVIR
OG0002057	LOC115758569|XP_030555140.1|DNOV	LOC6627975|XP_002051781.1|DVIR
OG0002058	LOC115762652|XP_030560818.1|DNOV	LOC6623174|XP_002046124.1|DVIR
OG0002059	LOC115766176|XP_030565879.1|DNOV	LOC6632616|XP_002056316.1|DVIR
OG0002060	LOC115761189|XP_030558725.1|DNOV	LOC6626587|XP_002049766.1|DVIR
OG0002061	LOC115765264|XP_030564882.1|DNOV	LOC6625739|XP_032291908.1|DVIR
OG0002062	LOC115768327|XP_030568744.1|DNOV	LOC6634648|XP_002058299.3|DVIR
OG0002063	LOC115767993|XP_030568255.1|DNOV	LOC6633540|XP_002057238.1|DVIR
OG0002064	LOC115768287|XP_030568686.1|DNOV	LOC6634505|XP_015025097.1|DVIR
OG0002065	LOC115769628|XP_030570396.1|DNOV	LOC6623715|XP_002047355.2|DVIR
OG0002066	LOC115770750|XP_030572015.1|DNOV	LOC6630811|XP_015027417.1|DVIR
OG0002067	LOC115758222|XP_030554632.1|DNOV	LOC6626937|XP_002049244.1|DVIR
OG0002068	LOC115760773|XP_030558121.1|DNOV	LOC6625314|XP_002048757.1|DVIR
OG0002069	LOC115767327|XP_030567430.1|DNOV	LOC6633275|XP_002057134.1|DVIR
OG0002070	LOC115766094|XP_030565763.1|DNOV	LOC6630130|XP_002053682.1|DVIR
OG0002071	LOC115772036|XP_030573833.1|DNOV	LOC6631122|XP_002054242.1|DVIR
OG0002071	LOC115771795|XP_030573525.1|DNOV	LOC6631121|XP_002054241.1|DVIR
OG0002072	LOC115760754|XP_030558092.1|DNOV	LOC6626533|XP_002050657.1|DVIR
OG0002073	LOC115770534|XP_030571696.1|DNOV	LOC6622626|XP_032290694.1|DVIR
OG0002074	LOC115764534|XP_030563505.1|DNOV	LOC6626580|XP_002049693.1|DVIR
OG0002075	LOC115759044|XP_030555728.1|DNOV	LOC26530442|XP_015028814.1|DVIR
OG0002076	LOC115758113|XP_030554497.1|DNOV	LOC6626692|XP_032292959.1|DVIR
OG0002077	LOC115762559|XP_030560699.1|DNOV	LOC6622532|XP_032291318.1|DVIR
OG0002078	LOC115757853|XP_030554149.1|DNOV	LOC6625145|XP_002049554.1|DVIR
OG0002079	LOC115770123|XP_030571117.1|DNOV	LOC6624462|XP_002048071.1|DVIR
OG0002080	LOC115768889|XP_030569460.1|DNOV	LOC6634522|XP_002058071.2|DVIR
OG0002080	LOC115757818|XP_030554101.1|DNOV	LOC6625119|XP_002049499.1|DVIR
OG0002081	LOC115757797|XP_030554073.1|DNOV	LOC6624784|XP_002049437.1|DVIR
OG0002082	LOC115764478|XP_030563404.1|DNOV	LOC6625656|XP_032293288.1|DVIR
OG0002083	LOC115766846|XP_030566755.1|DNOV	LOC6633873|XP_032296511.1|DVIR
OG0002084	LOC115766577|XP_030566422.1|DNOV	LOC6625624|XP_002049068.1|DVIR
OG0002085	LOC115760785|XP_030558138.1|DNOV	LOC6626264|XP_002050906.1|DVIR
OG0002086	LOC115766541|XP_030566370.1|DNOV	LOC6626480|XP_002049074.1|DVIR
OG0002087	LOC115769118|XP_030569686.1|DNOV	LOC26531396|XP_032289985.1|DVIR
OG0002088	LOC115770225|XP_030571287.1|DNOV	LOC6624726|XP_015030511.1|DVIR
OG0002089	LOC115764564|XP_030563548.1|DNOV	LOC6635359|XP_002058905.1|DVIR
OG0002090	LOC115769521|XP_030570221.1|DNOV	LOC6624051|XP_002047469.1|DVIR
OG0002091	LOC115758063|XP_030554437.1|DNOV	LOC6626001|XP_032293005.1|DVIR
OG0002092	LOC115762759|XP_030560961.1|DNOV	LOC6623949|XP_032291244.1|DVIR
OG0002093	LOC115757859|XP_030554158.1|DNOV	LOC6627267|XP_002049909.1|DVIR
OG0002094	LOC115762864|XP_030561102.1|DNOV	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR
OG0002095	LOC115768317|XP_030568726.1|DNOV	LOC6634544|XP_002058288.1|DVIR
OG0002096	LOC115757832|XP_030554119.1|DNOV	LOC6626956|XP_032292980.1|DVIR
OG0002097	LOC115758293|XP_030554719.1|DNOV	LOC6625109|XP_002049283.2|DVIR
OG0002098	LOC115770196|XP_030571220.1|DNOV	LOC6624287|XP_015031432.1|DVIR
OG0002099	LOC115759503|XP_030556304.1|DNOV	LOC6629885|XP_002054545.1|DVIR
OG0002100	LOC115770037|XP_030570987.1|DNOV	LOC6623652|XP_002048244.3|DVIR
OG0002101	LOC115764454|XP_030563351.1|DNOV	LOC6625848|XP_032292941.1|DVIR
OG0002102	LOC115771985|XP_030573768.1|DNOV	LOC6626790|XP_002049829.2|DVIR
OG0002103	LOC115759497|XP_030556295.1|DNOV	LOC6629840|XP_002054540.2|DVIR
OG0002106	LOC115771621|XP_030573259.1|DNOV	LOC6629940|XP_002054368.2|DVIR
OG0002107	LOC115759940|XP_030556938.1|DNOV	LOC6629238|XP_002052614.1|DVIR
OG0002108	LOC115771600|XP_030573217.1|DNOV	LOC6630695|XP_002054402.2|DVIR
OG0002109	LOC115761890|XP_030559754.1|DNOV	LOC6629275|XP_002052981.2|DVIR
OG0002110	LOC115759359|XP_030556141.1|DNOV	LOC6628810|XP_002051233.2|DVIR
OG0002111	LOC115763220|XP_030561553.1|DNOV	LOC116651459|XP_032293700.1|DVIR
OG0002112	LOC115759217|XP_030555969.1|DNOV	LOC6629115|XP_015028760.2|DVIR
OG0002113	LOC115771710|XP_030573390.1|DNOV	LOC6630550|XP_002054421.3|DVIR
OG0002114	LOC115761299|XP_030558885.1|DNOV	LOC6633067|XP_002056139.2|DVIR
OG0002115	LOC115760490|XP_030557699.1|DNOV	LOC26531333|XP_015030311.1|DVIR
OG0002117	LOC115767283|XP_030567374.1|DNOV	LOC6635550|XP_002059097.1|DVIR
OG0002118	LOC115760383|XP_030557537.1|DNOV	LOC26531314|XP_032296684.1|DVIR
OG0002119	LOC115757681|XP_030553877.1|DNOV	LOC6631147|XP_015026969.1|DVIR
OG0002120	LOC115766745|XP_030566581.1|DNOV	LOC6636209|XP_002059699.1|DVIR
OG0002121	LOC115764171|XP_030562916.1|DNOV	LOC6634874|XP_032295296.1|DVIR
OG0002122	LOC115758709|XP_030555318.1|DNOV	LOC6628662|XP_002051818.2|DVIR
OG0002123	LOC115758912|XP_030555569.1|DNOV	LOC6628453|XP_032294579.1|DVIR
OG0002124	LOC115767082|XP_030567088.1|DNOV	LOC6635457|XP_002059059.2|DVIR
OG0002125	LOC115760721|XP_030558057.1|DNOV	LOC6626451|XP_002049681.1|DVIR
OG0002126	LOC115770261|XP_030571336.1|DNOV	LOC6622481|XP_015030519.1|DVIR
OG0002127	LOC115764403|XP_030563254.1|DNOV	LOC6631364|XP_032296113.1|DVIR
OG0002128	LOC115767111|XP_030567124.1|DNOV	LOC6635484|XP_032296156.1|DVIR
OG0002129	LOC115764225|XP_030562999.1|DNOV	LOC6635015|XP_002058659.2|DVIR
OG0002130	LOC115768446|XP_030568865.1|DNOV	LOC6634737|XP_032289213.1|DVIR
OG0002131	LOC115761630|XP_030559319.1|DNOV	LOC6632912|XP_002056257.1|DVIR
OG0002132	LOC115763340|XP_030561709.1|DNOV	LOC6634124|XP_002057725.1|DVIR
OG0002133	LOC115766862|XP_030566781.1|DNOV	LOC6633868|XP_002056970.1|DVIR
OG0002134	LOC115768786|XP_030569343.1|DNOV	LOC6634526|XP_002057955.1|DVIR
OG0002135	LOC115769042|XP_030569607.1|DNOV	LOC6633633|XP_032296266.1|DVIR
OG0002136	LOC115764976|XP_030564163.1|DNOV	LOC6633024|XP_002055941.1|DVIR
OG0002137	LOC115764757|XP_030563853.1|DNOV	LOC6630771|XP_032294881.1|DVIR
OG0002138	LOC115768273|XP_030568670.1|DNOV	LOC6633690|XP_002057007.1|DVIR
OG0002140	LOC115767278|XP_030567370.1|DNOV	LOC6636033|XP_032296209.1|DVIR
OG0002141	LOC115759098|XP_030555792.1|DNOV	LOC6628236|XP_002051806.1|DVIR
OG0002141	LOC115760390|XP_030557547.1|DNOV	LOC6635239|XP_002058767.1|DVIR
OG0002142	LOC115771676|XP_030573351.1|DNOV	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR
OG0002143	LOC115758609|XP_030555200.1|DNOV	LOC6629068|XP_002051612.1|DVIR
OG0002144	LOC115766709|XP_030566487.1|DNOV	LOC6636217|XP_002059718.2|DVIR
OG0002145	LOC115770837|XP_030572131.1|DNOV	LOC6630186|XP_002053255.2|DVIR
OG0002146	LOC115761717|XP_030559456.1|DNOV	LOC6633035|XP_002056062.1|DVIR
OG0002147	LOC115765433|XP_030564839.1|DNOV	LOC6631667|XP_032295642.1|DVIR
OG0002148	LOC115768094|XP_030568438.1|DNOV	LOC6636821|XP_002060303.1|DVIR
OG0002149	LOC115766741|XP_030566567.1|DNOV	LOC6636273|XP_002059686.2|DVIR
OG0002150	LOC115767740|XP_030567911.1|DNOV	LOC6634442|XP_002058057.1|DVIR
OG0002151	LOC115763030|XP_030561297.1|DNOV	LOC6627819|XP_002051144.2|DVIR, LOC116651415|XP_032293610.1|DVIR
OG0002152	LOC115761274|XP_030558849.1|DNOV	LOC6632813|XP_015026071.2|DVIR
OG0002153	LOC115764929|XP_030564099.1|DNOV	LOC6632214|XP_002055882.1|DVIR
OG0002154	LOC115768454|XP_030568876.1|DNOV	LOC6634683|XP_015025121.1|DVIR
OG0002155	LOC115771857|XP_030573597.1|DNOV	LOC6629478|XP_002054093.1|DVIR
OG0002156	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV	LOC6622839|XP_002047681.1|DVIR
OG0002157	LOC115761232|XP_030558784.1|DNOV	LOC6632474|XP_002056175.1|DVIR
OG0002158	LOC115760775|XP_030558124.1|DNOV	LOC6626071|XP_015029587.1|DVIR
OG0002159	LOC115760751|XP_030558090.1|DNOV	LOC6626895|XP_002050817.1|DVIR
OG0002160	LOC115772053|XP_030573857.1|DNOV	LOC6630552|XP_032295302.1|DVIR
OG0002161	LOC115771997|XP_030573788.1|DNOV	LOC6631150|XP_002054253.1|DVIR
OG0002162	LOC115761900|XP_030559776.1|DNOV	LOC6631254|XP_015027358.1|DVIR
OG0002163	LOC115769053|XP_030569625.1|DNOV	LOC6633681|XP_002057286.2|DVIR
OG0002163	LOC115769537|XP_030570237.1|DNOV	LOC6623976|XP_002047394.1|DVIR
OG0002164	LOC115763629|XP_030562117.1|DNOV	LOC6632752|XP_002056475.1|DVIR
OG0002165	LOC115761400|XP_030559018.1|DNOV	LOC6630211|XP_002053714.1|DVIR
OG0002166	LOC115758919|XP_030555578.1|DNOV	LOC6627363|XP_002051670.1|DVIR
OG0002167	LOC115764554|XP_030563536.1|DNOV	LOC6635352|XP_002058898.1|DVIR
OG0002168	LOC115762407|XP_030560496.1|DNOV	LOC116651107|XP_032292837.1|DVIR, LOC6626797|XP_002049948.2|DVIR
OG0002169	LOC115769913|XP_030570796.1|DNOV	LOC6622909|XP_002047074.1|DVIR
OG0002170	LOC115766792|XP_030566671.1|DNOV	LOC6636192|XP_002059738.1|DVIR
OG0002171	LOC115764846|XP_030563957.1|DNOV	LOC6631188|XP_002054833.1|DVIR
OG0002172	LOC115764650|XP_030563688.1|DNOV	LOC6630961|XP_002054738.1|DVIR
OG0002173	LOC115760169|XP_030557249.1|DNOV	LOC6629109|XP_002052603.1|DVIR
OG0002174	LOC115771771|XP_030573486.1|DNOV	LOC6630756|XP_002054495.1|DVIR
OG0002175	LOC115771772|XP_030573487.1|DNOV	LOC6630755|XP_002054494.1|DVIR
OG0002176	LOC115770587|XP_030571775.1|DNOV	LOC6631181|XP_002053236.1|DVIR
OG0002177	LOC115772103|XP_030573928.1|DNOV	LOC6630372|XP_002054347.1|DVIR
OG0002178	LOC115771648|XP_030573312.1|DNOV	LOC6630849|XP_015027057.1|DVIR
OG0002180	LOC115761563|XP_030559208.1|DNOV	LOC6632798|XP_002056114.3|DVIR
OG0002181	LOC115765436|XP_030564862.1|DNOV	LOC6632209|XP_002055523.1|DVIR
OG0002182	LOC115764119|XP_030562841.1|DNOV	LOC6634890|XP_015024853.1|DVIR
OG0002183	LOC115764565|XP_030563550.1|DNOV	LOC6635358|XP_002058904.1|DVIR
OG0002184	LOC115764609|XP_030563620.1|DNOV	LOC6630008|XP_002054770.1|DVIR
OG0002185	LOC115765021|XP_030564235.1|DNOV	LOC6633080|XP_002055958.2|DVIR
OG0002186	LOC115759202|XP_030555948.1|DNOV	LOC6627578|XP_002051391.1|DVIR
OG0002187	LOC115761174|XP_030558696.1|DNOV	LOC6635187|XP_002058386.1|DVIR
OG0002188	LOC115759083|XP_030555779.1|DNOV	LOC6625790|XP_032292638.1|DVIR
OG0002189	LOC115761861|XP_030559714.1|DNOV	LOC26531700|XP_015027924.1|DVIR
OG0002190	LOC115761586|XP_030559236.1|DNOV	LOC6630253|XP_002053767.1|DVIR
OG0002191	LOC115770497|XP_030571651.1|DNOV	LOC6622313|XP_002048080.1|DVIR
OG0002192	LOC115768356|XP_030568787.1|DNOV	LOC6624612|XP_002048264.1|DVIR
OG0002193	LOC115762018|XP_030559945.1|DNOV	LOC6631138|XP_002053034.1|DVIR
OG0002194	LOC115761692|XP_030559418.1|DNOV	LOC6632310|XP_002055999.1|DVIR
OG0002195	LOC115764101|XP_030562814.1|DNOV	LOC6634854|XP_002058644.1|DVIR
OG0002196	LOC115765666|XP_030565184.1|DNOV	LOC6629731|XP_002053607.1|DVIR
OG0002197	LOC115762742|XP_030560939.1|DNOV	LOC6622573|XP_002046440.3|DVIR, LOC116650597|XP_032290572.1|DVIR
OG0002198	LOC115761438|XP_030559066.1|DNOV	LOC6632743|XP_032289508.1|DVIR
OG0002199	LOC115757664|XP_030553841.1|DNOV	LOC6631217|XP_002053960.1|DVIR
OG0002202	LOC115764031|XP_030562723.1|DNOV	LOC6634848|XP_032295190.1|DVIR
OG0002203	LOC115771642|XP_030573302.1|DNOV	LOC6630351|XP_032295456.1|DVIR
OG0002204	LOC115757682|XP_030553880.1|DNOV	LOC6631146|XP_002054249.1|DVIR
OG0002205	LOC115761743|XP_030559495.1|DNOV	LOC6632422|XP_002056094.1|DVIR
OG0002206	LOC115761451|XP_030559078.1|DNOV	LOC6632381|XP_032289422.1|DVIR
OG0002207	LOC115764159|XP_030562897.1|DNOV	LOC6634938|XP_002058708.2|DVIR
OG0002208	LOC115764016|XP_030562705.1|DNOV	LOC6634934|XP_002058704.1|DVIR
OG0002209	LOC115767546|XP_030567688.1|DNOV	LOC6633415|XP_002056814.1|DVIR
OG0002210	LOC115757688|XP_030553886.1|DNOV	LOC6630804|XP_015026964.1|DVIR
OG0002211	LOC115761796|XP_030559595.1|DNOV	LOC6632236|XP_002056085.1|DVIR
OG0002212	LOC115764968|XP_030564152.1|DNOV	LOC6632549|XP_002055828.1|DVIR
OG0002213	LOC115765589|XP_030565099.1|DNOV	LOC6629314|XP_002053533.1|DVIR
OG0002214	LOC115771919|XP_030573672.1|DNOV	LOC6630950|XP_002053940.3|DVIR
OG0002215	LOC115757721|XP_030553947.1|DNOV	LOC6630827|XP_032296148.1|DVIR
OG0002216	LOC115760321|XP_030557471.1|DNOV	LOC6626204|XP_002049790.1|DVIR
OG0002217	LOC115757719|XP_030553944.1|DNOV	LOC6630403|XP_002054268.1|DVIR
OG0002218	LOC115767965|XP_030568224.1|DNOV	LOC6633846|XP_002057198.1|DVIR
OG0002219	LOC115761424|XP_030559045.1|DNOV	LOC6633129|XP_002056072.2|DVIR
OG0002220	LOC115761462|XP_030559089.1|DNOV	LOC6633128|XP_002056071.2|DVIR
OG0002221	LOC115769484|XP_030570162.1|DNOV	LOC6623193|XP_032291353.1|DVIR
OG0002222	LOC115760184|XP_030557277.1|DNOV	LOC6626423|XP_002050367.1|DVIR
OG0002223	LOC115762514|XP_030560623.1|DNOV	LOC6636319|XP_032292053.1|DVIR
OG0002224	LOC115764588|XP_030563603.1|DNOV	LOC6626188|XP_032292180.1|DVIR
OG0002225	LOC115767921|XP_030568153.1|DNOV	LOC6623942|XP_032290647.1|DVIR
OG0002226	LOC115758386|XP_030554897.1|DNOV	LOC6626479|XP_002050464.1|DVIR
OG0002227	LOC115763611|XP_030562128.1|DNOV	LOC6625061|XP_032291796.1|DVIR
OG0002228	LOC115758009|XP_030554366.1|DNOV	LOC6627283|XP_002049625.1|DVIR
OG0002229	LOC115760574|XP_030557851.1|DNOV	LOC6626985|XP_015029593.1|DVIR
OG0002230	LOC115762474|XP_030560552.1|DNOV	LOC6636411|XP_015023923.1|DVIR, LOC116649746|XP_032292217.1|DVIR
OG0002231	LOC115762300|XP_030560327.1|DNOV	LOC6624866|XP_002048885.1|DVIR
OG0002232	LOC115758245|XP_030554664.1|DNOV	LOC6626278|XP_002050165.1|DVIR
OG0002233	LOC115769382|XP_030570037.1|DNOV	LOC6624109|XP_002047132.2|DVIR
OG0002235	LOC115760578|XP_030557857.1|DNOV	LOC6625800|XP_032291862.1|DVIR
OG0002236	LOC115760532|XP_030557775.1|DNOV	LOC6625978|XP_002049993.1|DVIR
OG0002237	LOC115760432|XP_030557605.1|DNOV	LOC6635397|XP_002058840.1|DVIR
OG0002238	LOC115771249|XP_030572713.1|DNOV	LOC6625720|XP_015030021.1|DVIR
OG0002239	LOC115760498|XP_030557709.1|DNOV	LOC6626218|XP_002050746.1|DVIR
OG0002240	LOC115761155|XP_030558688.1|DNOV	LOC6625868|XP_002050789.1|DVIR
OG0002241	LOC115769618|XP_030570375.1|DNOV	LOC6622463|XP_032291045.1|DVIR
OG0002242	LOC115767144|XP_030567172.1|DNOV	LOC6624361|XP_032290406.1|DVIR
OG0002243	LOC115757748|XP_030554004.1|DNOV	LOC6630396|XP_002054004.1|DVIR
OG0002244	LOC115769986|XP_030570912.1|DNOV	LOC6623800|XP_002047364.1|DVIR
OG0002245	LOC115767908|XP_030568141.1|DNOV	LOC6623941|XP_002048294.1|DVIR
OG0002246	LOC115764131|XP_030562866.1|DNOV	LOC6625722|XP_032291755.1|DVIR
OG0002247	LOC115762486|XP_030560624.1|DNOV	LOC116651108|XP_032292838.1|DVIR, LOC26530812|XP_015030250.2|DVIR
OG0002248	LOC115762593|XP_030560741.1|DNOV	LOC6624262|XP_002046345.1|DVIR
OG0002249	LOC115767128|XP_030567150.1|DNOV	LOC6624459|XP_002046587.1|DVIR
OG0002250	LOC115762314|XP_030560341.1|DNOV	LOC6635890|XP_032291823.1|DVIR
OG0002251	LOC115762315|XP_030560342.1|DNOV	LOC6635893|XP_032291831.1|DVIR
OG0002252	LOC115762296|XP_030560321.1|DNOV	LOC6635816|XP_002059439.2|DVIR
OG0002253	LOC115770602|XP_030571837.1|DNOV	LOC26531451|XP_032291885.1|DVIR, LOC116650363|XP_032289761.1|DVIR
OG0002254	LOC115761598|XP_030559258.1|DNOV	LOC6631021|XP_002053826.1|DVIR
OG0002255	LOC115769131|XP_030569697.1|DNOV	LOC6634678|XP_002057994.1|DVIR
OG0002257	LOC115762185|XP_030560165.1|DNOV	LOC6636401|XP_032292991.1|DVIR, LOC116649742|XP_032292211.1|DVIR
OG0002258	LOC115770857|XP_030572157.1|DNOV	LOC6623085|XP_002046860.1|DVIR
OG0002259	LOC115768105|XP_030568465.1|DNOV	LOC6636518|XP_002060008.1|DVIR
OG0002260	LOC115769292|XP_030569882.1|DNOV	LOC6623074|XP_002048501.1|DVIR
OG0002261	LOC115771390|XP_030572935.1|DNOV	LOC6622893|XP_002047551.1|DVIR
OG0002262	LOC115758233|XP_030554645.1|DNOV	LOC6625927|XP_002049297.2|DVIR
OG0002263	LOC115767697|XP_030567851.1|DNOV	LOC6624228|XP_002046537.1|DVIR
OG0002264	LOC115760177|XP_030557265.1|DNOV	LOC6626422|XP_032292315.1|DVIR
OG0002265	LOC115762931|XP_030561172.1|DNOV	LOC6624019|XP_002046274.3|DVIR
OG0002266	LOC115770288|XP_030571383.1|DNOV	LOC6622661|XP_002048145.1|DVIR
OG0002267	LOC115771024|XP_030572410.1|DNOV	LOC6623557|XP_002046799.1|DVIR
OG0002268	LOC115769625|XP_030570392.1|DNOV	LOC6624415|XP_002047167.2|DVIR
OG0002269	LOC115762313|XP_030560340.1|DNOV	LOC6635935|XP_002059374.2|DVIR
OG0002270	LOC115761068|XP_030558547.1|DNOV	LOC6624983|XP_002050663.1|DVIR
OG0002271	LOC115770252|XP_030571326.1|DNOV	LOC6624113|XP_032291245.1|DVIR
OG0002272	LOC115762629|XP_030560791.1|DNOV	LOC6622054|XP_002046380.1|DVIR
OG0002273	LOC115769329|XP_030569928.1|DNOV	LOC6624476|XP_032289890.1|DVIR
OG0002274	LOC115769356|XP_030569990.1|DNOV	LOC6624237|XP_032290937.1|DVIR
OG0002275	LOC115767122|XP_030567141.1|DNOV	LOC6624314|XP_002046608.1|DVIR
OG0002276	LOC115765804|XP_030565368.1|DNOV	LOC6622911|XP_032290373.1|DVIR
OG0002277	LOC115765817|XP_030565399.1|DNOV	LOC6622850|XP_002046490.1|DVIR
OG0002278	LOC115769459|XP_030570132.1|DNOV	LOC6623905|XP_002047374.1|DVIR
OG0002279	LOC115771466|XP_030573048.1|DNOV	LOC6622863|XP_002047729.1|DVIR
OG0002280	LOC115771289|XP_030572772.1|DNOV	LOC6622432|XP_032291143.1|DVIR
OG0002281	LOC115769798|XP_030570626.1|DNOV	LOC6622656|XP_002047021.1|DVIR
OG0002282	LOC115762792|XP_030561005.1|DNOV	LOC6622238|XP_002046364.1|DVIR
OG0002283	LOC115762155|XP_030560129.1|DNOV	LOC6636324|XP_002059884.2|DVIR
OG0002284	LOC115764868|XP_030564007.1|DNOV	LOC6626310|XP_002050389.1|DVIR
OG0002285	LOC115768612|XP_030569128.1|DNOV	LOC6636011|XP_002059511.1|DVIR
OG0002286	LOC115766543|XP_030566374.1|DNOV	LOC6626596|XP_002049032.2|DVIR
OG0002287	LOC115760664|XP_030557991.1|DNOV	LOC6624984|XP_032291922.1|DVIR
OG0002288	LOC115770269|XP_030571347.1|DNOV	LOC6624139|XP_002047865.2|DVIR
OG0002289	LOC115771150|XP_030572582.1|DNOV	LOC6623221|XP_002046743.2|DVIR
OG0002289	LOC115771160|XP_030572593.1|DNOV	LOC6623251|XP_002046745.1|DVIR
OG0002290	LOC115759349|XP_030556132.1|DNOV	LOC6628971|XP_002051363.1|DVIR
OG0002291	LOC115762419|XP_030560474.1|DNOV	LOC6635939|XP_032291551.1|DVIR
OG0002292	LOC115762125|XP_030560090.1|DNOV	LOC6635956|XP_032292235.1|DVIR
OG0002293	LOC115760300|XP_030557451.1|DNOV	LOC6626122|XP_002050029.2|DVIR
OG0002294	LOC115764901|XP_030564053.1|DNOV	LOC6632783|XP_002055865.1|DVIR
OG0002295	LOC115758414|XP_030554922.1|DNOV	LOC6627602|XP_015028027.2|DVIR
OG0002296	LOC115763412|XP_030561824.1|DNOV	LOC6633964|XP_002057766.2|DVIR
OG0002297	LOC115766243|XP_030565966.1|DNOV, LOC115766151|XP_030565848.1|DNOV	LOC6630203|XP_002053706.1|DVIR
OG0002298	LOC115761901|XP_030559780.1|DNOV	LOC6625548|XP_002049983.1|DVIR
OG0002299	LOC115762184|XP_030560164.1|DNOV	LOC6635913|XP_002059291.1|DVIR
OG0002300	LOC115758744|XP_030555360.1|DNOV	LOC6627945|XP_032293516.1|DVIR
OG0002301	LOC115762979|XP_030561215.1|DNOV	LOC6628213|XP_032293508.1|DVIR
OG0002302	LOC115758958|XP_030555619.1|DNOV	LOC6629194|XP_032293634.1|DVIR
OG0002303	LOC115768608|XP_030569121.1|DNOV	LOC6636013|XP_002059513.1|DVIR
OG0002304	LOC115759077|XP_030555768.1|DNOV	LOC6628577|XP_002051511.1|DVIR
OG0002305	LOC115771447|XP_030573021.1|DNOV	LOC6624224|XP_002047607.1|DVIR
OG0002306	LOC115763591|XP_030562073.1|DNOV	LOC6634379|XP_002057573.3|DVIR
OG0002307	LOC115760180|XP_030557268.1|DNOV	LOC6628443|XP_002052228.2|DVIR
OG0002308	LOC115763325|XP_030561686.1|DNOV	LOC6634031|XP_002057768.1|DVIR
OG0002309	LOC115760187|XP_030557276.1|DNOV	LOC6628100|XP_002052424.1|DVIR
OG0002310	LOC115765981|XP_030565602.1|DNOV	LOC6628028|XP_032293906.1|DVIR
OG0002311	LOC115759220|XP_030555973.1|DNOV	LOC6628327|XP_015028059.1|DVIR
OG0002312	LOC115763549|XP_030562027.1|DNOV	LOC6634330|XP_002057683.1|DVIR
OG0002313	LOC115764187|XP_030562937.1|DNOV	LOC6626623|XP_002049699.2|DVIR
OG0002314	LOC115761054|XP_030558530.1|DNOV	LOC6626806|XP_002050923.1|DVIR
OG0002315	LOC115758036|XP_030554407.1|DNOV	LOC6624831|XP_032292938.1|DVIR
OG0002316	LOC115758568|XP_030555139.1|DNOV	LOC6627974|XP_032294633.1|DVIR
OG0002317	LOC115770069|XP_030571027.1|DNOV	LOC6622655|XP_015031427.1|DVIR
OG0002318	LOC115758492|XP_030555033.1|DNOV	LOC6628661|XP_002051817.1|DVIR
OG0002319	LOC115763506|XP_030561963.1|DNOV	LOC6634362|XP_002057703.1|DVIR
OG0002320	LOC115758235|XP_030554653.1|DNOV	LOC6626277|XP_002050164.1|DVIR
OG0002321	LOC115758070|XP_030554443.1|DNOV	LOC6625950|XP_032292975.1|DVIR
OG0002322	LOC115763126|XP_030561432.1|DNOV	LOC6634055|XP_032293582.1|DVIR
OG0002323	LOC115768567|XP_030569051.1|DNOV	LOC6635638|XP_002059243.1|DVIR
OG0002324	LOC115771581|XP_030573198.1|DNOV	LOC6622062|XP_002047554.2|DVIR
OG0002325	LOC115770031|XP_030570953.1|DNOV	LOC6623601|XP_002047799.2|DVIR
OG0002326	LOC115770018|XP_030570934.1|DNOV	LOC6623534|XP_015031376.1|DVIR
OG0002327	LOC115770552|XP_030571716.1|DNOV	LOC26531536|XP_015027913.1|DVIR
OG0002328	LOC115758854|XP_030555502.1|DNOV	LOC6628299|XP_002051184.1|DVIR
OG0002329	LOC115765927|XP_030565533.1|DNOV	LOC6628256|XP_002052935.1|DVIR
OG0002330	LOC115766002|XP_030565631.1|DNOV	LOC116649761|XP_032294345.1|DVIR
OG0002331	LOC115765113|XP_030564362.1|DNOV	LOC6631879|XP_002054972.1|DVIR
OG0002332	LOC115770126|XP_030571120.1|DNOV	LOC6622348|XP_002047742.1|DVIR
OG0002333	LOC115762378|XP_030560418.1|DNOV	LOC6627257|XP_032291711.1|DVIR
OG0002334	LOC115758765|XP_030555386.1|DNOV	LOC6628590|XP_002051483.2|DVIR
OG0002335	LOC115764562|XP_030563546.1|DNOV	LOC6627145|XP_002048957.2|DVIR
OG0002336	LOC115771565|XP_030573176.1|DNOV	LOC6623037|XP_032291128.1|DVIR
OG0002337	LOC115762241|XP_030560244.1|DNOV	LOC6636462|XP_032291653.1|DVIR, LOC116650814|XP_032291460.1|DVIR
OG0002338	LOC115759833|XP_030556786.1|DNOV	LOC6628626|XP_015028494.1|DVIR
OG0002339	LOC115765877|XP_030565475.1|DNOV	LOC6628249|XP_015028561.1|DVIR
OG0002340	LOC115760197|XP_030557288.1|DNOV	LOC6627551|XP_002052286.2|DVIR
OG0002341	LOC115760817|XP_030558194.1|DNOV	LOC6625590|XP_002051040.2|DVIR
