Orthogroup	DNOV.longest_only	DKIK.longest_only
OG0001901	LOC115759717|XP_030556584.1|DNOV	LOC108075966|XP_017024107.1|DKIK
OG0001903	LOC115764070|XP_030562777.1|DNOV	LOC108077627|XP_017026526.1|DKIK
OG0001904	LOC115761380|XP_030558991.1|DNOV	LOC108084164|XP_017035732.1|DKIK
OG0001905	LOC115758229|XP_030554641.1|DNOV	LOC108082643|XP_017033606.1|DKIK
OG0001906	LOC115761740|XP_030559487.1|DNOV	LOC108084847|XP_017036710.1|DKIK
OG0001907	LOC115765120|XP_030564375.1|DNOV	LOC108083571|XP_017034916.1|DKIK
OG0001908	LOC115764870|XP_030564008.1|DNOV	LOC108083734|XP_017035131.1|DKIK
OG0001909	LOC115764258|XP_030563037.1|DNOV	LOC108071818|XP_017018213.1|DKIK
OG0001910	LOC115761223|XP_030558772.1|DNOV	LOC108084241|XP_017035864.1|DKIK
OG0001911	LOC115771744|XP_030573435.1|DNOV	LOC108077708|XP_017026648.1|DKIK
OG0001912	LOC115764176|XP_030562926.1|DNOV	LOC108073081|XP_017020038.1|DKIK
OG0001913	LOC115759034|XP_030555712.1|DNOV	LOC108076877|XP_017025395.1|DKIK
OG0001914	LOC115765000|XP_030564202.1|DNOV	LOC108084544|XP_017036272.1|DKIK
OG0001915	LOC115769764|XP_030570584.1|DNOV	LOC108075210|XP_017023035.1|DKIK
OG0001916	LOC115760856|XP_030558267.1|DNOV	LOC108082561|XP_017033500.1|DKIK
OG0001917	LOC115769493|XP_030570172.1|DNOV	LOC108070544|XP_017016559.1|DKIK
OG0001918	LOC115769529|XP_030570231.1|DNOV	LOC108079814|XP_017029786.1|DKIK
OG0001919	LOC115760024|XP_030557050.1|DNOV	LOC108076500|XP_017024882.1|DKIK
OG0001920	LOC115770603|XP_030571800.1|DNOV	LOC108079050|XP_017028743.1|DKIK
OG0001921	LOC115760460|XP_030557646.1|DNOV, LOC115760461|XP_030557647.1|DNOV, LOC115760458|XP_030557640.1|DNOV	LOC108070756|XP_017016842.1|DKIK
OG0001922	LOC115762129|XP_030560094.1|DNOV	LOC108076354|XP_017024639.1|DKIK
OG0001923	LOC115771012|XP_030572379.1|DNOV	LOC108073977|XP_017021312.1|DKIK
OG0001924	LOC115760157|XP_030557229.1|DNOV	LOC108072393|XP_017018992.1|DKIK
OG0001925	LOC115771261|XP_030572737.1|DNOV	LOC108070581|XP_017016624.1|DKIK
OG0001926	LOC115767167|XP_030567210.1|DNOV	LOC108078722|XP_017028208.1|DKIK
OG0001927	LOC115760492|XP_030557703.1|DNOV	LOC108082423|XP_017033278.1|DKIK
OG0001928	LOC115770504|XP_030571658.1|DNOV	LOC108071885|XP_017018303.1|DKIK
OG0001929	LOC115762803|XP_030561022.1|DNOV, LOC115770197|XP_030571221.1|DNOV	LOC108071906|XP_017018327.1|DKIK
OG0001930	LOC115760569|XP_030557842.1|DNOV	LOC108081091|XP_017031567.1|DKIK
OG0001931	LOC115769877|XP_030570739.1|DNOV	LOC108071866|XP_017018283.1|DKIK
OG0001932	LOC115769874|XP_030570734.1|DNOV	LOC108072728|XP_017019477.1|DKIK
OG0001933	LOC115760905|XP_030558336.1|DNOV	LOC108073016|XP_017019963.1|DKIK
OG0001934	LOC115770460|XP_030571597.1|DNOV	LOC108071971|XP_017018435.1|DKIK
OG0001935	LOC115762662|XP_030560830.1|DNOV	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK
OG0001937	LOC115762183|XP_030560163.1|DNOV	LOC108073108|XP_017020088.1|DKIK
OG0001938	LOC115762263|XP_030560284.1|DNOV	LOC108078416|XP_017027769.1|DKIK
OG0001939	LOC115762272|XP_030560294.1|DNOV	LOC108077983|XP_017027015.1|DKIK
OG0001940	LOC115760577|XP_030557855.1|DNOV	LOC108084078|XP_017035592.1|DKIK
OG0001941	LOC115770706|XP_030571962.1|DNOV	LOC108079051|XP_017028746.1|DKIK
OG0001942	LOC115762127|XP_030560092.1|DNOV	LOC108080723|XP_017031065.1|DKIK
OG0001943	LOC115762841|XP_030561076.1|DNOV	LOC108078675|XP_017028097.1|DKIK
OG0001944	LOC115762568|XP_030560712.1|DNOV	LOC108079041|XP_017028713.1|DKIK
OG0001945	LOC115762425|XP_030560481.1|DNOV	LOC108076726|XP_017025187.1|DKIK
OG0001946	LOC115760940|XP_030558380.1|DNOV	LOC108076777|XP_017025270.1|DKIK
OG0001947	LOC115760661|XP_030557987.1|DNOV	LOC108072973|XP_017019897.1|DKIK
OG0001948	LOC115771454|XP_030573029.1|DNOV	LOC108081421|XP_017032093.1|DKIK, LOC108083353|XP_017034586.1|DKIK
OG0001949	LOC115768647|XP_030569182.1|DNOV	LOC108085827|XP_017038069.1|DKIK
OG0001950	LOC115759664|XP_030556520.1|DNOV	LOC108075508|XP_017023468.1|DKIK
OG0001951	LOC115758745|XP_030555365.1|DNOV	LOC108076290|XP_017024536.1|DKIK
OG0001952	LOC115762083|XP_030560039.1|DNOV	LOC108079474|XP_017029307.1|DKIK
OG0001953	LOC115762097|XP_030560057.1|DNOV	LOC108076782|XP_017025277.1|DKIK
OG0001954	LOC115763310|XP_030561671.1|DNOV	LOC108085139|XP_017037147.1|DKIK
OG0001955	LOC115771765|XP_030573482.1|DNOV	LOC108074456|XP_017022007.1|DKIK
OG0001956	LOC115766840|XP_030566748.1|DNOV	LOC108070564|XP_017016591.1|DKIK
OG0001957	LOC115760596|XP_030557890.1|DNOV	LOC108082592|XP_017033546.1|DKIK
OG0001958	LOC115760524|XP_030557758.1|DNOV	LOC108081205|XP_017031762.1|DKIK
OG0001959	LOC115770115|XP_030571096.1|DNOV	LOC108074999|XP_017022730.1|DKIK
OG0001960	LOC115765831|XP_030565415.1|DNOV	LOC108079046|XP_017028740.1|DKIK
OG0001961	LOC115762179|XP_030560160.1|DNOV	LOC108072375|XP_017018964.1|DKIK
OG0001962	LOC115762063|XP_030560010.1|DNOV	LOC108076728|XP_017025192.1|DKIK
OG0001963	LOC115769800|XP_030570627.1|DNOV	LOC108079812|XP_017029784.1|DKIK
OG0001964	LOC115771265|XP_030572741.1|DNOV	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK
OG0001965	LOC115769589|XP_030570324.1|DNOV	LOC108079120|XP_017028850.1|DKIK
OG0001966	LOC115771932|XP_030573692.1|DNOV	LOC108075622|XP_017023645.1|DKIK
OG0001967	LOC115762391|XP_030560435.1|DNOV	LOC108082341|XP_017033163.1|DKIK
OG0001968	LOC115762913|XP_030561152.1|DNOV	LOC108080382|XP_017030596.1|DKIK
OG0001969	LOC115760761|XP_030558102.1|DNOV	LOC108076754|XP_017025240.1|DKIK
OG0001970	LOC115768334|XP_030568796.1|DNOV	LOC108076485|XP_017024862.1|DKIK
OG0001971	LOC115766604|XP_030566450.1|DNOV	LOC108082153|XP_017032943.1|DKIK
OG0001972	LOC115760311|XP_030557462.1|DNOV	LOC108072588|XP_017019284.1|DKIK
OG0001973	LOC115760699|XP_030558024.1|DNOV	LOC108076160|XP_017024375.1|DKIK
OG0001974	LOC115762105|XP_030560067.1|DNOV	LOC108076466|XP_017024840.1|DKIK
OG0001975	LOC115769364|XP_030570006.1|DNOV	LOC108075125|XP_017022897.1|DKIK
OG0001976	LOC115761148|XP_030558677.1|DNOV	LOC108072443|XP_017019060.1|DKIK
OG0001977	LOC115759789|XP_030556728.1|DNOV	LOC108077381|XP_017026164.1|DKIK
OG0001978	LOC115760175|XP_030557259.1|DNOV	LOC108082679|XP_017033667.1|DKIK
OG0001979	LOC115758658|XP_030555257.1|DNOV	LOC108079603|XP_017029451.1|DKIK
OG0001980	LOC115765570|XP_030565077.1|DNOV	LOC108074340|XP_017021850.1|DKIK
OG0001981	LOC115760038|XP_030557066.1|DNOV	LOC108081418|XP_017032089.1|DKIK
OG0001982	LOC115758463|XP_030554995.1|DNOV	LOC108084648|XP_017036428.1|DKIK
OG0001983	LOC115769289|XP_030569875.1|DNOV	LOC108077151|XP_017025873.1|DKIK
OG0001984	LOC115758903|XP_030555560.1|DNOV	LOC108082233|XP_017033060.1|DKIK
OG0001985	LOC115763598|XP_030562081.1|DNOV	LOC108077046|XP_017025668.1|DKIK
OG0001986	LOC115759304|XP_030556069.1|DNOV	LOC108075831|XP_017023891.1|DKIK
OG0001987	LOC115767543|XP_030567682.1|DNOV	LOC108084662|XP_017036476.1|DKIK
OG0001988	LOC115769820|XP_030570684.1|DNOV	LOC108074716|XP_017022348.1|DKIK
OG0001989	LOC115765971|XP_030565585.1|DNOV	LOC108078918|XP_017028548.1|DKIK
OG0001990	LOC115763028|XP_030561294.1|DNOV	LOC108077307|XP_017026078.1|DKIK
OG0001992	LOC115759131|XP_030555836.1|DNOV, LOC115759133|XP_030555842.1|DNOV	LOC108074610|XP_017022222.1|DKIK
OG0001993	LOC115763350|XP_030561728.1|DNOV	LOC108079977|XP_017030030.1|DKIK
OG0001994	LOC115757745|XP_030553995.1|DNOV	LOC108072992|XP_017019932.1|DKIK
OG0001995	LOC115769166|XP_030569725.1|DNOV	LOC108082686|XP_017033679.1|DKIK
OG0001996	LOC115765912|XP_030565518.1|DNOV	LOC108081354|XP_017031989.1|DKIK
OG0001997	LOC115762093|XP_030560054.1|DNOV	LOC108078336|XP_017027628.1|DKIK
OG0001998	LOC115762091|XP_030560049.1|DNOV	LOC108078297|XP_017027563.1|DKIK
OG0001999	LOC115763365|XP_030561756.1|DNOV	LOC108085136|XP_017037132.1|DKIK
OG0002000	LOC115760004|XP_030557022.1|DNOV	LOC108079580|XP_017029414.1|DKIK
OG0002001	LOC115759968|XP_030556976.1|DNOV	LOC108082742|XP_017033740.1|DKIK
OG0002002	LOC115760494|XP_030557705.1|DNOV, LOC115760740|XP_030558077.1|DNOV	LOC108082580|XP_017033526.1|DKIK
OG0002003	LOC115763218|XP_030561550.1|DNOV	LOC108075839|XP_017023908.1|DKIK
OG0002004	LOC115759781|XP_030556709.1|DNOV	LOC108085364|XP_017037424.1|DKIK
OG0002005	LOC115763578|XP_030562057.1|DNOV	LOC108075919|XP_017024042.1|DKIK
OG0002006	LOC115760208|XP_030557302.1|DNOV	LOC108082555|XP_017033496.1|DKIK
OG0002007	LOC115759324|XP_030556095.1|DNOV	LOC108084450|XP_017036148.1|DKIK
OG0002008	LOC115766796|XP_030566679.1|DNOV	LOC108074895|XP_017022607.1|DKIK
OG0002009	LOC115761031|XP_030558504.1|DNOV	LOC108076204|XP_017024427.1|DKIK
OG0002010	LOC115763050|XP_030561335.1|DNOV	LOC108076333|XP_017024609.1|DKIK
OG0002011	LOC115763011|XP_030561261.1|DNOV	LOC108072603|XP_017019313.1|DKIK
OG0002012	LOC115759718|XP_030556585.1|DNOV	LOC108081383|XP_017032029.1|DKIK
OG0002013	LOC115763443|XP_030561870.1|DNOV	LOC108082851|XP_017033913.1|DKIK
OG0002014	LOC115759745|XP_030556648.1|DNOV	LOC108078411|XP_017027756.1|DKIK
OG0002015	LOC115761514|XP_030559143.1|DNOV	LOC108079558|XP_017029386.1|DKIK
OG0002016	LOC115760906|XP_030558333.1|DNOV	LOC108078308|XP_017027589.1|DKIK
OG0002017	LOC115759752|XP_030556654.1|DNOV	LOC108077280|XP_017026047.1|DKIK
OG0002018	LOC115763535|XP_030562011.1|DNOV	LOC108082772|XP_017033794.1|DKIK
OG0002019	LOC115759772|XP_030556699.1|DNOV	LOC108076281|XP_017024550.1|DKIK
OG0002020	LOC115769293|XP_030569879.1|DNOV	LOC108082765|XP_017033781.1|DKIK
OG0002021	LOC115765447|XP_030564874.1|DNOV	LOC108082493|XP_017033401.1|DKIK
OG0002022	LOC115758806|XP_030555443.1|DNOV	LOC108081374|XP_017032017.1|DKIK
OG0002023	LOC115761667|XP_030559376.1|DNOV	LOC108080800|XP_017031180.1|DKIK
OG0002024	LOC115759881|XP_030556856.1|DNOV	LOC108076918|XP_017025450.1|DKIK
OG0002025	LOC115758848|XP_030555490.1|DNOV	LOC108082061|XP_017032828.1|DKIK
OG0002026	LOC115771419|XP_030572981.1|DNOV	LOC108080674|XP_017030996.1|DKIK
OG0002027	LOC115761741|XP_030559496.1|DNOV	LOC108078098|XP_017027181.1|DKIK
OG0002028	LOC115758221|XP_030554631.1|DNOV	LOC108076050|XP_017024218.1|DKIK, LOC108072159|XP_017018693.1|DKIK
OG0002029	LOC115769926|XP_030570825.1|DNOV	LOC108086000|XP_017038298.1|DKIK
OG0002030	LOC115771962|XP_030573735.1|DNOV	LOC108076201|XP_017024424.1|DKIK
OG0002031	LOC115757903|XP_030554211.1|DNOV	LOC108085132|XP_017037128.1|DKIK
OG0002032	LOC115770922|XP_030572240.1|DNOV	LOC108083177|XP_017034362.1|DKIK
OG0002033	LOC115768857|XP_030569418.1|DNOV	LOC108085957|XP_017038239.1|DKIK
OG0002034	LOC115767775|XP_030567960.1|DNOV	LOC108084665|XP_017036475.1|DKIK
OG0002035	LOC115763635|XP_030562124.1|DNOV, LOC115767251|XP_030567317.1|DNOV	LOC108083182|XP_017034366.1|DKIK
OG0002036	LOC115757738|XP_030553983.1|DNOV	LOC108084028|XP_017035530.1|DKIK
OG0002037	LOC115762826|XP_030561051.1|DNOV	LOC108079727|XP_017029626.1|DKIK
OG0002038	LOC115770800|XP_030572083.1|DNOV	LOC108079013|XP_017028680.1|DKIK, LOC108073373|XP_017020431.1|DKIK
OG0002040	LOC115761926|XP_030559817.1|DNOV	LOC108072873|XP_017019684.1|DKIK
OG0002041	LOC115766462|XP_030566257.1|DNOV, LOC115764556|XP_030563541.1|DNOV	LOC108072293|XP_017018852.1|DKIK
OG0002042	LOC115761759|XP_030559524.1|DNOV	LOC108085460|XP_017037564.1|DKIK
OG0002043	LOC115765736|XP_030565261.1|DNOV	LOC108085472|XP_017037577.1|DKIK
OG0002044	LOC115761617|XP_030559302.1|DNOV	LOC108084210|XP_017035814.1|DKIK
OG0002045	LOC115763890|XP_030562527.1|DNOV	LOC108083174|XP_017034350.1|DKIK
OG0002046	LOC115768309|XP_030568717.1|DNOV	LOC108079961|XP_017030011.1|DKIK
OG0002047	LOC115769126|XP_030569692.1|DNOV	LOC108079211|XP_017028969.1|DKIK
OG0002048	LOC115767928|XP_030568157.1|DNOV	LOC108080447|XP_017030672.1|DKIK
OG0002049	LOC115767880|XP_030568102.1|DNOV	LOC108085687|XP_017037873.1|DKIK
OG0002050	LOC115770932|XP_030572250.1|DNOV, LOC115770935|XP_030572252.1|DNOV	LOC108081042|XP_017031495.1|DKIK
OG0002051	LOC115771458|XP_030573037.1|DNOV	LOC108078149|XP_017027280.1|DKIK
OG0002052	LOC115762889|XP_030561123.1|DNOV	LOC108084431|XP_017036127.1|DKIK
OG0002053	LOC115759649|XP_030556497.1|DNOV	LOC108085453|XP_017037554.1|DKIK
OG0002054	LOC115761806|XP_030559611.1|DNOV	LOC108081176|XP_017031726.1|DKIK
OG0002055	LOC115770904|XP_030572203.1|DNOV	LOC108085636|XP_017037811.1|DKIK
OG0002056	LOC115770539|XP_030571703.1|DNOV	LOC108070471|XP_017016445.1|DKIK
OG0002057	LOC115758569|XP_030555140.1|DNOV	LOC108077078|XP_017025735.1|DKIK
OG0002058	LOC115762652|XP_030560818.1|DNOV	LOC108079068|XP_017028771.1|DKIK
OG0002059	LOC115766176|XP_030565879.1|DNOV	LOC108072019|XP_017018488.1|DKIK
OG0002060	LOC115761189|XP_030558725.1|DNOV	LOC108076496|XP_017024878.1|DKIK
OG0002061	LOC115765264|XP_030564882.1|DNOV	LOC108072174|XP_017018719.1|DKIK
OG0002062	LOC115768327|XP_030568744.1|DNOV	LOC108079941|XP_017029974.1|DKIK
OG0002063	LOC115767993|XP_030568255.1|DNOV	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK
OG0002064	LOC115768287|XP_030568686.1|DNOV	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK
OG0002065	LOC115769628|XP_030570396.1|DNOV	LOC108075219|XP_017023050.1|DKIK
OG0002066	LOC115770750|XP_030572015.1|DNOV	LOC108081024|XP_017031465.1|DKIK
OG0002067	LOC115758222|XP_030554632.1|DNOV	LOC108072160|XP_017018695.1|DKIK
OG0002068	LOC115760773|XP_030558121.1|DNOV	LOC108081221|XP_017031787.1|DKIK
OG0002069	LOC115767327|XP_030567430.1|DNOV	LOC108080967|XP_017031373.1|DKIK
OG0002070	LOC115766094|XP_030565763.1|DNOV	LOC108081481|XP_017032169.1|DKIK
OG0002071	LOC115772036|XP_030573833.1|DNOV	LOC108073441|XP_017020553.1|DKIK
OG0002072	LOC115760754|XP_030558092.1|DNOV	LOC108078438|XP_017027809.1|DKIK
OG0002073	LOC115770534|XP_030571696.1|DNOV	LOC108072714|XP_017019454.1|DKIK
OG0002074	LOC115764534|XP_030563505.1|DNOV	LOC108073130|XP_017020119.1|DKIK
OG0002075	LOC115759044|XP_030555728.1|DNOV	LOC108079672|XP_017029559.1|DKIK
OG0002076	LOC115758113|XP_030554497.1|DNOV	LOC108086116|XP_017038441.1|DKIK
OG0002077	LOC115762559|XP_030560699.1|DNOV	LOC108071506|XP_017017759.1|DKIK
OG0002078	LOC115757853|XP_030554149.1|DNOV	LOC108079835|XP_017029829.1|DKIK
OG0002079	LOC115770123|XP_030571117.1|DNOV	LOC108075033|XP_017022778.1|DKIK
OG0002080	LOC115757818|XP_030554101.1|DNOV	LOC108078396|XP_017027741.1|DKIK
OG0002081	LOC115757797|XP_030554073.1|DNOV	LOC108070828|XP_017016935.1|DKIK
OG0002082	LOC115764478|XP_030563404.1|DNOV	LOC108076346|XP_017024623.1|DKIK
OG0002083	LOC115766846|XP_030566755.1|DNOV	LOC108084657|XP_017036467.1|DKIK
OG0002084	LOC115766577|XP_030566422.1|DNOV	LOC108072311|XP_017018872.1|DKIK
OG0002085	LOC115760785|XP_030558138.1|DNOV	LOC108078252|XP_017027474.1|DKIK
OG0002086	LOC115766541|XP_030566370.1|DNOV	LOC108072324|XP_017018890.1|DKIK
OG0002087	LOC115769118|XP_030569686.1|DNOV	LOC108073903|XP_017021182.1|DKIK
OG0002088	LOC115770225|XP_030571287.1|DNOV	LOC108075257|XP_017023107.1|DKIK
OG0002089	LOC115764564|XP_030563548.1|DNOV	LOC108078515|XP_017027910.1|DKIK
OG0002090	LOC115769521|XP_030570221.1|DNOV	LOC108075308|XP_017023201.1|DKIK
OG0002091	LOC115758063|XP_030554437.1|DNOV	LOC108070813|XP_017016901.1|DKIK
OG0002092	LOC115762759|XP_030560961.1|DNOV	LOC108071500|XP_017017750.1|DKIK
OG0002093	LOC115757859|XP_030554158.1|DNOV	LOC108085206|XP_017037219.1|DKIK
OG0002094	LOC115762864|XP_030561102.1|DNOV	LOC108072046|XP_017018520.1|DKIK
OG0002095	LOC115768317|XP_030568726.1|DNOV	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK
OG0002096	LOC115757832|XP_030554119.1|DNOV	LOC108076400|XP_017024728.1|DKIK
OG0002097	LOC115758293|XP_030554719.1|DNOV	LOC108078086|XP_017027163.1|DKIK
OG0002098	LOC115770196|XP_030571220.1|DNOV	LOC108084772|XP_017036580.1|DKIK
OG0002099	LOC115759503|XP_030556304.1|DNOV	LOC108085017|XP_017036950.1|DKIK
OG0002100	LOC115770037|XP_030570987.1|DNOV	LOC108083131|XP_017034296.1|DKIK
OG0002101	LOC115764454|XP_030563351.1|DNOV	LOC108070854|XP_017016973.1|DKIK
OG0002102	LOC115771985|XP_030573768.1|DNOV	LOC108076716|XP_017025168.1|DKIK
OG0002103	LOC115759497|XP_030556295.1|DNOV	LOC108085032|XP_017036968.1|DKIK
OG0002106	LOC115771621|XP_030573259.1|DNOV	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK
OG0002107	LOC115759940|XP_030556938.1|DNOV	LOC108077061|XP_017025716.1|DKIK
OG0002108	LOC115771600|XP_030573217.1|DNOV	LOC108075463|XP_017023407.1|DKIK
OG0002109	LOC115761890|XP_030559754.1|DNOV	LOC108086025|XP_017038326.1|DKIK
OG0002110	LOC115759359|XP_030556141.1|DNOV	LOC108086160|XP_017038514.1|DKIK
OG0002111	LOC115763220|XP_030561553.1|DNOV	LOC108075924|XP_017024053.1|DKIK, LOC108075912|XP_017024031.1|DKIK
OG0002112	LOC115759217|XP_030555969.1|DNOV	LOC108082078|XP_017032859.1|DKIK
OG0002113	LOC115771710|XP_030573390.1|DNOV	LOC108075479|XP_017023422.1|DKIK, LOC108075371|XP_017023270.1|DKIK
OG0002114	LOC115761299|XP_030558885.1|DNOV	LOC108084942|XP_017036829.1|DKIK, LOC108085054|XP_017037003.1|DKIK
OG0002115	LOC115760490|XP_030557699.1|DNOV	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK
OG0002117	LOC115767283|XP_030567374.1|DNOV	LOC108083904|XP_017035389.1|DKIK
OG0002118	LOC115760383|XP_030557537.1|DNOV	LOC108077352|XP_017026134.1|DKIK
OG0002119	LOC115757681|XP_030553877.1|DNOV	LOC108073443|XP_017020555.1|DKIK
OG0002120	LOC115766745|XP_030566581.1|DNOV	LOC108075356|XP_017023254.1|DKIK, LOC108077525|XP_017026383.1|DKIK
OG0002121	LOC115764171|XP_030562916.1|DNOV	LOC108075729|XP_017023758.1|DKIK
OG0002123	LOC115758912|XP_030555569.1|DNOV	LOC108079612|XP_017029475.1|DKIK
OG0002124	LOC115767082|XP_030567088.1|DNOV	LOC108083366|XP_017034598.1|DKIK, LOC108077143|XP_017025850.1|DKIK
OG0002125	LOC115760721|XP_030558057.1|DNOV	LOC108072439|XP_017019049.1|DKIK
OG0002126	LOC115770261|XP_030571336.1|DNOV	LOC108078369|XP_017027688.1|DKIK
OG0002127	LOC115764403|XP_030563254.1|DNOV	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK
OG0002128	LOC115767111|XP_030567124.1|DNOV	LOC108084337|XP_017036006.1|DKIK
OG0002129	LOC115764225|XP_030562999.1|DNOV	LOC108085692|XP_017037889.1|DKIK
OG0002130	LOC115768446|XP_030568865.1|DNOV	LOC108079366|XP_017029163.1|DKIK
OG0002131	LOC115761630|XP_030559319.1|DNOV	LOC108084181|XP_017035761.1|DKIK
OG0002132	LOC115763340|XP_030561709.1|DNOV	LOC108074575|XP_017022166.1|DKIK
OG0002133	LOC115766862|XP_030566781.1|DNOV	LOC108080550|XP_017030843.1|DKIK
OG0002134	LOC115768786|XP_030569343.1|DNOV	LOC108076119|XP_017024336.1|DKIK
OG0002135	LOC115769042|XP_030569607.1|DNOV	LOC108074247|XP_017021698.1|DKIK
OG0002136	LOC115764976|XP_030564163.1|DNOV	LOC108077860|XP_017026882.1|DKIK
OG0002137	LOC115764757|XP_030563853.1|DNOV	LOC108084570|XP_017036323.1|DKIK
OG0002138	LOC115768273|XP_030568670.1|DNOV	LOC108083593|XP_017034944.1|DKIK
OG0002140	LOC115767278|XP_030567370.1|DNOV	LOC108076932|XP_017025470.1|DKIK
OG0002141	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV	LOC108079521|XP_017029349.1|DKIK
OG0002142	LOC115771676|XP_030573351.1|DNOV	LOC108077735|XP_017026687.1|DKIK
OG0002143	LOC115758609|XP_030555200.1|DNOV	LOC108074421|XP_017021943.1|DKIK
OG0002144	LOC115766709|XP_030566487.1|DNOV	LOC108074888|XP_017022585.1|DKIK
OG0002145	LOC115770837|XP_030572131.1|DNOV	LOC108083944|XP_017035438.1|DKIK
OG0002146	LOC115761717|XP_030559456.1|DNOV	LOC108077732|XP_017026677.1|DKIK
OG0002147	LOC115765433|XP_030564839.1|DNOV	LOC108083775|XP_017035188.1|DKIK
OG0002148	LOC115768094|XP_030568438.1|DNOV	LOC108073856|XP_017021127.1|DKIK
OG0002149	LOC115766741|XP_030566567.1|DNOV	LOC108074896|XP_017022608.1|DKIK
OG0002150	LOC115767740|XP_030567911.1|DNOV	LOC108071239|XP_017017416.1|DKIK
OG0002151	LOC115763030|XP_030561297.1|DNOV	LOC108076930|XP_017025465.1|DKIK
OG0002152	LOC115761274|XP_030558849.1|DNOV	LOC108074082|XP_017021451.1|DKIK
OG0002153	LOC115764929|XP_030564099.1|DNOV	LOC108074370|XP_017021883.1|DKIK
OG0002154	LOC115768454|XP_030568876.1|DNOV	LOC108079435|XP_017029258.1|DKIK
OG0002155	LOC115771857|XP_030573597.1|DNOV	LOC108073678|XP_017020894.1|DKIK
OG0002156	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV	LOC108081866|XP_017032595.1|DKIK
OG0002157	LOC115761232|XP_030558784.1|DNOV	LOC108073232|XP_017020269.1|DKIK
OG0002158	LOC115760775|XP_030558124.1|DNOV	LOC108081222|XP_017031788.1|DKIK
OG0002159	LOC115760751|XP_030558090.1|DNOV	LOC108074227|XP_017021661.1|DKIK
OG0002160	LOC115772053|XP_030573857.1|DNOV	LOC108084061|XP_017035568.1|DKIK
OG0002161	LOC115771997|XP_030573788.1|DNOV	LOC108085683|XP_017037866.1|DKIK
OG0002162	LOC115761900|XP_030559776.1|DNOV	LOC108085915|XP_017038176.1|DKIK
OG0002163	LOC115769053|XP_030569625.1|DNOV, LOC115769537|XP_030570237.1|DNOV	LOC108083867|XP_017035345.1|DKIK
OG0002164	LOC115763629|XP_030562117.1|DNOV	LOC108081269|XP_017031855.1|DKIK
OG0002165	LOC115761400|XP_030559018.1|DNOV	LOC108077002|XP_017025564.1|DKIK
OG0002166	LOC115758919|XP_030555578.1|DNOV	LOC108076897|XP_017025420.1|DKIK
OG0002167	LOC115764554|XP_030563536.1|DNOV	LOC108082465|XP_017033337.1|DKIK
OG0002168	LOC115762407|XP_030560496.1|DNOV	LOC108072071|XP_017018563.1|DKIK
OG0002169	LOC115769913|XP_030570796.1|DNOV	LOC108078902|XP_017028524.1|DKIK
OG0002170	LOC115766792|XP_030566671.1|DNOV	LOC108083287|XP_017034510.1|DKIK
OG0002171	LOC115764846|XP_030563957.1|DNOV	LOC108084567|XP_017036316.1|DKIK
OG0002172	LOC115764650|XP_030563688.1|DNOV	LOC108071346|XP_017017571.1|DKIK
OG0002173	LOC115760169|XP_030557249.1|DNOV	LOC108077190|XP_017025924.1|DKIK
OG0002174	LOC115771771|XP_030573486.1|DNOV	LOC108077618|XP_017026513.1|DKIK
OG0002175	LOC115771772|XP_030573487.1|DNOV	LOC108077619|XP_017026514.1|DKIK
OG0002176	LOC115770587|XP_030571775.1|DNOV	LOC108084624|XP_017036401.1|DKIK
OG0002177	LOC115772103|XP_030573928.1|DNOV	LOC108077623|XP_017026520.1|DKIK
OG0002178	LOC115771648|XP_030573312.1|DNOV	LOC108084945|XP_017036831.1|DKIK
OG0002180	LOC115761563|XP_030559208.1|DNOV	LOC108073711|XP_017020935.1|DKIK
OG0002181	LOC115765436|XP_030564862.1|DNOV	LOC108085776|XP_017038015.1|DKIK
OG0002182	LOC115764119|XP_030562841.1|DNOV	LOC108077748|XP_017026705.1|DKIK
OG0002183	LOC115764565|XP_030563550.1|DNOV	LOC108082601|XP_017033563.1|DKIK
OG0002184	LOC115764609|XP_030563620.1|DNOV	LOC108073212|XP_017020272.1|DKIK
OG0002185	LOC115765021|XP_030564235.1|DNOV	LOC108081067|XP_017031537.1|DKIK
OG0002186	LOC115759202|XP_030555948.1|DNOV	LOC108075799|XP_017023859.1|DKIK
OG0002187	LOC115761174|XP_030558696.1|DNOV	LOC108084256|XP_017035888.1|DKIK
OG0002188	LOC115759083|XP_030555779.1|DNOV	LOC108072123|XP_017018640.1|DKIK
OG0002189	LOC115761861|XP_030559714.1|DNOV	LOC108083802|XP_017035231.1|DKIK
