Orthogroup	DNOV.longest_only	DPSE.longest_only
OG0002308	LOC115763325|XP_030561686.1|DNOV	LOC4816964|XP_001356376.3|DPSE
OG0002309	LOC115760187|XP_030557276.1|DNOV	LOC4817161|XP_001356818.1|DPSE
OG0002310	LOC115765981|XP_030565602.1|DNOV	LOC4817996|XP_015035580.2|DPSE
OG0002311	LOC115759220|XP_030555973.1|DNOV	LOC6902405|XP_015036986.1|DPSE
OG0002312	LOC115763549|XP_030562027.1|DNOV	LOC4817953|XP_001357342.4|DPSE
OG0002313	LOC115764187|XP_030562937.1|DNOV	LOC4803967|XP_015039514.1|DPSE
OG0002314	LOC115761054|XP_030558530.1|DNOV	LOC6898050|XP_002138136.1|DPSE
OG0002315	LOC115758036|XP_030554407.1|DNOV	LOC4804144|XP_033233884.1|DPSE
OG0002316	LOC115758568|XP_030555139.1|DNOV	LOC4817270|XP_001356777.3|DPSE
OG0002317	LOC115770069|XP_030571027.1|DNOV	LOC6900355|XP_015042586.1|DPSE
OG0002318	LOC115758492|XP_030555033.1|DNOV	LOC4817648|XP_001357040.2|DPSE
OG0002319	LOC115763506|XP_030561963.1|DNOV	LOC4816342|XP_001356136.2|DPSE
OG0002320	LOC115758235|XP_030554653.1|DNOV	LOC4805511|XP_001361902.2|DPSE
OG0002321	LOC115758070|XP_030554443.1|DNOV	LOC4803680|XP_033234103.1|DPSE
OG0002322	LOC115763126|XP_030561432.1|DNOV	LOC4816583|XP_001356097.4|DPSE
OG0002323	LOC115768567|XP_030569051.1|DNOV	LOC4818190|XP_001357501.2|DPSE
OG0002324	LOC115771581|XP_030573198.1|DNOV	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE
OG0002325	LOC115770031|XP_030570953.1|DNOV	LOC4813316|XP_015042984.1|DPSE
OG0002326	LOC115770018|XP_030570934.1|DNOV	LOC4813019|XP_015042986.2|DPSE
OG0002327	LOC115770552|XP_030571716.1|DNOV	LOC4803139|XP_003736916.2|DPSE
OG0002328	LOC115758854|XP_030555502.1|DNOV	LOC4816611|XP_015036723.1|DPSE
OG0002329	LOC115765927|XP_030565533.1|DNOV	LOC4817602|XP_001357004.1|DPSE
OG0002330	LOC115766002|XP_030565631.1|DNOV	LOC4817604|XP_001357006.3|DPSE
OG0002331	LOC115765113|XP_030564362.1|DNOV	LOC4814533|XP_001355103.2|DPSE
OG0002332	LOC115770126|XP_030571120.1|DNOV	LOC4812068|XP_001352719.3|DPSE
OG0002333	LOC115762378|XP_030560418.1|DNOV	LOC6898614|XP_002138619.3|DPSE
OG0002334	LOC115758765|XP_030555386.1|DNOV	LOC4818020|XP_001357220.3|DPSE
OG0002335	LOC115764562|XP_030563546.1|DNOV	LOC6898566|XP_002138586.3|DPSE
OG0002336	LOC115771565|XP_030573176.1|DNOV	LOC4812124|XP_033240410.1|DPSE
OG0002337	LOC115762241|XP_030560244.1|DNOV	LOC6898867|XP_033234569.1|DPSE
OG0002338	LOC115759833|XP_030556786.1|DNOV	LOC4817780|XP_001357144.3|DPSE
OG0002339	LOC115765877|XP_030565475.1|DNOV	LOC6902511|XP_002133053.3|DPSE
OG0002340	LOC115760197|XP_030557288.1|DNOV	LOC4817014|XP_001356841.3|DPSE
OG0002341	LOC115760817|XP_030558194.1|DNOV	LOC4804085|XP_001360702.1|DPSE
OG0002342	LOC115758399|XP_030554901.1|DNOV	LOC4817341|XP_015035889.1|DPSE
OG0002343	LOC115758597|XP_030555179.1|DNOV	LOC4816738|XP_001355956.3|DPSE
OG0002344	LOC115760288|XP_030557420.1|DNOV	LOC26533548|XP_033236789.1|DPSE
OG0002345	LOC115762464|XP_030560532.1|DNOV	LOC4805000|XP_001361470.2|DPSE
OG0002346	LOC115760083|XP_030557125.1|DNOV	LOC4816108|XP_001355782.2|DPSE
OG0002347	LOC115760744|XP_030558081.1|DNOV	LOC6898047|XP_002138133.2|DPSE
OG0002348	LOC115760179|XP_030557266.1|DNOV	LOC4817306|XP_033235353.1|DPSE
OG0002349	LOC115762278|XP_030560300.1|DNOV	LOC4805002|XP_003736961.3|DPSE
OG0002350	LOC115762463|XP_030560531.1|DNOV	LOC4805001|XP_033234249.1|DPSE
OG0002351	LOC115760878|XP_030558300.1|DNOV	LOC4804275|XP_001360856.3|DPSE
OG0002352	LOC115771089|XP_030572506.1|DNOV	LOC4805198|XP_001361643.2|DPSE
OG0002353	LOC115758467|XP_030555000.1|DNOV	LOC6903361|XP_002132242.2|DPSE
OG0002354	LOC115763052|XP_030561337.1|DNOV	LOC6902362|XP_002133308.1|DPSE
OG0002355	LOC115758532|XP_030555083.1|DNOV	LOC6902745|XP_002133259.2|DPSE
OG0002356	LOC115759832|XP_030556784.1|DNOV	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE
OG0002357	LOC115771934|XP_030573694.1|DNOV	LOC4801730|XP_001358773.2|DPSE
OG0002358	LOC115760105|XP_030557157.1|DNOV	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE
OG0002359	LOC115766408|XP_030566187.1|DNOV	LOC4815909|XP_001355722.1|DPSE
OG0002360	LOC115763178|XP_030561496.1|DNOV	LOC4817280|XP_001356860.1|DPSE
OG0002361	LOC115768203|XP_030568579.1|DNOV	LOC6900843|XP_033237624.1|DPSE
OG0002362	LOC115765554|XP_030565052.1|DNOV	LOC4817195|XP_015035828.2|DPSE
OG0002363	LOC115760054|XP_030557092.1|DNOV	LOC4817299|XP_001356402.1|DPSE
OG0002364	LOC115760053|XP_030557085.1|DNOV	LOC4817033|XP_015035785.2|DPSE
OG0002365	LOC115760178|XP_030557261.1|DNOV	LOC6902796|XP_015035780.2|DPSE
OG0002366	LOC115765452|XP_030564875.1|DNOV	LOC4817444|XP_001356728.3|DPSE
OG0002367	LOC115759314|XP_030556084.1|DNOV	LOC4817078|XP_015036059.2|DPSE
OG0002368	LOC115759212|XP_030555963.1|DNOV	LOC4818128|XP_001357192.1|DPSE
OG0002369	LOC115768805|XP_030569361.1|DNOV	LOC6897896|XP_002137998.2|DPSE, LOC4815283|XP_001354957.3|DPSE
OG0002370	LOC115769213|XP_030569783.1|DNOV	LOC6902704|XP_002133218.2|DPSE
OG0002371	LOC115769220|XP_030569793.1|DNOV	LOC4816330|XP_015036804.1|DPSE
OG0002372	LOC115765457|XP_030564881.1|DNOV	LOC4817792|XP_001357109.4|DPSE
OG0002373	LOC115758655|XP_030555252.1|DNOV	LOC4817344|XP_001356547.1|DPSE
OG0002374	LOC115772037|XP_030573834.1|DNOV	LOC6897161|XP_003736489.2|DPSE
OG0002375	LOC115763784|XP_030562364.1|DNOV	LOC4802018|XP_001359021.1|DPSE
OG0002376	LOC115760189|XP_030557279.1|DNOV	LOC4816111|XP_001355773.1|DPSE
OG0002377	LOC115759419|XP_030556176.1|DNOV	LOC4802440|XP_001359359.2|DPSE
OG0002378	LOC115767960|XP_030568219.1|DNOV	LOC4813788|XP_001353501.1|DPSE
OG0002379	LOC115758549|XP_030555105.1|DNOV, LOC115760149|XP_030557220.1|DNOV	LOC4817489|XP_001356908.3|DPSE
OG0002380	LOC115768748|XP_030569295.1|DNOV	LOC4814921|XP_001355096.1|DPSE
OG0002381	LOC115761124|XP_030558627.1|DNOV	LOC4805350|XP_001361764.1|DPSE
OG0002382	LOC115766355|XP_030566115.1|DNOV	LOC4815218|XP_033240934.1|DPSE
OG0002384	LOC115768472|XP_030568907.1|DNOV	LOC6901166|XP_002133867.3|DPSE
OG0002385	LOC115766739|XP_030566563.1|DNOV	LOC4811846|XP_015044280.1|DPSE
OG0002386	LOC115763692|XP_030562232.1|DNOV	LOC4802901|XP_001359728.3|DPSE
OG0002387	LOC115761241|XP_030558795.1|DNOV	LOC4801234|XP_015037102.2|DPSE
OG0002388	LOC115766257|XP_030565976.1|DNOV, LOC115766050|XP_030565689.1|DNOV	LOC4803095|XP_001359893.3|DPSE
OG0002389	LOC115761541|XP_030559184.1|DNOV	LOC6899197|XP_002136327.3|DPSE, LOC4800421|XP_001357699.1|DPSE
OG0002390	LOC115759033|XP_030555711.1|DNOV	LOC4816772|XP_001356055.3|DPSE
OG0002391	LOC115757863|XP_030554159.1|DNOV	LOC4805399|XP_001361804.2|DPSE
OG0002392	LOC115766982|XP_030566940.1|DNOV	LOC4811994|XP_001352669.3|DPSE
OG0002393	LOC115762587|XP_030560734.1|DNOV	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE
OG0002394	LOC115763628|XP_030562114.1|DNOV	LOC4802422|XP_001359342.2|DPSE
OG0002395	LOC115765673|XP_030565195.1|DNOV	LOC6897931|XP_033236597.1|DPSE
OG0002396	LOC115762448|XP_030560508.1|DNOV	LOC4803356|XP_001360110.3|DPSE
OG0002397	LOC115765277|XP_030564630.1|DNOV	LOC4803333|XP_001357518.1|DPSE
OG0002398	LOC115767262|XP_030567345.1|DNOV	LOC4815335|XP_001354928.3|DPSE
OG0002399	LOC115767415|XP_030567551.1|DNOV	LOC4805672|XP_001362032.2|DPSE
OG0002400	LOC115759714|XP_030556580.1|DNOV	LOC4803936|XP_001360576.3|DPSE
OG0002401	LOC115766736|XP_030566558.1|DNOV, LOC115766798|XP_030566682.1|DNOV	LOC117184353|XP_033237266.1|DPSE
OG0002402	LOC115770790|XP_030572069.1|DNOV	LOC6897836|XP_002137941.2|DPSE
OG0002403	LOC115770688|XP_030571940.1|DNOV	LOC6897835|XP_033232643.1|DPSE
OG0002404	LOC115761624|XP_030559313.1|DNOV	LOC4802777|XP_001359637.2|DPSE
OG0002405	LOC115767942|XP_030568180.1|DNOV	LOC4802446|XP_001359364.3|DPSE
OG0002406	LOC115762623|XP_030560783.1|DNOV	LOC4812613|XP_001352579.3|DPSE
OG0002407	LOC115766060|XP_030565715.1|DNOV	LOC6897412|XP_033234752.1|DPSE
OG0002408	LOC115759627|XP_030556474.1|DNOV	LOC4802434|XP_001359356.1|DPSE
OG0002409	LOC115766567|XP_030566413.1|DNOV	LOC4813025|XP_033240981.1|DPSE
OG0002410	LOC115763723|XP_030562277.1|DNOV	LOC4803285|XP_033241673.1|DPSE
OG0002411	LOC115766129|XP_030565811.1|DNOV	LOC4803036|XP_001359838.1|DPSE
OG0002412	LOC115761988|XP_030559901.1|DNOV	LOC13036350|XP_033233061.1|DPSE
OG0002413	LOC115764945|XP_030564126.1|DNOV, LOC115766832|XP_030566731.1|DNOV	LOC4815497|XP_001355571.1|DPSE
OG0002414	LOC115769864|XP_030570722.1|DNOV	LOC4812263|XP_001352456.2|DPSE
OG0002415	LOC115763768|XP_030562347.1|DNOV	LOC4802615|XP_001359502.4|DPSE
OG0002416	LOC115766719|XP_030566518.1|DNOV	LOC4811848|XP_033237142.1|DPSE
OG0002417	LOC115765488|XP_030564943.1|DNOV	LOC4817743|XP_001357106.1|DPSE
OG0002418	LOC115761907|XP_030559785.1|DNOV	LOC6897797|XP_002137902.2|DPSE
OG0002419	LOC115768690|XP_030569237.1|DNOV	LOC4816016|XP_015041091.2|DPSE
OG0002420	LOC115762795|XP_030561007.1|DNOV	LOC4812067|XP_001352481.1|DPSE
OG0002421	LOC115770863|XP_030572160.1|DNOV	LOC4802153|XP_001359129.3|DPSE
OG0002422	LOC115763855|XP_030562489.1|DNOV	LOC4802717|XP_015038028.1|DPSE
OG0002423	LOC115768070|XP_030568390.1|DNOV	LOC4813902|XP_001353940.2|DPSE
OG0002424	LOC115767947|XP_030568186.1|DNOV	LOC4811794|XP_001352361.1|DPSE
OG0002425	LOC115764326|XP_030563136.1|DNOV	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE
OG0002426	LOC115770483|XP_030571627.1|DNOV	LOC4813386|XP_001353674.3|DPSE
OG0002427	LOC115766713|XP_030566497.1|DNOV	LOC4811793|XP_001352360.3|DPSE
OG0002428	LOC115769005|XP_030569574.1|DNOV	LOC6902138|XP_002133669.2|DPSE
OG0002429	LOC115769591|XP_030570333.1|DNOV	LOC4814034|XP_033238279.1|DPSE
OG0002430	LOC115759496|XP_030556299.1|DNOV	LOC4803493|XP_015039118.2|DPSE
OG0002431	LOC115761157|XP_030558690.1|DNOV	LOC6903882|XP_002136629.1|DPSE
OG0002432	LOC115767783|XP_030567972.1|DNOV	LOC4815138|XP_001355173.3|DPSE
OG0002433	LOC115768637|XP_030569166.1|DNOV	LOC6899369|XP_002136158.2|DPSE
OG0002434	LOC115760412|XP_030557576.1|DNOV	LOC4802132|XP_001359112.3|DPSE
OG0002435	LOC115768617|XP_030569133.1|DNOV	LOC6901476|XP_033239515.1|DPSE
OG0002436	LOC115758240|XP_030554657.1|DNOV	LOC4804876|XP_001361365.2|DPSE
OG0002437	LOC115758095|XP_030554477.1|DNOV	LOC4805164|XP_015040470.2|DPSE
OG0002438	LOC115765103|XP_030564348.1|DNOV	LOC4814729|XP_001354516.3|DPSE
OG0002439	LOC115759181|XP_030555915.1|DNOV	LOC4817941|XP_001357193.3|DPSE
OG0002440	LOC115767419|XP_030567558.1|DNOV	LOC4813289|XP_001353958.3|DPSE
OG0002441	LOC115758261|XP_030554678.1|DNOV	LOC6898791|XP_002138767.3|DPSE
OG0002442	LOC115767488|XP_030567656.1|DNOV	LOC4804000|XP_001360631.2|DPSE
OG0002443	LOC115761876|XP_030559861.1|DNOV	LOC4804882|XP_001361370.4|DPSE
OG0002444	LOC115765162|XP_030564436.1|DNOV	LOC4805701|XP_001362059.3|DPSE
OG0002445	LOC115757861|XP_030554156.1|DNOV	LOC4805150|XP_004444403.3|DPSE
OG0002446	LOC115763592|XP_030562078.1|DNOV	LOC4803985|XP_001360618.3|DPSE
OG0002447	LOC115765770|XP_030565306.1|DNOV	LOC4812897|XP_001354000.2|DPSE
OG0002448	LOC115764532|XP_030563491.1|DNOV	LOC4803694|XP_001360371.1|DPSE
OG0002449	LOC115764522|XP_030563480.1|DNOV, LOC115764521|XP_030563477.1|DNOV	LOC4804176|XP_001360779.2|DPSE
OG0002450	LOC115765643|XP_030565161.1|DNOV	LOC4803233|XP_001360007.2|DPSE
OG0002451	LOC115764510|XP_030563465.1|DNOV	LOC4805044|XP_001361509.3|DPSE
OG0002452	LOC115760582|XP_030557866.1|DNOV	LOC4805209|XP_001361650.4|DPSE
OG0002453	LOC115760581|XP_030557864.1|DNOV	LOC4805210|XP_001361651.1|DPSE
OG0002454	LOC115769531|XP_030570233.1|DNOV	LOC4812861|XP_015043275.2|DPSE
OG0002455	LOC115769525|XP_030570227.1|DNOV	LOC4812860|XP_001353889.3|DPSE
OG0002456	LOC115757860|XP_030554155.1|DNOV	LOC26532019|XP_033234230.1|DPSE
OG0002457	LOC115761939|XP_030559837.1|DNOV	LOC4804903|XP_004444345.2|DPSE
OG0002458	LOC115759346|XP_030556129.1|DNOV	LOC4818175|XP_001357172.4|DPSE
OG0002459	LOC115764486|XP_030563433.1|DNOV, LOC115760437|XP_030557612.1|DNOV	LOC4804388|XP_001360959.3|DPSE
OG0002460	LOC115758065|XP_030554439.1|DNOV	LOC6899070|XP_002138994.1|DPSE
OG0002461	LOC115758077|XP_030554451.1|DNOV	LOC4804095|XP_001360713.2|DPSE
OG0002462	LOC115764472|XP_030563377.1|DNOV	LOC4804604|XP_015040042.2|DPSE
OG0002463	LOC115771537|XP_030573138.1|DNOV	LOC4804304|XP_001360884.3|DPSE
OG0002464	LOC115767491|XP_030567660.1|DNOV	LOC4803998|XP_001360629.2|DPSE
OG0002465	LOC115767490|XP_030567659.1|DNOV	LOC4804824|XP_001361326.3|DPSE
OG0002466	LOC115766756|XP_030566594.1|DNOV	LOC26534353|XP_033237121.1|DPSE
OG0002467	LOC115769580|XP_030570315.1|DNOV	LOC6900660|XP_002135028.4|DPSE
OG0002468	LOC115769630|XP_030570398.1|DNOV	LOC4813841|XP_001353591.4|DPSE
OG0002469	LOC115764007|XP_030562687.1|DNOV	LOC4802768|XP_001359628.2|DPSE
OG0002470	LOC115759253|XP_030556014.1|DNOV, LOC115764589|XP_030563600.1|DNOV	LOC4805036|XP_001361503.2|DPSE
OG0002471	LOC115764592|XP_030563604.1|DNOV	LOC4803387|XP_001357537.1|DPSE
OG0002472	LOC115757871|XP_030554167.1|DNOV	LOC4803673|XP_033234233.1|DPSE
OG0002473	LOC115758252|XP_030554668.1|DNOV	LOC6898946|XP_002138907.2|DPSE
OG0002474	LOC115766784|XP_030566662.1|DNOV	LOC4813072|XP_033239972.1|DPSE
OG0002475	LOC115761467|XP_030559093.1|DNOV	LOC4800403|XP_001357686.1|DPSE
OG0002476	LOC115767889|XP_030568142.1|DNOV	LOC4804214|XP_033235129.1|DPSE
OG0002477	LOC115766546|XP_030566378.1|DNOV	LOC6898157|XP_002138235.2|DPSE
OG0002478	LOC115764568|XP_030563555.1|DNOV	LOC4804609|XP_033233735.1|DPSE
OG0002479	LOC115757810|XP_030554093.1|DNOV	LOC4803653|XP_001360336.1|DPSE
OG0002480	LOC115760440|XP_030557617.1|DNOV	LOC26533805|XP_033234126.1|DPSE
OG0002481	LOC115768866|XP_030569431.1|DNOV	LOC4814890|XP_001354740.1|DPSE
OG0002482	LOC115757969|XP_030554310.1|DNOV	LOC6898811|XP_002138785.2|DPSE
OG0002483	LOC115759611|XP_030556450.1|DNOV	LOC4803511|XP_001360224.3|DPSE
OG0002484	LOC115760896|XP_030558326.1|DNOV	LOC4803939|XP_001360579.1|DPSE
OG0002485	LOC115764563|XP_030563547.1|DNOV	LOC4805071|XP_001361533.2|DPSE
OG0002486	LOC115770184|XP_030571205.1|DNOV	LOC4812127|XP_001352406.3|DPSE
OG0002487	LOC115758398|XP_030554900.1|DNOV	LOC6902744|XP_015036866.2|DPSE
OG0002488	LOC115761518|XP_030559151.1|DNOV	LOC4805276|XP_001361701.2|DPSE
OG0002489	LOC115769867|XP_030570727.1|DNOV	LOC6903581|XP_002132449.2|DPSE, LOC4811983|XP_015044010.2|DPSE
OG0002490	LOC115766605|XP_030566451.1|DNOV	LOC4805549|XP_001361935.2|DPSE
OG0002491	LOC115769385|XP_030570039.1|DNOV, LOC115769561|XP_030570273.1|DNOV	LOC4812815|XP_001353529.4|DPSE
OG0002492	LOC115757981|XP_030554329.1|DNOV	LOC4804151|XP_001360757.1|DPSE
OG0002493	LOC115764483|XP_030563428.1|DNOV	LOC4805078|XP_001361540.3|DPSE
OG0002494	LOC115761343|XP_030558941.1|DNOV	LOC4802709|XP_001359576.3|DPSE
OG0002495	LOC115764079|XP_030562792.1|DNOV	LOC4804014|XP_001360644.1|DPSE
OG0002496	LOC115765697|XP_030565213.1|DNOV	LOC4802213|XP_001359181.1|DPSE
OG0002497	LOC115762620|XP_030560777.1|DNOV	LOC4812038|XP_001352546.3|DPSE
OG0002498	LOC115769543|XP_030570244.1|DNOV	LOC4813924|XP_015043470.2|DPSE, LOC6901722|XP_002134390.2|DPSE, LOC6901665|XP_033239827.1|DPSE
OG0002499	LOC115769941|XP_030570845.1|DNOV	LOC4811945|XP_015043862.2|DPSE
OG0002500	LOC115761385|XP_030558998.1|DNOV	LOC4801108|XP_001358256.3|DPSE
OG0002501	LOC115766212|XP_030565923.1|DNOV, LOC115766210|XP_030565922.1|DNOV, LOC115768564|XP_030569039.1|DNOV	LOC4817193|XP_001356730.1|DPSE
OG0002502	LOC115771480|XP_030573065.1|DNOV	LOC6898745|XP_002138732.1|DPSE
OG0002503	LOC115770588|XP_030571776.1|DNOV	LOC117183721|XP_033234501.1|DPSE, LOC117184370|XP_033237356.1|DPSE
OG0002504	LOC115768841|XP_030569402.1|DNOV	LOC6900526|XP_002134913.2|DPSE
OG0002505	LOC115757999|XP_030554357.1|DNOV	LOC6901952|XP_033239305.1|DPSE, LOC4803765|XP_001360428.2|DPSE
OG0002507	LOC115763276|XP_030561615.1|DNOV	LOC6902652|XP_033235408.1|DPSE, LOC117183967|XP_033235610.1|DPSE, LOC6902649|XP_002133165.2|DPSE, LOC26532971|XP_033236866.1|DPSE, LOC117183930|XP_033235407.1|DPSE
OG0002508	LOC115764277|XP_030563063.1|DNOV	LOC4814277|XP_033240116.1|DPSE
OG0002509	LOC115764629|XP_030563660.1|DNOV	LOC4804126|XP_001360734.2|DPSE
OG0002510	LOC115764417|XP_030563275.1|DNOV	LOC6902292|XP_033238943.1|DPSE
OG0002511	LOC115761687|XP_030559403.1|DNOV	LOC6897419|XP_015037531.2|DPSE
OG0002512	LOC115766780|XP_030566652.1|DNOV	LOC26533625|XP_033237132.1|DPSE
OG0002513	LOC115759516|XP_030556319.1|DNOV	LOC4801512|XP_033232302.1|DPSE
OG0002514	LOC115769699|XP_030570485.1|DNOV	LOC4811886|XP_015043580.2|DPSE
OG0002516	LOC115763694|XP_030562239.1|DNOV	LOC4802666|XP_001359538.1|DPSE
OG0002517	LOC115765194|XP_030564482.1|DNOV	LOC4814756|XP_033238544.1|DPSE
OG0002518	LOC115761480|XP_030559107.1|DNOV	LOC6897219|XP_002137391.3|DPSE
OG0002519	LOC115763828|XP_030562444.1|DNOV	LOC4805527|XP_001361915.2|DPSE
OG0002520	LOC115767729|XP_030567899.1|DNOV	LOC4815996|XP_001355317.2|DPSE
OG0002521	LOC115767040|XP_030567029.1|DNOV	LOC4814259|XP_033239694.1|DPSE
OG0002522	LOC115761344|XP_030558945.1|DNOV	LOC4801454|XP_001358548.4|DPSE
OG0002523	LOC115761903|XP_030559778.1|DNOV	LOC4800711|XP_001357936.3|DPSE
OG0002524	LOC115765168|XP_030564447.1|DNOV	LOC4815572|XP_001355713.4|DPSE
OG0002525	LOC115771181|XP_030572629.1|DNOV	LOC4814123|XP_001354282.1|DPSE
OG0002526	LOC115764002|XP_030562681.1|DNOV	LOC6897243|XP_002137414.1|DPSE
OG0002527	LOC115771683|XP_030573360.1|DNOV	LOC13036427|XP_033240741.1|DPSE
OG0002528	LOC115767407|XP_030567541.1|DNOV, LOC115767406|XP_030567532.1|DNOV	LOC4815785|XP_015041267.2|DPSE
OG0002529	LOC115764880|XP_030564018.1|DNOV	LOC4802088|XP_033241767.1|DPSE
OG0002530	LOC115763377|XP_030561772.1|DNOV	LOC4818022|XP_033236989.1|DPSE
OG0002531	LOC115759209|XP_030555960.1|DNOV	LOC4817859|XP_015035247.1|DPSE
OG0002532	LOC115760393|XP_030557553.1|DNOV	LOC6899764|XP_002135772.1|DPSE
OG0002533	LOC115767845|XP_030568055.1|DNOV	LOC4815952|XP_033240907.1|DPSE
OG0002534	LOC115761656|XP_030559360.1|DNOV	LOC4803910|XP_001360554.3|DPSE
OG0002535	LOC115771492|XP_030573075.1|DNOV	LOC4811852|XP_001352921.3|DPSE
OG0002536	LOC115765010|XP_030564220.1|DNOV	LOC4800496|XP_001357763.1|DPSE
OG0002537	LOC115760502|XP_030557725.1|DNOV	LOC4804296|XP_001360876.3|DPSE
OG0002539	LOC115762058|XP_030559999.1|DNOV	LOC4804697|XP_001361216.2|DPSE
OG0002540	LOC115765045|XP_030564278.1|DNOV	LOC4800689|XP_003736283.1|DPSE
OG0002541	LOC115767223|XP_030567282.1|DNOV	LOC6901237|XP_002133938.2|DPSE
OG0002542	LOC115768139|XP_030568493.1|DNOV	LOC4815408|XP_001355490.1|DPSE
OG0002543	LOC115767576|XP_030567722.1|DNOV	LOC4814457|XP_001355087.2|DPSE
OG0002544	LOC115761360|XP_030558966.1|DNOV	LOC4801733|XP_001358776.4|DPSE
OG0002545	LOC115768458|XP_030568885.1|DNOV	LOC4815617|XP_001355430.3|DPSE
OG0002547	LOC115767580|XP_030567725.1|DNOV	LOC4815234|XP_001355092.1|DPSE
OG0002548	LOC115765391|XP_030564779.1|DNOV	LOC4815101|XP_015042018.2|DPSE
OG0002549	LOC115767222|XP_030567279.1|DNOV	LOC4814208|XP_001354329.4|DPSE
OG0002550	LOC115765085|XP_030564320.1|DNOV	LOC6901414|XP_015041668.2|DPSE
OG0002551	LOC115771724|XP_030573408.1|DNOV	LOC6897393|XP_002137545.2|DPSE
OG0002552	LOC115758635|XP_030555230.1|DNOV	LOC4816941|XP_001356842.2|DPSE
OG0002553	LOC115767837|XP_030568040.1|DNOV	LOC4815853|XP_001355287.4|DPSE
OG0002554	LOC115768339|XP_030568762.1|DNOV	LOC4814347|XP_001354470.3|DPSE
OG0002555	LOC115768599|XP_030569109.1|DNOV	LOC4814338|XP_001354453.3|DPSE
OG0002556	LOC115759210|XP_030555961.1|DNOV	LOC4818045|XP_001357191.3|DPSE
OG0002557	LOC115768799|XP_030569355.1|DNOV	LOC6902152|XP_002133683.1|DPSE, LOC6903126|XP_002132836.1|DPSE
OG0002558	LOC115764613|XP_030563629.1|DNOV	LOC4801560|XP_001358632.1|DPSE
OG0002559	LOC115771290|XP_030572773.1|DNOV	LOC26531986|XP_015044384.2|DPSE
OG0002560	LOC115761193|XP_030558726.1|DNOV	LOC4801543|XP_001358617.1|DPSE
OG0002561	LOC115761895|XP_030559761.1|DNOV	LOC4801009|XP_001358182.4|DPSE
OG0002562	LOC115766385|XP_030566148.1|DNOV	LOC4815405|XP_001355723.2|DPSE
OG0002563	LOC115766395|XP_030566167.1|DNOV	LOC4814599|XP_001354736.3|DPSE
OG0002564	LOC115759635|XP_030556484.1|DNOV	LOC4800387|XP_001357672.2|DPSE
OG0002565	LOC115771746|XP_030573447.1|DNOV	LOC4800362|XP_033232493.1|DPSE
OG0002566	LOC115761289|XP_030558873.1|DNOV	LOC6897218|XP_002137390.3|DPSE
OG0002567	LOC115767730|XP_030567900.1|DNOV	LOC4815922|XP_033240140.1|DPSE
OG0002568	LOC115768911|XP_030569498.1|DNOV	LOC4803014|XP_001359816.2|DPSE
OG0002569	LOC115770308|XP_030571403.1|DNOV	LOC4813608|XP_001353325.2|DPSE
OG0002570	LOC115761771|XP_030559560.1|DNOV	LOC4801433|XP_015037250.2|DPSE
OG0002571	LOC115761713|XP_030559448.1|DNOV	LOC4801435|XP_001358530.3|DPSE
OG0002572	LOC115766584|XP_030566430.1|DNOV	LOC4804964|XP_001361440.4|DPSE, LOC15382895|XP_033233480.1|DPSE
OG0002573	LOC115761276|XP_030558852.1|DNOV	LOC4801444|XP_001358538.1|DPSE
OG0002574	LOC115761583|XP_030559233.1|DNOV	LOC4801456|XP_001358550.5|DPSE
OG0002575	LOC115770956|XP_030572284.1|DNOV	LOC4802574|XP_001359469.4|DPSE
OG0002576	LOC115767584|XP_030567730.1|DNOV	LOC6901172|XP_002133873.2|DPSE
OG0002577	LOC115771101|XP_030572520.1|DNOV	LOC4813486|XP_001353798.2|DPSE
OG0002578	LOC115760227|XP_030557340.1|DNOV	LOC4817573|XP_001356978.3|DPSE
OG0002579	LOC115760015|XP_030557036.1|DNOV	LOC4817766|XP_001357162.1|DPSE
OG0002580	LOC115762460|XP_030560528.1|DNOV	LOC6898638|XP_002138643.1|DPSE
OG0002581	LOC115757708|XP_030553922.1|DNOV	LOC4801690|XP_033236130.1|DPSE
OG0002582	LOC115760400|XP_030557561.1|DNOV	LOC4802131|XP_001359111.2|DPSE
OG0002583	LOC115762003|XP_030559931.1|DNOV	LOC6897007|XP_015038778.2|DPSE
OG0002584	LOC115769868|XP_030570730.1|DNOV	LOC4812170|XP_001352937.1|DPSE
OG0002585	LOC115769872|XP_030570733.1|DNOV	LOC6900242|XP_002135571.1|DPSE
OG0002586	LOC115764656|XP_030563699.1|DNOV	LOC4801838|XP_015037412.1|DPSE
OG0002587	LOC115772063|XP_030573868.1|DNOV	LOC4801583|XP_001358653.2|DPSE
OG0002588	LOC115759519|XP_030556324.1|DNOV	LOC4801508|XP_001358587.2|DPSE
OG0002589	LOC115772002|XP_030573793.1|DNOV	LOC6897150|XP_033235784.1|DPSE
OG0002590	LOC115765187|XP_030564475.1|DNOV	LOC4814811|XP_001354674.2|DPSE
