Orthogroup	DNOV.longest_only	BCOP.longest_only
OG0001498	LOC115761647|XP_030559342.1|DNOV	LOC119074573|XP_037036695.1|BCOP
OG0001500	LOC115764543|XP_030563516.1|DNOV	LOC119068893|XP_037028658.1|BCOP
OG0001501	LOC115770905|XP_030572205.1|DNOV	LOC119080610|XP_037044907.1|BCOP
OG0001502	LOC115768044|XP_030568371.1|DNOV	LOC119079851|XP_037043814.1|BCOP
OG0001503	LOC115759506|XP_030556311.1|DNOV	LOC119083702|XP_037049389.1|BCOP, LOC119077333|XP_037040410.1|BCOP
OG0001504	LOC115769057|XP_030569632.1|DNOV	LOC119072387|XP_037033490.1|BCOP
OG0001505	LOC115757914|XP_030554232.1|DNOV	LOC119082674|XP_037048147.1|BCOP
OG0001506	LOC115764591|XP_030563602.1|DNOV	LOC119081897|XP_037047018.1|BCOP, LOC119073229|XP_037034435.1|BCOP
OG0001506	LOC115764536|XP_030563506.1|DNOV	LOC119079020|XP_037042692.1|BCOP
OG0001507	LOC115762531|XP_030560672.1|DNOV	LOC119071742|XP_037032669.1|BCOP
OG0001508	LOC115766575|XP_030566420.1|DNOV	LOC119080040|XP_037044136.1|BCOP, LOC119066573|XP_037025018.1|BCOP
OG0001509	LOC115764571|XP_030563562.1|DNOV	LOC119083247|XP_037048804.1|BCOP
OG0001510	LOC115758814|XP_030555451.1|DNOV	LOC119081977|XP_037047185.1|BCOP, LOC119072757|XP_037033941.1|BCOP
OG0001511	LOC115764539|XP_030563512.1|DNOV	LOC119066136|XP_037024322.1|BCOP
OG0001512	LOC115771208|XP_030572668.1|DNOV	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP
OG0001513	LOC115771379|XP_030572924.1|DNOV	LOC119071130|XP_037031699.1|BCOP
OG0001515	LOC115767065|XP_030567065.1|DNOV	LOC119076873|XP_037039777.1|BCOP
OG0001517	LOC115764902|XP_030564054.1|DNOV, LOC115764904|XP_030564057.1|DNOV	LOC119085002|XP_037051073.1|BCOP
OG0001518	LOC115766399|XP_030566176.1|DNOV	LOC119067207|XP_037025945.1|BCOP
OG0001534	LOC115767615|XP_030567772.1|DNOV, LOC115767606|XP_030567761.1|DNOV, LOC115767554|XP_030567697.1|DNOV	LOC119069790|XP_037029827.1|BCOP
OG0001535	LOC115766316|XP_030566062.1|DNOV	LOC119081291|XP_037045952.1|BCOP
OG0001536	LOC115766877|XP_030566803.1|DNOV	LOC119083641|XP_037049277.1|BCOP
OG0001537	LOC115765874|XP_030565473.1|DNOV	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP
OG0001538	LOC115768807|XP_030569363.1|DNOV	LOC119084761|XP_037050722.1|BCOP
OG0001539	LOC115761061|XP_030558539.1|DNOV	LOC119080435|XP_037044693.1|BCOP
OG0001540	LOC115759728|XP_030556606.1|DNOV	LOC119077061|XP_037040084.1|BCOP
OG0001541	LOC115770324|XP_030571421.1|DNOV	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP
OG0001542	LOC115765076|XP_030564312.1|DNOV	LOC119083755|XP_037049434.1|BCOP
OG0001543	LOC115766480|XP_030566289.1|DNOV	LOC119067212|XP_037025951.1|BCOP
OG0001545	LOC115769064|XP_030569637.1|DNOV	LOC119071911|XP_037032925.1|BCOP, LOC119067565|XP_037026541.1|BCOP
OG0001546	LOC115768573|XP_030569070.1|DNOV	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP
OG0001547	LOC115768064|XP_030568367.1|DNOV	LOC119067177|XP_037025885.1|BCOP
OG0001547	LOC115768058|XP_030568359.1|DNOV	LOC119083969|XP_037049669.1|BCOP
OG0001548	LOC115765410|XP_030564814.1|DNOV	LOC119067604|XP_037026594.1|BCOP
OG0001549	LOC115758391|XP_030554881.1|DNOV	LOC119078658|XP_037042167.1|BCOP
OG0001550	LOC115761959|XP_030559858.1|DNOV	LOC119067024|XP_037025651.1|BCOP
OG0001551	LOC115768635|XP_030569163.1|DNOV	LOC119068659|XP_037028230.1|BCOP
OG0001552	LOC115764953|XP_030564134.1|DNOV, LOC115762355|XP_030560384.1|DNOV	LOC119069945|XP_037030067.1|BCOP
OG0001553	LOC115768346|XP_030568770.1|DNOV	LOC119068481|XP_037027987.1|BCOP, LOC119077795|XP_037041001.1|BCOP
OG0001554	LOC115761929|XP_030559820.1|DNOV	LOC119068534|XP_037028040.1|BCOP
OG0001556	LOC115760956|XP_030558404.1|DNOV	LOC119069503|XP_037029472.1|BCOP
OG0001557	LOC115768746|XP_030569293.1|DNOV	LOC119077131|XP_037040206.1|BCOP
OG0001558	LOC115768107|XP_030568470.1|DNOV	LOC119085650|XP_037051990.1|BCOP
OG0001559	LOC115757659|XP_030553834.1|DNOV	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP
OG0001560	LOC115763898|XP_030562537.1|DNOV	LOC119070423|XP_037030655.1|BCOP
OG0001561	LOC115771599|XP_030573214.1|DNOV	LOC119078770|XP_037042373.1|BCOP
OG0001562	LOC115759794|XP_030556733.1|DNOV	LOC119073818|XP_037035490.1|BCOP
OG0001563	LOC115760360|XP_030557509.1|DNOV	LOC119067500|XP_037026402.1|BCOP
OG0001564	LOC115764608|XP_030563614.1|DNOV	LOC119067239|XP_037025996.1|BCOP
OG0001565	LOC115771971|XP_030573750.1|DNOV	LOC119067360|XP_037026166.1|BCOP
OG0001566	LOC115764658|XP_030563704.1|DNOV	LOC119067590|XP_037026583.1|BCOP
OG0001567	LOC115758205|XP_030554613.1|DNOV	LOC119085861|XP_037052270.1|BCOP
OG0001568	LOC115771699|XP_030573376.1|DNOV	LOC119069780|XP_037029810.1|BCOP
OG0001570	LOC115761798|XP_030559601.1|DNOV	LOC119070649|XP_037030978.1|BCOP, LOC119070659|XP_037030988.1|BCOP, LOC119067461|XP_037026342.1|BCOP
OG0001571	LOC115759716|XP_030556579.1|DNOV	LOC119066962|XP_037025589.1|BCOP
OG0001572	LOC115766457|XP_030566249.1|DNOV	LOC119073400|XP_037034725.1|BCOP
OG0001573	LOC115766986|XP_030566945.1|DNOV	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP
OG0001574	LOC115771331|XP_030572857.1|DNOV	LOC119071041|XP_037031536.1|BCOP, LOC119073628|XP_037035113.1|BCOP
OG0001575	LOC115764114|XP_030562836.1|DNOV, LOC115764115|XP_030562837.1|DNOV	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP
OG0001576	LOC115764807|XP_030563915.1|DNOV	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP
OG0001577	LOC115763994|XP_030562671.1|DNOV	LOC119076585|XP_037039324.1|BCOP
OG0001578	LOC115760526|XP_030557765.1|DNOV	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP
OG0001579	LOC115768755|XP_030569302.1|DNOV	LOC119083540|XP_037049158.1|BCOP
OG0001580	LOC115760866|XP_030558280.1|DNOV	LOC119080394|XP_037044608.1|BCOP
OG0001581	LOC115767827|XP_030568027.1|DNOV	LOC119081125|XP_037045764.1|BCOP
OG0001582	LOC115762054|XP_030559994.1|DNOV	LOC119073350|XP_037034640.1|BCOP
OG0001584	LOC115770097|XP_030571068.1|DNOV	LOC119074639|XP_037036814.1|BCOP, LOC119067311|XP_037026114.1|BCOP
OG0001585	LOC115768749|XP_030569296.1|DNOV	LOC119067960|XP_037027182.1|BCOP
OG0001586	LOC115771266|XP_030572742.1|DNOV	LOC119081213|XP_037045828.1|BCOP
OG0001587	LOC115762967|XP_030561208.1|DNOV	LOC119071784|XP_037032739.1|BCOP
OG0001588	LOC115761369|XP_030558981.1|DNOV	LOC119073902|XP_037035686.1|BCOP
OG0001589	LOC115759817|XP_030556768.1|DNOV	LOC119072887|XP_037034105.1|BCOP
OG0001590	LOC115765126|XP_030564386.1|DNOV	LOC119071876|XP_037032846.1|BCOP
OG0001591	LOC115763985|XP_030562658.1|DNOV	LOC119082064|XP_037047296.1|BCOP
OG0001592	LOC115765565|XP_030565068.1|DNOV	LOC119066743|XP_037025260.1|BCOP
OG0001593	LOC115765494|XP_030564962.1|DNOV	LOC119066748|XP_037025272.1|BCOP, LOC119066741|XP_037025258.1|BCOP
OG0001595	LOC115771472|XP_030573058.1|DNOV	LOC119073618|XP_037035090.1|BCOP
OG0001596	LOC115763414|XP_030561830.1|DNOV, LOC115763334|XP_030561700.1|DNOV	LOC119074048|XP_037035889.1|BCOP, LOC119082323|XP_037047717.1|BCOP, LOC119078412|XP_037041808.1|BCOP, LOC119077099|XP_037040151.1|BCOP
OG0001597	LOC115758464|XP_030554996.1|DNOV	LOC119081933|XP_037047081.1|BCOP
OG0001598	LOC115769210|XP_030569778.1|DNOV, LOC115769181|XP_030569745.1|DNOV	LOC119081944|XP_037047103.1|BCOP
OG0001599	LOC115759195|XP_030555935.1|DNOV	LOC119077001|XP_037040003.1|BCOP
OG0001601	LOC115758905|XP_030555562.1|DNOV	LOC119078696|XP_037042253.1|BCOP
OG0001602	LOC115762996|XP_030561241.1|DNOV	LOC119085260|XP_037051503.1|BCOP
OG0001603	LOC115763555|XP_030562034.1|DNOV	LOC119072752|XP_037033933.1|BCOP, LOC119072750|XP_037033931.1|BCOP
OG0001604	LOC115766386|XP_030566151.1|DNOV, LOC115765744|XP_030565268.1|DNOV	LOC119084493|XP_037050394.1|BCOP
OG0001605	LOC115760957|XP_030558406.1|DNOV	LOC119073863|XP_037035623.1|BCOP
OG0001606	LOC115763012|XP_030561265.1|DNOV	LOC119071515|XP_037032285.1|BCOP
OG0001607	LOC115759012|XP_030555683.1|DNOV	LOC119081917|XP_037047049.1|BCOP
OG0001608	LOC115762973|XP_030561210.1|DNOV	LOC119069430|XP_037029382.1|BCOP, LOC119070907|XP_037031331.1|BCOP
OG0001609	LOC115762353|XP_030560382.1|DNOV	LOC119080234|XP_037044376.1|BCOP
OG0001610	LOC115763409|XP_030561819.1|DNOV	LOC119085960|XP_037052411.1|BCOP
OG0001611	LOC115768307|XP_030568715.1|DNOV, LOC115760302|XP_030557449.1|DNOV	LOC119078606|XP_037042095.1|BCOP
OG0001612	LOC115759943|XP_030556943.1|DNOV	LOC119068420|XP_037027884.1|BCOP, LOC119085336|XP_037051614.1|BCOP
OG0001613	LOC115763189|XP_030561509.1|DNOV	LOC119078421|XP_037041823.1|BCOP
OG0001614	LOC115760723|XP_030558055.1|DNOV	LOC119084837|XP_037050828.1|BCOP
OG0001615	LOC115758468|XP_030555001.1|DNOV	LOC119082410|XP_037047838.1|BCOP
OG0001616	LOC115760296|XP_030557443.1|DNOV	LOC119075332|XP_037037655.1|BCOP
OG0001617	LOC115758348|XP_030554788.1|DNOV	LOC119071474|XP_037032218.1|BCOP
OG0001618	LOC115766781|XP_030566653.1|DNOV	LOC119078628|XP_037042122.1|BCOP
OG0001619	LOC115763246|XP_030561584.1|DNOV	LOC119071103|XP_037031640.1|BCOP
OG0001620	LOC115769048|XP_030569618.1|DNOV, LOC115769051|XP_030569621.1|DNOV	LOC119085342|XP_037051620.1|BCOP
OG0001621	LOC115760663|XP_030557990.1|DNOV	LOC119066774|XP_037025323.1|BCOP, LOC119080914|XP_037045424.1|BCOP, LOC119077640|XP_037040755.1|BCOP, LOC119070524|XP_037030795.1|BCOP, LOC119066295|XP_037024565.1|BCOP, LOC119083210|XP_037048772.1|BCOP
OG0001622	LOC115767260|XP_030567340.1|DNOV	LOC119068566|XP_037028089.1|BCOP
OG0001623	LOC115765999|XP_030565627.1|DNOV	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP
OG0001624	LOC115763539|XP_030562015.1|DNOV	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP
OG0001625	LOC115767445|XP_030567602.1|DNOV, LOC115763236|XP_030561572.1|DNOV	LOC119066260|XP_037024508.1|BCOP
OG0001626	LOC115760102|XP_030557151.1|DNOV	LOC119074811|XP_037036993.1|BCOP
OG0001628	LOC115762541|XP_030560675.1|DNOV, LOC115770566|XP_030571738.1|DNOV, LOC115762539|XP_030560673.1|DNOV	LOC119076696|XP_037039506.1|BCOP
OG0001629	LOC115760386|XP_030557542.1|DNOV	LOC119077391|XP_037040487.1|BCOP
OG0001630	LOC115764113|XP_030562835.1|DNOV	LOC119077822|XP_037041025.1|BCOP
OG0001632	LOC115759819|XP_030556771.1|DNOV	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP
OG0001633	LOC115767920|XP_030568149.1|DNOV	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP
OG0001634	LOC115760353|XP_030557502.1|DNOV	LOC119073458|XP_037034849.1|BCOP, LOC119071722|XP_037032634.1|BCOP, LOC119085412|XP_037051717.1|BCOP, LOC119066118|XP_037024294.1|BCOP
OG0001635	LOC115765634|XP_030565147.1|DNOV	LOC119073768|XP_037035330.1|BCOP
OG0001636	LOC115759438|XP_030556213.1|DNOV	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP
OG0001637	LOC115761969|XP_030559871.1|DNOV	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP
OG0001638	LOC115768038|XP_030568320.1|DNOV	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP
OG0001639	LOC115762437|XP_030560493.1|DNOV	LOC119076591|XP_037039330.1|BCOP
OG0001640	LOC115759471|XP_030556265.1|DNOV	LOC119076800|XP_037039659.1|BCOP
OG0001641	LOC115770711|XP_030571968.1|DNOV	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP
OG0001642	LOC115765255|XP_030564594.1|DNOV	LOC119066090|XP_037024257.1|BCOP
OG0001643	LOC115759043|XP_030555727.1|DNOV	LOC119078224|XP_037041579.1|BCOP
OG0001645	LOC115771742|XP_030573434.1|DNOV	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP
OG0001646	LOC115757791|XP_030554064.1|DNOV	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP
OG0001647	LOC115760284|XP_030557415.1|DNOV, LOC115764471|XP_030563401.1|DNOV	LOC119066071|XP_037024196.1|BCOP
OG0001648	LOC115768772|XP_030569326.1|DNOV	LOC119074220|XP_037036116.1|BCOP
OG0001649	LOC115760627|XP_030557938.1|DNOV	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP
OG0001650	LOC115766513|XP_030566334.1|DNOV	LOC119085352|XP_037051622.1|BCOP
OG0001651	LOC115771027|XP_030572419.1|DNOV	LOC119081719|XP_037046753.1|BCOP
OG0001652	LOC115767714|XP_030567878.1|DNOV	LOC119070872|XP_037031280.1|BCOP
OG0001653	LOC115766725|XP_030566546.1|DNOV, LOC115770755|XP_030572030.1|DNOV	LOC119071874|XP_037032844.1|BCOP
OG0001654	LOC115767487|XP_030567655.1|DNOV	LOC119069545|XP_037029520.1|BCOP
OG0001655	LOC115758295|XP_030554722.1|DNOV	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP
OG0001656	LOC115763070|XP_030561359.1|DNOV	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP
OG0001657	LOC115770086|XP_030571058.1|DNOV	LOC119086068|XP_037052539.1|BCOP
OG0001658	LOC115771536|XP_030573134.1|DNOV	LOC119071227|XP_037031938.1|BCOP
OG0001659	LOC115770153|XP_030571163.1|DNOV, LOC115770154|XP_030571167.1|DNOV	LOC119071248|XP_037031981.1|BCOP
OG0001660	LOC115771195|XP_030572651.1|DNOV	LOC119082328|XP_037047729.1|BCOP
OG0001661	LOC115764994|XP_030564192.1|DNOV	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP
OG0001663	LOC115761673|XP_030559387.1|DNOV, LOC115761672|XP_030559386.1|DNOV	LOC119068581|XP_037028121.1|BCOP, LOC119068578|XP_037028118.1|BCOP
OG0001678	LOC115764239|XP_030563016.1|DNOV, LOC115764287|XP_030563079.1|DNOV	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP
OG0001679	LOC115768682|XP_030569226.1|DNOV	LOC119068406|XP_037027864.1|BCOP
OG0001680	LOC115772090|XP_030573910.1|DNOV, LOC115768818|XP_030569376.1|DNOV	LOC119067812|XP_037026859.1|BCOP
OG0001681	LOC115765136|XP_030564394.1|DNOV	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP
OG0001682	LOC115766521|XP_030566348.1|DNOV, LOC115766903|XP_030566841.1|DNOV	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP
OG0001683	LOC115763329|XP_030561693.1|DNOV	LOC119070881|XP_037031295.1|BCOP
OG0001684	LOC115766746|XP_030566583.1|DNOV	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP
OG0001685	LOC115758401|XP_030554904.1|DNOV	LOC119077691|XP_037040851.1|BCOP
OG0001686	LOC115766336|XP_030566089.1|DNOV	LOC119069627|XP_037029621.1|BCOP
OG0001687	LOC115768145|XP_030568500.1|DNOV	LOC119068651|XP_037028222.1|BCOP
OG0001688	LOC115768672|XP_030569215.1|DNOV	LOC119076000|XP_037038468.1|BCOP
OG0001689	LOC115768836|XP_030569393.1|DNOV	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP
OG0001690	LOC115769816|XP_030570644.1|DNOV	LOC119080524|XP_037044829.1|BCOP
OG0001691	LOC115758956|XP_030555617.1|DNOV	LOC119077971|XP_037041247.1|BCOP
OG0001693	LOC115768791|XP_030569347.1|DNOV	LOC119069078|XP_037028850.1|BCOP
OG0001694	LOC115761709|XP_030559444.1|DNOV	LOC119069932|XP_037030051.1|BCOP
OG0001695	LOC115763945|XP_030562600.1|DNOV, LOC115763963|XP_030562621.1|DNOV	LOC119067243|XP_037026004.1|BCOP
OG0001696	LOC115761829|XP_030559631.1|DNOV	LOC119067018|XP_037025641.1|BCOP
OG0001697	LOC115760379|XP_030557535.1|DNOV	LOC119067851|XP_037026983.1|BCOP
OG0001698	LOC115768217|XP_030568601.1|DNOV	LOC119068832|XP_037028497.1|BCOP
OG0001699	LOC115762020|XP_030559948.1|DNOV, LOC115761869|XP_030559728.1|DNOV	LOC119067858|XP_037026990.1|BCOP
OG0001700	LOC115759572|XP_030556398.1|DNOV	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP
OG0001701	LOC115764158|XP_030562896.1|DNOV	LOC119069177|XP_037028999.1|BCOP
OG0001702	LOC115763608|XP_030562096.1|DNOV	LOC119066373|XP_037024692.1|BCOP
OG0001703	LOC115768650|XP_030569183.1|DNOV	LOC119068930|XP_037028690.1|BCOP
OG0001704	LOC115768633|XP_030569159.1|DNOV	LOC119068928|XP_037028688.1|BCOP
OG0001705	LOC115760584|XP_030557869.1|DNOV	LOC119067910|XP_037027098.1|BCOP
OG0001706	LOC115763609|XP_030562097.1|DNOV	LOC119081527|XP_037046427.1|BCOP
OG0001707	LOC115771787|XP_030573517.1|DNOV	LOC119070533|XP_037030802.1|BCOP
OG0001708	LOC115764098|XP_030562811.1|DNOV	LOC119068790|XP_037028445.1|BCOP
OG0001709	LOC115769677|XP_030570454.1|DNOV	LOC119068970|XP_037028730.1|BCOP
OG0001711	LOC115772017|XP_030573808.1|DNOV	LOC119070360|XP_037030550.1|BCOP
OG0001712	LOC115764678|XP_030563726.1|DNOV	LOC119069168|XP_037028972.1|BCOP
OG0001713	LOC115770873|XP_030572170.1|DNOV, LOC115770942|XP_030572262.1|DNOV	LOC119070411|XP_037030638.1|BCOP
OG0001714	LOC115763644|XP_030562139.1|DNOV	LOC119068105|XP_037027426.1|BCOP
OG0001715	LOC115765240|XP_030564558.1|DNOV	LOC119068244|XP_037027670.1|BCOP
OG0001716	LOC115767354|XP_030567467.1|DNOV, LOC115765289|XP_030564639.1|DNOV	LOC119081196|XP_037045807.1|BCOP
OG0001717	LOC115761177|XP_030558699.1|DNOV	LOC119067038|XP_037025668.1|BCOP
OG0001718	LOC115761696|XP_030559426.1|DNOV, LOC115761452|XP_030559079.1|DNOV	LOC119067040|XP_037025672.1|BCOP
OG0001719	LOC115772057|XP_030573861.1|DNOV	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP
OG0001720	LOC115764973|XP_030564158.1|DNOV	LOC119070509|XP_037030762.1|BCOP
OG0001721	LOC115765003|XP_030564209.1|DNOV	LOC119067428|XP_037026293.1|BCOP
OG0001722	LOC115769439|XP_030570108.1|DNOV	LOC119074593|XP_037036734.1|BCOP
OG0001723	LOC115762128|XP_030560093.1|DNOV	LOC119083678|XP_037049357.1|BCOP
OG0001724	LOC115760764|XP_030558104.1|DNOV	LOC119074111|XP_037035969.1|BCOP
OG0001725	LOC115760937|XP_030558375.1|DNOV	LOC119073997|XP_037035821.1|BCOP
OG0001726	LOC115762693|XP_030560875.1|DNOV	LOC119073360|XP_037034663.1|BCOP
OG0001727	LOC115772075|XP_030573886.1|DNOV	LOC119070539|XP_037030810.1|BCOP
OG0001728	LOC115762406|XP_030560456.1|DNOV	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP
OG0001729	LOC115760521|XP_030557751.1|DNOV	LOC119079298|XP_037042980.1|BCOP
OG0001730	LOC115758369|XP_030554817.1|DNOV	LOC119085974|XP_037052431.1|BCOP
OG0001731	LOC115761107|XP_030558595.1|DNOV	LOC119077466|XP_037040571.1|BCOP
OG0001733	LOC115762398|XP_030560444.1|DNOV	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP
OG0001734	LOC115760920|XP_030558353.1|DNOV	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP
OG0001735	LOC115767136|XP_030567158.1|DNOV	LOC119073264|XP_037034537.1|BCOP
OG0001736	LOC115761616|XP_030559301.1|DNOV	LOC119080231|XP_037044373.1|BCOP
OG0001737	LOC115762451|XP_030560514.1|DNOV	LOC119080960|XP_037045487.1|BCOP
OG0001738	LOC115771009|XP_030572375.1|DNOV	LOC119080843|XP_037045298.1|BCOP
OG0001739	LOC115760094|XP_030557139.1|DNOV	LOC119080808|XP_037045274.1|BCOP
OG0001740	LOC115760765|XP_030558109.1|DNOV	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP
OG0001741	LOC115766113|XP_030565794.1|DNOV	LOC119073401|XP_037034730.1|BCOP, LOC119085850|XP_037052253.1|BCOP, LOC119079439|XP_037043247.1|BCOP
OG0001742	LOC115760073|XP_030557113.1|DNOV	LOC119080199|XP_037044335.1|BCOP
OG0001744	LOC115761853|XP_030560103.1|DNOV	LOC119079410|XP_037043196.1|BCOP
OG0001745	LOC115758318|XP_030554745.1|DNOV, LOC115767030|XP_030567052.1|DNOV	LOC119081729|XP_037046785.1|BCOP
OG0001746	LOC115770036|XP_030570963.1|DNOV	LOC119085490|XP_037051801.1|BCOP
OG0001747	LOC115760738|XP_030558074.1|DNOV	LOC119079630|XP_037043520.1|BCOP
OG0001748	LOC115771148|XP_030572580.1|DNOV	LOC119081126|XP_037045765.1|BCOP
OG0001749	LOC115771122|XP_030572550.1|DNOV	LOC119079661|XP_037043605.1|BCOP
OG0001750	LOC115771103|XP_030572526.1|DNOV	LOC119079658|XP_037043596.1|BCOP
OG0001751	LOC115770986|XP_030572335.1|DNOV	LOC119080835|XP_037045288.1|BCOP
OG0001752	LOC115769737|XP_030570536.1|DNOV	LOC119080955|XP_037045480.1|BCOP
OG0001753	LOC115767135|XP_030567156.1|DNOV	LOC119073253|XP_037034509.1|BCOP
OG0001754	LOC115760794|XP_030558149.1|DNOV	LOC119073323|XP_037034608.1|BCOP
OG0001755	LOC115767174|XP_030567217.1|DNOV	LOC119076046|XP_037038572.1|BCOP
OG0001756	LOC115760554|XP_030557810.1|DNOV	LOC119074519|XP_037036577.1|BCOP
OG0001757	LOC115761094|XP_030558576.1|DNOV	LOC119074147|XP_037036042.1|BCOP
OG0001758	LOC115770040|XP_030570970.1|DNOV, LOC115757656|XP_030554237.1|DNOV	LOC119080723|XP_037045104.1|BCOP
OG0001759	LOC115760005|XP_030557027.1|DNOV	LOC119073603|XP_037035073.1|BCOP
OG0001760	LOC115762069|XP_030560018.1|DNOV	LOC119074615|XP_037036773.1|BCOP
OG0001761	LOC115771810|XP_030573551.1|DNOV	LOC119073322|XP_037034606.1|BCOP
OG0001762	LOC115758847|XP_030555489.1|DNOV	LOC119066255|XP_037024487.1|BCOP
OG0001763	LOC115760261|XP_030557385.1|DNOV, LOC115760262|XP_030557386.1|DNOV	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP
OG0001764	LOC115761281|XP_030558861.1|DNOV	LOC119084901|XP_037050950.1|BCOP
OG0001765	LOC115762159|XP_030560133.1|DNOV	LOC119073248|XP_037034476.1|BCOP
OG0001766	LOC115760124|XP_030557182.1|DNOV	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP
OG0001767	LOC115758735|XP_030555345.1|DNOV, LOC115758692|XP_030555297.1|DNOV	LOC119084667|XP_037050638.1|BCOP
OG0001768	LOC115765893|XP_030565495.1|DNOV	LOC119069042|XP_037028808.1|BCOP
OG0001769	LOC115759320|XP_030556090.1|DNOV	LOC119082055|XP_037047282.1|BCOP
OG0001770	LOC115760045|XP_030557072.1|DNOV	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP
OG0001771	LOC115758600|XP_030555183.1|DNOV, LOC115758555|XP_030555113.1|DNOV	LOC119070858|XP_037031266.1|BCOP
OG0001772	LOC115763960|XP_030562618.1|DNOV	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP
OG0001773	LOC115763441|XP_030561866.1|DNOV	LOC119082576|XP_037047996.1|BCOP
OG0001774	LOC115762089|XP_030560044.1|DNOV	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP
OG0001776	LOC115763405|XP_030561816.1|DNOV	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP
OG0001777	LOC115759805|XP_030556749.1|DNOV	LOC119078707|XP_037042271.1|BCOP
OG0001778	LOC115759119|XP_030555822.1|DNOV	LOC119079060|XP_037042761.1|BCOP
OG0001779	LOC115763358|XP_030561743.1|DNOV	LOC119075648|XP_037038030.1|BCOP
OG0001780	LOC115762062|XP_030560008.1|DNOV	LOC119081661|XP_037046639.1|BCOP
OG0001781	LOC115763435|XP_030561858.1|DNOV	LOC119085957|XP_037052409.1|BCOP
