Orthogroup	DNOV.longest_only	DEUG.longest_only
OG0000562	LOC115769425|XP_030570096.1|DNOV	LOC108114579|XP_017081122.1|DEUG
OG0000563	LOC115767155|XP_030567192.1|DNOV	LOC108113936|XP_017080132.1|DEUG
OG0000564	LOC115769840|XP_030570674.1|DNOV	LOC108114025|XP_017080262.1|DEUG
OG0000564	LOC115769492|XP_030570170.1|DNOV	LOC108113996|XP_017080229.1|DEUG
OG0000566	LOC115764955|XP_030564136.1|DNOV	LOC108117297|XP_017085145.1|DEUG
OG0000566	LOC115769708|XP_030570497.1|DNOV	LOC108108062|XP_017071427.1|DEUG
OG0000567	LOC115768671|XP_030569213.1|DNOV	LOC108103197|XP_017064074.1|DEUG
OG0000567	LOC115768837|XP_030569394.1|DNOV	LOC108103213|XP_017064097.1|DEUG
OG0000568	LOC115765295|XP_030564647.1|DNOV	LOC108104311|XP_017065784.1|DEUG
OG0000568	LOC115771675|XP_030573349.1|DNOV	LOC108115030|XP_017081764.1|DEUG
OG0000569	LOC115759518|XP_030556323.1|DNOV	LOC108110369|XP_017074911.1|DEUG
OG0000569	LOC115760392|XP_030557552.1|DNOV	LOC108117015|XP_017084672.1|DEUG
OG0000570	LOC115772021|XP_030573814.1|DNOV	LOC108116717|XP_017084227.1|DEUG
OG0000570	LOC115771916|XP_030573667.1|DNOV	LOC108116695|XP_017084198.1|DEUG
OG0000571	LOC115771991|XP_030573773.1|DNOV	LOC108116057|XP_017083247.1|DEUG
OG0000571	LOC115759578|XP_030556406.1|DNOV	LOC108115998|XP_017083159.1|DEUG
OG0000572	LOC115761345|XP_030558946.1|DNOV	LOC108116814|XP_017084352.1|DEUG
OG0000572	LOC115761689|XP_030559407.1|DNOV	LOC108116825|XP_017084364.1|DEUG
OG0000573	LOC115768072|XP_030568394.1|DNOV	LOC108108099|XP_017071489.1|DEUG
OG0000573	LOC115762118|XP_030560082.1|DNOV	LOC108109145|XP_017073037.1|DEUG
OG0000574	LOC115769779|XP_030570608.1|DNOV	LOC108114187|XP_017080485.1|DEUG
OG0000574	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	LOC108117259|XP_017085099.1|DEUG
OG0000575	LOC115770177|XP_030571197.1|DNOV	LOC108108107|XP_017071505.1|DEUG
OG0000575	LOC115770358|XP_030571459.1|DNOV	LOC108108142|XP_017071558.1|DEUG
OG0000576	LOC115761386|XP_030558999.1|DNOV	LOC108116190|XP_017083420.1|DEUG, LOC108116188|XP_017083418.1|DEUG, LOC108116187|XP_017083417.1|DEUG
OG0000577	LOC115760218|XP_030557330.1|DNOV	LOC108107058|XP_017069911.1|DEUG
OG0000577	LOC115765905|XP_030565510.1|DNOV	LOC108107018|XP_017069854.1|DEUG
OG0000578	LOC115758634|XP_030555229.1|DNOV	LOC108110704|XP_017075336.1|DEUG
OG0000578	LOC115757944|XP_030554275.1|DNOV	LOC108113167|XP_017079171.1|DEUG
OG0000579	LOC115764642|XP_030563675.1|DNOV	LOC108116830|XP_017084370.1|DEUG
OG0000579	LOC115767968|XP_030568230.1|DNOV	LOC108114503|XP_017081011.1|DEUG
OG0000580	LOC115766092|XP_030565762.1|DNOV	LOC108116459|XP_017083877.1|DEUG
OG0000580	LOC115766091|XP_030565761.1|DNOV	LOC108116414|XP_017083787.1|DEUG
OG0000581	LOC115763627|XP_030562110.1|DNOV	LOC108110214|XP_017074681.1|DEUG
OG0000581	LOC115765298|XP_030564649.1|DNOV	LOC108102943|XP_017063702.1|DEUG
OG0000582	LOC115770374|XP_030571483.1|DNOV	LOC108116844|XP_017084432.1|DEUG, LOC108114379|XP_017080823.1|DEUG
OG0000582	LOC115757931|XP_030554257.1|DNOV	LOC108109179|XP_017073096.1|DEUG
OG0000583	LOC115762390|XP_030560431.1|DNOV	LOC108109046|XP_017072834.1|DEUG
OG0000583	LOC115761064|XP_030558542.1|DNOV	LOC108109045|XP_017072832.1|DEUG
OG0000584	LOC115763254|XP_030561594.1|DNOV	LOC108110519|XP_017075088.1|DEUG
OG0000584	LOC115763255|XP_030561595.1|DNOV, LOC115763253|XP_030561593.1|DNOV	LOC108110523|XP_017075092.1|DEUG
OG0000586	LOC115764462|XP_030563362.1|DNOV	LOC108113294|XP_017079334.1|DEUG
OG0000586	LOC115764461|XP_030563361.1|DNOV	LOC108104595|XP_017066247.1|DEUG, LOC108112041|XP_017077283.1|DEUG
OG0000589	LOC115767812|XP_030568004.1|DNOV	LOC108116982|XP_017084637.1|DEUG
OG0000590	LOC115761355|XP_030558962.1|DNOV	LOC108115589|XP_017082591.1|DEUG
OG0000590	LOC115768443|XP_030568862.1|DNOV	LOC108110396|XP_017074945.1|DEUG
OG0000592	LOC115761102|XP_030558589.1|DNOV	LOC108113022|XP_017078939.1|DEUG
OG0000592	LOC115758537|XP_030555093.1|DNOV	LOC108106343|XP_017068812.1|DEUG
OG0000593	LOC115758751|XP_030555369.1|DNOV	LOC108115956|XP_017083082.1|DEUG
OG0000593	LOC115757838|XP_030554131.1|DNOV	LOC108104940|XP_017066791.1|DEUG
OG0000594	LOC115763974|XP_030562637.1|DNOV	LOC108116047|XP_017083234.1|DEUG
OG0000594	LOC115763849|XP_030562478.1|DNOV	LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG
OG0000595	LOC115761760|XP_030559527.1|DNOV	LOC108116957|XP_017084601.1|DEUG
OG0000595	LOC115771804|XP_030573535.1|DNOV	LOC108115988|XP_017083137.1|DEUG
OG0000596	LOC115767045|XP_030567036.1|DNOV	LOC108105413|XP_017067450.1|DEUG
OG0000597	LOC115771692|XP_030573368.1|DNOV	LOC108104001|XP_017065280.1|DEUG
OG0000598	LOC115761686|XP_030559401.1|DNOV	LOC108116917|XP_017084545.1|DEUG
OG0000599	LOC115770489|XP_030571631.1|DNOV	LOC108107664|XP_017070741.1|DEUG
OG0000599	LOC115770492|XP_030571639.1|DNOV	LOC108104715|XP_017066425.1|DEUG
OG0000600	LOC115760648|XP_030557971.1|DNOV	LOC108113328|XP_017079374.1|DEUG
OG0000600	LOC115760647|XP_030557969.1|DNOV	LOC108113283|XP_017079321.1|DEUG
OG0000601	LOC115763067|XP_030561352.1|DNOV	LOC108107110|XP_017069988.1|DEUG
OG0000601	LOC115759310|XP_030556076.1|DNOV	LOC108110865|XP_017075601.1|DEUG
OG0000602	LOC115763385|XP_030561785.1|DNOV	LOC108111242|XP_017076134.1|DEUG
OG0000602	LOC115763395|XP_030561798.1|DNOV	LOC108110493|XP_017075061.1|DEUG
OG0000603	LOC115758767|XP_030555389.1|DNOV	LOC108117040|XP_017084699.1|DEUG, LOC108110507|XP_017075076.1|DEUG, LOC108106149|XP_017068538.1|DEUG
OG0000604	LOC115765575|XP_030565084.1|DNOV	LOC108110868|XP_017075604.1|DEUG
OG0000604	LOC115763492|XP_030561943.1|DNOV	LOC108110870|XP_017075605.1|DEUG
OG0000605	LOC115758622|XP_030555215.1|DNOV	LOC108115505|XP_017082486.1|DEUG
OG0000606	LOC115768629|XP_030569153.1|DNOV	LOC108115657|XP_017082705.1|DEUG
OG0000607	LOC115771972|XP_030573752.1|DNOV	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG
OG0000607	LOC115764740|XP_030563816.1|DNOV	LOC108110244|XP_017074720.1|DEUG
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG
OG0000608	LOC115770592|XP_030571782.1|DNOV	LOC108113590|XP_017079726.1|DEUG
OG0000609	LOC115758773|XP_030555398.1|DNOV, LOC115758774|XP_030555400.1|DNOV	LOC108110310|XP_017074809.1|DEUG
OG0000610	LOC115771517|XP_030573112.1|DNOV	LOC108108627|XP_017072216.1|DEUG
OG0000610	LOC115759603|XP_030556437.1|DNOV	LOC108112393|XP_017077723.1|DEUG
OG0000611	LOC115763834|XP_030562457.1|DNOV	LOC108109142|XP_017073029.1|DEUG
OG0000611	LOC115761023|XP_030558497.1|DNOV	LOC108113308|XP_017079349.1|DEUG
OG0000612	LOC115768752|XP_030569303.1|DNOV	LOC108108408|XP_017071949.1|DEUG, LOC108108409|XP_017071950.1|DEUG, LOC108108410|XP_017071952.1|DEUG
OG0000614	LOC115764261|XP_030563041.1|DNOV	LOC108109678|XP_017073757.1|DEUG
OG0000615	LOC115767103|XP_030567110.1|DNOV	LOC108109938|XP_017074228.1|DEUG
OG0000615	LOC115759514|XP_030556318.1|DNOV	LOC108110053|XP_017074421.1|DEUG
OG0000616	LOC115767085|XP_030567092.1|DNOV	LOC108109997|XP_017074322.1|DEUG, LOC108110001|XP_017074327.1|DEUG
OG0000617	LOC115764853|XP_030563982.1|DNOV	LOC108115802|XP_017082876.1|DEUG
OG0000617	LOC115761587|XP_030559238.1|DNOV	LOC108111820|XP_017076917.1|DEUG
OG0000618	LOC115771748|XP_030573454.1|DNOV	LOC108109549|XP_017073608.1|DEUG
OG0000618	LOC115769684|XP_030570462.1|DNOV	LOC108108749|XP_017072394.1|DEUG
OG0000619	LOC115771528|XP_030573129.1|DNOV	LOC108111979|XP_017077181.1|DEUG
OG0000620	LOC115766391|XP_030566163.1|DNOV	LOC108105014|XP_017066902.1|DEUG
OG0000620	LOC115769605|XP_030570356.1|DNOV	LOC108117355|XP_017085222.1|DEUG
OG0000621	LOC115757747|XP_030554001.1|DNOV	LOC108117147|XP_017084894.1|DEUG
OG0000621	LOC115767786|XP_030567974.1|DNOV	LOC108105470|XP_017067558.1|DEUG
OG0000622	LOC115769599|XP_030570348.1|DNOV	LOC108114602|XP_017081151.1|DEUG
OG0000622	LOC115762639|XP_030560802.1|DNOV	LOC108108321|XP_017071838.1|DEUG
OG0000623	LOC115769962|XP_030570868.1|DNOV	LOC108102839|XP_017063521.1|DEUG
OG0000623	LOC115770846|XP_030572146.1|DNOV	LOC108102735|XP_017063372.1|DEUG
OG0000624	LOC115760780|XP_030558130.1|DNOV	LOC108113154|XP_017079152.1|DEUG
OG0000625	LOC115769323|XP_030569919.1|DNOV	LOC108107929|XP_017071244.1|DEUG
OG0000625	LOC115769831|XP_030570665.1|DNOV	LOC108107930|XP_017071248.1|DEUG
OG0000626	LOC115758212|XP_030554623.1|DNOV	LOC108104769|XP_017066494.1|DEUG
OG0000626	LOC115762154|XP_030560126.1|DNOV	LOC108109243|XP_017073209.1|DEUG
OG0000627	LOC115769818|XP_030570646.1|DNOV	LOC108108604|XP_017072192.1|DEUG
OG0000627	LOC115768585|XP_030569091.1|DNOV	LOC108110276|XP_017074751.1|DEUG
OG0000628	LOC115758606|XP_030555193.1|DNOV	LOC108110580|XP_017075165.1|DEUG
OG0000628	LOC115763927|XP_030562578.1|DNOV	LOC108110804|XP_017075523.1|DEUG
OG0000629	LOC115770565|XP_030571737.1|DNOV	LOC108116526|XP_017083953.1|DEUG
OG0000629	LOC115765848|XP_030565434.1|DNOV	LOC108115487|XP_017082461.1|DEUG
OG0000630	LOC115763504|XP_030561961.1|DNOV	LOC108107029|XP_017069866.1|DEUG
OG0000630	LOC115763485|XP_030561930.1|DNOV	LOC108107090|XP_017069956.1|DEUG
OG0000631	LOC115759001|XP_030555665.1|DNOV	LOC108105175|XP_017067115.1|DEUG
OG0000632	LOC115763534|XP_030562009.1|DNOV	LOC108102667|XP_017063296.1|DEUG
OG0000632	LOC115765855|XP_030565444.1|DNOV	LOC108102530|XP_017063056.1|DEUG
OG0000633	LOC115766079|XP_030565747.1|DNOV	LOC108107950|XP_017071271.1|DEUG
OG0000634	LOC115771370|XP_030572917.1|DNOV	LOC108112903|XP_017078749.1|DEUG
OG0000635	LOC115766554|XP_030566392.1|DNOV	LOC108109171|XP_017073084.1|DEUG
OG0000635	LOC115768292|XP_030568696.1|DNOV	LOC108115221|XP_017082066.1|DEUG
OG0000636	LOC115763543|XP_030562019.1|DNOV	LOC108106897|XP_017069635.1|DEUG
OG0000636	LOC115763397|XP_030561800.1|DNOV	LOC108106905|XP_017069643.1|DEUG
OG0000637	LOC115768912|XP_030569501.1|DNOV	LOC108103691|XP_017064769.1|DEUG
OG0000637	LOC115768688|XP_030569234.1|DNOV	LOC108103690|XP_017064768.1|DEUG
OG0000638	LOC115769000|XP_030569570.1|DNOV	LOC108103947|XP_017065200.1|DEUG
OG0000639	LOC115770014|XP_030570925.1|DNOV	LOC108114134|XP_017080399.1|DEUG
OG0000643	LOC115764835|XP_030563944.1|DNOV	LOC108115752|XP_017082810.1|DEUG, LOC108115753|XP_017082811.1|DEUG, LOC108115750|XP_017082809.1|DEUG, LOC108115749|XP_017082808.1|DEUG
OG0000644	LOC115769555|XP_030570268.1|DNOV	LOC108114651|XP_017081212.1|DEUG, LOC108114007|XP_017080242.1|DEUG, LOC108113919|XP_017080114.1|DEUG
OG0000645	LOC115760115|XP_030557169.1|DNOV	LOC108102610|XP_017063203.1|DEUG
OG0000645	LOC115760112|XP_030557165.1|DNOV	LOC108113184|XP_017079200.1|DEUG
OG0000646	LOC115764060|XP_030562767.1|DNOV	LOC108116686|XP_017084188.1|DEUG
OG0000646	LOC115772117|XP_030573950.1|DNOV	LOC108116025|XP_017083201.1|DEUG
OG0000647	LOC115764010|XP_030562694.1|DNOV	LOC108115405|XP_017082332.1|DEUG
OG0000647	LOC115765430|XP_030564835.1|DNOV	LOC108104307|XP_017065774.1|DEUG
OG0000648	LOC115767228|XP_030567285.1|DNOV	LOC108105393|XP_017067425.1|DEUG
OG0000648	LOC115767239|XP_030567300.1|DNOV	LOC108105322|XP_017067304.1|DEUG
OG0000649	LOC115768703|XP_030569252.1|DNOV	LOC108109958|XP_017074262.1|DEUG
OG0000649	LOC115768709|XP_030569257.1|DNOV	LOC108109965|XP_017074270.1|DEUG
OG0000650	LOC115766763|XP_030566617.1|DNOV	LOC108102382|XP_017062809.1|DEUG
OG0000651	LOC115769937|XP_030570839.1|DNOV	LOC108114205|XP_017080513.1|DEUG
OG0000651	LOC115770493|XP_030571642.1|DNOV	LOC108108089|XP_017071469.1|DEUG
OG0000652	LOC115760696|XP_030558021.1|DNOV	LOC108113185|XP_017079201.1|DEUG
OG0000652	LOC115768610|XP_030569125.1|DNOV	LOC108104435|XP_017065982.1|DEUG
OG0000653	LOC115772125|XP_030573962.1|DNOV	LOC108111757|XP_017076803.1|DEUG, LOC108115014|XP_017081744.1|DEUG
OG0000654	LOC115771191|XP_030572645.1|DNOV	LOC108102828|XP_017063506.1|DEUG
OG0000654	LOC115769884|XP_030570749.1|DNOV	LOC108114343|XP_017080764.1|DEUG
OG0000655	LOC115762138|XP_030560109.1|DNOV	LOC108112546|XP_017077971.1|DEUG
OG0000655	LOC115765880|XP_030565480.1|DNOV	LOC108102558|XP_017063118.1|DEUG
OG0000656	LOC115770642|XP_030571853.1|DNOV	LOC108111793|XP_017076871.1|DEUG
OG0000656	LOC115770906|XP_030572206.1|DNOV	LOC108111794|XP_017076872.1|DEUG
OG0000657	LOC115762627|XP_030560789.1|DNOV	LOC108104638|XP_017066303.1|DEUG
OG0000657	LOC115759823|XP_030556774.1|DNOV	LOC108111009|XP_017075810.1|DEUG
OG0000658	LOC115766487|XP_030566309.1|DNOV	LOC108105385|XP_017067418.1|DEUG
OG0000658	LOC115764653|XP_030563695.1|DNOV	LOC108116173|XP_017083402.1|DEUG
OG0000659	LOC115763486|XP_030561931.1|DNOV	LOC108111083|XP_017075907.1|DEUG
OG0000659	LOC115763450|XP_030561879.1|DNOV	LOC108107107|XP_017069985.1|DEUG
OG0000660	LOC115759751|XP_030556653.1|DNOV	LOC108111148|XP_017076005.1|DEUG
OG0000661	LOC115762829|XP_030561055.1|DNOV	LOC108102739|XP_017063377.1|DEUG
OG0000661	LOC115768557|XP_030569026.1|DNOV	LOC108102586|XP_017063176.1|DEUG
OG0000662	LOC115767147|XP_030567176.1|DNOV	LOC108108110|XP_017071509.1|DEUG
OG0000662	LOC115767098|XP_030567106.1|DNOV	LOC108117089|XP_017084776.1|DEUG
OG0000663	LOC115762215|XP_030560208.1|DNOV	LOC108107275|XP_017070205.1|DEUG
OG0000664	LOC115759057|XP_030555742.1|DNOV	LOC108115059|XP_017081794.1|DEUG
OG0000664	LOC115765328|XP_030564690.1|DNOV	LOC108110316|XP_017074818.1|DEUG
OG0000665	LOC115766199|XP_030565909.1|DNOV, LOC115766147|XP_030565843.1|DNOV	LOC108113690|XP_017079855.1|DEUG
OG0000665	LOC115766037|XP_030565667.1|DNOV	LOC108113805|XP_017080003.1|DEUG
OG0000666	LOC115766534|XP_030566361.1|DNOV	LOC108109163|XP_017073075.1|DEUG
OG0000666	LOC115771368|XP_030572912.1|DNOV	LOC108117598|XP_017085603.1|DEUG
OG0000667	LOC115764289|XP_030563081.1|DNOV	LOC108102454|XP_017062949.1|DEUG
OG0000667	LOC115766095|XP_030565764.1|DNOV	LOC108116415|XP_017083789.1|DEUG
OG0000668	LOC115760399|XP_030557560.1|DNOV	LOC108116182|XP_017083415.1|DEUG
OG0000668	LOC115764155|XP_030562891.1|DNOV	LOC108116873|XP_017084453.1|DEUG
OG0000669	LOC115766893|XP_030566825.1|DNOV	LOC108104333|XP_017065809.1|DEUG
OG0000669	LOC115766894|XP_030566826.1|DNOV	LOC108104334|XP_017065810.1|DEUG
OG0000670	LOC115768176|XP_030568538.1|DNOV	LOC108105499|XP_017067607.1|DEUG
OG0000670	LOC115766471|XP_030566275.1|DNOV	LOC108110330|XP_017074850.1|DEUG
OG0000671	LOC115771970|XP_030573742.1|DNOV	LOC108110149|XP_017074553.1|DEUG
OG0000671	LOC115771617|XP_030573255.1|DNOV	LOC108116077|XP_017083284.1|DEUG
OG0000672	LOC115765272|XP_030564622.1|DNOV	LOC108102940|XP_017063698.1|DEUG
OG0000672	LOC115768896|XP_030569471.1|DNOV	LOC108105077|XP_017066990.1|DEUG
OG0000673	LOC115768789|XP_030569346.1|DNOV	LOC108118391|XP_017086556.1|DEUG
OG0000673	LOC115769449|XP_030570122.1|DNOV	LOC108104252|XP_017065690.1|DEUG
OG0000675	LOC115768141|XP_030568496.1|DNOV	LOC108106181|XP_017068592.1|DEUG
OG0000677	LOC115770176|XP_030571196.1|DNOV	LOC108114741|XP_017081345.1|DEUG
OG0000677	LOC115771314|XP_030572829.1|DNOV	LOC108111882|XP_017077001.1|DEUG
OG0000678	LOC115764881|XP_030564019.1|DNOV	LOC108117258|XP_017085098.1|DEUG
OG0000678	LOC115765970|XP_030565583.1|DNOV	LOC108111145|XP_017076003.1|DEUG
OG0000679	LOC115767864|XP_030568082.1|DNOV	LOC108118066|XP_017086098.1|DEUG, LOC108103029|XP_017063844.1|DEUG
OG0000680	LOC115766465|XP_030566261.1|DNOV	LOC108103778|XP_017064897.1|DEUG
OG0000680	LOC115766438|XP_030566225.1|DNOV	LOC108103776|XP_017064893.1|DEUG
OG0000681	LOC115764053|XP_030562760.1|DNOV	LOC108116924|XP_017084553.1|DEUG
OG0000681	LOC115767781|XP_030567970.1|DNOV	LOC108103812|XP_017064987.1|DEUG
OG0000683	LOC115763968|XP_030562627.1|DNOV	LOC108116667|XP_017084152.1|DEUG
OG0000684	LOC115763839|XP_030562459.1|DNOV	LOC108111733|XP_017076776.1|DEUG
OG0000684	LOC115772099|XP_030573921.1|DNOV	LOC108116688|XP_017084190.1|DEUG
OG0000685	LOC115767313|XP_030567413.1|DNOV	LOC108110132|XP_017074527.1|DEUG
OG0000685	LOC115764142|XP_030562875.1|DNOV	LOC108110206|XP_017074671.1|DEUG
OG0000686	LOC115760216|XP_030557331.1|DNOV	LOC108113341|XP_017079391.1|DEUG
OG0000686	LOC115768061|XP_030568363.1|DNOV	LOC108106043|XP_017068384.1|DEUG
OG0000687	LOC115766596|XP_030566443.1|DNOV	LOC108108943|XP_017072687.1|DEUG
OG0000687	LOC115769955|XP_030570860.1|DNOV	LOC108107575|XP_017070625.1|DEUG
OG0000688	LOC115761097|XP_030558580.1|DNOV	LOC108112525|XP_017077938.1|DEUG, LOC108118395|XP_017086560.1|DEUG, LOC108118306|XP_017086405.1|DEUG, LOC108117444|XP_017085353.1|DEUG, LOC108114749|XP_017081350.1|DEUG, LOC108116194|XP_017083427.1|DEUG, LOC108111830|XP_017076926.1|DEUG, LOC108118307|XP_017086406.1|DEUG
OG0000689	LOC115760819|XP_030558197.1|DNOV	LOC108104872|XP_017066687.1|DEUG
OG0000689	LOC115760818|XP_030558195.1|DNOV	LOC108104871|XP_017066686.1|DEUG
OG0000690	LOC115768204|XP_030568576.1|DNOV	LOC108104991|XP_017066856.1|DEUG
OG0000691	LOC115763300|XP_030561651.1|DNOV	LOC108110679|XP_017075292.1|DEUG
OG0000691	LOC115770032|XP_030570954.1|DNOV	LOC108108549|XP_017072116.1|DEUG
OG0000692	LOC115762628|XP_030560790.1|DNOV	LOC108113898|XP_017080093.1|DEUG
OG0000693	LOC115767186|XP_030567237.1|DNOV	LOC108105341|XP_017067326.1|DEUG
OG0000693	LOC115763814|XP_030562426.1|DNOV	LOC108117269|XP_017085113.1|DEUG
OG0000694	LOC115768344|XP_030568767.1|DNOV	LOC108110125|XP_017074520.1|DEUG
OG0000694	LOC115766656|XP_030566480.1|DNOV	LOC108114369|XP_017080808.1|DEUG
OG0000695	LOC115759106|XP_030555805.1|DNOV	LOC108113459|XP_017079529.1|DEUG
OG0000695	LOC115759338|XP_030556117.1|DNOV	LOC108113466|XP_017079536.1|DEUG
OG0000696	LOC115760003|XP_030557021.1|DNOV	LOC108106081|XP_017068428.1|DEUG, LOC108106091|XP_017068439.1|DEUG
OG0000697	LOC115764346|XP_030563164.1|DNOV	LOC108109672|XP_017073744.1|DEUG
OG0000697	LOC115758904|XP_030555561.1|DNOV	LOC108113442|XP_017079501.1|DEUG
OG0000698	LOC115768551|XP_030569021.1|DNOV	LOC108110525|XP_017075095.1|DEUG
OG0000698	LOC115768548|XP_030569018.1|DNOV	LOC108110474|XP_017075031.1|DEUG
OG0000699	LOC115760027|XP_030557049.1|DNOV	LOC108107128|XP_017070011.1|DEUG
OG0000699	LOC115768643|XP_030569175.1|DNOV	LOC108115583|XP_017082584.1|DEUG
OG0000700	LOC115765977|XP_030565595.1|DNOV	LOC108110951|XP_017075735.1|DEUG
OG0000700	LOC115759040|XP_030555722.1|DNOV	LOC108111056|XP_017075873.1|DEUG
OG0000701	LOC115760727|XP_030558061.1|DNOV	LOC108111904|XP_017077031.1|DEUG
OG0000701	LOC115766304|XP_030566041.1|DNOV	LOC108103030|XP_017063845.1|DEUG
OG0000702	LOC115763795|XP_030562386.1|DNOV	LOC108113581|XP_017079713.1|DEUG
OG0000702	LOC115763797|XP_030562393.1|DNOV	LOC108113580|XP_017079690.1|DEUG
OG0000703	LOC115763301|XP_030561652.1|DNOV	LOC108105835|XP_017068071.1|DEUG
OG0000703	LOC115760513|XP_030557734.1|DNOV	LOC108112711|XP_017078423.1|DEUG
OG0000704	LOC115765441|XP_030564867.1|DNOV	LOC108102438|XP_017062914.1|DEUG
OG0000704	LOC115772027|XP_030573817.1|DNOV	LOC108103999|XP_017065278.1|DEUG
OG0000705	LOC115769975|XP_030570893.1|DNOV	LOC108102860|XP_017063551.1|DEUG
OG0000706	LOC115767718|XP_030567883.1|DNOV	LOC108105717|XP_017067920.1|DEUG
OG0000706	LOC115767989|XP_030568250.1|DNOV	LOC108109737|XP_017073876.1|DEUG
OG0000707	LOC115766613|XP_030566464.1|DNOV	LOC108112148|XP_017077385.1|DEUG
OG0000707	LOC115765239|XP_030564556.1|DNOV	LOC108102919|XP_017063660.1|DEUG
OG0000708	LOC115768226|XP_030568613.1|DNOV	LOC108110297|XP_017074788.1|DEUG
OG0000708	LOC115768754|XP_030569301.1|DNOV	LOC108109942|XP_017074233.1|DEUG
OG0000709	LOC115772080|XP_030573893.1|DNOV	LOC108113488|XP_017079563.1|DEUG
OG0000709	LOC115765127|XP_030564382.1|DNOV	LOC108103905|XP_017065142.1|DEUG
OG0000710	LOC115761269|XP_030558842.1|DNOV	LOC108115119|XP_017081859.1|DEUG
OG0000710	LOC115760563|XP_030557829.1|DNOV	LOC108113239|XP_017079272.1|DEUG
OG0000711	LOC115770356|XP_030571454.1|DNOV	LOC108114734|XP_017081333.1|DEUG
OG0000711	LOC115766879|XP_030566804.1|DNOV	LOC108117614|XP_017085632.1|DEUG
OG0000712	LOC115763821|XP_030562431.1|DNOV	LOC108117219|XP_017085034.1|DEUG
OG0000712	LOC115763808|XP_030562412.1|DNOV	LOC108117289|XP_017085133.1|DEUG
OG0000713	LOC115764013|XP_030562700.1|DNOV	LOC108115264|XP_017082110.1|DEUG
OG0000713	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV	LOC108113229|XP_017079255.1|DEUG
OG0000714	LOC115767258|XP_030567334.1|DNOV	LOC108105346|XP_017067341.1|DEUG
OG0000714	LOC115766920|XP_030566864.1|DNOV	LOC108107988|XP_017071325.1|DEUG
OG0000715	LOC115767911|XP_030568145.1|DNOV	LOC108108448|XP_017071991.1|DEUG
OG0000716	LOC115766904|XP_030566842.1|DNOV	LOC108103229|XP_017064118.1|DEUG
OG0000716	LOC115770095|XP_030571064.1|DNOV	LOC108104285|XP_017065744.1|DEUG
OG0000717	LOC115770325|XP_030571422.1|DNOV	LOC108116753|XP_017084260.1|DEUG
OG0000718	LOC115767954|XP_030568199.1|DNOV	LOC108102328|XP_017062609.1|DEUG
OG0000718	LOC115759744|XP_030556642.1|DNOV	LOC108102387|XP_017062818.1|DEUG
OG0000719	LOC115769501|XP_030570181.1|DNOV	LOC108114245|XP_017080623.1|DEUG
OG0000719	LOC115770340|XP_030571437.1|DNOV	LOC108114069|XP_017080312.1|DEUG
OG0000720	LOC115761607|XP_030559269.1|DNOV	LOC108116080|XP_017083287.1|DEUG, LOC108109384|XP_017073372.1|DEUG, LOC108109425|XP_017073424.1|DEUG
OG0000721	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV	LOC108105580|XP_017067709.1|DEUG, LOC108113416|XP_017079459.1|DEUG, LOC108102477|XP_017062979.1|DEUG
OG0000722	LOC115758058|XP_030554432.1|DNOV	LOC108107198|XP_017070104.1|DEUG, LOC108107245|XP_017070151.1|DEUG, LOC108107197|XP_017070103.1|DEUG, LOC108107196|XP_017070102.1|DEUG
OG0000723	LOC115760820|XP_030558199.1|DNOV	LOC108112312|XP_017077627.1|DEUG
OG0000724	LOC115765413|XP_030564817.1|DNOV	LOC108117712|XP_017085756.1|DEUG
OG0000724	LOC115757761|XP_030554032.1|DNOV	LOC108111329|XP_017076238.1|DEUG
OG0000726	LOC115761420|XP_030559040.1|DNOV	LOC108111510|XP_017076514.1|DEUG
OG0000726	LOC115761562|XP_030559207.1|DNOV	LOC108111471|XP_017076431.1|DEUG
OG0000727	LOC115759495|XP_030556294.1|DNOV, LOC115759528|XP_030556337.1|DNOV	LOC108117302|XP_017085151.1|DEUG
OG0000727	LOC115759529|XP_030556339.1|DNOV	LOC108117304|XP_017085152.1|DEUG, LOC108117045|XP_017084705.1|DEUG
OG0000728	LOC115764296|XP_030563089.1|DNOV	LOC108103109|XP_017063965.1|DEUG
OG0000729	LOC115761639|XP_030559332.1|DNOV	LOC108115744|XP_017082803.1|DEUG
OG0000729	LOC115761640|XP_030559334.1|DNOV	LOC108115763|XP_017082820.1|DEUG
OG0000730	LOC115769489|XP_030570171.1|DNOV	LOC108103906|XP_017065144.1|DEUG
OG0000730	LOC115759999|XP_030557016.1|DNOV	LOC108111468|XP_017076432.1|DEUG
OG0000731	LOC115766954|XP_030566901.1|DNOV	LOC108108134|XP_017071544.1|DEUG
