Orthogroup	DNOV.longest_only	DSIM.longest_only
OG0001006	LOC115771542|XP_030573141.1|DNOV	LOC27207437|XP_016034653.1|DSIM, LOC6737722|XP_002084552.1|DSIM
OG0001008	LOC115765122|XP_030564378.1|DNOV	LOC6729919|XP_002105221.1|DSIM, LOC6726116|XP_002107094.1|DSIM
OG0001009	LOC115765712|XP_030565233.1|DNOV	LOC6728799|XP_016035484.1|DSIM, LOC6729717|XP_016036371.1|DSIM
OG0001010	LOC115765542|XP_030565027.1|DNOV	LOC6730408|XP_002077589.2|DSIM
OG0001011	LOC115767852|XP_030568065.1|DNOV	LOC6740113|XP_016039225.2|DSIM
OG0001011	LOC115760236|XP_030557350.1|DNOV	LOC6732633|XP_002079750.1|DSIM
OG0001012	LOC115767772|XP_030567957.1|DNOV, LOC115767752|XP_030567928.1|DNOV	LOC6726044|XP_039153197.1|DSIM, LOC120285330|XP_039153226.1|DSIM
OG0001013	LOC115770296|XP_030571392.1|DNOV	LOC6737736|XP_016031516.1|DSIM
OG0001013	LOC115770074|XP_030571034.1|DNOV	LOC6738808|XP_016032615.1|DSIM
OG0001014	LOC115769330|XP_030569948.1|DNOV	LOC6738738|XP_002085538.1|DSIM
OG0001014	LOC115769336|XP_030569959.1|DNOV	LOC6737768|XP_016031555.1|DSIM
OG0001015	LOC115765392|XP_030564781.1|DNOV	LOC6740055|XP_016038721.1|DSIM
OG0001015	LOC115765303|XP_030564659.1|DNOV	LOC6740057|XP_016038720.1|DSIM
OG0001016	LOC115758921|XP_030555580.1|DNOV, LOC115767291|XP_030567383.1|DNOV	LOC6729629|XP_002104937.1|DSIM, LOC6726263|XP_016039774.2|DSIM
OG0001017	LOC115764481|XP_030563419.1|DNOV	LOC27208376|XP_016028038.1|DSIM
OG0001018	LOC115764663|XP_030563710.1|DNOV	LOC6729299|XP_016035938.1|DSIM
OG0001019	LOC115771891|XP_030573635.1|DNOV	LOC6729814|XP_016036496.1|DSIM
OG0001020	LOC115764381|XP_030563202.1|DNOV	LOC6726527|XP_016040172.1|DSIM
OG0001021	LOC115759299|XP_030556062.1|DNOV	LOC6731254|XP_039149200.1|DSIM
OG0001022	LOC115766271|XP_030565995.1|DNOV	LOC6728676|XP_016035347.1|DSIM, LOC6739835|XP_002076729.1|DSIM
OG0001024	LOC115771783|XP_030573503.1|DNOV	LOC6729805|XP_016036493.1|DSIM
OG0001025	LOC115771104|XP_030572523.1|DNOV	LOC6737785|XP_002084613.1|DSIM
OG0001026	LOC115769629|XP_030570397.1|DNOV, LOC115760702|XP_030558027.1|DNOV	LOC6733466|XP_016026418.1|DSIM
OG0001027	LOC115770134|XP_030571135.1|DNOV	LOC6738605|XP_016032449.1|DSIM
OG0001028	LOC115763130|XP_030561434.1|DNOV	LOC6732408|XP_002079529.1|DSIM
OG0001029	LOC115765907|XP_030565512.1|DNOV	LOC6739377|XP_002076281.2|DSIM
OG0001031	LOC115759029|XP_030555704.1|DNOV	LOC6733122|XP_039154575.1|DSIM
OG0001032	LOC115758458|XP_030554987.1|DNOV	LOC120285686|XP_039154277.1|DSIM, LOC6739262|XP_039154274.1|DSIM
OG0001033	LOC115758269|XP_030554692.1|DNOV	LOC6739164|XP_002085954.2|DSIM
OG0001034	LOC115770297|XP_030571393.1|DNOV	LOC6737979|XP_016031768.1|DSIM
OG0001035	LOC115764280|XP_030563069.1|DNOV	LOC27206759|XP_016040377.1|DSIM
OG0001035	LOC115764347|XP_030563165.1|DNOV	LOC6740335|XP_002077204.1|DSIM
OG0001036	LOC115764406|XP_030563260.1|DNOV	LOC6732487|XP_016025140.1|DSIM
OG0001036	LOC115765752|XP_030565274.1|DNOV	LOC6727620|XP_002102999.2|DSIM
OG0001037	LOC115770422|XP_030571548.1|DNOV, LOC115770423|XP_030571552.1|DNOV	LOC120284754|XP_039149317.1|DSIM
OG0001038	LOC115763813|XP_030562424.1|DNOV	LOC6727376|XP_016033915.1|DSIM
OG0001042	LOC115772074|XP_030573884.1|DNOV	LOC6730281|XP_002105564.1|DSIM
OG0001043	LOC115764278|XP_030563067.1|DNOV	LOC6739856|XP_002076747.1|DSIM
OG0001044	LOC115759661|XP_030556521.1|DNOV	LOC6733419|XP_016026362.1|DSIM
OG0001045	LOC115758514|XP_030555069.1|DNOV	LOC6734564|XP_016027675.1|DSIM
OG0001046	LOC115764786|XP_030563891.1|DNOV	LOC6734962|XP_002081956.1|DSIM, LOC6734963|XP_002081957.1|DSIM
OG0001047	LOC115764540|XP_030563513.1|DNOV, LOC115760435|XP_030557608.1|DNOV, LOC115760469|XP_030557659.1|DNOV, LOC115760436|XP_030557609.1|DNOV	LOC6734326|XP_002081349.1|DSIM
OG0001048	LOC115762327|XP_030560356.1|DNOV	LOC6735629|XP_016028996.1|DSIM
OG0001049	LOC115766976|XP_030566931.1|DNOV	LOC6736798|XP_016030444.1|DSIM
OG0001050	LOC115765802|XP_030565366.1|DNOV	LOC6738355|XP_039149609.1|DSIM
OG0001051	LOC115759360|XP_030556142.1|DNOV	LOC6731674|XP_002078814.1|DSIM
OG0001052	LOC115758575|XP_030555150.1|DNOV	LOC6731493|XP_016024173.1|DSIM
OG0001053	LOC115768388|XP_030568818.1|DNOV	LOC27208251|XP_039153337.1|DSIM
OG0001054	LOC115761206|XP_030558750.1|DNOV	LOC6729162|XP_002104483.1|DSIM
OG0001055	LOC115766081|XP_030565744.1|DNOV, LOC115766080|XP_030565743.1|DNOV	LOC6728486|XP_016035124.1|DSIM, LOC6728485|XP_002103830.2|DSIM
OG0001056	LOC115767764|XP_030567946.1|DNOV	LOC6732650|XP_002079767.1|DSIM, LOC6726096|XP_002107078.1|DSIM
OG0001057	LOC115762992|XP_030561238.1|DNOV	LOC6731624|XP_016024306.1|DSIM
OG0001058	LOC115769086|XP_030569658.1|DNOV	LOC6725785|XP_016039091.1|DSIM
OG0001059	LOC115769107|XP_030569680.1|DNOV	LOC6738752|XP_039150322.1|DSIM
OG0001060	LOC115765707|XP_030565228.1|DNOV	LOC27208184|XP_016034361.1|DSIM
OG0001061	LOC115761695|XP_030559424.1|DNOV	LOC6728688|XP_002104024.2|DSIM, LOC6728687|XP_002104023.1|DSIM
OG0001062	LOC115757693|XP_030553893.1|DNOV	LOC6726893|XP_002102295.1|DSIM
OG0001063	LOC115767378|XP_030567498.1|DNOV	LOC6725811|XP_016039141.1|DSIM
OG0001064	LOC115767336|XP_030567446.1|DNOV	LOC6725776|XP_002106775.1|DSIM
OG0001064	LOC115768815|XP_030569373.1|DNOV	LOC6725380|XP_002106397.2|DSIM
OG0001065	LOC115759430|XP_030556201.1|DNOV	LOC6733789|XP_016026742.1|DSIM
OG0001066	LOC115768995|XP_030569563.1|DNOV	LOC6735222|XP_016028539.1|DSIM, LOC6730803|XP_016023223.1|DSIM, LOC6740243|XP_002077124.2|DSIM
OG0001067	LOC115769272|XP_030569843.1|DNOV	LOC6732479|XP_016025123.2|DSIM
OG0001067	LOC115769274|XP_030569846.1|DNOV	LOC120284194|XP_039148268.1|DSIM
OG0001068	LOC115769458|XP_030570131.1|DNOV	LOC6736877|XP_039149531.1|DSIM
OG0001068	LOC115766059|XP_030565708.1|DNOV	LOC6737747|XP_016031521.1|DSIM
OG0001069	LOC115757916|XP_030554235.1|DNOV, LOC115766548|XP_030566380.1|DNOV	LOC6740128|XP_016039293.1|DSIM, LOC27206823|XP_039152658.1|DSIM, LOC6725922|XP_002106908.2|DSIM, LOC27209295|XP_016029464.1|DSIM
OG0001072	LOC115770131|XP_030571128.1|DNOV	LOC6737720|XP_002084550.1|DSIM
OG0001073	LOC115772095|XP_030573916.1|DNOV	LOC6729781|XP_016036462.2|DSIM
OG0001074	LOC115760974|XP_030558435.1|DNOV	LOC6734291|XP_002081320.1|DSIM
OG0001075	LOC115767123|XP_030567142.1|DNOV	LOC6737269|XP_002084109.2|DSIM
OG0001077	LOC115760378|XP_030557533.1|DNOV	LOC6740359|XP_002077227.1|DSIM
OG0001078	LOC115766335|XP_030566088.1|DNOV	LOC6740205|XP_002077087.1|DSIM
OG0001079	LOC115762600|XP_030560752.1|DNOV	LOC6736750|XP_016030374.1|DSIM
OG0001080	LOC115769697|XP_030570482.1|DNOV	LOC6736301|XP_016029781.1|DSIM
OG0001081	LOC115765474|XP_030564917.1|DNOV, LOC115760540|XP_030557784.1|DNOV	LOC6727409|XP_016033955.1|DSIM
OG0001082	LOC115762508|XP_030560609.1|DNOV	LOC6735429|XP_016028737.1|DSIM
OG0001083	LOC115767161|XP_030567201.1|DNOV	LOC27207993|XP_039149426.1|DSIM, LOC6740665|XP_039153230.1|DSIM
OG0001084	LOC115762073|XP_030560064.1|DNOV	LOC6733257|XP_016026131.1|DSIM
OG0001085	LOC115762175|XP_030560154.1|DNOV	LOC6733171|XP_002080247.2|DSIM
OG0001086	LOC115765200|XP_030564500.1|DNOV	LOC27206474|XP_002104016.2|DSIM, LOC6736000|XP_002082909.1|DSIM
OG0001087	LOC115758845|XP_030555486.1|DNOV	LOC6731965|XP_039154402.1|DSIM, LOC6731967|XP_016024647.1|DSIM
OG0001088	LOC115771025|XP_030572411.1|DNOV	LOC6737360|XP_002084198.1|DSIM
OG0001089	LOC115762595|XP_030560746.1|DNOV	LOC6736761|XP_016030382.1|DSIM
OG0001090	LOC115767120|XP_030567137.1|DNOV	LOC6736673|XP_016030293.1|DSIM
OG0001092	LOC115759208|XP_030555959.1|DNOV	LOC6732393|XP_002079514.2|DSIM
OG0001093	LOC115769250|XP_030569822.1|DNOV	LOC6732318|XP_016024981.1|DSIM
OG0001094	LOC115769183|XP_030569747.1|DNOV	LOC6732310|XP_039154418.1|DSIM
OG0001095	LOC115769710|XP_030570500.1|DNOV	LOC6735239|XP_039148110.1|DSIM
OG0001096	LOC115758494|XP_030555036.1|DNOV	LOC6732711|XP_002079825.1|DSIM
OG0001097	LOC115760143|XP_030557208.1|DNOV	LOC27208727|XP_039148767.1|DSIM, LOC27207459|XP_016022729.2|DSIM
OG0001098	LOC115765939|XP_030565548.1|DNOV	LOC6737698|XP_016031469.1|DSIM
OG0001099	LOC115767074|XP_030567078.1|DNOV, LOC115770646|XP_030571871.1|DNOV	LOC6738954|XP_002085749.1|DSIM
OG0001100	LOC115772076|XP_030573887.1|DNOV	LOC6740369|XP_016025924.1|DSIM
OG0001101	LOC115758056|XP_030554430.1|DNOV	LOC6734863|XP_039148206.1|DSIM
OG0001102	LOC115768780|XP_030569338.1|DNOV	LOC6738031|XP_016031844.2|DSIM
OG0001103	LOC115771905|XP_030573655.1|DNOV	LOC6727807|XP_016034395.1|DSIM
OG0001104	LOC115757934|XP_030554263.1|DNOV, LOC115757947|XP_030554279.1|DNOV	LOC6734127|XP_016027140.1|DSIM
OG0001105	LOC115768318|XP_030568727.1|DNOV	LOC6739406|XP_002076308.1|DSIM
OG0001106	LOC115767955|XP_030568200.1|DNOV	LOC6724686|XP_039152089.1|DSIM
OG0001108	LOC115770870|XP_030572166.1|DNOV	LOC6729408|XP_002104723.1|DSIM, LOC6729402|XP_039151505.1|DSIM
OG0001109	LOC115763249|XP_030561589.1|DNOV	LOC6734473|XP_016027598.1|DSIM
OG0001110	LOC115771474|XP_030573056.1|DNOV	LOC27206205|XP_016032938.1|DSIM
OG0001111	LOC115760293|XP_030557439.1|DNOV	LOC6735769|XP_002082682.1|DSIM, LOC6735768|XP_016029142.1|DSIM, LOC27207769|XP_039148848.1|DSIM
OG0001112	LOC115766553|XP_030566389.1|DNOV	LOC6735839|XP_016029210.1|DSIM
OG0001113	LOC115769241|XP_030569815.1|DNOV	LOC27208806|XP_016025121.1|DSIM
OG0001113	LOC115769273|XP_030569844.1|DNOV	LOC6732480|XP_016025124.1|DSIM
OG0001114	LOC115760170|XP_030557250.1|DNOV, LOC115759908|XP_030556893.1|DNOV, LOC115760242|XP_030557357.1|DNOV, LOC115760207|XP_030557301.1|DNOV	LOC6731894|XP_002079029.1|DSIM, LOC6731893|XP_016024562.1|DSIM
OG0001115	LOC115765995|XP_030565622.1|DNOV	LOC27207741|XP_016025430.1|DSIM, LOC6732696|XP_016025432.1|DSIM, LOC6732695|XP_016025431.1|DSIM
OG0001116	LOC115763648|XP_030562173.1|DNOV	LOC27206624|XP_016026875.1|DSIM
OG0001116	LOC115763643|XP_030562142.1|DNOV	LOC6733851|XP_016026874.2|DSIM
OG0001117	LOC115758941|XP_030555601.1|DNOV, LOC115758937|XP_030555598.1|DNOV, LOC115758897|XP_030555553.1|DNOV, LOC115759341|XP_030556120.1|DNOV	LOC27206422|XP_016032370.1|DSIM, LOC6738527|XP_002085333.1|DSIM
OG0001118	LOC115768654|XP_030569191.1|DNOV	LOC6726087|XP_002107069.1|DSIM, LOC6726036|XP_016039415.1|DSIM
OG0001119	LOC115761986|XP_030559893.1|DNOV	LOC27208688|XP_039154232.1|DSIM
OG0001120	LOC115768648|XP_030569179.1|DNOV	LOC6729186|XP_002104507.1|DSIM
OG0001122	LOC115762938|XP_030561178.1|DNOV	LOC27209387|XP_016029772.1|DSIM
OG0001124	LOC115764874|XP_030564013.1|DNOV	LOC6727766|XP_039151619.1|DSIM, LOC6727768|XP_002103130.1|DSIM
OG0001125	LOC115772072|XP_030573883.1|DNOV	LOC6727337|XP_016033872.1|DSIM
OG0001126	LOC115769924|XP_030570809.1|DNOV	LOC6736903|XP_039149784.1|DSIM
OG0001127	LOC115768669|XP_030569214.1|DNOV	LOC6737746|XP_002084574.2|DSIM
OG0001128	LOC115759754|XP_030556661.1|DNOV	LOC6735029|XP_016028307.1|DSIM
OG0001129	LOC115758425|XP_030554936.1|DNOV	LOC6731132|XP_016023686.1|DSIM
OG0001130	LOC115759812|XP_030556764.1|DNOV	LOC6731700|XP_002078836.2|DSIM
OG0001131	LOC115766715|XP_030566499.1|DNOV	LOC6724718|XP_039152032.1|DSIM
OG0001133	LOC115763282|XP_030561627.1|DNOV	LOC6732915|XP_039154556.1|DSIM
OG0001134	LOC115767453|XP_030567613.1|DNOV	LOC6735296|XP_016028651.1|DSIM
OG0001135	LOC115761215|XP_030558765.1|DNOV	LOC6728151|XP_016034762.1|DSIM
OG0001136	LOC115763872|XP_030562510.1|DNOV	LOC6728830|XP_039151271.1|DSIM
OG0001137	LOC115757765|XP_030554049.1|DNOV	LOC6728948|XP_016035629.1|DSIM
OG0001138	LOC115769698|XP_030570483.1|DNOV	LOC6736299|XP_016029780.1|DSIM
OG0001139	LOC115767561|XP_030567706.1|DNOV	LOC6737896|XP_016031677.1|DSIM
OG0001141	LOC115771679|XP_030573354.1|DNOV, LOC115771680|XP_030573356.1|DNOV	LOC6727278|XP_002102667.2|DSIM
OG0001142	LOC115771684|XP_030573361.1|DNOV	LOC6727310|XP_039151394.1|DSIM
OG0001143	LOC115763324|XP_030561684.1|DNOV	LOC6732347|XP_016024999.1|DSIM
OG0001144	LOC115766621|XP_030566472.1|DNOV	LOC6727175|XP_002102567.1|DSIM, LOC6734803|XP_002081806.2|DSIM
OG0001145	LOC115758303|XP_030554731.1|DNOV	LOC6733742|XP_002080788.1|DSIM, LOC6733743|XP_002080789.1|DSIM
OG0001146	LOC115768161|XP_030568517.1|DNOV	LOC6732209|XP_016024885.1|DSIM, LOC6725412|XP_002106428.1|DSIM
OG0001147	LOC115761153|XP_030558684.1|DNOV	LOC6740432|XP_016025945.1|DSIM, LOC120285615|XP_039154181.1|DSIM, LOC120284728|XP_039149165.1|DSIM, LOC120284727|XP_039149164.1|DSIM, LOC6738524|XP_039149163.1|DSIM
OG0001148	LOC115760026|XP_030557048.1|DNOV	LOC6730897|XP_002078061.2|DSIM
OG0001149	LOC115771038|XP_030572434.1|DNOV	LOC6738934|XP_039149250.1|DSIM, LOC6737149|XP_016030789.1|DSIM
OG0001150	LOC115771522|XP_030573153.1|DNOV, LOC115771435|XP_030573042.1|DNOV	LOC6735741|XP_002082654.1|DSIM
OG0001151	LOC115759485|XP_030556281.1|DNOV	LOC6727440|XP_002102821.1|DSIM, LOC6727439|XP_016034014.1|DSIM
OG0001152	LOC115764054|XP_030562761.1|DNOV	LOC6726928|XP_002102330.2|DSIM, LOC6735330|XP_002082279.1|DSIM, LOC6731728|XP_016024400.1|DSIM
OG0001153	LOC115757884|XP_030554188.1|DNOV	LOC6735951|XP_016029304.1|DSIM
OG0001154	LOC115763401|XP_030561806.1|DNOV	LOC6731720|XP_016024395.1|DSIM
OG0001155	LOC115767609|XP_030567767.1|DNOV	LOC6725294|XP_016038331.1|DSIM
OG0001157	LOC115761253|XP_030558825.1|DNOV	LOC6728249|XP_016034890.1|DSIM
OG0001158	LOC115765967|XP_030565580.1|DNOV	LOC6731082|XP_039154375.1|DSIM
OG0001159	LOC115763992|XP_030562668.1|DNOV	LOC6730048|XP_039150464.1|DSIM
OG0001160	LOC115764120|XP_030562849.1|DNOV	LOC6727156|XP_002102549.1|DSIM
OG0001161	LOC115761214|XP_030558764.1|DNOV	LOC6728154|XP_039151466.1|DSIM
OG0001162	LOC115766070|XP_030565733.1|DNOV	LOC6728777|XP_016035455.1|DSIM
OG0001163	LOC115761761|XP_030559528.1|DNOV	LOC6728195|XP_016034832.1|DSIM
OG0001164	LOC115761792|XP_030559593.1|DNOV	LOC6729049|XP_002104370.1|DSIM
OG0001165	LOC115761062|XP_030558540.1|DNOV	LOC6735864|XP_002082774.1|DSIM
OG0001166	LOC115768082|XP_030568409.1|DNOV	LOC6736492|XP_039149651.1|DSIM
OG0001167	LOC115764150|XP_030562889.1|DNOV	LOC6733839|XP_016026857.1|DSIM
OG0001168	LOC115760830|XP_030558216.1|DNOV	LOC6735066|XP_002082043.2|DSIM
OG0001169	LOC115767315|XP_030567415.1|DNOV	LOC6726252|XP_016039762.1|DSIM
OG0001170	LOC115772058|XP_030573862.1|DNOV	LOC6729218|XP_002104539.1|DSIM
OG0001171	LOC115771272|XP_030572748.1|DNOV	LOC6737337|XP_016031067.1|DSIM
OG0001172	LOC115762387|XP_030560427.1|DNOV	LOC6735589|XP_002082509.1|DSIM
OG0001173	LOC115766061|XP_030565718.1|DNOV	LOC6730359|XP_002105641.1|DSIM
OG0001174	LOC115769582|XP_030570318.1|DNOV	LOC6737001|XP_016030627.1|DSIM, LOC27208657|XP_016030626.1|DSIM
OG0001175	LOC115757804|XP_030554086.1|DNOV	LOC6734964|XP_002081958.2|DSIM
OG0001176	LOC115760969|XP_030558430.1|DNOV	LOC6734462|XP_016027584.1|DSIM
OG0001177	LOC115765481|XP_030564927.1|DNOV	LOC6732609|XP_016025315.1|DSIM
OG0001178	LOC115762227|XP_030560222.1|DNOV	LOC6735451|XP_016028757.2|DSIM
OG0001179	LOC115759163|XP_030555896.1|DNOV	LOC6734007|XP_016027035.1|DSIM
OG0001180	LOC115766808|XP_030566692.1|DNOV	LOC6740647|XP_016037220.1|DSIM
OG0001181	LOC115770240|XP_030571304.1|DNOV	LOC6738122|XP_016031959.1|DSIM
OG0001182	LOC115761292|XP_030558879.1|DNOV	LOC6729238|XP_016035890.1|DSIM
OG0001183	LOC115768233|XP_030568619.1|DNOV, LOC115771486|XP_030573071.1|DNOV	LOC6728503|XP_039151214.1|DSIM
OG0001184	LOC115765731|XP_030565254.1|DNOV	LOC6727621|XP_016034214.2|DSIM
OG0001185	LOC115766136|XP_030565824.1|DNOV	LOC6727992|XP_039150991.1|DSIM
OG0001186	LOC115769395|XP_030570452.1|DNOV	LOC6727140|XP_016033621.1|DSIM
OG0001187	LOC115763537|XP_030562016.1|DNOV	LOC6734533|XP_016027649.1|DSIM
OG0001188	LOC115764542|XP_030563514.1|DNOV	LOC6734199|XP_016027231.1|DSIM
OG0001189	LOC115757998|XP_030554351.1|DNOV	LOC6735796|XP_016029183.1|DSIM
OG0001190	LOC115767586|XP_030567732.1|DNOV	LOC6740289|XP_016026105.1|DSIM
OG0001191	LOC115763226|XP_030561560.1|DNOV	LOC6731612|XP_016024291.1|DSIM
OG0001192	LOC115759704|XP_030556565.1|DNOV	LOC6731273|XP_039147079.1|DSIM
OG0001193	LOC115757699|XP_030553903.1|DNOV	LOC6727284|XP_002102673.1|DSIM
OG0001194	LOC115768177|XP_030568543.1|DNOV	LOC6724773|XP_016037532.1|DSIM, LOC6724771|XP_002105814.1|DSIM
OG0001195	LOC115757928|XP_030554254.1|DNOV	LOC6739334|XP_002076241.1|DSIM
OG0001196	LOC115765676|XP_030565196.1|DNOV, LOC115767819|XP_030568015.1|DNOV	LOC27206767|XP_016037918.1|DSIM, LOC6731265|XP_002078423.1|DSIM
OG0001197	LOC115767926|XP_030568156.1|DNOV	LOC6729846|XP_002105149.1|DSIM, LOC6729143|XP_002104464.1|DSIM
OG0001198	LOC115761491|XP_030559117.1|DNOV	LOC6729030|XP_002104351.1|DSIM, LOC6729031|XP_002104352.1|DSIM
OG0001200	LOC115767622|XP_030567783.1|DNOV	LOC6732581|XP_016025265.1|DSIM
OG0001201	LOC115770883|XP_030572178.1|DNOV	LOC6729611|XP_002104919.1|DSIM
OG0001203	LOC115766779|XP_030566649.1|DNOV	LOC6724734|XP_016037398.1|DSIM
OG0001204	LOC115769229|XP_030569801.1|DNOV	LOC6732263|XP_016024933.1|DSIM
OG0001205	LOC115759417|XP_030556172.1|DNOV	LOC6726825|XP_002102232.2|DSIM
OG0001206	LOC115771920|XP_030573673.1|DNOV	LOC6727335|XP_016033865.1|DSIM
OG0001207	LOC115758378|XP_030554839.1|DNOV, LOC115765399|XP_030564791.1|DNOV	LOC27206892|XP_016038534.2|DSIM
OG0001208	LOC115765288|XP_030564638.1|DNOV	LOC6725575|XP_039153422.1|DSIM
OG0001209	LOC115761477|XP_030559104.1|DNOV	LOC6728307|XP_016034940.1|DSIM
OG0001210	LOC115766340|XP_030566092.1|DNOV	LOC6725952|XP_016039304.1|DSIM
OG0001212	LOC115764301|XP_030563095.1|DNOV	LOC6725889|XP_002106884.1|DSIM
OG0001213	LOC115767938|XP_030568170.1|DNOV	LOC6727653|XP_002103030.1|DSIM
OG0001214	LOC115761461|XP_030559088.1|DNOV	LOC6729145|XP_016035792.1|DSIM
OG0001215	LOC115771893|XP_030573637.1|DNOV	LOC6726895|XP_016033405.1|DSIM
OG0001216	LOC115771890|XP_030573634.1|DNOV	LOC6728067|XP_039151491.1|DSIM
OG0001217	LOC115759344|XP_030556123.1|DNOV	LOC6733132|XP_016025841.1|DSIM
OG0001218	LOC115771896|XP_030573640.1|DNOV, LOC115771895|XP_030573639.1|DNOV	LOC6729219|XP_002104540.1|DSIM
OG0001220	LOC115762211|XP_030560198.1|DNOV	LOC27206322|XP_016026252.1|DSIM
OG0001221	LOC115762222|XP_030560216.1|DNOV	LOC6735423|XP_002082365.1|DSIM
OG0001222	LOC115764755|XP_030563842.1|DNOV	LOC6729987|XP_016036754.1|DSIM
OG0001223	LOC115757839|XP_030554135.1|DNOV, LOC115760377|XP_030557534.1|DNOV	LOC6725078|XP_016025996.1|DSIM
OG0001224	LOC115764480|XP_030563417.1|DNOV	LOC6734814|XP_016028042.1|DSIM
OG0001225	LOC115762503|XP_030560603.1|DNOV	LOC6733377|XP_039147411.1|DSIM
OG0001226	LOC115762080|XP_030560032.1|DNOV	LOC6733980|XP_016027013.1|DSIM
OG0001227	LOC115759978|XP_030556991.1|DNOV	LOC6731358|XP_016023949.1|DSIM
OG0001228	LOC115768304|XP_030568708.1|DNOV	LOC6726066|XP_002107048.1|DSIM
OG0001229	LOC115762984|XP_030561230.1|DNOV	LOC6739559|XP_039147332.1|DSIM
OG0001230	LOC115762393|XP_030560433.1|DNOV	LOC6734755|XP_039148129.1|DSIM
OG0001231	LOC115758835|XP_030555476.1|DNOV	LOC6733129|XP_016025845.1|DSIM
OG0001232	LOC115759251|XP_030556012.1|DNOV, LOC115758716|XP_030555329.1|DNOV	LOC6731423|XP_002078575.1|DSIM
OG0001234	LOC115763473|XP_030561921.1|DNOV, LOC115760756|XP_030558094.1|DNOV	LOC6740783|XP_016027889.1|DSIM
OG0001235	LOC115765844|XP_030565430.1|DNOV	LOC6730471|XP_016022931.1|DSIM
OG0001236	LOC115770526|XP_030571685.1|DNOV	LOC6738829|XP_002085629.1|DSIM
OG0001237	LOC115763868|XP_030562506.1|DNOV	LOC6727401|XP_016033949.1|DSIM
OG0001238	LOC115765787|XP_030565327.1|DNOV	LOC6729709|XP_016036366.1|DSIM
OG0001239	LOC115761708|XP_030559440.1|DNOV	LOC6728315|XP_016034949.1|DSIM
OG0001240	LOC115765604|XP_030565116.1|DNOV	LOC6729724|XP_016036379.1|DSIM
OG0001241	LOC115760683|XP_030558009.1|DNOV	LOC27206163|XP_016027150.1|DSIM
OG0001242	LOC115768174|XP_030568536.1|DNOV	LOC6726523|XP_016040164.1|DSIM
OG0001243	LOC115771397|XP_030572942.1|DNOV	LOC6738712|XP_016032528.1|DSIM
OG0001244	LOC115757741|XP_030553986.1|DNOV	LOC6728074|XP_016034691.1|DSIM
OG0001245	LOC115771657|XP_030573327.1|DNOV	LOC6727352|XP_016033883.1|DSIM
OG0001246	LOC115758017|XP_030554381.1|DNOV	LOC6739504|XP_016029342.1|DSIM
OG0001247	LOC115758671|XP_030555276.1|DNOV	LOC27207504|XP_039148762.1|DSIM
OG0001248	LOC115770980|XP_030572310.1|DNOV	LOC6737358|XP_002084196.1|DSIM
OG0001249	LOC115766826|XP_030566721.1|DNOV	LOC27208032|XP_016038236.1|DSIM
OG0001252	LOC115757709|XP_030553927.1|DNOV	LOC6729970|XP_002105264.2|DSIM, LOC6729971|XP_016036734.1|DSIM
OG0001253	LOC115757895|XP_030554200.1|DNOV	LOC120285369|XP_039153801.1|DSIM, LOC120285367|XP_039153798.1|DSIM, LOC6726581|XP_016022680.2|DSIM, LOC120285370|XP_039153812.1|DSIM, LOC6734123|XP_016027139.1|DSIM
OG0001254	LOC115762328|XP_030560354.1|DNOV	LOC6735432|XP_002082372.1|DSIM
OG0001255	LOC115761910|XP_030559791.1|DNOV	LOC6733370|XP_002080427.1|DSIM
OG0001256	LOC115769373|XP_030570018.1|DNOV	LOC6739608|XP_002076504.2|DSIM
OG0001257	LOC115766762|XP_030566604.1|DNOV	LOC6724731|XP_016037370.1|DSIM
OG0001258	LOC115759453|XP_030556245.1|DNOV	LOC6739697|XP_002076591.1|DSIM
OG0001259	LOC115768477|XP_030568912.1|DNOV, LOC115768485|XP_030568928.1|DNOV	LOC27207032|XP_016037885.1|DSIM
OG0001260	LOC115761730|XP_030559474.1|DNOV	LOC6728678|XP_002104017.1|DSIM
OG0001261	LOC115766318|XP_030566068.1|DNOV	LOC6726560|XP_016040224.1|DSIM
OG0001262	LOC115766141|XP_030565838.1|DNOV	LOC6737626|XP_016031396.1|DSIM
OG0001263	LOC115771939|XP_030573698.1|DNOV	LOC6729488|XP_002104798.1|DSIM
OG0001264	LOC115759972|XP_030556983.1|DNOV	LOC6730913|XP_016023348.1|DSIM
OG0001265	LOC115765093|XP_030564337.1|DNOV	LOC6724886|XP_039152688.1|DSIM
OG0001266	LOC115762396|XP_030560442.1|DNOV	LOC6735703|XP_016029075.1|DSIM
OG0001267	LOC115761733|XP_030559478.1|DNOV	LOC6729063|XP_016035714.1|DSIM
OG0001268	LOC115761410|XP_030559030.1|DNOV	LOC6727557|XP_002102936.1|DSIM
OG0001269	LOC115758187|XP_030554588.1|DNOV	LOC6734032|XP_016027050.1|DSIM
OG0001270	LOC115767939|XP_030568171.1|DNOV	LOC6726832|XP_016033340.1|DSIM
OG0001271	LOC115771020|XP_030572405.1|DNOV	LOC6733817|XP_002080861.1|DSIM
OG0001272	LOC115769902|XP_030570783.1|DNOV	LOC6736437|XP_016029946.1|DSIM
OG0001273	LOC115772111|XP_030573938.1|DNOV	LOC6727700|XP_016034272.1|DSIM
