Orthogroup	DNOV.longest_only	DBIA.longest_only
OG0001272	LOC115769902|XP_030570783.1|DNOV	LOC108035327|XP_016966390.1|DBIA
OG0001273	LOC115772111|XP_030573938.1|DNOV	LOC108024444|XP_016949850.1|DBIA
OG0001274	LOC115769234|XP_030569811.1|DNOV	LOC108028472|XP_016955823.1|DBIA
OG0001275	LOC115765114|XP_030564363.1|DNOV	LOC108025826|XP_016951968.1|DBIA
OG0001276	LOC115769362|XP_030570005.1|DNOV	LOC108035463|XP_016966598.1|DBIA
OG0001278	LOC115769607|XP_030570360.1|DNOV	LOC108034932|XP_016965679.1|DBIA
OG0001279	LOC115769614|XP_030570372.1|DNOV	LOC108028182|XP_016955335.1|DBIA
OG0001280	LOC115762550|XP_030560684.1|DNOV	LOC108029516|XP_016957307.1|DBIA
OG0001281	LOC115767662|XP_030567810.1|DNOV	LOC108035485|XP_016966625.1|DBIA
OG0001282	LOC115763387|XP_030561787.1|DNOV	LOC108027763|XP_016954810.1|DBIA
OG0001283	LOC115761144|XP_030558672.1|DNOV	LOC108036218|XP_016967699.1|DBIA
OG0001285	LOC115769726|XP_030570517.1|DNOV	LOC108030815|XP_016959408.1|DBIA
OG0001286	LOC115759084|XP_030555776.1|DNOV	LOC108034295|XP_016964646.1|DBIA
OG0001287	LOC115770652|XP_030571875.1|DNOV	LOC108032255|XP_016961608.1|DBIA
OG0001288	LOC115765930|XP_030565535.1|DNOV	LOC108029194|XP_016956859.1|DBIA
OG0001289	LOC115758419|XP_030554927.1|DNOV	LOC108033279|XP_016963034.1|DBIA
OG0001290	LOC115759274|XP_030556036.1|DNOV	LOC108028949|XP_016956458.1|DBIA
OG0001291	LOC115764819|XP_030563932.1|DNOV	LOC108026738|XP_016953347.1|DBIA
OG0001292	LOC115766623|XP_030566475.1|DNOV	LOC108036368|XP_016967939.1|DBIA
OG0001293	LOC115768389|XP_030568819.1|DNOV	LOC108021971|XP_016946297.1|DBIA
OG0001294	LOC115761699|XP_030559430.1|DNOV	LOC108024763|XP_016950365.1|DBIA
OG0001295	LOC115767220|XP_030567277.1|DNOV	LOC108033190|XP_016962921.1|DBIA
OG0001296	LOC115770282|XP_030571372.1|DNOV	LOC108030486|XP_016958856.1|DBIA
OG0001297	LOC115761992|XP_030559918.1|DNOV	LOC108031742|XP_016960926.1|DBIA
OG0001298	LOC115764080|XP_030562788.1|DNOV	LOC108027437|XP_016954374.1|DBIA
OG0001299	LOC115766956|XP_030566904.1|DNOV	LOC108035390|XP_016966491.1|DBIA
OG0001300	LOC115766022|XP_030565653.1|DNOV, LOC115770943|XP_030572294.1|DNOV	LOC108024842|XP_016950469.1|DBIA
OG0001301	LOC115759699|XP_030556558.1|DNOV	LOC108033378|XP_016963187.1|DBIA
OG0001302	LOC115766617|XP_030566468.1|DNOV, LOC115766618|XP_030566469.1|DNOV	LOC108029755|XP_016957741.1|DBIA
OG0001303	LOC115764977|XP_030564164.1|DNOV	LOC108025344|XP_016951277.1|DBIA
OG0001304	LOC115758237|XP_030554650.1|DNOV	LOC108030192|XP_016958433.1|DBIA
OG0001305	LOC115757850|XP_030554144.1|DNOV, LOC115758007|XP_030554364.1|DNOV, LOC115767941|XP_030568175.1|DNOV	LOC108027314|XP_016954198.1|DBIA
OG0001306	LOC115765630|XP_030565141.1|DNOV	LOC108025565|XP_016951585.1|DBIA
OG0001307	LOC115769322|XP_030569916.1|DNOV	LOC108028380|XP_016955665.1|DBIA
OG0001308	LOC115768039|XP_030568322.1|DNOV	LOC108023519|XP_016948555.1|DBIA
OG0001309	LOC115770739|XP_030572001.1|DNOV	LOC108024074|XP_016949338.1|DBIA
OG0001310	LOC115766430|XP_030566217.1|DNOV	LOC108024761|XP_016950358.1|DBIA
OG0001312	LOC115771113|XP_030572537.1|DNOV	LOC108028630|XP_016956040.1|DBIA
OG0001313	LOC115762426|XP_030560485.1|DNOV	LOC108022998|XP_016947718.1|DBIA
OG0001314	LOC115769230|XP_030569802.1|DNOV	LOC108032664|XP_016962113.1|DBIA
OG0001315	LOC115765406|XP_030564805.1|DNOV	LOC108023281|XP_016948062.1|DBIA
OG0001316	LOC115760849|XP_030558261.1|DNOV	LOC108030229|XP_016958508.1|DBIA, LOC108030467|XP_016958853.1|DBIA
OG0001317	LOC115763038|XP_030561313.1|DNOV	LOC108029209|XP_016956878.1|DBIA
OG0001318	LOC115762274|XP_030560297.1|DNOV	LOC108027762|XP_016954809.1|DBIA
OG0001319	LOC115769239|XP_030569814.1|DNOV	LOC108033356|XP_016963156.1|DBIA, LOC108033334|XP_016963108.1|DBIA
OG0001320	LOC115757961|XP_030554296.1|DNOV	LOC108022094|XP_016946427.1|DBIA
OG0001321	LOC115762837|XP_030561069.1|DNOV	LOC108029864|XP_016957842.1|DBIA, LOC108029910|XP_016957891.1|DBIA
OG0001323	LOC115758795|XP_030555428.1|DNOV, LOC115758916|XP_030555573.1|DNOV	LOC108029026|XP_016956563.1|DBIA
OG0001324	LOC115765546|XP_030565036.1|DNOV	LOC108033455|XP_016963281.1|DBIA
OG0001325	LOC115766239|XP_030565961.1|DNOV, LOC115766107|XP_030565788.1|DNOV	LOC108031081|XP_016959776.1|DBIA, LOC108031133|XP_016959835.1|DBIA
OG0001326	LOC115761781|XP_030559573.1|DNOV	LOC108025465|XP_016951456.1|DBIA
OG0001328	LOC115768658|XP_030569198.1|DNOV	LOC108025909|XP_016952082.1|DBIA
OG0001329	LOC115765389|XP_030564774.1|DNOV	LOC108036877|XP_016968742.1|DBIA, LOC108024037|XP_016949300.1|DBIA
OG0001330	LOC115770903|XP_030572198.1|DNOV, LOC115765182|XP_030564466.1|DNOV	LOC108023908|XP_016949082.1|DBIA
OG0001331	LOC115768445|XP_030568864.1|DNOV	LOC108023215|XP_016947974.1|DBIA
OG0001332	LOC115766450|XP_030566242.1|DNOV	LOC108033169|XP_016962891.1|DBIA
OG0001333	LOC115768960|XP_030569543.1|DNOV	LOC108035042|XP_016965903.1|DBIA
OG0001334	LOC115759550|XP_030556368.1|DNOV	LOC108025452|XP_016951441.1|DBIA
OG0001335	LOC115761923|XP_030559801.1|DNOV	LOC108031918|XP_016961179.1|DBIA
OG0001336	LOC115769871|XP_030570736.1|DNOV	LOC108034397|XP_016964767.1|DBIA
OG0001337	LOC115765231|XP_030564536.1|DNOV	LOC108033081|XP_016962740.1|DBIA
OG0001338	LOC115757941|XP_030554272.1|DNOV	LOC108022971|XP_016947685.1|DBIA
OG0001339	LOC115762149|XP_030560121.1|DNOV	LOC108022704|XP_016947267.1|DBIA
OG0001340	LOC115771418|XP_030572980.1|DNOV	LOC108036873|XP_016968739.1|DBIA
OG0001341	LOC115761963|XP_030559864.1|DNOV	LOC108031650|XP_016960769.1|DBIA
OG0001342	LOC115759459|XP_030556251.1|DNOV	LOC108025406|XP_016951373.1|DBIA
OG0001343	LOC115764192|XP_030562939.1|DNOV	LOC108027128|XP_016953836.1|DBIA
OG0001344	LOC115764940|XP_030564117.1|DNOV	LOC108025403|XP_016951368.1|DBIA
OG0001345	LOC115761227|XP_030558776.1|DNOV	LOC108032178|XP_016961522.1|DBIA
OG0001346	LOC115759524|XP_030556333.1|DNOV	LOC108032145|XP_016961475.1|DBIA
OG0001347	LOC115767806|XP_030567999.1|DNOV	LOC108028892|XP_016956402.1|DBIA
OG0001348	LOC115765378|XP_030564762.1|DNOV	LOC108033074|XP_016962732.1|DBIA
OG0001349	LOC115762700|XP_030560884.1|DNOV, LOC115767148|XP_030567177.1|DNOV, LOC115767160|XP_030567197.1|DNOV	LOC108035499|XP_016966642.1|DBIA
OG0001350	LOC115765998|XP_030565629.1|DNOV	LOC108028082|XP_016955213.1|DBIA
OG0001351	LOC115760837|XP_030558239.1|DNOV	LOC108036383|XP_016967976.1|DBIA, LOC108036382|XP_016967974.1|DBIA
OG0001352	LOC115762213|XP_030560204.1|DNOV	LOC108024268|XP_016949643.1|DBIA
OG0001353	LOC115770065|XP_030571025.1|DNOV	LOC108030668|XP_016959184.1|DBIA
OG0001354	LOC115761084|XP_030558567.1|DNOV	LOC108022880|XP_016947563.1|DBIA
OG0001355	LOC115762375|XP_030560415.1|DNOV	LOC108026526|XP_016952962.1|DBIA
OG0001356	LOC115765715|XP_030565235.1|DNOV	LOC108024819|XP_016950435.1|DBIA
OG0001357	LOC115770368|XP_030571474.1|DNOV	LOC108034830|XP_016965431.1|DBIA
OG0001358	LOC115770181|XP_030571202.1|DNOV	LOC108035907|XP_016967162.1|DBIA
OG0001359	LOC115759791|XP_030556730.1|DNOV	LOC108033712|XP_016963734.1|DBIA
OG0001360	LOC115762119|XP_030560084.1|DNOV	LOC108036679|XP_016968450.1|DBIA
OG0001361	LOC115769556|XP_030570266.1|DNOV	LOC108034812|XP_016965346.1|DBIA
OG0001362	LOC115769613|XP_030570371.1|DNOV	LOC108034934|XP_016965687.1|DBIA
OG0001363	LOC115759446|XP_030556229.1|DNOV	LOC108031082|XP_016959777.1|DBIA
OG0001364	LOC115762293|XP_030560319.1|DNOV	LOC108022533|XP_016946999.1|DBIA
OG0001365	LOC115770994|XP_030572348.1|DNOV	LOC108034748|XP_016965185.1|DBIA
OG0001366	LOC115771005|XP_030572366.1|DNOV	LOC108034952|XP_016965727.1|DBIA
OG0001367	LOC115762303|XP_030560330.1|DNOV	LOC108026756|XP_016953376.1|DBIA
OG0001368	LOC115762243|XP_030560246.1|DNOV	LOC108036545|XP_016968261.1|DBIA
OG0001369	LOC115771333|XP_030572859.1|DNOV	LOC108024049|XP_016949315.1|DBIA, LOC108032955|XP_016962515.1|DBIA
OG0001370	LOC115761046|XP_030558520.1|DNOV	LOC108022596|XP_016947118.1|DBIA
OG0001371	LOC115759757|XP_030556660.1|DNOV	LOC108035828|XP_016967065.1|DBIA, LOC108025721|XP_016951779.1|DBIA
OG0001372	LOC115760491|XP_030557702.1|DNOV	LOC108026628|XP_016953133.1|DBIA
OG0001373	LOC115758741|XP_030555352.1|DNOV	LOC108034327|XP_016964692.1|DBIA
OG0001374	LOC115760936|XP_030558372.1|DNOV	LOC108036560|XP_016968288.1|DBIA
OG0001375	LOC115763870|XP_030562508.1|DNOV	LOC108032923|XP_016962479.1|DBIA
OG0001376	LOC115771423|XP_030572988.1|DNOV	LOC108022765|XP_016947359.1|DBIA
OG0001377	LOC115758660|XP_030555259.1|DNOV, LOC115759248|XP_030556008.1|DNOV	LOC108036743|XP_016968541.1|DBIA
OG0001378	LOC115759183|XP_030555919.1|DNOV	LOC108034355|XP_016964730.1|DBIA
OG0001380	LOC115762482|XP_030560579.1|DNOV	LOC108021916|XP_016946230.1|DBIA
OG0001381	LOC115765381|XP_030564768.1|DNOV	LOC108036409|XP_016968017.1|DBIA
OG0001382	LOC115765849|XP_030565435.1|DNOV, LOC115765856|XP_030565445.1|DNOV	LOC108027664|XP_016954692.1|DBIA
OG0001383	LOC115760551|XP_030557808.1|DNOV	LOC108029956|XP_016957948.1|DBIA
OG0001384	LOC115763501|XP_030561955.1|DNOV	LOC108034260|XP_016964606.1|DBIA
OG0001385	LOC115763451|XP_030561880.1|DNOV	LOC108032601|XP_016962017.1|DBIA
OG0001387	LOC115760007|XP_030557025.1|DNOV	LOC108033768|XP_016963853.1|DBIA
OG0001388	LOC115760119|XP_030557174.1|DNOV	LOC108034870|XP_016965552.1|DBIA
OG0001389	LOC115761349|XP_030558954.1|DNOV	LOC108024847|XP_016950474.1|DBIA
OG0001390	LOC115759875|XP_030556846.1|DNOV	LOC108027927|XP_016955040.1|DBIA
OG0001391	LOC115763318|XP_030561676.1|DNOV	LOC108034060|XP_016964304.1|DBIA
OG0001392	LOC115767036|XP_030567024.1|DNOV	LOC108025824|XP_016951965.1|DBIA
OG0001393	LOC115766302|XP_030566039.1|DNOV	LOC108033877|XP_016964009.1|DBIA
OG0001394	LOC115766758|XP_030566598.1|DNOV	LOC108034091|XP_016964347.1|DBIA
OG0001395	LOC115766072|XP_030565737.1|DNOV	LOC108031900|XP_016961156.1|DBIA
OG0001396	LOC115769401|XP_030570064.1|DNOV, LOC115771318|XP_030572841.1|DNOV	LOC108033160|XP_016962878.1|DBIA
OG0001397	LOC115767915|XP_030568146.1|DNOV	LOC108024805|XP_016950416.1|DBIA
OG0001398	LOC115768342|XP_030568766.1|DNOV	LOC108025878|XP_016952041.1|DBIA
OG0001399	LOC115760497|XP_030557711.1|DNOV	LOC108036172|XP_016967651.1|DBIA, LOC108031518|XP_016960529.1|DBIA, LOC108023802|XP_016948932.1|DBIA
OG0001400	LOC115761670|XP_030559381.1|DNOV	LOC108025330|XP_016951250.1|DBIA
OG0001401	LOC115770313|XP_030571409.1|DNOV	LOC108028071|XP_016955201.1|DBIA
OG0001402	LOC115771496|XP_030573081.1|DNOV	LOC108030562|XP_016958948.1|DBIA, LOC108030557|XP_016958941.1|DBIA
OG0001403	LOC115771549|XP_030573152.1|DNOV	LOC108030889|XP_016959549.1|DBIA
OG0001404	LOC115764476|XP_030563403.1|DNOV, LOC115760465|XP_030557649.1|DNOV, LOC115760468|XP_030557654.1|DNOV, LOC115760473|XP_030557663.1|DNOV, LOC115760466|XP_030557653.1|DNOV, LOC115760472|XP_030557661.1|DNOV, LOC115760457|XP_030557636.1|DNOV	LOC108029630|XP_016957513.1|DBIA
OG0001405	LOC115762656|XP_030560827.1|DNOV	LOC108036246|XP_016967744.1|DBIA
OG0001406	LOC115767092|XP_030567099.1|DNOV	LOC108023250|XP_016948019.1|DBIA
OG0001407	LOC115771100|XP_030572519.1|DNOV	LOC108034567|XP_016964987.1|DBIA
OG0001408	LOC115758197|XP_030554602.1|DNOV	LOC108029903|XP_016957882.1|DBIA
OG0001411	LOC115759605|XP_030556435.1|DNOV	LOC108032231|XP_016961583.1|DBIA
OG0001412	LOC115760256|XP_030557377.1|DNOV	LOC108033670|XP_016963605.1|DBIA
OG0001413	LOC115759265|XP_030556030.1|DNOV	LOC108022102|XP_016946433.1|DBIA, LOC108022249|XP_016946597.1|DBIA
OG0001414	LOC115763415|XP_030561836.1|DNOV	LOC108022066|XP_016946400.1|DBIA
OG0001415	LOC115767420|XP_030567555.1|DNOV	LOC108026500|XP_016952936.1|DBIA
OG0001416	LOC115759733|XP_030556612.1|DNOV	LOC108033426|XP_016963237.1|DBIA
OG0001417	LOC115767347|XP_030567457.1|DNOV	LOC108021877|XP_016946160.1|DBIA, LOC108021902|XP_016946209.1|DBIA
OG0001418	LOC115771145|XP_030572576.1|DNOV	LOC108028447|XP_016955777.1|DBIA, LOC108028149|XP_016955299.1|DBIA
OG0001419	LOC115763469|XP_030561912.1|DNOV	LOC108036044|XP_016967474.1|DBIA, LOC108036135|XP_016967609.1|DBIA
OG0001420	LOC115767611|XP_030567769.1|DNOV	LOC108031787|XP_016960989.1|DBIA
OG0001421	LOC115758917|XP_030555575.1|DNOV, LOC115759099|XP_030555793.1|DNOV	LOC108025306|XP_016951193.1|DBIA, LOC108033245|XP_016963000.1|DBIA, LOC108027822|XP_016954892.1|DBIA
OG0001422	LOC115769701|XP_030570488.1|DNOV	LOC108029138|XP_016956755.1|DBIA
OG0001422	LOC115769700|XP_030570487.1|DNOV	LOC108029113|XP_016956718.1|DBIA
OG0001423	LOC115758062|XP_030554436.1|DNOV, LOC115766098|XP_030565773.1|DNOV, LOC115766143|XP_030565837.1|DNOV	LOC108025975|XP_016952156.1|DBIA, LOC108026059|XP_016952242.1|DBIA
OG0001424	LOC115766041|XP_030565672.1|DNOV, LOC115757951|XP_030554284.1|DNOV	LOC108023064|XP_016947801.1|DBIA
OG0001426	LOC115758755|XP_030555374.1|DNOV	LOC108032819|XP_016962322.1|DBIA
OG0001427	LOC115764413|XP_030563274.1|DNOV, LOC115764423|XP_030563286.1|DNOV	LOC108029586|XP_016957440.1|DBIA, LOC108028997|XP_016956529.1|DBIA
OG0001429	LOC115764834|XP_030563943.1|DNOV	LOC108031807|XP_016961018.1|DBIA
OG0001430	LOC115761688|XP_030559405.1|DNOV	LOC108031463|XP_016960391.1|DBIA
OG0001431	LOC115766452|XP_030566245.1|DNOV	LOC108023671|XP_016948782.1|DBIA, LOC108023178|XP_016947909.1|DBIA
OG0001432	LOC115768574|XP_030569072.1|DNOV	LOC108033178|XP_016962905.1|DBIA
OG0001433	LOC115757687|XP_030553885.1|DNOV	LOC108031974|XP_016961257.1|DBIA
OG0001434	LOC115768354|XP_030568778.1|DNOV	LOC108025717|XP_016951762.1|DBIA
OG0001435	LOC115764995|XP_030564196.1|DNOV	LOC108029506|XP_016957279.1|DBIA
OG0001436	LOC115767549|XP_030567691.1|DNOV	LOC108023619|XP_016948719.1|DBIA
OG0001437	LOC115759326|XP_030556098.1|DNOV	LOC108036048|XP_016967479.1|DBIA
OG0001438	LOC115771615|XP_030573249.1|DNOV	LOC108024655|XP_016950203.1|DBIA
OG0001439	LOC115772013|XP_030573803.1|DNOV	LOC108031854|XP_016961096.1|DBIA
OG0001440	LOC115767268|XP_030567353.1|DNOV	LOC108023931|XP_016949105.1|DBIA
OG0001441	LOC115768219|XP_030568602.1|DNOV	LOC108025901|XP_016952073.1|DBIA
OG0001442	LOC115759879|XP_030556851.1|DNOV	LOC108033311|XP_016963075.1|DBIA
OG0001443	LOC115761516|XP_030559145.1|DNOV	LOC108025295|XP_016951173.1|DBIA
OG0001444	LOC115772044|XP_030573841.1|DNOV	LOC108031884|XP_016961137.1|DBIA
OG0001445	LOC115763999|XP_030562679.1|DNOV	LOC108024980|XP_016950716.1|DBIA
OG0001446	LOC115768632|XP_030569155.1|DNOV	LOC108031838|XP_016961077.1|DBIA
OG0001447	LOC115766058|XP_030565699.1|DNOV	LOC108025313|XP_016951202.1|DBIA
OG0001448	LOC115761780|XP_030559571.1|DNOV	LOC108025424|XP_016951397.1|DBIA
OG0001449	LOC115763961|XP_030562619.1|DNOV	LOC108036630|XP_016968393.1|DBIA
OG0001450	LOC115758421|XP_030554931.1|DNOV	LOC108021912|XP_016946221.1|DBIA
OG0001451	LOC115762356|XP_030560385.1|DNOV	LOC108029946|XP_016957938.1|DBIA
OG0001452	LOC115760697|XP_030558022.1|DNOV	LOC108026714|XP_016953306.1|DBIA
OG0001453	LOC115762715|XP_030560900.1|DNOV	LOC108028668|XP_016956090.1|DBIA
OG0001454	LOC115764978|XP_030564165.1|DNOV	LOC108031776|XP_016960974.1|DBIA
OG0001455	LOC115769934|XP_030570835.1|DNOV, LOC115769490|XP_030570168.1|DNOV	LOC108035096|XP_016966006.1|DBIA
OG0001456	LOC115760414|XP_030557578.1|DNOV	LOC108022438|XP_016946812.1|DBIA
OG0001457	LOC115761109|XP_030558597.1|DNOV	LOC108030014|XP_016958018.1|DBIA
OG0001458	LOC115759593|XP_030556426.1|DNOV	LOC108022164|XP_016946497.1|DBIA
OG0001459	LOC115767668|XP_030567816.1|DNOV	LOC108028823|XP_016956298.1|DBIA
OG0001460	LOC115759045|XP_030555732.1|DNOV	LOC108030078|XP_016958180.1|DBIA
OG0001461	LOC115768778|XP_030569331.1|DNOV	LOC108024220|XP_016949575.1|DBIA
OG0001462	LOC115769351|XP_030569980.1|DNOV	LOC108035050|XP_016965918.1|DBIA
OG0001463	LOC115763705|XP_030562254.1|DNOV	LOC108026326|XP_016952706.1|DBIA
OG0001464	LOC115768019|XP_030568292.1|DNOV	LOC108023425|XP_016948400.1|DBIA
OG0001465	LOC115760872|XP_030558291.1|DNOV	LOC108036666|XP_016968436.1|DBIA
OG0001466	LOC115765535|XP_030565014.1|DNOV	LOC108033928|XP_016964095.1|DBIA
OG0001467	LOC115758856|XP_030555503.1|DNOV	LOC108033604|XP_016963446.1|DBIA
OG0001468	LOC115769763|XP_030570578.1|DNOV	LOC108031320|XP_016960060.1|DBIA
OG0001469	LOC115761127|XP_030558645.1|DNOV	LOC108036908|XP_016968801.1|DBIA
OG0001470	LOC115770082|XP_030571051.1|DNOV	LOC108028829|XP_016956307.1|DBIA
OG0001471	LOC115770028|XP_030570950.1|DNOV	LOC108029439|XP_016957180.1|DBIA
OG0001472	LOC115765830|XP_030565414.1|DNOV	LOC108035009|XP_016965841.1|DBIA
OG0001473	LOC115764147|XP_030562883.1|DNOV	LOC108024939|XP_016950629.1|DBIA
OG0001474	LOC115768290|XP_030568695.1|DNOV	LOC108033156|XP_016962872.1|DBIA
OG0001475	LOC115765491|XP_030564958.1|DNOV	LOC108022679|XP_016947239.1|DBIA
OG0001476	LOC115759466|XP_030556298.1|DNOV	LOC108035801|XP_016967031.1|DBIA
OG0001477	LOC115765051|XP_030564285.1|DNOV	LOC108025514|XP_016951524.1|DBIA
OG0001478	LOC115765923|XP_030565530.1|DNOV	LOC108029083|XP_016956659.1|DBIA
OG0001479	LOC115768232|XP_030568618.1|DNOV	LOC108023741|XP_016948867.1|DBIA
OG0001480	LOC115765854|XP_030565443.1|DNOV	LOC108029168|XP_016956802.1|DBIA
OG0001481	LOC115760039|XP_030557067.1|DNOV	LOC108033701|XP_016963696.1|DBIA
OG0001482	LOC115759361|XP_030556144.1|DNOV	LOC108036298|XP_016967798.1|DBIA
OG0001483	LOC115758822|XP_030555459.1|DNOV	LOC108027477|XP_016954409.1|DBIA, LOC108031570|XP_016960619.1|DBIA, LOC108031583|XP_016960644.1|DBIA, LOC108027554|XP_016954512.1|DBIA, LOC108033085|XP_016962770.1|DBIA, LOC108027559|XP_016954526.1|DBIA
OG0001484	LOC115758784|XP_030555415.1|DNOV	LOC108033537|XP_016963374.1|DBIA
OG0001485	LOC115771384|XP_030572928.1|DNOV	LOC108035951|XP_016967243.1|DBIA
OG0001486	LOC115759934|XP_030556933.1|DNOV	LOC108036694|XP_016968472.1|DBIA, LOC108036783|XP_016968614.1|DBIA
OG0001487	LOC115760162|XP_030557236.1|DNOV	LOC108023841|XP_016948974.1|DBIA
OG0001488	LOC115760894|XP_030558320.1|DNOV	LOC108029373|XP_016957090.1|DBIA
OG0001489	LOC115758321|XP_030554748.1|DNOV	LOC108032523|XP_016961851.1|DBIA
OG0001490	LOC115758449|XP_030554978.1|DNOV	LOC108027796|XP_016954856.1|DBIA
OG0001491	LOC115760230|XP_030557344.1|DNOV, LOC115760229|XP_030557342.1|DNOV	LOC108029078|XP_016956649.1|DBIA
OG0001492	LOC115765558|XP_030565055.1|DNOV	LOC108033598|XP_016963439.1|DBIA
OG0001493	LOC115768738|XP_030569282.1|DNOV	LOC108024242|XP_016949612.1|DBIA
OG0001494	LOC115764386|XP_030563212.1|DNOV	LOC108021998|XP_016946327.1|DBIA
OG0001495	LOC115765037|XP_030564268.1|DNOV	LOC108029687|XP_016957632.1|DBIA
OG0001496	LOC115768143|XP_030568498.1|DNOV	LOC108023796|XP_016948925.1|DBIA
OG0001497	LOC115758940|XP_030555603.1|DNOV	LOC108036650|XP_016968419.1|DBIA
OG0001498	LOC115761647|XP_030559342.1|DNOV	LOC108027377|XP_016954295.1|DBIA
OG0001500	LOC115764543|XP_030563516.1|DNOV	LOC108030174|XP_016958403.1|DBIA
OG0001501	LOC115770905|XP_030572205.1|DNOV	LOC108031179|XP_016959888.1|DBIA
OG0001502	LOC115768044|XP_030568371.1|DNOV	LOC108030213|XP_016958469.1|DBIA
OG0001503	LOC115759506|XP_030556311.1|DNOV	LOC108030330|XP_016958677.1|DBIA
OG0001504	LOC115769057|XP_030569632.1|DNOV	LOC108023402|XP_016948341.1|DBIA
OG0001505	LOC115757914|XP_030554232.1|DNOV	LOC108022350|XP_016946701.1|DBIA
OG0001506	LOC115764536|XP_030563506.1|DNOV	LOC108029642|XP_016957540.1|DBIA
OG0001507	LOC115762531|XP_030560672.1|DNOV	LOC108022676|XP_016947236.1|DBIA
OG0001508	LOC115766575|XP_030566420.1|DNOV	LOC108029690|XP_016957639.1|DBIA
OG0001509	LOC115764571|XP_030563562.1|DNOV	LOC108022225|XP_016946571.1|DBIA
OG0001510	LOC115758814|XP_030555451.1|DNOV	LOC108027428|XP_016954367.1|DBIA
OG0001511	LOC115764539|XP_030563512.1|DNOV	LOC108022910|XP_016947606.1|DBIA
OG0001512	LOC115771208|XP_030572668.1|DNOV	LOC108028037|XP_016955163.1|DBIA
OG0001515	LOC115767065|XP_030567065.1|DNOV	LOC108024252|XP_016949624.1|DBIA
OG0001517	LOC115764904|XP_030564057.1|DNOV	LOC108024381|XP_016949774.1|DBIA
OG0001518	LOC115766399|XP_030566176.1|DNOV	LOC108024222|XP_016949579.1|DBIA
OG0001520	LOC115757728|XP_030553963.1|DNOV	LOC108027460|XP_016954404.1|DBIA, LOC108027285|XP_016954163.1|DBIA
OG0001521	LOC115763595|XP_030562077.1|DNOV	LOC108032630|XP_016962060.1|DBIA
OG0001522	LOC115759126|XP_030555830.1|DNOV	LOC108035823|XP_016967060.1|DBIA
OG0001523	LOC115762181|XP_030560162.1|DNOV	LOC108026955|XP_016953657.1|DBIA, LOC108026952|XP_016953655.1|DBIA
OG0001524	LOC115758173|XP_030554573.1|DNOV	LOC108029854|XP_016957832.1|DBIA, LOC108030012|XP_016958015.1|DBIA
OG0001525	LOC115765689|XP_030565207.1|DNOV	LOC108036175|XP_016967658.1|DBIA
OG0001526	LOC115767814|XP_030568010.1|DNOV	LOC108025648|XP_016951676.1|DBIA, LOC108025640|XP_016951665.1|DBIA
OG0001527	LOC115765332|XP_030564694.1|DNOV	LOC108027501|XP_016954434.1|DBIA
OG0001527	LOC115765333|XP_030564697.1|DNOV	LOC108027500|XP_016954433.1|DBIA
OG0001528	LOC115765607|XP_030565118.1|DNOV, LOC115762017|XP_030559944.1|DNOV	LOC108031032|XP_016959723.1|DBIA
OG0001529	LOC115768382|XP_030568815.1|DNOV	LOC108021883|XP_016946166.1|DBIA
OG0001530	LOC115763227|XP_030561561.1|DNOV	LOC108032522|XP_016961850.1|DBIA
OG0001531	LOC115760958|XP_030558407.1|DNOV	LOC108029948|XP_016957940.1|DBIA
OG0001535	LOC115766316|XP_030566062.1|DNOV	LOC108027519|XP_016954450.1|DBIA
OG0001536	LOC115766877|XP_030566803.1|DNOV	LOC108023761|XP_016948891.1|DBIA
OG0001537	LOC115765874|XP_030565473.1|DNOV	LOC108029289|XP_016956976.1|DBIA
OG0001538	LOC115768807|XP_030569363.1|DNOV	LOC108035807|XP_016967069.1|DBIA
OG0001539	LOC115761061|XP_030558539.1|DNOV	LOC108022454|XP_016946851.1|DBIA
OG0001540	LOC115759728|XP_030556606.1|DNOV	LOC108029118|XP_016956720.1|DBIA
OG0001541	LOC115770324|XP_030571421.1|DNOV	LOC108030761|XP_016959301.1|DBIA
OG0001542	LOC115765076|XP_030564312.1|DNOV	LOC108031873|XP_016961121.1|DBIA
OG0001543	LOC115766480|XP_030566289.1|DNOV	LOC108023936|XP_016949112.1|DBIA
OG0001545	LOC115769064|XP_030569637.1|DNOV	LOC108033217|XP_016962968.1|DBIA
OG0001546	LOC115768573|XP_030569070.1|DNOV	LOC108033161|XP_016962880.1|DBIA
OG0001547	LOC115768058|XP_030568359.1|DNOV	LOC108025598|XP_016951623.1|DBIA
OG0001548	LOC115765410|XP_030564814.1|DNOV	LOC108033157|XP_016962874.1|DBIA
OG0001549	LOC115758391|XP_030554881.1|DNOV	LOC108033871|XP_016964169.1|DBIA
OG0001550	LOC115761959|XP_030559858.1|DNOV	LOC108025398|XP_016951362.1|DBIA
OG0001551	LOC115768635|XP_030569163.1|DNOV	LOC108031959|XP_016961237.1|DBIA
OG0001552	LOC115764953|XP_030564134.1|DNOV	LOC108032046|XP_016961348.1|DBIA
OG0001553	LOC115768346|XP_030568770.1|DNOV	LOC108025937|XP_016952125.1|DBIA
OG0001554	LOC115761929|XP_030559820.1|DNOV	LOC108031798|XP_016961005.1|DBIA
OG0001555	LOC115759766|XP_030556685.1|DNOV	LOC108034249|XP_016964590.1|DBIA
