Orthogroup	DNOV.longest_only	DSER.longest_only
OG0000664	LOC115759057|XP_030555742.1|DNOV	LOC110188738|XP_020814231.1|DSER
OG0000664	LOC115765328|XP_030564690.1|DNOV	LOC110183251|XP_020807135.1|DSER
OG0000665	LOC115766199|XP_030565909.1|DNOV, LOC115766147|XP_030565843.1|DNOV	LOC110186677|XP_020811603.1|DSER
OG0000665	LOC115766037|XP_030565667.1|DNOV	LOC110186663|XP_020811587.1|DSER
OG0000666	LOC115766534|XP_030566361.1|DNOV	LOC110182066|XP_020805695.1|DSER
OG0000666	LOC115771368|XP_030572912.1|DNOV	LOC110181908|XP_020805501.1|DSER
OG0000667	LOC115764289|XP_030563081.1|DNOV	LOC110182591|XP_020806302.1|DSER
OG0000667	LOC115766095|XP_030565764.1|DNOV	LOC110188085|XP_020813297.1|DSER
OG0000668	LOC115760399|XP_030557560.1|DNOV	LOC110185349|XP_020809785.1|DSER
OG0000668	LOC115764155|XP_030562891.1|DNOV	LOC110191288|XP_020817754.1|DSER
OG0000669	LOC115766893|XP_030566825.1|DNOV	LOC110187066|XP_020812114.1|DSER
OG0000669	LOC115766894|XP_030566826.1|DNOV	LOC110187127|XP_020812197.1|DSER
OG0000670	LOC115768176|XP_030568538.1|DNOV	LOC110187480|XP_020812525.1|DSER
OG0000670	LOC115766471|XP_030566275.1|DNOV	LOC110181536|XP_020804976.1|DSER
OG0000671	LOC115771970|XP_030573742.1|DNOV	LOC110187898|XP_020813052.1|DSER
OG0000671	LOC115771617|XP_030573255.1|DNOV	LOC110176415|XP_020798416.1|DSER
OG0000672	LOC115765272|XP_030564622.1|DNOV	LOC110181765|XP_020805294.1|DSER
OG0000672	LOC115768896|XP_030569471.1|DNOV	LOC110180199|XP_020803511.1|DSER
OG0000673	LOC115768789|XP_030569346.1|DNOV	LOC110184244|XP_020808359.1|DSER
OG0000673	LOC115769449|XP_030570122.1|DNOV	LOC110189976|XP_020815924.1|DSER
OG0000675	LOC115768141|XP_030568496.1|DNOV	LOC110183869|XP_020807881.1|DSER, LOC110178061|XP_020800727.1|DSER
OG0000677	LOC115770176|XP_030571196.1|DNOV	LOC110179030|XP_020802040.1|DSER
OG0000677	LOC115771314|XP_030572829.1|DNOV	LOC110175940|XP_020797780.1|DSER
OG0000678	LOC115764881|XP_030564019.1|DNOV	LOC110191412|XP_020817928.1|DSER
OG0000678	LOC115765970|XP_030565583.1|DNOV	LOC110178189|XP_020800883.1|DSER
OG0000679	LOC115767864|XP_030568082.1|DNOV	LOC110181695|XP_020805196.1|DSER
OG0000680	LOC115766465|XP_030566261.1|DNOV	LOC110181790|XP_020805329.1|DSER
OG0000680	LOC115766438|XP_030566225.1|DNOV	LOC110181750|XP_020805270.1|DSER
OG0000681	LOC115764053|XP_030562760.1|DNOV	LOC110176629|XP_020798712.1|DSER
OG0000681	LOC115767781|XP_030567970.1|DNOV	LOC110180379|XP_020803706.1|DSER
OG0000683	LOC115763968|XP_030562627.1|DNOV	LOC110188585|XP_020814010.1|DSER, LOC110190932|XP_020817259.1|DSER, LOC110190959|XP_020817304.1|DSER
OG0000684	LOC115763839|XP_030562459.1|DNOV	LOC110176611|XP_020798694.1|DSER
OG0000684	LOC115772099|XP_030573921.1|DNOV	LOC110184169|XP_020808241.1|DSER
OG0000685	LOC115767313|XP_030567413.1|DNOV	LOC110187049|XP_020812084.1|DSER, LOC110182121|XP_020805793.1|DSER, LOC110181972|XP_020805582.1|DSER
OG0000685	LOC115764142|XP_030562875.1|DNOV	LOC110188264|XP_020813611.1|DSER
OG0000686	LOC115760216|XP_030557331.1|DNOV	LOC110189774|XP_020815656.1|DSER
OG0000686	LOC115768061|XP_030568363.1|DNOV	LOC110179100|XP_020802146.1|DSER
OG0000687	LOC115766596|XP_030566443.1|DNOV	LOC110178874|XP_020801810.1|DSER
OG0000687	LOC115769955|XP_030570860.1|DNOV	LOC110188812|XP_020814349.1|DSER
OG0000688	LOC115761097|XP_030558580.1|DNOV	LOC110177916|XP_020800552.1|DSER
OG0000689	LOC115760819|XP_030558197.1|DNOV	LOC110178015|XP_020800687.1|DSER
OG0000689	LOC115760818|XP_030558195.1|DNOV	LOC110178013|XP_020800686.1|DSER
OG0000690	LOC115768204|XP_030568576.1|DNOV	LOC110181885|XP_020805473.1|DSER
OG0000691	LOC115763300|XP_030561651.1|DNOV	LOC110183887|XP_020807891.1|DSER
OG0000691	LOC115770032|XP_030570954.1|DNOV	LOC110185233|XP_020809627.1|DSER
OG0000692	LOC115762628|XP_030560790.1|DNOV	LOC110188496|XP_020813886.1|DSER
OG0000693	LOC115767186|XP_030567237.1|DNOV	LOC110184415|XP_020808608.1|DSER
OG0000693	LOC115763814|XP_030562426.1|DNOV	LOC110187890|XP_020813034.1|DSER
OG0000694	LOC115768344|XP_030568767.1|DNOV	LOC110184401|XP_020808586.1|DSER
OG0000694	LOC115766656|XP_030566480.1|DNOV	LOC110178936|XP_020801892.1|DSER
OG0000695	LOC115759106|XP_030555805.1|DNOV	LOC110185642|XP_020810258.1|DSER
OG0000695	LOC115759338|XP_030556117.1|DNOV	LOC110185663|XP_020810285.1|DSER
OG0000696	LOC115760003|XP_030557021.1|DNOV	LOC110176814|XP_020798914.1|DSER
OG0000697	LOC115764346|XP_030563164.1|DNOV	LOC110176014|XP_020797881.1|DSER
OG0000697	LOC115758904|XP_030555561.1|DNOV	LOC110185853|XP_020810521.1|DSER
OG0000698	LOC115768551|XP_030569021.1|DNOV	LOC110178187|XP_020800881.1|DSER
OG0000698	LOC115768548|XP_030569018.1|DNOV	LOC110178196|XP_020800889.1|DSER
OG0000699	LOC115760027|XP_030557049.1|DNOV	LOC110182658|XP_020806389.1|DSER
OG0000699	LOC115768643|XP_030569175.1|DNOV	LOC110177378|XP_020799735.1|DSER
OG0000700	LOC115765977|XP_030565595.1|DNOV	LOC110176843|XP_020798963.1|DSER
OG0000700	LOC115759040|XP_030555722.1|DNOV	LOC110184881|XP_020809186.1|DSER
OG0000701	LOC115760727|XP_030558061.1|DNOV	LOC110180797|XP_020804137.1|DSER
OG0000701	LOC115766304|XP_030566041.1|DNOV	LOC110181902|XP_020805492.1|DSER
OG0000702	LOC115763795|XP_030562386.1|DNOV	LOC110186896|XP_020811874.1|DSER
OG0000702	LOC115763797|XP_030562393.1|DNOV	LOC110186894|XP_020811854.1|DSER
OG0000703	LOC115763301|XP_030561652.1|DNOV	LOC110185971|XP_020810653.1|DSER
OG0000703	LOC115760513|XP_030557734.1|DNOV	LOC110178316|XP_020801086.1|DSER
OG0000704	LOC115765441|XP_030564867.1|DNOV	LOC110182587|XP_020806299.1|DSER
OG0000704	LOC115772027|XP_030573817.1|DNOV	LOC110190713|XP_020816995.1|DSER
OG0000705	LOC115769975|XP_030570893.1|DNOV	LOC110178732|XP_020801615.1|DSER
OG0000706	LOC115767718|XP_030567883.1|DNOV	LOC110178082|XP_020800745.1|DSER
OG0000706	LOC115767989|XP_030568250.1|DNOV	LOC110187085|XP_020812144.1|DSER
OG0000707	LOC115766613|XP_030566464.1|DNOV	LOC110177960|XP_020800611.1|DSER
OG0000707	LOC115765239|XP_030564556.1|DNOV	LOC110181713|XP_020805221.1|DSER
OG0000708	LOC115768226|XP_030568613.1|DNOV	LOC110180563|XP_020803918.1|DSER
OG0000708	LOC115768754|XP_030569301.1|DNOV	LOC110184264|XP_020808389.1|DSER
OG0000709	LOC115772080|XP_030573893.1|DNOV	LOC110186876|XP_020811832.1|DSER
OG0000709	LOC115765127|XP_030564382.1|DNOV	LOC110181648|XP_020805122.1|DSER
OG0000710	LOC115761269|XP_030558842.1|DNOV	LOC110188697|XP_020814160.1|DSER
OG0000710	LOC115760563|XP_030557829.1|DNOV	LOC110177914|XP_020800546.1|DSER
OG0000711	LOC115770356|XP_030571454.1|DNOV	LOC110184744|XP_020809031.1|DSER, LOC110184739|XP_020809026.1|DSER
OG0000711	LOC115766879|XP_030566804.1|DNOV	LOC110184131|XP_020808198.1|DSER
OG0000712	LOC115763821|XP_030562431.1|DNOV	LOC110187790|XP_020812921.1|DSER
OG0000712	LOC115763808|XP_030562412.1|DNOV	LOC110187789|XP_020812920.1|DSER
OG0000713	LOC115764013|XP_030562700.1|DNOV	LOC110191096|XP_020817500.1|DSER
OG0000713	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV	LOC110178308|XP_020801059.1|DSER
OG0000714	LOC115767258|XP_030567334.1|DNOV	LOC110184275|XP_020808404.1|DSER
OG0000714	LOC115766920|XP_030566864.1|DNOV	LOC110190364|XP_020816434.1|DSER
OG0000715	LOC115768376|XP_030568811.1|DNOV	LOC110191077|XP_020817471.1|DSER
OG0000715	LOC115767911|XP_030568145.1|DNOV	LOC110190895|XP_020817213.1|DSER
OG0000716	LOC115766904|XP_030566842.1|DNOV	LOC110186690|XP_020811616.1|DSER
OG0000716	LOC115770095|XP_030571064.1|DNOV	LOC110176191|XP_020798100.1|DSER
OG0000717	LOC115770325|XP_030571422.1|DNOV	LOC110190199|XP_020816210.1|DSER
OG0000718	LOC115767954|XP_030568199.1|DNOV	LOC110185468|XP_020809980.1|DSER
OG0000718	LOC115759744|XP_030556642.1|DNOV	LOC110185412|XP_020809878.1|DSER
OG0000719	LOC115769501|XP_030570181.1|DNOV	LOC110190702|XP_020816973.1|DSER
OG0000719	LOC115770340|XP_030571437.1|DNOV	LOC110184780|XP_020809078.1|DSER
OG0000720	LOC115761607|XP_030559269.1|DNOV	LOC110189018|XP_020814638.1|DSER, LOC110177327|XP_020799660.1|DSER
OG0000721	LOC115767978|XP_030568237.1|DNOV	LOC110183262|XP_020807146.1|DSER
OG0000721	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV	LOC110186051|XP_020810752.1|DSER
OG0000722	LOC115758058|XP_030554432.1|DNOV	LOC110181017|XP_020804354.1|DSER, LOC110181025|XP_020804362.1|DSER
OG0000723	LOC115760820|XP_030558199.1|DNOV	LOC110189349|XP_020815050.1|DSER, LOC110189604|XP_020815396.1|DSER
OG0000724	LOC115765413|XP_030564817.1|DNOV	LOC110176027|XP_020797896.1|DSER
OG0000724	LOC115757761|XP_030554032.1|DNOV	LOC110186628|XP_020811540.1|DSER
OG0000726	LOC115761420|XP_030559040.1|DNOV	LOC110177411|XP_020799787.1|DSER
OG0000726	LOC115761562|XP_030559207.1|DNOV	LOC110177409|XP_020799786.1|DSER
OG0000727	LOC115759495|XP_030556294.1|DNOV, LOC115759528|XP_030556337.1|DNOV	LOC110188279|XP_020813633.1|DSER
OG0000728	LOC115764296|XP_030563089.1|DNOV	LOC110184195|XP_020808285.1|DSER
OG0000728	LOC115761866|XP_030559724.1|DNOV	LOC110188347|XP_020813718.1|DSER
OG0000729	LOC115761639|XP_030559332.1|DNOV	LOC110186362|XP_020811170.1|DSER
OG0000729	LOC115761640|XP_030559334.1|DNOV	LOC110187004|XP_020812023.1|DSER
OG0000730	LOC115769489|XP_030570171.1|DNOV	LOC110184502|XP_020808724.1|DSER
OG0000730	LOC115759999|XP_030557016.1|DNOV	LOC110181295|XP_020804675.1|DSER
OG0000731	LOC115766954|XP_030566901.1|DNOV	LOC110190136|XP_020816120.1|DSER
OG0000731	LOC115760800|XP_030558156.1|DNOV	LOC110179376|XP_020802553.1|DSER
OG0000732	LOC115771111|XP_030572531.1|DNOV	LOC110190322|XP_020816376.1|DSER
OG0000732	LOC115771170|XP_030572613.1|DNOV	LOC110190323|XP_020816378.1|DSER
OG0000733	LOC115769923|XP_030570808.1|DNOV	LOC110176138|XP_020798033.1|DSER
OG0000734	LOC115770494|XP_030571643.1|DNOV	LOC110178654|XP_020801505.1|DSER
OG0000735	LOC115763462|XP_030561898.1|DNOV	LOC110177895|XP_020800523.1|DSER
OG0000736	LOC115759738|XP_030556630.1|DNOV	LOC110187238|XP_020812295.1|DSER
OG0000736	LOC115760034|XP_030557061.1|DNOV	LOC110187237|XP_020812294.1|DSER
OG0000737	LOC115761593|XP_030559253.1|DNOV	LOC110189224|XP_020814863.1|DSER
OG0000738	LOC115758638|XP_030555234.1|DNOV	LOC110176815|XP_020798915.1|DSER
OG0000738	LOC115763430|XP_030561851.1|DNOV	LOC110185977|XP_020810659.1|DSER
OG0000739	LOC115764718|XP_030563777.1|DNOV	LOC110187724|XP_020812830.1|DSER
OG0000740	LOC115766145|XP_030565840.1|DNOV	LOC110187915|XP_020813078.1|DSER
OG0000741	LOC115760133|XP_030557192.1|DNOV	LOC110190591|XP_020816842.1|DSER
OG0000741	LOC115765269|XP_030564618.1|DNOV	LOC110181662|XP_020805130.1|DSER
OG0000742	LOC115764314|XP_030563112.1|DNOV	LOC110175920|XP_020797757.1|DSER
OG0000742	LOC115764380|XP_030563201.1|DNOV	LOC110176083|XP_020797984.1|DSER
OG0000743	LOC115769862|XP_030570720.1|DNOV	LOC110187020|XP_020812047.1|DSER
OG0000743	LOC115766565|XP_030566405.1|DNOV	LOC110177955|XP_020800604.1|DSER
OG0000744	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV	LOC110189272|XP_020814950.1|DSER
OG0000745	LOC115762188|XP_030560171.1|DNOV	LOC110182996|XP_020806847.1|DSER
OG0000746	LOC115759535|XP_030556350.1|DNOV	LOC110182897|XP_020806710.1|DSER
OG0000747	LOC115771562|XP_030573172.1|DNOV	LOC110189993|XP_020815950.1|DSER
OG0000747	LOC115771507|XP_030573096.1|DNOV	LOC110190150|XP_020816139.1|DSER
OG0000748	LOC115759171|XP_030555903.1|DNOV	LOC110184925|XP_020809230.1|DSER
OG0000748	LOC115768456|XP_030568879.1|DNOV	LOC110182496|XP_020806204.1|DSER
OG0000750	LOC115760681|XP_030558007.1|DNOV	LOC110178379|XP_020801175.1|DSER, LOC110178223|XP_020800926.1|DSER
OG0000750	LOC115761941|XP_030559835.1|DNOV	LOC110191049|XP_020817432.1|DSER
OG0000751	LOC115762100|XP_030560061.1|DNOV	LOC110181657|XP_020805125.1|DSER, LOC110182779|XP_020806566.1|DSER
OG0000751	LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV	LOC110181664|XP_020805140.1|DSER
OG0000752	LOC115765619|XP_030565129.1|DNOV	LOC110188853|XP_020814418.1|DSER, LOC110188835|XP_020814386.1|DSER, LOC110190914|XP_020817234.1|DSER, LOC110182367|XP_020806067.1|DSER
OG0000753	LOC115771734|XP_030573420.1|DNOV	LOC110191296|XP_020817764.1|DSER
OG0000753	LOC115762833|XP_030561060.1|DNOV	LOC110190603|XP_020816855.1|DSER
OG0000754	LOC115767236|XP_030567297.1|DNOV	LOC110180628|XP_020803975.1|DSER
OG0000754	LOC115768063|XP_030568366.1|DNOV	LOC110181767|XP_020805295.1|DSER
OG0000755	LOC115761466|XP_030559092.1|DNOV	LOC110184559|XP_020808796.1|DSER
OG0000755	LOC115761465|XP_030559091.1|DNOV	LOC110184687|XP_020808962.1|DSER
OG0000757	LOC115766959|XP_030566907.1|DNOV	LOC110182774|XP_020806556.1|DSER
OG0000758	LOC115762699|XP_030560883.1|DNOV	LOC110188380|XP_020813756.1|DSER
OG0000758	LOC115762607|XP_030560763.1|DNOV	LOC110188601|XP_020814023.1|DSER, LOC110189440|XP_020815173.1|DSER
OG0000759	LOC115769665|XP_030570438.1|DNOV	LOC110188827|XP_020814377.1|DSER
OG0000759	LOC115769803|XP_030570631.1|DNOV	LOC110188819|XP_020814358.1|DSER
OG0000760	LOC115764035|XP_030562748.1|DNOV	LOC110180233|XP_020803551.1|DSER
OG0000760	LOC115763064|XP_030561351.1|DNOV	LOC110180216|XP_020803529.1|DSER
OG0000761	LOC115763290|XP_030561638.1|DNOV	LOC110183375|XP_020807296.1|DSER
OG0000761	LOC115763289|XP_030561634.1|DNOV	LOC110183327|XP_020807235.1|DSER
OG0000762	LOC115758576|XP_030555153.1|DNOV	LOC110183840|XP_020807850.1|DSER
OG0000762	LOC115758625|XP_030555219.1|DNOV	LOC110184923|XP_020809228.1|DSER
OG0000763	LOC115758418|XP_030554926.1|DNOV	LOC110187461|XP_020812508.1|DSER
OG0000763	LOC115758420|XP_030554929.1|DNOV	LOC110187459|XP_020812506.1|DSER
OG0000764	LOC115766828|XP_030566724.1|DNOV	LOC110182040|XP_020805629.1|DSER
OG0000765	LOC115765810|XP_030565392.1|DNOV	LOC110178801|XP_020801713.1|DSER
OG0000765	LOC115764248|XP_030563026.1|DNOV	LOC110179450|XP_020802657.1|DSER
OG0000766	LOC115763247|XP_030561585.1|DNOV	LOC110181439|XP_020804841.1|DSER
OG0000766	LOC115765161|XP_030564431.1|DNOV	LOC110179664|XP_020802935.1|DSER
OG0000767	LOC115759491|XP_030556289.1|DNOV	LOC110180350|XP_020803671.1|DSER, LOC110187196|XP_020812253.1|DSER
OG0000767	LOC115771502|XP_030573088.1|DNOV	LOC110189942|XP_020815888.1|DSER
OG0000768	LOC115770428|XP_030571556.1|DNOV	LOC110184654|XP_020808913.1|DSER
OG0000769	LOC115761515|XP_030559144.1|DNOV	LOC110191941|XP_020818617.1|DSER
OG0000769	LOC115765262|XP_030564601.1|DNOV	LOC110179358|XP_020802530.1|DSER
OG0000771	LOC115767118|XP_030567133.1|DNOV	LOC110183717|XP_020807725.1|DSER
OG0000772	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV	LOC110184043|XP_020808076.1|DSER, LOC110178317|XP_020801087.1|DSER
OG0000773	LOC115763309|XP_030561668.1|DNOV	LOC110182928|XP_020806764.1|DSER, LOC110191852|XP_020818487.1|DSER
OG0000773	LOC115770430|XP_030571559.1|DNOV	LOC110180078|XP_020803359.1|DSER
OG0000774	LOC115760712|XP_030558043.1|DNOV	LOC110191633|XP_020818181.1|DSER, LOC110191632|XP_020818180.1|DSER
OG0000775	LOC115758196|XP_030554600.1|DNOV	LOC110189771|XP_020815650.1|DSER
OG0000775	LOC115765055|XP_030564300.1|DNOV	LOC110178303|XP_020801052.1|DSER
OG0000776	LOC115763157|XP_030561468.1|DNOV, LOC115767438|XP_030567592.1|DNOV	LOC110189923|XP_020815859.1|DSER
OG0000779	LOC115765327|XP_030564688.1|DNOV	LOC110181856|XP_020805433.1|DSER
OG0000780	LOC115761471|XP_030559101.1|DNOV	LOC110189273|XP_020814951.1|DSER
OG0000781	LOC115768601|XP_030569112.1|DNOV	LOC110184279|XP_020808409.1|DSER
OG0000781	LOC115770411|XP_030571532.1|DNOV	LOC110190118|XP_020816091.1|DSER
OG0000782	LOC115770378|XP_030571487.1|DNOV	LOC110179034|XP_020802047.1|DSER
OG0000782	LOC115768800|XP_030569356.1|DNOV	LOC110184210|XP_020808316.1|DSER
OG0000783	LOC115757668|XP_030553846.1|DNOV	LOC110179021|XP_020802025.1|DSER
OG0000783	LOC115768769|XP_030569319.1|DNOV	LOC110182099|XP_020805743.1|DSER
OG0000784	LOC115767011|XP_030566993.1|DNOV	LOC110176119|XP_020798016.1|DSER
OG0000785	LOC115764812|XP_030563918.1|DNOV	LOC110177462|XP_020799859.1|DSER, LOC110177359|XP_020799711.1|DSER
OG0000786	LOC115769035|XP_030569602.1|DNOV	LOC110184525|XP_020808758.1|DSER
OG0000786	LOC115761690|XP_030559416.1|DNOV	LOC110177248|XP_020799555.1|DSER
OG0000787	LOC115769980|XP_030570901.1|DNOV	LOC110190765|XP_020817054.1|DSER
OG0000788	LOC115771250|XP_030572710.1|DNOV	LOC110180004|XP_020803253.1|DSER, LOC110176705|XP_020798802.1|DSER
OG0000789	LOC115759306|XP_030556071.1|DNOV	LOC110182717|XP_020806475.1|DSER
OG0000789	LOC115759311|XP_030556081.1|DNOV	LOC110182720|XP_020806479.1|DSER
OG0000790	LOC115765455|XP_030564879.1|DNOV	LOC110177004|XP_020799173.1|DSER
OG0000791	LOC115764900|XP_030564051.1|DNOV	LOC110186319|XP_020811114.1|DSER
OG0000792	LOC115758943|XP_030555602.1|DNOV	LOC110185702|XP_020810332.1|DSER
OG0000793	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV	LOC110188258|XP_020813603.1|DSER
OG0000794	LOC115768823|XP_030569380.1|DNOV	LOC110179550|XP_020802792.1|DSER
OG0000795	LOC115768361|XP_030568789.1|DNOV	LOC110184426|XP_020808621.1|DSER
OG0000795	LOC115767914|XP_030568144.1|DNOV	LOC110188563|XP_020813980.1|DSER
OG0000796	LOC115759457|XP_030556249.1|DNOV	LOC110191800|XP_020818410.1|DSER
OG0000796	LOC115768315|XP_030568724.1|DNOV	LOC110181565|XP_020805014.1|DSER
OG0000797	LOC115761700|XP_030559433.1|DNOV	LOC110184153|XP_020808223.1|DSER
OG0000798	LOC115764575|XP_030563573.1|DNOV	LOC110179895|XP_020803154.1|DSER, LOC110188120|XP_020813400.1|DSER
OG0000799	LOC115766475|XP_030566280.1|DNOV	LOC110179502|XP_020802737.1|DSER
OG0000800	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV	LOC110178758|XP_020801650.1|DSER
OG0000801	LOC115766552|XP_030566388.1|DNOV	LOC110177673|XP_020800154.1|DSER
OG0000801	LOC115766537|XP_030566365.1|DNOV	LOC110177942|XP_020800583.1|DSER
OG0000802	LOC115767572|XP_030567718.1|DNOV	LOC110188344|XP_020813711.1|DSER, LOC110182002|XP_020805595.1|DSER
OG0000803	LOC115760118|XP_030557173.1|DNOV	LOC110183416|XP_020807352.1|DSER
OG0000803	LOC115770208|XP_030571262.1|DNOV	LOC110178613|XP_020801457.1|DSER
OG0000804	LOC115757940|XP_030554271.1|DNOV	LOC110178301|XP_020801049.1|DSER
OG0000804	LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV	LOC110191792|XP_020818402.1|DSER
OG0000805	LOC115760979|XP_030558442.1|DNOV	LOC110178199|XP_020800934.1|DSER
OG0000805	LOC115759042|XP_030555725.1|DNOV	LOC110178285|XP_020801060.1|DSER
OG0000806	LOC115759138|XP_030555846.1|DNOV	LOC110183087|XP_020806936.1|DSER
OG0000807	LOC115761917|XP_030559795.1|DNOV	LOC110176821|XP_020798928.1|DSER, LOC110190663|XP_020816923.1|DSER
OG0000808	LOC115757753|XP_030554018.1|DNOV	LOC110186284|XP_020811056.1|DSER, LOC110186626|XP_020811536.1|DSER
OG0000810	LOC115762104|XP_030560066.1|DNOV	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER, LOC110189243|XP_020814904.1|DSER
OG0000811	LOC115772069|XP_030573880.1|DNOV	LOC110187803|XP_020812936.1|DSER
OG0000811	LOC115762513|XP_030560618.1|DNOV	LOC110181534|XP_020804978.1|DSER
OG0000812	LOC115766315|XP_030566058.1|DNOV	LOC110181725|XP_020805242.1|DSER
OG0000813	LOC115759557|XP_030556384.1|DNOV	LOC110189495|XP_020815244.1|DSER
OG0000814	LOC115760150|XP_030557221.1|DNOV	LOC110181192|XP_020804532.1|DSER
OG0000815	LOC115765914|XP_030565520.1|DNOV	LOC110187383|XP_020812431.1|DSER, LOC110177656|XP_020800127.1|DSER
OG0000816	LOC115768189|XP_030568559.1|DNOV	LOC110181540|XP_020804981.1|DSER
OG0000816	LOC115761327|XP_030558920.1|DNOV	LOC110188695|XP_020814158.1|DSER
OG0000817	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV	LOC110186202|XP_020810921.1|DSER
OG0000817	LOC115770567|XP_030571740.1|DNOV	LOC110186220|XP_020810941.1|DSER
OG0000818	LOC115768231|XP_030568617.1|DNOV	LOC110179675|XP_020802945.1|DSER
OG0000818	LOC115760223|XP_030557336.1|DNOV	LOC110184006|XP_020808030.1|DSER
OG0000819	LOC115766883|XP_030566813.1|DNOV	LOC110181626|XP_020805094.1|DSER
OG0000819	LOC115766885|XP_030566816.1|DNOV	LOC110181526|XP_020804962.1|DSER
OG0000820	LOC115760401|XP_030557564.1|DNOV	LOC110189629|XP_020815427.1|DSER
OG0000821	LOC115761388|XP_030559000.1|DNOV	LOC110187873|XP_020813016.1|DSER
OG0000821	LOC115757990|XP_030554343.1|DNOV	LOC110179265|XP_020802379.1|DSER
OG0000822	LOC115763575|XP_030562053.1|DNOV	LOC110183847|XP_020807856.1|DSER
OG0000824	LOC115760176|XP_030557260.1|DNOV	LOC110183984|XP_020808000.1|DSER
OG0000825	LOC115771178|XP_030572623.1|DNOV	LOC110190343|XP_020816403.1|DSER
OG0000825	LOC115763109|XP_030561413.1|DNOV	LOC110182392|XP_020806090.1|DSER
OG0000826	LOC115769894|XP_030570811.1|DNOV	LOC110189298|XP_020814988.1|DSER, LOC110176788|XP_020798885.1|DSER
OG0000828	LOC115771967|XP_030573739.1|DNOV	LOC110187912|XP_020813074.1|DSER
OG0000830	LOC115768221|XP_030568606.1|DNOV	LOC110184189|XP_020808274.1|DSER
OG0000831	LOC115757845|XP_030554139.1|DNOV	LOC110178896|XP_020801831.1|DSER
OG0000832	LOC115760755|XP_030558093.1|DNOV	LOC110188937|XP_020814535.1|DSER, LOC110188955|XP_020814553.1|DSER, LOC110176380|XP_020798370.1|DSER
OG0000832	LOC115758705|XP_030555313.1|DNOV	LOC110185025|XP_020809335.1|DSER
OG0000833	LOC115771385|XP_030572930.1|DNOV	LOC110185247|XP_020809641.1|DSER
OG0000834	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV	LOC110176493|XP_020798525.1|DSER
OG0000835	LOC115770265|XP_030571343.1|DNOV	LOC110187766|XP_020812890.1|DSER
OG0000836	LOC115759923|XP_030556919.1|DNOV	LOC110185048|XP_020809369.1|DSER, LOC110183299|XP_020807196.1|DSER
OG0000837	LOC115765308|XP_030564663.1|DNOV	LOC110183264|XP_020807148.1|DSER
OG0000838	LOC115759831|XP_030556783.1|DNOV	LOC110176914|XP_020799064.1|DSER
OG0000838	LOC115760019|XP_030557041.1|DNOV	LOC110176998|XP_020799166.1|DSER
OG0000839	LOC115763825|XP_030562438.1|DNOV	LOC110187666|XP_020812743.1|DSER
OG0000839	LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV	LOC110187831|XP_020812968.1|DSER
OG0000840	LOC115768813|XP_030569370.1|DNOV	LOC110189280|XP_020814962.1|DSER, LOC110177961|XP_020800612.1|DSER, LOC110184582|XP_020808826.1|DSER
OG0000841	LOC115772088|XP_030573907.1|DNOV	LOC110187844|XP_020812985.1|DSER
OG0000842	LOC115772086|XP_030573904.1|DNOV	LOC110177169|XP_020799414.1|DSER
OG0000843	LOC115761035|XP_030558512.1|DNOV	LOC110191478|XP_020817998.1|DSER
OG0000844	LOC115759435|XP_030556210.1|DNOV	LOC110191858|XP_020818496.1|DSER
OG0000845	LOC115766887|XP_030566818.1|DNOV	LOC110184127|XP_020808194.1|DSER, LOC110180458|XP_020803793.1|DSER
OG0000846	LOC115764958|XP_030564140.1|DNOV	LOC110186481|XP_020811327.1|DSER
OG0000847	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV	LOC110179209|XP_020802301.1|DSER, LOC110178258|XP_020800979.1|DSER
OG0000848	LOC115760134|XP_030557194.1|DNOV	LOC110182287|XP_020805963.1|DSER
OG0000848	LOC115758866|XP_030555515.1|DNOV	LOC110185076|XP_020809415.1|DSER
OG0000849	LOC115758922|XP_030555581.1|DNOV	LOC110183981|XP_020807996.1|DSER
OG0000849	LOC115765975|XP_030565591.1|DNOV	LOC110185935|XP_020810607.1|DSER
OG0000850	LOC115758786|XP_030555421.1|DNOV	LOC110177691|XP_020800176.1|DSER
