Orthogroup	DNOV.longest_only	SLEB.longest_only
OG0000386	LOC115764970|XP_030564154.1|DNOV	LOC115621527|XP_030371053.1|SLEB, LOC115621526|XP_030371052.1|SLEB
OG0000388	LOC115770513|XP_030571674.1|DNOV, LOC115769742|XP_030570542.1|DNOV, LOC115769837|XP_030570671.1|DNOV	LOC115622790|XP_030372710.1|SLEB
OG0000389	LOC115762625|XP_030560787.1|DNOV	LOC115632417|XP_030385414.1|SLEB
OG0000390	LOC115763143|XP_030561453.1|DNOV	LOC115630437|XP_030382857.1|SLEB, LOC115629233|XP_030381506.1|SLEB, LOC115620333|XP_030369390.1|SLEB
OG0000391	LOC115760954|XP_030558402.1|DNOV	LOC115625692|XP_030376696.1|SLEB
OG0000391	LOC115760706|XP_030558034.1|DNOV	LOC115627082|XP_030378494.1|SLEB
OG0000392	LOC115765859|XP_030565449.1|DNOV	LOC115628606|XP_030380650.1|SLEB
OG0000392	LOC115765913|XP_030565519.1|DNOV	LOC115628605|XP_030380649.1|SLEB
OG0000393	LOC115760238|XP_030557353.1|DNOV	LOC115630547|XP_030383016.1|SLEB
OG0000393	LOC115760239|XP_030557356.1|DNOV	LOC115630548|XP_030383018.1|SLEB
OG0000394	LOC115768475|XP_030568910.1|DNOV	LOC115630035|XP_030382527.1|SLEB
OG0000395	LOC115766068|XP_030565736.1|DNOV	LOC115623008|XP_030373039.1|SLEB
OG0000395	LOC115768660|XP_030569204.1|DNOV	LOC115622275|XP_030372036.1|SLEB
OG0000396	LOC115766006|XP_030565635.1|DNOV	LOC115632052|XP_030384886.1|SLEB
OG0000398	LOC115767281|XP_030567411.1|DNOV	LOC115620796|XP_030370080.1|SLEB
OG0000398	LOC115771417|XP_030572978.1|DNOV, LOC115771416|XP_030572976.1|DNOV	LOC115634355|XP_030387875.1|SLEB, LOC115620787|XP_030370067.1|SLEB
OG0000399	LOC115771812|XP_030573550.1|DNOV, LOC115771813|XP_030573552.1|DNOV, LOC115771807|XP_030573543.1|DNOV	LOC115625106|XP_030375869.1|SLEB
OG0000399	LOC115771808|XP_030573545.1|DNOV, LOC115771811|XP_030573548.1|DNOV, LOC115771809|XP_030573546.1|DNOV	LOC115625369|XP_030376265.1|SLEB, LOC115625363|XP_030376260.1|SLEB
OG0000400	LOC115765164|XP_030564435.1|DNOV	LOC115627473|XP_030379009.1|SLEB
OG0000401	LOC115766431|XP_030566218.1|DNOV	LOC115627955|XP_030379709.1|SLEB
OG0000402	LOC115765340|XP_030564710.1|DNOV	LOC115629698|XP_030382077.1|SLEB
OG0000403	LOC115761311|XP_030558901.1|DNOV	LOC115620470|XP_030369561.1|SLEB
OG0000403	LOC115760886|XP_030558309.1|DNOV	LOC115634726|XP_030388468.1|SLEB
OG0000404	LOC115761534|XP_030559167.1|DNOV, LOC115761472|XP_030559098.1|DNOV	LOC115620247|XP_030369256.1|SLEB
OG0000405	LOC115768893|XP_030569465.1|DNOV	LOC115629105|XP_030381287.1|SLEB
OG0000405	LOC115772079|XP_030573892.1|DNOV	LOC115621256|XP_030370712.1|SLEB
OG0000406	LOC115770975|XP_030572299.1|DNOV	LOC115622181|XP_030371929.1|SLEB
OG0000406	LOC115762143|XP_030560114.1|DNOV	LOC115626215|XP_030377374.1|SLEB
OG0000407	LOC115762930|XP_030561171.1|DNOV	LOC115623259|XP_030373389.1|SLEB
OG0000407	LOC115762590|XP_030560737.1|DNOV	LOC115633064|XP_030386285.1|SLEB
OG0000408	LOC115763136|XP_030561440.1|DNOV, LOC115763103|XP_030561403.1|DNOV, LOC115763195|XP_030561516.1|DNOV, LOC115763159|XP_030561470.1|DNOV	LOC115626543|XP_030377781.1|SLEB
OG0000408	LOC115758672|XP_030555274.1|DNOV	LOC115628619|XP_030380663.1|SLEB
OG0000409	LOC115761887|XP_030559753.1|DNOV	LOC115633694|XP_030387011.1|SLEB
OG0000409	LOC115766579|XP_030566424.1|DNOV	LOC115622724|XP_030372628.1|SLEB
OG0000410	LOC115760273|XP_030557404.1|DNOV	LOC115630809|XP_030383337.1|SLEB
OG0000411	LOC115759469|XP_030556262.1|DNOV	LOC115623354|XP_030373497.1|SLEB
OG0000411	LOC115763005|XP_030561256.1|DNOV	LOC115626310|XP_030377505.1|SLEB
OG0000412	LOC115761442|XP_030559072.1|DNOV	LOC115624563|XP_030375152.1|SLEB
OG0000412	LOC115770103|XP_030571076.1|DNOV	LOC115633113|XP_030386358.1|SLEB
OG0000413	LOC115763742|XP_030562306.1|DNOV	LOC115623772|XP_030374168.1|SLEB
OG0000413	LOC115767918|XP_030568147.1|DNOV	LOC115623920|XP_030374337.1|SLEB, LOC115623918|XP_030374334.1|SLEB
OG0000414	LOC115758270|XP_030554693.1|DNOV	LOC115624742|XP_030375429.1|SLEB
OG0000415	LOC115765346|XP_030564721.1|DNOV	LOC115629761|XP_030382167.1|SLEB, LOC115628916|XP_030381039.1|SLEB, LOC115628857|XP_030380967.1|SLEB, LOC115628856|XP_030380966.1|SLEB, LOC115628858|XP_030380969.1|SLEB, LOC115619954|XP_030368843.1|SLEB
OG0000415	LOC115765354|XP_030564731.1|DNOV	LOC115619956|XP_030368844.1|SLEB
OG0000416	LOC115768128|XP_030568482.1|DNOV	LOC115627013|XP_030378394.1|SLEB
OG0000416	LOC115767807|XP_030568000.1|DNOV	LOC115629177|XP_030381411.1|SLEB
OG0000417	LOC115757752|XP_030554017.1|DNOV	LOC115620783|XP_030370052.1|SLEB
OG0000418	LOC115767555|XP_030567698.1|DNOV	LOC115628876|XP_030380992.1|SLEB
OG0000418	LOC115767071|XP_030567071.1|DNOV	LOC115627496|XP_030379044.1|SLEB
OG0000419	LOC115760614|XP_030557923.1|DNOV	LOC115634225|XP_030387677.1|SLEB
OG0000421	LOC115758507|XP_030555057.1|DNOV	LOC115626292|XP_030377476.1|SLEB
OG0000421	LOC115765557|XP_030565054.1|DNOV	LOC115631970|XP_030384729.1|SLEB
OG0000422	LOC115772004|XP_030573795.1|DNOV	LOC115621841|XP_030371512.1|SLEB
OG0000423	LOC115757844|XP_030554138.1|DNOV	LOC115632151|XP_030385032.1|SLEB
OG0000423	LOC115757936|XP_030554264.1|DNOV	LOC115634186|XP_030387633.1|SLEB
OG0000424	LOC115764517|XP_030563474.1|DNOV	LOC115631983|XP_030384753.1|SLEB
OG0000424	LOC115764485|XP_030563431.1|DNOV	LOC115633676|XP_030386989.1|SLEB, LOC115628066|XP_030379897.1|SLEB
OG0000425	LOC115762685|XP_030560871.1|DNOV	LOC115624910|XP_030375619.1|SLEB
OG0000426	LOC115765437|XP_030564866.1|DNOV	LOC115632134|XP_030385010.1|SLEB
OG0000428	LOC115762673|XP_030560847.1|DNOV	LOC115632132|XP_030385001.1|SLEB
OG0000428	LOC115762672|XP_030560846.1|DNOV	LOC115632131|XP_030384999.1|SLEB
OG0000429	LOC115758181|XP_030554582.1|DNOV	LOC115634049|XP_030387453.1|SLEB
OG0000429	LOC115758244|XP_030554660.1|DNOV	LOC115634048|XP_030387452.1|SLEB
OG0000429	LOC115758203|XP_030554611.1|DNOV	LOC115634047|XP_030387450.1|SLEB
OG0000430	LOC115771669|XP_030573344.1|DNOV, LOC115771668|XP_030573343.1|DNOV, LOC115772121|XP_030573956.1|DNOV	LOC115621619|XP_030371174.1|SLEB
OG0000430	LOC115765758|XP_030565281.1|DNOV, LOC115765759|XP_030565282.1|DNOV	LOC115624004|XP_030374435.1|SLEB
OG0000433	LOC115766852|XP_030566766.1|DNOV	LOC115627040|XP_030378432.1|SLEB
OG0000433	LOC115769577|XP_030570303.1|DNOV	LOC115622874|XP_030372824.1|SLEB
OG0000434	LOC115764909|XP_030564068.1|DNOV	LOC115620785|XP_030370059.1|SLEB
OG0000434	LOC115762280|XP_030560304.1|DNOV, LOC115762279|XP_030560303.1|DNOV	LOC115620044|XP_030369023.1|SLEB
OG0000435	LOC115765418|XP_030564823.1|DNOV	LOC115627968|XP_030379722.1|SLEB
OG0000437	LOC115763191|XP_030561512.1|DNOV	LOC115628646|XP_030380674.1|SLEB
OG0000437	LOC115760092|XP_030557136.1|DNOV	LOC115630407|XP_030382798.1|SLEB
OG0000438	LOC115761313|XP_030558904.1|DNOV	LOC115621779|XP_030371394.1|SLEB
OG0000439	LOC115763239|XP_030561575.1|DNOV	LOC115626416|XP_030377644.1|SLEB
OG0000439	LOC115770436|XP_030571567.1|DNOV	LOC115622178|XP_030371926.1|SLEB
OG0000440	LOC115760910|XP_030558341.1|DNOV, LOC115761002|XP_030558472.1|DNOV	LOC115632822|XP_030385936.1|SLEB
OG0000440	LOC115760625|XP_030557935.1|DNOV	LOC115621641|XP_030371204.1|SLEB
OG0000441	LOC115760980|XP_030558443.1|DNOV	LOC115625376|XP_030376310.1|SLEB
OG0000441	LOC115760673|XP_030558000.1|DNOV	LOC115625478|XP_030376426.1|SLEB
OG0000443	LOC115769670|XP_030570445.1|DNOV	LOC115622480|XP_030372285.1|SLEB, LOC115622482|XP_030372286.1|SLEB
OG0000443	LOC115769682|XP_030570461.1|DNOV	LOC115622808|XP_030372736.1|SLEB
OG0000444	LOC115759117|XP_030555819.1|DNOV	LOC115628613|XP_030380657.1|SLEB
OG0000444	LOC115759284|XP_030556046.1|DNOV	LOC115626051|XP_030377163.1|SLEB
OG0000446	LOC115763753|XP_030562326.1|DNOV	LOC115629768|XP_030382180.1|SLEB
OG0000446	LOC115762522|XP_030560642.1|DNOV	LOC115634410|XP_030387966.1|SLEB
OG0000447	LOC115762552|XP_030560687.1|DNOV	LOC115628286|XP_030380183.1|SLEB
OG0000448	LOC115764922|XP_030564087.1|DNOV	LOC115621335|XP_030370816.1|SLEB
OG0000448	LOC115765067|XP_030564302.1|DNOV	LOC115620305|XP_030369349.1|SLEB
OG0000449	LOC115771068|XP_030572481.1|DNOV	LOC115632130|XP_030384997.1|SLEB
OG0000449	LOC115763376|XP_030561770.1|DNOV	LOC115625806|XP_030376848.1|SLEB
OG0000450	LOC115765363|XP_030564744.1|DNOV	LOC115629485|XP_030381816.1|SLEB
OG0000450	LOC115764404|XP_030563256.1|DNOV	LOC115628723|XP_030380780.1|SLEB
OG0000451	LOC115768450|XP_030568871.1|DNOV	LOC115627137|XP_030378572.1|SLEB
OG0000451	LOC115768449|XP_030568869.1|DNOV	LOC115627136|XP_030378568.1|SLEB
OG0000453	LOC115764689|XP_030563739.1|DNOV	LOC115621529|XP_030371055.1|SLEB
OG0000453	LOC115764706|XP_030563765.1|DNOV	LOC115620982|XP_030370362.1|SLEB
OG0000454	LOC115758865|XP_030555514.1|DNOV	LOC115633980|XP_030387361.1|SLEB, LOC115632098|XP_030384944.1|SLEB
OG0000455	LOC115760611|XP_030557921.1|DNOV, LOC115760795|XP_030558150.1|DNOV	LOC115622166|XP_030371933.1|SLEB
OG0000456	LOC115766708|XP_030566486.1|DNOV	LOC115627769|XP_030379427.1|SLEB
OG0000456	LOC115769174|XP_030569739.1|DNOV	LOC115625920|XP_030377014.1|SLEB
OG0000457	LOC115763206|XP_030561531.1|DNOV	LOC115626588|XP_030377830.1|SLEB
OG0000457	LOC115759127|XP_030555831.1|DNOV	LOC115626095|XP_030377207.1|SLEB
OG0000458	LOC115765461|XP_030564885.1|DNOV	LOC115620069|XP_030369087.1|SLEB, LOC115620409|XP_030369493.1|SLEB, LOC115634573|XP_030388257.1|SLEB, LOC115631161|XP_030383698.1|SLEB
OG0000460	LOC115758693|XP_030555298.1|DNOV	LOC115631631|XP_030384300.1|SLEB
OG0000462	LOC115759542|XP_030556357.1|DNOV	LOC115624359|XP_030374879.1|SLEB
OG0000463	LOC115771965|XP_030573737.1|DNOV	LOC115625396|XP_030376295.1|SLEB
OG0000463	LOC115761494|XP_030559121.1|DNOV	LOC115620474|XP_030369565.1|SLEB
OG0000464	LOC115765499|XP_030564968.1|DNOV, LOC115765497|XP_030564966.1|DNOV, LOC115760233|XP_030557347.1|DNOV	LOC115631164|XP_030383708.1|SLEB
OG0000465	LOC115762013|XP_030559942.1|DNOV	LOC115625456|XP_030376364.1|SLEB
OG0000465	LOC115761927|XP_030559818.1|DNOV	LOC115625275|XP_030376137.1|SLEB
OG0000466	LOC115767076|XP_030567076.1|DNOV	LOC115628771|XP_030380846.1|SLEB
OG0000466	LOC115765560|XP_030565058.1|DNOV	LOC115628623|XP_030380671.1|SLEB
OG0000467	LOC115762439|XP_030560498.1|DNOV	LOC115633767|XP_030387102.1|SLEB
OG0000467	LOC115762360|XP_030560395.1|DNOV	LOC115624417|XP_030375028.1|SLEB
OG0000468	LOC115766158|XP_030565858.1|DNOV	LOC115620412|XP_030369494.1|SLEB
OG0000468	LOC115762409|XP_030560457.1|DNOV	LOC115622529|XP_030372750.1|SLEB
OG0000469	LOC115759739|XP_030556631.1|DNOV	LOC115632031|XP_030384837.1|SLEB
OG0000469	LOC115760268|XP_030557398.1|DNOV	LOC115632024|XP_030384829.1|SLEB
OG0000470	LOC115768455|XP_030568881.1|DNOV	LOC115624838|XP_030375544.1|SLEB
OG0000470	LOC115770144|XP_030571152.1|DNOV	LOC115633902|XP_030387266.1|SLEB
OG0000471	LOC115768078|XP_030568403.1|DNOV	LOC115625554|XP_030376545.1|SLEB
OG0000471	LOC115758893|XP_030555550.1|DNOV	LOC115631733|XP_030384432.1|SLEB
OG0000473	LOC115764416|XP_030563273.1|DNOV	LOC115630196|XP_030382623.1|SLEB
OG0000473	LOC115768010|XP_030568281.1|DNOV	LOC115627821|XP_030379515.1|SLEB
OG0000474	LOC115767198|XP_030567248.1|DNOV	LOC115627241|XP_030378724.1|SLEB
OG0000474	LOC115769601|XP_030570354.1|DNOV	LOC115623087|XP_030373152.1|SLEB
OG0000475	LOC115771743|XP_030573431.1|DNOV	LOC115620839|XP_030370131.1|SLEB
OG0000475	LOC115771717|XP_030573401.1|DNOV, LOC115772026|XP_030573816.1|DNOV	LOC115620793|XP_030370073.1|SLEB
OG0000476	LOC115761898|XP_030559767.1|DNOV	LOC115625076|XP_030375824.1|SLEB
OG0000477	LOC115772038|XP_030573836.1|DNOV	LOC115620781|XP_030370050.1|SLEB
OG0000477	LOC115771798|XP_030573527.1|DNOV	LOC115620952|XP_030370328.1|SLEB
OG0000478	LOC115771340|XP_030572870.1|DNOV, LOC115765658|XP_030565177.1|DNOV	LOC115627237|XP_030378720.1|SLEB
OG0000479	LOC115761872|XP_030559735.1|DNOV	LOC115625158|XP_030375946.1|SLEB
OG0000480	LOC115763425|XP_030561845.1|DNOV	LOC115630445|XP_030382867.1|SLEB
OG0000480	LOC115763347|XP_030561722.1|DNOV	LOC115630429|XP_030382845.1|SLEB, LOC115630764|XP_030383280.1|SLEB
OG0000482	LOC115763744|XP_030562308.1|DNOV	LOC115624007|XP_030374439.1|SLEB
OG0000482	LOC115763714|XP_030562267.1|DNOV	LOC115623707|XP_030374046.1|SLEB
OG0000483	LOC115770865|XP_030572162.1|DNOV, LOC115770864|XP_030572161.1|DNOV	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB
OG0000484	LOC115759546|XP_030556361.1|DNOV	LOC115624356|XP_030374874.1|SLEB
OG0000484	LOC115759538|XP_030556353.1|DNOV	LOC115624354|XP_030374872.1|SLEB
OG0000485	LOC115767756|XP_030567938.1|DNOV	LOC115622735|XP_030372635.1|SLEB
OG0000485	LOC115767748|XP_030567926.1|DNOV	LOC115622734|XP_030372634.1|SLEB
OG0000486	LOC115760770|XP_030558117.1|DNOV	LOC115622380|XP_030372201.1|SLEB
OG0000486	LOC115760767|XP_030558112.1|DNOV	LOC115622284|XP_030372084.1|SLEB
OG0000487	LOC115760599|XP_030557900.1|DNOV	LOC115633973|XP_030387353.1|SLEB
OG0000487	LOC115760585|XP_030557875.1|DNOV	LOC115625551|XP_030376502.1|SLEB
OG0000488	LOC115759164|XP_030555893.1|DNOV, LOC115759160|XP_030555890.1|DNOV, LOC115759162|XP_030555892.1|DNOV, LOC115759161|XP_030555891.1|DNOV, LOC115759237|XP_030555996.1|DNOV	LOC115631697|XP_030384385.1|SLEB
OG0000489	LOC115771632|XP_030573291.1|DNOV	LOC115621523|XP_030371049.1|SLEB
OG0000489	LOC115766281|XP_030566008.1|DNOV	LOC115627675|XP_030379277.1|SLEB
OG0000490	LOC115767062|XP_030567062.1|DNOV	LOC115628761|XP_030380837.1|SLEB
OG0000491	LOC115762526|XP_030560650.1|DNOV	LOC115634774|XP_030388530.1|SLEB
OG0000492	LOC115764009|XP_030562697.1|DNOV	LOC115634517|XP_030388144.1|SLEB
OG0000492	LOC115769236|XP_030569812.1|DNOV	LOC115624481|XP_030375044.1|SLEB
OG0000493	LOC115768949|XP_030569527.1|DNOV, LOC115760570|XP_030557844.1|DNOV	LOC115620380|XP_030369447.1|SLEB
OG0000494	LOC115759207|XP_030555958.1|DNOV	LOC115626394|XP_030377615.1|SLEB
OG0000495	LOC115768985|XP_030569561.1|DNOV	LOC115623768|XP_030374167.1|SLEB
OG0000495	LOC115762172|XP_030560150.1|DNOV	LOC115623777|XP_030374179.1|SLEB
OG0000496	LOC115763382|XP_030561780.1|DNOV	LOC115628991|XP_030381133.1|SLEB
OG0000496	LOC115759140|XP_030555851.1|DNOV	LOC115631192|XP_030383742.1|SLEB
OG0000497	LOC115765536|XP_030565015.1|DNOV	LOC115631277|XP_030383851.1|SLEB
OG0000497	LOC115765537|XP_030565017.1|DNOV	LOC115631501|XP_030384121.1|SLEB
OG0000498	LOC115770861|XP_030572158.1|DNOV	LOC115625411|XP_030376311.1|SLEB
OG0000498	LOC115770627|XP_030571831.1|DNOV	LOC115625406|XP_030376305.1|SLEB
OG0000499	LOC115760080|XP_030557126.1|DNOV	LOC115626780|XP_030378109.1|SLEB
OG0000499	LOC115766865|XP_030566785.1|DNOV	LOC115626831|XP_030378172.1|SLEB
OG0000500	LOC115770654|XP_030571882.1|DNOV	LOC115622311|XP_030372077.1|SLEB
OG0000500	LOC115768743|XP_030569292.1|DNOV	LOC115622310|XP_030372075.1|SLEB
OG0000501	LOC115771902|XP_030573654.1|DNOV, LOC115771894|XP_030573641.1|DNOV	LOC115634627|XP_030388342.1|SLEB
OG0000502	LOC115762275|XP_030560302.1|DNOV	LOC115624882|XP_030375588.1|SLEB
OG0000503	LOC115758075|XP_030554449.1|DNOV	LOC115634628|XP_030388343.1|SLEB
OG0000504	LOC115769643|XP_030570413.1|DNOV	LOC115633045|XP_030386249.1|SLEB
OG0000505	LOC115768059|XP_030568360.1|DNOV	LOC115633292|XP_030386564.1|SLEB
OG0000505	LOC115768833|XP_030569389.1|DNOV	LOC115633257|XP_030386521.1|SLEB
OG0000507	LOC115768238|XP_030568624.1|DNOV	LOC115627058|XP_030378464.1|SLEB
OG0000507	LOC115768239|XP_030568625.1|DNOV	LOC115627426|XP_030378959.1|SLEB
OG0000508	LOC115762738|XP_030560931.1|DNOV	LOC115624934|XP_030375645.1|SLEB
OG0000508	LOC115762739|XP_030560934.1|DNOV	LOC115624935|XP_030375646.1|SLEB
OG0000509	LOC115761008|XP_030558478.1|DNOV	LOC115620075|XP_030369098.1|SLEB
OG0000509	LOC115761027|XP_030558498.1|DNOV	LOC115633699|XP_030387022.1|SLEB
OG0000510	LOC115760668|XP_030557995.1|DNOV	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB
OG0000511	LOC115758930|XP_030555590.1|DNOV	LOC115631969|XP_030384727.1|SLEB
OG0000511	LOC115758571|XP_030555143.1|DNOV	LOC115631594|XP_030384255.1|SLEB
OG0000513	LOC115770109|XP_030571129.1|DNOV	LOC115621232|XP_030370686.1|SLEB
OG0000513	LOC115759147|XP_030555860.1|DNOV	LOC115625905|XP_030376995.1|SLEB
OG0000514	LOC115765508|XP_030564985.1|DNOV	LOC115628526|XP_030380546.1|SLEB
OG0000514	LOC115765496|XP_030564965.1|DNOV	LOC115628516|XP_030380527.1|SLEB
OG0000515	LOC115766732|XP_030566553.1|DNOV	LOC115627805|XP_030379495.1|SLEB
OG0000515	LOC115770049|XP_030570992.1|DNOV	LOC115622643|XP_030372511.1|SLEB
OG0000516	LOC115766811|XP_030566706.1|DNOV	LOC115626944|XP_030378319.1|SLEB
OG0000517	LOC115771499|XP_030573085.1|DNOV	LOC115633966|XP_030387347.1|SLEB, LOC115633965|XP_030387346.1|SLEB
OG0000521	LOC115766327|XP_030566078.1|DNOV	LOC115629576|XP_030381928.1|SLEB
OG0000521	LOC115766286|XP_030566014.1|DNOV	LOC115629574|XP_030381925.1|SLEB
OG0000522	LOC115758627|XP_030555222.1|DNOV, LOC115765110|XP_030564358.1|DNOV	LOC115627854|XP_030379575.1|SLEB
OG0000523	LOC115765282|XP_030564632.1|DNOV	LOC115633249|XP_030386507.1|SLEB
OG0000524	LOC115761883|XP_030559745.1|DNOV	LOC115621872|XP_030371557.1|SLEB
OG0000525	LOC115762223|XP_030560217.1|DNOV	LOC115632582|XP_030385667.1|SLEB
OG0000526	LOC115759224|XP_030555979.1|DNOV	LOC115625930|XP_030377026.1|SLEB
OG0000526	LOC115766568|XP_030566410.1|DNOV	LOC115634755|XP_030388507.1|SLEB
OG0000527	LOC115758354|XP_030554797.1|DNOV	LOC115632044|XP_030384874.1|SLEB
OG0000527	LOC115758545|XP_030555102.1|DNOV	LOC115631125|XP_030383652.1|SLEB
OG0000528	LOC115758405|XP_030554913.1|DNOV	LOC115631996|XP_030384785.1|SLEB
OG0000529	LOC115758661|XP_030555260.1|DNOV	LOC115631155|XP_030383692.1|SLEB
OG0000529	LOC115758674|XP_030555275.1|DNOV	LOC115630789|XP_030383304.1|SLEB
OG0000530	LOC115770158|XP_030571170.1|DNOV	LOC115623076|XP_030373137.1|SLEB
OG0000530	LOC115769720|XP_030570511.1|DNOV	LOC115623065|XP_030373118.1|SLEB
OG0000532	LOC115770876|XP_030572172.1|DNOV	LOC115623782|XP_030374183.1|SLEB
OG0000533	LOC115765431|XP_030564836.1|DNOV	LOC115633432|XP_030386752.1|SLEB
OG0000533	LOC115763637|XP_030562126.1|DNOV	LOC115623569|XP_030373826.1|SLEB
OG0000534	LOC115767100|XP_030567108.1|DNOV, LOC115762665|XP_030560834.1|DNOV	LOC115626532|XP_030377772.1|SLEB
OG0000535	LOC115765435|XP_030564852.1|DNOV	LOC115625013|XP_030375736.1|SLEB
OG0000535	LOC115757993|XP_030554347.1|DNOV	LOC115633870|XP_030387227.1|SLEB
OG0000536	LOC115769719|XP_030570510.1|DNOV, LOC115769455|XP_030570127.1|DNOV	LOC115622558|XP_030372387.1|SLEB
OG0000537	LOC115762423|XP_030560478.1|DNOV	LOC115627460|XP_030378995.1|SLEB
OG0000538	LOC115767434|XP_030567587.1|DNOV	LOC115624785|XP_030375476.1|SLEB
OG0000538	LOC115764503|XP_030563452.1|DNOV	LOC115634404|XP_030387957.1|SLEB
OG0000539	LOC115765723|XP_030565247.1|DNOV	LOC115625371|XP_030376267.1|SLEB
OG0000539	LOC115765667|XP_030565185.1|DNOV	LOC115625298|XP_030376173.1|SLEB
OG0000540	LOC115758544|XP_030555101.1|DNOV	LOC115630655|XP_030383157.1|SLEB
OG0000540	LOC115759035|XP_030555717.1|DNOV	LOC115630558|XP_030383029.1|SLEB
OG0000541	LOC115760816|XP_030558193.1|DNOV	LOC115624177|XP_030374652.1|SLEB, LOC115624166|XP_030374626.1|SLEB
OG0000542	LOC115770949|XP_030572270.1|DNOV	LOC115625535|XP_030376474.1|SLEB
OG0000542	LOC115766778|XP_030566648.1|DNOV	LOC115627777|XP_030379446.1|SLEB
OG0000543	LOC115761599|XP_030559259.1|DNOV	LOC115621143|XP_030370560.1|SLEB
OG0000543	LOC115760511|XP_030557731.1|DNOV	LOC115623333|XP_030373463.1|SLEB
OG0000544	LOC115771106|XP_030572525.1|DNOV	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB
OG0000544	LOC115764619|XP_030563640.1|DNOV	LOC115624019|XP_030374454.1|SLEB
OG0000545	LOC115771852|XP_030573594.1|DNOV	LOC115621211|XP_030370653.1|SLEB
OG0000545	LOC115772096|XP_030573917.1|DNOV	LOC115621286|XP_030370749.1|SLEB
OG0000546	LOC115759403|XP_030556151.1|DNOV	LOC115623697|XP_030374032.1|SLEB
OG0000546	LOC115765207|XP_030564508.1|DNOV	LOC115627177|XP_030378637.1|SLEB
OG0000547	LOC115761440|XP_030559068.1|DNOV	LOC115633068|XP_030386299.1|SLEB
OG0000548	LOC115768555|XP_030569029.1|DNOV	LOC115622433|XP_030372234.1|SLEB
OG0000548	LOC115768570|XP_030569060.1|DNOV	LOC115622434|XP_030372235.1|SLEB
OG0000549	LOC115762388|XP_030560428.1|DNOV	LOC115633990|XP_030387373.1|SLEB
OG0000550	LOC115760017|XP_030557038.1|DNOV	LOC115632900|XP_030386051.1|SLEB
OG0000550	LOC115760247|XP_030557362.1|DNOV	LOC115632608|XP_030385696.1|SLEB
OG0000551	LOC115760535|XP_030557773.1|DNOV	LOC115634206|XP_030387658.1|SLEB
OG0000552	LOC115761308|XP_030558897.1|DNOV, LOC115761306|XP_030558895.1|DNOV	LOC115621198|XP_030370637.1|SLEB
OG0000552	LOC115761324|XP_030558917.1|DNOV	LOC115620920|XP_030370279.1|SLEB
OG0000553	LOC115758588|XP_030555167.1|DNOV, LOC115758617|XP_030555210.1|DNOV	LOC115625738|XP_030376751.1|SLEB
OG0000554	LOC115761372|XP_030558982.1|DNOV	LOC115621598|XP_030371150.1|SLEB
OG0000554	LOC115763975|XP_030562638.1|DNOV	LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB
OG0000555	LOC115765825|XP_030565408.1|DNOV	LOC115628310|XP_030380224.1|SLEB
OG0000555	LOC115766951|XP_030566898.1|DNOV	LOC115628303|XP_030380210.1|SLEB
OG0000556	LOC115761302|XP_030558889.1|DNOV	LOC115623458|XP_030373674.1|SLEB
OG0000557	LOC115763878|XP_030562513.1|DNOV	LOC115624100|XP_030374550.1|SLEB
OG0000557	LOC115763879|XP_030562515.1|DNOV	LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB
OG0000558	LOC115770828|XP_030572122.1|DNOV	LOC115623799|XP_030374201.1|SLEB
OG0000558	LOC115768527|XP_030568978.1|DNOV	LOC115627610|XP_030379199.1|SLEB
OG0000559	LOC115761993|XP_030559920.1|DNOV	LOC115621713|XP_030371282.1|SLEB
OG0000559	LOC115770449|XP_030571587.1|DNOV	LOC115633935|XP_030387313.1|SLEB
OG0000560	LOC115760982|XP_030558450.1|DNOV	LOC115624641|XP_030375269.1|SLEB
OG0000560	LOC115760973|XP_030558437.1|DNOV	LOC115624640|XP_030375268.1|SLEB
OG0000561	LOC115769829|XP_030570663.1|DNOV	LOC115632645|XP_030385734.1|SLEB
OG0000561	LOC115769566|XP_030570278.1|DNOV	LOC115632520|XP_030385575.1|SLEB
OG0000562	LOC115766351|XP_030566114.1|DNOV	LOC115622396|XP_030372181.1|SLEB
OG0000562	LOC115769425|XP_030570096.1|DNOV	LOC115622789|XP_030372709.1|SLEB
OG0000563	LOC115767155|XP_030567192.1|DNOV	LOC115624876|XP_030375581.1|SLEB
OG0000563	LOC115770836|XP_030572134.1|DNOV, LOC115770826|XP_030572123.1|DNOV	LOC115629763|XP_030382174.1|SLEB, LOC115629628|XP_030381989.1|SLEB, LOC115632144|XP_030385022.1|SLEB, LOC115632112|XP_030384965.1|SLEB, LOC115626468|XP_030377711.1|SLEB, LOC115622959|XP_030372960.1|SLEB, LOC115623145|XP_030373214.1|SLEB, LOC115626470|XP_030377713.1|SLEB, LOC115625860|XP_030376928.1|SLEB
