Orthogroup	DNOV.longest_only	DALB.longest_only
OG0000439	LOC115763239|XP_030561575.1|DNOV	LOC117565270|XP_034100188.1|DALB
OG0000439	LOC115770436|XP_030571567.1|DNOV	LOC117571111|XP_034108985.1|DALB
OG0000440	LOC115760910|XP_030558341.1|DNOV	LOC117570223|XP_034107613.1|DALB
OG0000440	LOC115761002|XP_030558472.1|DNOV	LOC117570224|XP_034107614.1|DALB
OG0000440	LOC115760625|XP_030557935.1|DNOV	LOC117567896|XP_034104059.1|DALB
OG0000441	LOC115760980|XP_030558443.1|DNOV	LOC117570102|XP_034107450.1|DALB
OG0000441	LOC115760673|XP_030558000.1|DNOV	LOC117569290|XP_034106286.1|DALB
OG0000443	LOC115769670|XP_030570445.1|DNOV	LOC117569537|XP_034106631.1|DALB
OG0000443	LOC115769682|XP_030570461.1|DNOV	LOC117570957|XP_034108783.1|DALB
OG0000444	LOC115759117|XP_030555819.1|DNOV	LOC117564594|XP_034099337.1|DALB
OG0000444	LOC115759284|XP_030556046.1|DNOV	LOC117564527|XP_034099239.1|DALB
OG0000446	LOC115763753|XP_030562326.1|DNOV	LOC117575905|XP_034116240.1|DALB
OG0000446	LOC115762522|XP_030560642.1|DNOV	LOC117569928|XP_034107178.1|DALB
OG0000448	LOC115764922|XP_030564087.1|DNOV	LOC117576233|XP_034116742.1|DALB
OG0000448	LOC115765067|XP_030564302.1|DNOV	LOC117573579|XP_034112758.1|DALB, LOC117575855|XP_034116166.1|DALB
OG0000448	LOC115759283|XP_030556045.1|DNOV	LOC117564935|XP_034099780.1|DALB
OG0000449	LOC115771068|XP_030572481.1|DNOV	LOC117572037|XP_034110488.1|DALB
OG0000449	LOC115763376|XP_030561770.1|DNOV	LOC117564461|XP_034099137.1|DALB
OG0000450	LOC115765363|XP_030564744.1|DNOV	LOC117578232|XP_034119507.1|DALB
OG0000450	LOC115764404|XP_030563256.1|DNOV	LOC117566468|XP_034101893.1|DALB
OG0000451	LOC115768450|XP_030568871.1|DNOV	LOC117577647|XP_034118420.1|DALB
OG0000451	LOC115768449|XP_030568869.1|DNOV	LOC117577648|XP_034118423.1|DALB
OG0000454	LOC115758865|XP_030555514.1|DNOV	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB
OG0000455	LOC115760795|XP_030558150.1|DNOV	LOC117568561|XP_034105180.1|DALB
OG0000456	LOC115766708|XP_030566486.1|DNOV	LOC117573143|XP_034111972.1|DALB
OG0000456	LOC115769174|XP_030569739.1|DNOV	LOC117563277|XP_034097400.1|DALB
OG0000457	LOC115763206|XP_030561531.1|DNOV	LOC117565212|XP_034100110.1|DALB
OG0000457	LOC115759127|XP_030555831.1|DNOV	LOC117564515|XP_034099226.1|DALB
OG0000458	LOC115765461|XP_030564885.1|DNOV	LOC117563861|XP_034098286.1|DALB
OG0000460	LOC115758693|XP_030555298.1|DNOV	LOC117565458|XP_034100451.1|DALB
OG0000462	LOC115759542|XP_030556357.1|DNOV	LOC117575942|XP_034116293.1|DALB
OG0000463	LOC115771965|XP_030573737.1|DNOV	LOC117574386|XP_034114111.1|DALB
OG0000463	LOC115761494|XP_030559121.1|DNOV	LOC117574482|XP_034114210.1|DALB, LOC117574479|XP_034114208.1|DALB
OG0000464	LOC115765497|XP_030564966.1|DNOV	LOC117563862|XP_034098309.1|DALB
OG0000464	LOC115760233|XP_030557347.1|DNOV	LOC117566161|XP_034101552.1|DALB
OG0000465	LOC115762013|XP_030559942.1|DNOV	LOC117576223|XP_034116725.1|DALB
OG0000465	LOC115761927|XP_030559818.1|DNOV	LOC117576222|XP_034116722.1|DALB
OG0000466	LOC115767076|XP_030567076.1|DNOV	LOC117570655|XP_034108330.1|DALB
OG0000466	LOC115765560|XP_030565058.1|DNOV	LOC117564787|XP_034099588.1|DALB
OG0000467	LOC115762439|XP_030560498.1|DNOV	LOC117571055|XP_034108913.1|DALB
OG0000467	LOC115762360|XP_030560395.1|DNOV	LOC117568018|XP_034104237.1|DALB
OG0000468	LOC115762409|XP_030560457.1|DNOV	LOC117571922|XP_034110294.1|DALB
OG0000469	LOC115759739|XP_030556631.1|DNOV	LOC117565858|XP_034101077.1|DALB
OG0000469	LOC115760268|XP_030557398.1|DNOV	LOC117565982|XP_034101278.1|DALB
OG0000470	LOC115768455|XP_030568881.1|DNOV	LOC117567360|XP_034103189.1|DALB
OG0000470	LOC115770144|XP_030571152.1|DNOV	LOC117570696|XP_034108390.1|DALB
OG0000471	LOC115768078|XP_030568403.1|DNOV	LOC117571140|XP_034109033.1|DALB
OG0000471	LOC115758893|XP_030555550.1|DNOV	LOC117564774|XP_034099564.1|DALB
OG0000473	LOC115764416|XP_030563273.1|DNOV	LOC117578220|XP_034119485.1|DALB
OG0000473	LOC115768010|XP_030568281.1|DNOV	LOC117573572|XP_034112789.1|DALB
OG0000474	LOC115767198|XP_030567248.1|DNOV	LOC117567868|XP_034104029.1|DALB
OG0000474	LOC115769601|XP_030570354.1|DNOV	LOC117568378|XP_034104876.1|DALB
OG0000475	LOC115771743|XP_030573431.1|DNOV	LOC117575976|XP_034116347.1|DALB
OG0000475	LOC115771717|XP_030573401.1|DNOV	LOC117568537|XP_034105146.1|DALB
OG0000475	LOC115772026|XP_030573816.1|DNOV	LOC117575974|XP_034116343.1|DALB
OG0000476	LOC115761867|XP_030559727.1|DNOV	LOC117574092|XP_034113618.1|DALB
OG0000476	LOC115761898|XP_030559767.1|DNOV	LOC117574302|XP_034113999.1|DALB
OG0000477	LOC115772038|XP_030573836.1|DNOV	LOC117576734|XP_034117651.1|DALB
OG0000477	LOC115771798|XP_030573527.1|DNOV	LOC117576735|XP_034117653.1|DALB
OG0000478	LOC115771340|XP_030572870.1|DNOV	LOC117577931|XP_034118825.1|DALB
OG0000478	LOC115765658|XP_030565177.1|DNOV	LOC117574156|XP_034113728.1|DALB
OG0000479	LOC115761872|XP_030559735.1|DNOV	LOC117576315|XP_034116861.1|DALB
OG0000480	LOC115763425|XP_030561845.1|DNOV	LOC117564375|XP_034098985.1|DALB
OG0000480	LOC115763347|XP_030561722.1|DNOV	LOC117564374|XP_034098982.1|DALB
OG0000482	LOC115763744|XP_030562308.1|DNOV	LOC117576116|XP_034116565.1|DALB
OG0000482	LOC115763714|XP_030562267.1|DNOV	LOC117576192|XP_034116676.1|DALB
OG0000483	LOC115770865|XP_030572162.1|DNOV	LOC117574894|XP_034114822.1|DALB
OG0000483	LOC115770864|XP_030572161.1|DNOV	LOC117573301|XP_034112297.1|DALB
OG0000484	LOC115759546|XP_030556361.1|DNOV	LOC117575936|XP_034116287.1|DALB
OG0000484	LOC115759538|XP_030556353.1|DNOV	LOC117576719|XP_034117630.1|DALB
OG0000485	LOC115767756|XP_030567938.1|DNOV	LOC117568025|XP_034104248.1|DALB
OG0000485	LOC115767748|XP_030567926.1|DNOV	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB
OG0000486	LOC115760770|XP_030558117.1|DNOV	LOC117568199|XP_034104555.1|DALB
OG0000486	LOC115760767|XP_030558112.1|DNOV	LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB
OG0000487	LOC115760599|XP_030557900.1|DNOV	LOC117572563|XP_034111331.1|DALB
OG0000487	LOC115760585|XP_030557875.1|DNOV	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB
OG0000489	LOC115771632|XP_030573291.1|DNOV	LOC117576379|XP_034116968.1|DALB
OG0000489	LOC115766281|XP_030566008.1|DNOV	LOC117567573|XP_034103540.1|DALB
OG0000490	LOC115767062|XP_030567062.1|DNOV	LOC117578022|XP_034119012.1|DALB
OG0000490	LOC115768330|XP_030568749.1|DNOV	LOC117574832|XP_034114709.1|DALB
OG0000491	LOC115762526|XP_030560650.1|DNOV	LOC117567551|XP_034103500.1|DALB
OG0000492	LOC115764009|XP_030562697.1|DNOV	LOC117569977|XP_034107244.1|DALB
OG0000492	LOC115769236|XP_030569812.1|DNOV	LOC117564509|XP_034099216.1|DALB
OG0000493	LOC115760570|XP_030557844.1|DNOV	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB
OG0000494	LOC115767761|XP_030567943.1|DNOV	LOC117565717|XP_034100859.1|DALB
OG0000494	LOC115759207|XP_030555958.1|DNOV	LOC117563507|XP_034097772.1|DALB
OG0000495	LOC115768985|XP_030569561.1|DNOV	LOC117570390|XP_034107900.1|DALB
OG0000495	LOC115762172|XP_030560150.1|DNOV	LOC117570750|XP_034108463.1|DALB
OG0000496	LOC115763382|XP_030561780.1|DNOV	LOC117566054|XP_034101400.1|DALB
OG0000496	LOC115759140|XP_030555851.1|DNOV	LOC117565995|XP_034101305.1|DALB
OG0000497	LOC115765536|XP_030565015.1|DNOV	LOC117565266|XP_034100182.1|DALB
OG0000497	LOC115765537|XP_030565017.1|DNOV	LOC117564629|XP_034099376.1|DALB
OG0000498	LOC115770861|XP_030572158.1|DNOV	LOC117573306|XP_034112302.1|DALB
OG0000498	LOC115770627|XP_030571831.1|DNOV	LOC117575291|XP_034115329.1|DALB
OG0000499	LOC115760080|XP_030557126.1|DNOV	LOC117566916|XP_034102428.1|DALB
OG0000499	LOC115766865|XP_030566785.1|DNOV	LOC117578361|XP_034119695.1|DALB
OG0000500	LOC115770654|XP_030571882.1|DNOV	LOC117568873|XP_034105654.1|DALB
OG0000500	LOC115768743|XP_030569292.1|DNOV	LOC117568872|XP_034105653.1|DALB
OG0000501	LOC115771902|XP_030573654.1|DNOV, LOC115771894|XP_030573641.1|DNOV	LOC117566728|XP_034102162.1|DALB
OG0000502	LOC115762275|XP_030560302.1|DNOV	LOC117570858|XP_034108629.1|DALB
OG0000503	LOC115758075|XP_030554449.1|DNOV	LOC117566793|XP_034102227.1|DALB
OG0000504	LOC115769643|XP_030570413.1|DNOV	LOC117570036|XP_034107352.1|DALB
OG0000505	LOC115768059|XP_030568360.1|DNOV	LOC117573327|XP_034112331.1|DALB
OG0000505	LOC115768833|XP_030569389.1|DNOV	LOC117571310|XP_034109279.1|DALB
OG0000507	LOC115768238|XP_030568624.1|DNOV	LOC117576971|XP_034118043.1|DALB
OG0000507	LOC115768239|XP_030568625.1|DNOV	LOC117568198|XP_034104558.1|DALB
OG0000508	LOC115762738|XP_030560931.1|DNOV	LOC117571360|XP_034109359.1|DALB
OG0000508	LOC115762739|XP_030560934.1|DNOV	LOC117571471|XP_034109516.1|DALB
OG0000509	LOC115761008|XP_030558478.1|DNOV	LOC117567337|XP_034103147.1|DALB
OG0000509	LOC115761027|XP_030558498.1|DNOV	LOC117567334|XP_034103144.1|DALB
OG0000510	LOC115760668|XP_030557995.1|DNOV	LOC117572436|XP_034111155.1|DALB
OG0000511	LOC115758930|XP_030555590.1|DNOV	LOC117564449|XP_034099117.1|DALB
OG0000511	LOC115758571|XP_030555143.1|DNOV	LOC117564447|XP_034099116.1|DALB
OG0000512	LOC115759205|XP_030555951.1|DNOV	LOC117566003|XP_034101311.1|DALB
OG0000513	LOC115770109|XP_030571129.1|DNOV	LOC117566895|XP_034102401.1|DALB
OG0000513	LOC115759147|XP_030555860.1|DNOV	LOC117565466|XP_034100463.1|DALB
OG0000514	LOC115765508|XP_030564985.1|DNOV	LOC117565332|XP_034100270.1|DALB
OG0000514	LOC115765496|XP_030564965.1|DNOV	LOC117564904|XP_034099748.1|DALB
OG0000515	LOC115766732|XP_030566553.1|DNOV	LOC117573227|XP_034112167.1|DALB
OG0000515	LOC115770049|XP_030570992.1|DNOV	LOC117570797|XP_034108543.1|DALB
OG0000516	LOC115766811|XP_030566706.1|DNOV	LOC117578001|XP_034118993.1|DALB
OG0000517	LOC115771498|XP_030573083.1|DNOV	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB
OG0000517	LOC115771499|XP_030573085.1|DNOV	LOC117571814|XP_034110075.1|DALB
OG0000521	LOC115766327|XP_030566078.1|DNOV	LOC117577891|XP_034118760.1|DALB
OG0000521	LOC115766286|XP_030566014.1|DNOV	LOC117567494|XP_034103418.1|DALB
OG0000522	LOC115765110|XP_030564358.1|DNOV	LOC117577337|XP_034118181.1|DALB
OG0000523	LOC115765282|XP_030564632.1|DNOV	LOC117569690|XP_034106838.1|DALB
OG0000524	LOC115761883|XP_030559745.1|DNOV	LOC117573923|XP_034113327.1|DALB
OG0000525	LOC115762223|XP_030560217.1|DNOV	LOC117567161|XP_034102865.1|DALB
OG0000526	LOC115759224|XP_030555979.1|DNOV	LOC117564252|XP_034098847.1|DALB
OG0000526	LOC115766568|XP_030566410.1|DNOV	LOC117572745|XP_034111713.1|DALB
OG0000527	LOC115758354|XP_030554797.1|DNOV	LOC117565756|XP_034100898.1|DALB
OG0000527	LOC115758545|XP_030555102.1|DNOV	LOC117566242|XP_034101679.1|DALB
OG0000528	LOC115758405|XP_030554913.1|DNOV	LOC117578385|XP_034119712.1|DALB
OG0000529	LOC115758661|XP_030555260.1|DNOV	LOC117565740|XP_034100876.1|DALB
OG0000529	LOC115758674|XP_030555275.1|DNOV	LOC117564582|XP_034099314.1|DALB
OG0000530	LOC115770158|XP_030571170.1|DNOV	LOC117571193|XP_034109126.1|DALB
OG0000530	LOC115769720|XP_030570511.1|DNOV	LOC117571162|XP_034109063.1|DALB
OG0000531	LOC115758470|XP_030555006.1|DNOV	LOC117565336|XP_034100276.1|DALB
OG0000532	LOC115770876|XP_030572172.1|DNOV	LOC117576083|XP_034116522.1|DALB
OG0000532	LOC115770877|XP_030572173.1|DNOV	LOC117575284|XP_034115318.1|DALB
OG0000533	LOC115765431|XP_030564836.1|DNOV	LOC117569997|XP_034107280.1|DALB
OG0000533	LOC115763637|XP_030562126.1|DNOV	LOC117573993|XP_034113432.1|DALB
OG0000534	LOC115767100|XP_030567108.1|DNOV, LOC115762665|XP_030560834.1|DNOV	LOC117568271|XP_034104653.1|DALB
OG0000535	LOC115765435|XP_030564852.1|DNOV	LOC117567969|XP_034104168.1|DALB
OG0000535	LOC115757993|XP_030554347.1|DNOV	LOC117570234|XP_034107629.1|DALB
OG0000536	LOC115769455|XP_030570127.1|DNOV	LOC117569953|XP_034107207.1|DALB
OG0000537	LOC115762423|XP_030560478.1|DNOV	LOC117570048|XP_034107366.1|DALB
OG0000538	LOC115767434|XP_030567587.1|DNOV	LOC117568064|XP_034104311.1|DALB
OG0000538	LOC115764503|XP_030563452.1|DNOV	LOC117568809|XP_034105561.1|DALB
OG0000539	LOC115765723|XP_030565247.1|DNOV	LOC117574978|XP_034114935.1|DALB
OG0000539	LOC115765667|XP_030565185.1|DNOV	LOC117576115|XP_034116563.1|DALB
OG0000540	LOC115758544|XP_030555101.1|DNOV	LOC117565442|XP_034100424.1|DALB
OG0000542	LOC115770949|XP_030572270.1|DNOV	LOC117574053|XP_034113556.1|DALB
OG0000542	LOC115766778|XP_030566648.1|DNOV	LOC117573207|XP_034112097.1|DALB
OG0000543	LOC115761599|XP_030559259.1|DNOV	LOC117573902|XP_034113301.1|DALB
OG0000543	LOC115760511|XP_030557731.1|DNOV	LOC117572386|XP_034111050.1|DALB
OG0000544	LOC115771106|XP_030572525.1|DNOV	LOC117568673|XP_034105370.1|DALB
OG0000544	LOC115764619|XP_030563640.1|DNOV	LOC117575460|XP_034115560.1|DALB
OG0000545	LOC115771852|XP_030573594.1|DNOV	LOC117575100|XP_034115092.1|DALB
OG0000545	LOC115772096|XP_030573917.1|DNOV	LOC117575101|XP_034115093.1|DALB
OG0000546	LOC115759403|XP_030556151.1|DNOV	LOC117573648|XP_034112859.1|DALB
OG0000546	LOC115765207|XP_030564508.1|DNOV	LOC117577896|XP_034118770.1|DALB
OG0000547	LOC115768488|XP_030568930.1|DNOV, LOC115761440|XP_030559068.1|DNOV	LOC117575130|XP_034115127.1|DALB, LOC117563554|XP_034097825.1|DALB
OG0000548	LOC115768555|XP_030569029.1|DNOV	LOC117571554|XP_034109648.1|DALB
OG0000548	LOC115768570|XP_030569060.1|DNOV	LOC117570985|XP_034108822.1|DALB
OG0000549	LOC115762388|XP_030560428.1|DNOV	LOC117569957|XP_034107218.1|DALB
OG0000550	LOC115760017|XP_030557038.1|DNOV	LOC117570320|XP_034107753.1|DALB
OG0000550	LOC115760247|XP_030557362.1|DNOV	LOC117569649|XP_034106785.1|DALB
OG0000552	LOC115761308|XP_030558897.1|DNOV, LOC115761306|XP_030558895.1|DNOV	LOC117576695|XP_034117582.1|DALB
OG0000552	LOC115761324|XP_030558917.1|DNOV	LOC117576694|XP_034117581.1|DALB
OG0000553	LOC115758588|XP_030555167.1|DNOV	LOC117565414|XP_034100389.1|DALB
OG0000553	LOC115758617|XP_030555210.1|DNOV	LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB
OG0000554	LOC115761372|XP_030558982.1|DNOV	LOC117576527|XP_034117241.1|DALB
OG0000554	LOC115763975|XP_030562638.1|DNOV	LOC117574065|XP_034113579.1|DALB
OG0000555	LOC115765825|XP_030565408.1|DNOV	LOC117570039|XP_034107354.1|DALB
OG0000555	LOC115766951|XP_030566898.1|DNOV	LOC117569697|XP_034106847.1|DALB
OG0000556	LOC115766453|XP_030566246.1|DNOV	LOC117569341|XP_034106365.1|DALB
OG0000556	LOC115761302|XP_030558889.1|DNOV	LOC117575005|XP_034114973.1|DALB
OG0000557	LOC115763878|XP_030562513.1|DNOV	LOC117575409|XP_034115480.1|DALB
OG0000557	LOC115763879|XP_030562515.1|DNOV	LOC117576870|XP_034117862.1|DALB
OG0000558	LOC115770828|XP_030572122.1|DNOV	LOC117576425|XP_034117059.1|DALB
OG0000558	LOC115768527|XP_030568978.1|DNOV	LOC117565670|XP_034100797.1|DALB
OG0000559	LOC115761993|XP_030559920.1|DNOV	LOC117575571|XP_034115725.1|DALB
OG0000559	LOC115770449|XP_030571587.1|DNOV	LOC117568325|XP_034104797.1|DALB
OG0000560	LOC115760982|XP_030558450.1|DNOV	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB
OG0000560	LOC115760973|XP_030558437.1|DNOV	LOC117567915|XP_034104085.1|DALB
OG0000561	LOC115769829|XP_030570663.1|DNOV	LOC117570739|XP_034108452.1|DALB
OG0000561	LOC115769566|XP_030570278.1|DNOV	LOC117570772|XP_034108498.1|DALB
OG0000562	LOC115766351|XP_030566114.1|DNOV	LOC117568411|XP_034104943.1|DALB
OG0000562	LOC115769425|XP_030570096.1|DNOV	LOC117567105|XP_034102777.1|DALB
OG0000563	LOC115767577|XP_030567726.1|DNOV	LOC117571684|XP_034109815.1|DALB
OG0000563	LOC115767155|XP_030567192.1|DNOV	LOC117570842|XP_034108613.1|DALB
OG0000563	LOC115770836|XP_030572134.1|DNOV, LOC115770826|XP_030572123.1|DNOV	LOC117572449|XP_034111172.1|DALB, LOC117571420|XP_034109451.1|DALB
OG0000563	LOC115766917|XP_030566863.1|DNOV	LOC117571656|XP_034109782.1|DALB
OG0000564	LOC115769840|XP_030570674.1|DNOV	LOC117569885|XP_034107115.1|DALB
OG0000564	LOC115769492|XP_030570170.1|DNOV	LOC117569684|XP_034106823.1|DALB
OG0000565	LOC115770435|XP_030571566.1|DNOV	LOC117573121|XP_034111937.1|DALB, LOC117567050|XP_034102663.1|DALB
OG0000566	LOC115764955|XP_030564136.1|DNOV	LOC117575463|XP_034115566.1|DALB
OG0000566	LOC115769708|XP_030570497.1|DNOV	LOC117572277|XP_034110872.1|DALB
OG0000567	LOC115768671|XP_030569213.1|DNOV	LOC117577760|XP_034118562.1|DALB
OG0000567	LOC115768837|XP_030569394.1|DNOV	LOC117577978|XP_034118955.1|DALB
OG0000568	LOC115765295|XP_030564647.1|DNOV	LOC117567383|XP_034103226.1|DALB
OG0000568	LOC115771675|XP_030573349.1|DNOV	LOC117573488|XP_034112606.1|DALB
OG0000569	LOC115759518|XP_030556323.1|DNOV	LOC117563357|XP_034097537.1|DALB, LOC117576605|XP_034117395.1|DALB
OG0000569	LOC115760392|XP_030557552.1|DNOV	LOC117573194|XP_034112079.1|DALB
OG0000570	LOC115772021|XP_030573814.1|DNOV	LOC117576577|XP_034117342.1|DALB
OG0000570	LOC115771916|XP_030573667.1|DNOV	LOC117576578|XP_034117343.1|DALB
OG0000571	LOC115771991|XP_030573773.1|DNOV	LOC117574018|XP_034113497.1|DALB
OG0000571	LOC115759578|XP_030556406.1|DNOV	LOC117576764|XP_034117702.1|DALB
OG0000572	LOC115761345|XP_030558946.1|DNOV	LOC117574189|XP_034113773.1|DALB
OG0000572	LOC115761689|XP_030559407.1|DNOV	LOC117575540|XP_034115685.1|DALB
OG0000573	LOC115768072|XP_030568394.1|DNOV	LOC117568114|XP_034104406.1|DALB
OG0000573	LOC115762118|XP_030560082.1|DNOV	LOC117566653|XP_034102087.1|DALB
OG0000574	LOC115769779|XP_030570608.1|DNOV	LOC117567035|XP_034102632.1|DALB
OG0000574	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	LOC117575445|XP_034115546.1|DALB
OG0000575	LOC115770177|XP_030571197.1|DNOV	LOC117570493|XP_034108078.1|DALB
OG0000575	LOC115770358|XP_030571459.1|DNOV	LOC117570894|XP_034108687.1|DALB
OG0000576	LOC115761386|XP_030558999.1|DNOV	LOC117576193|XP_034116677.1|DALB
OG0000577	LOC115760218|XP_030557330.1|DNOV	LOC117563678|XP_034097996.1|DALB
OG0000577	LOC115765905|XP_030565510.1|DNOV	LOC117563369|XP_034097560.1|DALB
OG0000578	LOC115758634|XP_030555229.1|DNOV	LOC117563541|XP_034097811.1|DALB
OG0000578	LOC115757944|XP_030554275.1|DNOV	LOC117566833|XP_034102300.1|DALB
OG0000579	LOC115764642|XP_030563675.1|DNOV	LOC117574311|XP_034114011.1|DALB
OG0000579	LOC115767968|XP_030568230.1|DNOV	LOC117568033|XP_034104264.1|DALB
OG0000580	LOC115766092|XP_030565762.1|DNOV	LOC117573545|XP_034112716.1|DALB
OG0000580	LOC115766091|XP_030565761.1|DNOV	LOC117573543|XP_034112713.1|DALB
OG0000581	LOC115763627|XP_030562110.1|DNOV	LOC117574002|XP_034113459.1|DALB
OG0000581	LOC115765298|XP_030564649.1|DNOV	LOC117572373|XP_034111034.1|DALB
OG0000582	LOC115770374|XP_030571483.1|DNOV	LOC117572467|XP_034111205.1|DALB
OG0000582	LOC115757931|XP_030554257.1|DNOV	LOC117572271|XP_034110865.1|DALB
OG0000583	LOC115762390|XP_030560431.1|DNOV	LOC117569459|XP_034106516.1|DALB
OG0000583	LOC115761064|XP_030558542.1|DNOV	LOC117569458|XP_034106515.1|DALB
OG0000584	LOC115763254|XP_030561594.1|DNOV	LOC117564165|XP_034098722.1|DALB
OG0000584	LOC115763255|XP_030561595.1|DNOV	LOC117563586|XP_034097863.1|DALB
OG0000584	LOC115763253|XP_030561593.1|DNOV	LOC117564368|XP_034098976.1|DALB
OG0000585	LOC115762696|XP_030560878.1|DNOV, LOC115762714|XP_030560899.1|DNOV	LOC117569442|XP_034106496.1|DALB, LOC117569920|XP_034107163.1|DALB
OG0000586	LOC115764461|XP_030563361.1|DNOV	LOC117571332|XP_034109314.1|DALB
OG0000589	LOC115767812|XP_030568004.1|DNOV	LOC117570513|XP_034108145.1|DALB
OG0000590	LOC115761355|XP_030558962.1|DNOV	LOC117574715|XP_034114528.1|DALB
OG0000590	LOC115768443|XP_030568862.1|DNOV	LOC117574333|XP_034114042.1|DALB
OG0000592	LOC115761102|XP_030558589.1|DNOV	LOC117572376|XP_034111035.1|DALB
OG0000592	LOC115758537|XP_030555093.1|DNOV	LOC117571583|XP_034109690.1|DALB
OG0000593	LOC115758751|XP_030555369.1|DNOV	LOC117563424|XP_034097650.1|DALB
OG0000593	LOC115757838|XP_030554131.1|DNOV	LOC117566355|XP_034101733.1|DALB
OG0000594	LOC115763974|XP_030562637.1|DNOV	LOC117574067|XP_034113581.1|DALB
OG0000594	LOC115763849|XP_030562478.1|DNOV	LOC117576155|XP_034116619.1|DALB
OG0000595	LOC115761760|XP_030559527.1|DNOV	LOC117575204|XP_034115214.1|DALB
OG0000595	LOC115771804|XP_030573535.1|DNOV	LOC117573641|XP_034112843.1|DALB
OG0000596	LOC115767045|XP_030567036.1|DNOV	LOC117577918|XP_034118806.1|DALB
OG0000597	LOC115771692|XP_030573368.1|DNOV	LOC117574431|XP_034114159.1|DALB
OG0000598	LOC115761686|XP_030559401.1|DNOV	LOC117574273|XP_034113913.1|DALB
OG0000599	LOC115770492|XP_030571639.1|DNOV	LOC117566392|XP_034101791.1|DALB
OG0000600	LOC115760648|XP_030557971.1|DNOV	LOC117570761|XP_034108482.1|DALB
OG0000601	LOC115763067|XP_030561352.1|DNOV	LOC117565708|XP_034100844.1|DALB
OG0000601	LOC115759310|XP_030556076.1|DNOV	LOC117565706|XP_034100839.1|DALB
OG0000603	LOC115758767|XP_030555389.1|DNOV	LOC117566116|XP_034101478.1|DALB
OG0000604	LOC115765575|XP_030565084.1|DNOV	LOC117564075|XP_034098592.1|DALB
OG0000604	LOC115763492|XP_030561943.1|DNOV	LOC117564382|XP_034098992.1|DALB
OG0000605	LOC115758622|XP_030555215.1|DNOV	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB
OG0000606	LOC115768629|XP_030569153.1|DNOV	LOC117574263|XP_034113889.1|DALB
OG0000607	LOC115771972|XP_030573752.1|DNOV	LOC117573731|XP_034112993.1|DALB
OG0000607	LOC115764740|XP_030563816.1|DNOV	LOC117573336|XP_034112336.1|DALB
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV	LOC117575661|XP_034115840.1|DALB
OG0000609	LOC115758773|XP_030555398.1|DNOV	LOC117564819|XP_034099631.1|DALB
OG0000609	LOC115758774|XP_030555400.1|DNOV	LOC117564818|XP_034099630.1|DALB
OG0000610	LOC115771517|XP_030573112.1|DNOV	LOC117567740|XP_034103816.1|DALB
OG0000610	LOC115759603|XP_030556437.1|DNOV	LOC117568908|XP_034105704.1|DALB
OG0000611	LOC115763834|XP_030562457.1|DNOV	LOC117572225|XP_034110794.1|DALB
OG0000611	LOC115761023|XP_030558497.1|DNOV	LOC117569955|XP_034107216.1|DALB
OG0000612	LOC115768752|XP_030569303.1|DNOV	LOC117571175|XP_034109093.1|DALB
OG0000614	LOC115764261|XP_030563041.1|DNOV	LOC117573517|XP_034112645.1|DALB
OG0000615	LOC115767103|XP_030567110.1|DNOV	LOC117569740|XP_034106917.1|DALB
OG0000615	LOC115759514|XP_030556318.1|DNOV	LOC117574393|XP_034114122.1|DALB
OG0000616	LOC115767085|XP_030567092.1|DNOV	LOC117575413|XP_034115488.1|DALB
OG0000617	LOC115764853|XP_030563982.1|DNOV	LOC117575989|XP_034116376.1|DALB
OG0000617	LOC115761587|XP_030559238.1|DNOV	LOC117575506|XP_034115640.1|DALB
OG0000618	LOC115771748|XP_030573454.1|DNOV	LOC117573703|XP_034112962.1|DALB
OG0000618	LOC115769684|XP_030570462.1|DNOV	LOC117572345|XP_034110993.1|DALB
OG0000619	LOC115771528|XP_030573129.1|DNOV	LOC117572298|XP_034110901.1|DALB
OG0000620	LOC115769605|XP_030570356.1|DNOV	LOC117567579|XP_034103547.1|DALB
OG0000621	LOC115757747|XP_030554001.1|DNOV	LOC117576522|XP_034117232.1|DALB
OG0000621	LOC115767786|XP_030567974.1|DNOV	LOC117570374|XP_034107863.1|DALB
OG0000622	LOC115769599|XP_030570348.1|DNOV	LOC117570206|XP_034107585.1|DALB
