Orthogroup	DNOV.longest_only	DMEL.longest_only
OG0000544	LOC115771106|XP_030572525.1|DNOV	Prat2|NP_523949.2|DMEL
OG0000544	LOC115764619|XP_030563640.1|DNOV	Prat|NP_524271.2|DMEL
OG0000545	LOC115771852|XP_030573594.1|DNOV	beat-IIb|NP_650613.2|DMEL
OG0000545	LOC115772096|XP_030573917.1|DNOV	beat-IIa|NP_524384.3|DMEL
OG0000546	LOC115759403|XP_030556151.1|DNOV	Nup93-2|NP_650404.1|DMEL
OG0000546	LOC115765207|XP_030564508.1|DNOV	Nup93-1|NP_572929.1|DMEL
OG0000547	LOC115761440|XP_030559068.1|DNOV	Ran-like|NP_524082.1|DMEL
OG0000548	LOC115768555|XP_030569029.1|DNOV	CG9389|NP_649295.1|DMEL
OG0000548	LOC115768570|XP_030569060.1|DNOV	CG9391|NP_649294.1|DMEL
OG0000549	LOC115762388|XP_030560428.1|DNOV	l_2_efl|NP_523827.1|DMEL
OG0000550	LOC115760017|XP_030557038.1|DNOV	Kaz1-ORFB|NP_001027091.1|DMEL
OG0000550	LOC115760247|XP_030557362.1|DNOV	CG34454|NP_001097457.1|DMEL
OG0000552	LOC115761308|XP_030558897.1|DNOV, LOC115761306|XP_030558895.1|DNOV	CG31029|NP_733347.1|DMEL
OG0000552	LOC115761324|XP_030558917.1|DNOV	Ppi1|NP_733345.2|DMEL
OG0000553	LOC115758588|XP_030555167.1|DNOV, LOC115758617|XP_030555210.1|DNOV	CG17633|NP_609310.2|DMEL
OG0000554	LOC115761372|XP_030558982.1|DNOV	GILT3|NP_651165.1|DMEL
OG0000554	LOC115763975|XP_030562638.1|DNOV	GILT2|NP_651166.1|DMEL
OG0000555	LOC115765825|XP_030565408.1|DNOV	Ppm1|NP_612039.1|DMEL
OG0000555	LOC115766951|XP_030566898.1|DNOV	CG17746|NP_647794.1|DMEL
OG0000556	LOC115766453|XP_030566246.1|DNOV	Arpc3B|NP_573193.1|DMEL
OG0000556	LOC115761302|XP_030558889.1|DNOV	Arpc3A|NP_650498.3|DMEL
OG0000557	LOC115763878|XP_030562513.1|DNOV	CG12256|NP_650166.2|DMEL
OG0000557	LOC115763879|XP_030562515.1|DNOV	CG17404|NP_650165.2|DMEL
OG0000558	LOC115770828|XP_030572122.1|DNOV	blp|NP_524370.2|DMEL
OG0000558	LOC115768527|XP_030568978.1|DNOV	CG1409|NP_572409.2|DMEL
OG0000559	LOC115761993|XP_030559920.1|DNOV	Best1|NP_001247018.1|DMEL
OG0000559	LOC115770449|XP_030571587.1|DNOV	Best3|NP_730039.1|DMEL
OG0000560	LOC115760982|XP_030558450.1|DNOV	CG30503|NP_001137612.1|DMEL
OG0000560	LOC115760973|XP_030558437.1|DNOV	sPLA2|NP_724556.1|DMEL
OG0000561	LOC115769829|XP_030570663.1|DNOV	eyg|NP_524042.2|DMEL
OG0000561	LOC115769566|XP_030570278.1|DNOV	toe|NP_524041.2|DMEL
OG0000562	LOC115766351|XP_030566114.1|DNOV	chrb|NP_648470.2|DMEL
OG0000562	LOC115769425|XP_030570096.1|DNOV	scyl|NP_648456.2|DMEL
OG0000563	LOC115767155|XP_030567192.1|DNOV	CG12520|NP_001097596.1|DMEL
OG0000564	LOC115769840|XP_030570674.1|DNOV	Edg78E|NP_524198.1|DMEL
OG0000564	LOC115769492|XP_030570170.1|DNOV	Cpr78Cc|NP_649300.1|DMEL
OG0000566	LOC115764955|XP_030564136.1|DNOV	AhcyL2|NP_996221.1|DMEL
OG0000566	LOC115769708|XP_030570497.1|DNOV	AhcyL1|NP_647746.1|DMEL
OG0000567	LOC115768671|XP_030569213.1|DNOV	CG4766|NP_572287.1|DMEL
OG0000567	LOC115768837|XP_030569394.1|DNOV	mab-21|NP_651971.2|DMEL
OG0000568	LOC115765295|XP_030564647.1|DNOV	CG16781|NP_001259211.1|DMEL
OG0000568	LOC115771675|XP_030573349.1|DNOV	CG9855|NP_649463.2|DMEL
OG0000569	LOC115759518|XP_030556323.1|DNOV	Snap24|NP_524298.1|DMEL
OG0000569	LOC115760392|XP_030557552.1|DNOV	Snap25|NP_001036641.1|DMEL
OG0000570	LOC115772021|XP_030573814.1|DNOV	Orct2|NP_651238.2|DMEL
OG0000570	LOC115771916|XP_030573667.1|DNOV	Orct|NP_524479.1|DMEL
OG0000571	LOC115771991|XP_030573773.1|DNOV	CG34354|NP_001097953.2|DMEL
OG0000571	LOC115759578|XP_030556406.1|DNOV	trv|NP_001163754.3|DMEL
OG0000572	LOC115761345|XP_030558946.1|DNOV	CG10126|NP_788664.2|DMEL
OG0000572	LOC115761689|XP_030559407.1|DNOV	CG31345|NP_731744.1|DMEL
OG0000573	LOC115768072|XP_030568394.1|DNOV	CG16758|NP_001261330.1|DMEL
OG0000573	LOC115762118|XP_030560082.1|DNOV	CG18128|NP_611822.1|DMEL
OG0000574	LOC115769779|XP_030570608.1|DNOV	Rh4|NP_476701.1|DMEL
OG0000574	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	Rh3|NP_524411.1|DMEL
OG0000575	LOC115770177|XP_030571197.1|DNOV	caup|NP_524046.2|DMEL
OG0000575	LOC115770358|XP_030571459.1|DNOV	ara|NP_524045.2|DMEL
OG0000576	LOC115761386|XP_030558999.1|DNOV	CG14605|NP_731145.1|DMEL, CG14606|NP_001334690.1|DMEL
OG0000577	LOC115760218|XP_030557330.1|DNOV	CG17597|NP_609912.1|DMEL
OG0000577	LOC115765905|XP_030565510.1|DNOV	ScpX|NP_524715.2|DMEL
OG0000578	LOC115758634|XP_030555229.1|DNOV	Fatp1|NP_001162940.3|DMEL
OG0000578	LOC115757944|XP_030554275.1|DNOV	Fatp2|NP_995925.2|DMEL
OG0000579	LOC115764642|XP_030563675.1|DNOV	CG9920|NP_650333.1|DMEL
OG0000579	LOC115767968|XP_030568230.1|DNOV	CG11267|NP_648622.1|DMEL
OG0000580	LOC115766092|XP_030565762.1|DNOV	CG14694|NP_650028.1|DMEL
OG0000580	LOC115766091|XP_030565761.1|DNOV	CG6574|NP_650029.1|DMEL
OG0000581	LOC115763627|XP_030562110.1|DNOV	AnxB9|NP_476603.1|DMEL
OG0000581	LOC115765298|XP_030564649.1|DNOV	AnxB11|NP_727978.1|DMEL
OG0000582	LOC115770374|XP_030571483.1|DNOV	SdhAL|NP_648523.1|DMEL
OG0000582	LOC115757931|XP_030554257.1|DNOV	SdhA|NP_477210.1|DMEL
OG0000583	LOC115762390|XP_030560431.1|DNOV	CG34423|NP_001163263.1|DMEL
OG0000583	LOC115761064|XP_030558542.1|DNOV	CG13551|NP_652302.1|DMEL
OG0000584	LOC115763254|XP_030561594.1|DNOV	CG13102|NP_609268.2|DMEL
OG0000584	LOC115763255|XP_030561595.1|DNOV, LOC115763253|XP_030561593.1|DNOV	CG9568|NP_609267.1|DMEL
OG0000585	LOC115762696|XP_030560878.1|DNOV, LOC115762714|XP_030560899.1|DNOV	CG13679|NP_729345.1|DMEL, CG13674|NP_648192.1|DMEL
OG0000586	LOC115764462|XP_030563362.1|DNOV	CG30285|NP_726103.1|DMEL
OG0000586	LOC115764461|XP_030563361.1|DNOV	CG13749|NP_610428.2|DMEL, CG33470|NP_995829.2|DMEL, IMPPP|NP_725288.1|DMEL
OG0000589	LOC115767812|XP_030568004.1|DNOV	Drak|NP_001162723.1|DMEL
OG0000590	LOC115761355|XP_030558962.1|DNOV	VhaAC39-2|NP_651128.1|DMEL
OG0000590	LOC115768443|XP_030568862.1|DNOV	VhaAC39-1|NP_570080.1|DMEL
OG0000592	LOC115761102|XP_030558589.1|DNOV	cathD|NP_001334713.1|DMEL
OG0000592	LOC115758537|XP_030555093.1|DNOV	CG10104|NP_610961.1|DMEL
OG0000593	LOC115758751|XP_030555369.1|DNOV	ND-20L|NP_651698.1|DMEL
OG0000593	LOC115757838|XP_030554131.1|DNOV	ND-20|NP_573097.1|DMEL
OG0000594	LOC115763974|XP_030562637.1|DNOV	Pglym78|NP_524546.2|DMEL
OG0000594	LOC115763849|XP_030562478.1|DNOV	Pglym87|NP_652041.2|DMEL
OG0000595	LOC115761760|XP_030559527.1|DNOV	Hrb87F|NP_476807.1|DMEL
OG0000595	LOC115771804|XP_030573535.1|DNOV	Hrb98DE|NP_524543.1|DMEL
OG0000596	LOC115767045|XP_030567036.1|DNOV	CG3690|NP_569876.3|DMEL
OG0000597	LOC115771692|XP_030573368.1|DNOV	ppk24|NP_651860.2|DMEL
OG0000598	LOC115761686|XP_030559401.1|DNOV	Cyp304a1|NP_731751.1|DMEL
OG0000599	LOC115770489|XP_030571631.1|DNOV	Gr64a|NP_728920.1|DMEL
OG0000599	LOC115770492|XP_030571639.1|DNOV	Gr61a|NP_523877.1|DMEL
OG0000600	LOC115760648|XP_030557971.1|DNOV	CG13321|NP_610831.1|DMEL
OG0000600	LOC115760647|XP_030557969.1|DNOV	CG44250|NP_001163133.1|DMEL
OG0000601	LOC115763067|XP_030561352.1|DNOV	MME1|NP_609093.1|DMEL
OG0000601	LOC115759310|XP_030556076.1|DNOV	colt|NP_477221.1|DMEL
OG0000602	LOC115763385|XP_030561785.1|DNOV	CG5867|NP_609625.2|DMEL
OG0000602	LOC115763395|XP_030561798.1|DNOV	CG5945|NP_609626.1|DMEL
OG0000603	LOC115758767|XP_030555389.1|DNOV	CG31262|NP_732222.2|DMEL, CG33124|NP_001097056.3|DMEL, CG31668|NP_001097055.2|DMEL, SLC5A11|NP_609192.1|DMEL
OG0000604	LOC115765575|XP_030565084.1|DNOV	Taf10|NP_477463.1|DMEL
OG0000604	LOC115763492|XP_030561943.1|DNOV	Taf10b|NP_477418.1|DMEL
OG0000605	LOC115758622|XP_030555215.1|DNOV	CG9259|NP_610084.1|DMEL
OG0000606	LOC115768629|XP_030569153.1|DNOV	CG6660|NP_651104.1|DMEL
OG0000607	LOC115771972|XP_030573752.1|DNOV	CG5220|NP_650590.1|DMEL
OG0000607	LOC115764740|XP_030563816.1|DNOV	CG7009|NP_650947.1|DMEL
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV	Ald2|NP_651476.1|DMEL
OG0000608	LOC115770592|XP_030571782.1|DNOV	Ald1|NP_733140.2|DMEL
OG0000609	LOC115758773|XP_030555398.1|DNOV	Cdlc2|NP_477408.1|DMEL
OG0000610	LOC115771517|XP_030573112.1|DNOV	Grx1|NP_649065.1|DMEL
OG0000610	LOC115759603|XP_030556437.1|DNOV	Grx1t|NP_611609.1|DMEL
OG0000611	LOC115763834|XP_030562457.1|DNOV	Treh|NP_726025.1|DMEL
OG0000611	LOC115761023|XP_030558497.1|DNOV	CG6262|NP_611123.2|DMEL
OG0000612	LOC115768752|XP_030569303.1|DNOV	CG32201|NP_730346.2|DMEL, CG18231|NP_649045.2|DMEL, CG18233|NP_649044.3|DMEL
OG0000614	LOC115764261|XP_030563041.1|DNOV	alpha-Man-Ia|NP_727408.2|DMEL
OG0000615	LOC115767103|XP_030567110.1|DNOV	CG6470|NP_573304.1|DMEL
OG0000615	LOC115759514|XP_030556318.1|DNOV	CG8478|NP_001163576.1|DMEL
OG0000616	LOC115767085|XP_030567092.1|DNOV	Hayan|NP_001097020.1|DMEL, psh|NP_573297.1|DMEL
OG0000617	LOC115764853|XP_030563982.1|DNOV	CG5611|NP_651574.1|DMEL
OG0000617	LOC115761587|XP_030559238.1|DNOV	Srlp|NP_650199.1|DMEL
OG0000618	LOC115771748|XP_030573454.1|DNOV	P5CDh2|NP_788705.1|DMEL
OG0000618	LOC115769684|XP_030570462.1|DNOV	P5CDh1|NP_730695.1|DMEL
OG0000619	LOC115771528|XP_030573129.1|DNOV	CG33998|NP_001033959.1|DMEL
OG0000620	LOC115766391|XP_030566163.1|DNOV	CG17003|NP_608365.1|DMEL
OG0000620	LOC115769605|XP_030570356.1|DNOV	Tat|NP_648310.1|DMEL
OG0000621	LOC115757747|XP_030554001.1|DNOV	eIF3g2|NP_650887.1|DMEL
OG0000621	LOC115767786|XP_030567974.1|DNOV	eIF3g1|NP_570011.1|DMEL
OG0000622	LOC115769599|XP_030570348.1|DNOV	GluRIA|NP_476855.1|DMEL
OG0000622	LOC115762639|XP_030560802.1|DNOV	GluRIB|NP_001261621.2|DMEL
OG0000623	LOC115769962|XP_030570868.1|DNOV	Rac1|NP_476950.1|DMEL
OG0000623	LOC115770846|XP_030572146.1|DNOV	Rac2|NP_648121.1|DMEL
OG0000624	LOC115760780|XP_030558130.1|DNOV	CG5327|NP_725807.1|DMEL
OG0000625	LOC115769323|XP_030569919.1|DNOV	CG33523|NP_001261457.1|DMEL
OG0000625	LOC115769831|XP_030570665.1|DNOV	CG32407|NP_729113.1|DMEL
OG0000626	LOC115758212|XP_030554623.1|DNOV	CG10459|NP_610513.2|DMEL
OG0000626	LOC115762154|XP_030560126.1|DNOV	wmd|NP_001097436.1|DMEL
OG0000627	LOC115769818|XP_030570646.1|DNOV	SecCl|NP_001261986.1|DMEL
OG0000627	LOC115768585|XP_030569091.1|DNOV	CG6927|NP_572194.1|DMEL
OG0000628	LOC115758606|XP_030555193.1|DNOV	Prosalpha6T|NP_609623.1|DMEL
OG0000628	LOC115763927|XP_030562578.1|DNOV	Prosalpha6|NP_523532.1|DMEL
OG0000629	LOC115770565|XP_030571737.1|DNOV	mAcon2|NP_650042.2|DMEL
OG0000629	LOC115765848|XP_030565434.1|DNOV	mAcon1|NP_524708.1|DMEL
OG0000630	LOC115763504|XP_030561961.1|DNOV	dnt|NP_477341.2|DMEL
OG0000630	LOC115763485|XP_030561930.1|DNOV	drl|NP_001260566.1|DMEL
OG0000631	LOC115759001|XP_030555665.1|DNOV	ZnT35C|NP_609741.3|DMEL
OG0000632	LOC115763534|XP_030562009.1|DNOV	CG34351|NP_001260044.1|DMEL
OG0000632	LOC115765855|XP_030565444.1|DNOV	CG14340|NP_608567.2|DMEL
OG0000633	LOC115766079|XP_030565747.1|DNOV	CG42397|NP_001163428.1|DMEL
OG0000634	LOC115771370|XP_030572917.1|DNOV	Snp|NP_611632.3|DMEL
OG0000635	LOC115766554|XP_030566392.1|DNOV	Efhc1.2|NP_611459.1|DMEL
OG0000635	LOC115768292|XP_030568696.1|DNOV	Efhc1.1|NP_573075.1|DMEL
OG0000636	LOC115763543|XP_030562019.1|DNOV	CG17564|NP_609954.1|DMEL
OG0000636	LOC115763397|XP_030561800.1|DNOV	CG10750|NP_001286084.1|DMEL
OG0000637	LOC115768912|XP_030569501.1|DNOV	Vsx2|NP_001284897.1|DMEL
OG0000637	LOC115768688|XP_030569234.1|DNOV	Vsx1|NP_572232.2|DMEL
OG0000638	LOC115769000|XP_030569570.1|DNOV	RpS19a|NP_523376.1|DMEL
OG0000639	LOC115770014|XP_030570925.1|DNOV	siz|NP_730594.1|DMEL
OG0000642	LOC115763418|XP_030561835.1|DNOV	CG30048|NP_001014521.2|DMEL
OG0000643	LOC115764835|XP_030563944.1|DNOV	Gr98c|NP_524531.2|DMEL, Gr98d|NP_733214.1|DMEL, Gr98b|NP_733213.1|DMEL
OG0000644	LOC115769555|XP_030570268.1|DNOV	CG32086|NP_729720.1|DMEL, CG33489|NP_001261715.1|DMEL, CG33490|NP_996047.1|DMEL
OG0000645	LOC115760115|XP_030557169.1|DNOV	CG34177|NP_001097081.1|DMEL
OG0000645	LOC115760112|XP_030557165.1|DNOV	CG34215|NP_001097204.1|DMEL
OG0000646	LOC115764060|XP_030562767.1|DNOV	Apc2|NP_001334699.1|DMEL
OG0000646	LOC115772117|XP_030573950.1|DNOV	Apc|NP_477152.1|DMEL
OG0000647	LOC115764010|XP_030562694.1|DNOV	CG31559|NP_731045.1|DMEL
OG0000647	LOC115765430|XP_030564835.1|DNOV	CG12206|NP_570060.1|DMEL
OG0000648	LOC115767228|XP_030567285.1|DNOV	B-H2|NP_523386.1|DMEL
OG0000648	LOC115767239|XP_030567300.1|DNOV	B-H1|NP_523387.1|DMEL
OG0000649	LOC115768703|XP_030569252.1|DNOV	Frq1|NP_573271.1|DMEL
OG0000649	LOC115768709|XP_030569257.1|DNOV	Frq2|NP_525093.1|DMEL
OG0000650	LOC115766763|XP_030566617.1|DNOV	Rad23|NP_651918.2|DMEL
OG0000651	LOC115769937|XP_030570839.1|DNOV	Fit2|NP_648947.1|DMEL
OG0000651	LOC115770493|XP_030571642.1|DNOV	Fit1|NP_728936.1|DMEL
OG0000652	LOC115760696|XP_030558021.1|DNOV	CanB2|NP_524874.2|DMEL
OG0000652	LOC115768610|XP_030569125.1|DNOV	CanB|NP_524741.1|DMEL
OG0000653	LOC115772125|XP_030573962.1|DNOV	Sccpdh2|NP_650190.1|DMEL, Sccpdh1|NP_649517.1|DMEL
OG0000654	LOC115771191|XP_030572645.1|DNOV	CG33791|NP_001027100.1|DMEL
OG0000654	LOC115769884|XP_030570749.1|DNOV	Nc73EF|NP_001097629.1|DMEL
OG0000655	LOC115762138|XP_030560109.1|DNOV	Nacalpha|NP_477216.1|DMEL
OG0000655	LOC115765880|XP_030565480.1|DNOV	CG4415|NP_608561.2|DMEL
OG0000656	LOC115770642|XP_030571853.1|DNOV	GC1|NP_650134.1|DMEL
OG0000656	LOC115770906|XP_030572206.1|DNOV	GC2|NP_731657.2|DMEL
OG0000657	LOC115762627|XP_030560789.1|DNOV	CG13405|NP_611999.1|DMEL
OG0000657	LOC115759823|XP_030556774.1|DNOV	CG3213|NP_608787.1|DMEL
OG0000658	LOC115766487|XP_030566309.1|DNOV	RpS5a|NP_523382.1|DMEL
OG0000658	LOC115764653|XP_030563695.1|DNOV	RpS5b|NP_650407.1|DMEL
OG0000659	LOC115763486|XP_030561931.1|DNOV	gammaTub23C|NP_476804.1|DMEL
OG0000659	LOC115763450|XP_030561879.1|DNOV	gammaTub37C|NP_476922.1|DMEL
OG0000660	LOC115759751|XP_030556653.1|DNOV	alpha4GT1|NP_608737.1|DMEL
OG0000661	LOC115762829|XP_030561055.1|DNOV	mrva|NP_648103.1|DMEL
OG0000661	LOC115768557|XP_030569026.1|DNOV	CG12194|NP_001162873.1|DMEL
OG0000662	LOC115767147|XP_030567176.1|DNOV	Scsalpha1|NP_523905.2|DMEL
OG0000662	LOC115767098|XP_030567106.1|DNOV	Scsalpha2|NP_650809.1|DMEL
OG0000663	LOC115762215|XP_030560208.1|DNOV	pain|NP_611979.1|DMEL
OG0000664	LOC115759057|XP_030555742.1|DNOV	CG7907|NP_001097860.1|DMEL
OG0000664	LOC115765328|XP_030564690.1|DNOV	Cbp80|NP_726938.1|DMEL
OG0000665	LOC115766199|XP_030565909.1|DNOV, LOC115766147|XP_030565843.1|DNOV	to|NP_524497.1|DMEL
OG0000665	LOC115766037|XP_030565667.1|DNOV	CG11854|NP_651358.4|DMEL
OG0000666	LOC115766534|XP_030566361.1|DNOV	CG10444|NP_611465.2|DMEL
OG0000666	LOC115771368|XP_030572912.1|DNOV	CG32669|NP_727460.1|DMEL
OG0000667	LOC115764289|XP_030563081.1|DNOV	Tsp3A|NP_525054.2|DMEL
OG0000667	LOC115766095|XP_030565764.1|DNOV	Tsp86D|NP_001262468.1|DMEL
OG0000668	LOC115760399|XP_030557560.1|DNOV	CG40045|NP_001036640.1|DMEL
OG0000668	LOC115764155|XP_030562891.1|DNOV	Ubc87F|NP_650309.1|DMEL
OG0000669	LOC115766893|XP_030566825.1|DNOV	CG9521|NP_572977.1|DMEL
OG0000669	LOC115766894|XP_030566826.1|DNOV	CG9519|NP_572978.1|DMEL
OG0000670	LOC115766471|XP_030566275.1|DNOV	CG4438|NP_609286.1|DMEL, CG11444|NP_572171.1|DMEL
OG0000671	LOC115771970|XP_030573742.1|DNOV	Gfat1|NP_001015157.2|DMEL
OG0000671	LOC115771617|XP_030573255.1|DNOV	Gfat2|NP_651617.1|DMEL
OG0000672	LOC115765272|XP_030564622.1|DNOV	CG18130|NP_572772.1|DMEL
OG0000672	LOC115768896|XP_030569471.1|DNOV	CG14221|NP_001259713.1|DMEL
OG0000673	LOC115768789|XP_030569346.1|DNOV	Jafrac1|NP_477510.1|DMEL
OG0000673	LOC115769449|XP_030570122.1|DNOV	CG6888|NP_648759.1|DMEL
OG0000675	LOC115768141|XP_030568496.1|DNOV	Bace|NP_609235.1|DMEL
OG0000677	LOC115771314|XP_030572829.1|DNOV	Lint-1|NP_572692.1|DMEL
OG0000678	LOC115764881|XP_030564019.1|DNOV	CG3534|NP_650582.1|DMEL
OG0000678	LOC115765970|XP_030565583.1|DNOV	CG3544|NP_608543.1|DMEL
OG0000679	LOC115767864|XP_030568082.1|DNOV	CG15739|NP_572760.1|DMEL
OG0000680	LOC115766465|XP_030566261.1|DNOV	CG14196|NP_573367.1|DMEL
OG0000680	LOC115766438|XP_030566225.1|DNOV	out|NP_573378.1|DMEL
OG0000681	LOC115764053|XP_030562760.1|DNOV	Nsf2|NP_788676.1|DMEL
OG0000681	LOC115767781|XP_030567970.1|DNOV	comt|NP_524877.1|DMEL
OG0000683	LOC115763968|XP_030562627.1|DNOV	CG6178|NP_651221.1|DMEL
OG0000684	LOC115763839|XP_030562459.1|DNOV	eIF3d2|NP_731675.1|DMEL
OG0000684	LOC115772099|XP_030573921.1|DNOV	eIF3d1|NP_524463.2|DMEL
OG0000685	LOC115764142|XP_030562875.1|DNOV	Rab1|NP_732610.1|DMEL
OG0000686	LOC115760216|XP_030557331.1|DNOV	SdhB|NP_477101.1|DMEL
OG0000686	LOC115768061|XP_030568363.1|DNOV	SdhBL|NP_573340.1|DMEL
OG0000687	LOC115766596|XP_030566443.1|DNOV	CG8517|NP_611446.3|DMEL
OG0000687	LOC115769955|XP_030570860.1|DNOV	CG8993|NP_647716.1|DMEL
OG0000688	LOC115761097|XP_030558580.1|DNOV	olf186-F|NP_001137696.1|DMEL
OG0000689	LOC115760819|XP_030558197.1|DNOV	COX7C|NP_652397.1|DMEL
OG0000689	LOC115760818|XP_030558195.1|DNOV	CG44296|NP_001286270.1|DMEL
OG0000690	LOC115768204|XP_030568576.1|DNOV	Obp19a|NP_728338.2|DMEL
OG0000691	LOC115763300|XP_030561651.1|DNOV	CG9314|NP_609248.1|DMEL
OG0000691	LOC115770032|XP_030570954.1|DNOV	Cat|NP_536731.1|DMEL
OG0000692	LOC115762628|XP_030560790.1|DNOV	Cpr72Eb|NP_648883.1|DMEL
OG0000693	LOC115767186|XP_030567237.1|DNOV	CG12994|NP_652488.1|DMEL
OG0000693	LOC115763814|XP_030562426.1|DNOV	CG17193|NP_652224.1|DMEL
OG0000694	LOC115768344|XP_030568767.1|DNOV	Tango5|NP_727444.1|DMEL
OG0000694	LOC115766656|XP_030566480.1|DNOV	CG32087|NP_729740.2|DMEL
OG0000695	LOC115759106|XP_030555805.1|DNOV	smal|NP_723165.2|DMEL
OG0000695	LOC115759338|XP_030556117.1|DNOV	Ddr|NP_001285666.1|DMEL
OG0000696	LOC115760003|XP_030557021.1|DNOV	baf|NP_609176.1|DMEL
OG0000697	LOC115764346|XP_030563164.1|DNOV	I-3|NP_728367.3|DMEL
OG0000697	LOC115758904|XP_030555561.1|DNOV	CG13994|NP_608988.1|DMEL
OG0000698	LOC115768551|XP_030569021.1|DNOV	slp1|NP_476730.1|DMEL
OG0000698	LOC115768548|XP_030569018.1|DNOV	slp2|NP_476834.1|DMEL
OG0000699	LOC115760027|XP_030557049.1|DNOV	MICU1|NP_001097110.1|DMEL
OG0000699	LOC115768643|XP_030569175.1|DNOV	CG4704|NP_651103.1|DMEL
OG0000700	LOC115765977|XP_030565595.1|DNOV	CG4341|NP_608558.1|DMEL
OG0000700	LOC115759040|XP_030555722.1|DNOV	CG31690|NP_995615.2|DMEL
OG0000701	LOC115760727|XP_030558061.1|DNOV	CG10814|NP_610868.1|DMEL
OG0000701	LOC115766304|XP_030566041.1|DNOV	CG5321|NP_572967.2|DMEL
OG0000702	LOC115763795|XP_030562386.1|DNOV	LpR1|NP_001097934.2|DMEL
OG0000702	LOC115763797|XP_030562393.1|DNOV	LpR2|NP_001097928.1|DMEL
OG0000703	LOC115763301|XP_030561652.1|DNOV	Gpo3|NP_609667.2|DMEL
OG0000703	LOC115760513|XP_030557734.1|DNOV	Gpo1|NP_001097332.1|DMEL
OG0000704	LOC115765441|XP_030564867.1|DNOV	sgg|NP_001259193.1|DMEL
OG0000704	LOC115772027|XP_030573817.1|DNOV	gskt|NP_733426.1|DMEL
OG0000705	LOC115769975|XP_030570893.1|DNOV	Pcyt1|NP_647621.1|DMEL
OG0000706	LOC115767718|XP_030567883.1|DNOV	CG5790|NP_609876.2|DMEL
OG0000706	LOC115767989|XP_030568250.1|DNOV	Cdc7|NP_727103.1|DMEL
OG0000707	LOC115766613|XP_030566464.1|DNOV	LS2|NP_611769.2|DMEL
OG0000707	LOC115765239|XP_030564556.1|DNOV	U2af50|NP_001245708.1|DMEL
OG0000708	LOC115768226|XP_030568613.1|DNOV	Ptp4E|NP_525076.2|DMEL
OG0000708	LOC115768754|XP_030569301.1|DNOV	Ptp10D|NP_996413.2|DMEL
OG0000709	LOC115772080|XP_030573893.1|DNOV	eIF4H2|NP_651820.1|DMEL
OG0000709	LOC115765127|XP_030564382.1|DNOV	eIF4H1|NP_001285330.1|DMEL
OG0000710	LOC115761269|XP_030558842.1|DNOV	Ubc84D|NP_524260.1|DMEL
OG0000710	LOC115760563|XP_030557829.1|DNOV	Ubc10|NP_477414.1|DMEL
OG0000711	LOC115770356|XP_030571454.1|DNOV	CG12362|NP_648392.1|DMEL
OG0000711	LOC115766879|XP_030566804.1|DNOV	ari-1|NP_523399.1|DMEL
OG0000712	LOC115763821|XP_030562431.1|DNOV	trem|NP_650861.1|DMEL
OG0000712	LOC115763808|XP_030562412.1|DNOV	CG4936|NP_650862.1|DMEL
OG0000713	LOC115764013|XP_030562700.1|DNOV	Vha14-2|NP_649614.1|DMEL
OG0000713	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV	Vha14-1|NP_476969.1|DMEL
OG0000714	LOC115767258|XP_030567334.1|DNOV	TTLL1A|NP_573197.2|DMEL
OG0000714	LOC115766920|XP_030566864.1|DNOV	TTLL1B|NP_729025.1|DMEL
OG0000715	LOC115767911|XP_030568145.1|DNOV	CG13380|NP_001262016.1|DMEL
OG0000716	LOC115766904|XP_030566842.1|DNOV	Prosbeta2R1|NP_572267.1|DMEL
OG0000716	LOC115770095|XP_030571064.1|DNOV	Prosbeta2|NP_524076.2|DMEL
OG0000717	LOC115770325|XP_030571422.1|DNOV	CG14455|NP_649402.2|DMEL
OG0000718	LOC115767954|XP_030568199.1|DNOV	CG11155|NP_726649.3|DMEL
OG0000718	LOC115759744|XP_030556642.1|DNOV	Ekar|NP_001036250.1|DMEL
OG0000719	LOC115769501|XP_030570181.1|DNOV	CG6749|NP_648354.1|DMEL
OG0000719	LOC115770340|XP_030571437.1|DNOV	CG32055|NP_729599.1|DMEL
OG0000720	LOC115761607|XP_030559269.1|DNOV	Nep7|NP_651603.1|DMEL, Nepl12|NP_649924.1|DMEL
OG0000721	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV	Vm26Aa|NP_476783.1|DMEL
OG0000722	LOC115758058|XP_030554432.1|DNOV	Ir60d|NP_001137757.2|DMEL, Ir60b|NP_001137755.1|DMEL
OG0000723	LOC115760820|XP_030558199.1|DNOV	CG13323|NP_610832.1|DMEL, CG13324|NP_610833.1|DMEL
OG0000724	LOC115765413|XP_030564817.1|DNOV	Rpt6|NP_608447.1|DMEL
OG0000724	LOC115757761|XP_030554032.1|DNOV	Rpt6R|NP_651811.1|DMEL
OG0000726	LOC115761420|XP_030559040.1|DNOV	Gyc89Db|NP_650551.1|DMEL
