Orthogroup	DNOV.longest_only	ASTE.longest_only
OG0000551	LOC115760662|XP_030557989.1|DNOV	LOC118505035|XP_035896160.1|ASTE
OG0000552	LOC115761308|XP_030558897.1|DNOV, LOC115761306|XP_030558895.1|DNOV, LOC115761324|XP_030558917.1|DNOV	LOC118506896|XP_035900569.1|ASTE
OG0000553	LOC115758588|XP_030555167.1|DNOV, LOC115758617|XP_030555210.1|DNOV	LOC118510605|XP_035908506.1|ASTE
OG0000554	LOC115761372|XP_030558982.1|DNOV, LOC115763975|XP_030562638.1|DNOV	LOC118504452|XP_035894837.1|ASTE, LOC118502445|XP_035890567.1|ASTE
OG0000555	LOC115765825|XP_030565408.1|DNOV, LOC115766951|XP_030566898.1|DNOV	LOC118506682|XP_035900029.1|ASTE
OG0000556	LOC115766453|XP_030566246.1|DNOV, LOC115761302|XP_030558889.1|DNOV	LOC118505119|XP_035896326.1|ASTE
OG0000557	LOC115763878|XP_030562513.1|DNOV, LOC115763924|XP_030562577.1|DNOV, LOC115763879|XP_030562515.1|DNOV	LOC118507592|XP_035902152.1|ASTE
OG0000558	LOC115770828|XP_030572122.1|DNOV, LOC115768527|XP_030568978.1|DNOV	LOC118507689|XP_035902384.1|ASTE
OG0000559	LOC115761993|XP_030559920.1|DNOV, LOC115770449|XP_030571587.1|DNOV	LOC118505970|XP_035898407.1|ASTE
OG0000560	LOC115760982|XP_030558450.1|DNOV, LOC115760973|XP_030558437.1|DNOV	LOC118507215|XP_035901208.1|ASTE
OG0000561	LOC115769829|XP_030570663.1|DNOV, LOC115769566|XP_030570278.1|DNOV	LOC118507251|XP_035901427.1|ASTE
OG0000562	LOC115766351|XP_030566114.1|DNOV, LOC115769425|XP_030570096.1|DNOV	LOC118507448|XP_035901825.1|ASTE
OG0000566	LOC115764955|XP_030564136.1|DNOV, LOC115769708|XP_030570497.1|DNOV	LOC118507292|XP_035901548.1|ASTE
OG0000567	LOC115768671|XP_030569213.1|DNOV	LOC118503035|XP_035891764.1|ASTE
OG0000567	LOC115768837|XP_030569394.1|DNOV	LOC118503006|XP_035891713.1|ASTE
OG0000568	LOC115765295|XP_030564647.1|DNOV, LOC115771675|XP_030573349.1|DNOV	LOC118504788|XP_035895651.1|ASTE
OG0000569	LOC115759518|XP_030556323.1|DNOV, LOC115760392|XP_030557552.1|DNOV	LOC118506489|XP_035899567.1|ASTE
OG0000570	LOC115772021|XP_030573814.1|DNOV, LOC115771916|XP_030573667.1|DNOV	LOC118504677|XP_035895376.1|ASTE, LOC118517181|XP_035918986.1|ASTE
OG0000571	LOC115771991|XP_030573773.1|DNOV, LOC115759578|XP_030556406.1|DNOV	LOC118511968|XP_035911592.1|ASTE
OG0000572	LOC115761345|XP_030558946.1|DNOV, LOC115761689|XP_030559407.1|DNOV	LOC118508887|XP_035904609.1|ASTE
OG0000573	LOC115768072|XP_030568394.1|DNOV, LOC115762118|XP_030560082.1|DNOV	LOC118513083|XP_035914344.1|ASTE, LOC118513081|XP_035914337.1|ASTE
OG0000574	LOC115769779|XP_030570608.1|DNOV, LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	LOC118510308|XP_035907837.1|ASTE
OG0000575	LOC115770177|XP_030571197.1|DNOV, LOC115770358|XP_030571459.1|DNOV	LOC118509655|XP_035906502.1|ASTE
OG0000576	LOC115761386|XP_030558999.1|DNOV	LOC118513944|XP_035916225.1|ASTE
OG0000577	LOC115765905|XP_030565510.1|DNOV	LOC118514080|XP_035916502.1|ASTE
OG0000578	LOC115758634|XP_030555229.1|DNOV, LOC115757944|XP_030554275.1|DNOV	LOC118504462|XP_035894854.1|ASTE
OG0000579	LOC115764642|XP_030563675.1|DNOV, LOC115767968|XP_030568230.1|DNOV	LOC118505261|XP_035896716.1|ASTE
OG0000580	LOC115766092|XP_030565762.1|DNOV, LOC115766091|XP_030565761.1|DNOV	LOC118502357|XP_035890448.1|ASTE
OG0000581	LOC115763627|XP_030562110.1|DNOV	LOC118502634|XP_035890961.1|ASTE
OG0000582	LOC115770374|XP_030571483.1|DNOV, LOC115757931|XP_030554257.1|DNOV	LOC118507364|XP_035901672.1|ASTE
OG0000583	LOC115762390|XP_030560431.1|DNOV, LOC115761064|XP_030558542.1|DNOV	LOC118513513|XP_035915263.1|ASTE, LOC118503240|XP_035892142.1|ASTE
OG0000589	LOC115767812|XP_030568004.1|DNOV	LOC118516222|XP_035918005.1|ASTE
OG0000590	LOC115761355|XP_030558962.1|DNOV	LOC118507493|XP_035901910.1|ASTE
OG0000590	LOC115768443|XP_030568862.1|DNOV	LOC118517509|XP_035919627.1|ASTE
OG0000592	LOC115761102|XP_030558589.1|DNOV, LOC115758537|XP_030555093.1|DNOV	LOC118502774|XP_035891260.1|ASTE
OG0000593	LOC115758751|XP_030555369.1|DNOV, LOC115757838|XP_030554131.1|DNOV	LOC118505795|XP_035898021.1|ASTE, LOC118511944|XP_035911545.1|ASTE
OG0000594	LOC115763974|XP_030562637.1|DNOV, LOC115763849|XP_030562478.1|DNOV	LOC118506452|XP_035899484.1|ASTE
OG0000595	LOC115761760|XP_030559527.1|DNOV, LOC115771804|XP_030573535.1|DNOV	LOC118502880|XP_035891492.1|ASTE
OG0000596	LOC115767045|XP_030567036.1|DNOV	LOC118504366|XP_035894656.1|ASTE
OG0000597	LOC115771692|XP_030573368.1|DNOV, LOC115772132|XP_030573973.1|DNOV	LOC118502491|XP_035890616.1|ASTE
OG0000598	LOC115761686|XP_030559401.1|DNOV	LOC118505440|XP_035897130.1|ASTE, LOC118505439|XP_035897129.1|ASTE, LOC118505441|XP_035897131.1|ASTE
OG0000599	LOC115770489|XP_030571631.1|DNOV, LOC115770492|XP_030571639.1|DNOV	LOC118506973|XP_035900724.1|ASTE
OG0000600	LOC115760648|XP_030557971.1|DNOV, LOC115760647|XP_030557969.1|DNOV	LOC118514324|XP_035917002.1|ASTE, LOC118509562|XP_035906211.1|ASTE
OG0000601	LOC115763067|XP_030561352.1|DNOV, LOC115759310|XP_030556076.1|DNOV	LOC118510451|XP_035908160.1|ASTE
OG0000602	LOC115763385|XP_030561785.1|DNOV, LOC115763395|XP_030561798.1|DNOV	LOC118513667|XP_035915661.1|ASTE
OG0000603	LOC115758767|XP_030555389.1|DNOV	LOC118514035|XP_035916404.1|ASTE, LOC118514034|XP_035916403.1|ASTE
OG0000604	LOC115765575|XP_030565084.1|DNOV, LOC115763492|XP_030561943.1|DNOV	LOC118512476|XP_035912857.1|ASTE
OG0000605	LOC115758622|XP_030555215.1|DNOV	LOC118514042|XP_035916420.1|ASTE, LOC118514044|XP_035916423.1|ASTE, LOC118502943|XP_035891587.1|ASTE, LOC118514046|XP_035916430.1|ASTE
OG0000606	LOC115768629|XP_030569153.1|DNOV	LOC118505294|XP_035896782.1|ASTE, LOC118517185|XP_035918998.1|ASTE
OG0000607	LOC115771972|XP_030573752.1|DNOV, LOC115764740|XP_030563816.1|DNOV	LOC118502727|XP_035891180.1|ASTE
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV, LOC115770592|XP_030571782.1|DNOV	LOC118508267|XP_035903792.1|ASTE
OG0000609	LOC115764281|XP_030563071.1|DNOV, LOC115758773|XP_030555398.1|DNOV, LOC115758774|XP_030555400.1|DNOV	LOC118506550|XP_035899741.1|ASTE
OG0000610	LOC115771517|XP_030573112.1|DNOV, LOC115759603|XP_030556437.1|DNOV	LOC118505284|XP_035896758.1|ASTE
OG0000611	LOC115763834|XP_030562457.1|DNOV, LOC115761023|XP_030558497.1|DNOV	LOC118503929|XP_035893657.1|ASTE
OG0000616	LOC115767085|XP_030567092.1|DNOV	LOC118516919|XP_035918657.1|ASTE, LOC118512418|XP_035912710.1|ASTE
OG0000617	LOC115764853|XP_030563982.1|DNOV, LOC115761587|XP_030559238.1|DNOV	LOC118505117|XP_035896324.1|ASTE
OG0000618	LOC115769684|XP_030570462.1|DNOV	LOC118507908|XP_035903091.1|ASTE
OG0000619	LOC115771528|XP_030573129.1|DNOV	LOC118507862|XP_035902958.1|ASTE, LOC118504753|XP_035895566.1|ASTE
OG0000620	LOC115766391|XP_030566163.1|DNOV, LOC115769605|XP_030570356.1|DNOV	LOC118511483|XP_035910514.1|ASTE
OG0000621	LOC115757747|XP_030554001.1|DNOV, LOC115767786|XP_030567974.1|DNOV	LOC118508894|XP_035904623.1|ASTE
OG0000622	LOC115769599|XP_030570348.1|DNOV, LOC115762639|XP_030560802.1|DNOV	LOC118510537|XP_035908385.1|ASTE
OG0000623	LOC115769962|XP_030570868.1|DNOV, LOC115770846|XP_030572146.1|DNOV	LOC118509124|XP_035905205.1|ASTE
OG0000624	LOC115760780|XP_030558130.1|DNOV, LOC115760781|XP_030558132.1|DNOV	LOC118513045|XP_035914230.1|ASTE
OG0000625	LOC115769323|XP_030569919.1|DNOV, LOC115769831|XP_030570665.1|DNOV	LOC118512856|XP_035913828.1|ASTE
OG0000626	LOC115758212|XP_030554623.1|DNOV, LOC115762154|XP_030560126.1|DNOV	LOC118509722|XP_035906704.1|ASTE
OG0000627	LOC115769818|XP_030570646.1|DNOV, LOC115768585|XP_030569091.1|DNOV	LOC118511642|XP_035910859.1|ASTE
OG0000628	LOC115758606|XP_030555193.1|DNOV, LOC115763927|XP_030562578.1|DNOV	LOC118510998|XP_035909406.1|ASTE
OG0000629	LOC115770565|XP_030571737.1|DNOV, LOC115765848|XP_030565434.1|DNOV	LOC118514145|XP_035916649.1|ASTE
OG0000630	LOC115763504|XP_030561961.1|DNOV, LOC115763485|XP_030561930.1|DNOV	LOC118513837|XP_035915998.1|ASTE
OG0000631	LOC115759001|XP_030555665.1|DNOV	LOC118512040|XP_035911733.1|ASTE
OG0000632	LOC115763534|XP_030562009.1|DNOV, LOC115765855|XP_030565444.1|DNOV	LOC118510869|XP_035909110.1|ASTE
OG0000635	LOC115766554|XP_030566392.1|DNOV, LOC115768292|XP_030568696.1|DNOV	LOC118502578|XP_035890805.1|ASTE
OG0000636	LOC115763543|XP_030562019.1|DNOV, LOC115763397|XP_030561800.1|DNOV	LOC118506854|XP_035900476.1|ASTE
OG0000637	LOC115768912|XP_030569501.1|DNOV, LOC115768688|XP_030569234.1|DNOV	LOC118503638|XP_035893029.1|ASTE
OG0000638	LOC115769000|XP_030569570.1|DNOV	LOC118507208|XP_035901188.1|ASTE
OG0000639	LOC115770014|XP_030570925.1|DNOV	LOC118507233|XP_035901363.1|ASTE
OG0000646	LOC115764060|XP_030562767.1|DNOV, LOC115772117|XP_030573950.1|DNOV	LOC118509356|XP_035905771.1|ASTE
OG0000647	LOC115764010|XP_030562694.1|DNOV, LOC115765430|XP_030564835.1|DNOV	LOC118510462|XP_035908198.1|ASTE
OG0000648	LOC115767239|XP_030567300.1|DNOV	LOC118512623|XP_035913212.1|ASTE
OG0000649	LOC115768703|XP_030569252.1|DNOV, LOC115768709|XP_030569257.1|DNOV	LOC118512828|XP_035913732.1|ASTE
OG0000651	LOC115769937|XP_030570839.1|DNOV, LOC115770493|XP_030571642.1|DNOV	LOC118505562|XP_035897410.1|ASTE
OG0000652	LOC115760696|XP_030558021.1|DNOV, LOC115768610|XP_030569125.1|DNOV	LOC118504666|XP_035895343.1|ASTE
OG0000653	LOC115772125|XP_030573962.1|DNOV	LOC118502716|XP_035891160.1|ASTE, LOC118504969|XP_035895993.1|ASTE
OG0000654	LOC115769884|XP_030570749.1|DNOV	LOC118509527|XP_035906131.1|ASTE
OG0000655	LOC115762138|XP_030560109.1|DNOV, LOC115765880|XP_030565480.1|DNOV	LOC118513237|XP_035914683.1|ASTE
OG0000656	LOC115770642|XP_030571853.1|DNOV, LOC115770906|XP_030572206.1|DNOV	LOC118510959|XP_035909315.1|ASTE
OG0000657	LOC115762627|XP_030560789.1|DNOV, LOC115759823|XP_030556774.1|DNOV	LOC118513665|XP_035915659.1|ASTE
OG0000658	LOC115766487|XP_030566309.1|DNOV, LOC115764653|XP_030563695.1|DNOV	LOC118509145|XP_035905249.1|ASTE
OG0000659	LOC115763486|XP_030561931.1|DNOV, LOC115763450|XP_030561879.1|DNOV	LOC118514032|XP_035916401.1|ASTE
OG0000660	LOC115759751|XP_030556653.1|DNOV	LOC118511813|XP_035911245.1|ASTE
OG0000661	LOC115762829|XP_030561055.1|DNOV, LOC115768557|XP_030569026.1|DNOV	LOC118510684|XP_035908743.1|ASTE
OG0000662	LOC115767147|XP_030567176.1|DNOV, LOC115767098|XP_030567106.1|DNOV	LOC118507622|XP_035902237.1|ASTE
OG0000663	LOC115762215|XP_030560208.1|DNOV	LOC118504584|XP_035895125.1|ASTE
OG0000664	LOC115759057|XP_030555742.1|DNOV, LOC115765328|XP_030564690.1|DNOV	LOC118502508|XP_035890644.1|ASTE
OG0000665	LOC115766199|XP_030565909.1|DNOV, LOC115766147|XP_030565843.1|DNOV, LOC115766037|XP_030565667.1|DNOV	LOC118502404|XP_035890520.1|ASTE
OG0000666	LOC115766534|XP_030566361.1|DNOV, LOC115771368|XP_030572912.1|DNOV	LOC118503020|XP_035891736.1|ASTE
OG0000667	LOC115764289|XP_030563081.1|DNOV, LOC115766095|XP_030565764.1|DNOV	LOC118506693|XP_035900067.1|ASTE
OG0000668	LOC115760399|XP_030557560.1|DNOV, LOC115764155|XP_030562891.1|DNOV	LOC118506700|XP_035900074.1|ASTE
OG0000669	LOC115766893|XP_030566825.1|DNOV, LOC115766894|XP_030566826.1|DNOV	LOC118502625|XP_035890898.1|ASTE, LOC118502629|XP_035890907.1|ASTE
OG0000670	LOC115768176|XP_030568538.1|DNOV, LOC115766471|XP_030566275.1|DNOV	LOC118507605|XP_035902171.1|ASTE
OG0000671	LOC115771970|XP_030573742.1|DNOV, LOC115771617|XP_030573255.1|DNOV	LOC118504162|XP_035894188.1|ASTE
OG0000672	LOC115765272|XP_030564622.1|DNOV, LOC115768896|XP_030569471.1|DNOV	LOC118503081|XP_035891857.1|ASTE
OG0000673	LOC115768789|XP_030569346.1|DNOV, LOC115769449|XP_030570122.1|DNOV	LOC118503772|XP_035893335.1|ASTE
OG0000674	LOC115767196|XP_030567250.1|DNOV	LOC118502595|XP_035890844.1|ASTE
OG0000677	LOC115770176|XP_030571196.1|DNOV, LOC115771314|XP_030572829.1|DNOV	LOC118503070|XP_035891837.1|ASTE, LOC118505812|XP_035898048.1|ASTE
OG0000678	LOC115764881|XP_030564019.1|DNOV, LOC115765970|XP_030565583.1|DNOV	LOC118506688|XP_035900054.1|ASTE
OG0000679	LOC115767864|XP_030568082.1|DNOV	LOC118511227|XP_035909955.1|ASTE, LOC118510212|XP_035907656.1|ASTE, LOC118513053|XP_035914253.1|ASTE
OG0000680	LOC115766465|XP_030566261.1|DNOV, LOC115766438|XP_030566225.1|DNOV	LOC118507815|XP_035902824.1|ASTE
OG0000681	LOC115764053|XP_030562760.1|DNOV, LOC115767781|XP_030567970.1|DNOV	LOC118517713|XP_035920051.1|ASTE
OG0000683	LOC115763968|XP_030562627.1|DNOV	LOC118506183|XP_035898864.1|ASTE, LOC118506185|XP_035898866.1|ASTE, LOC118506184|XP_035898865.1|ASTE, LOC118505145|XP_035896412.1|ASTE, LOC118507783|XP_035902710.1|ASTE
OG0000684	LOC115763839|XP_030562459.1|DNOV, LOC115772099|XP_030573921.1|DNOV	LOC118504684|XP_035895391.1|ASTE
OG0000685	LOC115767313|XP_030567413.1|DNOV, LOC115764142|XP_030562875.1|DNOV	LOC118502969|XP_035891627.1|ASTE
OG0000686	LOC115760216|XP_030557331.1|DNOV, LOC115768061|XP_030568363.1|DNOV	LOC118514492|XP_035917308.1|ASTE
OG0000687	LOC115766596|XP_030566443.1|DNOV, LOC115769955|XP_030570860.1|DNOV	LOC118510252|XP_035907731.1|ASTE, LOC118517275|XP_035919142.1|ASTE
OG0000688	LOC115761097|XP_030558580.1|DNOV	LOC118509724|XP_035906707.1|ASTE
OG0000689	LOC115760819|XP_030558197.1|DNOV, LOC115760818|XP_030558195.1|DNOV	LOC118512119|XP_035911989.1|ASTE
OG0000690	LOC115768204|XP_030568576.1|DNOV	LOC118506172|XP_035898836.1|ASTE, LOC118509362|XP_035905778.1|ASTE, LOC118517239|XP_035919106.1|ASTE, LOC118506171|XP_035898834.1|ASTE, LOC118504259|XP_035894381.1|ASTE
OG0000691	LOC115763300|XP_030561651.1|DNOV, LOC115770032|XP_030570954.1|DNOV	LOC118511904|XP_035911433.1|ASTE
OG0000692	LOC115762628|XP_030560790.1|DNOV	LOC118514236|XP_035916833.1|ASTE
OG0000693	LOC115767186|XP_030567237.1|DNOV, LOC115763814|XP_030562426.1|DNOV	LOC118511187|XP_035909847.1|ASTE
OG0000694	LOC115768344|XP_030568767.1|DNOV, LOC115766656|XP_030566480.1|DNOV	LOC118510934|XP_035909249.1|ASTE
OG0000695	LOC115759106|XP_030555805.1|DNOV, LOC115759338|XP_030556117.1|DNOV	LOC118511743|XP_035911086.1|ASTE
OG0000696	LOC115760003|XP_030557021.1|DNOV	LOC118511732|XP_035911071.1|ASTE
OG0000697	LOC115764346|XP_030563164.1|DNOV, LOC115758904|XP_030555561.1|DNOV	LOC118513307|XP_035914782.1|ASTE
OG0000698	LOC115768551|XP_030569021.1|DNOV, LOC115768548|XP_030569018.1|DNOV	LOC118514551|XP_035917435.1|ASTE
OG0000699	LOC115760027|XP_030557049.1|DNOV, LOC115768643|XP_030569175.1|DNOV	LOC118509221|XP_035905398.1|ASTE
OG0000700	LOC115765977|XP_030565595.1|DNOV, LOC115759040|XP_030555722.1|DNOV	LOC118513242|XP_035914691.1|ASTE
OG0000701	LOC115760727|XP_030558061.1|DNOV, LOC115766304|XP_030566041.1|DNOV	LOC118513211|XP_035914617.1|ASTE
OG0000702	LOC115763795|XP_030562386.1|DNOV, LOC115763797|XP_030562393.1|DNOV	LOC118504572|XP_035895108.1|ASTE
OG0000703	LOC115763301|XP_030561652.1|DNOV, LOC115760513|XP_030557734.1|DNOV	LOC118506324|XP_035899167.1|ASTE
OG0000704	LOC115765441|XP_030564867.1|DNOV, LOC115772027|XP_030573817.1|DNOV	LOC118506332|XP_035899195.1|ASTE
OG0000705	LOC115769975|XP_030570893.1|DNOV	LOC118506683|XP_035900034.1|ASTE
OG0000706	LOC115767718|XP_030567883.1|DNOV, LOC115767989|XP_030568250.1|DNOV	LOC118504359|XP_035894644.1|ASTE
OG0000707	LOC115766613|XP_030566464.1|DNOV, LOC115765239|XP_030564556.1|DNOV	LOC118507672|XP_035902354.1|ASTE
OG0000708	LOC115768226|XP_030568613.1|DNOV, LOC115768754|XP_030569301.1|DNOV	LOC118506391|XP_035899324.1|ASTE
OG0000709	LOC115772080|XP_030573893.1|DNOV, LOC115765127|XP_030564382.1|DNOV	LOC118505365|XP_035896954.1|ASTE
OG0000710	LOC115761269|XP_030558842.1|DNOV, LOC115760563|XP_030557829.1|DNOV	LOC118517718|XP_035920058.1|ASTE
OG0000711	LOC115770356|XP_030571454.1|DNOV, LOC115766879|XP_030566804.1|DNOV	LOC118507227|XP_035901286.1|ASTE
OG0000713	LOC115764013|XP_030562700.1|DNOV, LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV	LOC118508307|XP_035903858.1|ASTE
OG0000714	LOC115767258|XP_030567334.1|DNOV, LOC115766920|XP_030566864.1|DNOV	LOC118517663|XP_035919932.1|ASTE
OG0000716	LOC115766904|XP_030566842.1|DNOV, LOC115770095|XP_030571064.1|DNOV	LOC118507309|XP_035901585.1|ASTE
OG0000717	LOC115770325|XP_030571422.1|DNOV	LOC118503816|XP_035893408.1|ASTE, LOC118506222|XP_035898952.1|ASTE, LOC118506238|XP_035898994.1|ASTE, LOC118503817|XP_035893410.1|ASTE, LOC118503814|XP_035893405.1|ASTE, LOC118506235|XP_035898977.1|ASTE, LOC118506234|XP_035898976.1|ASTE, LOC118506227|XP_035898958.1|ASTE, LOC118503805|XP_035893392.1|ASTE, LOC118503812|XP_035893403.1|ASTE, LOC118503819|XP_035893412.1|ASTE, LOC118503815|XP_035893407.1|ASTE, LOC118503811|XP_035893402.1|ASTE, LOC118506223|XP_035898953.1|ASTE, LOC118503808|XP_035893397.1|ASTE, LOC118503809|XP_035893400.1|ASTE, LOC118503810|XP_035893401.1|ASTE, LOC118503807|XP_035893396.1|ASTE, LOC118503813|XP_035893404.1|ASTE, LOC118503802|XP_035893389.1|ASTE
OG0000724	LOC115765413|XP_030564817.1|DNOV, LOC115757761|XP_030554032.1|DNOV	LOC118510219|XP_035907676.1|ASTE
OG0000726	LOC115761420|XP_030559040.1|DNOV, LOC115761562|XP_030559207.1|DNOV	LOC118502369|XP_035890481.1|ASTE
OG0000727	LOC115759495|XP_030556294.1|DNOV, LOC115759528|XP_030556337.1|DNOV, LOC115759529|XP_030556339.1|DNOV	LOC118502892|XP_035891505.1|ASTE, LOC118504672|XP_035895355.1|ASTE
OG0000728	LOC115764296|XP_030563089.1|DNOV	LOC118507572|XP_035902102.1|ASTE
OG0000729	LOC115761639|XP_030559332.1|DNOV, LOC115761640|XP_030559334.1|DNOV	LOC118502976|XP_035891641.1|ASTE
OG0000730	LOC115769489|XP_030570171.1|DNOV, LOC115759999|XP_030557016.1|DNOV	LOC118512111|XP_035911978.1|ASTE
OG0000731	LOC115766954|XP_030566901.1|DNOV, LOC115760800|XP_030558156.1|DNOV	LOC118508872|XP_035904568.1|ASTE
OG0000732	LOC115771111|XP_030572531.1|DNOV, LOC115771170|XP_030572613.1|DNOV	LOC118510311|XP_035907841.1|ASTE
OG0000733	LOC115764230|XP_030563007.1|DNOV, LOC115769923|XP_030570808.1|DNOV	LOC118514240|XP_035916836.1|ASTE
OG0000734	LOC115770494|XP_030571643.1|DNOV	LOC118510367|XP_035907971.1|ASTE
OG0000735	LOC115768279|XP_030568676.1|DNOV, LOC115763462|XP_030561898.1|DNOV	LOC118510613|XP_035908523.1|ASTE
OG0000736	LOC115759738|XP_030556630.1|DNOV, LOC115760034|XP_030557061.1|DNOV	LOC118512534|XP_035912979.1|ASTE
OG0000738	LOC115758638|XP_030555234.1|DNOV, LOC115763430|XP_030561851.1|DNOV	LOC118512619|XP_035913193.1|ASTE
OG0000739	LOC115764718|XP_030563777.1|DNOV	LOC118510845|XP_035909065.1|ASTE
OG0000740	LOC115768532|XP_030568980.1|DNOV, LOC115769090|XP_030569661.1|DNOV	LOC118508897|XP_035904628.1|ASTE
OG0000740	LOC115766145|XP_030565840.1|DNOV	LOC118502780|XP_035891270.1|ASTE
OG0000741	LOC115760133|XP_030557192.1|DNOV, LOC115765269|XP_030564618.1|DNOV	LOC118502614|XP_035890878.1|ASTE
OG0000742	LOC115764314|XP_030563112.1|DNOV, LOC115764380|XP_030563201.1|DNOV	LOC118505726|XP_035897798.1|ASTE
OG0000743	LOC115769862|XP_030570720.1|DNOV, LOC115766565|XP_030566405.1|DNOV	LOC118505694|XP_035897727.1|ASTE
OG0000744	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV	LOC118507220|XP_035901268.1|ASTE
OG0000746	LOC115759535|XP_030556350.1|DNOV	LOC118503396|XP_035892491.1|ASTE
OG0000753	LOC115771734|XP_030573420.1|DNOV, LOC115762833|XP_030561060.1|DNOV	LOC118503883|XP_035893534.1|ASTE
OG0000754	LOC115767236|XP_030567297.1|DNOV, LOC115768063|XP_030568366.1|DNOV	LOC118508359|XP_035903974.1|ASTE
OG0000755	LOC115761466|XP_030559092.1|DNOV, LOC115761465|XP_030559091.1|DNOV	LOC118505431|XP_035897100.1|ASTE
OG0000757	LOC115760002|XP_030557020.1|DNOV, LOC115766959|XP_030566907.1|DNOV	LOC118509782|XP_035906815.1|ASTE
OG0000758	LOC115762699|XP_030560883.1|DNOV, LOC115762607|XP_030560763.1|DNOV	LOC118511395|XP_035910318.1|ASTE
OG0000759	LOC115769665|XP_030570438.1|DNOV, LOC115769803|XP_030570631.1|DNOV	LOC118511963|XP_035911580.1|ASTE
OG0000761	LOC115763290|XP_030561638.1|DNOV, LOC115763289|XP_030561634.1|DNOV	LOC118509871|XP_035906989.1|ASTE
OG0000762	LOC115758576|XP_030555153.1|DNOV, LOC115758625|XP_030555219.1|DNOV	LOC118508964|XP_035904800.1|ASTE
OG0000764	LOC115766828|XP_030566724.1|DNOV	LOC118506994|XP_035900771.1|ASTE, LOC118517555|XP_035919689.1|ASTE
OG0000765	LOC115765810|XP_030565392.1|DNOV, LOC115764248|XP_030563026.1|DNOV	LOC118502717|XP_035891164.1|ASTE
OG0000766	LOC115763247|XP_030561585.1|DNOV, LOC115765161|XP_030564431.1|DNOV	LOC118504471|XP_035894874.1|ASTE
OG0000767	LOC115759491|XP_030556289.1|DNOV, LOC115771502|XP_030573088.1|DNOV	LOC118506406|XP_035899371.1|ASTE
OG0000768	LOC115770428|XP_030571556.1|DNOV	LOC118506386|XP_035899318.1|ASTE
OG0000769	LOC115761515|XP_030559144.1|DNOV, LOC115765262|XP_030564601.1|DNOV	LOC118508062|XP_035903410.1|ASTE
OG0000770	LOC115760772|XP_030558120.1|DNOV	LOC118504847|XP_035895750.1|ASTE
OG0000771	LOC115767118|XP_030567133.1|DNOV	LOC118508053|XP_035903399.1|ASTE
OG0000778	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV	LOC118502985|XP_035891673.1|ASTE
OG0000779	LOC115765327|XP_030564688.1|DNOV	LOC118510036|XP_035907320.1|ASTE, LOC118510076|XP_035907371.1|ASTE, LOC118514377|XP_035917175.1|ASTE, LOC118504315|XP_035894516.1|ASTE
OG0000780	LOC115761471|XP_030559101.1|DNOV	LOC118507912|XP_035903104.1|ASTE, LOC118507895|XP_035903042.1|ASTE
OG0000781	LOC115768601|XP_030569112.1|DNOV, LOC115770411|XP_030571532.1|DNOV	LOC118516713|XP_035918561.1|ASTE
OG0000782	LOC115770378|XP_030571487.1|DNOV, LOC115768800|XP_030569356.1|DNOV	LOC118506476|XP_035899547.1|ASTE
OG0000783	LOC115757668|XP_030553846.1|DNOV, LOC115768769|XP_030569319.1|DNOV	LOC118506473|XP_035899542.1|ASTE
OG0000784	LOC115771010|XP_030572376.1|DNOV, LOC115767011|XP_030566993.1|DNOV	LOC118504553|XP_035895058.1|ASTE
OG0000785	LOC115764812|XP_030563918.1|DNOV	LOC118506908|XP_035900594.1|ASTE
OG0000786	LOC115769035|XP_030569602.1|DNOV, LOC115761690|XP_030559416.1|DNOV	LOC118504398|XP_035894700.1|ASTE
OG0000787	LOC115769980|XP_030570901.1|DNOV	LOC118512886|XP_035913880.1|ASTE
OG0000788	LOC115771250|XP_030572710.1|DNOV	LOC118513493|XP_035915210.1|ASTE
OG0000789	LOC115759306|XP_030556071.1|DNOV, LOC115759311|XP_030556081.1|DNOV	LOC118513383|XP_035914940.1|ASTE
OG0000790	LOC115765455|XP_030564879.1|DNOV	LOC118508984|XP_035904869.1|ASTE
OG0000791	LOC115764900|XP_030564051.1|DNOV	LOC118513700|XP_035915717.1|ASTE
OG0000792	LOC115758943|XP_030555602.1|DNOV	LOC118508943|XP_035904744.1|ASTE
OG0000793	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV	LOC118505346|XP_035896898.1|ASTE
OG0000794	LOC115768823|XP_030569380.1|DNOV	LOC118506964|XP_035900693.1|ASTE, LOC118504524|XP_035894959.1|ASTE, LOC118505512|XP_035897304.1|ASTE
OG0000795	LOC115768361|XP_030568789.1|DNOV, LOC115767914|XP_030568144.1|DNOV	LOC118505016|XP_035896098.1|ASTE
