Orthogroup	DNOV.longest_only	DGUA.longest_only
OG0000358	LOC115772054|XP_030573858.1|DNOV, LOC115772052|XP_030573854.1|DNOV	LOC117585333|XP_034130663.1|DGUA
OG0000359	LOC115769988|XP_030570917.1|DNOV	LOC117580475|XP_034122948.1|DGUA
OG0000360	LOC115766089|XP_030565759.1|DNOV	LOC117585915|XP_034131570.1|DGUA
OG0000361	LOC115758459|XP_030554990.1|DNOV	LOC117587583|XP_034134310.1|DGUA
OG0000361	LOC115758457|XP_030554984.1|DNOV	LOC117584394|XP_034129142.1|DGUA
OG0000362	LOC115766712|XP_030566496.1|DNOV	LOC117590639|XP_034139360.1|DGUA
OG0000362	LOC115771459|XP_030573034.1|DNOV	LOC117589419|XP_034137241.1|DGUA
OG0000363	LOC115763630|XP_030562118.1|DNOV	LOC117585606|XP_034131044.1|DGUA
OG0000363	LOC115767137|XP_030567160.1|DNOV	LOC117587211|XP_034133651.1|DGUA
OG0000364	LOC115769331|XP_030569952.1|DNOV	LOC117587160|XP_034133557.1|DGUA
OG0000364	LOC115769853|XP_030570698.1|DNOV	LOC117589315|XP_034137005.1|DGUA
OG0000365	LOC115762297|XP_030560322.1|DNOV	LOC117587449|XP_034134046.1|DGUA
OG0000365	LOC115765472|XP_030564912.1|DNOV	LOC117584529|XP_034129369.1|DGUA
OG0000366	LOC115766279|XP_030566006.1|DNOV	LOC117588643|XP_034135967.1|DGUA
OG0000366	LOC115759520|XP_030556326.1|DNOV	LOC117591203|XP_034140233.1|DGUA
OG0000367	LOC115769633|XP_030570401.1|DNOV	LOC117580391|XP_034122822.1|DGUA
OG0000367	LOC115759287|XP_030556052.1|DNOV	LOC117585001|XP_034130133.1|DGUA
OG0000368	LOC115767345|XP_030567459.1|DNOV	LOC117579744|XP_034121652.1|DGUA
OG0000368	LOC115767373|XP_030567496.1|DNOV	LOC117579898|XP_034121926.1|DGUA
OG0000370	LOC115758319|XP_030554746.1|DNOV, LOC115767117|XP_030567170.1|DNOV, LOC115758314|XP_030554740.1|DNOV, LOC115767200|XP_030567288.1|DNOV	LOC117580504|XP_034122982.1|DGUA
OG0000371	LOC115768621|XP_030569139.1|DNOV	LOC117590871|XP_034139785.1|DGUA
OG0000373	LOC115759651|XP_030556499.1|DNOV	LOC117583672|XP_034128031.1|DGUA, LOC117584178|XP_034128839.1|DGUA
OG0000373	LOC115771446|XP_030573018.1|DNOV	LOC117592378|XP_034141972.1|DGUA
OG0000374	LOC115769333|XP_030569954.1|DNOV	LOC117591389|XP_034140525.1|DGUA, LOC117591380|XP_034140515.1|DGUA, LOC117580205|XP_034122490.1|DGUA
OG0000375	LOC115769558|XP_030570270.1|DNOV, LOC115769421|XP_030570089.1|DNOV	LOC117580033|XP_034122152.1|DGUA, LOC117580032|XP_034122151.1|DGUA
OG0000376	LOC115767385|XP_030567506.1|DNOV	LOC117584031|XP_034128658.1|DGUA
OG0000377	LOC115765152|XP_030564423.1|DNOV	LOC117581335|XP_034124345.1|DGUA
OG0000378	LOC115761130|XP_030558650.1|DNOV	LOC117578771|XP_034120367.1|DGUA
OG0000378	LOC115766847|XP_030566757.1|DNOV	LOC117581454|XP_034124558.1|DGUA
OG0000379	LOC115760518|XP_030557746.1|DNOV	LOC117590599|XP_034139263.1|DGUA, LOC117590593|XP_034139248.1|DGUA, LOC117592077|XP_034141480.1|DGUA
OG0000380	LOC115758097|XP_030554479.1|DNOV	LOC117581346|XP_034124367.1|DGUA
OG0000380	LOC115769832|XP_030570666.1|DNOV	LOC117587340|XP_034133871.1|DGUA
OG0000381	LOC115763135|XP_030561439.1|DNOV	LOC117584096|XP_034128734.1|DGUA
OG0000381	LOC115763202|XP_030561526.1|DNOV	LOC117588047|XP_034134990.1|DGUA
OG0000382	LOC115770114|XP_030571090.1|DNOV	LOC117579664|XP_034121538.1|DGUA
OG0000383	LOC115760023|XP_030557045.1|DNOV	LOC117582491|XP_034126154.1|DGUA
OG0000383	LOC115760327|XP_030557473.1|DNOV	LOC117584704|XP_034129636.1|DGUA
OG0000384	LOC115762937|XP_030561180.1|DNOV	LOC117591460|XP_034140632.1|DGUA
OG0000384	LOC115760743|XP_030558083.1|DNOV	LOC117592253|XP_034141783.1|DGUA
OG0000385	LOC115768436|XP_030568854.1|DNOV	LOC117580992|XP_034123682.1|DGUA
OG0000385	LOC115768437|XP_030568858.1|DNOV	LOC117580646|XP_034123135.1|DGUA
OG0000386	LOC115766985|XP_030566944.1|DNOV	LOC117579063|XP_034120658.1|DGUA
OG0000386	LOC115764970|XP_030564154.1|DNOV	LOC117585847|XP_034131482.1|DGUA
OG0000388	LOC115770513|XP_030571674.1|DNOV, LOC115769742|XP_030570542.1|DNOV, LOC115769837|XP_030570671.1|DNOV	LOC117589183|XP_034136797.1|DGUA, LOC117589184|XP_034136798.1|DGUA
OG0000389	LOC115762625|XP_030560787.1|DNOV	LOC117586933|XP_034133187.1|DGUA
OG0000390	LOC115763143|XP_030561453.1|DNOV	LOC117584275|XP_034128983.1|DGUA
OG0000391	LOC115760954|XP_030558402.1|DNOV	LOC117592263|XP_034141812.1|DGUA
OG0000391	LOC115760706|XP_030558034.1|DNOV	LOC117592266|XP_034141815.1|DGUA
OG0000392	LOC115765859|XP_030565449.1|DNOV	LOC117584428|XP_034129216.1|DGUA
OG0000392	LOC115765913|XP_030565519.1|DNOV	LOC117584490|XP_034129306.1|DGUA
OG0000393	LOC115760238|XP_030557353.1|DNOV	LOC117582550|XP_034126253.1|DGUA
OG0000393	LOC115760239|XP_030557356.1|DNOV	LOC117582552|XP_034126268.1|DGUA
OG0000394	LOC115768475|XP_030568910.1|DNOV	LOC117591019|XP_034139997.1|DGUA
OG0000394	LOC115768476|XP_030568911.1|DNOV	LOC117591020|XP_034139998.1|DGUA
OG0000395	LOC115766068|XP_030565736.1|DNOV	LOC117587497|XP_034134160.1|DGUA
OG0000395	LOC115768660|XP_030569204.1|DNOV	LOC117587499|XP_034134161.1|DGUA
OG0000396	LOC115766006|XP_030565635.1|DNOV	LOC117582103|XP_034125559.1|DGUA
OG0000397	LOC115765510|XP_030564992.1|DNOV, LOC115765520|XP_030565002.1|DNOV, LOC115757847|XP_030554141.1|DNOV	LOC117592218|XP_034141736.1|DGUA, LOC117592216|XP_034141733.1|DGUA, LOC117592217|XP_034141734.1|DGUA
OG0000398	LOC115767281|XP_030567411.1|DNOV	LOC117592162|XP_034141625.1|DGUA
OG0000398	LOC115771417|XP_030572978.1|DNOV, LOC115771416|XP_030572976.1|DNOV	LOC117592161|XP_034141624.1|DGUA, LOC117592159|XP_034141621.1|DGUA, LOC117584550|XP_034129398.1|DGUA, LOC117588634|XP_034135955.1|DGUA
OG0000399	LOC115771812|XP_030573550.1|DNOV, LOC115771813|XP_030573552.1|DNOV, LOC115771807|XP_030573543.1|DNOV	LOC117583324|XP_034127473.1|DGUA
OG0000399	LOC115771808|XP_030573545.1|DNOV, LOC115771811|XP_030573548.1|DNOV, LOC115771809|XP_030573546.1|DNOV	LOC117583297|XP_034127429.1|DGUA
OG0000400	LOC115765164|XP_030564435.1|DNOV	LOC117581562|XP_034124786.1|DGUA
OG0000401	LOC115766431|XP_030566218.1|DNOV	LOC117590320|XP_034138700.1|DGUA
OG0000402	LOC115765340|XP_030564710.1|DNOV	LOC117588320|XP_034135408.1|DGUA
OG0000403	LOC115761311|XP_030558901.1|DNOV	LOC117583008|XP_034127050.1|DGUA
OG0000403	LOC115760886|XP_030558309.1|DNOV	LOC117591984|XP_034141317.1|DGUA
OG0000404	LOC115761472|XP_030559098.1|DNOV	LOC117583393|XP_034127568.1|DGUA
OG0000405	LOC115768893|XP_030569465.1|DNOV	LOC117580656|XP_034123150.1|DGUA
OG0000405	LOC115772079|XP_030573892.1|DNOV	LOC117581871|XP_034125224.1|DGUA, LOC117585690|XP_034131196.1|DGUA
OG0000406	LOC115770975|XP_030572299.1|DNOV	LOC117587215|XP_034133660.1|DGUA
OG0000406	LOC115762143|XP_030560114.1|DNOV	LOC117591878|XP_034141146.1|DGUA
OG0000407	LOC115762930|XP_030561171.1|DNOV	LOC117587174|XP_034133582.1|DGUA, LOC117587271|XP_034133742.1|DGUA
OG0000407	LOC115762590|XP_030560737.1|DNOV	LOC117587269|XP_034133736.1|DGUA
OG0000408	LOC115763136|XP_030561440.1|DNOV, LOC115763103|XP_030561403.1|DNOV, LOC115763195|XP_030561516.1|DNOV, LOC115763159|XP_030561470.1|DNOV	LOC117589627|XP_034137606.1|DGUA
OG0000408	LOC115758672|XP_030555274.1|DNOV	LOC117587670|XP_034134453.1|DGUA
OG0000409	LOC115761887|XP_030559753.1|DNOV	LOC117580082|XP_034122227.1|DGUA
OG0000409	LOC115766579|XP_030566424.1|DNOV	LOC117583737|XP_034128148.1|DGUA
OG0000410	LOC115760273|XP_030557404.1|DNOV	LOC117582205|XP_034125703.1|DGUA, LOC117582196|XP_034125692.1|DGUA
OG0000411	LOC115759469|XP_030556262.1|DNOV	LOC117585946|XP_034131611.1|DGUA
OG0000411	LOC115763005|XP_030561256.1|DNOV	LOC117587674|XP_034134457.1|DGUA
OG0000412	LOC115761442|XP_030559072.1|DNOV	LOC117578786|XP_034120388.1|DGUA
OG0000412	LOC115770103|XP_030571076.1|DNOV	LOC117580417|XP_034122857.1|DGUA
OG0000413	LOC115763742|XP_030562306.1|DNOV	LOC117585410|XP_034130773.1|DGUA
OG0000413	LOC115767918|XP_030568147.1|DNOV	LOC117586417|XP_034132345.1|DGUA
OG0000414	LOC115758270|XP_030554693.1|DNOV	LOC117588524|XP_034135774.1|DGUA
OG0000415	LOC115765346|XP_030564721.1|DNOV	LOC117578642|XP_034120140.1|DGUA
OG0000415	LOC115765354|XP_030564731.1|DNOV	LOC117578641|XP_034120139.1|DGUA
OG0000416	LOC115768128|XP_030568482.1|DNOV	LOC117590565|XP_034139197.1|DGUA
OG0000416	LOC115767807|XP_030568000.1|DNOV	LOC117588631|XP_034135951.1|DGUA
OG0000417	LOC115757752|XP_030554017.1|DNOV	LOC117583326|XP_034127477.1|DGUA
OG0000418	LOC115767555|XP_030567698.1|DNOV	LOC117588309|XP_034135388.1|DGUA
OG0000418	LOC115767071|XP_030567071.1|DNOV	LOC117581104|XP_034123886.1|DGUA
OG0000419	LOC115760614|XP_030557923.1|DNOV	LOC117588049|XP_034134996.1|DGUA
OG0000421	LOC115758507|XP_030555057.1|DNOV	LOC117591541|XP_034140726.1|DGUA
OG0000421	LOC115765557|XP_030565054.1|DNOV	LOC117582420|XP_034126017.1|DGUA
OG0000422	LOC115772004|XP_030573795.1|DNOV	LOC117590138|XP_034138401.1|DGUA
OG0000423	LOC115757844|XP_030554138.1|DNOV	LOC117581794|XP_034125122.1|DGUA
OG0000423	LOC115757936|XP_030554264.1|DNOV	LOC117585308|XP_034130631.1|DGUA
OG0000424	LOC115764517|XP_030563474.1|DNOV	LOC117586969|XP_034133238.1|DGUA
OG0000424	LOC115764485|XP_030563431.1|DNOV	LOC117586813|XP_034132982.1|DGUA
OG0000425	LOC115762685|XP_030560871.1|DNOV	LOC117578576|XP_034120050.1|DGUA
OG0000426	LOC115765437|XP_030564866.1|DNOV	LOC117592470|XP_034142197.1|DGUA
OG0000428	LOC115762673|XP_030560847.1|DNOV	LOC117580043|XP_034122170.1|DGUA, LOC117580042|XP_034122169.1|DGUA
OG0000428	LOC115762672|XP_030560846.1|DNOV	LOC117580041|XP_034122168.1|DGUA
OG0000429	LOC115758244|XP_030554660.1|DNOV	LOC117592500|XP_034142237.1|DGUA
OG0000430	LOC115771669|XP_030573344.1|DNOV, LOC115771668|XP_030573343.1|DNOV, LOC115772121|XP_030573956.1|DNOV	LOC117583098|XP_034127169.1|DGUA
OG0000430	LOC115765758|XP_030565281.1|DNOV, LOC115765759|XP_030565282.1|DNOV	LOC117585041|XP_034130187.1|DGUA, LOC117585039|XP_034130186.1|DGUA
OG0000433	LOC115766852|XP_030566766.1|DNOV	LOC117580680|XP_034123190.1|DGUA
OG0000433	LOC115769577|XP_030570303.1|DNOV	LOC117580302|XP_034122681.1|DGUA
OG0000434	LOC115764909|XP_030564068.1|DNOV	LOC117583335|XP_034127487.1|DGUA
OG0000434	LOC115762280|XP_030560304.1|DNOV, LOC115762279|XP_030560303.1|DNOV	LOC117578429|XP_034119782.1|DGUA
OG0000435	LOC115765418|XP_030564823.1|DNOV	LOC117580904|XP_034123556.1|DGUA
OG0000437	LOC115763191|XP_030561512.1|DNOV	LOC117584397|XP_034129145.1|DGUA
OG0000437	LOC115760092|XP_030557136.1|DNOV	LOC117584788|XP_034129791.1|DGUA
OG0000438	LOC115761313|XP_030558904.1|DNOV	LOC117582859|XP_034126820.1|DGUA
OG0000439	LOC115763239|XP_030561575.1|DNOV	LOC117584363|XP_034129092.1|DGUA
OG0000439	LOC115770436|XP_030571567.1|DNOV	LOC117579927|XP_034121963.1|DGUA
OG0000440	LOC115760910|XP_030558341.1|DNOV	LOC117592319|XP_034141888.1|DGUA
OG0000440	LOC115760625|XP_030557935.1|DNOV	LOC117583369|XP_034127577.1|DGUA
OG0000441	LOC115760980|XP_030558443.1|DNOV	LOC117583830|XP_034128315.1|DGUA
OG0000441	LOC115760673|XP_030558000.1|DNOV	LOC117582339|XP_034125885.1|DGUA
OG0000443	LOC115769670|XP_030570445.1|DNOV	LOC117588908|XP_034136355.1|DGUA
OG0000443	LOC115769682|XP_030570461.1|DNOV	LOC117588907|XP_034136354.1|DGUA
OG0000444	LOC115759117|XP_030555819.1|DNOV	LOC117584452|XP_034129260.1|DGUA
OG0000444	LOC115759284|XP_030556046.1|DNOV	LOC117584451|XP_034129259.1|DGUA
OG0000446	LOC115763753|XP_030562326.1|DNOV	LOC117588434|XP_034135606.1|DGUA
OG0000446	LOC115762522|XP_030560642.1|DNOV	LOC117586360|XP_034132274.1|DGUA
OG0000447	LOC115762552|XP_030560687.1|DNOV	LOC117587106|XP_034133491.1|DGUA
OG0000448	LOC115764922|XP_030564087.1|DNOV	LOC117583337|XP_034127489.1|DGUA
OG0000448	LOC115759283|XP_030556045.1|DNOV	LOC117583429|XP_034127618.1|DGUA
OG0000449	LOC115771068|XP_030572481.1|DNOV	LOC117587003|XP_034133298.1|DGUA
OG0000449	LOC115763376|XP_030561770.1|DNOV	LOC117588063|XP_034135013.1|DGUA
OG0000450	LOC115765363|XP_030564744.1|DNOV	LOC117590849|XP_034139737.1|DGUA
OG0000450	LOC115764404|XP_030563256.1|DNOV	LOC117588313|XP_034135395.1|DGUA
OG0000451	LOC115768450|XP_030568871.1|DNOV	LOC117588348|XP_034135448.1|DGUA
OG0000451	LOC115768449|XP_030568869.1|DNOV	LOC117588347|XP_034135447.1|DGUA
OG0000453	LOC115764689|XP_030563739.1|DNOV	LOC117589777|XP_034137865.1|DGUA
OG0000453	LOC115764706|XP_030563765.1|DNOV	LOC117589897|XP_034138059.1|DGUA
OG0000454	LOC115758865|XP_030555514.1|DNOV	LOC117583444|XP_034127636.1|DGUA, LOC117587102|XP_034133484.1|DGUA
OG0000456	LOC115766708|XP_030566486.1|DNOV	LOC117590610|XP_034139289.1|DGUA
OG0000456	LOC115769174|XP_030569739.1|DNOV	LOC117584021|XP_034128645.1|DGUA
OG0000457	LOC115763206|XP_030561531.1|DNOV	LOC117587918|XP_034134794.1|DGUA
OG0000457	LOC115759127|XP_030555831.1|DNOV	LOC117587660|XP_034134441.1|DGUA
OG0000458	LOC115765461|XP_030564885.1|DNOV	LOC117583989|XP_034128586.1|DGUA
OG0000460	LOC115758693|XP_030555298.1|DNOV	LOC117582150|XP_034125625.1|DGUA
OG0000462	LOC115759542|XP_030556357.1|DNOV	LOC117586529|XP_034132553.1|DGUA
OG0000463	LOC115771965|XP_030573737.1|DNOV	LOC117583232|XP_034127344.1|DGUA
OG0000463	LOC115761494|XP_030559121.1|DNOV	LOC117582976|XP_034126989.1|DGUA
OG0000464	LOC115765499|XP_030564968.1|DNOV	LOC117583991|XP_034128607.1|DGUA
OG0000464	LOC115765497|XP_030564966.1|DNOV	LOC117583992|XP_034128609.1|DGUA
OG0000464	LOC115760233|XP_030557347.1|DNOV	LOC117582409|XP_034125988.1|DGUA
OG0000465	LOC115762013|XP_030559942.1|DNOV	LOC117583450|XP_034127641.1|DGUA
OG0000465	LOC115761927|XP_030559818.1|DNOV	LOC117582876|XP_034126837.1|DGUA
OG0000466	LOC115767076|XP_030567076.1|DNOV	LOC117588394|XP_034135539.1|DGUA
OG0000466	LOC115765560|XP_030565058.1|DNOV	LOC117582021|XP_034125437.1|DGUA
OG0000467	LOC115762439|XP_030560498.1|DNOV	LOC117578662|XP_034120177.1|DGUA
OG0000467	LOC115762360|XP_030560395.1|DNOV	LOC117578438|XP_034119844.1|DGUA
OG0000468	LOC115766158|XP_030565858.1|DNOV	LOC117583667|XP_034128025.1|DGUA
OG0000469	LOC115759739|XP_030556631.1|DNOV	LOC117582010|XP_034125413.1|DGUA
OG0000469	LOC115760268|XP_030557398.1|DNOV	LOC117581678|XP_034124942.1|DGUA
OG0000470	LOC115768455|XP_030568881.1|DNOV	LOC117579246|XP_034120924.1|DGUA
OG0000470	LOC115770144|XP_030571152.1|DNOV	LOC117579577|XP_034121395.1|DGUA
OG0000471	LOC115768078|XP_030568403.1|DNOV	LOC117587105|XP_034133490.1|DGUA
OG0000471	LOC115758893|XP_030555550.1|DNOV	LOC117584425|XP_034129211.1|DGUA
OG0000473	LOC115764416|XP_030563273.1|DNOV	LOC117590260|XP_034138638.1|DGUA
OG0000474	LOC115767198|XP_030567248.1|DNOV	LOC117580835|XP_034123464.1|DGUA
OG0000474	LOC115769601|XP_030570354.1|DNOV	LOC117580545|XP_034123033.1|DGUA
OG0000475	LOC115771743|XP_030573431.1|DNOV	LOC117589841|XP_034137984.1|DGUA
OG0000475	LOC115771717|XP_030573401.1|DNOV, LOC115772026|XP_030573816.1|DNOV	LOC117589842|XP_034137988.1|DGUA
OG0000476	LOC115761867|XP_030559727.1|DNOV	LOC117583420|XP_034127603.1|DGUA
OG0000476	LOC115761898|XP_030559767.1|DNOV	LOC117583418|XP_034127600.1|DGUA
OG0000477	LOC115772038|XP_030573836.1|DNOV	LOC117585447|XP_034130815.1|DGUA
OG0000477	LOC115771798|XP_030573527.1|DNOV	LOC117585472|XP_034130853.1|DGUA
OG0000478	LOC115765658|XP_030565177.1|DNOV	LOC117585296|XP_034130616.1|DGUA
OG0000479	LOC115761872|XP_030559735.1|DNOV	LOC117582805|XP_034126727.1|DGUA
OG0000480	LOC115763425|XP_030561845.1|DNOV	LOC117584642|XP_034129555.1|DGUA
OG0000480	LOC115763347|XP_030561722.1|DNOV	LOC117583874|XP_034128414.1|DGUA
OG0000482	LOC115763744|XP_030562308.1|DNOV	LOC117586365|XP_034132276.1|DGUA
OG0000482	LOC115763714|XP_030562267.1|DNOV	LOC117586692|XP_034132848.1|DGUA
OG0000483	LOC115770864|XP_030572161.1|DNOV	LOC117585056|XP_034130206.1|DGUA
OG0000484	LOC115759546|XP_030556361.1|DNOV	LOC117586523|XP_034132548.1|DGUA
OG0000484	LOC115759538|XP_030556353.1|DNOV	LOC117586525|XP_034132550.1|DGUA
OG0000485	LOC115767756|XP_030567938.1|DNOV	LOC117579236|XP_034120907.1|DGUA
OG0000485	LOC115767748|XP_030567926.1|DNOV	LOC117590907|XP_034139828.1|DGUA, LOC117579185|XP_034120845.1|DGUA
OG0000486	LOC115760770|XP_030558117.1|DNOV	LOC117584159|XP_034128816.1|DGUA
OG0000486	LOC115760767|XP_030558112.1|DNOV	LOC117584135|XP_034128783.1|DGUA
OG0000487	LOC115760599|XP_030557900.1|DNOV	LOC117583568|XP_034127839.1|DGUA
OG0000487	LOC115760585|XP_030557875.1|DNOV	LOC117583546|XP_034127800.1|DGUA
OG0000488	LOC115759164|XP_030555893.1|DNOV, LOC115759160|XP_030555890.1|DNOV, LOC115759162|XP_030555892.1|DNOV, LOC115759161|XP_030555891.1|DNOV, LOC115759237|XP_030555996.1|DNOV	LOC117582509|XP_034126195.1|DGUA, LOC117582511|XP_034126197.1|DGUA
OG0000489	LOC115771632|XP_030573291.1|DNOV	LOC117583800|XP_034128273.1|DGUA
OG0000489	LOC115766281|XP_030566008.1|DNOV	LOC117588694|XP_034136033.1|DGUA
OG0000490	LOC115767062|XP_030567062.1|DNOV	LOC117588582|XP_034135879.1|DGUA
OG0000490	LOC115768330|XP_030568749.1|DNOV	LOC117581241|XP_034124118.1|DGUA
OG0000491	LOC115762526|XP_030560650.1|DNOV	LOC117589625|XP_034137603.1|DGUA, LOC117584745|XP_034129724.1|DGUA
OG0000492	LOC115764009|XP_030562697.1|DNOV	LOC117591151|XP_034140157.1|DGUA
OG0000492	LOC115769236|XP_030569812.1|DNOV	LOC117584157|XP_034128810.1|DGUA
OG0000493	LOC115768949|XP_030569527.1|DNOV, LOC115760570|XP_030557844.1|DNOV	LOC117583480|XP_034127680.1|DGUA, LOC117583346|XP_034127503.1|DGUA
OG0000494	LOC115759207|XP_030555958.1|DNOV	LOC117591542|XP_034140730.1|DGUA
OG0000495	LOC115768985|XP_030569561.1|DNOV	LOC117590990|XP_034139956.1|DGUA
OG0000495	LOC115762172|XP_030560150.1|DNOV	LOC117589834|XP_034137972.1|DGUA
OG0000496	LOC115763382|XP_030561780.1|DNOV	LOC117588011|XP_034134928.1|DGUA
OG0000497	LOC115765536|XP_030565015.1|DNOV	LOC117584460|XP_034129267.1|DGUA
OG0000497	LOC115765537|XP_030565017.1|DNOV	LOC117584247|XP_034128940.1|DGUA
OG0000498	LOC115770861|XP_030572158.1|DNOV	LOC117585069|XP_034130223.1|DGUA
OG0000498	LOC115770627|XP_030571831.1|DNOV	LOC117585053|XP_034130203.1|DGUA
OG0000499	LOC115760080|XP_030557126.1|DNOV	LOC117588142|XP_034135132.1|DGUA
OG0000499	LOC115766865|XP_030566785.1|DNOV	LOC117590686|XP_034139477.1|DGUA
OG0000500	LOC115770654|XP_030571882.1|DNOV	LOC117579239|XP_034120912.1|DGUA
OG0000500	LOC115768743|XP_030569292.1|DNOV	LOC117579751|XP_034121663.1|DGUA
OG0000501	LOC115771902|XP_030573654.1|DNOV, LOC115771894|XP_030573641.1|DNOV	LOC117589780|XP_034137910.1|DGUA, LOC117589850|XP_034138035.1|DGUA, LOC117589938|XP_034138155.1|DGUA, LOC117587707|XP_034134502.1|DGUA
OG0000502	LOC115762275|XP_030560302.1|DNOV	LOC117587412|XP_034134003.1|DGUA
OG0000503	LOC115758075|XP_030554449.1|DNOV	LOC117591887|XP_034141165.1|DGUA, LOC117591880|XP_034141153.1|DGUA, LOC117592260|XP_034141797.1|DGUA
OG0000504	LOC115769643|XP_030570413.1|DNOV	LOC117588862|XP_034136256.1|DGUA
OG0000505	LOC115768059|XP_030568360.1|DNOV	LOC117590284|XP_034138662.1|DGUA
OG0000505	LOC115768833|XP_030569389.1|DNOV	LOC117590289|XP_034138665.1|DGUA
OG0000507	LOC115768238|XP_030568624.1|DNOV	LOC117590947|XP_034139886.1|DGUA
OG0000507	LOC115768239|XP_030568625.1|DNOV	LOC117590948|XP_034139887.1|DGUA
OG0000508	LOC115762738|XP_030560931.1|DNOV	LOC117587140|XP_034133538.1|DGUA
OG0000508	LOC115762739|XP_030560934.1|DNOV	LOC117586889|XP_034133113.1|DGUA
OG0000509	LOC115761008|XP_030558478.1|DNOV	LOC117592291|XP_034141849.1|DGUA
OG0000509	LOC115761027|XP_030558498.1|DNOV	LOC117592289|XP_034141847.1|DGUA
OG0000510	LOC115760668|XP_030557995.1|DNOV	LOC117592543|XP_034142305.1|DGUA
OG0000511	LOC115758930|XP_030555590.1|DNOV	LOC117584423|XP_034129210.1|DGUA
OG0000511	LOC115758571|XP_030555143.1|DNOV	LOC117584517|XP_034129352.1|DGUA
OG0000512	LOC115759205|XP_030555951.1|DNOV	LOC117581831|XP_034125170.1|DGUA
OG0000513	LOC115770109|XP_030571129.1|DNOV	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA
OG0000513	LOC115759147|XP_030555860.1|DNOV	LOC117587784|XP_034134619.1|DGUA
OG0000514	LOC115765508|XP_030564985.1|DNOV	LOC117582192|XP_034125686.1|DGUA
OG0000514	LOC115765496|XP_030564965.1|DNOV	LOC117582374|XP_034125930.1|DGUA
OG0000515	LOC115766732|XP_030566553.1|DNOV	LOC117590615|XP_034139298.1|DGUA
OG0000515	LOC115770049|XP_030570992.1|DNOV	LOC117587137|XP_034133535.1|DGUA
OG0000516	LOC115766811|XP_030566706.1|DNOV	LOC117581038|XP_034123759.1|DGUA
OG0000517	LOC115771498|XP_030573083.1|DNOV	LOC117580264|XP_034122592.1|DGUA
OG0000521	LOC115766327|XP_030566078.1|DNOV	LOC117580624|XP_034123097.1|DGUA
OG0000521	LOC115766286|XP_030566014.1|DNOV	LOC117580857|XP_034123496.1|DGUA
OG0000522	LOC115758627|XP_030555222.1|DNOV	LOC117584103|XP_034128743.1|DGUA
OG0000522	LOC115765110|XP_030564358.1|DNOV	LOC117588531|XP_034135781.1|DGUA
OG0000523	LOC115765282|XP_030564632.1|DNOV	LOC117581281|XP_034124193.1|DGUA
OG0000524	LOC115761883|XP_030559745.1|DNOV	LOC117585858|XP_034131500.1|DGUA, LOC117589529|XP_034137413.1|DGUA
OG0000525	LOC115762223|XP_030560217.1|DNOV	LOC117588692|XP_034136035.1|DGUA, LOC117588681|XP_034136024.1|DGUA
OG0000526	LOC115759224|XP_030555979.1|DNOV	LOC117587947|XP_034134838.1|DGUA
OG0000526	LOC115766568|XP_030566410.1|DNOV	LOC117582321|XP_034125862.1|DGUA
OG0000527	LOC115758354|XP_030554797.1|DNOV	LOC117582543|XP_034126242.1|DGUA
OG0000527	LOC115758545|XP_030555102.1|DNOV	LOC117582261|XP_034125773.1|DGUA
OG0000528	LOC115758405|XP_030554913.1|DNOV	LOC117582217|XP_034125715.1|DGUA
OG0000529	LOC115758661|XP_030555260.1|DNOV	LOC117584201|XP_034128861.1|DGUA
OG0000530	LOC115770158|XP_030571170.1|DNOV	LOC117587107|XP_034133492.1|DGUA
OG0000530	LOC115769720|XP_030570511.1|DNOV	LOC117586930|XP_034133183.1|DGUA
OG0000531	LOC115758470|XP_030555006.1|DNOV	LOC117587886|XP_034134754.1|DGUA
OG0000532	LOC115770876|XP_030572172.1|DNOV	LOC117586174|XP_034131976.1|DGUA
OG0000532	LOC115770877|XP_030572173.1|DNOV	LOC117586168|XP_034131968.1|DGUA
OG0000533	LOC115765431|XP_030564836.1|DNOV	LOC117591023|XP_034140002.1|DGUA
OG0000533	LOC115763637|XP_030562126.1|DNOV	LOC117584918|XP_034129955.1|DGUA
OG0000534	LOC115767100|XP_030567108.1|DNOV, LOC115762665|XP_030560834.1|DNOV	LOC117591342|XP_034140458.1|DGUA
OG0000535	LOC115765435|XP_030564852.1|DNOV	LOC117592473|XP_034142205.1|DGUA
OG0000535	LOC115757993|XP_030554347.1|DNOV	LOC117588538|XP_034135799.1|DGUA
OG0000536	LOC115769455|XP_030570127.1|DNOV	LOC117579628|XP_034121474.1|DGUA
OG0000537	LOC115762423|XP_030560478.1|DNOV	LOC117581231|XP_034124111.1|DGUA
OG0000538	LOC115767434|XP_030567587.1|DNOV	LOC117578875|XP_034120561.1|DGUA
OG0000538	LOC115764503|XP_030563452.1|DNOV	LOC117592248|XP_034141774.1|DGUA
OG0000539	LOC115765723|XP_030565247.1|DNOV	LOC117591092|XP_034140084.1|DGUA
OG0000539	LOC115765667|XP_030565185.1|DNOV	LOC117591108|XP_034140101.1|DGUA
OG0000540	LOC115758544|XP_030555101.1|DNOV	LOC117581807|XP_034125140.1|DGUA
