Orthogroup	DNOV.longest_only	DPER.longest_only
OG0000505	LOC115768833|XP_030569389.1|DNOV	LOC6598460|XP_026846221.1|DPER
OG0000507	LOC115768238|XP_030568624.1|DNOV	LOC6599182|XP_026848358.1|DPER
OG0000507	LOC115768239|XP_030568625.1|DNOV	LOC6599183|XP_002024340.1|DPER
OG0000508	LOC115762738|XP_030560931.1|DNOV	LOC6599548|XP_026849406.1|DPER
OG0000508	LOC115762739|XP_030560934.1|DNOV	LOC6603958|XP_026849990.1|DPER
OG0000509	LOC115761008|XP_030558478.1|DNOV	LOC6590145|XP_026841357.1|DPER
OG0000509	LOC115761027|XP_030558498.1|DNOV	LOC6589944|XP_026842165.1|DPER
OG0000510	LOC115760668|XP_030557995.1|DNOV	LOC6592973|XP_002018023.1|DPER
OG0000511	LOC115758930|XP_030555590.1|DNOV	LOC6589459|XP_002014738.2|DPER
OG0000511	LOC115758571|XP_030555143.1|DNOV	LOC6589245|XP_026844177.1|DPER
OG0000512	LOC115759205|XP_030555951.1|DNOV	LOC6588801|XP_002015122.2|DPER
OG0000513	LOC115770109|XP_030571129.1|DNOV	LOC6591123|XP_002015504.2|DPER
OG0000513	LOC115759147|XP_030555860.1|DNOV	LOC6594004|XP_002019056.1|DPER
OG0000514	LOC115765508|XP_030564985.1|DNOV	LOC6588843|XP_026844865.1|DPER
OG0000514	LOC115765496|XP_030564965.1|DNOV	LOC6589095|XP_026844701.1|DPER
OG0000515	LOC115766732|XP_030566553.1|DNOV	LOC6602544|XP_002027573.1|DPER
OG0000515	LOC115770049|XP_030570992.1|DNOV	LOC6596020|XP_026845515.1|DPER
OG0000516	LOC115766811|XP_030566706.1|DNOV	LOC6602865|XP_026849669.1|DPER
OG0000517	LOC115771498|XP_030573083.1|DNOV	LOC6601870|XP_026849346.1|DPER
OG0000521	LOC115766327|XP_030566078.1|DNOV	LOC6601719|XP_026846988.1|DPER
OG0000521	LOC115766286|XP_030566014.1|DNOV	LOC6601722|XP_026847021.1|DPER
OG0000522	LOC115765110|XP_030564358.1|DNOV	LOC6603110|XP_002028095.1|DPER
OG0000523	LOC115765282|XP_030564632.1|DNOV	LOC6597856|XP_026846980.1|DPER
OG0000524	LOC115761883|XP_030559745.1|DNOV	LOC6587701|XP_002012756.1|DPER, LOC6588160|XP_002012868.1|DPER
OG0000525	LOC115762223|XP_030560217.1|DNOV	LOC6592998|XP_002017981.1|DPER, LOC6592999|XP_026842395.1|DPER
OG0000526	LOC115759224|XP_030555979.1|DNOV	LOC6593988|XP_002019030.1|DPER
OG0000526	LOC115766568|XP_030566410.1|DNOV	LOC6593170|XP_002018184.1|DPER
OG0000527	LOC115758354|XP_030554797.1|DNOV	LOC6589277|XP_026844990.1|DPER
OG0000527	LOC115758545|XP_030555102.1|DNOV	LOC6588931|XP_026845017.1|DPER
OG0000528	LOC115758405|XP_030554913.1|DNOV	LOC6588744|XP_002015091.1|DPER
OG0000529	LOC115758661|XP_030555260.1|DNOV	LOC6596480|XP_002021524.1|DPER
OG0000530	LOC115770158|XP_030571170.1|DNOV	LOC6602309|XP_026848563.1|DPER
OG0000530	LOC115769720|XP_030570511.1|DNOV	LOC6599091|XP_026849008.1|DPER
OG0000531	LOC115758470|XP_030555006.1|DNOV	LOC6593819|XP_002019066.1|DPER
OG0000532	LOC115770876|XP_030572172.1|DNOV	LOC6594648|XP_002019653.1|DPER
OG0000532	LOC115770877|XP_030572173.1|DNOV	LOC6594647|XP_002019652.1|DPER
OG0000533	LOC115765431|XP_030564836.1|DNOV	LOC6597726|XP_002022998.1|DPER
OG0000533	LOC115763637|XP_030562126.1|DNOV	LOC6588058|XP_002014113.1|DPER
OG0000534	LOC115767100|XP_030567108.1|DNOV, LOC115762665|XP_030560834.1|DNOV	LOC6593665|XP_026843566.1|DPER
OG0000535	LOC115765435|XP_030564852.1|DNOV	LOC6592253|XP_002017639.1|DPER
OG0000535	LOC115757993|XP_030554347.1|DNOV	LOC6591079|XP_002015699.1|DPER
OG0000536	LOC115769455|XP_030570127.1|DNOV	LOC6600303|XP_026849083.1|DPER
OG0000537	LOC115762423|XP_030560478.1|DNOV	LOC113565157|XP_026842113.1|DPER, LOC6591216|XP_026841329.1|DPER
OG0000538	LOC115767434|XP_030567587.1|DNOV	LOC113565116|XP_026841673.1|DPER
OG0000538	LOC115764503|XP_030563452.1|DNOV	LOC6590649|XP_026842859.1|DPER
OG0000539	LOC115765723|XP_030565247.1|DNOV	LOC6591890|XP_002016908.1|DPER
OG0000539	LOC115765667|XP_030565185.1|DNOV	LOC6591729|XP_002016906.1|DPER
OG0000540	LOC115758544|XP_030555101.1|DNOV	LOC6603930|XP_002028873.1|DPER
OG0000541	LOC115760816|XP_030558193.1|DNOV	LOC6592879|XP_002018546.1|DPER
OG0000542	LOC115770949|XP_030572270.1|DNOV	LOC6594041|XP_002019648.2|DPER
OG0000542	LOC115766778|XP_030566648.1|DNOV	LOC6602000|XP_026846758.1|DPER
OG0000543	LOC115761599|XP_030559259.1|DNOV	LOC6595223|XP_002020196.2|DPER
OG0000543	LOC115760511|XP_030557731.1|DNOV	LOC6590548|XP_002016228.2|DPER
OG0000544	LOC115771106|XP_030572525.1|DNOV	LOC113566396|XP_026847602.1|DPER
OG0000544	LOC115764619|XP_030563640.1|DNOV	LOC6594164|XP_002019573.2|DPER
OG0000545	LOC115771852|XP_030573594.1|DNOV	LOC6587621|XP_026840017.1|DPER
OG0000545	LOC115772096|XP_030573917.1|DNOV	LOC6587610|XP_002013107.1|DPER
OG0000546	LOC115759403|XP_030556151.1|DNOV	LOC6594469|XP_026851138.1|DPER, LOC6594150|XP_002019389.2|DPER
OG0000546	LOC115765207|XP_030564508.1|DNOV	LOC6599135|XP_002024400.1|DPER
OG0000548	LOC115768555|XP_030569029.1|DNOV	LOC6601137|XP_026848090.1|DPER
OG0000548	LOC115768570|XP_030569060.1|DNOV	LOC6601169|XP_002026268.2|DPER
OG0000549	LOC115762388|XP_030560428.1|DNOV	LOC6592523|XP_002018225.2|DPER
OG0000550	LOC115760017|XP_030557038.1|DNOV	LOC6601095|XP_002026060.1|DPER
OG0000550	LOC115760247|XP_030557362.1|DNOV	LOC113566352|XP_026847434.1|DPER
OG0000551	LOC115760535|XP_030557773.1|DNOV	LOC6603673|XP_026842376.1|DPER
OG0000552	LOC115761308|XP_030558897.1|DNOV, LOC115761306|XP_030558895.1|DNOV	LOC6595049|XP_002020572.1|DPER
OG0000552	LOC115761324|XP_030558917.1|DNOV	LOC6595050|XP_026846729.1|DPER
OG0000553	LOC115758588|XP_030555167.1|DNOV, LOC115758617|XP_030555210.1|DNOV	LOC6589451|XP_002014478.1|DPER
OG0000554	LOC115761372|XP_030558982.1|DNOV	LOC6595000|XP_026850186.1|DPER
OG0000554	LOC115763975|XP_030562638.1|DNOV	LOC6594999|XP_002020165.1|DPER
OG0000555	LOC115765825|XP_030565408.1|DNOV	LOC6599561|XP_002024668.1|DPER, LOC6599560|XP_002024667.1|DPER
OG0000555	LOC115766951|XP_030566898.1|DNOV	LOC6602947|XP_026848817.1|DPER
OG0000556	LOC115766453|XP_030566246.1|DNOV	LOC6600676|XP_002025749.2|DPER
OG0000556	LOC115761302|XP_030558889.1|DNOV	LOC6591984|XP_002017028.1|DPER
OG0000557	LOC115763878|XP_030562513.1|DNOV	LOC6591395|XP_002017365.1|DPER
OG0000557	LOC115763879|XP_030562515.1|DNOV	LOC6591394|XP_002017364.2|DPER
OG0000558	LOC115770828|XP_030572122.1|DNOV	LOC6592186|XP_002017046.1|DPER
OG0000558	LOC115768527|XP_030568978.1|DNOV	LOC6597633|XP_002022736.1|DPER, LOC6597634|XP_002022737.2|DPER, LOC6597638|XP_002022741.1|DPER, LOC6597636|XP_002022739.2|DPER, LOC113566633|XP_026848941.1|DPER
OG0000559	LOC115761993|XP_030559920.1|DNOV	LOC6587952|XP_026850616.1|DPER
OG0000559	LOC115770449|XP_030571587.1|DNOV	LOC6597049|XP_002022209.2|DPER
OG0000560	LOC115760982|XP_030558450.1|DNOV	LOC6590133|XP_002015610.1|DPER
OG0000560	LOC115760973|XP_030558437.1|DNOV	LOC6589973|XP_002015609.1|DPER
OG0000561	LOC115769829|XP_030570663.1|DNOV	LOC6596181|XP_002021174.2|DPER
OG0000561	LOC115769566|XP_030570278.1|DNOV	LOC6596179|XP_026845466.1|DPER
OG0000562	LOC115766351|XP_030566114.1|DNOV	LOC6598980|XP_002024017.1|DPER
OG0000562	LOC115769425|XP_030570096.1|DNOV	LOC6598875|XP_002024048.2|DPER
OG0000563	LOC115767577|XP_030567726.1|DNOV	LOC6595802|XP_026845541.1|DPER
OG0000563	LOC115767155|XP_030567192.1|DNOV	LOC113566045|XP_026845703.1|DPER
OG0000564	LOC115769840|XP_030570674.1|DNOV	LOC6601146|XP_002026278.1|DPER
OG0000564	LOC115769492|XP_030570170.1|DNOV	LOC6601147|XP_002026279.1|DPER, LOC6601145|XP_002026277.1|DPER
OG0000565	LOC115770435|XP_030571566.1|DNOV	LOC113566036|XP_026845625.1|DPER
OG0000566	LOC115764955|XP_030564136.1|DNOV	LOC6587609|XP_026851021.1|DPER
OG0000566	LOC115769708|XP_030570497.1|DNOV	LOC6602723|XP_026849465.1|DPER
OG0000567	LOC115768671|XP_030569213.1|DNOV	LOC6599255|XP_002024281.1|DPER
OG0000567	LOC115768837|XP_030569394.1|DNOV	LOC6599253|XP_002024279.1|DPER
OG0000568	LOC115765295|XP_030564647.1|DNOV	LOC6597227|XP_026846582.1|DPER
OG0000568	LOC115771675|XP_030573349.1|DNOV	LOC6591599|XP_026841402.1|DPER
OG0000569	LOC115759518|XP_030556323.1|DNOV	LOC6587970|XP_002013741.1|DPER
OG0000569	LOC115760392|XP_030557552.1|DNOV	LOC6592132|XP_002016813.1|DPER
OG0000570	LOC115772021|XP_030573814.1|DNOV	LOC6587495|XP_002013517.1|DPER
OG0000570	LOC115771916|XP_030573667.1|DNOV	LOC6587490|XP_026848874.1|DPER
OG0000571	LOC115771991|XP_030573773.1|DNOV	LOC6588397|XP_026840046.1|DPER
OG0000571	LOC115759578|XP_030556406.1|DNOV	LOC6588478|XP_026840045.1|DPER
OG0000572	LOC115761345|XP_030558946.1|DNOV	LOC6587259|XP_026844793.1|DPER
OG0000572	LOC115761689|XP_030559407.1|DNOV	LOC6587381|XP_026847857.1|DPER
OG0000573	LOC115768072|XP_030568394.1|DNOV	LOC6601182|XP_026848211.1|DPER
OG0000573	LOC115762118|XP_030560082.1|DNOV	LOC6593023|XP_002018216.1|DPER
OG0000574	LOC115769779|XP_030570608.1|DNOV	LOC6600554|XP_002025707.1|DPER
OG0000574	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	LOC6594206|XP_002019665.1|DPER
OG0000575	LOC115770177|XP_030571197.1|DNOV	LOC6595966|XP_026845460.1|DPER
OG0000575	LOC115770358|XP_030571459.1|DNOV	LOC6595964|XP_026845494.1|DPER
OG0000576	LOC115761386|XP_030558999.1|DNOV	LOC6594513|XP_002019496.2|DPER
OG0000577	LOC115760218|XP_030557330.1|DNOV	LOC6588741|XP_002014938.1|DPER, LOC6588700|XP_002014941.1|DPER
OG0000577	LOC115765905|XP_030565510.1|DNOV	LOC6588702|XP_002014943.1|DPER
OG0000578	LOC115758634|XP_030555229.1|DNOV	LOC6596620|XP_002021628.2|DPER
OG0000578	LOC115757944|XP_030554275.1|DNOV	LOC6590192|XP_026842183.1|DPER
OG0000579	LOC115764642|XP_030563675.1|DNOV	LOC6588010|XP_002013612.1|DPER
OG0000579	LOC115767968|XP_030568230.1|DNOV	LOC6595808|XP_002021320.1|DPER
OG0000580	LOC115766092|XP_030565762.1|DNOV	LOC6594464|XP_002019715.1|DPER
OG0000580	LOC115766091|XP_030565761.1|DNOV	LOC6594018|XP_026850383.1|DPER
OG0000581	LOC115763627|XP_030562110.1|DNOV	LOC6594299|XP_026850244.1|DPER
OG0000581	LOC115765298|XP_030564649.1|DNOV	LOC6599419|XP_002024469.1|DPER
OG0000582	LOC115770374|XP_030571483.1|DNOV	LOC6596003|XP_026845558.1|DPER
OG0000582	LOC115757931|XP_030554257.1|DNOV	LOC6591266|XP_026840765.1|DPER
OG0000583	LOC115762390|XP_030560431.1|DNOV	LOC113565045|XP_026840957.1|DPER
OG0000583	LOC115761064|XP_030558542.1|DNOV	LOC6593162|XP_002018176.1|DPER
OG0000584	LOC115763254|XP_030561594.1|DNOV	LOC6593520|XP_002019211.1|DPER
OG0000584	LOC115763255|XP_030561595.1|DNOV, LOC115763253|XP_030561593.1|DNOV	LOC6590207|XP_002016063.1|DPER, LOC6593519|XP_002019210.1|DPER
OG0000585	LOC115762696|XP_030560878.1|DNOV, LOC115762714|XP_030560899.1|DNOV	LOC6599474|XP_002024594.1|DPER, LOC6599475|XP_002024595.1|DPER
OG0000586	LOC115764462|XP_030563362.1|DNOV	LOC6590356|XP_002015836.1|DPER
OG0000586	LOC115764461|XP_030563361.1|DNOV	LOC6590693|XP_026842501.1|DPER
OG0000589	LOC115767812|XP_030568004.1|DNOV	LOC6598433|XP_026846209.1|DPER
OG0000590	LOC115761355|XP_030558962.1|DNOV	LOC6587951|XP_002014084.1|DPER
OG0000590	LOC115768443|XP_030568862.1|DNOV	LOC6597556|XP_002022805.1|DPER
OG0000592	LOC115761102|XP_030558589.1|DNOV	LOC6590926|XP_002015768.1|DPER
OG0000592	LOC115758537|XP_030555093.1|DNOV	LOC6590222|XP_002016071.1|DPER
OG0000593	LOC115758751|XP_030555369.1|DNOV	LOC6594986|XP_026840061.1|DPER
OG0000593	LOC115757838|XP_030554131.1|DNOV	LOC6603511|XP_002028490.1|DPER
OG0000594	LOC115763974|XP_030562637.1|DNOV	LOC6587448|XP_002013043.1|DPER
OG0000594	LOC115763849|XP_030562478.1|DNOV	LOC6591579|XP_002017367.2|DPER
OG0000595	LOC115761760|XP_030559527.1|DNOV	LOC113567375|XP_026850822.1|DPER
OG0000595	LOC115771804|XP_030573535.1|DNOV	LOC6594864|XP_026846833.1|DPER
OG0000596	LOC115767045|XP_030567036.1|DNOV	LOC6596830|XP_026845960.1|DPER
OG0000597	LOC115771692|XP_030573368.1|DNOV	LOC6594894|XP_026840050.1|DPER
OG0000598	LOC115761686|XP_030559401.1|DNOV	LOC6587400|XP_002013871.1|DPER
OG0000599	LOC115770489|XP_030571631.1|DNOV	LOC6603287|XP_002028268.1|DPER
OG0000599	LOC115770492|XP_030571639.1|DNOV	LOC6603280|XP_002028267.2|DPER
OG0000600	LOC115760648|XP_030557971.1|DNOV	LOC6590718|XP_026841400.1|DPER
OG0000600	LOC115760647|XP_030557969.1|DNOV	LOC6590717|XP_026842346.1|DPER
OG0000601	LOC115763067|XP_030561352.1|DNOV	LOC6593687|XP_002018765.1|DPER
OG0000601	LOC115759310|XP_030556076.1|DNOV	LOC6597993|XP_026843491.1|DPER
OG0000602	LOC115763385|XP_030561785.1|DNOV	LOC6596260|XP_002021786.1|DPER
OG0000602	LOC115763395|XP_030561798.1|DNOV	LOC6596259|XP_002021785.1|DPER
OG0000603	LOC115758767|XP_030555389.1|DNOV	LOC113565646|XP_026844076.1|DPER, LOC6588887|XP_026844666.1|DPER
OG0000604	LOC115765575|XP_030565084.1|DNOV	LOC6596494|XP_002021568.1|DPER
OG0000604	LOC115763492|XP_030561943.1|DNOV	LOC6596493|XP_002021567.1|DPER
OG0000605	LOC115758622|XP_030555215.1|DNOV	LOC6593459|XP_002018597.1|DPER
OG0000606	LOC115768629|XP_030569153.1|DNOV	LOC113564920|XP_026840154.1|DPER
OG0000607	LOC115771972|XP_030573752.1|DNOV	LOC6587356|XP_002014194.1|DPER
OG0000607	LOC115764740|XP_030563816.1|DNOV	LOC6594190|XP_002019821.1|DPER
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV	LOC6591652|XP_026849674.1|DPER
OG0000608	LOC115770592|XP_030571782.1|DNOV	LOC6591913|XP_026840311.1|DPER
OG0000609	LOC115758773|XP_030555398.1|DNOV, LOC115758774|XP_030555400.1|DNOV	LOC6597436|XP_026846369.1|DPER
OG0000610	LOC115771517|XP_030573112.1|DNOV	LOC6595817|XP_002021295.2|DPER
OG0000610	LOC115759603|XP_030556437.1|DNOV	LOC6592723|XP_002018090.1|DPER
OG0000611	LOC115763834|XP_030562457.1|DNOV	LOC6600868|XP_026841237.1|DPER
OG0000612	LOC115768752|XP_030569303.1|DNOV	LOC6599045|XP_026848967.1|DPER, LOC6599046|XP_002024163.2|DPER, LOC6599044|XP_026848966.1|DPER
OG0000614	LOC115764261|XP_030563041.1|DNOV	LOC6599314|XP_026847099.1|DPER
OG0000615	LOC115767103|XP_030567110.1|DNOV	LOC113566642|XP_026848971.1|DPER
OG0000615	LOC115759514|XP_030556318.1|DNOV	LOC6588205|XP_002013742.1|DPER
OG0000616	LOC115767085|XP_030567092.1|DNOV	LOC6601779|XP_002026814.2|DPER
OG0000617	LOC115764853|XP_030563982.1|DNOV	LOC6595121|XP_026840037.1|DPER
OG0000617	LOC115761587|XP_030559238.1|DNOV	LOC6598703|XP_026851189.1|DPER
OG0000618	LOC115771748|XP_030573454.1|DNOV	LOC6587880|XP_002012806.1|DPER
OG0000618	LOC115769684|XP_030570462.1|DNOV	LOC6595891|XP_002021432.1|DPER
OG0000619	LOC115771528|XP_030573129.1|DNOV	LOC6591185|XP_002015909.1|DPER
OG0000620	LOC115766391|XP_030566163.1|DNOV	LOC6598554|XP_002023708.1|DPER
OG0000620	LOC115769605|XP_030570356.1|DNOV	LOC6599632|XP_026849581.1|DPER
OG0000621	LOC115757747|XP_030554001.1|DNOV	LOC6587924|XP_002013338.1|DPER
OG0000621	LOC115767786|XP_030567974.1|DNOV	LOC6597394|XP_002022488.1|DPER
OG0000622	LOC115769599|XP_030570348.1|DNOV	LOC6601663|XP_026847557.1|DPER
OG0000622	LOC115762639|XP_030560802.1|DNOV	LOC6602712|XP_026849515.1|DPER
OG0000623	LOC115769962|XP_030570868.1|DNOV	LOC6601015|XP_026849689.1|DPER
OG0000623	LOC115770846|XP_030572146.1|DNOV	LOC6597190|XP_026845550.1|DPER
OG0000624	LOC115760780|XP_030558130.1|DNOV	LOC6592679|XP_002017946.1|DPER
OG0000625	LOC115769323|XP_030569919.1|DNOV	LOC6602966|XP_002027977.2|DPER
OG0000625	LOC115769831|XP_030570665.1|DNOV	LOC6602967|XP_002027978.1|DPER
OG0000626	LOC115758212|XP_030554623.1|DNOV	LOC6593086|XP_002017719.1|DPER
OG0000626	LOC115762154|XP_030560126.1|DNOV	LOC6592561|XP_002018243.1|DPER
OG0000627	LOC115769818|XP_030570646.1|DNOV	LOC6601405|XP_002026508.1|DPER
OG0000627	LOC115768585|XP_030569091.1|DNOV	LOC6597278|XP_002022565.1|DPER
OG0000628	LOC115758606|XP_030555193.1|DNOV	LOC6596263|XP_002021789.1|DPER
OG0000628	LOC115763927|XP_030562578.1|DNOV	LOC6589333|XP_002014358.1|DPER
OG0000629	LOC115770565|XP_030571737.1|DNOV	LOC6594077|XP_002019737.1|DPER
OG0000629	LOC115765848|XP_030565434.1|DNOV	LOC6593669|XP_002018616.1|DPER
OG0000630	LOC115763504|XP_030561961.1|DNOV	LOC6598051|XP_002023144.1|DPER
OG0000630	LOC115763485|XP_030561930.1|DNOV	LOC6598077|XP_026843309.1|DPER
OG0000631	LOC115759001|XP_030555665.1|DNOV	LOC6593410|XP_026843657.1|DPER
OG0000632	LOC115763534|XP_030562009.1|DNOV	LOC6595375|XP_026844828.1|DPER
OG0000632	LOC115765855|XP_030565444.1|DNOV	LOC6595484|XP_002020656.1|DPER
OG0000633	LOC115766079|XP_030565747.1|DNOV	LOC6596016|XP_026845303.1|DPER
OG0000634	LOC115771370|XP_030572917.1|DNOV	LOC6596829|XP_026845974.1|DPER, LOC6596828|XP_002022009.2|DPER, LOC113566104|XP_026845962.1|DPER, LOC6596669|XP_002022007.2|DPER, LOC6596667|XP_026845963.1|DPER, LOC113566103|XP_026845961.1|DPER, LOC6596670|XP_002022008.1|DPER, LOC6596668|XP_002022006.1|DPER, LOC113566106|XP_026845964.1|DPER, LOC6592229|XP_026841170.1|DPER
OG0000635	LOC115766554|XP_030566392.1|DNOV	LOC6600979|XP_002025877.1|DPER
OG0000635	LOC115768292|XP_030568696.1|DNOV	LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER
OG0000636	LOC115763543|XP_030562019.1|DNOV	LOC6598048|XP_002023141.1|DPER
OG0000636	LOC115763397|XP_030561800.1|DNOV	LOC6598049|XP_002023142.1|DPER
OG0000637	LOC115768912|XP_030569501.1|DNOV	LOC6597824|XP_026846483.1|DPER
OG0000637	LOC115768688|XP_030569234.1|DNOV	LOC6597768|XP_026846541.1|DPER
OG0000638	LOC115769000|XP_030569570.1|DNOV	LOC6603132|XP_002028139.1|DPER, LOC6602872|XP_002027907.1|DPER, LOC113567232|XP_026850202.1|DPER, LOC6603215|XP_026847735.1|DPER
OG0000639	LOC115770014|XP_030570925.1|DNOV	LOC6601981|XP_026849599.1|DPER, LOC6604656|XP_026850076.1|DPER, LOC113567205|XP_026850181.1|DPER, LOC113567213|XP_026850192.1|DPER, LOC113567176|XP_026850148.1|DPER, LOC113567211|XP_026850190.1|DPER, LOC113567177|XP_026850151.1|DPER, LOC113567204|XP_026850179.1|DPER, LOC113567193|XP_026850163.1|DPER, LOC113567212|XP_026850191.1|DPER, LOC113567179|XP_026850153.1|DPER, LOC113567210|XP_026850189.1|DPER, LOC113567195|XP_026850165.1|DPER, LOC113567178|XP_026850152.1|DPER, LOC113567191|XP_026850161.1|DPER, LOC6604504|XP_026850089.1|DPER, LOC113567192|XP_026850162.1|DPER, LOC113567110|XP_026850088.1|DPER, LOC6604539|XP_026850075.1|DPER, LOC6604143|XP_026850150.1|DPER, LOC113567209|XP_026850188.1|DPER, LOC6604061|XP_026850180.1|DPER, LOC113567194|XP_026850164.1|DPER, LOC113567203|XP_026850178.1|DPER, LOC113567201|XP_026850176.1|DPER, LOC113567180|XP_026850154.1|DPER, LOC113567202|XP_026850177.1|DPER, LOC6603920|XP_026850187.1|DPER, LOC113567196|XP_026850166.1|DPER
OG0000642	LOC115763418|XP_030561835.1|DNOV	LOC113566246|XP_026846831.1|DPER
OG0000643	LOC115764835|XP_030563944.1|DNOV	LOC6587508|XP_002013069.1|DPER
OG0000644	LOC115769555|XP_030570268.1|DNOV	LOC6598886|XP_026847834.1|DPER, LOC6598901|XP_002024003.1|DPER
OG0000645	LOC115760112|XP_030557165.1|DNOV	LOC6595541|XP_002020629.1|DPER
OG0000646	LOC115764060|XP_030562767.1|DNOV	LOC6588400|XP_002013429.2|DPER
OG0000646	LOC115772117|XP_030573950.1|DNOV	LOC6588652|XP_026840448.1|DPER
OG0000647	LOC115764010|XP_030562694.1|DNOV	LOC6587670|XP_002013283.2|DPER
OG0000647	LOC115765430|XP_030564835.1|DNOV	LOC6597230|XP_026846459.1|DPER
OG0000648	LOC115767228|XP_030567285.1|DNOV	LOC6598503|XP_026848643.1|DPER
OG0000648	LOC115767239|XP_030567300.1|DNOV	LOC6598504|XP_026848661.1|DPER
OG0000649	LOC115768703|XP_030569252.1|DNOV	LOC6601790|XP_002026842.1|DPER
OG0000649	LOC115768709|XP_030569257.1|DNOV	LOC6601789|XP_026849835.1|DPER
OG0000650	LOC115766763|XP_030566617.1|DNOV	LOC6602016|XP_002027044.1|DPER
OG0000651	LOC115769937|XP_030570839.1|DNOV	LOC6601010|XP_002026165.1|DPER
OG0000651	LOC115770493|XP_030571642.1|DNOV	LOC6603303|XP_002028284.1|DPER
OG0000652	LOC115760696|XP_030558021.1|DNOV	LOC6590843|XP_002015775.1|DPER
OG0000652	LOC115768610|XP_030569125.1|DNOV	LOC6597506|XP_026849293.1|DPER
OG0000653	LOC115772125|XP_030573962.1|DNOV	LOC113564890|XP_026839934.1|DPER, LOC6588285|XP_002013201.1|DPER
OG0000654	LOC115771191|XP_030572645.1|DNOV	LOC6600630|XP_026847536.1|DPER
OG0000654	LOC115769884|XP_030570749.1|DNOV	LOC6600538|XP_026847527.1|DPER
OG0000655	LOC115762138|XP_030560109.1|DNOV	LOC6600806|XP_002025977.1|DPER
OG0000655	LOC115765880|XP_030565480.1|DNOV	LOC6595476|XP_002020648.1|DPER
OG0000656	LOC115770642|XP_030571853.1|DNOV	LOC6591868|XP_002017330.1|DPER, LOC6591692|XP_026851097.1|DPER
OG0000656	LOC115770906|XP_030572206.1|DNOV	LOC6591869|XP_002017331.1|DPER
OG0000657	LOC115762627|XP_030560789.1|DNOV	LOC6601075|XP_026847370.1|DPER
OG0000657	LOC115759823|XP_030556774.1|DNOV	LOC6588715|XP_026844398.1|DPER
OG0000658	LOC115766487|XP_030566309.1|DNOV	LOC6598314|XP_002023387.1|DPER
OG0000658	LOC115764653|XP_030563695.1|DNOV	LOC6591560|XP_002017109.1|DPER
OG0000659	LOC115763486|XP_030561931.1|DNOV	LOC6596286|XP_002021808.1|DPER
OG0000659	LOC115763450|XP_030561879.1|DNOV	LOC6598075|XP_002023134.1|DPER
OG0000660	LOC115759751|XP_030556653.1|DNOV	LOC6589411|XP_002015199.1|DPER
OG0000661	LOC115762829|XP_030561055.1|DNOV	LOC6602955|XP_026848735.1|DPER
OG0000661	LOC115768557|XP_030569026.1|DNOV	LOC6588916|XP_002014812.2|DPER
OG0000662	LOC115767147|XP_030567176.1|DNOV	LOC6595855|XP_026845216.1|DPER
OG0000662	LOC115767098|XP_030567106.1|DNOV	LOC6596654|XP_026845925.1|DPER
OG0000663	LOC115762215|XP_030560208.1|DNOV	LOC6590080|XP_002015670.1|DPER
OG0000664	LOC115765328|XP_030564690.1|DNOV	LOC6597552|XP_002022801.1|DPER
OG0000665	LOC115766037|XP_030565667.1|DNOV	LOC6594667|XP_002019845.2|DPER
OG0000666	LOC115766534|XP_030566361.1|DNOV	LOC6590399|XP_026842089.1|DPER
OG0000666	LOC115771368|XP_030572912.1|DNOV	LOC113566903|XP_026849903.1|DPER
OG0000667	LOC115764289|XP_030563081.1|DNOV	LOC6599946|XP_026849182.1|DPER
OG0000667	LOC115766095|XP_030565764.1|DNOV	LOC6594020|XP_002019718.1|DPER
OG0000668	LOC115760399|XP_030557560.1|DNOV	LOC6594373|XP_002019341.2|DPER
OG0000668	LOC115764155|XP_030562891.1|DNOV	LOC6587462|XP_002014008.1|DPER
OG0000669	LOC115766893|XP_030566825.1|DNOV	LOC113566777|XP_026849656.1|DPER
OG0000669	LOC115766894|XP_030566826.1|DNOV	LOC6602864|XP_026849658.1|DPER
OG0000670	LOC115766471|XP_030566275.1|DNOV	LOC6600115|XP_002025282.1|DPER
OG0000671	LOC115771970|XP_030573742.1|DNOV	LOC6594658|XP_026850622.1|DPER
OG0000671	LOC115771617|XP_030573255.1|DNOV	LOC6588398|XP_002012944.1|DPER
OG0000672	LOC115765272|XP_030564622.1|DNOV	LOC6599414|XP_026847215.1|DPER
OG0000672	LOC115768896|XP_030569471.1|DNOV	LOC6602900|XP_026849665.1|DPER
OG0000673	LOC115768789|XP_030569346.1|DNOV	LOC6600063|XP_002025187.1|DPER
OG0000673	LOC115769449|XP_030570122.1|DNOV	LOC6602362|XP_002027393.2|DPER
OG0000674	LOC115767196|XP_030567250.1|DNOV	LOC113566121|XP_026846047.1|DPER, LOC113566209|XP_026846672.1|DPER
OG0000675	LOC115768141|XP_030568496.1|DNOV	LOC6593976|XP_002019018.1|DPER
OG0000677	LOC115770176|XP_030571196.1|DNOV	LOC6595930|XP_002020980.1|DPER
OG0000677	LOC115771314|XP_030572829.1|DNOV	LOC6598213|XP_002023338.2|DPER
