Orthogroup	DNOV.longest_only	DERE.longest_only
OG0001876	LOC115760594|XP_030557887.1|DNOV	LOC6550652|XP_001978042.1|DERE
OG0001877	LOC115767797|XP_030567988.1|DNOV	LOC6551236|XP_001976738.1|DERE
OG0001878	LOC115761751|XP_030559512.1|DNOV	LOC6553582|XP_001980278.1|DERE
OG0001879	LOC115760404|XP_030557563.1|DNOV, LOC115760370|XP_030557523.1|DNOV, LOC115768249|XP_030568639.1|DNOV	LOC6555321|XP_001981882.2|DERE
OG0001880	LOC115770589|XP_030571778.1|DNOV	LOC6553901|XP_026834374.1|DERE
OG0001881	LOC115759502|XP_030556303.1|DNOV	LOC6553618|XP_001979276.1|DERE
OG0001882	LOC115772033|XP_030573823.1|DNOV	LOC6554902|XP_026839589.1|DERE
OG0001883	LOC115764818|XP_030563927.1|DNOV	LOC6554779|XP_015009332.1|DERE
OG0001884	LOC115757676|XP_030553867.1|DNOV	LOC6553450|XP_001979377.1|DERE
OG0001885	LOC115759111|XP_030555813.1|DNOV, LOC115760160|XP_030557232.1|DNOV	LOC6542763|XP_001969777.1|DERE
OG0001886	LOC115761938|XP_030559833.1|DNOV	LOC113563738|XP_026831723.1|DERE, LOC6552307|XP_001980832.1|DERE
OG0001887	LOC115758283|XP_030554707.1|DNOV	LOC6547282|XP_001976149.1|DERE
OG0001888	LOC115763663|XP_030562194.1|DNOV	LOC6552381|XP_001978899.2|DERE
OG0001889	LOC115767801|XP_030567992.1|DNOV	LOC6549901|XP_001977377.1|DERE
OG0001890	LOC115771531|XP_030573128.1|DNOV	LOC6545882|XP_026832634.1|DERE
OG0001891	LOC115771655|XP_030573320.1|DNOV	LOC6553768|XP_015009666.1|DERE
OG0001892	LOC115758508|XP_030555058.1|DNOV	LOC26527112|XP_026832226.1|DERE, LOC26526220|XP_015014243.1|DERE
OG0001893	LOC115764956|XP_030564138.1|DNOV	LOC6554639|XP_001981570.1|DERE
OG0001894	LOC115762066|XP_030560013.1|DNOV	LOC6542209|XP_026835480.1|DERE
OG0001895	LOC115766726|XP_030566542.1|DNOV	LOC6555839|XP_026839014.1|DERE
OG0001896	LOC115763931|XP_030562582.1|DNOV	LOC26526941|XP_026838632.1|DERE
OG0001897	LOC115771770|XP_030573484.1|DNOV	LOC6551948|XP_015009964.1|DERE
OG0001898	LOC115768031|XP_030568313.1|DNOV	LOC6550824|XP_001978082.1|DERE
OG0001899	LOC115764108|XP_030562823.1|DNOV	LOC6554090|XP_026831810.1|DERE
OG0001900	LOC115771504|XP_030573093.1|DNOV	LOC6545344|XP_001973359.2|DERE
OG0001901	LOC115759717|XP_030556584.1|DNOV	LOC6540888|XP_015014889.1|DERE
OG0001903	LOC115764070|XP_030562777.1|DNOV	LOC6552113|XP_015009532.2|DERE
OG0001904	LOC115761380|XP_030558991.1|DNOV	LOC6554177|XP_001981487.1|DERE
OG0001905	LOC115758229|XP_030554641.1|DNOV	LOC6551436|XP_001977143.1|DERE
OG0001906	LOC115761740|XP_030559487.1|DNOV	LOC6553512|XP_026833130.1|DERE
OG0001907	LOC115765120|XP_030564375.1|DNOV	LOC6550503|XP_001977968.2|DERE
OG0001908	LOC115764870|XP_030564008.1|DNOV	LOC6554390|XP_001981513.1|DERE
OG0001909	LOC115764258|XP_030563037.1|DNOV	LOC6549717|XP_026838315.1|DERE
OG0001910	LOC115761223|XP_030558772.1|DNOV	LOC6552043|XP_001980719.1|DERE
OG0001911	LOC115771744|XP_030573435.1|DNOV	LOC6552660|XP_015010221.1|DERE
OG0001912	LOC115764176|XP_030562926.1|DNOV	LOC6549029|XP_001975538.1|DERE
OG0001913	LOC115759034|XP_030555712.1|DNOV	LOC6542323|XP_001969933.1|DERE
OG0001914	LOC115765000|XP_030564202.1|DNOV	LOC6554949|XP_026837208.1|DERE
OG0001915	LOC115769764|XP_030570584.1|DNOV	LOC6546483|XP_001971252.1|DERE
OG0001916	LOC115760856|XP_030558267.1|DNOV	LOC6547127|XP_026835743.1|DERE
OG0001917	LOC115769493|XP_030570172.1|DNOV	LOC6543837|XP_026833808.1|DERE
OG0001918	LOC115769529|XP_030570231.1|DNOV	LOC6543893|XP_001971888.2|DERE
OG0001919	LOC115760024|XP_030557050.1|DNOV	LOC6548815|XP_001975495.1|DERE
OG0001920	LOC115770603|XP_030571800.1|DNOV	LOC6545470|XP_026832564.1|DERE
OG0001921	LOC115760460|XP_030557646.1|DNOV, LOC115760461|XP_030557647.1|DNOV, LOC115760458|XP_030557640.1|DNOV	LOC6549640|XP_001975758.1|DERE
OG0001922	LOC115762129|XP_030560094.1|DNOV	LOC6547370|XP_015012632.1|DERE
OG0001923	LOC115771012|XP_030572379.1|DNOV	LOC6543875|XP_026832319.1|DERE
OG0001924	LOC115760157|XP_030557229.1|DNOV	LOC6541787|XP_001970931.1|DERE
OG0001925	LOC115771261|XP_030572737.1|DNOV	LOC6544046|XP_001971970.1|DERE
OG0001926	LOC115767167|XP_030567210.1|DNOV	LOC6545661|XP_001971665.1|DERE
OG0001927	LOC115760492|XP_030557703.1|DNOV	LOC6546545|XP_026835846.1|DERE
OG0001928	LOC115770504|XP_030571658.1|DNOV	LOC6543578|XP_015013915.1|DERE
OG0001929	LOC115762803|XP_030561022.1|DNOV, LOC115770197|XP_030571221.1|DNOV	LOC6546340|XP_026833368.1|DERE
OG0001930	LOC115760569|XP_030557842.1|DNOV	LOC6547013|XP_001974700.2|DERE
OG0001931	LOC115769877|XP_030570739.1|DNOV	LOC6544037|XP_026832822.1|DERE
OG0001932	LOC115769874|XP_030570734.1|DNOV	LOC6544036|XP_026832819.1|DERE
OG0001933	LOC115760905|XP_030558336.1|DNOV	LOC6548089|XP_001975205.1|DERE, LOC6546706|XP_001974522.1|DERE
OG0001934	LOC115770460|XP_030571597.1|DNOV	LOC6546186|XP_001972279.1|DERE
OG0001935	LOC115762662|XP_030560830.1|DNOV	LOC6544839|XP_001973199.1|DERE
OG0001937	LOC115762183|XP_030560163.1|DNOV	LOC6548933|XP_026835890.1|DERE
OG0001938	LOC115762263|XP_030560284.1|DNOV	LOC6547277|XP_001976100.1|DERE
OG0001939	LOC115762272|XP_030560294.1|DNOV	LOC6547645|XP_001974979.1|DERE
OG0001940	LOC115760577|XP_030557855.1|DNOV	LOC6542951|XP_015014603.1|DERE
OG0001941	LOC115770706|XP_030571962.1|DNOV	LOC6545425|XP_026833440.1|DERE
OG0001942	LOC115762127|XP_030560092.1|DNOV	LOC6542426|XP_001970714.3|DERE
OG0001943	LOC115762841|XP_030561076.1|DNOV	LOC6544739|XP_001973201.1|DERE
OG0001944	LOC115762568|XP_030560712.1|DNOV	LOC6544643|XP_026833781.1|DERE
OG0001945	LOC115762425|XP_030560481.1|DNOV	LOC6540979|XP_026835476.1|DERE
OG0001946	LOC115760940|XP_030558380.1|DNOV	LOC6541267|XP_001970611.1|DERE
OG0001947	LOC115760661|XP_030557987.1|DNOV	LOC6546661|XP_026835875.1|DERE
OG0001948	LOC115771454|XP_030573029.1|DNOV	LOC6550118|XP_001977655.1|DERE
OG0001949	LOC115768647|XP_030569182.1|DNOV	LOC6546274|XP_026832991.1|DERE
OG0001950	LOC115759664|XP_030556520.1|DNOV	LOC6552808|XP_026839869.1|DERE
OG0001951	LOC115758745|XP_030555365.1|DNOV	LOC6547363|XP_001976285.3|DERE
OG0001952	LOC115762083|XP_030560039.1|DNOV	LOC6542670|XP_001970865.2|DERE
OG0001953	LOC115762097|XP_030560057.1|DNOV	LOC6548022|XP_026836709.1|DERE
OG0001954	LOC115763310|XP_030561671.1|DNOV	LOC6542182|XP_026835604.1|DERE
OG0001955	LOC115771765|XP_030573482.1|DNOV	LOC6547456|XP_001976205.1|DERE
OG0001956	LOC115766840|XP_030566748.1|DNOV	LOC6544158|XP_001971384.3|DERE
OG0001957	LOC115760596|XP_030557890.1|DNOV	LOC6547858|XP_026836524.1|DERE
OG0001958	LOC115760524|XP_030557758.1|DNOV	LOC6546931|XP_026836294.1|DERE
OG0001959	LOC115770115|XP_030571096.1|DNOV	LOC6544550|XP_001973472.1|DERE
OG0001960	LOC115765831|XP_030565415.1|DNOV	LOC6545669|XP_001971144.1|DERE
OG0001961	LOC115762179|XP_030560160.1|DNOV	LOC6548577|XP_015012699.1|DERE
OG0001962	LOC115762063|XP_030560010.1|DNOV	LOC6542604|XP_026835478.1|DERE
OG0001963	LOC115769800|XP_030570627.1|DNOV	LOC6543632|XP_001973012.1|DERE
OG0001964	LOC115771265|XP_030572741.1|DNOV	LOC6544577|XP_001971456.1|DERE
OG0001965	LOC115769589|XP_030570324.1|DNOV	LOC6545432|XP_001972121.2|DERE
OG0001966	LOC115771932|XP_030573692.1|DNOV	LOC6552242|XP_001979754.1|DERE
OG0001967	LOC115762391|XP_030560435.1|DNOV	LOC6547670|XP_026836670.1|DERE
OG0001968	LOC115762913|XP_030561152.1|DNOV	LOC6543549|XP_001972302.1|DERE
OG0001969	LOC115760761|XP_030558102.1|DNOV	LOC6543021|XP_001970613.1|DERE
OG0001970	LOC115768334|XP_030568796.1|DNOV	LOC6547340|XP_001976293.1|DERE
OG0001971	LOC115766604|XP_030566450.1|DNOV	LOC6547261|XP_001974868.2|DERE
OG0001972	LOC115760311|XP_030557462.1|DNOV	LOC6541127|XP_001970841.1|DERE
OG0001973	LOC115760699|XP_030558024.1|DNOV	LOC6547796|XP_015012645.1|DERE
OG0001974	LOC115762105|XP_030560067.1|DNOV	LOC6540756|XP_001970327.1|DERE
OG0001975	LOC115769364|XP_030570006.1|DNOV	LOC6546526|XP_001971261.1|DERE
OG0001976	LOC115761148|XP_030558677.1|DNOV	LOC6546898|XP_001975977.1|DERE
OG0001977	LOC115759789|XP_030556728.1|DNOV	LOC6542181|XP_026835450.1|DERE
OG0001978	LOC115760175|XP_030557259.1|DNOV	LOC6549192|XP_001974411.1|DERE
OG0001979	LOC115768310|XP_030568722.1|DNOV, LOC115758658|XP_030555257.1|DNOV	LOC6541858|XP_001970202.1|DERE
OG0001980	LOC115765570|XP_030565077.1|DNOV	LOC6542153|XP_001968113.1|DERE
OG0001981	LOC115760038|XP_030557066.1|DNOV	LOC6540697|XP_026835125.1|DERE, LOC113563686|XP_026835614.1|DERE
OG0001982	LOC115758463|XP_030554995.1|DNOV	LOC26526885|XP_015012874.1|DERE
OG0001983	LOC115769289|XP_030569875.1|DNOV	LOC26526860|XP_026832205.1|DERE
OG0001984	LOC115758903|XP_030555560.1|DNOV	LOC6543524|XP_026834820.1|DERE
OG0001985	LOC115763598|XP_030562081.1|DNOV	LOC6540854|XP_026834438.1|DERE
OG0001986	LOC115759304|XP_030556069.1|DNOV	LOC6541601|XP_001970064.1|DERE
OG0001987	LOC115767543|XP_030567682.1|DNOV	LOC6555801|XP_026838871.1|DERE
OG0001988	LOC115769820|XP_030570684.1|DNOV	LOC6548147|XP_026837112.1|DERE
OG0001989	LOC115765971|XP_030565585.1|DNOV	LOC6543488|XP_001968209.3|DERE
OG0001990	LOC115763028|XP_030561294.1|DNOV	LOC6542403|XP_026834918.1|DERE
OG0001991	LOC115760287|XP_030557419.1|DNOV	LOC26526371|XP_015012792.2|DERE
OG0001992	LOC115759133|XP_030555842.1|DNOV	LOC6541163|XP_001969755.2|DERE
OG0001993	LOC115763350|XP_030561728.1|DNOV	LOC6540948|XP_001970021.1|DERE
OG0001994	LOC115757745|XP_030553995.1|DNOV	LOC6553688|XP_026838400.1|DERE
OG0001995	LOC115769166|XP_030569725.1|DNOV	LOC6549285|XP_001974247.1|DERE
OG0001996	LOC115765912|XP_030565518.1|DNOV	LOC6540587|XP_026834961.1|DERE
OG0001997	LOC115762093|XP_030560054.1|DNOV	LOC6548446|XP_001976664.1|DERE
OG0001998	LOC115762091|XP_030560049.1|DNOV	LOC6548448|XP_001976666.2|DERE
OG0001999	LOC115763365|XP_030561756.1|DNOV	LOC6541288|XP_026834066.1|DERE
OG0002000	LOC115760004|XP_030557022.1|DNOV	LOC6543460|XP_001970281.1|DERE
OG0002001	LOC115759968|XP_030556976.1|DNOV	LOC6549431|XP_001974402.3|DERE
OG0002002	LOC115760494|XP_030557705.1|DNOV, LOC115760740|XP_030558077.1|DNOV	LOC6546547|XP_001975912.1|DERE
OG0002003	LOC115763218|XP_030561550.1|DNOV	LOC6542328|XP_026835174.1|DERE
OG0002004	LOC115759781|XP_030556709.1|DNOV	LOC6549251|XP_015012082.1|DERE
OG0002005	LOC115763578|XP_030562057.1|DNOV	LOC6543308|XP_015015081.1|DERE
OG0002006	LOC115760208|XP_030557302.1|DNOV	LOC6541088|XP_026834720.1|DERE
OG0002007	LOC115759324|XP_030556095.1|DNOV	LOC6543494|XP_015014537.1|DERE
OG0002008	LOC115766796|XP_030566679.1|DNOV	LOC6555836|XP_015008684.1|DERE
OG0002009	LOC115761031|XP_030558504.1|DNOV	LOC6547402|XP_001976310.1|DERE
OG0002010	LOC115763050|XP_030561335.1|DNOV	LOC6542324|XP_001969250.1|DERE
OG0002011	LOC115763011|XP_030561261.1|DNOV	LOC6548911|XP_001974178.1|DERE
OG0002012	LOC115759718|XP_030556585.1|DNOV	LOC6540647|XP_001968782.3|DERE
OG0002013	LOC115763443|XP_030561870.1|DNOV	LOC6549374|XP_026836663.1|DERE
OG0002014	LOC115759745|XP_030556648.1|DNOV	LOC6547746|XP_001975000.1|DERE
OG0002015	LOC115761514|XP_030559143.1|DNOV	LOC6541683|XP_001970192.1|DERE
OG0002016	LOC115760906|XP_030558333.1|DNOV	LOC6540765|XP_001970387.1|DERE
OG0002017	LOC115759752|XP_030556654.1|DNOV	LOC6542987|XP_001969913.1|DERE
OG0002018	LOC115763535|XP_030562011.1|DNOV	LOC6540936|XP_001970022.1|DERE
OG0002019	LOC115759772|XP_030556699.1|DNOV	LOC6543049|XP_026834642.1|DERE
OG0002020	LOC115769293|XP_030569879.1|DNOV	LOC6549649|XP_001974254.1|DERE
OG0002021	LOC115765447|XP_030564874.1|DNOV	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE
OG0002022	LOC115758806|XP_030555443.1|DNOV	LOC6548951|XP_001974074.3|DERE
OG0002023	LOC115761667|XP_030559376.1|DNOV	LOC6553738|XP_001980324.1|DERE
OG0002024	LOC115759881|XP_030556856.1|DNOV	LOC6541718|XP_001969443.1|DERE
OG0002025	LOC115758848|XP_030555490.1|DNOV	LOC6542572|XP_001969837.1|DERE
OG0002026	LOC115771419|XP_030572981.1|DNOV	LOC6544287|XP_001973715.1|DERE
OG0002027	LOC115761741|XP_030559496.1|DNOV	LOC6546696|XP_026836760.1|DERE
OG0002028	LOC115758221|XP_030554631.1|DNOV	LOC6548011|XP_026836904.1|DERE
OG0002029	LOC115769926|XP_030570825.1|DNOV	LOC6544672|XP_001972009.1|DERE
OG0002030	LOC115771962|XP_030573735.1|DNOV	LOC6548563|XP_001976635.1|DERE
OG0002031	LOC115757903|XP_030554211.1|DNOV	LOC6549423|XP_015012399.1|DERE
OG0002032	LOC115770922|XP_030572240.1|DNOV	LOC6553543|XP_001979326.1|DERE
OG0002033	LOC115768857|XP_030569418.1|DNOV	LOC6551498|XP_001977193.1|DERE
OG0002034	LOC115767775|XP_030567960.1|DNOV	LOC6555570|XP_015008758.1|DERE
OG0002035	LOC115763635|XP_030562124.1|DNOV, LOC115767251|XP_030567317.1|DNOV	LOC6552516|XP_001980941.2|DERE
OG0002036	LOC115757738|XP_030553983.1|DNOV	LOC6552210|XP_001980729.3|DERE
OG0002037	LOC115762826|XP_030561051.1|DNOV	LOC6543755|XP_001971873.1|DERE
OG0002038	LOC115770800|XP_030572083.1|DNOV	LOC6554000|XP_001979459.1|DERE
OG0002040	LOC115761926|XP_030559817.1|DNOV	LOC26526448|XP_026839378.1|DERE
OG0002041	LOC115766462|XP_030566257.1|DNOV, LOC115764556|XP_030563541.1|DNOV	LOC6542984|XP_026834008.1|DERE
OG0002042	LOC115761759|XP_030559524.1|DNOV	LOC6552662|XP_001979170.2|DERE
OG0002043	LOC115765736|XP_030565261.1|DNOV	LOC6552739|XP_001978983.1|DERE
OG0002044	LOC115761617|XP_030559302.1|DNOV	LOC6554890|XP_015009342.1|DERE
OG0002045	LOC115763890|XP_030562527.1|DNOV	LOC6552758|XP_001980947.3|DERE
OG0002046	LOC115768309|XP_030568717.1|DNOV	LOC6555830|XP_001982696.2|DERE
OG0002047	LOC115769126|XP_030569692.1|DNOV	LOC6550349|XP_026837573.1|DERE
OG0002048	LOC115767928|XP_030568157.1|DNOV	LOC6553982|XP_026834875.1|DERE
OG0002049	LOC115767880|XP_030568102.1|DNOV	LOC6553856|XP_001980560.1|DERE
OG0002050	LOC115770932|XP_030572250.1|DNOV, LOC115770935|XP_030572252.1|DNOV	LOC6553106|XP_026832093.1|DERE
OG0002051	LOC115771458|XP_030573037.1|DNOV	LOC26526356|XP_015012787.1|DERE
OG0002052	LOC115762889|XP_030561123.1|DNOV	LOC6545320|XP_001973246.1|DERE
OG0002053	LOC115759649|XP_030556497.1|DNOV	LOC6552677|XP_001980916.3|DERE
OG0002054	LOC115761806|XP_030559611.1|DNOV	LOC6552782|XP_001978968.1|DERE
OG0002055	LOC115770904|XP_030572203.1|DNOV	LOC6553786|XP_001980485.1|DERE
OG0002056	LOC115770539|XP_030571703.1|DNOV	LOC6545308|XP_001972550.1|DERE
OG0002057	LOC115758569|XP_030555140.1|DNOV	LOC6542802|XP_001969966.1|DERE
OG0002058	LOC115762652|XP_030560818.1|DNOV	LOC6544828|XP_001970986.3|DERE
OG0002059	LOC115766176|XP_030565879.1|DNOV	LOC6554729|XP_001981792.1|DERE
OG0002060	LOC115761189|XP_030558725.1|DNOV	LOC6549079|XP_026836677.1|DERE
OG0002061	LOC115765264|XP_030564882.1|DNOV	LOC6548115|XP_026836395.1|DERE
OG0002062	LOC115768327|XP_030568744.1|DNOV	LOC6549952|XP_026837541.1|DERE
OG0002063	LOC115767993|XP_030568255.1|DNOV	LOC6551594|XP_001978459.1|DERE
OG0002064	LOC115768287|XP_030568686.1|DNOV	LOC6543638|XP_001971842.1|DERE
OG0002065	LOC115769628|XP_030570396.1|DNOV	LOC6546286|XP_026832377.1|DERE
OG0002066	LOC115770750|XP_030572015.1|DNOV	LOC6553151|XP_026831565.1|DERE
OG0002067	LOC115758222|XP_030554632.1|DNOV	LOC6548010|XP_001976473.1|DERE
OG0002068	LOC115760773|XP_030558121.1|DNOV	LOC6546635|XP_001974707.1|DERE
OG0002069	LOC115767327|XP_030567430.1|DNOV	LOC26526230|XP_015015476.1|DERE
OG0002070	LOC115766094|XP_030565763.1|DNOV	LOC6551927|XP_001980625.1|DERE
OG0002071	LOC115772036|XP_030573833.1|DNOV	LOC6554142|XP_001981901.1|DERE
OG0002072	LOC115760754|XP_030558092.1|DNOV	LOC6548778|XP_001975433.1|DERE
OG0002073	LOC115770534|XP_030571696.1|DNOV	LOC6545900|XP_015013114.1|DERE
OG0002074	LOC115764534|XP_030563505.1|DNOV	LOC6549033|XP_001975542.1|DERE
OG0002075	LOC115759044|XP_030555728.1|DNOV	LOC26526052|XP_015015441.1|DERE
OG0002076	LOC115758113|XP_030554497.1|DNOV	LOC6547356|XP_015012638.1|DERE
OG0002077	LOC115762559|XP_030560699.1|DNOV	LOC6545496|XP_015013609.1|DERE
OG0002078	LOC115757853|XP_030554149.1|DNOV	LOC6549270|XP_001975712.2|DERE
OG0002079	LOC115770123|XP_030571117.1|DNOV	LOC6545790|XP_001973440.1|DERE
OG0002080	LOC115757818|XP_030554101.1|DNOV	LOC6548274|XP_026837004.1|DERE
OG0002081	LOC115757797|XP_030554073.1|DNOV	LOC6547775|XP_001976570.1|DERE
OG0002082	LOC115764478|XP_030563404.1|DNOV	LOC6548500|XP_026835633.1|DERE
OG0002083	LOC115766846|XP_030566755.1|DNOV	LOC6555599|XP_026838356.1|DERE
OG0002084	LOC115766577|XP_030566422.1|DNOV	LOC6547763|XP_001976385.1|DERE
OG0002085	LOC115760785|XP_030558138.1|DNOV	LOC6548244|XP_026835765.1|DERE
OG0002086	LOC115766541|XP_030566370.1|DNOV	LOC6548200|XP_026837108.1|DERE
OG0002087	LOC115769118|XP_030569686.1|DNOV	LOC26526062|XP_026833953.1|DERE
OG0002088	LOC115770225|XP_030571287.1|DNOV	LOC6546054|XP_015014114.2|DERE
OG0002089	LOC115764564|XP_030563548.1|DNOV	LOC6542321|XP_001970421.1|DERE
OG0002090	LOC115769521|XP_030570221.1|DNOV	LOC6545372|XP_001972621.1|DERE
OG0002091	LOC115758063|XP_030554437.1|DNOV	LOC6548291|XP_001976576.2|DERE
OG0002092	LOC115762759|XP_030560961.1|DNOV	LOC6545401|XP_001973264.1|DERE
OG0002093	LOC115757859|XP_030554158.1|DNOV	LOC6548174|XP_001975157.2|DERE
OG0002094	LOC115762864|XP_030561102.1|DNOV	LOC6548207|XP_001976486.1|DERE
OG0002095	LOC115768317|XP_030568726.1|DNOV	LOC6550416|XP_001977801.1|DERE
OG0002096	LOC115757832|XP_030554119.1|DNOV	LOC6549535|XP_026837081.1|DERE
OG0002097	LOC115758293|XP_030554719.1|DNOV	LOC6541760|XP_001969175.2|DERE
OG0002098	LOC115770196|XP_030571220.1|DNOV	LOC6543924|XP_026833489.1|DERE
OG0002099	LOC115759503|XP_030556304.1|DNOV	LOC6552909|XP_001980972.1|DERE
OG0002100	LOC115770037|XP_030570987.1|DNOV	LOC6544345|XP_001973088.3|DERE
OG0002101	LOC115764454|XP_030563351.1|DNOV	LOC6542090|XP_026834055.1|DERE
OG0002102	LOC115771985|XP_030573768.1|DNOV	LOC6547599|XP_026836042.1|DERE
OG0002103	LOC115759497|XP_030556295.1|DNOV	LOC6552917|XP_001980980.1|DERE
OG0002106	LOC115771621|XP_030573259.1|DNOV	LOC6552965|XP_026838283.1|DERE
OG0002107	LOC115759940|XP_030556938.1|DNOV	LOC6542678|XP_001969925.1|DERE
OG0002108	LOC115771600|XP_030573217.1|DNOV	LOC6552347|XP_026831938.1|DERE
OG0002109	LOC115761890|XP_030559754.1|DNOV	LOC26526583|XP_015009388.1|DERE, LOC26526382|XP_015009378.1|DERE
OG0002110	LOC115759359|XP_030556141.1|DNOV	LOC6545253|XP_001973310.1|DERE, LOC6542923|XP_001969604.1|DERE
OG0002111	LOC115763220|XP_030561553.1|DNOV	LOC6542690|XP_001969242.1|DERE, LOC6542605|XP_001969243.1|DERE
OG0002112	LOC115759217|XP_030555969.1|DNOV	LOC6555987|XP_001982852.1|DERE
OG0002113	LOC115771710|XP_030573390.1|DNOV	LOC6552227|XP_001979748.1|DERE
OG0002114	LOC115761299|XP_030558885.1|DNOV	LOC6554366|XP_001981256.1|DERE, LOC6554367|XP_001981257.1|DERE
OG0002115	LOC115760490|XP_030557699.1|DNOV	LOC6547077|XP_015012350.1|DERE, LOC6547079|XP_026836646.1|DERE
OG0002117	LOC115767283|XP_030567374.1|DNOV	LOC6547657|XP_001974814.1|DERE
OG0002118	LOC115760383|XP_030557537.1|DNOV	LOC26527012|XP_026833152.1|DERE
OG0002119	LOC115757681|XP_030553877.1|DNOV	LOC6555447|XP_001981891.1|DERE
OG0002120	LOC115766745|XP_030566581.1|DNOV	LOC6555887|XP_026839276.1|DERE
OG0002121	LOC115764171|XP_030562916.1|DNOV	LOC6554872|XP_001981368.1|DERE
OG0002123	LOC115758912|XP_030555569.1|DNOV	LOC6542814|XP_001970199.2|DERE
OG0002124	LOC115767082|XP_030567088.1|DNOV	LOC6550132|XP_015010773.1|DERE
OG0002125	LOC115760721|XP_030558057.1|DNOV	LOC6548973|XP_001975556.1|DERE
OG0002126	LOC115770261|XP_030571336.1|DNOV	LOC6546122|XP_026833527.1|DERE
OG0002127	LOC115764403|XP_030563254.1|DNOV	LOC6549841|XP_001977572.1|DERE
OG0002128	LOC115767111|XP_030567124.1|DNOV	LOC6550252|XP_026838072.1|DERE
OG0002129	LOC115764225|XP_030562999.1|DNOV	LOC6554092|XP_001979604.2|DERE
OG0002130	LOC115768446|XP_030568865.1|DNOV	LOC6555639|XP_001982522.1|DERE
OG0002131	LOC115761630|XP_030559319.1|DNOV	LOC6551861|XP_001979658.3|DERE
OG0002132	LOC115763340|XP_030561709.1|DNOV	LOC6542598|XP_001969408.1|DERE
OG0002133	LOC115766862|XP_030566781.1|DNOV	LOC6551233|XP_001978345.1|DERE
OG0002134	LOC115768786|XP_030569343.1|DNOV	LOC6549771|XP_001977591.1|DERE
OG0002135	LOC115769042|XP_030569607.1|DNOV	LOC6551734|XP_026837371.1|DERE
OG0002136	LOC115764976|XP_030564163.1|DNOV	LOC6554434|XP_001981285.2|DERE
OG0002137	LOC115764757|XP_030563853.1|DNOV	LOC6555073|XP_015008887.1|DERE
OG0002138	LOC115768273|XP_030568670.1|DNOV	LOC6550218|XP_001977613.1|DERE
OG0002140	LOC115767278|XP_030567370.1|DNOV	LOC6549893|XP_026838523.1|DERE
OG0002141	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV	LOC6544507|XP_001973791.1|DERE
OG0002142	LOC115771676|XP_030573351.1|DNOV	LOC6552136|XP_001978818.1|DERE
OG0002143	LOC115758609|XP_030555200.1|DNOV	LOC6543251|XP_026834047.1|DERE
OG0002144	LOC115766709|XP_030566487.1|DNOV	LOC6555846|XP_001982680.1|DERE
OG0002145	LOC115770837|XP_030572131.1|DNOV	LOC6553995|XP_001979454.1|DERE
OG0002146	LOC115761717|XP_030559456.1|DNOV	LOC6552147|XP_001978820.1|DERE
OG0002147	LOC115765433|XP_030564839.1|DNOV	LOC6551402|XP_001977221.3|DERE
OG0002148	LOC115768094|XP_030568438.1|DNOV	LOC6546049|XP_026833757.1|DERE
OG0002149	LOC115766741|XP_030566567.1|DNOV	LOC6555834|XP_026839056.1|DERE
OG0002150	LOC115767740|XP_030567911.1|DNOV	LOC6550705|XP_001978119.1|DERE
OG0002151	LOC115763030|XP_030561297.1|DNOV	LOC6542949|XP_001969975.2|DERE
OG0002152	LOC115761274|XP_030558849.1|DNOV	LOC6551844|XP_001979641.3|DERE
OG0002153	LOC115764929|XP_030564099.1|DNOV	LOC6554595|XP_001981330.1|DERE
OG0002154	LOC115768454|XP_030568876.1|DNOV	LOC6555640|XP_015008794.1|DERE
OG0002155	LOC115771857|XP_030573597.1|DNOV	LOC6555127|XP_001981146.2|DERE
OG0002156	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV	LOC6544109|XP_001973764.1|DERE
OG0002157	LOC115761232|XP_030558784.1|DNOV	LOC6553629|XP_001980312.1|DERE
OG0002158	LOC115760775|XP_030558124.1|DNOV	LOC6546636|XP_001974708.1|DERE
OG0002159	LOC115760751|XP_030558090.1|DNOV	LOC6547903|XP_001976397.1|DERE
OG0002160	LOC115772053|XP_030573857.1|DNOV	LOC6553400|XP_001979269.3|DERE
OG0002161	LOC115771997|XP_030573788.1|DNOV	LOC6554071|XP_001979581.1|DERE
OG0002162	LOC115761900|XP_030559776.1|DNOV	LOC6552103|XP_015009956.1|DERE
OG0002163	LOC115769053|XP_030569625.1|DNOV, LOC115769537|XP_030570237.1|DNOV	LOC6550840|XP_026838584.1|DERE
OG0002164	LOC115763629|XP_030562117.1|DNOV	LOC6554670|XP_026831531.1|DERE
OG0002165	LOC115761400|XP_030559018.1|DNOV	LOC6549574|XP_026836335.1|DERE
OG0002166	LOC115758919|XP_030555578.1|DNOV	LOC6541789|XP_001969694.1|DERE
OG0002167	LOC115764554|XP_030563536.1|DNOV	LOC6547102|XP_001974782.1|DERE
OG0002168	LOC115762407|XP_030560496.1|DNOV	LOC6548013|XP_026836903.1|DERE
OG0002169	LOC115769913|XP_030570796.1|DNOV	LOC6543970|XP_001972220.1|DERE
