Orthogroup	DANA.longest_only	DNOV.longest_only
OG0000861	LOC6495915|XP_032306078.1|DANA	LOC115760922|XP_030558357.1|DNOV
OG0000862	LOC6495830|XP_001959671.1|DANA, LOC6498387|XP_001962694.1|DANA	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC6501214|XP_032305550.1|DANA	LOC115771950|XP_030573713.1|DNOV
OG0000864	LOC6505883|XP_001965041.1|DANA	LOC115769205|XP_030569772.1|DNOV
OG0000864	LOC6503576|XP_014760987.1|DANA	LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC6501249|XP_001954848.2|DANA	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC6497985|XP_001961843.1|DANA, LOC6497986|XP_001961844.2|DANA	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC6497711|XP_001961511.1|DANA	LOC115759116|XP_030555818.1|DNOV
OG0000867	LOC6496945|XP_001963082.1|DANA	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC6503001|XP_032308918.1|DANA	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC6500444|XP_032305892.1|DANA, LOC6500445|XP_001953224.1|DANA	LOC115761661|XP_030559362.1|DNOV
OG0000870	LOC6495720|XP_032306845.1|DANA	LOC115762875|XP_030561113.1|DNOV
OG0000871	LOC6495143|XP_001958966.1|DANA	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC6501985|XP_001966816.1|DANA	LOC115766309|XP_030566052.1|DNOV
OG0000872	LOC6496323|XP_001960703.1|DANA	LOC115761701|XP_030559437.1|DNOV
OG0000873	LOC6493814|XP_001958490.2|DANA	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC6503051|XP_001963335.1|DANA	LOC115764308|XP_030563106.1|DNOV
OG0000874	LOC6507953|XP_014763742.1|DANA	LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC6502911|XP_001963605.1|DANA	LOC115765678|XP_030565197.1|DNOV
OG0000875	LOC6506253|XP_001958258.1|DANA	LOC115770149|XP_030571162.1|DNOV
OG0000877	LOC6506354|XP_032309838.1|DANA	LOC115771580|XP_030573197.1|DNOV
OG0000877	LOC6504127|XP_001964239.1|DANA	LOC115771356|XP_030572888.1|DNOV
OG0000878	LOC6494430|XP_001960326.2|DANA	LOC115766505|XP_030566318.1|DNOV
OG0000879	LOC6495359|XP_001958658.2|DANA	LOC115758255|XP_030554671.1|DNOV
OG0000880	LOC6503793|XP_001963735.1|DANA	LOC115765172|XP_030564452.1|DNOV
OG0000880	LOC6506472|XP_001957803.2|DANA	LOC115770339|XP_030571436.1|DNOV
OG0000881	LOC6493070|XP_001956985.1|DANA, LOC6493072|XP_001956987.1|DANA, LOC6493071|XP_001956986.1|DANA	LOC115762675|XP_030560850.1|DNOV
OG0000882	LOC6504954|XP_032308008.1|DANA	LOC115767212|XP_030567266.1|DNOV
OG0000884	LOC6505236|XP_032307808.1|DANA	LOC115771324|XP_030572849.1|DNOV
OG0000885	LOC6505658|XP_014760744.1|DANA	LOC115771781|XP_030573501.1|DNOV
OG0000886	LOC6499702|XP_001954102.1|DANA	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV
OG0000887	LOC6503004|XP_032308920.1|DANA	LOC115768208|XP_030568581.1|DNOV
OG0000888	LOC6507673|XP_032309489.1|DANA	LOC115768071|XP_030568386.1|DNOV
OG0000889	LOC6493858|XP_032310644.1|DANA	LOC115770289|XP_030571384.1|DNOV
OG0000890	LOC6494190|XP_001960789.1|DANA	LOC115762706|XP_030560894.1|DNOV
OG0000891	LOC6497237|XP_001962500.1|DANA	LOC115759711|XP_030556571.1|DNOV
OG0000892	LOC6493218|XP_014764257.1|DANA	LOC115770507|XP_030571666.1|DNOV
OG0000893	LOC6500458|XP_001953250.3|DANA	LOC115761506|XP_030559134.1|DNOV
OG0000894	LOC6500110|XP_001953204.1|DANA	LOC115759580|XP_030556408.1|DNOV
OG0000895	LOC6496425|XP_001960891.1|DANA, LOC6496427|XP_001960892.2|DANA	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV
OG0000896	LOC6502111|XP_001966190.1|DANA	LOC115766476|XP_030566283.1|DNOV
OG0000897	LOC6499596|XP_001954328.1|DANA	LOC115765748|XP_030565270.1|DNOV
OG0000897	LOC6501000|XP_001954331.1|DANA	LOC115765750|XP_030565272.1|DNOV
OG0000898	LOC6494259|XP_001960651.1|DANA, LOC6496393|XP_001960811.1|DANA	LOC115760862|XP_030558276.1|DNOV, LOC115760951|XP_030558395.1|DNOV
OG0000899	LOC6501613|XP_014767118.1|DANA	LOC115771858|XP_030573598.1|DNOV
OG0000900	LOC6494194|XP_001960779.1|DANA	LOC115763697|XP_030562248.1|DNOV
OG0000900	LOC6496370|XP_001960778.1|DANA	LOC115763601|XP_030562091.1|DNOV
OG0000901	LOC6494470|XP_001960272.1|DANA	LOC115760753|XP_030558095.1|DNOV
OG0000902	LOC6503927|XP_001963861.2|DANA	LOC115768513|XP_030568959.1|DNOV
OG0000902	LOC26515541|XP_014761235.1|DANA	LOC115768501|XP_030568947.1|DNOV
OG0000903	LOC6507421|XP_001956047.1|DANA	LOC115769745|XP_030570546.1|DNOV
OG0000904	LOC26514462|XP_032309802.1|DANA, LOC6492995|XP_001956814.1|DANA	LOC115769354|XP_030569988.1|DNOV
OG0000907	LOC6494907|XP_001959447.1|DANA	LOC115761045|XP_030558522.1|DNOV
OG0000909	LOC6501502|XP_001955381.1|DANA	LOC115764668|XP_030563716.1|DNOV
OG0000910	LOC6500683|XP_001953719.1|DANA	LOC115768798|XP_030569354.1|DNOV
OG0000911	LOC6496070|XP_001960155.1|DANA	LOC115761073|XP_030558552.1|DNOV
OG0000912	LOC6493242|XP_001957341.1|DANA	LOC115769805|XP_030570633.1|DNOV
OG0000913	LOC6507742|XP_014765443.1|DANA	LOC115770359|XP_030571461.1|DNOV
OG0000914	LOC6495705|XP_001959407.1|DANA	LOC115761058|XP_030558533.1|DNOV
OG0000915	LOC6494144|XP_001960878.2|DANA	LOC115760600|XP_030557939.1|DNOV
OG0000916	LOC6498083|XP_001962048.1|DANA	LOC115759735|XP_030556616.1|DNOV
OG0000917	LOC6498313|XP_032307478.1|DANA	LOC115758376|XP_030554838.1|DNOV
OG0000918	LOC26514318|XP_032309123.1|DANA	LOC115763612|XP_030562099.1|DNOV
OG0000920	LOC6505240|XP_001965605.1|DANA	LOC115771319|XP_030572843.1|DNOV
OG0000921	LOC6503498|XP_032308720.1|DANA, LOC6504143|XP_032308716.1|DANA	LOC115768470|XP_030568903.1|DNOV
OG0000922	LOC6493427|XP_032310576.1|DANA, LOC6493426|XP_001957724.1|DANA	LOC115762555|XP_030560691.1|DNOV
OG0000923	LOC6493691|XP_001958244.1|DANA, LOC6501226|XP_001954798.1|DANA	LOC115763642|XP_030562137.1|DNOV
OG0000924	LOC6504068|XP_001964112.1|DANA	LOC115767794|XP_030567985.1|DNOV
OG0000925	LOC6505954|XP_001964677.2|DANA	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV
OG0000926	LOC6500579|XP_001953512.1|DANA	LOC115765608|XP_030565119.1|DNOV
OG0000926	LOC6501307|XP_001954964.1|DANA	LOC115766110|XP_030565790.1|DNOV
OG0000927	LOC6501349|XP_001955044.1|DANA	LOC115764025|XP_030562717.1|DNOV
OG0000927	LOC6501346|XP_001955041.1|DANA	LOC115764029|XP_030562720.1|DNOV
OG0000928	LOC6505340|XP_001964843.1|DANA, LOC6505337|XP_001964842.1|DANA	LOC115763256|XP_030561596.1|DNOV
OG0000929	LOC6503301|XP_001967571.2|DANA	LOC115759065|XP_030555753.1|DNOV
OG0000929	LOC6503302|XP_032309173.1|DANA	LOC115759109|XP_030555809.1|DNOV
OG0000930	LOC6506401|XP_001957940.1|DANA	LOC115770397|XP_030571509.1|DNOV, LOC115770419|XP_030571545.1|DNOV
OG0000931	LOC6496156|XP_001960346.1|DANA	LOC115766594|XP_030566441.1|DNOV
OG0000932	LOC6507113|XP_001956642.2|DANA	LOC115765522|XP_030565000.1|DNOV
OG0000933	LOC6495587|XP_001959153.1|DANA	LOC115762318|XP_030560344.1|DNOV
OG0000933	LOC6495586|XP_001959152.1|DANA	LOC115762317|XP_030560343.1|DNOV
OG0000934	LOC6495207|XP_001958847.1|DANA, LOC6495206|XP_001958848.1|DANA	LOC115771300|XP_030572798.1|DNOV
OG0000935	LOC6499809|XP_014766231.1|DANA	LOC115757716|XP_030553938.1|DNOV
OG0000936	LOC6501997|XP_001966843.1|DANA	LOC115765169|XP_030564449.1|DNOV
OG0000937	LOC6505605|XP_014760720.1|DANA	LOC115772064|XP_030573870.1|DNOV
OG0000938	LOC6503743|XP_001963823.2|DANA	LOC115767738|XP_030567910.1|DNOV
OG0000939	LOC6504469|XP_001964948.1|DANA	LOC115758914|XP_030555571.1|DNOV
OG0000940	LOC6503820|XP_001963681.2|DANA	LOC115764425|XP_030563283.1|DNOV
OG0000940	LOC6507654|XP_001956086.1|DANA	LOC115765814|XP_030565396.1|DNOV
OG0000941	LOC6504454|XP_001966954.3|DANA	LOC115765440|XP_030564865.1|DNOV
OG0000942	LOC6493057|XP_001956963.2|DANA	LOC115767526|XP_030567676.1|DNOV
OG0000943	LOC6495957|XP_001959931.2|DANA	LOC115765305|XP_030564672.1|DNOV
OG0000943	LOC6495958|XP_001959932.1|DANA	LOC115766603|XP_030566448.1|DNOV
OG0000944	LOC6501993|XP_032308203.1|DANA	LOC115765134|XP_030564390.1|DNOV
OG0000945	LOC26514192|XP_014765586.1|DANA, LOC6492950|XP_001956724.2|DANA, LOC6492951|XP_001956725.1|DANA	LOC115762566|XP_030560709.1|DNOV
OG0000946	LOC6498146|XP_001962174.2|DANA	LOC115758970|XP_030555633.1|DNOV
OG0000947	LOC6495738|XP_001959468.1|DANA	LOC115758051|XP_030554427.1|DNOV
OG0000948	LOC6506845|XP_001957130.1|DANA	LOC115771061|XP_030572472.1|DNOV
OG0000949	LOC6502160|XP_032309338.1|DANA	LOC115766829|XP_030566725.1|DNOV
OG0000950	LOC6500463|XP_001953271.1|DANA	LOC115761729|XP_030559472.1|DNOV
OG0000951	LOC6500738|XP_001953820.1|DANA	LOC115757725|XP_030553950.1|DNOV
OG0000952	LOC26514690|XP_014759083.2|DANA, LOC26515556|XP_014759080.2|DANA, LOC116656451|XP_032311970.1|DANA, LOC26515013|XP_014760662.1|DANA, LOC116656485|XP_032312035.1|DANA	LOC115759288|XP_030556049.1|DNOV
OG0000954	LOC6493913|XP_001961337.1|DANA	LOC115767411|XP_030567546.1|DNOV, LOC115767412|XP_030567548.1|DNOV
OG0000955	LOC6499042|XP_001955438.2|DANA	LOC115761492|XP_030559118.1|DNOV
OG0000955	LOC26515141|XP_014767388.1|DANA	LOC115761493|XP_030559120.1|DNOV
OG0000956	LOC6499355|XP_001954807.1|DANA	LOC115759481|XP_030556274.1|DNOV
OG0000956	LOC6499351|XP_001954811.1|DANA	LOC115759660|XP_030556516.1|DNOV
OG0000957	LOC6502521|XP_001960129.1|DANA	LOC115764069|XP_030562780.1|DNOV
OG0000957	LOC6496058|XP_001960130.2|DANA	LOC115764102|XP_030562818.1|DNOV
OG0000958	LOC6500871|XP_001954077.1|DANA, LOC6494372|XP_001960443.1|DANA	LOC115764524|XP_030563482.1|DNOV
OG0000959	LOC6493144|XP_001957139.2|DANA	LOC115763421|XP_030561839.1|DNOV
OG0000960	LOC6507373|XP_001956141.2|DANA, LOC26515477|XP_014760948.1|DANA, LOC6505927|XP_001964631.3|DANA, LOC26514688|XP_014760927.2|DANA, LOC6493824|XP_001958510.2|DANA, LOC6493825|XP_001958512.1|DANA	LOC115768905|XP_030569483.1|DNOV, LOC115767670|XP_030567820.1|DNOV, LOC115771279|XP_030572759.1|DNOV, LOC115771280|XP_030572761.1|DNOV
OG0000961	LOC6506739|XP_001957328.1|DANA	LOC115771500|XP_030573086.1|DNOV
OG0000961	LOC6506736|XP_001957331.1|DANA	LOC115771497|XP_030573082.1|DNOV
OG0000963	LOC6505072|XP_001965516.1|DANA	LOC115767101|XP_030567109.1|DNOV
OG0000964	LOC6495506|XP_001958996.3|DANA	LOC115757851|XP_030554145.1|DNOV
OG0000965	LOC6501862|XP_001966782.1|DANA	LOC115767305|XP_030567401.1|DNOV
OG0000966	LOC6494018|XP_001961138.2|DANA, LOC6505573|XP_001964673.2|DANA	LOC115757834|XP_030554126.1|DNOV
OG0000968	LOC6493392|XP_001957661.1|DANA	LOC115762588|XP_030560735.1|DNOV, LOC115762711|XP_030560896.1|DNOV
OG0000969	LOC6495068|XP_001959133.1|DANA	LOC115771782|XP_030573505.1|DNOV
OG0000970	LOC6499103|XP_001955292.1|DANA	LOC115765057|XP_030564290.1|DNOV
OG0000971	LOC6497363|XP_001962245.1|DANA	LOC115763091|XP_030561389.1|DNOV
OG0000972	LOC6493796|XP_001958452.1|DANA	LOC115767644|XP_030567791.1|DNOV
OG0000973	LOC6505119|XP_001965418.3|DANA	LOC115767875|XP_030568096.1|DNOV
OG0000974	LOC6492961|XP_001956755.1|DANA	LOC115770491|XP_030571638.1|DNOV
OG0000975	LOC6499433|XP_001954649.2|DANA	LOC115767892|XP_030568120.1|DNOV
OG0000976	LOC6500508|XP_032305732.1|DANA	LOC115766187|XP_030565891.1|DNOV
OG0000977	LOC116656597|XP_032312350.1|DANA	LOC115766262|XP_030565982.1|DNOV, LOC115766215|XP_030565927.1|DNOV
OG0000977	LOC6494263|XP_032312347.1|DANA	LOC115766246|XP_030565969.1|DNOV, LOC115766032|XP_030565663.1|DNOV
OG0000978	LOC6500942|XP_001954219.1|DANA	LOC115770945|XP_030572263.1|DNOV
OG0000979	LOC6495865|XP_001959739.1|DANA	LOC115760923|XP_030558358.1|DNOV
OG0000980	LOC6505616|XP_001964591.2|DANA	LOC115771863|XP_030573603.1|DNOV
OG0000980	LOC6499516|XP_001954458.1|DANA	LOC115768646|XP_030569178.1|DNOV
OG0000981	LOC6498574|XP_001963096.1|DANA	LOC115759927|XP_030556924.1|DNOV
OG0000982	LOC6501169|XP_001954685.1|DANA, LOC26515212|XP_014767405.1|DANA, LOC116655180|XP_032308558.1|DANA, LOC26514617|XP_014767314.1|DANA	LOC115766146|XP_030565842.1|DNOV
OG0000984	LOC26513921|XP_032311871.1|DANA	LOC115766609|XP_030566461.1|DNOV
OG0000984	LOC6497331|XP_032307675.1|DANA	LOC115765544|XP_030565029.1|DNOV, LOC115759322|XP_030556093.1|DNOV
OG0000985	LOC6494525|XP_001960173.2|DANA	LOC115765030|XP_030564292.1|DNOV, LOC115764897|XP_030564088.1|DNOV
OG0000985	LOC6494526|XP_001960172.1|DANA	LOC115770351|XP_030571448.1|DNOV
OG0000986	LOC6496828|XP_001963320.1|DANA	LOC115760282|XP_030557412.1|DNOV
OG0000986	LOC6506447|XP_001965177.2|DANA	LOC115759122|XP_030555826.1|DNOV
OG0000987	LOC6505360|XP_001964854.1|DANA	LOC115763182|XP_030561500.1|DNOV
OG0000988	LOC6496155|XP_001960344.1|DANA	LOC115766557|XP_030566396.1|DNOV
OG0000988	LOC6502745|XP_001966570.2|DANA	LOC115768033|XP_030568316.1|DNOV, LOC115765059|XP_030564293.1|DNOV
OG0000988	LOC6497575|XP_001961781.2|DANA	LOC115760203|XP_030557297.1|DNOV
OG0000990	LOC6499777|XP_001953940.2|DANA, LOC6503115|XP_001963452.1|DANA	LOC115768138|XP_030568492.1|DNOV
OG0000991	LOC6499220|XP_001955079.1|DANA	LOC115771652|XP_030573317.1|DNOV
OG0000991	LOC6505034|XP_001965595.1|DANA	LOC115771305|XP_030572802.1|DNOV
OG0000992	LOC6494981|XP_001959285.1|DANA, LOC6499776|XP_032311388.1|DANA	LOC115771830|XP_030573570.1|DNOV
OG0000993	LOC6501590|XP_001955534.1|DANA, LOC6501589|XP_001955533.2|DANA	LOC115761545|XP_030559187.1|DNOV
OG0000994	LOC6503026|XP_014761286.1|DANA	LOC115767620|XP_030567780.1|DNOV
OG0000995	LOC6504916|XP_001966586.1|DANA	LOC115764352|XP_030563170.1|DNOV
OG0000996	LOC6494660|XP_001959915.1|DANA	LOC115767070|XP_030567070.1|DNOV, LOC115762299|XP_030560326.1|DNOV
OG0000997	LOC6494847|XP_001959560.1|DANA	LOC115760733|XP_030558068.1|DNOV
OG0000998	LOC6507504|XP_014765275.1|DANA	LOC115762950|XP_030561197.1|DNOV
OG0000999	LOC6504884|XP_001966529.1|DANA	LOC115768360|XP_030568788.1|DNOV
OG0001000	LOC26514490|XP_032311485.1|DANA	LOC115759730|XP_030556652.1|DNOV
OG0001001	LOC6495875|XP_032306453.1|DANA	LOC115762352|XP_030560381.1|DNOV
OG0001002	LOC6497872|XP_032307571.1|DANA	LOC115767715|XP_030567879.1|DNOV
OG0001003	LOC6505745|XP_001964346.1|DANA, LOC6501150|XP_001954645.1|DANA	LOC115761908|XP_030559786.1|DNOV
OG0001004	LOC6505811|XP_001964413.1|DANA	LOC115770581|XP_030571766.1|DNOV
OG0001005	LOC6504891|XP_014759849.1|DANA	LOC115767970|XP_030568228.1|DNOV
OG0001006	LOC6500613|XP_001953564.1|DANA, LOC6507142|XP_001956597.1|DANA	LOC115771542|XP_030573141.1|DNOV
OG0001008	LOC6502409|XP_001962939.3|DANA, LOC6502386|XP_001967180.1|DANA	LOC115765122|XP_030564378.1|DNOV
OG0001009	LOC6500996|XP_001954320.1|DANA, LOC6500551|XP_001953439.1|DANA	LOC115765712|XP_030565233.1|DNOV
OG0001010	LOC6497859|XP_001961583.1|DANA	LOC115765542|XP_030565027.1|DNOV
OG0001011	LOC6504431|XP_001966993.3|DANA	LOC115767852|XP_030568065.1|DNOV
OG0001011	LOC6497903|XP_001961687.1|DANA	LOC115760236|XP_030557350.1|DNOV
OG0001012	LOC6504910|XP_001966575.1|DANA, LOC6504587|XP_001966574.1|DANA	LOC115767772|XP_030567957.1|DNOV, LOC115767752|XP_030567928.1|DNOV
OG0001013	LOC6507134|XP_001956611.2|DANA	LOC115770296|XP_030571392.1|DNOV
OG0001013	LOC6507110|XP_032310444.1|DANA	LOC115770074|XP_030571034.1|DNOV
OG0001014	LOC6493716|XP_001958295.1|DANA	LOC115769330|XP_030569948.1|DNOV
OG0001014	LOC6506228|XP_001958303.2|DANA	LOC115769336|XP_030569959.1|DNOV
OG0001015	LOC6501921|XP_001966694.1|DANA	LOC115765392|XP_030564781.1|DNOV
OG0001015	LOC6501905|XP_001966693.1|DANA	LOC115765303|XP_030564659.1|DNOV
OG0001016	LOC6500054|XP_001953308.2|DANA, LOC6500056|XP_001953307.1|DANA, LOC6504997|XP_032307909.1|DANA	LOC115758921|XP_030555580.1|DNOV, LOC115767291|XP_030567383.1|DNOV
OG0001017	LOC26513697|XP_014763928.1|DANA	LOC115764481|XP_030563419.1|DNOV
OG0001018	LOC6501501|XP_001955380.1|DANA	LOC115764663|XP_030563710.1|DNOV
OG0001019	LOC6505912|XP_032305482.1|DANA	LOC115771891|XP_030573635.1|DNOV
OG0001020	LOC6498764|XP_001967253.1|DANA	LOC115764381|XP_030563202.1|DNOV
OG0001021	LOC6497767|XP_032307532.1|DANA	LOC115759300|XP_030556063.1|DNOV, LOC115759299|XP_030556062.1|DNOV
OG0001022	LOC6500200|XP_001966665.2|DANA	LOC115766271|XP_030565995.1|DNOV
OG0001024	LOC6505615|XP_014760728.1|DANA	LOC115771783|XP_030573503.1|DNOV
OG0001025	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA	LOC115771104|XP_030572523.1|DNOV
OG0001026	LOC6494089|XP_001961002.1|DANA	LOC115769629|XP_030570397.1|DNOV, LOC115760702|XP_030558027.1|DNOV
OG0001027	LOC6493671|XP_001958201.1|DANA	LOC115770134|XP_030571135.1|DNOV
OG0001028	LOC6497353|XP_001962260.1|DANA	LOC115763130|XP_030561434.1|DNOV
OG0001029	LOC6496232|XP_001960505.1|DANA	LOC115765907|XP_030565512.1|DNOV
OG0001031	LOC6496735|XP_032309181.1|DANA	LOC115759029|XP_030555704.1|DNOV
OG0001032	LOC6498871|XP_014760129.1|DANA	LOC115758458|XP_030554987.1|DNOV
OG0001033	LOC26514184|XP_032311621.1|DANA	LOC115761268|XP_030558845.1|DNOV
OG0001033	LOC6503028|XP_001963380.1|DANA	LOC115758269|XP_030554692.1|DNOV
OG0001034	LOC6506118|XP_001958514.2|DANA	LOC115770297|XP_030571393.1|DNOV
OG0001035	LOC6504824|XP_001966401.1|DANA	LOC115764280|XP_030563069.1|DNOV
OG0001035	LOC6504823|XP_001966400.1|DANA	LOC115764347|XP_030563165.1|DNOV
OG0001036	LOC6505264|XP_001965649.1|DANA	LOC115764406|XP_030563260.1|DNOV
OG0001036	LOC6499551|XP_001954398.1|DANA	LOC115765752|XP_030565274.1|DNOV
OG0001037	LOC6493492|XP_001957858.2|DANA, LOC6493493|XP_001957859.1|DANA, LOC6506452|XP_001957851.2|DANA	LOC115770422|XP_030571548.1|DNOV, LOC115770423|XP_030571552.1|DNOV
OG0001038	LOC6500419|XP_001953180.1|DANA	LOC115763813|XP_030562424.1|DNOV
OG0001042	LOC6505579|XP_001964663.1|DANA	LOC115772074|XP_030573884.1|DNOV
OG0001043	LOC6504581|XP_001966588.2|DANA	LOC115764278|XP_030563067.1|DNOV
OG0001044	LOC6494560|XP_001960100.1|DANA	LOC115759661|XP_030556521.1|DNOV
OG0001045	LOC6495482|XP_032306158.1|DANA	LOC115758514|XP_030555069.1|DNOV
OG0001046	LOC6494524|XP_001960176.1|DANA	LOC115764786|XP_030563891.1|DNOV
OG0001047	LOC6507963|XP_001961087.1|DANA	LOC115764540|XP_030563513.1|DNOV, LOC115760435|XP_030557608.1|DNOV, LOC115760469|XP_030557659.1|DNOV, LOC115760436|XP_030557609.1|DNOV
OG0001048	LOC6494479|XP_001960254.1|DANA	LOC115762327|XP_030560356.1|DNOV
OG0001049	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA	LOC115760066|XP_030557106.1|DNOV
OG0001049	LOC6507707|XP_001956182.1|DANA	LOC115766976|XP_030566931.1|DNOV
OG0001050	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA	LOC115765802|XP_030565366.1|DNOV
OG0001051	LOC6504548|XP_001964924.1|DANA	LOC115759360|XP_030556142.1|DNOV
OG0001052	LOC6498035|XP_001961941.1|DANA	LOC115758575|XP_030555150.1|DNOV
OG0001053	LOC6503484|XP_001964290.1|DANA	LOC115768388|XP_030568818.1|DNOV
OG0001054	LOC6501062|XP_001954486.1|DANA	LOC115761206|XP_030558750.1|DNOV
OG0001055	LOC116655767|XP_032309837.1|DANA, LOC6499419|XP_032309817.1|DANA	LOC115766081|XP_030565744.1|DNOV, LOC115766080|XP_030565743.1|DNOV
OG0001056	LOC6503214|XP_032311844.1|DANA	LOC115767764|XP_030567946.1|DNOV
OG0001057	LOC6505382|XP_001964871.1|DANA	LOC115768549|XP_030569019.1|DNOV, LOC115762992|XP_030561238.1|DNOV
OG0001058	LOC6504597|XP_001966557.1|DANA	LOC115769086|XP_030569658.1|DNOV
OG0001059	LOC6493709|XP_001958281.2|DANA	LOC115769107|XP_030569680.1|DNOV
OG0001060	LOC6499855|XP_001953768.1|DANA	LOC115765707|XP_030565228.1|DNOV
OG0001061	LOC6502657|XP_032305514.1|DANA, LOC6502658|XP_001953625.1|DANA	LOC115761695|XP_030559424.1|DNOV
OG0001062	LOC6499155|XP_001955199.2|DANA	LOC115757693|XP_030553893.1|DNOV
OG0001063	LOC6503571|XP_032309452.1|DANA	LOC115767378|XP_030567498.1|DNOV
OG0001064	LOC6502264|XP_001966117.1|DANA	LOC115767336|XP_030567446.1|DNOV
OG0001064	LOC6503716|XP_001963871.1|DANA	LOC115768815|XP_030569373.1|DNOV
OG0001065	LOC6495345|XP_014763266.1|DANA	LOC115759430|XP_030556201.1|DNOV
OG0001066	LOC6502982|XP_001963475.3|DANA	LOC115768995|XP_030569563.1|DNOV
OG0001067	LOC6497748|XP_001961430.1|DANA	LOC115769272|XP_030569843.1|DNOV
OG0001067	LOC6497747|XP_001961431.1|DANA	LOC115769274|XP_030569846.1|DNOV
OG0001068	LOC6506616|XP_001957540.2|DANA	LOC115769458|XP_030570131.1|DNOV
OG0001068	LOC6507928|XP_001956621.1|DANA	LOC115766059|XP_030565708.1|DNOV
OG0001069	LOC6494111|XP_014762641.1|DANA	LOC115757916|XP_030554235.1|DNOV, LOC115766548|XP_030566380.1|DNOV
OG0001072	LOC6507140|XP_001956602.1|DANA	LOC115770131|XP_030571128.1|DNOV
OG0001073	LOC6499252|XP_001955021.1|DANA	LOC115772095|XP_030573916.1|DNOV
OG0001074	LOC6496521|XP_001961061.1|DANA	LOC115760974|XP_030558435.1|DNOV
OG0001075	LOC6492987|XP_014764165.1|DANA	LOC115767123|XP_030567142.1|DNOV
OG0001077	LOC6502725|XP_001964343.1|DANA	LOC115760378|XP_030557533.1|DNOV
OG0001078	LOC6505060|XP_001965537.1|DANA	LOC115766335|XP_030566088.1|DNOV
OG0001079	LOC6493436|XP_001957746.1|DANA	LOC115762600|XP_030560752.1|DNOV
OG0001080	LOC6492944|XP_001956710.1|DANA	LOC115769697|XP_030570482.1|DNOV
OG0001081	LOC6500140|XP_032305745.1|DANA	LOC115765474|XP_030564917.1|DNOV, LOC115760540|XP_030557784.1|DNOV
OG0001082	LOC6495595|XP_001959169.1|DANA	LOC115762508|XP_030560609.1|DNOV
OG0001083	LOC6492985|XP_001956794.2|DANA	LOC115767161|XP_030567201.1|DNOV
OG0001084	LOC6496634|XP_001961298.2|DANA	LOC115762073|XP_030560064.1|DNOV
OG0001085	LOC6493897|XP_001961372.2|DANA	LOC115762175|XP_030560154.1|DNOV
OG0001086	LOC6496322|XP_001960702.1|DANA	LOC115765200|XP_030564500.1|DNOV
OG0001087	LOC6497587|XP_032307769.1|DANA, LOC6497939|XP_001961759.2|DANA	LOC115758845|XP_030555486.1|DNOV
OG0001088	LOC6506999|XP_001956855.2|DANA	LOC115771025|XP_030572411.1|DNOV
OG0001089	LOC6507685|XP_001956146.1|DANA	LOC115762595|XP_030560746.1|DNOV
OG0001090	LOC6506861|XP_001957104.3|DANA	LOC115767120|XP_030567137.1|DNOV
OG0001092	LOC6498369|XP_001962641.1|DANA	LOC115759208|XP_030555959.1|DNOV
OG0001093	LOC6497317|XP_001962334.1|DANA	LOC115769250|XP_030569822.1|DNOV
OG0001094	LOC6497109|XP_001962739.1|DANA	LOC115769183|XP_030569747.1|DNOV
OG0001095	LOC6506293|XP_001958185.2|DANA	LOC115769710|XP_030570500.1|DNOV
OG0001096	LOC6497635|XP_001961667.1|DANA	LOC115758494|XP_030555036.1|DNOV
OG0001097	LOC26513851|XP_014760196.2|DANA, LOC26515443|XP_032311479.1|DANA, LOC26515555|XP_014760222.2|DANA	LOC115760143|XP_030557208.1|DNOV
OG0001099	LOC6506930|XP_001956969.1|DANA	LOC115767074|XP_030567078.1|DNOV, LOC115770646|XP_030571871.1|DNOV
OG0001100	LOC26515027|XP_014760933.1|DANA	LOC115772076|XP_030573887.1|DNOV
OG0001101	LOC6496268|XP_032306371.1|DANA	LOC115758056|XP_030554430.1|DNOV
OG0001102	LOC6507232|XP_001956425.3|DANA	LOC115768780|XP_030569338.1|DNOV
OG0001103	LOC6500718|XP_001953787.1|DANA	LOC115771905|XP_030573655.1|DNOV
OG0001104	LOC6502561|XP_001959387.2|DANA	LOC115757934|XP_030554263.1|DNOV, LOC115757947|XP_030554279.1|DNOV
OG0001105	LOC6503124|XP_001963467.1|DANA	LOC115768318|XP_030568727.1|DNOV
