Orthogroup	DANA.longest_only	DSAN.longest_only
OG0002033	LOC6502919|XP_032311836.1|DANA	LOC120455518|XP_039497729.1|DSAN
OG0002034	LOC6504843|XP_001966435.2|DANA	LOC120457170|XP_039500386.1|DSAN
OG0002035	LOC6499127|XP_001955248.2|DANA	LOC120450923|XP_039490123.1|DSAN
OG0002036	LOC6500631|XP_032305348.1|DANA	LOC120452656|XP_039492909.1|DSAN
OG0002037	LOC6502820|XP_001956140.1|DANA	LOC120448394|XP_039486315.1|DSAN
OG0002038	LOC6500121|XP_001953181.1|DANA	LOC120451507|XP_039491195.1|DSAN
OG0002039	LOC6505746|XP_001964344.1|DANA	LOC120457533|XP_039501012.1|DSAN
OG0002040	LOC26514305|XP_032305719.1|DANA	LOC120457862|XP_039501311.1|DSAN
OG0002041	LOC6495224|XP_014763193.1|DANA	LOC120444114|XP_039479578.1|DSAN
OG0002042	LOC6500096|XP_001953235.2|DANA	LOC120453377|XP_039493986.1|DSAN
OG0002043	LOC6501422|XP_001955221.1|DANA	LOC120452963|XP_039493387.1|DSAN
OG0002044	LOC6498938|XP_014765832.1|DANA	LOC120454689|XP_039496150.1|DSAN
OG0002045	LOC6501434|XP_001955243.3|DANA	LOC120453302|XP_039493869.1|DSAN
OG0002046	LOC6503616|XP_001964061.1|DANA	LOC120454901|XP_039496506.1|DSAN
OG0002047	LOC6502907|XP_014761255.1|DANA	LOC120455355|XP_039497391.1|DSAN
OG0002048	LOC6500513|XP_001953371.2|DANA	LOC120453868|XP_039494707.1|DSAN
OG0002049	LOC6499438|XP_032305665.1|DANA	LOC120452591|XP_039492816.1|DSAN
OG0002050	LOC6501315|XP_032307349.1|DANA	LOC120453928|XP_039494796.1|DSAN
OG0002051	LOC26514905|XP_014764061.1|DANA	LOC120444624|XP_039480363.1|DSAN
OG0002052	LOC6506823|XP_001957174.1|DANA	LOC120448875|XP_039487024.1|DSAN
OG0002053	LOC6499631|XP_032312359.1|DANA	LOC120451741|XP_039491583.1|DSAN
OG0002054	LOC6500358|XP_001953046.1|DANA, LOC6500360|XP_001953050.1|DANA, LOC116655261|XP_032308699.1|DANA, LOC116655304|XP_032308841.1|DANA, LOC116655265|XP_032308728.1|DANA, LOC6500359|XP_001953048.1|DANA	LOC120450802|XP_039489904.1|DSAN
OG0002055	LOC6505834|XP_001964453.1|DANA	LOC120451784|XP_039491668.1|DSAN
OG0002056	LOC6506644|XP_001957482.1|DANA	LOC120449402|XP_039487782.1|DSAN
OG0002057	LOC6498603|XP_001963141.1|DANA	LOC120447827|XP_039485350.1|DSAN
OG0002058	LOC6493437|XP_001957748.1|DANA	LOC120447985|XP_039485615.1|DSAN
OG0002059	LOC6499727|XP_001954053.1|DANA	LOC120453533|XP_039494219.1|DSAN
OG0002060	LOC6496357|XP_001960758.1|DANA	LOC120445879|XP_039482457.1|DSAN
OG0002061	LOC6494231|XP_032307187.1|DANA	LOC120444926|XP_039480860.1|DSAN
OG0002062	LOC6503613|XP_032308368.1|DANA	LOC120456161|XP_039498734.1|DSAN
OG0002063	LOC6504932|XP_001966610.1|DANA	LOC120457408|XP_039500939.1|DSAN
OG0002064	LOC6502890|XP_001963654.1|DANA	LOC120447638|XP_039485079.1|DSAN
OG0002065	LOC6493114|XP_001957072.2|DANA	LOC120449602|XP_039488104.1|DSAN
OG0002066	LOC6501619|XP_032312100.1|DANA	LOC120453604|XP_039494304.1|DSAN
OG0002067	LOC6495305|XP_001958660.1|DANA	LOC120446847|XP_039483974.1|DSAN
OG0002068	LOC6495784|XP_001959574.1|DANA	LOC120444479|XP_039480092.1|DSAN
OG0002069	LOC26514887|XP_014760159.1|DANA	LOC120457491|XP_039500976.1|DSAN
OG0002070	LOC6498972|XP_001955581.1|DANA	LOC120454385|XP_039495562.1|DSAN
OG0002071	LOC6501448|XP_001955276.1|DANA	LOC120452641|XP_039492890.1|DSAN
OG0002072	LOC6494148|XP_001960867.1|DANA	LOC120444574|XP_039480269.1|DSAN
OG0002073	LOC6493611|XP_032310074.1|DANA	LOC120449195|XP_039487482.1|DSAN
OG0002074	LOC6495165|XP_001958927.2|DANA	LOC120449704|XP_039488296.1|DSAN, LOC120444585|XP_039480280.1|DSAN
OG0002075	LOC26513924|XP_014760630.1|DANA	LOC120449473|XP_039487886.1|DSAN, LOC120449464|XP_039487873.1|DSAN
OG0002076	LOC6496395|XP_032305923.1|DANA	LOC120445624|XP_039482071.1|DSAN
OG0002077	LOC6507071|XP_032309528.1|DANA	LOC120449715|XP_039488270.1|DSAN
OG0002078	LOC6494022|XP_001961132.2|DANA	LOC120444535|XP_039480215.1|DSAN
OG0002079	LOC6507934|XP_001956640.1|DANA	LOC120447487|XP_039484817.1|DSAN
OG0002080	LOC6494302|XP_032306611.1|DANA	LOC120446913|XP_039484083.1|DSAN
OG0002081	LOC6494247|XP_032306101.1|DANA	LOC120444338|XP_039479832.1|DSAN
OG0002082	LOC6496289|XP_032306991.1|DANA	LOC120446748|XP_039483820.1|DSAN
OG0002083	LOC6504625|XP_032309251.1|DANA	LOC120456839|XP_039499825.1|DSAN
OG0002084	LOC6494498|XP_001960216.2|DANA	LOC120445465|XP_039481844.1|DSAN
OG0002085	LOC6494748|XP_032306356.1|DANA	LOC120444658|XP_039480433.1|DSAN
OG0002086	LOC6496098|XP_001960221.1|DANA	LOC120444276|XP_039479724.1|DSAN
OG0002087	LOC6493708|XP_032309659.1|DANA	LOC120448785|XP_039486908.1|DSAN
OG0002088	LOC6493222|XP_014764258.1|DANA	LOC120447947|XP_039485561.1|DSAN
OG0002089	LOC6495229|XP_001958801.1|DANA	LOC120458520|XP_039502131.1|DSAN
OG0002090	LOC6506664|XP_001957452.1|DANA	LOC120448498|XP_039486464.1|DSAN
OG0002091	LOC6494250|XP_001960662.2|DANA	LOC120445645|XP_039482119.1|DSAN
OG0002092	LOC6493085|XP_032310312.1|DANA	LOC120447914|XP_039485497.1|DSAN
OG0002093	LOC6494454|XP_001960295.1|DANA	LOC120445344|XP_039481615.1|DSAN
OG0002094	LOC6494916|XP_001959427.1|DANA	LOC120446085|XP_039482807.1|DSAN
OG0002095	LOC6502986|XP_001963466.1|DANA	LOC120455090|XP_039496897.1|DSAN
OG0002096	LOC6496348|XP_032306020.1|DANA	LOC120444638|XP_039480382.1|DSAN
OG0002097	LOC6495342|XP_001958617.2|DANA	LOC120448200|XP_039486003.1|DSAN
OG0002098	LOC6493565|XP_001958008.1|DANA	LOC120448377|XP_039486280.1|DSAN
OG0002099	LOC6499460|XP_001954592.1|DANA	LOC120450999|XP_039490244.1|DSAN
OG0002100	LOC6506344|XP_001958066.3|DANA	LOC120449009|XP_039487219.1|DSAN
OG0002101	LOC6495204|XP_032306922.1|DANA	LOC120443970|XP_039479373.1|DSAN
OG0002102	LOC6495113|XP_032307133.1|DANA	LOC120445884|XP_039482464.1|DSAN
OG0002103	LOC6499463|XP_001954584.1|DANA	LOC120452546|XP_039492755.1|DSAN
OG0002105	LOC6497555|XP_001961828.2|DANA	LOC120458231|XP_039501750.1|DSAN
OG0002106	LOC6501669|XP_001955717.2|DANA	LOC120451851|XP_039491775.1|DSAN
OG0002107	LOC6498629|XP_001963187.1|DANA	LOC120447727|XP_039485206.1|DSAN
OG0002108	LOC6501385|XP_032305500.1|DANA	LOC120452760|XP_039493078.1|DSAN
OG0002109	LOC6500560|XP_001953480.2|DANA	LOC120451070|XP_039490363.1|DSAN, LOC120451072|XP_039490365.1|DSAN
OG0002110	LOC26515051|XP_032311355.1|DANA	LOC120450154|XP_039488928.1|DSAN, LOC120444035|XP_039479475.1|DSAN
OG0002111	LOC6502465|XP_001962618.1|DANA	LOC120458215|XP_039501728.1|DSAN
OG0002111	LOC6498357|XP_032311189.1|DANA	LOC120458217|XP_039501732.1|DSAN
OG0002112	LOC116655164|XP_032308399.1|DANA	LOC120458453|XP_039502034.1|DSAN
OG0002113	LOC116654587|XP_032305859.1|DANA	LOC120453217|XP_039493741.1|DSAN
OG0002113	LOC6499207|XP_032305664.1|DANA	LOC120453517|XP_039494199.1|DSAN
OG0002114	LOC6502728|XP_001964549.2|DANA	LOC120453596|XP_039494293.1|DSAN
OG0002114	LOC6505885|XP_001964550.2|DANA	LOC120454413|XP_039495616.1|DSAN
OG0002115	LOC6494731|XP_001959772.3|DANA	LOC120445923|XP_039482516.1|DSAN
OG0002115	LOC26514127|XP_014763980.1|DANA	LOC120445922|XP_039482514.1|DSAN
OG0002116	LOC6498266|XP_001962427.1|DANA	LOC120444987|XP_039480952.1|DSAN
OG0002116	LOC6507391|XP_032310459.1|DANA	LOC120448435|XP_039486378.1|DSAN
OG0002117	LOC6501885|XP_001966734.1|DANA	LOC120444281|XP_039479730.1|DSAN
OG0002118	LOC26514480|XP_032309671.1|DANA	LOC120457522|XP_039501000.1|DSAN
OG0002119	LOC6501444|XP_001955267.3|DANA	LOC120452304|XP_039492380.1|DSAN
OG0002120	LOC6503319|XP_032311975.1|DANA	LOC120454895|XP_039496476.1|DSAN
OG0002121	LOC6499404|XP_001954705.1|DANA	LOC120453511|XP_039494190.1|DSAN
OG0002123	LOC6505490|XP_001964947.1|DANA	LOC120444097|XP_039479558.1|DSAN
OG0002124	LOC6505168|XP_001965467.2|DANA	LOC120456721|XP_039499638.1|DSAN
OG0002125	LOC6495159|XP_001958939.1|DANA	LOC120445278|XP_039481511.1|DSAN
OG0002126	LOC6493231|XP_014764263.1|DANA	LOC120449334|XP_039487669.1|DSAN
OG0002127	LOC6505265|XP_014760340.1|DANA	LOC120455844|XP_039498248.1|DSAN
OG0002128	LOC6505191|XP_001965520.2|DANA	LOC120457265|XP_039500617.1|DSAN
OG0002129	LOC116654511|XP_032305528.1|DANA, LOC6505666|XP_001964500.1|DANA	LOC120454508|XP_039495794.1|DSAN
OG0002130	LOC6504045|XP_001964076.2|DANA	LOC120457360|XP_039500817.1|DSAN
OG0002131	LOC6500901|XP_001954130.1|DANA	LOC120452536|XP_039492736.1|DSAN
OG0002132	LOC6498554|XP_001963049.1|DANA	LOC120458332|XP_039501884.1|DSAN
OG0002133	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA	LOC120455645|XP_039497970.1|DSAN
OG0002134	LOC6503845|XP_001963707.1|DANA	LOC120455717|XP_039498066.1|DSAN
OG0002135	LOC6503981|XP_032308588.1|DANA	LOC120456177|XP_039498780.1|DSAN
OG0002136	LOC6499020|XP_001955502.1|DANA	LOC120452252|XP_039492314.1|DSAN
OG0002137	LOC6499819|XP_001953848.1|DANA	LOC120450770|XP_039489857.1|DSAN
OG0002138	LOC6502121|XP_001966168.1|DANA	LOC120456267|XP_039498926.1|DSAN
OG0002139	LOC6504924|XP_014759857.1|DANA	LOC120455571|XP_039497872.1|DSAN
OG0002140	LOC6501957|XP_001966761.1|DANA	LOC120456264|XP_039498922.1|DSAN
OG0002141	LOC6503223|XP_001965861.1|DANA	LOC120448527|XP_039486500.1|DSAN
OG0002142	LOC6499605|XP_001954310.1|DANA	LOC120453471|XP_039494134.1|DSAN
OG0002143	LOC6497981|XP_001961836.1|DANA	LOC120453624|XP_039494343.1|DSAN
OG0002144	LOC6506061|XP_001966649.1|DANA	LOC120454834|XP_039496243.1|DSAN
OG0002145	LOC6500422|XP_001953186.1|DANA	LOC120452902|XP_039493294.1|DSAN
OG0002146	LOC6500992|XP_014766844.1|DANA	LOC120451156|XP_039490524.1|DSAN
OG0002147	LOC6503525|XP_032308732.1|DANA	LOC120455116|XP_039496940.1|DSAN
OG0002148	LOC6506547|XP_001957676.2|DANA	LOC120449749|XP_039488317.1|DSAN
OG0002149	LOC6501773|XP_032308023.1|DANA	LOC120454866|XP_039496351.1|DSAN
OG0002150	LOC6503908|XP_001963822.1|DANA	LOC120456516|XP_039499317.1|DSAN
OG0002151	LOC6498598|XP_001963132.2|DANA	LOC120458852|XP_039502613.1|DSAN
OG0002152	LOC6500888|XP_032307693.1|DANA	LOC120452971|XP_039493401.1|DSAN
OG0002153	LOC6506003|XP_001964762.1|DANA	LOC120450888|XP_039490062.1|DSAN
OG0002154	LOC6503603|XP_001964075.2|DANA	LOC120457356|XP_039500808.1|DSAN
OG0002155	LOC6505576|XP_001964670.1|DANA	LOC120453837|XP_039494665.1|DSAN
OG0002156	LOC6493862|XP_001958580.2|DANA	LOC120448729|XP_039486835.1|DSAN
OG0002157	LOC6500366|XP_001953059.2|DANA	LOC120451191|XP_039490573.1|DSAN
OG0002158	LOC6494835|XP_001959575.1|DANA	LOC120444481|XP_039480095.1|DSAN
OG0002159	LOC6494716|XP_014762929.1|DANA	LOC120446736|XP_039483793.1|DSAN
OG0002160	LOC6499210|XP_001955104.3|DANA	LOC120454138|XP_039495129.1|DSAN
OG0002161	LOC6505656|XP_001964520.1|DANA	LOC120451837|XP_039491747.1|DSAN
OG0002162	LOC6500318|XP_014766498.1|DANA	LOC120452664|XP_039492937.1|DSAN
OG0002163	LOC6504148|XP_001964272.1|DANA	LOC120455778|XP_039498169.1|DSAN
OG0002164	LOC6500050|XP_001953316.1|DANA	LOC120453004|XP_039493443.1|DSAN
OG0002165	LOC6500282|XP_001952880.2|DANA	LOC120444433|XP_039480017.1|DSAN
OG0002166	LOC6498458|XP_001962863.1|DANA	LOC120458177|XP_039501675.1|DSAN
OG0002167	LOC6494444|XP_001960307.1|DANA	LOC120446552|XP_039483502.1|DSAN
OG0002168	LOC6495361|XP_001958663.3|DANA	LOC120445214|XP_039481402.1|DSAN
OG0002169	LOC6507303|XP_001956283.1|DANA	LOC120447726|XP_039485202.1|DSAN
OG0002170	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA	LOC120454889|XP_039496457.1|DSAN
OG0002171	LOC6499821|XP_001953844.2|DANA	LOC120451782|XP_039491665.1|DSAN
OG0002172	LOC6500808|XP_001953955.1|DANA	LOC120453544|XP_039494230.1|DSAN
OG0002173	LOC6496885|XP_001963209.1|DANA	LOC120458759|XP_039502467.1|DSAN
OG0002174	LOC6500263|XP_001952914.1|DANA	LOC120452145|XP_039492169.1|DSAN
OG0002175	LOC6500294|XP_001952913.1|DANA	LOC120452146|XP_039492170.1|DSAN
OG0002176	LOC6499215|XP_001955088.1|DANA	LOC120451829|XP_039491738.1|DSAN
OG0002177	LOC6500716|XP_001953783.1|DANA	LOC120452708|XP_039493002.1|DSAN
OG0002178	LOC6505595|XP_001964625.2|DANA	LOC120451379|XP_039490969.1|DSAN
OG0002179	LOC6499882|XP_001953706.2|DANA	LOC120452124|XP_039492140.1|DSAN
OG0002180	LOC6501599|XP_032312076.1|DANA	LOC120450993|XP_039490232.1|DSAN
OG0002181	LOC6504465|XP_001966955.1|DANA	LOC120456299|XP_039498980.1|DSAN
OG0002182	LOC6500930|XP_014766804.1|DANA	LOC120453875|XP_039494714.1|DSAN
OG0002183	LOC6496133|XP_001960301.1|DANA	LOC120444608|XP_039480318.1|DSAN
OG0002184	LOC6499035|XP_001955468.1|DANA	LOC120451724|XP_039491561.1|DSAN
OG0002185	LOC6505648|XP_032305512.1|DANA	LOC120451256|XP_039490715.1|DSAN
OG0002186	LOC6497113|XP_001962730.1|DANA	LOC120458547|XP_039502162.1|DSAN
OG0002187	LOC6498949|XP_001955621.1|DANA	LOC120452793|XP_039493120.1|DSAN
OG0002188	LOC6494894|XP_014763061.1|DANA	LOC120446314|XP_039483164.1|DSAN
OG0002189	LOC26514498|XP_014760180.1|DANA	LOC120457525|XP_039501004.1|DSAN
OG0002190	LOC6500756|XP_001953856.1|DANA	LOC120450893|XP_039490066.1|DSAN
OG0002191	LOC6506748|XP_001957313.1|DANA	LOC120450451|XP_039489404.1|DSAN
OG0002192	LOC6506273|XP_001958219.1|DANA	LOC120448422|XP_039486356.1|DSAN
OG0002193	LOC6500312|XP_001952947.1|DANA	LOC120452103|XP_039492113.1|DSAN
OG0002194	LOC6501477|XP_001955327.1|DANA	LOC120453941|XP_039494820.1|DSAN
OG0002195	LOC6501443|XP_001955265.1|DANA	LOC120451330|XP_039490841.1|DSAN
OG0002196	LOC6500222|XP_014766422.1|DANA	LOC120452914|XP_039493311.1|DSAN
OG0002197	LOC6507525|XP_001955855.1|DANA	LOC120449241|XP_039487550.1|DSAN
OG0002198	LOC6499643|XP_032305863.1|DANA	LOC120450757|XP_039489819.1|DSAN
OG0002199	LOC6505887|XP_001964553.1|DANA	LOC120452949|XP_039493366.1|DSAN
OG0002200	LOC6502244|XP_001966073.1|DANA	LOC120455445|XP_039497586.1|DSAN
OG0002202	LOC6501388|XP_014767017.1|DANA	LOC120451144|XP_039490501.1|DSAN
OG0002203	LOC6500262|XP_001952915.3|DANA	LOC120452422|XP_039492581.1|DSAN
OG0002204	LOC6499116|XP_001955268.1|DANA	LOC120451820|XP_039491723.1|DSAN
OG0002205	LOC6500179|XP_001953075.1|DANA	LOC120452884|XP_039493273.1|DSAN
OG0002206	LOC6499793|XP_001953903.1|DANA	LOC120451941|XP_039491895.1|DSAN
OG0002207	LOC6499233|XP_001955055.2|DANA	LOC120452271|XP_039492336.1|DSAN
OG0002208	LOC6499235|XP_001955052.2|DANA	LOC120453108|XP_039493575.1|DSAN
OG0002209	LOC6504925|XP_001966603.1|DANA	LOC120457410|XP_039500942.1|DSAN
OG0002210	LOC6499157|XP_014765934.1|DANA	LOC120451058|XP_039490349.1|DSAN
OG0002211	LOC6500379|XP_032312137.1|DANA	LOC120451557|XP_039491291.1|DSAN
OG0002212	LOC6501365|XP_001955084.2|DANA	LOC120451832|XP_039491741.1|DSAN
OG0002213	LOC6499970|XP_001953525.1|DANA	LOC120454461|XP_039495709.1|DSAN
OG0002214	LOC6499760|XP_014766216.1|DANA	LOC120451931|XP_039491886.1|DSAN, LOC120451442|XP_039491053.1|DSAN
OG0002215	LOC6500906|XP_014766785.2|DANA	LOC120452674|XP_039492952.1|DSAN
OG0002216	LOC6505047|XP_001965567.1|DANA	LOC120450886|XP_039490060.1|DSAN
OG0002217	LOC6500235|XP_001952971.1|DANA	LOC120454397|XP_039495582.1|DSAN
OG0002218	LOC6504576|XP_001966594.1|DANA	LOC120456047|XP_039498558.1|DSAN
OG0002219	LOC6500164|XP_001953104.1|DANA	LOC120451981|XP_039491943.1|DSAN
OG0002220	LOC6500385|XP_032305738.1|DANA	LOC120451139|XP_039490494.1|DSAN
OG0002221	LOC6507769|XP_001956318.3|DANA	LOC120448822|XP_039486955.1|DSAN
OG0002222	LOC6496467|XP_001960963.1|DANA	LOC120444495|XP_039480138.1|DSAN
OG0002223	LOC6494133|XP_032306606.1|DANA	LOC120444324|XP_039479807.1|DSAN
OG0002224	LOC6496030|XP_032307267.1|DANA	LOC120448548|XP_039486540.1|DSAN
OG0002225	LOC6493196|XP_032310779.1|DANA	LOC120449355|XP_039487701.1|DSAN
OG0002226	LOC6496638|XP_001961307.1|DANA	LOC120444931|XP_039480869.1|DSAN
OG0002227	LOC6494985|XP_032306762.1|DANA	LOC120458731|XP_039502413.1|DSAN
OG0002228	LOC6495198|XP_001958872.1|DANA	LOC120447000|XP_039484242.1|DSAN
OG0002229	LOC6495839|XP_001959685.2|DANA	LOC120444285|XP_039479735.1|DSAN
OG0002230	LOC6495938|XP_001959890.1|DANA	LOC120444468|XP_039480074.1|DSAN
OG0002231	LOC6495090|XP_001959085.1|DANA	LOC120458173|XP_039501672.1|DSAN
OG0002232	LOC6495833|XP_001959678.1|DANA	LOC120445032|XP_039481051.1|DSAN
OG0002233	LOC6506651|XP_001957473.2|DANA	LOC120448302|XP_039486176.1|DSAN
OG0002235	LOC6495867|XP_001959747.2|DANA	LOC120444777|XP_039480647.1|DSAN
OG0002236	LOC6494903|XP_001959458.1|DANA	LOC120444644|XP_039480403.1|DSAN
OG0002237	LOC6495740|XP_014763471.1|DANA	LOC120446307|XP_039483155.1|DSAN
OG0002238	LOC6493940|XP_032311467.1|DANA	LOC120449108|XP_039487354.1|DSAN
OG0002239	LOC6496241|XP_001960520.1|DANA	LOC120446636|XP_039483637.1|DSAN
OG0002240	LOC6495178|XP_001958906.1|DANA	LOC120446286|XP_039483109.1|DSAN
OG0002241	LOC6507294|XP_001956297.2|DANA	LOC120450224|XP_039489035.1|DSAN
OG0002242	LOC6507032|XP_001956788.1|DANA	LOC120448189|XP_039485988.1|DSAN
OG0002243	LOC26513687|XP_014760888.1|DANA	LOC120451269|XP_039490739.1|DSAN
OG0002244	LOC6506525|XP_032310164.1|DANA	LOC120450364|XP_039489282.1|DSAN
OG0002245	LOC6506784|XP_001957246.1|DANA	LOC120450631|XP_039489714.1|DSAN
OG0002246	LOC6495987|XP_032306609.1|DANA	LOC120453247|XP_039493797.1|DSAN
OG0002247	LOC26513899|XP_014763954.1|DANA	LOC120445215|XP_039481403.1|DSAN
OG0002248	LOC6507687|XP_001956148.2|DANA	LOC120447556|XP_039484943.1|DSAN
OG0002249	LOC6493159|XP_014764244.1|DANA	LOC120449576|XP_039488064.1|DSAN
OG0002250	LOC6495062|XP_032306973.1|DANA	LOC120446790|XP_039483880.1|DSAN
OG0002251	LOC6495584|XP_032306744.1|DANA	LOC120446354|XP_039483217.1|DSAN
OG0002252	LOC6495593|XP_014763361.1|DANA	LOC120446105|XP_039482830.1|DSAN
OG0002253	LOC26514309|XP_032306226.1|DANA	LOC120445836|XP_039482391.1|DSAN
OG0002254	LOC6501541|XP_001955447.1|DANA	LOC120454408|XP_039495604.1|DSAN
OG0002255	LOC6502905|XP_001963619.1|DANA	LOC120455361|XP_039497402.1|DSAN
OG0002256	LOC6493955|XP_001961255.1|DANA	LOC120444626|XP_039480368.1|DSAN
OG0002257	LOC6495269|XP_001958732.3|DANA	LOC120457728|XP_039501162.1|DSAN
OG0002258	LOC6506197|XP_032309515.1|DANA	LOC120448024|XP_039485699.1|DSAN
OG0002259	LOC6503209|XP_001963646.1|DANA	LOC120457236|XP_039500552.1|DSAN
OG0002260	LOC6493717|XP_001958296.1|DANA	LOC120450553|XP_039489591.1|DSAN
OG0002261	LOC6506353|XP_001958048.1|DANA	LOC120449670|XP_039488204.1|DSAN
OG0002262	LOC6494347|XP_001960490.2|DANA	LOC120450021|XP_039488682.1|DSAN
OG0002263	LOC6506791|XP_001957235.1|DANA	LOC120447541|XP_039484921.1|DSAN
OG0002264	LOC6494106|XP_001960964.3|DANA	LOC120444494|XP_039480136.1|DSAN
OG0002265	LOC6493474|XP_001957830.1|DANA	LOC120448341|XP_039486238.1|DSAN
OG0002266	LOC6493700|XP_001958263.1|DANA	LOC120449628|XP_039488149.1|DSAN
OG0002267	LOC6493014|XP_001956854.1|DANA	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN
OG0002268	LOC6506833|XP_001957149.1|DANA	LOC120447524|XP_039484891.1|DSAN
OG0002269	LOC6494362|XP_001960463.1|DANA	LOC120445295|XP_039481532.1|DSAN
OG0002270	LOC6494151|XP_001960862.1|DANA	LOC120445828|XP_039482382.1|DSAN
OG0002271	LOC6507005|XP_001956842.1|DANA	LOC120448772|XP_039486890.1|DSAN
OG0002272	LOC6507453|XP_001955982.1|DANA	LOC120450424|XP_039489366.1|DSAN
OG0002273	LOC6493240|XP_032310651.1|DANA	LOC120450361|XP_039489277.1|DSAN
OG0002274	LOC6493800|XP_032310517.1|DANA	LOC120449495|XP_039487912.1|DSAN
OG0002275	LOC6507033|XP_001956786.1|DANA	LOC120448570|XP_039486564.1|DSAN
OG0002276	LOC6507656|XP_014765388.1|DANA	LOC120448593|XP_039486612.1|DSAN
OG0002277	LOC26515182|XP_032310620.1|DANA	LOC120449739|XP_039488307.1|DSAN
OG0002278	LOC6493334|XP_032310304.1|DANA	LOC120448389|XP_039486311.1|DSAN
OG0002279	LOC6493552|XP_001957983.2|DANA	LOC120448237|XP_039486075.1|DSAN
OG0002280	LOC6506571|XP_001957621.2|DANA	LOC120448606|XP_039486642.1|DSAN
OG0002281	LOC6493374|XP_001957630.1|DANA	LOC120449921|XP_039488547.1|DSAN
OG0002282	LOC6493400|XP_001957672.1|DANA	LOC120450192|XP_039488992.1|DSAN
OG0002283	LOC6494702|XP_001959827.1|DANA	LOC120445682|XP_039482173.1|DSAN
OG0002284	LOC6494080|XP_001961016.1|DANA	LOC120443905|XP_039479268.1|DSAN
OG0002285	LOC6503633|XP_001964032.1|DANA	LOC120455898|XP_039498329.1|DSAN
OG0002286	LOC6494167|XP_001960837.2|DANA	LOC120445669|XP_039482152.1|DSAN
OG0002287	LOC6494152|XP_001960861.2|DANA	LOC120445347|XP_039481618.1|DSAN
OG0002288	LOC6493007|XP_014764177.1|DANA	LOC120450470|XP_039489443.1|DSAN
OG0002289	LOC6493032|XP_001956905.1|DANA	LOC120449389|XP_039487764.1|DSAN
OG0002290	LOC6498208|XP_001962304.1|DANA	LOC120443700|XP_039478875.1|DSAN
OG0002291	LOC6496515|XP_032306271.1|DANA	LOC120443962|XP_039479359.1|DSAN
OG0002292	LOC6494627|XP_032306813.1|DANA	LOC120458825|XP_039502573.1|DSAN
OG0002293	LOC116656506|XP_032312044.1|DANA	LOC120458101|XP_039501564.1|DSAN
OG0002294	LOC6499467|XP_001954578.1|DANA	LOC120450788|XP_039489885.1|DSAN
OG0002295	LOC6497762|XP_032307525.1|DANA	LOC120458389|XP_039501946.1|DSAN
OG0002296	LOC6504632|XP_032310945.1|DANA	LOC120458340|XP_039501894.1|DSAN
OG0002297	LOC6494642|XP_032312349.1|DANA	LOC120450754|XP_039489811.1|DSAN
OG0002298	LOC6494228|XP_014762676.1|DANA	LOC120446320|XP_039483169.1|DSAN
OG0002299	LOC6495295|XP_001958682.1|DANA	LOC120446648|XP_039483653.1|DSAN
OG0002300	LOC6497139|XP_032311257.1|DANA	LOC120458724|XP_039502408.1|DSAN
OG0002301	LOC6497250|XP_014761583.1|DANA	LOC120445637|XP_039482110.1|DSAN
OG0002302	LOC6497245|XP_014761579.1|DANA	LOC120444938|XP_039480873.1|DSAN
OG0002303	LOC6504026|XP_001964030.3|DANA	LOC120456250|XP_039498904.1|DSAN
OG0002304	LOC6497814|XP_001961502.1|DANA	LOC120458142|XP_039501620.1|DSAN
OG0002305	LOC6506774|XP_001957266.1|DANA	LOC120448128|XP_039485879.1|DSAN
OG0002306	LOC6497199|XP_001962571.1|DANA	LOC120444011|XP_039479426.1|DSAN
OG0002307	LOC6496839|XP_001963298.1|DANA	LOC120453586|XP_039494284.1|DSAN
OG0002308	LOC6504621|XP_001964891.2|DANA	LOC120445171|XP_039481289.1|DSAN
OG0002309	LOC6497214|XP_001962544.1|DANA	LOC120452932|XP_039493347.1|DSAN
OG0002310	LOC6497964|XP_001961805.1|DANA	LOC120457702|XP_039501132.1|DSAN
OG0002311	LOC6497253|XP_032307674.1|DANA	LOC120446767|XP_039483838.1|DSAN
OG0002312	LOC6504345|XP_001965013.2|DANA	LOC120455558|XP_039497843.1|DSAN
OG0002313	LOC6496367|XP_014763782.1|DANA	LOC120446047|XP_039482756.1|DSAN
OG0002314	LOC6495425|XP_001958821.1|DANA	LOC120458774|XP_039502487.1|DSAN
OG0002315	LOC6495496|XP_014763336.1|DANA	LOC120446332|XP_039483180.1|DSAN
OG0002316	LOC6498439|XP_001962824.2|DANA	LOC120458758|XP_039502464.1|DSAN
OG0002317	LOC6506324|XP_014764707.1|DANA	LOC120448091|XP_039485819.1|DSAN
OG0002318	LOC6497895|XP_001961666.1|DANA	LOC120446579|XP_039483535.1|DSAN
OG0002319	LOC6505710|XP_001964990.1|DANA	LOC120458285|XP_039501816.1|DSAN
OG0002320	LOC6495577|XP_001959131.1|DANA	LOC120445040|XP_039481063.1|DSAN
OG0002321	LOC6494935|XP_032305946.1|DANA	LOC120446873|XP_039484013.1|DSAN
OG0002322	LOC6497156|XP_001962654.3|DANA	LOC120457797|XP_039501228.1|DSAN
