Orthogroup	DANA.longest_only	DELE.longest_only
OG0001377	LOC6505475|XP_001964934.2|DANA	LOC108138105|XP_017115591.1|DELE
OG0001378	LOC6498231|XP_032307509.1|DANA	LOC108150696|XP_017134446.1|DELE
OG0001379	LOC6498057|XP_014761951.1|DANA	LOC108134751|XP_017110681.1|DELE
OG0001380	LOC6496671|XP_001961371.2|DANA	LOC108134993|XP_017111014.1|DELE
OG0001381	LOC6496421|XP_032307210.1|DANA	LOC108137937|XP_017115379.1|DELE
OG0001382	LOC6503284|XP_014759110.1|DANA	LOC108138772|XP_017116716.1|DELE
OG0001383	LOC6495075|XP_001959121.1|DANA	LOC108149783|XP_017133130.1|DELE
OG0001384	LOC6497523|XP_014761719.1|DANA	LOC108139033|XP_017117131.1|DELE
OG0001385	LOC6504562|XP_001964906.2|DANA	LOC108141833|XP_017120904.1|DELE
OG0001387	LOC6496853|XP_001963272.1|DANA	LOC108138320|XP_017115967.1|DELE
OG0001388	LOC6496954|XP_001963064.2|DANA	LOC108142018|XP_017121181.1|DELE
OG0001389	LOC6499044|XP_032311132.1|DANA	LOC108147296|XP_017129207.1|DELE
OG0001391	LOC6498019|XP_001961904.1|DANA	LOC108138983|XP_017117057.1|DELE
OG0001392	LOC6505294|XP_001965704.2|DANA	LOC108135944|XP_017112385.1|DELE
OG0001393	LOC6505212|XP_001965556.1|DANA	LOC108138889|XP_017116910.1|DELE
OG0001394	LOC6496933|XP_014761435.1|DANA	LOC108141948|XP_017121079.1|DELE
OG0001395	LOC6494219|XP_001965954.1|DANA	LOC108135509|XP_017111746.1|DELE
OG0001396	LOC6505242|XP_001965608.1|DANA	LOC108142694|XP_017122192.1|DELE
OG0001397	LOC6499434|XP_032312182.1|DANA	LOC108140758|XP_017119231.1|DELE
OG0001398	LOC6504119|XP_001964223.1|DANA	LOC108137678|XP_017115023.1|DELE
OG0001399	LOC26514407|XP_032311528.1|DANA	LOC108148498|XP_017131025.1|DELE
OG0001400	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA	LOC108149979|XP_017133393.1|DELE
OG0001401	LOC6507115|XP_001956641.1|DANA	LOC108142236|XP_017121444.1|DELE
OG0001402	LOC6506735|XP_001957332.1|DANA	LOC108142863|XP_017122425.1|DELE
OG0001403	LOC6507950|XP_001958044.1|DANA	LOC108145986|XP_017127216.1|DELE
OG0001404	LOC6494045|XP_001961088.2|DANA	LOC108149114|XP_017132005.1|DELE
OG0001405	LOC6496132|XP_001960296.1|DANA	LOC108143719|XP_017123744.1|DELE
OG0001406	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA	LOC108142253|XP_017121462.1|DELE
OG0001407	LOC6506944|XP_001956940.1|DANA	LOC108135505|XP_017111738.1|DELE
OG0001408	LOC6496177|XP_001960379.1|DANA	LOC108141275|XP_017120030.1|DELE
OG0001411	LOC6498961|XP_001955602.1|DANA	LOC108139364|XP_017117579.1|DELE
OG0001412	LOC6496832|XP_001963314.1|DANA	LOC108150491|XP_017134189.1|DELE, LOC108138204|XP_017115812.1|DELE
OG0001413	LOC6496054|XP_001960122.1|DANA	LOC108144214|XP_017124377.1|DELE, LOC108144248|XP_017124416.1|DELE
OG0001414	LOC26515295|XP_014764118.1|DANA	LOC108147031|XP_017128777.1|DELE
OG0001414	LOC6495628|XP_014763384.1|DANA	LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE
OG0001415	LOC6495166|XP_001958926.1|DANA	LOC108144131|XP_017124264.1|DELE
OG0001416	LOC6498250|XP_032307467.1|DANA	LOC108135188|XP_017111298.1|DELE
OG0001416	LOC6507072|XP_001956714.1|DANA	LOC108145940|XP_017127137.1|DELE
OG0001417	LOC26515579|XP_014761237.1|DANA	LOC108136394|XP_017112993.1|DELE, LOC108136663|XP_017113476.1|DELE
OG0001418	LOC6493020|XP_001956872.2|DANA	LOC108150138|XP_017133595.1|DELE
OG0001418	LOC6502832|XP_001956870.2|DANA	LOC108150378|XP_017134006.1|DELE
OG0001419	LOC6497501|XP_001961951.1|DANA	LOC108149284|XP_017132217.1|DELE, LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE
OG0001420	LOC6498941|XP_001955634.1|DANA	LOC108148928|XP_017131733.1|DELE
OG0001421	LOC6505818|XP_001964429.1|DANA	LOC108140596|XP_017118992.1|DELE
OG0001421	LOC6497325|XP_014761646.1|DANA	LOC108148002|XP_017130319.1|DELE
OG0001422	LOC6507076|XP_001956708.1|DANA	LOC108146516|XP_017128041.1|DELE
OG0001423	LOC6499286|XP_001954950.2|DANA	LOC108140409|XP_017118614.1|DELE
OG0001425	LOC6495020|XP_001959214.1|DANA, LOC6495022|XP_001959212.1|DANA, LOC6495021|XP_001959213.1|DANA, LOC6495019|XP_001959215.1|DANA	LOC108139122|XP_017117227.1|DELE
OG0001426	LOC6498119|XP_001962115.2|DANA	LOC108148062|XP_017130404.1|DELE
OG0001426	LOC26514665|XP_032308784.1|DANA	LOC108136371|XP_017112973.1|DELE
OG0001427	LOC6497709|XP_001961513.1|DANA	LOC108138688|XP_017116524.1|DELE
OG0001428	LOC6507235|XP_014765110.1|DANA	LOC108143188|XP_017122927.1|DELE, LOC108150151|XP_017133607.1|DELE, LOC108135476|XP_017111707.1|DELE
OG0001429	LOC6501562|XP_001955476.1|DANA	LOC108139299|XP_017117486.1|DELE
OG0001430	LOC6500154|XP_001953119.1|DANA	LOC108139217|XP_017117358.1|DELE
OG0001431	LOC6501953|XP_001966755.1|DANA	LOC108136385|XP_017112986.1|DELE
OG0001432	LOC6502276|XP_001966147.1|DANA	LOC108136492|XP_017113199.1|DELE
OG0001433	LOC6501065|XP_032305802.1|DANA	LOC108137400|XP_017114548.1|DELE
OG0001434	LOC6504967|XP_032307871.1|DANA	LOC108135911|XP_017112323.1|DELE
OG0001435	LOC6496501|XP_032306196.1|DANA	LOC108145440|XP_017126356.1|DELE
OG0001436	LOC6504662|XP_001966450.2|DANA	LOC108137167|XP_017114227.1|DELE
OG0001437	LOC6497507|XP_001961938.1|DANA	LOC108149529|XP_017132650.1|DELE
OG0001438	LOC6499222|XP_001955075.1|DANA	LOC108148766|XP_017131458.1|DELE
OG0001439	LOC6500774|XP_001953890.1|DANA	LOC108140772|XP_017119249.1|DELE
OG0001440	LOC6498756|XP_001967266.1|DANA	LOC108137079|XP_017114093.1|DELE
OG0001441	LOC6502950|XP_001963533.2|DANA	LOC108147737|XP_017129957.1|DELE
OG0001442	LOC6497285|XP_001962391.1|DANA	LOC108135189|XP_017111299.1|DELE
OG0001443	LOC6498991|XP_001955550.1|DANA	LOC108148654|XP_017131274.1|DELE
OG0001444	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA	LOC108143990|XP_017124094.1|DELE
OG0001445	LOC6500986|XP_032305977.1|DANA	LOC108141231|XP_017119975.1|DELE
OG0001446	LOC6501047|XP_014766871.1|DANA	LOC108148679|XP_017131310.1|DELE
OG0001447	LOC6499409|XP_001954697.2|DANA	LOC108140665|XP_017119096.1|DELE
OG0001448	LOC6498982|XP_014765863.1|DANA	LOC108148784|XP_017131488.1|DELE
OG0001449	LOC6494632|XP_001959979.1|DANA	LOC108141512|XP_017120430.1|DELE
OG0001450	LOC6507945|XP_001962710.1|DANA	LOC108141588|XP_017120525.1|DELE
OG0001451	LOC6495540|XP_032306700.1|DANA	LOC108147343|XP_017129259.1|DELE
OG0001452	LOC6495464|XP_014763321.2|DANA	LOC108145442|XP_017126359.1|DELE
OG0001453	LOC6506925|XP_001956979.1|DANA	LOC108142749|XP_017122264.1|DELE
OG0001454	LOC6499869|XP_032306127.1|DANA	LOC108148334|XP_017130825.1|DELE
OG0001455	LOC6506584|XP_032310836.1|DANA	LOC108146754|XP_017128373.1|DELE
OG0001456	LOC6495636|XP_032306274.1|DANA	LOC108135007|XP_017111030.1|DELE
OG0001457	LOC6495781|XP_001959565.1|DANA	LOC108144984|XP_017125626.1|DELE
OG0001458	LOC6496342|XP_001960730.1|DANA	LOC108149686|XP_017132940.1|DELE
OG0001459	LOC6506394|XP_001957948.1|DANA	LOC108142652|XP_017122142.1|DELE
OG0001460	LOC6496028|XP_014763603.1|DANA	LOC108149611|XP_017132809.1|DELE
OG0001461	LOC6503189|XP_032311859.1|DANA	LOC108134901|XP_017110896.1|DELE
OG0001462	LOC6502831|XP_032310793.1|DANA	LOC108146074|XP_017127379.1|DELE
OG0001463	LOC6500482|XP_032310615.1|DANA	LOC108148810|XP_017131532.1|DELE
OG0001464	LOC6504893|XP_001966544.1|DANA	LOC108136290|XP_017112865.1|DELE
OG0001465	LOC6493951|XP_001961260.1|DANA	LOC108143606|XP_017123618.1|DELE
OG0001466	LOC6498464|XP_001962879.1|DANA	LOC108138267|XP_017115907.1|DELE
OG0001467	LOC6497937|XP_001961752.1|DANA	LOC108134537|XP_017110373.1|DELE
OG0001468	LOC6493547|XP_001957977.2|DANA	LOC108142839|XP_017122394.1|DELE
OG0001469	LOC6494890|XP_001959484.1|DANA	LOC108149754|XP_017133054.1|DELE
OG0001470	LOC6507835|XP_001956445.1|DANA	LOC108142853|XP_017122410.1|DELE
OG0001471	LOC6507057|XP_032309541.1|DANA	LOC108145847|XP_017126955.1|DELE
OG0001472	LOC6493385|XP_001957648.1|DANA	LOC108146700|XP_017128253.1|DELE
OG0001473	LOC6500976|XP_001954286.2|DANA	LOC108141022|XP_017119592.1|DELE
OG0001474	LOC6503094|XP_001963412.1|DANA	LOC108141073|XP_017119727.1|DELE
OG0001475	LOC6495758|XP_001959513.1|DANA	LOC108141417|XP_017120278.1|DELE
OG0001476	LOC6496791|XP_001965771.3|DANA	LOC108136582|XP_017113383.1|DELE
OG0001477	LOC6505518|XP_001964778.1|DANA	LOC108148863|XP_017131652.1|DELE
OG0001478	LOC6507403|XP_001965367.1|DANA	LOC108137845|XP_017115259.1|DELE
OG0001479	LOC6504730|XP_001966317.1|DANA	LOC108137711|XP_017115083.1|DELE
OG0001480	LOC6503347|XP_001965375.1|DANA	LOC108137842|XP_017115257.1|DELE
OG0001481	LOC6497932|XP_001961745.2|DANA	LOC108141815|XP_017120880.1|DELE
OG0001482	LOC6494139|XP_001960885.1|DANA	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE
OG0001483	LOC6505388|XP_001966911.1|DANA	LOC108136485|XP_017113192.1|DELE
OG0001484	LOC6497014|XP_001962926.2|DANA	LOC108134680|XP_017110567.1|DELE
OG0001485	LOC6506289|XP_001958192.1|DANA	LOC108146389|XP_017127872.1|DELE
OG0001486	LOC6497394|XP_001962171.1|DANA	LOC108138611|XP_017116390.1|DELE, LOC108138913|XP_017116960.1|DELE
OG0001487	LOC26514765|XP_014760157.1|DANA	LOC108134647|XP_017110529.1|DELE
OG0001488	LOC6494058|XP_001961068.1|DANA	LOC108149044|XP_017131877.1|DELE
OG0001489	LOC6497260|XP_032307420.1|DANA	LOC108138728|XP_017116583.1|DELE
OG0001490	LOC6497801|XP_001961476.1|DANA	LOC108147826|XP_017130069.1|DELE
OG0001491	LOC6498093|XP_001962067.1|DANA	LOC108147914|XP_017130166.1|DELE
OG0001492	LOC6503469|XP_001965310.2|DANA	LOC108150693|XP_017134443.1|DELE
OG0001493	LOC6502988|XP_001963461.1|DANA	LOC108134915|XP_017110917.1|DELE
OG0001495	LOC26515105|XP_032306199.1|DANA	LOC108145466|XP_017126405.1|DELE
OG0001496	LOC6503782|XP_001963755.1|DANA	LOC108138531|XP_017116282.1|DELE
OG0001497	LOC6494676|XP_001959883.2|DANA	LOC108143591|XP_017123601.1|DELE
OG0001498	LOC6500094|XP_032312281.1|DANA	LOC108141201|XP_017119935.1|DELE
OG0001500	LOC6494354|XP_032307202.1|DANA	LOC108141596|XP_017120532.1|DELE
OG0001501	LOC6505831|XP_001964451.1|DANA	LOC108135095|XP_017111157.1|DELE
OG0001502	LOC6495479|XP_001958937.1|DANA	LOC108144564|XP_017125039.1|DELE
OG0001503	LOC6495087|XP_032306663.1|DANA	LOC108149657|XP_017132888.1|DELE
OG0001504	LOC6503555|XP_032308777.1|DANA	LOC108137576|XP_017114792.1|DELE
OG0001505	LOC6494313|XP_032306316.1|DANA	LOC108144159|XP_017124292.1|DELE
OG0001506	LOC6496242|XP_014763708.1|DANA	LOC108143448|XP_017123368.1|DELE
OG0001507	LOC6496117|XP_014763634.1|DANA	LOC108143675|XP_017123675.1|DELE
OG0001508	LOC6495999|XP_001960011.1|DANA	LOC108144979|XP_017125619.1|DELE
OG0001509	LOC6496102|XP_032307197.1|DANA	LOC108141664|XP_017120627.1|DELE
OG0001510	LOC6498402|XP_001962723.1|DANA	LOC108148269|XP_017130716.1|DELE
OG0001511	LOC6494368|XP_001960447.1|DANA	LOC108141361|XP_017120171.1|DELE
OG0001512	LOC6493515|XP_001957902.1|DANA	LOC108142877|XP_017122440.1|DELE
OG0001515	LOC6504782|XP_001966335.1|DANA	LOC108137250|XP_017114322.1|DELE
OG0001516	LOC6505968|XP_032305383.1|DANA	LOC108148538|XP_017131068.1|DELE
OG0001516	LOC116654492|XP_032305385.1|DANA	LOC108148492|XP_017131016.1|DELE, LOC108148493|XP_017131017.1|DELE
OG0001517	LOC6499094|XP_001955314.2|DANA	LOC108147120|XP_017128901.1|DELE
OG0001518	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA	LOC108136639|XP_017113447.1|DELE
OG0001519	LOC6500467|XP_001953281.1|DANA, LOC6500469|XP_001953283.3|DANA	LOC108141249|XP_017119994.1|DELE
OG0001520	LOC6499159|XP_001955196.1|DANA	LOC108148238|XP_017130643.1|DELE
OG0001520	LOC6499162|XP_001955193.1|DANA	LOC108148318|XP_017130797.1|DELE
OG0001521	LOC6497077|XP_001962800.1|DANA	LOC108138858|XP_017116867.1|DELE
OG0001522	LOC6498201|XP_001962284.1|DANA	LOC108145625|XP_017126650.1|DELE, LOC108150410|XP_017134057.1|DELE, LOC108150076|XP_017133527.1|DELE
OG0001523	LOC6495175|XP_001958908.1|DANA	LOC108149134|XP_017132029.1|DELE, LOC108149139|XP_017132034.1|DELE
OG0001524	LOC6496249|XP_032306920.1|DANA	LOC108144126|XP_017124258.1|DELE
OG0001525	LOC6504753|XP_001966292.1|DANA	LOC108141118|XP_017119825.1|DELE
OG0001526	LOC6504252|XP_001967373.1|DANA	LOC108148125|XP_017130464.1|DELE
OG0001526	LOC6504251|XP_001967374.1|DANA	LOC108148169|XP_017130558.1|DELE
OG0001527	LOC6501929|XP_001966708.1|DANA, LOC116655116|XP_032308204.1|DANA	LOC108137239|XP_017114308.1|DELE
OG0001529	LOC6503481|XP_001964301.1|DANA	LOC108149916|XP_017133318.1|DELE
OG0001530	LOC6504718|XP_001964860.1|DANA	LOC108141774|XP_017120765.1|DELE
OG0001531	LOC6493996|XP_001961172.2|DANA	LOC108150384|XP_017134011.1|DELE
OG0001534	LOC6504927|XP_032309274.1|DANA	LOC108138497|XP_017116191.1|DELE
OG0001535	LOC6504528|XP_001967078.1|DANA	LOC108144673|XP_017125224.1|DELE
OG0001536	LOC6502128|XP_001966156.1|DANA	LOC108142446|XP_017121799.1|DELE
OG0001537	LOC6507360|XP_001965359.1|DANA	LOC108137828|XP_017115242.1|DELE
OG0001538	LOC6502165|XP_032309366.1|DANA	LOC108136228|XP_017112739.1|DELE
OG0001539	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA	LOC108143420|XP_017123313.1|DELE
OG0001540	LOC6506052|XP_014760535.1|DANA	LOC108134728|XP_017110621.1|DELE
OG0001541	LOC6493853|XP_032310728.1|DANA	LOC108143259|XP_017123059.1|DELE
OG0001542	LOC6500687|XP_032309612.1|DANA	LOC108148333|XP_017130819.1|DELE
OG0001543	LOC6504506|XP_032308299.1|DANA	LOC108147639|XP_017129783.1|DELE
OG0001544	LOC6503465|XP_032308789.1|DANA	LOC108136521|XP_017113275.1|DELE
OG0001545	LOC6503624|XP_001964042.2|DANA	LOC108140936|XP_017119493.1|DELE
OG0001546	LOC6504030|XP_032308437.1|DANA	LOC108140923|XP_017119475.1|DELE
OG0001547	LOC6502358|XP_032307952.1|DANA	LOC108135885|XP_017112279.1|DELE
OG0001548	LOC6503489|XP_014760952.1|DANA	LOC108137715|XP_017115087.1|DELE
OG0001549	LOC6498172|XP_014761998.1|DANA	LOC108150462|XP_017134133.1|DELE
OG0001550	LOC6500242|XP_001952956.1|DANA	LOC108140713|XP_017119164.1|DELE
OG0001551	LOC6501054|XP_001954468.1|DANA	LOC108148628|XP_017131229.1|DELE
OG0001552	LOC6499383|XP_001954743.1|DANA	LOC108143071|XP_017122773.1|DELE
OG0001553	LOC6505298|XP_001965712.1|DANA	LOC108135937|XP_017112374.1|DELE
OG0001554	LOC6500255|XP_014766456.1|DANA	LOC108135866|XP_017112257.1|DELE
OG0001555	LOC6497469|XP_001962018.1|DANA	LOC108139048|XP_017117155.1|DELE
OG0001556	LOC6495001|XP_001959242.1|DANA	LOC108137982|XP_017115442.1|DELE
OG0001557	LOC6504120|XP_032308761.1|DANA	LOC108137708|XP_017115077.1|DELE
OG0001558	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA	LOC108134884|XP_017110870.1|DELE
OG0001559	LOC6498919|XP_001955677.1|DANA	LOC108136943|XP_017113910.1|DELE
OG0001560	LOC6499358|XP_032305635.1|DANA	LOC108141091|XP_017119779.1|DELE
OG0001561	LOC6499677|XP_001954169.1|DANA	LOC108140752|XP_017119219.1|DELE
OG0001562	LOC6497280|XP_001962397.1|DANA	LOC108135225|XP_017111343.1|DELE
OG0001563	LOC6503273|XP_001965858.1|DANA	LOC108146894|XP_017128626.1|DELE
OG0001564	LOC6499757|XP_032305569.1|DANA	LOC108143846|XP_017123887.1|DELE
OG0001565	LOC6498967|XP_001955593.3|DANA	LOC108143871|XP_017123927.1|DELE
OG0001566	LOC6505667|XP_001964497.1|DANA	LOC108140401|XP_017118599.1|DELE
OG0001567	LOC6495251|XP_001958756.1|DANA	LOC108144854|XP_017125490.1|DELE
OG0001568	LOC6500267|XP_032305661.1|DANA	LOC108139165|XP_017117269.1|DELE
OG0001569	LOC6499669|XP_001954183.1|DANA	LOC108139346|XP_017117559.1|DELE
OG0001570	LOC6500380|XP_001953090.1|DANA	LOC108135327|XP_017111508.1|DELE
OG0001571	LOC6498580|XP_032310916.1|DANA	LOC108141685|XP_017120653.1|DELE
OG0001572	LOC6501846|XP_001967168.2|DANA	LOC108141627|XP_017120585.1|DELE
OG0001573	LOC6507717|XP_014765424.1|DANA	LOC108145946|XP_017127143.1|DELE
OG0001574	LOC6503509|XP_001964237.1|DANA	LOC108137200|XP_017114278.1|DELE
OG0001575	LOC6498912|XP_032312167.1|DANA	LOC108136771|XP_017113621.1|DELE
OG0001576	LOC6501032|XP_001954423.2|DANA	LOC108137030|XP_017114019.1|DELE
OG0001577	LOC6499118|XP_014765909.1|DANA	LOC108148787|XP_017131492.1|DELE
OG0001578	LOC6494826|XP_001959590.1|DANA	LOC108139075|XP_017117191.1|DELE
OG0001579	LOC6503171|XP_032311862.1|DANA	LOC108137653|XP_017114973.1|DELE
OG0001580	LOC6493954|XP_001961256.1|DANA	LOC108143538|XP_017123523.1|DELE
OG0001581	LOC6501866|XP_001966777.2|DANA	LOC108137269|XP_017114352.1|DELE, LOC108137728|XP_017115115.1|DELE
OG0001582	LOC6495297|XP_032306985.1|DANA	LOC108144871|XP_017125511.1|DELE
OG0001583	LOC6496478|XP_032306337.1|DANA	LOC108149935|XP_017133340.1|DELE
OG0001584	LOC6507047|XP_001956751.1|DANA	LOC108146376|XP_017127855.1|DELE
OG0001585	LOC6503514|XP_032308746.1|DANA	LOC108137659|XP_017114982.1|DELE
OG0001586	LOC6506430|XP_001957891.1|DANA	LOC108142782|XP_017122316.1|DELE
OG0001587	LOC6504187|XP_014759180.1|DANA	LOC108137603|XP_017114863.1|DELE
OG0001588	LOC6496037|XP_001960093.1|DANA	LOC108149671|XP_017132906.1|DELE
OG0001589	LOC6498924|XP_032308666.1|DANA	LOC108134957|XP_017110968.1|DELE
OG0001590	LOC6495457|XP_032306267.1|DANA	LOC108136812|XP_017113708.1|DELE, LOC108147041|XP_017128803.1|DELE
OG0001591	LOC6505544|XP_001964726.2|DANA	LOC108148910|XP_017131715.1|DELE
OG0001592	LOC6498474|XP_032311126.1|DANA	LOC108138098|XP_017115573.1|DELE
OG0001593	LOC6498477|XP_032311141.1|DANA	LOC108138125|XP_017115647.1|DELE
OG0001594	LOC6506596|XP_032311400.1|DANA	LOC108138629|XP_017116405.1|DELE
OG0001595	LOC6495244|XP_001958771.1|DANA	LOC108144692|XP_017125253.1|DELE
OG0001596	LOC6497076|XP_001962802.1|DANA	LOC108138922|XP_017116978.1|DELE
OG0001597	LOC26514552|XP_014760152.1|DANA	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE
OG0001598	LOC6497110|XP_001962734.2|DANA	LOC108138781|XP_017116741.1|DELE
OG0001599	LOC6497304|XP_001962358.1|DANA	LOC108150721|XP_017134507.1|DELE
OG0001600	LOC6497815|XP_001961503.2|DANA	LOC108138823|XP_017116811.1|DELE
OG0001601	LOC6497326|XP_001962314.1|DANA	LOC108148223|XP_017130631.1|DELE
OG0001602	LOC6504685|XP_001964873.2|DANA	LOC108142093|XP_017121277.1|DELE
OG0001603	LOC6504577|XP_001964898.1|DANA	LOC108141696|XP_017120668.1|DELE
OG0001604	LOC6502295|XP_001966186.1|DANA	LOC108141059|XP_017119702.1|DELE
OG0001605	LOC6495424|XP_001958820.1|DANA	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE
OG0001606	LOC26513661|XP_014760195.1|DANA	LOC108149206|XP_017132123.1|DELE
OG0001607	LOC6506973|XP_001965288.1|DANA	LOC108150427|XP_017134074.1|DELE
OG0001608	LOC6498291|XP_001962472.1|DANA	LOC108135282|XP_017111452.1|DELE
OG0001609	LOC6495874|XP_032306256.1|DANA	LOC108144230|XP_017124396.1|DELE
OG0001610	LOC6498267|XP_001962428.2|DANA	LOC108138978|XP_017117051.1|DELE
OG0001611	LOC6498168|XP_001962222.1|DANA	LOC108141918|XP_017121031.1|DELE
OG0001612	LOC6497451|XP_001962047.1|DANA	LOC108149243|XP_017132168.1|DELE
OG0001613	LOC6498593|XP_001963125.1|DANA	LOC108142070|XP_017121245.1|DELE
OG0001614	LOC6495570|XP_001959117.3|DANA	LOC108145527|XP_017126505.1|DELE
OG0001615	LOC6506678|XP_001957432.1|DANA	LOC108149200|XP_017132114.1|DELE
OG0001616	LOC6497235|XP_001962507.1|DANA	LOC108138291|XP_017115935.1|DELE
OG0001617	LOC6498282|XP_001962457.1|DANA	LOC108138813|XP_017116796.1|DELE
OG0001618	LOC6496935|XP_001963099.1|DANA	LOC108141749|XP_017120733.1|DELE
OG0001619	LOC6504772|XP_001964844.1|DANA	LOC108141933|XP_017121059.1|DELE
OG0001620	LOC6495309|XP_001958654.1|DANA	LOC108141529|XP_017120451.1|DELE
OG0001621	LOC6494150|XP_001960863.1|DANA	LOC108141299|XP_017120053.1|DELE
OG0001622	LOC6501956|XP_001966760.2|DANA	LOC108136455|XP_017113126.1|DELE
OG0001623	LOC6503360|XP_001965363.1|DANA	LOC108137838|XP_017115253.1|DELE
OG0001624	LOC6498510|XP_001962971.1|DANA	LOC108135299|XP_017111473.1|DELE
OG0001625	LOC6497247|XP_001962483.1|DANA	LOC108135244|XP_017111396.1|DELE
OG0001626	LOC6498143|XP_001962166.1|DANA	LOC108147811|XP_017130043.1|DELE
OG0001627	LOC6494295|XP_001965942.1|DANA	LOC108148330|XP_017130817.1|DELE
OG0001628	LOC6503422|XP_032312133.1|DANA	LOC108147078|XP_017128856.1|DELE
OG0001629	LOC26514447|XP_014760177.1|DANA	LOC108138359|XP_017116016.1|DELE
OG0001630	LOC6501653|XP_001955689.1|DANA	LOC108137028|XP_017114016.1|DELE
OG0001631	LOC6499456|XP_001954602.2|DANA	LOC108141196|XP_017119929.1|DELE
OG0001632	LOC6498046|XP_001961962.1|DANA	LOC108142020|XP_017121184.1|DELE
OG0001633	LOC6499432|XP_001954650.3|DANA	LOC108140620|XP_017119023.1|DELE
OG0001634	LOC26515379|XP_032305648.1|DANA	LOC108145134|XP_017125837.1|DELE
OG0001635	LOC6501004|XP_001954345.3|DANA	LOC108147097|XP_017128872.1|DELE
OG0001636	LOC6500436|XP_001953213.2|DANA	LOC108141002|XP_017119566.1|DELE
OG0001637	LOC6499995|XP_001953465.1|DANA	LOC108142989|XP_017122649.1|DELE
OG0001638	LOC6504871|XP_001966495.1|DANA	LOC108136297|XP_017112871.1|DELE
OG0001639	LOC6496664|XP_001961358.1|DANA	LOC108147594|XP_017129724.1|DELE
OG0001640	LOC6500430|XP_032305904.1|DANA, LOC6496447|XP_001967710.1|DANA, LOC6504368|XP_001967722.1|DANA	LOC108141147|XP_017119861.1|DELE
OG0001641	LOC6505813|XP_001964417.1|DANA	LOC108140541|XP_017118860.1|DELE
OG0001642	LOC6503988|XP_001963964.1|DANA	LOC108136634|XP_017113442.1|DELE
OG0001643	LOC6505478|XP_001964935.2|DANA	LOC108138274|XP_017115915.1|DELE
OG0001644	LOC6493282|XP_032309933.1|DANA	LOC108146971|XP_017128717.1|DELE
OG0001645	LOC6494457|XP_001960286.1|DANA	LOC108143644|XP_017123645.1|DELE, LOC108147085|XP_017128899.1|DELE
OG0001646	LOC6496264|XP_001960571.1|DANA	LOC108144316|XP_017124505.1|DELE
OG0001647	LOC6492917|XP_032306645.1|DANA	LOC108149589|XP_017132712.1|DELE
OG0001648	LOC6507824|XP_032309986.1|DANA	LOC108143200|XP_017122942.1|DELE
OG0001649	LOC6496329|XP_001960710.1|DANA	LOC108149794|XP_017133147.1|DELE
OG0001650	LOC6496084|XP_001960186.1|DANA	LOC108143696|XP_017123711.1|DELE
OG0001651	LOC6494196|XP_032307121.1|DANA	LOC108137552|XP_017114766.1|DELE
OG0001652	LOC6507857|XP_001956479.2|DANA	LOC108135616|XP_017111920.1|DELE
OG0001653	LOC6507276|XP_001956344.1|DANA	LOC108143228|XP_017123013.1|DELE
OG0001654	LOC6496088|XP_032306511.1|DANA	LOC108144328|XP_017124526.1|DELE
OG0001655	LOC6495328|XP_001958621.2|DANA, LOC6495330|XP_032306760.1|DANA	LOC108141351|XP_017120156.1|DELE
OG0001656	LOC6497800|XP_032307587.1|DANA	LOC108147838|XP_017130082.1|DELE
OG0001657	LOC6493598|XP_001958070.1|DANA	LOC108136153|XP_017112637.1|DELE
OG0001658	LOC6507141|XP_001956600.3|DANA	LOC108142655|XP_017122145.1|DELE
OG0001659	LOC6493836|XP_014764569.1|DANA	LOC108146799|XP_017128464.1|DELE
OG0001660	LOC6506661|XP_001957458.2|DANA	LOC108145935|XP_017127128.1|DELE
OG0001661	LOC6499873|XP_001953730.1|DANA	LOC108148414|XP_017130943.1|DELE
OG0001662	LOC6507332|XP_001956228.1|DANA	LOC108147491|XP_017129535.1|DELE
OG0001663	LOC6500357|XP_001953044.2|DANA	LOC108150039|XP_017133495.1|DELE
OG0001664	LOC6495459|XP_001958888.1|DANA	LOC108147035|XP_017128783.1|DELE
