Orthogroup	DANA.longest_only	DSER.longest_only
OG0002132	LOC6498554|XP_001963049.1|DANA	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER
OG0002133	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA	LOC110180572|XP_020803925.1|DSER
OG0002134	LOC6503845|XP_001963707.1|DANA	LOC110178203|XP_020800898.1|DSER
OG0002135	LOC6503981|XP_032308588.1|DANA	LOC110182187|XP_020805851.1|DSER
OG0002136	LOC6499020|XP_001955502.1|DANA	LOC110190092|XP_020816060.1|DSER
OG0002137	LOC6499819|XP_001953848.1|DANA	LOC110191381|XP_020817894.1|DSER
OG0002138	LOC6502121|XP_001966168.1|DANA	LOC110184289|XP_020808433.1|DSER
OG0002139	LOC6504924|XP_014759857.1|DANA	LOC110184605|XP_020808857.1|DSER
OG0002140	LOC6501957|XP_001966761.1|DANA	LOC110179088|XP_020802133.1|DSER
OG0002141	LOC6503223|XP_001965861.1|DANA	LOC110179902|XP_020803158.1|DSER
OG0002142	LOC6499605|XP_001954310.1|DANA	LOC110176470|XP_020798489.1|DSER
OG0002143	LOC6497981|XP_001961836.1|DANA	LOC110186105|XP_020810809.1|DSER
OG0002144	LOC6506061|XP_001966649.1|DANA	LOC110184524|XP_020808754.1|DSER
OG0002145	LOC6500422|XP_001953186.1|DANA	LOC110187720|XP_020812823.1|DSER
OG0002146	LOC6500992|XP_014766844.1|DANA	LOC110176430|XP_020798438.1|DSER
OG0002147	LOC6503525|XP_032308732.1|DANA	LOC110181777|XP_020805314.1|DSER
OG0002148	LOC6506547|XP_001957676.2|DANA	LOC110187571|XP_020812620.1|DSER
OG0002149	LOC6501773|XP_032308023.1|DANA	LOC110185441|XP_020809923.1|DSER
OG0002150	LOC6503908|XP_001963822.1|DANA	LOC110185534|XP_020810100.1|DSER
OG0002151	LOC6498598|XP_001963132.2|DANA	LOC110183366|XP_020807287.1|DSER
OG0002152	LOC6500888|XP_032307693.1|DANA	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER
OG0002153	LOC6506003|XP_001964762.1|DANA	LOC110186478|XP_020811324.1|DSER
OG0002154	LOC6503603|XP_001964075.2|DANA	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER
OG0002155	LOC6505576|XP_001964670.1|DANA	LOC110186839|XP_020811788.1|DSER
OG0002156	LOC6493862|XP_001958580.2|DANA	LOC110190241|XP_020816264.1|DSER
OG0002157	LOC6500366|XP_001953059.2|DANA	LOC110186435|XP_020811280.1|DSER
OG0002158	LOC6494835|XP_001959575.1|DANA	LOC110189568|XP_020815358.1|DSER
OG0002159	LOC6494716|XP_014762929.1|DANA	LOC110178448|XP_020801242.1|DSER
OG0002160	LOC6499210|XP_001955104.3|DANA	LOC110188610|XP_020814033.1|DSER
OG0002161	LOC6505656|XP_001964520.1|DANA	LOC110186666|XP_020811590.1|DSER
OG0002162	LOC6500318|XP_014766498.1|DANA	LOC110186235|XP_020810961.1|DSER
OG0002163	LOC6504148|XP_001964272.1|DANA	LOC110183064|XP_020806910.1|DSER
OG0002164	LOC6500050|XP_001953316.1|DANA	LOC110191764|XP_020818362.1|DSER
OG0002165	LOC6500282|XP_001952880.2|DANA	LOC110179787|XP_020803060.1|DSER, LOC110184853|XP_020809152.1|DSER
OG0002166	LOC6498458|XP_001962863.1|DANA	LOC110178415|XP_020801217.1|DSER, LOC110183943|XP_020807963.1|DSER
OG0002167	LOC6494444|XP_001960307.1|DANA	LOC110177853|XP_020800458.1|DSER
OG0002168	LOC6495361|XP_001958663.3|DANA	LOC110191490|XP_020818014.1|DSER
OG0002169	LOC6507303|XP_001956283.1|DANA	LOC110190516|XP_020816707.1|DSER
OG0002170	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA	LOC110185446|XP_020809933.1|DSER
OG0002171	LOC6499821|XP_001953844.2|DANA	LOC110191309|XP_020817781.1|DSER
OG0002172	LOC6500808|XP_001953955.1|DANA	LOC110191005|XP_020817382.1|DSER
OG0002173	LOC6496885|XP_001963209.1|DANA	LOC110183452|XP_020807390.1|DSER
OG0002174	LOC6500263|XP_001952914.1|DANA	LOC110176514|XP_020798550.1|DSER
OG0002175	LOC6500294|XP_001952913.1|DANA	LOC110176516|XP_020798551.1|DSER
OG0002176	LOC6499215|XP_001955088.1|DANA	LOC110191176|XP_020817600.1|DSER
OG0002177	LOC6500716|XP_001953783.1|DANA	LOC110190696|XP_020816970.1|DSER
OG0002178	LOC6505595|XP_001964625.2|DANA	LOC110186886|XP_020811845.1|DSER
OG0002179	LOC6499882|XP_001953706.2|DANA	LOC110191387|XP_020817902.1|DSER
OG0002180	LOC6501599|XP_032312076.1|DANA	LOC110186968|XP_020811973.1|DSER
OG0002181	LOC6504465|XP_001966955.1|DANA	LOC110184372|XP_020808530.1|DSER
OG0002182	LOC6500930|XP_014766804.1|DANA	LOC110188364|XP_020813737.1|DSER
OG0002183	LOC6496133|XP_001960301.1|DANA	LOC110177867|XP_020800476.1|DSER
OG0002184	LOC6499035|XP_001955468.1|DANA	LOC110186954|XP_020811948.1|DSER
OG0002185	LOC6505648|XP_032305512.1|DANA	LOC110191873|XP_020818515.1|DSER
OG0002186	LOC6497113|XP_001962730.1|DANA	LOC110185821|XP_020810487.1|DSER
OG0002187	LOC6498949|XP_001955621.1|DANA	LOC110188250|XP_020813582.1|DSER
OG0002188	LOC6494894|XP_014763061.1|DANA	LOC110191667|XP_020818227.1|DSER
OG0002189	LOC26514498|XP_014760180.1|DANA	LOC110179405|XP_020802589.1|DSER
OG0002190	LOC6500756|XP_001953856.1|DANA	LOC110188486|XP_020813878.1|DSER
OG0002191	LOC6506748|XP_001957313.1|DANA	LOC110176701|XP_020798796.1|DSER
OG0002192	LOC6506273|XP_001958219.1|DANA	LOC110185213|XP_020809602.1|DSER
OG0002193	LOC6500312|XP_001952947.1|DANA	LOC110188622|XP_020814051.1|DSER
OG0002194	LOC6501477|XP_001955327.1|DANA	LOC110177367|XP_020799718.1|DSER
OG0002195	LOC6501443|XP_001955265.1|DANA	LOC110191068|XP_020817459.1|DSER
OG0002196	LOC6500222|XP_014766422.1|DANA	LOC110176471|XP_020798490.1|DSER
OG0002197	LOC6507525|XP_001955855.1|DANA	LOC110178823|XP_020801749.1|DSER
OG0002198	LOC6499643|XP_032305863.1|DANA	LOC110185693|XP_020810323.1|DSER
OG0002199	LOC6505887|XP_001964553.1|DANA	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER
OG0002200	LOC6502244|XP_001966073.1|DANA	LOC110179459|XP_020802677.1|DSER
OG0002202	LOC6501388|XP_014767017.1|DANA	LOC110191284|XP_020817750.1|DSER
OG0002203	LOC6500262|XP_001952915.3|DANA	LOC110176487|XP_020798519.1|DSER
OG0002204	LOC6499116|XP_001955268.1|DANA	LOC110189477|XP_020815222.1|DSER
OG0002205	LOC6500179|XP_001953075.1|DANA	LOC110186218|XP_020810943.1|DSER
OG0002206	LOC6499793|XP_001953903.1|DANA	LOC110177398|XP_020799762.1|DSER
OG0002207	LOC6499233|XP_001955055.2|DANA	LOC110186398|XP_020811220.1|DSER
OG0002208	LOC6499235|XP_001955052.2|DANA	LOC110186565|XP_020811431.1|DSER
OG0002209	LOC6504925|XP_001966603.1|DANA	LOC110187071|XP_020812120.1|DSER
OG0002210	LOC6499157|XP_014765934.1|DANA	LOC110188789|XP_020814304.1|DSER
OG0002211	LOC6500379|XP_032312137.1|DANA	LOC110184099|XP_020808150.1|DSER
OG0002212	LOC6501365|XP_001955084.2|DANA	LOC110191220|XP_020817646.1|DSER
OG0002213	LOC6499970|XP_001953525.1|DANA	LOC110191754|XP_020818351.1|DSER
OG0002214	LOC6499760|XP_014766216.1|DANA	LOC110191194|XP_020817621.1|DSER
OG0002215	LOC6500906|XP_014766785.2|DANA	LOC110188042|XP_020813245.1|DSER
OG0002216	LOC6505047|XP_001965567.1|DANA	LOC110179190|XP_020802262.1|DSER
OG0002217	LOC6500235|XP_001952971.1|DANA	LOC110186143|XP_020810852.1|DSER
OG0002218	LOC6504576|XP_001966594.1|DANA	LOC110184272|XP_020808396.1|DSER
OG0002219	LOC6500164|XP_001953104.1|DANA	LOC110184261|XP_020808386.1|DSER
OG0002220	LOC6500385|XP_032305738.1|DANA	LOC110184900|XP_020809208.1|DSER
OG0002221	LOC6507769|XP_001956318.3|DANA	LOC110190672|XP_020816936.1|DSER
OG0002222	LOC6496467|XP_001960963.1|DANA	LOC110189758|XP_020815675.1|DSER
OG0002223	LOC6494133|XP_032306606.1|DANA	LOC110181613|XP_020805091.1|DSER
OG0002224	LOC6496030|XP_032307267.1|DANA	LOC110182647|XP_020806377.1|DSER
OG0002225	LOC6493196|XP_032310779.1|DANA	LOC110189124|XP_020814757.1|DSER
OG0002226	LOC6496638|XP_001961307.1|DANA	LOC110189733|XP_020815586.1|DSER
OG0002227	LOC6494985|XP_032306762.1|DANA	LOC110191670|XP_020818238.1|DSER
OG0002228	LOC6495198|XP_001958872.1|DANA	LOC110191203|XP_020817632.1|DSER
OG0002229	LOC6495839|XP_001959685.2|DANA	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER
OG0002230	LOC6495938|XP_001959890.1|DANA	LOC110182221|XP_020805910.1|DSER
OG0002231	LOC6495090|XP_001959085.1|DANA	LOC110189427|XP_020815149.1|DSER
OG0002232	LOC6495833|XP_001959678.1|DANA	LOC110179201|XP_020802278.1|DSER
OG0002233	LOC6506651|XP_001957473.2|DANA	LOC110190548|XP_020816757.1|DSER
OG0002235	LOC6495867|XP_001959747.2|DANA	LOC110177441|XP_020799831.1|DSER
OG0002236	LOC6494903|XP_001959458.1|DANA	LOC110191555|XP_020818089.1|DSER
OG0002237	LOC6495740|XP_014763471.1|DANA	LOC110191666|XP_020818223.1|DSER
OG0002238	LOC6493940|XP_032311467.1|DANA	LOC110189773|XP_020815653.1|DSER
OG0002239	LOC6496241|XP_001960520.1|DANA	LOC110182501|XP_020806212.1|DSER
OG0002240	LOC6495178|XP_001958906.1|DANA	LOC110184537|XP_020808807.1|DSER
OG0002241	LOC6507294|XP_001956297.2|DANA	LOC110190690|XP_020816961.1|DSER
OG0002242	LOC6507032|XP_001956788.1|DANA	LOC110190648|XP_020816905.1|DSER
OG0002243	LOC26513687|XP_014760888.1|DANA	LOC110188200|XP_020813456.1|DSER
OG0002244	LOC6506525|XP_032310164.1|DANA	LOC110183695|XP_020807693.1|DSER
OG0002245	LOC6506784|XP_001957246.1|DANA	LOC110189120|XP_020814754.1|DSER
OG0002246	LOC6495987|XP_032306609.1|DANA	LOC110189649|XP_020815452.1|DSER
OG0002247	LOC26513899|XP_014763954.1|DANA	LOC110191518|XP_020818045.1|DSER
OG0002248	LOC6507687|XP_001956148.2|DANA	LOC110183582|XP_020807552.1|DSER
OG0002249	LOC6493159|XP_014764244.1|DANA	LOC110190717|XP_020816998.1|DSER
OG0002250	LOC6495062|XP_032306973.1|DANA	LOC110182993|XP_020806844.1|DSER
OG0002251	LOC6495584|XP_032306744.1|DANA	LOC110182999|XP_020806850.1|DSER
OG0002252	LOC6495593|XP_014763361.1|DANA	LOC110182980|XP_020806831.1|DSER
OG0002253	LOC26514309|XP_032306226.1|DANA	LOC110178688|XP_020801553.1|DSER
OG0002254	LOC6501541|XP_001955447.1|DANA	LOC110190390|XP_020816502.1|DSER
OG0002255	LOC6502905|XP_001963619.1|DANA	LOC110180132|XP_020803435.1|DSER
OG0002256	LOC6493955|XP_001961255.1|DANA	LOC110189550|XP_020815339.1|DSER
OG0002257	LOC6495269|XP_001958732.3|DANA	LOC110179306|XP_020802451.1|DSER
OG0002258	LOC6506197|XP_032309515.1|DANA	LOC110189313|XP_020815018.1|DSER
OG0002259	LOC6503209|XP_001963646.1|DANA	LOC110184395|XP_020808566.1|DSER
OG0002260	LOC6493717|XP_001958296.1|DANA	LOC110179040|XP_020802055.1|DSER
OG0002261	LOC6506353|XP_001958048.1|DANA	LOC110190148|XP_020816136.1|DSER
OG0002262	LOC6494347|XP_001960490.2|DANA	LOC110179249|XP_020802370.1|DSER
OG0002263	LOC6506791|XP_001957235.1|DANA	LOC110190814|XP_020817124.1|DSER
OG0002264	LOC6494106|XP_001960964.3|DANA	LOC110189684|XP_020815546.1|DSER
OG0002265	LOC6493474|XP_001957830.1|DANA	LOC110185164|XP_020809528.1|DSER
OG0002266	LOC6493700|XP_001958263.1|DANA	LOC110189981|XP_020815928.1|DSER
OG0002267	LOC6493014|XP_001956854.1|DANA	LOC110190496|XP_020816671.1|DSER
OG0002268	LOC6506833|XP_001957149.1|DANA	LOC110189889|XP_020815798.1|DSER
OG0002269	LOC6494362|XP_001960463.1|DANA	LOC110178249|XP_020800960.1|DSER
OG0002270	LOC6494151|XP_001960862.1|DANA	LOC110188922|XP_020814505.1|DSER
OG0002271	LOC6507005|XP_001956842.1|DANA	LOC110190475|XP_020816644.1|DSER
OG0002272	LOC6507453|XP_001955982.1|DANA	LOC110177614|XP_020800078.1|DSER
OG0002273	LOC6493240|XP_032310651.1|DANA	LOC110189870|XP_020815754.1|DSER
OG0002274	LOC6493800|XP_032310517.1|DANA	LOC110188197|XP_020813454.1|DSER
OG0002275	LOC6507033|XP_001956786.1|DANA	LOC110190622|XP_020816876.1|DSER
OG0002276	LOC6507656|XP_014765388.1|DANA	LOC110178725|XP_020801590.1|DSER
OG0002277	LOC26515182|XP_032310620.1|DANA	LOC110178820|XP_020801745.1|DSER
OG0002278	LOC6493334|XP_032310304.1|DANA	LOC110176305|XP_020798285.1|DSER
OG0002279	LOC6493552|XP_001957983.2|DANA	LOC110190592|XP_020816843.1|DSER
OG0002280	LOC6506571|XP_001957621.2|DANA	LOC110189982|XP_020815929.1|DSER
OG0002281	LOC6493374|XP_001957630.1|DANA	LOC110183605|XP_020807580.1|DSER
OG0002282	LOC6493400|XP_001957672.1|DANA	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER
OG0002283	LOC6494702|XP_001959827.1|DANA	LOC110181107|XP_020804436.1|DSER
OG0002284	LOC6494080|XP_001961016.1|DANA	LOC110182921|XP_020806744.1|DSER
OG0002285	LOC6503633|XP_001964032.1|DANA	LOC110183526|XP_020807479.1|DSER
OG0002286	LOC6494167|XP_001960837.2|DANA	LOC110184063|XP_020808100.1|DSER
OG0002287	LOC6494152|XP_001960861.2|DANA	LOC110188934|XP_020814531.1|DSER
OG0002288	LOC6493007|XP_014764177.1|DANA	LOC110190796|XP_020817097.1|DSER
OG0002289	LOC6493032|XP_001956905.1|DANA	LOC110190026|XP_020815988.1|DSER
OG0002290	LOC6498208|XP_001962304.1|DANA	LOC110185819|XP_020810483.1|DSER
OG0002291	LOC6496515|XP_032306271.1|DANA	LOC110180011|XP_020803262.1|DSER
OG0002292	LOC6494627|XP_032306813.1|DANA	LOC110189226|XP_020814866.1|DSER
OG0002293	LOC116656506|XP_032312044.1|DANA	LOC110176697|XP_020798831.1|DSER
OG0002294	LOC6499467|XP_001954578.1|DANA	LOC110186705|XP_020811637.1|DSER
OG0002295	LOC6497762|XP_032307525.1|DANA	LOC110185581|XP_020810169.1|DSER
OG0002296	LOC6504632|XP_032310945.1|DANA	LOC110176803|XP_020798898.1|DSER
OG0002297	LOC6494642|XP_032312349.1|DANA	LOC110188604|XP_020814026.1|DSER
OG0002298	LOC6494228|XP_014762676.1|DANA	LOC110191563|XP_020818099.1|DSER
OG0002299	LOC6495295|XP_001958682.1|DANA	LOC110180017|XP_020803274.1|DSER
OG0002300	LOC6497139|XP_032311257.1|DANA	LOC110182726|XP_020806486.1|DSER
OG0002301	LOC6497250|XP_014761583.1|DANA	LOC110185085|XP_020809427.1|DSER
OG0002302	LOC6497245|XP_014761579.1|DANA	LOC110185050|XP_020809374.1|DSER
OG0002303	LOC6504026|XP_001964030.3|DANA	LOC110183513|XP_020807458.1|DSER
OG0002304	LOC6497814|XP_001961502.1|DANA	LOC110185705|XP_020810335.1|DSER
OG0002305	LOC6506774|XP_001957266.1|DANA	LOC110184655|XP_020808914.1|DSER
OG0002306	LOC6497199|XP_001962571.1|DANA	LOC110183858|XP_020807872.1|DSER
OG0002307	LOC6496839|XP_001963298.1|DANA	LOC110181312|XP_020804689.1|DSER
OG0002308	LOC6504621|XP_001964891.2|DANA	LOC110176800|XP_020798894.1|DSER
OG0002309	LOC6497214|XP_001962544.1|DANA	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER
OG0002310	LOC6497964|XP_001961805.1|DANA	LOC110187405|XP_020812452.1|DSER
OG0002311	LOC6497253|XP_032307674.1|DANA	LOC110181339|XP_020804716.1|DSER
OG0002312	LOC6504345|XP_001965013.2|DANA	LOC110185696|XP_020810322.1|DSER
OG0002313	LOC6496367|XP_014763782.1|DANA	LOC110188770|XP_020814303.1|DSER
OG0002314	LOC6495425|XP_001958821.1|DANA	LOC110190899|XP_020817221.1|DSER
OG0002315	LOC6495496|XP_014763336.1|DANA	LOC110176323|XP_020798301.1|DSER
OG0002316	LOC6498439|XP_001962824.2|DANA	LOC110183172|XP_020807023.1|DSER
OG0002317	LOC6506324|XP_014764707.1|DANA	LOC110176167|XP_020798063.1|DSER
OG0002318	LOC6497895|XP_001961666.1|DANA	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER
OG0002319	LOC6505710|XP_001964990.1|DANA	LOC110185890|XP_020810561.1|DSER
OG0002320	LOC6495577|XP_001959131.1|DANA	LOC110179214|XP_020802307.1|DSER
OG0002321	LOC6494935|XP_032305946.1|DANA	LOC110189267|XP_020814941.1|DSER
OG0002322	LOC6497156|XP_001962654.3|DANA	LOC110185978|XP_020810660.1|DSER
OG0002323	LOC6497559|XP_001961819.1|DANA	LOC110187443|XP_020812491.1|DSER
OG0002324	LOC6493586|XP_014764453.1|DANA	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER
OG0002325	LOC6506450|XP_001957860.2|DANA	LOC110178673|XP_020801533.1|DSER
OG0002326	LOC6493494|XP_001957861.1|DANA	LOC110178674|XP_020801534.1|DSER
OG0002327	LOC6499531|XP_001954430.2|DANA	LOC110188135|XP_020813382.1|DSER
OG0002328	LOC6497264|XP_032307707.1|DANA	LOC110181369|XP_020804756.1|DSER
OG0002329	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA	LOC110185810|XP_020810473.1|DSER
OG0002330	LOC6497554|XP_001961833.3|DANA	LOC110185651|XP_020810267.1|DSER
OG0002331	LOC6502008|XP_014759698.1|DANA	LOC110179463|XP_020802681.1|DSER
OG0002332	LOC6506889|XP_001957054.3|DANA	LOC110185290|XP_020809698.1|DSER
OG0002333	LOC6494397|XP_001960404.2|DANA	LOC110184111|XP_020808163.1|DSER
OG0002334	LOC6498390|XP_001962698.2|DANA	LOC110183124|XP_020806974.1|DSER
OG0002335	LOC6495575|XP_001959125.2|DANA	LOC110178264|XP_020800988.1|DSER
OG0002336	LOC6493655|XP_001958170.1|DANA	LOC110185301|XP_020809711.1|DSER
OG0002337	LOC6495348|XP_014763269.1|DANA	LOC110177027|XP_020799205.1|DSER
OG0002338	LOC6507050|XP_001965300.1|DANA	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER
OG0002339	LOC6503279|XP_001967587.2|DANA	LOC110187208|XP_020812267.1|DSER
OG0002340	LOC6504300|XP_001965064.2|DANA	LOC110183998|XP_020808014.1|DSER
OG0002341	LOC6495761|XP_001959517.1|DANA	LOC110178012|XP_020800685.1|DSER
OG0002342	LOC6498527|XP_001962998.2|DANA	LOC110184862|XP_020809165.1|DSER
OG0002343	LOC6496989|XP_014761464.1|DANA	LOC110182349|XP_020806048.1|DSER
OG0002344	LOC6496775|XP_014760193.1|DANA	LOC110182853|XP_020806646.1|DSER
OG0002345	LOC6494094|XP_001960990.1|DANA	LOC110182890|XP_020806693.1|DSER
OG0002346	LOC6497286|XP_001962389.1|DANA	LOC110185698|XP_020810325.1|DSER
OG0002347	LOC6495487|XP_001958955.1|DANA	LOC110177693|XP_020800175.1|DSER
OG0002348	LOC6498077|XP_014761964.1|DANA	LOC110176849|XP_020798969.1|DSER
OG0002349	LOC26515533|XP_014764135.1|DANA	LOC110182892|XP_020806701.1|DSER
OG0002350	LOC6496482|XP_001960989.1|DANA	LOC110184192|XP_020808277.1|DSER
OG0002351	LOC6495703|XP_001959405.1|DANA	LOC110178229|XP_020800937.1|DSER
OG0002352	LOC6495771|XP_001959542.1|DANA	LOC110189396|XP_020815110.1|DSER
OG0002353	LOC6505397|XP_001966897.2|DANA	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER
OG0002354	LOC6497173|XP_032310998.1|DANA	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER
OG0002355	LOC6505383|XP_032309133.1|DANA	LOC110176560|XP_020798607.1|DSER
OG0002356	LOC6496825|XP_001963325.2|DANA	LOC110181173|XP_020804508.1|DSER
OG0002357	LOC6500256|XP_014766457.1|DANA	LOC110176433|XP_020798441.1|DSER
OG0002358	LOC6498559|XP_001963062.1|DANA	LOC110183294|XP_020807187.1|DSER
OG0002359	LOC6501909|XP_001966688.2|DANA	LOC110183236|XP_020807111.1|DSER
OG0002360	LOC6497372|XP_001962217.2|DANA	LOC110184990|XP_020809301.1|DSER
OG0002361	LOC6493704|XP_001958271.1|DANA	LOC110190134|XP_020816116.1|DSER
OG0002362	LOC6496844|XP_032310888.1|DANA	LOC110182696|XP_020806450.1|DSER
OG0002363	LOC6496862|XP_001963254.1|DANA	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER
OG0002364	LOC6501779|XP_032311775.1|DANA, LOC6496860|XP_032310902.1|DANA	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER
OG0002365	LOC6496858|XP_001963258.1|DANA	LOC110182681|XP_020806432.1|DSER
OG0002366	LOC6504226|XP_032311356.1|DANA	LOC110179181|XP_020802243.1|DSER
OG0002367	LOC6497425|XP_001962113.1|DANA	LOC110182246|XP_020805922.1|DSER
OG0002368	LOC6498218|XP_001962325.2|DANA	LOC110186098|XP_020810799.1|DSER
OG0002369	LOC6503170|XP_001963568.1|DANA	LOC110180118|XP_020803417.1|DSER
OG0002370	LOC6497100|XP_001962756.1|DANA	LOC110185988|XP_020810673.1|DSER
OG0002371	LOC6498415|XP_001962758.1|DANA	LOC110185728|XP_020810371.1|DSER
OG0002372	LOC6497836|XP_001961543.2|DANA	LOC110177067|XP_020799244.1|DSER
OG0002373	LOC6503545|XP_001965292.1|DANA	LOC110187338|XP_020812384.1|DSER
OG0002374	LOC6499113|XP_001955274.2|DANA	LOC110190556|XP_020816775.1|DSER
OG0002375	LOC6501227|XP_001954800.1|DANA	LOC110185391|XP_020809829.1|DSER
OG0002376	LOC6498243|XP_032307398.1|DANA	LOC110185552|XP_020810129.1|DSER
OG0002377	LOC6500491|XP_001953337.1|DANA	LOC110177196|XP_020799451.1|DSER
OG0002378	LOC6507801|XP_001956371.1|DANA	LOC110177485|XP_020799896.1|DSER
OG0002379	LOC6503320|XP_001965403.1|DANA	LOC110181184|XP_020804521.1|DSER
OG0002380	LOC6503093|XP_001963411.1|DANA	LOC110182063|XP_020805684.1|DSER
OG0002381	LOC6495743|XP_001959478.1|DANA	LOC110179263|XP_020802377.1|DSER
OG0002382	LOC6504504|XP_032308154.1|DANA	LOC110184120|XP_020808184.1|DSER
OG0002383	LOC6507458|XP_001955970.2|DANA	LOC110177590|XP_020800033.1|DSER
OG0002384	LOC6504142|XP_032308706.1|DANA	LOC110180159|XP_020803473.1|DSER
OG0002385	LOC6506063|XP_001966651.2|DANA	LOC110185418|XP_020809890.1|DSER
OG0002386	LOC6500410|XP_032312292.1|DANA	LOC110188468|XP_020813857.1|DSER
OG0002387	LOC6499773|XP_032305793.1|DANA	LOC110190974|XP_020817328.1|DSER
OG0002388	LOC6494631|XP_001965946.2|DANA	LOC110188720|XP_020814193.1|DSER
OG0002389	LOC6499041|XP_001955444.1|DANA	LOC110185244|XP_020809642.1|DSER
OG0002390	LOC6498623|XP_001963177.1|DANA	LOC110183431|XP_020807371.1|DSER
OG0002391	LOC6496253|XP_032307075.1|DANA	LOC110177337|XP_020799685.1|DSER
OG0002392	LOC6507723|XP_001956216.2|DANA	LOC110185201|XP_020809586.1|DSER
OG0002393	LOC6493391|XP_032310130.1|DANA	LOC110177572|XP_020800007.1|DSER
OG0002394	LOC6500051|XP_001953313.1|DANA	LOC110191787|XP_020818396.1|DSER
OG0002395	LOC6499522|XP_001954447.2|DANA	LOC110187721|XP_020812825.1|DSER
OG0002396	LOC6495872|XP_001959759.1|DANA	LOC110177796|XP_020800344.1|DSER
OG0002397	LOC6497377|XP_001962209.1|DANA	LOC110181850|XP_020805418.1|DSER
OG0002398	LOC6501934|XP_001966719.1|DANA	LOC110184421|XP_020808615.1|DSER
OG0002399	LOC6493909|XP_001961345.2|DANA	LOC110189368|XP_020815074.1|DSER
OG0002400	LOC6495973|XP_001959955.2|DANA	LOC110180023|XP_020803282.1|DSER
OG0002401	LOC6505486|XP_032311767.1|DANA	LOC110185450|XP_020809943.1|DSER
OG0002402	LOC6498955|XP_001955611.1|DANA	LOC110191741|XP_020818331.1|DSER
OG0002403	LOC6498956|XP_032312351.1|DANA	LOC110191801|XP_020818412.1|DSER
OG0002404	LOC6500470|XP_001953284.1|DANA	LOC110187662|XP_020812740.1|DSER
OG0002405	LOC6500495|XP_001953343.1|DANA	LOC110177165|XP_020799410.1|DSER
OG0002406	LOC6493084|XP_001957011.1|DANA	LOC110188532|XP_020813935.1|DSER
OG0002407	LOC6505626|XP_032305496.1|DANA	LOC110186389|XP_020811208.1|DSER
OG0002408	LOC6500488|XP_001953331.1|DANA	LOC110177129|XP_020799357.1|DSER
OG0002409	LOC6507234|XP_032309990.1|DANA	LOC110185298|XP_020809707.1|DSER
OG0002410	LOC6500142|XP_001953143.1|DANA	LOC110188314|XP_020813681.1|DSER
OG0002411	LOC6501210|XP_001954770.1|DANA	LOC110186338|XP_020811145.1|DSER
OG0002412	LOC26514071|XP_014765568.1|DANA	LOC110188919|XP_020814500.1|DSER
OG0002413	LOC6504110|XP_001964199.1|DANA	LOC110179631|XP_020802901.1|DSER
OG0002414	LOC6507083|XP_001956700.1|DANA	LOC110186976|XP_020811987.1|DSER
OG0002415	LOC6500025|XP_001953374.2|DANA	LOC110176591|XP_020798666.1|DSER
OG0002416	LOC6504367|XP_014759443.1|DANA	LOC110185423|XP_020809895.1|DSER
OG0002417	LOC6497682|XP_001961580.1|DANA	LOC110176949|XP_020799110.1|DSER
OG0002418	LOC6505769|XP_001964347.3|DANA	LOC110185348|XP_020809784.1|DSER
OG0002419	LOC6502216|XP_001966013.1|DANA	LOC110181882|XP_020805469.1|DSER
OG0002420	LOC6493401|XP_001957674.1|DANA	LOC110187672|XP_020812756.1|DSER
OG0002421	LOC6503409|XP_001967485.3|DANA	LOC110186227|XP_020810949.1|DSER
OG0002422	LOC6500589|XP_001953528.1|DANA	LOC110191085|XP_020817489.1|DSER
OG0002423	LOC6507870|XP_032309869.1|DANA	LOC110190160|XP_020816154.1|DSER
OG0002424	LOC6501811|XP_001967404.1|DANA	LOC110185438|XP_020809921.1|DSER
OG0002425	LOC6504583|XP_001966583.1|DANA	LOC110179478|XP_020802710.1|DSER
OG0002426	LOC6492958|XP_001956748.1|DANA	LOC110178619|XP_020801463.1|DSER
