Orthogroup	DANA.longest_only	DSUZ.longest_only
OG0000675	LOC6497195|XP_001962579.1|DANA	LOC108021019|XP_016944988.1|DSUZ, LOC108021018|XP_016944987.1|DSUZ
OG0000677	LOC6507920|XP_001956603.1|DANA	LOC108014658|XP_016936309.2|DSUZ
OG0000677	LOC6505243|XP_001965610.1|DANA	LOC108004752|XP_016923277.1|DSUZ
OG0000678	LOC6499862|XP_001953749.1|DANA	LOC108020230|XP_036673758.1|DSUZ, LOC108020215|XP_036677513.1|DSUZ
OG0000678	LOC6497849|XP_001961564.2|DANA	LOC108021349|XP_016945521.1|DSUZ
OG0000679	LOC6504250|XP_032308844.1|DANA	LOC108006281|XP_016925227.1|DSUZ
OG0000680	LOC6498798|XP_032308230.1|DANA	LOC108015411|XP_016937325.1|DSUZ
OG0000680	LOC6498797|XP_032308181.1|DANA	LOC108015370|XP_016937277.1|DSUZ
OG0000681	LOC6499194|XP_001955140.2|DANA	LOC108020105|XP_036672713.1|DSUZ, LOC118877931|XP_036674446.1|DSUZ
OG0000681	LOC6504094|XP_001964162.1|DANA	LOC108005315|XP_016924017.1|DSUZ
OG0000683	LOC6498906|XP_001955699.1|DANA	LOC108020622|XP_016944460.1|DSUZ
OG0000684	LOC6500525|XP_001953392.1|DANA	LOC108017403|XP_016939917.2|DSUZ
OG0000684	LOC6499047|XP_001955414.1|DANA	LOC118877928|XP_036674421.1|DSUZ
OG0000685	LOC6502100|XP_001966211.1|DANA	LOC108019027|XP_016942130.1|DSUZ
OG0000685	LOC6500048|XP_001953321.1|DANA	LOC108014428|XP_016936032.1|DSUZ
OG0000686	LOC6493938|XP_001961283.1|DANA	LOC108017789|XP_016940421.1|DSUZ
OG0000687	LOC6494600|XP_001960033.1|DANA	LOC108008806|XP_016928200.1|DSUZ
OG0000687	LOC6507542|XP_001955885.1|DANA	LOC108012468|XP_016933349.1|DSUZ
OG0000688	LOC6494546|XP_014762835.1|DANA	LOC108009172|XP_016928789.1|DSUZ
OG0000689	LOC6494869|XP_032307169.1|DANA	LOC108008377|XP_016927707.1|DSUZ
OG0000689	LOC6494870|XP_001959518.2|DANA	LOC108008376|XP_016927705.1|DSUZ
OG0000690	LOC6502174|XP_001966079.1|DANA	LOC108018995|XP_016942093.2|DSUZ
OG0000691	LOC6498348|XP_001962597.1|DANA	LOC108007869|XP_016927123.1|DSUZ
OG0000691	LOC6506282|XP_001958202.1|DANA	LOC108015929|XP_016937998.1|DSUZ
OG0000692	LOC6492991|XP_001956808.1|DANA	LOC108018827|XP_016941902.2|DSUZ
OG0000692	LOC6492992|XP_001956809.1|DANA	LOC108011305|XP_016931899.1|DSUZ
OG0000693	LOC6505271|XP_001965660.1|DANA	LOC108016957|XP_016939381.1|DSUZ
OG0000693	LOC6500122|XP_001953179.1|DANA	LOC118877678|XP_036673255.1|DSUZ
OG0000694	LOC6503517|XP_001964225.1|DANA	LOC108004744|XP_016923265.1|DSUZ
OG0000694	LOC6507910|XP_001956582.3|DANA	LOC108010701|XP_016931100.2|DSUZ
OG0000695	LOC6497333|XP_001962300.3|DANA	LOC108006920|XP_036678481.1|DSUZ
OG0000696	LOC6497395|XP_001962169.1|DANA, LOC6504372|XP_001967763.1|DANA	LOC108011939|XP_016932677.1|DSUZ
OG0000697	LOC6504376|XP_001967091.1|DANA	LOC108015283|XP_016937143.1|DSUZ
OG0000697	LOC6497323|XP_001962319.1|DANA	LOC108011910|XP_016932650.1|DSUZ
OG0000698	LOC6497852|XP_001961572.2|DANA	LOC108007921|XP_016927184.1|DSUZ
OG0000698	LOC6497853|XP_001961573.1|DANA	LOC108007256|XP_016926388.1|DSUZ
OG0000699	LOC6503501|XP_014760389.1|DANA	LOC108021404|XP_016945593.1|DSUZ
OG0000699	LOC6501055|XP_001954475.2|DANA	LOC108019410|XP_016942721.2|DSUZ
OG0000700	LOC6497888|XP_001961650.2|DANA	LOC108021255|XP_016945362.1|DSUZ
OG0000700	LOC6496721|XP_001967330.2|DANA	LOC108021700|XP_016946018.1|DSUZ
OG0000701	LOC6494056|XP_001961071.1|DANA	LOC108019646|XP_016943019.1|DSUZ
OG0000701	LOC6502057|XP_001967439.1|DANA	LOC108006283|XP_016925230.1|DSUZ
OG0000702	LOC6501012|XP_014766847.1|DANA	LOC108014847|XP_036674496.1|DSUZ
OG0000702	LOC6501013|XP_001954375.2|DANA	LOC108014854|XP_036674484.1|DSUZ
OG0000703	LOC6505643|XP_001964978.1|DANA	LOC108018241|XP_016941260.1|DSUZ
OG0000703	LOC6496208|XP_032306686.1|DANA	LOC108018090|XP_016940981.1|DSUZ
OG0000704	LOC6504901|XP_032309322.1|DANA	LOC108015099|XP_036676400.1|DSUZ
OG0000704	LOC6500565|XP_001953486.1|DANA	LOC108010780|XP_036675657.1|DSUZ
OG0000705	LOC6507404|XP_001956082.1|DANA	LOC108013014|XP_016934091.1|DSUZ
OG0000705	LOC6507402|XP_001956083.1|DANA	LOC108013012|XP_016934090.1|DSUZ
OG0000706	LOC6497867|XP_001961605.2|DANA	LOC108007531|XP_016926713.1|DSUZ
OG0000706	LOC6504935|XP_001966614.3|DANA	LOC108015358|XP_016937258.1|DSUZ
OG0000707	LOC6496152|XP_001960339.1|DANA	LOC108008762|XP_016928149.1|DSUZ
OG0000707	LOC6502349|XP_001967161.1|DANA	LOC108006272|XP_016925210.1|DSUZ
OG0000708	LOC6503061|XP_032308922.1|DANA	LOC108016858|XP_016939213.1|DSUZ
OG0000708	LOC6502202|XP_032308816.1|DANA	LOC108005337|XP_036677236.1|DSUZ
OG0000709	LOC6505569|XP_001964679.2|DANA	LOC108008049|XP_016927322.2|DSUZ
OG0000709	LOC6502274|XP_001966145.3|DANA	LOC108011158|XP_016931733.2|DSUZ
OG0000710	LOC6500084|XP_001953258.1|DANA	LOC108013961|XP_016935463.1|DSUZ
OG0000710	LOC6496062|XP_001960142.1|DANA	LOC108010145|XP_016930468.1|DSUZ
OG0000711	LOC6493462|XP_001957808.1|DANA	LOC108012581|XP_016933485.1|DSUZ
OG0000711	LOC6503033|XP_001963372.1|DANA	LOC108016919|XP_016939332.1|DSUZ
OG0000712	LOC6500125|XP_001953174.2|DANA	LOC108005034|XP_016923660.2|DSUZ, LOC108005032|XP_016923656.2|DSUZ
OG0000712	LOC6500418|XP_001953177.1|DANA	LOC108005024|XP_036673358.1|DSUZ, LOC118877576|XP_036672723.1|DSUZ
OG0000713	LOC6499165|XP_032305669.1|DANA	LOC108016495|XP_036675155.1|DSUZ
OG0000713	LOC6496218|XP_001960470.1|DANA	LOC108017839|XP_016940481.1|DSUZ
OG0000714	LOC6505281|XP_001965683.1|DANA	LOC108011140|XP_016931710.1|DSUZ
OG0000714	LOC6507712|XP_001956193.2|DANA	LOC108007166|XP_036670539.1|DSUZ
OG0000715	LOC26515276|XP_014765713.1|DANA	LOC108007750|XP_016926995.2|DSUZ
OG0000715	LOC6493681|XP_001958222.1|DANA, LOC6506263|XP_001958234.1|DANA	LOC108015793|XP_036671576.1|DSUZ
OG0000716	LOC6503897|XP_001963801.1|DANA	LOC108011125|XP_016931685.1|DSUZ
OG0000716	LOC6506437|XP_001957882.1|DANA	LOC108013432|XP_016934788.1|DSUZ
OG0000717	LOC6506097|XP_001958563.1|DANA	LOC108007689|XP_016926902.2|DSUZ
OG0000718	LOC6498717|XP_032308639.1|DANA	LOC108020349|XP_016944006.1|DSUZ
OG0000718	LOC6494740|XP_032308069.1|DANA	LOC108020333|XP_016943955.2|DSUZ
OG0000719	LOC6507755|XP_001956280.1|DANA	LOC108013037|XP_016934130.1|DSUZ
OG0000719	LOC6506475|XP_014764783.2|DANA	LOC108012643|XP_016933556.1|DSUZ
OG0000720	LOC26514295|XP_014767268.2|DANA, LOC6501637|XP_001955653.2|DANA, LOC6498928|XP_032312379.1|DANA	LOC108014801|XP_036673526.1|DSUZ
OG0000720	LOC6501176|XP_001954700.1|DANA	LOC108010560|XP_016930928.2|DSUZ, LOC108016004|XP_016938086.2|DSUZ, LOC108016005|XP_036678141.1|DSUZ
OG0000721	LOC6497121|XP_001962716.1|DANA	LOC108011945|XP_016932682.1|DSUZ
OG0000722	LOC6496460|XP_032306004.1|DANA, LOC6496461|XP_032306975.1|DANA, LOC26514697|XP_032306974.1|DANA	LOC108008218|XP_016927497.2|DSUZ, LOC108008217|XP_016927496.1|DSUZ, LOC108008216|XP_016927495.1|DSUZ
OG0000723	LOC6494848|XP_001959559.1|DANA	LOC108008795|XP_016928181.1|DSUZ
OG0000724	LOC6504397|XP_001967051.1|DANA	LOC108015348|XP_016937247.1|DSUZ
OG0000724	LOC6505964|XP_001964693.1|DANA	LOC108017247|XP_036675435.1|DSUZ
OG0000726	LOC6501275|XP_032312145.1|DANA	LOC108014222|XP_016935743.2|DSUZ
OG0000726	LOC6501274|XP_001954898.1|DANA	LOC108004937|XP_036673728.1|DSUZ
OG0000727	LOC6499347|XP_001954818.2|DANA	LOC108013752|XP_016935198.2|DSUZ
OG0000728	LOC6501967|XP_001966781.1|DANA	LOC108014967|XP_016936677.2|DSUZ
OG0000728	LOC6499993|XP_014766306.2|DANA	LOC108004966|XP_016923558.1|DSUZ
OG0000729	LOC26515185|XP_014760940.1|DANA	LOC108011701|XP_016932400.2|DSUZ
OG0000729	LOC6505592|XP_001964634.3|DANA	LOC108011704|XP_016932403.2|DSUZ
OG0000730	LOC6493111|XP_001957066.1|DANA	LOC108005234|XP_016923915.1|DSUZ
OG0000730	LOC6498126|XP_001962132.2|DANA	LOC108010316|XP_016930706.1|DSUZ
OG0000731	LOC6507706|XP_032310233.1|DANA	LOC108005739|XP_036670767.1|DSUZ
OG0000731	LOC6494004|XP_032305981.1|DANA	LOC108017916|XP_016940574.1|DSUZ
OG0000732	LOC6506572|XP_001957619.1|DANA	LOC108020005|XP_016943579.1|DSUZ
OG0000732	LOC6506573|XP_001957618.1|DANA	LOC108020003|XP_016943577.2|DSUZ
OG0000733	LOC6501182|XP_001954710.1|DANA	LOC108014789|XP_016936470.2|DSUZ
OG0000733	LOC6506611|XP_001957547.1|DANA	LOC108013351|XP_016934657.1|DSUZ
OG0000734	LOC6503179|XP_001963592.1|DANA	LOC108004651|XP_016923090.1|DSUZ
OG0000734	LOC6507038|XP_032310189.1|DANA	LOC108020012|XP_036670998.1|DSUZ
OG0000735	LOC6503641|XP_001964015.1|DANA	LOC108004591|XP_016923019.1|DSUZ
OG0000735	LOC6505433|XP_001964901.1|DANA	LOC108020572|XP_016944424.1|DSUZ
OG0000736	LOC6497225|XP_001962524.1|DANA	LOC108018124|XP_016941055.1|DSUZ
OG0000736	LOC6497226|XP_001962523.2|DANA	LOC108015114|XP_016936857.1|DSUZ
OG0000737	LOC6493926|XP_014762463.2|DANA	LOC108018012|XP_016940859.1|DSUZ
OG0000738	LOC6497393|XP_001962176.1|DANA	LOC108019184|XP_016942444.1|DSUZ
OG0000738	LOC6497826|XP_001961529.1|DANA	LOC108011249|XP_016931850.1|DSUZ
OG0000739	LOC6499959|XP_001953557.3|DANA	LOC108015727|XP_016926869.1|DSUZ
OG0000739	LOC6499956|XP_001953560.1|DANA	LOC108007652|XP_016926864.1|DSUZ
OG0000740	LOC6501177|XP_032308561.1|DANA	LOC108016394|XP_036674218.1|DSUZ
OG0000741	LOC6502028|XP_032311969.1|DANA	LOC108006303|XP_016925278.1|DSUZ, LOC108015678|XP_036673764.1|DSUZ
OG0000742	LOC6498762|XP_001967255.1|DANA	LOC108015239|XP_016937074.1|DSUZ
OG0000742	LOC6498763|XP_001967254.2|DANA	LOC108015240|XP_016937076.1|DSUZ
OG0000743	LOC6507084|XP_032310269.1|DANA	LOC108013226|XP_016934444.2|DSUZ
OG0000743	LOC6494428|XP_001960341.1|DANA	LOC108008863|XP_016928255.1|DSUZ, LOC108008653|XP_016928028.1|DSUZ
OG0000744	LOC6496618|XP_001961274.3|DANA	LOC108009841|XP_016930022.1|DSUZ
OG0000745	LOC6495061|XP_001959146.1|DANA	LOC108008187|XP_016927468.1|DSUZ
OG0000745	LOC6496609|XP_001961251.1|DANA	LOC108009250|XP_016928919.1|DSUZ
OG0000746	LOC6496492|XP_001961010.1|DANA	LOC108017857|XP_016940500.2|DSUZ, LOC118877075|XP_036669851.1|DSUZ, LOC118877071|XP_036669846.1|DSUZ, LOC108019680|XP_016943061.2|DSUZ, LOC108019926|XP_036669964.1|DSUZ, LOC108019627|XP_016942998.2|DSUZ
OG0000747	LOC6493875|XP_001958599.1|DANA	LOC108007712|XP_016926950.1|DSUZ, LOC118877318|XP_036671427.1|DSUZ
OG0000747	LOC6493874|XP_032310046.1|DANA	LOC108007713|XP_016926951.2|DSUZ, LOC118876752|XP_036670344.1|DSUZ
OG0000748	LOC6503295|XP_032309199.1|DANA	LOC108011058|XP_016931613.1|DSUZ
OG0000750	LOC6495702|XP_001959404.2|DANA	LOC108009829|XP_016930004.2|DSUZ, LOC108009828|XP_016930003.1|DSUZ
OG0000750	LOC6499996|XP_001953463.1|DANA	LOC108015856|XP_016937912.1|DSUZ
OG0000751	LOC6495172|XP_032306457.1|DANA	LOC108009890|XP_016930097.1|DSUZ
OG0000751	LOC6495173|XP_001958912.1|DANA	LOC108010315|XP_016930701.1|DSUZ
OG0000752	LOC6499529|XP_001954432.2|DANA, LOC6500720|XP_032312296.1|DANA, LOC6499301|XP_001954913.2|DANA	LOC108018613|XP_036673612.1|DSUZ
OG0000752	LOC6496705|XP_001967346.1|DANA	LOC108009576|XP_016929535.2|DSUZ, LOC108009067|XP_016928571.2|DSUZ, LOC108009837|XP_016930018.2|DSUZ
OG0000752	LOC6506013|XP_001965068.1|DANA, LOC6504290|XP_032310944.1|DANA, LOC6504308|XP_001965048.2|DANA	LOC108014538|XP_016936209.2|DSUZ, LOC118876797|XP_036668599.1|DSUZ
OG0000753	LOC6500734|XP_001953812.1|DANA	LOC108018405|XP_036672589.1|DSUZ
OG0000753	LOC6506222|XP_001958318.1|DANA	LOC108012679|XP_016933595.1|DSUZ
OG0000754	LOC6504422|XP_014759463.1|DANA	LOC108005475|XP_036676966.1|DSUZ
OG0000754	LOC6502050|XP_001967147.2|DANA, LOC116656434|XP_032311924.1|DANA	LOC108006284|XP_016925231.1|DSUZ
OG0000755	LOC26514073|XP_032312069.1|DANA	LOC108018290|XP_036674677.1|DSUZ
OG0000755	LOC6500378|XP_001953087.1|DANA	LOC108018289|XP_036674692.1|DSUZ
OG0000756	LOC6500669|XP_001953690.1|DANA	LOC108005039|XP_016923665.2|DSUZ
OG0000756	LOC6500670|XP_001953691.1|DANA	LOC108005038|XP_016923664.2|DSUZ
OG0000757	LOC6492998|XP_001956828.1|DANA	LOC108007118|XP_016926211.1|DSUZ
OG0000758	LOC6493089|XP_014764209.1|DANA	LOC108011303|XP_036671197.1|DSUZ
OG0000758	LOC6493088|XP_001957018.1|DANA	LOC108011319|XP_036671194.1|DSUZ
OG0000759	LOC6507541|XP_001955883.3|DANA	LOC108013607|XP_016935036.1|DSUZ
OG0000759	LOC6507540|XP_001955882.2|DANA	LOC108012426|XP_036671839.1|DSUZ
OG0000760	LOC6496381|XP_014763785.1|DANA	LOC108010299|XP_016930663.1|DSUZ
OG0000761	LOC6496921|XP_014761432.1|DANA	LOC108021545|XP_036676751.1|DSUZ
OG0000761	LOC6498601|XP_001963138.2|DANA	LOC108005031|XP_016923659.1|DSUZ
OG0000762	LOC6498036|XP_001961942.1|DANA	LOC108005456|XP_016924241.1|DSUZ
OG0000762	LOC6503303|XP_001967574.1|DANA	LOC108010606|XP_016930991.1|DSUZ
OG0000763	LOC6506819|XP_001965255.1|DANA	LOC108021341|XP_016945507.1|DSUZ
OG0000763	LOC6506808|XP_001965254.1|DANA	LOC108021343|XP_016945511.1|DSUZ
OG0000764	LOC6500851|XP_014766760.1|DANA	LOC108006447|XP_036672945.1|DSUZ
OG0000764	LOC6504254|XP_032308873.1|DANA	LOC108006339|XP_016925338.1|DSUZ
OG0000765	LOC6507661|XP_001956095.1|DANA	LOC108012671|XP_016933586.1|DSUZ
OG0000765	LOC6503696|XP_032308471.1|DANA	LOC108015300|XP_016937166.1|DSUZ
OG0000766	LOC6504762|XP_001964849.1|DANA	LOC108010875|XP_016931352.1|DSUZ
OG0000766	LOC6503864|XP_001963741.1|DANA	LOC108020178|XP_016943771.1|DSUZ
OG0000767	LOC6498840|XP_001955833.2|DANA	LOC108016254|XP_016938366.2|DSUZ
OG0000767	LOC6506348|XP_001958055.1|DANA	LOC108010681|XP_036672278.1|DSUZ
OG0000768	LOC6492926|XP_001956664.1|DANA	LOC108005850|XP_036671900.1|DSUZ
OG0000769	LOC6500057|XP_001953306.1|DANA	LOC108012134|XP_016932914.2|DSUZ
OG0000769	LOC6504386|XP_001967068.1|DANA	LOC108015385|XP_016937292.1|DSUZ
OG0000770	LOC6495760|XP_001959516.1|DANA	LOC108009556|XP_016929506.1|DSUZ
OG0000771	LOC6493130|XP_014764227.1|DANA	LOC108011804|XP_016932531.2|DSUZ
OG0000771	LOC6493131|XP_001957110.1|DANA	LOC108011837|XP_016932564.2|DSUZ
OG0000772	LOC6494383|XP_001960427.2|DANA	LOC108008397|XP_016927731.1|DSUZ
OG0000772	LOC6494365|XP_001960454.1|DANA	LOC108018091|XP_016940984.2|DSUZ
OG0000773	LOC6494081|XP_032306216.1|DANA	LOC108019654|XP_016943028.1|DSUZ
OG0000773	LOC6500435|XP_032309154.1|DANA	LOC108017113|XP_016939562.2|DSUZ
OG0000774	LOC116654455|XP_032307018.1|DANA, LOC26515289|XP_014764117.1|DANA, LOC6496316|XP_014763752.1|DANA	LOC108009937|XP_016930169.1|DSUZ, LOC108009938|XP_016930170.1|DSUZ, LOC108009936|XP_016930166.1|DSUZ
OG0000775	LOC6495809|XP_001959631.2|DANA	LOC108019850|XP_016943377.1|DSUZ
OG0000775	LOC6494990|XP_001959262.2|DANA	LOC108009958|XP_016930203.1|DSUZ
OG0000776	LOC6502492|XP_001967494.1|DANA	LOC108017586|XP_016940164.2|DSUZ
OG0000776	LOC26515321|XP_014765720.2|DANA	LOC108005559|XP_036670505.1|DSUZ, LOC118877219|XP_036670517.1|DSUZ
OG0000777	LOC6499203|XP_001955123.1|DANA, LOC26514975|XP_014767365.1|DANA	LOC118877968|XP_036674697.1|DSUZ, LOC108020829|XP_016944702.2|DSUZ, LOC108020835|XP_016944707.1|DSUZ, LOC118877904|XP_036674324.1|DSUZ
OG0000778	LOC6493326|XP_001957529.1|DANA	LOC108011444|XP_016932069.1|DSUZ
OG0000778	LOC6502732|XP_032310545.1|DANA	LOC108014401|XP_036672050.1|DSUZ
OG0000779	LOC6505084|XP_001965500.2|DANA	LOC108004707|XP_016923210.1|DSUZ
OG0000780	LOC6496620|XP_001961277.1|DANA	LOC108009945|XP_016930178.1|DSUZ
OG0000781	LOC6502133|XP_001966148.2|DANA	LOC108019124|XP_016942345.1|DSUZ
OG0000781	LOC6506100|XP_001958552.1|DANA	LOC108007436|XP_016926584.2|DSUZ
OG0000782	LOC6507135|XP_001956608.1|DANA	LOC108014639|XP_036671167.1|DSUZ
OG0000782	LOC6502168|XP_001966093.1|DANA	LOC108005169|XP_016923833.1|DSUZ
OG0000783	LOC6507131|XP_001956616.1|DANA	LOC108014686|XP_016936349.1|DSUZ
OG0000783	LOC6503710|XP_001963883.1|DANA	LOC108015375|XP_016937282.1|DSUZ
OG0000784	LOC6506957|XP_001956924.1|DANA	LOC108012735|XP_016933657.1|DSUZ
OG0000784	LOC6505054|XP_001965549.1|DANA	LOC108016874|XP_016939247.1|DSUZ
OG0000785	LOC6501498|XP_001955374.2|DANA	LOC108011725|XP_016932436.2|DSUZ
OG0000785	LOC6499081|XP_001955344.1|DANA	LOC108020160|XP_016943751.2|DSUZ
OG0000786	LOC116655457|XP_032309240.1|DANA	LOC108020430|XP_016944238.1|DSUZ
OG0000786	LOC6500777|XP_014766717.1|DANA	LOC108018387|XP_036672790.1|DSUZ
OG0000787	LOC6507292|XP_001956302.1|DANA	LOC108013088|XP_036670990.1|DSUZ
OG0000787	LOC6502268|XP_001966131.2|DANA	LOC108005233|XP_016923914.1|DSUZ
OG0000788	LOC116654934|XP_032307600.1|DANA	LOC108014889|XP_016936600.1|DSUZ
OG0000788	LOC6493506|XP_001957890.1|DANA	LOC108005882|XP_016924752.1|DSUZ
OG0000789	LOC26515070|XP_014762399.1|DANA	LOC108007756|XP_016927003.2|DSUZ
OG0000789	LOC6497136|XP_032311249.1|DANA	LOC108013325|XP_016934615.1|DSUZ
OG0000790	LOC6497858|XP_001961582.1|DANA	LOC108013645|XP_016935072.1|DSUZ
OG0000790	LOC6497857|XP_001961581.1|DANA	LOC108013632|XP_016935070.1|DSUZ
OG0000791	LOC6503423|XP_001967455.1|DANA	LOC108017536|XP_036675275.1|DSUZ
OG0000791	LOC6505995|XP_014760873.1|DANA	LOC108019460|XP_036674189.1|DSUZ
OG0000792	LOC6497543|XP_001961861.3|DANA	LOC108009951|XP_016930193.1|DSUZ, LOC108008463|XP_016927809.1|DSUZ
OG0000793	LOC6500406|XP_001953149.1|DANA	LOC108015971|XP_016938043.2|DSUZ, LOC108015360|XP_016937264.1|DSUZ
OG0000794	LOC6503531|XP_032308766.1|DANA	LOC108020875|XP_016944763.1|DSUZ, LOC108015046|XP_016936774.1|DSUZ
OG0000795	LOC6503516|XP_001964226.1|DANA	LOC108004757|XP_016923283.1|DSUZ
OG0000795	LOC6505784|XP_001964373.1|DANA	LOC108012042|XP_016932811.1|DSUZ
OG0000796	LOC6505839|XP_001964466.1|DANA	LOC108010558|XP_036674438.1|DSUZ
OG0000796	LOC6503006|XP_001963428.1|DANA	LOC108004727|XP_016923238.1|DSUZ
OG0000797	LOC6499328|XP_001954858.1|DANA	LOC108017482|XP_016940016.2|DSUZ
OG0000797	LOC6499329|XP_001954857.1|DANA	LOC108017480|XP_036674283.1|DSUZ
OG0000798	LOC6494040|XP_001961099.2|DANA	LOC108019781|XP_016943258.1|DSUZ
OG0000798	LOC6494042|XP_001961097.1|DANA	LOC108019780|XP_016943252.1|DSUZ
OG0000799	LOC6500530|XP_001953399.2|DANA	LOC108019251|XP_036673861.1|DSUZ
OG0000799	LOC6502112|XP_001966188.2|DANA	LOC108015152|XP_016936917.1|DSUZ
OG0000800	LOC6493767|XP_001958399.1|DANA	LOC108012423|XP_016933273.1|DSUZ
OG0000801	LOC6496148|XP_001960334.2|DANA	LOC108008266|XP_016927543.1|DSUZ
OG0000801	LOC6494496|XP_001960222.2|DANA	LOC108008353|XP_016927671.1|DSUZ
OG0000802	LOC6503018|XP_001963395.1|DANA, LOC6503019|XP_001963394.1|DANA	LOC108004581|XP_016923009.1|DSUZ
OG0000803	LOC6498628|XP_001963185.1|DANA	LOC108021119|XP_016945157.1|DSUZ
OG0000803	LOC6507043|XP_001956764.1|DANA	LOC108011871|XP_036670751.1|DSUZ
OG0000804	LOC6495679|XP_001959371.1|DANA	LOC108008724|XP_016928111.1|DSUZ
OG0000804	LOC6499444|XP_001954629.1|DANA	LOC108016053|XP_036674900.1|DSUZ
OG0000805	LOC6494060|XP_001961063.1|DANA	LOC108019642|XP_016943015.1|DSUZ
OG0000805	LOC6494061|XP_001961062.1|DANA	LOC108019653|XP_016943027.1|DSUZ
OG0000806	LOC6497541|XP_032307511.1|DANA	LOC108009507|XP_016929411.1|DSUZ
OG0000807	LOC26514910|XP_014765681.1|DANA	LOC108017627|XP_016940217.2|DSUZ
OG0000807	LOC26515432|XP_014762432.1|DANA	LOC108019814|XP_036670640.1|DSUZ
OG0000808	LOC116654494|XP_032305396.1|DANA	LOC108013819|XP_036675465.1|DSUZ
OG0000810	LOC6495102|XP_001959067.1|DANA, LOC6495101|XP_001959068.1|DANA	LOC108017741|XP_036669879.1|DSUZ
OG0000811	LOC6505734|XP_001964364.1|DANA	LOC108006656|XP_016925681.1|DSUZ
OG0000811	LOC6494132|XP_032306608.1|DANA	LOC108009093|XP_016928642.1|DSUZ
OG0000812	LOC6502491|XP_001967493.1|DANA	LOC108011756|XP_016932474.2|DSUZ
OG0000813	LOC6495769|XP_001959537.1|DANA	LOC108019788|XP_016943273.1|DSUZ
OG0000814	LOC6507586|XP_001965404.1|DANA	LOC108008525|XP_016927888.1|DSUZ
OG0000815	LOC6498321|XP_001962541.1|DANA	LOC108021696|XP_016946016.1|DSUZ
OG0000816	LOC6500086|XP_001953256.2|DANA	LOC108013963|XP_016935467.1|DSUZ
OG0000817	LOC6503421|XP_001967459.1|DANA, LOC6502489|XP_001967458.1|DANA	LOC108018419|XP_016941465.2|DSUZ, LOC108018418|XP_036675534.1|DSUZ
OG0000818	LOC6504771|XP_001966316.1|DANA	LOC108016618|XP_016938801.1|DSUZ
OG0000818	LOC26515142|XP_014762407.1|DANA	LOC108014108|XP_016935625.1|DSUZ
OG0000819	LOC6502214|XP_001966019.1|DANA	LOC108016527|XP_016938689.1|DSUZ
OG0000819	LOC6502213|XP_001966020.3|DANA	LOC108016526|XP_036676591.1|DSUZ
OG0000820	LOC6496613|XP_001961261.1|DANA	LOC108008430|XP_016927769.1|DSUZ
OG0000821	LOC6499710|XP_001954083.1|DANA	LOC108011585|XP_036673920.1|DSUZ
OG0000821	LOC6494168|XP_001960835.1|DANA	LOC108008253|XP_036669414.1|DSUZ
OG0000822	LOC6506953|XP_001956929.1|DANA	LOC108012267|XP_016933057.1|DSUZ
OG0000822	LOC6498041|XP_032307650.1|DANA	LOC108021667|XP_016945971.1|DSUZ
OG0000823	LOC6499899|XP_014766271.2|DANA	LOC108008054|XP_036672745.1|DSUZ, LOC108008053|XP_016927324.2|DSUZ
OG0000824	LOC6497022|XP_001962913.1|DANA	LOC108007551|XP_016926735.1|DSUZ
OG0000825	LOC6506955|XP_032310810.1|DANA	LOC108012268|XP_016933058.1|DSUZ
OG0000825	LOC6496730|XP_001967349.2|DANA	LOC108012861|XP_016933828.1|DSUZ
OG0000826	LOC6495963|XP_001959941.1|DANA	LOC108009258|XP_016928929.1|DSUZ
OG0000827	LOC6506165|XP_001958430.1|DANA, LOC6506164|XP_001958431.1|DANA, LOC6506163|XP_001958432.1|DANA	LOC108012510|XP_016933409.2|DSUZ, LOC108012509|XP_016933408.2|DSUZ, LOC108012513|XP_016933411.1|DSUZ, LOC108012511|XP_016933410.1|DSUZ
OG0000828	LOC6499197|XP_001955126.2|DANA	LOC108020830|XP_016944703.2|DSUZ
OG0000828	LOC26513744|XP_014767206.1|DANA	LOC108020831|XP_016944704.2|DSUZ
OG0000830	LOC6503155|XP_014761319.1|DANA	LOC108019199|XP_016942475.1|DSUZ
OG0000831	LOC6506230|XP_001958300.1|DANA	LOC108013415|XP_016934762.1|DSUZ
OG0000832	LOC6496413|XP_001960866.1|DANA	LOC108009205|XP_016928855.1|DSUZ
OG0000832	LOC6506468|XP_001965183.1|DANA	LOC108012190|XP_016932979.1|DSUZ
OG0000833	LOC6493665|XP_001958183.3|DANA	LOC108020735|XP_016944599.2|DSUZ, LOC118877524|XP_036672469.1|DSUZ
OG0000834	LOC6501573|XP_001955498.1|DANA, LOC6501574|XP_001955499.2|DANA	LOC108015478|XP_016937398.2|DSUZ
OG0000835	LOC6507416|XP_032309647.1|DANA	LOC108005846|XP_036670813.1|DSUZ
OG0000836	LOC6506414|XP_001965169.2|DANA	LOC108008108|XP_016927390.1|DSUZ
OG0000836	LOC6496927|XP_001963120.2|DANA	LOC108020943|XP_016944870.1|DSUZ
OG0000837	LOC26515102|XP_014764091.1|DANA	LOC108010062|XP_016930364.1|DSUZ
OG0000837	LOC6503542|XP_001964185.1|DANA	LOC108016597|XP_016938774.1|DSUZ
OG0000838	LOC26515305|XP_014762418.1|DANA	LOC108007335|XP_016926476.1|DSUZ
