Orthogroup	DANA.longest_only	BCOP.longest_only
OG0000782	LOC6507135|XP_001956608.1|DANA, LOC6502168|XP_001966093.1|DANA	LOC119085853|XP_037052258.1|BCOP
OG0000783	LOC6507131|XP_001956616.1|DANA, LOC6503710|XP_001963883.1|DANA	LOC119074637|XP_037036808.1|BCOP
OG0000784	LOC6506957|XP_001956924.1|DANA, LOC6505054|XP_001965549.1|DANA	LOC119083273|XP_037048859.1|BCOP
OG0000785	LOC6501498|XP_001955374.2|DANA, LOC6499081|XP_001955344.1|DANA	LOC119071481|XP_037032226.1|BCOP
OG0000786	LOC116655457|XP_032309240.1|DANA	LOC119083249|XP_037048807.1|BCOP
OG0000786	LOC6500777|XP_014766717.1|DANA	LOC119067170|XP_037025869.1|BCOP
OG0000787	LOC6507292|XP_001956302.1|DANA, LOC6502268|XP_001966131.2|DANA	LOC119073161|XP_037034357.1|BCOP, LOC119073160|XP_037034356.1|BCOP
OG0000788	LOC116654934|XP_032307600.1|DANA, LOC6493506|XP_001957890.1|DANA	LOC119081625|XP_037046569.1|BCOP
OG0000789	LOC26515070|XP_014762399.1|DANA, LOC6497136|XP_032311249.1|DANA	LOC119085993|XP_037052459.1|BCOP
OG0000791	LOC6503423|XP_001967455.1|DANA, LOC6505995|XP_014760873.1|DANA	LOC119069590|XP_037029575.1|BCOP
OG0000792	LOC6497543|XP_001961861.3|DANA	LOC119084707|XP_037050684.1|BCOP, LOC119072704|XP_037033871.1|BCOP
OG0000793	LOC6500406|XP_001953149.1|DANA	LOC119076761|XP_037039614.1|BCOP, LOC119068736|XP_037028329.1|BCOP
OG0000794	LOC6503531|XP_032308766.1|DANA	LOC119082300|XP_037047679.1|BCOP, LOC119066181|XP_037024381.1|BCOP, LOC119082299|XP_037047678.1|BCOP
OG0000795	LOC6503516|XP_001964226.1|DANA, LOC6505784|XP_001964373.1|DANA	LOC119084406|XP_037050268.1|BCOP
OG0000796	LOC6505839|XP_001964466.1|DANA, LOC6503006|XP_001963428.1|DANA	LOC119084327|XP_037050152.1|BCOP
OG0000797	LOC6499328|XP_001954858.1|DANA, LOC6499329|XP_001954857.1|DANA	LOC119076167|XP_037038747.1|BCOP
OG0000798	LOC6494040|XP_001961099.2|DANA, LOC6494042|XP_001961097.1|DANA	LOC119071212|XP_037031903.1|BCOP
OG0000799	LOC6500530|XP_001953399.2|DANA, LOC6502112|XP_001966188.2|DANA	LOC119074621|XP_037036780.1|BCOP
OG0000800	LOC6493767|XP_001958399.1|DANA	LOC119080459|XP_037044724.1|BCOP, LOC119066846|XP_037025409.1|BCOP, LOC119066057|XP_037024177.1|BCOP
OG0000801	LOC6496148|XP_001960334.2|DANA, LOC6494496|XP_001960222.2|DANA	LOC119071073|XP_037031606.1|BCOP
OG0000802	LOC6503018|XP_001963395.1|DANA, LOC6503019|XP_001963394.1|DANA	LOC119081430|XP_037046246.1|BCOP, LOC119084813|XP_037050780.1|BCOP, LOC119070483|XP_037030768.1|BCOP
OG0000803	LOC6498628|XP_001963185.1|DANA, LOC6507043|XP_001956764.1|DANA	LOC119075633|XP_037038009.1|BCOP
OG0000804	LOC6495679|XP_001959371.1|DANA, LOC6499444|XP_001954629.1|DANA	LOC119071673|XP_037032547.1|BCOP
OG0000805	LOC6494060|XP_001961063.1|DANA, LOC6494061|XP_001961062.1|DANA	LOC119076350|XP_037038942.1|BCOP
OG0000811	LOC6505734|XP_001964364.1|DANA, LOC6494132|XP_032306608.1|DANA	LOC119084745|XP_037050710.1|BCOP, LOC119072707|XP_037033872.1|BCOP
OG0000812	LOC6502491|XP_001967493.1|DANA	LOC119083724|XP_037049416.1|BCOP
OG0000813	LOC6495769|XP_001959537.1|DANA	LOC119067956|XP_037027175.1|BCOP
OG0000814	LOC6507586|XP_001965404.1|DANA	LOC119078943|XP_037042585.1|BCOP, LOC119069742|XP_037029776.1|BCOP, LOC119075556|XP_037037919.1|BCOP, LOC119085690|XP_037052031.1|BCOP, LOC119070575|XP_037030881.1|BCOP, LOC119084670|XP_037050642.1|BCOP, LOC119066154|XP_037024353.1|BCOP, LOC119078433|XP_037041841.1|BCOP, LOC119078432|XP_037041840.1|BCOP, LOC119075461|XP_037037800.1|BCOP, LOC119082399|XP_037047825.1|BCOP, LOC119077705|XP_037040876.1|BCOP, LOC119077703|XP_037040874.1|BCOP, LOC119077704|XP_037040875.1|BCOP, LOC119074417|XP_037036441.1|BCOP, LOC119079959|XP_037043966.1|BCOP, LOC119073096|XP_037034309.1|BCOP
OG0000815	LOC6498321|XP_001962541.1|DANA	LOC119082603|XP_037048059.1|BCOP, LOC119080426|XP_037044671.1|BCOP
OG0000816	LOC6500086|XP_001953256.2|DANA	LOC119070839|XP_037031244.1|BCOP
OG0000818	LOC6504771|XP_001966316.1|DANA, LOC26515142|XP_014762407.1|DANA	LOC119075904|XP_037038375.1|BCOP
OG0000819	LOC6502214|XP_001966019.1|DANA, LOC6502213|XP_001966020.3|DANA	LOC119068462|XP_037027949.1|BCOP
OG0000821	LOC6499710|XP_001954083.1|DANA, LOC6494168|XP_001960835.1|DANA	LOC119083527|XP_037049139.1|BCOP
OG0000822	LOC6506953|XP_001956929.1|DANA, LOC6498041|XP_032307650.1|DANA	LOC119074660|XP_037036836.1|BCOP
OG0000824	LOC6497022|XP_001962913.1|DANA	LOC119069942|XP_037030062.1|BCOP
OG0000830	LOC6503155|XP_014761319.1|DANA	LOC119081667|XP_037046645.1|BCOP, LOC119066986|XP_037025607.1|BCOP, LOC119081668|XP_037046646.1|BCOP, LOC119081676|XP_037046656.1|BCOP
OG0000831	LOC6506230|XP_001958300.1|DANA	LOC119068183|XP_037027573.1|BCOP, LOC119068182|XP_037027572.1|BCOP, LOC119081077|XP_037045715.1|BCOP, LOC119069201|XP_037029057.1|BCOP, LOC119068184|XP_037027574.1|BCOP, LOC119068185|XP_037027575.1|BCOP
OG0000832	LOC6496413|XP_001960866.1|DANA, LOC6506468|XP_001965183.1|DANA	LOC119081551|XP_037046469.1|BCOP
OG0000835	LOC26514435|XP_032311548.1|DANA, LOC116656231|XP_032311602.1|DANA	LOC119080939|XP_037045457.1|BCOP
OG0000836	LOC6506414|XP_001965169.2|DANA, LOC6496927|XP_001963120.2|DANA	LOC119085395|XP_037051689.1|BCOP
OG0000837	LOC6503542|XP_001964185.1|DANA	LOC119076471|XP_037039142.1|BCOP
OG0000838	LOC26515305|XP_014762418.1|DANA, LOC26515372|XP_014762426.1|DANA	LOC119068074|XP_037027375.1|BCOP
OG0000839	LOC6499132|XP_001955238.1|DANA, LOC6500421|XP_032305494.1|DANA	LOC119070071|XP_037030263.1|BCOP
OG0000840	LOC6503473|XP_001964315.2|DANA, LOC6493916|XP_001961329.1|DANA, LOC6503715|XP_032308431.1|DANA	LOC119080753|XP_037045206.1|BCOP
OG0000841	LOC6505780|XP_032305611.1|DANA, LOC26515451|XP_014760946.1|DANA	LOC119084366|XP_037050211.1|BCOP
OG0000841	LOC26514219|XP_014760911.1|DANA	LOC119083016|XP_037048548.1|BCOP
OG0000842	LOC6494090|XP_001961000.1|DANA, LOC6501106|XP_001954560.1|DANA	LOC119072389|XP_037033493.1|BCOP, LOC119072384|XP_037033480.1|BCOP
OG0000843	LOC6495726|XP_001959446.1|DANA	LOC119079035|XP_037042717.1|BCOP
OG0000844	LOC6494232|XP_001960692.2|DANA, LOC6500108|XP_001953208.1|DANA	LOC119083170|XP_037048724.1|BCOP
OG0000846	LOC6505525|XP_001964761.1|DANA	LOC119068707|XP_037028291.1|BCOP, LOC119070787|XP_037031160.1|BCOP, LOC119079003|XP_037042665.1|BCOP
OG0000847	LOC6494863|XP_001959530.1|DANA, LOC6495841|XP_001959689.1|DANA	LOC119072346|XP_037033430.1|BCOP
OG0000854	LOC6503760|XP_001963792.1|DANA, LOC6503757|XP_001963795.3|DANA	LOC119069498|XP_037029463.1|BCOP
OG0000855	LOC6504679|XP_001966419.1|DANA, LOC6501112|XP_001954571.1|DANA	LOC119068890|XP_037028652.1|BCOP
OG0000856	LOC6493573|XP_001958023.2|DANA	LOC119067987|XP_037027238.1|BCOP
OG0000857	LOC6504381|XP_001967077.2|DANA	LOC119068999|XP_037028771.1|BCOP, LOC119072698|XP_037033864.1|BCOP
OG0000858	LOC6500868|XP_001954071.1|DANA	LOC119083251|XP_037048820.1|BCOP, LOC119067888|XP_037027065.1|BCOP
OG0000860	LOC6502837|XP_001957292.2|DANA, LOC6493095|XP_032309559.1|DANA	LOC119079717|XP_037043668.1|BCOP, LOC119075551|XP_037037913.1|BCOP
OG0000861	LOC6495915|XP_032306078.1|DANA	LOC119074061|XP_037035907.1|BCOP
OG0000862	LOC6495830|XP_001959671.1|DANA, LOC6498387|XP_001962694.1|DANA	LOC119073900|XP_037035684.1|BCOP
OG0000863	LOC6501214|XP_032305550.1|DANA	LOC119066209|XP_037024425.1|BCOP
OG0000864	LOC6505883|XP_001965041.1|DANA, LOC6503576|XP_014760987.1|DANA	LOC119066527|XP_037024946.1|BCOP
OG0000865	LOC26513756|XP_014759879.2|DANA, LOC6501249|XP_001954848.2|DANA	LOC119073880|XP_037035655.1|BCOP
OG0000866	LOC6497985|XP_001961843.1|DANA, LOC6497986|XP_001961844.2|DANA	LOC119066067|XP_037024188.1|BCOP
OG0000867	LOC6497711|XP_001961511.1|DANA, LOC6496945|XP_001963082.1|DANA	LOC119067861|XP_037027007.1|BCOP
OG0000868	LOC6503001|XP_032308918.1|DANA	LOC119072834|XP_037034037.1|BCOP
OG0000869	LOC6500444|XP_032305892.1|DANA, LOC6500445|XP_001953224.1|DANA	LOC119071912|XP_037032926.1|BCOP
OG0000870	LOC6495720|XP_032306845.1|DANA	LOC119079910|XP_037043895.1|BCOP
OG0000871	LOC6495143|XP_001958966.1|DANA	LOC119066342|XP_037024650.1|BCOP, LOC119080211|XP_037044344.1|BCOP, LOC119084154|XP_037049900.1|BCOP, LOC119073231|XP_037034438.1|BCOP, LOC119073153|XP_037034349.1|BCOP, LOC119084536|XP_037050440.1|BCOP, LOC119079324|XP_037043015.1|BCOP, LOC119069709|XP_037029728.1|BCOP, LOC119069530|XP_037029500.1|BCOP, LOC119070130|XP_037030348.1|BCOP, LOC119071216|XP_037031920.1|BCOP, LOC119079423|XP_037043223.1|BCOP, LOC119082646|XP_037048121.1|BCOP, LOC119071173|XP_037031831.1|BCOP
OG0000872	LOC6501985|XP_001966816.1|DANA	LOC119072985|XP_037034201.1|BCOP
OG0000873	LOC6493814|XP_001958490.2|DANA	LOC119066871|XP_037025438.1|BCOP, LOC119066872|XP_037025441.1|BCOP
OG0000874	LOC6503051|XP_001963335.1|DANA, LOC6507953|XP_014763742.1|DANA	LOC119071112|XP_037031653.1|BCOP
OG0000875	LOC6502911|XP_001963605.1|DANA, LOC6506253|XP_001958258.1|DANA	LOC119085447|XP_037051763.1|BCOP
OG0000877	LOC6506354|XP_032309838.1|DANA, LOC6504127|XP_001964239.1|DANA	LOC119080405|XP_037044630.1|BCOP
OG0000882	LOC6504954|XP_032308008.1|DANA, LOC6497963|XP_001961804.1|DANA	LOC119067316|XP_037026121.1|BCOP
OG0000883	LOC6505050|XP_001965561.1|DANA	LOC119068362|XP_037027826.1|BCOP, LOC119068300|XP_037027736.1|BCOP, LOC119080995|XP_037045546.1|BCOP, LOC119080818|XP_037045280.1|BCOP, LOC119085737|XP_037052100.1|BCOP, LOC119080377|XP_037044580.1|BCOP, LOC119085741|XP_037052103.1|BCOP, LOC119073230|XP_037034437.1|BCOP, LOC119078909|XP_037042534.1|BCOP
OG0000884	LOC6506564|XP_014760551.1|DANA, LOC6505236|XP_032307808.1|DANA	LOC119068721|XP_037028308.1|BCOP
OG0000885	LOC6505658|XP_014760744.1|DANA	LOC119068824|XP_037028491.1|BCOP
OG0000886	LOC6499702|XP_001954102.1|DANA	LOC119083322|XP_037048902.1|BCOP, LOC119083347|XP_037048934.1|BCOP
OG0000887	LOC6503004|XP_032308920.1|DANA	LOC119070304|XP_037030468.1|BCOP
OG0000888	LOC6507673|XP_032309489.1|DANA	LOC119080382|XP_037044584.1|BCOP
OG0000889	LOC6493858|XP_032310644.1|DANA	LOC119080079|XP_037044194.1|BCOP
OG0000890	LOC6494190|XP_001960789.1|DANA	LOC119074495|XP_037036542.1|BCOP
OG0000891	LOC26515004|XP_014760661.1|DANA, LOC6504382|XP_001964970.1|DANA, LOC26514487|XP_014760652.1|DANA, LOC6497237|XP_001962500.1|DANA	LOC119071905|XP_037032913.1|BCOP
OG0000892	LOC6507189|XP_032310344.1|DANA, LOC6493218|XP_014764257.1|DANA	LOC119078708|XP_037042273.1|BCOP
OG0000893	LOC6500458|XP_001953250.3|DANA	LOC119075563|XP_037037925.1|BCOP, LOC119075564|XP_037037927.1|BCOP, LOC119077985|XP_037041261.1|BCOP, LOC119084453|XP_037050329.1|BCOP, LOC119067881|XP_037027052.1|BCOP, LOC119074918|XP_037037203.1|BCOP
OG0000894	LOC6500110|XP_001953204.1|DANA	LOC119068826|XP_037028494.1|BCOP
OG0000896	LOC6494130|XP_001960906.3|DANA, LOC6502111|XP_001966190.1|DANA	LOC119071864|XP_037032821.1|BCOP
OG0000907	LOC6494907|XP_001959447.1|DANA	LOC119069087|XP_037028864.1|BCOP
OG0000909	LOC6501502|XP_001955381.1|DANA	LOC119067056|XP_037025697.1|BCOP
OG0000910	LOC6500683|XP_001953719.1|DANA, LOC6502257|XP_001966096.3|DANA	LOC119075482|XP_037037828.1|BCOP
OG0000911	LOC6496070|XP_001960155.1|DANA	LOC119072888|XP_037034106.1|BCOP
OG0000912	LOC6493242|XP_001957341.1|DANA	LOC119075043|XP_037037336.1|BCOP
OG0000913	LOC6507742|XP_014765443.1|DANA	LOC119080701|XP_037045051.1|BCOP
OG0000914	LOC6495705|XP_001959407.1|DANA	LOC119081480|XP_037046373.1|BCOP
OG0000915	LOC6494144|XP_001960878.2|DANA	LOC119084701|XP_037050673.1|BCOP
OG0000916	LOC6498084|XP_014761977.1|DANA, LOC6498083|XP_001962048.1|DANA	LOC119085310|XP_037051561.1|BCOP, LOC119083725|XP_037049418.1|BCOP, LOC119083824|XP_037049514.1|BCOP, LOC119083729|XP_037049422.1|BCOP
OG0000917	LOC26514674|XP_032309481.1|DANA, LOC6498313|XP_032307478.1|DANA	LOC119082593|XP_037048030.1|BCOP
OG0000918	LOC26514318|XP_032309123.1|DANA	LOC119076314|XP_037038876.1|BCOP
OG0000920	LOC6505240|XP_001965605.1|DANA	LOC119083049|XP_037048568.1|BCOP
OG0000921	LOC6503498|XP_032308720.1|DANA, LOC6504143|XP_032308716.1|DANA	LOC119078052|XP_037041367.1|BCOP
OG0000922	LOC6493427|XP_032310576.1|DANA, LOC6493426|XP_001957724.1|DANA	LOC119068338|XP_037027793.1|BCOP, LOC119082934|XP_037048485.1|BCOP
OG0000923	LOC6493691|XP_001958244.1|DANA, LOC6501226|XP_001954798.1|DANA	LOC119075006|XP_037037304.1|BCOP
OG0000924	LOC6504068|XP_001964112.1|DANA	LOC119076113|XP_037038669.1|BCOP
OG0000925	LOC6505954|XP_001964677.2|DANA	LOC119066547|XP_037024978.1|BCOP
OG0000935	LOC6499809|XP_014766231.1|DANA	LOC119085662|XP_037052005.1|BCOP
OG0000936	LOC26515221|XP_014760188.1|DANA, LOC6501997|XP_001966843.1|DANA	LOC119068158|XP_037027530.1|BCOP
OG0000937	LOC6505605|XP_014760720.1|DANA	LOC119069164|XP_037028965.1|BCOP, LOC119069166|XP_037028969.1|BCOP, LOC119071087|XP_037031624.1|BCOP
OG0000938	LOC6496164|XP_001960355.1|DANA, LOC6503743|XP_001963823.2|DANA	LOC119069567|XP_037029542.1|BCOP
OG0000939	LOC6504469|XP_001964948.1|DANA	LOC119069209|XP_037029080.1|BCOP
OG0000940	LOC6503820|XP_001963681.2|DANA, LOC6507654|XP_001956086.1|DANA	LOC119067541|XP_037026493.1|BCOP
OG0000941	LOC6504454|XP_001966954.3|DANA	LOC119069063|XP_037028834.1|BCOP
OG0000942	LOC6493057|XP_001956963.2|DANA	LOC119080805|XP_037045271.1|BCOP
OG0000943	LOC6495957|XP_001959931.2|DANA, LOC6495958|XP_001959932.1|DANA	LOC119075876|XP_037038336.1|BCOP
OG0000944	LOC6501993|XP_032308203.1|DANA	LOC119081864|XP_037046988.1|BCOP
OG0000945	LOC26514192|XP_014765586.1|DANA, LOC6492950|XP_001956724.2|DANA, LOC6492951|XP_001956725.1|DANA	LOC119083903|XP_037049611.1|BCOP
OG0000947	LOC6495738|XP_001959468.1|DANA	LOC119081502|XP_037046404.1|BCOP
OG0000948	LOC6506845|XP_001957130.1|DANA	LOC119071154|XP_037031801.1|BCOP
OG0000949	LOC6502160|XP_032309338.1|DANA	LOC119076037|XP_037038552.1|BCOP, LOC119076075|XP_037038619.1|BCOP
OG0000950	LOC6500463|XP_001953271.1|DANA	LOC119081508|XP_037046414.1|BCOP
OG0000951	LOC6500738|XP_001953820.1|DANA	LOC119084350|XP_037050187.1|BCOP
OG0000954	LOC6493913|XP_001961337.1|DANA	LOC119081383|XP_037046166.1|BCOP, LOC119080804|XP_037045270.1|BCOP, LOC119074225|XP_037036139.1|BCOP
OG0000964	LOC6495506|XP_001958996.3|DANA	LOC119085822|XP_037052212.1|BCOP
OG0000965	LOC6501862|XP_001966782.1|DANA	LOC119083829|XP_037049526.1|BCOP
OG0000966	LOC6494018|XP_001961138.2|DANA, LOC6505573|XP_001964673.2|DANA	LOC119073645|XP_037035139.1|BCOP, LOC119073195|XP_037034398.1|BCOP
OG0000968	LOC6493392|XP_001957661.1|DANA	LOC119066471|XP_037024872.1|BCOP, LOC119068517|XP_037028018.1|BCOP, LOC119080041|XP_037044138.1|BCOP, LOC119067361|XP_037026171.1|BCOP, LOC119080036|XP_037044121.1|BCOP
OG0000969	LOC6495068|XP_001959133.1|DANA	LOC119074494|XP_037036541.1|BCOP
OG0000970	LOC6499103|XP_001955292.1|DANA	LOC119073002|XP_037034221.1|BCOP, LOC119072601|XP_037033750.1|BCOP, LOC119077095|XP_037040152.1|BCOP, LOC119077140|XP_037040218.1|BCOP
OG0000971	LOC6497363|XP_001962245.1|DANA	LOC119072932|XP_037034147.1|BCOP
OG0000972	LOC6493796|XP_001958452.1|DANA, LOC6504874|XP_001966502.1|DANA	LOC119066215|XP_037024433.1|BCOP
OG0000975	LOC6499433|XP_001954649.2|DANA	LOC119075022|XP_037037326.1|BCOP
OG0000977	LOC116656597|XP_032312350.1|DANA, LOC6494263|XP_032312347.1|DANA	LOC119077973|XP_037041250.1|BCOP
OG0000978	LOC6500942|XP_001954219.1|DANA	LOC119079549|XP_037043432.1|BCOP
OG0000980	LOC6505616|XP_001964591.2|DANA, LOC6499516|XP_001954458.1|DANA	LOC119085810|XP_037052186.1|BCOP, LOC119078875|XP_037042486.1|BCOP
OG0000981	LOC6498811|XP_001967305.1|DANA, LOC6498574|XP_001963096.1|DANA	LOC119077440|XP_037040551.1|BCOP
OG0000988	LOC6496155|XP_001960344.1|DANA, LOC6502745|XP_001966570.2|DANA, LOC6497575|XP_001961781.2|DANA	LOC119068079|XP_037027381.1|BCOP, LOC119080941|XP_037045463.1|BCOP
OG0000990	LOC6499777|XP_001953940.2|DANA, LOC6503115|XP_001963452.1|DANA	LOC119070368|XP_037030562.1|BCOP
OG0000991	LOC6505034|XP_001965595.1|DANA	LOC119066633|XP_037025092.1|BCOP, LOC119081459|XP_037046325.1|BCOP
OG0000992	LOC6494981|XP_001959285.1|DANA, LOC6499776|XP_032311388.1|DANA	LOC119074967|XP_037037258.1|BCOP
OG0000994	LOC6503026|XP_014761286.1|DANA	LOC119081336|XP_037046032.1|BCOP
OG0000995	LOC6504916|XP_001966586.1|DANA	LOC119081827|XP_037046960.1|BCOP
OG0000996	LOC6494660|XP_001959915.1|DANA	LOC119081619|XP_037046563.1|BCOP, LOC119081223|XP_037045842.1|BCOP, LOC119070962|XP_037031421.1|BCOP
OG0000997	LOC6494847|XP_001959560.1|DANA, LOC6495780|XP_014763490.2|DANA	LOC119076354|XP_037038949.1|BCOP
OG0000998	LOC6507504|XP_014765275.1|DANA	LOC119074775|XP_037036948.1|BCOP, LOC119073498|XP_037034908.1|BCOP, LOC119074718|XP_037036896.1|BCOP
OG0000999	LOC6496150|XP_001960336.1|DANA, LOC6504884|XP_001966529.1|DANA	LOC119084413|XP_037050276.1|BCOP
OG0001000	LOC26514490|XP_032311485.1|DANA	LOC119073777|XP_037035340.1|BCOP
OG0001001	LOC6495875|XP_032306453.1|DANA	LOC119075735|XP_037038174.1|BCOP
OG0001002	LOC6497872|XP_032307571.1|DANA	LOC119074361|XP_037036358.1|BCOP, LOC119070352|XP_037030564.1|BCOP
OG0001003	LOC6505745|XP_001964346.1|DANA, LOC6501150|XP_001954645.1|DANA	LOC119066211|XP_037024432.1|BCOP
OG0001004	LOC6505811|XP_001964413.1|DANA	LOC119084063|XP_037049796.1|BCOP
OG0001005	LOC6504891|XP_014759849.1|DANA	LOC119074410|XP_037036429.1|BCOP
OG0001006	LOC6500613|XP_001953564.1|DANA, LOC6507142|XP_001956597.1|DANA	LOC119071631|XP_037032484.1|BCOP
OG0001007	LOC6494227|XP_001960699.1|DANA	LOC119072482|XP_037033606.1|BCOP
OG0001008	LOC6502409|XP_001962939.3|DANA, LOC6502386|XP_001967180.1|DANA	LOC119086069|XP_037052540.1|BCOP
OG0001009	LOC6500996|XP_001954320.1|DANA, LOC6500551|XP_001953439.1|DANA	LOC119075361|XP_037037690.1|BCOP
OG0001019	LOC6505912|XP_032305482.1|DANA	LOC119069347|XP_037029316.1|BCOP
OG0001020	LOC6498764|XP_001967253.1|DANA	LOC119078481|XP_037041936.1|BCOP, LOC119078471|XP_037041924.1|BCOP, LOC119069995|XP_037030138.1|BCOP
OG0001022	LOC6500200|XP_001966665.2|DANA	LOC119081328|XP_037046015.1|BCOP
OG0001024	LOC6505615|XP_014760728.1|DANA	LOC119082402|XP_037047828.1|BCOP, LOC119069342|XP_037029308.1|BCOP, LOC119069345|XP_037029310.1|BCOP, LOC119085058|XP_037051170.1|BCOP, LOC119085254|XP_037051486.1|BCOP
OG0001025	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA	LOC119081450|XP_037046283.1|BCOP, LOC119083125|XP_037048657.1|BCOP, LOC119083124|XP_037048656.1|BCOP, LOC119073089|XP_037034296.1|BCOP
OG0001026	LOC6494089|XP_001961002.1|DANA	LOC119065982|XP_037024085.1|BCOP, LOC119075085|XP_037037371.1|BCOP, LOC119074505|XP_037036557.1|BCOP
OG0001027	LOC6493671|XP_001958201.1|DANA	LOC119076434|XP_037039078.1|BCOP
OG0001028	LOC6497353|XP_001962260.1|DANA	LOC119080337|XP_037044529.1|BCOP, LOC119082899|XP_037048456.1|BCOP, LOC119077960|XP_037041235.1|BCOP, LOC119077717|XP_037040893.1|BCOP, LOC119077716|XP_037040890.1|BCOP
OG0001031	LOC6496735|XP_032309181.1|DANA	LOC119071712|XP_037032601.1|BCOP
OG0001032	LOC6498871|XP_014760129.1|DANA	LOC119081634|XP_037046580.1|BCOP, LOC119081743|XP_037046809.1|BCOP, LOC119075007|XP_037037305.1|BCOP
OG0001033	LOC26514184|XP_032311621.1|DANA, LOC6503028|XP_001963380.1|DANA	LOC119068730|XP_037028321.1|BCOP, LOC119066556|XP_037024997.1|BCOP
OG0001034	LOC6506118|XP_001958514.2|DANA	LOC119076343|XP_037038934.1|BCOP
OG0001042	LOC6505579|XP_001964663.1|DANA	LOC119084984|XP_037051038.1|BCOP
OG0001043	LOC6504581|XP_001966588.2|DANA	LOC119085900|XP_037052342.1|BCOP, LOC119069916|XP_037030028.1|BCOP
OG0001044	LOC6494560|XP_001960100.1|DANA	LOC119073827|XP_037035519.1|BCOP, LOC119085590|XP_037051902.1|BCOP
OG0001045	LOC6495482|XP_032306158.1|DANA	LOC119069797|XP_037029846.1|BCOP
OG0001046	LOC6494524|XP_001960176.1|DANA	LOC119085214|XP_037051420.1|BCOP
OG0001047	LOC6507963|XP_001961087.1|DANA	LOC119066651|XP_037025117.1|BCOP, LOC119073202|XP_037034406.1|BCOP
OG0001048	LOC116654743|XP_032306916.1|DANA, LOC6494476|XP_001960257.1|DANA, LOC6494477|XP_001960256.1|DANA, LOC6494479|XP_001960254.1|DANA	LOC119085139|XP_037051310.1|BCOP
OG0001049	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA, LOC6507707|XP_001956182.1|DANA	LOC119080206|XP_037044340.1|BCOP
OG0001050	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA	LOC119081569|XP_037046495.1|BCOP
OG0001051	LOC6504548|XP_001964924.1|DANA	LOC119076391|XP_037039010.1|BCOP
OG0001052	LOC6498035|XP_001961941.1|DANA	LOC119075377|XP_037037706.1|BCOP
OG0001053	LOC6503484|XP_001964290.1|DANA	LOC119072009|XP_037033024.1|BCOP, LOC119071048|XP_037031555.1|BCOP
OG0001054	LOC6501062|XP_001954486.1|DANA, LOC6501063|XP_001954487.2|DANA	LOC119077890|XP_037041149.1|BCOP
OG0001056	LOC6503214|XP_032311844.1|DANA	LOC119075793|XP_037038255.1|BCOP
OG0001057	LOC6505382|XP_001964871.1|DANA	LOC119081015|XP_037045593.1|BCOP
OG0001058	LOC6504597|XP_001966557.1|DANA	LOC119067766|XP_037026805.1|BCOP
OG0001059	LOC6493709|XP_001958281.2|DANA	LOC119082553|XP_037047962.1|BCOP
OG0001060	LOC6499855|XP_001953768.1|DANA	LOC119067032|XP_037025663.1|BCOP
OG0001072	LOC6507140|XP_001956602.1|DANA, LOC6504838|XP_032309065.1|DANA	LOC119076224|XP_037038774.1|BCOP
OG0001073	LOC6499252|XP_001955021.1|DANA	LOC119068180|XP_037027566.1|BCOP
OG0001074	LOC6496521|XP_001961061.1|DANA	LOC119083179|XP_037048734.1|BCOP
OG0001075	LOC6492987|XP_014764165.1|DANA	LOC119073761|XP_037035323.1|BCOP
OG0001077	LOC6502791|XP_032310000.1|DANA	LOC119070585|XP_037030891.1|BCOP
OG0001078	LOC6505060|XP_001965537.1|DANA	LOC119083630|XP_037049263.1|BCOP, LOC119083310|XP_037048891.1|BCOP, LOC119085253|XP_037051484.1|BCOP, LOC119083868|XP_037049572.1|BCOP, LOC119066619|XP_037025072.1|BCOP, LOC119074776|XP_037036944.1|BCOP, LOC119073855|XP_037035613.1|BCOP
OG0001079	LOC6493436|XP_001957746.1|DANA	LOC119080836|XP_037045291.1|BCOP
OG0001080	LOC6492944|XP_001956710.1|DANA	LOC119076015|XP_037038502.1|BCOP
OG0001081	LOC6500140|XP_032305745.1|DANA	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP
OG0001082	LOC6495595|XP_001959169.1|DANA	LOC119076850|XP_037039752.1|BCOP
OG0001083	LOC6492985|XP_001956794.2|DANA	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP
OG0001084	LOC6496634|XP_001961298.2|DANA	LOC119076818|XP_037039701.1|BCOP, LOC119073995|XP_037035817.1|BCOP
OG0001085	LOC6493897|XP_001961372.2|DANA	LOC119073430|XP_037034797.1|BCOP
OG0001086	LOC6496322|XP_001960702.1|DANA	LOC119071574|XP_037032409.1|BCOP
OG0001087	LOC6497587|XP_032307769.1|DANA, LOC6497939|XP_001961759.2|DANA	LOC119074448|XP_037036474.1|BCOP
OG0001088	LOC6506999|XP_001956855.2|DANA	LOC119076941|XP_037039884.1|BCOP
OG0001089	LOC6507685|XP_001956146.1|DANA	LOC119080047|XP_037044149.1|BCOP
