Orthogroup	DANA.longest_only	DVIR.longest_only
OG0001698	LOC6503154|XP_032308896.1|DANA	LOC6634422|XP_032289268.1|DVIR
OG0001699	LOC6500304|XP_032305501.1|DANA	LOC6629707|XP_015027257.1|DVIR
OG0001700	LOC6500621|XP_001953586.1|DANA	LOC6631235|XP_002054664.2|DVIR
OG0001701	LOC6501409|XP_001955187.2|DANA	LOC6635179|XP_032294978.1|DVIR
OG0001702	LOC6496973|XP_001963019.2|DANA	LOC6633956|XP_002057759.1|DVIR
OG0001703	LOC6501053|XP_032312290.1|DANA	LOC6635096|XP_002058358.2|DVIR
OG0001704	LOC6499514|XP_001954465.1|DANA	LOC6635095|XP_032289349.1|DVIR
OG0001705	LOC6499119|XP_014765916.1|DANA	LOC6626145|XP_015030170.1|DVIR
OG0001706	LOC6505386|XP_032309122.1|DANA	LOC6633908|XP_002057601.1|DVIR
OG0001707	LOC6503341|XP_001967767.3|DANA, LOC6500798|XP_014766728.2|DANA	LOC6631175|XP_002054305.2|DVIR
OG0001708	LOC6500925|XP_001954179.1|DANA	LOC6634839|XP_002058519.1|DVIR
OG0001709	LOC6507689|XP_001956152.1|DANA	LOC6622167|XP_002047079.1|DVIR
OG0001710	LOC6500829|XP_001953997.1|DANA	LOC6630410|XP_002054198.1|DVIR
OG0001711	LOC6501221|XP_014766950.2|DANA	LOC6630563|XP_015027683.1|DVIR
OG0001712	LOC6499820|XP_014766242.1|DANA	LOC6630773|XP_002054831.1|DVIR
OG0001713	LOC6499648|XP_001954218.1|DANA	LOC6630414|XP_002053289.1|DVIR
OG0001714	LOC6498867|XP_032312244.1|DANA	LOC6633102|XP_002056582.1|DVIR
OG0001715	LOC6504242|XP_032308229.1|DANA	LOC6632005|XP_032295440.1|DVIR
OG0001716	LOC6503990|XP_001963969.1|DANA	LOC6633711|XP_002057115.2|DVIR, LOC6632032|XP_002055498.1|DVIR
OG0001717	LOC6501579|XP_001955512.2|DANA	LOC6635214|XP_002058402.3|DVIR
OG0001718	LOC6499790|XP_014766227.1|DANA	LOC6632386|XP_032289423.1|DVIR
OG0001719	LOC6500791|XP_032305417.1|DANA	LOC6630924|XP_002054313.2|DVIR
OG0001720	LOC6499875|XP_032309630.1|DANA	LOC26531126|XP_032288916.1|DVIR
OG0001721	LOC6501111|XP_032312302.1|DANA	LOC26531576|XP_015026293.1|DVIR
OG0001722	LOC6493529|XP_032309595.1|DANA	LOC6624468|XP_032290389.1|DVIR
OG0001723	LOC6496679|XP_001961382.1|DANA	LOC6636375|XP_002059904.3|DVIR
OG0001724	LOC6494953|XP_001959335.1|DANA	LOC6624772|XP_032291921.1|DVIR
OG0001725	LOC6494878|XP_014763044.1|DANA	LOC6626499|XP_015030158.2|DVIR
OG0001726	LOC6506922|XP_001956991.1|DANA	LOC6623914|XP_002046289.1|DVIR
OG0001727	LOC6501624|XP_001955631.1|DANA	LOC6631214|XP_002053957.1|DVIR
OG0001728	LOC6494665|XP_001959908.1|DANA	LOC6635967|XP_002059331.1|DVIR
OG0001729	LOC6494377|XP_032307165.1|DANA	LOC6625208|XP_032292042.1|DVIR
OG0001730	LOC6504231|XP_001965118.1|DANA	LOC6627881|XP_015028332.1|DVIR
OG0001731	LOC6494841|XP_032306965.1|DANA	LOC6626643|XP_032291605.1|DVIR
OG0001732	LOC6498209|XP_001962305.1|DANA	LOC6628972|XP_015028169.1|DVIR
OG0001733	LOC6494966|XP_001959314.1|DANA	LOC6635985|XP_002059303.2|DVIR
OG0001734	LOC6495080|XP_001959106.1|DANA	LOC6625613|XP_032291913.1|DVIR
OG0001735	LOC6506825|XP_001957165.1|DANA	LOC6624372|XP_032290677.1|DVIR
OG0001736	LOC26514654|XP_032311617.1|DANA	LOC6627203|XP_002050275.1|DVIR
OG0001737	LOC6494690|XP_014762916.1|DANA	LOC6625580|XP_002048841.2|DVIR
OG0001738	LOC6506954|XP_001956928.1|DANA	LOC6623250|XP_002046718.2|DVIR
OG0001739	LOC26515254|XP_014764110.1|DANA	LOC6629241|XP_002052617.1|DVIR
OG0001740	LOC6494717|XP_001959802.1|DANA	LOC6626639|XP_032292025.1|DVIR
OG0001741	LOC6505631|XP_001964571.2|DANA	LOC6629328|XP_002053869.3|DVIR
OG0001742	LOC6494010|XP_001961152.1|DANA	LOC6625338|XP_015029205.1|DVIR
OG0001743	LOC6507462|XP_001955965.2|DANA	LOC6636853|XP_002060283.1|DVIR
OG0001744	LOC6496628|XP_001961293.3|DANA	LOC6625773|XP_002050475.2|DVIR
OG0001745	LOC6494192|XP_032307124.1|DANA	LOC6626749|XP_032291853.1|DVIR
OG0001746	LOC6493473|XP_001957829.1|DANA	LOC6624110|XP_002047859.1|DVIR
OG0001747	LOC6494542|XP_032306055.1|DANA	LOC6624956|XP_032291897.1|DVIR
OG0001748	LOC6493017|XP_001956861.3|DANA	LOC6623520|XP_015030866.1|DVIR
OG0001749	LOC6494105|XP_001960967.1|DANA	LOC6626419|XP_002050363.2|DVIR
OG0001750	LOC6496470|XP_001960966.1|DANA	LOC6626420|XP_015029230.1|DVIR
OG0001751	LOC6506946|XP_001956937.1|DANA	LOC6622950|XP_032290643.1|DVIR
OG0001752	LOC6506639|XP_032309861.1|DANA	LOC6624699|XP_002047193.1|DVIR
OG0001753	LOC6506846|XP_014764919.1|DANA	LOC6623717|XP_015030902.1|DVIR
OG0001754	LOC6494332|XP_001960519.1|DANA	LOC6626216|XP_002050744.1|DVIR
OG0001755	LOC6493134|XP_032310211.1|DANA	LOC6624298|XP_032290740.1|DVIR, LOC116650008|XP_032289218.1|DVIR
OG0001756	LOC6494154|XP_014762650.1|DANA	LOC6626720|XP_002050670.1|DVIR
OG0001757	LOC6495612|XP_001959203.1|DANA	LOC6625449|XP_002050985.1|DVIR, LOC116651117|XP_032292870.1|DVIR
OG0001758	LOC6493831|XP_001958523.1|DANA	LOC6623466|XP_032290223.1|DVIR
OG0001759	LOC6495962|XP_001959939.3|DANA	LOC6625894|XP_002050115.3|DVIR
OG0001760	LOC6496564|XP_001961160.2|DANA	LOC6635975|XP_002059404.1|DVIR
OG0001761	LOC6495654|XP_001959312.2|DANA	LOC6625683|XP_015029980.1|DVIR
OG0001762	LOC6497766|XP_001961402.2|DANA	LOC6627905|XP_002051398.2|DVIR
OG0001763	LOC6497299|XP_001962369.2|DANA	LOC6627645|XP_015028460.1|DVIR, LOC6627644|XP_032294480.1|DVIR
OG0001764	LOC6501276|XP_001954901.1|DANA	LOC6633144|XP_002056383.1|DVIR
OG0001765	LOC6495320|XP_032307199.1|DANA	LOC6636456|XP_032291726.1|DVIR
OG0001766	LOC6498343|XP_032307395.1|DANA	LOC6628144|XP_015028676.1|DVIR
OG0001767	LOC6503282|XP_032309180.1|DANA	LOC6627511|XP_002051624.2|DVIR
OG0001768	LOC6503349|XP_001965373.1|DANA	LOC6627599|XP_002052830.1|DVIR
OG0001769	LOC6498395|XP_032311253.1|DANA	LOC6628975|XP_002051367.1|DVIR
OG0001770	LOC6498634|XP_001963207.1|DANA	LOC6628766|XP_032294260.1|DVIR
OG0001771	LOC6498052|XP_001961972.1|DANA	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR
OG0001772	LOC6496939|XP_001963091.1|DANA	LOC6636907|XP_002060363.1|DVIR
OG0001773	LOC6498539|XP_001963024.3|DANA	LOC6634286|XP_002057753.3|DVIR
OG0001774	LOC6494410|XP_001960386.2|DANA	LOC6626333|XP_002048863.3|DVIR
OG0001775	LOC6503074|XP_001963379.1|DANA	LOC6634742|XP_002058190.1|DVIR
OG0001776	LOC6496997|XP_001962964.2|DANA	LOC6634350|XP_002057814.1|DVIR
OG0001777	LOC6498663|XP_032311087.1|DANA	LOC6628479|XP_002052560.1|DVIR
OG0001778	LOC6497403|XP_001962155.1|DANA	LOC6627731|XP_032294267.1|DVIR
OG0001779	LOC6496967|XP_032311183.1|DANA	LOC6634228|XP_002057739.3|DVIR
OG0001780	LOC6496678|XP_014763914.1|DANA	LOC6636377|XP_002059906.1|DVIR
OG0001781	LOC6497269|XP_014761602.1|DANA	LOC6634353|XP_032293416.1|DVIR
OG0001782	LOC6505936|XP_014760518.1|DANA	LOC6634140|XP_002057426.2|DVIR
OG0001783	LOC6498362|XP_001962623.3|DANA	LOC6633985|XP_002057849.1|DVIR
OG0001784	LOC6496865|XP_001963248.1|DANA	LOC6627837|XP_002051727.2|DVIR
OG0001785	LOC6495346|XP_001958627.1|DANA	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR
OG0001786	LOC6507061|XP_001965301.1|DANA	LOC6628627|XP_002052583.1|DVIR
OG0001787	LOC6496863|XP_032310984.1|DANA	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR
OG0001788	LOC6494023|XP_001961130.1|DANA	LOC6625143|XP_002049552.1|DVIR
OG0001789	LOC6496401|XP_001960836.1|DANA	LOC6626595|XP_002049031.1|DVIR
OG0001790	LOC6498661|XP_014762220.1|DANA	LOC6628698|XP_002052563.1|DVIR
OG0001791	LOC6495408|XP_001958776.1|DANA	LOC6624934|XP_032292689.1|DVIR
OG0001792	LOC6497312|XP_014761637.1|DANA	LOC6629252|XP_032294061.1|DVIR
OG0001793	LOC6496333|XP_032306104.1|DANA	LOC6627236|XP_032292073.1|DVIR
OG0001794	LOC6498137|XP_032307616.1|DANA	LOC6627730|XP_002051747.1|DVIR
OG0001795	LOC6496830|XP_032311089.1|DANA	LOC6627568|XP_032294613.1|DVIR
OG0001796	LOC6505353|XP_001967827.2|DANA, LOC6504421|XP_014759461.1|DANA	LOC6631658|XP_002055348.2|DVIR
OG0001797	LOC6504350|XP_014759411.1|DANA	LOC6636265|XP_002059678.2|DVIR
OG0001798	LOC6495965|XP_001959945.1|DANA	LOC6625853|XP_002050109.1|DVIR
OG0001799	LOC6504385|XP_032308250.1|DANA	LOC6631590|XP_032295994.1|DVIR
OG0001800	LOC6496852|XP_001963274.2|DANA	LOC6628473|XP_002052556.1|DVIR
OG0001801	LOC6507756|XP_001956284.3|DANA	LOC6622930|XP_002047075.2|DVIR
OG0001802	LOC6500958|XP_001954245.1|DANA	LOC6629278|XP_002054686.1|DVIR
OG0001803	LOC6499968|XP_001953531.2|DANA	LOC6632864|XP_002056675.1|DVIR
OG0001804	LOC6494512|XP_001965916.2|DANA	LOC6630762|XP_002054621.2|DVIR
OG0001805	LOC6506204|XP_001958349.1|DANA	LOC6622190|XP_002046870.1|DVIR
OG0001806	LOC6503400|XP_014759139.1|DANA	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR
OG0001807	LOC6494339|XP_001965935.2|DANA	LOC6630098|XP_002053691.2|DVIR
OG0001808	LOC6499437|XP_014766067.1|DANA	LOC6632288|XP_015025750.1|DVIR
OG0001809	LOC6499459|XP_001954598.2|DANA	LOC6629377|XP_002053541.2|DVIR
OG0001810	LOC6500809|XP_001953956.2|DANA	LOC6630960|XP_032295283.1|DVIR
OG0001811	LOC6496493|XP_001961012.3|DANA	LOC6626827|XP_032292193.1|DVIR
OG0001812	LOC6503193|XP_001963617.2|DANA	LOC26530639|XP_015025128.1|DVIR
OG0001813	LOC6499350|XP_032305766.1|DANA	LOC6629515|XP_015026896.1|DVIR
OG0001814	LOC6500956|XP_001954240.1|DANA	LOC6630279|XP_015026820.1|DVIR
OG0001815	LOC6499133|XP_001955235.1|DANA	LOC6632402|XP_002056619.1|DVIR
OG0001816	LOC6496539|XP_001961102.1|DANA	LOC6635334|XP_002058883.2|DVIR
OG0001817	LOC6495984|XP_014763574.1|DANA	LOC6626119|XP_015029333.2|DVIR
OG0001818	LOC6503113|XP_001963447.2|DANA	LOC6634571|XP_002058183.3|DVIR
OG0001819	LOC6496087|XP_001960194.2|DANA	LOC6627260|XP_002049916.1|DVIR
OG0001820	LOC6503827|XP_001963675.2|DANA	LOC6636062|XP_002059593.1|DVIR
OG0001821	LOC6494777|XP_001959691.1|DANA	LOC6627093|XP_002048808.2|DVIR
OG0001822	LOC6496389|XP_001960804.1|DANA	LOC6625121|XP_002050888.1|DVIR
OG0001823	LOC6507202|XP_001956494.1|DANA	LOC6624514|XP_002048532.1|DVIR
OG0001824	LOC6496835|XP_001963310.1|DANA	LOC6627439|XP_002052240.1|DVIR
OG0001825	LOC6496019|XP_032306172.1|DANA	LOC6626396|XP_032293313.1|DVIR
OG0001826	LOC6496614|XP_001961263.1|DANA	LOC6626408|XP_002050049.1|DVIR
OG0001827	LOC6494297|XP_001960581.1|DANA	LOC6626493|XP_002049318.1|DVIR
OG0001828	LOC6505186|XP_001965501.2|DANA	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR
OG0001829	LOC6495495|XP_001958971.1|DANA	LOC6625646|XP_032292883.1|DVIR
OG0001830	LOC6494169|XP_001960833.1|DANA	LOC6627140|XP_002049434.1|DVIR
OG0001831	LOC6507210|XP_001956470.2|DANA	LOC6636801|XP_015023735.1|DVIR
OG0001832	LOC6503081|XP_001963397.1|DANA	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR
OG0001833	LOC6495723|XP_014763467.2|DANA	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR
OG0001834	LOC6499691|XP_001954133.1|DANA	LOC6632915|XP_002056260.1|DVIR
OG0001837	LOC6502788|XP_014764612.1|DANA, LOC6506704|XP_001957391.1|DANA	LOC6623054|XP_002047093.2|DVIR
OG0001838	LOC6494053|XP_032306128.1|DANA	LOC6626967|XP_032292174.1|DVIR
OG0001839	LOC6495604|XP_001959188.1|DANA	LOC6626504|XP_002050203.1|DVIR
OG0001841	LOC6507052|XP_001956745.2|DANA, LOC6507051|XP_001956746.1|DANA	LOC6623464|XP_002047784.1|DVIR
OG0001842	LOC6507492|XP_001955896.1|DANA	LOC6636814|XP_002060296.1|DVIR
OG0001843	LOC6493620|XP_001958117.1|DANA	LOC6622087|XP_002047529.1|DVIR
OG0001844	LOC6507803|XP_001956378.1|DANA	LOC6622681|XP_002047997.1|DVIR
OG0001845	LOC6496145|XP_001960331.1|DANA	LOC6625330|XP_002049057.1|DVIR
OG0001846	LOC26514342|XP_014767273.1|DANA, LOC6500919|XP_014766796.2|DANA	LOC6630499|XP_002054393.1|DVIR
OG0001848	LOC26514684|XP_032309153.1|DANA	LOC26531103|XP_032289865.1|DVIR
OG0001849	LOC6499812|XP_001953861.2|DANA	LOC6630912|XP_002053771.2|DVIR
OG0001850	LOC6502768|XP_001966880.2|DANA	LOC6636235|XP_032290149.1|DVIR
OG0001851	LOC6501786|XP_032311739.1|DANA	LOC6636228|XP_002059708.2|DVIR
OG0001853	LOC6499238|XP_032307961.1|DANA	LOC6634863|XP_032295228.1|DVIR
OG0001854	LOC6503919|XP_001963842.1|DANA	LOC6633855|XP_002057378.2|DVIR
OG0001855	LOC6494271|XP_001960622.1|DANA	LOC6625553|XP_002049003.1|DVIR
OG0001856	LOC6501884|XP_001966736.1|DANA	LOC116649727|XP_032295783.1|DVIR
OG0001857	LOC6501972|XP_001966793.1|DANA	LOC6632127|XP_032295634.1|DVIR
OG0001858	LOC6505063|XP_001965531.1|DANA	LOC6632170|XP_032295594.1|DVIR
OG0001859	LOC6503623|XP_001964043.1|DANA	LOC6631306|XP_002055049.1|DVIR
OG0001860	LOC6507843|XP_014765488.1|DANA	LOC6624578|XP_002047917.1|DVIR
OG0001861	LOC6501337|XP_001955018.1|DANA	LOC6631111|XP_002054135.2|DVIR
OG0001862	LOC6504383|XP_001967076.1|DANA	LOC6629574|XP_002054857.1|DVIR
OG0001863	LOC6505009|XP_001965638.1|DANA	LOC6631747|XP_002055467.1|DVIR
OG0001864	LOC6499683|XP_014766186.1|DANA	LOC6630472|XP_002054108.2|DVIR
OG0001865	LOC6504425|XP_032308114.1|DANA	LOC6631982|XP_002055607.1|DVIR
OG0001866	LOC6500365|XP_032305411.1|DANA	LOC6632536|XP_032289602.1|DVIR
OG0001867	LOC6493408|XP_032310305.1|DANA	LOC6623883|XP_002046829.1|DVIR
OG0001868	LOC6497143|XP_001962671.2|DANA	LOC6628004|XP_002051410.2|DVIR
OG0001869	LOC6500775|XP_014766708.1|DANA	LOC6635141|XP_002058378.2|DVIR
OG0001870	LOC6504747|XP_001966286.1|DANA	LOC6636048|XP_002059575.1|DVIR
OG0001871	LOC6504733|XP_001966303.1|DANA	LOC6634744|XP_002058192.1|DVIR
OG0001872	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA	LOC6629499|XP_002054519.1|DVIR
OG0001873	LOC6500472|XP_001953287.1|DANA	LOC6634973|XP_015024816.1|DVIR
OG0001874	LOC6499218|XP_001955081.1|DANA	LOC6636736|XP_002060211.1|DVIR
OG0001875	LOC6505950|XP_014760855.2|DANA	LOC6630198|XP_032296221.1|DVIR
OG0001876	LOC6498705|XP_014759404.1|DANA	LOC6626360|XP_032292439.1|DVIR
OG0001877	LOC6505108|XP_001965443.1|DANA	LOC6632027|XP_002055017.1|DVIR
OG0001878	LOC6500383|XP_001953096.1|DANA	LOC6632250|XP_002056079.1|DVIR
OG0001879	LOC6500665|XP_001953681.2|DANA	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR
OG0001880	LOC6501367|XP_001955087.1|DANA	LOC6631180|XP_002053235.1|DVIR
OG0001881	LOC6499211|XP_032305788.1|DANA	LOC6634930|XP_002058441.1|DVIR
OG0001882	LOC6505921|XP_001964622.3|DANA	LOC6630847|XP_002053929.1|DVIR
OG0001883	LOC6500812|XP_014766742.1|DANA	LOC6630823|XP_015026855.1|DVIR
OG0001884	LOC6499801|XP_001953882.1|DANA	LOC6629741|XP_002054145.1|DVIR
OG0001885	LOC6506138|XP_001965120.1|DANA	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR
OG0001886	LOC6500550|XP_001953437.1|DANA	LOC6629593|XP_002053000.1|DVIR
OG0001887	LOC6496231|XP_001960503.1|DANA	LOC6626745|XP_002049308.1|DVIR
OG0001888	LOC6498863|XP_001955782.1|DANA	LOC6632956|XP_002056573.1|DVIR
OG0001889	LOC6501952|XP_001966754.1|DANA	LOC6631540|XP_002055064.1|DVIR
OG0001890	LOC6506770|XP_001957272.1|DANA	LOC6624456|XP_002047611.1|DVIR
OG0001891	LOC6505856|XP_014760817.1|DANA	LOC6630380|XP_032295643.1|DVIR
OG0001892	LOC6503268|XP_001965846.1|DANA	LOC6628853|XP_002051239.2|DVIR
OG0001893	LOC6499075|XP_001955359.1|DANA	LOC6633062|XP_002055951.1|DVIR
OG0001894	LOC6494099|XP_001960978.1|DANA	LOC6635922|XP_002059362.1|DVIR
OG0001895	LOC6505328|XP_032308019.1|DANA	LOC6636233|XP_002059747.2|DVIR
OG0001896	LOC26514303|XP_032311468.1|DANA	LOC26531476|XP_032289175.1|DVIR
OG0001897	LOC6500913|XP_014766791.1|DANA	LOC6630568|XP_002054385.1|DVIR
OG0001898	LOC6504920|XP_001966593.2|DANA	LOC6633845|XP_002057197.1|DVIR
OG0001899	LOC6505665|XP_032305530.1|DANA, LOC116654512|XP_032305533.1|DANA	LOC6635016|XP_032294826.1|DVIR
OG0001900	LOC6493590|XP_001958054.1|DANA	LOC6622825|XP_002047546.1|DVIR
OG0001901	LOC6498253|XP_032307463.1|DANA	LOC6627289|XP_032294122.1|DVIR
OG0001903	LOC6500984|XP_001954301.1|DANA	LOC6634914|XP_002058674.2|DVIR
OG0001904	LOC6498935|XP_001955648.1|DANA	LOC6632940|XP_002056127.2|DVIR
OG0001905	LOC6505015|XP_014760249.1|DANA	LOC6626283|XP_032293097.1|DVIR
OG0001906	LOC6500778|XP_032305654.1|DANA	LOC6632312|XP_032289778.1|DVIR
OG0001907	LOC6501798|XP_001967178.1|DANA	LOC6636667|XP_032295789.1|DVIR
OG0001908	LOC6499096|XP_001955310.2|DANA	LOC6633216|XP_002055981.1|DVIR
OG0001909	LOC6501891|XP_001966721.1|DANA	LOC6632123|XP_002055261.1|DVIR
OG0001910	LOC6500636|XP_032307457.1|DANA	LOC6632727|XP_002056050.1|DVIR
OG0001911	LOC6499845|XP_032306349.1|DANA	LOC6629987|XP_015027658.1|DVIR
OG0001912	LOC6495473|XP_001958923.1|DANA	LOC6626582|XP_002049695.2|DVIR
OG0001913	LOC6496903|XP_001963176.1|DANA	LOC6627779|XP_002052018.1|DVIR
OG0001914	LOC6498915|XP_032312153.1|DANA	LOC6632225|XP_032288800.1|DVIR
OG0001915	LOC6507485|XP_001955908.1|DANA	LOC6623134|XP_032290356.1|DVIR
OG0001916	LOC6493993|XP_032306130.1|DANA	LOC6626949|XP_015029030.1|DVIR
OG0001917	LOC6506788|XP_001957239.1|DANA	LOC6624259|XP_002047159.2|DVIR
OG0001918	LOC6507368|XP_001956154.2|DANA	LOC6622066|XP_002047081.2|DVIR
OG0001919	LOC6494006|XP_001961158.1|DANA	LOC6625344|XP_002050426.1|DVIR
OG0001920	LOC6507678|XP_001956130.1|DANA	LOC6631186|XP_002053241.1|DVIR
OG0001921	LOC6494046|XP_001961086.1|DANA	LOC6635342|XP_002058869.1|DVIR
OG0001922	LOC6496391|XP_001960808.1|DANA	LOC6636374|XP_002059903.1|DVIR
OG0001923	LOC6507630|XP_032309709.1|DANA	LOC6624146|XP_032290475.1|DVIR
OG0001924	LOC6498492|XP_001965883.2|DANA	LOC6629175|XP_032294253.1|DVIR
OG0001925	LOC6493343|XP_001957559.1|DANA	LOC6624356|XP_002046938.1|DVIR
OG0001926	LOC6507025|XP_032310099.1|DANA	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR
OG0001927	LOC6494920|XP_001959420.1|DANA	LOC6626539|XP_002050749.1|DVIR
OG0001928	LOC6493468|XP_014764399.1|DANA	LOC6623265|XP_032290171.1|DVIR
OG0001929	LOC6493466|XP_032310108.1|DANA	LOC6624086|XP_032291330.1|DVIR
OG0001930	LOC116654683|XP_032306086.1|DANA, LOC6495788|XP_001959582.2|DANA	LOC6625194|XP_002048747.2|DVIR
OG0001931	LOC26513994|XP_014765559.2|DANA	LOC6623813|XP_032291040.1|DVIR
OG0001932	LOC6493421|XP_032310163.1|DANA	LOC6623786|XP_002047365.1|DVIR
OG0001933	LOC6495977|XP_001959961.1|DANA	LOC6626854|XP_002050088.1|DVIR
OG0001934	LOC6506470|XP_001957811.3|DANA	LOC6623856|XP_002047841.1|DVIR
OG0001935	LOC6506798|XP_001957220.1|DANA	LOC6623638|XP_002046186.2|DVIR
OG0001937	LOC6495470|XP_032306133.1|DANA	LOC6636473|XP_002059922.2|DVIR
OG0001938	LOC6495268|XP_001958733.1|DANA	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR
OG0001939	LOC6495581|XP_001959138.1|DANA	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR
OG0001940	LOC6494558|XP_032306917.1|DANA	LOC26531019|XP_032292582.1|DVIR
OG0001941	LOC6507676|XP_014765402.1|DANA	LOC6631184|XP_015027223.1|DVIR
OG0001942	LOC6494626|XP_032306812.1|DANA	LOC6635955|XP_002059397.2|DVIR
OG0001943	LOC6493184|XP_001957217.1|DANA	LOC6623341|XP_002046189.1|DVIR
OG0001944	LOC6507488|XP_001955902.1|DANA	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR
OG0001945	LOC6494097|XP_032306517.1|DANA	LOC6635919|XP_002059359.3|DVIR
OG0001946	LOC6496025|XP_001960070.1|DANA	LOC6626501|XP_002050870.1|DVIR
OG0001947	LOC6494536|XP_001960151.1|DANA	LOC6626615|XP_002050599.1|DVIR
OG0001948	LOC6505095|XP_001965475.2|DANA	LOC6622360|XP_002047720.1|DVIR
OG0001949	LOC6506936|XP_001956954.2|DANA	LOC6623797|XP_032290625.1|DVIR
OG0001950	LOC6500042|XP_032305691.1|DANA	LOC6630671|XP_032295217.1|DVIR
OG0001951	LOC6494193|XP_032307115.1|DANA	LOC6626511|XP_032292583.1|DVIR
OG0001952	LOC6496760|XP_001965809.2|DANA	LOC6626111|XP_002050024.1|DVIR
OG0001953	LOC6495171|XP_001958914.1|DANA	LOC6636370|XP_032292427.1|DVIR
OG0001954	LOC6494995|XP_001959255.1|DANA	LOC6627056|XP_002050512.2|DVIR
OG0001955	LOC6496603|XP_001961234.1|DANA	LOC6626572|XP_002050551.1|DVIR
OG0001956	LOC6506444|XP_001957869.3|DANA	LOC6624021|XP_002048311.3|DVIR
OG0001957	LOC6495655|XP_001959316.1|DANA	LOC6626358|XP_002050861.1|DVIR
OG0001958	LOC6495789|XP_032306308.1|DANA	LOC6624884|XP_032291947.1|DVIR
OG0001959	LOC6506779|XP_001957258.1|DANA	LOC6624711|XP_002048130.3|DVIR
OG0001960	LOC6507399|XP_001956088.1|DANA	LOC6622927|XP_032291068.1|DVIR
OG0001961	LOC6496185|XP_001960400.2|DANA	LOC6627254|XP_015029602.1|DVIR
OG0001962	LOC6496475|XP_032306524.1|DANA	LOC6635923|XP_032292197.1|DVIR
OG0001963	LOC6506568|XP_001957628.1|DANA	LOC6622663|XP_002047023.1|DVIR
OG0001964	LOC6493507|XP_001957892.1|DANA	LOC6622277|XP_002046649.2|DVIR
OG0001965	LOC6506177|XP_001958400.1|DANA	LOC6623540|XP_002047328.2|DVIR
OG0001966	LOC6499206|XP_001955113.3|DANA	LOC6630544|XP_002054415.1|DVIR
OG0001967	LOC6495648|XP_001959296.1|DANA	LOC6625387|XP_002050304.1|DVIR
OG0001968	LOC6506459|XP_001957836.1|DANA	LOC6623937|XP_002046279.1|DVIR
OG0001969	LOC6496507|XP_001961042.1|DANA	LOC6625261|XP_002050690.1|DVIR
OG0001970	LOC6496376|XP_001960788.1|DANA	LOC6625600|XP_002050260.1|DVIR
OG0001971	LOC6494607|XP_001960020.1|DANA	LOC6626723|XP_032293156.1|DVIR
OG0001972	LOC6502662|XP_001953810.1|DANA	LOC6626123|XP_002050030.1|DVIR
OG0001973	LOC6495901|XP_001959820.2|DANA	LOC6627053|XP_015030141.1|DVIR
OG0001974	LOC6495929|XP_032306339.1|DANA	LOC6625696|XP_002048846.2|DVIR
OG0001975	LOC6507536|XP_001955877.1|DANA	LOC6623862|XP_002047408.1|DVIR
OG0001976	LOC6495148|XP_001958958.1|DANA	LOC6626906|XP_002050966.1|DVIR
OG0001977	LOC6498248|XP_001962393.1|DANA	LOC6627449|XP_032293907.1|DVIR
OG0001978	LOC6497629|XP_001961675.1|DANA	LOC6628402|XP_032294042.1|DVIR
OG0001979	LOC6505489|XP_032311142.1|DANA	LOC6628450|XP_002051653.1|DVIR
OG0001980	LOC6497864|XP_001961593.1|DANA	LOC6635756|XP_002059113.1|DVIR
OG0001981	LOC6498322|XP_014762072.1|DANA	LOC6628102|XP_032294392.1|DVIR
OG0001982	LOC26515266|XP_014760161.1|DANA	LOC6629007|XP_002051276.2|DVIR
OG0001983	LOC6502733|XP_032309795.1|DANA	LOC26531357|XP_032288987.1|DVIR
OG0001984	LOC6498213|XP_001962313.1|DANA	LOC6628168|XP_002051464.2|DVIR
OG0001985	LOC6505437|XP_001964904.1|DANA	LOC6634040|XP_032293613.1|DVIR
OG0001986	LOC6497308|XP_001962350.1|DANA	LOC6628175|XP_002051445.1|DVIR
OG0001987	LOC6503656|XP_032308432.1|DANA	LOC6633394|XP_032289114.1|DVIR
OG0001988	LOC6494646|XP_001959942.1|DANA	LOC6625855|XP_002050111.1|DVIR
OG0001989	LOC6497848|XP_001961563.1|DANA	LOC6628311|XP_002052865.1|DVIR
