Orthogroup	DANA.longest_only	DERE.longest_only
OG0000167	LOC6493019|XP_001956868.1|DANA	LOC6544779|XP_001971599.1|DERE
OG0000167	LOC6506992|XP_001956865.1|DANA	LOC6545519|XP_026833077.1|DERE
OG0000167	LOC6502799|XP_001956867.2|DANA	LOC6545521|XP_001971598.1|DERE
OG0000168	LOC6495627|XP_014763383.1|DANA	LOC6543384|XP_001969088.2|DERE
OG0000168	LOC6499230|XP_032305367.1|DANA	LOC6555362|XP_001981446.1|DERE
OG0000168	LOC26514488|XP_014767294.1|DANA, LOC6499229|XP_001955061.2|DANA	LOC6555363|XP_001981447.1|DERE
OG0000169	LOC6499826|XP_001953835.2|DANA	LOC6554354|XP_001982052.1|DERE
OG0000169	LOC6493556|XP_001957990.1|DANA	LOC6545616|XP_001972150.2|DERE
OG0000169	LOC6499907|XP_001953658.1|DANA	LOC6553714|XP_001980358.1|DERE
OG0000170	LOC6497315|XP_001962336.2|DANA	LOC6549146|XP_001974399.2|DERE
OG0000170	LOC6497316|XP_001962335.1|DANA	LOC6549145|XP_001974398.1|DERE
OG0000170	LOC6497314|XP_001962337.1|DANA	LOC6549429|XP_026836425.1|DERE
OG0000171	LOC6497107|XP_032311135.1|DANA	LOC6543431|XP_026834333.1|DERE
OG0000171	LOC6504542|XP_014760443.1|DANA	LOC6542123|XP_001969351.2|DERE
OG0000171	LOC6502870|XP_032311863.1|DANA	LOC6550361|XP_001977767.2|DERE
OG0000172	LOC6493096|XP_032309598.1|DANA	LOC6543644|XP_026832503.1|DERE
OG0000173	LOC26515599|XP_014764145.1|DANA	LOC6549317|XP_001974488.1|DERE
OG0000173	LOC6494145|XP_001960871.1|DANA	LOC6549319|XP_001974490.1|DERE
OG0000174	LOC6495093|XP_001959081.3|DANA	LOC6543205|XP_001970653.1|DERE
OG0000174	LOC6505362|XP_001964855.1|DANA	LOC6541195|XP_026834803.1|DERE
OG0000174	LOC6495767|XP_001959531.1|DANA	LOC6546634|XP_001975850.1|DERE
OG0000175	LOC6500937|XP_001954206.2|DANA	LOC6553921|XP_001980568.1|DERE
OG0000175	LOC6499579|XP_001954348.3|DANA	LOC6554532|XP_026839551.1|DERE
OG0000176	LOC6507353|XP_032310568.1|DANA	LOC6543950|XP_001971927.1|DERE
OG0000176	LOC6507713|XP_032310569.1|DANA	LOC6544075|XP_001971932.1|DERE
OG0000176	LOC6507715|XP_001956202.1|DANA	LOC6544081|XP_001971938.1|DERE
OG0000176	LOC6507714|XP_001956199.1|DANA	LOC6544079|XP_001971936.2|DERE
OG0000177	LOC6501804|XP_001967174.3|DANA	LOC6550560|XP_001977960.1|DERE
OG0000177	LOC6501645|XP_001955669.1|DANA	LOC6554198|XP_001981464.2|DERE
OG0000177	LOC26514208|XP_014765587.1|DANA	LOC6545704|XP_001972717.2|DERE
OG0000178	LOC6504796|XP_001966360.1|DANA	LOC6555794|XP_001982464.1|DERE
OG0000179	LOC6496228|XP_032306947.1|DANA	LOC6541913|XP_026834959.1|DERE
OG0000179	LOC6494932|XP_001959377.1|DANA	LOC6546848|XP_026836600.1|DERE
OG0000179	LOC6497819|XP_001961509.2|DANA	LOC6541623|XP_026834996.1|DERE
OG0000180	LOC6495025|XP_001959209.1|DANA	LOC6546577|XP_001974676.2|DERE
OG0000180	LOC6495030|XP_001959205.1|DANA, LOC6495029|XP_001959206.1|DANA	LOC6546580|XP_001974679.1|DERE, LOC6546579|XP_001974678.1|DERE
OG0000180	LOC6495027|XP_001959208.1|DANA, LOC6495028|XP_001959207.1|DANA	LOC6546578|XP_001974677.2|DERE
OG0000181	LOC6498818|XP_001965869.1|DANA, LOC6500983|XP_001954299.1|DANA	LOC6552111|XP_001978807.1|DERE
OG0000181	LOC6501483|XP_001955343.1|DANA	LOC6554638|XP_001981553.1|DERE
OG0000181	LOC6499250|XP_001955024.1|DANA	LOC6555236|XP_026837473.1|DERE
OG0000182	LOC6501427|XP_001955231.1|DANA	LOC6552781|XP_001978967.1|DERE
OG0000182	LOC6499135|XP_001955233.1|DANA	LOC6552779|XP_001978965.1|DERE
OG0000182	LOC6499134|XP_001955234.1|DANA	LOC6552556|XP_001978964.1|DERE
OG0000183	LOC6504700|XP_014759779.2|DANA	LOC6555798|XP_026838925.1|DERE
OG0000183	LOC6493761|XP_001958385.1|DANA	LOC6544952|XP_001971546.1|DERE
OG0000183	LOC6506375|XP_032310821.1|DANA	LOC6545624|XP_026832536.1|DERE
OG0000184	LOC116655995|XP_032310894.1|DANA	LOC6541771|XP_001970177.1|DERE
OG0000184	LOC6496842|XP_032310893.1|DANA	LOC6541579|XP_001970178.1|DERE
OG0000185	LOC6496485|XP_001960995.1|DANA	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE
OG0000185	LOC6499566|XP_001954365.1|DANA	LOC6554316|XP_001981747.1|DERE
OG0000186	LOC6502971|XP_001963494.2|DANA	LOC6551412|XP_001977198.3|DERE
OG0000186	LOC6502969|XP_001963496.1|DANA	LOC6551411|XP_001977197.2|DERE
OG0000187	LOC6503721|XP_001963863.1|DANA	LOC6551501|XP_001978572.1|DERE
OG0000188	LOC6499874|XP_014766265.1|DANA	LOC6551769|XP_001980638.2|DERE
OG0000188	LOC6502883|XP_001963667.2|DANA	LOC6550514|XP_001977989.1|DERE
OG0000189	LOC6497807|XP_001961486.2|DANA	LOC113564136|XP_026835269.1|DERE
OG0000189	LOC6504888|XP_014759844.1|DANA	LOC6555551|XP_026838961.1|DERE
OG0000189	LOC6504076|XP_014761179.1|DANA	LOC6551237|XP_026837425.1|DERE
OG0000190	LOC6494288|XP_032306121.1|DANA	LOC6547961|XP_026835937.1|DERE
OG0000190	LOC6502153|XP_032309341.1|DANA	LOC6551361|XP_026837239.1|DERE
OG0000190	LOC6494287|XP_001960604.1|DANA	LOC6547962|XP_001975290.1|DERE
OG0000191	LOC6494624|XP_032306077.1|DANA	LOC6543209|XP_001970713.3|DERE
OG0000191	LOC6494555|XP_001960110.1|DANA	LOC6546976|XP_001974618.1|DERE
OG0000192	LOC6501170|XP_001954686.1|DANA	LOC6553825|XP_001980520.2|DERE
OG0000192	LOC26515342|XP_014765721.1|DANA	LOC26527035|XP_015014385.1|DERE
OG0000192	LOC6506666|XP_001957449.3|DANA	LOC6545375|XP_001972624.3|DERE
OG0000193	LOC6498051|XP_001961971.1|DANA	LOC6542922|XP_001968569.1|DERE
OG0000193	LOC6498050|XP_001961970.1|DANA	LOC6541216|XP_001968568.1|DERE
OG0000193	LOC6506883|XP_001957065.1|DANA	LOC6546371|XP_001971316.1|DERE
OG0000194	LOC6494949|XP_032306001.1|DANA	LOC113564262|XP_026836021.1|DERE, LOC113564254|XP_026835934.1|DERE, LOC6550498|XP_001977813.1|DERE, LOC6548060|XP_026837096.1|DERE, LOC6547902|XP_026836629.1|DERE, LOC6548066|XP_001975068.3|DERE
OG0000195	LOC6494710|XP_001959814.2|DANA	LOC6550456|XP_001977833.1|DERE, LOC6547813|XP_001976406.1|DERE
OG0000195	LOC6503861|XP_014761094.1|DANA	LOC6555691|XP_001982419.1|DERE
OG0000195	LOC6495493|XP_001958967.1|DANA, LOC6494001|XP_001961163.1|DANA	LOC6546907|XP_026836838.1|DERE
OG0000196	LOC6497604|XP_032307481.1|DANA	LOC6549581|XP_026836705.1|DERE
OG0000196	LOC6497600|XP_014761734.1|DANA	LOC6549570|XP_026836755.1|DERE
OG0000196	LOC6497924|XP_014761894.1|DANA	LOC6549575|XP_015012092.1|DERE
OG0000197	LOC6502181|XP_001966069.1|DANA	LOC6550613|XP_001978140.1|DERE
OG0000197	LOC6502190|XP_001966060.2|DANA	LOC6550635|XP_026837415.1|DERE
OG0000197	LOC116654479|XP_032308721.1|DANA	LOC6550636|XP_026837413.1|DERE
OG0000198	LOC6502458|XP_032307574.1|DANA	LOC6549532|XP_001975809.3|DERE, LOC26526924|XP_015012882.2|DERE
OG0000198	LOC6502586|XP_032305978.1|DANA	LOC6548823|XP_026835991.1|DERE
OG0000199	LOC6496257|XP_001960555.1|DANA	LOC6548047|XP_001975241.1|DERE
OG0000199	LOC6496256|XP_001960554.1|DANA	LOC6548046|XP_001975240.1|DERE
OG0000199	LOC6494311|XP_001960558.2|DANA	LOC6548027|XP_001975244.1|DERE
OG0000199	LOC6496258|XP_001960556.1|DANA	LOC6548048|XP_001975242.3|DERE
OG0000200	LOC6505546|XP_001964723.1|DANA	LOC6554868|XP_026839754.1|DERE
OG0000201	LOC6501050|XP_001954462.1|DANA	LOC6554761|XP_001982197.2|DERE
OG0000201	LOC6501049|XP_001954459.1|DANA	LOC6554758|XP_001982194.1|DERE
OG0000202	LOC6505717|XP_001964397.1|DANA	LOC6551932|XP_001979676.1|DERE
OG0000202	LOC6506388|XP_001957965.1|DANA	LOC6545015|XP_001972605.1|DERE
OG0000202	LOC6493541|XP_001957966.1|DANA	LOC6545014|XP_001972604.1|DERE
OG0000203	LOC6495972|XP_001959954.1|DANA	LOC6548188|XP_001975210.2|DERE
OG0000203	LOC6495969|XP_001959951.2|DANA, LOC6495970|XP_001959952.1|DANA, LOC6495968|XP_001959950.1|DANA	LOC6548190|XP_026836796.1|DERE
OG0000203	LOC6495971|XP_001959953.1|DANA	LOC6548189|XP_026836730.1|DERE
OG0000204	LOC6495258|XP_001958745.1|DANA	LOC6547171|XP_001976088.1|DERE
OG0000204	LOC26515362|XP_032307438.1|DANA, LOC6498002|XP_032307440.1|DANA, LOC116654915|XP_032307439.1|DANA	LOC6543589|XP_001972114.1|DERE, LOC6543590|XP_001972115.1|DERE, LOC6543588|XP_001972113.1|DERE
OG0000205	LOC6501078|XP_001954516.1|DANA	LOC6553124|XP_001980069.1|DERE
OG0000205	LOC6505863|XP_001964505.1|DANA	LOC6554083|XP_001979595.1|DERE
OG0000206	LOC6496203|XP_001960440.1|DANA	LOC6548461|XP_001976720.1|DERE
OG0000206	LOC6506080|XP_001965111.1|DANA	LOC6541120|XP_001969768.1|DERE
OG0000206	LOC6494376|XP_001960438.1|DANA	LOC6548459|XP_001976718.1|DERE
OG0000207	LOC6493123|XP_001957093.2|DANA	LOC6546411|XP_001971803.1|DERE
OG0000207	LOC6493122|XP_001957092.1|DANA	LOC6546412|XP_001971804.1|DERE
OG0000207	LOC6506650|XP_001957474.2|DANA	LOC6544924|XP_026832506.1|DERE
OG0000207	LOC6506649|XP_032310004.1|DANA	LOC6544922|XP_026832508.1|DERE
OG0000208	LOC116654681|XP_032306080.1|DANA	LOC6548988|XP_001975500.2|DERE, LOC6548990|XP_001975502.2|DERE
OG0000208	LOC116654682|XP_032306083.1|DANA	LOC6548991|XP_001975503.2|DERE
OG0000208	LOC6502570|XP_032306853.1|DANA	LOC26525956|XP_026836712.1|DERE, LOC6548989|XP_001975501.1|DERE
OG0000209	LOC6502385|XP_001967778.2|DANA, LOC116656070|XP_032311325.1|DANA, LOC6498670|XP_032311042.1|DANA	LOC6543442|XP_001970265.1|DERE
OG0000209	LOC6498673|XP_001963295.1|DANA	LOC6543050|XP_001970710.1|DERE
OG0000210	LOC6503682|XP_001963941.2|DANA	LOC6551613|XP_001978593.2|DERE
OG0000211	LOC6498971|XP_001955584.1|DANA	LOC6543788|XP_001972322.1|DERE
OG0000211	LOC6500742|XP_014766694.1|DANA	LOC6553731|XP_026832112.1|DERE
OG0000212	LOC6498130|XP_001962139.2|DANA	LOC6541947|XP_001970180.1|DERE
OG0000212	LOC6497412|XP_014761697.1|DANA	LOC6542011|XP_026834427.1|DERE
OG0000212	LOC6497784|XP_001961445.2|DANA	LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE
OG0000213	LOC6506233|XP_032310206.1|DANA	LOC6545488|XP_026832824.1|DERE
OG0000213	LOC6493890|XP_032311524.1|DANA	LOC113564604|XP_026838625.1|DERE
OG0000214	LOC6504984|XP_001965688.1|DANA	LOC6549781|XP_001977312.1|DERE
OG0000214	LOC6495471|XP_001958920.1|DANA	LOC6549026|XP_001975535.1|DERE
OG0000214	LOC6503420|XP_001967462.2|DANA	LOC6554255|XP_001981676.3|DERE
OG0000215	LOC6493804|XP_001958472.1|DANA	LOC6544027|XP_001973708.1|DERE
OG0000215	LOC6493801|XP_001958468.1|DANA	LOC6543691|XP_001973702.1|DERE
OG0000216	LOC6507780|XP_014765471.1|DANA	LOC6543977|XP_026832612.1|DERE
OG0000216	LOC6503389|XP_001967627.1|DANA	LOC6550512|XP_001977987.1|DERE
OG0000217	LOC6504938|XP_032309276.1|DANA	LOC6551104|XP_001976909.1|DERE
OG0000217	LOC6504939|XP_001966620.1|DANA	LOC6550977|XP_001976910.1|DERE
OG0000218	LOC6497006|XP_001962942.1|DANA	LOC6542535|XP_001968545.1|DERE
OG0000219	LOC6495528|XP_001959043.1|DANA	LOC6542203|XP_001970690.1|DERE
OG0000219	LOC6495997|XP_001960008.1|DANA	LOC6542806|XP_015014719.1|DERE
OG0000219	LOC6495529|XP_001959044.1|DANA	LOC6541114|XP_001970689.1|DERE
OG0000220	LOC6507007|XP_001956841.1|DANA	LOC6544974|XP_001971571.1|DERE
OG0000220	LOC6507008|XP_001956838.1|DANA	LOC6545036|XP_001971568.1|DERE
OG0000220	LOC6493005|XP_001956839.1|DANA	LOC6545037|XP_001971569.1|DERE
OG0000221	LOC6494857|XP_001959539.2|DANA	LOC6546627|XP_001975843.1|DERE
OG0000221	LOC6501555|XP_001955466.2|DANA	LOC6552613|XP_001979893.1|DERE
OG0000221	LOC6494856|XP_032306615.1|DANA	LOC6546626|XP_026835960.1|DERE
OG0000222	LOC116656001|XP_032310934.1|DANA	LOC6540781|XP_001969547.1|DERE
OG0000222	LOC6498414|XP_032311055.1|DANA	LOC6540807|XP_001969548.1|DERE
OG0000223	LOC6492975|XP_001956775.2|DANA	LOC6543905|XP_026833408.1|DERE
OG0000223	LOC6506913|XP_001957003.1|DANA	LOC6544430|XP_026832927.1|DERE
OG0000223	LOC6501234|XP_001954819.1|DANA	LOC6544185|XP_001971919.1|DERE
OG0000224	LOC6494827|XP_014763006.1|DANA	LOC6546933|XP_001974694.1|DERE
OG0000224	LOC6496135|XP_014763639.1|DANA	LOC6548447|XP_001976665.1|DERE
OG0000225	LOC26515209|XP_014759161.1|DANA	LOC26526626|XP_015009396.1|DERE
OG0000225	LOC6503410|XP_001967482.2|DANA	LOC6554836|XP_001981992.2|DERE
OG0000225	LOC6503439|XP_001967481.1|DANA	LOC6554837|XP_001981993.1|DERE
OG0000226	LOC6507308|XP_001956275.2|DANA	LOC6546016|XP_001972228.1|DERE
OG0000226	LOC6507752|XP_001956273.1|DANA	LOC6546018|XP_001972230.1|DERE
OG0000226	LOC6502822|XP_001956270.2|DANA	LOC6546022|XP_001972234.2|DERE
OG0000227	LOC6506912|XP_001957007.1|DANA, LOC6493082|XP_001957008.1|DANA	LOC6546050|XP_001971747.1|DERE
OG0000227	LOC116655743|XP_032309527.1|DANA	LOC6545939|XP_001971739.1|DERE
OG0000228	LOC6503246|XP_001965824.1|DANA	LOC6544247|XP_001973814.1|DERE
OG0000228	LOC6501698|XP_001955788.1|DANA	LOC6552389|XP_001978907.1|DERE
OG0000228	LOC6498193|XP_001962273.1|DANA	LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE
OG0000229	LOC6501482|XP_032310768.1|DANA	LOC6554637|XP_026837444.1|DERE
OG0000229	LOC26514110|XP_032309236.1|DANA	LOC26526662|XP_026835008.1|DERE
OG0000229	LOC6501300|XP_001954946.1|DANA	LOC6553508|XP_001979354.2|DERE
OG0000230	LOC6494157|XP_001960853.1|DANA	LOC6548853|XP_026837124.1|DERE
OG0000230	LOC6494156|XP_001960854.1|DANA	LOC113564355|XP_026837129.1|DERE
OG0000231	LOC6497039|XP_001962868.2|DANA, LOC6497038|XP_001962869.1|DANA, LOC26515549|XP_014762445.1|DANA	LOC6542474|XP_001969699.3|DERE, LOC6543320|XP_026834758.1|DERE, LOC6542523|XP_001969701.1|DERE
OG0000231	LOC6506065|XP_032311435.1|DANA, LOC6506062|XP_001965099.2|DANA, LOC6497040|XP_001962867.2|DANA	LOC6541869|XP_001969698.1|DERE
OG0000232	LOC6501260|XP_001954870.1|DANA	LOC6553321|XP_001980165.1|DERE
OG0000232	LOC6496631|XP_001961295.1|DANA	LOC6543057|XP_001970735.3|DERE
OG0000232	LOC6496632|XP_001961296.1|DANA	LOC6543035|XP_001970736.1|DERE
OG0000233	LOC6501440|XP_001955260.1|DANA	LOC6554467|XP_001981303.1|DERE
OG0000233	LOC6501328|XP_001955003.2|DANA	LOC6554717|XP_001981079.1|DERE
OG0000233	LOC6501329|XP_001955004.1|DANA	LOC6554716|XP_026831736.1|DERE
OG0000234	LOC6502580|XP_001960722.2|DANA	LOC6549556|XP_001975644.2|DERE
OG0000234	LOC6496338|XP_001960723.2|DANA	LOC6549555|XP_015011668.1|DERE
OG0000234	LOC26515090|XP_014764088.1|DANA	LOC26526377|XP_015012795.1|DERE
OG0000235	LOC6505892|XP_001964564.2|DANA, LOC26513989|XP_032305503.1|DANA	LOC6554425|XP_001981050.1|DERE
OG0000235	LOC6505893|XP_001964565.1|DANA	LOC6554565|XP_001981051.1|DERE
OG0000235	LOC6505895|XP_001964566.1|DANA	LOC6554111|XP_001981052.1|DERE
OG0000236	LOC6503339|XP_001965381.1|DANA	LOC6541842|XP_001968203.1|DERE
OG0000236	LOC6498382|XP_001962681.2|DANA	LOC6543172|XP_001968832.1|DERE
OG0000236	LOC6503005|XP_001963430.3|DANA	LOC6551527|XP_015010884.1|DERE
OG0000237	LOC6493936|XP_014762468.1|DANA	LOC6542364|XP_026834004.1|DERE
OG0000237	LOC6505965|XP_001964696.2|DANA	LOC26526549|XP_015014297.1|DERE, LOC6542622|XP_026834619.1|DERE, LOC6551456|XP_001977247.1|DERE
OG0000238	LOC6503621|XP_001965279.2|DANA	LOC6548748|XP_026835779.1|DERE
OG0000238	LOC6503599|XP_001965281.1|DANA	LOC6548261|XP_015011984.2|DERE
OG0000238	LOC6503610|XP_001965280.1|DANA	LOC6548749|XP_001974106.1|DERE
OG0000239	LOC6501609|XP_001955583.1|DANA	LOC6551925|XP_026831461.1|DERE
OG0000239	LOC6499979|XP_001953498.2|DANA	LOC6553144|XP_001979128.1|DERE
OG0000240	LOC6500016|XP_032305356.1|DANA	LOC6553892|XP_026839802.1|DERE
OG0000240	LOC6500527|XP_001953394.1|DANA	LOC6553890|XP_001980463.1|DERE
OG0000240	LOC6499445|XP_001954628.3|DANA	LOC6553122|XP_026839625.1|DERE
OG0000241	LOC6492932|XP_001956678.1|DANA	LOC6544528|XP_001973098.3|DERE
OG0000243	LOC116655865|XP_032310457.1|DANA	LOC26525982|XP_015010429.1|DERE
OG0000244	LOC6501551|XP_001955462.1|DANA, LOC6501552|XP_001955463.1|DANA, LOC116656057|XP_032311280.1|DANA	LOC6552557|XP_001979895.1|DERE, LOC6552614|XP_001979894.1|DERE
OG0000244	LOC6501554|XP_001955465.1|DANA	LOC6552610|XP_001979890.1|DERE
OG0000246	LOC6494300|XP_001960576.2|DANA	LOC6548230|XP_026835825.1|DERE
OG0000247	LOC6502816|XP_001956016.3|DANA	LOC6544591|XP_001972511.1|DERE
OG0000247	LOC116654475|XP_032309974.1|DANA, LOC6507440|XP_032309973.1|DANA	LOC6544476|XP_001972510.1|DERE
OG0000248	LOC6506528|XP_001957707.1|DANA	LOC6546282|XP_026833059.1|DERE
OG0000248	LOC6506529|XP_001957706.2|DANA	LOC6546283|XP_001972907.1|DERE
OG0000248	LOC6496362|XP_001960764.1|DANA	LOC6548819|XP_001975604.1|DERE
OG0000249	LOC6498086|XP_001962052.1|DANA	LOC6541894|XP_001970259.1|DERE
OG0000249	LOC6498087|XP_001962053.1|DANA	LOC6542688|XP_001970260.1|DERE
OG0000249	LOC6498088|XP_001962054.1|DANA	LOC6541935|XP_001970261.1|DERE
OG0000250	LOC6497042|XP_001962865.1|DANA	LOC6541190|XP_001969696.1|DERE
OG0000250	LOC6498457|XP_001962862.1|DANA	LOC6542152|XP_026834041.1|DERE
OG0000250	LOC6497043|XP_001962864.1|DANA	LOC6542277|XP_001969695.1|DERE
OG0000251	LOC6503192|XP_001963614.2|DANA	LOC6550350|XP_015010759.1|DERE
OG0000251	LOC6496450|XP_001960937.3|DANA	LOC6548093|XP_001976599.3|DERE
OG0000251	LOC26515073|XP_014765696.1|DANA	LOC26526064|XP_015014213.1|DERE
OG0000252	LOC6494474|XP_001960259.1|DANA	LOC6548156|XP_001975119.1|DERE
OG0000252	LOC6494478|XP_001960255.3|DANA	LOC6548154|XP_001975117.1|DERE
OG0000252	LOC6494475|XP_001960258.1|DANA	LOC6548155|XP_001975118.1|DERE
OG0000253	LOC6495024|XP_001959210.1|DANA	LOC6546575|XP_001974674.1|DERE
OG0000253	LOC6495018|XP_001959216.1|DANA	LOC6546573|XP_001974672.1|DERE
OG0000253	LOC6495016|XP_001959218.1|DANA, LOC6495017|XP_001959217.1|DANA	LOC6547028|XP_001974670.1|DERE, LOC6547029|XP_026836720.1|DERE
OG0000254	LOC6497382|XP_014761675.1|DANA	LOC6555300|XP_001982321.2|DERE
OG0000254	LOC6502534|XP_032306768.1|DANA	LOC6542168|XP_001969059.2|DERE
OG0000255	LOC6494938|XP_001959362.1|DANA	LOC6546886|XP_001975967.1|DERE
OG0000255	LOC6495674|XP_001959361.1|DANA	LOC6546887|XP_001975968.2|DERE
OG0000256	LOC6496589|XP_001961207.1|DANA	LOC6547191|XP_001974738.1|DERE
OG0000256	LOC6496587|XP_001961205.1|DANA	LOC6547193|XP_001974740.2|DERE
OG0000257	LOC6495306|XP_001958659.1|DANA, LOC116655458|XP_032309241.1|DANA	LOC6548009|XP_001976472.1|DERE
OG0000258	LOC6495094|XP_001959077.1|DANA	LOC6542936|XP_001970658.1|DERE
OG0000258	LOC6495095|XP_001959076.1|DANA	LOC6542887|XP_001970657.1|DERE
OG0000258	LOC6495548|XP_001959079.1|DANA	LOC6542697|XP_026835074.1|DERE
OG0000258	LOC6495547|XP_001959078.1|DANA	LOC6542771|XP_001970656.1|DERE
OG0000259	LOC6505327|XP_032310963.1|DANA	LOC6542218|XP_001969256.2|DERE, LOC6542200|XP_026834283.1|DERE
OG0000259	LOC6505333|XP_001964835.1|DANA, LOC6505332|XP_001964834.1|DANA	LOC6541943|XP_001969258.2|DERE, LOC6541887|XP_001969259.2|DERE
OG0000260	LOC6495441|XP_001958855.2|DANA	LOC6541331|XP_001970473.1|DERE
OG0000260	LOC6503438|XP_001967479.1|DANA	LOC6554839|XP_001981995.1|DERE
OG0000260	LOC6495203|XP_001958854.2|DANA	LOC6543140|XP_026834057.1|DERE
OG0000261	LOC6497210|XP_001962551.1|DANA	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE
OG0000261	LOC6497211|XP_001962550.1|DANA	LOC6540676|XP_001968785.2|DERE
OG0000262	LOC6493772|XP_032309537.1|DANA	LOC6545073|XP_001972107.1|DERE
OG0000262	LOC6493773|XP_001958408.1|DANA	LOC6545072|XP_001972106.2|DERE
OG0000262	LOC6494852|XP_001959551.1|DANA	LOC6546615|XP_001975831.1|DERE
OG0000263	LOC6495698|XP_001959397.1|DANA	LOC6546686|XP_015011602.2|DERE
OG0000263	LOC6506169|XP_001958422.1|DANA	LOC6544914|XP_001972091.1|DERE
OG0000264	LOC6503486|XP_001964285.1|DANA	LOC6549668|XP_026837820.1|DERE
OG0000264	LOC6503488|XP_001964283.2|DANA	LOC6549667|XP_026837591.1|DERE
OG0000264	LOC6505583|XP_032305469.1|DANA	LOC6554921|XP_001981126.1|DERE
OG0000265	LOC6496149|XP_001960335.2|DANA, LOC6507503|XP_014765273.1|DANA	LOC6545428|XP_026832183.1|DERE, LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE, LOC6544669|XP_001972006.2|DERE
OG0000266	LOC26513906|XP_014762274.1|DANA	LOC26526401|XP_015015500.2|DERE
OG0000266	LOC26514854|XP_032306528.1|DANA	LOC6547023|XP_001974665.1|DERE
OG0000266	LOC6495614|XP_001959221.1|DANA	LOC6547025|XP_001974667.1|DERE
OG0000267	LOC6505552|XP_032305360.1|DANA, LOC116654490|XP_032305361.1|DANA, LOC26514076|XP_014760903.1|DANA, LOC116654565|XP_032305717.1|DANA	LOC6555286|XP_001981202.1|DERE
OG0000267	LOC6501603|XP_001955571.1|DANA, LOC6501605|XP_001955573.1|DANA	LOC6555287|XP_001981203.1|DERE
OG0000268	LOC6501406|XP_001955184.1|DANA	LOC6552701|XP_001979020.1|DERE
OG0000268	LOC6501407|XP_001955185.1|DANA	LOC6552700|XP_026839875.1|DERE
OG0000269	LOC6499779|XP_001953937.1|DANA	LOC6554521|XP_001982158.1|DERE
OG0000269	LOC6503419|XP_001967465.3|DANA	LOC6554845|XP_001982009.2|DERE
OG0000270	LOC6495914|XP_014763533.1|DANA	LOC6547864|XP_001976443.3|DERE
OG0000271	LOC6498216|XP_001962320.1|DANA	LOC6543518|XP_001969499.1|DERE
OG0000271	LOC26515253|XP_014764109.1|DANA	LOC26526366|XP_026836936.1|DERE
OG0000271	LOC6494737|XP_001959757.1|DANA	LOC6546770|XP_001975527.1|DERE
OG0000272	LOC6506409|XP_032310463.1|DANA	LOC6544119|XP_026833800.1|DERE
OG0000272	LOC6506034|XP_032311707.1|DANA	LOC6555876|XP_026838983.1|DERE
OG0000273	LOC6501314|XP_001954973.2|DANA	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE
OG0000273	LOC6496913|XP_001963157.1|DANA	LOC6541495|XP_001969952.1|DERE
OG0000273	LOC6499664|XP_001954192.1|DANA	LOC6553579|XP_001979250.1|DERE
OG0000274	LOC6494203|XP_001960756.1|DANA	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE
OG0000274	LOC6496526|XP_001961073.1|DANA	LOC6549463|XP_001975770.2|DERE
OG0000276	LOC6505097|XP_001965471.1|DANA	LOC6550130|XP_001977659.2|DERE, LOC6552658|XP_001979857.1|DERE
OG0000277	LOC6502685|XP_032305684.1|DANA	LOC6553996|XP_026839855.1|DERE
OG0000277	LOC6499755|XP_001953987.1|DANA	LOC6554391|XP_001982363.1|DERE
OG0000279	LOC6506971|XP_001956898.1|DANA	LOC6545735|XP_001971629.1|DERE
OG0000279	LOC6506972|XP_001956897.1|DANA	LOC6545734|XP_001971628.1|DERE
OG0000280	LOC6493622|XP_001958119.1|DANA	LOC6545331|XP_001973339.1|DERE
OG0000280	LOC6493623|XP_032310371.1|DANA	LOC6545330|XP_001973338.2|DERE
OG0000280	LOC6493621|XP_001958118.1|DANA	LOC6545500|XP_001973340.1|DERE
OG0000281	LOC6493762|XP_001958389.2|DANA	LOC6545448|XP_001972131.1|DERE
OG0000281	LOC6503150|XP_001963526.1|DANA	LOC6550369|XP_001977866.1|DERE
OG0000281	LOC6498807|XP_001967298.2|DANA	LOC6550410|XP_026838119.1|DERE
OG0000282	LOC6492965|XP_001956759.1|DANA	LOC6543563|XP_001971823.1|DERE
OG0000282	LOC6504051|XP_001964085.1|DANA	LOC6550963|XP_001976992.2|DERE
OG0000282	LOC6492964|XP_001956758.1|DANA	LOC6543562|XP_015013816.1|DERE
OG0000283	LOC6494668|XP_001959902.1|DANA	LOC6546953|XP_001976022.1|DERE
OG0000283	LOC6505911|XP_032305485.1|DANA	LOC6555061|XP_001981603.1|DERE
OG0000284	LOC6497781|XP_001961439.1|DANA	LOC6543100|XP_026834275.1|DERE
OG0000284	LOC6497751|XP_032307627.1|DANA	LOC6542591|XP_026835148.1|DERE
OG0000285	LOC6496580|XP_001961193.1|DANA	LOC6547109|XP_001974750.1|DERE
