Orthogroup	DANA.longest_only	DMEL.longest_only
OG0002574	LOC6499693|XP_001954124.2|DANA	hmw|NP_650714.1|DMEL
OG0002575	LOC6499325|XP_001954865.1|DANA	CG31211|NP_788641.1|DMEL
OG0002576	LOC6502203|XP_032308727.1|DANA	su_f_|NP_001015241.3|DMEL
OG0002577	LOC6493044|XP_001956939.1|DANA	CG7630|NP_652413.1|DMEL
OG0002578	LOC6506679|XP_001965224.1|DANA	CG15439|NP_608836.1|DMEL
OG0002579	LOC6497236|XP_001962502.1|DANA	Rh5|NP_477096.1|DMEL
OG0002580	LOC6495940|XP_001959896.1|DANA	CG8768|NP_610813.3|DMEL
OG0002581	LOC6500760|XP_032308438.1|DANA	sba|NP_001262888.1|DMEL
OG0002582	LOC6494556|XP_001965929.1|DANA	Pnn|NP_001097727.1|DMEL
OG0002583	LOC6500245|XP_032312318.1|DANA	Nuak1|NP_001369005.1|DMEL
OG0002584	LOC6506307|XP_001958147.1|DANA	CG9666|NP_001137973.1|DMEL
OG0002585	LOC6506306|XP_001958148.1|DANA	CG42374|NP_001137972.1|DMEL
OG0002586	LOC6505870|XP_001964519.2|DANA	dnk|NP_524399.1|DMEL
OG0002587	LOC6498964|XP_001955599.1|DANA	CG9636|NP_649774.1|DMEL
OG0002588	LOC6505685|XP_001964460.1|DANA	Naa80|NP_001014612.1|DMEL
OG0002589	LOC6501340|XP_001955027.2|DANA	CG6420|NP_651499.2|DMEL
OG0002590	LOC6504154|XP_001964287.3|DANA	SMC3|NP_523374.2|DMEL
OG0002591	LOC6505953|XP_001964674.1|DANA	wts|NP_733403.1|DMEL
OG0002592	LOC6499095|XP_001955311.1|DANA	CG12880|NP_651580.3|DMEL
OG0002593	LOC6499092|XP_032310416.1|DANA	unc80|NP_001263024.1|DMEL
OG0002594	LOC6499030|XP_032311428.1|DANA	foxo|NP_650330.3|DMEL
OG0002595	LOC6505871|XP_014760829.1|DANA	gukh|NP_732393.1|DMEL
OG0002596	LOC6500387|XP_032309704.1|DANA	side-IV|NP_001034052.2|DMEL
OG0002597	LOC6500237|XP_001952966.1|DANA	Invadolysin|NP_652072.1|DMEL
OG0002598	LOC6499510|XP_001954473.2|DANA	klg|NP_524454.2|DMEL
OG0002599	LOC6494382|XP_001965928.1|DANA	side-VII|NP_649933.1|DMEL
OG0002600	LOC6494162|XP_001960844.1|DANA	CG1418|NP_610539.1|DMEL
OG0002601	LOC6501371|XP_001955095.1|DANA	tin|NP_524433.1|DMEL
OG0002602	LOC6501357|XP_001955064.1|DANA	snu|NP_651628.1|DMEL
OG0002603	LOC6501592|XP_014767115.1|DANA	sima|NP_001287599.1|DMEL
OG0002604	LOC6501591|XP_001955535.1|DANA	CG7950|NP_651770.1|DMEL
OG0002605	LOC6499901|XP_001953670.1|DANA	CG6225|NP_001097759.1|DMEL
OG0002606	LOC6499666|XP_032307203.1|DANA	flfl|NP_731849.2|DMEL
OG0002607	LOC6500929|XP_001954189.1|DANA	PIG-H|NP_649755.1|DMEL
OG0002608	LOC6505700|XP_001964431.1|DANA	tara|NP_524994.2|DMEL
OG0002609	LOC6494658|XP_001959919.2|DANA	RnrS|NP_525111.1|DMEL
OG0002610	LOC6494447|XP_001965919.1|DANA	Oga|NP_650956.1|DMEL
OG0002611	LOC6499999|XP_001953435.1|DANA	CG8135|NP_649890.1|DMEL
OG0002612	LOC6505671|XP_001964492.2|DANA	Sirt2|NP_650880.3|DMEL
OG0002613	LOC6502727|XP_014760691.1|DANA	eIF4EHP|NP_001163710.1|DMEL
OG0002614	LOC6501646|XP_032312146.1|DANA	plum|NP_651482.3|DMEL
OG0002615	LOC6506881|XP_001957068.1|DANA	Atg2|NP_647748.1|DMEL
OG0002616	LOC6501478|XP_001955328.1|DANA	Klp98A|NP_524532.2|DMEL
OG0002617	LOC6501606|XP_001955575.2|DANA	Calr|NP_524293.2|DMEL
OG0002618	LOC6499602|XP_001954317.1|DANA	eIF3a|NP_649470.2|DMEL
OG0002619	LOC6500647|XP_014766648.1|DANA	cher|NP_001262659.2|DMEL
OG0002620	LOC6500003|XP_001953424.2|DANA	atl|NP_651274.1|DMEL
OG0002621	LOC6500780|XP_001953905.1|DANA	wfs1|NP_651079.2|DMEL
OG0002622	LOC6506794|XP_001957224.1|DANA	CG5027|NP_648847.3|DMEL
OG0002623	LOC6499379|XP_032310597.1|DANA	CG8420|NP_649869.1|DMEL
OG0002624	LOC6499746|XP_001954003.2|DANA	dnd|NP_650995.1|DMEL
OG0002625	LOC6500838|XP_032305543.1|DANA	Eip93F|NP_001097865.1|DMEL
OG0002626	LOC6503875|XP_001963758.1|DANA	spidey|NP_572420.1|DMEL
OG0002627	LOC6506022|XP_032312362.1|DANA	Nrx-1|NP_001262840.1|DMEL
OG0002628	LOC6499152|XP_032309820.1|DANA	CG42675|NP_001262302.1|DMEL
OG0002629	LOC6499650|XP_032309320.1|DANA	pros|NP_001247045.1|DMEL
OG0002630	LOC6501317|XP_032307363.1|DANA	alpha-Man-IIb|NP_650494.2|DMEL
OG0002631	LOC6499110|XP_001955279.2|DANA	Mink|NP_651312.2|DMEL
OG0002632	LOC6501557|XP_001955469.1|DANA	140up|NP_476951.1|DMEL
OG0002633	LOC6499695|XP_032308252.1|DANA	Vti1b|NP_001138075.1|DMEL
OG0002634	LOC6508273|XP_001955605.1|DANA	su_Hw_|NP_524349.1|DMEL
OG0002635	LOC6499938|XP_001953597.1|DANA	CG9467|NP_001369000.1|DMEL
OG0002636	LOC6500473|XP_001953290.1|DANA	aux|NP_649438.1|DMEL
OG0002637	LOC6506117|XP_001965117.1|DANA	JhI-21|NP_609542.1|DMEL
OG0002638	LOC6499012|XP_001955515.2|DANA	Acph-1|NP_733332.1|DMEL
OG0002639	LOC6499407|XP_001954699.1|DANA	glo|NP_650120.1|DMEL
OG0002640	LOC6501387|XP_001955132.1|DANA	Cht5|NP_650314.1|DMEL
OG0002641	LOC6501390|XP_001955135.1|DANA	CG9288|NP_650316.1|DMEL
OG0002642	LOC6501391|XP_001955136.1|DANA	CG9286|NP_650317.3|DMEL
OG0002643	LOC6501392|XP_032309314.1|DANA	Dip-B|NP_650318.1|DMEL
OG0002644	LOC6499174|XP_001955164.2|DANA	Osi6|NP_649625.2|DMEL
OG0002645	LOC6499169|XP_032309504.1|DANA	NPFR|NP_001246947.1|DMEL
OG0002646	LOC6503449|XP_001967501.1|DANA	CG6607|NP_651266.1|DMEL
OG0002647	LOC6501045|XP_001954451.1|DANA	CG9667|NP_649768.2|DMEL
OG0002648	LOC6499356|XP_001954804.1|DANA	ELOVL|NP_649754.1|DMEL
OG0002649	LOC6500824|XP_001953982.1|DANA	CG6800|NP_650984.1|DMEL
OG0002650	LOC6499519|XP_032305784.1|DANA	CG7878|NP_649767.1|DMEL
OG0002651	LOC6499205|XP_001955114.1|DANA	asun|NP_524379.2|DMEL
OG0002652	LOC6500779|XP_032312267.1|DANA	CG5697|NP_650932.1|DMEL
OG0002653	LOC6499236|XP_001955051.1|DANA	Ppn|NP_788752.2|DMEL
OG0002654	LOC6501352|XP_001955049.2|DANA	Dhc98D|NP_524541.3|DMEL
OG0002655	LOC6505669|XP_014760752.1|DANA	CG42668|NP_001189250.2|DMEL
OG0002656	LOC6500174|XP_001953088.1|DANA	poly|NP_524343.2|DMEL
OG0002657	LOC6500627|XP_001953596.1|DANA	CG8516|NP_649951.1|DMEL
OG0002658	LOC6499387|XP_001954736.1|DANA	CG15561|NP_651851.1|DMEL
OG0002659	LOC6499223|XP_032309377.1|DANA	wdn|NP_476900.1|DMEL
OG0002660	LOC6505011|XP_001965635.2|DANA	CG9941|NP_572915.1|DMEL
OG0002661	LOC6498926|XP_001955667.2|DANA	larp|NP_733244.5|DMEL
OG0002662	LOC6494406|XP_014762782.1|DANA	key|NP_001246503.1|DMEL
OG0002663	LOC6501650|XP_001955682.1|DANA	beta-PheRS|NP_651237.1|DMEL
OG0002664	LOC6497689|XP_032307714.1|DANA	l_2_gl|NP_722584.1|DMEL
OG0002665	LOC6494069|XP_001961036.1|DANA	RagC-D|NP_610361.1|DMEL
OG0002666	LOC6494071|XP_032307144.1|DANA	Lpin|NP_610359.2|DMEL
OG0002667	LOC6495757|XP_001959511.1|DANA	Cdc2rk|NP_523674.1|DMEL
OG0002668	LOC6507598|XP_001955976.2|DANA	drpr|NP_001261276.1|DMEL
OG0002669	LOC6497194|XP_001962580.3|DANA	CG13096|NP_609236.2|DMEL
OG0002670	LOC6493197|XP_001957244.1|DANA	Hn|NP_523963.2|DMEL
OG0002671	LOC6506787|XP_032310059.1|DANA	Snmp2|NP_001163372.1|DMEL
OG0002672	LOC6495649|XP_032306977.1|DANA	Gyg|NP_001286666.1|DMEL
OG0002673	LOC6495737|XP_001959467.1|DANA	Adk2|NP_523836.2|DMEL
OG0002674	LOC6494871|XP_032307057.1|DANA	magu|NP_724871.1|DMEL
OG0002675	LOC6493444|XP_001957765.1|DANA	mus312|NP_729234.2|DMEL
OG0002676	LOC6496407|XP_032306228.1|DANA	Usp15-31|NP_611959.2|DMEL
OG0002677	LOC6495552|XP_032306828.1|DANA	pwn|NP_610267.2|DMEL
OG0002678	LOC6495270|XP_001958730.2|DANA	CG9062|NP_001260886.1|DMEL
OG0002679	LOC6494901|XP_014763064.1|DANA	Unc-89|NP_001097440.1|DMEL
OG0002680	LOC6503634|XP_001964031.1|DANA	CG17829|NP_652054.1|DMEL
OG0002681	LOC6494800|XP_014762988.1|DANA	Pu|NP_726038.1|DMEL
OG0002682	LOC6507711|XP_001956187.1|DANA	HDAC1|NP_647918.2|DMEL
OG0002684	LOC6501835|XP_001967170.1|DANA	Had1|NP_573114.2|DMEL
OG0002685	LOC6492956|XP_032310176.1|DANA	bab1|NP_728565.1|DMEL
OG0002686	LOC6507496|XP_001955888.1|DANA	CG15877|NP_647718.1|DMEL
OG0002687	LOC6493639|XP_014764477.1|DANA	Gbs-76A|NP_649104.1|DMEL
OG0002688	LOC6492980|XP_001956783.1|DANA	CG7724|NP_648957.1|DMEL
OG0002689	LOC6502272|XP_001966140.1|DANA	Chrac-16|NP_572776.1|DMEL
OG0002690	LOC6507874|XP_001956506.1|DANA	Adck5|NP_648446.1|DMEL
OG0002691	LOC6496392|XP_001960810.1|DANA	MED23|NP_611735.1|DMEL
OG0002692	LOC6496320|XP_001960695.3|DANA	yki|NP_001350857.1|DMEL
OG0002693	LOC6507452|XP_001955984.1|DANA	CG7970|NP_001303378.1|DMEL
OG0002694	LOC6495634|XP_001959267.1|DANA	CG12910|NP_610569.1|DMEL
OG0002695	LOC6506627|XP_001957515.1|DANA	Txl|NP_523938.2|DMEL
OG0002696	LOC6506556|XP_001957655.1|DANA	UQCR-C2|NP_648905.1|DMEL
OG0002697	LOC6493198|XP_001957248.3|DANA	CG32365|NP_729304.1|DMEL
OG0002698	LOC6506900|XP_001957038.1|DANA	PAN3|NP_647767.1|DMEL
OG0002699	LOC6506495|XP_001957768.1|DANA	CG43780|NP_648105.1|DMEL
OG0002700	LOC6506400|XP_032309569.1|DANA	Mbs|NP_001246786.1|DMEL
OG0002701	LOC6495896|XP_032306570.1|DANA	eIF2Bdelta|NP_611790.1|DMEL
OG0002702	LOC6494685|XP_001959860.1|DANA	egl|NP_726360.3|DMEL
OG0002703	LOC6493901|XP_032311505.1|DANA	dpr12|NP_652462.3|DMEL
OG0002704	LOC6495169|XP_001958919.1|DANA	CG8079|NP_611023.1|DMEL
OG0002705	LOC6506180|XP_032310617.1|DANA	sfl|NP_523946.1|DMEL
OG0002706	LOC6495267|XP_001958734.1|DANA	dare|NP_477150.1|DMEL
OG0002707	LOC6507512|XP_032310805.1|DANA	p130CAS|NP_001097456.2|DMEL
OG0002708	LOC116655810|XP_032310093.1|DANA	CG13049|NP_730133.1|DMEL
OG0002709	LOC6495794|XP_014763494.1|DANA	shrb|NP_610462.3|DMEL
OG0002710	LOC6495066|XP_001959139.1|DANA	CG9344|NP_611528.1|DMEL
OG0002711	LOC6495582|XP_001959141.2|DANA	CG15649|NP_001163220.1|DMEL
OG0002712	LOC6496060|XP_032306427.1|DANA	Mapmodulin|NP_001097361.1|DMEL
OG0002713	LOC6496239|XP_032306499.1|DANA	Amph|NP_523717.1|DMEL
OG0002714	LOC6494559|XP_001960104.1|DANA	Gdap2|NP_724597.1|DMEL
OG0002715	LOC6504492|XP_001967002.1|DANA	wus|NP_573180.1|DMEL
OG0002716	LOC6496192|XP_032306802.1|DANA	NaCP60E|NP_001261172.1|DMEL
OG0002717	LOC6500029|XP_001953359.1|DANA	CG11737|NP_649803.1|DMEL
OG0002718	LOC6506198|XP_001958356.2|DANA	bin|NP_523950.2|DMEL
OG0002719	LOC6500221|XP_001952994.1|DANA	TfIIFbeta|NP_524305.2|DMEL
OG0002720	LOC6506602|XP_001957564.3|DANA	CG4603|NP_001261435.1|DMEL
OG0002721	LOC6497526|XP_001961903.1|DANA	DCTN6-p27|NP_609949.1|DMEL
OG0002722	LOC6494674|XP_001959885.1|DANA	unpg|NP_477146.1|DMEL
OG0002723	LOC6495844|XP_001959695.1|DANA	ND-19|NP_611954.2|DMEL
OG0002724	LOC6500543|XP_001953425.1|DANA	Wsck|NP_733018.1|DMEL
OG0002725	LOC6506352|XP_001958050.2|DANA	PIG-F|NP_649134.3|DMEL
OG0002726	LOC6507502|XP_001955872.1|DANA	CG1275|NP_647703.1|DMEL
OG0002727	LOC6506911|XP_001957009.1|DANA, LOC6493081|XP_001957006.1|DANA	PIG-C|NP_001350858.1|DMEL
OG0002728	LOC6496235|XP_001960510.1|DANA	fra|NP_523716.2|DMEL
OG0002729	LOC6493358|XP_014764346.1|DANA	Mocs1|NP_788494.1|DMEL
OG0002730	LOC6496547|XP_014763874.1|DANA	stj|NP_001246303.1|DMEL
OG0002731	LOC6507389|XP_001956105.1|DANA	MED14|NP_728534.2|DMEL
OG0002732	LOC6495144|XP_001958963.2|DANA	Hen1|NP_610732.1|DMEL
OG0002733	LOC6496069|XP_001960152.1|DANA	Sardh|NP_611263.1|DMEL
OG0002734	LOC6496811|XP_032312041.1|DANA	sxc|NP_523620.1|DMEL
OG0002735	LOC6494867|XP_032306347.1|DANA	CG1407|NP_001286264.1|DMEL
OG0002736	LOC6496565|XP_001961164.1|DANA	Pka-R2|NP_523671.1|DMEL
OG0002737	LOC6506381|XP_001957985.1|DANA	Klp67A|NP_523992.2|DMEL
OG0002738	LOC6507646|XP_014765381.1|DANA	scrt|NP_523911.2|DMEL
OG0002739	LOC6506251|XP_001958262.1|DANA	CG7646|NP_649167.1|DMEL
OG0002740	LOC6506252|XP_001958261.2|DANA	Nca|NP_788543.1|DMEL
OG0002741	LOC6495831|XP_001959673.1|DANA	shg|NP_476722.1|DMEL
OG0002742	LOC6495715|XP_001959425.3|DANA	TM4SF|NP_001261159.1|DMEL
OG0002743	LOC6506871|XP_014764931.1|DANA	CG16986|NP_647732.1|DMEL
OG0002744	LOC6506933|XP_001956961.1|DANA	CG10512|NP_649289.2|DMEL
OG0002745	LOC6507468|XP_001955955.1|DANA	Patj|NP_477342.1|DMEL
OG0002746	LOC6496412|XP_032306136.1|DANA	casp|NP_611080.1|DMEL
OG0002747	LOC6501378|XP_001955115.1|DANA	CG5823|NP_650631.1|DMEL
OG0002748	LOC6503221|XP_001967707.1|DANA	Naa35|NP_611891.1|DMEL
OG0002749	LOC6494769|XP_032306380.1|DANA	Mid1|NP_001261170.1|DMEL
OG0002750	LOC6494223|XP_001960711.2|DANA	CG8547|NP_610947.3|DMEL
OG0002751	LOC6494083|XP_032306330.1|DANA	CG14762|NP_001246198.1|DMEL
OG0002752	LOC6495931|XP_001959874.1|DANA	Mad1|NP_610477.2|DMEL
OG0002753	LOC6495468|XP_001958915.2|DANA	dve|NP_477242.1|DMEL
OG0002754	LOC6493756|XP_032310729.1|DANA	dikar|NP_001261480.1|DMEL
OG0002755	LOC6495783|XP_001959571.1|DANA	zda|NP_611353.1|DMEL
OG0002756	LOC6507106|XP_001956660.1|DANA	Pex23|NP_730508.1|DMEL
OG0002757	LOC6507281|XP_032309682.1|DANA	fry|NP_001246701.1|DMEL
OG0002758	LOC6494540|XP_001960140.2|DANA	Dhit|NP_611271.3|DMEL
OG0002759	LOC6494531|XP_014762825.1|DANA	CG4984|NP_001163182.1|DMEL
OG0002760	LOC6494384|XP_001960426.1|DANA	CG2765|NP_001097451.1|DMEL
OG0002761	LOC6493985|XP_001961200.1|DANA	CG15082|NP_611378.1|DMEL
OG0002762	LOC6495033|XP_014763114.1|DANA	CG5174|NP_001246407.1|DMEL
OG0002763	LOC6506996|XP_032309964.1|DANA	Tsp66E|NP_523985.1|DMEL
OG0002764	LOC6506535|XP_032309514.1|DANA	Pep|NP_524858.1|DMEL
OG0002765	LOC6494553|XP_032306223.1|DANA	CG5098|NP_001261066.1|DMEL
OG0002766	LOC6496048|XP_001960115.1|DANA	CG5757|NP_611290.3|DMEL
OG0002767	LOC6496075|XP_001960168.1|DANA	CG6424|NP_725709.1|DMEL
OG0002768	LOC6495722|XP_001959438.1|DANA	CG2812|NP_611850.1|DMEL
OG0002769	LOC6495296|XP_001958681.1|DANA	CG8818|NP_610794.1|DMEL
OG0002770	LOC6496854|XP_001963269.1|DANA	CG5181|NP_609115.1|DMEL
OG0002771	LOC6493451|XP_032310611.1|DANA	bma|NP_001369043.1|DMEL
OG0002772	LOC6506493|XP_001957773.1|DANA	Taf2|NP_729571.1|DMEL
OG0002773	LOC6495765|XP_001959528.2|DANA	sca|NP_476710.2|DMEL
OG0002774	LOC6494948|XP_001959345.2|DANA	twz|NP_001246449.1|DMEL
OG0002775	LOC6506949|XP_032310087.1|DANA	Cad74A|NP_648973.1|DMEL
OG0002776	LOC6493555|XP_001957987.1|DANA	CG4452|NP_648303.1|DMEL
OG0002777	LOC6506567|XP_001957629.1|DANA	CG9705|NP_648920.1|DMEL
OG0002778	LOC6506566|XP_001957631.1|DANA	Nrt|NP_476798.1|DMEL
OG0002779	LOC6507746|XP_001956260.1|DANA	CTCF|NP_648109.1|DMEL
OG0002780	LOC6500111|XP_001953202.1|DANA	Ref1|NP_651968.1|DMEL
OG0002781	LOC6494942|XP_001959354.1|DANA	CG33506|NP_001014528.1|DMEL
OG0002782	LOC6507099|XP_001956670.1|DANA	Ltn1|NP_730427.1|DMEL
OG0002783	LOC6506844|XP_032310621.1|DANA	armi|NP_647816.2|DMEL
OG0002784	LOC6495983|XP_001959977.1|DANA	Mthfs|NP_001097432.1|DMEL
OG0002785	LOC6493799|XP_001958462.1|DANA	Nopp140|NP_001262195.1|DMEL
OG0002786	LOC6493381|XP_001957643.1|DANA	Baldspot|NP_648909.1|DMEL
OG0002787	LOC6493749|XP_001958363.1|DANA	sgl|NP_476980.1|DMEL
OG0002788	LOC6506196|XP_001958364.1|DANA	Surf1|NP_524758.1|DMEL
OG0002789	LOC6506937|XP_001956948.1|DANA	pzg|NP_649297.1|DMEL
OG0002790	LOC6506449|XP_001957862.1|DANA	CG6321|NP_648426.1|DMEL
OG0002791	LOC6506294|XP_001958184.1|DANA	CG6841|NP_649073.1|DMEL
OG0002792	LOC6495776|XP_001959550.1|DANA	Sans|NP_610829.1|DMEL
OG0002793	LOC6507291|XP_001956304.1|DANA	pall|NP_648325.2|DMEL
OG0002794	LOC6506626|XP_001957517.1|DANA	Usp47|NP_729087.1|DMEL
OG0002795	LOC6493771|XP_001958406.1|DANA	Best2|NP_729159.2|DMEL
OG0002796	LOC6506637|XP_001957496.2|DANA	CG32409|NP_729108.2|DMEL
OG0002797	LOC6506448|XP_001957864.1|DANA	CG32069|NP_729654.1|DMEL
OG0002798	LOC6502438|XP_001961664.3|DANA	Jwa|NP_609901.5|DMEL
OG0002799	LOC6507049|XP_001956747.3|DANA	Usp10|NP_728554.1|DMEL
OG0002800	LOC6493382|XP_032310120.1|DANA	Abl|NP_001261962.1|DMEL
OG0002801	LOC6507954|XP_014763513.1|DANA	Pof|NP_523851.1|DMEL
OG0002802	LOC6494778|XP_014762963.1|DANA	CG13594|NP_611949.1|DMEL
OG0002803	LOC6497466|XP_001962022.1|DANA	L2HGDH|NP_609923.2|DMEL
OG0002804	LOC6494750|XP_001959738.1|DANA	Mes4|NP_611669.1|DMEL
OG0002805	LOC6494068|XP_001961037.1|DANA	CG30373|NP_724654.1|DMEL
OG0002806	LOC6493666|XP_001958186.1|DANA	CSN1b|NP_524152.2|DMEL
OG0002807	LOC6496408|XP_001960849.2|DANA	spz6|NP_611961.1|DMEL
OG0002808	LOC6496314|XP_001960681.1|DANA	tamo|NP_611889.1|DMEL
OG0002809	LOC6507446|XP_001956003.2|DANA	CG10418|NP_648570.1|DMEL
OG0002810	LOC6492957|XP_032309539.1|DANA	trio|NP_651960.2|DMEL
OG0002811	LOC6493719|XP_001958302.1|DANA	yps|NP_524033.2|DMEL
OG0002812	LOC6495782|XP_001959568.2|DANA	Nrk|NP_477255.1|DMEL
OG0002813	LOC6493978|XP_001961215.1|DANA	Hs3st-A|NP_788409.1|DMEL
OG0002814	LOC6495658|XP_001959323.1|DANA	dom|NP_001286676.1|DMEL
OG0002815	LOC6495300|XP_001958671.2|DANA	dgt5|NP_610785.1|DMEL
OG0002816	LOC6495645|XP_001959293.1|DANA	Gint3|NP_611356.1|DMEL
OG0002817	LOC6496681|XP_001961390.1|DANA	RNASEK|NP_001036433.1|DMEL
OG0002818	LOC6494876|XP_001959505.3|DANA	Jra|NP_001260844.1|DMEL
OG0002819	LOC6507735|XP_032309538.1|DANA	Dscam4|NP_001261571.1|DMEL
OG0002820	LOC6493739|XP_032310268.1|DANA	Rab19|NP_523970.1|DMEL
OG0002821	LOC6493737|XP_001958340.2|DANA	Klc|NP_524049.1|DMEL
OG0002822	LOC6494944|XP_001959350.1|DANA	CG18870|NP_652704.1|DMEL
OG0002823	LOC6496476|XP_001960979.1|DANA	CG12822|NP_610327.1|DMEL, CG18853|NP_724615.1|DMEL
OG0002824	LOC6495923|XP_001959863.1|DANA	wun|NP_724787.1|DMEL
OG0002825	LOC6493843|XP_032310034.1|DANA	CG11449|NP_649390.1|DMEL
OG0002826	LOC6494635|XP_001959973.1|DANA	PTP-ER|NP_726092.1|DMEL
OG0002827	LOC6502091|XP_001966234.1|DANA	PlexB|NP_524616.2|DMEL
OG0002828	LOC6494971|XP_001959305.3|DANA	ASPP|NP_788423.1|DMEL
OG0002829	LOC6495365|XP_001958672.2|DANA	CG8545|NP_610786.2|DMEL
OG0002830	LOC6496604|XP_032311558.1|DANA	psq|NP_001369078.1|DMEL
OG0002831	LOC6497144|XP_001962668.2|DANA	CG8677|NP_610101.3|DMEL
OG0002832	LOC6497184|XP_001962600.1|DANA	raw|NP_723416.1|DMEL
OG0002833	LOC6494392|XP_032306825.1|DANA	CG30427|NP_726498.1|DMEL
OG0002834	LOC6495304|XP_001958662.1|DANA	ytr|NP_611839.1|DMEL
OG0002835	LOC6495301|XP_001958666.1|DANA	DUBAI|NP_610784.1|DMEL
OG0002836	LOC6494816|XP_001959606.1|DANA	Su_var_2-10|NP_724749.1|DMEL
OG0002837	LOC6495618|XP_001959231.3|DANA	sbb|NP_001261074.1|DMEL
OG0002838	LOC6494503|XP_001960212.1|DANA	RYBP|NP_611705.1|DMEL
OG0002839	LOC6494240|XP_001960678.1|DANA	AANAT1|NP_995934.1|DMEL
OG0002840	LOC6498363|XP_014762093.1|DANA	CG11050|NP_609052.1|DMEL
OG0002841	LOC6498053|XP_001961977.1|DANA	CG17593|NP_608786.2|DMEL
OG0002842	LOC6505611|XP_001964974.1|DANA	CG18507|NP_723827.1|DMEL
OG0002843	LOC6496474|XP_001960975.1|DANA	puml|NP_610326.1|DMEL
OG0002844	LOC6493261|XP_001957373.2|DANA	CG7656|NP_730058.2|DMEL
OG0002845	LOC6506276|XP_001965146.1|DANA	Scox|NP_608884.1|DMEL
OG0002846	LOC6496479|XP_032306338.1|DANA	Cul1|NP_523655.1|DMEL
OG0002847	LOC6504212|XP_001965145.1|DANA	CG3756|NP_608885.1|DMEL
OG0002848	LOC6497664|XP_001961611.1|DANA	bsf|NP_523596.2|DMEL
OG0002849	LOC6498215|XP_001962318.1|DANA	Fbw5|NP_608989.1|DMEL
OG0002850	LOC6505695|XP_001964985.1|DANA	TM9SF4|NP_609669.1|DMEL
OG0002851	LOC6498602|XP_001963139.1|DANA	Grip75|NP_609412.1|DMEL
OG0002852	LOC6495242|XP_032306125.1|DANA, LOC6495405|XP_001958773.1|DANA	Prip|NP_001246266.1|DMEL
OG0002853	LOC6497756|XP_001961419.2|DANA	Ca-Ma2d|NP_723955.2|DMEL
OG0002854	LOC6497683|XP_001961577.2|DANA	ssp3|NP_609917.2|DMEL
OG0002855	LOC6497296|XP_014761620.1|DANA	x16|NP_723226.1|DMEL
OG0002856	LOC6497305|XP_014761628.1|DANA	LUBEL|NP_723214.2|DMEL
OG0002857	LOC6498297|XP_001962485.2|DANA	nolo|NP_001036374.1|DMEL
OG0002858	LOC6498324|XP_001962545.3|DANA	Ncoa6|NP_001097088.3|DMEL
OG0002859	LOC6496723|XP_001967332.1|DANA	Hrs|NP_722830.2|DMEL
OG0002860	LOC6497123|XP_001962712.2|DANA	CG13999|NP_608972.1|DMEL
OG0002861	LOC6496887|XP_001963205.1|DANA	porin|NP_476813.1|DMEL
OG0002862	LOC6497552|XP_001961837.1|DANA	CG5080|NP_608578.1|DMEL
OG0002863	LOC6497493|XP_001961969.1|DANA	Pif1|NP_608782.1|DMEL
OG0002864	LOC6498049|XP_032307696.1|DANA	ND-PDSW|NP_651972.1|DMEL
OG0002865	LOC6495092|XP_001959082.1|DANA	Ady43A|NP_651995.1|DMEL
OG0002866	LOC6493351|XP_001957576.1|DANA	Uba2|NP_524756.2|DMEL
OG0002867	LOC6505750|XP_001965000.3|DANA	l_2_k05911|NP_723797.3|DMEL
OG0002868	LOC6498108|XP_001962092.3|DANA	Sec24CD|NP_001259918.1|DMEL
OG0002869	LOC6497433|XP_001962093.1|DANA	sau|NP_608658.1|DMEL
OG0002871	LOC6498530|XP_001963006.1|DANA	CG4598|NP_609322.1|DMEL
OG0002872	LOC6504558|XP_014760451.1|DANA	Nckx30C|NP_652011.3|DMEL
OG0002873	LOC6498285|XP_001962461.1|DANA	CG10628|NP_609999.2|DMEL
OG0002874	LOC6498220|XP_001962328.1|DANA	CG9117|NP_608983.2|DMEL
OG0002875	LOC6497733|XP_032307379.1|DANA	G6P|NP_001097063.1|DMEL
OG0002876	LOC6505207|XP_001965548.1|DANA	CG8289|NP_573229.1|DMEL
OG0002877	LOC6497652|XP_014761765.1|DANA	CG43338|NP_001246080.1|DMEL
OG0002878	LOC6497874|XP_014761864.1|DANA	CG15160|NP_001286047.1|DMEL
OG0002879	LOC6493424|XP_001957722.1|DANA	Akh|NP_523918.1|DMEL
OG0002880	LOC6504786|XP_001966341.1|DANA	mus81|NP_569873.1|DMEL
OG0002881	LOC6507349|XP_001965358.1|DANA	Spp|NP_523444.1|DMEL
OG0002882	LOC6494584|XP_001960059.1|DANA	CG11007|NP_611429.1|DMEL
OG0002883	LOC6503388|XP_001965324.1|DANA	ND-15|NP_722612.1|DMEL
OG0002884	LOC6496727|XP_001967341.1|DANA	aph-1|NP_608710.1|DMEL
OG0002885	LOC6493101|XP_001957041.1|DANA	Cdk8|NP_536735.2|DMEL
OG0002886	LOC6497414|XP_001962131.1|DANA	CG7289|NP_608635.1|DMEL
OG0002887	LOC6498125|XP_014761983.1|DANA	Got2|NP_722745.1|DMEL
OG0002888	LOC6497159|XP_014761537.1|DANA	nrv3|NP_001260675.1|DMEL
OG0002889	LOC6506443|XP_001957871.1|DANA	CG8209|NP_648167.1|DMEL
OG0002890	LOC6497256|XP_001962460.1|DANA	CG10463|NP_610000.1|DMEL
