Orthogroup	DANA.longest_only	DSEC.longest_only
OG0001661	LOC6499873|XP_001953730.1|DANA	LOC6606906|XP_002031700.1|DSEC
OG0001662	LOC6507332|XP_001956228.1|DANA	LOC6604833|XP_002029678.1|DSEC
OG0001663	LOC6500357|XP_001953044.2|DANA	LOC6606577|XP_032578803.1|DSEC
OG0001664	LOC6495459|XP_001958888.1|DANA	LOC6609932|XP_002034582.1|DSEC
OG0001666	LOC6497001|XP_001962948.1|DANA	LOC6613226|XP_032569884.1|DSEC
OG0001667	LOC6496061|XP_001960133.2|DANA	LOC6609705|XP_002034362.2|DSEC
OG0001668	LOC6506152|XP_001958453.1|DANA	LOC6610963|XP_002035520.1|DSEC
OG0001669	LOC6492962|XP_001956756.1|DANA	LOC6610699|XP_002035265.2|DSEC
OG0001670	LOC6493912|XP_001961339.2|DANA	LOC6619159|XP_032572640.1|DSEC
OG0001671	LOC6503695|XP_001963906.1|DANA	LOC6620347|XP_032582567.1|DSEC
OG0001672	LOC6494960|XP_001959325.1|DANA, LOC6494959|XP_001959326.1|DANA, LOC116654770|XP_032307130.1|DANA	LOC6609755|XP_032572032.1|DSEC
OG0001673	LOC26514091|XP_014763975.1|DANA	LOC116800511|XP_032571809.1|DSEC
OG0001674	LOC6498862|XP_001955784.1|DANA, LOC6498296|XP_001962482.1|DANA	LOC6606695|XP_002031495.1|DSEC, LOC6613919|XP_032576810.1|DSEC
OG0001675	LOC6499565|XP_001954366.1|DANA	LOC6616971|XP_002041299.1|DSEC
OG0001675	LOC6499564|XP_001954367.1|DANA	LOC6616970|XP_002041298.1|DSEC
OG0001676	LOC26514105|XP_014763979.1|DANA	LOC116800621|XP_032572438.1|DSEC
OG0001676	LOC116654787|XP_032307173.1|DANA	LOC116800571|XP_032572196.1|DSEC
OG0001677	LOC6498104|XP_001962086.1|DANA	LOC6613068|XP_002037551.1|DSEC
OG0001678	LOC6505269|XP_032308009.1|DANA	LOC6618088|XP_032580068.1|DSEC
OG0001679	LOC6504757|XP_001966297.1|DANA	LOC6612326|XP_002036836.1|DSEC
OG0001680	LOC6503808|XP_001963703.1|DANA	LOC6619002|XP_002043247.2|DSEC
OG0001681	LOC6505081|XP_001965506.1|DANA	LOC6617477|XP_032581702.1|DSEC
OG0001682	LOC6502280|XP_001966157.2|DANA	LOC6614819|XP_002039238.1|DSEC
OG0001683	LOC6498039|XP_032307371.1|DANA	LOC6611677|XP_032579879.1|DSEC
OG0001684	LOC6505487|XP_032311787.1|DANA	LOC6619460|XP_032579780.1|DSEC
OG0001685	LOC6497400|XP_001962161.2|DANA	LOC6613681|XP_002038151.1|DSEC
OG0001686	LOC6501979|XP_001966808.1|DANA	LOC116802218|XP_032581873.1|DSEC, LOC6614906|XP_032581874.1|DSEC
OG0001687	LOC6504133|XP_032308786.1|DANA	LOC6615855|XP_032581108.1|DSEC
OG0001688	LOC6504750|XP_001966290.1|DANA	LOC6612333|XP_002036843.1|DSEC, LOC6612334|XP_032581990.1|DSEC
OG0001689	LOC6503137|XP_001963502.2|DANA	LOC6619907|XP_002044119.2|DSEC
OG0001690	LOC6493311|XP_001957502.1|DANA	LOC6610924|XP_002035481.1|DSEC
OG0001691	LOC6505485|XP_001964940.1|DANA	LOC6611585|XP_002036123.2|DSEC
OG0001692	LOC6505663|XP_001964502.3|DANA	LOC6613718|XP_002038188.1|DSEC
OG0001693	LOC6502259|XP_032309356.1|DANA	LOC6618663|XP_032581562.1|DSEC
OG0001694	LOC6499703|XP_032305813.1|DANA	LOC6613741|XP_002038211.2|DSEC
OG0001695	LOC6494837|XP_001959572.1|DANA	LOC6609825|XP_002034479.1|DSEC
OG0001696	LOC6500238|XP_001952961.2|DANA	LOC6606977|XP_002031769.2|DSEC
OG0001697	LOC6499896|XP_001953679.1|DANA	LOC6619639|XP_002043854.1|DSEC
OG0001698	LOC6503154|XP_032308896.1|DANA	LOC6615098|XP_032580674.1|DSEC
OG0001699	LOC6500304|XP_032305501.1|DANA	LOC6606944|XP_002031738.1|DSEC
OG0001700	LOC6500621|XP_001953586.1|DANA	LOC6607078|XP_002031866.1|DSEC
OG0001701	LOC6501409|XP_001955187.2|DANA	LOC6614047|XP_032577458.1|DSEC
OG0001702	LOC6496973|XP_001963019.2|DANA	LOC6611893|XP_002036410.1|DSEC
OG0001703	LOC6501053|XP_032312290.1|DANA	LOC6607517|XP_002032286.2|DSEC
OG0001704	LOC6499514|XP_001954465.1|DANA	LOC6607518|XP_002032287.2|DSEC
OG0001705	LOC6499119|XP_014765916.1|DANA	LOC6612754|XP_032577008.1|DSEC
OG0001706	LOC6505386|XP_032309122.1|DANA	LOC6619116|XP_002043356.1|DSEC
OG0001707	LOC6503341|XP_001967767.3|DANA, LOC6500798|XP_014766728.2|DANA	LOC6607557|XP_032577104.1|DSEC
OG0001708	LOC6500925|XP_001954179.1|DANA	LOC6606489|XP_002031290.1|DSEC
OG0001709	LOC6507689|XP_001956152.1|DANA	LOC6610768|XP_002035334.1|DSEC
OG0001710	LOC6500829|XP_001953997.1|DANA	LOC6607348|XP_002032121.1|DSEC
OG0001711	LOC6501221|XP_014766950.2|DANA	LOC6607424|XP_032578696.1|DSEC
OG0001712	LOC6499820|XP_014766242.1|DANA	LOC6607663|XP_032576830.1|DSEC
OG0001713	LOC6499648|XP_001954218.1|DANA	LOC6606842|XP_002031639.2|DSEC
OG0001714	LOC6498867|XP_032312244.1|DANA	LOC6613905|XP_032579215.1|DSEC
OG0001715	LOC6504242|XP_032308229.1|DANA	LOC6618003|XP_002042311.2|DSEC
OG0001716	LOC6503990|XP_001963969.1|DANA	LOC6620173|XP_002044384.1|DSEC
OG0001717	LOC6501579|XP_001955512.2|DANA	LOC6612783|XP_032579054.1|DSEC
OG0001718	LOC6499790|XP_014766227.1|DANA	LOC6607470|XP_032578573.1|DSEC
OG0001719	LOC6500791|XP_032305417.1|DANA	LOC6607563|XP_032576632.1|DSEC
OG0001720	LOC6499875|XP_032309630.1|DANA	LOC6606915|XP_032578893.1|DSEC
OG0001721	LOC6501111|XP_032312302.1|DANA	LOC6607294|XP_002032073.1|DSEC
OG0001722	LOC6493529|XP_032309595.1|DANA	LOC6605862|XP_032573859.1|DSEC
OG0001723	LOC6496679|XP_001961382.1|DANA	LOC6619122|XP_002043362.1|DSEC
OG0001724	LOC6494953|XP_001959335.1|DANA	LOC6615381|XP_032572247.1|DSEC
OG0001725	LOC6494878|XP_014763044.1|DANA	LOC6608464|XP_032572309.1|DSEC
OG0001726	LOC6506922|XP_001956991.1|DANA	LOC6616370|XP_002040730.1|DSEC
OG0001727	LOC6501624|XP_001955631.1|DANA	LOC6607454|XP_002032223.1|DSEC
OG0001728	LOC6494665|XP_001959908.1|DANA	LOC6608724|XP_002033448.1|DSEC
OG0001729	LOC6494377|XP_032307165.1|DANA	LOC6618921|XP_032571585.1|DSEC
OG0001730	LOC6504231|XP_001965118.1|DANA	LOC6617702|XP_002042014.2|DSEC
OG0001731	LOC6494841|XP_032306965.1|DANA	LOC6608942|XP_032571686.1|DSEC
OG0001732	LOC6498209|XP_001962305.1|DANA	LOC6613594|XP_002038063.1|DSEC
OG0001733	LOC6494966|XP_001959314.1|DANA	LOC6615345|XP_002039743.1|DSEC
OG0001734	LOC6495080|XP_001959106.1|DANA	LOC6608281|XP_032571568.1|DSEC
OG0001735	LOC6506825|XP_001957165.1|DANA	LOC116801097|XP_032574602.1|DSEC
OG0001737	LOC6494690|XP_014762916.1|DANA	LOC6615756|XP_002040127.2|DSEC
OG0001738	LOC6506954|XP_001956928.1|DANA	LOC6606067|XP_002030877.1|DSEC
OG0001739	LOC26515254|XP_014764110.1|DANA	LOC116801613|XP_032578125.1|DSEC
OG0001740	LOC6494717|XP_001959802.1|DANA	LOC6615698|XP_002040069.2|DSEC
OG0001741	LOC6505631|XP_001964571.2|DANA	LOC6619521|XP_002043736.2|DSEC
OG0001742	LOC6494010|XP_001961152.1|DANA	LOC6608466|XP_002033200.2|DSEC
OG0001743	LOC6507462|XP_001955965.2|DANA	LOC6610394|XP_032575531.1|DSEC
OG0001744	LOC6496628|XP_001961293.3|DANA	LOC6607885|XP_032570103.1|DSEC
OG0001745	LOC6494192|XP_032307124.1|DANA	LOC6615591|XP_032572070.1|DSEC
OG0001746	LOC6493473|XP_001957829.1|DANA	LOC6605173|XP_002030012.1|DSEC
OG0001747	LOC6494542|XP_032306055.1|DANA	LOC6609700|XP_032571896.1|DSEC
OG0001748	LOC6493017|XP_001956861.3|DANA	LOC6604950|XP_032575291.1|DSEC
OG0001749	LOC6494105|XP_001960967.1|DANA	LOC6618838|XP_002043087.1|DSEC
OG0001750	LOC6496470|XP_001960966.1|DANA	LOC6618836|XP_032571987.1|DSEC
OG0001751	LOC6506946|XP_001956937.1|DANA	LOC6606077|XP_032575183.1|DSEC
OG0001752	LOC6506639|XP_032309861.1|DANA	LOC6610938|XP_002035495.1|DSEC
OG0001753	LOC6506846|XP_014764919.1|DANA	LOC6610644|XP_032573611.1|DSEC
OG0001754	LOC6494332|XP_001960519.1|DANA	LOC6608875|XP_002033589.1|DSEC
OG0001755	LOC6493134|XP_032310211.1|DANA	LOC6610654|XP_032575320.1|DSEC
OG0001756	LOC6494154|XP_014762650.1|DANA	LOC6609372|XP_032573040.1|DSEC
OG0001757	LOC6495612|XP_001959203.1|DANA	LOC6609792|XP_002034446.1|DSEC
OG0001758	LOC6493831|XP_001958523.1|DANA	LOC6605599|XP_032573278.1|DSEC
OG0001759	LOC6495962|XP_001959939.3|DANA	LOC6609590|XP_002034267.1|DSEC
OG0001760	LOC6496564|XP_001961160.2|DANA	LOC6608315|XP_002033052.1|DSEC
OG0001761	LOC6495654|XP_001959312.2|DANA	LOC6615343|XP_032570221.1|DSEC
OG0001762	LOC6497766|XP_001961402.2|DANA	LOC6611428|XP_002035972.2|DSEC
OG0001763	LOC6497299|XP_001962369.2|DANA	LOC6611454|XP_032578141.1|DSEC
OG0001764	LOC6501276|XP_001954901.1|DANA	LOC6616871|XP_002041207.1|DSEC
OG0001765	LOC6495320|XP_032307199.1|DANA	LOC6608363|XP_032572939.1|DSEC
OG0001766	LOC6498343|XP_032307395.1|DANA	LOC6611719|XP_002036252.1|DSEC
OG0001767	LOC6503282|XP_032309180.1|DANA	LOC6613220|XP_002037698.2|DSEC
OG0001768	LOC6503349|XP_001965373.1|DANA	LOC6617251|XP_002041578.1|DSEC
OG0001769	LOC6498395|XP_032311253.1|DANA	LOC6613541|XP_002038009.2|DSEC
OG0001770	LOC6498634|XP_001963207.1|DANA	LOC6612075|XP_002036592.1|DSEC
OG0001771	LOC6498052|XP_001961972.1|DANA	LOC6621141|XP_002045320.1|DSEC
OG0001772	LOC6496939|XP_001963091.1|DANA	LOC6611964|XP_002036481.1|DSEC
OG0001773	LOC6498539|XP_001963024.3|DANA	LOC6611900|XP_032582892.1|DSEC
OG0001774	LOC6494410|XP_001960386.2|DANA	LOC6618876|XP_002043124.2|DSEC
OG0001775	LOC6503074|XP_001963379.1|DANA	LOC6619875|XP_002044088.1|DSEC
OG0001776	LOC6496997|XP_001962964.2|DANA	LOC6611398|XP_032569881.1|DSEC
OG0001777	LOC6498663|XP_032311087.1|DANA	LOC6611527|XP_002036068.1|DSEC
OG0001778	LOC6497403|XP_001962155.1|DANA	LOC6613687|XP_002038157.1|DSEC
OG0001779	LOC6496967|XP_032311183.1|DANA	LOC6611912|XP_032569873.1|DSEC
OG0001780	LOC6496678|XP_014763914.1|DANA	LOC6619124|XP_032570511.1|DSEC
OG0001781	LOC6497269|XP_014761602.1|DANA	LOC6614767|XP_032582941.1|DSEC
OG0001782	LOC6505936|XP_014760518.1|DANA	LOC6617880|XP_002042188.2|DSEC
OG0001783	LOC6498362|XP_001962623.3|DANA	LOC6611759|XP_002036282.1|DSEC
OG0001784	LOC6496865|XP_001963248.1|DANA	LOC6617389|XP_002041714.1|DSEC
OG0001785	LOC6495346|XP_001958627.1|DANA	LOC6608371|XP_002033107.1|DSEC
OG0001786	LOC6507061|XP_001965301.1|DANA	LOC6611504|XP_002036045.1|DSEC
OG0001787	LOC6496863|XP_032310984.1|DANA	LOC6611506|XP_032575646.1|DSEC
OG0001788	LOC6494023|XP_001961130.1|DANA	LOC6609060|XP_002033763.1|DSEC
OG0001789	LOC6496401|XP_001960836.1|DANA	LOC6615650|XP_002040021.1|DSEC
OG0001790	LOC6498661|XP_014762220.1|DANA	LOC6611523|XP_032570130.1|DSEC
OG0001791	LOC6495408|XP_001958776.1|DANA	LOC6608679|XP_002033408.1|DSEC
OG0001792	LOC6497312|XP_014761637.1|DANA	LOC6614589|XP_032580535.1|DSEC
OG0001793	LOC6496333|XP_032306104.1|DANA	LOC6609124|XP_032570503.1|DSEC
OG0001794	LOC6498137|XP_032307616.1|DANA	LOC6613688|XP_032583463.1|DSEC
OG0001795	LOC6496830|XP_032311089.1|DANA	LOC6614395|XP_032583523.1|DSEC
OG0001796	LOC6505353|XP_001967827.2|DANA, LOC6504421|XP_014759461.1|DANA	LOC6618000|XP_002042308.1|DSEC
OG0001797	LOC6504350|XP_014759411.1|DANA	LOC6619447|XP_002043661.2|DSEC
OG0001798	LOC6495965|XP_001959945.1|DANA	LOC6620933|XP_002045128.2|DSEC
OG0001799	LOC6504385|XP_032308250.1|DANA	LOC116802026|XP_032580782.1|DSEC
OG0001800	LOC6496852|XP_001963274.2|DANA	LOC6611533|XP_002036072.2|DSEC
OG0001801	LOC6507756|XP_001956284.3|DANA	LOC6605091|XP_032573929.1|DSEC
OG0001802	LOC6500958|XP_001954245.1|DANA	LOC6607229|XP_002032013.2|DSEC
OG0001803	LOC6499968|XP_001953531.2|DANA	LOC6614330|XP_002038770.1|DSEC
OG0001804	LOC6494512|XP_001965916.2|DANA	LOC6613962|XP_032576862.1|DSEC
OG0001805	LOC6506204|XP_001958349.1|DANA	LOC6604853|XP_032575508.1|DSEC
OG0001806	LOC6503400|XP_014759139.1|DANA	LOC6607764|XP_002032527.1|DSEC
OG0001807	LOC6494339|XP_001965935.2|DANA	LOC6606286|XP_032576737.1|DSEC
OG0001808	LOC6499437|XP_014766067.1|DANA	LOC6606820|XP_032576925.1|DSEC
OG0001809	LOC6499459|XP_001954598.2|DANA	LOC6613849|XP_002038318.2|DSEC
OG0001810	LOC6500809|XP_001953956.2|DANA	LOC6607539|XP_002032308.1|DSEC
OG0001811	LOC6496493|XP_001961012.3|DANA	LOC6608103|XP_002032851.1|DSEC
OG0001812	LOC6503193|XP_001963617.2|DANA	LOC6614995|XP_032581492.1|DSEC
OG0001813	LOC6499350|XP_032305766.1|DANA	LOC6619064|XP_032576515.1|DSEC
OG0001814	LOC6500956|XP_001954240.1|DANA	LOC6614299|XP_002038739.1|DSEC
OG0001815	LOC6499133|XP_001955235.1|DANA	LOC6613989|XP_002038445.1|DSEC
OG0001816	LOC6496539|XP_001961102.1|DANA	LOC6609026|XP_002033730.1|DSEC
OG0001817	LOC6495984|XP_014763574.1|DANA	LOC6621152|XP_032571407.1|DSEC
OG0001818	LOC6503113|XP_001963447.2|DANA	LOC6617615|XP_032581450.1|DSEC
OG0001819	LOC6496087|XP_001960194.2|DANA	LOC6615490|XP_002039870.1|DSEC
OG0001820	LOC6503827|XP_001963675.2|DANA	LOC6618977|XP_002043222.2|DSEC
OG0001821	LOC6494777|XP_001959691.1|DANA	LOC6618857|XP_002043105.1|DSEC
OG0001822	LOC6496389|XP_001960804.1|DANA	LOC6615614|XP_002039988.1|DSEC
OG0001823	LOC6507202|XP_001956494.1|DANA	LOC6605231|XP_002030069.1|DSEC
OG0001824	LOC6496835|XP_001963310.1|DANA	LOC6617401|XP_002041726.2|DSEC
OG0001825	LOC6496019|XP_032306172.1|DANA	LOC6609964|XP_032572454.1|DSEC
OG0001826	LOC6496614|XP_001961263.1|DANA	LOC6608564|XP_002033298.1|DSEC
OG0001827	LOC6494297|XP_001960581.1|DANA	LOC6609541|XP_002034224.2|DSEC
OG0001828	LOC6505186|XP_001965501.2|DANA	LOC6618681|XP_002042940.2|DSEC
OG0001829	LOC6495495|XP_001958971.1|DANA	LOC6608753|XP_032571787.1|DSEC
OG0001830	LOC6494169|XP_001960833.1|DANA	LOC6615644|XP_002040018.1|DSEC
OG0001831	LOC6507210|XP_001956470.2|DANA	LOC6606148|XP_032574319.1|DSEC
OG0001832	LOC6503081|XP_001963397.1|DANA	LOC6612303|XP_002036813.2|DSEC
OG0001833	LOC6495723|XP_014763467.2|DANA	LOC6615809|XP_002040179.2|DSEC
OG0001834	LOC6499691|XP_001954133.1|DANA	LOC6606340|XP_002031145.1|DSEC
OG0001837	LOC6502788|XP_014764612.1|DANA, LOC6506704|XP_001957391.1|DANA	LOC6610216|XP_002034823.2|DSEC
OG0001838	LOC6494053|XP_032306128.1|DANA	LOC6608990|XP_002033703.1|DSEC
OG0001839	LOC6495604|XP_001959188.1|DANA	LOC6617297|XP_002041624.1|DSEC, LOC6610094|XP_032572788.1|DSEC
OG0001840	LOC6497606|XP_001961725.1|DANA	LOC116802327|XP_032582420.1|DSEC
OG0001840	LOC6497605|XP_001961726.1|DANA	LOC116802341|XP_032582596.1|DSEC
OG0001841	LOC6507052|XP_001956745.2|DANA	LOC6610247|XP_002034842.2|DSEC
OG0001841	LOC6507051|XP_001956746.1|DANA	LOC6610246|XP_032575027.1|DSEC
OG0001842	LOC6507492|XP_001955896.1|DANA	LOC6610489|XP_002035069.1|DSEC, LOC6611546|XP_002036085.1|DSEC
OG0001843	LOC6493620|XP_001958117.1|DANA	LOC6619357|XP_002043574.1|DSEC
OG0001844	LOC6507803|XP_001956378.1|DANA	LOC6605711|XP_002030527.1|DSEC, LOC6605710|XP_002030526.1|DSEC
OG0001845	LOC6496145|XP_001960331.1|DANA	LOC6615680|XP_002040051.1|DSEC
OG0001846	LOC26514342|XP_014767273.1|DANA, LOC6500919|XP_014766796.2|DANA	LOC6616771|XP_002041108.2|DSEC, LOC6616772|XP_002041109.1|DSEC
OG0001849	LOC6499812|XP_001953861.2|DANA	LOC6607648|XP_002032413.1|DSEC
OG0001850	LOC6502768|XP_001966880.2|DANA	LOC6619486|XP_002043701.2|DSEC
OG0001851	LOC6501786|XP_032311739.1|DANA	LOC6619463|XP_032579706.1|DSEC
OG0001853	LOC6499238|XP_032307961.1|DANA	LOC6617056|XP_032577505.1|DSEC
OG0001854	LOC6503919|XP_001963842.1|DANA	LOC6620366|XP_002044574.1|DSEC
OG0001855	LOC6494271|XP_001960622.1|DANA	LOC6609493|XP_002034178.1|DSEC
OG0001856	LOC6501884|XP_001966736.1|DANA	LOC6619738|XP_032581209.1|DSEC
OG0001857	LOC6501972|XP_001966793.1|DANA	LOC6615133|XP_032580225.1|DSEC
OG0001858	LOC6505063|XP_001965531.1|DANA	LOC6614891|XP_002039308.1|DSEC
OG0001859	LOC6503623|XP_001964043.1|DANA	LOC6621332|XP_032582111.1|DSEC, LOC6620715|XP_002044916.1|DSEC
OG0001860	LOC6507843|XP_014765488.1|DANA	LOC6618285|XP_032574317.1|DSEC
OG0001861	LOC6501337|XP_001955018.1|DANA	LOC6618493|XP_002042754.1|DSEC, LOC6617091|XP_002041418.1|DSEC
OG0001862	LOC6504383|XP_001967076.1|DANA	LOC6615182|XP_002039598.1|DSEC
OG0001863	LOC6505009|XP_001965638.1|DANA	LOC6618450|XP_002042720.1|DSEC
OG0001864	LOC6499683|XP_014766186.1|DANA	LOC6606356|XP_032577957.1|DSEC
OG0001865	LOC6504425|XP_032308114.1|DANA	LOC6618008|XP_002042316.1|DSEC
OG0001866	LOC6500365|XP_032305411.1|DANA	LOC6606574|XP_032578345.1|DSEC
OG0001867	LOC6493408|XP_032310305.1|DANA	LOC6606100|XP_032574151.1|DSEC
OG0001868	LOC6497143|XP_001962671.2|DANA	LOC6618260|XP_032574030.1|DSEC
OG0001869	LOC6500775|XP_014766708.1|DANA	LOC6620083|XP_032578234.1|DSEC
OG0001870	LOC6504747|XP_001966286.1|DANA	LOC6612338|XP_002036848.1|DSEC
OG0001871	LOC6504733|XP_001966303.1|DANA	LOC6619873|XP_002044086.2|DSEC
OG0001872	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA	LOC6612865|XP_032578150.1|DSEC
OG0001873	LOC6500472|XP_001953287.1|DANA	LOC6613782|XP_002038251.1|DSEC
OG0001874	LOC6499218|XP_001955081.1|DANA	LOC6619635|XP_032578689.1|DSEC
OG0001875	LOC6505950|XP_014760855.2|DANA	LOC6612920|XP_032579444.1|DSEC
OG0001876	LOC6498705|XP_014759404.1|DANA	LOC6619970|XP_002044182.2|DSEC
OG0001877	LOC6505108|XP_001965443.1|DANA	LOC6616180|XP_002040545.1|DSEC
OG0001878	LOC6500383|XP_001953096.1|DANA	LOC6606536|XP_032576617.1|DSEC
OG0001879	LOC6500665|XP_001953681.2|DANA	LOC6619641|XP_032578679.1|DSEC
OG0001880	LOC6501367|XP_001955087.1|DANA	LOC6620510|XP_002044715.1|DSEC
OG0001881	LOC6499211|XP_032305788.1|DANA	LOC6614343|XP_002038782.1|DSEC
OG0001882	LOC6505921|XP_001964622.3|DANA	LOC6617140|XP_032578912.1|DSEC
OG0001883	LOC6500812|XP_014766742.1|DANA	LOC6607530|XP_032578869.1|DSEC
OG0001884	LOC6499801|XP_001953882.1|DANA	LOC6619207|XP_002043428.1|DSEC
OG0001885	LOC6506138|XP_001965120.1|DANA	LOC6617699|XP_032569693.1|DSEC
OG0001886	LOC6500550|XP_001953437.1|DANA	LOC6620890|XP_032577769.1|DSEC
OG0001887	LOC6496231|XP_001960503.1|DANA	LOC6608581|XP_002033315.1|DSEC
OG0001888	LOC6498863|XP_001955782.1|DANA	LOC6613917|XP_002038382.1|DSEC
OG0001889	LOC6501952|XP_001966754.1|DANA	LOC6619758|XP_002043972.1|DSEC
OG0001890	LOC6506770|XP_001957272.1|DANA	LOC6616301|XP_032573993.1|DSEC
OG0001891	LOC6505856|XP_014760817.1|DANA	LOC6619273|XP_032576483.1|DSEC
OG0001892	LOC6503268|XP_001965846.1|DANA	LOC116800942|XP_032573580.1|DSEC
OG0001893	LOC6499075|XP_001955359.1|DANA	LOC6617156|XP_002041483.1|DSEC
OG0001894	LOC6494099|XP_001960978.1|DANA	LOC6608067|XP_002032815.1|DSEC
OG0001895	LOC6505328|XP_032308019.1|DANA	LOC6619488|XP_002043703.2|DSEC
OG0001896	LOC26514303|XP_032311468.1|DANA	LOC116801412|XP_032576580.1|DSEC, LOC116801816|XP_032579527.1|DSEC
OG0001897	LOC6500913|XP_014766791.1|DANA	LOC6606984|XP_002031776.1|DSEC
OG0001898	LOC6504920|XP_001966593.2|DANA	LOC6620489|XP_032580023.1|DSEC, LOC116802306|XP_032582298.1|DSEC
OG0001899	LOC6505665|XP_032305530.1|DANA, LOC116654512|XP_032305533.1|DANA	LOC6613719|XP_032576625.1|DSEC
OG0001900	LOC6493590|XP_001958054.1|DANA	LOC6619375|XP_002043591.1|DSEC
OG0001901	LOC6498253|XP_032307463.1|DANA	LOC6611414|XP_032578802.1|DSEC
OG0001902	LOC26515191|XP_032309853.1|DANA	LOC116800951|XP_032573702.1|DSEC
OG0001903	LOC6500984|XP_001954301.1|DANA	LOC6613813|XP_032577168.1|DSEC
OG0001904	LOC6498935|XP_001955648.1|DANA	LOC6618732|XP_002042990.1|DSEC
OG0001905	LOC6505015|XP_014760249.1|DANA	LOC6617651|XP_002041964.1|DSEC
OG0001906	LOC6500778|XP_032305654.1|DANA	LOC6620078|XP_032576111.1|DSEC
OG0001907	LOC6501798|XP_001967178.1|DANA	LOC6617908|XP_002042215.2|DSEC
OG0001908	LOC6499096|XP_001955310.2|DANA	LOC6618704|XP_032578769.1|DSEC
OG0001909	LOC6501891|XP_001966721.1|DANA	LOC6619847|XP_002044060.1|DSEC
OG0001910	LOC6500636|XP_032307457.1|DANA	LOC6607004|XP_002031793.1|DSEC
OG0001911	LOC6499845|XP_032306349.1|DANA	LOC6616864|XP_032579488.1|DSEC
OG0001912	LOC6495473|XP_001958923.1|DANA	LOC6609257|XP_002033947.1|DSEC
OG0001913	LOC6496903|XP_001963176.1|DANA	LOC6612047|XP_002036564.1|DSEC
OG0001914	LOC6498915|XP_032312153.1|DANA	LOC6607710|XP_032577279.1|DSEC
OG0001915	LOC6507485|XP_001955908.1|DANA	LOC6610457|XP_032574784.1|DSEC
OG0001916	LOC6493993|XP_032306130.1|DANA	LOC116800457|XP_032571449.1|DSEC
OG0001917	LOC6506788|XP_001957239.1|DANA	LOC6604768|XP_032573423.1|DSEC
OG0001918	LOC6507368|XP_001956154.2|DANA	LOC6610770|XP_002035336.2|DSEC
OG0001919	LOC6494006|XP_001961158.1|DANA	LOC6609296|XP_002033986.1|DSEC
OG0001920	LOC6507678|XP_001956130.1|DANA	LOC6610170|XP_002034778.2|DSEC
OG0001921	LOC6494046|XP_001961086.1|DANA	LOC6609009|XP_002033714.1|DSEC
OG0001922	LOC6496391|XP_001960808.1|DANA	LOC6615618|XP_032571754.1|DSEC
OG0001923	LOC6507630|XP_032309709.1|DANA	LOC6611087|XP_032573636.1|DSEC
OG0001924	LOC6498492|XP_001965883.2|DANA	LOC6620766|XP_002044966.1|DSEC
OG0001925	LOC6493343|XP_001957559.1|DANA	LOC6610857|XP_002035423.1|DSEC
OG0001926	LOC6507025|XP_032310099.1|DANA	LOC6604869|XP_032574430.1|DSEC
OG0001927	LOC6494920|XP_001959420.1|DANA	LOC6608845|XP_032570705.1|DSEC
OG0001928	LOC6493468|XP_014764399.1|DANA	LOC6605168|XP_032573801.1|DSEC
OG0001929	LOC6493466|XP_032310108.1|DANA	LOC6605161|XP_032575415.1|DSEC
OG0001930	LOC116654683|XP_032306086.1|DANA, LOC6495788|XP_001959582.2|DANA	LOC6609813|XP_032570710.1|DSEC
OG0001931	LOC26513994|XP_014765559.2|DANA	LOC6605222|XP_032574107.1|DSEC
OG0001932	LOC6493421|XP_032310163.1|DANA	LOC6605221|XP_002030059.1|DSEC
OG0001933	LOC6495977|XP_001959961.1|DANA	LOC6609617|XP_002034294.1|DSEC
OG0001934	LOC6506470|XP_001957811.3|DANA	LOC6605156|XP_032574695.1|DSEC
OG0001935	LOC6506798|XP_001957220.1|DANA	LOC6605895|XP_002030708.2|DSEC
OG0001937	LOC6495470|XP_032306133.1|DANA	LOC6609262|XP_032570091.1|DSEC
OG0001938	LOC6495268|XP_001958733.1|DANA	LOC6608631|XP_002033365.1|DSEC
OG0001939	LOC6495581|XP_001959138.1|DANA	LOC6615276|XP_002039680.2|DSEC
OG0001940	LOC6494558|XP_032306917.1|DANA	LOC6608052|XP_032571530.1|DSEC
OG0001941	LOC6507676|XP_014765402.1|DANA	LOC6610173|XP_032574149.1|DSEC
OG0001942	LOC6494626|XP_032306812.1|DANA	LOC6607902|XP_032572166.1|DSEC, LOC116800569|XP_032572173.1|DSEC
OG0001943	LOC6493184|XP_001957217.1|DANA	LOC6605897|XP_002030710.1|DSEC
OG0001944	LOC6507488|XP_001955902.1|DANA	LOC6610139|XP_032575088.1|DSEC
OG0001945	LOC6494097|XP_032306517.1|DANA	LOC6608070|XP_032570806.1|DSEC
OG0001946	LOC6496025|XP_001960070.1|DANA	LOC6608015|XP_002032763.1|DSEC
OG0001947	LOC6494536|XP_001960151.1|DANA	LOC6609686|XP_002034344.1|DSEC
OG0001948	LOC6505095|XP_001965475.2|DANA	LOC6614854|XP_002039272.1|DSEC
OG0001949	LOC6506936|XP_001956954.2|DANA	LOC6616414|XP_032574200.1|DSEC
OG0001950	LOC6500042|XP_032305691.1|DANA	LOC6620775|XP_002044973.2|DSEC, LOC6620690|XP_032582929.1|DSEC, LOC6620843|XP_032578439.1|DSEC
