Orthogroup	DANA.longest_only	DSIM.longest_only
OG0002346	LOC6497286|XP_001962389.1|DANA	LOC27209426|XP_016023863.1|DSIM
OG0002347	LOC6495487|XP_001958955.1|DANA	LOC27208667|XP_016027101.1|DSIM
OG0002348	LOC6498077|XP_014761964.1|DANA	LOC6731478|XP_016024160.1|DSIM
OG0002349	LOC26515533|XP_014764135.1|DANA	LOC27208194|XP_016026398.1|DSIM
OG0002350	LOC6496482|XP_001960989.1|DANA	LOC6733450|XP_016026399.1|DSIM
OG0002351	LOC6495703|XP_001959405.1|DANA	LOC6734147|XP_002081176.1|DSIM
OG0002352	LOC6495771|XP_001959542.1|DANA	LOC6734237|XP_016027288.1|DSIM
OG0002353	LOC6505397|XP_001966897.2|DANA	LOC6740731|XP_016025968.1|DSIM
OG0002354	LOC6497173|XP_032310998.1|DANA	LOC6731580|XP_002078721.1|DSIM
OG0002355	LOC6505383|XP_032309133.1|DANA	LOC6739528|XP_039151933.1|DSIM, LOC120284206|XP_039148603.1|DSIM
OG0002356	LOC6496825|XP_001963325.2|DANA	LOC6732524|XP_002079643.2|DSIM
OG0002357	LOC6500256|XP_014766457.1|DANA	LOC6728080|XP_039150450.1|DSIM
OG0002358	LOC6498559|XP_001963062.1|DANA	LOC6731759|XP_002078894.1|DSIM
OG0002359	LOC6501909|XP_001966688.2|DANA	LOC120285377|XP_039153896.1|DSIM, LOC6725037|XP_002106068.1|DSIM
OG0002360	LOC6497372|XP_001962217.2|DANA	LOC6732989|XP_002080068.1|DSIM
OG0002361	LOC6493704|XP_001958271.1|DANA	LOC6738762|XP_016032572.1|DSIM
OG0002362	LOC6496844|XP_032310888.1|DANA	LOC6731370|XP_016023977.1|DSIM
OG0002363	LOC6496862|XP_001963254.1|DANA	LOC6731327|XP_002078483.1|DSIM
OG0002364	LOC6496860|XP_032310902.1|DANA	LOC6731330|XP_039154561.1|DSIM
OG0002365	LOC6496858|XP_001963258.1|DANA	LOC6731332|XP_002078488.2|DSIM
OG0002366	LOC6504226|XP_032311356.1|DANA	LOC6731014|XP_016023498.1|DSIM
OG0002367	LOC6497425|XP_001962113.1|DANA	LOC6730654|XP_016023090.1|DSIM
OG0002368	LOC6498218|XP_001962325.2|DANA	LOC6731159|XP_016023710.1|DSIM
OG0002369	LOC6503170|XP_001963568.1|DANA	LOC6726475|XP_016040098.2|DSIM
OG0002370	LOC6497100|XP_001962756.1|DANA	LOC6732283|XP_016024949.1|DSIM
OG0002371	LOC6498415|XP_001962758.1|DANA	LOC6732281|XP_016024948.1|DSIM
OG0002372	LOC6497836|XP_001961543.2|DANA	LOC6730942|XP_039147181.1|DSIM
OG0002373	LOC6503545|XP_001965292.1|DANA	LOC6732543|XP_016025197.1|DSIM
OG0002374	LOC6499113|XP_001955274.2|DANA	LOC6729506|XP_016036183.1|DSIM
OG0002375	LOC6501227|XP_001954800.1|DANA	LOC6727146|XP_002102539.1|DSIM
OG0002376	LOC6498243|XP_032307398.1|DANA	LOC6731287|XP_016023850.1|DSIM
OG0002377	LOC6500491|XP_001953337.1|DANA	LOC6726812|XP_002102219.1|DSIM
OG0002378	LOC6507801|XP_001956371.1|DANA	LOC6737901|XP_002084729.1|DSIM
OG0002379	LOC6503320|XP_001965403.1|DANA	LOC6732516|XP_002079636.1|DSIM
OG0002380	LOC6503093|XP_001963411.1|DANA	LOC27208268|XP_039154049.1|DSIM
OG0002381	LOC6495743|XP_001959478.1|DANA	LOC6734447|XP_002081467.1|DSIM
OG0002382	LOC6504504|XP_032308154.1|DANA	LOC27206587|XP_016038559.1|DSIM
OG0002383	LOC6507458|XP_001955970.2|DANA	LOC6736399|XP_016029905.1|DSIM
OG0002384	LOC6504142|XP_032308706.1|DANA	LOC6739945|XP_039152680.1|DSIM
OG0002385	LOC6506063|XP_001966651.2|DANA	LOC6724708|XP_016022623.1|DSIM
OG0002386	LOC6500410|XP_032312292.1|DANA	LOC6727402|XP_016033950.1|DSIM
OG0002387	LOC6499773|XP_032305793.1|DANA	LOC6729206|XP_016035851.1|DSIM
OG0002388	LOC6494631|XP_001965946.2|DANA	LOC6728001|XP_016034600.1|DSIM
OG0002389	LOC6499041|XP_001955444.1|DANA	LOC6729225|XP_002104546.1|DSIM
OG0002390	LOC6498623|XP_001963177.1|DANA	LOC6731871|XP_002079006.1|DSIM
OG0002391	LOC6496253|XP_032307075.1|DANA	LOC6734895|XP_002081892.2|DSIM
OG0002392	LOC6507723|XP_001956216.2|DANA	LOC6736835|XP_039149347.1|DSIM
OG0002393	LOC6493391|XP_032310130.1|DANA	LOC6738346|XP_016032192.1|DSIM
OG0002394	LOC6500051|XP_001953313.1|DANA	LOC6729635|XP_002104943.2|DSIM
OG0002395	LOC6499522|XP_001954447.2|DANA	LOC6728577|XP_016035209.1|DSIM
OG0002396	LOC6495872|XP_001959759.1|DANA	LOC6734602|XP_016027750.1|DSIM
OG0002397	LOC6497377|XP_001962209.1|DANA	LOC27206147|XP_016026037.1|DSIM
OG0002398	LOC6501934|XP_001966719.1|DANA	LOC6725504|XP_016038647.1|DSIM
OG0002399	LOC6493909|XP_001961345.2|DANA	LOC6733190|XP_016026076.2|DSIM
OG0002400	LOC6495973|XP_001959955.2|DANA	LOC6734921|XP_016028195.1|DSIM
OG0002401	LOC6505486|XP_032311767.1|DANA	LOC27207119|XP_016037206.1|DSIM
OG0002402	LOC6498955|XP_001955611.1|DANA	LOC6727866|XP_016034440.1|DSIM
OG0002403	LOC6498956|XP_032312351.1|DANA	LOC6727865|XP_002103220.1|DSIM
OG0002404	LOC6500470|XP_001953284.1|DANA	LOC27208027|XP_016033127.1|DSIM
OG0002405	LOC6500495|XP_001953343.1|DANA	LOC6726807|XP_016033307.1|DSIM
OG0002406	LOC6493084|XP_001957011.1|DANA	LOC6738332|XP_002085142.1|DSIM
OG0002407	LOC6505626|XP_032305496.1|DANA	LOC6730358|XP_016037128.1|DSIM
OG0002408	LOC6500488|XP_001953331.1|DANA	LOC6726818|XP_016033319.1|DSIM
OG0002409	LOC6507234|XP_032309990.1|DANA	LOC27207139|XP_016031850.1|DSIM
OG0002410	LOC6500142|XP_001953143.1|DANA	LOC6727415|XP_016033974.1|DSIM
OG0002411	LOC6501210|XP_001954770.1|DANA	LOC6728850|XP_002104184.1|DSIM
OG0002412	LOC26514071|XP_014765568.1|DANA	LOC27208043|XP_039154266.1|DSIM
OG0002413	LOC6504110|XP_001964199.1|DANA	LOC27206838|XP_016038360.1|DSIM
OG0002414	LOC6507083|XP_001956700.1|DANA	LOC6736313|XP_002083197.1|DSIM
OG0002415	LOC6500025|XP_001953374.2|DANA	LOC6728398|XP_039151947.1|DSIM
OG0002416	LOC6504367|XP_014759443.1|DANA	LOC6724702|XP_016037272.1|DSIM
OG0002417	LOC6497682|XP_001961580.1|DANA	LOC6730411|XP_002077592.1|DSIM
OG0002418	LOC6505769|XP_001964347.3|DANA	LOC6739816|XP_016025865.2|DSIM
OG0002419	LOC6502216|XP_001966013.1|DANA	LOC6725092|XP_002106119.1|DSIM
OG0002420	LOC6493401|XP_001957674.1|DANA	LOC6736631|XP_016030216.1|DSIM
OG0002421	LOC6503409|XP_001967485.3|DANA	LOC6729406|XP_016036052.1|DSIM
OG0002422	LOC6500589|XP_001953528.1|DANA	LOC6727166|XP_016033656.1|DSIM
OG0002423	LOC6507870|XP_032309869.1|DANA	LOC6737629|XP_016031398.1|DSIM
OG0002424	LOC6501811|XP_001967404.1|DANA	LOC27208340|XP_016037190.1|DSIM
OG0002425	LOC6504583|XP_001966583.1|DANA	LOC6726033|XP_016039419.1|DSIM
OG0002426	LOC6492958|XP_001956748.1|DANA	LOC6736272|XP_002083156.1|DSIM
OG0002427	LOC6501808|XP_001967400.1|DANA	LOC6724688|XP_002105737.2|DSIM
OG0002428	LOC6503126|XP_001963471.3|DANA	LOC27206829|XP_039152615.1|DSIM
OG0002429	LOC6493115|XP_032310335.1|DANA	LOC6736521|XP_016030099.1|DSIM
OG0002430	LOC6495554|XP_001959092.1|DANA	LOC6733353|XP_016026265.1|DSIM
OG0002431	LOC6495193|XP_001958882.1|DANA	LOC6735260|XP_016028609.1|DSIM
OG0002432	LOC6503547|XP_001964180.1|DANA	LOC6725116|XP_002106142.2|DSIM
OG0002433	LOC6498845|XP_001955812.1|DANA	LOC27206449|XP_016034079.2|DSIM
OG0002434	LOC6498978|XP_001955574.1|DANA	LOC6728754|XP_016035429.1|DSIM
OG0002435	LOC6502312|XP_032309399.1|DANA	LOC6740059|XP_039153669.1|DSIM
OG0002436	LOC6505766|XP_001964341.1|DANA, LOC6496560|XP_001961149.1|DANA	LOC6734390|XP_016027512.1|DSIM
OG0002437	LOC6496544|XP_001961113.1|DANA	LOC6734351|XP_016027426.1|DSIM
OG0002438	LOC6502232|XP_001966030.1|DANA	LOC6724893|XP_039152674.1|DSIM
OG0002439	LOC6498219|XP_001962326.1|DANA	LOC6731158|XP_016023708.1|DSIM
OG0002440	LOC6507207|XP_001956476.1|DANA	LOC6738521|XP_016032364.1|DSIM
OG0002441	LOC6494352|XP_001960484.1|DANA	LOC6733748|XP_016026708.1|DSIM
OG0002442	LOC6494509|XP_001960201.1|DANA	LOC6734940|XP_002081937.1|DSIM
OG0002443	LOC6493945|XP_032311500.1|DANA	LOC6733918|XP_039147981.1|DSIM
OG0002444	LOC6494514|XP_001960195.1|DANA	LOC27208017|XP_039148137.1|DSIM
OG0002445	LOC6494025|XP_001961128.2|DANA	LOC6734368|XP_016027449.1|DSIM
OG0002446	LOC6494204|XP_001960754.3|DANA	LOC6734532|XP_002081541.1|DSIM
OG0002447	LOC6506219|XP_001958323.2|DANA	LOC6737879|XP_016031661.1|DSIM
OG0002448	LOC6496103|XP_001960231.1|DANA	LOC6735605|XP_016028967.1|DSIM
OG0002449	LOC6494281|XP_001960610.1|DANA	LOC6734830|XP_016028063.1|DSIM
OG0002450	LOC6500228|XP_001952985.1|DANA	LOC6728624|XP_002103965.2|DSIM
OG0002451	LOC6495239|XP_001958783.1|DANA	LOC6733615|XP_016026573.1|DSIM
OG0002452	LOC6494747|XP_001959744.2|DANA	LOC6735693|XP_002082609.1|DSIM
OG0002453	LOC6494746|XP_001959745.1|DANA	LOC6735692|XP_002082608.2|DSIM
OG0002454	LOC6507409|XP_032309636.1|DANA	LOC6736263|XP_016029752.1|DSIM
OG0002455	LOC6507650|XP_001956073.1|DANA	LOC6736264|XP_002083148.2|DSIM
OG0002456	LOC6494171|XP_032306665.1|DANA	LOC6735799|XP_039147421.1|DSIM
OG0002457	LOC6496029|XP_014763604.1|DANA	LOC6733400|XP_016026322.1|DSIM
OG0002458	LOC6506122|XP_001958506.2|DANA	LOC6739222|XP_002076132.2|DSIM
OG0002459	LOC6496535|XP_001961092.1|DANA	LOC6734330|XP_016027403.1|DSIM
OG0002460	LOC6496308|XP_001960666.1|DANA	LOC27206597|XP_039148049.1|DSIM
OG0002461	LOC6496269|XP_001960577.1|DANA	LOC6734861|XP_002081862.2|DSIM
OG0002462	LOC6494440|XP_032305953.1|DANA	LOC6735220|XP_016028533.1|DSIM
OG0002463	LOC6494896|XP_001959472.1|DANA	LOC6735995|XP_002082904.1|DSIM
OG0002464	LOC6494507|XP_001960204.1|DANA	LOC6734938|XP_002081935.1|DSIM
OG0002465	LOC6493907|XP_001961349.1|DANA	LOC6733187|XP_002080263.1|DSIM
OG0002466	LOC6505482|XP_014759913.1|DANA	LOC27207985|XP_016037292.1|DSIM
OG0002467	LOC6493332|XP_001957538.1|DANA	LOC6736882|XP_016030527.1|DSIM
OG0002468	LOC6506667|XP_001957447.3|DANA	LOC6737920|XP_016031688.1|DSIM
OG0002469	LOC6500973|XP_001954279.1|DANA	LOC6726651|XP_016033139.1|DSIM
OG0002470	LOC6495071|XP_001959129.1|DANA	LOC6739364|XP_002076270.2|DSIM
OG0002471	LOC6495313|XP_001958646.1|DANA	LOC6733713|XP_016026681.1|DSIM
OG0002472	LOC6495684|XP_032305987.1|DANA	LOC6734111|XP_016027123.1|DSIM
OG0002473	LOC6494323|XP_001960533.1|DANA	LOC6734044|XP_002081080.1|DSIM
OG0002474	LOC6506719|XP_032309548.1|DANA	LOC6738170|XP_039150306.1|DSIM
OG0002475	LOC6498988|XP_001955553.1|DANA	LOC6730195|XP_016036951.1|DSIM
OG0002476	LOC6494764|XP_001959719.1|DANA	LOC6735718|XP_002082634.1|DSIM
OG0002477	LOC6494608|XP_001960018.1|DANA	LOC6735341|XP_002082289.2|DSIM
OG0002478	LOC6494446|XP_001960305.3|DANA	LOC27206180|XP_039147460.1|DSIM
OG0002479	LOC6494886|XP_001959489.1|DANA	LOC6734436|XP_002081456.1|DSIM
OG0002480	LOC6497632|XP_014760118.1|DANA	LOC6739534|XP_039148378.1|DSIM
OG0002481	LOC6503886|XP_001963783.1|DANA	LOC27206677|XP_016037722.1|DSIM
OG0002482	LOC26515203|XP_014764103.1|DANA	LOC6734349|XP_016027425.1|DSIM
OG0002483	LOC6494917|XP_001959426.1|DANA	LOC6735956|XP_002082865.1|DSIM
OG0002484	LOC6494643|XP_001959960.1|DANA	LOC6734926|XP_002081923.1|DSIM
OG0002485	LOC6495416|XP_001958799.1|DANA	LOC6733595|XP_002080649.1|DSIM
OG0002486	LOC116655408|XP_032309160.1|DANA, LOC116655409|XP_032309161.1|DANA, LOC6502341|XP_001967696.1|DANA, LOC6507841|XP_001956454.2|DANA	LOC6738783|XP_002085583.1|DSIM
OG0002487	LOC26515215|XP_014759560.1|DANA	LOC27207868|XP_016025850.1|DSIM
OG0002488	LOC6496127|XP_001960285.1|DANA	LOC27206187|XP_016029013.1|DSIM
OG0002489	LOC6493642|XP_032310609.1|DANA	LOC6738658|XP_016032479.1|DSIM
OG0002490	LOC6494612|XP_001960015.1|DANA	LOC6735345|XP_002082292.2|DSIM
OG0002491	LOC6493564|XP_032310817.1|DANA	LOC6739035|XP_016032873.1|DSIM
OG0002492	LOC6495501|XP_001958985.1|DANA	LOC6735051|XP_039148567.1|DSIM
OG0002493	LOC6495415|XP_001958792.3|DANA	LOC6733606|XP_002080660.1|DSIM
OG0002494	LOC6501255|XP_001954861.1|DANA	LOC6728761|XP_016035440.1|DSIM
OG0002495	LOC6495164|XP_001958930.1|DANA	LOC6734584|XP_039148632.1|DSIM
OG0002496	LOC6499592|XP_001954335.1|DANA	LOC6729701|XP_002105007.1|DSIM
OG0002497	LOC6493179|XP_001957209.1|DANA	LOC6738273|XP_002085084.3|DSIM
OG0002498	LOC6493152|XP_001957158.1|DANA	LOC6738991|XP_016032817.1|DSIM
OG0002499	LOC6506707|XP_001957388.1|DANA	LOC6736239|XP_016029742.1|DSIM
OG0002500	LOC6505876|XP_001964532.1|DANA, LOC6505458|XP_001964917.2|DANA	LOC6740232|XP_002077111.1|DSIM, LOC27206426|XP_016036653.1|DSIM
OG0002501	LOC6506188|XP_001965127.1|DANA	LOC6731012|XP_002078173.2|DSIM
OG0002502	LOC6502540|XP_001958770.3|DANA	LOC27209259|XP_016027031.1|DSIM
OG0002504	LOC6506387|XP_001957967.1|DANA	LOC6737891|XP_016031675.1|DSIM
OG0002505	LOC6494969|XP_001959308.1|DANA	LOC6735518|XP_002082454.1|DSIM, LOC6735519|XP_002082455.1|DSIM
OG0002506	LOC6501621|XP_001955622.1|DANA	LOC120285612|XP_039154177.1|DSIM, LOC120285623|XP_039154185.1|DSIM, LOC120285613|XP_039154178.1|DSIM, LOC120285599|XP_039154165.1|DSIM, LOC120285601|XP_039154166.1|DSIM, LOC120285602|XP_039154167.1|DSIM, LOC120285624|XP_039154186.1|DSIM, LOC120285622|XP_039154184.1|DSIM, LOC120285609|XP_039154174.1|DSIM, LOC120285608|XP_039154173.1|DSIM, LOC120285607|XP_039154172.1|DSIM, LOC120285610|XP_039154175.1|DSIM, LOC120285611|XP_039154176.1|DSIM, LOC120285604|XP_039154169.1|DSIM, LOC120285606|XP_039154171.1|DSIM, LOC120285605|XP_039154170.1|DSIM, LOC120285603|XP_039154168.1|DSIM, LOC120285614|XP_039154179.1|DSIM, LOC6729113|XP_002104434.1|DSIM
OG0002508	LOC6505065|XP_001965528.1|DANA	LOC27208156|XP_016022757.1|DSIM
OG0002509	LOC6494568|XP_001960090.1|DANA	LOC6733412|XP_016026349.1|DSIM
OG0002510	LOC6504830|XP_032309072.1|DANA	LOC6726633|XP_016040360.1|DSIM
OG0002511	LOC6500391|XP_032309052.1|DANA	LOC6728198|XP_039151553.1|DSIM
OG0002512	LOC6506064|XP_032311670.1|DANA	LOC6724706|XP_016022628.1|DSIM
OG0002513	LOC6505682|XP_032305551.1|DANA	LOC6728730|XP_039150607.1|DSIM
OG0002514	LOC6507075|XP_001956709.2|DANA	LOC6736303|XP_039148933.1|DSIM
OG0002516	LOC6501014|XP_001954376.1|DANA	LOC6729653|XP_016036300.1|DSIM
OG0002517	LOC6505254|XP_014760329.1|DANA	LOC6725884|XP_039153766.1|DSIM
OG0002518	LOC6502667|XP_001954129.2|DANA	LOC6727579|XP_039150905.1|DSIM
OG0002519	LOC6495825|XP_001959663.1|DANA	LOC6735485|XP_002082424.1|DSIM
OG0002520	LOC6503749|XP_001963810.1|DANA, LOC116655454|XP_032309237.1|DANA	LOC27208731|XP_016038237.1|DSIM
OG0002521	LOC6505166|XP_032307964.1|DANA	LOC27208320|XP_016039926.1|DSIM
OG0002522	LOC6499694|XP_001954122.1|DANA	LOC6727573|XP_002102952.1|DSIM
OG0002523	LOC6499988|XP_001953476.1|DANA	LOC6730321|XP_016037084.1|DSIM
OG0002524	LOC6503770|XP_014761074.1|DANA	LOC6725161|XP_039153209.1|DSIM
OG0002525	LOC6506608|XP_001957554.1|DANA	LOC6736859|XP_002083715.1|DSIM
OG0002526	LOC6505678|XP_001964475.1|DANA	LOC6727983|XP_002103335.1|DSIM
OG0002527	LOC6501096|XP_032309337.1|DANA	LOC6727306|XP_016033842.2|DSIM
OG0002528	LOC6503529|XP_032308736.1|DANA	LOC6725313|XP_039153645.1|DSIM
OG0002529	LOC6500697|XP_001953748.1|DANA	LOC6739736|XP_016034340.1|DSIM
OG0002530	LOC6498290|XP_001962471.1|DANA	LOC6732850|XP_002079960.1|DSIM
OG0002531	LOC6497321|XP_032307756.1|DANA	LOC6731162|XP_016023712.1|DSIM
OG0002532	LOC6503233|XP_001965845.1|DANA	LOC6739797|XP_016022750.1|DSIM
OG0002533	LOC6503955|XP_001963913.1|DANA	LOC6726623|XP_016040317.1|DSIM
OG0002534	LOC6495240|XP_001958781.1|DANA	LOC6734019|XP_002081058.2|DSIM
OG0002535	LOC6493656|XP_001958171.2|DANA	LOC6738638|XP_002085440.1|DSIM
OG0002536	LOC6505528|XP_001964758.1|DANA	LOC6730074|XP_016036844.1|DSIM
OG0002537	LOC6495735|XP_001959464.1|DANA	LOC6735993|XP_016029362.1|DSIM
OG0002539	LOC6494407|XP_001960390.1|DANA	LOC6736131|XP_002083031.2|DSIM
OG0002541	LOC6505273|XP_001965661.1|DANA	LOC6726291|XP_016039782.1|DSIM
OG0002542	LOC6502992|XP_001963453.1|DANA	LOC6726463|XP_002107420.1|DSIM
OG0002543	LOC6503655|XP_001963994.1|DANA	LOC6725831|XP_002106827.1|DSIM
OG0002544	LOC6499730|XP_001954047.3|DANA	LOC6729076|XP_002104397.3|DSIM
OG0002545	LOC6504047|XP_001964078.1|DANA	LOC6724869|XP_016037676.1|DSIM
OG0002547	LOC6503015|XP_001963407.1|DANA	LOC6725263|XP_016038268.1|DSIM
OG0002548	LOC6502313|XP_032311932.1|DANA, LOC116656435|XP_032311925.1|DANA, LOC116656443|XP_032311946.1|DANA, LOC116656441|XP_032311945.1|DANA	LOC27207333|XP_039152306.1|DSIM
OG0002549	LOC6504429|XP_001966998.1|DANA	LOC6726209|XP_039153554.1|DSIM
OG0002550	LOC6501973|XP_014759688.1|DANA	LOC6725894|XP_039152434.1|DSIM
OG0002551	LOC6500288|XP_001952892.1|DANA	LOC6730384|XP_002105666.1|DSIM
OG0002552	LOC6506874|XP_001965266.1|DANA	LOC6733021|XP_002080100.1|DSIM
OG0002553	LOC6503692|XP_001963912.2|DANA	LOC6726624|XP_016040328.1|DSIM
OG0002554	LOC6503707|XP_001963886.1|DANA	LOC6725276|XP_016038287.1|DSIM
OG0002555	LOC6503494|XP_001964274.1|DANA	LOC6725198|XP_016038226.1|DSIM
OG0002556	LOC6497320|XP_001962323.1|DANA	LOC6731161|XP_016023711.1|DSIM
OG0002557	LOC6502166|XP_001966095.1|DANA	LOC6725859|XP_002106855.1|DSIM
OG0002558	LOC6499056|XP_001955398.1|DANA	LOC6729276|XP_002104596.1|DSIM
OG0002559	LOC26514089|XP_032305688.1|DANA	LOC27206972|XP_039154255.1|DSIM
OG0002560	LOC6499797|XP_001953894.1|DANA	LOC27206459|XP_016033794.1|DSIM
OG0002561	LOC6501705|XP_001955803.1|DANA	LOC6727484|XP_016034074.1|DSIM
OG0002562	LOC6501907|XP_032308106.1|DANA	LOC6740627|XP_016038944.1|DSIM
OG0002563	LOC26515357|XP_032307899.1|DANA	LOC6726226|XP_016039754.2|DSIM
OG0002564	LOC6505979|XP_001964716.1|DANA	LOC6730225|XP_016036978.1|DSIM
OG0002565	LOC6501198|XP_032309360.1|DANA	LOC6728826|XP_002104160.1|DSIM
OG0002566	LOC6500899|XP_032308209.1|DANA	LOC6727578|XP_016034172.2|DSIM
OG0002567	LOC6503901|XP_001963811.1|DANA	LOC6725224|XP_016038238.1|DSIM
OG0002568	LOC6500967|XP_001954262.1|DANA	LOC6728881|XP_002104214.2|DSIM
OG0002569	LOC6506780|XP_001957257.1|DANA	LOC6738837|XP_002085637.1|DSIM
OG0002570	LOC6500880|XP_001954097.3|DANA	LOC6727548|XP_039150875.1|DSIM
OG0002571	LOC6500882|XP_001954100.2|DANA	LOC6727550|XP_016034124.1|DSIM
OG0002572	LOC6496007|XP_032306961.1|DANA	LOC6735315|XP_002082267.1|DSIM
OG0002573	LOC6500887|XP_032307695.1|DANA	LOC27206424|XP_016034153.1|DSIM
OG0002574	LOC6499693|XP_001954124.2|DANA	LOC6727575|XP_002102954.1|DSIM
OG0002575	LOC6499325|XP_001954865.1|DANA	LOC6728453|XP_016035067.1|DSIM
OG0002576	LOC6502203|XP_032308727.1|DANA	LOC27207928|XP_016026097.1|DSIM, LOC120285625|XP_039154187.1|DSIM
OG0002577	LOC6493044|XP_001956939.1|DANA	LOC6738455|XP_016032289.1|DSIM
OG0002578	LOC6506679|XP_001965224.1|DANA	LOC6730967|XP_002078129.2|DSIM
OG0002579	LOC6497236|XP_001962502.1|DANA	LOC6732040|XP_002079172.1|DSIM
OG0002580	LOC6495940|XP_001959896.1|DANA	LOC6734210|XP_002081239.2|DSIM
OG0002581	LOC6500760|XP_032308438.1|DANA	LOC6729301|XP_039151509.1|DSIM
OG0002582	LOC6494556|XP_001965929.1|DANA	LOC27206689|XP_016035406.1|DSIM
OG0002583	LOC6500245|XP_032312318.1|DANA	LOC6728657|XP_016035302.1|DSIM
OG0002584	LOC6506307|XP_001958147.1|DANA	LOC6738662|XP_016032483.1|DSIM
OG0002585	LOC6506306|XP_001958148.1|DANA	LOC6738661|XP_002085463.1|DSIM
OG0002586	LOC6505870|XP_001964519.2|DANA	LOC6727508|XP_016034088.1|DSIM
OG0002587	LOC6498964|XP_001955599.1|DANA	LOC6728968|XP_002104296.1|DSIM
OG0002588	LOC6505685|XP_001964460.1|DANA	LOC27206438|XP_016035396.1|DSIM
OG0002589	LOC6501340|XP_001955027.2|DANA	LOC6729769|XP_016036456.1|DSIM
OG0002590	LOC6504154|XP_001964287.3|DANA	LOC6726148|XP_016039673.1|DSIM
OG0002591	LOC6505953|XP_001964674.1|DANA	LOC6730270|XP_039151131.1|DSIM
OG0002592	LOC6499095|XP_001955311.1|DANA	LOC6729873|XP_016036636.2|DSIM
OG0002593	LOC6499092|XP_032310416.1|DANA	LOC6729869|XP_016036619.1|DSIM
OG0002594	LOC6499030|XP_032311428.1|DANA	LOC6728148|XP_016034761.1|DSIM
OG0002595	LOC6505871|XP_014760829.1|DANA	LOC6727500|XP_039150710.1|DSIM
OG0002596	LOC6500387|XP_032309704.1|DANA	LOC6728211|XP_016034849.1|DSIM
OG0002597	LOC6500237|XP_001952966.1|DANA	LOC6728672|XP_016035336.1|DSIM
OG0002598	LOC6499510|XP_001954473.2|DANA	LOC6729174|XP_016035824.1|DSIM
OG0002599	LOC6494382|XP_001965928.1|DANA	LOC6728737|XP_002104072.1|DSIM
OG0002600	LOC6494162|XP_001960844.1|DANA	LOC6733798|XP_016026757.1|DSIM
OG0002601	LOC6501371|XP_001955095.1|DANA	LOC6727192|XP_016033680.1|DSIM
OG0002602	LOC6501357|XP_001955064.1|DANA	LOC27206707|XP_016036711.1|DSIM
OG0002603	LOC6501592|XP_014767115.1|DANA	LOC6730177|XP_016036935.1|DSIM
OG0002604	LOC6501591|XP_001955535.1|DANA	LOC6730176|XP_039150406.1|DSIM
OG0002605	LOC6499901|XP_001953670.1|DANA	LOC27208744|XP_016034960.1|DSIM
OG0002606	LOC6499666|XP_032307203.1|DANA	LOC6728189|XP_016034819.1|DSIM
OG0002607	LOC6500929|XP_001954189.1|DANA	LOC6727153|XP_002102546.1|DSIM
OG0002608	LOC6505700|XP_001964431.1|DANA	LOC6727857|XP_039151843.1|DSIM
OG0002609	LOC6494658|XP_001959919.2|DANA	LOC6734070|XP_002081105.1|DSIM
OG0002610	LOC6494447|XP_001965919.1|DANA	LOC6727222|XP_002102614.1|DSIM
OG0002611	LOC6499999|XP_001953435.1|DANA	LOC6728795|XP_002104130.1|DSIM
OG0002612	LOC6505671|XP_001964492.2|DANA	LOC6727353|XP_002102738.1|DSIM
OG0002613	LOC6502727|XP_014760691.1|DANA	LOC6729338|XP_016035980.1|DSIM
OG0002614	LOC6501646|XP_032312146.1|DANA	LOC6729747|XP_016036406.1|DSIM
OG0002615	LOC6506881|XP_001957068.1|DANA	LOC6736527|XP_016030114.1|DSIM
OG0002616	LOC6501478|XP_001955328.1|DANA	LOC6729855|XP_016036590.1|DSIM
OG0002617	LOC6501606|XP_001955575.2|DANA	LOC6728755|XP_002104090.1|DSIM
OG0002618	LOC6499602|XP_001954317.1|DANA	LOC6726693|XP_016033181.1|DSIM
OG0002619	LOC6500647|XP_014766648.1|DANA	LOC6727743|XP_016034312.1|DSIM
OG0002620	LOC6500003|XP_001953424.2|DANA	LOC6729436|XP_016036076.1|DSIM
OG0002621	LOC6500780|XP_001953905.1|DANA	LOC6729140|XP_002104461.1|DSIM
OG0002622	LOC6506794|XP_001957224.1|DANA	LOC6738261|XP_016032139.1|DSIM
OG0002623	LOC6499379|XP_032310597.1|DANA	LOC6728825|XP_002104159.1|DSIM
OG0002624	LOC6499746|XP_001954003.2|DANA	LOC6729027|XP_002104348.1|DSIM
OG0002625	LOC6500838|XP_032305543.1|DANA	LOC6729034|XP_016035692.2|DSIM
OG0002626	LOC6503875|XP_001963758.1|DANA	LOC6725396|XP_002106412.1|DSIM
OG0002627	LOC6506022|XP_032312362.1|DANA	LOC6729109|XP_016035753.1|DSIM
OG0002628	LOC6499152|XP_032309820.1|DANA	LOC6726889|XP_039151683.1|DSIM
OG0002629	LOC6499650|XP_032309320.1|DANA	LOC6728529|XP_039151773.1|DSIM
OG0002630	LOC6501317|XP_032307363.1|DANA	LOC6727913|XP_016034530.1|DSIM
OG0002631	LOC6499110|XP_001955279.2|DANA	LOC6729501|XP_016036174.1|DSIM
OG0002632	LOC6501557|XP_001955469.1|DANA	LOC6728137|XP_002103488.1|DSIM
OG0002633	LOC6499695|XP_032308252.1|DANA	LOC6727562|XP_002102941.2|DSIM
OG0002634	LOC6508273|XP_001955605.1|DANA	LOC6728111|XP_016034730.1|DSIM
