Orthogroup	DANA.longest_only	DFIC.longest_only
OG0001439	LOC6500774|XP_001953890.1|DANA	LOC108093349|XP_017048846.1|DFIC
OG0001440	LOC6498756|XP_001967266.1|DANA	LOC108097449|XP_017055210.1|DFIC
OG0001441	LOC6502950|XP_001963533.2|DANA	LOC108088688|XP_017042117.1|DFIC
OG0001442	LOC6497285|XP_001962391.1|DANA	LOC108088206|XP_017041396.1|DFIC
OG0001443	LOC6498991|XP_001955550.1|DANA	LOC108099432|XP_017058455.1|DFIC
OG0001444	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA	LOC108099544|XP_017058608.1|DFIC
OG0001445	LOC6500986|XP_032305977.1|DANA	LOC108098565|XP_017057068.1|DFIC
OG0001446	LOC6501047|XP_014766871.1|DANA	LOC108091654|XP_017046451.1|DFIC
OG0001447	LOC6499409|XP_001954697.2|DANA	LOC108102063|XP_017062182.1|DFIC
OG0001448	LOC6498982|XP_014765863.1|DANA	LOC108099487|XP_017058536.1|DFIC
OG0001449	LOC6494632|XP_001959979.1|DANA	LOC108093746|XP_017049501.1|DFIC
OG0001450	LOC6507945|XP_001962710.1|DANA	LOC108088131|XP_017041280.1|DFIC
OG0001451	LOC6495540|XP_032306700.1|DANA	LOC108094230|XP_017050178.1|DFIC
OG0001452	LOC6495464|XP_014763321.2|DANA	LOC108096751|XP_017054095.1|DFIC
OG0001453	LOC6506925|XP_001956979.1|DANA	LOC108093211|XP_017048662.1|DFIC
OG0001454	LOC6499869|XP_032306127.1|DANA	LOC108097537|XP_017055376.1|DFIC
OG0001455	LOC6506584|XP_032310836.1|DANA	LOC108100431|XP_017059830.1|DFIC
OG0001456	LOC6495636|XP_032306274.1|DANA	LOC108096608|XP_017053804.1|DFIC
OG0001457	LOC6495781|XP_001959565.1|DANA	LOC108096621|XP_017053855.1|DFIC
OG0001458	LOC6496342|XP_001960730.1|DANA	LOC108101451|XP_017061278.1|DFIC
OG0001459	LOC6506394|XP_001957948.1|DANA	LOC108093207|XP_017048659.1|DFIC
OG0001460	LOC6496028|XP_014763603.1|DANA	LOC108093762|XP_017049520.1|DFIC
OG0001461	LOC6503189|XP_032311859.1|DANA	LOC108097656|XP_017055578.1|DFIC
OG0001462	LOC6502831|XP_032310793.1|DANA	LOC108099150|XP_017057984.1|DFIC
OG0001463	LOC6500482|XP_032310615.1|DANA	LOC108095855|XP_017052642.1|DFIC
OG0001464	LOC6504893|XP_001966544.1|DANA	LOC108097130|XP_017054715.1|DFIC
OG0001465	LOC6493951|XP_001961260.1|DANA	LOC108096952|XP_017054408.1|DFIC
OG0001466	LOC6498464|XP_001962879.1|DANA	LOC108092271|XP_017047294.1|DFIC
OG0001467	LOC6497937|XP_001961752.1|DANA	LOC108095266|XP_017051783.1|DFIC, LOC108098705|XP_017057307.1|DFIC
OG0001468	LOC6493547|XP_001957977.2|DANA	LOC108096427|XP_017053503.1|DFIC, LOC108096443|XP_017053530.1|DFIC, LOC108096444|XP_017053537.1|DFIC, LOC108096426|XP_017053500.1|DFIC
OG0001469	LOC6494890|XP_001959484.1|DANA	LOC108093801|XP_017049594.1|DFIC
OG0001470	LOC6507835|XP_001956445.1|DANA	LOC108100705|XP_017060222.1|DFIC
OG0001471	LOC6507057|XP_032309541.1|DANA	LOC108100386|XP_017059730.1|DFIC
OG0001472	LOC6493385|XP_001957648.1|DANA	LOC108089389|XP_017043061.1|DFIC
OG0001473	LOC6500976|XP_001954286.2|DANA	LOC108098497|XP_017056905.1|DFIC
OG0001474	LOC6503094|XP_001963412.1|DANA	LOC108097274|XP_017054961.1|DFIC
OG0001475	LOC6495758|XP_001959513.1|DANA	LOC108093895|XP_017049740.1|DFIC
OG0001476	LOC6496791|XP_001965771.3|DANA	LOC108088662|XP_017042079.1|DFIC
OG0001477	LOC6505518|XP_001964778.1|DANA	LOC108088515|XP_017041842.1|DFIC
OG0001478	LOC6507403|XP_001965367.1|DANA	LOC108091462|XP_017046163.1|DFIC
OG0001479	LOC6504730|XP_001966317.1|DANA	LOC108092952|XP_017048311.1|DFIC
OG0001480	LOC6503347|XP_001965375.1|DANA	LOC108091525|XP_017046276.1|DFIC
OG0001481	LOC6497932|XP_001961745.2|DANA	LOC108091264|XP_017045865.1|DFIC
OG0001482	LOC6494139|XP_001960885.1|DANA	LOC108090307|XP_017044406.1|DFIC
OG0001483	LOC6505388|XP_001966911.1|DANA	LOC108101605|XP_017061511.1|DFIC
OG0001484	LOC6497014|XP_001962926.2|DANA	LOC108092335|XP_017047360.1|DFIC
OG0001485	LOC6506289|XP_001958192.1|DANA	LOC108088306|XP_017041525.1|DFIC
OG0001486	LOC6497394|XP_001962171.1|DANA	LOC108100897|XP_017060495.1|DFIC
OG0001487	LOC26514765|XP_014760157.1|DANA	LOC108100495|XP_017059933.1|DFIC
OG0001488	LOC6494058|XP_001961068.1|DANA	LOC108087873|XP_017040947.1|DFIC
OG0001489	LOC6497260|XP_032307420.1|DANA	LOC108098314|XP_017056616.1|DFIC
OG0001490	LOC6497801|XP_001961476.1|DANA	LOC108092376|XP_017047406.1|DFIC
OG0001491	LOC6498093|XP_001962067.1|DANA	LOC108092513|XP_017047621.1|DFIC
OG0001492	LOC6503469|XP_001965310.2|DANA	LOC108100022|XP_017059218.1|DFIC
OG0001493	LOC6502988|XP_001963461.1|DANA	LOC108097791|XP_017055811.1|DFIC
OG0001495	LOC26515105|XP_032306199.1|DANA	LOC108101494|XP_017061341.1|DFIC
OG0001496	LOC6503782|XP_001963755.1|DANA	LOC108095329|XP_017051899.1|DFIC
OG0001497	LOC6494676|XP_001959883.2|DANA	LOC108090541|XP_017044764.1|DFIC
OG0001498	LOC6500094|XP_032312281.1|DANA	LOC108093546|XP_017049131.1|DFIC
OG0001500	LOC6494354|XP_032307202.1|DANA	LOC108095183|XP_017051658.1|DFIC
OG0001501	LOC6505831|XP_001964451.1|DANA	LOC108087898|XP_017040965.1|DFIC
OG0001502	LOC6495479|XP_001958937.1|DANA	LOC108093941|XP_017049815.1|DFIC
OG0001503	LOC6495087|XP_032306663.1|DANA	LOC108093979|XP_017049876.1|DFIC
OG0001504	LOC6503555|XP_032308777.1|DANA	LOC108092905|XP_017048249.1|DFIC
OG0001505	LOC6494313|XP_032306316.1|DANA	LOC108093614|XP_017049230.1|DFIC
OG0001506	LOC6496242|XP_014763708.1|DANA	LOC108096786|XP_017054150.1|DFIC
OG0001507	LOC6496117|XP_014763634.1|DANA	LOC108090790|XP_017045126.1|DFIC
OG0001508	LOC6495999|XP_001960011.1|DANA	LOC108094920|XP_017051259.1|DFIC
OG0001509	LOC6496102|XP_032307197.1|DANA	LOC108096586|XP_017053774.1|DFIC
OG0001510	LOC6498402|XP_001962723.1|DANA	LOC108088122|XP_017041265.1|DFIC
OG0001511	LOC6494368|XP_001960447.1|DANA	LOC108095203|XP_017051700.1|DFIC
OG0001512	LOC6493515|XP_001957902.1|DANA	LOC108086963|XP_017039565.1|DFIC
OG0001513	LOC6493876|XP_032310134.1|DANA	LOC108100738|XP_017060265.1|DFIC
OG0001515	LOC6504782|XP_001966335.1|DANA	LOC108097377|XP_017055114.1|DFIC
OG0001516	LOC116654492|XP_032305385.1|DANA	LOC108099420|XP_017058438.1|DFIC, LOC108099229|XP_017058090.1|DFIC, LOC108099422|XP_017058441.1|DFIC
OG0001517	LOC6499094|XP_001955314.2|DANA	LOC108095886|XP_017052686.1|DFIC
OG0001518	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA	LOC108089601|XP_017043447.1|DFIC, LOC108094255|XP_017050209.1|DFIC
OG0001519	LOC6500467|XP_001953281.1|DANA, LOC6500469|XP_001953283.3|DANA	LOC108098467|XP_017056864.1|DFIC
OG0001520	LOC6499159|XP_001955196.1|DANA	LOC108091743|XP_017046576.1|DFIC
OG0001520	LOC6499162|XP_001955193.1|DANA	LOC108091786|XP_017046633.1|DFIC
OG0001521	LOC6497077|XP_001962800.1|DANA	LOC108094432|XP_017050492.1|DFIC, LOC108094421|XP_017050482.1|DFIC, LOC108100424|XP_017059819.1|DFIC
OG0001522	LOC6498201|XP_001962284.1|DANA	LOC108096445|XP_017053538.1|DFIC, LOC108096145|XP_017053015.1|DFIC, LOC108092998|XP_017048383.1|DFIC
OG0001523	LOC6495175|XP_001958908.1|DANA	LOC108096974|XP_017054441.1|DFIC, LOC108096973|XP_017054440.1|DFIC, LOC108096957|XP_017054414.1|DFIC
OG0001524	LOC6496249|XP_032306920.1|DANA	LOC108093602|XP_017049217.1|DFIC
OG0001525	LOC6504753|XP_001966292.1|DANA	LOC108101651|XP_017061555.1|DFIC
OG0001526	LOC6504252|XP_001967373.1|DANA	LOC108097532|XP_017055367.1|DFIC
OG0001526	LOC6504251|XP_001967374.1|DANA	LOC108097533|XP_017055368.1|DFIC
OG0001527	LOC6501929|XP_001966708.1|DANA, LOC116655116|XP_032308204.1|DANA	LOC108097769|XP_017055784.1|DFIC
OG0001528	LOC6500250|XP_001952941.2|DANA	LOC108087069|XP_017039732.1|DFIC, LOC108087070|XP_017039734.1|DFIC
OG0001529	LOC6503481|XP_001964301.1|DANA	LOC108091291|XP_017045903.1|DFIC
OG0001530	LOC6504718|XP_001964860.1|DANA	LOC108086359|XP_017038749.1|DFIC, LOC108091272|XP_017045876.1|DFIC, LOC108100226|XP_017059529.1|DFIC
OG0001531	LOC6493996|XP_001961172.2|DANA	LOC108095251|XP_017051768.1|DFIC
OG0001534	LOC6504927|XP_032309274.1|DANA	LOC108097114|XP_017054687.1|DFIC
OG0001535	LOC6504528|XP_001967078.1|DANA	LOC108098118|XP_017056327.1|DFIC
OG0001536	LOC6502128|XP_001966156.1|DANA	LOC108091098|XP_017045605.1|DFIC
OG0001537	LOC6507360|XP_001965359.1|DANA	LOC108091566|XP_017046328.1|DFIC
OG0001538	LOC6502165|XP_032309366.1|DANA	LOC108095547|XP_017052164.1|DFIC
OG0001539	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA	LOC108101408|XP_017061223.1|DFIC
OG0001540	LOC6506052|XP_014760535.1|DANA	LOC108092442|XP_017047512.1|DFIC
OG0001541	LOC6493853|XP_032310728.1|DANA	LOC108088762|XP_017042200.1|DFIC
OG0001542	LOC6500687|XP_032309612.1|DANA	LOC108097431|XP_017055193.1|DFIC
OG0001543	LOC6504506|XP_032308299.1|DANA	LOC108097923|XP_017055960.1|DFIC
OG0001544	LOC6503465|XP_032308789.1|DANA	LOC108091346|XP_017045983.1|DFIC
OG0001545	LOC6503624|XP_001964042.2|DANA	LOC108092806|XP_017048067.1|DFIC
OG0001546	LOC6504030|XP_032308437.1|DANA	LOC108092797|XP_017048057.1|DFIC
OG0001548	LOC6503489|XP_014760952.1|DANA	LOC108098087|XP_017056280.1|DFIC
OG0001549	LOC6498172|XP_014761998.1|DANA	LOC108098208|XP_017056455.1|DFIC
OG0001550	LOC6500242|XP_001952956.1|DANA	LOC108087264|XP_017040060.1|DFIC
OG0001551	LOC6501054|XP_001954468.1|DANA	LOC108095640|XP_017052295.1|DFIC, LOC108091704|XP_017046531.1|DFIC
OG0001552	LOC6499383|XP_001954743.1|DANA	LOC108099521|XP_017058576.1|DFIC
OG0001553	LOC6505298|XP_001965712.1|DANA	LOC108097370|XP_017055104.1|DFIC
OG0001554	LOC6500255|XP_014766456.1|DANA	LOC108098933|XP_017057627.1|DFIC
OG0001555	LOC6497469|XP_001962018.1|DANA	LOC108101250|XP_017060995.1|DFIC
OG0001556	LOC6495001|XP_001959242.1|DANA	LOC108090539|XP_017044762.1|DFIC
OG0001557	LOC6504120|XP_032308761.1|DANA	LOC108101685|XP_017061603.1|DFIC
OG0001558	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA	LOC108094680|XP_017050889.1|DFIC
OG0001559	LOC6498919|XP_001955677.1|DANA	LOC108092159|XP_017047168.1|DFIC
OG0001560	LOC6499358|XP_032305635.1|DANA	LOC108098562|XP_017057058.1|DFIC
OG0001561	LOC6499677|XP_001954169.1|DANA	LOC108092071|XP_017047028.1|DFIC
OG0001562	LOC6497280|XP_001962397.1|DANA	LOC108088160|XP_017041313.1|DFIC
OG0001563	LOC6503273|XP_001965858.1|DANA	LOC108101135|XP_017060846.1|DFIC, LOC108101990|XP_017062074.1|DFIC
OG0001564	LOC6499757|XP_032305569.1|DANA	LOC108099403|XP_017058398.1|DFIC
OG0001565	LOC6498967|XP_001955593.3|DANA	LOC108099453|XP_017058483.1|DFIC
OG0001566	LOC6505667|XP_001964497.1|DANA	LOC108092044|XP_017046975.1|DFIC
OG0001567	LOC6495251|XP_001958756.1|DANA	LOC108086421|XP_017038812.1|DFIC
OG0001568	LOC6500267|XP_032305661.1|DANA	LOC108091947|XP_017046825.1|DFIC
OG0001569	LOC6499669|XP_001954183.1|DANA	LOC108091915|XP_017046789.1|DFIC
OG0001570	LOC6500380|XP_001953090.1|DANA	LOC108087082|XP_017039751.1|DFIC
OG0001571	LOC6498580|XP_032310916.1|DANA	LOC108089273|XP_017042935.1|DFIC
OG0001572	LOC6501846|XP_001967168.2|DANA	LOC108102177|XP_017062370.1|DFIC
OG0001573	LOC6507717|XP_014765424.1|DANA	LOC108096253|XP_017053197.1|DFIC
OG0001574	LOC6503509|XP_001964237.1|DANA	LOC108092974|XP_017048352.1|DFIC
OG0001575	LOC6498912|XP_032312167.1|DANA	LOC108092004|XP_017046922.1|DFIC
OG0001576	LOC6501032|XP_001954423.2|DANA	LOC108087384|XP_017040216.1|DFIC
OG0001577	LOC6499118|XP_014765909.1|DANA	LOC108088491|XP_017041799.1|DFIC
OG0001578	LOC6494826|XP_001959590.1|DANA	LOC108096910|XP_017054349.1|DFIC
OG0001579	LOC6503171|XP_032311862.1|DANA	LOC108097541|XP_017055380.1|DFIC
OG0001580	LOC6493954|XP_001961256.1|DANA	LOC108096842|XP_017054242.1|DFIC
OG0001581	LOC6501866|XP_001966777.2|DANA	LOC108097567|XP_017055443.1|DFIC, LOC108086322|XP_017038715.1|DFIC
OG0001582	LOC6495297|XP_032306985.1|DANA	LOC108086764|XP_017039291.1|DFIC
OG0001583	LOC6496478|XP_032306337.1|DANA	LOC108101529|XP_017061390.1|DFIC
OG0001584	LOC6507047|XP_001956751.1|DANA	LOC108100156|XP_017059402.1|DFIC
OG0001585	LOC6503514|XP_032308746.1|DANA	LOC108101692|XP_017061612.1|DFIC, LOC108095584|XP_017052229.1|DFIC
OG0001586	LOC6506430|XP_001957891.1|DANA	LOC108088249|XP_017041455.1|DFIC
OG0001587	LOC6504187|XP_014759180.1|DANA	LOC108102088|XP_017062230.1|DFIC
OG0001588	LOC6496037|XP_001960093.1|DANA	LOC108101547|XP_017061428.1|DFIC
OG0001589	LOC6498924|XP_032308666.1|DANA	LOC108100411|XP_017059791.1|DFIC
OG0001590	LOC6495457|XP_032306267.1|DANA	LOC108094746|XP_017050988.1|DFIC
OG0001591	LOC6505544|XP_001964726.2|DANA	LOC108086584|XP_017039031.1|DFIC
OG0001592	LOC6498474|XP_032311126.1|DANA	LOC108094493|XP_017050570.1|DFIC
OG0001593	LOC6498477|XP_032311141.1|DANA	LOC108094515|XP_017050605.1|DFIC
OG0001594	LOC6506596|XP_032311400.1|DANA	LOC108101266|XP_017061010.1|DFIC
OG0001595	LOC6495244|XP_001958771.1|DANA	LOC108086463|XP_017038877.1|DFIC
OG0001596	LOC6497076|XP_001962802.1|DANA	LOC108094433|XP_017050493.1|DFIC
OG0001597	LOC26514552|XP_014760152.1|DANA	LOC108093208|XP_017048663.1|DFIC
OG0001598	LOC6497110|XP_001962734.2|DANA	LOC108090040|XP_017044027.1|DFIC
OG0001599	LOC6497304|XP_001962358.1|DANA	LOC108088174|XP_017041341.1|DFIC
OG0001600	LOC6497815|XP_001961503.2|DANA	LOC108100907|XP_017060511.1|DFIC
OG0001601	LOC6497326|XP_001962314.1|DANA	LOC108093431|XP_017048980.1|DFIC
OG0001602	LOC6504685|XP_001964873.2|DANA	LOC108097859|XP_017055885.1|DFIC, LOC108097799|XP_017055850.1|DFIC
OG0001603	LOC6504577|XP_001964898.1|DANA	LOC108097825|XP_017055835.1|DFIC
OG0001604	LOC6502295|XP_001966186.1|DANA	LOC108097167|XP_017054790.1|DFIC
OG0001605	LOC6495424|XP_001958820.1|DANA	LOC108090542|XP_017044765.1|DFIC
OG0001606	LOC26513661|XP_014760195.1|DANA	LOC108102214|XP_017062425.1|DFIC
OG0001607	LOC6506973|XP_001965288.1|DANA	LOC108098199|XP_017056426.1|DFIC
OG0001608	LOC6498291|XP_001962472.1|DANA	LOC108095808|XP_017052571.1|DFIC
OG0001609	LOC6495874|XP_032306256.1|DANA	LOC108101946|XP_017062021.1|DFIC
OG0001610	LOC6498267|XP_001962428.2|DANA	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC
OG0001611	LOC6498168|XP_001962222.1|DANA	LOC108089940|XP_017043918.1|DFIC
OG0001612	LOC6497451|XP_001962047.1|DANA	LOC108092762|XP_017047986.1|DFIC
OG0001613	LOC6498593|XP_001963125.1|DANA	LOC108089192|XP_017042819.1|DFIC
OG0001614	LOC6495570|XP_001959117.3|DANA	LOC108090535|XP_017044752.1|DFIC
OG0001615	LOC6506678|XP_001957432.1|DANA	LOC108086333|XP_017038722.1|DFIC
OG0001616	LOC6497235|XP_001962507.1|DANA	LOC108093499|XP_017049078.1|DFIC
OG0001617	LOC6498282|XP_001962457.1|DANA	LOC108098328|XP_017056641.1|DFIC
OG0001618	LOC6496935|XP_001963099.1|DANA	LOC108089126|XP_017042731.1|DFIC
OG0001619	LOC6504772|XP_001964844.1|DANA	LOC108102157|XP_017062342.1|DFIC
OG0001620	LOC6495309|XP_001958654.1|DANA	LOC108090953|XP_017045386.1|DFIC
OG0001621	LOC6494150|XP_001960863.1|DANA	LOC108093674|XP_017049342.1|DFIC
OG0001622	LOC6501956|XP_001966760.2|DANA	LOC108088603|XP_017041970.1|DFIC
OG0001623	LOC6503360|XP_001965363.1|DANA	LOC108091520|XP_017046269.1|DFIC
OG0001624	LOC6498510|XP_001962971.1|DANA	LOC108094371|XP_017050404.1|DFIC
OG0001625	LOC6497247|XP_001962483.1|DANA	LOC108094381|XP_017050432.1|DFIC
OG0001626	LOC6498143|XP_001962166.1|DANA	LOC108100849|XP_017060418.1|DFIC
OG0001627	LOC6494295|XP_001965942.1|DANA	LOC108097524|XP_017055350.1|DFIC
OG0001628	LOC6503422|XP_032312133.1|DANA	LOC108095651|XP_017052305.1|DFIC
OG0001629	LOC26514447|XP_014760177.1|DANA	LOC108101968|XP_017062039.1|DFIC
OG0001630	LOC6501653|XP_001955689.1|DANA	LOC108092203|XP_017047218.1|DFIC
OG0001631	LOC6499456|XP_001954602.2|DANA	LOC108091388|XP_017046058.1|DFIC
OG0001632	LOC6498046|XP_001961962.1|DANA	LOC108101232|XP_017060971.1|DFIC
OG0001633	LOC6499432|XP_001954650.3|DANA	LOC108102055|XP_017062171.1|DFIC
OG0001634	LOC26515379|XP_032305648.1|DANA	LOC108093265|XP_017048736.1|DFIC
OG0001635	LOC6501004|XP_001954345.3|DANA	LOC108096022|XP_017052860.1|DFIC
OG0001636	LOC6500436|XP_001953213.2|DANA	LOC108098595|XP_017057146.1|DFIC
OG0001637	LOC6499995|XP_001953465.1|DANA	LOC108099346|XP_017058314.1|DFIC
OG0001638	LOC6504871|XP_001966495.1|DANA	LOC108091342|XP_017045979.1|DFIC
OG0001639	LOC6496664|XP_001961358.1|DANA	LOC108091137|XP_017045661.1|DFIC
OG0001640	LOC6500430|XP_032305904.1|DANA, LOC6496447|XP_001967710.1|DANA, LOC6504368|XP_001967722.1|DANA	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC
OG0001641	LOC6505813|XP_001964417.1|DANA	LOC108102003|XP_017062090.1|DFIC
OG0001642	LOC6503988|XP_001963964.1|DANA	LOC108097996|XP_017056122.1|DFIC
OG0001643	LOC6505478|XP_001964935.2|DANA	LOC108100894|XP_017060492.1|DFIC
OG0001644	LOC6493282|XP_032309933.1|DANA	LOC108095467|XP_017052071.1|DFIC
OG0001645	LOC6494457|XP_001960286.1|DANA	LOC108090879|XP_017045267.1|DFIC
OG0001646	LOC6496264|XP_001960571.1|DANA	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC
OG0001647	LOC6492917|XP_032306645.1|DANA	LOC108094287|XP_017050269.1|DFIC
OG0001648	LOC6507824|XP_032309986.1|DANA	LOC108086897|XP_017039447.1|DFIC
OG0001649	LOC6496329|XP_001960710.1|DANA	LOC108101527|XP_017061388.1|DFIC
OG0001650	LOC6496084|XP_001960186.1|DANA	LOC108095208|XP_017051705.1|DFIC
OG0001651	LOC6494196|XP_032307121.1|DANA	LOC108096832|XP_017054226.1|DFIC
OG0001652	LOC6507857|XP_001956479.2|DANA	LOC108099905|XP_017059054.1|DFIC
OG0001653	LOC6507276|XP_001956344.1|DANA	LOC108088878|XP_017042362.1|DFIC
OG0001654	LOC6496088|XP_032306511.1|DANA	LOC108093946|XP_017049831.1|DFIC
OG0001655	LOC6495328|XP_001958621.2|DANA, LOC6495330|XP_032306760.1|DANA	LOC108090755|XP_017045076.1|DFIC
OG0001656	LOC6497800|XP_032307587.1|DANA	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC
OG0001657	LOC6493598|XP_001958070.1|DANA	LOC108096327|XP_017053349.1|DFIC
OG0001658	LOC6507141|XP_001956600.3|DANA	LOC108100165|XP_017059417.1|DFIC
OG0001659	LOC6493836|XP_014764569.1|DANA	LOC108095456|XP_017052059.1|DFIC
OG0001660	LOC6506661|XP_001957458.2|DANA	LOC108100264|XP_017059536.1|DFIC
OG0001661	LOC6499873|XP_001953730.1|DANA	LOC108096826|XP_017054221.1|DFIC
OG0001662	LOC6507332|XP_001956228.1|DANA	LOC108089016|XP_017042585.1|DFIC
OG0001663	LOC6500357|XP_001953044.2|DANA	LOC108087126|XP_017039810.1|DFIC
OG0001664	LOC6495459|XP_001958888.1|DANA	LOC108094761|XP_017051006.1|DFIC
OG0001665	LOC116656432|XP_032311919.1|DANA, LOC116656405|XP_032311848.1|DANA	LOC108094404|XP_017050459.1|DFIC, LOC108098455|XP_017056847.1|DFIC
OG0001666	LOC6497001|XP_001962948.1|DANA	LOC108092500|XP_017047602.1|DFIC
OG0001667	LOC6496061|XP_001960133.2|DANA	LOC108094003|XP_017049917.1|DFIC
OG0001668	LOC6506152|XP_001958453.1|DANA	LOC108093232|XP_017048692.1|DFIC
OG0001669	LOC6492962|XP_001956756.1|DANA	LOC108100248|XP_017059515.1|DFIC
OG0001669	LOC6492963|XP_001956757.3|DANA	LOC108100653|XP_017060152.1|DFIC
OG0001670	LOC6493912|XP_001961339.2|DANA	LOC108089655|XP_017043516.1|DFIC
OG0001671	LOC6503695|XP_001963906.1|DANA	LOC108100914|XP_017060517.1|DFIC, LOC108093371|XP_017048882.1|DFIC
OG0001672	LOC6494960|XP_001959325.1|DANA, LOC6494959|XP_001959326.1|DANA, LOC116654770|XP_032307130.1|DANA	LOC108090573|XP_017044806.1|DFIC, LOC108090574|XP_017044807.1|DFIC
OG0001673	LOC26513990|XP_014763962.1|DANA	LOC108096927|XP_017054368.1|DFIC
OG0001673	LOC26514091|XP_014763975.1|DANA	LOC108096926|XP_017054367.1|DFIC
OG0001674	LOC6498862|XP_001955784.1|DANA, LOC6498296|XP_001962482.1|DANA	LOC108087978|XP_017041069.1|DFIC, LOC108090181|XP_017044255.1|DFIC
OG0001675	LOC6499565|XP_001954366.1|DANA	LOC108096008|XP_017052847.1|DFIC
OG0001675	LOC6499564|XP_001954367.1|DANA	LOC108096007|XP_017052846.1|DFIC
OG0001676	LOC26514105|XP_014763979.1|DANA	LOC108095104|XP_017051530.1|DFIC
OG0001677	LOC6498104|XP_001962086.1|DANA	LOC108092399|XP_017047451.1|DFIC, LOC108092401|XP_017047453.1|DFIC, LOC108095738|XP_017052409.1|DFIC, LOC108094571|XP_017050677.1|DFIC
OG0001678	LOC6505269|XP_032308009.1|DANA	LOC108097967|XP_017056072.1|DFIC
OG0001679	LOC6504757|XP_001966297.1|DANA	LOC108101644|XP_017061549.1|DFIC
OG0001680	LOC6503808|XP_001963703.1|DANA	LOC108095338|XP_017051909.1|DFIC
OG0001681	LOC6505081|XP_001965506.1|DANA	LOC108097759|XP_017055760.1|DFIC
OG0001682	LOC6502280|XP_001966157.2|DANA	LOC108091120|XP_017045637.1|DFIC
OG0001683	LOC6498039|XP_032307371.1|DANA	LOC108087131|XP_017040226.1|DFIC, LOC108100988|XP_017060639.1|DFIC
OG0001684	LOC6505487|XP_032311787.1|DANA	LOC108095031|XP_017051392.1|DFIC
OG0001685	LOC6497400|XP_001962161.2|DANA	LOC108098278|XP_017056569.1|DFIC
OG0001686	LOC6501979|XP_001966808.1|DANA	LOC108088685|XP_017042115.1|DFIC
OG0001687	LOC6504133|XP_032308786.1|DANA	LOC108092828|XP_017048121.1|DFIC
OG0001688	LOC6504750|XP_001966290.1|DANA	LOC108092901|XP_017048238.1|DFIC
OG0001689	LOC6503137|XP_001963502.2|DANA	LOC108101699|XP_017061625.1|DFIC
OG0001690	LOC6493311|XP_001957502.1|DANA	LOC108093094|XP_017048520.1|DFIC
OG0001691	LOC6505485|XP_001964940.1|DANA	LOC108101652|XP_017061559.1|DFIC, LOC108100818|XP_017060375.1|DFIC
OG0001692	LOC6505663|XP_001964502.3|DANA	LOC108088015|XP_017041115.1|DFIC
OG0001693	LOC6502259|XP_032309356.1|DANA	LOC108095612|XP_017052266.1|DFIC
OG0001694	LOC6499703|XP_032305813.1|DANA	LOC108087163|XP_017039885.1|DFIC
OG0001695	LOC6494837|XP_001959572.1|DANA	LOC108096949|XP_017054406.1|DFIC
OG0001696	LOC6500238|XP_001952961.2|DANA	LOC108087183|XP_017039927.1|DFIC
OG0001697	LOC6499896|XP_001953679.1|DANA	LOC108095792|XP_017052539.1|DFIC
OG0001698	LOC6503154|XP_032308896.1|DANA	LOC108088619|XP_017042001.1|DFIC
OG0001699	LOC6500304|XP_032305501.1|DANA	LOC108087072|XP_017039735.1|DFIC
OG0001700	LOC6500621|XP_001953586.1|DANA	LOC108098801|XP_017057432.1|DFIC
OG0001701	LOC6501409|XP_001955187.2|DANA	LOC108091806|XP_017046660.1|DFIC
OG0001702	LOC6496973|XP_001963019.2|DANA	LOC108089150|XP_017042761.1|DFIC
OG0001703	LOC6501053|XP_032312290.1|DANA	LOC108091598|XP_017046361.1|DFIC
OG0001704	LOC6499514|XP_001954465.1|DANA	LOC108091713|XP_017046543.1|DFIC
OG0001705	LOC6499119|XP_014765916.1|DANA	LOC108088398|XP_017041636.1|DFIC
OG0001706	LOC6505386|XP_032309122.1|DANA	LOC108095546|XP_017052168.1|DFIC
OG0001707	LOC6503341|XP_001967767.3|DANA, LOC6500798|XP_014766728.2|DANA	LOC108091649|XP_017046442.1|DFIC
OG0001708	LOC6500925|XP_001954179.1|DANA	LOC108092169|XP_017047181.1|DFIC
OG0001709	LOC6507689|XP_001956152.1|DANA	LOC108100598|XP_017060069.1|DFIC
OG0001710	LOC6500829|XP_001953997.1|DANA	LOC108099440|XP_017058466.1|DFIC
OG0001711	LOC6501221|XP_014766950.2|DANA	LOC108099406|XP_017058408.1|DFIC
