Orthogroup	DANA.longest_only	SLEB.longest_only
OG0000659	LOC6497808|XP_001961488.1|DANA	LOC115625878|XP_030376954.1|SLEB
OG0000659	LOC6498017|XP_032307432.1|DANA	LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC6497573|XP_032307646.1|DANA	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC6506497|XP_001957764.1|DANA	LOC115622386|XP_030372170.1|SLEB
OG0000661	LOC6498300|XP_001962494.2|DANA	LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC6506858|XP_001957107.1|DANA	LOC115632944|XP_030386100.1|SLEB
OG0000662	LOC6504704|XP_001966363.1|DANA	LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC6494394|XP_001960413.1|DANA	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC6505251|XP_001965628.1|DANA	LOC115626049|XP_030377161.1|SLEB
OG0000664	LOC6504102|XP_001964181.1|DANA	LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC6500338|XP_032305368.1|DANA	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC6495525|XP_001959035.1|DANA	LOC115624988|XP_030375715.1|SLEB
OG0000666	LOC6502973|XP_001963490.1|DANA	LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC6504600|XP_001966551.2|DANA, LOC6501607|XP_001955580.3|DANA	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC6502731|XP_001965834.2|DANA	LOC115620304|XP_030369348.1|SLEB
OG0000668	LOC6500923|XP_001954176.1|DANA	LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC6502193|XP_001966057.1|DANA	LOC115626945|XP_030378320.1|SLEB
OG0000669	LOC6502192|XP_001966058.1|DANA	LOC115626693|XP_030377980.1|SLEB
OG0000670	LOC6502287|XP_001966174.1|DANA, LOC6501172|XP_001954688.1|DANA, LOC6503854|XP_001963720.1|DANA	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC6505781|XP_001964362.2|DANA	LOC115620863|XP_030370184.1|SLEB
OG0000671	LOC6498925|XP_001955668.1|DANA	LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC6502062|XP_001967144.1|DANA	LOC115627870|XP_030379614.1|SLEB
OG0000672	LOC6502989|XP_001963460.1|DANA	LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC6502161|XP_001966103.1|DANA	LOC115627417|XP_030378947.1|SLEB
OG0000673	LOC6506310|XP_001958144.1|DANA	LOC115626494|XP_030377738.1|SLEB
OG0000675	LOC6497195|XP_001962579.1|DANA	LOC115631118|XP_030383639.1|SLEB
OG0000677	LOC6507920|XP_001956603.1|DANA	LOC115623186|XP_030373268.1|SLEB
OG0000677	LOC6505243|XP_001965610.1|DANA	LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC6499862|XP_001953749.1|DANA	LOC115621186|XP_030370620.1|SLEB
OG0000678	LOC6497849|XP_001961564.2|DANA	LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC6504250|XP_032308844.1|DANA	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC6498798|XP_032308230.1|DANA	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC6499194|XP_001955140.2|DANA	LOC115621828|XP_030371496.1|SLEB
OG0000681	LOC6504094|XP_001964162.1|DANA	LOC115627476|XP_030379015.1|SLEB
OG0000683	LOC6498906|XP_001955699.1|DANA	LOC115620499|XP_030369611.1|SLEB
OG0000684	LOC6500525|XP_001953392.1|DANA	LOC115624151|XP_030374608.1|SLEB
OG0000684	LOC6499047|XP_001955414.1|DANA	LOC115620565|XP_030369714.1|SLEB
OG0000685	LOC6502100|XP_001966211.1|DANA	LOC115629499|XP_030381839.1|SLEB
OG0000685	LOC6500048|XP_001953321.1|DANA	LOC115623675|XP_030374005.1|SLEB
OG0000686	LOC6493938|XP_001961283.1|DANA	LOC115625171|XP_030375975.1|SLEB
OG0000687	LOC6494600|XP_001960033.1|DANA	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB
OG0000687	LOC6507542|XP_001955885.1|DANA	LOC115633169|XP_030386442.1|SLEB
OG0000688	LOC6494546|XP_014762835.1|DANA	LOC115634831|XP_030388608.1|SLEB
OG0000689	LOC6494869|XP_032307169.1|DANA	LOC115628671|XP_030380705.1|SLEB
OG0000689	LOC6494870|XP_001959518.2|DANA	LOC115628661|XP_030380693.1|SLEB
OG0000690	LOC6502174|XP_001966079.1|DANA	LOC115629307|XP_030381612.1|SLEB
OG0000691	LOC6498348|XP_001962597.1|DANA	LOC115626605|XP_030377857.1|SLEB
OG0000691	LOC6506282|XP_001958202.1|DANA	LOC115634680|XP_030388399.1|SLEB
OG0000692	LOC6492991|XP_001956808.1|DANA	LOC115632631|XP_030385721.1|SLEB
OG0000692	LOC6492992|XP_001956809.1|DANA	LOC115632633|XP_030385722.1|SLEB
OG0000693	LOC6505271|XP_001965660.1|DANA	LOC115627792|XP_030379472.1|SLEB
OG0000693	LOC6500122|XP_001953179.1|DANA	LOC115623630|XP_030373932.1|SLEB
OG0000694	LOC6507910|XP_001956582.3|DANA	LOC115622249|XP_030372007.1|SLEB
OG0000695	LOC6497333|XP_001962300.3|DANA	LOC115626345|XP_030377554.1|SLEB
OG0000695	LOC6497336|XP_032307472.1|DANA	LOC115626555|XP_030377793.1|SLEB
OG0000696	LOC6497395|XP_001962169.1|DANA, LOC6504372|XP_001967763.1|DANA	LOC115631207|XP_030383771.1|SLEB
OG0000697	LOC6504376|XP_001967091.1|DANA, LOC6497323|XP_001962319.1|DANA	LOC115626630|XP_030377894.1|SLEB
OG0000698	LOC6497852|XP_001961572.2|DANA	LOC115631784|XP_030384478.1|SLEB
OG0000698	LOC6497853|XP_001961573.1|DANA	LOC115631797|XP_030384494.1|SLEB
OG0000699	LOC6503501|XP_014760389.1|DANA	LOC115631361|XP_030383939.1|SLEB
OG0000699	LOC6501055|XP_001954475.2|DANA	LOC115621427|XP_030370939.1|SLEB
OG0000700	LOC6497888|XP_001961650.2|DANA, LOC6496721|XP_001967330.2|DANA	LOC115630522|XP_030382986.1|SLEB
OG0000701	LOC6494056|XP_001961071.1|DANA	LOC115633828|XP_030387176.1|SLEB
OG0000701	LOC6502057|XP_001967439.1|DANA	LOC115627353|XP_030378861.1|SLEB
OG0000702	LOC6501012|XP_014766847.1|DANA	LOC115623432|XP_030373638.1|SLEB
OG0000702	LOC6501013|XP_001954375.2|DANA	LOC115623431|XP_030373622.1|SLEB
OG0000703	LOC6505643|XP_001964978.1|DANA	LOC115626522|XP_030377762.1|SLEB
OG0000703	LOC6496208|XP_032306686.1|DANA	LOC115632207|XP_030385123.1|SLEB
OG0000704	LOC6504901|XP_032309322.1|DANA	LOC115629751|XP_030382150.1|SLEB
OG0000704	LOC6500565|XP_001953486.1|DANA	LOC115620514|XP_030369639.1|SLEB
OG0000705	LOC6507404|XP_001956082.1|DANA, LOC6507402|XP_001956083.1|DANA	LOC115632166|XP_030385053.1|SLEB
OG0000706	LOC6497867|XP_001961605.2|DANA	LOC115631541|XP_030384176.1|SLEB
OG0000706	LOC6504935|XP_001966614.3|DANA	LOC115633220|XP_030386469.1|SLEB
OG0000707	LOC6496152|XP_001960339.1|DANA	LOC115634062|XP_030387466.1|SLEB
OG0000707	LOC6502349|XP_001967161.1|DANA	LOC115628046|XP_030379850.1|SLEB
OG0000708	LOC6503061|XP_032308922.1|DANA	LOC115627708|XP_030379316.1|SLEB
OG0000708	LOC6502202|XP_032308816.1|DANA	LOC115627653|XP_030379253.1|SLEB
OG0000709	LOC6505569|XP_001964679.2|DANA	LOC115621323|XP_030370803.1|SLEB
OG0000709	LOC6502274|XP_001966145.3|DANA	LOC115626872|XP_030378240.1|SLEB
OG0000710	LOC6500084|XP_001953258.1|DANA	LOC115623330|XP_030373453.1|SLEB
OG0000710	LOC6496062|XP_001960142.1|DANA	LOC115634159|XP_030387599.1|SLEB
OG0000711	LOC6493462|XP_001957808.1|DANA	LOC115622779|XP_030372697.1|SLEB
OG0000711	LOC6503033|XP_001963372.1|DANA	LOC115629865|XP_030382313.1|SLEB
OG0000712	LOC6500125|XP_001953174.2|DANA	LOC115623932|XP_030374352.1|SLEB
OG0000712	LOC6500418|XP_001953177.1|DANA	LOC115623732|XP_030374102.1|SLEB
OG0000713	LOC6499165|XP_032305669.1|DANA	LOC115621208|XP_030370649.1|SLEB
OG0000713	LOC6496218|XP_001960470.1|DANA	LOC115628094|XP_030379931.1|SLEB
OG0000714	LOC6505281|XP_001965683.1|DANA	LOC115633315|XP_030386605.1|SLEB
OG0000714	LOC6507712|XP_001956193.2|DANA	LOC115623265|XP_030373395.1|SLEB
OG0000715	LOC26515276|XP_014765713.1|DANA	LOC115623127|XP_030373195.1|SLEB
OG0000715	LOC6493681|XP_001958222.1|DANA, LOC6506263|XP_001958234.1|DANA	LOC115623055|XP_030373093.1|SLEB
OG0000716	LOC6503897|XP_001963801.1|DANA	LOC115633996|XP_030387379.1|SLEB
OG0000716	LOC6506437|XP_001957882.1|DANA	LOC115624701|XP_030375377.1|SLEB
OG0000717	LOC6506097|XP_001958563.1|DANA	LOC115632838|XP_030385954.1|SLEB
OG0000718	LOC6498717|XP_032308639.1|DANA	LOC115627733|XP_030379356.1|SLEB
OG0000718	LOC6494740|XP_032308069.1|DANA	LOC115627755|XP_030379400.1|SLEB
OG0000719	LOC6507755|XP_001956280.1|DANA	LOC115622473|XP_030372276.1|SLEB
OG0000719	LOC6506475|XP_014764783.2|DANA	LOC115622387|XP_030372171.1|SLEB
OG0000720	LOC26514295|XP_014767268.2|DANA, LOC6501637|XP_001955653.2|DANA, LOC6498928|XP_032312379.1|DANA, LOC6501176|XP_001954700.1|DANA	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB
OG0000721	LOC6497121|XP_001962716.1|DANA	LOC115626288|XP_030377472.1|SLEB
OG0000722	LOC26514833|XP_014764054.2|DANA, LOC6496460|XP_032306004.1|DANA, LOC6496461|XP_032306975.1|DANA, LOC26514697|XP_032306974.1|DANA	LOC115629852|XP_030382337.1|SLEB
OG0000723	LOC6494848|XP_001959559.1|DANA	LOC115634058|XP_030387461.1|SLEB
OG0000724	LOC6504397|XP_001967051.1|DANA	LOC115633429|XP_030386749.1|SLEB
OG0000724	LOC6505964|XP_001964693.1|DANA	LOC115626300|XP_030377488.1|SLEB
OG0000726	LOC6501275|XP_032312145.1|DANA, LOC6501274|XP_001954898.1|DANA	LOC115624214|XP_030374686.1|SLEB
OG0000727	LOC6499347|XP_001954818.2|DANA	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB
OG0000728	LOC6501967|XP_001966781.1|DANA	LOC115630207|XP_030382636.1|SLEB
OG0000728	LOC6499993|XP_014766306.2|DANA	LOC115625568|XP_030376522.1|SLEB
OG0000729	LOC26515185|XP_014760940.1|DANA	LOC115620938|XP_030370310.1|SLEB
OG0000729	LOC6505592|XP_001964634.3|DANA	LOC115620939|XP_030370311.1|SLEB
OG0000730	LOC6493111|XP_001957066.1|DANA, LOC6498126|XP_001962132.2|DANA	LOC115632855|XP_030385975.1|SLEB
OG0000731	LOC6507706|XP_032310233.1|DANA	LOC115622743|XP_030372650.1|SLEB
OG0000731	LOC6494004|XP_032305981.1|DANA	LOC115633836|XP_030387186.1|SLEB
OG0000732	LOC6506572|XP_001957619.1|DANA	LOC115632506|XP_030385555.1|SLEB
OG0000732	LOC6506573|XP_001957618.1|DANA	LOC115632505|XP_030385554.1|SLEB
OG0000733	LOC6501182|XP_001954710.1|DANA	LOC115621490|XP_030371018.1|SLEB
OG0000733	LOC6506611|XP_001957547.1|DANA	LOC115622518|XP_030372333.1|SLEB
OG0000734	LOC6503179|XP_001963592.1|DANA	LOC115629183|XP_030381425.1|SLEB
OG0000734	LOC6507038|XP_032310189.1|DANA	LOC115622143|XP_030371864.1|SLEB
OG0000735	LOC6503641|XP_001964015.1|DANA	LOC115627337|XP_030378842.1|SLEB
OG0000735	LOC6505433|XP_001964901.1|DANA	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB
OG0000736	LOC6497225|XP_001962524.1|DANA	LOC115630795|XP_030383313.1|SLEB
OG0000736	LOC6497226|XP_001962523.2|DANA	LOC115630588|XP_030383066.1|SLEB
OG0000737	LOC6493926|XP_014762463.2|DANA	LOC115628220|XP_030380078.1|SLEB
OG0000738	LOC6497393|XP_001962176.1|DANA	LOC115630461|XP_030382886.1|SLEB
OG0000738	LOC6497826|XP_001961529.1|DANA	LOC115626486|XP_030377730.1|SLEB
OG0000739	LOC6499959|XP_001953557.3|DANA, LOC6499956|XP_001953560.1|DANA	LOC115623627|XP_030373927.1|SLEB
OG0000740	LOC6501177|XP_032308561.1|DANA	LOC115628455|XP_030380428.1|SLEB
OG0000741	LOC6502028|XP_032311969.1|DANA	LOC115628044|XP_030379847.1|SLEB
OG0000742	LOC6498762|XP_001967255.1|DANA	LOC115627583|XP_030379167.1|SLEB
OG0000742	LOC6498763|XP_001967254.2|DANA	LOC115627481|XP_030379020.1|SLEB
OG0000743	LOC6507084|XP_032310269.1|DANA	LOC115633054|XP_030386259.1|SLEB
OG0000743	LOC6494428|XP_001960341.1|DANA	LOC115634620|XP_030388329.1|SLEB
OG0000744	LOC6496618|XP_001961274.3|DANA	LOC115629175|XP_030381413.1|SLEB
OG0000745	LOC6495061|XP_001959146.1|DANA	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB
OG0000745	LOC6496609|XP_001961251.1|DANA	LOC115634664|XP_030388387.1|SLEB
OG0000746	LOC6496492|XP_001961010.1|DANA	LOC115620015|XP_030368977.1|SLEB
OG0000747	LOC6493875|XP_001958599.1|DANA	LOC115632487|XP_030385525.1|SLEB
OG0000747	LOC6493874|XP_032310046.1|DANA	LOC115632957|XP_030386116.1|SLEB
OG0000748	LOC6503295|XP_032309199.1|DANA	LOC115630703|XP_030383216.1|SLEB
OG0000750	LOC6495702|XP_001959404.2|DANA, LOC6499996|XP_001953463.1|DANA	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB
OG0000751	LOC6495172|XP_032306457.1|DANA, LOC6495173|XP_001958912.1|DANA	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB
OG0000752	LOC6499529|XP_001954432.2|DANA, LOC6500720|XP_032312296.1|DANA, LOC6499301|XP_001954913.2|DANA, LOC6496705|XP_001967346.1|DANA, LOC6506013|XP_001965068.1|DANA, LOC6504290|XP_032310944.1|DANA, LOC6504308|XP_001965048.2|DANA	LOC115624068|XP_030374514.1|SLEB
OG0000753	LOC6500734|XP_001953812.1|DANA	LOC115621110|XP_030370512.1|SLEB
OG0000754	LOC6504422|XP_014759463.1|DANA	LOC115627163|XP_030378607.1|SLEB
OG0000754	LOC6502050|XP_001967147.2|DANA, LOC116656434|XP_032311924.1|DANA	LOC115627856|XP_030379577.1|SLEB
OG0000755	LOC26514073|XP_032312069.1|DANA	LOC115620993|XP_030370373.1|SLEB
OG0000755	LOC6500378|XP_001953087.1|DANA	LOC115620992|XP_030370371.1|SLEB
OG0000756	LOC6500669|XP_001953690.1|DANA	LOC115629548|XP_030381890.1|SLEB
OG0000757	LOC6492998|XP_001956828.1|DANA	LOC115628322|XP_030380237.1|SLEB
OG0000758	LOC6493089|XP_014764209.1|DANA, LOC6493088|XP_001957018.1|DANA	LOC115624504|XP_030375069.1|SLEB
OG0000759	LOC6507541|XP_001955883.3|DANA	LOC115632664|XP_030385757.1|SLEB
OG0000759	LOC6507540|XP_001955882.2|DANA	LOC115632137|XP_030385012.1|SLEB
OG0000760	LOC6496381|XP_014763785.1|DANA	LOC115634764|XP_030388519.1|SLEB
OG0000761	LOC6496921|XP_014761432.1|DANA	LOC115631320|XP_030383897.1|SLEB
OG0000761	LOC6498601|XP_001963138.2|DANA	LOC115632011|XP_030384801.1|SLEB
OG0000762	LOC6498036|XP_001961942.1|DANA	LOC115625652|XP_030376640.1|SLEB
OG0000762	LOC6503303|XP_001967574.1|DANA	LOC115631875|XP_030384584.1|SLEB
OG0000763	LOC6506819|XP_001965255.1|DANA	LOC115630747|XP_030383261.1|SLEB
OG0000763	LOC6506808|XP_001965254.1|DANA	LOC115630695|XP_030383207.1|SLEB
OG0000764	LOC6500851|XP_014766760.1|DANA	LOC115621927|XP_030371631.1|SLEB
OG0000764	LOC6504254|XP_032308873.1|DANA	LOC115633306|XP_030386585.1|SLEB
OG0000765	LOC6507661|XP_001956095.1|DANA	LOC115628365|XP_030380302.1|SLEB
OG0000765	LOC6503696|XP_032308471.1|DANA	LOC115627771|XP_030379429.1|SLEB
OG0000766	LOC6503864|XP_001963741.1|DANA	LOC115629736|XP_030382131.1|SLEB
OG0000767	LOC6498840|XP_001955833.2|DANA	LOC115625324|XP_030376207.1|SLEB
OG0000767	LOC6506348|XP_001958055.1|DANA	LOC115628797|XP_030380869.1|SLEB
OG0000768	LOC6492926|XP_001956664.1|DANA	LOC115629400|XP_030381717.1|SLEB
OG0000769	LOC6500057|XP_001953306.1|DANA, LOC6504386|XP_001967068.1|DANA	LOC115627782|XP_030379452.1|SLEB
OG0000771	LOC6493130|XP_014764227.1|DANA, LOC6493131|XP_001957110.1|DANA	LOC115632497|XP_030385534.1|SLEB
OG0000772	LOC6494383|XP_001960427.2|DANA, LOC6494365|XP_001960454.1|DANA	LOC115634665|XP_030388384.1|SLEB
OG0000774	LOC116654455|XP_032307018.1|DANA, LOC26515289|XP_014764117.1|DANA, LOC6496316|XP_014763752.1|DANA	LOC115634000|XP_030387384.1|SLEB
OG0000775	LOC6495809|XP_001959631.2|DANA	LOC115624948|XP_030375659.1|SLEB
OG0000775	LOC6494990|XP_001959262.2|DANA	LOC115634170|XP_030387613.1|SLEB
OG0000778	LOC6493326|XP_001957529.1|DANA, LOC6502732|XP_032310545.1|DANA	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB
OG0000779	LOC6505084|XP_001965500.2|DANA	LOC115626746|XP_030378057.1|SLEB
OG0000780	LOC6496620|XP_001961277.1|DANA	LOC115623469|XP_030373696.1|SLEB
OG0000781	LOC6502133|XP_001966148.2|DANA	LOC115626655|XP_030377922.1|SLEB
OG0000781	LOC6506100|XP_001958552.1|DANA	LOC115632546|XP_030385621.1|SLEB
OG0000782	LOC6507135|XP_001956608.1|DANA	LOC115623231|XP_030373340.1|SLEB
OG0000782	LOC6502168|XP_001966093.1|DANA	LOC115629137|XP_030381342.1|SLEB
OG0000783	LOC6507131|XP_001956616.1|DANA	LOC115620854|XP_030370158.1|SLEB
OG0000783	LOC6503710|XP_001963883.1|DANA	LOC115633212|XP_030386459.1|SLEB
OG0000784	LOC6506957|XP_001956924.1|DANA	LOC115632956|XP_030386115.1|SLEB
OG0000784	LOC6505054|XP_001965549.1|DANA	LOC115628703|XP_030380744.1|SLEB
OG0000785	LOC6501498|XP_001955374.2|DANA, LOC6499081|XP_001955344.1|DANA	LOC115621118|XP_030370522.1|SLEB
OG0000786	LOC116655457|XP_032309240.1|DANA	LOC115626176|XP_030377311.1|SLEB
OG0000786	LOC6500777|XP_014766717.1|DANA	LOC115620536|XP_030369671.1|SLEB
OG0000787	LOC6507292|XP_001956302.1|DANA	LOC115632438|XP_030385442.1|SLEB
OG0000787	LOC6502268|XP_001966131.2|DANA	LOC115629947|XP_030382416.1|SLEB
OG0000788	LOC116654934|XP_032307600.1|DANA	LOC115631634|XP_030384303.1|SLEB
OG0000788	LOC6493506|XP_001957890.1|DANA	LOC115628252|XP_030380128.1|SLEB
OG0000789	LOC26515070|XP_014762399.1|DANA	LOC115629061|XP_030381237.1|SLEB
OG0000789	LOC6497136|XP_032311249.1|DANA	LOC115629060|XP_030381236.1|SLEB
OG0000790	LOC6497857|XP_001961581.1|DANA	LOC115628530|XP_030380551.1|SLEB
OG0000791	LOC6503423|XP_001967455.1|DANA	LOC115629879|XP_030382336.1|SLEB
OG0000791	LOC6505995|XP_014760873.1|DANA	LOC115621525|XP_030371051.1|SLEB
OG0000792	LOC6497543|XP_001961861.3|DANA	LOC115631780|XP_030384474.1|SLEB
OG0000793	LOC6500406|XP_001953149.1|DANA	LOC115623565|XP_030373822.1|SLEB
OG0000794	LOC6503531|XP_032308766.1|DANA	LOC115629864|XP_030382312.1|SLEB
OG0000795	LOC6505784|XP_001964373.1|DANA	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB
OG0000796	LOC6505839|XP_001964466.1|DANA	LOC115620420|XP_030369504.1|SLEB
OG0000796	LOC6503006|XP_001963428.1|DANA	LOC115626807|XP_030378137.1|SLEB
OG0000797	LOC6499328|XP_001954858.1|DANA	LOC115623362|XP_030373508.1|SLEB
OG0000798	LOC6494040|XP_001961099.2|DANA	LOC115626864|XP_030378234.1|SLEB
OG0000798	LOC6494042|XP_001961097.1|DANA	LOC115628315|XP_030380233.1|SLEB
OG0000799	LOC6500530|XP_001953399.2|DANA	LOC115622877|XP_030372826.1|SLEB
OG0000799	LOC6502112|XP_001966188.2|DANA	LOC115629792|XP_030382211.1|SLEB
OG0000800	LOC6493767|XP_001958399.1|DANA	LOC115624783|XP_030375474.1|SLEB
OG0000801	LOC6494496|XP_001960222.2|DANA	LOC115626800|XP_030378133.1|SLEB
OG0000802	LOC6503018|XP_001963395.1|DANA, LOC6503019|XP_001963394.1|DANA	LOC115628822|XP_030380912.1|SLEB
OG0000803	LOC6498628|XP_001963185.1|DANA	LOC115630694|XP_030383206.1|SLEB
OG0000803	LOC6507043|XP_001956764.1|DANA	LOC115622649|XP_030372516.1|SLEB
OG0000804	LOC6495679|XP_001959371.1|DANA, LOC6499444|XP_001954629.1|DANA	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB
OG0000805	LOC6494061|XP_001961062.1|DANA	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB
OG0000806	LOC6497541|XP_032307511.1|DANA	LOC115631223|XP_030383792.1|SLEB
OG0000807	LOC26515432|XP_014762432.1|DANA	LOC115626077|XP_030377190.1|SLEB
OG0000810	LOC6495102|XP_001959067.1|DANA, LOC6495101|XP_001959068.1|DANA, LOC6495100|XP_001959069.2|DANA	LOC115633165|XP_030386437.1|SLEB
OG0000811	LOC6505734|XP_001964364.1|DANA	LOC115634013|XP_030387397.1|SLEB
OG0000811	LOC6494132|XP_032306608.1|DANA	LOC115627523|XP_030379086.1|SLEB
OG0000812	LOC6502491|XP_001967493.1|DANA	LOC115628035|XP_030379838.1|SLEB
OG0000813	LOC6495769|XP_001959537.1|DANA	LOC115621588|XP_030371142.1|SLEB
OG0000814	LOC6507586|XP_001965404.1|DANA	LOC115631370|XP_030383951.1|SLEB
OG0000815	LOC6498321|XP_001962541.1|DANA	LOC115628494|XP_030380489.1|SLEB
OG0000816	LOC6500086|XP_001953256.2|DANA	LOC115623329|XP_030373452.1|SLEB
OG0000817	LOC6503421|XP_001967459.1|DANA, LOC6502489|XP_001967458.1|DANA	LOC115625540|XP_030376476.1|SLEB
OG0000818	LOC6504771|XP_001966316.1|DANA	LOC115627273|XP_030378763.1|SLEB
OG0000818	LOC26515142|XP_014762407.1|DANA	LOC115627208|XP_030378687.1|SLEB
OG0000819	LOC6502214|XP_001966019.1|DANA	LOC115629908|XP_030382373.1|SLEB
OG0000819	LOC6502213|XP_001966020.3|DANA	LOC115629909|XP_030382374.1|SLEB
OG0000820	LOC6496613|XP_001961261.1|DANA	LOC115633748|XP_030387083.1|SLEB
OG0000821	LOC6499710|XP_001954083.1|DANA	LOC115621003|XP_030370383.1|SLEB
OG0000821	LOC6494168|XP_001960835.1|DANA	LOC115634734|XP_030388480.1|SLEB
OG0000822	LOC6506953|XP_001956929.1|DANA, LOC6498041|XP_032307650.1|DANA	LOC115626101|XP_030377213.1|SLEB
OG0000823	LOC26514797|XP_032307330.1|DANA, LOC6499899|XP_014766271.2|DANA	LOC115621687|XP_030371257.1|SLEB, LOC115621478|XP_030370997.1|SLEB
OG0000824	LOC6497022|XP_001962913.1|DANA	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB
OG0000825	LOC6506955|XP_032310810.1|DANA	LOC115631892|XP_030384601.1|SLEB
OG0000825	LOC6496730|XP_001967349.2|DANA	LOC115631910|XP_030384621.1|SLEB
OG0000826	LOC6495963|XP_001959941.1|DANA	LOC115625100|XP_030376272.1|SLEB
OG0000827	LOC6506165|XP_001958430.1|DANA, LOC6506164|XP_001958431.1|DANA, LOC6506163|XP_001958432.1|DANA	LOC115632510|XP_030385560.1|SLEB
OG0000828	LOC6499197|XP_001955126.2|DANA, LOC26513744|XP_014767206.1|DANA	LOC115621661|XP_030371228.1|SLEB
OG0000829	LOC6506477|XP_001965185.1|DANA	LOC115634081|XP_030387499.1|SLEB
OG0000830	LOC6503155|XP_014761319.1|DANA	LOC115627051|XP_030378454.1|SLEB
OG0000831	LOC6506230|XP_001958300.1|DANA	LOC115620550|XP_030369694.1|SLEB
OG0000832	LOC6496413|XP_001960866.1|DANA	LOC115630056|XP_030382550.1|SLEB
OG0000832	LOC6506468|XP_001965183.1|DANA	LOC115626117|XP_030377232.1|SLEB
OG0000833	LOC6493665|XP_001958183.3|DANA	LOC115633915|XP_030387287.1|SLEB
OG0000834	LOC6501573|XP_001955498.1|DANA, LOC6501574|XP_001955499.2|DANA	LOC115622025|XP_030371744.1|SLEB
OG0000835	LOC26514435|XP_032311548.1|DANA, LOC116656231|XP_032311602.1|DANA	LOC115630731|XP_030383245.1|SLEB
OG0000835	LOC6507416|XP_032309647.1|DANA	LOC115633164|XP_030386435.1|SLEB
OG0000836	LOC6506414|XP_001965169.2|DANA, LOC6496927|XP_001963120.2|DANA	LOC115631033|XP_030383516.1|SLEB
OG0000837	LOC26515102|XP_014764091.1|DANA	LOC115633929|XP_030387306.1|SLEB
OG0000837	LOC6503542|XP_001964185.1|DANA	LOC115629286|XP_030381586.1|SLEB
OG0000838	LOC26515305|XP_014762418.1|DANA	LOC115631443|XP_030384046.1|SLEB
OG0000838	LOC26515372|XP_014762426.1|DANA	LOC115631811|XP_030384508.1|SLEB
OG0000839	LOC6499132|XP_001955238.1|DANA	LOC115623518|XP_030373759.1|SLEB
OG0000839	LOC6500421|XP_032305494.1|DANA	LOC115623788|XP_030374190.1|SLEB
OG0000840	LOC6503473|XP_001964315.2|DANA	LOC115629508|XP_030381849.1|SLEB
OG0000840	LOC6493916|XP_001961329.1|DANA, LOC6503715|XP_032308431.1|DANA	LOC115627464|XP_030378996.1|SLEB
OG0000841	LOC6505780|XP_032305611.1|DANA, LOC26515451|XP_014760946.1|DANA	LOC115621899|XP_030371588.1|SLEB
OG0000841	LOC26514219|XP_014760911.1|DANA	LOC115620566|XP_030369715.1|SLEB
OG0000842	LOC6494090|XP_001961000.1|DANA	LOC115634348|XP_030387864.1|SLEB
OG0000842	LOC6501106|XP_001954560.1|DANA	LOC115620792|XP_030370072.1|SLEB
OG0000843	LOC6495726|XP_001959446.1|DANA	LOC115623677|XP_030374010.1|SLEB
OG0000844	LOC6494232|XP_001960692.2|DANA	LOC115620021|XP_030368985.1|SLEB
OG0000844	LOC6500108|XP_001953208.1|DANA	LOC115623803|XP_030374206.1|SLEB
OG0000845	LOC6503032|XP_001963373.1|DANA, LOC6503031|XP_001963375.2|DANA	LOC115629856|XP_030382299.1|SLEB
