Orthogroup	DANA.longest_only	DGUA.longest_only
OG0000199	LOC6494311|XP_001960558.2|DANA	LOC117585233|XP_034130521.1|DGUA
OG0000199	LOC6496258|XP_001960556.1|DANA	LOC117587832|XP_034134688.1|DGUA
OG0000200	LOC6501604|XP_001955572.2|DANA, LOC6505549|XP_001964720.1|DANA, LOC6505551|XP_014760701.2|DANA, LOC6505550|XP_001964721.2|DANA, LOC6505548|XP_001964722.1|DANA, LOC6505546|XP_001964723.1|DANA	LOC117583597|XP_034127881.1|DGUA
OG0000201	LOC6501050|XP_001954462.1|DANA	LOC117585855|XP_034131496.1|DGUA
OG0000201	LOC6501049|XP_001954459.1|DANA	LOC117585853|XP_034131492.1|DGUA
OG0000202	LOC6505717|XP_001964397.1|DANA	LOC117586090|XP_034131837.1|DGUA
OG0000202	LOC6493541|XP_001957966.1|DANA	LOC117591304|XP_034140402.1|DGUA, LOC117579256|XP_034120934.1|DGUA
OG0000203	LOC6495972|XP_001959954.1|DANA	LOC117592623|XP_034142448.1|DGUA
OG0000203	LOC6495969|XP_001959951.2|DANA, LOC6495970|XP_001959952.1|DANA, LOC6495968|XP_001959950.1|DANA	LOC117589329|XP_034137072.1|DGUA
OG0000203	LOC6495971|XP_001959953.1|DANA	LOC117581838|XP_034125179.1|DGUA, LOC117589338|XP_034137085.1|DGUA
OG0000204	LOC6495258|XP_001958745.1|DANA	LOC117578498|XP_034119926.1|DGUA
OG0000204	LOC26515362|XP_032307438.1|DANA, LOC6498002|XP_032307440.1|DANA, LOC116654915|XP_032307439.1|DANA	LOC117584930|XP_034129981.1|DGUA, LOC117592392|XP_034141999.1|DGUA
OG0000205	LOC6501078|XP_001954516.1|DANA	LOC117585075|XP_034130230.1|DGUA
OG0000205	LOC6505863|XP_001964505.1|DANA	LOC117585020|XP_034130152.1|DGUA
OG0000206	LOC6496203|XP_001960440.1|DANA	LOC117591994|XP_034141330.1|DGUA
OG0000206	LOC6506080|XP_001965111.1|DANA	LOC117584715|XP_034129651.1|DGUA
OG0000206	LOC6494376|XP_001960438.1|DANA	LOC117586721|XP_034132908.1|DGUA
OG0000207	LOC6493122|XP_001957092.1|DANA	LOC117587063|XP_034133395.1|DGUA
OG0000207	LOC6506649|XP_032310004.1|DANA	LOC117589374|XP_034137176.1|DGUA
OG0000208	LOC116654681|XP_032306080.1|DANA, LOC116654682|XP_032306083.1|DANA	LOC117588079|XP_034135040.1|DGUA
OG0000208	LOC6502570|XP_032306853.1|DANA	LOC117592684|XP_034142536.1|DGUA
OG0000210	LOC6503682|XP_001963941.2|DANA	LOC117581120|XP_034123935.1|DGUA
OG0000211	LOC116656399|XP_032311840.1|DANA	LOC117591040|XP_034140026.1|DGUA
OG0000211	LOC6500740|XP_001953823.1|DANA	LOC117583719|XP_034128118.1|DGUA
OG0000211	LOC6498971|XP_001955584.1|DANA, LOC6506662|XP_001957456.1|DANA	LOC117583144|XP_034127224.1|DGUA
OG0000211	LOC6500742|XP_014766694.1|DANA	LOC117583718|XP_034128116.1|DGUA
OG0000212	LOC6498130|XP_001962139.2|DANA	LOC117581957|XP_034125330.1|DGUA
OG0000212	LOC6497412|XP_014761697.1|DANA	LOC117582419|XP_034126011.1|DGUA
OG0000213	LOC6506233|XP_032310206.1|DANA	LOC117580458|XP_034122921.1|DGUA
OG0000213	LOC6493890|XP_032311524.1|DANA	LOC117592198|XP_034141698.1|DGUA
OG0000214	LOC6504984|XP_001965688.1|DANA	LOC117580767|XP_034123352.1|DGUA
OG0000214	LOC6495471|XP_001958920.1|DANA	LOC117592176|XP_034141667.1|DGUA
OG0000214	LOC6503420|XP_001967462.2|DANA	LOC117585188|XP_034130427.1|DGUA
OG0000215	LOC6493803|XP_001958471.2|DANA	LOC117579370|XP_034121128.1|DGUA
OG0000215	LOC6493804|XP_001958472.1|DANA	LOC117579368|XP_034121126.1|DGUA
OG0000215	LOC6493801|XP_001958468.1|DANA	LOC117579369|XP_034121127.1|DGUA
OG0000216	LOC6507780|XP_014765471.1|DANA	LOC117588705|XP_034136044.1|DGUA, LOC117588708|XP_034136048.1|DGUA, LOC117588709|XP_034136049.1|DGUA, LOC117588706|XP_034136045.1|DGUA, LOC117588707|XP_034136047.1|DGUA, LOC117588710|XP_034136050.1|DGUA, LOC117580570|XP_034123064.1|DGUA
OG0000216	LOC6503389|XP_001967627.1|DANA	LOC117591010|XP_034139986.1|DGUA
OG0000217	LOC6504938|XP_032309276.1|DANA	LOC117590794|XP_034139640.1|DGUA
OG0000217	LOC6497869|XP_001961608.1|DANA	LOC117582338|XP_034125881.1|DGUA
OG0000217	LOC6504939|XP_001966620.1|DANA	LOC117590793|XP_034139639.1|DGUA
OG0000219	LOC6495528|XP_001959043.1|DANA	LOC117578470|XP_034119893.1|DGUA
OG0000219	LOC6495997|XP_001960008.1|DANA	LOC117578472|XP_034119895.1|DGUA
OG0000219	LOC6495529|XP_001959044.1|DANA	LOC117578468|XP_034119891.1|DGUA
OG0000220	LOC6507007|XP_001956841.1|DANA	LOC117586871|XP_034133059.1|DGUA
OG0000220	LOC6507008|XP_001956838.1|DANA	LOC117587270|XP_034133741.1|DGUA
OG0000220	LOC6493005|XP_001956839.1|DANA	LOC117587126|XP_034133516.1|DGUA
OG0000221	LOC6494857|XP_001959539.2|DANA	LOC117578437|XP_034119832.1|DGUA
OG0000221	LOC6501555|XP_001955466.2|DANA	LOC117589585|XP_034137540.1|DGUA
OG0000221	LOC6494856|XP_032306615.1|DANA	LOC117578434|XP_034119795.1|DGUA
OG0000222	LOC6498414|XP_032311055.1|DANA	LOC117583988|XP_034128585.1|DGUA
OG0000223	LOC6492975|XP_001956775.2|DANA	LOC117587254|XP_034133719.1|DGUA
OG0000223	LOC6506913|XP_001957003.1|DANA	LOC117580214|XP_034122499.1|DGUA
OG0000224	LOC6494827|XP_014763006.1|DANA	LOC117591817|XP_034141043.1|DGUA
OG0000224	LOC6496135|XP_014763639.1|DANA	LOC117586682|XP_034132828.1|DGUA
OG0000225	LOC26515209|XP_014759161.1|DANA	LOC117585453|XP_034130827.1|DGUA
OG0000225	LOC6503410|XP_001967482.2|DANA	LOC117585417|XP_034130781.1|DGUA
OG0000225	LOC6503439|XP_001967481.1|DANA	LOC117585342|XP_034130674.1|DGUA
OG0000226	LOC6507308|XP_001956275.2|DANA	LOC117589392|XP_034137199.1|DGUA
OG0000226	LOC6507752|XP_001956273.1|DANA	LOC117589393|XP_034137200.1|DGUA
OG0000226	LOC6502822|XP_001956270.2|DANA	LOC117589386|XP_034137192.1|DGUA
OG0000228	LOC6503246|XP_001965824.1|DANA	LOC117590157|XP_034138434.1|DGUA
OG0000228	LOC6501698|XP_001955788.1|DANA	LOC117586556|XP_034132610.1|DGUA
OG0000228	LOC6498193|XP_001962273.1|DANA	LOC117584133|XP_034128778.1|DGUA
OG0000229	LOC6501482|XP_032310768.1|DANA	LOC117583694|XP_034128063.1|DGUA
OG0000229	LOC26514110|XP_032309236.1|DANA	LOC117583695|XP_034128064.1|DGUA
OG0000229	LOC6501300|XP_001954946.1|DANA	LOC117585095|XP_034130254.1|DGUA
OG0000230	LOC6494157|XP_001960853.1|DANA	LOC117578797|XP_034120414.1|DGUA
OG0000230	LOC6494156|XP_001960854.1|DANA	LOC117578800|XP_034120420.1|DGUA, LOC117578799|XP_034120418.1|DGUA, LOC117578798|XP_034120416.1|DGUA, LOC117592499|XP_034142236.1|DGUA
OG0000231	LOC6497039|XP_001962868.2|DANA, LOC6497038|XP_001962869.1|DANA, LOC26515549|XP_014762445.1|DANA, LOC6506065|XP_032311435.1|DANA, LOC6506062|XP_001965099.2|DANA, LOC6497040|XP_001962867.2|DANA	LOC117584221|XP_034128893.1|DGUA, LOC117583915|XP_034128484.1|DGUA, LOC117584220|XP_034128891.1|DGUA
OG0000232	LOC6501260|XP_001954870.1|DANA	LOC117586758|XP_034132958.1|DGUA
OG0000232	LOC6496631|XP_001961295.1|DANA	LOC117582432|XP_034126030.1|DGUA
OG0000232	LOC6496632|XP_001961296.1|DANA	LOC117581660|XP_034124937.1|DGUA
OG0000233	LOC6501440|XP_001955260.1|DANA	LOC117591474|XP_034140648.1|DGUA
OG0000233	LOC6501328|XP_001955003.2|DANA	LOC117583397|XP_034127572.1|DGUA
OG0000233	LOC6501329|XP_001955004.1|DANA	LOC117583402|XP_034127576.1|DGUA
OG0000234	LOC6502580|XP_001960722.2|DANA, LOC6496338|XP_001960723.2|DANA	LOC117583611|XP_034127944.1|DGUA
OG0000234	LOC26515090|XP_014764088.1|DANA	LOC117583555|XP_034127812.1|DGUA
OG0000235	LOC6505892|XP_001964564.2|DANA, LOC26513989|XP_032305503.1|DANA	LOC117584957|XP_034130045.1|DGUA
OG0000235	LOC6505893|XP_001964565.1|DANA	LOC117584956|XP_034130044.1|DGUA
OG0000235	LOC6505895|XP_001964566.1|DANA	LOC117584955|XP_034130043.1|DGUA
OG0000236	LOC6503339|XP_001965381.1|DANA	LOC117582510|XP_034126196.1|DGUA
OG0000236	LOC6498382|XP_001962681.2|DANA	LOC117587857|XP_034134714.1|DGUA
OG0000236	LOC6503005|XP_001963430.3|DANA	LOC117591356|XP_034140480.1|DGUA
OG0000237	LOC6493936|XP_014762468.1|DANA	LOC117578458|XP_034119873.1|DGUA
OG0000237	LOC6505965|XP_001964696.2|DANA	LOC117589894|XP_034138055.1|DGUA
OG0000238	LOC6503621|XP_001965279.2|DANA, LOC6503599|XP_001965281.1|DANA	LOC117581796|XP_034125127.1|DGUA
OG0000238	LOC6503610|XP_001965280.1|DANA	LOC117582234|XP_034125736.1|DGUA
OG0000239	LOC6501609|XP_001955583.1|DANA, LOC6499979|XP_001953498.2|DANA	LOC117586408|XP_034132335.1|DGUA
OG0000240	LOC6500016|XP_032305356.1|DANA	LOC117586430|XP_034132358.1|DGUA
OG0000240	LOC6500527|XP_001953394.1|DANA	LOC117586382|XP_034132303.1|DGUA
OG0000240	LOC6499445|XP_001954628.3|DANA	LOC117586041|XP_034131777.1|DGUA
OG0000241	LOC6492932|XP_001956678.1|DANA	LOC117591277|XP_034140368.1|DGUA, LOC117591768|XP_034140971.1|DGUA, LOC117589445|XP_034137280.1|DGUA
OG0000243	LOC26514823|XP_014765667.1|DANA, LOC116655812|XP_032310107.1|DANA	LOC117579866|XP_034121869.1|DGUA, LOC117586263|XP_034132096.1|DGUA, LOC117591723|XP_034140930.1|DGUA, LOC117586324|XP_034132206.1|DGUA
OG0000244	LOC6501551|XP_001955462.1|DANA, LOC6501552|XP_001955463.1|DANA, LOC116656057|XP_032311280.1|DANA	LOC117589794|XP_034137885.1|DGUA
OG0000244	LOC6501554|XP_001955465.1|DANA	LOC117589754|XP_034137826.1|DGUA
OG0000246	LOC6494300|XP_001960576.2|DANA	LOC117586207|XP_034132039.1|DGUA
OG0000247	LOC6502816|XP_001956016.3|DANA, LOC116654475|XP_032309974.1|DANA, LOC6507440|XP_032309973.1|DANA	LOC117580413|XP_034122852.1|DGUA, LOC117580414|XP_034122853.1|DGUA, LOC117580415|XP_034122854.1|DGUA
OG0000248	LOC6506528|XP_001957707.1|DANA	LOC117587385|XP_034133929.1|DGUA
OG0000248	LOC6506529|XP_001957706.2|DANA	LOC117587386|XP_034133931.1|DGUA
OG0000248	LOC6496362|XP_001960764.1|DANA	LOC117592005|XP_034141344.1|DGUA
OG0000249	LOC6498086|XP_001962052.1|DANA	LOC117581786|XP_034125106.1|DGUA
OG0000249	LOC6498087|XP_001962053.1|DANA	LOC117581784|XP_034125104.1|DGUA
OG0000249	LOC6498088|XP_001962054.1|DANA	LOC117581780|XP_034125094.1|DGUA
OG0000250	LOC6497042|XP_001962865.1|DANA	LOC117583934|XP_034128507.1|DGUA
OG0000250	LOC6498457|XP_001962862.1|DANA	LOC117584311|XP_034129028.1|DGUA
OG0000250	LOC6497043|XP_001962864.1|DANA	LOC117583933|XP_034128506.1|DGUA
OG0000251	LOC6503192|XP_001963614.2|DANA	LOC117591321|XP_034140419.1|DGUA
OG0000251	LOC6496450|XP_001960937.3|DANA	LOC117592040|XP_034141402.1|DGUA
OG0000251	LOC26515073|XP_014765696.1|DANA	LOC117579134|XP_034120766.1|DGUA
OG0000252	LOC6494474|XP_001960259.1|DANA	LOC117580018|XP_034122133.1|DGUA
OG0000252	LOC6494478|XP_001960255.3|DANA	LOC117580782|XP_034123372.1|DGUA
OG0000252	LOC6494475|XP_001960258.1|DANA	LOC117591925|XP_034141209.1|DGUA
OG0000253	LOC6495024|XP_001959210.1|DANA, LOC6495018|XP_001959216.1|DANA	LOC117579482|XP_034121273.1|DGUA
OG0000253	LOC6495016|XP_001959218.1|DANA, LOC6495017|XP_001959217.1|DANA	LOC117579474|XP_034121260.1|DGUA
OG0000254	LOC6497382|XP_014761675.1|DANA, LOC6500849|XP_001954030.2|DANA	LOC117583238|XP_034127351.1|DGUA
OG0000254	LOC6502534|XP_032306768.1|DANA	LOC117592143|XP_034141589.1|DGUA
OG0000255	LOC6494938|XP_001959362.1|DANA	LOC117578750|XP_034120327.1|DGUA
OG0000255	LOC6495674|XP_001959361.1|DANA	LOC117578749|XP_034120326.1|DGUA
OG0000256	LOC6496589|XP_001961207.1|DANA	LOC117580563|XP_034123060.1|DGUA
OG0000256	LOC6496587|XP_001961205.1|DANA	LOC117592654|XP_034142489.1|DGUA
OG0000257	LOC6495306|XP_001958659.1|DANA, LOC116655458|XP_032309241.1|DANA	LOC117591810|XP_034141011.1|DGUA
OG0000258	LOC6495095|XP_001959076.1|DANA	LOC117591552|XP_034140738.1|DGUA
OG0000258	LOC6495547|XP_001959078.1|DANA	LOC117579767|XP_034121712.1|DGUA
OG0000259	LOC6500772|XP_001953888.1|DANA, LOC6501356|XP_001955060.3|DANA	LOC117582831|XP_034126778.1|DGUA
OG0000259	LOC6505327|XP_032310963.1|DANA	LOC117588045|XP_034134986.1|DGUA
OG0000259	LOC6505333|XP_001964835.1|DANA, LOC6505332|XP_001964834.1|DANA	LOC117588043|XP_034134982.1|DGUA
OG0000260	LOC6503438|XP_001967479.1|DANA	LOC117585536|XP_034130946.1|DGUA
OG0000260	LOC6495203|XP_001958854.2|DANA	LOC117578791|XP_034120405.1|DGUA
OG0000261	LOC6497210|XP_001962551.1|DANA	LOC117582585|XP_034126323.1|DGUA
OG0000261	LOC6497211|XP_001962550.1|DANA	LOC117582584|XP_034126322.1|DGUA
OG0000262	LOC6493772|XP_032309537.1|DANA	LOC117587329|XP_034133852.1|DGUA
OG0000262	LOC6493773|XP_001958408.1|DANA	LOC117587328|XP_034133851.1|DGUA
OG0000262	LOC6494852|XP_001959551.1|DANA	LOC117581991|XP_034125381.1|DGUA
OG0000263	LOC6495698|XP_001959397.1|DANA	LOC117592602|XP_034142375.1|DGUA
OG0000263	LOC6506169|XP_001958422.1|DANA	LOC117587350|XP_034133881.1|DGUA
OG0000264	LOC6503486|XP_001964285.1|DANA	LOC117581321|XP_034124317.1|DGUA
OG0000264	LOC6505583|XP_032305469.1|DANA	LOC117583538|XP_034127782.1|DGUA
OG0000265	LOC6496149|XP_001960335.2|DANA, LOC6507503|XP_014765273.1|DANA	LOC117587232|XP_034133692.1|DGUA
OG0000266	LOC26514777|XP_032306529.1|DANA	LOC117579517|XP_034121319.1|DGUA
OG0000266	LOC26514854|XP_032306528.1|DANA	LOC117579498|XP_034121295.1|DGUA
OG0000266	LOC6495614|XP_001959221.1|DANA	LOC117579509|XP_034121307.1|DGUA
OG0000267	LOC6505552|XP_032305360.1|DANA, LOC116654490|XP_032305361.1|DANA, LOC26514076|XP_014760903.1|DANA, LOC116654565|XP_032305717.1|DANA	LOC117583081|XP_034127149.1|DGUA
OG0000267	LOC6501603|XP_001955571.1|DANA, LOC6501605|XP_001955573.1|DANA	LOC117583080|XP_034127148.1|DGUA
OG0000268	LOC6501406|XP_001955184.1|DANA	LOC117582829|XP_034126772.1|DGUA
OG0000268	LOC6501407|XP_001955185.1|DANA	LOC117582830|XP_034126773.1|DGUA
OG0000269	LOC6499779|XP_001953937.1|DANA	LOC117583063|XP_034127126.1|DGUA
OG0000269	LOC6503419|XP_001967465.3|DANA	LOC117585344|XP_034130679.1|DGUA
OG0000270	LOC6495914|XP_014763533.1|DANA	LOC117592070|XP_034141469.1|DGUA
OG0000271	LOC6498216|XP_001962320.1|DANA	LOC117588096|XP_034135058.1|DGUA
OG0000271	LOC26515253|XP_014764109.1|DANA	LOC117590211|XP_034138598.1|DGUA
OG0000271	LOC6494737|XP_001959757.1|DANA	LOC117592177|XP_034141668.1|DGUA
OG0000272	LOC6506409|XP_032310463.1|DANA	LOC117580581|XP_034123077.1|DGUA, LOC117579324|XP_034121029.1|DGUA
OG0000272	LOC6506034|XP_032311707.1|DANA	LOC117590577|XP_034139209.1|DGUA
OG0000273	LOC6501314|XP_001954973.2|DANA	LOC117586163|XP_034131954.1|DGUA, LOC117586731|XP_034132917.1|DGUA
OG0000273	LOC6496913|XP_001963157.1|DANA	LOC117584037|XP_034128664.1|DGUA
OG0000273	LOC6499664|XP_001954192.1|DANA	LOC117590005|XP_034138182.1|DGUA
OG0000274	LOC6494203|XP_001960756.1|DANA	LOC117589516|XP_034137395.1|DGUA, LOC117589517|XP_034137398.1|DGUA, LOC117589725|XP_034137788.1|DGUA, LOC117584522|XP_034129397.1|DGUA
OG0000276	LOC6496085|XP_001960187.2|DANA, LOC26514003|XP_014763965.1|DANA	LOC117585182|XP_034130420.1|DGUA
OG0000277	LOC6502685|XP_032305684.1|DANA	LOC117585376|XP_034130715.1|DGUA
OG0000277	LOC6499756|XP_032308084.1|DANA	LOC117585395|XP_034130750.1|DGUA
OG0000277	LOC6499755|XP_001953987.1|DANA	LOC117585378|XP_034130717.1|DGUA
OG0000279	LOC6506971|XP_001956898.1|DANA	LOC117579983|XP_034122053.1|DGUA
OG0000279	LOC6506972|XP_001956897.1|DANA	LOC117579984|XP_034122054.1|DGUA
OG0000280	LOC6493622|XP_001958119.1|DANA	LOC117579883|XP_034121910.1|DGUA
OG0000280	LOC6493623|XP_032310371.1|DANA	LOC117579882|XP_034121909.1|DGUA
OG0000280	LOC6493621|XP_001958118.1|DANA	LOC117579881|XP_034121908.1|DGUA
OG0000281	LOC6493762|XP_001958389.2|DANA	LOC117589456|XP_034137299.1|DGUA, LOC117591618|XP_034140821.1|DGUA
OG0000281	LOC6503150|XP_001963526.1|DANA	LOC117580866|XP_034123506.1|DGUA
OG0000281	LOC6498807|XP_001967298.2|DANA	LOC117588506|XP_034135719.1|DGUA
OG0000282	LOC6492965|XP_001956759.1|DANA	LOC117587145|XP_034133543.1|DGUA
OG0000283	LOC6494668|XP_001959902.1|DANA	LOC117592109|XP_034141521.1|DGUA
OG0000283	LOC6505911|XP_032305485.1|DANA	LOC117583739|XP_034128146.1|DGUA
OG0000284	LOC6497781|XP_001961439.1|DANA	LOC117584410|XP_034129165.1|DGUA
OG0000284	LOC6497751|XP_032307627.1|DANA	LOC117584194|XP_034128853.1|DGUA
OG0000285	LOC6496580|XP_001961193.1|DANA	LOC117578660|XP_034120591.1|DGUA
OG0000285	LOC6496579|XP_001961192.1|DANA, LOC6496578|XP_001961191.1|DANA	LOC117580252|XP_034122981.1|DGUA
OG0000286	LOC6497101|XP_001962755.1|DANA	LOC117584327|XP_034129046.1|DGUA
OG0000286	LOC6497102|XP_001962751.1|DANA	LOC117584329|XP_034129049.1|DGUA
OG0000287	LOC6505317|XP_001965747.1|DANA	LOC117590945|XP_034139884.1|DGUA
OG0000287	LOC6505315|XP_001965745.3|DANA	LOC117590954|XP_034139894.1|DGUA
OG0000287	LOC6505316|XP_001965746.1|DANA	LOC117591042|XP_034140028.1|DGUA
OG0000288	LOC6502445|XP_001961524.3|DANA, LOC6505958|XP_001965057.2|DANA	LOC117587972|XP_034134872.1|DGUA
OG0000288	LOC6502764|XP_001965055.1|DANA, LOC6502763|XP_001965054.1|DANA	LOC117587974|XP_034134873.1|DGUA
OG0000289	LOC6507705|XP_001956174.2|DANA	LOC117579688|XP_034121568.1|DGUA
OG0000289	LOC6507341|XP_032310739.1|DANA	LOC117580002|XP_034122094.1|DGUA
OG0000289	LOC6507704|XP_032310720.1|DANA	LOC117579687|XP_034121565.1|DGUA
OG0000290	LOC26515011|XP_014764073.1|DANA	LOC117592477|XP_034142209.1|DGUA
OG0000291	LOC6507176|XP_014765092.1|DANA	LOC117579846|XP_034121835.1|DGUA
OG0000291	LOC26515161|XP_014765703.1|DANA, LOC26514156|XP_014761358.1|DANA	LOC117587462|XP_034134077.1|DGUA
OG0000292	LOC6494452|XP_001960298.3|DANA	LOC117578854|XP_034120534.1|DGUA
OG0000292	LOC6493731|XP_001958325.1|DANA	LOC117580221|XP_034122517.1|DGUA
OG0000293	LOC6501519|XP_001955410.2|DANA	LOC117583431|XP_034127621.1|DGUA
OG0000293	LOC6498632|XP_001963195.1|DANA	LOC117584814|XP_034129826.1|DGUA
OG0000293	LOC6501517|XP_001955408.1|DANA	LOC117583110|XP_034127182.1|DGUA
OG0000294	LOC6497754|XP_032307767.1|DANA	LOC117583860|XP_034128371.1|DGUA
OG0000294	LOC6504257|XP_014759219.1|DANA	LOC117590345|XP_034138735.1|DGUA
OG0000295	LOC6496353|XP_001960750.1|DANA	LOC117578517|XP_034119953.1|DGUA
OG0000295	LOC6499085|XP_001955335.1|DANA	LOC117583161|XP_034127247.1|DGUA
OG0000295	LOC26514191|XP_014763988.1|DANA	LOC117578609|XP_034120094.1|DGUA
OG0000296	LOC6506382|XP_001965161.1|DANA	LOC117591067|XP_034140059.1|DGUA
OG0000296	LOC6507672|XP_001956122.1|DANA	LOC117588996|XP_034136494.1|DGUA
OG0000296	LOC6505143|XP_001965431.1|DANA	LOC117588343|XP_034135444.1|DGUA
OG0000297	LOC6495439|XP_032306633.1|DANA, LOC6495438|XP_001958849.1|DANA	LOC117591914|XP_034141195.1|DGUA, LOC117591915|XP_034141198.1|DGUA
OG0000298	LOC6504460|XP_032308262.1|DANA	LOC117588355|XP_034135458.1|DGUA
OG0000298	LOC6502361|XP_001967530.1|DANA	LOC117588374|XP_034135483.1|DGUA
OG0000298	LOC6502862|XP_001967554.1|DANA	LOC117585525|XP_034130924.1|DGUA
OG0000299	LOC6500377|XP_001953081.1|DANA	LOC117589561|XP_034137487.1|DGUA
OG0000299	LOC116654477|XP_032306951.1|DANA	LOC117589590|XP_034137547.1|DGUA
OG0000299	LOC6500374|XP_032306948.1|DANA	LOC117589589|XP_034137546.1|DGUA
OG0000300	LOC6507859|XP_032310379.1|DANA	LOC117580495|XP_034122974.1|DGUA
OG0000300	LOC6507860|XP_001956483.1|DANA	LOC117580493|XP_034122971.1|DGUA
OG0000301	LOC6495047|XP_001953453.3|DANA	LOC117590674|XP_034139441.1|DGUA
OG0000301	LOC6498131|XP_001962140.2|DANA	LOC117582104|XP_034125560.1|DGUA
OG0000302	LOC6506834|XP_001957147.2|DANA	LOC117587184|XP_034133594.1|DGUA
OG0000302	LOC6493147|XP_001957148.1|DANA	LOC117587185|XP_034133595.1|DGUA
OG0000303	LOC6507146|XP_001956587.1|DANA	LOC117579447|XP_034121227.1|DGUA
OG0000303	LOC26514940|XP_014759706.1|DANA	LOC117580841|XP_034123472.1|DGUA
OG0000303	LOC6504533|XP_001964936.1|DANA	LOC117581927|XP_034125296.1|DGUA
OG0000304	LOC6505620|XP_014760730.1|DANA	LOC117583711|XP_034128093.1|DGUA
OG0000304	LOC6505619|XP_001964587.1|DANA	LOC117583712|XP_034128094.1|DGUA
OG0000305	LOC6507096|XP_001956676.1|DANA	LOC117591273|XP_034140361.1|DGUA
OG0000305	LOC6507101|XP_001956673.1|DANA	LOC117591271|XP_034140357.1|DGUA
OG0000305	LOC6507100|XP_032310447.1|DANA	LOC117591284|XP_034140373.1|DGUA
OG0000306	LOC6496159|XP_001960350.1|DANA	LOC117591916|XP_034141199.1|DGUA
OG0000306	LOC6503102|XP_032308994.1|DANA	LOC117590982|XP_034139948.1|DGUA
OG0000307	LOC6499555|XP_032305637.1|DANA	LOC117585216|XP_034130494.1|DGUA
OG0000307	LOC6501476|XP_032310563.1|DANA	LOC117583556|XP_034127810.1|DGUA
OG0000308	LOC6505376|XP_001964867.1|DANA	LOC117587691|XP_034134477.1|DGUA
OG0000308	LOC6500656|XP_001953663.1|DANA, LOC6500655|XP_001953661.1|DANA	LOC117583585|XP_034127863.1|DGUA
OG0000308	LOC6498330|XP_001962558.1|DANA	LOC117587567|XP_034134282.1|DGUA
OG0000309	LOC6503365|XP_001967649.1|DANA, LOC6500229|XP_001952983.1|DANA	LOC117586562|XP_034132613.1|DGUA
OG0000310	LOC6505007|XP_001965643.1|DANA, LOC6493355|XP_001957584.1|DANA	LOC117578520|XP_034119955.1|DGUA, LOC117580838|XP_034123468.1|DGUA
OG0000311	LOC6501067|XP_001954493.1|DANA	LOC117585640|XP_034131116.1|DGUA
OG0000311	LOC6501090|XP_001954534.1|DANA, LOC6501089|XP_001954533.1|DANA	LOC117584946|XP_034130029.1|DGUA
OG0000311	LOC6498785|XP_001967248.1|DANA	LOC117588268|XP_034135313.1|DGUA
OG0000312	LOC6504696|XP_014760458.1|DANA	LOC117588226|XP_034135263.1|DGUA
OG0000312	LOC6498063|XP_032307495.1|DANA	LOC117582061|XP_034125504.1|DGUA
OG0000313	LOC6498342|XP_001962585.1|DANA	LOC117588087|XP_034135047.1|DGUA
OG0000313	LOC6497096|XP_032311431.1|DANA	LOC117584344|XP_034129067.1|DGUA
OG0000314	LOC6498496|XP_001962950.1|DANA	LOC117584079|XP_034128717.1|DGUA
OG0000314	LOC6498495|XP_001962949.1|DANA	LOC117584076|XP_034128712.1|DGUA
OG0000315	LOC6503386|XP_014760386.1|DANA	LOC117582545|XP_034126245.1|DGUA
OG0000316	LOC6493990|XP_001961186.1|DANA	LOC117581318|XP_034124312.1|DGUA
OG0000316	LOC6493989|XP_001961187.1|DANA	LOC117582148|XP_034125627.1|DGUA
OG0000318	LOC6495000|XP_014763113.2|DANA, LOC116655993|XP_032310879.1|DANA	LOC117591565|XP_034140768.1|DGUA
OG0000319	LOC6500943|XP_001954220.1|DANA, LOC6501031|XP_001954421.3|DANA, LOC6499535|XP_001954420.2|DANA	LOC117585136|XP_034130355.1|DGUA, LOC117585134|XP_034130353.1|DGUA
OG0000320	LOC6499876|XP_001953720.2|DANA	LOC117585436|XP_034130802.1|DGUA
OG0000320	LOC6497699|XP_001961539.1|DANA	LOC117581947|XP_034125320.1|DGUA
OG0000320	LOC6501664|XP_001955711.1|DANA	LOC117589793|XP_034137884.1|DGUA
OG0000321	LOC6504282|XP_032310941.1|DANA	LOC117582495|XP_034126166.1|DGUA
OG0000322	LOC116654471|XP_032305651.1|DANA, LOC6503701|XP_032308562.1|DANA	LOC117588679|XP_034136018.1|DGUA
OG0000322	LOC6503657|XP_032308389.1|DANA	LOC117590981|XP_034139947.1|DGUA
OG0000323	LOC6505703|XP_001964988.1|DANA	LOC117588174|XP_034135179.1|DGUA
OG0000323	LOC6501659|XP_001955701.1|DANA	LOC117585152|XP_034130374.1|DGUA
OG0000323	LOC6501658|XP_001955700.1|DANA	LOC117585153|XP_034130375.1|DGUA
OG0000324	LOC6496533|XP_001961090.1|DANA	LOC117592513|XP_034142249.1|DGUA
OG0000325	LOC6506295|XP_001958182.1|DANA	LOC117579905|XP_034121932.1|DGUA
OG0000325	LOC6493662|XP_001958179.1|DANA	LOC117579788|XP_034121740.1|DGUA
OG0000327	LOC6496508|XP_014763857.1|DANA	LOC117578598|XP_034120078.1|DGUA
OG0000327	LOC6500092|XP_001953244.1|DANA, LOC6496509|XP_001961045.1|DANA	LOC117578597|XP_034120077.1|DGUA
OG0000327	LOC6496510|XP_001961046.1|DANA	LOC117578599|XP_034120080.1|DGUA
