Orthogroup	DANA.longest_only	DSUB.longest_only
OG0002685	LOC6492956|XP_032310176.1|DANA	LOC117895288|XP_034658721.1|DSUB
OG0002686	LOC6507496|XP_001955888.1|DANA	LOC117895591|XP_034659232.1|DSUB
OG0002687	LOC6493639|XP_014764477.1|DANA	LOC117895428|XP_034658959.1|DSUB
OG0002688	LOC6492980|XP_001956783.1|DANA	LOC117893567|XP_034656127.1|DSUB
OG0002689	LOC6502272|XP_001966140.1|DANA	LOC117903554|XP_034671646.1|DSUB
OG0002690	LOC6507874|XP_001956506.1|DANA	LOC117894562|XP_034657576.1|DSUB
OG0002691	LOC6496392|XP_001960810.1|DANA	LOC117890692|XP_034651575.1|DSUB
OG0002692	LOC6496320|XP_001960695.3|DANA	LOC117892161|XP_034654116.1|DSUB
OG0002693	LOC6507452|XP_001955984.1|DANA	LOC117895281|XP_034658706.1|DSUB
OG0002694	LOC6495634|XP_001959267.1|DANA	LOC117892350|XP_034654442.1|DSUB
OG0002695	LOC6506627|XP_001957515.1|DANA	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB
OG0002696	LOC6506556|XP_001957655.1|DANA	LOC117893413|XP_034655915.1|DSUB
OG0002697	LOC6493198|XP_001957248.3|DANA	LOC117894127|XP_034656906.1|DSUB
OG0002698	LOC6506900|XP_001957038.1|DANA	LOC117895404|XP_034658924.1|DSUB
OG0002699	LOC6506495|XP_001957768.1|DANA	LOC117893302|XP_034655770.1|DSUB
OG0002700	LOC6506400|XP_032309569.1|DANA	LOC117895183|XP_034658539.1|DSUB
OG0002701	LOC6495896|XP_032306570.1|DANA	LOC117891624|XP_034653053.1|DSUB
OG0002702	LOC6494685|XP_001959860.1|DANA	LOC117892754|XP_034655071.1|DSUB
OG0002703	LOC6493901|XP_032311505.1|DANA	LOC117890673|XP_034651540.1|DSUB
OG0002704	LOC6495169|XP_001958919.1|DANA	LOC117889851|XP_034650241.1|DSUB
OG0002705	LOC6506180|XP_032310617.1|DANA	LOC117893058|XP_034655350.1|DSUB
OG0002706	LOC6495267|XP_001958734.1|DANA	LOC117890741|XP_034651683.1|DSUB
OG0002707	LOC6507512|XP_032310805.1|DANA	LOC117892906|XP_034655101.1|DSUB
OG0002708	LOC116655810|XP_032310093.1|DANA	LOC117894542|XP_034657553.1|DSUB
OG0002709	LOC6495794|XP_014763494.1|DANA	LOC117892697|XP_034654999.1|DSUB
OG0002711	LOC6495582|XP_001959141.2|DANA	LOC117890401|XP_034651101.1|DSUB
OG0002712	LOC6496060|XP_032306427.1|DANA	LOC117890079|XP_034650625.1|DSUB
OG0002713	LOC6496239|XP_032306499.1|DANA	LOC117889904|XP_034650311.1|DSUB
OG0002714	LOC6494559|XP_001960104.1|DANA	LOC117891828|XP_034653460.1|DSUB
OG0002715	LOC6504492|XP_001967002.1|DANA	LOC117894505|XP_034657544.1|DSUB
OG0002716	LOC6496192|XP_032306802.1|DANA	LOC117891951|XP_034653698.1|DSUB
OG0002717	LOC6500029|XP_001953359.1|DANA	LOC117897619|XP_034662476.1|DSUB
OG0002718	LOC6506198|XP_001958356.2|DANA	LOC117894928|XP_034658122.1|DSUB
OG0002719	LOC6500221|XP_001952994.1|DANA	LOC117899591|XP_034665601.1|DSUB
OG0002720	LOC6506602|XP_001957564.3|DANA	LOC117893025|XP_034655274.1|DSUB
OG0002721	LOC6497526|XP_001961903.1|DANA	LOC117902289|XP_034669457.1|DSUB
OG0002722	LOC6494674|XP_001959885.1|DANA	LOC117891979|XP_034653745.1|DSUB
OG0002723	LOC6495844|XP_001959695.1|DANA	LOC117890190|XP_034650787.1|DSUB
OG0002724	LOC6500543|XP_001953425.1|DANA	LOC117897114|XP_034661655.1|DSUB
OG0002725	LOC6506352|XP_001958050.2|DANA	LOC117893837|XP_034656492.1|DSUB
OG0002726	LOC6507502|XP_001955872.1|DANA	LOC117895344|XP_034658811.1|DSUB
OG0002727	LOC6506911|XP_001957009.1|DANA, LOC6493081|XP_001957006.1|DANA	LOC117893043|XP_034655310.1|DSUB
OG0002728	LOC6496235|XP_001960510.1|DANA	LOC117890107|XP_034650664.1|DSUB
OG0002729	LOC6493358|XP_014764346.1|DANA	LOC117892975|XP_034655206.1|DSUB
OG0002730	LOC6496547|XP_014763874.1|DANA	LOC117891493|XP_034652864.1|DSUB
OG0002731	LOC6507389|XP_001956105.1|DANA	LOC117892903|XP_034655098.1|DSUB
OG0002732	LOC6495144|XP_001958963.2|DANA	LOC117890256|XP_034650899.1|DSUB
OG0002733	LOC6496069|XP_001960152.1|DANA	LOC117890220|XP_034650849.1|DSUB
OG0002734	LOC6496811|XP_032312041.1|DANA	LOC117889779|XP_034650135.1|DSUB
OG0002735	LOC6494867|XP_032306347.1|DANA	LOC117891278|XP_034652546.1|DSUB
OG0002736	LOC6496565|XP_001961164.1|DANA	LOC117891282|XP_034652561.1|DSUB
OG0002737	LOC6506381|XP_001957985.1|DANA	LOC117895485|XP_034659060.1|DSUB
OG0002738	LOC6507646|XP_014765381.1|DANA	LOC117893935|XP_034656608.1|DSUB
OG0002739	LOC6506251|XP_001958262.1|DANA	LOC117894291|XP_034657142.1|DSUB
OG0002740	LOC6506252|XP_001958261.2|DANA	LOC117894290|XP_034657141.1|DSUB
OG0002741	LOC6495831|XP_001959673.1|DANA	LOC117890002|XP_034650481.1|DSUB
OG0002742	LOC6495715|XP_001959425.3|DANA	LOC117892623|XP_034654866.1|DSUB
OG0002743	LOC6506871|XP_014764931.1|DANA	LOC117894357|XP_034657238.1|DSUB
OG0002744	LOC6506933|XP_001956961.1|DANA	LOC117893285|XP_034655742.1|DSUB
OG0002745	LOC6507468|XP_001955955.1|DANA	LOC117895465|XP_034659031.1|DSUB
OG0002746	LOC6496412|XP_032306136.1|DANA	LOC117890060|XP_034650584.1|DSUB
OG0002747	LOC6501378|XP_001955115.1|DANA	LOC117896171|XP_034660143.1|DSUB
OG0002748	LOC6503221|XP_001967707.1|DANA	LOC117892713|XP_034655024.1|DSUB
OG0002749	LOC6494769|XP_032306380.1|DANA	LOC117890593|XP_034651421.1|DSUB
OG0002750	LOC6494223|XP_001960711.2|DANA	LOC117890725|XP_034651665.1|DSUB
OG0002751	LOC6494083|XP_032306330.1|DANA	LOC117890323|XP_034651002.1|DSUB
OG0002752	LOC6495931|XP_001959874.1|DANA	LOC117890656|XP_034651518.1|DSUB
OG0002753	LOC6495468|XP_001958915.2|DANA	LOC117890632|XP_034651472.1|DSUB
OG0002754	LOC6493756|XP_032310729.1|DANA	LOC117893962|XP_034656652.1|DSUB
OG0002755	LOC6495783|XP_001959571.1|DANA	LOC117891205|XP_034652434.1|DSUB
OG0002756	LOC6507106|XP_001956660.1|DANA	LOC117893131|XP_034655472.1|DSUB
OG0002757	LOC6507281|XP_032309682.1|DANA	LOC117894209|XP_034657015.1|DSUB
OG0002758	LOC6494540|XP_001960140.2|DANA	LOC117890080|XP_034650627.1|DSUB
OG0002759	LOC6494531|XP_014762825.1|DANA	LOC117891703|XP_034653186.1|DSUB
OG0002760	LOC6494384|XP_001960426.1|DANA	LOC117891644|XP_034653082.1|DSUB
OG0002761	LOC6493985|XP_001961200.1|DANA	LOC117891324|XP_034652631.1|DSUB
OG0002762	LOC6495033|XP_014763114.1|DANA	LOC117890906|XP_034651896.1|DSUB
OG0002763	LOC6506996|XP_032309964.1|DANA	LOC117894214|XP_034657021.1|DSUB
OG0002764	LOC6506535|XP_032309514.1|DANA	LOC117893494|XP_034656019.1|DSUB
OG0002765	LOC6494553|XP_032306223.1|DANA	LOC117892581|XP_034654805.1|DSUB
OG0002766	LOC6496048|XP_001960115.1|DANA	LOC117892585|XP_034654814.1|DSUB
OG0002767	LOC6496075|XP_001960168.1|DANA	LOC117891695|XP_034653176.1|DSUB
OG0002768	LOC6495722|XP_001959438.1|DANA	LOC117892060|XP_034653884.1|DSUB
OG0002769	LOC6495296|XP_001958681.1|DANA	LOC117890278|XP_034650930.1|DSUB
OG0002770	LOC6496854|XP_001963269.1|DANA	LOC117901129|XP_034667658.1|DSUB
OG0002771	LOC6493451|XP_032310611.1|DANA	LOC117894019|XP_034656748.1|DSUB
OG0002772	LOC6506493|XP_001957773.1|DANA	LOC117895050|XP_034658319.1|DSUB
OG0002773	LOC6495765|XP_001959528.2|DANA	LOC117891171|XP_034652384.1|DSUB
OG0002774	LOC6494948|XP_001959345.2|DANA	LOC117891444|XP_034652812.1|DSUB
OG0002775	LOC6506949|XP_032310087.1|DANA	LOC117893994|XP_034656696.1|DSUB
OG0002776	LOC6493555|XP_001957987.1|DANA	LOC117895505|XP_034659094.1|DSUB
OG0002777	LOC6506567|XP_001957629.1|DANA	LOC117892995|XP_034655240.1|DSUB
OG0002778	LOC6506566|XP_001957631.1|DANA	LOC117892993|XP_034655236.1|DSUB
OG0002779	LOC6507746|XP_001956260.1|DANA	LOC117893289|XP_034655749.1|DSUB
OG0002780	LOC6500111|XP_001953202.1|DANA	LOC117897398|XP_034662108.1|DSUB
OG0002781	LOC6494942|XP_001959354.1|DANA	LOC117891352|XP_034652674.1|DSUB
OG0002782	LOC6507099|XP_001956670.1|DANA	LOC117894254|XP_034657098.1|DSUB
OG0002783	LOC6506844|XP_032310621.1|DANA	LOC117893088|XP_034655404.1|DSUB
OG0002784	LOC6495983|XP_001959977.1|DANA	LOC117891051|XP_034652115.1|DSUB
OG0002785	LOC6493799|XP_001958462.1|DANA	LOC117893093|XP_034655413.1|DSUB
OG0002786	LOC6493381|XP_001957643.1|DANA	LOC117893851|XP_034656510.1|DSUB
OG0002787	LOC6493749|XP_001958363.1|DANA	LOC117893062|XP_034655354.1|DSUB
OG0002788	LOC6506196|XP_001958364.1|DANA	LOC117893064|XP_034655362.1|DSUB
OG0002789	LOC6506937|XP_001956948.1|DANA	LOC117893642|XP_034656220.1|DSUB
OG0002790	LOC6506449|XP_001957862.1|DANA	LOC117894372|XP_034657266.1|DSUB
OG0002791	LOC6506294|XP_001958184.1|DANA	LOC117894048|XP_034656792.1|DSUB
OG0002792	LOC6495776|XP_001959550.1|DANA	LOC117891501|XP_034652882.1|DSUB
OG0002793	LOC6507291|XP_001956304.1|DANA	LOC117895216|XP_034658598.1|DSUB
OG0002794	LOC6506626|XP_001957517.1|DANA	LOC117894564|XP_034657578.1|DSUB
OG0002795	LOC6493771|XP_001958406.1|DANA	LOC117895024|XP_034658283.1|DSUB
OG0002796	LOC6506637|XP_001957496.2|DANA	LOC117895506|XP_034659096.1|DSUB
OG0002797	LOC6506448|XP_001957864.1|DANA	LOC117894379|XP_034657275.1|DSUB
OG0002798	LOC26515060|XP_032311538.1|DANA, LOC6502438|XP_001961664.3|DANA	LOC117900569|XP_034666867.1|DSUB
OG0002799	LOC6507049|XP_001956747.3|DANA	LOC117894183|XP_034656987.1|DSUB
OG0002800	LOC6493382|XP_032310120.1|DANA	LOC117894032|XP_034656762.1|DSUB
OG0002801	LOC6507954|XP_014763513.1|DANA	LOC117890919|XP_034651938.1|DSUB
OG0002802	LOC6494778|XP_014762963.1|DANA	LOC117892049|XP_034653868.1|DSUB
OG0002803	LOC6497466|XP_001962022.1|DANA	LOC117900421|XP_034666673.1|DSUB
OG0002804	LOC6494750|XP_001959738.1|DANA	LOC117891733|XP_034653217.1|DSUB
OG0002805	LOC6494068|XP_001961037.1|DANA	LOC117890180|XP_034650769.1|DSUB
OG0002806	LOC6493666|XP_001958186.1|DANA	LOC117896816|XP_034661212.1|DSUB, LOC117894050|XP_034656794.1|DSUB
OG0002807	LOC6496408|XP_001960849.2|DANA	LOC117891439|XP_034652806.1|DSUB
OG0002808	LOC6496314|XP_001960681.1|DANA	LOC117892501|XP_034654669.1|DSUB
OG0002809	LOC6507446|XP_001956003.2|DANA	LOC117895545|XP_034659139.1|DSUB
OG0002810	LOC6492957|XP_032309539.1|DANA	LOC117895287|XP_034658717.1|DSUB
OG0002811	LOC6493719|XP_001958302.1|DANA	LOC117895000|XP_034658238.1|DSUB
OG0002812	LOC6495782|XP_001959568.2|DANA	LOC117891101|XP_034652177.1|DSUB
OG0002813	LOC6493978|XP_001961215.1|DANA	LOC117892466|XP_034654609.1|DSUB
OG0002814	LOC6495658|XP_001959323.1|DANA	LOC117891761|XP_034653267.1|DSUB
OG0002815	LOC6495300|XP_001958671.2|DANA	LOC117890249|XP_034650886.1|DSUB
OG0002816	LOC6495645|XP_001959293.1|DANA	LOC117890047|XP_034650558.1|DSUB
OG0002817	LOC6496681|XP_001961390.1|DANA	LOC117892001|XP_034653780.1|DSUB
OG0002818	LOC6494876|XP_001959505.3|DANA	LOC117891674|XP_034653136.1|DSUB, LOC117891677|XP_034653143.1|DSUB
OG0002819	LOC6507735|XP_032309538.1|DANA	LOC117894616|XP_034657661.1|DSUB
OG0002820	LOC6493739|XP_032310268.1|DANA	LOC117894625|XP_034657682.1|DSUB
OG0002821	LOC6493737|XP_001958340.2|DANA	LOC117894298|XP_034657153.1|DSUB
OG0002822	LOC6494944|XP_001959350.1|DANA	LOC117891234|XP_034652471.1|DSUB
OG0002823	LOC6496476|XP_001960979.1|DANA	LOC117890054|XP_034650576.1|DSUB
OG0002824	LOC6495923|XP_001959863.1|DANA	LOC117892752|XP_034655067.1|DSUB
OG0002825	LOC6493843|XP_032310034.1|DANA	LOC117892996|XP_034655242.1|DSUB
OG0002826	LOC6494635|XP_001959973.1|DANA	LOC117890242|XP_034650879.1|DSUB
OG0002827	LOC6502091|XP_001966234.1|DANA	LOC117902925|XP_034670397.1|DSUB
OG0002828	LOC6494971|XP_001959305.3|DANA	LOC117890556|XP_034651378.1|DSUB
OG0002829	LOC6495365|XP_001958672.2|DANA	LOC117890216|XP_034650845.1|DSUB
OG0002830	LOC6496604|XP_032311558.1|DANA	LOC117892704|XP_034655007.1|DSUB
OG0002831	LOC6497144|XP_001962668.2|DANA	LOC117901978|XP_034668872.1|DSUB
OG0002832	LOC6497184|XP_001962600.1|DANA	LOC117902414|XP_034669648.1|DSUB
OG0002833	LOC6494392|XP_032306825.1|DANA	LOC117891956|XP_034653706.1|DSUB
OG0002834	LOC6495304|XP_001958662.1|DANA	LOC117889891|XP_034650293.1|DSUB
OG0002835	LOC6495301|XP_001958666.1|DANA	LOC117892150|XP_034654087.1|DSUB
OG0002836	LOC6494816|XP_001959606.1|DANA	LOC117891772|XP_034653320.1|DSUB
OG0002837	LOC6495618|XP_001959231.3|DANA	LOC117891859|XP_034653512.1|DSUB
OG0002838	LOC6494503|XP_001960212.1|DANA	LOC117889914|XP_034650331.1|DSUB
OG0002839	LOC6494240|XP_001960678.1|DANA	LOC117892722|XP_034655032.1|DSUB
OG0002840	LOC6498363|XP_014762093.1|DANA	LOC117901825|XP_034668644.1|DSUB
OG0002841	LOC6498053|XP_001961977.1|DANA	LOC117902374|XP_034669582.1|DSUB
OG0002842	LOC6505611|XP_001964974.1|DANA	LOC117900665|XP_034666998.1|DSUB
OG0002843	LOC6496474|XP_001960975.1|DANA	LOC117890977|XP_034652007.1|DSUB
OG0002844	LOC6493261|XP_001957373.2|DANA	LOC117894099|XP_034656864.1|DSUB
OG0002845	LOC6506276|XP_001965146.1|DANA	LOC117902223|XP_034669347.1|DSUB
OG0002846	LOC6496479|XP_032306338.1|DANA	LOC117890422|XP_034651133.1|DSUB
OG0002847	LOC6504212|XP_001965145.1|DANA	LOC117902220|XP_034669344.1|DSUB
OG0002848	LOC6497664|XP_001961611.1|DANA	LOC117900486|XP_034666762.1|DSUB
OG0002849	LOC6498215|XP_001962318.1|DANA	LOC117901717|XP_034668484.1|DSUB
OG0002850	LOC6505695|XP_001964985.1|DANA	LOC117902099|XP_034669093.1|DSUB
OG0002851	LOC6498602|XP_001963139.1|DANA	LOC117902165|XP_034669194.1|DSUB
OG0002852	LOC6495242|XP_032306125.1|DANA, LOC6495405|XP_001958773.1|DANA	LOC117891585|XP_034653004.1|DSUB
OG0002853	LOC6497756|XP_001961419.2|DANA	LOC117902047|XP_034669004.1|DSUB
OG0002854	LOC6497683|XP_001961577.2|DANA	LOC117900278|XP_034666481.1|DSUB
OG0002855	LOC6497296|XP_014761620.1|DANA	LOC117899971|XP_034666020.1|DSUB
OG0002856	LOC6497305|XP_014761628.1|DANA	LOC117900193|XP_034666334.1|DSUB
OG0002857	LOC6498297|XP_001962485.2|DANA	LOC117900276|XP_034666476.1|DSUB
OG0002858	LOC6498324|XP_001962545.3|DANA	LOC117902168|XP_034669198.1|DSUB
OG0002859	LOC6496723|XP_001967332.1|DANA	LOC117900056|XP_034666148.1|DSUB
OG0002860	LOC6497123|XP_001962712.2|DANA	LOC117900526|XP_034666816.1|DSUB
OG0002861	LOC6496887|XP_001963205.1|DANA	LOC117901054|XP_034667557.1|DSUB
OG0002862	LOC6497552|XP_001961837.1|DANA	LOC117901621|XP_034668340.1|DSUB
OG0002863	LOC6497493|XP_001961969.1|DANA	LOC117902523|XP_034669841.1|DSUB
OG0002864	LOC6498049|XP_032307696.1|DANA	LOC117902525|XP_034669843.1|DSUB
OG0002865	LOC6495092|XP_001959082.1|DANA	LOC117892219|XP_034654211.1|DSUB
OG0002866	LOC6493351|XP_001957576.1|DANA	LOC117895296|XP_034658742.1|DSUB
OG0002867	LOC6505750|XP_001965000.3|DANA	LOC117902422|XP_034669672.1|DSUB
OG0002868	LOC6498108|XP_001962092.3|DANA	LOC117900208|XP_034666377.1|DSUB
OG0002869	LOC6497433|XP_001962093.1|DANA	LOC117900234|XP_034666411.1|DSUB
OG0002871	LOC6498530|XP_001963006.1|DANA	LOC117902023|XP_034668973.1|DSUB
OG0002872	LOC6504558|XP_014760451.1|DANA	LOC117900311|XP_034666522.1|DSUB
OG0002873	LOC6498285|XP_001962461.1|DANA	LOC117902157|XP_034669187.1|DSUB
OG0002874	LOC6498220|XP_001962328.1|DANA	LOC117901732|XP_034668505.1|DSUB
OG0002875	LOC6497733|XP_032307379.1|DANA	LOC117901493|XP_034668152.1|DSUB
OG0002876	LOC6505207|XP_001965548.1|DANA	LOC117899153|XP_034664857.1|DSUB
OG0002877	LOC6497652|XP_014761765.1|DANA	LOC117901852|XP_034668694.1|DSUB
OG0002878	LOC6497874|XP_014761864.1|DANA	LOC117900938|XP_034667395.1|DSUB
OG0002879	LOC6493424|XP_001957722.1|DANA	LOC117893169|XP_034655538.1|DSUB
OG0002880	LOC6504786|XP_001966341.1|DANA	LOC117903347|XP_034671188.1|DSUB
OG0002881	LOC6507349|XP_001965358.1|DANA	LOC117901958|XP_034668829.1|DSUB
OG0002882	LOC6494584|XP_001960059.1|DANA	LOC117891364|XP_034652690.1|DSUB
OG0002883	LOC6503388|XP_001965324.1|DANA	LOC117901709|XP_034668471.1|DSUB
OG0002884	LOC6496727|XP_001967341.1|DANA	LOC117900812|XP_034667194.1|DSUB
OG0002885	LOC6493101|XP_001957041.1|DANA	LOC117895226|XP_034658613.1|DSUB
OG0002886	LOC6497414|XP_001962131.1|DANA	LOC117900379|XP_034666622.1|DSUB
OG0002887	LOC6498125|XP_014761983.1|DANA	LOC117900381|XP_034666623.1|DSUB
OG0002888	LOC6497159|XP_014761537.1|DANA	LOC117902029|XP_034668980.1|DSUB
OG0002889	LOC6506443|XP_001957871.1|DANA	LOC117894139|XP_034656924.1|DSUB
OG0002890	LOC6497256|XP_001962460.1|DANA	LOC117902156|XP_034669185.1|DSUB
OG0002891	LOC6498546|XP_001963034.1|DANA	LOC117901097|XP_034667616.1|DSUB
OG0002892	LOC6506028|XP_014760524.1|DANA	LOC117902134|XP_034669154.1|DSUB
OG0002893	LOC6498655|XP_001963251.3|DANA	LOC117901564|XP_034668252.1|DSUB
OG0002894	LOC6493450|XP_032310167.1|DANA	LOC117895054|XP_034658322.1|DSUB
OG0002895	LOC6496198|XP_001960429.1|DANA	LOC117891645|XP_034653083.1|DSUB
OG0002896	LOC6505799|XP_001965027.1|DANA	LOC117900046|XP_034666124.1|DSUB
OG0002897	LOC6498505|XP_001962962.1|DANA	LOC117901674|XP_034668407.1|DSUB
OG0002898	LOC6497834|XP_001961541.3|DANA	LOC117902275|XP_034669432.1|DSUB
OG0002899	LOC6497863|XP_001961592.1|DANA	LOC117900086|XP_034666185.1|DSUB
OG0002900	LOC6497677|XP_032307388.1|DANA	LOC117900202|XP_034666355.1|DSUB
OG0002901	LOC6505494|XP_001964950.1|DANA	LOC117901594|XP_034668297.1|DSUB
OG0002902	LOC6505493|XP_001964949.1|DANA	LOC117901597|XP_034668301.1|DSUB
OG0002903	LOC6497761|XP_001961407.1|DANA	LOC117900131|XP_034666248.1|DSUB
OG0002904	LOC6506211|XP_001958337.2|DANA	LOC117895648|XP_034659322.1|DSUB
OG0002905	LOC6498424|XP_001962782.1|DANA	LOC117901423|XP_034668051.1|DSUB
OG0002906	LOC6497154|XP_001962656.1|DANA	LOC117901429|XP_034668063.1|DSUB
OG0002907	LOC6497151|XP_014761536.2|DANA	LOC117901430|XP_034668064.1|DSUB
OG0002908	LOC6495579|XP_001959135.1|DANA	LOC117892463|XP_034654604.1|DSUB
OG0002909	LOC6493983|XP_032305979.1|DANA	LOC117889704|XP_034650014.1|DSUB
OG0002910	LOC6498164|XP_001962218.1|DANA	LOC117900603|XP_034666906.1|DSUB
OG0002911	LOC6496194|XP_014763662.1|DANA	LOC117891969|XP_034653734.1|DSUB
OG0002912	LOC6502296|XP_001966189.1|DANA	LOC117903876|XP_034672257.1|DSUB
OG0002913	LOC6496387|XP_001960801.1|DANA	LOC117890784|XP_034651747.1|DSUB
OG0002914	LOC6497984|XP_001961841.1|DANA	LOC117901628|XP_034668348.1|DSUB
OG0002915	LOC6506885|XP_001965267.1|DANA	LOC117902409|XP_034669643.1|DSUB
OG0002916	LOC6506170|XP_014760539.1|DANA	LOC117900719|XP_034667073.1|DSUB
OG0002917	LOC6494131|XP_001960905.1|DANA	LOC117892241|XP_034654242.1|DSUB
OG0002918	LOC6494141|XP_001960881.1|DANA	LOC117891003|XP_034652051.1|DSUB
OG0002919	LOC6494836|XP_001959573.1|DANA	LOC117890235|XP_034650865.1|DSUB
OG0002920	LOC6498138|XP_032307621.1|DANA	LOC117902063|XP_034669027.1|DSUB
OG0002921	LOC6496983|XP_001962999.2|DANA	LOC117900556|XP_034666851.1|DSUB
OG0002922	LOC6497373|XP_001962215.1|DANA	LOC117900682|XP_034667019.1|DSUB
OG0002923	LOC6498163|XP_001962216.1|DANA	LOC117902724|XP_034670181.1|DSUB
OG0002924	LOC6497374|XP_001962214.1|DANA	LOC117900681|XP_034667018.1|DSUB
OG0002926	LOC6498518|XP_001962984.3|DANA	LOC117900838|XP_034667241.1|DSUB
OG0002927	LOC6498515|XP_001962980.1|DANA	LOC117902226|XP_034669350.1|DSUB
OG0002928	LOC6507575|XP_001965402.1|DANA	LOC117901649|XP_034668377.1|DSUB
OG0002929	LOC6503343|XP_001965379.1|DANA	LOC117902478|XP_034669779.1|DSUB
OG0002930	LOC6497577|XP_001961778.1|DANA	LOC117901695|XP_034668449.1|DSUB
OG0002931	LOC6497293|XP_001962378.1|DANA	LOC117899963|XP_034666009.1|DSUB
OG0002932	LOC6495630|XP_032307083.1|DANA	LOC117892346|XP_034654436.1|DSUB
OG0002933	LOC6495565|XP_032306576.1|DANA	LOC117891669|XP_034653126.1|DSUB
OG0002934	LOC6495572|XP_001959119.1|DANA	LOC117892021|XP_034653808.1|DSUB
OG0002935	LOC6497354|XP_014761662.1|DANA	LOC117901380|XP_034667996.1|DSUB
OG0002936	LOC6495007|XP_001959232.1|DANA	LOC117891867|XP_034653520.1|DSUB
OG0002937	LOC6493892|XP_001961383.2|DANA	LOC117890226|XP_034650855.1|DSUB
OG0002938	LOC6497904|XP_001961689.1|DANA	LOC117901666|XP_034668398.1|DSUB
OG0002939	LOC6495277|XP_001958719.1|DANA	LOC117890787|XP_034651753.1|DSUB
OG0002940	LOC6494177|XP_014760053.2|DANA	LOC117898520|XP_034663877.1|DSUB
OG0002941	LOC6505390|XP_001966907.1|DANA	LOC117901860|XP_034668706.1|DSUB
OG0002942	LOC6497933|XP_001961747.1|DANA	LOC117902700|XP_034670137.1|DSUB
OG0002943	LOC6498010|XP_014761925.1|DANA	LOC117901297|XP_034667882.1|DSUB
OG0002944	LOC6498011|XP_032307361.1|DANA	LOC117901305|XP_034667904.1|DSUB
OG0002945	LOC6506042|XP_032311448.1|DANA	LOC117902065|XP_034669031.1|DSUB
OG0002946	LOC6494725|XP_001959788.2|DANA	LOC117890023|XP_034650528.1|DSUB
OG0002947	LOC6498366|XP_014762097.1|DANA	LOC117900703|XP_034667047.1|DSUB
OG0002948	LOC6493736|XP_001958338.1|DANA	LOC117893887|XP_034656550.1|DSUB
OG0002949	LOC6493578|XP_032309564.1|DANA	LOC117893865|XP_034656526.1|DSUB
OG0002950	LOC6498254|XP_001962407.1|DANA	LOC117901823|XP_034668642.1|DSUB
OG0002951	LOC6496943|XP_001963085.1|DANA	LOC117902379|XP_034669589.1|DSUB
OG0002952	LOC6496991|XP_001962976.1|DANA	LOC117902218|XP_034669342.1|DSUB
OG0002953	LOC6497750|XP_032307403.1|DANA	LOC117900138|XP_034666256.1|DSUB
OG0002954	LOC6505409|XP_014759544.1|DANA	LOC117901859|XP_034668705.1|DSUB
OG0002955	LOC6495960|XP_001959935.1|DANA	LOC117890770|XP_034651730.1|DSUB
OG0002956	LOC6496211|XP_001960458.1|DANA	LOC117889970|XP_034650427.1|DSUB
OG0002957	LOC6495667|XP_001959344.1|DANA	LOC117891807|XP_034653380.1|DSUB
OG0002958	LOC6497593|XP_001961746.1|DANA	LOC117902653|XP_034670070.1|DSUB
OG0002959	LOC6498184|XP_032307380.1|DANA	LOC117900523|XP_034666812.1|DSUB
OG0002960	LOC6507412|XP_001956066.1|DANA	LOC117893948|XP_034656629.1|DSUB
OG0002961	LOC6496330|XP_032306466.1|DANA	LOC117890698|XP_034651598.1|DSUB
OG0002962	LOC6496870|XP_001963238.1|DANA	LOC117901300|XP_034667896.1|DSUB
OG0002963	LOC6496958|XP_001963055.1|DANA	LOC117900543|XP_034666832.1|DSUB
OG0002964	LOC6495796|XP_014763498.1|DANA	LOC117891769|XP_034653309.1|DSUB
OG0002965	LOC6498584|XP_001963112.1|DANA	LOC117900784|XP_034667156.1|DSUB
OG0002966	LOC6498206|XP_032307753.1|DANA	LOC117902492|XP_034669806.1|DSUB
OG0002967	LOC6506708|XP_001957387.1|DANA	LOC117892946|XP_034655159.1|DSUB
OG0002968	LOC6493264|XP_001957386.1|DANA	LOC117892947|XP_034655160.1|DSUB
OG0002969	LOC6498327|XP_001962552.2|DANA	LOC117901941|XP_034668802.1|DSUB
OG0002970	LOC6508748|XP_001963260.1|DANA	LOC117900625|XP_034666945.1|DSUB
OG0002971	LOC6498334|XP_032307752.1|DANA	LOC117901033|XP_034667525.1|DSUB
OG0002972	LOC6501174|XP_001954690.1|DANA	LOC117899323|XP_034665148.1|DSUB
OG0002973	LOC6495638|XP_001959273.1|DANA	LOC117892345|XP_034654434.1|DSUB
OG0002974	LOC6492933|XP_001956681.1|DANA	LOC117893185|XP_034655569.1|DSUB
OG0002975	LOC6502454|XP_001962135.3|DANA	LOC117901829|XP_034668650.1|DSUB
OG0002976	LOC6502459|XP_001962399.1|DANA	LOC117902751|XP_034671027.1|DSUB
OG0002977	LOC6495241|XP_032306299.1|DANA	LOC117890689|XP_034651567.1|DSUB
OG0002978	LOC6494897|XP_001959471.2|DANA	LOC117890067|XP_034650600.1|DSUB
OG0002979	LOC6494815|XP_001959607.1|DANA	LOC117891776|XP_034653333.1|DSUB
OG0002980	LOC6505547|XP_001964964.2|DANA, LOC6505526|XP_014760504.1|DANA, LOC6505536|XP_001964963.1|DANA	LOC117902563|XP_034669895.1|DSUB
