Orthogroup	DANA.longest_only	DYAK.longest_only
OG0001591	LOC6505544|XP_001964726.2|DANA	LOC6538061|XP_002098596.2|DYAK
OG0001592	LOC6498474|XP_032311126.1|DANA	LOC6527394|XP_015053118.1|DYAK
OG0001593	LOC6498477|XP_032311141.1|DANA	LOC6527385|XP_015053127.1|DYAK
OG0001594	LOC6506596|XP_032311400.1|DANA	LOC6526840|XP_039227070.1|DYAK
OG0001595	LOC6495244|XP_001958771.1|DANA	LOC6530274|XP_015052626.1|DYAK
OG0001596	LOC6497076|XP_001962802.1|DANA	LOC6529732|XP_002090725.1|DYAK
OG0001597	LOC26514552|XP_014760152.1|DANA	LOC26536371|XP_015044621.2|DYAK
OG0001598	LOC6497110|XP_001962734.2|DANA	LOC6528217|XP_002089279.2|DYAK
OG0001599	LOC6497304|XP_001962358.1|DANA	LOC6527031|XP_002088125.1|DYAK
OG0001600	LOC6497815|XP_001961503.2|DANA	LOC6528275|XP_002089328.2|DYAK
OG0001601	LOC6497326|XP_001962314.1|DANA	LOC6528058|XP_002089125.1|DYAK
OG0001602	LOC6504685|XP_001964873.2|DANA	LOC6527853|XP_002088925.2|DYAK
OG0001603	LOC6504577|XP_001964898.1|DANA	LOC6527874|XP_002088946.1|DYAK
OG0001604	LOC6502295|XP_001966186.1|DANA	LOC6524030|XP_002099902.1|DYAK
OG0001605	LOC6495424|XP_001958820.1|DANA	LOC6528615|XP_002089658.1|DYAK
OG0001606	LOC26513661|XP_014760195.1|DANA	LOC26535450|XP_015045204.1|DYAK
OG0001607	LOC6506973|XP_001965288.1|DANA	LOC6529524|XP_002090526.1|DYAK
OG0001608	LOC6498291|XP_001962472.1|DANA	LOC6529210|XP_015052226.1|DYAK
OG0001609	LOC6495874|XP_032306256.1|DANA	LOC6530512|XP_002091427.2|DYAK
OG0001610	LOC6498267|XP_001962428.2|DANA	LOC6529790|XP_002090774.1|DYAK
OG0001611	LOC6498168|XP_001962222.1|DANA	LOC6530314|XP_002091241.1|DYAK
OG0001612	LOC6497451|XP_001962047.1|DANA	LOC6527682|XP_002088768.1|DYAK
OG0001613	LOC6498593|XP_001963125.1|DANA	LOC6528050|XP_002089117.1|DYAK
OG0001614	LOC6495570|XP_001959117.3|DANA	LOC6528678|XP_039227172.1|DYAK
OG0001615	LOC6506678|XP_001957432.1|DANA	LOC6539079|XP_015045325.1|DYAK
OG0001616	LOC6497235|XP_001962507.1|DANA	LOC6527331|XP_002088423.1|DYAK
OG0001617	LOC6498282|XP_001962457.1|DANA	LOC6529759|XP_002090749.1|DYAK
OG0001618	LOC6496935|XP_001963099.1|DANA	LOC6528024|XP_002089091.2|DYAK
OG0001619	LOC6504772|XP_001964844.1|DANA	LOC6527820|XP_002088893.1|DYAK
OG0001620	LOC6495309|XP_001958654.1|DANA	LOC6531896|XP_002092683.1|DYAK
OG0001621	LOC6494150|XP_001960863.1|DANA	LOC6531487|XP_002092286.1|DYAK
OG0001622	LOC6501956|XP_001966760.2|DANA	LOC6525238|XP_002101076.1|DYAK
OG0001623	LOC6503360|XP_001965363.1|DANA	LOC6526313|XP_002087435.1|DYAK
OG0001624	LOC6498510|XP_001962971.1|DANA	LOC6527084|XP_002088177.1|DYAK
OG0001625	LOC6497247|XP_001962483.1|DANA	LOC6529202|XP_002090209.1|DYAK
OG0001626	LOC6498143|XP_001962166.1|DANA	LOC6527645|XP_002088733.1|DYAK
OG0001627	LOC6494295|XP_001965942.1|DANA	LOC6537213|XP_015048201.1|DYAK
OG0001628	LOC6503422|XP_032312133.1|DANA	LOC6538398|XP_002098922.1|DYAK
OG0001629	LOC26514447|XP_014760177.1|DANA	LOC6529130|XP_002090141.2|DYAK
OG0001630	LOC6501653|XP_001955689.1|DANA	LOC6538758|XP_002099272.1|DYAK
OG0001631	LOC6499456|XP_001954602.2|DANA	LOC6535307|XP_039232763.1|DYAK
OG0001632	LOC6498046|XP_001961962.1|DANA	LOC6527916|XP_002088984.1|DYAK
OG0001633	LOC6499432|XP_001954650.3|DANA	LOC6537432|XP_002097988.1|DYAK
OG0001634	LOC26515379|XP_032305648.1|DANA	LOC26535976|XP_015046979.1|DYAK
OG0001635	LOC6501004|XP_001954345.3|DANA	LOC6538443|XP_002098967.2|DYAK
OG0001636	LOC6500436|XP_001953213.2|DANA	LOC6536089|XP_002096698.2|DYAK
OG0001637	LOC6499995|XP_001953465.1|DANA	LOC6536346|XP_002096928.1|DYAK
OG0001638	LOC6504871|XP_001966495.1|DANA	LOC6524418|XP_002100276.1|DYAK
OG0001639	LOC6496664|XP_001961358.1|DANA	LOC6529090|XP_039226490.1|DYAK
OG0001640	LOC6500430|XP_032305904.1|DANA, LOC6496447|XP_001967710.1|DANA, LOC6504368|XP_001967722.1|DANA	LOC6536103|XP_002096711.1|DYAK
OG0001641	LOC6505813|XP_001964417.1|DANA	LOC6537385|XP_002097941.1|DYAK
OG0001642	LOC6503988|XP_001963964.1|DANA	LOC6525351|XP_002101187.1|DYAK
OG0001643	LOC6505478|XP_001964935.2|DANA	LOC6526889|XP_002087989.1|DYAK
OG0001644	LOC6493282|XP_032309933.1|DANA	LOC6534003|XP_015050362.1|DYAK
OG0001645	LOC6494457|XP_001960286.1|DANA	LOC6530523|XP_002091438.1|DYAK
OG0001646	LOC6496264|XP_001960571.1|DANA	LOC6531686|XP_015051484.1|DYAK
OG0001647	LOC6492917|XP_032306645.1|DANA	LOC6528407|XP_039227465.1|DYAK
OG0001648	LOC6507824|XP_032309986.1|DANA	LOC6534098|XP_015050438.1|DYAK
OG0001649	LOC6496329|XP_001960710.1|DANA	LOC6530361|XP_002091287.1|DYAK
OG0001650	LOC6496084|XP_001960186.1|DANA	LOC6530966|XP_039227795.1|DYAK
OG0001651	LOC6494196|XP_032307121.1|DANA	LOC6531317|XP_015051240.1|DYAK
OG0001652	LOC6507857|XP_001956479.2|DANA	LOC6534276|XP_002094957.2|DYAK
OG0001653	LOC6507276|XP_001956344.1|DANA	LOC6534596|XP_002095272.1|DYAK
OG0001654	LOC6496088|XP_032306511.1|DANA	LOC6531253|XP_002092062.1|DYAK
OG0001655	LOC6495328|XP_001958621.2|DANA, LOC6495330|XP_032306760.1|DANA	LOC6528780|XP_002089814.2|DYAK
OG0001656	LOC6497800|XP_032307587.1|DANA	LOC6526630|XP_002087738.1|DYAK
OG0001657	LOC6493598|XP_001958070.1|DANA	LOC6534480|XP_002095157.2|DYAK
OG0001658	LOC6507141|XP_001956600.3|DANA	LOC6533792|XP_002094493.1|DYAK
OG0001659	LOC6493836|XP_014764569.1|DANA	LOC6534024|XP_002094711.1|DYAK
OG0001660	LOC6506661|XP_001957458.2|DANA	LOC6532397|XP_002093148.1|DYAK
OG0001661	LOC6499873|XP_001953730.1|DANA	LOC6536562|XP_002097138.1|DYAK
OG0001662	LOC6507332|XP_001956228.1|DANA	LOC6532763|XP_002093505.1|DYAK
OG0001663	LOC6500357|XP_001953044.2|DANA	LOC6536908|XP_002097477.2|DYAK
OG0001664	LOC6495459|XP_001958888.1|DANA	LOC6530951|XP_002091789.1|DYAK
OG0001666	LOC6497001|XP_001962948.1|DANA	LOC6526700|XP_002087803.1|DYAK
OG0001667	LOC6496061|XP_001960133.2|DANA	LOC6531180|XP_002092009.1|DYAK
OG0001668	LOC6506152|XP_001958453.1|DANA	LOC6533151|XP_002093877.2|DYAK
OG0001669	LOC6492963|XP_001956757.3|DANA	LOC6532888|XP_002093624.3|DYAK
OG0001670	LOC6493912|XP_001961339.2|DANA	LOC6529074|XP_015054193.1|DYAK
OG0001671	LOC6503695|XP_001963906.1|DANA	LOC6526223|XP_002102032.2|DYAK
OG0001672	LOC6494960|XP_001959325.1|DANA, LOC6494959|XP_001959326.1|DANA, LOC116654770|XP_032307130.1|DANA	LOC6531124|XP_002091958.1|DYAK, LOC6531125|XP_002091959.1|DYAK, LOC6531126|XP_002091960.1|DYAK
OG0001673	LOC26514091|XP_014763975.1|DANA	LOC26535945|XP_015052939.1|DYAK, LOC26536408|XP_039228144.1|DYAK
OG0001674	LOC6498862|XP_001955784.1|DANA, LOC6498296|XP_001962482.1|DANA	LOC6536791|XP_002097361.1|DYAK
OG0001675	LOC6499565|XP_001954366.1|DANA	LOC6538464|XP_002098988.1|DYAK
OG0001675	LOC6499564|XP_001954367.1|DANA	LOC6538465|XP_002098989.1|DYAK
OG0001676	LOC26514105|XP_014763979.1|DANA	LOC26535007|XP_015052860.2|DYAK
OG0001676	LOC116654787|XP_032307173.1|DANA	LOC120321053|XP_039228270.1|DYAK
OG0001677	LOC6498104|XP_001962086.1|DANA	LOC6526534|XP_002087644.1|DYAK, LOC120320569|XP_039226491.1|DYAK, LOC6525237|XP_002101075.1|DYAK, LOC6526536|XP_002087646.1|DYAK
OG0001678	LOC6505269|XP_032308009.1|DANA	LOC6525684|XP_002101506.2|DYAK
OG0001679	LOC6504757|XP_001966297.1|DANA	LOC6525501|XP_002101336.1|DYAK
OG0001680	LOC6503808|XP_001963703.1|DANA	LOC6525411|XP_039228835.1|DYAK
OG0001681	LOC6505081|XP_001965506.1|DANA	LOC6525938|XP_002101758.1|DYAK
OG0001682	LOC6502280|XP_001966157.2|DANA	LOC6525746|XP_015046472.1|DYAK
OG0001683	LOC6498039|XP_032307371.1|DANA	LOC6527715|XP_002088799.1|DYAK
OG0001684	LOC6505487|XP_032311787.1|DANA	LOC6523726|XP_002099601.1|DYAK
OG0001685	LOC6497400|XP_001962161.2|DANA	LOC6528930|XP_002089962.1|DYAK
OG0001686	LOC6501979|XP_001966808.1|DANA	LOC6525843|XP_002101663.1|DYAK
OG0001687	LOC6504133|XP_032308786.1|DANA	LOC6523795|XP_002099670.1|DYAK
OG0001688	LOC6504750|XP_001966290.1|DANA	LOC6525494|XP_002101329.1|DYAK
OG0001689	LOC6503137|XP_001963502.2|DANA	LOC6525545|XP_002101380.2|DYAK
OG0001690	LOC6493311|XP_001957502.1|DANA	LOC6533112|XP_002093838.1|DYAK
OG0001691	LOC6505485|XP_001964940.1|DANA	LOC6526893|XP_002087992.1|DYAK
OG0001692	LOC6505663|XP_001964502.3|DANA	LOC6535612|XP_039231210.1|DYAK
OG0001693	LOC6502259|XP_032309356.1|DANA	LOC6524597|XP_015045767.1|DYAK
OG0001694	LOC6499703|XP_032305813.1|DANA	LOC6535584|XP_039231295.1|DYAK
OG0001695	LOC6494837|XP_001959572.1|DANA	LOC6531057|XP_002091891.1|DYAK
OG0001696	LOC6500238|XP_001952961.2|DANA	LOC6536493|XP_015047766.1|DYAK
OG0001697	LOC6499896|XP_001953679.1|DANA	LOC6538604|XP_002099126.1|DYAK
OG0001698	LOC6503154|XP_032308896.1|DANA	LOC6526057|XP_039230233.1|DYAK
OG0001699	LOC6500304|XP_032305501.1|DANA	LOC6536526|XP_002097102.1|DYAK
OG0001700	LOC6500621|XP_001953586.1|DANA	LOC6536393|XP_015047728.1|DYAK
OG0001701	LOC6501409|XP_001955187.2|DANA	LOC6537549|XP_002098095.2|DYAK
OG0001702	LOC6496973|XP_001963019.2|DANA	LOC6527938|XP_002089005.1|DYAK
OG0001703	LOC6501053|XP_032312290.1|DANA	LOC6537826|XP_002098367.2|DYAK
OG0001704	LOC6499514|XP_001954465.1|DANA	LOC6537827|XP_002098368.1|DYAK
OG0001705	LOC6499119|XP_014765916.1|DANA	LOC6537994|XP_015048602.1|DYAK
OG0001706	LOC6505386|XP_032309122.1|DANA	LOC6529114|XP_015054172.1|DYAK
OG0001707	LOC6503341|XP_001967767.3|DANA, LOC6500798|XP_014766728.2|DANA	LOC6537866|XP_039231170.1|DYAK
OG0001708	LOC6500925|XP_001954179.1|DANA	LOC6536998|XP_039232272.1|DYAK
OG0001709	LOC6507689|XP_001956152.1|DANA	LOC6532954|XP_002093689.1|DYAK
OG0001710	LOC6500829|XP_001953997.1|DANA	LOC6537661|XP_039232835.1|DYAK
OG0001711	LOC6501221|XP_014766950.2|DANA	LOC6537742|XP_015048478.1|DYAK
OG0001712	LOC6499820|XP_014766242.1|DANA	LOC6538797|XP_002099310.1|DYAK
OG0001713	LOC6499648|XP_001954218.1|DANA	LOC6536624|XP_002097196.1|DYAK
OG0001714	LOC6498867|XP_032312244.1|DANA	LOC6535367|XP_039232025.1|DYAK
OG0001715	LOC6504242|XP_032308229.1|DANA	LOC6525596|XP_002101431.2|DYAK
OG0001716	LOC6503990|XP_001963969.1|DANA	LOC6525347|XP_002101183.1|DYAK
OG0001717	LOC6501579|XP_001955512.2|DANA	LOC6537970|XP_002098507.2|DYAK
OG0001718	LOC6499790|XP_014766227.1|DANA	LOC6537784|XP_039232755.1|DYAK
OG0001719	LOC6500791|XP_032305417.1|DANA	LOC6537872|XP_039231044.1|DYAK
OG0001720	LOC6499875|XP_032309630.1|DANA	LOC6536555|XP_039232796.1|DYAK
OG0001721	LOC6501111|XP_032312302.1|DANA	LOC6536187|XP_002096778.1|DYAK
OG0001722	LOC6493529|XP_032309595.1|DANA	LOC6539549|XP_015045106.2|DYAK
OG0001723	LOC6496679|XP_001961382.1|DANA	LOC6529108|XP_002090121.1|DYAK
OG0001724	LOC6494953|XP_001959335.1|DANA	LOC6530621|XP_039228677.1|DYAK
OG0001725	LOC6494878|XP_014763044.1|DANA	LOC6528870|XP_015054095.1|DYAK
OG0001726	LOC6506922|XP_001956991.1|DANA	LOC6534724|XP_002095399.1|DYAK
OG0001727	LOC6501624|XP_001955631.1|DANA	LOC6537769|XP_002098310.1|DYAK
OG0001728	LOC6494665|XP_001959908.1|DANA	LOC6530222|XP_002091159.1|DYAK
OG0001729	LOC6494377|XP_032307165.1|DANA	LOC6532157|XP_039228994.1|DYAK
OG0001730	LOC6504231|XP_001965118.1|DANA	LOC6527343|XP_002088435.1|DYAK
OG0001731	LOC6494841|XP_032306965.1|DANA	LOC6530011|XP_039228078.1|DYAK
OG0001732	LOC6498209|XP_001962305.1|DANA	LOC6527125|XP_002088219.1|DYAK
OG0001733	LOC6494966|XP_001959314.1|DANA	LOC6530654|XP_002091552.1|DYAK
OG0001734	LOC6495080|XP_001959106.1|DANA	LOC6528690|XP_002089732.1|DYAK
OG0001735	LOC6506825|XP_001957165.1|DANA	LOC6534649|XP_002095324.2|DYAK
OG0001737	LOC6494690|XP_014762916.1|DANA	LOC6531873|XP_002092660.2|DYAK
OG0001738	LOC6506954|XP_001956928.1|DANA	LOC6534349|XP_002095028.1|DYAK
OG0001739	LOC26515254|XP_014764110.1|DANA	LOC26536353|XP_015045318.1|DYAK
OG0001740	LOC6494717|XP_001959802.1|DANA	LOC6531814|XP_002092601.1|DYAK
OG0001741	LOC6505631|XP_001964571.2|DANA	LOC6539040|XP_002099542.1|DYAK
OG0001742	LOC6494010|XP_001961152.1|DANA	LOC6528872|XP_002089904.1|DYAK
OG0001743	LOC6507462|XP_001955965.2|DANA	LOC6532441|XP_002093188.1|DYAK
OG0001744	LOC6496628|XP_001961293.3|DANA	LOC6528316|XP_039226740.1|DYAK
OG0001745	LOC6494192|XP_032307124.1|DANA	LOC6531327|XP_039228422.1|DYAK
OG0001746	LOC6493473|XP_001957829.1|DANA	LOC6533610|XP_002094318.1|DYAK
OG0001747	LOC6494542|XP_032306055.1|DANA	LOC6531184|XP_039228291.1|DYAK
OG0001748	LOC6493017|XP_001956861.3|DANA	LOC6532644|XP_002093388.2|DYAK
OG0001749	LOC6494105|XP_001960967.1|DANA	LOC6532075|XP_002092852.1|DYAK
OG0001750	LOC6496470|XP_001960966.1|DANA	LOC6532073|XP_002092850.1|DYAK
OG0001751	LOC6506946|XP_001956937.1|DANA	LOC6534338|XP_015050580.1|DYAK
OG0001752	LOC6506639|XP_032309861.1|DANA	LOC6533128|XP_002093854.1|DYAK
OG0001753	LOC6506846|XP_014764919.1|DANA	LOC6532831|XP_015049628.2|DYAK
OG0001754	LOC6494332|XP_001960519.1|DANA	LOC6530076|XP_015052583.2|DYAK
OG0001755	LOC6493134|XP_032310211.1|DANA	LOC6532841|XP_015049649.1|DYAK
OG0001756	LOC6494154|XP_014762650.1|DANA	LOC6531481|XP_002092280.1|DYAK
OG0001757	LOC6495612|XP_001959203.1|DANA	LOC6531086|XP_002091920.1|DYAK
OG0001758	LOC6493831|XP_001958523.1|DANA	LOC6534033|XP_015050384.1|DYAK
OG0001759	LOC6495962|XP_001959939.3|DANA	LOC6531651|XP_002092448.3|DYAK
OG0001760	LOC6496564|XP_001961160.2|DANA	LOC6528723|XP_002089758.1|DYAK
OG0001761	LOC6495654|XP_001959312.2|DANA	LOC6530656|XP_002091554.2|DYAK
OG0001762	LOC6497766|XP_001961402.2|DANA	LOC6527046|XP_015053579.1|DYAK
OG0001763	LOC6497299|XP_001962369.2|DANA	LOC6527020|XP_002088115.2|DYAK
OG0001764	LOC6501276|XP_001954901.1|DANA	LOC6537029|XP_002097596.2|DYAK
OG0001765	LOC6495320|XP_032307199.1|DANA	LOC6528766|XP_039227560.1|DYAK
OG0001766	LOC6498343|XP_032307395.1|DANA	LOC6527761|XP_015053795.1|DYAK
OG0001767	LOC6503282|XP_032309180.1|DANA	LOC6526693|XP_002087797.2|DYAK
OG0001768	LOC6503349|XP_001965373.1|DANA	LOC6526304|XP_002087426.1|DYAK
OG0001769	LOC6498395|XP_032311253.1|DANA	LOC6528096|XP_002089163.1|DYAK
OG0001770	LOC6498634|XP_001963207.1|DANA	LOC6527199|XP_002088293.1|DYAK
OG0001771	LOC6498052|XP_001961972.1|DANA	LOC6526731|XP_002087834.1|DYAK
OG0001772	LOC6496939|XP_001963091.1|DANA	LOC6528015|XP_002089082.1|DYAK
OG0001773	LOC6498539|XP_001963024.3|DANA	LOC6527945|XP_002089012.3|DYAK
OG0001774	LOC6494410|XP_001960386.2|DANA	LOC120322342|XP_039233324.1|DYAK, LOC6532112|XP_002092888.2|DYAK
OG0001775	LOC6503074|XP_001963379.1|DANA	LOC6525013|XP_002100852.1|DYAK
OG0001776	LOC6496997|XP_001962964.2|DANA	LOC6527078|XP_002088171.1|DYAK
OG0001777	LOC6498663|XP_032311087.1|DANA	LOC6526949|XP_002088045.1|DYAK
OG0001778	LOC6497403|XP_001962155.1|DANA	LOC6528924|XP_002089956.1|DYAK
OG0001779	LOC6496967|XP_032311183.1|DANA	LOC6527958|XP_039226979.1|DYAK
OG0001780	LOC6496678|XP_014763914.1|DANA	LOC6529106|XP_002090119.1|DYAK
OG0001781	LOC6497269|XP_014761602.1|DANA	LOC6529789|XP_039229228.1|DYAK
OG0001782	LOC6505936|XP_014760518.1|DANA	LOC6527519|XP_015053705.1|DYAK
OG0001783	LOC6498362|XP_001962623.3|DANA	LOC6527800|XP_002088873.1|DYAK
OG0001784	LOC6496865|XP_001963248.1|DANA	LOC6526434|XP_002087553.1|DYAK
OG0001785	LOC6495346|XP_001958627.1|DANA	LOC6528775|XP_002089809.1|DYAK
OG0001786	LOC6507061|XP_001965301.1|DANA	LOC6526971|XP_002088067.1|DYAK
OG0001787	LOC6496863|XP_032310984.1|DANA	LOC6526969|XP_002088065.2|DYAK
OG0001788	LOC6494023|XP_001961130.1|DANA	LOC6529898|XP_002090855.1|DYAK
OG0001789	LOC6496401|XP_001960836.1|DANA	LOC6531765|XP_002092552.1|DYAK
OG0001790	LOC6498661|XP_014762220.1|DANA	LOC6526953|XP_002088049.1|DYAK
OG0001791	LOC6495408|XP_001958776.1|DANA	LOC6530270|XP_039229130.1|DYAK
OG0001792	LOC6497312|XP_014761637.1|DANA	LOC6529618|XP_015052092.1|DYAK
OG0001793	LOC6496333|XP_032306104.1|DANA	LOC6530368|XP_015052658.1|DYAK
OG0001794	LOC6498137|XP_032307616.1|DANA	LOC6528923|XP_002089955.1|DYAK
OG0001795	LOC6496830|XP_032311089.1|DANA	LOC6529544|XP_015052105.1|DYAK
OG0001796	LOC6505353|XP_001967827.2|DANA, LOC6504421|XP_014759461.1|DANA	LOC6525593|XP_002101428.1|DYAK
OG0001797	LOC6504350|XP_014759411.1|DANA	LOC6523713|XP_039233042.1|DYAK
OG0001798	LOC6495965|XP_001959945.1|DANA	LOC6531641|XP_002092438.1|DYAK
OG0001799	LOC6504385|XP_032308250.1|DANA	LOC6526142|XP_002101956.2|DYAK
OG0001800	LOC6496852|XP_001963274.2|DANA	LOC6526943|XP_002088041.2|DYAK
OG0001801	LOC6507756|XP_001956284.3|DANA	LOC6532511|XP_002093257.2|DYAK
OG0001802	LOC6500958|XP_001954245.1|DANA	LOC6536248|XP_002096834.1|DYAK
OG0001803	LOC6499968|XP_001953531.2|DANA	LOC6535965|XP_039231787.1|DYAK
OG0001804	LOC6494512|XP_001965916.2|DANA	LOC6537472|XP_002098028.2|DYAK
OG0001805	LOC6506204|XP_001958349.1|DANA	LOC6532739|XP_002093481.1|DYAK
OG0001806	LOC6503400|XP_014759139.1|DANA	LOC6538699|XP_002099214.1|DYAK
OG0001807	LOC6494339|XP_001965935.2|DANA	LOC6537207|XP_002097765.1|DYAK
OG0001808	LOC6499437|XP_014766067.1|DANA	LOC6536643|XP_015047865.1|DYAK
OG0001809	LOC6499459|XP_001954598.2|DANA	LOC6535310|XP_015047048.2|DYAK
OG0001810	LOC6500809|XP_001953956.2|DANA	LOC6537850|XP_002098391.1|DYAK
OG0001811	LOC6496493|XP_001961012.3|DANA	LOC6528522|XP_002089568.3|DYAK
OG0001812	LOC6503193|XP_001963617.2|DANA	LOC6525188|XP_015046148.1|DYAK
OG0001813	LOC6499350|XP_032305766.1|DANA	LOC6535695|XP_039231150.1|DYAK
OG0001814	LOC6500956|XP_001954240.1|DANA	LOC6535998|XP_039231592.1|DYAK
OG0001815	LOC6499133|XP_001955235.1|DANA	LOC6537498|XP_002098046.1|DYAK
OG0001816	LOC6496539|XP_001961102.1|DANA	LOC6529928|XP_002090884.1|DYAK
OG0001817	LOC6495984|XP_014763574.1|DANA	LOC6528821|XP_039226531.1|DYAK
OG0001818	LOC6503113|XP_001963447.2|DANA	LOC6525087|XP_039226098.1|DYAK
OG0001819	LOC6496087|XP_001960194.2|DANA	LOC6531584|XP_002092382.1|DYAK
OG0001820	LOC6503827|XP_001963675.2|DANA	LOC6525439|XP_002101274.1|DYAK
OG0001821	LOC6494777|XP_001959691.1|DANA	LOC6532093|XP_002092869.1|DYAK
OG0001822	LOC6496389|XP_001960804.1|DANA	LOC6531730|XP_002092520.1|DYAK
OG0001823	LOC6507202|XP_001956494.1|DANA	LOC6533669|XP_002094375.1|DYAK
OG0001824	LOC6496835|XP_001963310.1|DANA	LOC6526447|XP_002087566.1|DYAK
OG0001825	LOC6496019|XP_032306172.1|DANA	LOC6530918|XP_039228589.1|DYAK
OG0001826	LOC6496614|XP_001961263.1|DANA	LOC6529359|XP_002090364.1|DYAK
OG0001827	LOC6494297|XP_001960581.1|DANA	LOC6531696|XP_015051490.1|DYAK
OG0001828	LOC6505186|XP_001965501.2|DANA	LOC6524613|XP_002100470.1|DYAK
OG0001829	LOC6495495|XP_001958971.1|DANA	LOC6530195|XP_002091133.1|DYAK
OG0001830	LOC6494169|XP_001960833.1|DANA	LOC6531758|XP_002092548.1|DYAK
OG0001831	LOC6507210|XP_001956470.2|DANA	LOC6534266|XP_002094947.1|DYAK
OG0001832	LOC6503081|XP_001963397.1|DANA	LOC6524003|XP_015045421.1|DYAK
OG0001833	LOC6495723|XP_014763467.2|DANA	LOC6531931|XP_002092717.2|DYAK
OG0001834	LOC6499691|XP_001954133.1|DANA	LOC6537260|XP_002097818.1|DYAK
OG0001837	LOC6502788|XP_014764612.1|DANA, LOC6506704|XP_001957391.1|DANA	LOC6532267|XP_002093039.2|DYAK
OG0001838	LOC6494053|XP_032306128.1|DANA	LOC6529963|XP_002090910.1|DYAK
OG0001839	LOC6495604|XP_001959188.1|DANA	LOC6526346|XP_002087468.1|DYAK, LOC6530779|XP_002091666.1|DYAK
OG0001840	LOC6497606|XP_001961725.1|DANA	LOC26535364|XP_015052898.1|DYAK
OG0001840	LOC6497605|XP_001961726.1|DANA	LOC26535710|XP_039228125.1|DYAK
OG0001841	LOC6507052|XP_001956745.2|DANA	LOC6532297|XP_002093057.2|DYAK
OG0001841	LOC6507051|XP_001956746.1|DANA	LOC6532296|XP_002093056.1|DYAK
OG0001842	LOC6507492|XP_001955896.1|DANA	LOC6533503|XP_002094214.1|DYAK, LOC6526930|XP_002088028.1|DYAK
OG0001843	LOC6493620|XP_001958117.1|DANA	LOC6534942|XP_002095612.1|DYAK
OG0001844	LOC6507803|XP_001956378.1|DANA	LOC6534142|XP_002094826.1|DYAK, LOC6534143|XP_002094827.1|DYAK
OG0001845	LOC6496145|XP_001960331.1|DANA	LOC6531797|XP_002092584.1|DYAK
OG0001846	LOC26514342|XP_014767273.1|DANA, LOC6500919|XP_014766796.2|DANA	LOC6537451|XP_002098007.1|DYAK, LOC120321824|XP_039231726.1|DYAK, LOC6537449|XP_002098005.3|DYAK
OG0001847	LOC116656599|XP_032312360.1|DANA, LOC116656593|XP_032312303.1|DANA, LOC116654521|XP_032305565.1|DANA, LOC26514189|XP_014760909.2|DANA, LOC116656601|XP_032312377.1|DANA, LOC116656602|XP_032312378.1|DANA, LOC116654555|XP_032305701.1|DANA, LOC116654554|XP_032305700.1|DANA, LOC116656586|XP_032312261.1|DANA, LOC116656590|XP_032312291.1|DANA	LOC120321513|XP_039230119.1|DYAK, LOC120321505|XP_039230042.1|DYAK, LOC120321398|XP_039229565.1|DYAK
OG0001849	LOC6499812|XP_001953861.2|DANA	LOC6538812|XP_002099325.1|DYAK
OG0001850	LOC6502768|XP_001966880.2|DANA	LOC6523746|XP_039232891.1|DYAK
OG0001851	LOC6501786|XP_032311739.1|DANA	LOC6523728|XP_039232878.1|DYAK
OG0001853	LOC6499238|XP_032307961.1|DANA	LOC6538383|XP_039231982.1|DYAK
OG0001854	LOC6503919|XP_001963842.1|DANA	LOC6524813|XP_002100655.2|DYAK
OG0001855	LOC6494271|XP_001960622.1|DANA	LOC6531359|XP_002092162.1|DYAK
OG0001856	LOC6501884|XP_001966736.1|DANA	LOC6525264|XP_002101100.1|DYAK
OG0001857	LOC6501972|XP_001966793.1|DANA	LOC6526091|XP_002101908.1|DYAK
OG0001858	LOC6505063|XP_001965531.1|DANA	LOC6525823|XP_002101643.1|DYAK
OG0001859	LOC6503623|XP_001964043.1|DANA	LOC6526196|XP_002102005.1|DYAK
OG0001860	LOC6507843|XP_014765488.1|DANA	LOC6534246|XP_002094928.1|DYAK
OG0001861	LOC6501337|XP_001955018.1|DANA	LOC6538349|XP_002098874.1|DYAK
OG0001862	LOC6504383|XP_001967076.1|DANA	LOC6526135|XP_002101952.2|DYAK
OG0001863	LOC6505009|XP_001965638.1|DANA	LOC6524650|XP_002100507.1|DYAK
OG0001864	LOC6499683|XP_014766186.1|DANA	LOC6537274|XP_015048245.1|DYAK
OG0001865	LOC6504425|XP_032308114.1|DANA	LOC6525601|XP_002101436.1|DYAK
OG0001866	LOC6500365|XP_032305411.1|DANA	LOC6536913|XP_015048008.1|DYAK
OG0001867	LOC6493408|XP_032310305.1|DANA	LOC6534316|XP_015050569.1|DYAK
OG0001868	LOC6497143|XP_001962671.2|DANA	LOC6529230|XP_039228821.1|DYAK
OG0001869	LOC6500775|XP_014766708.1|DANA	LOC6535871|XP_039231370.1|DYAK
OG0001870	LOC6504747|XP_001966286.1|DANA	LOC6525489|XP_002101324.1|DYAK
OG0001871	LOC6504733|XP_001966303.1|DANA	LOC6525014|XP_002100853.1|DYAK
OG0001872	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA	LOC6538886|XP_039231533.1|DYAK
OG0001873	LOC6500472|XP_001953287.1|DANA	LOC6535251|XP_002095907.1|DYAK
OG0001874	LOC6499218|XP_001955081.1|DANA	LOC6538608|XP_002099130.1|DYAK
