Orthogroup	DANA.longest_only	DHYD.longest_only
OG0001280	LOC6506507|XP_001957750.1|DANA	LOC111600514|XP_023172411.1|DHYD
OG0001281	LOC6507584|XP_001955950.1|DANA	LOC111591857|XP_023159507.1|DHYD
OG0001282	LOC6497809|XP_001961489.1|DANA	LOC111603965|XP_023177571.2|DHYD
OG0001283	LOC6496410|XP_001960858.2|DANA	LOC111594018|XP_023162888.2|DHYD
OG0001284	LOC6497272|XP_001965911.2|DANA	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD
OG0001285	LOC6507093|XP_014765063.1|DANA	LOC111598758|XP_023169934.1|DHYD
OG0001286	LOC6503632|XP_014760393.2|DANA	LOC111596084|XP_023165913.1|DHYD
OG0001287	LOC6494675|XP_001965955.1|DANA	LOC111600268|XP_023172084.2|DHYD
OG0001288	LOC6497690|XP_001961565.1|DANA	LOC111599114|XP_023170442.2|DHYD
OG0001289	LOC6502767|XP_001965256.2|DANA	LOC111601651|XP_023174105.2|DHYD
OG0001290	LOC6497204|XP_032307733.1|DANA	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD
OG0001291	LOC6494912|XP_014763071.2|DANA	LOC111600014|XP_023171687.1|DHYD
OG0001292	LOC6496297|XP_001960635.2|DANA	LOC111594729|XP_023163932.2|DHYD
OG0001293	LOC6504155|XP_001964289.1|DANA	LOC111605594|XP_023179971.1|DHYD
OG0001294	LOC6499327|XP_001954859.1|DANA	LOC111603471|XP_023176829.1|DHYD
OG0001295	LOC6502235|XP_001966036.1|DANA	LOC111602855|XP_023175938.1|DHYD
OG0001296	LOC6493893|XP_032311522.1|DANA	LOC111605641|XP_023180070.2|DHYD
OG0001297	LOC6499040|XP_001955448.1|DANA	LOC111601790|XP_023174327.1|DHYD
OG0001298	LOC6500044|XP_032312361.1|DANA	LOC111602638|XP_023175567.1|DHYD
OG0001299	LOC6507340|XP_032309757.1|DANA	LOC111604503|XP_023178363.2|DHYD
OG0001300	LOC6499532|XP_001954428.1|DANA	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD
OG0001301	LOC6498237|XP_001962364.1|DANA	LOC111597755|XP_023168378.2|DHYD
OG0001302	LOC6494604|XP_032306614.1|DANA	LOC111594327|XP_023163342.1|DHYD
OG0001303	LOC6500698|XP_001953750.1|DANA	LOC111602449|XP_023175280.2|DHYD
OG0001304	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA	LOC111592217|XP_023160058.1|DHYD
OG0001305	LOC6503390|XP_001967520.2|DANA	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD
OG0001306	LOC6500706|XP_001953762.1|DANA	LOC111595196|XP_023164559.1|DHYD
OG0001307	LOC6493303|XP_001957486.1|DANA	LOC111594841|XP_023164075.2|DHYD
OG0001308	LOC6504634|XP_032309303.1|DANA	LOC111596830|XP_023166969.1|DHYD
OG0001309	LOC6501270|XP_001954892.1|DANA	LOC111604956|XP_023179001.1|DHYD
OG0001310	LOC6502947|XP_001963541.2|DANA	LOC111598328|XP_023169296.1|DHYD
OG0001311	LOC6505194|XP_001965524.2|DANA	LOC111603228|XP_030079291.1|DHYD
OG0001312	LOC6493418|XP_001957711.1|DANA	LOC111592737|XP_023160899.1|DHYD
OG0001313	LOC6494637|XP_001959971.3|DANA	LOC111600546|XP_023172459.2|DHYD
OG0001314	LOC6502469|XP_001962779.1|DANA	LOC111600371|XP_023172216.2|DHYD
OG0001315	LOC6504655|XP_001966464.1|DANA	LOC111604067|XP_023177704.1|DHYD
OG0001316	LOC6494999|XP_001959245.1|DANA	LOC111593925|XP_023162767.1|DHYD
OG0001317	LOC6497355|XP_001962258.2|DANA	LOC111601159|XP_023173405.2|DHYD
OG0001319	LOC6498408|XP_001962738.1|DANA	LOC111600413|XP_023172261.2|DHYD
OG0001320	LOC6494931|XP_001959378.2|DANA	LOC111597960|XP_023168692.2|DHYD
OG0001321	LOC6496584|XP_001961199.1|DANA	LOC111593285|XP_023161726.2|DHYD
OG0001322	LOC6502624|XP_001954660.2|DANA, LOC6500034|XP_001953350.1|DANA	LOC111604863|XP_023178865.1|DHYD
OG0001323	LOC26513821|XP_014760628.1|DANA, LOC26515059|XP_014760667.1|DANA	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD
OG0001324	LOC6497923|XP_001961718.1|DANA	LOC111595009|XP_023164282.1|DHYD
OG0001325	LOC6500030|XP_001953358.1|DANA	LOC111597544|XP_023168102.2|DHYD
OG0001326	LOC6501601|XP_001955566.1|DANA	LOC111603295|XP_023176585.1|DHYD
OG0001328	LOC26515035|XP_032311989.1|DANA	LOC111596963|XP_030079613.1|DHYD
OG0001329	LOC6505307|XP_001965728.2|DANA	LOC111594997|XP_023164264.1|DHYD
OG0001330	LOC6505211|XP_032307795.1|DANA	LOC111592999|XP_023161285.2|DHYD
OG0001331	LOC6502047|XP_032311934.1|DANA	LOC111598637|XP_023169785.2|DHYD
OG0001332	LOC6504416|XP_032308163.1|DANA	LOC111598290|XP_023169241.1|DHYD
OG0001333	LOC6505113|XP_001964793.2|DANA	LOC111591909|XP_023159609.1|DHYD
OG0001334	LOC6505553|XP_001964713.1|DANA	LOC111592492|XP_023160479.2|DHYD
OG0001335	LOC6500011|XP_001953409.1|DANA	LOC111592028|XP_023159791.2|DHYD
OG0001337	LOC6504487|XP_032308308.1|DANA	LOC111603386|XP_023176713.1|DHYD
OG0001338	LOC6496265|XP_014763712.1|DANA	LOC111595542|XP_023165095.1|DHYD
OG0001339	LOC6495364|XP_001958670.1|DANA	LOC111604516|XP_023178383.1|DHYD
OG0001340	LOC6503257|XP_032309758.1|DANA	LOC111600939|XP_023173078.2|DHYD
OG0001341	LOC6500539|XP_032310342.1|DANA	LOC111593681|XP_023162341.1|DHYD
OG0001342	LOC6499005|XP_032311648.1|DANA	LOC111596410|XP_023166387.2|DHYD
OG0001343	LOC6499178|XP_001955160.2|DANA	LOC111594441|XP_023163497.2|DHYD
OG0001344	LOC6505942|XP_032305468.1|DANA	LOC111597828|XP_023168492.1|DHYD
OG0001345	LOC6499926|XP_001953617.1|DANA	LOC111594624|XP_023163782.2|DHYD
OG0001346	LOC6499381|XP_001954747.1|DANA	LOC111599551|XP_023170985.2|DHYD
OG0001347	LOC6503956|XP_001963915.1|DANA	LOC111593051|XP_023161392.1|DHYD
OG0001349	LOC6507029|XP_014765038.1|DANA	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD
OG0001350	LOC6507885|XP_001956525.3|DANA	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD
OG0001351	LOC6494868|XP_001959521.1|DANA	LOC111593942|XP_023162798.2|DHYD
OG0001352	LOC6493905|XP_032311477.1|DANA	LOC111603185|XP_023176440.1|DHYD
OG0001353	LOC6506341|XP_001958072.1|DANA	LOC111595065|XP_023164389.1|DHYD
OG0001354	LOC6495912|XP_014763532.1|DANA	LOC111603814|XP_023177337.2|DHYD
OG0001355	LOC6495849|XP_001959707.1|DANA	LOC111593924|XP_023162766.1|DHYD
OG0001356	LOC6498969|XP_032312081.1|DANA	LOC111600282|XP_023172100.1|DHYD
OG0001357	LOC6493524|XP_001957929.1|DANA	LOC111595087|XP_023164411.2|DHYD
OG0001358	LOC6493887|XP_001961393.1|DANA, LOC6493673|XP_001958205.1|DANA	LOC111592324|XP_023160214.2|DHYD
OG0001359	LOC6497282|XP_001962395.1|DANA	LOC111605041|XP_023179145.1|DHYD
OG0001360	LOC6496405|XP_001960845.1|DANA	LOC111593857|XP_023162672.1|DHYD
OG0001361	LOC6507777|XP_001956328.2|DANA	LOC111603699|XP_023177167.2|DHYD
OG0001362	LOC6507781|XP_001956333.1|DANA	LOC111603733|XP_023177217.1|DHYD
OG0001363	LOC6500148|XP_001953128.1|DANA	LOC111604218|XP_023177955.1|DHYD
OG0001364	LOC6495293|XP_032307170.1|DANA	LOC111593177|XP_023161552.1|DHYD
OG0001365	LOC6506203|XP_001958350.1|DANA	LOC111601058|XP_023173244.1|DHYD
OG0001366	LOC6493350|XP_014764343.1|DANA	LOC111601693|XP_023174172.2|DHYD
OG0001367	LOC6494766|XP_032306575.1|DANA	LOC111593872|XP_023162701.1|DHYD
OG0001368	LOC6494818|XP_001959603.1|DANA	LOC111603475|XP_023176836.1|DHYD
OG0001369	LOC6505035|XP_001965594.1|DANA	LOC111597472|XP_023167992.1|DHYD
OG0001370	LOC6494714|XP_001959806.1|DANA	LOC111603836|XP_023177369.2|DHYD
OG0001371	LOC26515113|XP_032311474.1|DANA	LOC111594747|XP_023163961.1|DHYD
OG0001372	LOC6495881|XP_032306846.1|DANA	LOC111597681|XP_023168279.2|DHYD
OG0001373	LOC6497138|XP_001962680.1|DANA	LOC111602382|XP_023175171.1|DHYD
OG0001374	LOC6494222|XP_001960712.1|DANA	LOC111593743|XP_023162504.1|DHYD
OG0001375	LOC6498889|XP_014765800.1|DANA	LOC111604830|XP_023178822.2|DHYD
OG0001376	LOC6495404|XP_001958769.1|DANA	LOC111605395|XP_023179662.2|DHYD
OG0001377	LOC6505475|XP_001964934.2|DANA	LOC111602512|XP_023175361.2|DHYD
OG0001378	LOC6498231|XP_032307509.1|DANA	LOC111596339|XP_023166288.1|DHYD
OG0001379	LOC6498057|XP_014761951.1|DANA	LOC111600796|XP_023172858.1|DHYD, LOC115482908|XP_030079014.1|DHYD
OG0001380	LOC6496671|XP_001961371.2|DANA	LOC111600910|XP_030081111.1|DHYD
OG0001381	LOC6496421|XP_032307210.1|DANA	LOC111600717|XP_023172742.2|DHYD
OG0001382	LOC6503284|XP_014759110.1|DANA	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD
OG0001383	LOC6495075|XP_001959121.1|DANA	LOC111597690|XP_023168291.1|DHYD
OG0001384	LOC6497523|XP_014761719.1|DANA	LOC111600249|XP_023172061.1|DHYD
OG0001385	LOC6504562|XP_001964906.2|DANA	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD
OG0001387	LOC6496853|XP_001963272.1|DANA	LOC111600902|XP_023173025.2|DHYD
OG0001388	LOC6496954|XP_001963064.2|DANA	LOC111603998|XP_023177615.1|DHYD
OG0001389	LOC6499044|XP_032311132.1|DANA	LOC111605506|XP_023179824.1|DHYD
OG0001390	LOC6506658|XP_032310901.1|DANA	LOC111599163|XP_023170506.1|DHYD
OG0001391	LOC6498019|XP_001961904.1|DANA	LOC111600368|XP_023172217.2|DHYD
OG0001392	LOC6505294|XP_001965704.2|DANA	LOC111601853|XP_030079346.1|DHYD
OG0001393	LOC6505212|XP_001965556.1|DANA	LOC111592710|XP_023160864.1|DHYD
OG0001394	LOC6496933|XP_014761435.1|DANA	LOC111597405|XP_023167852.1|DHYD
OG0001395	LOC6494219|XP_001965954.1|DANA	LOC111602982|XP_023176145.1|DHYD
OG0001396	LOC6505242|XP_001965608.1|DANA	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD
OG0001397	LOC6499434|XP_032312182.1|DANA	LOC111604566|XP_023178435.1|DHYD
OG0001398	LOC6504119|XP_001964223.1|DANA	LOC111604062|XP_030079992.1|DHYD
OG0001399	LOC26514407|XP_032311528.1|DANA	LOC111599996|XP_023171663.2|DHYD
OG0001400	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA	LOC111594555|XP_023163678.2|DHYD
OG0001401	LOC6507115|XP_001956641.1|DANA	LOC111600941|XP_023173080.2|DHYD
OG0001402	LOC6506735|XP_001957332.1|DANA	LOC111595346|XP_023164788.1|DHYD
OG0001403	LOC6507950|XP_001958044.1|DANA	LOC111605103|XP_030079565.1|DHYD
OG0001404	LOC6494045|XP_001961088.2|DANA	LOC111599715|XP_023171220.2|DHYD
OG0001405	LOC6496132|XP_001960296.1|DANA	LOC111597065|XP_023167360.2|DHYD
OG0001406	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA	LOC111601815|XP_023174404.1|DHYD
OG0001407	LOC6506944|XP_001956940.1|DANA	LOC111594879|XP_023164132.1|DHYD
OG0001408	LOC6496177|XP_001960379.1|DANA	LOC111592144|XP_023159958.1|DHYD
OG0001411	LOC6498961|XP_001955602.1|DANA	LOC111602616|XP_030081661.1|DHYD
OG0001412	LOC6496832|XP_001963314.1|DANA	LOC111596374|XP_023166347.2|DHYD
OG0001413	LOC6496054|XP_001960122.1|DANA	LOC111600762|XP_023172808.1|DHYD
OG0001414	LOC6495628|XP_014763384.1|DANA	LOC111596754|XP_023166899.2|DHYD
OG0001415	LOC6495166|XP_001958926.1|DANA, LOC6495167|XP_001958925.1|DANA	LOC111594762|XP_023163982.2|DHYD
OG0001416	LOC6498250|XP_032307467.1|DANA	LOC111598782|XP_023169964.2|DHYD
OG0001416	LOC6507072|XP_001956714.1|DANA	LOC111598694|XP_023169827.2|DHYD
OG0001417	LOC26515579|XP_014761237.1|DANA	LOC111591890|XP_023159565.2|DHYD
OG0001418	LOC6493020|XP_001956872.2|DANA, LOC6502832|XP_001956870.2|DANA	LOC111592762|XP_023160930.2|DHYD
OG0001419	LOC6497501|XP_001961951.1|DANA	LOC111598986|XP_023170255.1|DHYD, LOC115483308|XP_030080545.1|DHYD
OG0001420	LOC6498941|XP_001955634.1|DANA	LOC111596484|XP_023166513.2|DHYD
OG0001422	LOC6507076|XP_001956708.1|DANA	LOC111598796|XP_023169981.2|DHYD
OG0001423	LOC6499286|XP_001954950.2|DANA	LOC111599669|XP_023171142.1|DHYD, LOC111593331|XP_023161810.2|DHYD, LOC111604880|XP_023178885.1|DHYD, LOC111593338|XP_023161816.1|DHYD
OG0001426	LOC6498119|XP_001962115.2|DANA	LOC111599403|XP_023170826.1|DHYD
OG0001427	LOC6497709|XP_001961513.1|DANA	LOC111594156|XP_023163105.1|DHYD
OG0001429	LOC6501562|XP_001955476.1|DANA	LOC111593244|XP_023161665.2|DHYD
OG0001430	LOC6500154|XP_001953119.1|DANA	LOC111605551|XP_023179880.1|DHYD
OG0001431	LOC6501953|XP_001966755.1|DANA	LOC111598306|XP_023169262.2|DHYD
OG0001432	LOC6502276|XP_001966147.1|DANA	LOC111605605|XP_023179987.1|DHYD
OG0001433	LOC6501065|XP_032305802.1|DANA	LOC111595674|XP_023165277.2|DHYD
OG0001434	LOC6504967|XP_032307871.1|DANA	LOC111603346|XP_023176651.1|DHYD
OG0001435	LOC6496501|XP_032306196.1|DANA	LOC111600790|XP_023172848.2|DHYD
OG0001436	LOC6504662|XP_001966450.2|DANA	LOC111596721|XP_023166817.1|DHYD
OG0001437	LOC6497507|XP_001961938.1|DANA	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD
OG0001438	LOC6499222|XP_001955075.1|DANA	LOC111596159|XP_023166018.2|DHYD
OG0001439	LOC6500774|XP_001953890.1|DANA	LOC111600727|XP_023172767.1|DHYD
OG0001440	LOC6498756|XP_001967266.1|DANA	LOC111603161|XP_023176407.1|DHYD
OG0001441	LOC6502950|XP_001963533.2|DANA	LOC111593431|XP_023161945.1|DHYD
OG0001442	LOC6497285|XP_001962391.1|DANA	LOC111605027|XP_023179126.1|DHYD
OG0001443	LOC6498991|XP_001955550.1|DANA	LOC111603236|XP_023176508.1|DHYD
OG0001444	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA	LOC111599036|XP_023170319.2|DHYD
OG0001445	LOC6500986|XP_032305977.1|DANA	LOC111595445|XP_023164942.1|DHYD
OG0001446	LOC6501047|XP_014766871.1|DANA	LOC111603490|XP_023176857.2|DHYD
OG0001447	LOC6499409|XP_001954697.2|DANA	LOC111592002|XP_023159736.2|DHYD
OG0001448	LOC6498982|XP_014765863.1|DANA	LOC111603294|XP_023176584.1|DHYD
OG0001449	LOC6494632|XP_001959979.1|DANA	LOC111599987|XP_023171649.2|DHYD
OG0001450	LOC6501216|XP_014766947.2|DANA	LOC111603620|XP_023177058.2|DHYD
OG0001450	LOC6507945|XP_001962710.1|DANA	LOC111602242|XP_023174999.1|DHYD
OG0001451	LOC6495540|XP_032306700.1|DANA	LOC111593943|XP_023162800.1|DHYD
OG0001452	LOC6495464|XP_014763321.2|DANA	LOC111603823|XP_030081370.1|DHYD
OG0001453	LOC6506925|XP_001956979.1|DANA	LOC111600455|XP_023172325.1|DHYD
OG0001454	LOC6499869|XP_032306127.1|DANA	LOC111602615|XP_023175548.2|DHYD
OG0001455	LOC6506584|XP_032310836.1|DANA	LOC111603719|XP_023177197.2|DHYD
OG0001456	LOC6495636|XP_032306274.1|DANA	LOC115482755|XP_030078923.1|DHYD, LOC115482831|XP_030078925.1|DHYD, LOC111591923|XP_030080873.1|DHYD
OG0001457	LOC6495781|XP_001959565.1|DANA	LOC111595327|XP_023164754.2|DHYD
OG0001458	LOC6496342|XP_001960730.1|DANA	LOC111600681|XP_023172703.2|DHYD
OG0001459	LOC6506394|XP_001957948.1|DANA	LOC111592442|XP_023160394.2|DHYD
OG0001460	LOC6496028|XP_014763603.1|DANA	LOC111604106|XP_030081318.1|DHYD
OG0001461	LOC6503189|XP_032311859.1|DANA	LOC111595425|XP_023164956.1|DHYD
OG0001462	LOC6502831|XP_032310793.1|DANA	LOC111598466|XP_030081599.1|DHYD
OG0001463	LOC6500482|XP_032310615.1|DANA	LOC111596676|XP_023166748.2|DHYD
OG0001464	LOC6504893|XP_001966544.1|DANA	LOC111596778|XP_023166897.1|DHYD
OG0001465	LOC6493951|XP_001961260.1|DANA	LOC111604103|XP_023177773.1|DHYD
OG0001466	LOC6498464|XP_001962879.1|DANA	LOC111595844|XP_023165522.2|DHYD
OG0001467	LOC6497937|XP_001961752.1|DANA	LOC111592659|XP_023160779.1|DHYD
OG0001468	LOC6493547|XP_001957977.2|DANA	LOC111604758|XP_023178716.1|DHYD
OG0001469	LOC6494890|XP_001959484.1|DANA	LOC111592530|XP_030081414.1|DHYD
OG0001470	LOC6507835|XP_001956445.1|DANA	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD
OG0001471	LOC6507057|XP_032309541.1|DANA	LOC111597605|XP_023168174.2|DHYD
OG0001472	LOC6493385|XP_001957648.1|DANA	LOC111592437|XP_023160389.1|DHYD
OG0001473	LOC6500976|XP_001954286.2|DANA	LOC111602654|XP_023175595.1|DHYD
OG0001474	LOC26515239|XP_014764107.1|DANA	LOC111600030|XP_023171714.1|DHYD
OG0001475	LOC6495758|XP_001959513.1|DANA	LOC111599436|XP_023170858.2|DHYD
OG0001476	LOC6496791|XP_001965771.3|DANA	LOC111600139|XP_030081248.1|DHYD
OG0001477	LOC6505518|XP_001964778.1|DANA	LOC111597831|XP_023168495.1|DHYD
OG0001478	LOC6507403|XP_001965367.1|DANA	LOC111599052|XP_030080233.1|DHYD
OG0001479	LOC6504730|XP_001966317.1|DANA	LOC111593433|XP_023161948.2|DHYD
OG0001480	LOC6503347|XP_001965375.1|DANA	LOC111599043|XP_023170327.2|DHYD
OG0001481	LOC6497932|XP_001961745.2|DANA	LOC111599138|XP_023170469.2|DHYD
OG0001482	LOC6494139|XP_001960885.1|DANA	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD
OG0001483	LOC6505388|XP_001966911.1|DANA	LOC111592078|XP_023159866.1|DHYD
OG0001484	LOC6497014|XP_001962926.2|DANA	LOC111599348|XP_023170745.1|DHYD
OG0001485	LOC6506289|XP_001958192.1|DANA	LOC111592295|XP_023160166.2|DHYD
OG0001486	LOC6497394|XP_001962171.1|DANA	LOC111595784|XP_023165436.2|DHYD
OG0001487	LOC26514765|XP_014760157.1|DANA	LOC111594717|XP_023163911.1|DHYD
OG0001488	LOC6494058|XP_001961068.1|DANA	LOC111595752|XP_023165382.2|DHYD
OG0001490	LOC6497801|XP_001961476.1|DANA	LOC111594662|XP_023163832.1|DHYD
OG0001491	LOC26513957|XP_014762279.1|DANA, LOC6498093|XP_001962067.1|DANA	LOC111595544|XP_023165098.1|DHYD
OG0001492	LOC116655209|XP_032308648.1|DANA, LOC6503469|XP_001965310.2|DANA	LOC111601013|XP_030079271.1|DHYD
OG0001493	LOC6502988|XP_001963461.1|DANA	LOC111605124|XP_023179248.1|DHYD
OG0001494	LOC6503829|XP_001963680.1|DANA	LOC111598455|XP_023169478.1|DHYD
OG0001495	LOC26515105|XP_032306199.1|DANA	LOC111600795|XP_023172854.1|DHYD
OG0001496	LOC6503782|XP_001963755.1|DANA	LOC111591999|XP_023159732.1|DHYD
OG0001497	LOC6494676|XP_001959883.2|DANA	LOC111604114|XP_023177789.2|DHYD
OG0001498	LOC6500094|XP_032312281.1|DANA	LOC111603394|XP_023176727.2|DHYD
OG0001500	LOC6494354|XP_032307202.1|DANA	LOC111594305|XP_023163312.2|DHYD
OG0001501	LOC6505831|XP_001964451.1|DANA	LOC111592022|XP_023159783.2|DHYD
OG0001502	LOC6495479|XP_001958937.1|DANA	LOC111602552|XP_023175475.2|DHYD
OG0001503	LOC6495087|XP_032306663.1|DANA	LOC111597044|XP_023167327.1|DHYD
OG0001504	LOC6503555|XP_032308777.1|DANA	LOC111597223|XP_023167577.2|DHYD
OG0001505	LOC6494313|XP_032306316.1|DANA	LOC111595460|XP_030078560.1|DHYD
OG0001506	LOC6496242|XP_014763708.1|DANA	LOC111592724|XP_023160883.2|DHYD
OG0001507	LOC6496117|XP_014763634.1|DANA	LOC111601268|XP_030082053.1|DHYD
OG0001508	LOC6495999|XP_001960011.1|DANA	LOC111594050|XP_023162936.2|DHYD
OG0001509	LOC6496102|XP_032307197.1|DANA	LOC111597985|XP_023168732.2|DHYD, LOC115482749|XP_030081254.1|DHYD
OG0001510	LOC6498402|XP_001962723.1|DANA	LOC111602344|XP_023175124.1|DHYD
OG0001511	LOC6494368|XP_001960447.1|DANA	LOC111593941|XP_023162799.2|DHYD
OG0001512	LOC6493515|XP_001957902.1|DANA	LOC111593210|XP_023161623.2|DHYD
OG0001515	LOC6504782|XP_001966335.1|DANA	LOC111601870|XP_023174478.1|DHYD
OG0001517	LOC6499094|XP_001955314.2|DANA	LOC111593231|XP_023161650.1|DHYD
OG0001518	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA	LOC111598273|XP_030080141.1|DHYD, LOC111598292|XP_023169243.2|DHYD
OG0001519	LOC6500468|XP_001953282.2|DANA	LOC111605110|XP_023179222.2|DHYD
OG0001520	LOC6499159|XP_001955196.1|DANA, LOC26514285|XP_014767261.1|DANA, LOC6499162|XP_001955193.1|DANA	LOC111598218|XP_023169144.2|DHYD
OG0001521	LOC6497077|XP_001962800.1|DANA	LOC111600232|XP_030079139.1|DHYD, LOC115482923|XP_030079088.1|DHYD, LOC111594108|XP_030079142.1|DHYD
OG0001522	LOC6498201|XP_001962284.1|DANA	LOC111602358|XP_023175135.2|DHYD
OG0001523	LOC6495175|XP_001958908.1|DANA	LOC111605229|XP_023179426.2|DHYD
OG0001524	LOC26514939|XP_014764063.1|DANA, LOC6496249|XP_032306920.1|DANA	LOC111592237|XP_023160088.2|DHYD
OG0001526	LOC6504252|XP_001967373.1|DANA, LOC6504251|XP_001967374.1|DANA	LOC111595364|XP_023164817.2|DHYD
OG0001527	LOC6501929|XP_001966708.1|DANA	LOC111596533|XP_023166571.2|DHYD
OG0001527	LOC116655116|XP_032308204.1|DANA	LOC111596535|XP_023166572.1|DHYD
OG0001528	LOC6500250|XP_001952941.2|DANA	LOC111596461|XP_023166479.2|DHYD, LOC111601769|XP_030081567.1|DHYD
OG0001529	LOC6503481|XP_001964301.1|DANA	LOC111594511|XP_023163641.2|DHYD
OG0001530	LOC6504718|XP_001964860.1|DANA	LOC111593154|XP_023161524.1|DHYD
OG0001531	LOC6493996|XP_001961172.2|DANA	LOC111602349|XP_023175129.2|DHYD
OG0001534	LOC6504927|XP_032309274.1|DANA	LOC111596462|XP_023166481.2|DHYD
OG0001535	LOC6504528|XP_001967078.1|DANA	LOC111600195|XP_023171976.1|DHYD
OG0001536	LOC6502128|XP_001966156.1|DANA	LOC111602401|XP_023175188.1|DHYD
OG0001537	LOC6507360|XP_001965359.1|DANA	LOC111599173|XP_023170523.1|DHYD
OG0001538	LOC6502165|XP_032309366.1|DANA	LOC111596884|XP_023167100.1|DHYD
OG0001539	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA	LOC111603797|XP_023177313.2|DHYD
OG0001540	LOC6506052|XP_014760535.1|DANA	LOC111595018|XP_023164295.2|DHYD
OG0001541	LOC6493853|XP_032310728.1|DANA	LOC111597549|XP_023168113.2|DHYD
OG0001542	LOC6500687|XP_032309612.1|DANA	LOC111602601|XP_030081615.1|DHYD
OG0001543	LOC6504506|XP_032308299.1|DANA	LOC111598350|XP_023169325.2|DHYD
OG0001544	LOC6503465|XP_032308789.1|DANA	LOC111604980|XP_023179085.2|DHYD
OG0001545	LOC6503624|XP_001964042.2|DANA	LOC111602407|XP_023175203.1|DHYD
OG0001546	LOC6504030|XP_032308437.1|DANA	LOC111602420|XP_023175225.1|DHYD
OG0001548	LOC6503489|XP_014760952.1|DANA	LOC111593080|XP_023161435.1|DHYD
OG0001549	LOC6498172|XP_014761998.1|DANA	LOC111602527|XP_023175422.1|DHYD
OG0001550	LOC6500242|XP_001952956.1|DANA	LOC111601752|XP_023174259.2|DHYD
OG0001551	LOC6501054|XP_001954468.1|DANA	LOC111603483|XP_023176843.2|DHYD
OG0001552	LOC6499383|XP_001954743.1|DANA	LOC111597840|XP_023168513.1|DHYD
OG0001552	LOC6498869|XP_014765798.1|DANA	LOC111593968|XP_023162827.2|DHYD
OG0001553	LOC6505298|XP_001965712.1|DANA	LOC111604728|XP_023178668.1|DHYD
OG0001554	LOC6500255|XP_014766456.1|DANA	LOC111601753|XP_023174260.1|DHYD, LOC111601771|XP_030081549.1|DHYD
OG0001555	LOC6497469|XP_001962018.1|DANA	LOC111595791|XP_023165446.1|DHYD
OG0001556	LOC6495001|XP_001959242.1|DANA	LOC111602227|XP_023174976.1|DHYD
OG0001557	LOC6504120|XP_032308761.1|DANA	LOC111605114|XP_023179232.2|DHYD
OG0001558	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA	LOC111596962|XP_023167191.1|DHYD
OG0001559	LOC6498919|XP_001955677.1|DANA	LOC111596999|XP_023167268.2|DHYD
OG0001560	LOC6499358|XP_032305635.1|DANA	LOC111604908|XP_023178918.2|DHYD
OG0001561	LOC6499677|XP_001954169.1|DANA	LOC111601395|XP_023173706.1|DHYD
OG0001562	LOC6497280|XP_001962397.1|DANA	LOC111605034|XP_023179137.1|DHYD
OG0001563	LOC6503273|XP_001965858.1|DANA	LOC111598591|XP_023169675.1|DHYD
OG0001564	LOC6499757|XP_032305569.1|DANA	LOC111596355|XP_023166322.1|DHYD
OG0001565	LOC6498967|XP_001955593.3|DANA	LOC111605440|XP_023179723.1|DHYD
OG0001566	LOC6505667|XP_001964497.1|DANA	LOC111602693|XP_023175691.1|DHYD
