Orthogroup	DANA.longest_only	DALB.longest_only
OG0000350	LOC6507927|XP_001956619.2|DANA	LOC117571014|XP_034108863.1|DALB
OG0000350	LOC6507926|XP_001956618.1|DANA	LOC117571016|XP_034108865.1|DALB
OG0000350	LOC6505909|XP_001964597.1|DANA	LOC117571017|XP_034108866.1|DALB
OG0000351	LOC6494480|XP_032307052.1|DANA	LOC117568760|XP_034105487.1|DALB
OG0000351	LOC116654758|XP_032307053.1|DANA	LOC117566488|XP_034101912.1|DALB
OG0000353	LOC6501117|XP_001954583.1|DANA	LOC117574901|XP_034114830.1|DALB
OG0000353	LOC6498401|XP_001962722.2|DANA	LOC117563247|XP_034097350.1|DALB
OG0000354	LOC6497436|XP_001962083.1|DANA	LOC117566174|XP_034101568.1|DALB
OG0000354	LOC6497440|XP_001962070.2|DANA	LOC117566180|XP_034101577.1|DALB
OG0000355	LOC6496495|XP_001961018.1|DANA	LOC117572656|XP_034111540.1|DALB
OG0000355	LOC6493895|XP_001961377.1|DANA, LOC116656194|XP_032311536.1|DANA	LOC117566977|XP_034102529.1|DALB
OG0000356	LOC6498228|XP_014762036.1|DANA	LOC117564977|XP_034099813.1|DALB
OG0000358	LOC6505673|XP_001964490.1|DANA	LOC117575053|XP_034115027.1|DALB
OG0000358	LOC26515058|XP_014760935.1|DANA	LOC117574632|XP_034114419.1|DALB
OG0000358	LOC6505676|XP_001964480.1|DANA	LOC117576990|XP_034118066.1|DALB, LOC117576989|XP_034118065.1|DALB, LOC117576987|XP_034118064.1|DALB
OG0000360	LOC6500346|XP_001953013.1|DANA, LOC6500345|XP_001953012.1|DANA, LOC6500344|XP_001953011.1|DANA	LOC117573973|XP_034113406.1|DALB, LOC117573727|XP_034112988.1|DALB
OG0000361	LOC26514914|XP_014759557.1|DANA	LOC117565676|XP_034100800.1|DALB
OG0000361	LOC6497047|XP_001962856.2|DANA	LOC117565673|XP_034100796.1|DALB
OG0000362	LOC6506058|XP_001966647.1|DANA	LOC117573184|XP_034112059.1|DALB
OG0000362	LOC6506082|XP_032310014.1|DANA	LOC117568679|XP_034105375.1|DALB
OG0000363	LOC6500480|XP_032305702.1|DANA	LOC117575649|XP_034115823.1|DALB
OG0000363	LOC6507034|XP_014765041.1|DANA	LOC117568929|XP_034105731.1|DALB
OG0000364	LOC6507567|XP_032310333.1|DANA	LOC117567728|XP_034103780.1|DALB
OG0000364	LOC6507563|XP_014765322.1|DANA	LOC117567729|XP_034103781.1|DALB
OG0000365	LOC6495053|XP_001959163.2|DANA	LOC117567394|XP_034103236.1|DALB
OG0000365	LOC6496879|XP_032310923.1|DANA	LOC117566145|XP_034101522.1|DALB
OG0000366	LOC6505019|XP_001965618.2|DANA	LOC117578282|XP_034119610.1|DALB
OG0000366	LOC6499571|XP_032312126.1|DANA	LOC117575390|XP_034115456.1|DALB
OG0000367	LOC6493449|XP_001957774.1|DANA	LOC117568412|XP_034104944.1|DALB
OG0000367	LOC6495191|XP_032306270.1|DANA	LOC117569812|XP_034107020.1|DALB
OG0000368	LOC6507163|XP_014765085.1|DANA	LOC117567355|XP_034103180.1|DALB
OG0000368	LOC6507162|XP_001956562.2|DANA	LOC117567356|XP_034103184.1|DALB
OG0000371	LOC6502314|XP_001966221.1|DANA	LOC117564180|XP_034098743.1|DALB
OG0000371	LOC6501350|XP_001955047.1|DANA	LOC117573511|XP_034112630.1|DALB, LOC117569188|XP_034106148.1|DALB
OG0000373	LOC26513875|XP_014763950.1|DANA, LOC26513800|XP_014763938.1|DANA	LOC117576206|XP_034116690.1|DALB
OG0000373	LOC6502522|XP_001960044.2|DANA	LOC117568688|XP_034105389.1|DALB
OG0000375	LOC6507774|XP_001956325.1|DANA, LOC26514947|XP_014765685.1|DANA, LOC26514843|XP_014765672.2|DANA, LOC6507776|XP_001956327.3|DANA, LOC26514172|XP_014765584.2|DANA, LOC6507773|XP_001956324.1|DANA, LOC6507772|XP_001956323.2|DANA	LOC117567247|XP_034102986.1|DALB, LOC117567246|XP_034102985.1|DALB, LOC117567245|XP_034102984.1|DALB, LOC117567244|XP_034102983.1|DALB, LOC117567248|XP_034102987.1|DALB, LOC117567249|XP_034102988.1|DALB, LOC117567252|XP_034102992.1|DALB
OG0000376	LOC6503975|XP_014761129.1|DANA, LOC6503974|XP_001963938.1|DANA	LOC117568119|XP_034104412.1|DALB
OG0000377	LOC6502136|XP_014759947.2|DANA	LOC117564203|XP_034098784.1|DALB
OG0000377	LOC26515198|XP_014767402.1|DANA, LOC6500908|XP_032305811.1|DANA, LOC6500907|XP_032305808.1|DANA	LOC117571135|XP_034109028.1|DALB
OG0000378	LOC6494537|XP_001960150.1|DANA	LOC117567006|XP_034102582.1|DALB
OG0000378	LOC6504091|XP_001964157.1|DANA	LOC117572598|XP_034111402.1|DALB
OG0000379	LOC6496041|XP_032307224.1|DANA, LOC6496040|XP_001960101.1|DANA, LOC6496042|XP_032307223.1|DANA	LOC117566832|XP_034102296.1|DALB
OG0000380	LOC6493769|XP_032310018.1|DANA	LOC117570332|XP_034107774.1|DALB
OG0000381	LOC6497728|XP_001961474.1|DANA	LOC117563594|XP_034097872.1|DALB, LOC117563630|XP_034097928.1|DALB, LOC117563599|XP_034097879.1|DALB, LOC117563591|XP_034097867.1|DALB
OG0000381	LOC6498499|XP_001962953.1|DANA	LOC117564593|XP_034099331.1|DALB
OG0000382	LOC6503226|XP_001953458.2|DANA, LOC6493859|XP_001958574.2|DANA	LOC117571255|XP_034109200.1|DALB
OG0000383	LOC6498091|XP_001962064.1|DANA	LOC117565186|XP_034100079.1|DALB
OG0000383	LOC6497366|XP_001962237.1|DANA	LOC117564663|XP_034099417.1|DALB
OG0000384	LOC6495243|XP_001958778.1|DANA	LOC117571100|XP_034108973.1|DALB
OG0000384	LOC6495409|XP_001958777.3|DANA	LOC117568302|XP_034104736.1|DALB
OG0000385	LOC6503788|XP_014761080.2|DANA	LOC117577817|XP_034118639.1|DALB
OG0000385	LOC6503865|XP_014761102.1|DANA	LOC117577818|XP_034118643.1|DALB
OG0000386	LOC6507350|XP_001956196.1|DANA, LOC6507351|XP_001956195.3|DANA	LOC117568177|XP_034104503.1|DALB
OG0000386	LOC6505996|XP_001964751.1|DANA	LOC117575199|XP_034115207.1|DALB
OG0000387	LOC6502452|XP_001962084.1|DANA, LOC6498103|XP_001962085.1|DANA, LOC26514007|XP_014762286.1|DANA	LOC117566169|XP_034101562.1|DALB
OG0000388	LOC6507560|XP_001955916.1|DANA, LOC6507561|XP_001955917.1|DANA, LOC6507559|XP_001955915.2|DANA	LOC117570811|XP_034108561.1|DALB, LOC117571661|XP_034109790.1|DALB, LOC117572166|XP_034110707.1|DALB
OG0000389	LOC26514902|XP_014765680.1|DANA	LOC117577392|XP_034118191.1|DALB
OG0000389	LOC6506223|XP_032310019.1|DANA	LOC117570394|XP_034107903.1|DALB
OG0000390	LOC6496874|XP_001963231.1|DANA	LOC117565866|XP_034101093.1|DALB
OG0000391	LOC6493998|XP_001961167.1|DANA	LOC117572754|XP_034111729.1|DALB
OG0000391	LOC6496570|XP_001961175.3|DANA	LOC117570348|XP_034107796.1|DALB
OG0000392	LOC6497218|XP_001962535.1|DANA	LOC117565444|XP_034100426.1|DALB
OG0000392	LOC6497216|XP_001962539.2|DANA	LOC117565611|XP_034100706.1|DALB
OG0000393	LOC6497902|XP_001961686.1|DANA	LOC117563689|XP_034098012.1|DALB
OG0000393	LOC6497901|XP_001961685.2|DANA	LOC117563690|XP_034098024.1|DALB
OG0000394	LOC6503008|XP_001963421.1|DANA	LOC117575138|XP_034115139.1|DALB
OG0000394	LOC116655344|XP_032308997.1|DANA	LOC117575150|XP_034115148.1|DALB
OG0000395	LOC6507929|XP_032310451.1|DANA	LOC117570546|XP_034108158.1|DALB
OG0000395	LOC6507128|XP_001956622.2|DANA	LOC117566474|XP_034101896.1|DALB
OG0000395	LOC26514568|XP_014765642.1|DANA	LOC117566475|XP_034101897.1|DALB
OG0000396	LOC6497410|XP_001962142.1|DANA, LOC6497411|XP_001962141.1|DANA	LOC117563219|XP_034097301.1|DALB, LOC117563220|XP_034097303.1|DALB
OG0000397	LOC6494678|XP_001959880.3|DANA	LOC117571295|XP_034109257.1|DALB, LOC117571290|XP_034109251.1|DALB
OG0000398	LOC6496375|XP_001960787.1|DANA	LOC117571258|XP_034109211.1|DALB
OG0000399	LOC6501331|XP_001955006.1|DANA	LOC117576396|XP_034117001.1|DALB
OG0000399	LOC6494181|XP_001960818.1|DANA	LOC117576395|XP_034117000.1|DALB
OG0000400	LOC6505013|XP_001965629.2|DANA	LOC117578083|XP_034119135.1|DALB
OG0000401	LOC6493959|XP_001961248.1|DANA, LOC6498801|XP_001967285.1|DANA	LOC117578333|XP_034119689.1|DALB
OG0000403	LOC6501437|XP_001955253.1|DANA	LOC117573582|XP_034112760.1|DALB
OG0000403	LOC6495907|XP_001959834.1|DANA	LOC117566920|XP_034102431.1|DALB
OG0000404	LOC6498986|XP_001955557.2|DANA	LOC117575731|XP_034115966.1|DALB
OG0000405	LOC26513753|XP_032308711.1|DANA, LOC6507968|XP_032308709.1|DANA	LOC117577770|XP_034118574.1|DALB
OG0000405	LOC6500628|XP_001953598.1|DANA	LOC117575268|XP_034115294.1|DALB
OG0000406	LOC6492978|XP_001956781.1|DANA	LOC117567823|XP_034103955.1|DALB
OG0000406	LOC6495273|XP_001958726.1|DANA	LOC117570598|XP_034108232.1|DALB
OG0000407	LOC6493797|XP_001958454.1|DANA	LOC117570063|XP_034107388.1|DALB
OG0000407	LOC6506151|XP_001958455.1|DANA	LOC117572447|XP_034111169.1|DALB
OG0000408	LOC6500367|XP_001953063.1|DANA	LOC117564231|XP_034098813.1|DALB, LOC117564414|XP_034099037.1|DALB, LOC117564537|XP_034099250.1|DALB
OG0000408	LOC6497142|XP_001962672.1|DANA	LOC117563853|XP_034098272.1|DALB
OG0000409	LOC6494639|XP_001959966.1|DANA	LOC117570871|XP_034108654.1|DALB
OG0000409	LOC6495556|XP_032306640.1|DANA	LOC117570740|XP_034108453.1|DALB
OG0000410	LOC6497908|XP_014761882.1|DANA, LOC26515466|XP_014762436.1|DANA, LOC116654456|XP_014761881.1|DANA, LOC6497907|XP_001961693.2|DANA, LOC26513858|XP_014762267.1|DANA, LOC6497906|XP_001961692.2|DANA	LOC117565316|XP_034100245.1|DALB
OG0000411	LOC6499636|XP_001954249.1|DANA	LOC117574251|XP_034113871.1|DALB
OG0000411	LOC6505372|XP_001964864.1|DANA, LOC26514523|XP_032311526.1|DANA	LOC117564530|XP_034099241.1|DALB
OG0000412	LOC6495523|XP_014763347.1|DANA	LOC117570393|XP_034107902.1|DALB
OG0000412	LOC6507237|XP_001956415.1|DANA	LOC117572543|XP_034111304.1|DALB
OG0000413	LOC6499130|XP_001955244.1|DANA	LOC117575322|XP_034115369.1|DALB
OG0000413	LOC6500497|XP_001953345.1|DANA	LOC117575308|XP_034115353.1|DALB, LOC117575051|XP_034115024.1|DALB
OG0000414	LOC6496661|XP_001961352.1|DANA	LOC117567214|XP_034102934.1|DALB
OG0000415	LOC6496107|XP_032305930.1|DANA	LOC117567067|XP_034102700.1|DALB
OG0000415	LOC6494486|XP_032306432.1|DANA	LOC117568229|XP_034104593.1|DALB
OG0000416	LOC6503504|XP_001964253.2|DANA	LOC117572452|XP_034111179.1|DALB
OG0000416	LOC6505162|XP_032307896.1|DANA	LOC117567180|XP_034102898.1|DALB
OG0000417	LOC6505963|XP_001964692.1|DANA	LOC117575059|XP_034115031.1|DALB
OG0000418	LOC6504850|XP_001966449.2|DANA, LOC26515582|XP_032309075.1|DANA	LOC117566055|XP_034101403.1|DALB
OG0000418	LOC6505070|XP_014760277.1|DANA	LOC117569727|XP_034106895.1|DALB
OG0000419	LOC6495876|XP_032307229.1|DANA	LOC117572567|XP_034111338.1|DALB
OG0000421	LOC6497810|XP_032307375.1|DANA	LOC117563687|XP_034098009.1|DALB
OG0000421	LOC6498672|XP_032310887.1|DANA	LOC117565567|XP_034100634.1|DALB
OG0000422	LOC26514500|XP_032305633.1|DANA	LOC117573745|XP_034113016.1|DALB
OG0000423	LOC6494830|XP_001959584.1|DANA	LOC117568715|XP_034105422.1|DALB
OG0000423	LOC6494829|XP_001959585.1|DANA	LOC117570125|XP_034107480.1|DALB
OG0000424	LOC6494358|XP_032306089.1|DANA, LOC6494357|XP_001960477.1|DANA	LOC117567277|XP_034103034.1|DALB
OG0000424	LOC6494356|XP_001960478.1|DANA	LOC117570624|XP_034108277.1|DALB
OG0000425	LOC6494272|XP_032307001.1|DANA	LOC117571691|XP_034109872.1|DALB
OG0000425	LOC6495521|XP_001959028.1|DANA	LOC117571118|XP_034109005.1|DALB
OG0000426	LOC6494982|XP_001959284.1|DANA, LOC6495641|XP_001959286.1|DANA, LOC6494980|XP_001959287.1|DANA	LOC117568371|XP_034104865.1|DALB, LOC117567641|XP_034103638.1|DALB
OG0000428	LOC6493067|XP_001956982.2|DANA, LOC6493068|XP_001956983.2|DANA	LOC117568170|XP_034104494.1|DALB
OG0000428	LOC6493069|XP_001956984.2|DANA	LOC117568169|XP_034104493.1|DALB
OG0000429	LOC6495255|XP_001958750.2|DANA	LOC117568538|XP_034105147.1|DALB
OG0000430	LOC6499552|XP_001954397.1|DANA	LOC117574689|XP_034114486.1|DALB
OG0000433	LOC6502281|XP_032309398.1|DANA	LOC117575919|XP_034116268.1|DALB
OG0000433	LOC6493304|XP_001957489.1|DANA	LOC117572721|XP_034111674.1|DALB
OG0000434	LOC6499093|XP_001955315.1|DANA	LOC117573374|XP_034112402.1|DALB
OG0000434	LOC6496672|XP_001961373.1|DANA	LOC117570392|XP_034107897.1|DALB, LOC117571069|XP_034108930.1|DALB
OG0000435	LOC6501924|XP_001966700.1|DANA	LOC117567736|XP_034103812.1|DALB
OG0000438	LOC6501588|XP_001955531.1|DANA	LOC117573307|XP_034112303.1|DALB
OG0000439	LOC6498354|XP_001962613.2|DANA	LOC117565270|XP_034100188.1|DALB
OG0000439	LOC6507831|XP_032310341.1|DANA	LOC117571111|XP_034108985.1|DALB
OG0000440	LOC6495862|XP_001959733.1|DANA	LOC117570223|XP_034107613.1|DALB
OG0000440	LOC6496519|XP_001961058.1|DANA	LOC117567896|XP_034104059.1|DALB
OG0000441	LOC6494958|XP_001959327.1|DANA	LOC117570102|XP_034107450.1|DALB
OG0000441	LOC6494957|XP_001959328.1|DANA	LOC117569290|XP_034106286.1|DALB
OG0000442	LOC6493127|XP_014764225.2|DANA	LOC117568984|XP_034105842.1|DALB
OG0000443	LOC6506709|XP_001957385.2|DANA	LOC117569537|XP_034106631.1|DALB
OG0000443	LOC6506710|XP_001957384.1|DANA	LOC117570957|XP_034108783.1|DALB
OG0000444	LOC6497189|XP_032307413.1|DANA	LOC117564594|XP_034099337.1|DALB
OG0000444	LOC6497188|XP_001962593.1|DANA	LOC117564527|XP_034099239.1|DALB
OG0000446	LOC6493829|XP_032309913.1|DANA	LOC117569928|XP_034107178.1|DALB
OG0000448	LOC6499394|XP_001954723.2|DANA	LOC117576233|XP_034116742.1|DALB
OG0000448	LOC6499393|XP_001954726.1|DANA	LOC117564935|XP_034099780.1|DALB
OG0000449	LOC6506534|XP_032310516.1|DANA	LOC117572037|XP_034110488.1|DALB
OG0000449	LOC6498429|XP_032311122.1|DANA	LOC117564461|XP_034099137.1|DALB
OG0000450	LOC6504118|XP_032308776.1|DANA	LOC117578232|XP_034119507.1|DALB
OG0000450	LOC6505006|XP_014760244.1|DANA	LOC117566468|XP_034101893.1|DALB
OG0000451	LOC6503688|XP_001963920.1|DANA	LOC117577647|XP_034118420.1|DALB
OG0000451	LOC6503687|XP_014761029.1|DANA	LOC117577648|XP_034118423.1|DALB
OG0000454	LOC6501403|XP_001955181.1|DANA, LOC6507597|XP_001955975.1|DANA	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB
OG0000455	LOC6496240|XP_032306506.1|DANA	LOC117569000|XP_034105872.1|DALB
OG0000456	LOC6501768|XP_032311712.1|DANA	LOC117573143|XP_034111972.1|DALB
OG0000456	LOC6498406|XP_014762117.1|DANA	LOC117563277|XP_034097400.1|DALB
OG0000457	LOC6504751|XP_014760460.1|DANA	LOC117565212|XP_034100110.1|DALB
OG0000457	LOC6498202|XP_001962286.2|DANA	LOC117564515|XP_034099226.1|DALB
OG0000458	LOC6497037|XP_032311196.1|DANA	LOC117563861|XP_034098286.1|DALB
OG0000460	LOC6497540|XP_001961878.1|DANA	LOC117565458|XP_034100451.1|DALB
OG0000462	LOC6501238|XP_001954829.1|DANA	LOC117575942|XP_034116293.1|DALB
OG0000462	LOC6501237|XP_001954827.1|DANA	LOC117575940|XP_034116292.1|DALB
OG0000463	LOC6502612|XP_001955435.2|DANA	LOC117574386|XP_034114111.1|DALB
OG0000463	LOC6502613|XP_001955434.1|DANA	LOC117574482|XP_034114210.1|DALB, LOC117574479|XP_034114208.1|DALB, LOC117574478|XP_034114207.1|DALB
OG0000464	LOC6498462|XP_001962874.1|DANA	LOC117563862|XP_034098309.1|DALB
OG0000464	LOC6498095|XP_001962072.1|DANA	LOC117566161|XP_034101552.1|DALB
OG0000465	LOC6505690|XP_001964450.2|DANA	LOC117576223|XP_034116725.1|DALB
OG0000465	LOC6500010|XP_001953413.1|DANA	LOC117576222|XP_034116722.1|DALB
OG0000466	LOC6505203|XP_032307882.1|DANA	LOC117570655|XP_034108330.1|DALB
OG0000466	LOC6497681|XP_001961584.1|DANA	LOC117564787|XP_034099588.1|DALB
OG0000467	LOC6495549|XP_032306820.1|DANA	LOC117571055|XP_034108913.1|DALB
OG0000467	LOC6495543|XP_001959065.3|DANA	LOC117568018|XP_034104237.1|DALB
OG0000468	LOC6495948|XP_001959909.1|DANA	LOC117571922|XP_034110294.1|DALB
OG0000469	LOC6497021|XP_014761478.1|DANA	LOC117565858|XP_034101077.1|DALB
OG0000469	LOC6497020|XP_001962917.2|DANA	LOC117565982|XP_034101278.1|DALB
OG0000470	LOC6507796|XP_001956361.1|DANA	LOC117567360|XP_034103189.1|DALB
OG0000470	LOC6506756|XP_001957301.1|DANA	LOC117570696|XP_034108390.1|DALB
OG0000471	LOC6507594|XP_001955971.2|DANA	LOC117571140|XP_034109033.1|DALB
OG0000471	LOC6498315|XP_001962518.1|DANA	LOC117564774|XP_034099564.1|DALB
OG0000473	LOC6501863|XP_001966780.1|DANA	LOC117578220|XP_034119485.1|DALB
OG0000474	LOC116655111|XP_032308111.1|DANA	LOC117567868|XP_034104029.1|DALB
OG0000474	LOC6507886|XP_001956527.2|DANA	LOC117568378|XP_034104876.1|DALB
OG0000475	LOC6501213|XP_001954776.2|DANA	LOC117575976|XP_034116347.1|DALB
OG0000475	LOC6502679|XP_001954777.1|DANA	LOC117568537|XP_034105146.1|DALB, LOC117575974|XP_034116343.1|DALB
OG0000476	LOC6500546|XP_001953429.1|DANA	LOC117574092|XP_034113618.1|DALB
OG0000476	LOC6500545|XP_014766616.1|DANA	LOC117574302|XP_034113999.1|DALB
OG0000477	LOC6499763|XP_001953969.1|DANA	LOC117576734|XP_034117651.1|DALB
OG0000477	LOC6499517|XP_001954454.1|DANA	LOC117576735|XP_034117653.1|DALB
OG0000478	LOC6505038|XP_001965587.1|DANA	LOC117577931|XP_034118825.1|DALB
OG0000478	LOC6499558|XP_001954387.1|DANA	LOC117574156|XP_034113728.1|DALB
OG0000479	LOC6500556|XP_001953471.1|DANA, LOC6500555|XP_001953470.1|DANA	LOC117576315|XP_034116861.1|DALB
OG0000480	LOC6496710|XP_001967335.1|DANA	LOC117564375|XP_034098985.1|DALB
OG0000480	LOC6496711|XP_001967333.2|DANA	LOC117564374|XP_034098982.1|DALB
OG0000482	LOC6500522|XP_001953387.1|DANA	LOC117576116|XP_034116565.1|DALB
OG0000482	LOC6500407|XP_001953152.1|DANA	LOC117576192|XP_034116676.1|DALB
OG0000483	LOC6502490|XP_001967483.1|DANA	LOC117574894|XP_034114822.1|DALB
OG0000483	LOC6503440|XP_001967484.1|DANA	LOC117573301|XP_034112297.1|DALB
OG0000484	LOC6499343|XP_001954825.1|DANA	LOC117575936|XP_034116287.1|DALB
OG0000484	LOC6499342|XP_001954826.1|DANA	LOC117576719|XP_034117630.1|DALB
OG0000485	LOC6493686|XP_001958239.2|DANA	LOC117568025|XP_034104248.1|DALB
OG0000485	LOC6493685|XP_001958238.1|DANA	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB
OG0000486	LOC6494692|XP_014762920.1|DANA	LOC117568199|XP_034104555.1|DALB
OG0000486	LOC6494694|XP_014762922.1|DANA	LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB
OG0000487	LOC26513677|XP_014763926.1|DANA	LOC117572563|XP_034111331.1|DALB
OG0000487	LOC26514569|XP_014764028.1|DANA	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB
OG0000489	LOC6500274|XP_001952895.2|DANA	LOC117576379|XP_034116968.1|DALB
OG0000489	LOC6505017|XP_001965623.1|DANA	LOC117567573|XP_034103540.1|DALB
OG0000490	LOC6504974|XP_001965706.2|DANA	LOC117578022|XP_034119012.1|DALB
OG0000490	LOC6504040|XP_014761166.1|DANA	LOC117574832|XP_034114709.1|DALB
OG0000491	LOC6500176|XP_001953084.2|DANA, LOC6502652|XP_001953083.2|DANA, LOC6498506|XP_001962963.3|DANA, LOC6494659|XP_001959918.1|DANA	LOC117567551|XP_034103500.1|DALB
OG0000492	LOC6495926|XP_001959867.1|DANA	LOC117569977|XP_034107244.1|DALB
OG0000492	LOC6497745|XP_001961436.1|DANA	LOC117564509|XP_034099216.1|DALB
OG0000493	LOC6501643|XP_001955664.1|DANA, LOC6501644|XP_001955665.1|DANA	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB
OG0000494	LOC6500672|XP_032305458.1|DANA	LOC117566912|XP_034102427.1|DALB, LOC117575488|XP_034115614.1|DALB
OG0000494	LOC6498368|XP_001962640.2|DANA	LOC117563507|XP_034097772.1|DALB
OG0000495	LOC6504001|XP_001963985.1|DANA	LOC117570390|XP_034107900.1|DALB
OG0000495	LOC6496210|XP_014763672.2|DANA	LOC117570750|XP_034108463.1|DALB
OG0000496	LOC6497130|XP_014761524.1|DANA	LOC117566054|XP_034101400.1|DALB
OG0000496	LOC6498460|XP_001962871.1|DANA	LOC117565995|XP_034101305.1|DALB
OG0000497	LOC6507103|XP_001965308.2|DANA	LOC117565266|XP_034100182.1|DALB
OG0000497	LOC6507092|XP_032311096.1|DANA	LOC117564629|XP_034099376.1|DALB
OG0000498	LOC6503406|XP_001967489.1|DANA	LOC117573306|XP_034112302.1|DALB
OG0000498	LOC6503443|XP_032312184.1|DANA	LOC117575291|XP_034115329.1|DALB
OG0000499	LOC6494007|XP_001961156.3|DANA	LOC117566916|XP_034102428.1|DALB
OG0000499	LOC6504616|XP_001966520.1|DANA	LOC117578361|XP_034119695.1|DALB
OG0000500	LOC6506267|XP_032310063.1|DANA	LOC117568873|XP_034105654.1|DALB
OG0000500	LOC6493684|XP_001958236.3|DANA	LOC117568872|XP_034105653.1|DALB
OG0000501	LOC6495208|XP_001958846.3|DANA	LOC117566728|XP_034102162.1|DALB
OG0000502	LOC6495818|XP_001959648.1|DANA	LOC117570858|XP_034108629.1|DALB
OG0000503	LOC6494422|XP_001960359.1|DANA, LOC6494421|XP_001960360.1|DANA, LOC6494419|XP_001960362.2|DANA, LOC6494420|XP_032306050.1|DANA	LOC117566793|XP_034102227.1|DALB
OG0000504	LOC6506565|XP_001957632.1|DANA	LOC117570036|XP_034107352.1|DALB
OG0000505	LOC6502351|XP_001967549.1|DANA	LOC117573327|XP_034112331.1|DALB
OG0000505	LOC6505130|XP_032307895.1|DANA	LOC117571310|XP_034109279.1|DALB
OG0000506	LOC6500680|XP_001953713.1|DANA	LOC117573661|XP_034112880.1|DALB
OG0000506	LOC6500681|XP_001953714.2|DANA	LOC117573805|XP_034113108.1|DALB
OG0000507	LOC6502977|XP_032308929.1|DANA	LOC117576971|XP_034118043.1|DALB
OG0000507	LOC6502976|XP_001963485.1|DANA	LOC117568198|XP_034104558.1|DALB
OG0000508	LOC6502814|XP_014764614.1|DANA	LOC117571360|XP_034109359.1|DALB
OG0000508	LOC6507509|XP_032310807.1|DANA	LOC117571471|XP_034109516.1|DALB
OG0000509	LOC6496442|XP_001960920.1|DANA	LOC117567337|XP_034103147.1|DALB
OG0000509	LOC6496434|XP_001960908.1|DANA	LOC117567334|XP_034103144.1|DALB
OG0000510	LOC6494887|XP_001959487.1|DANA	LOC117572436|XP_034111155.1|DALB
OG0000511	LOC6497367|XP_001962230.1|DANA	LOC117564449|XP_034099117.1|DALB
OG0000511	LOC6498173|XP_032307612.1|DANA	LOC117564447|XP_034099116.1|DALB
OG0000512	LOC6498448|XP_001962839.1|DANA	LOC117566003|XP_034101311.1|DALB
OG0000513	LOC6493932|XP_001961301.1|DANA	LOC117566895|XP_034102401.1|DALB
OG0000513	LOC6498028|XP_001961924.1|DANA	LOC117565466|XP_034100463.1|DALB
OG0000514	LOC6497030|XP_032311181.1|DANA	LOC117565332|XP_034100270.1|DALB
OG0000514	LOC6497028|XP_014761484.1|DANA	LOC117564904|XP_034099748.1|DALB
OG0000515	LOC6504552|XP_001967434.1|DANA	LOC117573227|XP_034112167.1|DALB
OG0000515	LOC6506405|XP_001957935.1|DANA	LOC117570797|XP_034108543.1|DALB
OG0000516	LOC6502194|XP_001966056.1|DANA	LOC117578001|XP_034118993.1|DALB
OG0000516	LOC6502195|XP_001966055.2|DANA, LOC26514432|XP_014760033.2|DANA	LOC117564564|XP_034099291.1|DALB
OG0000517	LOC6506737|XP_001957330.1|DANA	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB
OG0000519	LOC26514038|XP_032307819.1|DANA, LOC116655911|XP_032310771.1|DANA	LOC117578139|XP_034119244.1|DALB, LOC117578141|XP_034119248.1|DALB, LOC117578142|XP_034119251.1|DALB, LOC117578140|XP_034119247.1|DALB
OG0000520	LOC26514179|XP_032311082.1|DANA	LOC117577287|XP_034118155.1|DALB
OG0000521	LOC6501981|XP_001966812.1|DANA	LOC117577891|XP_034118760.1|DALB
OG0000521	LOC6501987|XP_032308241.1|DANA	LOC117567494|XP_034103418.1|DALB
OG0000522	LOC6502382|XP_001967177.1|DANA	LOC117577337|XP_034118181.1|DALB
OG0000523	LOC6499893|XP_001953684.1|DANA	LOC117574359|XP_034114084.1|DALB
OG0000523	LOC6504527|XP_001967075.1|DANA	LOC117569690|XP_034106838.1|DALB
OG0000524	LOC6503369|XP_032311223.1|DANA, LOC6501069|XP_001954497.1|DANA, LOC6500306|XP_032305347.1|DANA, LOC6500307|XP_032307773.1|DANA	LOC117573923|XP_034113327.1|DALB
OG0000525	LOC6494822|XP_001959597.2|DANA, LOC6494821|XP_001959598.1|DANA	LOC117567161|XP_034102865.1|DALB
OG0000526	LOC6498288|XP_001962469.1|DANA	LOC117564252|XP_034098847.1|DALB
OG0000526	LOC6508043|XP_001959040.1|DANA	LOC117572745|XP_034111713.1|DALB
OG0000527	LOC6503385|XP_032311384.1|DANA	LOC117565756|XP_034100898.1|DALB
OG0000527	LOC6507231|XP_032311207.1|DANA	LOC117566242|XP_034101679.1|DALB
OG0000528	LOC6497004|XP_001962944.1|DANA, LOC6497005|XP_001962943.1|DANA	LOC117578385|XP_034119712.1|DALB
OG0000529	LOC26514450|XP_014762330.2|DANA	LOC117565740|XP_034100876.1|DALB
