Orthogroup	DANA.longest_only	DBUS.longest_only
OG0001862	LOC6504383|XP_001967076.1|DANA	LOC108601895|XP_017845358.1|DBUS
OG0001863	LOC6505009|XP_001965638.1|DANA	LOC108607034|XP_017853114.1|DBUS, LOC108603287|XP_017847446.1|DBUS
OG0001864	LOC6499683|XP_014766186.1|DANA	LOC108603026|XP_017846925.1|DBUS
OG0001865	LOC6504425|XP_032308114.1|DANA	LOC108606713|XP_017852580.1|DBUS
OG0001866	LOC6500365|XP_032305411.1|DANA	LOC108601564|XP_017844952.1|DBUS
OG0001867	LOC6493408|XP_032310305.1|DANA	LOC108599679|XP_017842159.1|DBUS
OG0001868	LOC6497143|XP_001962671.2|DANA	LOC108596975|XP_017838720.1|DBUS
OG0001869	LOC6500775|XP_014766708.1|DANA	LOC108604619|XP_017849651.1|DBUS
OG0001870	LOC6504747|XP_001966286.1|DANA	LOC108605750|XP_017851039.1|DBUS
OG0001871	LOC6504733|XP_001966303.1|DANA	LOC108605815|XP_017851110.1|DBUS
OG0001872	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA	LOC108604394|XP_017849341.1|DBUS
OG0001873	LOC6500472|XP_001953287.1|DANA	LOC108604572|XP_017849592.1|DBUS
OG0001874	LOC6499218|XP_001955081.1|DANA	LOC108603186|XP_017847236.1|DBUS
OG0001875	LOC6505950|XP_014760855.2|DANA	LOC108603543|XP_033150101.1|DBUS
OG0001876	LOC6498705|XP_014759404.1|DANA	LOC108596667|XP_017838162.1|DBUS
OG0001877	LOC6505108|XP_001965443.1|DANA	LOC108602454|XP_017846066.1|DBUS, LOC108605460|XP_017850635.1|DBUS
OG0001878	LOC6500383|XP_001953096.1|DANA	LOC108603204|XP_017847278.1|DBUS
OG0001879	LOC6500665|XP_001953681.2|DANA	LOC108603183|XP_017847232.1|DBUS
OG0001880	LOC6501367|XP_001955087.1|DANA	LOC108604047|XP_017848798.1|DBUS
OG0001881	LOC6499211|XP_032305788.1|DANA	LOC108602310|XP_017845882.1|DBUS
OG0001882	LOC6505921|XP_001964622.3|DANA	LOC108604512|XP_017849505.1|DBUS
OG0001883	LOC6500812|XP_014766742.1|DANA	LOC108603611|XP_017848048.1|DBUS
OG0001884	LOC6499801|XP_001953882.1|DANA	LOC108603197|XP_017847264.1|DBUS
OG0001885	LOC6506138|XP_001965120.1|DANA	LOC108601119|XP_017844532.1|DBUS
OG0001886	LOC6500550|XP_001953437.1|DANA	LOC108601718|XP_017845125.1|DBUS
OG0001887	LOC6496231|XP_001960503.1|DANA	LOC108595038|XP_017835666.1|DBUS
OG0001888	LOC6498863|XP_001955782.1|DANA	LOC108601938|XP_017845404.1|DBUS
OG0001889	LOC6501952|XP_001966754.1|DANA	LOC108606297|XP_017851772.1|DBUS
OG0001890	LOC6506770|XP_001957272.1|DANA	LOC108600519|XP_017843653.2|DBUS
OG0001891	LOC6505856|XP_014760817.1|DANA	LOC108603298|XP_017847462.1|DBUS
OG0001892	LOC6503268|XP_001965846.1|DANA	LOC108594468|XP_017835138.1|DBUS
OG0001893	LOC6499075|XP_001955359.1|DANA	LOC108603698|XP_017848215.1|DBUS
OG0001894	LOC6494099|XP_001960978.1|DANA	LOC108597397|XP_017839423.1|DBUS
OG0001895	LOC6505328|XP_032308019.1|DANA	LOC108607394|XP_033150523.1|DBUS
OG0001896	LOC26514303|XP_032311468.1|DANA	LOC108608269|XP_017855055.1|DBUS
OG0001897	LOC6500913|XP_014766791.1|DANA	LOC108604068|XP_017848821.1|DBUS
OG0001898	LOC6504920|XP_001966593.2|DANA	LOC108606959|XP_017853007.1|DBUS
OG0001899	LOC6505665|XP_032305530.1|DANA, LOC116654512|XP_032305533.1|DANA	LOC108604045|XP_017848795.1|DBUS
OG0001900	LOC6493590|XP_001958054.1|DANA	LOC108599726|XP_017842215.1|DBUS
OG0001901	LOC6498253|XP_032307463.1|DANA	LOC108607862|XP_033150886.1|DBUS
OG0001903	LOC6500984|XP_001954301.1|DANA	LOC108602361|XP_017845950.1|DBUS
OG0001904	LOC6498935|XP_001955648.1|DANA	LOC108603433|XP_017847742.1|DBUS
OG0001906	LOC6500778|XP_032305654.1|DANA	LOC108603515|XP_017847893.1|DBUS
OG0001907	LOC6501798|XP_001967178.1|DANA	LOC108605161|XP_017850232.1|DBUS
OG0001908	LOC6499096|XP_001955310.2|DANA	LOC108602383|XP_017845983.1|DBUS
OG0001909	LOC6501891|XP_001966721.1|DANA	LOC108605262|XP_017850378.1|DBUS
OG0001910	LOC6500636|XP_032307457.1|DANA	LOC108604289|XP_017849189.1|DBUS
OG0001911	LOC6499845|XP_032306349.1|DANA	LOC108603813|XP_017848409.1|DBUS
OG0001912	LOC6495473|XP_001958923.1|DANA	LOC108595323|XP_017836031.1|DBUS
OG0001913	LOC6496903|XP_001963176.1|DANA	LOC108607914|XP_017854519.2|DBUS
OG0001914	LOC6498915|XP_032312153.1|DANA	LOC117134861|XP_033150020.1|DBUS
OG0001915	LOC6507485|XP_001955908.1|DANA	LOC108599747|XP_017842246.1|DBUS
OG0001916	LOC6493993|XP_032306130.1|DANA	LOC108594944|XP_017835566.1|DBUS
OG0001918	LOC6507368|XP_001956154.2|DANA	LOC108598033|XP_017840137.1|DBUS
OG0001919	LOC6494006|XP_001961158.1|DANA	LOC108597417|XP_017839457.1|DBUS
OG0001920	LOC6507678|XP_001956130.1|DANA	LOC108600025|XP_017842832.1|DBUS
OG0001921	LOC6494046|XP_001961086.1|DANA	LOC108596387|XP_017837548.1|DBUS
OG0001922	LOC6496391|XP_001960808.1|DANA	LOC108596372|XP_017837529.1|DBUS
OG0001923	LOC6507630|XP_032309709.1|DANA	LOC108600006|XP_017842785.1|DBUS
OG0001924	LOC6498492|XP_001965883.2|DANA	LOC108601155|XP_017844579.1|DBUS
OG0001925	LOC6493343|XP_001957559.1|DANA	LOC108598587|XP_017840770.1|DBUS
OG0001926	LOC6507025|XP_032310099.1|DANA	LOC108600779|XP_017844037.1|DBUS
OG0001927	LOC6494920|XP_001959420.1|DANA	LOC108596943|XP_017838670.1|DBUS
OG0001928	LOC6493468|XP_014764399.1|DANA	LOC108598923|XP_017841176.1|DBUS
OG0001929	LOC6493466|XP_032310108.1|DANA	LOC108599566|XP_017841951.1|DBUS
OG0001930	LOC116654683|XP_032306086.1|DANA, LOC6495788|XP_001959582.2|DANA	LOC108596824|XP_017838429.1|DBUS
OG0001931	LOC26513994|XP_014765559.2|DANA	LOC108600720|XP_033149479.1|DBUS
OG0001932	LOC6493421|XP_032310163.1|DANA	LOC108600571|XP_017843729.1|DBUS
OG0001933	LOC6495977|XP_001959961.1|DANA	LOC108595521|XP_017836264.1|DBUS
OG0001934	LOC6506470|XP_001957811.3|DANA	LOC108598532|XP_017840703.1|DBUS
OG0001935	LOC6506798|XP_001957220.1|DANA	LOC108598430|XP_017840549.1|DBUS
OG0001937	LOC6495470|XP_032306133.1|DANA	LOC108597721|XP_017839902.2|DBUS
OG0001938	LOC6495268|XP_001958733.1|DANA	LOC108597735|XP_017839919.1|DBUS
OG0001939	LOC6495581|XP_001959138.1|DANA	LOC108595767|XP_017836546.1|DBUS
OG0001940	LOC6494558|XP_032306917.1|DANA	LOC108596203|XP_033148994.1|DBUS
OG0001941	LOC6507676|XP_014765402.1|DANA	LOC108598787|XP_017841019.1|DBUS
OG0001942	LOC6494626|XP_032306812.1|DANA	LOC108595569|XP_017836319.1|DBUS
OG0001943	LOC6493184|XP_001957217.1|DANA	LOC108599350|XP_017841642.2|DBUS
OG0001944	LOC6507488|XP_001955902.1|DANA	LOC108598539|XP_017840711.1|DBUS
OG0001945	LOC6494097|XP_032306517.1|DANA	LOC108597694|XP_017839859.1|DBUS
OG0001946	LOC6496025|XP_001960070.1|DANA	LOC108597503|XP_017839577.1|DBUS
OG0001947	LOC6494536|XP_001960151.1|DANA	LOC108595456|XP_017836185.1|DBUS
OG0001948	LOC6505095|XP_001965475.2|DANA	LOC108599043|XP_017841312.2|DBUS
OG0001949	LOC6506936|XP_001956954.2|DANA	LOC108600442|XP_033149321.1|DBUS
OG0001950	LOC6500042|XP_032305691.1|DANA	LOC108603307|XP_017847478.1|DBUS
OG0001951	LOC6494193|XP_032307115.1|DANA	LOC108596122|XP_017837071.1|DBUS
OG0001952	LOC6496760|XP_001965809.2|DANA	LOC117135084|XP_033150906.1|DBUS
OG0001953	LOC6495171|XP_001958914.1|DANA	LOC108596176|XP_033148929.1|DBUS
OG0001954	LOC6494995|XP_001959255.1|DANA	LOC108596413|XP_033149184.1|DBUS
OG0001955	LOC6496603|XP_001961234.1|DANA	LOC108595351|XP_017836064.1|DBUS
OG0001956	LOC6506444|XP_001957869.3|DANA	LOC108599910|XP_017842596.1|DBUS
OG0001957	LOC6495655|XP_001959316.1|DANA	LOC108595648|XP_017836412.1|DBUS
OG0001958	LOC6495789|XP_032306308.1|DANA	LOC108596805|XP_017838401.1|DBUS
OG0001959	LOC6506779|XP_001957258.1|DANA	LOC108599071|XP_017841342.2|DBUS
OG0001960	LOC6507399|XP_001956088.1|DANA	LOC108599842|XP_017842453.1|DBUS
OG0001961	LOC6496185|XP_001960400.2|DANA	LOC108597167|XP_017839070.1|DBUS
OG0001962	LOC6496475|XP_032306524.1|DANA	LOC108597395|XP_017839421.1|DBUS
OG0001963	LOC6506568|XP_001957628.1|DANA	LOC108600022|XP_017842829.1|DBUS
OG0001964	LOC6493507|XP_001957892.1|DANA	LOC108599941|XP_017842654.1|DBUS
OG0001965	LOC6506177|XP_001958400.1|DANA	LOC108598690|XP_017840900.2|DBUS
OG0001966	LOC6499206|XP_001955113.3|DANA	LOC108604013|XP_017848744.1|DBUS
OG0001967	LOC6495648|XP_001959296.1|DANA	LOC108595423|XP_017836141.1|DBUS
OG0001968	LOC6506459|XP_001957836.1|DANA	LOC108600735|XP_017843966.1|DBUS
OG0001969	LOC6496507|XP_001961042.1|DANA	LOC108597386|XP_017839408.1|DBUS
OG0001970	LOC6496376|XP_001960788.1|DANA	LOC108597369|XP_017839384.1|DBUS
OG0001971	LOC6494607|XP_001960020.1|DANA	LOC108595834|XP_017836613.1|DBUS
OG0001972	LOC6502662|XP_001953810.1|DANA	LOC108596517|XP_017837848.1|DBUS
OG0001973	LOC6495901|XP_001959820.2|DANA	LOC108597560|XP_017839658.1|DBUS
OG0001974	LOC6495929|XP_032306339.1|DANA	LOC108597651|XP_017839795.1|DBUS
OG0001975	LOC6507536|XP_001955877.1|DANA	LOC108599334|XP_017841627.2|DBUS
OG0001976	LOC6495148|XP_001958958.1|DANA	LOC108596922|XP_017838629.1|DBUS
OG0001977	LOC6498248|XP_001962393.1|DANA	LOC108607830|XP_017854378.1|DBUS
OG0001978	LOC6506124|XP_032309509.1|DANA, LOC6497629|XP_001961675.1|DANA	LOC108608371|XP_017855208.1|DBUS
OG0001979	LOC6505489|XP_032311142.1|DANA	LOC108608216|XP_017854981.1|DBUS
OG0001980	LOC6497864|XP_001961593.1|DANA	LOC108596325|XP_017837440.1|DBUS
OG0001981	LOC6498322|XP_014762072.1|DANA	LOC108594239|XP_033150588.1|DBUS
OG0001982	LOC26515266|XP_014760161.1|DANA	LOC108608223|XP_017854989.2|DBUS
OG0001983	LOC6502733|XP_032309795.1|DANA	LOC108596145|XP_017837130.1|DBUS
OG0001984	LOC6498213|XP_001962313.1|DANA	LOC108608441|XP_017855305.1|DBUS
OG0001985	LOC6505437|XP_001964904.1|DANA	LOC108607859|XP_017854431.2|DBUS
OG0001986	LOC6497308|XP_001962350.1|DANA	LOC108602015|XP_017845544.2|DBUS
OG0001987	LOC6503656|XP_032308432.1|DANA	LOC108606642|XP_017852430.1|DBUS
OG0001988	LOC6494646|XP_001959942.1|DANA	LOC108596296|XP_017837377.1|DBUS
OG0001989	LOC6497848|XP_001961563.1|DANA	LOC108602095|XP_017845611.2|DBUS
OG0001990	LOC6498599|XP_032311203.1|DANA	LOC108597178|XP_033150391.1|DBUS
OG0001991	LOC26514679|XP_032309416.1|DANA	LOC108607807|XP_033149952.1|DBUS
OG0001992	LOC6497017|XP_032311119.1|DANA	LOC108608209|XP_033150617.1|DBUS
OG0001993	LOC6498511|XP_001962973.1|DANA	LOC108606041|XP_017851369.2|DBUS
OG0001994	LOC6501109|XP_014766894.1|DANA	LOC108601812|XP_017845237.1|DBUS
OG0001995	LOC6498436|XP_001962816.1|DANA	LOC108607680|XP_017854125.1|DBUS
OG0001996	LOC6497215|XP_032307580.1|DANA	LOC108608049|XP_017854719.1|DBUS
OG0001997	LOC6494437|XP_001960315.1|DANA	LOC108596247|XP_017837287.1|DBUS
OG0001998	LOC6497309|XP_001962348.1|DANA	LOC108594687|XP_017835316.2|DBUS
OG0001999	LOC6494992|XP_032307087.1|DANA	LOC108597413|XP_017839451.1|DBUS
OG0002000	LOC6497459|XP_001962032.2|DANA	LOC108602419|XP_017846026.1|DBUS
OG0002001	LOC6497897|XP_001961669.3|DANA	LOC108595444|XP_033149398.1|DBUS
OG0002002	LOC6495712|XP_001959418.1|DANA	LOC108596945|XP_017838673.1|DBUS, LOC108596448|XP_017837684.1|DBUS
OG0002004	LOC6497911|XP_014761883.1|DANA	LOC108594250|XP_017834860.1|DBUS
OG0002005	LOC6497758|XP_032307328.1|DANA	LOC108594460|XP_033150912.1|DBUS
OG0002006	LOC6498667|XP_014762234.1|DANA	LOC108607719|XP_017854227.1|DBUS
OG0002007	LOC6498034|XP_001961940.2|DANA	LOC108607994|XP_017854641.1|DBUS
OG0002008	LOC6501774|XP_032308049.1|DANA	LOC108607363|XP_017853564.1|DBUS
OG0002009	LOC6496388|XP_001960803.1|DANA	LOC108595669|XP_017836437.1|DBUS
OG0002010	LOC6497174|XP_001962624.1|DANA	LOC108608241|XP_017855016.1|DBUS
OG0002011	LOC6498262|XP_001962421.1|DANA	LOC108608511|XP_017855400.1|DBUS
OG0002012	LOC6497209|XP_001962553.2|DANA	LOC108606460|XP_017852070.1|DBUS
OG0002013	LOC6498025|XP_014761934.1|DANA	LOC108594398|XP_033150653.1|DBUS
OG0002014	LOC6495826|XP_001959665.1|DANA	LOC108595106|XP_017835756.1|DBUS
OG0002015	LOC6498135|XP_001962151.1|DANA	LOC108607004|XP_017853075.1|DBUS, LOC108598197|XP_017840302.1|DBUS
OG0002016	LOC6495076|XP_001959120.2|DANA	LOC108596854|XP_017838482.1|DBUS
OG0002017	LOC6496893|XP_001963196.1|DANA	LOC108608563|XP_017855475.1|DBUS
OG0002018	LOC6496993|XP_001962972.1|DANA	LOC108605976|XP_017851291.2|DBUS
OG0002020	LOC6497063|XP_001962823.1|DANA, LOC6503474|XP_001964313.1|DANA	LOC108601579|XP_017844967.1|DBUS, LOC108602177|XP_017845703.1|DBUS, LOC108602572|XP_017846198.1|DBUS, LOC108596414|XP_017837621.1|DBUS
OG0002021	LOC6495647|XP_001959295.1|DANA	LOC108596636|XP_017838086.1|DBUS
OG0002022	LOC6503752|XP_014760394.1|DANA	LOC108605834|XP_017851134.1|DBUS
OG0002023	LOC26515156|XP_032305400.1|DANA, LOC6507958|XP_001954064.1|DANA	LOC108604215|XP_017849069.1|DBUS
OG0002024	LOC6498568|XP_001963084.1|DANA	LOC108601512|XP_017844904.2|DBUS
OG0002025	LOC6497935|XP_001961749.2|DANA	LOC108608151|XP_017854887.1|DBUS
OG0002026	LOC6506135|XP_001958481.1|DANA	LOC108601041|XP_017844416.2|DBUS
OG0002027	LOC6495860|XP_001959724.2|DANA	LOC108596142|XP_017837121.1|DBUS
OG0002028	LOC6495360|XP_014763275.1|DANA	LOC108596881|XP_017838549.1|DBUS
OG0002029	LOC6493321|XP_001957522.1|DANA	LOC108599517|XP_017841878.1|DBUS
OG0002030	LOC6494102|XP_001960972.1|DANA	LOC108596280|XP_017837342.1|DBUS
OG0002031	LOC6494016|XP_014762540.1|DANA	LOC108596054|XP_017836936.1|DBUS
OG0002032	LOC6505713|XP_001964407.1|DANA	LOC108602784|XP_017846485.1|DBUS
OG0002033	LOC6502919|XP_032311836.1|DANA	LOC108607275|XP_017853459.1|DBUS
OG0002034	LOC6504843|XP_001966435.2|DANA	LOC108606569|XP_017852277.1|DBUS
OG0002035	LOC6499127|XP_001955248.2|DANA	LOC108604644|XP_017849682.1|DBUS
OG0002036	LOC6500631|XP_032305348.1|DANA	LOC108603416|XP_033150013.1|DBUS
OG0002037	LOC6502820|XP_001956140.1|DANA	LOC108600975|XP_017844326.1|DBUS
OG0002038	LOC6500121|XP_001953181.1|DANA	LOC108602269|XP_017845815.1|DBUS
OG0002039	LOC6505746|XP_001964344.1|DANA	LOC108595614|XP_017836369.1|DBUS
OG0002040	LOC26514305|XP_032305719.1|DANA	LOC108602518|XP_017846140.1|DBUS
OG0002041	LOC6495224|XP_014763193.1|DANA	LOC108597182|XP_017839096.1|DBUS
OG0002042	LOC6500096|XP_001953235.2|DANA	LOC108604414|XP_017849369.1|DBUS
OG0002043	LOC6501422|XP_001955221.1|DANA	LOC108603605|XP_017848040.1|DBUS
OG0002044	LOC6498938|XP_014765832.1|DANA	LOC108602852|XP_017846610.1|DBUS
OG0002045	LOC6501434|XP_001955243.3|DANA	LOC108601253|XP_017844642.1|DBUS
OG0002046	LOC6503616|XP_001964061.1|DANA	LOC108607076|XP_017853186.1|DBUS
OG0002047	LOC6502907|XP_014761255.1|DANA	LOC108606308|XP_017851797.1|DBUS
OG0002048	LOC6500513|XP_001953371.2|DANA	LOC108602160|XP_017845682.1|DBUS
OG0002049	LOC6499438|XP_032305665.1|DANA	LOC108603237|XP_017847346.1|DBUS
OG0002050	LOC6501315|XP_032307349.1|DANA	LOC108603263|XP_017847406.1|DBUS
OG0002051	LOC26514905|XP_014764061.1|DANA	LOC108597486|XP_017839552.1|DBUS
OG0002052	LOC6506823|XP_001957174.1|DANA	LOC108598102|XP_017840208.1|DBUS
OG0002053	LOC6499631|XP_032312359.1|DANA	LOC108603630|XP_017848078.1|DBUS
OG0002054	LOC6500358|XP_001953046.1|DANA, LOC6500360|XP_001953050.1|DANA, LOC116655261|XP_032308699.1|DANA, LOC116655304|XP_032308841.1|DANA, LOC116655265|XP_032308728.1|DANA, LOC6500359|XP_001953048.1|DANA	LOC108601985|XP_017845469.2|DBUS
OG0002056	LOC6506644|XP_001957482.1|DANA	LOC108600332|XP_017843335.1|DBUS
OG0002057	LOC6498603|XP_001963141.1|DANA	LOC108608035|XP_017854703.1|DBUS
OG0002058	LOC6493437|XP_001957748.1|DANA	LOC108599488|XP_017841824.2|DBUS
OG0002059	LOC6499727|XP_001954053.1|DANA	LOC108604082|XP_017848845.1|DBUS
OG0002060	LOC6496357|XP_001960758.1|DANA	LOC108597754|XP_017839952.1|DBUS
OG0002061	LOC6494231|XP_032307187.1|DANA	LOC108597583|XP_017839688.1|DBUS
OG0002062	LOC6503613|XP_032308368.1|DANA	LOC108606314|XP_017851808.1|DBUS
OG0002063	LOC6504932|XP_001966610.1|DANA	LOC108605420|XP_017850581.1|DBUS
OG0002064	LOC6502890|XP_001963654.1|DANA	LOC108605301|XP_017850454.1|DBUS
OG0002065	LOC6493114|XP_001957072.2|DANA	LOC108600167|XP_033149619.1|DBUS
OG0002066	LOC6501619|XP_032312100.1|DANA	LOC108603144|XP_017847171.1|DBUS
OG0002067	LOC6495305|XP_001958660.1|DANA	LOC108596882|XP_017838550.1|DBUS
OG0002068	LOC6495784|XP_001959574.1|DANA	LOC108597293|XP_017839260.1|DBUS
OG0002069	LOC26514887|XP_014760159.1|DANA	LOC108604986|XP_017850045.1|DBUS
OG0002070	LOC6498972|XP_001955581.1|DANA	LOC108602096|XP_017845608.1|DBUS
OG0002071	LOC6501448|XP_001955276.1|DANA	LOC108604443|XP_017849410.1|DBUS
OG0002072	LOC6494148|XP_001960867.1|DANA	LOC108596835|XP_017838449.1|DBUS
OG0002073	LOC6493611|XP_032310074.1|DANA	LOC108599530|XP_033149653.1|DBUS
OG0002074	LOC6495165|XP_001958927.2|DANA	LOC108596969|XP_017838706.1|DBUS
OG0002075	LOC26513924|XP_014760630.1|DANA	LOC108600607|XP_017843117.1|DBUS
OG0002076	LOC6496395|XP_032305923.1|DANA	LOC108597154|XP_017839044.1|DBUS
OG0002077	LOC6507071|XP_032309528.1|DANA	LOC108599846|XP_017842461.1|DBUS
OG0002078	LOC6494022|XP_001961132.2|DANA	LOC108596427|XP_017837640.1|DBUS
OG0002079	LOC6507934|XP_001956640.1|DANA	LOC108599449|XP_017841769.1|DBUS
OG0002080	LOC6494302|XP_032306611.1|DANA	LOC108597581|XP_017839684.1|DBUS
OG0002081	LOC116654686|XP_032306102.1|DANA, LOC6494247|XP_032306101.1|DANA	LOC108595395|XP_017836109.1|DBUS
OG0002082	LOC6496289|XP_032306991.1|DANA	LOC108596850|XP_017838478.1|DBUS
OG0002083	LOC6504625|XP_032309251.1|DANA	LOC117134954|XP_033150471.1|DBUS
OG0002084	LOC6494498|XP_001960216.2|DANA	LOC108595293|XP_017835995.1|DBUS
OG0002085	LOC6494748|XP_032306356.1|DANA	LOC108596903|XP_017838581.1|DBUS
OG0002086	LOC6496098|XP_001960221.1|DANA	LOC108595332|XP_017836041.1|DBUS
OG0002087	LOC6493708|XP_032309659.1|DANA	LOC108599127|XP_033149662.1|DBUS
OG0002088	LOC6493222|XP_014764258.1|DANA	LOC108600635|XP_017843811.1|DBUS
OG0002089	LOC6495229|XP_001958801.1|DANA	LOC108596939|XP_017838664.1|DBUS
OG0002090	LOC6506664|XP_001957452.1|DANA	LOC108601142|XP_017844558.1|DBUS
OG0002091	LOC6494250|XP_001960662.2|DANA	LOC108594847|XP_017835474.1|DBUS
OG0002092	LOC6493085|XP_032310312.1|DANA	LOC108600213|XP_017843121.1|DBUS
OG0002093	LOC6494454|XP_001960295.1|DANA	LOC108597411|XP_017839448.1|DBUS
OG0002094	LOC6494916|XP_001959427.1|DANA	LOC108595952|XP_017836726.1|DBUS
OG0002095	LOC6502986|XP_001963466.1|DANA	LOC108605225|XP_017850325.1|DBUS
OG0002096	LOC6496348|XP_032306020.1|DANA	LOC108596986|XP_017838737.1|DBUS
OG0002098	LOC6493565|XP_001958008.1|DANA	LOC108600822|XP_017844118.2|DBUS
OG0002099	LOC6499460|XP_001954592.1|DANA	LOC108604652|XP_017849691.1|DBUS
OG0002100	LOC6506344|XP_001958066.3|DANA	LOC108598760|XP_017840987.1|DBUS
OG0002102	LOC6495113|XP_032307133.1|DANA	LOC108596480|XP_017837740.1|DBUS
OG0002103	LOC6499463|XP_001954584.1|DANA	LOC108604478|XP_017849453.1|DBUS
OG0002106	LOC6501669|XP_001955717.2|DANA	LOC117134960|XP_033150499.1|DBUS
OG0002107	LOC6498629|XP_001963187.1|DANA	LOC108608267|XP_017855050.2|DBUS
OG0002108	LOC6501385|XP_032305500.1|DANA	LOC108602714|XP_017846357.1|DBUS, LOC108601398|XP_017844787.1|DBUS, LOC108602689|XP_017846317.1|DBUS, LOC108602715|XP_017846359.1|DBUS, LOC108602724|XP_017846366.1|DBUS, LOC108601399|XP_017844788.1|DBUS
OG0002109	LOC6500560|XP_001953480.2|DANA	LOC108602607|XP_017846234.1|DBUS, LOC108602578|XP_017846205.1|DBUS
OG0002110	LOC26515051|XP_032311355.1|DANA	LOC108601474|XP_017844862.1|DBUS
OG0002111	LOC6498357|XP_032311189.1|DANA	LOC108601419|XP_017844810.2|DBUS, LOC108607551|XP_017853932.2|DBUS
OG0002112	LOC116655164|XP_032308399.1|DANA	LOC108604653|XP_017849695.1|DBUS
OG0002113	LOC116654587|XP_032305859.1|DANA	LOC108602673|XP_017846306.1|DBUS, LOC108602678|XP_017846310.1|DBUS, LOC108602677|XP_017846309.1|DBUS, LOC108602653|XP_017846287.1|DBUS, LOC108602618|XP_017846246.1|DBUS
OG0002114	LOC6502728|XP_001964549.2|DANA, LOC6505885|XP_001964550.2|DANA	LOC108604318|XP_017849228.1|DBUS
OG0002115	LOC6494731|XP_001959772.3|DANA, LOC26514127|XP_014763980.1|DANA	LOC108596138|XP_017837095.1|DBUS
OG0002117	LOC6501885|XP_001966734.1|DANA	LOC108607160|XP_017853299.1|DBUS
OG0002118	LOC26514480|XP_032309671.1|DANA	LOC108602354|XP_017845942.1|DBUS
OG0002119	LOC6501444|XP_001955267.3|DANA	LOC108603016|XP_017846901.1|DBUS
OG0002120	LOC6503319|XP_032311975.1|DANA	LOC108607374|XP_017853584.1|DBUS
OG0002121	LOC6499404|XP_001954705.1|DANA	LOC108604405|XP_017849356.1|DBUS
OG0002123	LOC6505490|XP_001964947.1|DANA	LOC108607448|XP_017853774.2|DBUS
OG0002124	LOC6505168|XP_001965467.2|DANA	LOC108605570|XP_017850826.1|DBUS
OG0002125	LOC6495159|XP_001958939.1|DANA	LOC108597375|XP_017839396.1|DBUS
OG0002126	LOC6493231|XP_014764263.1|DANA	LOC108598783|XP_017841013.2|DBUS
OG0002127	LOC6505265|XP_014760340.1|DANA	LOC108607051|XP_017853151.1|DBUS
OG0002128	LOC6505191|XP_001965520.2|DANA	LOC108606278|XP_017851747.1|DBUS, LOC108596321|XP_017837432.1|DBUS
OG0002129	LOC116654511|XP_032305528.1|DANA, LOC6505666|XP_001964500.1|DANA	LOC108603945|XP_017848626.1|DBUS
OG0002130	LOC6504045|XP_001964076.2|DANA	LOC108606483|XP_017852111.1|DBUS
OG0002131	LOC6500901|XP_001954130.1|DANA	LOC108603106|XP_017847099.1|DBUS
OG0002132	LOC6498554|XP_001963049.1|DANA	LOC108594263|XP_017834878.2|DBUS
OG0002133	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA	LOC108605212|XP_017850308.1|DBUS
OG0002134	LOC6503845|XP_001963707.1|DANA	LOC108605887|XP_017851191.1|DBUS
OG0002135	LOC6503981|XP_032308588.1|DANA	LOC108606573|XP_017852282.1|DBUS
OG0002136	LOC6499020|XP_001955502.1|DANA	LOC108604283|XP_017849175.1|DBUS
OG0002137	LOC6499819|XP_001953848.1|DANA	LOC108601788|XP_017845208.1|DBUS
OG0002138	LOC6502121|XP_001966168.1|DANA	LOC108605665|XP_017850941.1|DBUS
OG0002139	LOC6504924|XP_014759857.1|DANA	LOC108606962|XP_017853010.1|DBUS
OG0002140	LOC6501957|XP_001966761.1|DANA	LOC108606469|XP_017852086.1|DBUS
OG0002141	LOC6503223|XP_001965861.1|DANA	LOC108597516|XP_017839598.1|DBUS
OG0002142	LOC6499605|XP_001954310.1|DANA	LOC108604580|XP_017849600.1|DBUS
OG0002143	LOC6497981|XP_001961836.1|DANA	LOC108594295|XP_017834976.2|DBUS
OG0002144	LOC6506061|XP_001966649.1|DANA	LOC108607392|XP_017853644.1|DBUS
OG0002145	LOC6500422|XP_001953186.1|DANA	LOC108601942|XP_017845411.1|DBUS
OG0002146	LOC6500992|XP_014766844.1|DANA	LOC108603716|XP_017848246.1|DBUS
OG0002147	LOC6503525|XP_032308732.1|DANA	LOC108605328|XP_033150296.1|DBUS
OG0002148	LOC6506547|XP_001957676.2|DANA	LOC108599114|XP_017841393.1|DBUS
OG0002149	LOC6501773|XP_032308023.1|DANA	LOC108607406|XP_017853678.1|DBUS
OG0002150	LOC6503908|XP_001963822.1|DANA	LOC108607190|XP_017853338.1|DBUS
OG0002151	LOC6498598|XP_001963132.2|DANA	LOC108599958|XP_017842701.1|DBUS
OG0002152	LOC6500888|XP_032307693.1|DANA	LOC108604266|XP_017849149.1|DBUS
OG0002153	LOC6506003|XP_001964762.1|DANA	LOC108601505|XP_017844894.1|DBUS
OG0002154	LOC6503603|XP_001964075.2|DANA	LOC108606482|XP_017852107.1|DBUS
OG0002155	LOC6505576|XP_001964670.1|DANA	LOC108602644|XP_017846278.1|DBUS
