Orthogroup	DANA.longest_only	AAEG.longest_only
OG0001158	LOC6497957|XP_001961792.3|DANA	LOC5579227|XP_001664307.1|AAEG
OG0001159	LOC6505984|XP_032305333.1|DANA	LOC5577246|XP_021710377.1|AAEG
OG0001160	LOC6499665|XP_001954191.1|DANA	LOC5577411|XP_001656491.2|AAEG
OG0001161	LOC6501566|XP_001955486.1|DANA	LOC5566642|XP_021711748.1|AAEG
OG0001162	LOC6498852|XP_001955800.1|DANA	LOC5576344|XP_021693313.1|AAEG
OG0001164	LOC6500846|XP_001954026.2|DANA	LOC5575602|XP_001662091.2|AAEG
OG0001165	LOC6494718|XP_001959800.1|DANA	LOC5565600|XP_021693794.1|AAEG
OG0001167	LOC6495633|XP_032307093.1|DANA	LOC5577554|XP_021696671.1|AAEG
OG0001168	LOC6495623|XP_001959243.1|DANA	LOC5572693|XP_001660512.1|AAEG
OG0001169	LOC6504991|XP_001965677.1|DANA	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG
OG0001170	LOC6500795|XP_001953934.1|DANA, LOC6500794|XP_001953933.1|DANA, LOC6500796|XP_001953935.1|DANA, LOC6500797|XP_001953936.1|DANA	LOC5568877|XP_001652599.2|AAEG
OG0001171	LOC6506988|XP_014765020.1|DANA	LOC5572977|XP_021698415.1|AAEG
OG0001172	LOC6494636|XP_001959972.1|DANA	LOC5566033|XP_021698883.1|AAEG
OG0001173	LOC6505900|XP_001964577.1|DANA	LOC5576977|XP_001663072.2|AAEG
OG0001174	LOC6506174|XP_001958413.1|DANA	LOC5569279|XP_001652811.1|AAEG
OG0001175	LOC6496079|XP_001960175.1|DANA, LOC6501849|XP_001966803.1|DANA	LOC5574385|XP_001661410.2|AAEG
OG0001176	LOC6494221|XP_014762673.1|DANA	LOC5571149|XP_021700283.1|AAEG
OG0001177	LOC6497916|XP_032307758.1|DANA	LOC5569526|XP_021704024.1|AAEG
OG0001178	LOC6495060|XP_001959148.1|DANA	LOC110676927|XP_021702495.1|AAEG
OG0001179	LOC6495406|XP_032307195.1|DANA	LOC5577540|XP_001656556.3|AAEG
OG0001180	LOC6506057|XP_001966646.2|DANA	LOC5568068|XP_001652002.1|AAEG
OG0001181	LOC6506328|XP_032310084.1|DANA	LOC5575371|XP_001661902.2|AAEG
OG0001182	LOC6501533|XP_014767093.1|DANA	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG
OG0001183	LOC6499429|XP_032307004.1|DANA	LOC5564518|XP_021705619.1|AAEG
OG0001185	LOC6494317|XP_014760068.1|DANA	LOC5575995|XP_021707351.1|AAEG
OG0001186	LOC6500957|XP_001954242.1|DANA	LOC5568008|XP_021708299.1|AAEG
OG0001187	LOC6496355|XP_014763778.1|DANA	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG
OG0001188	LOC6494330|XP_001960524.2|DANA	LOC5579654|XP_001648128.2|AAEG
OG0001189	LOC6494172|XP_001960828.1|DANA, LOC6494173|XP_001960827.1|DANA	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG
OG0001190	LOC6504693|XP_001966392.2|DANA	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG
OG0001191	LOC6504707|XP_001964861.1|DANA	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG
OG0001192	LOC26515108|XP_032307727.1|DANA, LOC6498236|XP_001962362.2|DANA, LOC6497301|XP_032307725.1|DANA	LOC5563930|XP_021705115.1|AAEG
OG0001193	LOC6500766|XP_001953880.1|DANA	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG
OG0001194	LOC6504137|XP_001964256.1|DANA	LOC5578080|XP_001656773.1|AAEG
OG0001195	LOC6495447|XP_001958865.1|DANA	LOC5568267|XP_001657964.2|AAEG
OG0001201	LOC6500864|XP_001954060.1|DANA	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG
OG0001202	LOC6504820|XP_001966397.2|DANA	LOC5572017|XP_001660128.1|AAEG
OG0001203	LOC6504547|XP_001967430.1|DANA	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG
OG0001204	LOC6502470|XP_001962780.2|DANA	LOC5574716|XP_001655300.2|AAEG
OG0001205	LOC6494458|XP_001965917.2|DANA	LOC5575088|XP_001661798.1|AAEG
OG0001206	LOC6505848|XP_001964479.2|DANA	LOC5572256|XP_021695027.1|AAEG
OG0001207	LOC26513919|XP_014759490.1|DANA	LOC5578378|XP_021695131.1|AAEG
OG0001208	LOC6501911|XP_032308117.1|DANA	LOC5576373|XP_021695474.1|AAEG
OG0001209	LOC6500876|XP_001954088.2|DANA	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG
OG0001210	LOC6502060|XP_001967440.1|DANA	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG
OG0001212	LOC6505053|XP_001965553.1|DANA	LOC5580010|XP_001653890.2|AAEG
OG0001213	LOC6505727|XP_001964374.1|DANA	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG
OG0001214	LOC6499792|XP_001953904.1|DANA	LOC5576401|XP_001662611.1|AAEG
OG0001215	LOC6499158|XP_001955197.1|DANA	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG
OG0001216	LOC6500322|XP_014766503.1|DANA	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG
OG0001217	LOC6502333|XP_001967631.2|DANA	LOC5564004|XP_021693760.1|AAEG
OG0001218	LOC6500793|XP_001953932.1|DANA	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG
OG0001220	LOC6495550|XP_001959083.1|DANA	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG
OG0001223	LOC6495127|XP_032306369.1|DANA	LOC5576043|XP_001662373.2|AAEG
OG0001224	LOC6496288|XP_001960624.3|DANA	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG
OG0001225	LOC6496516|XP_014763864.2|DANA	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG
OG0001226	LOC6495260|XP_001958742.1|DANA	LOC5578269|XP_001663796.1|AAEG
OG0001227	LOC6496850|XP_014761401.1|DANA	LOC5574306|XP_001655087.1|AAEG
OG0001228	LOC6494328|XP_032305515.1|DANA	LOC5572246|XP_001653940.1|AAEG
OG0001229	LOC26515246|XP_032312042.1|DANA	LOC5572327|XP_021701837.1|AAEG
OG0001230	LOC6494134|XP_032307143.1|DANA	LOC5564611|XP_021701962.1|AAEG
OG0001231	LOC6505408|XP_001966905.1|DANA	LOC5576034|XP_001655975.1|AAEG
OG0001232	LOC6498145|XP_001962173.1|DANA	LOC5573898|XP_001654934.2|AAEG
OG0001233	LOC6498133|XP_001962148.1|DANA	LOC5573900|XP_021703334.1|AAEG
OG0001234	LOC6496168|XP_001960364.1|DANA	LOC5567996|XP_001657823.1|AAEG
OG0001235	LOC6503363|XP_001965357.2|DANA	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG
OG0001236	LOC6493200|XP_001957251.2|DANA	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG
OG0001237	LOC6500136|XP_014766395.1|DANA	LOC5579027|XP_021708950.1|AAEG
OG0001238	LOC6499597|XP_032312139.1|DANA	LOC5573338|XP_021705177.1|AAEG
OG0001239	LOC6499905|XP_032306296.1|DANA	LOC5570022|XP_021709007.1|AAEG, LOC5565203|XP_021706967.1|AAEG, LOC5577994|XP_021707759.1|AAEG
OG0001240	LOC6499556|XP_001954389.1|DANA	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG
OG0001241	LOC6495700|XP_001959400.1|DANA	LOC5573887|XP_021709538.1|AAEG
OG0001242	LOC6502245|XP_001966075.1|DANA	LOC5563955|XP_001648308.1|AAEG
OG0001244	LOC6500325|XP_001952976.1|DANA	LOC110677631|XP_021704120.1|AAEG
OG0001245	LOC6505672|XP_032305737.1|DANA	LOC5574238|XP_001661286.2|AAEG
OG0001246	LOC6495728|XP_014763470.1|DANA	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG
OG0001247	LOC26514097|XP_032311496.1|DANA	LOC5566538|XP_021708940.1|AAEG
OG0001248	LOC6506997|XP_001956857.1|DANA	LOC5565422|XP_021710530.1|AAEG
OG0001249	LOC6503750|XP_001963809.2|DANA	LOC5569493|XP_021711683.1|AAEG
OG0001257	LOC6501778|XP_032311763.1|DANA	LOC5574316|XP_021694563.1|AAEG
OG0001258	LOC6501118|XP_001954585.1|DANA	LOC5577550|XP_001663426.1|AAEG
OG0001259	LOC6504614|XP_001966525.1|DANA	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG
OG0001260	LOC6500642|XP_001953630.2|DANA	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG
OG0001261	LOC6504380|XP_001967079.2|DANA	LOC5572383|XP_001654039.1|AAEG
OG0001263	LOC6500783|XP_001953912.1|DANA	LOC5572162|XP_021701521.1|AAEG
OG0001264	LOC6498064|XP_001962010.2|DANA	LOC5575506|XP_021702723.1|AAEG, LOC5576313|XP_021702589.1|AAEG
OG0001265	LOC6503884|XP_014761110.2|DANA	LOC110677665|XP_021704331.1|AAEG
OG0001266	LOC6494753|XP_001959734.1|DANA	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG
OG0001267	LOC6500853|XP_032310250.1|DANA	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG
OG0001269	LOC6496251|XP_001960544.1|DANA	LOC5578532|XP_001663924.1|AAEG
OG0001270	LOC6503457|XP_001967519.2|DANA	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG
OG0001271	LOC6494873|XP_001959510.1|DANA	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG
OG0001272	LOC6507573|XP_001955933.2|DANA	LOC5576415|XP_001656118.2|AAEG
OG0001273	LOC6501382|XP_001955119.3|DANA	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG
OG0001274	LOC6493714|XP_001958291.1|DANA	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG
OG0001276	LOC6507649|XP_001956071.1|DANA	LOC5574001|XP_021698011.1|AAEG
OG0001277	LOC6506888|XP_001957055.1|DANA	LOC5573676|XP_021698208.1|AAEG
OG0001278	LOC6507280|XP_032310005.1|DANA, LOC6498637|XP_001963216.1|DANA	LOC5564225|XP_021698341.1|AAEG
OG0001279	LOC6507782|XP_001956335.1|DANA	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG
OG0001280	LOC6506507|XP_001957750.1|DANA	LOC5570785|XP_001653294.1|AAEG
OG0001281	LOC6507584|XP_001955950.1|DANA	LOC5574271|XP_021698956.1|AAEG, LOC5574268|XP_021698957.1|AAEG
OG0001282	LOC6497809|XP_001961489.1|DANA	LOC5563618|XP_001647854.2|AAEG
OG0001283	LOC6496410|XP_001960858.2|DANA	LOC5577288|XP_021699171.1|AAEG
OG0001284	LOC6497272|XP_001965911.2|DANA	LOC5571151|XP_001653462.1|AAEG
OG0001285	LOC6507093|XP_014765063.1|DANA	LOC5569141|XP_001652750.1|AAEG, LOC5568649|XP_021700323.1|AAEG
OG0001286	LOC6503632|XP_014760393.2|DANA	LOC5564989|XP_001649339.1|AAEG
OG0001287	LOC6494675|XP_001965955.1|DANA	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG
OG0001288	LOC6497690|XP_001961565.1|DANA	LOC5567008|XP_021703513.1|AAEG
OG0001289	LOC6502767|XP_001965256.2|DANA	LOC5568175|XP_001652111.2|AAEG
OG0001290	LOC6497204|XP_032307733.1|DANA	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG
OG0001291	LOC6494912|XP_014763071.2|DANA	LOC5566684|XP_001651086.1|AAEG
OG0001292	LOC6496297|XP_001960635.2|DANA	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG
OG0001293	LOC6504155|XP_001964289.1|DANA	LOC5571889|XP_001653807.1|AAEG
OG0001294	LOC6499327|XP_001954859.1|DANA	LOC5575103|XP_001661825.1|AAEG
OG0001295	LOC6502235|XP_001966036.1|DANA, LOC6496457|XP_001960949.1|DANA	LOC5568526|XP_001652354.1|AAEG
OG0001296	LOC6493893|XP_032311522.1|DANA	LOC5566412|XP_021706306.1|AAEG
OG0001297	LOC6499040|XP_001955448.1|DANA	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG
OG0001298	LOC6500044|XP_032312361.1|DANA	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG, LOC5578735|XP_021707558.1|AAEG
OG0001299	LOC6507340|XP_032309757.1|DANA	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG
OG0001300	LOC6499532|XP_001954428.1|DANA	LOC5579186|XP_001664282.1|AAEG
OG0001301	LOC6498237|XP_001962364.1|DANA	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG
OG0001302	LOC6494604|XP_032306614.1|DANA	LOC5564892|XP_021705408.1|AAEG
OG0001303	LOC6500698|XP_001953750.1|DANA	LOC5575416|XP_001661937.2|AAEG
OG0001304	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA	LOC5572317|XP_021709111.1|AAEG
OG0001305	LOC6503390|XP_001967520.2|DANA	LOC5569430|XP_021710293.1|AAEG
OG0001306	LOC6500706|XP_001953762.1|DANA	LOC5575994|XP_021707386.1|AAEG
OG0001307	LOC6493303|XP_001957486.1|DANA	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG
OG0001308	LOC6504634|XP_032309303.1|DANA	LOC5564183|XP_021710068.1|AAEG
OG0001309	LOC6501270|XP_001954892.1|DANA	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG
OG0001311	LOC6505194|XP_001965524.2|DANA	LOC5569532|XP_021706093.1|AAEG
OG0001312	LOC6493418|XP_001957711.1|DANA	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG
OG0001313	LOC6494637|XP_001959971.3|DANA	LOC5578093|XP_001656789.2|AAEG
OG0001326	LOC6501601|XP_001955566.1|DANA	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG
OG0001328	LOC26515035|XP_032311989.1|DANA	LOC5575093|XP_001661817.1|AAEG, LOC5573724|XP_021694929.1|AAEG
OG0001329	LOC6505307|XP_001965728.2|DANA	LOC5579474|XP_001647772.2|AAEG
OG0001330	LOC6505211|XP_032307795.1|DANA	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG
OG0001331	LOC6502047|XP_032311934.1|DANA	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG
OG0001332	LOC6504416|XP_032308163.1|DANA	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG
OG0001333	LOC6505113|XP_001964793.2|DANA	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG
OG0001334	LOC6505553|XP_001964713.1|DANA	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG
OG0001335	LOC6500011|XP_001953409.1|DANA	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG
OG0001337	LOC6504487|XP_032308308.1|DANA	LOC5571583|XP_021707527.1|AAEG
OG0001338	LOC6496265|XP_014763712.1|DANA	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG
OG0001339	LOC6495364|XP_001958670.1|DANA	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG
OG0001340	LOC6503257|XP_032309758.1|DANA	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG
OG0001341	LOC6500539|XP_032310342.1|DANA	LOC5578941|XP_001657229.1|AAEG
OG0001343	LOC6499178|XP_001955160.2|DANA	LOC5564494|XP_021694318.1|AAEG
OG0001344	LOC6505942|XP_032305468.1|DANA	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG
OG0001345	LOC6499926|XP_001953617.1|DANA	LOC5565630|XP_001649986.2|AAEG, LOC5576523|XP_001662716.2|AAEG
OG0001346	LOC6499381|XP_001954747.1|DANA	LOC5564378|XP_021693779.1|AAEG
OG0001347	LOC6503956|XP_001963915.1|DANA	LOC5575230|XP_001655636.2|AAEG
OG0001348	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA	LOC5564709|XP_001649052.1|AAEG
OG0001349	LOC6507029|XP_014765038.1|DANA	LOC5564096|XP_021696524.1|AAEG
OG0001350	LOC6507885|XP_001956525.3|DANA	LOC5569213|XP_021696606.1|AAEG
OG0001351	LOC6494868|XP_001959521.1|DANA	LOC5574289|XP_001661326.1|AAEG
OG0001352	LOC6493905|XP_032311477.1|DANA	LOC5574802|XP_021697012.1|AAEG
OG0001353	LOC6506341|XP_001958072.1|DANA	LOC5566373|XP_001650785.1|AAEG, LOC5568325|XP_001652204.1|AAEG
OG0001354	LOC6495912|XP_014763532.1|DANA	LOC5573660|XP_021697339.1|AAEG
OG0001355	LOC6495849|XP_001959707.1|DANA	LOC5565624|XP_001649979.1|AAEG
OG0001356	LOC6498969|XP_032312081.1|DANA	LOC5571699|XP_001659842.2|AAEG, LOC5571704|XP_021695196.1|AAEG, LOC5572766|XP_021697637.1|AAEG
OG0001357	LOC6493524|XP_001957929.1|DANA	LOC5564469|XP_001648811.1|AAEG
OG0001358	LOC6493887|XP_001961393.1|DANA, LOC6493673|XP_001958205.1|DANA	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG
OG0001359	LOC6497282|XP_001962395.1|DANA	LOC5563725|XP_021698111.1|AAEG, LOC5563726|XP_001648011.1|AAEG
OG0001360	LOC6496405|XP_001960845.1|DANA	LOC5576042|XP_001662374.1|AAEG
OG0001361	LOC6507777|XP_001956328.2|DANA	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG
OG0001362	LOC6507781|XP_001956333.1|DANA	LOC5564232|XP_001648569.1|AAEG
OG0001363	LOC6500148|XP_001953128.1|DANA	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG
OG0001364	LOC6495293|XP_032307170.1|DANA	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG
OG0001365	LOC6506203|XP_001958350.1|DANA	LOC5572285|XP_001653970.1|AAEG
OG0001367	LOC6494766|XP_032306575.1|DANA	LOC5569059|XP_021698895.1|AAEG
OG0001368	LOC6494818|XP_001959603.1|DANA	LOC5579484|XP_021698925.1|AAEG
OG0001369	LOC6505035|XP_001965594.1|DANA	LOC5574546|XP_021699090.1|AAEG
OG0001370	LOC6494714|XP_001959806.1|DANA	LOC5577000|XP_001663103.2|AAEG
OG0001371	LOC26515113|XP_032311474.1|DANA	LOC5569579|XP_021699731.1|AAEG
OG0001372	LOC6495881|XP_032306846.1|DANA	LOC5567708|XP_021699760.1|AAEG
OG0001373	LOC6497138|XP_001962680.1|DANA	LOC5567451|XP_021700199.1|AAEG
OG0001374	LOC6494222|XP_001960712.1|DANA	LOC5571153|XP_001653469.1|AAEG
OG0001375	LOC6498889|XP_014765800.1|DANA	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG
OG0001376	LOC6495404|XP_001958769.1|DANA	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG
OG0001377	LOC6505475|XP_001964934.2|DANA	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG
OG0001378	LOC6498231|XP_032307509.1|DANA	LOC5564328|XP_001648655.2|AAEG
OG0001379	LOC6498057|XP_014761951.1|DANA	LOC5564506|XP_021701067.1|AAEG
OG0001380	LOC6496671|XP_001961371.2|DANA	LOC5574619|XP_021701493.1|AAEG
OG0001381	LOC6496421|XP_032307210.1|DANA	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG
OG0001382	LOC6503284|XP_014759110.1|DANA	LOC5575208|XP_021701904.1|AAEG
OG0001383	LOC6495075|XP_001959121.1|DANA	LOC5572173|XP_001660268.1|AAEG
OG0001384	LOC6497523|XP_014761719.1|DANA	LOC5573809|XP_001661057.2|AAEG
OG0001385	LOC6504562|XP_001964906.2|DANA	LOC5573184|XP_001660801.2|AAEG, LOC5569015|XP_001652671.1|AAEG
OG0001387	LOC6496853|XP_001963272.1|DANA	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG
OG0001388	LOC6496954|XP_001963064.2|DANA	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG
OG0001389	LOC6499044|XP_032311132.1|DANA	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG
OG0001390	LOC6506658|XP_032310901.1|DANA	LOC5580280|XP_021709147.1|AAEG
OG0001391	LOC6498019|XP_001961904.1|DANA	LOC5568150|XP_001652096.1|AAEG
OG0001392	LOC6505294|XP_001965704.2|DANA	LOC5578018|XP_001656757.2|AAEG
OG0001393	LOC6505212|XP_001965556.1|DANA	LOC5565962|XP_021706834.1|AAEG
OG0001394	LOC6496933|XP_014761435.1|DANA	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG
OG0001395	LOC6494219|XP_001965954.1|DANA	LOC5572564|XP_001654079.1|AAEG
OG0001396	LOC6505242|XP_001965608.1|DANA	LOC5569944|XP_021708097.1|AAEG
OG0001397	LOC6499434|XP_032312182.1|DANA	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG
OG0001399	LOC26514407|XP_032311528.1|DANA	LOC5577036|XP_021711031.1|AAEG
OG0001400	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA	LOC5572994|XP_001654322.2|AAEG
OG0001401	LOC6507115|XP_001956641.1|DANA	LOC5575307|XP_001655681.2|AAEG
OG0001402	LOC6506735|XP_001957332.1|DANA	LOC5575317|XP_021708110.1|AAEG
OG0001403	LOC6507950|XP_001958044.1|DANA	LOC5566322|XP_021704181.1|AAEG
OG0001404	LOC6494045|XP_001961088.2|DANA	LOC5564361|XP_021707780.1|AAEG
OG0001405	LOC6496132|XP_001960296.1|DANA	LOC5565743|XP_001650083.2|AAEG
OG0001406	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA	LOC5567494|XP_001657489.1|AAEG
OG0001407	LOC6506944|XP_001956940.1|DANA	LOC5571615|XP_001659808.1|AAEG
OG0001429	LOC6501562|XP_001955476.1|DANA	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG
OG0001430	LOC6500154|XP_001953119.1|DANA	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG
OG0001431	LOC6501953|XP_001966755.1|DANA	LOC5569476|XP_001658562.1|AAEG
OG0001432	LOC6502276|XP_001966147.1|DANA	LOC5576501|XP_001662693.2|AAEG
OG0001433	LOC6501065|XP_032305802.1|DANA	LOC5571723|XP_021695080.1|AAEG
OG0001434	LOC6504967|XP_032307871.1|DANA	LOC5565190|XP_021695110.1|AAEG
OG0001435	LOC6496501|XP_032306196.1|DANA	LOC5566771|XP_021700932.1|AAEG
OG0001436	LOC6504662|XP_001966450.2|DANA	LOC5573409|XP_021712979.1|AAEG
OG0001437	LOC6497507|XP_001961938.1|DANA	LOC5578625|XP_001657049.1|AAEG
OG0001438	LOC6499222|XP_001955075.1|DANA	LOC5578886|XP_021695312.1|AAEG
OG0001439	LOC6500774|XP_001953890.1|DANA	LOC5580030|XP_001653914.1|AAEG
OG0001440	LOC6498756|XP_001967266.1|DANA	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG
OG0001442	LOC6497285|XP_001962391.1|DANA	LOC5566079|XP_001650445.1|AAEG
OG0001443	LOC6498991|XP_001955550.1|DANA	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG
OG0001444	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG
OG0001445	LOC6500986|XP_032305977.1|DANA	LOC5564606|XP_021713380.1|AAEG
OG0001446	LOC6501047|XP_014766871.1|DANA	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG
OG0001447	LOC6499409|XP_001954697.2|DANA	LOC5567294|XP_021693331.1|AAEG
OG0001448	LOC6498982|XP_014765863.1|DANA	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG
OG0001449	LOC6494632|XP_001959979.1|DANA	LOC5576532|XP_001662725.1|AAEG
OG0001450	LOC6501216|XP_014766947.2|DANA, LOC6507945|XP_001962710.1|DANA	LOC5571293|XP_021695848.1|AAEG
OG0001451	LOC6495540|XP_032306700.1|DANA	LOC5571861|XP_001653785.1|AAEG, LOC5576847|XP_001662956.1|AAEG
OG0001452	LOC6495464|XP_014763321.2|DANA	LOC5577804|XP_021696038.1|AAEG
OG0001453	LOC6506925|XP_001956979.1|DANA	LOC5579987|XP_001660253.2|AAEG, LOC5579988|XP_021696270.1|AAEG
OG0001454	LOC6499869|XP_032306127.1|DANA	LOC5566419|XP_001650812.2|AAEG, LOC5570492|XP_021701567.1|AAEG
OG0001455	LOC6506584|XP_032310836.1|DANA	LOC5570478|XP_021696470.1|AAEG, LOC110680369|XP_021711867.1|AAEG
OG0001456	LOC6495636|XP_032306274.1|DANA	LOC5576943|XP_021696682.1|AAEG
OG0001457	LOC6495781|XP_001959565.1|DANA	LOC5574288|XP_001661330.2|AAEG
OG0001458	LOC6496342|XP_001960730.1|DANA	LOC5570395|XP_021696799.1|AAEG, LOC5567138|XP_021696796.1|AAEG
OG0001459	LOC6506394|XP_001957948.1|DANA	LOC5572773|XP_021703095.1|AAEG, LOC5565665|XP_021696884.1|AAEG
OG0001460	LOC6496028|XP_014763603.1|DANA	LOC5573464|XP_021697200.1|AAEG
