Orthogroup	DANA.longest_only	DMIR.longest_only
OG0000413	LOC6500497|XP_001953345.1|DANA	LOC108153886|XP_017139475.1|DMIR
OG0000414	LOC6494667|XP_014762907.1|DANA	LOC108158700|XP_017146724.1|DMIR
OG0000414	LOC6496661|XP_001961352.1|DANA	LOC117193227|XP_033253871.1|DMIR, LOC108159639|XP_017148593.1|DMIR
OG0000415	LOC6496107|XP_032305930.1|DANA	LOC108159910|XP_017149030.1|DMIR, LOC117192339|XP_033252877.1|DMIR
OG0000415	LOC6494486|XP_032306432.1|DANA	LOC117185889|XP_033253948.1|DMIR, LOC108160015|XP_017149237.1|DMIR, LOC117193778|XP_033254398.1|DMIR
OG0000416	LOC6503504|XP_001964253.2|DANA	LOC108159601|XP_017148548.1|DMIR
OG0000416	LOC6505162|XP_032307896.1|DANA	LOC108164922|XP_033249217.1|DMIR
OG0000417	LOC6499784|XP_001953923.1|DANA	LOC108156857|XP_017144073.1|DMIR
OG0000417	LOC6505963|XP_001964692.1|DANA	LOC108155690|XP_017142152.1|DMIR
OG0000418	LOC6504850|XP_001966449.2|DANA, LOC26515582|XP_032309075.1|DANA	LOC108164708|XP_017156084.1|DMIR
OG0000418	LOC6505070|XP_014760277.1|DANA	LOC108164943|XP_017156420.1|DMIR
OG0000419	LOC6495876|XP_032307229.1|DANA	LOC117188173|XP_033247510.1|DMIR, LOC108159405|XP_033252973.1|DMIR
OG0000419	LOC6504589|XP_001966572.2|DANA	LOC108161978|XP_033241968.1|DMIR
OG0000421	LOC6497810|XP_032307375.1|DANA	LOC108162793|XP_017153182.1|DMIR
OG0000421	LOC6498672|XP_032310887.1|DANA	LOC108162228|XP_017152338.1|DMIR
OG0000422	LOC26514500|XP_032305633.1|DANA	LOC108154969|XP_017140972.1|DMIR
OG0000423	LOC6494830|XP_001959584.1|DANA	LOC108160457|XP_017149962.1|DMIR
OG0000423	LOC6494829|XP_001959585.1|DANA	LOC108160113|XP_017149394.1|DMIR
OG0000424	LOC6494358|XP_032306089.1|DANA, LOC6494357|XP_001960477.1|DANA	LOC108160036|XP_017149265.1|DMIR
OG0000424	LOC6494356|XP_001960478.1|DANA	LOC108160037|XP_033247441.1|DMIR
OG0000425	LOC6494272|XP_032307001.1|DANA	LOC108160994|XP_017150789.2|DMIR, LOC117188432|XP_033248202.1|DMIR
OG0000425	LOC6495521|XP_001959028.1|DANA	LOC117193080|XP_033253699.1|DMIR, LOC108160823|XP_017150543.1|DMIR
OG0000426	LOC6494982|XP_001959284.1|DANA, LOC6495641|XP_001959286.1|DANA, LOC6494980|XP_001959287.1|DANA	LOC108159241|XP_017147854.1|DMIR
OG0000427	LOC116654482|XP_032305337.1|DANA, LOC116654781|XP_032307171.1|DANA, LOC116655303|XP_032308838.1|DANA	LOC117189000|XP_033249729.1|DMIR, LOC117187140|XP_033245071.1|DMIR
OG0000427	LOC116655670|XP_032309433.1|DANA	LOC117193712|XP_033254329.1|DMIR, LOC117188690|XP_033248806.1|DMIR, LOC117188584|XP_033248462.1|DMIR, LOC117191259|XP_033252068.1|DMIR, LOC117193416|XP_033254058.1|DMIR, LOC117191964|XP_033252596.1|DMIR, LOC117194418|XP_033254878.1|DMIR
OG0000428	LOC6493067|XP_001956982.2|DANA, LOC6493068|XP_001956983.2|DANA	LOC108153730|XP_017139348.1|DMIR, LOC108153417|XP_017138907.1|DMIR
OG0000428	LOC6493069|XP_001956984.2|DANA	LOC108153416|XP_017138906.1|DMIR
OG0000429	LOC6495255|XP_001958750.2|DANA	LOC108158060|XP_033246562.1|DMIR
OG0000430	LOC6499552|XP_001954397.1|DANA	LOC108157558|XP_017145153.1|DMIR, LOC108157557|XP_017145150.1|DMIR
OG0000433	LOC6502281|XP_032309398.1|DANA	LOC108156542|XP_017143542.1|DMIR
OG0000433	LOC6493304|XP_001957489.1|DANA	LOC108153625|XP_017139217.1|DMIR
OG0000434	LOC6499093|XP_001955315.1|DANA	LOC108156697|XP_033245001.1|DMIR
OG0000434	LOC6496672|XP_001961373.1|DANA	LOC117192772|XP_033253409.1|DMIR, LOC117192771|XP_033253408.1|DMIR, LOC117192773|XP_033253411.1|DMIR, LOC117192832|XP_033253484.1|DMIR, LOC117192774|XP_033253413.1|DMIR, LOC117192776|XP_033253417.1|DMIR, LOC108158710|XP_017146739.1|DMIR
OG0000435	LOC6501924|XP_001966700.1|DANA	LOC108158891|XP_017147205.1|DMIR
OG0000437	LOC6496925|XP_001963127.1|DANA	LOC108163191|XP_017153821.1|DMIR
OG0000437	LOC6498627|XP_001963183.1|DANA	LOC108162928|XP_017153398.1|DMIR, LOC117188976|XP_033249646.1|DMIR
OG0000438	LOC6501588|XP_001955531.1|DANA	LOC108154916|XP_017140864.1|DMIR
OG0000439	LOC6498354|XP_001962613.2|DANA	LOC108163683|XP_017154597.1|DMIR
OG0000439	LOC6507831|XP_032310341.1|DANA	LOC108153164|XP_017138458.1|DMIR
OG0000440	LOC6495862|XP_001959733.1|DANA	LOC117192957|XP_033253571.1|DMIR, LOC117193248|XP_033253882.1|DMIR, LOC108159858|XP_017148946.1|DMIR
OG0000440	LOC6496519|XP_001961058.1|DANA	LOC108158153|XP_017145864.1|DMIR
OG0000441	LOC6494958|XP_001959327.1|DANA	LOC117193709|XP_033254326.1|DMIR, LOC108158299|XP_017146028.1|DMIR
OG0000441	LOC6494957|XP_001959328.1|DANA	LOC108158220|XP_017145937.1|DMIR
OG0000442	LOC6493127|XP_014764225.2|DANA	LOC108157008|XP_017144302.2|DMIR
OG0000443	LOC6506709|XP_001957385.2|DANA	LOC108152280|XP_017136987.1|DMIR
OG0000443	LOC6506710|XP_001957384.1|DANA	LOC108152279|XP_017136986.1|DMIR
OG0000444	LOC6497189|XP_032307413.1|DANA	LOC108161226|XP_017150939.1|DMIR
OG0000444	LOC6497188|XP_001962593.1|DANA	LOC108163856|XP_017154860.1|DMIR
OG0000446	LOC116655037|XP_032307859.1|DANA	LOC108163225|XP_017153874.2|DMIR
OG0000446	LOC6493829|XP_032309913.1|DANA	LOC117190415|XP_033251383.1|DMIR, LOC108158869|XP_033247965.1|DMIR
OG0000447	LOC6507457|XP_001955973.1|DANA	LOC117191613|XP_033252323.1|DMIR, LOC117194689|XP_033255089.1|DMIR, LOC117194802|XP_033255177.1|DMIR, LOC117190426|XP_033251397.1|DMIR, LOC117194760|XP_033255151.1|DMIR, LOC117195147|XP_033255686.1|DMIR, LOC117195146|XP_033255685.1|DMIR, LOC117194494|XP_033254940.1|DMIR, LOC117194357|XP_033254813.1|DMIR, LOC117191357|XP_033252142.1|DMIR, LOC117190424|XP_033251395.1|DMIR, LOC117190425|XP_033251396.1|DMIR, LOC117191618|XP_033252328.1|DMIR, LOC117195131|XP_033255674.1|DMIR, LOC117195112|XP_033255655.1|DMIR, LOC117191938|XP_033252576.1|DMIR, LOC117194732|XP_033255121.1|DMIR, LOC117191713|XP_033252392.1|DMIR, LOC117194800|XP_033255176.1|DMIR, LOC117194787|XP_033255171.1|DMIR, LOC117194458|XP_033254916.1|DMIR, LOC117195135|XP_033255678.1|DMIR, LOC117194495|XP_033254941.1|DMIR, LOC117194324|XP_033254785.1|DMIR, LOC117192052|XP_033252659.1|DMIR, LOC117189257|XP_033250323.1|DMIR
OG0000448	LOC6499394|XP_001954723.2|DANA	LOC108157671|XP_017145322.1|DMIR
OG0000448	LOC6499393|XP_001954726.1|DANA	LOC108157737|XP_017145402.1|DMIR
OG0000449	LOC6506534|XP_032310516.1|DANA	LOC108151450|XP_017135555.1|DMIR
OG0000449	LOC6498429|XP_032311122.1|DANA	LOC108163338|XP_017154063.1|DMIR
OG0000450	LOC6504118|XP_032308776.1|DANA	LOC108164547|XP_017155845.1|DMIR
OG0000450	LOC6505006|XP_014760244.1|DANA	LOC108162040|XP_017152057.1|DMIR
OG0000451	LOC6503688|XP_001963920.1|DANA	LOC108151468|XP_017135583.1|DMIR
OG0000451	LOC6503687|XP_014761029.1|DANA	LOC108151470|XP_017135585.1|DMIR
OG0000453	LOC6498900|XP_001955714.1|DANA	LOC108157357|XP_017144869.1|DMIR
OG0000453	LOC6501667|XP_001955715.1|DANA	LOC108157761|XP_017145433.1|DMIR
OG0000454	LOC6501403|XP_001955181.1|DANA	LOC108157785|XP_017145464.1|DMIR
OG0000454	LOC6507597|XP_001955975.1|DANA	LOC108152177|XP_017136797.1|DMIR
OG0000456	LOC6498406|XP_014762117.1|DANA	LOC108162817|XP_033248630.1|DMIR
OG0000457	LOC6504751|XP_014760460.1|DANA	LOC108162974|XP_033249578.1|DMIR
OG0000457	LOC6498202|XP_001962286.2|DANA	LOC108161358|XP_017151090.1|DMIR
OG0000458	LOC6497037|XP_032311196.1|DANA	LOC108161569|XP_033248596.1|DMIR
OG0000460	LOC6497540|XP_001961878.1|DANA	LOC108161537|XP_033250012.1|DMIR, LOC117187575|XP_033246170.1|DMIR, LOC117187527|XP_033246167.1|DMIR, LOC117187591|XP_033246171.1|DMIR, LOC117187647|XP_033246174.1|DMIR, LOC117187674|XP_033246235.1|DMIR, LOC117187651|XP_033246180.1|DMIR, LOC117187660|XP_033246196.1|DMIR, LOC117187675|XP_033246236.1|DMIR, LOC117187670|XP_033246212.1|DMIR, LOC117187656|XP_033246186.1|DMIR, LOC117187676|XP_033246238.1|DMIR, LOC117187671|XP_033246219.1|DMIR, LOC117187648|XP_033246175.1|DMIR, LOC117187673|XP_033246225.1|DMIR, LOC117187668|XP_033246210.1|DMIR, LOC117187638|XP_033246173.1|DMIR, LOC117187649|XP_033246176.1|DMIR, LOC117187650|XP_033246177.1|DMIR, LOC117187559|XP_033246169.1|DMIR, LOC117187495|XP_033246165.1|DMIR, LOC117187485|XP_033246163.1|DMIR, LOC117187511|XP_033246166.1|DMIR, LOC117187481|XP_033246158.1|DMIR, LOC117187607|XP_033246172.1|DMIR, LOC117187543|XP_033246168.1|DMIR, LOC117187484|XP_033246162.1|DMIR, LOC117186991|XP_033244410.1|DMIR, LOC117187034|XP_033244612.1|DMIR, LOC117187032|XP_033244585.1|DMIR, LOC117187031|XP_033244583.1|DMIR, LOC117187476|XP_033246143.1|DMIR, LOC117187030|XP_033244577.1|DMIR, LOC117187035|XP_033244616.1|DMIR, LOC117186982|XP_033244349.1|DMIR, LOC117187009|XP_033244462.1|DMIR, LOC117188905|XP_033249369.1|DMIR, LOC117189115|XP_033250013.1|DMIR
OG0000462	LOC6501238|XP_001954829.1|DANA	LOC108155317|XP_017141525.1|DMIR
OG0000462	LOC6502680|XP_032305909.1|DANA	LOC108155316|XP_033245828.1|DMIR
OG0000463	LOC6502612|XP_001955435.2|DANA	LOC108154035|XP_017139617.2|DMIR
OG0000463	LOC6502613|XP_001955434.1|DANA	LOC108154681|XP_017140511.1|DMIR
OG0000464	LOC6498461|XP_001962873.2|DANA	LOC108161563|XP_033248614.1|DMIR
OG0000464	LOC6498462|XP_001962874.1|DANA	LOC108161564|XP_017151340.1|DMIR
OG0000464	LOC6498095|XP_001962072.1|DANA	LOC108161269|XP_033249227.1|DMIR
OG0000465	LOC6505690|XP_001964450.2|DANA	LOC108155755|XP_017142284.1|DMIR
OG0000465	LOC6500010|XP_001953413.1|DANA	LOC108155754|XP_017142281.1|DMIR
OG0000466	LOC6505203|XP_032307882.1|DANA	LOC108164726|XP_017156105.1|DMIR
OG0000466	LOC6497681|XP_001961584.1|DANA	LOC108161847|XP_017151701.1|DMIR
OG0000467	LOC6495549|XP_032306820.1|DANA	LOC117185952|XP_033250508.1|DMIR, LOC108159885|XP_033246248.1|DMIR
OG0000467	LOC6495543|XP_001959065.3|DANA	LOC117187682|XP_033246249.1|DMIR, LOC108160385|XP_033251770.1|DMIR
OG0000468	LOC6505630|XP_014760738.1|DANA	LOC108154638|XP_017140455.1|DMIR
OG0000468	LOC6495948|XP_001959909.1|DANA	LOC117188161|XP_033247486.1|DMIR, LOC108159013|XP_017147376.2|DMIR
OG0000469	LOC6497021|XP_014761478.1|DANA	LOC108162976|XP_017153464.1|DMIR
OG0000469	LOC6497020|XP_001962917.2|DANA	LOC108162166|XP_033249183.1|DMIR
OG0000470	LOC6507796|XP_001956361.1|DANA	LOC108165539|XP_017157102.1|DMIR
OG0000470	LOC6506756|XP_001957301.1|DANA	LOC108153053|XP_017138313.1|DMIR
OG0000471	LOC6507594|XP_001955971.2|DANA	LOC108153727|XP_017139343.1|DMIR
OG0000471	LOC6498315|XP_001962518.1|DANA	LOC108163720|XP_033249195.1|DMIR
OG0000473	LOC6501863|XP_001966780.1|DANA	LOC108153102|XP_017138378.1|DMIR
OG0000473	LOC6504645|XP_032309319.1|DANA	LOC108159554|XP_017148473.1|DMIR
OG0000474	LOC116655111|XP_032308111.1|DANA	LOC108153271|XP_017138629.1|DMIR
OG0000474	LOC6507886|XP_001956527.2|DANA	LOC108154321|XP_017140069.1|DMIR
OG0000475	LOC6501213|XP_001954776.2|DANA	LOC108155200|XP_017141360.1|DMIR
OG0000475	LOC6502679|XP_001954777.1|DANA	LOC108155199|XP_017141359.1|DMIR
OG0000476	LOC6500546|XP_001953429.1|DANA	LOC108157736|XP_017145400.1|DMIR
OG0000476	LOC6500545|XP_014766616.1|DANA	LOC108157579|XP_017145188.1|DMIR
OG0000477	LOC6499763|XP_001953969.1|DANA	LOC108157708|XP_017145366.1|DMIR
OG0000477	LOC6499517|XP_001954454.1|DANA	LOC117187459|XP_033246065.1|DMIR, LOC117187458|XP_033246064.1|DMIR, LOC108157136|XP_017144526.2|DMIR
OG0000478	LOC6499558|XP_001954387.1|DANA	LOC108156600|XP_017143632.1|DMIR
OG0000479	LOC6500556|XP_001953471.1|DANA, LOC6500555|XP_001953470.1|DANA	LOC108157062|XP_017144382.1|DMIR
OG0000480	LOC6496710|XP_001967335.1|DANA	LOC108161725|XP_017151537.2|DMIR
OG0000480	LOC6496711|XP_001967333.2|DANA	LOC108161161|XP_033249520.1|DMIR
OG0000481	LOC116655314|XP_032308872.1|DANA, LOC116655892|XP_032310674.1|DANA, LOC116656398|XP_032311839.1|DANA, LOC116656340|XP_032311653.1|DANA	LOC117188397|XP_033248121.1|DMIR
OG0000482	LOC6500522|XP_001953387.1|DANA	LOC108157787|XP_017145466.1|DMIR
OG0000482	LOC6500407|XP_001953152.1|DANA	LOC108155181|XP_017141341.1|DMIR
OG0000483	LOC6502490|XP_001967483.1|DANA	LOC108156859|XP_017144075.1|DMIR
OG0000483	LOC6503440|XP_001967484.1|DANA	LOC108154472|XP_017140233.1|DMIR
OG0000484	LOC6499343|XP_001954825.1|DANA	LOC108155313|XP_017141520.1|DMIR
OG0000484	LOC6499342|XP_001954826.1|DANA	LOC108155314|XP_017141521.1|DMIR
OG0000485	LOC6493686|XP_001958239.2|DANA	LOC108153031|XP_017138276.1|DMIR
OG0000485	LOC6493685|XP_001958238.1|DANA	LOC108153030|XP_017138275.1|DMIR
OG0000486	LOC6494692|XP_014762920.1|DANA	LOC117185830|XP_033253988.1|DMIR, LOC108160598|XP_017150186.1|DMIR
OG0000486	LOC6494694|XP_014762922.1|DANA	LOC108160597|XP_017150183.2|DMIR, LOC117185829|XP_033247478.1|DMIR
OG0000487	LOC26513677|XP_014763926.1|DANA	LOC117188178|XP_033247537.1|DMIR, LOC108158281|XP_017146005.2|DMIR
OG0000487	LOC26514569|XP_014764028.1|DANA	LOC108160802|XP_017150512.1|DMIR, LOC117191332|XP_033252125.1|DMIR
OG0000488	LOC6507467|XP_001965384.1|DANA	LOC108162560|XP_017152846.2|DMIR
OG0000488	LOC6507489|XP_014760615.1|DANA	LOC108162558|XP_017152843.1|DMIR
OG0000489	LOC6500274|XP_001952895.2|DANA	LOC108155344|XP_017141591.1|DMIR
OG0000489	LOC6505017|XP_001965623.1|DANA	LOC108152566|XP_033251958.1|DMIR
OG0000490	LOC6504974|XP_001965706.2|DANA	LOC108164876|XP_017156310.1|DMIR
OG0000490	LOC6504040|XP_014761166.1|DANA	LOC108164978|XP_017156485.1|DMIR
OG0000491	LOC6500176|XP_001953084.2|DANA, LOC6502652|XP_001953083.2|DANA	LOC108153970|XP_017139555.1|DMIR
OG0000491	LOC6494659|XP_001959918.1|DANA	LOC117188055|XP_033247184.1|DMIR, LOC108158497|XP_033253176.1|DMIR
OG0000492	LOC6495926|XP_001959867.1|DANA	LOC108159280|XP_017147930.1|DMIR
OG0000492	LOC6497745|XP_001961436.1|DANA	LOC108161556|XP_017151329.1|DMIR
OG0000493	LOC6501643|XP_001955664.1|DANA, LOC6501644|XP_001955665.1|DANA	LOC108157656|XP_017145296.1|DMIR, LOC108157655|XP_017145295.2|DMIR
OG0000494	LOC6500672|XP_032305458.1|DANA	LOC108156664|XP_017143769.1|DMIR
OG0000494	LOC6498368|XP_001962640.2|DANA	LOC108162538|XP_017152810.1|DMIR
OG0000495	LOC6504001|XP_001963985.1|DANA	LOC108158075|XP_017145716.1|DMIR
OG0000495	LOC6496210|XP_014763672.2|DANA	LOC108158885|XP_017147149.1|DMIR
OG0000496	LOC6497130|XP_014761524.1|DANA	LOC108163209|XP_017153848.1|DMIR
OG0000496	LOC6498460|XP_001962871.1|DANA	LOC108161457|XP_017151209.2|DMIR
OG0000497	LOC6507103|XP_001965308.2|DANA	LOC108162624|XP_017152935.1|DMIR
OG0000497	LOC6507092|XP_032311096.1|DANA	LOC108162619|XP_017152929.1|DMIR
OG0000498	LOC6503406|XP_001967489.1|DANA	LOC108153904|XP_017139490.1|DMIR
OG0000498	LOC6503443|XP_032312184.1|DANA	LOC108154464|XP_017140223.1|DMIR
OG0000499	LOC6494007|XP_001961156.3|DANA	LOC108159743|XP_017148770.1|DMIR, LOC117187909|XP_033246745.1|DMIR
OG0000499	LOC6504616|XP_001966520.1|DANA	LOC108153702|XP_017139318.1|DMIR
OG0000500	LOC6506267|XP_032310063.1|DANA	LOC108153168|XP_017138462.1|DMIR
OG0000500	LOC6493684|XP_001958236.3|DANA	LOC108153167|XP_033242747.1|DMIR
OG0000501	LOC6495210|XP_001958843.1|DANA	LOC108160344|XP_017149776.1|DMIR, LOC108160345|XP_017149779.1|DMIR
OG0000501	LOC6504557|XP_001964914.1|DANA	LOC108162248|XP_017152384.1|DMIR
OG0000502	LOC6495818|XP_001959648.1|DANA	LOC117194165|XP_033254712.1|DMIR, LOC117193115|XP_033253735.1|DMIR, LOC108160811|XP_033253756.1|DMIR, LOC117193119|XP_033253741.1|DMIR, LOC117193121|XP_033253744.1|DMIR, LOC117194170|XP_033254720.1|DMIR, LOC117193667|XP_033254294.1|DMIR, LOC117194091|XP_033254624.1|DMIR, LOC117193117|XP_033253739.1|DMIR, LOC117193432|XP_033254072.1|DMIR, LOC117193120|XP_033253743.1|DMIR, LOC117193122|XP_033253745.1|DMIR, LOC117193701|XP_033254318.1|DMIR, LOC117193668|XP_033254296.1|DMIR, LOC117194169|XP_033254719.1|DMIR, LOC117194167|XP_033254717.1|DMIR, LOC117193433|XP_033254073.1|DMIR, LOC117193200|XP_033253842.1|DMIR, LOC117193199|XP_033253841.1|DMIR, LOC117194030|XP_033254548.1|DMIR, LOC117193998|XP_033254526.1|DMIR, LOC117193700|XP_033254317.1|DMIR, LOC117192843|XP_033253491.1|DMIR, LOC117194174|XP_033254725.1|DMIR, LOC117193125|XP_033253748.1|DMIR, LOC117193129|XP_033253752.1|DMIR, LOC117193124|XP_033253747.1|DMIR, LOC117194172|XP_033254722.1|DMIR, LOC117194171|XP_033254721.1|DMIR, LOC117193126|XP_033253749.1|DMIR, LOC117193116|XP_033253738.1|DMIR, LOC117193123|XP_033253746.1|DMIR, LOC117193127|XP_033253750.1|DMIR, LOC117192227|XP_033252789.1|DMIR, LOC117194166|XP_033254715.1|DMIR, LOC117194177|XP_033254727.1|DMIR, LOC117194175|XP_033254726.1|DMIR, LOC117193819|XP_033254421.1|DMIR, LOC117194168|XP_033254718.1|DMIR, LOC117193431|XP_033254071.1|DMIR, LOC117193130|XP_033253753.1|DMIR, LOC117193128|XP_033253751.1|DMIR, LOC117193132|XP_033253755.1|DMIR, LOC117193118|XP_033253740.1|DMIR, LOC117193131|XP_033253754.1|DMIR, LOC117192842|XP_033253490.1|DMIR, LOC117194173|XP_033254724.1|DMIR
OG0000503	LOC6494422|XP_001960359.1|DANA, LOC6494421|XP_001960360.1|DANA	LOC117187750|XP_033246449.1|DMIR
OG0000503	LOC6494419|XP_001960362.2|DANA, LOC6494420|XP_032306050.1|DANA	LOC108157969|XP_017145603.1|DMIR, LOC108159383|XP_017148103.1|DMIR, LOC117191557|XP_033252277.1|DMIR, LOC117191558|XP_033252278.1|DMIR
OG0000504	LOC6506565|XP_001957632.1|DANA	LOC108153455|XP_017138964.1|DMIR
OG0000505	LOC6502351|XP_001967549.1|DANA	LOC108155705|XP_033249187.1|DMIR
OG0000505	LOC6505130|XP_032307895.1|DANA	LOC108163800|XP_017154782.1|DMIR
OG0000506	LOC6500681|XP_001953714.2|DANA	LOC108156667|XP_017143778.1|DMIR
OG0000507	LOC6502977|XP_032308929.1|DANA	LOC108156353|XP_017143246.1|DMIR
OG0000507	LOC6502976|XP_001963485.1|DANA	LOC108156361|XP_017143257.1|DMIR
OG0000508	LOC6502814|XP_014764614.1|DANA	LOC108165448|XP_033243944.1|DMIR
OG0000508	LOC6507509|XP_032310807.1|DANA	LOC117194877|XP_033255230.1|DMIR, LOC117194673|XP_033255077.1|DMIR
OG0000509	LOC6496442|XP_001960920.1|DANA	LOC108159392|XP_017148115.1|DMIR
OG0000509	LOC6496434|XP_001960908.1|DANA	LOC108160258|XP_017149613.1|DMIR
OG0000510	LOC6494887|XP_001959487.1|DANA	LOC108160715|XP_017150379.1|DMIR, LOC117193699|XP_033254316.1|DMIR
OG0000510	LOC6494889|XP_032307261.1|DANA, LOC6494888|XP_001959486.1|DANA	LOC117188218|XP_033247609.1|DMIR
OG0000511	LOC6497367|XP_001962230.1|DANA	LOC108163269|XP_017153959.1|DMIR
OG0000511	LOC6498173|XP_032307612.1|DANA	LOC108163268|XP_017153957.1|DMIR
OG0000512	LOC6498448|XP_001962839.1|DANA	LOC108161640|XP_017151431.1|DMIR
OG0000512	LOC6507911|XP_001956584.1|DANA	LOC108152852|XP_033242758.1|DMIR
OG0000513	LOC6493932|XP_001961301.1|DANA	LOC108158755|XP_017146856.1|DMIR
OG0000513	LOC6498028|XP_001961924.1|DANA	LOC108163751|XP_017154708.1|DMIR
OG0000514	LOC6497030|XP_032311181.1|DANA	LOC108163445|XP_017154218.1|DMIR
OG0000514	LOC6497028|XP_014761484.1|DANA	LOC108163504|XP_017154318.1|DMIR
OG0000515	LOC6504552|XP_001967434.1|DANA	LOC108164490|XP_017155745.1|DMIR
OG0000515	LOC6506405|XP_001957935.1|DANA	LOC108153649|XP_017139244.1|DMIR
OG0000516	LOC6502194|XP_001966056.1|DANA	LOC108155841|XP_017142450.1|DMIR
OG0000516	LOC6502195|XP_001966055.2|DANA, LOC26514432|XP_014760033.2|DANA	LOC108155822|XP_017142404.1|DMIR
OG0000517	LOC6506737|XP_001957330.1|DANA	LOC108151882|XP_017136268.1|DMIR
OG0000517	LOC6506738|XP_001957329.1|DANA	LOC108151881|XP_017136267.1|DMIR
OG0000521	LOC6501981|XP_001966812.1|DANA	LOC108165106|XP_017156652.1|DMIR
OG0000521	LOC6501987|XP_032308241.1|DANA	LOC108158966|XP_033252803.1|DMIR
OG0000522	LOC6496902|XP_001963179.1|DANA	LOC108161150|XP_033248879.1|DMIR
OG0000522	LOC6500093|XP_032305413.1|DANA	LOC108157855|XP_017145550.1|DMIR
OG0000522	LOC6502382|XP_001967177.1|DANA	LOC108164766|XP_017156166.1|DMIR
OG0000523	LOC6499893|XP_001953684.1|DANA	LOC108156712|XP_017143849.1|DMIR
OG0000523	LOC6504527|XP_001967075.1|DANA	LOC108162479|XP_017152720.1|DMIR
OG0000524	LOC6503369|XP_032311223.1|DANA, LOC6501069|XP_001954497.1|DANA	LOC108156446|XP_017143394.2|DMIR
OG0000524	LOC6500306|XP_032305347.1|DANA, LOC6500307|XP_032307773.1|DANA	LOC108156969|XP_017144245.1|DMIR
OG0000525	LOC6494822|XP_001959597.2|DANA	LOC108159599|XP_017148542.1|DMIR
OG0000525	LOC6494821|XP_001959598.1|DANA	LOC108159598|XP_017148541.1|DMIR
OG0000526	LOC6498288|XP_001962469.1|DANA	LOC108161341|XP_017151067.1|DMIR
OG0000526	LOC6508043|XP_001959040.1|DANA	LOC108160012|XP_017149233.2|DMIR, LOC117193688|XP_033254309.1|DMIR, LOC117193689|XP_033254310.1|DMIR, LOC108160006|XP_017149226.1|DMIR
OG0000527	LOC6503385|XP_032311384.1|DANA	LOC108162104|XP_017152155.1|DMIR
OG0000527	LOC6507231|XP_032311207.1|DANA	LOC108162660|XP_017152985.1|DMIR
OG0000528	LOC6497004|XP_001962944.1|DANA, LOC6497005|XP_001962943.1|DANA	LOC108164165|XP_017155265.1|DMIR
OG0000529	LOC26514450|XP_014762330.2|DANA	LOC108163947|XP_017154976.2|DMIR
OG0000530	LOC6493491|XP_001957857.2|DANA	LOC108152120|XP_017136693.1|DMIR
OG0000530	LOC6507480|XP_001955927.1|DANA	LOC108153760|XP_017139387.1|DMIR
OG0000531	LOC6502439|XP_001961602.2|DANA	LOC108163229|XP_017153875.1|DMIR
OG0000532	LOC6500116|XP_001953195.1|DANA	LOC108154526|XP_017140318.1|DMIR
OG0000532	LOC6500570|XP_001953496.1|DANA	LOC108157228|XP_017144674.1|DMIR
OG0000533	LOC6504513|XP_001967049.1|DANA	LOC108163050|XP_017153613.1|DMIR
OG0000533	LOC6501435|XP_001955247.1|DANA	LOC108155868|XP_017142476.1|DMIR
OG0000534	LOC6503648|XP_032308369.1|DANA	LOC108158419|XP_017146187.1|DMIR
OG0000534	LOC6497713|XP_001961504.1|DANA	LOC108163603|XP_017154481.1|DMIR
OG0000535	LOC6493975|XP_001961225.1|DANA	LOC117188058|XP_033247202.1|DMIR, LOC108158515|XP_017146381.2|DMIR
OG0000535	LOC6494067|XP_001961041.1|DANA	LOC108160010|XP_017149229.1|DMIR, LOC117191773|XP_033252434.1|DMIR
OG0000536	LOC6493330|XP_032310039.1|DANA	LOC108150905|XP_017134708.1|DMIR
OG0000537	LOC6495551|XP_001959086.1|DANA	LOC117187954|XP_033246853.1|DMIR, LOC117188098|XP_033247319.1|DMIR, LOC108157955|XP_033247353.1|DMIR, LOC108160241|XP_033248168.1|DMIR, LOC117190072|XP_033251043.1|DMIR, LOC117189479|XP_033250504.1|DMIR, LOC117189823|XP_033250777.1|DMIR, LOC117190488|XP_033251446.1|DMIR, LOC117190216|XP_033251159.1|DMIR
OG0000538	LOC26514597|XP_014764031.1|DANA	LOC117187732|XP_033246408.1|DMIR, LOC117191819|XP_033252473.1|DMIR, LOC108158398|XP_033252442.1|DMIR
OG0000538	LOC6495238|XP_032306943.1|DANA	LOC117194200|XP_033254746.1|DMIR, LOC108158958|XP_017147275.1|DMIR
OG0000539	LOC6499590|XP_001954338.2|DANA	LOC108157614|XP_017145234.1|DMIR
OG0000539	LOC6501003|XP_001954337.2|DANA	LOC108157546|XP_017145140.1|DMIR
OG0000540	LOC6503675|XP_001965272.1|DANA	LOC108164148|XP_017155241.1|DMIR
OG0000540	LOC6503664|XP_001965273.1|DANA	LOC108164149|XP_017155243.1|DMIR
OG0000541	LOC6495012|XP_001959223.1|DANA	LOC117193402|XP_033254045.1|DMIR, LOC108160852|XP_017150598.1|DMIR, LOC117193403|XP_033254046.1|DMIR
OG0000542	LOC6499724|XP_001954058.1|DANA	LOC108155047|XP_017141110.1|DMIR
OG0000542	LOC6501780|XP_001966929.1|DANA	LOC108164464|XP_017155687.1|DMIR
OG0000543	LOC6501538|XP_001955443.1|DANA	LOC108156691|XP_017143824.1|DMIR
