Orthogroup	DANA.longest_only	DSUP.longest_only
OG0001463	LOC6500482|XP_032310615.1|DANA	LOC119562355|XP_037731450.1|DSUP
OG0001464	LOC6504893|XP_001966544.1|DANA	LOC119556024|XP_037723732.1|DSUP
OG0001465	LOC6493951|XP_001961260.1|DANA	LOC119551797|XP_037717272.1|DSUP
OG0001466	LOC6498464|XP_001962879.1|DANA	LOC119546850|XP_037709376.1|DSUP
OG0001467	LOC6497937|XP_001961752.1|DANA	LOC119548553|XP_037711778.1|DSUP
OG0001468	LOC6493547|XP_001957977.2|DANA	LOC119552636|XP_037718253.1|DSUP
OG0001469	LOC6494890|XP_001959484.1|DANA	LOC119551513|XP_037716822.1|DSUP
OG0001470	LOC6507835|XP_001956445.1|DANA	LOC119554630|XP_037721553.1|DSUP
OG0001471	LOC6507057|XP_032309541.1|DANA	LOC119555410|XP_037722696.1|DSUP
OG0001472	LOC6493385|XP_001957648.1|DANA	LOC119552932|XP_037718804.1|DSUP
OG0001473	LOC6500976|XP_001954286.2|DANA	LOC119560640|XP_037730120.1|DSUP
OG0001474	LOC6503094|XP_001963412.1|DANA	LOC119557077|XP_037725558.1|DSUP
OG0001475	LOC6495758|XP_001959513.1|DANA	LOC119551606|XP_037716940.1|DSUP, LOC119562712|XP_037731828.1|DSUP
OG0001476	LOC6496791|XP_001965771.3|DANA	LOC119556085|XP_037723864.1|DSUP
OG0001477	LOC6505518|XP_001964778.1|DANA	LOC119545640|XP_037707280.1|DSUP
OG0001478	LOC6507403|XP_001965367.1|DANA	LOC119548528|XP_037711749.1|DSUP
OG0001479	LOC6504730|XP_001966317.1|DANA	LOC119556707|XP_037725031.1|DSUP
OG0001480	LOC6503347|XP_001965375.1|DANA	LOC119546946|XP_037709514.1|DSUP
OG0001481	LOC6497932|XP_001961745.2|DANA	LOC119548729|XP_037712161.1|DSUP
OG0001482	LOC6494139|XP_001960885.1|DANA	LOC119551711|XP_037717113.1|DSUP
OG0001483	LOC6505388|XP_001966911.1|DANA	LOC119559697|XP_037728683.1|DSUP
OG0001484	LOC6497014|XP_001962926.2|DANA	LOC119547061|XP_037709671.1|DSUP
OG0001485	LOC6506289|XP_001958192.1|DANA	LOC119554455|XP_037721295.1|DSUP
OG0001486	LOC6497394|XP_001962171.1|DANA	LOC119546089|XP_037708097.1|DSUP, LOC119548517|XP_037711735.1|DSUP, LOC119547719|XP_037710621.1|DSUP
OG0001487	LOC26514765|XP_014760157.1|DANA	LOC119562550|XP_037731680.1|DSUP
OG0001488	LOC6494058|XP_001961068.1|DANA	LOC119550471|XP_037715088.1|DSUP
OG0001489	LOC6497260|XP_032307420.1|DANA	LOC119547588|XP_037710424.1|DSUP
OG0001490	LOC6497801|XP_001961476.1|DANA	LOC119546873|XP_037709407.1|DSUP
OG0001491	LOC6498093|XP_001962067.1|DANA	LOC119548384|XP_037711533.1|DSUP
OG0001492	LOC6503469|XP_001965310.2|DANA	LOC119547200|XP_037709872.1|DSUP
OG0001493	LOC6502988|XP_001963461.1|DANA	LOC119550107|XP_037714516.1|DSUP, LOC119556109|XP_037723908.1|DSUP
OG0001494	LOC6503829|XP_001963680.1|DANA	LOC119557372|XP_037726044.1|DSUP
OG0001495	LOC26515105|XP_032306199.1|DANA	LOC119549245|XP_037713072.1|DSUP
OG0001496	LOC6493289|XP_001957454.1|DANA	LOC119553385|XP_037719670.1|DSUP
OG0001496	LOC6503782|XP_001963755.1|DANA	LOC119557683|XP_037726482.1|DSUP
OG0001497	LOC6494676|XP_001959883.2|DANA	LOC119551570|XP_037716898.1|DSUP
OG0001498	LOC6500094|XP_032312281.1|DANA	LOC119560430|XP_037729795.1|DSUP
OG0001500	LOC6494354|XP_032307202.1|DANA	LOC119549409|XP_037713399.1|DSUP
OG0001501	LOC6505831|XP_001964451.1|DANA	LOC119552623|XP_037718222.1|DSUP
OG0001502	LOC6495479|XP_001958937.1|DANA	LOC119549856|XP_037714080.1|DSUP
OG0001503	LOC6495087|XP_032306663.1|DANA	LOC119549552|XP_037713630.1|DSUP
OG0001504	LOC6503555|XP_032308777.1|DANA	LOC119558184|XP_037727379.1|DSUP
OG0001505	LOC6494313|XP_032306316.1|DANA	LOC119549356|XP_037713273.1|DSUP
OG0001506	LOC6496242|XP_014763708.1|DANA	LOC119550212|XP_037714695.1|DSUP
OG0001507	LOC6496117|XP_014763634.1|DANA	LOC119549000|XP_037712535.1|DSUP
OG0001508	LOC6495999|XP_001960011.1|DANA	LOC119550713|XP_037715520.1|DSUP
OG0001509	LOC6496102|XP_032307197.1|DANA	LOC119550199|XP_037714671.1|DSUP
OG0001510	LOC6498402|XP_001962723.1|DANA	LOC119562476|XP_037731599.1|DSUP
OG0001511	LOC6494368|XP_001960447.1|DANA	LOC119551616|XP_037716957.1|DSUP
OG0001512	LOC6493515|XP_001957902.1|DANA	LOC119553430|XP_037719741.1|DSUP
OG0001515	LOC6504782|XP_001966335.1|DANA	LOC119557919|XP_037726855.1|DSUP
OG0001516	LOC116654492|XP_032305385.1|DANA	LOC119554029|XP_037720677.1|DSUP, LOC119554915|XP_037721950.1|DSUP, LOC119554037|XP_037720692.1|DSUP
OG0001517	LOC6499094|XP_001955314.2|DANA	LOC119562901|XP_037731954.1|DSUP
OG0001518	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA	LOC119557552|XP_037726262.1|DSUP
OG0001519	LOC6500467|XP_001953281.1|DANA, LOC6500469|XP_001953283.3|DANA	LOC119560180|XP_037729467.1|DSUP, LOC119560894|XP_037730515.1|DSUP
OG0001520	LOC6499159|XP_001955196.1|DANA	LOC119560563|XP_037730008.1|DSUP
OG0001520	LOC6499162|XP_001955193.1|DANA	LOC119561041|XP_037730798.1|DSUP
OG0001521	LOC6497077|XP_001962800.1|DANA	LOC119546214|XP_037708278.1|DSUP
OG0001522	LOC6498201|XP_001962284.1|DANA	LOC119546158|XP_037708196.1|DSUP, LOC119547084|XP_037709711.1|DSUP, LOC119556569|XP_037724795.1|DSUP, LOC119556639|XP_037724896.1|DSUP, LOC119556638|XP_037724895.1|DSUP
OG0001523	LOC6495175|XP_001958908.1|DANA	LOC119550388|XP_037714967.1|DSUP, LOC119551682|XP_037717070.1|DSUP
OG0001524	LOC6496249|XP_032306920.1|DANA	LOC119549756|XP_037713928.1|DSUP
OG0001525	LOC6504753|XP_001966292.1|DANA	LOC119556966|XP_037725403.1|DSUP
OG0001525	LOC6504752|XP_001966291.1|DANA	LOC119557397|XP_037726069.1|DSUP
OG0001526	LOC6504252|XP_001967373.1|DANA	LOC119557948|XP_037726896.1|DSUP
OG0001526	LOC6504251|XP_001967374.1|DANA	LOC119556780|XP_037725142.1|DSUP
OG0001527	LOC6501929|XP_001966708.1|DANA, LOC116655116|XP_032308204.1|DANA	LOC119557043|XP_037725517.1|DSUP
OG0001528	LOC6500250|XP_001952941.2|DANA	LOC119562180|XP_037731330.1|DSUP
OG0001529	LOC6503481|XP_001964301.1|DANA	LOC119557408|XP_037726084.1|DSUP
OG0001530	LOC6504718|XP_001964860.1|DANA	LOC119548443|XP_037711630.1|DSUP
OG0001531	LOC6493996|XP_001961172.2|DANA	LOC119550581|XP_037715303.1|DSUP
OG0001534	LOC6504927|XP_032309274.1|DANA	LOC119558159|XP_037727349.1|DSUP
OG0001535	LOC6504528|XP_001967078.1|DANA	LOC119556008|XP_037723701.1|DSUP
OG0001536	LOC6502128|XP_001966156.1|DANA	LOC119557785|XP_037726612.1|DSUP
OG0001537	LOC6507360|XP_001965359.1|DANA	LOC119548457|XP_037711651.1|DSUP
OG0001538	LOC6502165|XP_032309366.1|DANA	LOC119556416|XP_037724539.1|DSUP
OG0001539	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA	LOC119550793|XP_037715653.1|DSUP
OG0001540	LOC6506052|XP_014760535.1|DANA	LOC119546071|XP_037708070.1|DSUP
OG0001541	LOC6493853|XP_032310728.1|DANA	LOC119554256|XP_037721022.1|DSUP
OG0001542	LOC6500687|XP_032309612.1|DANA	LOC119559282|XP_037728279.1|DSUP, LOC119558402|XP_037727864.1|DSUP
OG0001543	LOC6504506|XP_032308299.1|DANA	LOC119558171|XP_037727364.1|DSUP
OG0001544	LOC6503465|XP_032308789.1|DANA	LOC119557293|XP_037725923.1|DSUP
OG0001545	LOC6503624|XP_001964042.2|DANA	LOC119556683|XP_037724983.1|DSUP
OG0001546	LOC6504030|XP_032308437.1|DANA	LOC119556827|XP_037725211.1|DSUP
OG0001547	LOC6502358|XP_032307952.1|DANA	LOC119556407|XP_037724520.1|DSUP
OG0001548	LOC6503489|XP_014760952.1|DANA	LOC119556739|XP_037725076.1|DSUP
OG0001549	LOC6498172|XP_014761998.1|DANA	LOC119546049|XP_037708026.1|DSUP
OG0001550	LOC6500242|XP_001952956.1|DANA	LOC119545815|XP_037707638.1|DSUP
OG0001551	LOC6501054|XP_001954468.1|DANA	LOC119550944|XP_037715900.1|DSUP
OG0001552	LOC6499383|XP_001954743.1|DANA	LOC119555610|XP_037723041.1|DSUP
OG0001553	LOC6505298|XP_001965712.1|DANA	LOC119557826|XP_037726712.1|DSUP
OG0001554	LOC6500255|XP_014766456.1|DANA	LOC119553707|XP_037720216.1|DSUP
OG0001555	LOC6497469|XP_001962018.1|DANA	LOC119546186|XP_037708240.1|DSUP
OG0001556	LOC6495001|XP_001959242.1|DANA	LOC119551171|XP_037716297.1|DSUP
OG0001557	LOC6504120|XP_032308761.1|DANA	LOC119556652|XP_037724915.1|DSUP
OG0001558	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA	LOC119556758|XP_037725107.1|DSUP
OG0001559	LOC6498919|XP_001955677.1|DANA	LOC119562489|XP_037731625.1|DSUP
OG0001560	LOC6499358|XP_032305635.1|DANA	LOC119560312|XP_037729614.1|DSUP
OG0001561	LOC6499677|XP_001954169.1|DANA	LOC119546430|XP_037708630.1|DSUP
OG0001562	LOC6497280|XP_001962397.1|DANA	LOC119548055|XP_037711065.1|DSUP
OG0001563	LOC6503273|XP_001965858.1|DANA	LOC119560136|XP_037729415.1|DSUP
OG0001564	LOC6499757|XP_032305569.1|DANA	LOC119560709|XP_037730234.1|DSUP
OG0001565	LOC6498967|XP_001955593.3|DANA	LOC119560023|XP_037729241.1|DSUP
OG0001566	LOC6505667|XP_001964497.1|DANA	LOC119563053|XP_037732189.1|DSUP
OG0001567	LOC6495251|XP_001958756.1|DANA	LOC119549912|XP_037714160.1|DSUP, LOC119552118|XP_037717832.1|DSUP
OG0001568	LOC6500267|XP_032305661.1|DANA	LOC119545840|XP_037707730.1|DSUP
OG0001569	LOC6499669|XP_001954183.1|DANA	LOC119560676|XP_037730176.1|DSUP
OG0001570	LOC6500380|XP_001953090.1|DANA	LOC119551498|XP_037716795.1|DSUP, LOC119554596|XP_037721511.1|DSUP
OG0001571	LOC6498580|XP_032310916.1|DANA	LOC119546662|XP_037709048.1|DSUP
OG0001572	LOC6501846|XP_001967168.2|DANA	LOC119557746|XP_037726561.1|DSUP
OG0001573	LOC6507717|XP_014765424.1|DANA	LOC119552851|XP_037718653.1|DSUP
OG0001574	LOC6503509|XP_001964237.1|DANA	LOC119557457|XP_037726150.1|DSUP
OG0001575	LOC6498912|XP_032312167.1|DANA	LOC119562867|XP_037731909.1|DSUP
OG0001576	LOC6501032|XP_001954423.2|DANA	LOC119563371|XP_037732650.1|DSUP
OG0001577	LOC6499118|XP_014765909.1|DANA	LOC119548644|XP_037711980.1|DSUP
OG0001578	LOC6494826|XP_001959590.1|DANA	LOC119550118|XP_037714528.1|DSUP
OG0001579	LOC6503171|XP_032311862.1|DANA	LOC119558041|XP_037727116.1|DSUP
OG0001580	LOC6493954|XP_001961256.1|DANA	LOC119549867|XP_037714091.1|DSUP
OG0001581	LOC6501866|XP_001966777.2|DANA	LOC119558108|XP_037727261.1|DSUP, LOC119559340|XP_037728316.1|DSUP, LOC119546092|XP_037708100.1|DSUP
OG0001582	LOC6495297|XP_032306985.1|DANA	LOC119551060|XP_037716109.1|DSUP, LOC119551255|XP_037716431.1|DSUP
OG0001583	LOC6496478|XP_032306337.1|DANA	LOC119550251|XP_037714754.1|DSUP
OG0001584	LOC6507047|XP_001956751.1|DANA	LOC119553345|XP_037719609.1|DSUP
OG0001585	LOC6503514|XP_032308746.1|DANA	LOC119558363|XP_037727795.1|DSUP
OG0001586	LOC6506430|XP_001957891.1|DANA	LOC119552878|XP_037718706.1|DSUP
OG0001587	LOC6504187|XP_014759180.1|DANA	LOC119561865|XP_037731273.1|DSUP
OG0001588	LOC6496037|XP_001960093.1|DANA	LOC119551562|XP_037716888.1|DSUP
OG0001589	LOC6498924|XP_032308666.1|DANA	LOC119562466|XP_037731581.1|DSUP
OG0001590	LOC6495457|XP_032306267.1|DANA	LOC119551897|XP_037717437.1|DSUP
OG0001591	LOC6505544|XP_001964726.2|DANA	LOC119561055|XP_037730821.1|DSUP
OG0001592	LOC6498474|XP_032311126.1|DANA	LOC119546495|XP_037708723.1|DSUP
OG0001593	LOC6498477|XP_032311141.1|DANA	LOC119548476|XP_037711672.1|DSUP
OG0001594	LOC6506596|XP_032311400.1|DANA	LOC119546348|XP_037708487.1|DSUP
OG0001595	LOC6495244|XP_001958771.1|DANA	LOC119550621|XP_037715379.1|DSUP
OG0001596	LOC6497076|XP_001962802.1|DANA	LOC119546956|XP_037709529.1|DSUP
OG0001597	LOC26514552|XP_014760152.1|DANA	LOC119562367|XP_037731459.1|DSUP
OG0001598	LOC6497110|XP_001962734.2|DANA	LOC119546396|XP_037708569.1|DSUP
OG0001599	LOC6497304|XP_001962358.1|DANA	LOC119546301|XP_037708420.1|DSUP
OG0001600	LOC6497815|XP_001961503.2|DANA	LOC119547092|XP_037709719.1|DSUP
OG0001601	LOC6497326|XP_001962314.1|DANA	LOC119562630|XP_037731785.1|DSUP
OG0001602	LOC6504685|XP_001964873.2|DANA	LOC119547523|XP_037710345.1|DSUP
OG0001603	LOC6504577|XP_001964898.1|DANA	LOC119547916|XP_037710884.1|DSUP
OG0001604	LOC6502295|XP_001966186.1|DANA	LOC119556047|XP_037723768.1|DSUP
OG0001605	LOC6495424|XP_001958820.1|DANA	LOC119550882|XP_037715797.1|DSUP
OG0001606	LOC26513661|XP_014760195.1|DANA	LOC119562732|XP_037731862.1|DSUP
OG0001607	LOC6506973|XP_001965288.1|DANA	LOC119547350|XP_037710093.1|DSUP
OG0001608	LOC6498291|XP_001962472.1|DANA	LOC119547001|XP_037709595.1|DSUP
OG0001609	LOC6495874|XP_032306256.1|DANA	LOC119550665|XP_037715439.1|DSUP
OG0001610	LOC6498267|XP_001962428.2|DANA	LOC119547635|XP_037710501.1|DSUP
OG0001611	LOC6498168|XP_001962222.1|DANA	LOC119547077|XP_037709697.1|DSUP
OG0001612	LOC6497451|XP_001962047.1|DANA	LOC119547263|XP_037709972.1|DSUP
OG0001613	LOC6498593|XP_001963125.1|DANA	LOC119547340|XP_037710079.1|DSUP
OG0001614	LOC6495570|XP_001959117.3|DANA	LOC119550819|XP_037715689.1|DSUP
OG0001616	LOC6497235|XP_001962507.1|DANA	LOC119546403|XP_037708589.1|DSUP
OG0001617	LOC6498282|XP_001962457.1|DANA	LOC119546042|XP_037707990.1|DSUP
OG0001618	LOC6496935|XP_001963099.1|DANA	LOC119547284|XP_037709996.1|DSUP
OG0001619	LOC6504772|XP_001964844.1|DANA	LOC119548510|XP_037711725.1|DSUP
OG0001620	LOC6495309|XP_001958654.1|DANA	LOC119551598|XP_037716928.1|DSUP
OG0001621	LOC6494150|XP_001960863.1|DANA	LOC119550978|XP_037715941.1|DSUP
OG0001622	LOC6501956|XP_001966760.2|DANA	LOC119556117|XP_037723920.1|DSUP
OG0001623	LOC6503360|XP_001965363.1|DANA	LOC119546563|XP_037708861.1|DSUP
OG0001624	LOC6498510|XP_001962971.1|DANA	LOC119546154|XP_037708191.1|DSUP
OG0001625	LOC6497247|XP_001962483.1|DANA	LOC119546437|XP_037708635.1|DSUP
OG0001626	LOC6498143|XP_001962166.1|DANA	LOC119548356|XP_037711499.1|DSUP
OG0001627	LOC6494295|XP_001965942.1|DANA	LOC119551705|XP_037717109.1|DSUP
OG0001628	LOC6503422|XP_032312133.1|DANA	LOC119553927|XP_037720547.1|DSUP
OG0001629	LOC26514447|XP_014760177.1|DANA	LOC119553225|XP_037719413.1|DSUP
OG0001630	LOC6501653|XP_001955689.1|DANA	LOC119563069|XP_037732212.1|DSUP
OG0001631	LOC6499456|XP_001954602.2|DANA	LOC119559927|XP_037729059.1|DSUP
OG0001632	LOC6498046|XP_001961962.1|DANA	LOC119547856|XP_037710815.1|DSUP
OG0001633	LOC6499432|XP_001954650.3|DANA	LOC119548253|XP_037711328.1|DSUP
OG0001634	LOC26515379|XP_032305648.1|DANA	LOC119559042|XP_037728097.1|DSUP
OG0001635	LOC6501004|XP_001954345.3|DANA	LOC119553322|XP_037719583.1|DSUP
OG0001636	LOC6500436|XP_001953213.2|DANA	LOC119559951|XP_037729109.1|DSUP
OG0001637	LOC6499995|XP_001953465.1|DANA	LOC119548411|XP_037711582.1|DSUP
OG0001638	LOC6504871|XP_001966495.1|DANA	LOC119556278|XP_037724256.1|DSUP
OG0001639	LOC6496664|XP_001961358.1|DANA	LOC119559407|XP_037728404.1|DSUP
OG0001640	LOC6500430|XP_032305904.1|DANA, LOC6496447|XP_001967710.1|DANA, LOC6504368|XP_001967722.1|DANA	LOC119560088|XP_037729334.1|DSUP
OG0001641	LOC6505813|XP_001964417.1|DANA	LOC119555584|XP_037722990.1|DSUP
OG0001642	LOC6503988|XP_001963964.1|DANA	LOC119558273|XP_037727574.1|DSUP
OG0001643	LOC6505478|XP_001964935.2|DANA	LOC119548432|XP_037711606.1|DSUP
OG0001644	LOC6493282|XP_032309933.1|DANA	LOC119555107|XP_037722259.1|DSUP
OG0001645	LOC6494457|XP_001960286.1|DANA	LOC119550463|XP_037715076.1|DSUP
OG0001646	LOC6496264|XP_001960571.1|DANA	LOC119552188|XP_037717963.1|DSUP
OG0001647	LOC6492917|XP_032306645.1|DANA	LOC119550551|XP_037715210.1|DSUP
OG0001648	LOC6507824|XP_032309986.1|DANA	LOC119554758|XP_037721713.1|DSUP
OG0001649	LOC6496329|XP_001960710.1|DANA	LOC119549800|XP_037713994.1|DSUP
OG0001650	LOC6496084|XP_001960186.1|DANA	LOC119550313|XP_037714845.1|DSUP
OG0001651	LOC6494196|XP_032307121.1|DANA	LOC119550210|XP_037714690.1|DSUP
OG0001652	LOC6507857|XP_001956479.2|DANA	LOC119555519|XP_037722872.1|DSUP
OG0001653	LOC6507276|XP_001956344.1|DANA	LOC119552993|XP_037718939.1|DSUP
OG0001654	LOC6496088|XP_032306511.1|DANA	LOC119550233|XP_037714729.1|DSUP
OG0001655	LOC6495328|XP_001958621.2|DANA, LOC6495330|XP_032306760.1|DANA	LOC119551574|XP_037716902.1|DSUP
OG0001656	LOC6497800|XP_032307587.1|DANA	LOC119548305|XP_037711405.1|DSUP
OG0001657	LOC6493598|XP_001958070.1|DANA	LOC119554770|XP_037721739.1|DSUP
OG0001658	LOC6507141|XP_001956600.3|DANA	LOC119554092|XP_037720768.1|DSUP
OG0001659	LOC6493836|XP_014764569.1|DANA	LOC119553117|XP_037719227.1|DSUP
OG0001660	LOC6506661|XP_001957458.2|DANA	LOC119555184|XP_037722364.1|DSUP
OG0001661	LOC6499873|XP_001953730.1|DANA	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP
OG0001662	LOC6507332|XP_001956228.1|DANA	LOC119553240|XP_037719438.1|DSUP
OG0001663	LOC6500357|XP_001953044.2|DANA	LOC119562987|XP_037732094.1|DSUP
OG0001664	LOC6495459|XP_001958888.1|DANA	LOC119550567|XP_037715284.1|DSUP
OG0001666	LOC6497001|XP_001962948.1|DANA	LOC119547432|XP_037710220.1|DSUP
OG0001667	LOC6496061|XP_001960133.2|DANA	LOC119551676|XP_037717059.1|DSUP
OG0001668	LOC6506152|XP_001958453.1|DANA	LOC119555626|XP_037723075.1|DSUP
OG0001669	LOC6492962|XP_001956756.1|DANA	LOC119555256|XP_037722482.1|DSUP
OG0001670	LOC6493912|XP_001961339.2|DANA	LOC119559458|XP_037728492.1|DSUP
OG0001671	LOC6503695|XP_001963906.1|DANA	LOC119558301|XP_037727627.1|DSUP, LOC119557507|XP_037726208.1|DSUP
OG0001672	LOC6494960|XP_001959325.1|DANA, LOC6494959|XP_001959326.1|DANA, LOC116654770|XP_032307130.1|DANA	LOC119550084|XP_037714487.1|DSUP
OG0001673	LOC26514091|XP_014763975.1|DANA	LOC119549348|XP_037713262.1|DSUP
OG0001674	LOC6498862|XP_001955784.1|DANA, LOC6498296|XP_001962482.1|DANA	LOC119559838|XP_037728863.1|DSUP, LOC119560928|XP_037730591.1|DSUP
OG0001675	LOC6499565|XP_001954366.1|DANA	LOC119551974|XP_037717620.1|DSUP
OG0001675	LOC6499564|XP_001954367.1|DANA	LOC119561602|XP_037731130.1|DSUP
OG0001677	LOC6498104|XP_001962086.1|DANA	LOC119546900|XP_037709450.1|DSUP, LOC119546389|XP_037708557.1|DSUP, LOC119547093|XP_037709720.1|DSUP, LOC119547966|XP_037710944.1|DSUP
OG0001678	LOC6505269|XP_032308009.1|DANA	LOC119555920|XP_037723546.1|DSUP
OG0001679	LOC6504757|XP_001966297.1|DANA	LOC119557428|XP_037726108.1|DSUP
OG0001680	LOC6503808|XP_001963703.1|DANA	LOC119556628|XP_037724879.1|DSUP
OG0001681	LOC6505081|XP_001965506.1|DANA	LOC119556546|XP_037724757.1|DSUP
OG0001682	LOC6502280|XP_001966157.2|DANA	LOC119556526|XP_037724731.1|DSUP
OG0001683	LOC6498039|XP_032307371.1|DANA	LOC119547693|XP_037710589.1|DSUP
OG0001684	LOC6505487|XP_032311787.1|DANA	LOC119563147|XP_037732374.1|DSUP
OG0001685	LOC6497400|XP_001962161.2|DANA	LOC119547107|XP_037709745.1|DSUP
OG0001686	LOC6501979|XP_001966808.1|DANA	LOC119557139|XP_037725649.1|DSUP
OG0001687	LOC6504133|XP_032308786.1|DANA	LOC119557302|XP_037725940.1|DSUP
OG0001688	LOC6504750|XP_001966290.1|DANA	LOC119557396|XP_037726068.1|DSUP
OG0001689	LOC6503137|XP_001963502.2|DANA	LOC119555866|XP_037723447.1|DSUP
OG0001690	LOC6493311|XP_001957502.1|DANA	LOC119555090|XP_037722236.1|DSUP
OG0001691	LOC6505485|XP_001964940.1|DANA	LOC119547299|XP_037710017.1|DSUP
OG0001692	LOC6505663|XP_001964502.3|DANA	LOC119561065|XP_037730834.1|DSUP
OG0001693	LOC6502259|XP_032309356.1|DANA	LOC119557591|XP_037726321.1|DSUP
OG0001694	LOC6499703|XP_032305813.1|DANA	LOC119563294|XP_037732554.1|DSUP
OG0001695	LOC6494837|XP_001959572.1|DANA	LOC119549491|XP_037713522.1|DSUP
OG0001696	LOC6500238|XP_001952961.2|DANA	LOC119545814|XP_037707637.1|DSUP
OG0001697	LOC6499896|XP_001953679.1|DANA	LOC119551256|XP_037716441.1|DSUP
OG0001698	LOC6503154|XP_032308896.1|DANA	LOC119556003|XP_037723665.1|DSUP
OG0001699	LOC6500304|XP_032305501.1|DANA	LOC119562407|XP_037731532.1|DSUP
OG0001700	LOC6500621|XP_001953586.1|DANA	LOC119548716|XP_037712121.1|DSUP
OG0001701	LOC6501409|XP_001955187.2|DANA	LOC119560486|XP_037729877.1|DSUP
OG0001702	LOC6496973|XP_001963019.2|DANA	LOC119548141|XP_037711167.1|DSUP
OG0001703	LOC6501053|XP_032312290.1|DANA	LOC119554970|XP_037722030.1|DSUP
OG0001704	LOC6499514|XP_001954465.1|DANA	LOC119553572|XP_037719951.1|DSUP
OG0001705	LOC6499119|XP_014765916.1|DANA	LOC119561105|XP_037730931.1|DSUP
OG0001706	LOC6505386|XP_032309122.1|DANA	LOC119562209|XP_037731333.1|DSUP
OG0001707	LOC6503341|XP_001967767.3|DANA, LOC6500798|XP_014766728.2|DANA	LOC119545771|XP_037707546.1|DSUP
OG0001708	LOC6500925|XP_001954179.1|DANA	LOC119560679|XP_037730181.1|DSUP
OG0001709	LOC6507689|XP_001956152.1|DANA	LOC119554541|XP_037721427.1|DSUP
OG0001710	LOC6500829|XP_001953997.1|DANA	LOC119560683|XP_037730185.1|DSUP
OG0001711	LOC6501221|XP_014766950.2|DANA	LOC119560973|XP_037730672.1|DSUP
OG0001712	LOC6499820|XP_014766242.1|DANA	LOC119549228|XP_037713045.1|DSUP
OG0001713	LOC6499648|XP_001954218.1|DANA	LOC119562032|XP_037731319.1|DSUP
OG0001714	LOC6498867|XP_032312244.1|DANA	LOC119560966|XP_037730647.1|DSUP
OG0001715	LOC6504242|XP_032308229.1|DANA	LOC119556064|XP_037723802.1|DSUP
OG0001716	LOC6503990|XP_001963969.1|DANA	LOC119557777|XP_037726605.1|DSUP
OG0001717	LOC6501579|XP_001955512.2|DANA	LOC119563428|XP_037732741.1|DSUP
OG0001718	LOC6499790|XP_014766227.1|DANA	LOC119545836|XP_037707717.1|DSUP
OG0001719	LOC6500791|XP_032305417.1|DANA	LOC119554866|XP_037721879.1|DSUP
OG0001720	LOC6499875|XP_032309630.1|DANA	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP
OG0001721	LOC6501111|XP_032312302.1|DANA	LOC119560706|XP_037730227.1|DSUP
OG0001722	LOC6493529|XP_032309595.1|DANA	LOC119552857|XP_037718661.1|DSUP
OG0001723	LOC6496679|XP_001961382.1|DANA	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP
OG0001724	LOC6494953|XP_001959335.1|DANA	LOC119548992|XP_037712519.1|DSUP
OG0001725	LOC6494878|XP_014763044.1|DANA	LOC119550401|XP_037714982.1|DSUP
OG0001726	LOC6506922|XP_001956991.1|DANA	LOC119552584|XP_037718146.1|DSUP
OG0001727	LOC6501624|XP_001955631.1|DANA	LOC119563111|XP_037732282.1|DSUP
OG0001728	LOC6494665|XP_001959908.1|DANA	LOC119549196|XP_037712953.1|DSUP
OG0001729	LOC6494377|XP_032307165.1|DANA	LOC119551450|XP_037716721.1|DSUP
OG0001730	LOC6504231|XP_001965118.1|DANA	LOC119547038|XP_037709640.1|DSUP
OG0001731	LOC6494841|XP_032306965.1|DANA	LOC119549334|XP_037713242.1|DSUP
OG0001732	LOC6498209|XP_001962305.1|DANA	LOC119561855|XP_037731263.1|DSUP
OG0001733	LOC6494966|XP_001959314.1|DANA	LOC119549988|XP_037714322.1|DSUP
OG0001734	LOC6495080|XP_001959106.1|DANA	LOC119550634|XP_037715398.1|DSUP
OG0001735	LOC6506825|XP_001957165.1|DANA	LOC119552904|XP_037718757.1|DSUP
OG0001737	LOC6494690|XP_014762916.1|DANA	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP
OG0001738	LOC6506954|XP_001956928.1|DANA	LOC119554971|XP_037722027.1|DSUP
OG0001739	LOC26515254|XP_014764110.1|DANA	LOC119561846|XP_037731254.1|DSUP
OG0001740	LOC6494717|XP_001959802.1|DANA	LOC119552170|XP_037717922.1|DSUP
OG0001741	LOC6505631|XP_001964571.2|DANA	LOC119563275|XP_037732525.1|DSUP
OG0001742	LOC6494010|XP_001961152.1|DANA	LOC119550885|XP_037715801.1|DSUP
