Orthogroup	DANA.longest_only	DEUG.longest_only
OG0002648	LOC6499356|XP_001954804.1|DANA	LOC108115169|XP_017081977.1|DEUG
OG0002649	LOC6500824|XP_001953982.1|DANA	LOC108109468|XP_017073479.1|DEUG
OG0002650	LOC6499519|XP_032305784.1|DANA	LOC108109482|XP_017073500.1|DEUG
OG0002651	LOC6499205|XP_001955114.1|DANA	LOC108111477|XP_017076438.1|DEUG
OG0002652	LOC6500779|XP_032312267.1|DANA	LOC108110203|XP_017074667.1|DEUG
OG0002653	LOC6499236|XP_001955051.1|DANA	LOC108115999|XP_017083160.1|DEUG
OG0002654	LOC6501352|XP_001955049.2|DANA	LOC108116059|XP_017083258.1|DEUG
OG0002655	LOC6505669|XP_014760752.1|DANA	LOC108117188|XP_017084970.1|DEUG
OG0002656	LOC6500174|XP_001953088.1|DANA	LOC108116954|XP_017084598.1|DEUG
OG0002657	LOC6500627|XP_001953596.1|DANA	LOC108110162|XP_017074576.1|DEUG
OG0002658	LOC6499387|XP_001954736.1|DANA	LOC108109070|XP_017072911.1|DEUG
OG0002659	LOC6499223|XP_032309377.1|DANA	LOC108116078|XP_017083285.1|DEUG
OG0002660	LOC6505011|XP_001965635.2|DANA	LOC108102993|XP_017063795.1|DEUG
OG0002661	LOC6498926|XP_001955667.2|DANA	LOC108115989|XP_017083140.1|DEUG
OG0002662	LOC6494406|XP_014762782.1|DANA	LOC108107449|XP_017070482.1|DEUG
OG0002663	LOC6501650|XP_001955682.1|DANA	LOC108116587|XP_017084020.1|DEUG
OG0002664	LOC6497689|XP_032307714.1|DANA	LOC108104177|XP_017065591.1|DEUG
OG0002665	LOC6494069|XP_001961036.1|DANA	LOC108109003|XP_017072760.1|DEUG
OG0002666	LOC6494071|XP_032307144.1|DANA	LOC108108994|XP_017072743.1|DEUG
OG0002667	LOC6495757|XP_001959511.1|DANA	LOC108104880|XP_017066697.1|DEUG
OG0002668	LOC6507598|XP_001955976.2|DANA	LOC108113772|XP_017080001.1|DEUG
OG0002669	LOC6497194|XP_001962580.3|DANA	LOC108106183|XP_017068596.1|DEUG
OG0002670	LOC6493197|XP_001957244.1|DANA	LOC108109846|XP_017074089.1|DEUG
OG0002671	LOC6506787|XP_032310059.1|DANA	LOC108109835|XP_017074069.1|DEUG
OG0002672	LOC6495649|XP_032306977.1|DANA	LOC108109069|XP_017072910.1|DEUG
OG0002673	LOC6495737|XP_001959467.1|DANA	LOC108107265|XP_017070186.1|DEUG
OG0002674	LOC6494871|XP_032307057.1|DANA	LOC108104841|XP_017066638.1|DEUG
OG0002675	LOC6493444|XP_001957765.1|DANA	LOC108102744|XP_017063381.1|DEUG
OG0002676	LOC6496407|XP_032306228.1|DANA	LOC108107343|XP_017070329.1|DEUG
OG0002677	LOC6495552|XP_032306828.1|DANA	LOC108113234|XP_017079261.1|DEUG
OG0002678	LOC6495270|XP_001958730.2|DANA	LOC108106421|XP_017068939.1|DEUG
OG0002679	LOC6494901|XP_014763064.1|DANA	LOC108107301|XP_017070250.1|DEUG
OG0002680	LOC6503634|XP_001964031.1|DANA	LOC108103289|XP_017064191.1|DEUG
OG0002681	LOC6494800|XP_014762988.1|DANA	LOC108109220|XP_017073174.1|DEUG
OG0002682	LOC6507711|XP_001956187.1|DANA	LOC108108151|XP_017071570.1|DEUG
OG0002684	LOC6501835|XP_001967170.1|DANA	LOC108103016|XP_017063830.1|DEUG
OG0002685	LOC6492956|XP_032310176.1|DANA	LOC108104729|XP_017066452.1|DEUG
OG0002686	LOC6507496|XP_001955888.1|DANA	LOC108107690|XP_017070784.1|DEUG
OG0002687	LOC6493639|XP_014764477.1|DANA	LOC108108580|XP_017072161.1|DEUG
OG0002688	LOC6492980|XP_001956783.1|DANA	LOC108114592|XP_017081138.1|DEUG
OG0002689	LOC6502272|XP_001966140.1|DANA	LOC108103869|XP_017065074.1|DEUG
OG0002690	LOC6507874|XP_001956506.1|DANA	LOC108114715|XP_017081306.1|DEUG
OG0002691	LOC6496392|XP_001960810.1|DANA	LOC108113271|XP_017079308.1|DEUG
OG0002692	LOC6496320|XP_001960695.3|DANA	LOC108107347|XP_017070335.1|DEUG
OG0002693	LOC6507452|XP_001955984.1|DANA	LOC108102853|XP_017063539.1|DEUG
OG0002694	LOC6495634|XP_001959267.1|DANA	LOC108104874|XP_017066691.1|DEUG
OG0002695	LOC6506627|XP_001957515.1|DANA	LOC108107783|XP_017070968.1|DEUG
OG0002696	LOC6506556|XP_001957655.1|DANA	LOC108114493|XP_017081000.1|DEUG
OG0002697	LOC6493198|XP_001957248.3|DANA	LOC108109817|XP_017074036.1|DEUG
OG0002698	LOC6506900|XP_001957038.1|DANA	LOC108107895|XP_017071182.1|DEUG
OG0002699	LOC6506495|XP_001957768.1|DANA	LOC108102745|XP_017063385.1|DEUG
OG0002700	LOC6506400|XP_032309569.1|DANA	LOC108114218|XP_017080534.1|DEUG
OG0002701	LOC6495896|XP_032306570.1|DANA	LOC108109114|XP_017072995.1|DEUG
OG0002702	LOC6494685|XP_001959860.1|DANA	LOC108109210|XP_017073140.1|DEUG
OG0002703	LOC6493901|XP_032311505.1|DANA	LOC108110362|XP_017074892.1|DEUG
OG0002704	LOC6495169|XP_001958919.1|DANA	LOC108106595|XP_017069272.1|DEUG
OG0002705	LOC6506180|XP_032310617.1|DANA	LOC108114488|XP_017080996.1|DEUG
OG0002706	LOC6495267|XP_001958734.1|DANA	LOC108106424|XP_017068942.1|DEUG
OG0002707	LOC6507512|XP_032310805.1|DANA	LOC108104703|XP_017066408.1|DEUG
OG0002708	LOC116655810|XP_032310093.1|DANA	LOC108114260|XP_017080646.1|DEUG
OG0002709	LOC6495794|XP_014763494.1|DANA	LOC108104557|XP_017066188.1|DEUG
OG0002711	LOC6495582|XP_001959141.2|DANA	LOC108109018|XP_017072779.1|DEUG
OG0002712	LOC6496060|XP_032306427.1|DANA	LOC108112919|XP_017078797.1|DEUG
OG0002713	LOC6496239|XP_032306499.1|DANA	LOC108112551|XP_017077976.1|DEUG
OG0002714	LOC6494559|XP_001960104.1|DANA	LOC108112809|XP_017078592.1|DEUG
OG0002715	LOC6504492|XP_001967002.1|DANA	LOC108103502|XP_017064503.1|DEUG
OG0002716	LOC6496192|XP_032306802.1|DANA	LOC108107273|XP_017070203.1|DEUG
OG0002717	LOC6500029|XP_001953359.1|DANA	LOC108109572|XP_017073637.1|DEUG
OG0002718	LOC6506198|XP_001958356.2|DANA	LOC108113952|XP_017080153.1|DEUG
OG0002719	LOC6500221|XP_001952994.1|DANA	LOC108116396|XP_017083755.1|DEUG
OG0002720	LOC6506602|XP_001957564.3|DANA	LOC108108006|XP_017071349.1|DEUG
OG0002721	LOC6497526|XP_001961903.1|DANA	LOC108106849|XP_017069580.1|DEUG
OG0002722	LOC6494674|XP_001959885.1|DANA	LOC108104453|XP_017066006.1|DEUG
OG0002723	LOC6495844|XP_001959695.1|DANA	LOC108107381|XP_017070379.1|DEUG
OG0002724	LOC6500543|XP_001953425.1|DANA	LOC108117496|XP_017085463.1|DEUG
OG0002725	LOC6506352|XP_001958050.2|DANA	LOC108108767|XP_017072423.1|DEUG
OG0002726	LOC6507502|XP_001955872.1|DANA	LOC108103609|XP_017064635.1|DEUG
OG0002727	LOC6506911|XP_001957009.1|DANA, LOC6493081|XP_001957006.1|DANA	LOC108107606|XP_017070661.1|DEUG
OG0002728	LOC6496235|XP_001960510.1|DANA	LOC108112760|XP_017078506.1|DEUG
OG0002729	LOC6493358|XP_014764346.1|DANA	LOC108114150|XP_017080427.1|DEUG
OG0002730	LOC6496547|XP_014763874.1|DANA	LOC108106518|XP_017069107.1|DEUG
OG0002731	LOC6507389|XP_001956105.1|DANA	LOC108104696|XP_017066396.1|DEUG
OG0002732	LOC6495144|XP_001958963.2|DANA	LOC108106685|XP_017069405.1|DEUG
OG0002733	LOC6496069|XP_001960152.1|DANA	LOC108113371|XP_017079428.1|DEUG
OG0002734	LOC6496811|XP_032312041.1|DANA	LOC108105394|XP_017067427.1|DEUG
OG0002735	LOC6494867|XP_032306347.1|DANA	LOC108104777|XP_017066503.1|DEUG
OG0002736	LOC6496565|XP_001961164.1|DANA	LOC108104778|XP_017066510.1|DEUG
OG0002737	LOC6506381|XP_001957985.1|DANA	LOC108117367|XP_017085239.1|DEUG
OG0002738	LOC6507646|XP_014765381.1|DANA	LOC108107894|XP_017071181.1|DEUG
OG0002739	LOC6506251|XP_001958262.1|DANA	LOC108108051|XP_017071414.1|DEUG
OG0002740	LOC6506252|XP_001958261.2|DANA	LOC108108050|XP_017071413.1|DEUG
OG0002741	LOC6495831|XP_001959673.1|DANA	LOC108109140|XP_017073027.1|DEUG
OG0002742	LOC6495715|XP_001959425.3|DANA	LOC108107441|XP_017070470.1|DEUG
OG0002743	LOC6506871|XP_014764931.1|DANA	LOC108107840|XP_017071081.1|DEUG
OG0002744	LOC6506933|XP_001956961.1|DANA	LOC108114182|XP_017080477.1|DEUG
OG0002745	LOC6507468|XP_001955955.1|DANA	LOC108113995|XP_017080233.1|DEUG
OG0002746	LOC6496412|XP_032306136.1|DANA	LOC108113017|XP_017078928.1|DEUG
OG0002747	LOC6501378|XP_001955115.1|DANA	LOC108107644|XP_017070754.1|DEUG
OG0002748	LOC6503221|XP_001967707.1|DANA	LOC108107423|XP_017070441.1|DEUG
OG0002749	LOC6494769|XP_032306380.1|DANA	LOC108107321|XP_017070288.1|DEUG
OG0002750	LOC6494223|XP_001960711.2|DANA	LOC108106729|XP_017069455.1|DEUG
OG0002751	LOC6494083|XP_032306330.1|DANA	LOC108109128|XP_017073011.1|DEUG
OG0002752	LOC6495931|XP_001959874.1|DANA	LOC108104491|XP_017066093.1|DEUG
OG0002753	LOC6495468|XP_001958915.2|DANA	LOC108113064|XP_017078989.1|DEUG
OG0002754	LOC6493756|XP_032310729.1|DANA	LOC108114345|XP_017080771.1|DEUG
OG0002755	LOC6495783|XP_001959571.1|DANA	LOC108113364|XP_017079421.1|DEUG
OG0002756	LOC6507106|XP_001956660.1|DANA	LOC108114420|XP_017080895.1|DEUG
OG0002757	LOC6507281|XP_032309682.1|DANA	LOC108114114|XP_017080367.1|DEUG
OG0002758	LOC6494540|XP_001960140.2|DANA	LOC108113015|XP_017078925.1|DEUG
OG0002759	LOC6494531|XP_014762825.1|DANA	LOC108112867|XP_017078682.1|DEUG
OG0002760	LOC6494384|XP_001960426.1|DANA	LOC108107297|XP_017070243.1|DEUG
OG0002761	LOC6493985|XP_001961200.1|DANA	LOC108112038|XP_017077273.1|DEUG
OG0002762	LOC6495033|XP_014763114.1|DANA	LOC108112649|XP_017078255.1|DEUG
OG0002763	LOC6506996|XP_032309964.1|DANA	LOC108108298|XP_017071796.1|DEUG
OG0002764	LOC6506535|XP_032309514.1|DANA	LOC108108550|XP_017072117.1|DEUG
OG0002765	LOC6494553|XP_032306223.1|DANA	LOC108112796|XP_017078571.1|DEUG
OG0002766	LOC6496048|XP_001960115.1|DANA	LOC108112799|XP_017078575.1|DEUG
OG0002767	LOC6496075|XP_001960168.1|DANA	LOC108112778|XP_017078541.1|DEUG
OG0002768	LOC6495722|XP_001959438.1|DANA	LOC108107253|XP_017070171.1|DEUG
OG0002769	LOC6495296|XP_001958681.1|DANA	LOC108106649|XP_017069355.1|DEUG
OG0002770	LOC6496854|XP_001963269.1|DANA	LOC108107116|XP_017069993.1|DEUG
OG0002771	LOC6493451|XP_032310611.1|DANA	LOC108114524|XP_017081043.1|DEUG
OG0002772	LOC6506493|XP_001957773.1|DANA	LOC108114550|XP_017081083.1|DEUG
OG0002773	LOC6495765|XP_001959528.2|DANA	LOC108113036|XP_017078956.1|DEUG
OG0002774	LOC6494948|XP_001959345.2|DANA	LOC108109303|XP_017073287.1|DEUG
OG0002775	LOC6506949|XP_032310087.1|DANA	LOC108108603|XP_017072189.1|DEUG
OG0002776	LOC6493555|XP_001957987.1|DANA	LOC108117380|XP_017085262.1|DEUG
OG0002777	LOC6506567|XP_001957629.1|DANA	LOC108114732|XP_017081331.1|DEUG
OG0002778	LOC6506566|XP_001957631.1|DANA	LOC108114462|XP_017080955.1|DEUG
OG0002779	LOC6507746|XP_001956260.1|DANA	LOC108102723|XP_017063352.1|DEUG
OG0002780	LOC6500111|XP_001953202.1|DANA	LOC108116225|XP_017083505.1|DEUG
OG0002781	LOC6494942|XP_001959354.1|DANA	LOC108106615|XP_017069304.1|DEUG
OG0002782	LOC6507099|XP_001956670.1|DANA	LOC108108721|XP_017072343.1|DEUG
OG0002783	LOC6506844|XP_032310621.1|DANA	LOC108108153|XP_017071573.1|DEUG
OG0002784	LOC6495983|XP_001959977.1|DANA	LOC108109043|XP_017072829.1|DEUG
OG0002785	LOC6493799|XP_001958462.1|DANA	LOC108108748|XP_017072393.1|DEUG
OG0002786	LOC6493381|XP_001957643.1|DANA	LOC108114419|XP_017080892.1|DEUG
OG0002787	LOC6493749|XP_001958363.1|DANA	LOC108114107|XP_017080359.1|DEUG
OG0002788	LOC6506196|XP_001958364.1|DANA	LOC108114109|XP_017080361.1|DEUG
OG0002789	LOC6506937|XP_001956948.1|DANA	LOC108114576|XP_017081117.1|DEUG
OG0002790	LOC6506449|XP_001957862.1|DANA	LOC108114154|XP_017080434.1|DEUG
OG0002791	LOC6506294|XP_001958184.1|DANA	LOC108108533|XP_017072096.1|DEUG
OG0002792	LOC6495776|XP_001959550.1|DANA	LOC108113074|XP_017079004.1|DEUG
OG0002793	LOC6507291|XP_001956304.1|DANA	LOC108114166|XP_017080447.1|DEUG
OG0002794	LOC6506626|XP_001957517.1|DANA	LOC108107779|XP_017070962.1|DEUG
OG0002795	LOC6493771|XP_001958406.1|DANA	LOC108108082|XP_017071453.1|DEUG
OG0002796	LOC6506637|XP_001957496.2|DANA	LOC108108216|XP_017071673.1|DEUG
OG0002797	LOC6506448|XP_001957864.1|DANA	LOC108114161|XP_017080440.1|DEUG
OG0002798	LOC6502438|XP_001961664.3|DANA	LOC108105708|XP_017067908.1|DEUG
OG0002799	LOC6507049|XP_001956747.3|DANA	LOC108104671|XP_017066350.1|DEUG
OG0002800	LOC6493382|XP_032310120.1|DANA	LOC108114220|XP_017080559.1|DEUG
OG0002801	LOC6507954|XP_014763513.1|DANA	LOC108107324|XP_017070297.1|DEUG
OG0002802	LOC6494778|XP_014762963.1|DANA	LOC108107422|XP_017070439.1|DEUG
OG0002803	LOC6497466|XP_001962022.1|DANA	LOC108107113|XP_017069991.1|DEUG
OG0002804	LOC6494750|XP_001959738.1|DANA	LOC108112969|XP_017078859.1|DEUG
OG0002805	LOC6494068|XP_001961037.1|DANA	LOC108109009|XP_017072769.1|DEUG
OG0002806	LOC6493666|XP_001958186.1|DANA	LOC108108534|XP_017072097.1|DEUG
OG0002807	LOC6496408|XP_001960849.2|DANA	LOC108107290|XP_017070235.1|DEUG
OG0002808	LOC6496314|XP_001960681.1|DANA	LOC108107305|XP_017070264.1|DEUG
OG0002809	LOC6507446|XP_001956003.2|DANA	LOC108107682|XP_017070760.1|DEUG
OG0002810	LOC6492957|XP_032309539.1|DANA	LOC108104683|XP_017066373.1|DEUG
OG0002811	LOC6493719|XP_001958302.1|DANA	LOC108108078|XP_017071449.1|DEUG
OG0002812	LOC6495782|XP_001959568.2|DANA	LOC108112560|XP_017077995.1|DEUG
OG0002813	LOC6493978|XP_001961215.1|DANA	LOC108111975|XP_017077174.1|DEUG
OG0002814	LOC6495658|XP_001959323.1|DANA	LOC108109056|XP_017072863.1|DEUG
OG0002815	LOC6495300|XP_001958671.2|DANA	LOC108106679|XP_017069399.1|DEUG
OG0002816	LOC6495645|XP_001959293.1|DANA	LOC108112044|XP_017077285.1|DEUG
OG0002817	LOC6496681|XP_001961390.1|DANA	LOC108104164|XP_017065557.1|DEUG
OG0002818	LOC6494876|XP_001959505.3|DANA	LOC108104819|XP_017066592.1|DEUG
OG0002819	LOC6507735|XP_032309538.1|DANA	LOC108109839|XP_017074074.1|DEUG
OG0002820	LOC6493739|XP_032310268.1|DANA	LOC108109899|XP_017074195.1|DEUG
OG0002821	LOC6493737|XP_001958340.2|DANA	LOC108108159|XP_017071581.1|DEUG
OG0002822	LOC6494944|XP_001959350.1|DANA	LOC108109294|XP_017073276.1|DEUG
OG0002823	LOC6496476|XP_001960979.1|DANA	LOC108112805|XP_017078588.1|DEUG
OG0002824	LOC6495923|XP_001959863.1|DANA	LOC108104587|XP_017066238.1|DEUG
OG0002825	LOC6493843|XP_032310034.1|DANA	LOC108116742|XP_017084249.1|DEUG
OG0002826	LOC6494635|XP_001959973.1|DANA	LOC108109196|XP_017073119.1|DEUG
OG0002827	LOC6502091|XP_001966234.1|DANA	LOC108108873|XP_017072583.1|DEUG
OG0002828	LOC6494971|XP_001959305.3|DANA	LOC108109189|XP_017073112.1|DEUG
OG0002829	LOC6495365|XP_001958672.2|DANA	LOC108106724|XP_017069450.1|DEUG
OG0002830	LOC6496604|XP_032311558.1|DANA	LOC108112163|XP_017077401.1|DEUG
OG0002831	LOC6497144|XP_001962668.2|DANA	LOC108103402|XP_017064348.1|DEUG
OG0002832	LOC6497184|XP_001962600.1|DANA	LOC108110676|XP_017075285.1|DEUG
OG0002833	LOC6494392|XP_032306825.1|DANA	LOC108107387|XP_017070390.1|DEUG
OG0002834	LOC6495304|XP_001958662.1|DANA	LOC108107330|XP_017070304.1|DEUG
OG0002835	LOC6495301|XP_001958666.1|DANA	LOC108106711|XP_017069432.1|DEUG
OG0002836	LOC6494816|XP_001959606.1|DANA	LOC108104566|XP_017066202.1|DEUG
OG0002837	LOC6495618|XP_001959231.3|DANA	LOC108112376|XP_017077695.1|DEUG
OG0002838	LOC6494503|XP_001960212.1|DANA	LOC108113318|XP_017079363.1|DEUG
OG0002839	LOC6494240|XP_001960678.1|DANA	LOC108107403|XP_017070412.1|DEUG
OG0002840	LOC6498363|XP_014762093.1|DANA	LOC108107091|XP_017069957.1|DEUG
OG0002841	LOC6498053|XP_001961977.1|DANA	LOC108111011|XP_017075813.1|DEUG
OG0002842	LOC6505611|XP_001964974.1|DANA	LOC108105838|XP_017068075.1|DEUG
OG0002843	LOC6496474|XP_001960975.1|DANA	LOC108113021|XP_017078937.1|DEUG
OG0002844	LOC6493261|XP_001957373.2|DANA	LOC108118226|XP_017086293.1|DEUG
OG0002845	LOC6506276|XP_001965146.1|DANA	LOC108102525|XP_017063050.1|DEUG
OG0002846	LOC6496479|XP_032306338.1|DANA	LOC108112622|XP_017078213.1|DEUG
OG0002847	LOC6504212|XP_001965145.1|DANA	LOC108102688|XP_017063318.1|DEUG
OG0002848	LOC6497664|XP_001961611.1|DANA	LOC108105693|XP_017067892.1|DEUG
OG0002849	LOC6498215|XP_001962318.1|DANA	LOC108113439|XP_017079495.1|DEUG
OG0002850	LOC6505695|XP_001964985.1|DANA	LOC108105883|XP_017068148.1|DEUG
OG0002851	LOC6498602|XP_001963139.1|DANA	LOC108110914|XP_017075670.1|DEUG
OG0002852	LOC6495242|XP_032306125.1|DANA, LOC6495405|XP_001958773.1|DANA	LOC108106559|XP_017069212.1|DEUG
OG0002853	LOC6497756|XP_001961419.2|DANA	LOC108103397|XP_017064383.1|DEUG
OG0002854	LOC6497683|XP_001961577.2|DANA	LOC108107043|XP_017069893.1|DEUG
OG0002855	LOC6497296|XP_014761620.1|DANA	LOC108107073|XP_017069931.1|DEUG
OG0002856	LOC6497305|XP_014761628.1|DANA	LOC108107032|XP_017069871.1|DEUG
OG0002857	LOC6498297|XP_001962485.2|DANA	LOC108114824|XP_017081436.1|DEUG
OG0002858	LOC6498324|XP_001962545.3|DANA	LOC108102587|XP_017063177.1|DEUG
OG0002859	LOC6496723|XP_001967332.1|DANA	LOC108110997|XP_017075795.1|DEUG
OG0002860	LOC6497123|XP_001962712.2|DANA	LOC108102499|XP_017063012.1|DEUG
OG0002861	LOC6496887|XP_001963205.1|DANA	LOC108110862|XP_017075598.1|DEUG
OG0002862	LOC6497552|XP_001961837.1|DANA	LOC108102641|XP_017063251.1|DEUG
OG0002863	LOC6497493|XP_001961969.1|DANA	LOC108110752|XP_017075450.1|DEUG
OG0002864	LOC6498049|XP_032307696.1|DANA	LOC108110755|XP_017075453.1|DEUG
OG0002865	LOC6495092|XP_001959082.1|DANA	LOC108113349|XP_017079400.1|DEUG
OG0002866	LOC6493351|XP_001957576.1|DANA	LOC108109857|XP_017074125.1|DEUG
OG0002867	LOC6505750|XP_001965000.3|DANA	LOC108111185|XP_017076059.1|DEUG
OG0002868	LOC6498108|XP_001962092.3|DANA	LOC108110712|XP_017075345.1|DEUG
OG0002869	LOC6497433|XP_001962093.1|DANA	LOC108110714|XP_017075348.1|DEUG
OG0002871	LOC6498530|XP_001963006.1|DANA	LOC108110950|XP_017075734.1|DEUG
OG0002872	LOC6504558|XP_014760451.1|DANA	LOC108110653|XP_017075246.1|DEUG
OG0002873	LOC6498285|XP_001962461.1|DANA	LOC108114769|XP_017081369.1|DEUG
OG0002874	LOC6498220|XP_001962328.1|DANA	LOC108113432|XP_017079483.1|DEUG
OG0002875	LOC6497733|XP_032307379.1|DANA	LOC108111240|XP_017076131.1|DEUG
OG0002876	LOC6505207|XP_001965548.1|DANA	LOC108105382|XP_017067412.1|DEUG
OG0002877	LOC6497652|XP_014761765.1|DANA	LOC108105711|XP_017067914.1|DEUG
OG0002878	LOC6497874|XP_014761864.1|DANA	LOC108105705|XP_017067905.1|DEUG
OG0002879	LOC6493424|XP_001957722.1|DANA	LOC108108126|XP_017071536.1|DEUG
OG0002880	LOC6504786|XP_001966341.1|DANA	LOC108105510|XP_017067624.1|DEUG
OG0002881	LOC6507349|XP_001965358.1|DANA	LOC108110731|XP_017075410.1|DEUG
OG0002882	LOC6494584|XP_001960059.1|DANA	LOC108108886|XP_017072592.1|DEUG
OG0002883	LOC6503388|XP_001965324.1|DANA	LOC108104188|XP_017065617.1|DEUG
OG0002884	LOC6496727|XP_001967341.1|DANA	LOC108110867|XP_017075603.1|DEUG
OG0002885	LOC6493101|XP_001957041.1|DANA	LOC108114394|XP_017080854.1|DEUG
OG0002886	LOC6497414|XP_001962131.1|DANA	LOC108112144|XP_017077384.1|DEUG
OG0002887	LOC6498125|XP_014761983.1|DANA	LOC108112155|XP_017077396.1|DEUG
OG0002888	LOC6497159|XP_014761537.1|DANA	LOC108103400|XP_017064346.1|DEUG
OG0002889	LOC6506443|XP_001957871.1|DANA	LOC108109907|XP_017074204.1|DEUG
OG0002890	LOC6497256|XP_001962460.1|DANA	LOC108114880|XP_017081527.1|DEUG
OG0002891	LOC6498546|XP_001963034.1|DANA	LOC108110975|XP_017075766.1|DEUG
OG0002892	LOC6506028|XP_014760524.1|DANA	LOC108104057|XP_017065398.1|DEUG
OG0002893	LOC6498655|XP_001963251.3|DANA	LOC108110964|XP_017075756.1|DEUG
OG0002894	LOC6493450|XP_032310167.1|DANA	LOC108114321|XP_017080723.1|DEUG
OG0002895	LOC6496198|XP_001960429.1|DANA	LOC108107298|XP_017070245.1|DEUG
OG0002896	LOC6505799|XP_001965027.1|DANA	LOC108111030|XP_017075838.1|DEUG
OG0002897	LOC6498505|XP_001962962.1|DANA	LOC108107120|XP_017070000.1|DEUG
OG0002898	LOC6497834|XP_001961541.3|DANA	LOC108111128|XP_017075976.1|DEUG
OG0002899	LOC6497863|XP_001961592.1|DANA	LOC108104183|XP_017065608.1|DEUG
OG0002900	LOC6497677|XP_032307388.1|DANA	LOC108104175|XP_017065576.1|DEUG
OG0002901	LOC6505494|XP_001964950.1|DANA	LOC108107143|XP_017070036.1|DEUG
OG0002902	LOC6505493|XP_001964949.1|DANA	LOC108107136|XP_017070026.1|DEUG
OG0002903	LOC6497761|XP_001961407.1|DANA	LOC108107035|XP_017069882.1|DEUG
OG0002904	LOC6506211|XP_001958337.2|DANA	LOC108107965|XP_017071294.1|DEUG
OG0002905	LOC6498424|XP_001962782.1|DANA	LOC108105887|XP_017068159.1|DEUG
OG0002906	LOC6497154|XP_001962656.1|DANA	LOC108103381|XP_017064317.1|DEUG
OG0002907	LOC6497151|XP_014761536.2|DANA	LOC108103410|XP_017064356.1|DEUG
OG0002908	LOC6495579|XP_001959135.1|DANA	LOC108109013|XP_017072775.1|DEUG
OG0002909	LOC6493983|XP_032305979.1|DANA	LOC108111998|XP_017077218.1|DEUG
OG0002910	LOC6498164|XP_001962218.1|DANA	LOC108115464|XP_017082407.1|DEUG
OG0002911	LOC6496194|XP_014763662.1|DANA	LOC108107407|XP_017070422.1|DEUG
OG0002912	LOC6502296|XP_001966189.1|DANA	LOC108103225|XP_017064113.1|DEUG
OG0002913	LOC6496387|XP_001960801.1|DANA	LOC108113208|XP_017079231.1|DEUG
OG0002914	LOC6497984|XP_001961841.1|DANA	LOC108102692|XP_017063324.1|DEUG
OG0002915	LOC6506885|XP_001965267.1|DANA	LOC108115455|XP_017082383.1|DEUG
OG0002916	LOC6506170|XP_014760539.1|DANA	LOC108102579|XP_017063149.1|DEUG
OG0002917	LOC6494131|XP_001960905.1|DANA	LOC108113232|XP_017079259.1|DEUG
OG0002918	LOC6494141|XP_001960881.1|DANA	LOC108112839|XP_017078635.1|DEUG
OG0002919	LOC6494836|XP_001959573.1|DANA	LOC108113088|XP_017079023.1|DEUG
OG0002920	LOC6498138|XP_032307621.1|DANA	LOC108116760|XP_017084681.1|DEUG
OG0002921	LOC6496983|XP_001962999.2|DANA	LOC108102568|XP_017063137.1|DEUG
OG0002922	LOC6497373|XP_001962215.1|DANA	LOC108115514|XP_017082500.1|DEUG
OG0002923	LOC6498163|XP_001962216.1|DANA	LOC108115463|XP_017082405.1|DEUG
OG0002924	LOC6497374|XP_001962214.1|DANA	LOC108115513|XP_017082499.1|DEUG
OG0002926	LOC6498518|XP_001962984.3|DANA	LOC108102635|XP_017063243.1|DEUG
OG0002927	LOC6498515|XP_001962980.1|DANA	LOC108102553|XP_017063113.1|DEUG
OG0002928	LOC6507575|XP_001965402.1|DANA	LOC108118156|XP_017086238.1|DEUG
OG0002929	LOC6503343|XP_001965379.1|DANA	LOC108110484|XP_017075051.1|DEUG
OG0002930	LOC6497577|XP_001961778.1|DANA	LOC108106158|XP_017068558.1|DEUG
OG0002931	LOC6497293|XP_001962378.1|DANA	LOC108107080|XP_017069945.1|DEUG
OG0002932	LOC6495630|XP_032307083.1|DANA	LOC108104827|XP_017066605.1|DEUG
OG0002933	LOC6495565|XP_032306576.1|DANA	LOC108104580|XP_017066226.1|DEUG
OG0002934	LOC6495572|XP_001959119.1|DANA	LOC108104449|XP_017065999.1|DEUG
OG0002935	LOC6497354|XP_014761662.1|DANA	LOC108105170|XP_017067098.1|DEUG
OG0002936	LOC6495007|XP_001959232.1|DANA	LOC108112388|XP_017077718.1|DEUG
OG0002937	LOC6493892|XP_001961383.2|DANA	LOC108116204|XP_017083456.1|DEUG
OG0002938	LOC6497904|XP_001961689.1|DANA	LOC108103090|XP_017063933.1|DEUG
OG0002939	LOC6495277|XP_001958719.1|DANA	LOC108106751|XP_017069480.1|DEUG
OG0002940	LOC6494177|XP_014760053.2|DANA	LOC108116466|XP_017083885.1|DEUG
OG0002941	LOC6505390|XP_001966907.1|DANA	LOC108117458|XP_017085365.1|DEUG
OG0002942	LOC6497933|XP_001961747.1|DANA	LOC108115529|XP_017082520.1|DEUG
OG0002943	LOC6498010|XP_014761925.1|DANA	LOC108107129|XP_017070015.1|DEUG
OG0002944	LOC6498011|XP_032307361.1|DANA	LOC108107168|XP_017070070.1|DEUG
OG0002945	LOC6506042|XP_032311448.1|DANA	LOC108104072|XP_017065441.1|DEUG
OG0002946	LOC6494725|XP_001959788.2|DANA	LOC108112793|XP_017078566.1|DEUG
OG0002947	LOC6498366|XP_014762097.1|DANA	LOC108105176|XP_017067117.1|DEUG
