Orthogroup	DANA.longest_only	DBIA.longest_only
OG0001995	LOC6498436|XP_001962816.1|DANA	LOC108032823|XP_016962327.1|DBIA
OG0001996	LOC6497215|XP_032307580.1|DANA	LOC108029211|XP_016956891.1|DBIA
OG0001997	LOC6494437|XP_001960315.1|DANA	LOC108022527|XP_016946993.1|DBIA
OG0001998	LOC6497309|XP_001962348.1|DANA	LOC108022532|XP_016946997.1|DBIA
OG0001999	LOC6494992|XP_032307087.1|DANA	LOC108022615|XP_016947144.1|DBIA
OG0002000	LOC6497459|XP_001962032.2|DANA	LOC108036051|XP_016967483.1|DBIA
OG0002001	LOC6497897|XP_001961669.3|DANA	LOC108033698|XP_016963687.1|DBIA
OG0002002	LOC6495712|XP_001959418.1|DANA	LOC108022935|XP_016947637.1|DBIA
OG0002003	LOC6498361|XP_001962622.1|DANA	LOC108036750|XP_016968558.1|DBIA
OG0002004	LOC6497911|XP_014761883.1|DANA	LOC108034089|XP_016964345.1|DBIA
OG0002005	LOC6497758|XP_032307328.1|DANA	LOC108032650|XP_016962091.1|DBIA
OG0002006	LOC6498667|XP_014762234.1|DANA	LOC108033690|XP_016963666.1|DBIA
OG0002007	LOC6498034|XP_001961940.2|DANA	LOC108036124|XP_016967598.1|DBIA
OG0002008	LOC6501774|XP_032308049.1|DANA	LOC108035993|XP_016967345.1|DBIA
OG0002009	LOC6496388|XP_001960803.1|DANA	LOC108026547|XP_016952986.1|DBIA
OG0002010	LOC6497174|XP_001962624.1|DANA	LOC108036794|XP_016968630.1|DBIA
OG0002011	LOC6498262|XP_001962421.1|DANA	LOC108032757|XP_016962239.1|DBIA
OG0002012	LOC6497209|XP_001962553.2|DANA	LOC108029065|XP_016956624.1|DBIA
OG0002014	LOC6495826|XP_001959665.1|DANA	LOC108023032|XP_016947760.1|DBIA
OG0002015	LOC6498135|XP_001962151.1|DANA	LOC108034298|XP_016964650.1|DBIA
OG0002016	LOC6495076|XP_001959120.2|DANA	LOC108030180|XP_016958415.1|DBIA
OG0002017	LOC6496893|XP_001963196.1|DANA	LOC108033902|XP_016964055.1|DBIA
OG0002018	LOC6496993|XP_001962972.1|DANA	LOC108033836|XP_016963952.1|DBIA, LOC108033255|XP_016963009.1|DBIA
OG0002019	LOC6498481|XP_032311103.1|DANA	LOC108033891|XP_016964027.1|DBIA
OG0002020	LOC6497063|XP_001962823.1|DANA	LOC108036098|XP_016967553.1|DBIA
OG0002021	LOC6495647|XP_001959295.1|DANA	LOC108026694|XP_016953271.1|DBIA
OG0002022	LOC6503752|XP_014760394.1|DANA	LOC108033550|XP_016963384.1|DBIA
OG0002023	LOC6507958|XP_001954064.1|DANA	LOC108025044|XP_016950792.1|DBIA
OG0002024	LOC6498568|XP_001963084.1|DANA	LOC108034158|XP_016964451.1|DBIA
OG0002025	LOC6497935|XP_001961749.2|DANA	LOC108033995|XP_016964210.1|DBIA
OG0002026	LOC6506135|XP_001958481.1|DANA	LOC108030863|XP_016959498.1|DBIA
OG0002027	LOC6495860|XP_001959724.2|DANA	LOC108026624|XP_016953125.1|DBIA
OG0002028	LOC6495360|XP_014763275.1|DANA	LOC108026781|XP_016953427.1|DBIA
OG0002029	LOC6493321|XP_001957522.1|DANA	LOC108028242|XP_016955409.1|DBIA
OG0002030	LOC6494102|XP_001960972.1|DANA	LOC108022732|XP_016947311.1|DBIA
OG0002031	LOC6494016|XP_014762540.1|DANA	LOC108029767|XP_016957762.1|DBIA
OG0002032	LOC6505713|XP_001964407.1|DANA	LOC108027155|XP_016953873.1|DBIA
OG0002033	LOC6502919|XP_032311836.1|DANA	LOC108025690|XP_016951713.1|DBIA
OG0002034	LOC6504843|XP_001966435.2|DANA	LOC108023510|XP_016948542.1|DBIA
OG0002035	LOC6499127|XP_001955248.2|DANA	LOC108032165|XP_016961507.1|DBIA
OG0002036	LOC6500631|XP_032305348.1|DANA	LOC108031058|XP_016959748.1|DBIA
OG0002037	LOC6502820|XP_001956140.1|DANA	LOC108035209|XP_016966208.1|DBIA
OG0002038	LOC6500121|XP_001953181.1|DANA	LOC108032083|XP_016961396.1|DBIA
OG0002039	LOC6505746|XP_001964344.1|DANA	LOC108036875|XP_016968740.1|DBIA
OG0002040	LOC26514305|XP_032305719.1|DANA	LOC108030488|XP_016958859.1|DBIA
OG0002041	LOC6495224|XP_014763193.1|DANA	LOC108029595|XP_016957456.1|DBIA
OG0002042	LOC6500096|XP_001953235.2|DANA	LOC108027364|XP_016954275.1|DBIA
OG0002043	LOC6501422|XP_001955221.1|DANA	LOC108027390|XP_016954315.1|DBIA
OG0002044	LOC6498938|XP_014765832.1|DANA	LOC108031652|XP_016960772.1|DBIA
OG0002045	LOC6501434|XP_001955243.3|DANA	LOC108032117|XP_016961439.1|DBIA
OG0002046	LOC6503616|XP_001964061.1|DANA	LOC108024803|XP_016950414.1|DBIA, LOC108035755|XP_016966942.1|DBIA
OG0002047	LOC6502907|XP_014761255.1|DANA	LOC108024090|XP_016949354.1|DBIA
OG0002048	LOC6500513|XP_001953371.2|DANA	LOC108031157|XP_016959862.1|DBIA, LOC108031332|XP_016960073.1|DBIA
OG0002049	LOC6499438|XP_032305665.1|DANA	LOC108024523|XP_016949967.1|DBIA
OG0002050	LOC6501315|XP_032307349.1|DANA	LOC108026222|XP_016952534.1|DBIA
OG0002051	LOC26514905|XP_014764061.1|DANA	LOC108022767|XP_016947362.1|DBIA
OG0002052	LOC6506823|XP_001957174.1|DANA	LOC108034415|XP_016964787.1|DBIA
OG0002053	LOC6499631|XP_032312359.1|DANA	LOC108031812|XP_016961027.1|DBIA
OG0002054	LOC6500358|XP_001953046.1|DANA, LOC6500360|XP_001953050.1|DANA, LOC116655261|XP_032308699.1|DANA, LOC116655304|XP_032308841.1|DANA, LOC116655265|XP_032308728.1|DANA, LOC6500359|XP_001953048.1|DANA	LOC108027218|XP_016954036.1|DBIA
OG0002055	LOC6505834|XP_001964453.1|DANA	LOC108031828|XP_016961055.1|DBIA
OG0002056	LOC6506644|XP_001957482.1|DANA	LOC108030569|XP_016958960.1|DBIA
OG0002057	LOC6498603|XP_001963141.1|DANA	LOC108034187|XP_016964498.1|DBIA
OG0002058	LOC6493437|XP_001957748.1|DANA	LOC108029949|XP_016957944.1|DBIA
OG0002059	LOC6499727|XP_001954053.1|DANA	LOC108026272|XP_016952623.1|DBIA
OG0002060	LOC6496357|XP_001960758.1|DANA	LOC108022881|XP_016947567.1|DBIA
OG0002061	LOC6494231|XP_032307187.1|DANA	LOC108026884|XP_016953573.1|DBIA
OG0002062	LOC6503613|XP_032308368.1|DANA	LOC108035785|XP_016967000.1|DBIA
OG0002063	LOC6504932|XP_001966610.1|DANA	LOC108023240|XP_016948007.1|DBIA
OG0002064	LOC6502890|XP_001963654.1|DANA	LOC108035465|XP_016966602.1|DBIA
OG0002065	LOC6493114|XP_001957072.2|DANA	LOC108035060|XP_016965935.1|DBIA
OG0002066	LOC6501619|XP_032312100.1|DANA	LOC108026130|XP_016952323.1|DBIA
OG0002067	LOC6495305|XP_001958660.1|DANA	LOC108026967|XP_016953672.1|DBIA
OG0002068	LOC6495784|XP_001959574.1|DANA	LOC108030377|XP_016958736.1|DBIA
OG0002069	LOC26514887|XP_014760159.1|DANA	LOC108031619|XP_016960710.1|DBIA
OG0002070	LOC6498972|XP_001955581.1|DANA	LOC108024855|XP_016950486.1|DBIA
OG0002071	LOC6501448|XP_001955276.1|DANA	LOC108026131|XP_016952334.1|DBIA
OG0002072	LOC6494148|XP_001960867.1|DANA	LOC108036536|XP_016968249.1|DBIA
OG0002073	LOC6493611|XP_032310074.1|DANA	LOC108034899|XP_016965602.1|DBIA
OG0002074	LOC6495165|XP_001958927.2|DANA	LOC108026911|XP_016953609.1|DBIA
OG0002075	LOC26513924|XP_014760630.1|DANA	LOC108036769|XP_016968598.1|DBIA
OG0002076	LOC6496395|XP_032305923.1|DANA	LOC108022782|XP_016947384.1|DBIA
OG0002077	LOC6507071|XP_032309528.1|DANA	LOC108029177|XP_016956828.1|DBIA, LOC108029160|XP_016956793.1|DBIA
OG0002078	LOC6494022|XP_001961132.2|DANA	LOC108029667|XP_016957584.1|DBIA
OG0002079	LOC6507934|XP_001956640.1|DANA	LOC108028294|XP_016955502.1|DBIA
OG0002080	LOC6494302|XP_032306611.1|DANA	LOC108022999|XP_016947719.1|DBIA
OG0002081	LOC6494247|XP_032306101.1|DANA	LOC108026959|XP_016953663.1|DBIA
OG0002082	LOC6496289|XP_032306991.1|DANA	LOC108036374|XP_016967963.1|DBIA
OG0002083	LOC6504625|XP_032309251.1|DANA	LOC108023395|XP_016948322.1|DBIA
OG0002084	LOC6494498|XP_001960216.2|DANA	LOC108023060|XP_016947796.1|DBIA
OG0002085	LOC6494748|XP_032306356.1|DANA	LOC108026658|XP_016953185.1|DBIA
OG0002086	LOC6496098|XP_001960221.1|DANA	LOC108022809|XP_016947432.1|DBIA
OG0002087	LOC6493708|XP_032309659.1|DANA	LOC108028017|XP_016955138.1|DBIA
OG0002088	LOC6493222|XP_014764258.1|DANA	LOC108028348|XP_016955589.1|DBIA
OG0002089	LOC6495229|XP_001958801.1|DANA	LOC108029607|XP_016957475.1|DBIA
OG0002090	LOC6506664|XP_001957452.1|DANA	LOC108028596|XP_016956000.1|DBIA
OG0002091	LOC6494250|XP_001960662.2|DANA	LOC108026606|XP_016953068.1|DBIA
OG0002092	LOC6493085|XP_032310312.1|DANA	LOC108035213|XP_016966217.1|DBIA
OG0002093	LOC6494454|XP_001960295.1|DANA	LOC108022843|XP_016947504.1|DBIA
OG0002094	LOC6494916|XP_001959427.1|DANA	LOC108026593|XP_016953054.1|DBIA
OG0002096	LOC6496348|XP_032306020.1|DANA	LOC108022612|XP_016947137.1|DBIA
OG0002097	LOC6495342|XP_001958617.2|DANA	LOC108036327|XP_016967829.1|DBIA
OG0002098	LOC6493565|XP_001958008.1|DANA	LOC108030845|XP_016959471.1|DBIA
OG0002099	LOC6499460|XP_001954592.1|DANA	LOC108031104|XP_016959804.1|DBIA, LOC108032054|XP_016961359.1|DBIA
OG0002100	LOC6506344|XP_001958066.3|DANA	LOC108030656|XP_016959164.1|DBIA
OG0002101	LOC6495204|XP_032306922.1|DANA	LOC108029579|XP_016957430.1|DBIA
OG0002102	LOC6495113|XP_032307133.1|DANA	LOC108029639|XP_016957531.1|DBIA
OG0002103	LOC6499463|XP_001954584.1|DANA	LOC108031937|XP_016961206.1|DBIA
OG0002105	LOC6497555|XP_001961828.2|DANA	LOC108027814|XP_016954881.1|DBIA
OG0002106	LOC6501669|XP_001955717.2|DANA	LOC108031737|XP_016960916.1|DBIA
OG0002107	LOC6498629|XP_001963187.1|DANA	LOC108033919|XP_016964079.1|DBIA
OG0002108	LOC6501385|XP_032305500.1|DANA	LOC108024420|XP_016949826.1|DBIA
OG0002109	LOC6500560|XP_001953480.2|DANA	LOC108025171|XP_016950937.1|DBIA
OG0002110	LOC26515051|XP_032311355.1|DANA	LOC108032327|XP_016961625.1|DBIA
OG0002111	LOC6502465|XP_001962618.1|DANA	LOC108036817|XP_016968656.1|DBIA
OG0002111	LOC6498357|XP_032311189.1|DANA	LOC108036714|XP_016968504.1|DBIA
OG0002112	LOC6497431|XP_001962096.1|DANA	LOC108024453|XP_016949860.1|DBIA, LOC108024283|XP_016949671.1|DBIA
OG0002112	LOC116655164|XP_032308399.1|DANA	LOC108033587|XP_016963422.1|DBIA
OG0002113	LOC116654587|XP_032305859.1|DANA	LOC108031030|XP_016959720.1|DBIA
OG0002114	LOC6502728|XP_001964549.2|DANA	LOC108025293|XP_016951169.1|DBIA
OG0002114	LOC6505885|XP_001964550.2|DANA	LOC108025292|XP_016951168.1|DBIA
OG0002115	LOC6494731|XP_001959772.3|DANA	LOC108026630|XP_016953137.1|DBIA
OG0002115	LOC26514127|XP_014763980.1|DANA	LOC108026629|XP_016953135.1|DBIA
OG0002116	LOC6498266|XP_001962427.1|DANA	LOC108032665|XP_016962114.1|DBIA
OG0002116	LOC6507391|XP_032310459.1|DANA	LOC108028360|XP_016955622.1|DBIA
OG0002117	LOC6501885|XP_001966734.1|DANA	LOC108026695|XP_016953272.1|DBIA
OG0002118	LOC26514480|XP_032309671.1|DANA	LOC108032961|XP_016962524.1|DBIA
OG0002119	LOC6501444|XP_001955267.3|DANA	LOC108026199|XP_016952480.1|DBIA
OG0002120	LOC6503319|XP_032311975.1|DANA	LOC108036012|XP_016967414.1|DBIA
OG0002121	LOC6499404|XP_001954705.1|DANA	LOC108026235|XP_016952559.1|DBIA
OG0002123	LOC6505490|XP_001964947.1|DANA	LOC108033850|XP_016963974.1|DBIA
OG0002124	LOC6505168|XP_001965467.2|DANA	LOC108035796|XP_016967027.1|DBIA
OG0002125	LOC6495159|XP_001958939.1|DANA	LOC108030030|XP_016958074.1|DBIA
OG0002126	LOC6493231|XP_014764263.1|DANA	LOC108028833|XP_016956310.1|DBIA
OG0002127	LOC6505265|XP_014760340.1|DANA	LOC108023591|XP_016948683.1|DBIA
OG0002128	LOC6505191|XP_001965520.2|DANA	LOC108035766|XP_016966958.1|DBIA
OG0002129	LOC116654511|XP_032305528.1|DANA, LOC6505666|XP_001964500.1|DANA	LOC108031580|XP_016960634.1|DBIA
OG0002130	LOC6504045|XP_001964076.2|DANA	LOC108023316|XP_016948108.1|DBIA
OG0002131	LOC6500901|XP_001954130.1|DANA	LOC108025363|XP_016951315.1|DBIA
OG0002132	LOC6498554|XP_001963049.1|DANA	LOC108034811|XP_016965348.1|DBIA
OG0002133	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA	LOC108036294|XP_016967797.1|DBIA
OG0002134	LOC6503845|XP_001963707.1|DANA	LOC108023559|XP_016948635.1|DBIA
OG0002135	LOC6503981|XP_032308588.1|DANA	LOC108023951|XP_016949132.1|DBIA
OG0002136	LOC6499020|XP_001955502.1|DANA	LOC108025326|XP_016951241.1|DBIA
OG0002137	LOC6499819|XP_001953848.1|DANA	LOC108026146|XP_016952366.1|DBIA
OG0002138	LOC6502121|XP_001966168.1|DANA	LOC108023692|XP_016948805.1|DBIA
OG0002139	LOC6504924|XP_014759857.1|DANA	LOC108033054|XP_016962670.1|DBIA
OG0002140	LOC6501957|XP_001966761.1|DANA	LOC108023214|XP_016947973.1|DBIA
OG0002141	LOC6503223|XP_001965861.1|DANA	LOC108024077|XP_016949341.1|DBIA
OG0002142	LOC6499605|XP_001954310.1|DANA	LOC108024995|XP_016950740.1|DBIA
OG0002143	LOC6497981|XP_001961836.1|DANA	LOC108027786|XP_016954842.1|DBIA
OG0002144	LOC6506061|XP_001966649.1|DANA	LOC108036687|XP_016968468.1|DBIA, LOC108033014|XP_016962633.1|DBIA
OG0002145	LOC6500422|XP_001953186.1|DANA	LOC108031903|XP_016961159.1|DBIA
OG0002146	LOC6500992|XP_014766844.1|DANA	LOC108024962|XP_016950689.1|DBIA
OG0002147	LOC6503525|XP_032308732.1|DANA	LOC108025764|XP_016951847.1|DBIA
OG0002148	LOC6506547|XP_001957676.2|DANA	LOC108034563|XP_016964981.1|DBIA
OG0002149	LOC6501773|XP_032308023.1|DANA	LOC108036005|XP_016967390.1|DBIA
OG0002150	LOC6503908|XP_001963822.1|DANA	LOC108026580|XP_016953026.1|DBIA
OG0002151	LOC6498598|XP_001963132.2|DANA	LOC108033385|XP_016963193.1|DBIA
OG0002152	LOC6500888|XP_032307693.1|DANA	LOC108025125|XP_016950885.1|DBIA
OG0002153	LOC6506003|XP_001964762.1|DANA	LOC108026066|XP_016952250.1|DBIA
OG0002154	LOC6503603|XP_001964075.2|DANA	LOC108023601|XP_016948698.1|DBIA
OG0002155	LOC6505576|XP_001964670.1|DANA	LOC108025109|XP_016950863.1|DBIA
OG0002156	LOC6493862|XP_001958580.2|DANA	LOC108030806|XP_016959390.1|DBIA
OG0002157	LOC6500366|XP_001953059.2|DANA	LOC108024344|XP_016949738.1|DBIA
OG0002158	LOC6494835|XP_001959575.1|DANA	LOC108030378|XP_016958737.1|DBIA
OG0002159	LOC6494716|XP_014762929.1|DANA	LOC108022600|XP_016947123.1|DBIA
OG0002160	LOC6499210|XP_001955104.3|DANA	LOC108031111|XP_016959811.1|DBIA
OG0002161	LOC6505656|XP_001964520.1|DANA	LOC108031804|XP_016961013.1|DBIA
OG0002162	LOC6500318|XP_014766498.1|DANA	LOC108024705|XP_016950278.1|DBIA
OG0002163	LOC6504148|XP_001964272.1|DANA	LOC108036566|XP_016968306.1|DBIA
OG0002164	LOC6500050|XP_001953316.1|DANA	LOC108026438|XP_016952864.1|DBIA
OG0002165	LOC6500282|XP_001952880.2|DANA	LOC108033622|XP_016963484.1|DBIA
OG0002166	LOC6498458|XP_001962863.1|DANA	LOC108036799|XP_016968635.1|DBIA
OG0002167	LOC6494444|XP_001960307.1|DANA	LOC108030451|XP_016958832.1|DBIA
OG0002168	LOC6495361|XP_001958663.3|DANA	LOC108026917|XP_016953617.1|DBIA
OG0002169	LOC6507303|XP_001956283.1|DANA	LOC108035317|XP_016966379.1|DBIA
OG0002170	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA	LOC108024903|XP_016950557.1|DBIA
OG0002171	LOC6499821|XP_001953844.2|DANA	LOC108026205|XP_016952496.1|DBIA
OG0002172	LOC6500808|XP_001953955.1|DANA	LOC108032234|XP_016961585.1|DBIA
OG0002173	LOC6496885|XP_001963209.1|DANA	LOC108033327|XP_016963101.1|DBIA
OG0002174	LOC6500263|XP_001952914.1|DANA	LOC108024757|XP_016950355.1|DBIA
OG0002175	LOC6500294|XP_001952913.1|DANA	LOC108024758|XP_016950356.1|DBIA
OG0002176	LOC6499215|XP_001955088.1|DANA	LOC108032126|XP_016961447.1|DBIA
OG0002177	LOC6500716|XP_001953783.1|DANA	LOC108023355|XP_016948207.1|DBIA
OG0002178	LOC6505595|XP_001964625.2|DANA	LOC108025240|XP_016951075.1|DBIA
OG0002179	LOC6499882|XP_001953706.2|DANA	LOC108026414|XP_016952831.1|DBIA
OG0002180	LOC6501599|XP_032312076.1|DANA	LOC108025207|XP_016951029.1|DBIA
OG0002181	LOC6504465|XP_001966955.1|DANA	LOC108023675|XP_016948785.1|DBIA
OG0002182	LOC6500930|XP_014766804.1|DANA	LOC108031489|XP_016960466.1|DBIA
OG0002183	LOC6496133|XP_001960301.1|DANA	LOC108036244|XP_016967741.1|DBIA
OG0002184	LOC6499035|XP_001955468.1|DANA	LOC108031751|XP_016960944.1|DBIA
OG0002185	LOC6505648|XP_032305512.1|DANA	LOC108023846|XP_016948980.1|DBIA, LOC108026323|XP_016952702.1|DBIA
OG0002186	LOC6497113|XP_001962730.1|DANA	LOC108023829|XP_016948965.1|DBIA
OG0002187	LOC6498949|XP_001955621.1|DANA	LOC108032093|XP_016961408.1|DBIA
OG0002188	LOC6494894|XP_014763061.1|DANA	LOC108026653|XP_016953180.1|DBIA
OG0002189	LOC26514498|XP_014760180.1|DANA	LOC108022847|XP_016947550.1|DBIA
OG0002190	LOC6500756|XP_001953856.1|DANA	LOC108026239|XP_016952563.1|DBIA
OG0002191	LOC6506748|XP_001957313.1|DANA	LOC108028321|XP_016955543.1|DBIA
OG0002192	LOC6506273|XP_001958219.1|DANA	LOC108028575|XP_016955969.1|DBIA
OG0002193	LOC6500312|XP_001952947.1|DANA	LOC108031839|XP_016961078.1|DBIA
OG0002194	LOC6501477|XP_001955327.1|DANA	LOC108024407|XP_016949809.1|DBIA
OG0002195	LOC6501443|XP_001955265.1|DANA	LOC108026398|XP_016952810.1|DBIA
OG0002196	LOC6500222|XP_014766422.1|DANA	LOC108031127|XP_016959830.1|DBIA
OG0002197	LOC6507525|XP_001955855.1|DANA	LOC108030958|XP_016959650.1|DBIA
OG0002198	LOC6499643|XP_032305863.1|DANA	LOC108027260|XP_016954111.1|DBIA
OG0002199	LOC6505887|XP_001964553.1|DANA	LOC108031630|XP_016960724.1|DBIA
OG0002200	LOC6502244|XP_001966073.1|DANA	LOC108025770|XP_016951856.1|DBIA
OG0002202	LOC6501388|XP_014767017.1|DANA	LOC108031728|XP_016960889.1|DBIA
OG0002203	LOC6500262|XP_001952915.3|DANA	LOC108024702|XP_016950272.1|DBIA
OG0002204	LOC6499116|XP_001955268.1|DANA	LOC108026389|XP_016952800.1|DBIA
OG0002205	LOC6500179|XP_001953075.1|DANA	LOC108023712|XP_016948835.1|DBIA
OG0002206	LOC6499793|XP_001953903.1|DANA	LOC108031187|XP_016959895.1|DBIA
OG0002207	LOC6499233|XP_001955055.2|DANA	LOC108024688|XP_016950253.1|DBIA
OG0002208	LOC6499235|XP_001955052.2|DANA	LOC108024870|XP_016950503.1|DBIA
OG0002209	LOC6504925|XP_001966603.1|DANA	LOC108023592|XP_016948685.1|DBIA
OG0002210	LOC6499157|XP_014765934.1|DANA	LOC108027372|XP_016954286.1|DBIA
OG0002211	LOC6500379|XP_032312137.1|DANA	LOC108031916|XP_016961175.1|DBIA
OG0002212	LOC6501365|XP_001955084.2|DANA	LOC108031977|XP_016961260.1|DBIA
OG0002213	LOC6499970|XP_001953525.1|DANA	LOC108027441|XP_016954379.1|DBIA
OG0002215	LOC6500906|XP_014766785.2|DANA	LOC108031383|XP_016960231.1|DBIA
OG0002216	LOC6505047|XP_001965567.1|DANA	LOC108026376|XP_016952786.1|DBIA
OG0002217	LOC6500235|XP_001952971.1|DANA	LOC108024808|XP_016950419.1|DBIA
OG0002218	LOC6504576|XP_001966594.1|DANA	LOC108026620|XP_016953106.1|DBIA
OG0002219	LOC6500164|XP_001953104.1|DANA	LOC108032044|XP_016961345.1|DBIA
OG0002220	LOC6500385|XP_032305738.1|DANA	LOC108030971|XP_016959659.1|DBIA
OG0002221	LOC6507769|XP_001956318.3|DANA	LOC108035386|XP_016966482.1|DBIA
OG0002222	LOC6496467|XP_001960963.1|DANA	LOC108022738|XP_016947317.1|DBIA
OG0002224	LOC6496030|XP_032307267.1|DANA	LOC108030034|XP_016958083.1|DBIA
OG0002225	LOC6493196|XP_032310779.1|DANA	LOC108028666|XP_016956087.1|DBIA
OG0002226	LOC6496638|XP_001961307.1|DANA	LOC108030057|XP_016958130.1|DBIA
OG0002227	LOC6494985|XP_032306762.1|DANA	LOC108022543|XP_016947010.1|DBIA
OG0002228	LOC6495198|XP_001958872.1|DANA	LOC108029709|XP_016957673.1|DBIA
OG0002229	LOC6495839|XP_001959685.2|DANA	LOC108022551|XP_016947028.1|DBIA
OG0002230	LOC6495938|XP_001959890.1|DANA	LOC108029635|XP_016957523.1|DBIA
OG0002231	LOC6495090|XP_001959085.1|DANA	LOC108030256|XP_016958565.1|DBIA
OG0002232	LOC6495833|XP_001959678.1|DANA	LOC108022735|XP_016947313.1|DBIA
OG0002233	LOC6506651|XP_001957473.2|DANA	LOC108030689|XP_016959212.1|DBIA
OG0002235	LOC6495867|XP_001959747.2|DANA	LOC108026632|XP_016953139.1|DBIA
OG0002236	LOC6494903|XP_001959458.1|DANA	LOC108026688|XP_016953265.1|DBIA
OG0002237	LOC6495740|XP_014763471.1|DANA	LOC108026650|XP_016953176.1|DBIA
OG0002238	LOC6493940|XP_032311467.1|DANA	LOC108030221|XP_016958487.1|DBIA
OG0002239	LOC6496241|XP_001960520.1|DANA	LOC108029733|XP_016957709.1|DBIA
OG0002240	LOC6495178|XP_001958906.1|DANA	LOC108026702|XP_016953284.1|DBIA
OG0002241	LOC6507294|XP_001956297.2|DANA	LOC108035287|XP_016966343.1|DBIA
OG0002242	LOC6507032|XP_001956788.1|DANA	LOC108035256|XP_016966291.1|DBIA
OG0002243	LOC26513687|XP_014760888.1|DANA	LOC108031643|XP_016960763.1|DBIA
OG0002244	LOC6506525|XP_032310164.1|DANA	LOC108028313|XP_016955525.1|DBIA
OG0002245	LOC6506784|XP_001957246.1|DANA	LOC108035055|XP_016965924.1|DBIA
OG0002246	LOC6495987|XP_032306609.1|DANA	LOC108030324|XP_016958670.1|DBIA
OG0002247	LOC26513899|XP_014763954.1|DANA	LOC108026897|XP_016953595.1|DBIA
OG0002248	LOC6507687|XP_001956148.2|DANA	LOC108035357|XP_016966442.1|DBIA
OG0002249	LOC6493159|XP_014764244.1|DANA	LOC108034754|XP_016965192.1|DBIA
OG0002250	LOC6495062|XP_032306973.1|DANA	LOC108022882|XP_016947568.1|DBIA
OG0002251	LOC6495584|XP_032306744.1|DANA	LOC108023070|XP_016947806.1|DBIA
OG0002252	LOC6495593|XP_014763361.1|DANA	LOC108022983|XP_016947698.1|DBIA
OG0002253	LOC26514309|XP_032306226.1|DANA	LOC108022755|XP_016947342.1|DBIA
OG0002254	LOC6501541|XP_001955447.1|DANA	LOC108031743|XP_016960929.1|DBIA
OG0002255	LOC6502905|XP_001963619.1|DANA	LOC108024203|XP_016949542.1|DBIA
OG0002256	LOC6493955|XP_001961255.1|DANA	LOC108036412|XP_016968027.1|DBIA
OG0002257	LOC6495269|XP_001958732.3|DANA	LOC108022698|XP_016947261.1|DBIA
OG0002258	LOC6506197|XP_032309515.1|DANA	LOC108028518|XP_016955890.1|DBIA
OG0002259	LOC6503209|XP_001963646.1|DANA	LOC108025803|XP_016951936.1|DBIA
OG0002260	LOC6493717|XP_001958296.1|DANA	LOC108028464|XP_016955811.1|DBIA
OG0002261	LOC6506353|XP_001958048.1|DANA	LOC108030802|XP_016959376.1|DBIA
OG0002262	LOC6494347|XP_001960490.2|DANA	LOC108036476|XP_016968146.1|DBIA
OG0002263	LOC6506791|XP_001957235.1|DANA	LOC108034545|XP_016964961.1|DBIA
OG0002264	LOC6494106|XP_001960964.3|DANA	LOC108022737|XP_016947316.1|DBIA
OG0002265	LOC6493474|XP_001957830.1|DANA	LOC108034612|XP_016965036.1|DBIA
OG0002266	LOC6493700|XP_001958263.1|DANA	LOC108028055|XP_016955182.1|DBIA
OG0002267	LOC6493014|XP_001956854.1|DANA	LOC108027863|XP_016954967.1|DBIA
OG0002268	LOC6506833|XP_001957149.1|DANA	LOC108028315|XP_016955533.1|DBIA
OG0002269	LOC6494362|XP_001960463.1|DANA	LOC108030220|XP_016958484.1|DBIA
OG0002270	LOC6494151|XP_001960862.1|DANA	LOC108036519|XP_016968214.1|DBIA
OG0002271	LOC6507005|XP_001956842.1|DANA	LOC108030704|XP_016959237.1|DBIA
OG0002272	LOC6507453|XP_001955982.1|DANA	LOC108035467|XP_016966604.1|DBIA
OG0002273	LOC6493240|XP_032310651.1|DANA	LOC108030579|XP_016959004.1|DBIA
OG0002274	LOC6493800|XP_032310517.1|DANA	LOC108030786|XP_016959327.1|DBIA
OG0002275	LOC6507033|XP_001956786.1|DANA	LOC108035435|XP_016966556.1|DBIA
OG0002276	LOC6507656|XP_014765388.1|DANA	LOC108030398|XP_016958775.1|DBIA
OG0002277	LOC26515182|XP_032310620.1|DANA	LOC108030096|XP_016958254.1|DBIA
OG0002278	LOC6493334|XP_032310304.1|DANA	LOC108034400|XP_016964771.1|DBIA
OG0002279	LOC6493552|XP_001957983.2|DANA	LOC108029691|XP_016957643.1|DBIA
OG0002280	LOC6506571|XP_001957621.2|DANA	LOC108035244|XP_016966267.1|DBIA
OG0002281	LOC6493374|XP_001957630.1|DANA	LOC108035142|XP_016966072.1|DBIA
OG0002282	LOC6493400|XP_001957672.1|DANA	LOC108035509|XP_016966659.1|DBIA
OG0002283	LOC6494702|XP_001959827.1|DANA	LOC108022788|XP_016947403.1|DBIA
OG0002284	LOC6494080|XP_001961016.1|DANA	LOC108029395|XP_016957112.1|DBIA
OG0002285	LOC6503633|XP_001964032.1|DANA	LOC108032037|XP_016961341.1|DBIA
OG0002286	LOC6494167|XP_001960837.2|DANA	LOC108022914|XP_016947610.1|DBIA
OG0002287	LOC6494152|XP_001960861.2|DANA	LOC108036564|XP_016968301.1|DBIA
