Orthogroup	DELE.longest_only	DBIA.longest_only
OG0001458	LOC108149686|XP_017132940.1|DELE	LOC108022164|XP_016946497.1|DBIA
OG0001459	LOC108142652|XP_017122142.1|DELE	LOC108028823|XP_016956298.1|DBIA
OG0001460	LOC108149611|XP_017132809.1|DELE	LOC108030078|XP_016958180.1|DBIA
OG0001461	LOC108134901|XP_017110896.1|DELE	LOC108024220|XP_016949575.1|DBIA
OG0001462	LOC108146074|XP_017127379.1|DELE	LOC108035050|XP_016965918.1|DBIA
OG0001463	LOC108148810|XP_017131532.1|DELE	LOC108026326|XP_016952706.1|DBIA
OG0001464	LOC108136290|XP_017112865.1|DELE	LOC108023425|XP_016948400.1|DBIA
OG0001465	LOC108143606|XP_017123618.1|DELE	LOC108036666|XP_016968436.1|DBIA
OG0001466	LOC108138267|XP_017115907.1|DELE	LOC108033928|XP_016964095.1|DBIA
OG0001467	LOC108134537|XP_017110373.1|DELE	LOC108033604|XP_016963446.1|DBIA
OG0001468	LOC108142839|XP_017122394.1|DELE	LOC108031320|XP_016960060.1|DBIA
OG0001469	LOC108149754|XP_017133054.1|DELE	LOC108036908|XP_016968801.1|DBIA
OG0001470	LOC108142853|XP_017122410.1|DELE	LOC108028829|XP_016956307.1|DBIA
OG0001471	LOC108145847|XP_017126955.1|DELE	LOC108029439|XP_016957180.1|DBIA
OG0001472	LOC108146700|XP_017128253.1|DELE	LOC108035009|XP_016965841.1|DBIA
OG0001473	LOC108141022|XP_017119592.1|DELE	LOC108024939|XP_016950629.1|DBIA
OG0001474	LOC108141073|XP_017119727.1|DELE	LOC108033156|XP_016962872.1|DBIA
OG0001475	LOC108141417|XP_017120278.1|DELE	LOC108022679|XP_016947239.1|DBIA
OG0001476	LOC108136582|XP_017113383.1|DELE	LOC108035801|XP_016967031.1|DBIA
OG0001477	LOC108148863|XP_017131652.1|DELE	LOC108025514|XP_016951524.1|DBIA
OG0001478	LOC108137845|XP_017115259.1|DELE	LOC108029083|XP_016956659.1|DBIA
OG0001479	LOC108137711|XP_017115083.1|DELE	LOC108023741|XP_016948867.1|DBIA
OG0001480	LOC108137842|XP_017115257.1|DELE	LOC108029168|XP_016956802.1|DBIA
OG0001481	LOC108141815|XP_017120880.1|DELE	LOC108033701|XP_016963696.1|DBIA
OG0001482	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE	LOC108036298|XP_016967798.1|DBIA
OG0001483	LOC108134652|XP_017110533.1|DELE	LOC108027477|XP_016954409.1|DBIA
OG0001483	LOC108136485|XP_017113192.1|DELE	LOC108031570|XP_016960619.1|DBIA, LOC108031583|XP_016960644.1|DBIA, LOC108027554|XP_016954512.1|DBIA, LOC108033085|XP_016962770.1|DBIA, LOC108027559|XP_016954526.1|DBIA
OG0001484	LOC108134680|XP_017110567.1|DELE	LOC108033537|XP_016963374.1|DBIA
OG0001485	LOC108146389|XP_017127872.1|DELE	LOC108035951|XP_016967243.1|DBIA
OG0001486	LOC108138611|XP_017116390.1|DELE	LOC108036694|XP_016968472.1|DBIA
OG0001486	LOC108138913|XP_017116960.1|DELE	LOC108036783|XP_016968614.1|DBIA
OG0001487	LOC108134647|XP_017110529.1|DELE	LOC108023841|XP_016948974.1|DBIA
OG0001488	LOC108149044|XP_017131877.1|DELE	LOC108029373|XP_016957090.1|DBIA
OG0001489	LOC108138728|XP_017116583.1|DELE	LOC108032523|XP_016961851.1|DBIA
OG0001490	LOC108147826|XP_017130069.1|DELE	LOC108027796|XP_016954856.1|DBIA
OG0001491	LOC108147914|XP_017130166.1|DELE	LOC108029078|XP_016956649.1|DBIA
OG0001492	LOC108150693|XP_017134443.1|DELE	LOC108033598|XP_016963439.1|DBIA
OG0001493	LOC108134915|XP_017110917.1|DELE	LOC108024242|XP_016949612.1|DBIA
OG0001495	LOC108145466|XP_017126405.1|DELE	LOC108029687|XP_016957632.1|DBIA
OG0001496	LOC108138531|XP_017116282.1|DELE	LOC108023796|XP_016948925.1|DBIA
OG0001497	LOC108143591|XP_017123601.1|DELE	LOC108036650|XP_016968419.1|DBIA
OG0001498	LOC108141201|XP_017119935.1|DELE	LOC108027377|XP_016954295.1|DBIA
OG0001500	LOC108141596|XP_017120532.1|DELE	LOC108030174|XP_016958403.1|DBIA
OG0001501	LOC108135095|XP_017111157.1|DELE	LOC108031179|XP_016959888.1|DBIA
OG0001502	LOC108144564|XP_017125039.1|DELE	LOC108030213|XP_016958469.1|DBIA
OG0001503	LOC108149657|XP_017132888.1|DELE	LOC108030330|XP_016958677.1|DBIA
OG0001504	LOC108137576|XP_017114792.1|DELE	LOC108023402|XP_016948341.1|DBIA
OG0001505	LOC108144159|XP_017124292.1|DELE	LOC108022350|XP_016946701.1|DBIA
OG0001506	LOC108143448|XP_017123368.1|DELE	LOC108029642|XP_016957540.1|DBIA
OG0001507	LOC108143675|XP_017123675.1|DELE	LOC108022676|XP_016947236.1|DBIA
OG0001508	LOC108144979|XP_017125619.1|DELE	LOC108029690|XP_016957639.1|DBIA
OG0001509	LOC108141664|XP_017120627.1|DELE	LOC108022225|XP_016946571.1|DBIA
OG0001510	LOC108148269|XP_017130716.1|DELE	LOC108027428|XP_016954367.1|DBIA
OG0001511	LOC108141361|XP_017120171.1|DELE	LOC108022910|XP_016947606.1|DBIA
OG0001512	LOC108142877|XP_017122440.1|DELE	LOC108028037|XP_016955163.1|DBIA
OG0001513	LOC108134672|XP_017110558.1|DELE	LOC108030804|XP_016959377.1|DBIA
OG0001515	LOC108137250|XP_017114322.1|DELE	LOC108024252|XP_016949624.1|DBIA
OG0001516	LOC108148492|XP_017131016.1|DELE	LOC108025111|XP_016950865.1|DBIA
OG0001516	LOC108148493|XP_017131017.1|DELE	LOC108025006|XP_016950751.1|DBIA
OG0001517	LOC108147120|XP_017128901.1|DELE	LOC108024381|XP_016949774.1|DBIA
OG0001518	LOC108136639|XP_017113447.1|DELE	LOC108024222|XP_016949579.1|DBIA
OG0001519	LOC108141249|XP_017119994.1|DELE	LOC108027450|XP_016954390.1|DBIA
OG0001520	LOC108148238|XP_017130643.1|DELE	LOC108027460|XP_016954404.1|DBIA
OG0001520	LOC108148318|XP_017130797.1|DELE	LOC108027285|XP_016954163.1|DBIA
OG0001521	LOC108138858|XP_017116867.1|DELE	LOC108032630|XP_016962060.1|DBIA
OG0001521	LOC108145592|XP_017126612.1|DELE	LOC108028927|XP_016956435.1|DBIA, LOC108030388|XP_016958760.1|DBIA
OG0001522	LOC108150076|XP_017133527.1|DELE	LOC108035823|XP_016967060.1|DBIA
OG0001523	LOC108149134|XP_017132029.1|DELE, LOC108149139|XP_017132034.1|DELE	LOC108026955|XP_016953657.1|DBIA, LOC108026952|XP_016953655.1|DBIA
OG0001524	LOC108144126|XP_017124258.1|DELE	LOC108030012|XP_016958015.1|DBIA
OG0001525	LOC108141118|XP_017119825.1|DELE	LOC108036175|XP_016967658.1|DBIA
OG0001526	LOC108148125|XP_017130464.1|DELE	LOC108025648|XP_016951676.1|DBIA
OG0001526	LOC108148169|XP_017130558.1|DELE	LOC108025640|XP_016951665.1|DBIA
OG0001527	LOC108137239|XP_017114308.1|DELE	LOC108027501|XP_016954434.1|DBIA, LOC108027500|XP_016954433.1|DBIA
OG0001529	LOC108149916|XP_017133318.1|DELE	LOC108021883|XP_016946166.1|DBIA
OG0001530	LOC108141774|XP_017120765.1|DELE	LOC108032522|XP_016961850.1|DBIA
OG0001531	LOC108150384|XP_017134011.1|DELE	LOC108029948|XP_016957940.1|DBIA
OG0001534	LOC108138497|XP_017116191.1|DELE	LOC108023337|XP_016948163.1|DBIA
OG0001535	LOC108144673|XP_017125224.1|DELE	LOC108027519|XP_016954450.1|DBIA
OG0001536	LOC108142446|XP_017121799.1|DELE	LOC108023761|XP_016948891.1|DBIA
OG0001537	LOC108137828|XP_017115242.1|DELE	LOC108029289|XP_016956976.1|DBIA
OG0001538	LOC108136228|XP_017112739.1|DELE	LOC108035807|XP_016967069.1|DBIA
OG0001539	LOC108143420|XP_017123313.1|DELE	LOC108022454|XP_016946851.1|DBIA
OG0001540	LOC108134728|XP_017110621.1|DELE	LOC108029118|XP_016956720.1|DBIA
OG0001541	LOC108143259|XP_017123059.1|DELE	LOC108030761|XP_016959301.1|DBIA
OG0001542	LOC108148333|XP_017130819.1|DELE	LOC108031873|XP_016961121.1|DBIA
OG0001543	LOC108147639|XP_017129783.1|DELE	LOC108023936|XP_016949112.1|DBIA
OG0001544	LOC108136521|XP_017113275.1|DELE	LOC108024700|XP_016950270.1|DBIA
OG0001545	LOC108140936|XP_017119493.1|DELE	LOC108033217|XP_016962968.1|DBIA
OG0001546	LOC108140923|XP_017119475.1|DELE	LOC108033161|XP_016962880.1|DBIA
OG0001547	LOC108135885|XP_017112279.1|DELE	LOC108025598|XP_016951623.1|DBIA
OG0001548	LOC108137715|XP_017115087.1|DELE	LOC108033157|XP_016962874.1|DBIA
OG0001549	LOC108150462|XP_017134133.1|DELE	LOC108033871|XP_016964169.1|DBIA
OG0001550	LOC108140713|XP_017119164.1|DELE	LOC108025398|XP_016951362.1|DBIA
OG0001551	LOC108148628|XP_017131229.1|DELE	LOC108031959|XP_016961237.1|DBIA
OG0001552	LOC108143071|XP_017122773.1|DELE	LOC108032046|XP_016961348.1|DBIA
OG0001553	LOC108135937|XP_017112374.1|DELE	LOC108025937|XP_016952125.1|DBIA
OG0001554	LOC108135866|XP_017112257.1|DELE	LOC108031798|XP_016961005.1|DBIA
OG0001555	LOC108139048|XP_017117155.1|DELE	LOC108034249|XP_016964590.1|DBIA
OG0001556	LOC108137982|XP_017115442.1|DELE	LOC108030357|XP_016958713.1|DBIA
OG0001557	LOC108137708|XP_017115077.1|DELE	LOC108032715|XP_016962223.1|DBIA
OG0001558	LOC108134884|XP_017110870.1|DELE	LOC108025841|XP_016951992.1|DBIA
OG0001559	LOC108136943|XP_017113910.1|DELE	LOC108026424|XP_016952845.1|DBIA
OG0001560	LOC108141091|XP_017119779.1|DELE	LOC108027224|XP_016954042.1|DBIA
OG0001561	LOC108140752|XP_017119219.1|DELE	LOC108024360|XP_016949753.1|DBIA
OG0001562	LOC108135225|XP_017111343.1|DELE	LOC108033714|XP_016963736.1|DBIA
OG0001563	LOC108146894|XP_017128626.1|DELE	LOC108025184|XP_016951024.1|DBIA
OG0001564	LOC108143846|XP_017123887.1|DELE	LOC108031484|XP_016960449.1|DBIA
OG0001565	LOC108143871|XP_017123927.1|DELE	LOC108031679|XP_016960810.1|DBIA
OG0001566	LOC108140401|XP_017118599.1|DELE	LOC108024852|XP_016950483.1|DBIA
OG0001567	LOC108144854|XP_017125490.1|DELE	LOC108022410|XP_016946784.1|DBIA, LOC108022081|XP_016946414.1|DBIA
OG0001568	LOC108139165|XP_017117269.1|DELE	LOC108024520|XP_016949960.1|DBIA
OG0001569	LOC108139346|XP_017117559.1|DELE	LOC108031134|XP_016959837.1|DBIA
OG0001570	LOC108135327|XP_017111508.1|DELE	LOC108031039|XP_016959728.1|DBIA, LOC108031040|XP_016959729.1|DBIA, LOC108031041|XP_016959730.1|DBIA, LOC108031239|XP_016959963.1|DBIA
OG0001571	LOC108141685|XP_017120653.1|DELE	LOC108034302|XP_016964654.1|DBIA
OG0001572	LOC108141627|XP_017120585.1|DELE	LOC108025885|XP_016952050.1|DBIA
OG0001573	LOC108145946|XP_017127143.1|DELE	LOC108035189|XP_016966163.1|DBIA
OG0001574	LOC108137200|XP_017114278.1|DELE	LOC108023662|XP_016948772.1|DBIA
OG0001575	LOC108136771|XP_017113621.1|DELE	LOC108026167|XP_016952411.1|DBIA
OG0001576	LOC108137030|XP_017114019.1|DELE	LOC108024871|XP_016950505.1|DBIA
OG0001577	LOC108148787|XP_017131492.1|DELE	LOC108025283|XP_016951148.1|DBIA
OG0001578	LOC108139075|XP_017117191.1|DELE	LOC108030405|XP_016958779.1|DBIA
OG0001579	LOC108137653|XP_017114973.1|DELE	LOC108023977|XP_016949191.1|DBIA
OG0001580	LOC108143538|XP_017123523.1|DELE	LOC108036501|XP_016968188.1|DBIA
OG0001581	LOC108137269|XP_017114352.1|DELE	LOC108023429|XP_016948406.1|DBIA
OG0001582	LOC108144871|XP_017125511.1|DELE	LOC108023086|XP_016947828.1|DBIA
OG0001583	LOC108149935|XP_017133340.1|DELE	LOC108036346|XP_016967907.1|DBIA
OG0001584	LOC108146376|XP_017127855.1|DELE	LOC108028323|XP_016955549.1|DBIA
OG0001585	LOC108137659|XP_017114982.1|DELE	LOC108035045|XP_016965951.1|DBIA
OG0001586	LOC108142782|XP_017122316.1|DELE	LOC108028512|XP_016955883.1|DBIA
OG0001587	LOC108137603|XP_017114863.1|DELE	LOC108023826|XP_016948964.1|DBIA
OG0001588	LOC108149671|XP_017132906.1|DELE	LOC108030410|XP_016958785.1|DBIA
OG0001589	LOC108134957|XP_017110968.1|DELE	LOC108035842|XP_016967075.1|DBIA
OG0001590	LOC108136812|XP_017113708.1|DELE, LOC108147041|XP_017128803.1|DELE	LOC108026648|XP_016953175.1|DBIA
OG0001591	LOC108148910|XP_017131715.1|DELE	LOC108026387|XP_016952796.1|DBIA
OG0001592	LOC108138098|XP_017115573.1|DELE	LOC108033596|XP_016963427.1|DBIA
OG0001593	LOC108138125|XP_017115647.1|DELE	LOC108034176|XP_016964477.1|DBIA
OG0001594	LOC108138629|XP_017116405.1|DELE	LOC108027660|XP_016954665.1|DBIA
OG0001595	LOC108144692|XP_017125253.1|DELE	LOC108030292|XP_016958614.1|DBIA
OG0001596	LOC108138922|XP_017116978.1|DELE	LOC108032690|XP_016962154.1|DBIA
OG0001597	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE	LOC108022044|XP_016946377.1|DBIA
OG0001598	LOC108138781|XP_017116741.1|DELE	LOC108032615|XP_016962040.1|DBIA
OG0001599	LOC108150721|XP_017134507.1|DELE	LOC108034066|XP_016964310.1|DBIA
OG0001600	LOC108138823|XP_017116811.1|DELE	LOC108029147|XP_016956765.1|DBIA
OG0001601	LOC108148223|XP_017130631.1|DELE	LOC108021859|XP_016946137.1|DBIA
OG0001602	LOC108142093|XP_017121277.1|DELE	LOC108032776|XP_016962267.1|DBIA
OG0001603	LOC108141696|XP_017120668.1|DELE	LOC108032771|XP_016962261.1|DBIA
OG0001604	LOC108141059|XP_017119702.1|DELE	LOC108023529|XP_016948582.1|DBIA
OG0001605	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE	LOC108029782|XP_016957780.1|DBIA
OG0001606	LOC108149206|XP_017132123.1|DELE	LOC108036438|XP_016968111.1|DBIA
OG0001607	LOC108150427|XP_017134074.1|DELE	LOC108035079|XP_016965979.1|DBIA
OG0001608	LOC108135282|XP_017111452.1|DELE	LOC108034024|XP_016964252.1|DBIA
OG0001609	LOC108144230|XP_017124396.1|DELE	LOC108026568|XP_016953009.1|DBIA
OG0001610	LOC108138978|XP_017117051.1|DELE	LOC108032706|XP_016962174.1|DBIA, LOC108033011|XP_016962627.1|DBIA
OG0001611	LOC108141918|XP_017121031.1|DELE	LOC108033999|XP_016964216.1|DBIA
OG0001612	LOC108149243|XP_017132168.1|DELE	LOC108036074|XP_016967510.1|DBIA
OG0001613	LOC108142070|XP_017121245.1|DELE	LOC108034234|XP_016964570.1|DBIA
OG0001614	LOC108145527|XP_017126505.1|DELE	LOC108036613|XP_016968365.1|DBIA
OG0001616	LOC108138291|XP_017115935.1|DELE	LOC108034133|XP_016964411.1|DBIA
OG0001617	LOC108138813|XP_017116796.1|DELE	LOC108032584|XP_016961978.1|DBIA
OG0001618	LOC108141749|XP_017120733.1|DELE	LOC108034349|XP_016964724.1|DBIA
OG0001619	LOC108141933|XP_017121059.1|DELE	LOC108032694|XP_016962157.1|DBIA
OG0001620	LOC108141529|XP_017120451.1|DELE	LOC108026913|XP_016953611.1|DBIA
OG0001621	LOC108141299|XP_017120053.1|DELE	LOC108036301|XP_016967801.1|DBIA
OG0001622	LOC108136455|XP_017113126.1|DELE	LOC108023193|XP_016947933.1|DBIA
OG0001623	LOC108137838|XP_017115253.1|DELE	LOC108029132|XP_016956744.1|DBIA
OG0001624	LOC108135299|XP_017111473.1|DELE	LOC108033837|XP_016963953.1|DBIA
OG0001625	LOC108135244|XP_017111396.1|DELE	LOC108033916|XP_016964076.1|DBIA
OG0001626	LOC108147811|XP_017130043.1|DELE	LOC108036806|XP_016968642.1|DBIA
OG0001627	LOC108148330|XP_017130817.1|DELE	LOC108031695|XP_016960841.1|DBIA
OG0001628	LOC108147078|XP_017128856.1|DELE	LOC108025174|XP_016950941.1|DBIA
OG0001629	LOC108138359|XP_017116016.1|DELE	LOC108025564|XP_016951582.1|DBIA
OG0001630	LOC108137028|XP_017114016.1|DELE	LOC108026314|XP_016952690.1|DBIA
OG0001631	LOC108141196|XP_017119929.1|DELE	LOC108032927|XP_016962485.1|DBIA
OG0001632	LOC108142020|XP_017121184.1|DELE	LOC108032620|XP_016962047.1|DBIA
OG0001633	LOC108140620|XP_017119023.1|DELE	LOC108024627|XP_016950156.1|DBIA
OG0001634	LOC108145134|XP_017125837.1|DELE	LOC108024891|XP_016950519.1|DBIA
OG0001635	LOC108147097|XP_017128872.1|DELE	LOC108025053|XP_016950799.1|DBIA
OG0001636	LOC108141002|XP_017119566.1|DELE	LOC108027058|XP_016953756.1|DBIA
OG0001637	LOC108142989|XP_017122649.1|DELE	LOC108031606|XP_016960676.1|DBIA
OG0001638	LOC108136297|XP_017112871.1|DELE	LOC108023518|XP_016948554.1|DBIA
OG0001639	LOC108147594|XP_017129724.1|DELE	LOC108030943|XP_016959630.1|DBIA
OG0001640	LOC108141147|XP_017119861.1|DELE	LOC108027324|XP_016954220.1|DBIA
OG0001641	LOC108140541|XP_017118860.1|DELE	LOC108025068|XP_016950814.1|DBIA
OG0001642	LOC108136634|XP_017113442.1|DELE	LOC108024045|XP_016949310.1|DBIA
OG0001643	LOC108138274|XP_017115915.1|DELE	LOC108036767|XP_016968596.1|DBIA
OG0001644	LOC108146971|XP_017128717.1|DELE	LOC108028766|XP_016956230.1|DBIA
OG0001645	LOC108143644|XP_017123645.1|DELE, LOC108147085|XP_017128899.1|DELE	LOC108022746|XP_016947326.1|DBIA
OG0001646	LOC108144316|XP_017124505.1|DELE	LOC108022856|XP_016947519.1|DBIA
OG0001647	LOC108149589|XP_017132712.1|DELE	LOC108030033|XP_016958082.1|DBIA
OG0001648	LOC108143200|XP_017122942.1|DELE	LOC108035064|XP_016965942.1|DBIA
OG0001649	LOC108149794|XP_017133147.1|DELE	LOC108036527|XP_016968234.1|DBIA
OG0001650	LOC108143696|XP_017123711.1|DELE	LOC108036522|XP_016968222.1|DBIA
OG0001651	LOC108137552|XP_017114766.1|DELE	LOC108026813|XP_016953467.1|DBIA
OG0001652	LOC108135616|XP_017111920.1|DELE	LOC108028564|XP_016955959.1|DBIA
OG0001653	LOC108143228|XP_017123013.1|DELE	LOC108030847|XP_016959474.1|DBIA
OG0001654	LOC108144328|XP_017124526.1|DELE	LOC108022511|XP_016946969.1|DBIA
OG0001655	LOC108141351|XP_017120156.1|DELE	LOC108036320|XP_016967822.1|DBIA
OG0001656	LOC108147838|XP_017130082.1|DELE	LOC108027688|XP_016954725.1|DBIA
OG0001657	LOC108136153|XP_017112637.1|DELE	LOC108030683|XP_016959205.1|DBIA
OG0001658	LOC108142655|XP_017122145.1|DELE	LOC108035338|XP_016966412.1|DBIA
OG0001659	LOC108146799|XP_017128464.1|DELE	LOC108034392|XP_016964763.1|DBIA
OG0001660	LOC108145935|XP_017127128.1|DELE	LOC108027851|XP_016954939.1|DBIA
OG0001661	LOC108148414|XP_017130943.1|DELE	LOC108032252|XP_016961606.1|DBIA
OG0001662	LOC108147491|XP_017129535.1|DELE	LOC108035319|XP_016966383.1|DBIA
OG0001663	LOC108150039|XP_017133495.1|DELE	LOC108025338|XP_016951262.1|DBIA
OG0001664	LOC108147035|XP_017128783.1|DELE	LOC108026575|XP_016953016.1|DBIA
OG0001665	LOC108143270|XP_017123074.1|DELE	LOC108022143|XP_016946474.1|DBIA
OG0001666	LOC108138808|XP_017116789.1|DELE	LOC108034694|XP_016965127.1|DBIA
OG0001667	LOC108144384|XP_017124648.1|DELE	LOC108022487|XP_016946929.1|DBIA
OG0001668	LOC108142389|XP_017121713.1|DELE	LOC108028305|XP_016955516.1|DBIA
OG0001669	LOC108146355|XP_017127821.1|DELE	LOC108034720|XP_016965150.1|DBIA
OG0001670	LOC108140856|XP_017119330.1|DELE	LOC108025659|XP_016951687.1|DBIA
OG0001670	LOC108136195|XP_017112686.1|DELE, LOC108135960|XP_017112401.1|DELE	LOC108029517|XP_016957304.1|DBIA
OG0001671	LOC108143171|XP_017122905.1|DELE	LOC108028901|XP_016956408.1|DBIA
OG0001672	LOC108137984|XP_017115445.1|DELE, LOC108137985|XP_017115446.1|DELE	LOC108029904|XP_016957883.1|DBIA
OG0001673	LOC108142139|XP_017121324.1|DELE	LOC108022808|XP_016947431.1|DBIA
OG0001673	LOC108142138|XP_017121323.1|DELE	LOC108022172|XP_016946506.1|DBIA
OG0001674	LOC108141566|XP_017120501.1|DELE	LOC108031231|XP_016959956.1|DBIA
OG0001675	LOC108147250|XP_017129137.1|DELE	LOC108026034|XP_016952215.1|DBIA
OG0001675	LOC108147248|XP_017129136.1|DELE	LOC108026083|XP_016952271.1|DBIA
OG0001676	LOC108145342|XP_017126220.1|DELE	LOC108022072|XP_016946406.1|DBIA
OG0001677	LOC108147767|XP_017129986.1|DELE	LOC108036037|XP_016967468.1|DBIA
OG0001677	LOC108147766|XP_017129985.1|DELE	LOC108036066|XP_016967499.1|DBIA
OG0001677	LOC108147829|XP_017130073.1|DELE, LOC108147865|XP_017130112.1|DELE	LOC108036036|XP_016967467.1|DBIA
OG0001678	LOC108136225|XP_017112735.1|DELE	LOC108023441|XP_016948419.1|DBIA
OG0001679	LOC108141376|XP_017120206.1|DELE	LOC108036359|XP_016967930.1|DBIA
OG0001680	LOC108138547|XP_017116306.1|DELE	LOC108022023|XP_016946357.1|DBIA
OG0001681	LOC108137328|XP_017114447.1|DELE	LOC108023732|XP_016948858.1|DBIA
OG0001682	LOC108142443|XP_017121797.1|DELE	LOC108023169|XP_016947900.1|DBIA
OG0001683	LOC108149477|XP_017132580.1|DELE	LOC108036116|XP_016967584.1|DBIA
OG0001684	LOC108145285|XP_017126088.1|DELE	LOC108036003|XP_016967386.1|DBIA
OG0001685	LOC108150507|XP_017134212.1|DELE	LOC108034222|XP_016964553.1|DBIA
OG0001686	LOC108136545|XP_017113333.1|DELE	LOC108035793|XP_016967021.1|DBIA
OG0001687	LOC108137090|XP_017114105.1|DELE	LOC108023270|XP_016948044.1|DBIA
OG0001688	LOC108140643|XP_017119058.1|DELE	LOC108036164|XP_016967647.1|DBIA
OG0001689	LOC108137731|XP_017115119.1|DELE	LOC108036230|XP_016967732.1|DBIA
OG0001690	LOC108147559|XP_017129636.1|DELE	LOC108028341|XP_016955581.1|DBIA
OG0001691	LOC108138240|XP_017115860.1|DELE	LOC108036811|XP_016968649.1|DBIA
OG0001692	LOC108135755|XP_017112085.1|DELE	LOC108031466|XP_016960394.1|DBIA
OG0001693	LOC108136345|XP_017112942.1|DELE	LOC108036464|XP_016968125.1|DBIA
OG0001694	LOC108136845|XP_017113756.1|DELE	LOC108024696|XP_016950267.1|DBIA
OG0001695	LOC108139142|XP_017117250.1|DELE	LOC108030429|XP_016958805.1|DBIA
OG0001696	LOC108140527|XP_017118825.1|DELE	LOC108025039|XP_016950784.1|DBIA
OG0001698	LOC108147684|XP_017129871.1|DELE	LOC108025775|XP_016951863.1|DBIA
OG0001699	LOC108135856|XP_017112238.1|DELE	LOC108031278|XP_016960008.1|DBIA
OG0001700	LOC108139229|XP_017117383.1|DELE	LOC108024538|XP_016949995.1|DBIA
OG0001701	LOC108148286|XP_017130741.1|DELE	LOC108027331|XP_016954232.1|DBIA
OG0001702	LOC108141826|XP_017120896.1|DELE	LOC108034034|XP_016964272.1|DBIA
OG0001703	LOC108148686|XP_017131323.1|DELE	LOC108032130|XP_016961452.1|DBIA
OG0001704	LOC108148739|XP_017131419.1|DELE	LOC108031113|XP_016959814.1|DBIA
OG0001705	LOC108148838|XP_017131594.1|DELE	LOC108025439|XP_016951419.1|DBIA
OG0001706	LOC108146787|XP_017128447.1|DELE, LOC108137430|XP_017114586.1|DELE	LOC108026721|XP_016953324.1|DBIA
OG0001707	LOC108148804|XP_017131520.1|DELE	LOC108024709|XP_016950289.1|DBIA
OG0001708	LOC108139348|XP_017117561.1|DELE	LOC108031108|XP_016959807.1|DBIA
OG0001709	LOC108146492|XP_017128013.1|DELE	LOC108035572|XP_016966732.1|DBIA
OG0001710	LOC108143926|XP_017123999.1|DELE	LOC108032026|XP_016961325.1|DBIA
OG0001711	LOC108148729|XP_017131396.1|DELE	LOC108031591|XP_016960651.1|DBIA
OG0001712	LOC108136737|XP_017113566.1|DELE	LOC108026148|XP_016952371.1|DBIA
OG0001713	LOC108140778|XP_017119254.1|DELE	LOC108024506|XP_016949941.1|DBIA
OG0001714	LOC108141044|XP_017119670.1|DELE	LOC108032896|XP_016962423.1|DBIA
OG0001715	LOC108150024|XP_017133473.1|DELE	LOC108033219|XP_016962971.1|DBIA
OG0001716	LOC108136637|XP_017113446.1|DELE	LOC108024046|XP_016949311.1|DBIA
OG0001717	LOC108148776|XP_017131474.1|DELE	LOC108025272|XP_016951122.1|DBIA
OG0001718	LOC108137372|XP_017114503.1|DELE	LOC108031525|XP_016960538.1|DBIA
OG0001719	LOC108148675|XP_017131298.1|DELE	LOC108024647|XP_016950188.1|DBIA
OG0001720	LOC108135543|XP_017111783.1|DELE	LOC108031036|XP_016959726.1|DBIA
OG0001721	LOC108143815|XP_017123826.1|DELE	LOC108031250|XP_016959976.1|DBIA
OG0001722	LOC108146080|XP_017127385.1|DELE	LOC108030587|XP_016959045.1|DBIA
OG0001723	LOC108140484|XP_017118726.1|DELE	LOC108030716|XP_016959246.1|DBIA
OG0001724	LOC108145202|XP_017125933.1|DELE	LOC108026674|XP_016953237.1|DBIA
OG0001725	LOC108144324|XP_017124515.1|DELE	LOC108022797|XP_016947420.1|DBIA
OG0001726	LOC108142582|XP_017122027.1|DELE	LOC108028467|XP_016955815.1|DBIA
OG0001727	LOC108148864|XP_017131653.1|DELE	LOC108031835|XP_016961073.1|DBIA
OG0001728	LOC108144734|XP_017125319.1|DELE	LOC108030284|XP_016958603.1|DBIA
OG0001729	LOC108141310|XP_017120064.1|DELE	LOC108022443|XP_016946833.1|DBIA
OG0001730	LOC108138208|XP_017115817.1|DELE	LOC108034021|XP_016964245.1|DBIA
OG0001731	LOC108138803|XP_017116784.1|DELE	LOC108030013|XP_016958016.1|DBIA
OG0001732	LOC108148399|XP_017130921.1|DELE	LOC108021918|XP_016946234.1|DBIA
OG0001733	LOC108145243|XP_017126001.1|DELE	LOC108026785|XP_016953433.1|DBIA
OG0001734	LOC108145543|XP_017126532.1|DELE	LOC108036590|XP_016968338.1|DBIA
OG0001735	LOC108142677|XP_017122171.1|DELE	LOC108028001|XP_016955118.1|DBIA
OG0001736	LOC108145182|XP_017125910.1|DELE	LOC108030442|XP_016958823.1|DBIA
OG0001737	LOC108143472|XP_017123404.1|DELE	LOC108022601|XP_016947124.1|DBIA
OG0001738	LOC108135689|XP_017112019.1|DELE	LOC108035608|XP_016966782.1|DBIA
OG0001739	LOC108138356|XP_017116018.1|DELE, LOC108149909|XP_017133299.1|DELE	LOC108021984|XP_016946313.1|DBIA
OG0001740	LOC108143429|XP_017123333.1|DELE	LOC108022477|XP_016946917.1|DBIA
OG0001741	LOC108142935|XP_017122519.1|DELE	LOC108023872|XP_016949041.1|DBIA
