Orthogroup	DELE.longest_only	DSER.longest_only
OG0000739	LOC108136024|XP_017112447.1|DELE	LOC110187870|XP_020813013.1|DSER
OG0000739	LOC108135406|XP_017111596.1|DELE	LOC110187724|XP_020812830.1|DSER
OG0000740	LOC108139276|XP_017117458.1|DELE	LOC110187915|XP_020813078.1|DSER
OG0000741	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE	LOC110181662|XP_020805130.1|DSER
OG0000742	LOC108144402|XP_017124685.1|DELE	LOC110175920|XP_020797757.1|DSER
OG0000742	LOC108144872|XP_017125517.1|DELE	LOC110176083|XP_020797984.1|DSER
OG0000743	LOC108146011|XP_017127275.1|DELE	LOC110187020|XP_020812047.1|DSER
OG0000743	LOC108135361|XP_017111541.1|DELE	LOC110177955|XP_020800604.1|DSER
OG0000745	LOC108145394|XP_017126281.1|DELE	LOC110182996|XP_020806847.1|DSER
OG0000745	LOC108149756|XP_017133058.1|DELE	LOC110189444|XP_020815175.1|DSER
OG0000746	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE	LOC110182897|XP_020806710.1|DSER
OG0000747	LOC108137670|XP_017115018.1|DELE	LOC110189993|XP_020815950.1|DSER
OG0000747	LOC108150569|XP_017134306.1|DELE	LOC110190150|XP_020816139.1|DSER
OG0000748	LOC108147888|XP_017130136.1|DELE	LOC110184925|XP_020809230.1|DSER
OG0000748	LOC108138427|XP_017116115.1|DELE	LOC110182496|XP_020806204.1|DSER
OG0000750	LOC108142897|XP_017122473.1|DELE	LOC110191049|XP_020817432.1|DSER
OG0000751	LOC108149137|XP_017132032.1|DELE	LOC110181657|XP_020805125.1|DSER, LOC110182779|XP_020806566.1|DSER
OG0000751	LOC108149141|XP_017132035.1|DELE	LOC110181664|XP_020805140.1|DSER
OG0000752	LOC108136941|XP_017113907.1|DELE	LOC110190914|XP_020817234.1|DSER
OG0000753	LOC108134792|XP_017110730.1|DELE	LOC110191296|XP_020817764.1|DSER
OG0000753	LOC108142189|XP_017121362.1|DELE	LOC110190603|XP_020816855.1|DSER
OG0000754	LOC108150017|XP_017133460.1|DELE	LOC110180628|XP_020803975.1|DSER
OG0000754	LOC108145569|XP_017126568.1|DELE	LOC110181767|XP_020805295.1|DSER
OG0000755	LOC108135732|XP_017112058.1|DELE	LOC110184559|XP_020808796.1|DSER
OG0000755	LOC108135697|XP_017112031.1|DELE	LOC110184687|XP_020808962.1|DSER
OG0000756	LOC108143782|XP_017123798.1|DELE	LOC110191247|XP_020817686.1|DSER
OG0000756	LOC108143781|XP_017123797.1|DELE	LOC110191158|XP_020817575.1|DSER
OG0000757	LOC108146532|XP_017128061.1|DELE	LOC110182774|XP_020806556.1|DSER
OG0000758	LOC108146501|XP_017128026.1|DELE	LOC110188380|XP_020813756.1|DSER
OG0000758	LOC108146468|XP_017127971.1|DELE	LOC110188601|XP_020814023.1|DSER, LOC110189440|XP_020815173.1|DSER
OG0000759	LOC108146482|XP_017127997.1|DELE	LOC110188827|XP_020814377.1|DSER
OG0000759	LOC108146451|XP_017127951.1|DELE	LOC110188819|XP_020814358.1|DSER
OG0000760	LOC108149194|XP_017132107.1|DELE	LOC110181147|XP_020804482.1|DSER, LOC110180233|XP_020803551.1|DSER
OG0000761	LOC108141979|XP_017121122.1|DELE	LOC110183375|XP_020807296.1|DSER
OG0000761	LOC108141661|XP_017120619.1|DELE	LOC110183327|XP_020807235.1|DSER
OG0000762	LOC108149367|XP_017132358.1|DELE	LOC110183840|XP_020807850.1|DSER
OG0000762	LOC108147869|XP_017130116.1|DELE	LOC110184923|XP_020809228.1|DSER
OG0000763	LOC108141722|XP_017120704.1|DELE	LOC110187461|XP_020812508.1|DSER
OG0000763	LOC108141731|XP_017120713.1|DELE	LOC110187459|XP_020812506.1|DSER
OG0000764	LOC108143825|XP_017123851.1|DELE	LOC110188099|XP_020813312.1|DSER
OG0000764	LOC108148171|XP_017130559.1|DELE	LOC110182040|XP_020805629.1|DSER
OG0000765	LOC108146428|XP_017127921.1|DELE	LOC110178801|XP_020801713.1|DSER
OG0000765	LOC108135924|XP_017112356.1|DELE	LOC110179450|XP_020802657.1|DSER
OG0000766	LOC108141742|XP_017120724.1|DELE	LOC110181439|XP_020804841.1|DSER
OG0000766	LOC108137114|XP_017114129.1|DELE	LOC110179664|XP_020802935.1|DSER
OG0000767	LOC108137442|XP_017114595.1|DELE	LOC110180350|XP_020803671.1|DSER, LOC110187196|XP_020812253.1|DSER
OG0000767	LOC108146476|XP_017127983.1|DELE	LOC110189942|XP_020815888.1|DSER
OG0000768	LOC108142771|XP_017122301.1|DELE	LOC110184654|XP_020808913.1|DSER
OG0000769	LOC108149006|XP_017131839.1|DELE	LOC110191941|XP_020818617.1|DSER
OG0000769	LOC108144856|XP_017125496.1|DELE	LOC110179358|XP_020802530.1|DSER
OG0000770	LOC108141419|XP_017120284.1|DELE	LOC110177983|XP_020800634.1|DSER
OG0000771	LOC108146444|XP_017127941.1|DELE	LOC110183718|XP_020807726.1|DSER
OG0000771	LOC108146410|XP_017127901.1|DELE	LOC110183717|XP_020807725.1|DSER
OG0000772	LOC108149891|XP_017133277.1|DELE, LOC108137301|XP_017114414.1|DELE	LOC110184043|XP_020808076.1|DSER
OG0000772	LOC108141266|XP_017120023.1|DELE	LOC110178317|XP_020801087.1|DSER
OG0000773	LOC108136337|XP_017112934.1|DELE, LOC108147024|XP_017128769.1|DELE	LOC110182928|XP_020806764.1|DSER
OG0000773	LOC108134893|XP_017110885.1|DELE	LOC110180078|XP_020803359.1|DSER
OG0000774	LOC108144155|XP_017124288.1|DELE, LOC108144676|XP_017125225.1|DELE	LOC110191633|XP_020818181.1|DSER, LOC110191632|XP_020818180.1|DSER
OG0000775	LOC108149092|XP_017131977.1|DELE	LOC110189771|XP_020815650.1|DSER
OG0000775	LOC108134609|XP_017110472.1|DELE	LOC110178303|XP_020801052.1|DSER
OG0000776	LOC108139150|XP_017117257.1|DELE, LOC108142625|XP_017122103.1|DELE	LOC110189923|XP_020815859.1|DSER
OG0000777	LOC108140369|XP_017118552.1|DELE, LOC108140368|XP_017118551.1|DELE, LOC108140475|XP_017118703.1|DELE, LOC108140480|XP_017118709.1|DELE	LOC110187988|XP_020813169.1|DSER, LOC110188062|XP_020813271.1|DSER, LOC110187989|XP_020813170.1|DSER
OG0000778	LOC108147507|XP_017129564.1|DELE	LOC110176135|XP_020798029.1|DSER
OG0000779	LOC108136561|XP_017113359.1|DELE	LOC110181856|XP_020805433.1|DSER
OG0000780	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE	LOC110189273|XP_020814951.1|DSER
OG0000781	LOC108136493|XP_017113200.1|DELE	LOC110184279|XP_020808409.1|DSER
OG0000781	LOC108143140|XP_017122876.1|DELE	LOC110190118|XP_020816091.1|DSER
OG0000782	LOC108142521|XP_017121929.1|DELE	LOC110179034|XP_020802047.1|DSER
OG0000782	LOC108147742|XP_017129961.1|DELE	LOC110184210|XP_020808316.1|DSER
OG0000783	LOC108142661|XP_017122151.1|DELE	LOC110179021|XP_020802025.1|DSER
OG0000783	LOC108141338|XP_017120135.1|DELE	LOC110182099|XP_020805743.1|DSER
OG0000784	LOC108135893|XP_017112299.1|DELE	LOC110176119|XP_020798016.1|DSER
OG0000785	LOC108147198|XP_017129041.1|DELE	LOC110177359|XP_020799711.1|DSER
OG0000786	LOC108140511|XP_017118791.1|DELE	LOC110177248|XP_020799555.1|DSER
OG0000787	LOC108150197|XP_017133697.1|DELE	LOC110190765|XP_020817054.1|DSER
OG0000788	LOC108149370|XP_017132363.1|DELE	LOC110180004|XP_020803253.1|DSER
OG0000788	LOC108142780|XP_017122313.1|DELE	LOC110176705|XP_020798802.1|DSER
OG0000789	LOC108137773|XP_017115164.1|DELE	LOC110182717|XP_020806475.1|DSER
OG0000789	LOC108137795|XP_017115188.1|DELE	LOC110182720|XP_020806479.1|DSER
OG0000790	LOC108145509|XP_017126468.1|DELE	LOC110177004|XP_020799173.1|DSER
OG0000790	LOC108145501|XP_017126455.1|DELE	LOC110176935|XP_020799093.1|DSER
OG0000791	LOC108147210|XP_017129057.1|DELE	LOC110186194|XP_020810912.1|DSER
OG0000791	LOC108148633|XP_017131234.1|DELE	LOC110186319|XP_020811114.1|DSER
OG0000792	LOC108147825|XP_017130068.1|DELE	LOC110185702|XP_020810332.1|DSER
OG0000793	LOC108136816|XP_017113709.1|DELE, LOC108137272|XP_017114356.1|DELE	LOC110188258|XP_020813603.1|DSER
OG0000794	LOC108138500|XP_017116210.1|DELE	LOC110179550|XP_020802792.1|DSER
OG0000795	LOC108137638|XP_017114932.1|DELE	LOC110184426|XP_020808621.1|DSER
OG0000795	LOC108140429|XP_017118643.1|DELE	LOC110188563|XP_020813980.1|DSER
OG0000796	LOC108139119|XP_017117221.1|DELE	LOC110191800|XP_020818410.1|DSER
OG0000796	LOC108145098|XP_017125782.1|DELE	LOC110181565|XP_020805014.1|DSER
OG0000797	LOC108139263|XP_017117439.1|DELE	LOC110184153|XP_020808223.1|DSER
OG0000797	LOC108139262|XP_017117438.1|DELE	LOC110186301|XP_020811080.1|DSER
OG0000798	LOC108149084|XP_017131952.1|DELE	LOC110179895|XP_020803154.1|DSER, LOC110188120|XP_020813400.1|DSER
OG0000799	LOC108135045|XP_017111073.1|DELE	LOC110176608|XP_020798690.1|DSER
OG0000799	LOC108140928|XP_017119485.1|DELE	LOC110179502|XP_020802737.1|DSER
OG0000800	LOC108142437|XP_017121789.1|DELE	LOC110178758|XP_020801650.1|DSER
OG0000801	LOC108141802|XP_017120852.1|DELE	LOC110177942|XP_020800583.1|DSER
OG0000802	LOC108141480|XP_017120384.1|DELE	LOC110188344|XP_020813711.1|DSER
OG0000802	LOC108141667|XP_017120633.1|DELE	LOC110182002|XP_020805595.1|DSER
OG0000803	LOC108135343|XP_017111524.1|DELE	LOC110183416|XP_020807352.1|DSER
OG0000803	LOC108146301|XP_017127738.1|DELE	LOC110178613|XP_020801457.1|DSER
OG0000804	LOC108137898|XP_017115328.1|DELE	LOC110178301|XP_020801049.1|DSER
OG0000804	LOC108148298|XP_017130768.1|DELE	LOC110191792|XP_020818402.1|DSER
OG0000805	LOC108149102|XP_017131988.1|DELE	LOC110178199|XP_020800934.1|DSER
OG0000805	LOC108149103|XP_017131989.1|DELE	LOC110178285|XP_020801060.1|DSER
OG0000806	LOC108147776|XP_017129994.1|DELE	LOC110183087|XP_020806936.1|DSER
OG0000807	LOC108149408|XP_017132453.1|DELE	LOC110176821|XP_020798928.1|DSER
OG0000807	LOC108150154|XP_017133611.1|DELE	LOC110190663|XP_020816923.1|DSER
OG0000808	LOC108148502|XP_017131028.1|DELE	LOC110186284|XP_020811056.1|DSER, LOC110186626|XP_020811536.1|DSER
OG0000810	LOC108147357|XP_017129276.1|DELE	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER
OG0000811	LOC108135855|XP_017112237.1|DELE	LOC110187803|XP_020812936.1|DSER
OG0000811	LOC108137926|XP_017115360.1|DELE	LOC110181534|XP_020804978.1|DSER
OG0000812	LOC108134938|XP_017110951.1|DELE	LOC110181725|XP_020805242.1|DSER
OG0000813	LOC108145032|XP_017125704.1|DELE	LOC110189495|XP_020815244.1|DSER
OG0000814	LOC108150422|XP_017134068.1|DELE	LOC110181192|XP_020804532.1|DSER
OG0000815	LOC108149331|XP_017132287.1|DELE	LOC110187383|XP_020812431.1|DSER, LOC110177656|XP_020800127.1|DSER
OG0000816	LOC108145025|XP_017125699.1|DELE	LOC110181540|XP_020804981.1|DSER
OG0000816	LOC108141056|XP_017119695.1|DELE	LOC110188695|XP_020814158.1|DSER
OG0000817	LOC108147314|XP_017129227.1|DELE	LOC110186202|XP_020810921.1|DSER
OG0000817	LOC108147315|XP_017129229.1|DELE	LOC110186220|XP_020810941.1|DSER
OG0000818	LOC108137710|XP_017115082.1|DELE	LOC110179675|XP_020802945.1|DSER
OG0000818	LOC108138131|XP_017115664.1|DELE	LOC110184006|XP_020808030.1|DSER
OG0000819	LOC108135407|XP_017111593.1|DELE	LOC110181626|XP_020805094.1|DSER
OG0000819	LOC108135454|XP_017111687.1|DELE	LOC110181526|XP_020804962.1|DSER
OG0000820	LOC108134839|XP_017110790.1|DELE	LOC110180121|XP_020803424.1|DSER
OG0000820	LOC108143611|XP_017123624.1|DELE	LOC110189629|XP_020815427.1|DSER
OG0000821	LOC108136740|XP_017113572.1|DELE	LOC110187873|XP_020813016.1|DSER
OG0000821	LOC108135387|XP_017111573.1|DELE	LOC110179265|XP_020802379.1|DSER
OG0000822	LOC108135550|XP_017111787.1|DELE	LOC110190079|XP_020816044.1|DSER
OG0000822	LOC108149263|XP_017132194.1|DELE	LOC110183847|XP_020807856.1|DSER
OG0000824	LOC108138354|XP_017116014.1|DELE	LOC110183984|XP_020808000.1|DSER
OG0000825	LOC108135472|XP_017111702.1|DELE	LOC110190343|XP_020816403.1|DSER
OG0000825	LOC108138064|XP_017115529.1|DELE	LOC110182392|XP_020806090.1|DSER
OG0000826	LOC108144454|XP_017124834.1|DELE	LOC110189298|XP_020814988.1|DSER, LOC110176788|XP_020798885.1|DSER
OG0000827	LOC108142173|XP_017121347.1|DELE, LOC108142482|XP_017121856.1|DELE, LOC108142174|XP_017121348.1|DELE, LOC108142175|XP_017121349.1|DELE	LOC110184761|XP_020809051.1|DSER, LOC110184760|XP_020809050.1|DSER
OG0000828	LOC108140815|XP_017119310.1|DELE	LOC110187912|XP_020813074.1|DSER
OG0000830	LOC108147734|XP_017129952.1|DELE	LOC110184189|XP_020808274.1|DSER
OG0000831	LOC108142195|XP_017121369.1|DELE	LOC110178896|XP_020801831.1|DSER
OG0000832	LOC108141544|XP_017120474.1|DELE	LOC110188937|XP_020814535.1|DSER, LOC110188955|XP_020814553.1|DSER, LOC110176380|XP_020798370.1|DSER
OG0000833	LOC108145626|XP_017126651.1|DELE	LOC110185247|XP_020809641.1|DSER
OG0000834	LOC108148531|XP_017131060.1|DELE	LOC110176493|XP_020798525.1|DSER
OG0000835	LOC108146782|XP_017128419.1|DELE	LOC110187766|XP_020812890.1|DSER
OG0000836	LOC108135194|XP_017111305.1|DELE	LOC110185048|XP_020809369.1|DSER
OG0000836	LOC108141914|XP_017121022.1|DELE	LOC110183299|XP_020807196.1|DSER
OG0000837	LOC108144746|XP_017125337.1|DELE	LOC110191487|XP_020818011.1|DSER
OG0000837	LOC108137187|XP_017114259.1|DELE	LOC110183264|XP_020807148.1|DSER
OG0000838	LOC108139072|XP_017117184.1|DELE	LOC110176914|XP_020799064.1|DSER
OG0000838	LOC108138661|XP_017116490.1|DELE	LOC110176998|XP_020799166.1|DSER
OG0000839	LOC108148385|XP_017130900.1|DELE	LOC110187666|XP_020812743.1|DSER
OG0000839	LOC108136676|XP_017113488.1|DELE	LOC110187831|XP_020812968.1|DSER
OG0000840	LOC108149896|XP_017133284.1|DELE	LOC110189280|XP_020814962.1|DSER
OG0000840	LOC108138584|XP_017116361.1|DELE	LOC110177961|XP_020800612.1|DSER, LOC110184582|XP_020808826.1|DSER
OG0000841	LOC108137602|XP_017114847.1|DELE	LOC110187844|XP_020812985.1|DSER
OG0000842	LOC108147066|XP_017128847.1|DELE	LOC110182963|XP_020806814.1|DSER
OG0000842	LOC108137008|XP_017113995.1|DELE	LOC110177169|XP_020799414.1|DSER
OG0000843	LOC108144818|XP_017125438.1|DELE	LOC110191478|XP_020817998.1|DSER
OG0000844	LOC108144642|XP_017125174.1|DELE	LOC110191625|XP_020818173.1|DSER
OG0000844	LOC108141033|XP_017119622.1|DELE	LOC110191858|XP_020818496.1|DSER
OG0000845	LOC108142861|XP_017122420.1|DELE	LOC110184127|XP_020808194.1|DSER
OG0000845	LOC108142787|XP_017122322.1|DELE	LOC110180458|XP_020803793.1|DSER
OG0000846	LOC108148741|XP_017131418.1|DELE	LOC110186481|XP_020811327.1|DSER
OG0000847	LOC108145036|XP_017125709.1|DELE	LOC110179209|XP_020802301.1|DSER
OG0000847	LOC108144417|XP_017124755.1|DELE	LOC110178258|XP_020800979.1|DSER
OG0000848	LOC108148054|XP_017130395.1|DELE	LOC110182287|XP_020805963.1|DSER
OG0000848	LOC108135192|XP_017111302.1|DELE	LOC110185076|XP_020809415.1|DSER
OG0000849	LOC108138135|XP_017115672.1|DELE	LOC110183981|XP_020807996.1|DSER
OG0000849	LOC108147859|XP_017130106.1|DELE	LOC110185935|XP_020810607.1|DSER
OG0000850	LOC108137526|XP_017114731.1|DELE	LOC110177691|XP_020800176.1|DSER
OG0000850	LOC108137527|XP_017114733.1|DELE	LOC110177682|XP_020800165.1|DSER
OG0000851	LOC108144340|XP_017124553.1|DELE	LOC110179668|XP_020802942.1|DSER
OG0000852	LOC108145137|XP_017125841.1|DELE	LOC110178466|XP_020801265.1|DSER
OG0000854	LOC108149866|XP_017133235.1|DELE	LOC110183060|XP_020806905.1|DSER
OG0000854	LOC108149863|XP_017133232.1|DELE	LOC110183043|XP_020806887.1|DSER, LOC110183049|XP_020806892.1|DSER
OG0000855	LOC108150402|XP_017134049.1|DELE	LOC110182211|XP_020805898.1|DSER
OG0000855	LOC108143793|XP_017123805.1|DELE	LOC110186819|XP_020811766.1|DSER
OG0000856	LOC108146886|XP_017128609.1|DELE	LOC110190257|XP_020816279.1|DSER
OG0000857	LOC108144663|XP_017125202.1|DELE	LOC110175918|XP_020797755.1|DSER
OG0000858	LOC108134976|XP_017110997.1|DELE, LOC108134967|XP_017110987.1|DELE	LOC110187658|XP_020812736.1|DSER
OG0000860	LOC108146155|XP_017127511.1|DELE	LOC110182767|XP_020806542.1|DSER
OG0000861	LOC108143316|XP_017123123.1|DELE	LOC110177036|XP_020799212.1|DSER, LOC110177022|XP_020799196.1|DSER
OG0000862	LOC108145488|XP_017126434.1|DELE	LOC110179194|XP_020802267.1|DSER
OG0000862	LOC108137806|XP_017115202.1|DELE	LOC110183130|XP_020806980.1|DSER
OG0000863	LOC108148980|XP_017131810.1|DELE	LOC110188028|XP_020813225.1|DSER
OG0000864	LOC108149274|XP_017132206.1|DELE	LOC110185084|XP_020809426.1|DSER
OG0000864	LOC108149980|XP_017133390.1|DELE	LOC110180328|XP_020803644.1|DSER
OG0000865	LOC108139221|XP_017117368.1|DELE	LOC110184090|XP_020808137.1|DSER
OG0000866	LOC108148016|XP_017130339.1|DELE	LOC110185946|XP_020810621.1|DSER
OG0000866	LOC108148011|XP_017130331.1|DELE	LOC110185898|XP_020810569.1|DSER
OG0000867	LOC108138649|XP_017116477.1|DELE	LOC110186025|XP_020810720.1|DSER
OG0000867	LOC108142132|XP_017121316.1|DELE	LOC110183343|XP_020807256.1|DSER
OG0000868	LOC108145019|XP_017125685.1|DELE	LOC110181529|XP_020804967.1|DSER
OG0000869	LOC108141089|XP_017119777.1|DELE	LOC110188405|XP_020813789.1|DSER
OG0000870	LOC108144479|XP_017124893.1|DELE	LOC110191503|XP_020818028.1|DSER
OG0000871	LOC108144730|XP_017125316.1|DELE	LOC110177856|XP_020800462.1|DSER
OG0000872	LOC108144506|XP_017124929.1|DELE	LOC110191668|XP_020818228.1|DSER
OG0000873	LOC108143199|XP_017122941.1|DELE	LOC110179846|XP_020803113.1|DSER
OG0000874	LOC108144597|XP_017125091.1|DELE	LOC110186326|XP_020811165.1|DSER
OG0000875	LOC108142203|XP_017121382.1|DELE	LOC110190111|XP_020816079.1|DSER
OG0000877	LOC108145981|XP_017127204.1|DELE	LOC110190319|XP_020816373.1|DSER, LOC110178557|XP_020801386.1|DSER
OG0000877	LOC108137089|XP_017114104.1|DELE	LOC110182652|XP_020806382.1|DSER
OG0000878	LOC108142123|XP_017121310.1|DELE	LOC110177972|XP_020800623.1|DSER
OG0000879	LOC108144966|XP_017125602.1|DELE	LOC110191981|XP_020818671.1|DSER
OG0000880	LOC108137063|XP_017114059.1|DELE	LOC110178178|XP_020800871.1|DSER
OG0000880	LOC108150130|XP_017133586.1|DELE	LOC110184692|XP_020808963.1|DSER
OG0000881	LOC108142244|XP_017121452.1|DELE	LOC110190224|XP_020816244.1|DSER, LOC110190112|XP_020816081.1|DSER
OG0000881	LOC108142277|XP_017121495.1|DELE, LOC108142856|XP_017122415.1|DELE	LOC110190110|XP_020816078.1|DSER
OG0000882	LOC108147719|XP_017129934.1|DELE	LOC110181618|XP_020805081.1|DSER
OG0000884	LOC108138679|XP_017116515.1|DELE	LOC110179175|XP_020802235.1|DSER
OG0000885	LOC108135768|XP_017112108.1|DELE	LOC110186809|XP_020811751.1|DSER
OG0000886	LOC108136847|XP_017113760.1|DELE	LOC110188142|XP_020813397.1|DSER
OG0000887	LOC108144973|XP_017125622.1|DELE	LOC110181528|XP_020804965.1|DSER
OG0000888	LOC108146025|XP_017127293.1|DELE	LOC110178719|XP_020801582.1|DSER, LOC110178720|XP_020801583.1|DSER
OG0000889	LOC108149900|XP_017133292.1|DELE	LOC110190342|XP_020816401.1|DSER
OG0000890	LOC108137557|XP_017114772.1|DELE	LOC110177323|XP_020799659.1|DSER
OG0000890	LOC108137084|XP_017114097.1|DELE	LOC110184934|XP_020809238.1|DSER
OG0000891	LOC108149364|XP_017132353.1|DELE	LOC110182676|XP_020806422.1|DSER
OG0000891	LOC108138254|XP_017115885.1|DELE	LOC110184987|XP_020809298.1|DSER
OG0000892	LOC108150152|XP_017133609.1|DELE	LOC110181261|XP_020804627.1|DSER
OG0000892	LOC108142587|XP_017122039.1|DELE	LOC110184645|XP_020808905.1|DSER
OG0000893	LOC108141017|XP_017119582.1|DELE	LOC110188553|XP_020813970.1|DSER
OG0000894	LOC108141203|XP_017119937.1|DELE	LOC110177192|XP_020799446.1|DSER
OG0000895	LOC108139239|XP_017117403.1|DELE	LOC110179750|XP_020803029.1|DSER
OG0000895	LOC108137972|XP_017115429.1|DELE, LOC108137051|XP_017114028.1|DELE	LOC110179729|XP_020803008.1|DSER, LOC110179740|XP_020803018.1|DSER
OG0000896	LOC108137912|XP_017115342.1|DELE	LOC110181590|XP_020805046.1|DSER
OG0000896	LOC108141222|XP_017119966.1|DELE	LOC110179542|XP_020802781.1|DSER
OG0000897	LOC108147129|XP_017128909.1|DELE	LOC110186216|XP_020810938.1|DSER
OG0000897	LOC108147128|XP_017128908.1|DELE	LOC110186217|XP_020810939.1|DSER
OG0000898	LOC108144742|XP_017125331.1|DELE	LOC110181308|XP_020804691.1|DSER
OG0000898	LOC108149193|XP_017132105.1|DELE	LOC110178240|XP_020800953.1|DSER
OG0000899	LOC108147329|XP_017129244.1|DELE	LOC110181221|XP_020804574.1|DSER, LOC110185850|XP_020810520.1|DSER, LOC110185839|XP_020810510.1|DSER
OG0000899	LOC108144030|XP_017124149.1|DELE	LOC110184754|XP_020809046.1|DSER
OG0000900	LOC108137522|XP_017114725.1|DELE	LOC110181215|XP_020804563.1|DSER
OG0000900	LOC108137649|XP_017114970.1|DELE, LOC108137523|XP_017114726.1|DELE	LOC110179162|XP_020802219.1|DSER
OG0000901	LOC108143673|XP_017123673.1|DELE	LOC110177783|XP_020800311.1|DSER, LOC110177818|XP_020800367.1|DSER
OG0000901	LOC108143640|XP_017123643.1|DELE	LOC110177792|XP_020800321.1|DSER
OG0000902	LOC108138488|XP_017116179.1|DELE	LOC110184546|XP_020808780.1|DSER
OG0000902	LOC108138443|XP_017116132.1|DELE	LOC110184571|XP_020808804.1|DSER
OG0000903	LOC108146933|XP_017128671.1|DELE	LOC110187268|XP_020812318.1|DSER
OG0000903	LOC108146950|XP_017128694.1|DELE	LOC110187223|XP_020812282.1|DSER
OG0000904	LOC108146308|XP_017127753.1|DELE	LOC110182764|XP_020806540.1|DSER
OG0000904	LOC108146309|XP_017127754.1|DELE	LOC110182766|XP_020806541.1|DSER
OG0000904	LOC108145800|XP_017126864.1|DELE	LOC110182783|XP_020806568.1|DSER
OG0000906	LOC108144925|XP_017125580.1|DELE	LOC110178768|XP_020801670.1|DSER
OG0000906	LOC108144924|XP_017125579.1|DELE	LOC110180329|XP_020803650.1|DSER
OG0000907	LOC108144819|XP_017125439.1|DELE	LOC110191514|XP_020818040.1|DSER
OG0000909	LOC108135867|XP_017112259.1|DELE	LOC110188066|XP_020813276.1|DSER
OG0000910	LOC108135074|XP_017111123.1|DELE	LOC110186495|XP_020811349.1|DSER
OG0000911	LOC108144864|XP_017125503.1|DELE	LOC110190550|XP_020816764.1|DSER
OG0000912	LOC108136143|XP_017112626.1|DELE, LOC108136025|XP_017112443.1|DELE	LOC110179982|XP_020803231.1|DSER
OG0000913	LOC108146766|XP_017128391.1|DELE	LOC110190681|XP_020816950.1|DSER
OG0000914	LOC108137890|XP_017115318.1|DELE	LOC110178357|XP_020801149.1|DSER
OG0000915	LOC108137908|XP_017115337.1|DELE	LOC110176347|XP_020798334.1|DSER
OG0000915	LOC108137067|XP_017114062.1|DELE	LOC110178330|XP_020801102.1|DSER
OG0000916	LOC108149407|XP_017132433.1|DELE	LOC110176819|XP_020798927.1|DSER
OG0000917	LOC108149337|XP_017132313.1|DELE	LOC110184978|XP_020809287.1|DSER
OG0000918	LOC108140323|XP_017118497.1|DELE	LOC110183429|XP_020807369.1|DSER
OG0000918	LOC108138773|XP_017116722.1|DELE	LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER
OG0000920	LOC108148109|XP_017130446.1|DELE	LOC110176007|XP_020797871.1|DSER
OG0000921	LOC108136278|XP_017112847.1|DELE, LOC108136308|XP_017112892.1|DELE	LOC110180128|XP_020803428.1|DSER, LOC110180169|XP_020803487.1|DSER
OG0000922	LOC108146438|XP_017127931.1|DELE	LOC110183692|XP_020807690.1|DSER
OG0000923	LOC108135512|XP_017111745.1|DELE	LOC110178928|XP_020801878.1|DSER
OG0000923	LOC108143893|XP_017123957.1|DELE	LOC110187921|XP_020813091.1|DSER
OG0000924	LOC108137660|XP_017114984.1|DELE	LOC110178852|XP_020801770.1|DSER
OG0000925	LOC108148494|XP_017131018.1|DELE, LOC108149029|XP_017131867.1|DELE	LOC110186884|XP_020811843.1|DSER
OG0000926	LOC108148248|XP_017130654.1|DELE	LOC110191915|XP_020818559.1|DSER
OG0000926	LOC108140453|XP_017118674.1|DELE	LOC110191835|XP_020818459.1|DSER
OG0000927	LOC108148471|XP_017130992.1|DELE	LOC110186825|XP_020811771.1|DSER
OG0000927	LOC108148523|XP_017131050.1|DELE	LOC110186603|XP_020811493.1|DSER
OG0000928	LOC108141934|XP_017121061.1|DELE, LOC108141936|XP_017121063.1|DELE	LOC110181418|XP_020804818.1|DSER, LOC110179867|XP_020803126.1|DSER
OG0000928	LOC108141935|XP_017121062.1|DELE	LOC110181438|XP_020804840.1|DSER, LOC110179869|XP_020803128.1|DSER
OG0000929	LOC108148064|XP_017130406.1|DELE	LOC110184904|XP_020809209.1|DSER
OG0000929	LOC108147840|XP_017130087.1|DELE	LOC110184903|XP_020809207.1|DSER
OG0000930	LOC108145911|XP_017127083.1|DELE	LOC110190660|XP_020816920.1|DSER
OG0000930	LOC108146136|XP_017127478.1|DELE	LOC110190770|XP_020817060.1|DSER, LOC110190732|XP_020817013.1|DSER
OG0000931	LOC108135395|XP_017111583.1|DELE	LOC110177956|XP_020800605.1|DSER
OG0000931	LOC108138022|XP_017115481.1|DELE	LOC110185849|XP_020810516.1|DSER
OG0000932	LOC108142204|XP_017121383.1|DELE	LOC110178565|XP_020801396.1|DSER
OG0000932	LOC108142252|XP_017121460.1|DELE	LOC110178566|XP_020801397.1|DSER
OG0000933	LOC108145551|XP_017126540.1|DELE	LOC110182975|XP_020806827.1|DSER
