Orthogroup	DELE.longest_only	DMAU.longest_only
OG0001419	LOC108149284|XP_017132217.1|DELE	LOC117148521|XP_033171822.1|DMAU
OG0001419	LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE	LOC117147721|XP_033170615.1|DMAU
OG0001420	LOC108148928|XP_017131733.1|DELE	LOC117143144|XP_033163531.1|DMAU
OG0001421	LOC108140596|XP_017118992.1|DELE	LOC117145934|XP_033167701.1|DMAU
OG0001421	LOC108148002|XP_017130319.1|DELE	LOC117136447|XP_033153260.1|DMAU
OG0001422	LOC108145737|XP_017126788.1|DELE	LOC117140150|XP_033158812.1|DMAU
OG0001422	LOC108146516|XP_017128041.1|DELE	LOC117141292|XP_033160562.1|DMAU
OG0001423	LOC108140409|XP_017118614.1|DELE	LOC117143665|XP_033164337.1|DMAU
OG0001424	LOC108144842|XP_017125471.1|DELE	LOC117143134|XP_033163517.1|DMAU, LOC117144406|XP_033165435.1|DMAU
OG0001425	LOC108139122|XP_017117227.1|DELE	LOC117137868|XP_033155476.1|DMAU
OG0001426	LOC108148062|XP_017130404.1|DELE	LOC117141626|XP_033161050.1|DMAU
OG0001426	LOC108136371|XP_017112973.1|DELE	LOC117147162|XP_033169840.1|DMAU
OG0001427	LOC108145424|XP_017126322.1|DELE	LOC117138235|XP_033156074.1|DMAU
OG0001427	LOC108138688|XP_017116524.1|DELE	LOC117150909|XP_033173948.1|DMAU
OG0001428	LOC108143188|XP_017122927.1|DELE	LOC117140866|XP_033159895.1|DMAU
OG0001429	LOC108139299|XP_017117486.1|DELE	LOC117144830|XP_033166106.1|DMAU
OG0001430	LOC108139217|XP_017117358.1|DELE	LOC117142909|XP_033163083.1|DMAU
OG0001431	LOC108136385|XP_017112986.1|DELE	LOC117148150|XP_033171272.1|DMAU
OG0001432	LOC108136492|XP_017113199.1|DELE	LOC117146362|XP_033168404.1|DMAU
OG0001433	LOC108137400|XP_017114548.1|DELE	LOC117143605|XP_033164247.1|DMAU
OG0001434	LOC108135911|XP_017112323.1|DELE	LOC117147034|XP_033169618.1|DMAU
OG0001435	LOC108145440|XP_017126356.1|DELE	LOC117137989|XP_033155664.1|DMAU
OG0001436	LOC108137167|XP_017114227.1|DELE	LOC117142713|XP_033162763.1|DMAU
OG0001437	LOC108149529|XP_017132650.1|DELE	LOC117139720|XP_033158181.1|DMAU
OG0001438	LOC108148766|XP_017131458.1|DELE	LOC117142579|XP_033162539.1|DMAU
OG0001439	LOC108140772|XP_017119249.1|DELE	LOC117143432|XP_033164029.1|DMAU
OG0001440	LOC108137079|XP_017114093.1|DELE	LOC117146806|XP_033169241.1|DMAU
OG0001441	LOC108147737|XP_017129957.1|DELE	LOC117148575|XP_033171931.1|DMAU
OG0001442	LOC108135189|XP_017111299.1|DELE	LOC117150471|XP_033173258.1|DMAU
OG0001443	LOC108148654|XP_017131274.1|DELE	LOC117142292|XP_033162069.1|DMAU
OG0001444	LOC108143990|XP_017124094.1|DELE	LOC117145257|XP_033166731.1|DMAU
OG0001445	LOC108141231|XP_017119975.1|DELE	LOC117142599|XP_033162569.1|DMAU
OG0001446	LOC108148679|XP_017131310.1|DELE	LOC117142264|XP_033162017.1|DMAU
OG0001447	LOC108140665|XP_017119096.1|DELE	LOC117144578|XP_033165728.1|DMAU
OG0001448	LOC108148784|XP_017131488.1|DELE	LOC117143152|XP_033163542.1|DMAU
OG0001449	LOC108141512|XP_017120430.1|DELE	LOC117137234|XP_033154484.1|DMAU
OG0001450	LOC108141588|XP_017120525.1|DELE	LOC117137220|XP_033154504.1|DMAU
OG0001451	LOC108147343|XP_017129259.1|DELE	LOC117137378|XP_033154681.1|DMAU
OG0001452	LOC108145442|XP_017126359.1|DELE	LOC117136147|XP_033152754.1|DMAU
OG0001453	LOC108142749|XP_017122264.1|DELE	LOC117140609|XP_033159511.1|DMAU
OG0001454	LOC108148334|XP_017130825.1|DELE	LOC117143413|XP_033163999.1|DMAU
OG0001455	LOC108146754|XP_017128373.1|DELE	LOC117138998|XP_033156965.1|DMAU
OG0001456	LOC108135007|XP_017111030.1|DELE	LOC117137785|XP_033155330.1|DMAU
OG0001457	LOC108144984|XP_017125626.1|DELE	LOC117135759|XP_033152108.1|DMAU
OG0001458	LOC108149686|XP_017132940.1|DELE	LOC117136426|XP_033153227.1|DMAU
OG0001459	LOC108142652|XP_017122142.1|DELE	LOC117140456|XP_033159278.1|DMAU
OG0001460	LOC108149611|XP_017132809.1|DELE	LOC117136647|XP_033153533.1|DMAU
OG0001461	LOC108134901|XP_017110896.1|DELE	LOC117148120|XP_033171233.1|DMAU
OG0001462	LOC108146074|XP_017127379.1|DELE	LOC117139476|XP_033157687.1|DMAU
OG0001463	LOC108148810|XP_017131532.1|DELE	LOC117143116|XP_033163493.1|DMAU
OG0001464	LOC108136290|XP_017112865.1|DELE	LOC117146624|XP_033168847.1|DMAU
OG0001465	LOC108143606|XP_017123618.1|DELE	LOC117137624|XP_033155046.1|DMAU
OG0001466	LOC108138267|XP_017115907.1|DELE	LOC117135138|XP_033151089.1|DMAU
OG0001467	LOC108134537|XP_017110373.1|DELE	LOC117141750|XP_033161266.1|DMAU
OG0001468	LOC108142839|XP_017122394.1|DELE	LOC117139887|XP_033158454.1|DMAU
OG0001469	LOC108149754|XP_017133054.1|DELE	LOC117138320|XP_033156242.1|DMAU, LOC117144179|XP_033165115.1|DMAU
OG0001470	LOC108142853|XP_017122410.1|DELE	LOC117139416|XP_033157584.1|DMAU
OG0001471	LOC108145847|XP_017126955.1|DELE	LOC117141247|XP_033160504.1|DMAU
OG0001472	LOC108146700|XP_017128253.1|DELE	LOC117141346|XP_033160641.1|DMAU
OG0001473	LOC108141022|XP_017119592.1|DELE	LOC117145356|XP_033166866.1|DMAU
OG0001474	LOC108141073|XP_017119727.1|DELE	LOC117147064|XP_033169714.1|DMAU
OG0001475	LOC108141417|XP_017120278.1|DELE	LOC117135827|XP_033152228.1|DMAU
OG0001476	LOC108136582|XP_017113383.1|DELE	LOC117148448|XP_033171713.1|DMAU
OG0001477	LOC108148863|XP_017131652.1|DELE	LOC117142305|XP_033162084.1|DMAU
OG0001478	LOC108137845|XP_017115259.1|DELE	LOC117150656|XP_033173534.1|DMAU
OG0001480	LOC108137842|XP_017115257.1|DELE	LOC117145932|XP_033167700.1|DMAU
OG0001481	LOC108141815|XP_017120880.1|DELE	LOC117150569|XP_033173411.1|DMAU
OG0001482	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE	LOC117136671|XP_033153564.1|DMAU
OG0001483	LOC108136485|XP_017113192.1|DELE	LOC117135189|XP_033151147.1|DMAU
OG0001484	LOC108134680|XP_017110567.1|DELE	LOC117136792|XP_033153742.1|DMAU
OG0001485	LOC108146389|XP_017127872.1|DELE	LOC117139075|XP_033157077.1|DMAU
OG0001486	LOC108138913|XP_017116960.1|DELE	LOC117150206|XP_033172891.1|DMAU
OG0001487	LOC108134647|XP_017110529.1|DELE	LOC117135602|XP_033151842.1|DMAU
OG0001488	LOC108149044|XP_017131877.1|DELE	LOC117136831|XP_033153801.1|DMAU
OG0001489	LOC108138728|XP_017116583.1|DELE	LOC117147746|XP_033170645.1|DMAU
OG0001490	LOC108147826|XP_017130069.1|DELE	LOC117144902|XP_033166229.1|DMAU
OG0001491	LOC108147914|XP_017130166.1|DELE	LOC117151049|XP_033174155.1|DMAU
OG0001492	LOC108150693|XP_017134443.1|DELE	LOC117136191|XP_033152828.1|DMAU
OG0001493	LOC108134915|XP_017110917.1|DELE	LOC117148041|XP_033171110.1|DMAU
OG0001495	LOC108145466|XP_017126405.1|DELE	LOC117137994|XP_033155672.1|DMAU
OG0001496	LOC108138531|XP_017116282.1|DELE	LOC117147816|XP_033170761.1|DMAU
OG0001497	LOC108143591|XP_017123601.1|DELE	LOC117137298|XP_033154566.1|DMAU
OG0001498	LOC108141201|XP_017119935.1|DELE	LOC117143311|XP_033163837.1|DMAU
OG0001500	LOC108141596|XP_017120532.1|DELE	LOC117138547|XP_033156594.1|DMAU
OG0001501	LOC108135095|XP_017111157.1|DELE	LOC117143328|XP_033163875.1|DMAU
OG0001502	LOC108144564|XP_017125039.1|DELE	LOC117135887|XP_033152325.1|DMAU
OG0001503	LOC108149657|XP_017132888.1|DELE	LOC117138384|XP_033156344.1|DMAU
OG0001504	LOC108137576|XP_017114792.1|DELE	LOC117148877|XP_033172440.1|DMAU
OG0001505	LOC108144159|XP_017124292.1|DELE	LOC117138355|XP_033156312.1|DMAU
OG0001506	LOC108143448|XP_017123368.1|DELE	LOC117136155|XP_033152766.1|DMAU
OG0001507	LOC108143675|XP_017123675.1|DELE	LOC117136144|XP_033152740.1|DMAU
OG0001508	LOC108144979|XP_017125619.1|DELE	LOC117138395|XP_033156359.1|DMAU
OG0001509	LOC108141664|XP_017120627.1|DELE	LOC117137599|XP_033155001.1|DMAU
OG0001510	LOC108148269|XP_017130716.1|DELE	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU
OG0001511	LOC108141361|XP_017120171.1|DELE	LOC117138689|XP_033156837.1|DMAU
OG0001512	LOC108142877|XP_017122440.1|DELE	LOC117139046|XP_033157040.1|DMAU
OG0001513	LOC108134672|XP_017110558.1|DELE, LOC108136874|XP_017113810.1|DELE	LOC117139000|XP_033156969.1|DMAU
OG0001515	LOC108137250|XP_017114322.1|DELE	LOC117146458|XP_033168578.1|DMAU
OG0001516	LOC108148492|XP_017131016.1|DELE	LOC117144995|XP_033166362.1|DMAU
OG0001517	LOC108147120|XP_017128901.1|DELE	LOC117143439|XP_033164037.1|DMAU
OG0001518	LOC108136639|XP_017113447.1|DELE	LOC117147886|XP_033170861.1|DMAU
OG0001519	LOC108141249|XP_017119994.1|DELE	LOC117144771|XP_033166026.1|DMAU
OG0001520	LOC108148238|XP_017130643.1|DELE	LOC117144042|XP_033164902.1|DMAU
OG0001520	LOC108148318|XP_017130797.1|DELE	LOC117142903|XP_033163076.1|DMAU
OG0001521	LOC108138858|XP_017116867.1|DELE	LOC117151033|XP_033174138.1|DMAU
OG0001522	LOC108145625|XP_017126650.1|DELE, LOC108150410|XP_017134057.1|DELE	LOC117150591|XP_033173438.1|DMAU
OG0001522	LOC108150076|XP_017133527.1|DELE	LOC117140949|XP_033160062.1|DMAU
OG0001523	LOC108149134|XP_017132029.1|DELE, LOC108149139|XP_017132034.1|DELE	LOC117136971|XP_033154031.1|DMAU, LOC117138099|XP_033155847.1|DMAU
OG0001524	LOC108144126|XP_017124258.1|DELE	LOC117138599|XP_033156672.1|DMAU
OG0001525	LOC108141118|XP_017119825.1|DELE	LOC117146920|XP_033169439.1|DMAU
OG0001526	LOC108148125|XP_017130464.1|DELE	LOC117146665|XP_033168903.1|DMAU
OG0001526	LOC108148169|XP_017130558.1|DELE	LOC117146666|XP_033168904.1|DMAU
OG0001527	LOC108137239|XP_017114308.1|DELE	LOC117147319|XP_033170061.1|DMAU
OG0001529	LOC108149916|XP_017133318.1|DELE	LOC117147946|XP_033170981.1|DMAU, LOC117148282|XP_033171487.1|DMAU, LOC117147959|XP_033170996.1|DMAU, LOC117147958|XP_033170995.1|DMAU, LOC117147960|XP_033170997.1|DMAU, LOC117147957|XP_033170993.1|DMAU
OG0001530	LOC108141774|XP_017120765.1|DELE	LOC117147370|XP_033170130.1|DMAU
OG0001531	LOC108150384|XP_017134011.1|DELE	LOC117138155|XP_033155923.1|DMAU
OG0001534	LOC108138497|XP_017116191.1|DELE	LOC117147129|XP_033169786.1|DMAU
OG0001535	LOC108144673|XP_017125224.1|DELE	LOC117146600|XP_033168815.1|DMAU
OG0001536	LOC108142446|XP_017121799.1|DELE	LOC117148108|XP_033171217.1|DMAU
OG0001537	LOC108137828|XP_017115242.1|DELE	LOC117150461|XP_033173246.1|DMAU
OG0001538	LOC108136228|XP_017112739.1|DELE	LOC117148951|XP_033172583.1|DMAU
OG0001539	LOC108143420|XP_017123313.1|DELE	LOC117135750|XP_033152096.1|DMAU
OG0001540	LOC108134728|XP_017110621.1|DELE	LOC117150337|XP_033173076.1|DMAU
OG0001541	LOC108143259|XP_017123059.1|DELE	LOC117140752|XP_033159725.1|DMAU
OG0001542	LOC108148333|XP_017130819.1|DELE	LOC117142454|XP_033162320.1|DMAU
OG0001543	LOC108147639|XP_017129783.1|DELE	LOC117147990|XP_033171032.1|DMAU
OG0001544	LOC108136521|XP_017113275.1|DELE	LOC117147793|XP_033170732.1|DMAU
OG0001545	LOC108140936|XP_017119493.1|DELE	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU
OG0001546	LOC108140923|XP_017119475.1|DELE	LOC117147241|XP_033169946.1|DMAU
OG0001547	LOC108135885|XP_017112279.1|DELE	LOC117148073|XP_033171162.1|DMAU
OG0001548	LOC108137715|XP_017115087.1|DELE	LOC117147159|XP_033169833.1|DMAU
OG0001549	LOC108150462|XP_017134133.1|DELE	LOC117135128|XP_033151068.1|DMAU
OG0001550	LOC108140713|XP_017119164.1|DELE	LOC117144687|XP_033165902.1|DMAU
OG0001551	LOC108148628|XP_017131229.1|DELE	LOC117144746|XP_033165991.1|DMAU
OG0001552	LOC108143071|XP_017122773.1|DELE	LOC117144314|XP_033165316.1|DMAU
OG0001553	LOC108135937|XP_017112374.1|DELE	LOC117148350|XP_033171579.1|DMAU
OG0001554	LOC108135866|XP_017112257.1|DELE	LOC117144605|XP_033165787.1|DMAU
OG0001555	LOC108139048|XP_017117155.1|DELE	LOC117135262|XP_033151303.1|DMAU
OG0001556	LOC108137982|XP_017115442.1|DELE	LOC117135766|XP_033152122.1|DMAU
OG0001557	LOC108137708|XP_017115077.1|DELE	LOC117148228|XP_033171408.1|DMAU
OG0001558	LOC108134884|XP_017110870.1|DELE	LOC117147287|XP_033170022.1|DMAU
OG0001559	LOC108136943|XP_017113910.1|DELE	LOC117144645|XP_033165832.1|DMAU
OG0001560	LOC108141091|XP_017119779.1|DELE	LOC117142779|XP_033162859.1|DMAU
OG0001561	LOC108140752|XP_017119219.1|DELE	LOC117144186|XP_033165124.1|DMAU
OG0001562	LOC108135225|XP_017111343.1|DELE	LOC117146461|XP_033168587.1|DMAU
OG0001563	LOC108146894|XP_017128626.1|DELE	LOC117141678|XP_033161165.1|DMAU
OG0001564	LOC108143846|XP_017123887.1|DELE	LOC117146012|XP_033167822.1|DMAU
OG0001565	LOC108143871|XP_017123927.1|DELE	LOC117144825|XP_033166100.1|DMAU
OG0001566	LOC108140401|XP_017118599.1|DELE	LOC117144763|XP_033166012.1|DMAU
OG0001567	LOC108144854|XP_017125490.1|DELE	LOC117137470|XP_033154808.1|DMAU
OG0001568	LOC108139165|XP_017117269.1|DELE	LOC117145575|XP_033167172.1|DMAU
OG0001569	LOC108139346|XP_017117559.1|DELE	LOC117142749|XP_033162821.1|DMAU
OG0001570	LOC108135327|XP_017111508.1|DELE	LOC117143537|XP_033164161.1|DMAU
OG0001571	LOC108141685|XP_017120653.1|DELE	LOC117150331|XP_033173066.1|DMAU
OG0001572	LOC108141627|XP_017120585.1|DELE	LOC117146644|XP_033168869.1|DMAU
OG0001573	LOC108145946|XP_017127143.1|DELE	LOC117138952|XP_033156883.1|DMAU
OG0001574	LOC108137200|XP_017114278.1|DELE	LOC117147709|XP_033170592.1|DMAU
OG0001575	LOC108136771|XP_017113621.1|DELE	LOC117142946|XP_033163153.1|DMAU
OG0001576	LOC108137030|XP_017114019.1|DELE	LOC117143450|XP_033164050.1|DMAU
OG0001577	LOC108148787|XP_017131492.1|DELE	LOC117143344|XP_033163899.1|DMAU
OG0001578	LOC108139075|XP_017117191.1|DELE	LOC117137458|XP_033154793.1|DMAU
OG0001579	LOC108137653|XP_017114973.1|DELE	LOC117147572|XP_033170408.1|DMAU
OG0001580	LOC108143538|XP_017123523.1|DELE	LOC117136051|XP_033152585.1|DMAU
OG0001581	LOC108137269|XP_017114352.1|DELE	LOC117148699|XP_033172133.1|DMAU
OG0001582	LOC108144871|XP_017125511.1|DELE	LOC117136937|XP_033153972.1|DMAU, LOC117136938|XP_033153977.1|DMAU
OG0001583	LOC108149935|XP_017133340.1|DELE	LOC117136342|XP_033153096.1|DMAU
OG0001584	LOC108146376|XP_017127855.1|DELE	LOC117141130|XP_033160347.1|DMAU
OG0001585	LOC108137659|XP_017114982.1|DELE	LOC117148861|XP_033172421.1|DMAU
OG0001586	LOC108142782|XP_017122316.1|DELE	LOC117140350|XP_033159092.1|DMAU
OG0001587	LOC108137603|XP_017114863.1|DELE	LOC117137487|XP_033154858.1|DMAU
OG0001588	LOC108149671|XP_017132906.1|DELE	LOC117138208|XP_033156033.1|DMAU
OG0001589	LOC108134957|XP_017110968.1|DELE	LOC117136090|XP_033152654.1|DMAU
OG0001591	LOC108148910|XP_017131715.1|DELE	LOC117146523|XP_033168679.1|DMAU, LOC117148736|XP_033172197.1|DMAU, LOC117145380|XP_033166903.1|DMAU
OG0001592	LOC108138098|XP_017115573.1|DELE	LOC117142934|XP_033163141.1|DMAU
OG0001593	LOC108138125|XP_017115647.1|DELE	LOC117150632|XP_033173495.1|DMAU
OG0001594	LOC108138629|XP_017116405.1|DELE	LOC117150272|XP_033172968.1|DMAU
OG0001595	LOC108144692|XP_017125253.1|DELE	LOC117137055|XP_033154156.1|DMAU
OG0001596	LOC108138922|XP_017116978.1|DELE	LOC117151034|XP_033174139.1|DMAU
OG0001597	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE	LOC117149328|XP_033172657.1|DMAU
OG0001598	LOC108138781|XP_017116741.1|DELE	LOC117135169|XP_033151119.1|DMAU
OG0001599	LOC108150721|XP_017134507.1|DELE	LOC117141141|XP_033160368.1|DMAU
OG0001600	LOC108138823|XP_017116811.1|DELE	LOC117145130|XP_033166545.1|DMAU
OG0001601	LOC108148223|XP_017130631.1|DELE	LOC117135165|XP_033151117.1|DMAU
OG0001602	LOC108142093|XP_017121277.1|DELE	LOC117140893|XP_033159942.1|DMAU
OG0001603	LOC108141696|XP_017120668.1|DELE	LOC117150475|XP_033173265.1|DMAU
OG0001604	LOC108141059|XP_017119702.1|DELE	LOC117146888|XP_033169378.1|DMAU
OG0001605	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE	LOC117135893|XP_033152331.1|DMAU
OG0001606	LOC108149206|XP_017132123.1|DELE	LOC117135420|XP_033151464.1|DMAU
OG0001607	LOC108150427|XP_017134074.1|DELE	LOC117135203|XP_033151179.1|DMAU
OG0001608	LOC108135282|XP_017111452.1|DELE	LOC117151028|XP_033174132.1|DMAU
OG0001609	LOC108144230|XP_017124396.1|DELE	LOC117137214|XP_033154461.1|DMAU
OG0001610	LOC108138978|XP_017117051.1|DELE	LOC117142175|XP_033161931.1|DMAU
OG0001611	LOC108141918|XP_017121031.1|DELE	LOC117143255|XP_033163716.1|DMAU
OG0001612	LOC108149243|XP_017132168.1|DELE	LOC117150833|XP_033173791.1|DMAU
OG0001613	LOC108142070|XP_017121245.1|DELE	LOC117142352|XP_033162169.1|DMAU
OG0001614	LOC108145527|XP_017126505.1|DELE	LOC117136293|XP_033153021.1|DMAU
OG0001615	LOC108149200|XP_017132114.1|DELE	LOC117135714|XP_033152034.1|DMAU
OG0001616	LOC108138291|XP_017115935.1|DELE	LOC117147230|XP_033169936.1|DMAU
OG0001617	LOC108138813|XP_017116796.1|DELE	LOC117135206|XP_033151182.1|DMAU
OG0001618	LOC108141749|XP_017120733.1|DELE	LOC117145308|XP_033166796.1|DMAU
OG0001619	LOC108141933|XP_017121059.1|DELE	LOC117145000|XP_033166379.1|DMAU
OG0001620	LOC108141529|XP_017120451.1|DELE	LOC117136487|XP_033153317.1|DMAU
OG0001621	LOC108141299|XP_017120053.1|DELE	LOC117137744|XP_033155218.1|DMAU
OG0001622	LOC108136455|XP_017113126.1|DELE	LOC117146684|XP_033168943.1|DMAU
OG0001623	LOC108137838|XP_017115253.1|DELE	LOC117150459|XP_033173243.1|DMAU
OG0001624	LOC108135299|XP_017111473.1|DELE	LOC117150860|XP_033173848.1|DMAU
OG0001625	LOC108135244|XP_017111396.1|DELE	LOC117144752|XP_033166003.1|DMAU
OG0001626	LOC108147811|XP_017130043.1|DELE	LOC117137081|XP_033154205.1|DMAU
OG0001627	LOC108148330|XP_017130817.1|DELE	LOC117142706|XP_033162756.1|DMAU
OG0001628	LOC108147078|XP_017128856.1|DELE	LOC117145682|XP_033167315.1|DMAU
OG0001629	LOC108138359|XP_017116016.1|DELE	LOC117145926|XP_033167677.1|DMAU
OG0001630	LOC108137028|XP_017114016.1|DELE	LOC117142944|XP_033163150.1|DMAU
OG0001631	LOC108141196|XP_017119929.1|DELE	LOC117144870|XP_033166169.1|DMAU
OG0001632	LOC108142020|XP_017121184.1|DELE	LOC117150228|XP_033172918.1|DMAU
OG0001633	LOC108140620|XP_017119023.1|DELE	LOC117142853|XP_033162984.1|DMAU
OG0001634	LOC108145134|XP_017125837.1|DELE	LOC117143157|XP_033163554.1|DMAU
OG0001635	LOC108147097|XP_017128872.1|DELE	LOC117144305|XP_033165307.1|DMAU
OG0001636	LOC108141002|XP_017119566.1|DELE	LOC117145025|XP_033166417.1|DMAU
OG0001637	LOC108142989|XP_017122649.1|DELE	LOC117142418|XP_033162267.1|DMAU
OG0001638	LOC108136297|XP_017112871.1|DELE	LOC117147529|XP_033170349.1|DMAU, LOC117147214|XP_033169919.1|DMAU
OG0001639	LOC108147594|XP_017129724.1|DELE	LOC117136386|XP_033153169.1|DMAU
OG0001640	LOC108141147|XP_017119861.1|DELE	LOC117143213|XP_033163652.1|DMAU
OG0001641	LOC108140541|XP_017118860.1|DELE	LOC117142797|XP_033162894.1|DMAU
OG0001642	LOC108136634|XP_017113442.1|DELE	LOC117148328|XP_033171553.1|DMAU
OG0001643	LOC108138274|XP_017115915.1|DELE	LOC117145502|XP_033167077.1|DMAU
OG0001644	LOC108146971|XP_017128717.1|DELE	LOC117141151|XP_033160380.1|DMAU
OG0001645	LOC108143644|XP_017123645.1|DELE, LOC108147085|XP_017128899.1|DELE	LOC117136667|XP_033153558.1|DMAU
OG0001646	LOC108144316|XP_017124505.1|DELE	LOC117138578|XP_033156642.1|DMAU
OG0001647	LOC108149589|XP_017132712.1|DELE	LOC117137085|XP_033154206.1|DMAU
OG0001648	LOC108143200|XP_017122942.1|DELE	LOC117139547|XP_033157826.1|DMAU
OG0001649	LOC108149794|XP_017133147.1|DELE	LOC117138168|XP_033155940.1|DMAU
OG0001650	LOC108143696|XP_017123711.1|DELE	LOC117135852|XP_033152260.1|DMAU
OG0001651	LOC108137552|XP_017114766.1|DELE	LOC117138197|XP_033156016.1|DMAU
OG0001652	LOC108135616|XP_017111920.1|DELE	LOC117140684|XP_033159631.1|DMAU
OG0001653	LOC108143228|XP_017123013.1|DELE	LOC117139867|XP_033158414.1|DMAU
OG0001654	LOC108144328|XP_017124526.1|DELE	LOC117137179|XP_033154392.1|DMAU
OG0001655	LOC108141351|XP_017120156.1|DELE	LOC117137566|XP_033154962.1|DMAU
OG0001656	LOC108147838|XP_017130082.1|DELE	LOC117135559|XP_033151757.1|DMAU
OG0001657	LOC108136153|XP_017112637.1|DELE	LOC117139956|XP_033158540.1|DMAU
OG0001658	LOC108142655|XP_017122145.1|DELE	LOC117139118|XP_033157152.1|DMAU
OG0001659	LOC108146799|XP_017128464.1|DELE	LOC117139666|XP_033158030.1|DMAU
OG0001660	LOC108145935|XP_017127128.1|DELE	LOC117139272|XP_033157386.1|DMAU
OG0001661	LOC108148414|XP_017130943.1|DELE	LOC117144762|XP_033166011.1|DMAU
OG0001662	LOC108147491|XP_017129535.1|DELE	LOC117139086|XP_033157095.1|DMAU
OG0001663	LOC108150039|XP_017133495.1|DELE	LOC117143336|XP_033163887.1|DMAU
OG0001664	LOC108147035|XP_017128783.1|DELE	LOC117136768|XP_033153703.1|DMAU
OG0001666	LOC108138808|XP_017116789.1|DELE	LOC117150975|XP_033174048.1|DMAU
OG0001667	LOC108144384|XP_017124648.1|DELE	LOC117138667|XP_033156796.1|DMAU
OG0001668	LOC108142389|XP_017121713.1|DELE	LOC117142067|XP_033161836.1|DMAU
OG0001669	LOC108146355|XP_017127821.1|DELE	LOC117140853|XP_033159871.1|DMAU
OG0001670	LOC108136195|XP_017112686.1|DELE, LOC108135960|XP_017112401.1|DELE	LOC117137305|XP_033154577.1|DMAU
OG0001671	LOC108143171|XP_017122905.1|DELE	LOC117147797|XP_033170737.1|DMAU
OG0001672	LOC108137984|XP_017115445.1|DELE, LOC108137985|XP_017115446.1|DELE	LOC117137902|XP_033155533.1|DMAU, LOC117137900|XP_033155531.1|DMAU, LOC117137901|XP_033155532.1|DMAU
OG0001673	LOC108142139|XP_017121324.1|DELE	LOC117135620|XP_033151872.1|DMAU
OG0001673	LOC108142138|XP_017121323.1|DELE	LOC117135619|XP_033151871.1|DMAU
OG0001674	LOC108141566|XP_017120501.1|DELE	LOC117145858|XP_033167569.1|DMAU
OG0001675	LOC108147250|XP_017129137.1|DELE	LOC117145544|XP_033167129.1|DMAU
OG0001675	LOC108147248|XP_017129136.1|DELE	LOC117145542|XP_033167128.1|DMAU
OG0001676	LOC108145342|XP_017126220.1|DELE	LOC117138605|XP_033156704.1|DMAU
OG0001677	LOC108147829|XP_017130073.1|DELE, LOC108147865|XP_017130112.1|DELE	LOC117145056|XP_033166461.1|DMAU
OG0001678	LOC108136225|XP_017112735.1|DELE	LOC117148148|XP_033171270.1|DMAU
OG0001679	LOC108141376|XP_017120206.1|DELE	LOC117148122|XP_033171235.1|DMAU
OG0001680	LOC108138547|XP_017116306.1|DELE	LOC117146942|XP_033169483.1|DMAU
OG0001681	LOC108137328|XP_017114447.1|DELE	LOC117148489|XP_033171760.1|DMAU
OG0001682	LOC108142443|XP_017121797.1|DELE	LOC117147193|XP_033169885.1|DMAU
OG0001683	LOC108149477|XP_017132580.1|DELE	LOC117150821|XP_033173774.1|DMAU
OG0001684	LOC108145285|XP_017126088.1|DELE	LOC117146242|XP_033168051.1|DMAU
OG0001685	LOC108150507|XP_017134212.1|DELE	LOC117149967|XP_033172755.1|DMAU
OG0001686	LOC108136545|XP_017113333.1|DELE	LOC117147431|XP_033170202.1|DMAU, LOC117147429|XP_033170201.1|DMAU
OG0001687	LOC108137090|XP_017114105.1|DELE	LOC117147250|XP_033169959.1|DMAU
OG0001688	LOC108141127|XP_017119838.1|DELE, LOC108140643|XP_017119058.1|DELE	LOC117146919|XP_033169438.1|DMAU, LOC117146917|XP_033169435.1|DMAU
OG0001689	LOC108137731|XP_017115119.1|DELE	LOC117148136|XP_033171254.1|DMAU
OG0001690	LOC108147559|XP_017129636.1|DELE	LOC117141882|XP_033161464.1|DMAU
OG0001691	LOC108138240|XP_017115860.1|DELE	LOC117150377|XP_033173129.1|DMAU
OG0001692	LOC108135755|XP_017112085.1|DELE	LOC117144643|XP_033165829.1|DMAU
OG0001693	LOC108136345|XP_017112942.1|DELE	LOC117147884|XP_033170859.1|DMAU
OG0001694	LOC108136845|XP_017113756.1|DELE	LOC117143088|XP_033163456.1|DMAU
OG0001695	LOC108139142|XP_017117250.1|DELE	LOC117136802|XP_033153757.1|DMAU
OG0001696	LOC108140527|XP_017118825.1|DELE	LOC117142225|XP_033161967.1|DMAU
OG0001698	LOC108147684|XP_017129871.1|DELE	LOC117148498|XP_033171771.1|DMAU
OG0001699	LOC108135856|XP_017112238.1|DELE	LOC117142581|XP_033162542.1|DMAU
OG0001700	LOC108139229|XP_017117383.1|DELE	LOC117143129|XP_033163510.1|DMAU
OG0001701	LOC108148286|XP_017130741.1|DELE	LOC117144739|XP_033165982.1|DMAU
OG0001702	LOC108141826|XP_017120896.1|DELE	LOC117150609|XP_033173504.1|DMAU
