Orthogroup	DELE.longest_only	DPER.longest_only
OG0000763	LOC108141731|XP_017120713.1|DELE	LOC6593457|XP_002018595.1|DPER
OG0000764	LOC108148171|XP_017130559.1|DELE	LOC6598303|XP_026846327.1|DPER
OG0000765	LOC108146428|XP_017127921.1|DELE	LOC6599524|XP_002024651.1|DPER
OG0000765	LOC108135924|XP_017112356.1|DELE	LOC6596692|XP_002021961.1|DPER
OG0000766	LOC108141742|XP_017120724.1|DELE	LOC6593521|XP_026843096.1|DPER
OG0000766	LOC108137114|XP_017114129.1|DELE	LOC6602757|XP_026847724.1|DPER
OG0000767	LOC108137442|XP_017114595.1|DELE, LOC108146476|XP_017127983.1|DELE	LOC6602354|XP_026848587.1|DPER
OG0000768	LOC108142771|XP_017122301.1|DELE	LOC6595978|XP_002021044.1|DPER
OG0000769	LOC108149006|XP_017131839.1|DELE	LOC6591780|XP_002017141.1|DPER
OG0000769	LOC108144856|XP_017125496.1|DELE	LOC6597849|XP_002023011.1|DPER
OG0000770	LOC108141419|XP_017120284.1|DELE	LOC6590038|XP_002016312.1|DPER
OG0000771	LOC108146444|XP_017127941.1|DELE	LOC6601966|XP_002026996.2|DPER
OG0000771	LOC108146410|XP_017127901.1|DELE	LOC6601965|XP_002026995.1|DPER
OG0000772	LOC108149891|XP_017133277.1|DELE, LOC108137301|XP_017114414.1|DELE	LOC6591157|XP_026842414.1|DPER
OG0000772	LOC108141266|XP_017120023.1|DELE	LOC113565075|XP_026841294.1|DPER
OG0000773	LOC108136337|XP_017112934.1|DELE, LOC108147024|XP_017128769.1|DELE	LOC6590132|XP_026842242.1|DPER
OG0000774	LOC108144155|XP_017124288.1|DELE, LOC108144676|XP_017125225.1|DELE	LOC6590425|XP_002016597.1|DPER
OG0000775	LOC108149092|XP_017131977.1|DELE	LOC113565167|XP_026842180.1|DPER
OG0000775	LOC108134609|XP_017110472.1|DELE	LOC6602047|XP_026842466.1|DPER, LOC6590522|XP_002016451.2|DPER
OG0000776	LOC108139150|XP_017117257.1|DELE, LOC108142625|XP_017122103.1|DELE	LOC113565848|XP_026845037.1|DPER, LOC113565836|XP_026844982.1|DPER
OG0000778	LOC108147507|XP_017129564.1|DELE	LOC6600310|XP_002025364.2|DPER
OG0000778	LOC108148155|XP_017130579.1|DELE	LOC6591731|XP_002016809.1|DPER
OG0000779	LOC108136561|XP_017113359.1|DELE	LOC6601764|XP_026846923.1|DPER
OG0000780	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE	LOC6602075|XP_002027153.1|DPER, LOC6602076|XP_002027154.1|DPER
OG0000781	LOC108136493|XP_017113200.1|DELE	LOC6596856|XP_026846021.1|DPER
OG0000781	LOC108143140|XP_017122876.1|DELE	LOC6603262|XP_002028236.1|DPER
OG0000782	LOC108142521|XP_017121929.1|DELE	LOC6595938|XP_002020988.1|DPER
OG0000782	LOC108147742|XP_017129961.1|DELE	LOC6600071|XP_002025195.1|DPER
OG0000783	LOC108142661|XP_017122151.1|DELE	LOC6596007|XP_002020996.2|DPER
OG0000783	LOC108141338|XP_017120135.1|DELE	LOC6598279|XP_002023302.1|DPER
OG0000784	LOC108135548|XP_017111785.1|DELE	LOC6601415|XP_002026484.2|DPER
OG0000784	LOC108135893|XP_017112299.1|DELE	LOC6598155|XP_002023492.1|DPER
OG0000785	LOC108147198|XP_017129041.1|DELE	LOC6587251|XP_002013052.1|DPER
OG0000786	LOC108140511|XP_017118791.1|DELE	LOC6604641|XP_026841759.1|DPER
OG0000787	LOC108150197|XP_017133697.1|DELE	LOC6599836|XP_002024855.1|DPER
OG0000788	LOC108149370|XP_017132363.1|DELE	LOC113565626|XP_026843947.1|DPER
OG0000788	LOC108142780|XP_017122313.1|DELE	LOC6597135|XP_026845221.1|DPER, LOC6587394|XP_002013271.1|DPER
OG0000789	LOC108137795|XP_017115188.1|DELE	LOC6596544|XP_002021681.2|DPER
OG0000790	LOC108145509|XP_017126468.1|DELE	LOC6595598|XP_002020946.1|DPER
OG0000790	LOC108145501|XP_017126455.1|DELE	LOC6595597|XP_002020945.2|DPER
OG0000791	LOC108147210|XP_017129057.1|DELE	LOC6596571|XP_002021832.1|DPER
OG0000791	LOC108148633|XP_017131234.1|DELE	LOC6595155|XP_026850677.1|DPER
OG0000792	LOC108147858|XP_017130105.1|DELE, LOC108147825|XP_017130068.1|DELE	LOC6595629|XP_002020703.1|DPER
OG0000793	LOC108136816|XP_017113709.1|DELE, LOC108137272|XP_017114356.1|DELE	LOC6594628|XP_002019474.1|DPER, LOC6599238|XP_026848262.1|DPER, LOC6604313|XP_002029224.2|DPER
OG0000794	LOC108138500|XP_017116210.1|DELE	LOC6599935|XP_026849197.1|DPER
OG0000795	LOC108137638|XP_017114932.1|DELE	LOC6600079|XP_002025171.1|DPER
OG0000795	LOC108140429|XP_017118643.1|DELE	LOC6594526|XP_002019418.1|DPER
OG0000796	LOC108139119|XP_017117221.1|DELE	LOC6588117|XP_026841940.1|DPER
OG0000796	LOC108145098|XP_017125782.1|DELE	LOC6602891|XP_002027914.1|DPER
OG0000797	LOC108139263|XP_017117439.1|DELE	LOC6591949|XP_002017493.1|DPER
OG0000797	LOC108139262|XP_017117438.1|DELE	LOC6591948|XP_002017492.1|DPER
OG0000798	LOC108149084|XP_017131952.1|DELE	LOC6593100|XP_026841074.1|DPER, LOC6593098|XP_002017881.1|DPER
OG0000799	LOC108135045|XP_017111073.1|DELE	LOC6591859|XP_002017349.1|DPER
OG0000799	LOC108140928|XP_017119485.1|DELE	LOC6600033|XP_002025080.1|DPER
OG0000800	LOC108142437|XP_017121789.1|DELE	LOC113566723|XP_026849420.1|DPER, LOC6599543|XP_026849419.1|DPER
OG0000801	LOC108141802|XP_017120852.1|DELE	LOC6590365|XP_002015845.1|DPER
OG0000802	LOC108141480|XP_017120384.1|DELE, LOC108141667|XP_017120633.1|DELE	LOC6603113|XP_002028130.1|DPER
OG0000803	LOC108135343|XP_017111524.1|DELE	LOC6596574|XP_002021661.1|DPER
OG0000803	LOC108146301|XP_017127738.1|DELE	LOC6603294|XP_002028275.1|DPER
OG0000804	LOC108137898|XP_017115328.1|DELE	LOC6590678|XP_026842072.1|DPER
OG0000804	LOC108148298|XP_017130768.1|DELE	LOC6591666|XP_002016995.1|DPER
OG0000805	LOC108149102|XP_017131988.1|DELE	LOC6590378|XP_026841761.1|DPER
OG0000806	LOC108147776|XP_017129994.1|DELE	LOC6595696|XP_002020722.2|DPER
OG0000807	LOC108150154|XP_017133611.1|DELE, LOC108147939|XP_017130212.1|DELE	LOC6595675|XP_026844050.1|DPER
OG0000808	LOC108148502|XP_017131028.1|DELE	LOC6595325|XP_002020452.1|DPER, LOC113567463|XP_026851226.1|DPER, LOC6595318|XP_026850731.1|DPER, LOC6595316|XP_002020443.2|DPER, LOC6595324|XP_026849148.1|DPER
OG0000810	LOC108147357|XP_017129276.1|DELE	LOC6591013|XP_002015578.1|DPER
OG0000811	LOC108135855|XP_017112237.1|DELE	LOC6594686|XP_002019321.1|DPER
OG0000811	LOC108137926|XP_017115360.1|DELE	LOC6590095|XP_026841071.1|DPER
OG0000812	LOC108134938|XP_017110951.1|DELE	LOC6602038|XP_002027087.2|DPER, LOC6603401|XP_026845881.1|DPER, LOC6602037|XP_002027086.2|DPER, LOC6603400|XP_002028384.1|DPER, LOC113566086|XP_026845864.1|DPER
OG0000813	LOC108145032|XP_017125704.1|DELE	LOC6592962|XP_002017964.1|DPER
OG0000813	LOC108137826|XP_017115239.1|DELE, LOC108135422|XP_017111638.1|DELE	LOC6588976|XP_026844324.1|DPER
OG0000814	LOC108150422|XP_017134068.1|DELE	LOC6589341|XP_002015317.1|DPER
OG0000815	LOC108149331|XP_017132287.1|DELE	LOC6593305|XP_002018648.1|DPER
OG0000816	LOC108145025|XP_017125699.1|DELE	LOC6600749|XP_002025787.1|DPER
OG0000816	LOC108141056|XP_017119695.1|DELE	LOC6594347|XP_002019526.1|DPER
OG0000817	LOC108147314|XP_017129227.1|DELE	LOC6591651|XP_002016864.1|DPER
OG0000817	LOC108147315|XP_017129229.1|DELE	LOC6591650|XP_002016863.1|DPER
OG0000818	LOC108137710|XP_017115082.1|DELE	LOC6602750|XP_002027779.2|DPER
OG0000819	LOC108135407|XP_017111593.1|DELE	LOC6597590|XP_026848948.1|DPER
OG0000819	LOC108135454|XP_017111687.1|DELE	LOC6597591|XP_002022778.2|DPER
OG0000820	LOC108143611|XP_017123624.1|DELE	LOC6592521|XP_026841340.1|DPER
OG0000821	LOC108136740|XP_017113572.1|DELE	LOC6587412|XP_002013866.1|DPER
OG0000821	LOC108135387|XP_017111573.1|DELE	LOC6591222|XP_002015893.1|DPER
OG0000822	LOC108135550|XP_017111787.1|DELE	LOC6601419|XP_002026488.1|DPER
OG0000822	LOC108149263|XP_017132194.1|DELE	LOC6593791|XP_002018711.1|DPER
OG0000823	LOC108135808|XP_017112173.1|DELE, LOC108135810|XP_017112175.1|DELE	LOC113567346|XP_026850668.1|DPER, LOC6598828|XP_002023940.2|DPER
OG0000824	LOC108138354|XP_017116014.1|DELE	LOC6589382|XP_002015054.2|DPER, LOC6597672|XP_026848904.1|DPER, LOC6603274|XP_026845942.1|DPER, LOC6597608|XP_026848952.1|DPER, LOC113566636|XP_026848954.1|DPER, LOC6600726|XP_002025796.2|DPER
OG0000825	LOC108135472|XP_017111702.1|DELE	LOC6601417|XP_002026486.1|DPER
OG0000825	LOC108138064|XP_017115529.1|DELE	LOC6596506|XP_002021580.1|DPER
OG0000826	LOC108144454|XP_017124834.1|DELE	LOC6591089|XP_002016121.1|DPER
OG0000828	LOC108140815|XP_017119310.1|DELE	LOC113564932|XP_026840243.1|DPER, LOC6587249|XP_026851022.1|DPER
OG0000830	LOC108147734|XP_017129952.1|DELE	LOC6597338|XP_026846485.1|DPER
OG0000831	LOC108142195|XP_017121369.1|DELE	LOC6592813|XP_002017610.1|DPER
OG0000832	LOC108141544|XP_017120474.1|DELE	LOC6600898|XP_002025962.1|DPER
OG0000833	LOC108145626|XP_017126651.1|DELE	LOC6601512|XP_026847973.1|DPER
OG0000834	LOC108148531|XP_017131060.1|DELE	LOC6595001|XP_002020458.1|DPER
OG0000835	LOC108146782|XP_017128419.1|DELE	LOC6596106|XP_026845571.1|DPER
OG0000836	LOC108135194|XP_017111305.1|DELE	LOC6593736|XP_002018994.1|DPER
OG0000836	LOC108141914|XP_017121022.1|DELE	LOC6588819|XP_026844483.1|DPER
OG0000837	LOC108144746|XP_017125337.1|DELE	LOC113565123|XP_026841691.1|DPER
OG0000837	LOC108137187|XP_017114259.1|DELE	LOC6597555|XP_026848902.1|DPER
OG0000838	LOC108139072|XP_017117184.1|DELE	LOC113565839|XP_026844974.1|DPER
OG0000838	LOC108138661|XP_017116490.1|DELE	LOC113565840|XP_026844975.1|DPER
OG0000839	LOC108148385|XP_017130900.1|DELE	LOC6588158|XP_002014122.1|DPER
OG0000840	LOC108149896|XP_017133284.1|DELE, LOC108138584|XP_017116361.1|DELE	LOC6597491|XP_002022727.1|DPER
OG0000841	LOC108137602|XP_017114847.1|DELE	LOC6594661|XP_026839925.1|DPER
OG0000842	LOC108147066|XP_017128847.1|DELE	LOC6590549|XP_002016229.1|DPER
OG0000842	LOC108137008|XP_017113995.1|DELE	LOC6594960|XP_002020328.1|DPER
OG0000843	LOC108144818|XP_017125438.1|DELE	LOC6590498|XP_002015647.1|DPER
OG0000844	LOC108144642|XP_017125174.1|DELE	LOC6590403|XP_026841066.1|DPER
OG0000844	LOC108141033|XP_017119622.1|DELE	LOC6594387|XP_002019479.1|DPER
OG0000845	LOC108142861|XP_017122420.1|DELE	LOC6599990|XP_026849223.1|DPER
OG0000845	LOC108142787|XP_017122322.1|DELE	LOC6599992|XP_026849221.1|DPER
OG0000846	LOC108148741|XP_017131418.1|DELE	LOC6595165|XP_002020292.1|DPER
OG0000847	LOC108145036|XP_017125709.1|DELE	LOC6592365|XP_026841411.1|DPER
OG0000847	LOC108144417|XP_017124755.1|DELE	LOC6600967|XP_002026005.1|DPER
OG0000848	LOC108148054|XP_017130395.1|DELE	LOC6589833|XP_002014883.1|DPER
OG0000848	LOC108135192|XP_017111302.1|DELE	LOC6593611|XP_026842935.1|DPER
OG0000849	LOC108138135|XP_017115672.1|DELE	LOC6589203|XP_002014693.2|DPER
OG0000849	LOC108147859|XP_017130106.1|DELE	LOC6595483|XP_002020655.2|DPER
OG0000850	LOC108137526|XP_017114731.1|DELE	LOC6591274|XP_026842882.1|DPER
OG0000850	LOC108137527|XP_017114733.1|DELE	LOC6591273|XP_002016028.1|DPER
OG0000851	LOC108144340|XP_017124553.1|DELE	LOC6592624|XP_002018500.2|DPER
OG0000852	LOC108145137|XP_017125841.1|DELE, LOC108145199|XP_017125931.1|DELE, LOC108145198|XP_017125930.1|DELE	LOC6591152|XP_002015921.1|DPER
OG0000854	LOC108149866|XP_017133235.1|DELE	LOC6600362|XP_026848380.1|DPER
OG0000855	LOC108150402|XP_017134049.1|DELE	LOC6596771|XP_002021922.1|DPER
OG0000855	LOC108143793|XP_017123805.1|DELE	LOC6588298|XP_002013412.1|DPER
OG0000856	LOC108146886|XP_017128609.1|DELE	LOC6603334|XP_002028318.2|DPER
OG0000857	LOC108144663|XP_017125202.1|DELE	LOC6597893|XP_026846940.1|DPER
OG0000858	LOC108134976|XP_017110997.1|DELE, LOC108134967|XP_017110987.1|DELE	LOC6587497|XP_002013881.2|DPER
OG0000860	LOC108142598|XP_017122058.1|DELE	LOC6601812|XP_002026866.2|DPER
OG0000860	LOC108146155|XP_017127511.1|DELE	LOC6600603|XP_026847504.1|DPER
OG0000861	LOC108143316|XP_017123123.1|DELE	LOC6592524|XP_002018226.1|DPER
OG0000862	LOC108145488|XP_017126434.1|DELE	LOC6600903|XP_002025912.1|DPER
OG0000862	LOC108137806|XP_017115202.1|DELE	LOC6589320|XP_026845007.1|DPER
OG0000863	LOC108148980|XP_017131810.1|DELE	LOC6587223|XP_026840514.1|DPER
OG0000864	LOC108149980|XP_017133390.1|DELE	LOC6602568|XP_002027602.2|DPER
OG0000865	LOC108140866|XP_017119347.1|DELE, LOC108141643|XP_017120603.1|DELE, LOC108149587|XP_017132714.1|DELE	LOC113565492|XP_026843465.1|DPER
OG0000865	LOC108139221|XP_017117368.1|DELE	LOC6591425|XP_002017483.1|DPER
OG0000866	LOC108148016|XP_017130339.1|DELE, LOC108148011|XP_017130331.1|DELE	LOC6595636|XP_026844147.1|DPER, LOC113565826|XP_026844884.1|DPER, LOC6595635|XP_026844890.1|DPER
OG0000867	LOC108142132|XP_017121316.1|DELE	LOC6588971|XP_002014334.2|DPER
OG0000868	LOC108145019|XP_017125685.1|DELE	LOC6598535|XP_002023731.1|DPER, LOC6589396|XP_002014645.1|DPER, LOC6589453|XP_002014867.1|DPER, LOC6594932|XP_002020029.1|DPER, LOC6600748|XP_002025786.1|DPER
OG0000869	LOC108141089|XP_017119777.1|DELE	LOC6594511|XP_002019494.1|DPER
OG0000870	LOC108144479|XP_017124893.1|DELE	LOC6591305|XP_002015634.2|DPER
OG0000871	LOC108144730|XP_017125316.1|DELE	LOC6592775|XP_002018017.1|DPER
OG0000872	LOC108144506|XP_017124929.1|DELE	LOC6590019|XP_026842873.1|DPER
OG0000873	LOC108143199|XP_017122941.1|DELE	LOC6602179|XP_002027219.2|DPER
OG0000874	LOC108144597|XP_017125091.1|DELE	LOC6601602|XP_026840947.1|DPER
OG0000875	LOC108142203|XP_017121382.1|DELE	LOC6603330|XP_002028307.1|DPER
OG0000877	LOC108145981|XP_017127204.1|DELE	LOC6602389|XP_026848454.1|DPER
OG0000877	LOC108137089|XP_017114104.1|DELE	LOC6598336|XP_002023463.1|DPER
OG0000878	LOC108142123|XP_017121310.1|DELE	LOC6590314|XP_002015859.2|DPER
OG0000878	LOC108141726|XP_017120707.1|DELE	LOC6589143|XP_002014433.1|DPER
OG0000879	LOC108144966|XP_017125602.1|DELE	LOC6590668|XP_002015410.2|DPER
OG0000880	LOC108137063|XP_017114059.1|DELE	LOC6602746|XP_002027794.1|DPER
OG0000880	LOC108150130|XP_017133586.1|DELE	LOC6600287|XP_002025432.1|DPER
OG0000881	LOC108142244|XP_017121452.1|DELE, LOC108142277|XP_017121495.1|DELE, LOC108142856|XP_017122415.1|DELE	LOC6597144|XP_002022302.1|DPER
OG0000882	LOC108147719|XP_017129934.1|DELE	LOC6600043|XP_026849136.1|DPER
OG0000884	LOC108138679|XP_017116515.1|DELE	LOC6595379|XP_002020815.1|DPER
OG0000885	LOC108135768|XP_017112108.1|DELE	LOC6588136|XP_026844274.1|DPER
OG0000886	LOC108136847|XP_017113760.1|DELE	LOC6588267|XP_002013844.1|DPER
OG0000887	LOC108144973|XP_017125622.1|DELE	LOC6600746|XP_026848674.1|DPER
OG0000888	LOC108146025|XP_017127293.1|DELE	LOC6601087|XP_026847373.1|DPER
OG0000889	LOC108149900|XP_017133292.1|DELE	LOC6603424|XP_002028402.1|DPER
OG0000890	LOC108137557|XP_017114772.1|DELE	LOC6590086|XP_026842302.1|DPER
OG0000890	LOC108137084|XP_017114097.1|DELE	LOC6595015|XP_002020168.1|DPER, LOC6588946|XP_026844233.1|DPER
OG0000891	LOC108138254|XP_017115885.1|DELE	LOC6595443|XP_002020864.1|DPER
OG0000892	LOC108150152|XP_017133609.1|DELE	LOC6598870|XP_002024043.1|DPER
OG0000892	LOC108142587|XP_017122039.1|DELE	LOC6601807|XP_026848560.1|DPER
OG0000893	LOC108141017|XP_017119582.1|DELE	LOC6594271|XP_026850537.1|DPER
OG0000894	LOC108141203|XP_017119937.1|DELE	LOC6594290|XP_002019938.1|DPER
OG0000895	LOC108139239|XP_017117403.1|DELE, LOC108137972|XP_017115429.1|DELE, LOC108137051|XP_017114028.1|DELE	LOC6590707|XP_002015991.1|DPER, LOC6590708|XP_002015992.1|DPER
OG0000896	LOC108141222|XP_017119966.1|DELE	LOC6600031|XP_002025078.1|DPER
OG0000897	LOC108147129|XP_017128909.1|DELE	LOC6591720|XP_002016897.1|DPER
OG0000897	LOC108147128|XP_017128908.1|DELE	LOC6591723|XP_002016900.1|DPER
OG0000898	LOC108144742|XP_017125331.1|DELE	LOC6593119|XP_002017618.2|DPER
OG0000898	LOC108149193|XP_017132105.1|DELE	LOC6600839|XP_002025933.1|DPER
OG0000899	LOC108144030|XP_017124149.1|DELE	LOC6587346|XP_002013665.2|DPER
OG0000900	LOC108137522|XP_017114725.1|DELE	LOC6591271|XP_002016026.1|DPER
OG0000900	LOC108137649|XP_017114970.1|DELE, LOC108137523|XP_017114726.1|DELE	LOC6591270|XP_002016025.1|DPER
OG0000901	LOC108143673|XP_017123673.1|DELE	LOC6592414|XP_002018059.1|DPER
OG0000901	LOC108143640|XP_017123643.1|DELE	LOC6592413|XP_002018058.1|DPER
OG0000902	LOC108138488|XP_017116179.1|DELE	LOC113566630|XP_026848935.1|DPER
OG0000902	LOC108138443|XP_017116132.1|DELE	LOC6597610|XP_026848944.1|DPER
OG0000903	LOC108146933|XP_017128671.1|DELE	LOC6595921|XP_002021067.1|DPER
OG0000903	LOC108146950|XP_017128694.1|DELE	LOC6595923|XP_002021069.1|DPER
OG0000904	LOC108146308|XP_017127753.1|DELE	LOC6596215|XP_026845444.1|DPER
OG0000906	LOC108144925|XP_017125580.1|DELE	LOC6593005|XP_002018457.1|DPER
OG0000906	LOC108144924|XP_017125579.1|DELE	LOC6593006|XP_002018458.1|DPER
OG0000907	LOC108144819|XP_017125439.1|DELE	LOC6590497|XP_002015646.2|DPER
OG0000909	LOC108137257|XP_017114330.1|DELE, LOC108135867|XP_017112259.1|DELE	LOC6587755|XP_002013677.1|DPER
OG0000910	LOC108135074|XP_017111123.1|DELE	LOC6600067|XP_026845117.1|DPER
OG0000911	LOC108144864|XP_017125503.1|DELE	LOC6592441|XP_002017786.1|DPER
OG0000912	LOC108136143|XP_017112626.1|DELE, LOC108136025|XP_017112443.1|DELE	LOC6596066|XP_002021223.1|DPER
OG0000913	LOC108146766|XP_017128391.1|DELE	LOC6595962|XP_026845486.1|DPER
OG0000914	LOC108137890|XP_017115318.1|DELE	LOC6590248|XP_002016540.2|DPER
OG0000915	LOC108137908|XP_017115337.1|DELE	LOC6590742|XP_002016005.1|DPER
OG0000916	LOC108149407|XP_017132433.1|DELE	LOC6589575|XP_026843929.1|DPER
OG0000917	LOC108149337|XP_017132313.1|DELE	LOC6596519|XP_026842953.1|DPER
OG0000918	LOC108140323|XP_017118497.1|DELE, LOC108138773|XP_017116722.1|DELE	LOC6597991|XP_026843116.1|DPER
OG0000920	LOC108148109|XP_017130446.1|DELE	LOC6598219|XP_002023344.1|DPER
OG0000921	LOC108136278|XP_017112847.1|DELE, LOC108136308|XP_017112892.1|DELE	LOC6603207|XP_026845946.1|DPER, LOC113566098|XP_026845947.1|DPER
OG0000922	LOC108146438|XP_017127931.1|DELE	LOC6601884|XP_002026933.1|DPER
OG0000923	LOC108135512|XP_017111745.1|DELE, LOC108143893|XP_017123957.1|DELE	LOC6588607|XP_002013143.1|DPER
OG0000924	LOC108137660|XP_017114984.1|DELE	LOC6603232|XP_026845217.1|DPER
OG0000925	LOC108148494|XP_017131018.1|DELE, LOC108149029|XP_017131867.1|DELE	LOC6595306|XP_002020433.1|DPER
OG0000926	LOC108148248|XP_017130654.1|DELE	LOC6591443|XP_002016966.1|DPER
OG0000926	LOC108140453|XP_017118674.1|DELE	LOC6594239|XP_002019973.1|DPER
OG0000927	LOC108148471|XP_017130992.1|DELE	LOC6587478|XP_026851109.1|DPER
OG0000927	LOC108148523|XP_017131050.1|DELE	LOC6588632|XP_002013985.1|DPER
OG0000928	LOC108141934|XP_017121061.1|DELE, LOC108141936|XP_017121063.1|DELE	LOC6593515|XP_002019206.1|DPER
OG0000928	LOC108141935|XP_017121062.1|DELE	LOC6593514|XP_002019205.1|DPER
OG0000929	LOC108148064|XP_017130406.1|DELE	LOC6596383|XP_002021536.2|DPER
OG0000929	LOC108147840|XP_017130087.1|DELE	LOC6596382|XP_002021535.1|DPER
OG0000930	LOC108145911|XP_017127083.1|DELE, LOC108146136|XP_017127478.1|DELE	LOC6596037|XP_026845721.1|DPER, LOC6596024|XP_002020974.1|DPER
OG0000931	LOC108135395|XP_017111583.1|DELE	LOC6589927|XP_026841117.1|DPER
OG0000931	LOC108138022|XP_017115481.1|DELE	LOC6602442|XP_002027477.2|DPER
OG0000932	LOC108142204|XP_017121383.1|DELE	LOC6596002|XP_026845375.1|DPER
OG0000932	LOC108142252|XP_017121460.1|DELE	LOC6596025|XP_002021024.2|DPER
OG0000933	LOC108145551|XP_017126540.1|DELE	LOC6593185|XP_002017900.1|DPER
OG0000933	LOC108145547|XP_017126536.1|DELE	LOC6593184|XP_002017899.1|DPER
OG0000934	LOC108145401|XP_017126289.1|DELE, LOC108145282|XP_017126118.1|DELE, LOC108145405|XP_017126294.1|DELE	LOC6604259|XP_002029176.1|DPER, LOC6590432|XP_002015728.1|DPER
OG0000935	LOC108147162|XP_017128982.1|DELE	LOC6587608|XP_026850512.1|DPER
OG0000936	LOC108147375|XP_017129298.1|DELE	LOC6592150|XP_026848428.1|DPER
OG0000936	LOC108137107|XP_017114120.1|DELE	LOC6599140|XP_002024374.1|DPER
OG0000937	LOC108148939|XP_017131751.1|DELE	LOC6587331|XP_026850563.1|DPER
OG0000938	LOC108137165|XP_017114226.1|DELE	LOC113566537|XP_026848371.1|DPER
OG0000939	LOC108138138|XP_017115673.1|DELE	LOC113565908|XP_026845080.1|DPER, LOC6589789|XP_002014636.1|DPER
OG0000940	LOC108146448|XP_017127947.1|DELE	LOC6599599|XP_002024689.2|DPER
OG0000941	LOC108137331|XP_017114451.1|DELE	LOC113566184|XP_026846421.1|DPER
OG0000942	LOC108142416|XP_017121758.1|DELE	LOC113566490|XP_026848093.1|DPER
OG0000943	LOC108144390|XP_017124656.1|DELE	LOC6590176|XP_026842496.1|DPER
OG0000944	LOC108137176|XP_017114242.1|DELE	LOC6599123|XP_026848288.1|DPER
OG0000945	LOC108145939|XP_017127136.1|DELE	LOC6601058|XP_026849742.1|DPER
OG0000946	LOC108139000|XP_017117085.1|DELE	LOC6589560|XP_002015269.1|DPER
OG0000947	LOC108144515|XP_017124944.1|DELE	LOC6591001|XP_002016565.1|DPER
OG0000948	LOC108146329|XP_017127784.1|DELE	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER
OG0000949	LOC108136213|XP_017112710.1|DELE, LOC108136214|XP_017112715.1|DELE	LOC6600062|XP_026845102.1|DPER
OG0000950	LOC108140993|XP_017119557.1|DELE	LOC6594120|XP_002019542.2|DPER
OG0000951	LOC108134796|XP_017110735.1|DELE	LOC6598701|XP_002023880.1|DPER
OG0000952	LOC108138201|XP_017115808.1|DELE	LOC6595403|XP_002020876.2|DPER
OG0000954	LOC108147944|XP_017130258.1|DELE, LOC108135956|XP_017112395.1|DELE	LOC6603167|XP_002028163.1|DPER, LOC6603169|XP_002028165.1|DPER
OG0000955	LOC108147076|XP_017128853.1|DELE	LOC6595114|XP_002020188.1|DPER
OG0000955	LOC108147075|XP_017128852.1|DELE	LOC6595113|XP_002020187.1|DPER
OG0000956	LOC108135887|XP_017112292.1|DELE	LOC6594446|XP_002019911.1|DPER
OG0000956	LOC108150001|XP_017133432.1|DELE	LOC6594329|XP_026850339.1|DPER
OG0000957	LOC108144108|XP_017124241.1|DELE	LOC6590178|XP_026842773.1|DPER
OG0000957	LOC108144109|XP_017124242.1|DELE	LOC6589982|XP_002016330.1|DPER
OG0000958	LOC108136892|XP_017113838.1|DELE	LOC6588630|XP_002013874.2|DPER, LOC113564895|XP_026839941.1|DPER, LOC6587250|XP_002013872.2|DPER
OG0000958	LOC108141302|XP_017120057.1|DELE	LOC6592506|XP_002018322.1|DPER
OG0000959	LOC108135488|XP_017111719.1|DELE, LOC108137096|XP_017114109.1|DELE, LOC108142286|XP_017121521.1|DELE	LOC6595823|XP_002021300.1|DPER, LOC6599608|XP_002024698.2|DPER
OG0000960	LOC108150390|XP_017134020.1|DELE	LOC6596763|XP_002021916.2|DPER
OG0000961	LOC108142463|XP_017121832.1|DELE	LOC6601868|XP_002026917.2|DPER
OG0000961	LOC108142466|XP_017121836.1|DELE	LOC6601871|XP_002026920.1|DPER
OG0000963	LOC108136659|XP_017113472.1|DELE	LOC6601775|XP_002026810.1|DPER
OG0000964	LOC108144188|XP_017124342.1|DELE	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER
OG0000965	LOC108137426|XP_017114578.1|DELE	LOC6600658|XP_026848620.1|DPER
OG0000966	LOC108147584|XP_017129712.1|DELE, LOC108143774|XP_017123791.1|DELE	LOC6595173|XP_002020428.1|DPER
OG0000968	LOC108146872|XP_017128590.1|DELE	LOC6599768|XP_002024888.1|DPER
OG0000969	LOC108145548|XP_017126537.1|DELE	LOC6600916|XP_002025925.1|DPER
OG0000970	LOC108137387|XP_017114535.1|DELE	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER
OG0000971	LOC108150518|XP_017134227.1|DELE	LOC6589751|XP_026844021.1|DPER
OG0000972	LOC108142387|XP_017121711.1|DELE	LOC6601465|XP_026847757.1|DPER
OG0000973	LOC108140592|XP_017118984.1|DELE	LOC6598417|XP_002023661.1|DPER, LOC6598475|XP_002023666.1|DPER, LOC6598483|XP_002023674.1|DPER
