Orthogroup	DELE.longest_only	HILL.longest_only
OG0000717	LOC108143195|XP_017122936.1|DELE	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL
OG0000718	LOC108145308|XP_017126140.1|DELE	LOC119660961|XP_037925932.1|HILL
OG0000719	LOC108150215|XP_017133736.1|DELE, LOC108150334|XP_017133945.1|DELE	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL
OG0000724	LOC108145035|XP_017125710.1|DELE, LOC108148629|XP_017131227.1|DELE	LOC119657926|XP_037921041.1|HILL
OG0000726	LOC108135153|XP_017111262.1|DELE, LOC108135039|XP_017111066.1|DELE	LOC119653055|XP_037913462.1|HILL
OG0000727	LOC108135837|XP_017112210.1|DELE, LOC108135838|XP_017112211.1|DELE	LOC119658886|XP_037922601.1|HILL
OG0000728	LOC108137411|XP_017114559.1|DELE	LOC119650595|XP_037909372.1|HILL
OG0000729	LOC108148434|XP_017130958.1|DELE, LOC108148854|XP_017131632.1|DELE	LOC119652827|XP_037913083.1|HILL
OG0000730	LOC108137613|XP_017114877.1|DELE, LOC108147844|XP_017130091.1|DELE	LOC119647745|XP_037904788.1|HILL
OG0000731	LOC108146348|XP_017127809.1|DELE, LOC108144210|XP_017124372.1|DELE	LOC119646681|XP_037903161.1|HILL
OG0000732	LOC108146734|XP_017128327.1|DELE, LOC108146733|XP_017128326.1|DELE	LOC119648801|XP_037906578.1|HILL
OG0000733	LOC108148952|XP_017131773.1|DELE, LOC108147547|XP_017129620.1|DELE	LOC119648378|XP_037906038.1|HILL
OG0000734	LOC108143850|XP_017123900.1|DELE, LOC108143940|XP_017124025.1|DELE, LOC108149599|XP_017132783.1|DELE, LOC108145955|XP_017127160.1|DELE	LOC119650154|XP_037908624.1|HILL
OG0000735	LOC108147751|XP_017129970.1|DELE	LOC119651169|XP_037910516.1|HILL
OG0000736	LOC108138800|XP_017116772.1|DELE, LOC108138795|XP_017116763.1|DELE	LOC119651873|XP_037911608.1|HILL
OG0000738	LOC108139029|XP_017117127.1|DELE, LOC108138700|XP_017116535.1|DELE	LOC119651288|XP_037910731.1|HILL
OG0000739	LOC108136024|XP_017112447.1|DELE, LOC108135406|XP_017111596.1|DELE	LOC119659661|XP_037923798.1|HILL
OG0000740	LOC108139276|XP_017117458.1|DELE	LOC119660242|XP_037924623.1|HILL
OG0000741	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE	LOC119660617|XP_037925245.1|HILL
OG0000742	LOC108144402|XP_017124685.1|DELE, LOC108144872|XP_017125517.1|DELE	LOC119655245|XP_037916962.1|HILL
OG0000743	LOC108146011|XP_017127275.1|DELE, LOC108135361|XP_017111541.1|DELE	LOC119647882|XP_037905097.1|HILL
OG0000745	LOC108145394|XP_017126281.1|DELE, LOC108149756|XP_017133058.1|DELE	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL
OG0000746	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE	LOC119654765|XP_037916233.1|HILL
OG0000747	LOC108137670|XP_017115018.1|DELE, LOC108150569|XP_017134306.1|DELE	LOC119653703|XP_037914507.1|HILL
OG0000748	LOC108147888|XP_017130136.1|DELE, LOC108138427|XP_017116115.1|DELE	LOC119657475|XP_037920323.1|HILL
OG0000750	LOC108142897|XP_017122473.1|DELE	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL
OG0000753	LOC108134792|XP_017110730.1|DELE, LOC108142189|XP_017121362.1|DELE	LOC119651896|XP_037911650.1|HILL
OG0000754	LOC108150017|XP_017133460.1|DELE, LOC108145569|XP_017126568.1|DELE	LOC119657544|XP_037920415.1|HILL
OG0000755	LOC108135732|XP_017112058.1|DELE, LOC108135697|XP_017112031.1|DELE	LOC119652498|XP_037912609.1|HILL
OG0000756	LOC108143782|XP_017123798.1|DELE	LOC119651830|XP_037911552.1|HILL
OG0000756	LOC108143781|XP_017123797.1|DELE	LOC119652905|XP_037913209.1|HILL
OG0000757	LOC108146532|XP_017128061.1|DELE	LOC119647880|XP_037905096.1|HILL
OG0000758	LOC108146501|XP_017128026.1|DELE, LOC108146468|XP_017127971.1|DELE	LOC119648790|XP_037906564.1|HILL
OG0000759	LOC108146482|XP_017127997.1|DELE, LOC108146451|XP_017127951.1|DELE	LOC119648906|XP_037906739.1|HILL
OG0000760	LOC108149194|XP_017132107.1|DELE	LOC119661608|XP_037926952.1|HILL
OG0000761	LOC108141979|XP_017121122.1|DELE, LOC108141661|XP_017120619.1|DELE	LOC119650713|XP_037909650.1|HILL
OG0000762	LOC108149367|XP_017132358.1|DELE	LOC119661373|XP_037926619.1|HILL
OG0000763	LOC108141722|XP_017120704.1|DELE, LOC108141731|XP_017120713.1|DELE	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL
OG0000764	LOC108143825|XP_017123851.1|DELE	LOC119654962|XP_037916548.1|HILL
OG0000765	LOC108146428|XP_017127921.1|DELE, LOC108135924|XP_017112356.1|DELE	LOC119654298|XP_037915532.1|HILL
OG0000766	LOC108141742|XP_017120724.1|DELE, LOC108137114|XP_017114129.1|DELE	LOC119654919|XP_037916494.1|HILL
OG0000767	LOC108137442|XP_017114595.1|DELE, LOC108146476|XP_017127983.1|DELE	LOC119649895|XP_037908215.1|HILL
OG0000768	LOC108142771|XP_017122301.1|DELE	LOC119650429|XP_037909174.1|HILL
OG0000769	LOC108149006|XP_017131839.1|DELE, LOC108144856|XP_017125496.1|DELE	LOC119657753|XP_037920735.1|HILL
OG0000770	LOC108141419|XP_017120284.1|DELE	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL
OG0000771	LOC108146444|XP_017127941.1|DELE, LOC108146410|XP_017127901.1|DELE	LOC119658887|XP_037922605.1|HILL
OG0000772	LOC108149891|XP_017133277.1|DELE, LOC108137301|XP_017114414.1|DELE, LOC108141266|XP_017120023.1|DELE	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL
OG0000774	LOC108144155|XP_017124288.1|DELE, LOC108144676|XP_017125225.1|DELE	LOC119657784|XP_037920791.1|HILL
OG0000778	LOC108147507|XP_017129564.1|DELE, LOC108148155|XP_017130579.1|DELE	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL
OG0000779	LOC108136561|XP_017113359.1|DELE	LOC119657107|XP_037919794.1|HILL
OG0000780	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE	LOC119657989|XP_037921134.1|HILL
OG0000781	LOC108136493|XP_017113200.1|DELE, LOC108143140|XP_017122876.1|DELE	LOC119658295|XP_037921520.1|HILL
OG0000782	LOC108142521|XP_017121929.1|DELE, LOC108147742|XP_017129961.1|DELE	LOC119657096|XP_037919779.1|HILL
OG0000783	LOC108141338|XP_017120135.1|DELE	LOC119657280|XP_037920052.1|HILL
OG0000784	LOC108135548|XP_017111785.1|DELE, LOC108135893|XP_017112299.1|DELE	LOC119646893|XP_037903460.1|HILL
OG0000785	LOC108147198|XP_017129041.1|DELE	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL
OG0000786	LOC108140511|XP_017118791.1|DELE	LOC119650690|XP_037909584.1|HILL
OG0000787	LOC108150197|XP_017133697.1|DELE	LOC119649883|XP_037908188.1|HILL
OG0000788	LOC108149370|XP_017132363.1|DELE, LOC108142780|XP_017122313.1|DELE	LOC119647630|XP_037904613.1|HILL
OG0000789	LOC108137773|XP_017115164.1|DELE, LOC108137795|XP_017115188.1|DELE	LOC119651528|XP_037911088.1|HILL
OG0000790	LOC108145509|XP_017126468.1|DELE, LOC108145501|XP_017126455.1|DELE	LOC119658287|XP_037921510.1|HILL
OG0000791	LOC108147210|XP_017129057.1|DELE, LOC108148633|XP_017131234.1|DELE	LOC119653209|XP_037913704.1|HILL
OG0000793	LOC108136816|XP_017113709.1|DELE, LOC108137272|XP_017114356.1|DELE	LOC119659841|XP_037924067.1|HILL
OG0000794	LOC108138500|XP_017116210.1|DELE	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL
OG0000795	LOC108137638|XP_017114932.1|DELE, LOC108140429|XP_017118643.1|DELE	LOC119654215|XP_037915356.1|HILL
OG0000796	LOC108139119|XP_017117221.1|DELE, LOC108145098|XP_017125782.1|DELE	LOC119654527|XP_037915899.1|HILL
OG0000797	LOC108139263|XP_017117439.1|DELE, LOC108139262|XP_017117438.1|DELE	LOC119659393|XP_037923383.1|HILL
OG0000798	LOC108149084|XP_017131952.1|DELE	LOC119653731|XP_037914572.1|HILL
OG0000799	LOC108135045|XP_017111073.1|DELE, LOC108140928|XP_017119485.1|DELE	LOC119653680|XP_037914462.1|HILL
OG0000801	LOC108141802|XP_017120852.1|DELE	LOC119655634|XP_037917534.1|HILL
OG0000802	LOC108141480|XP_017120384.1|DELE, LOC108141667|XP_017120633.1|DELE	LOC119655789|XP_037917810.1|HILL
OG0000803	LOC108135343|XP_017111524.1|DELE, LOC108146301|XP_017127738.1|DELE	LOC119661390|XP_037926641.1|HILL
OG0000804	LOC108137898|XP_017115328.1|DELE, LOC108148298|XP_017130768.1|DELE	LOC119655918|XP_037918011.1|HILL
OG0000805	LOC108149102|XP_017131988.1|DELE, LOC108149103|XP_017131989.1|DELE	LOC119658085|XP_037921276.1|HILL
OG0000807	LOC108143271|XP_017123076.1|DELE, LOC108149408|XP_017132453.1|DELE, LOC108150154|XP_017133611.1|DELE, LOC108147939|XP_017130212.1|DELE	LOC119651447|XP_037910980.1|HILL
OG0000810	LOC108147357|XP_017129276.1|DELE	LOC119652580|XP_037912724.1|HILL
OG0000811	LOC108135855|XP_017112237.1|DELE, LOC108137926|XP_017115360.1|DELE	LOC119659042|XP_037922871.1|HILL
OG0000812	LOC108134938|XP_017110951.1|DELE, LOC108136097|XP_017112558.1|DELE	LOC119647943|XP_037905233.1|HILL
OG0000813	LOC108145032|XP_017125704.1|DELE	LOC119659686|XP_037923852.1|HILL
OG0000813	LOC108137826|XP_017115239.1|DELE, LOC108135422|XP_017111638.1|DELE	LOC119649371|XP_037907416.1|HILL
OG0000814	LOC108150422|XP_017134068.1|DELE	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL
OG0000815	LOC108149331|XP_017132287.1|DELE	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL
OG0000816	LOC108145025|XP_017125699.1|DELE, LOC108141056|XP_017119695.1|DELE	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL
OG0000818	LOC108137710|XP_017115082.1|DELE, LOC108138131|XP_017115664.1|DELE	LOC119653492|XP_037914048.1|HILL
OG0000819	LOC108135407|XP_017111593.1|DELE, LOC108135454|XP_017111687.1|DELE	LOC119655961|XP_037918111.1|HILL
OG0000820	LOC108134839|XP_017110790.1|DELE, LOC108143611|XP_017123624.1|DELE	LOC119654911|XP_037916472.1|HILL
OG0000821	LOC108135387|XP_017111573.1|DELE	LOC119649066|XP_037906982.1|HILL
OG0000824	LOC108138354|XP_017116014.1|DELE	LOC119661374|XP_037926621.1|HILL
OG0000830	LOC108147734|XP_017129952.1|DELE	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL
OG0000831	LOC108142195|XP_017121369.1|DELE	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL
OG0000832	LOC108141544|XP_017120474.1|DELE	LOC119646406|XP_037902778.1|HILL
OG0000833	LOC108145626|XP_017126651.1|DELE	LOC119648899|XP_037906731.1|HILL
OG0000834	LOC108148443|XP_017130967.1|DELE, LOC108148531|XP_017131060.1|DELE	LOC119650167|XP_037908642.1|HILL
OG0000836	LOC108135194|XP_017111305.1|DELE, LOC108141914|XP_017121022.1|DELE	LOC119651568|XP_037911131.1|HILL
OG0000837	LOC108137187|XP_017114259.1|DELE	LOC119653598|XP_037914275.1|HILL
OG0000838	LOC108139072|XP_017117184.1|DELE, LOC108138661|XP_017116490.1|DELE	LOC119656045|XP_037918241.1|HILL
OG0000839	LOC108148385|XP_017130900.1|DELE, LOC108136676|XP_017113488.1|DELE	LOC119659633|XP_037923760.1|HILL
OG0000840	LOC108149896|XP_017133284.1|DELE, LOC108138584|XP_017116361.1|DELE	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL
OG0000841	LOC108137602|XP_017114847.1|DELE	LOC119660594|XP_037925196.1|HILL
OG0000842	LOC108147066|XP_017128847.1|DELE, LOC108137008|XP_017113995.1|DELE	LOC119653816|XP_037914775.1|HILL
OG0000843	LOC108144818|XP_017125438.1|DELE	LOC119654815|XP_037916301.1|HILL
OG0000844	LOC108144642|XP_017125174.1|DELE, LOC108141033|XP_017119622.1|DELE	LOC119653876|XP_037914916.1|HILL
OG0000846	LOC108148741|XP_017131418.1|DELE	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL
OG0000848	LOC108148054|XP_017130395.1|DELE, LOC108135192|XP_017111302.1|DELE	LOC119658671|XP_037922165.1|HILL
OG0000849	LOC108138135|XP_017115672.1|DELE, LOC108147859|XP_017130106.1|DELE	LOC119647307|XP_037904149.1|HILL
OG0000850	LOC108137526|XP_017114731.1|DELE, LOC108137527|XP_017114733.1|DELE	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL
OG0000854	LOC108149866|XP_017133235.1|DELE	LOC119658525|XP_037921931.1|HILL
OG0000854	LOC108149863|XP_017133232.1|DELE	LOC119658527|XP_037921933.1|HILL
OG0000855	LOC108150402|XP_017134049.1|DELE, LOC108143793|XP_017123805.1|DELE	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL
OG0000856	LOC108135410|XP_017111597.1|DELE, LOC108146886|XP_017128609.1|DELE	LOC119661011|XP_037926086.1|HILL
OG0000857	LOC108144663|XP_017125202.1|DELE	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL
OG0000858	LOC108134976|XP_017110997.1|DELE, LOC108134967|XP_017110987.1|DELE	LOC119651400|XP_037910915.1|HILL
OG0000860	LOC108142598|XP_017122058.1|DELE, LOC108146155|XP_017127511.1|DELE	LOC119650458|XP_037909242.1|HILL
OG0000861	LOC108143295|XP_017123098.1|DELE, LOC108143316|XP_017123123.1|DELE	LOC119660138|XP_037924469.1|HILL
OG0000862	LOC108145488|XP_017126434.1|DELE, LOC108137806|XP_017115202.1|DELE	LOC119647046|XP_037903730.1|HILL
OG0000864	LOC108149274|XP_017132206.1|DELE, LOC108149980|XP_017133390.1|DELE	LOC119655864|XP_037917914.1|HILL
OG0000865	LOC108140866|XP_017119347.1|DELE, LOC108141643|XP_017120603.1|DELE, LOC108149587|XP_017132714.1|DELE, LOC108139221|XP_017117368.1|DELE	LOC119660267|XP_037924654.1|HILL
OG0000866	LOC108148016|XP_017130339.1|DELE, LOC108148011|XP_017130331.1|DELE	LOC119651344|XP_037910827.1|HILL
OG0000867	LOC108142132|XP_017121316.1|DELE	LOC119661534|XP_037926842.1|HILL
OG0000868	LOC108145019|XP_017125685.1|DELE	LOC119651020|XP_037910251.1|HILL
OG0000869	LOC108141089|XP_017119777.1|DELE	LOC119659879|XP_037924126.1|HILL
OG0000870	LOC108144479|XP_017124893.1|DELE	LOC119655994|XP_037918160.1|HILL
OG0000871	LOC108144730|XP_017125316.1|DELE	LOC119655804|XP_037917831.1|HILL
OG0000872	LOC108144506|XP_017124929.1|DELE	LOC119653635|XP_037914344.1|HILL
OG0000873	LOC108143199|XP_017122941.1|DELE	LOC119649384|XP_037907430.1|HILL
OG0000874	LOC108144597|XP_017125091.1|DELE	LOC119653451|XP_037913986.1|HILL
OG0000875	LOC108142203|XP_017121382.1|DELE	LOC119648335|XP_037905957.1|HILL
OG0000877	LOC108145981|XP_017127204.1|DELE, LOC108137089|XP_017114104.1|DELE	LOC119647632|XP_037904617.1|HILL, LOC119648809|XP_037906587.1|HILL
OG0000878	LOC108142123|XP_017121310.1|DELE, LOC108141726|XP_017120707.1|DELE	LOC119654988|XP_037916580.1|HILL
OG0000879	LOC108144966|XP_017125602.1|DELE	LOC119655355|XP_037917134.1|HILL
OG0000880	LOC108137063|XP_017114059.1|DELE, LOC108150130|XP_017133586.1|DELE	LOC119646237|XP_037902555.1|HILL, LOC119661511|XP_037926810.1|HILL, LOC119647788|XP_037904907.1|HILL
OG0000882	LOC108147719|XP_017129934.1|DELE	LOC119657550|XP_037920431.1|HILL
OG0000883	LOC108135409|XP_017111595.1|DELE	LOC119658367|XP_037921656.1|HILL
OG0000884	LOC108138679|XP_017116515.1|DELE	LOC119657713|XP_037920680.1|HILL
OG0000886	LOC108136847|XP_017113760.1|DELE	LOC119650614|XP_037909425.1|HILL
OG0000887	LOC108144973|XP_017125622.1|DELE	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL
OG0000888	LOC108146025|XP_017127293.1|DELE	LOC119647432|XP_037904268.1|HILL
OG0000889	LOC108149900|XP_017133292.1|DELE	LOC119649708|XP_037907907.1|HILL
OG0000890	LOC108137557|XP_017114772.1|DELE, LOC108137084|XP_017114097.1|DELE	LOC119647425|XP_037904258.1|HILL
OG0000891	LOC108149364|XP_017132353.1|DELE, LOC108138254|XP_017115885.1|DELE	LOC119651506|XP_037911062.1|HILL
OG0000892	LOC108150152|XP_017133609.1|DELE, LOC108142587|XP_017122039.1|DELE	LOC119650186|XP_037908674.1|HILL
OG0000893	LOC108141017|XP_017119582.1|DELE	LOC119661300|XP_037926517.1|HILL
OG0000894	LOC108141203|XP_017119937.1|DELE	LOC119659992|XP_037924292.1|HILL
OG0000895	LOC108139239|XP_017117403.1|DELE, LOC108137972|XP_017115429.1|DELE, LOC108137051|XP_017114028.1|DELE	LOC119655493|XP_037917323.1|HILL
OG0000896	LOC108137912|XP_017115342.1|DELE, LOC108141222|XP_017119966.1|DELE	LOC119655524|XP_037917362.1|HILL
OG0000899	LOC108147329|XP_017129244.1|DELE, LOC108144030|XP_017124149.1|DELE	LOC119659559|XP_037923636.1|HILL
OG0000907	LOC108144819|XP_017125439.1|DELE	LOC119657822|XP_037920864.1|HILL
OG0000909	LOC108137257|XP_017114330.1|DELE, LOC108135867|XP_017112259.1|DELE	LOC119657311|XP_037920098.1|HILL
OG0000910	LOC108136229|XP_017112741.1|DELE, LOC108135074|XP_017111123.1|DELE	LOC119647744|XP_037904787.1|HILL
OG0000911	LOC108144864|XP_017125503.1|DELE	LOC119659735|XP_037923922.1|HILL
OG0000912	LOC108136143|XP_017112626.1|DELE, LOC108136025|XP_017112443.1|DELE	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL
OG0000913	LOC108146766|XP_017128391.1|DELE	LOC119649914|XP_037908241.1|HILL
OG0000914	LOC108137890|XP_017115318.1|DELE	LOC119659280|XP_037923220.1|HILL
OG0000915	LOC108137908|XP_017115337.1|DELE, LOC108137067|XP_017114062.1|DELE	LOC119661273|XP_037926469.1|HILL
OG0000916	LOC108149407|XP_017132433.1|DELE, LOC108138705|XP_017116543.1|DELE	LOC119649969|XP_037908336.1|HILL
OG0000917	LOC108149337|XP_017132313.1|DELE	LOC119653264|XP_037913804.1|HILL
OG0000918	LOC108137874|XP_017115305.1|DELE, LOC108140323|XP_017118497.1|DELE, LOC108138773|XP_017116722.1|DELE	LOC119661271|XP_037926460.1|HILL
OG0000920	LOC108148109|XP_017130446.1|DELE	LOC119655503|XP_037917334.1|HILL
OG0000921	LOC108136278|XP_017112847.1|DELE, LOC108136308|XP_017112892.1|DELE	LOC119646868|XP_037903420.1|HILL
OG0000922	LOC108146438|XP_017127931.1|DELE	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL
OG0000923	LOC108135512|XP_017111745.1|DELE, LOC108143893|XP_017123957.1|DELE	LOC119659268|XP_037923196.1|HILL
OG0000924	LOC108137660|XP_017114984.1|DELE	LOC119653921|XP_037915008.1|HILL
OG0000925	LOC108148494|XP_017131018.1|DELE, LOC108149029|XP_017131867.1|DELE	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL
OG0000926	LOC108148248|XP_017130654.1|DELE, LOC108140453|XP_017118674.1|DELE	LOC119659217|XP_037923118.1|HILL
OG0000931	LOC108135395|XP_017111583.1|DELE, LOC108138022|XP_017115481.1|DELE	LOC119650289|XP_037908847.1|HILL
OG0000935	LOC108147162|XP_017128982.1|DELE	LOC119652079|XP_037911945.1|HILL
OG0000936	LOC108147375|XP_017129298.1|DELE, LOC108137107|XP_017114120.1|DELE	LOC119658888|XP_037922606.1|HILL
OG0000937	LOC108148939|XP_017131751.1|DELE	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL
OG0000938	LOC108135366|XP_017111546.1|DELE, LOC108137165|XP_017114226.1|DELE	LOC119657122|XP_037919814.1|HILL
OG0000939	LOC108138138|XP_017115673.1|DELE	LOC119661716|XP_037927099.1|HILL
OG0000940	LOC108138461|XP_017116153.1|DELE, LOC108146448|XP_017127947.1|DELE	LOC119656570|XP_037918885.1|HILL
OG0000941	LOC108148566|XP_017131101.1|DELE, LOC108137331|XP_017114451.1|DELE	LOC119657198|XP_037919932.1|HILL
OG0000942	LOC108142416|XP_017121758.1|DELE	LOC119648309|XP_037905916.1|HILL
OG0000943	LOC108144390|XP_017124656.1|DELE	LOC119661204|XP_037926354.1|HILL
OG0000944	LOC108137176|XP_017114242.1|DELE	LOC119660771|XP_037925462.1|HILL
OG0000945	LOC108145939|XP_017127136.1|DELE, LOC108145937|XP_017127134.1|DELE	LOC119661753|XP_037927151.1|HILL
OG0000946	LOC108139000|XP_017117085.1|DELE	LOC119661296|XP_037926510.1|HILL
OG0000947	LOC108144515|XP_017124944.1|DELE	LOC119659221|XP_037923125.1|HILL
OG0000948	LOC108146329|XP_017127784.1|DELE	LOC119650053|XP_037908470.1|HILL
OG0000949	LOC108136213|XP_017112710.1|DELE, LOC108136214|XP_017112715.1|DELE	LOC119655964|XP_037918123.1|HILL
OG0000950	LOC108140993|XP_017119557.1|DELE	LOC119656859|XP_037919440.1|HILL
OG0000951	LOC108134796|XP_017110735.1|DELE	LOC119660211|XP_037924573.1|HILL
OG0000952	LOC108138201|XP_017115808.1|DELE	LOC119647108|XP_037903814.1|HILL
OG0000957	LOC108144108|XP_017124241.1|DELE, LOC108144109|XP_017124242.1|DELE	LOC119649988|XP_037908370.1|HILL
OG0000960	LOC108150390|XP_017134020.1|DELE	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL
OG0000963	LOC108136659|XP_017113472.1|DELE	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL
OG0000964	LOC108144188|XP_017124342.1|DELE	LOC119660339|XP_037924753.1|HILL
OG0000965	LOC108137426|XP_017114578.1|DELE	LOC119657119|XP_037919807.1|HILL
OG0000966	LOC108147584|XP_017129712.1|DELE, LOC108143774|XP_017123791.1|DELE	LOC119659817|XP_037924028.1|HILL
OG0000968	LOC108146872|XP_017128590.1|DELE	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL
OG0000969	LOC108145548|XP_017126537.1|DELE, LOC108142921|XP_017122499.1|DELE	LOC119655293|XP_037917046.1|HILL
OG0000970	LOC108137387|XP_017114535.1|DELE	LOC119660558|XP_037925126.1|HILL
OG0000971	LOC108150518|XP_017134227.1|DELE	LOC119646696|XP_037903188.1|HILL
OG0000972	LOC108142387|XP_017121711.1|DELE, LOC108137198|XP_017114273.1|DELE	LOC119655462|XP_037917295.1|HILL
OG0000975	LOC108140619|XP_017119022.1|DELE	LOC119659274|XP_037923207.1|HILL
OG0000976	LOC108143828|XP_017123858.1|DELE	LOC119659502|XP_037923556.1|HILL
OG0000977	LOC108148273|XP_017130718.1|DELE	LOC119658812|XP_037922463.1|HILL
OG0000978	LOC108149697|XP_017132951.1|DELE, LOC108146915|XP_017128649.1|DELE, LOC108140722|XP_017119178.1|DELE	LOC119659555|XP_037923632.1|HILL
OG0000981	LOC108134835|XP_017110784.1|DELE, LOC108142078|XP_017121254.1|DELE	LOC119660927|XP_037925836.1|HILL
OG0000988	LOC108138188|XP_017115790.1|DELE	LOC119656493|XP_037918752.1|HILL
OG0000990	LOC108147161|XP_017128973.1|DELE, LOC108134895|XP_017110886.1|DELE	LOC119658075|XP_037921263.1|HILL
OG0000991	LOC108136556|XP_017113352.1|DELE	LOC119656681|XP_037919092.1|HILL
OG0000992	LOC108146924|XP_017128660.1|DELE, LOC108149695|XP_017132950.1|DELE, LOC108148803|XP_017131516.1|DELE	LOC119646600|XP_037903022.1|HILL
OG0000993	LOC108149020|XP_017131856.1|DELE, LOC108148914|XP_017131719.1|DELE	LOC119650867|XP_037909956.1|HILL
OG0000994	LOC108141271|XP_017120031.1|DELE	LOC119658292|XP_037921515.1|HILL
OG0000995	LOC108150447|XP_017134096.1|DELE, LOC108137592|XP_017114812.1|DELE	LOC119658915|XP_037922663.1|HILL
OG0000996	LOC108144400|XP_017124672.1|DELE	LOC119646992|XP_037903636.1|HILL
OG0000997	LOC108144986|XP_017125629.1|DELE	LOC119661765|XP_037927163.1|HILL
OG0000998	LOC108146338|XP_017127793.1|DELE	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL
OG0000999	LOC108135365|XP_017111545.1|DELE, LOC108137145|XP_017114197.1|DELE	LOC119653389|XP_037913868.1|HILL
OG0001000	LOC108146706|XP_017128271.1|DELE	LOC119661572|XP_037926898.1|HILL
OG0001001	LOC108144574|XP_017125053.1|DELE	LOC119661125|XP_037926250.1|HILL
OG0001002	LOC108149563|XP_017132690.1|DELE	LOC119654243|XP_037915413.1|HILL
OG0001003	LOC108145635|XP_017126663.1|DELE, LOC108145453|XP_017126386.1|DELE	LOC119658682|XP_037922174.1|HILL
OG0001004	LOC108140785|XP_017119265.1|DELE, LOC108139123|XP_017117224.1|DELE	LOC119660421|XP_037924896.1|HILL
OG0001005	LOC108138626|XP_017116403.1|DELE, LOC108136233|XP_017112745.1|DELE	LOC119653619|XP_037914316.1|HILL
OG0001006	LOC108150084|XP_017133540.1|DELE, LOC108142773|XP_017122303.1|DELE	LOC119649453|XP_037907535.1|HILL
OG0001007	LOC108144668|XP_017125211.1|DELE, LOC108145796|XP_017126860.1|DELE	LOC119656271|XP_037918622.1|HILL
