Orthogroup	DELE.longest_only	DSAN.longest_only
OG0001259	LOC108137124|XP_017114150.1|DELE	LOC120455980|XP_039498467.1|DSAN
OG0001260	LOC108135137|XP_017111235.1|DELE	LOC120452318|XP_039492405.1|DSAN
OG0001261	LOC108144681|XP_017125237.1|DELE	LOC120456330|XP_039499031.1|DSAN
OG0001262	LOC108150254|XP_017133811.1|DELE	LOC120448095|XP_039485832.1|DSAN
OG0001263	LOC108143066|XP_017122769.1|DELE	LOC120450959|XP_039490180.1|DSAN
OG0001264	LOC108134747|XP_017110676.1|DELE	LOC120458497|XP_039502098.1|DSAN
OG0001265	LOC108136242|XP_017112767.1|DELE	LOC120456363|XP_039499092.1|DSAN
OG0001266	LOC108149631|XP_017132850.1|DELE	LOC120444600|XP_039480309.1|DSAN
OG0001267	LOC108148921|XP_017131726.1|DELE	LOC120452726|XP_039493025.1|DSAN
OG0001268	LOC108136680|XP_017113491.1|DELE	LOC120452464|XP_039492629.1|DSAN
OG0001269	LOC108144392|XP_017124660.1|DELE	LOC120446601|XP_039483567.1|DSAN
OG0001270	LOC108137456|XP_017114643.1|DELE	LOC120453297|XP_039493861.1|DSAN
OG0001271	LOC108141468|XP_017120363.1|DELE	LOC120449834|XP_039488421.1|DSAN
OG0001272	LOC108146321|XP_017127774.1|DELE	LOC120447570|XP_039484964.1|DSAN
OG0001273	LOC108140442|XP_017118661.1|DELE	LOC120451874|XP_039491815.1|DSAN
OG0001274	LOC108142614|XP_017122085.1|DELE	LOC120450546|XP_039489584.1|DSAN
OG0001275	LOC108135432|XP_017111656.1|DELE	LOC120457307|XP_039500725.1|DSAN
OG0001276	LOC108146305|XP_017127746.1|DELE	LOC120448880|XP_039487028.1|DSAN
OG0001277	LOC108145821|XP_017126915.1|DELE	LOC120449559|XP_039488040.1|DSAN
OG0001278	LOC108150209|XP_017133710.1|DELE	LOC120448182|XP_039485966.1|DSAN
OG0001279	LOC108142860|XP_017122419.1|DELE	LOC120449975|XP_039488617.1|DSAN
OG0001280	LOC108146001|XP_017127245.1|DELE	LOC120450370|XP_039489287.1|DSAN
OG0001281	LOC108146431|XP_017127923.1|DELE	LOC120449072|XP_039487304.1|DSAN
OG0001282	LOC108139054|XP_017117162.1|DELE	LOC120458023|XP_039501461.1|DSAN
OG0001283	LOC108141357|XP_017120166.1|DELE	LOC120445360|XP_039481652.1|DSAN
OG0001284	LOC108149950|XP_017133355.1|DELE, LOC108140942|XP_017119501.1|DELE	LOC120457477|XP_039500964.1|DSAN
OG0001285	LOC108146150|XP_017127502.1|DELE	LOC120449813|XP_039488395.1|DSAN
OG0001286	LOC108142128|XP_017121313.1|DELE	LOC120457800|XP_039501230.1|DSAN
OG0001287	LOC108135921|XP_017112357.1|DELE	LOC120453620|XP_039494336.1|DSAN
OG0001288	LOC108149446|XP_017132529.1|DELE	LOC120458137|XP_039501615.1|DSAN
OG0001289	LOC108141739|XP_017120721.1|DELE	LOC120457765|XP_039501196.1|DSAN
OG0001290	LOC108147814|XP_017130046.1|DELE	LOC120448010|XP_039485704.1|DSAN
OG0001291	LOC108144478|XP_017124892.1|DELE	LOC120446058|XP_039482769.1|DSAN
OG0001292	LOC108144349|XP_017124586.1|DELE	LOC120447252|XP_039484712.1|DSAN
OG0001293	LOC108149924|XP_017133330.1|DELE	LOC120455311|XP_039497295.1|DSAN
OG0001294	LOC108139260|XP_017117434.1|DELE	LOC120450780|XP_039489872.1|DSAN
OG0001295	LOC108134921|XP_017110925.1|DELE	LOC120456338|XP_039499045.1|DSAN
OG0001296	LOC108146783|XP_017128434.1|DELE	LOC120457893|XP_039501343.1|DSAN
OG0001297	LOC108142966|XP_017122602.1|DELE	LOC120454402|XP_039495597.1|DSAN
OG0001298	LOC108141215|XP_017119956.1|DELE	LOC120453180|XP_039493678.1|DSAN
OG0001299	LOC108146079|XP_017127384.1|DELE	LOC120448416|XP_039486349.1|DSAN
OG0001300	LOC108137007|XP_017113993.1|DELE	LOC120452982|XP_039493413.1|DSAN
OG0001301	LOC108135187|XP_017111297.1|DELE	LOC120458540|XP_039502154.1|DSAN
OG0001302	LOC108145039|XP_017125713.1|DELE	LOC120445846|XP_039482413.1|DSAN
OG0001303	LOC108135239|XP_017111394.1|DELE	LOC120451340|XP_039490853.1|DSAN
OG0001304	LOC108147581|XP_017129701.1|DELE	LOC120444345|XP_039479852.1|DSAN
OG0001305	LOC108137457|XP_017114646.1|DELE	LOC120453298|XP_039493862.1|DSAN
OG0001306	LOC108135813|XP_017112181.1|DELE	LOC120451203|XP_039490589.1|DSAN
OG0001307	LOC108142589|XP_017122042.1|DELE	LOC120447650|XP_039485094.1|DSAN
OG0001308	LOC108136299|XP_017112873.1|DELE	LOC120454986|XP_039496712.1|DSAN
OG0001309	LOC108135112|XP_017111190.1|DELE	LOC120453811|XP_039494623.1|DSAN
OG0001310	LOC108147608|XP_017129736.1|DELE	LOC120455422|XP_039497506.1|DSAN
OG0001311	LOC108136426|XP_017113051.1|DELE	LOC120457266|XP_039500618.1|DSAN
OG0001312	LOC108150323|XP_017133933.1|DELE	LOC120447848|XP_039485389.1|DSAN
OG0001313	LOC108149841|XP_017133206.1|DELE	LOC120445864|XP_039482440.1|DSAN
OG0001314	LOC108149509|XP_017132625.1|DELE	LOC120458038|XP_039501481.1|DSAN
OG0001315	LOC108136187|XP_017112674.1|DELE	LOC120455400|XP_039497474.1|DSAN
OG0001316	LOC108137886|XP_017115313.1|DELE	LOC120447002|XP_039484241.1|DSAN
OG0001317	LOC108138237|XP_017115851.1|DELE	LOC120452349|XP_039492459.1|DSAN
OG0001318	LOC108138925|XP_017116981.1|DELE	LOC120458021|XP_039501458.1|DSAN
OG0001319	LOC108138638|XP_017116465.1|DELE	LOC120455043|XP_039496829.1|DSAN
OG0001319	LOC108139051|XP_017117158.1|DELE	LOC120455039|XP_039496818.1|DSAN
OG0001320	LOC108137929|XP_017115365.1|DELE	LOC120444363|XP_039479884.1|DSAN
OG0001321	LOC108145193|XP_017125923.1|DELE	LOC120445907|XP_039482497.1|DSAN
OG0001322	LOC108137465|XP_017114660.1|DELE	LOC120453861|XP_039494700.1|DSAN
OG0001323	LOC108134703|XP_017110589.1|DELE	LOC120443846|XP_039479140.1|DSAN
OG0001323	LOC108134694|XP_017110581.1|DELE	LOC120443844|XP_039479138.1|DSAN
OG0001324	LOC108150431|XP_017134077.1|DELE	LOC120446818|XP_039483930.1|DSAN
OG0001325	LOC108143954|XP_017124041.1|DELE	LOC120452119|XP_039492131.1|DSAN
OG0001326	LOC108148783|XP_017131487.1|DELE	LOC120451385|XP_039490979.1|DSAN
OG0001328	LOC108134937|XP_017110949.1|DELE	LOC120456604|XP_039499448.1|DSAN
OG0001329	LOC108147722|XP_017129940.1|DELE	LOC120456419|XP_039499185.1|DSAN
OG0001330	LOC108147696|XP_017129898.1|DELE	LOC120455102|XP_039496912.1|DSAN
OG0001331	LOC108138435|XP_017116125.1|DELE	LOC120457350|XP_039500799.1|DSAN
OG0001332	LOC108137293|XP_017114402.1|DELE	LOC120455478|XP_039497647.1|DSAN
OG0001333	LOC108138999|XP_017117083.1|DELE	LOC120458249|XP_039501772.1|DSAN
OG0001334	LOC108148894|XP_017131693.1|DELE	LOC120452874|XP_039493255.1|DSAN
OG0001335	LOC108135126|XP_017111219.1|DELE	LOC120452572|XP_039492788.1|DSAN
OG0001337	LOC108149991|XP_017133411.1|DELE	LOC120456473|XP_039499265.1|DSAN
OG0001338	LOC108144314|XP_017124502.1|DELE	LOC120446915|XP_039484087.1|DSAN
OG0001339	LOC108144629|XP_017125149.1|DELE	LOC120444579|XP_039480273.1|DSAN
OG0001340	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE	LOC120457591|XP_039501035.1|DSAN
OG0001341	LOC108143102|XP_017122813.1|DELE	LOC120453145|XP_039493635.1|DSAN
OG0001342	LOC108148891|XP_017131688.1|DELE	LOC120454410|XP_039495612.1|DSAN
OG0001343	LOC108148232|XP_017130637.1|DELE	LOC120452834|XP_039493194.1|DSAN
OG0001344	LOC108143905|XP_017123971.1|DELE	LOC120452771|XP_039493094.1|DSAN
OG0001345	LOC108135159|XP_017111270.1|DELE	LOC120454454|XP_039495699.1|DSAN
OG0001346	LOC108143099|XP_017122809.1|DELE	LOC120453109|XP_039493578.1|DSAN
OG0001347	LOC108140939|XP_017119497.1|DELE	LOC120457279|XP_039500650.1|DSAN
OG0001348	LOC108150030|XP_017133480.1|DELE	LOC120455063|XP_039496848.1|DSAN
OG0001349	LOC108147481|XP_017129520.1|DELE	LOC120449527|XP_039487974.1|DSAN
OG0001350	LOC108150115|XP_017133568.1|DELE	LOC120449870|XP_039488463.1|DSAN
OG0001351	LOC108141388|XP_017120226.1|DELE	LOC120458654|XP_039502319.1|DSAN
OG0001352	LOC108134659|XP_017110540.1|DELE	LOC120458600|XP_039502234.1|DSAN
OG0001353	LOC108136129|XP_017112609.1|DELE	LOC120448202|XP_039486002.1|DSAN
OG0001354	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE	LOC120445093|XP_039481156.1|DSAN
OG0001355	LOC108137549|XP_017114763.1|DELE	LOC120444536|XP_039480217.1|DSAN
OG0001356	LOC108147220|XP_017129087.1|DELE	LOC120451676|XP_039491491.1|DSAN
OG0001357	LOC108142216|XP_017121421.1|DELE	LOC120448070|XP_039485775.1|DSAN
OG0001358	LOC108135572|XP_017111829.1|DELE	LOC120447496|XP_039484827.1|DSAN
OG0001359	LOC108135222|XP_017111341.1|DELE	LOC120444189|XP_039479694.1|DSAN
OG0001360	LOC108141282|XP_017120039.1|DELE	LOC120458467|XP_039502054.1|DSAN
OG0001361	LOC108150189|XP_017133681.1|DELE	LOC120447505|XP_039484849.1|DSAN
OG0001362	LOC108150212|XP_017133720.1|DELE	LOC120448870|XP_039487016.1|DSAN
OG0001363	LOC108149939|XP_017133348.1|DELE	LOC120451521|XP_039491223.1|DSAN
OG0001364	LOC108144288|XP_017124464.1|DELE	LOC120445909|XP_039482499.1|DSAN
OG0001365	LOC108147524|XP_017129595.1|DELE	LOC120447935|XP_039485533.1|DSAN
OG0001366	LOC108146266|XP_017127694.1|DELE	LOC120448364|XP_039486265.1|DSAN
OG0001367	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE	LOC120445401|XP_039481745.1|DSAN
OG0001368	LOC108143395|XP_017123261.1|DELE	LOC120447089|XP_039484430.1|DSAN
OG0001369	LOC108136646|XP_017113458.1|DELE	LOC120456639|XP_039499495.1|DSAN
OG0001370	LOC108143578|XP_017123579.1|DELE	LOC120446731|XP_039483782.1|DSAN
OG0001371	LOC108138498|XP_017116207.1|DELE, LOC108146572|XP_017128084.1|DELE	LOC120457838|XP_039501285.1|DSAN
OG0001372	LOC108144307|XP_017124488.1|DELE	LOC120445921|XP_039482513.1|DSAN
OG0001373	LOC108134951|XP_017110964.1|DELE	LOC120449057|XP_039487326.1|DSAN
OG0001374	LOC108149830|XP_017133193.1|DELE	LOC120446722|XP_039483768.1|DSAN
OG0001375	LOC108141205|XP_017119939.1|DELE	LOC120451518|XP_039491213.1|DSAN
OG0001376	LOC108144719|XP_017125304.1|DELE	LOC120446545|XP_039483495.1|DSAN
OG0001377	LOC108138105|XP_017115591.1|DELE	LOC120449372|XP_039487741.1|DSAN, LOC120443995|XP_039479407.1|DSAN
OG0001378	LOC108150696|XP_017134446.1|DELE	LOC120458422|XP_039501994.1|DSAN
OG0001379	LOC108134751|XP_017110681.1|DELE	LOC120458073|XP_039501519.1|DSAN
OG0001380	LOC108134993|XP_017111014.1|DELE	LOC120458546|XP_039502161.1|DSAN, LOC120458562|XP_039502184.1|DSAN, LOC120457340|XP_039500787.1|DSAN
OG0001381	LOC108137937|XP_017115379.1|DELE	LOC120444314|XP_039479791.1|DSAN
OG0001382	LOC108138772|XP_017116716.1|DELE	LOC120458792|XP_039502510.1|DSAN
OG0001383	LOC108149783|XP_017133130.1|DELE	LOC120443692|XP_039478869.1|DSAN
OG0001384	LOC108139033|XP_017117131.1|DELE	LOC120446517|XP_039483462.1|DSAN
OG0001385	LOC108141833|XP_017120904.1|DELE	LOC120457912|XP_039501384.1|DSAN
OG0001387	LOC108138320|XP_017115967.1|DELE	LOC120458289|XP_039501821.1|DSAN
OG0001388	LOC108142018|XP_017121181.1|DELE	LOC120458876|XP_039502647.1|DSAN
OG0001389	LOC108147296|XP_017129207.1|DELE	LOC120453709|XP_039494465.1|DSAN
OG0001390	LOC108138788|XP_017116753.1|DELE	LOC120458781|XP_039502495.1|DSAN
OG0001391	LOC108138983|XP_017117057.1|DELE	LOC120444300|XP_039479755.1|DSAN
OG0001392	LOC108135944|XP_017112385.1|DELE	LOC120455323|XP_039497334.1|DSAN
OG0001393	LOC108138889|XP_017116910.1|DELE	LOC120444386|XP_039479928.1|DSAN
OG0001394	LOC108141948|XP_017121079.1|DELE	LOC120444588|XP_039480295.1|DSAN
OG0001395	LOC108135509|XP_017111746.1|DELE	LOC120454417|XP_039495622.1|DSAN
OG0001396	LOC108142694|XP_017122192.1|DELE	LOC120455605|XP_039497919.1|DSAN
OG0001397	LOC108140758|XP_017119231.1|DELE	LOC120453375|XP_039493983.1|DSAN
OG0001398	LOC108137678|XP_017115023.1|DELE	LOC120457276|XP_039500639.1|DSAN
OG0001399	LOC108148498|XP_017131025.1|DELE	LOC120455879|XP_039498300.1|DSAN
OG0001400	LOC108149979|XP_017133393.1|DELE	LOC120450810|XP_039489919.1|DSAN
OG0001401	LOC108142236|XP_017121444.1|DELE	LOC120448535|XP_039486513.1|DSAN
OG0001402	LOC108142863|XP_017122425.1|DELE	LOC120449566|XP_039488052.1|DSAN
OG0001403	LOC108145986|XP_017127216.1|DELE	LOC120449650|XP_039488176.1|DSAN
OG0001404	LOC108149114|XP_017132005.1|DELE	LOC120444774|XP_039480641.1|DSAN
OG0001405	LOC108143719|XP_017123744.1|DELE	LOC120444292|XP_039479747.1|DSAN
OG0001406	LOC108142253|XP_017121462.1|DELE	LOC120455196|XP_039497073.1|DSAN
OG0001407	LOC108135505|XP_017111738.1|DELE	LOC120450258|XP_039489082.1|DSAN
OG0001408	LOC108141275|XP_017120030.1|DELE	LOC120446677|XP_039483685.1|DSAN
OG0001411	LOC108139364|XP_017117579.1|DELE	LOC120451540|XP_039491254.1|DSAN
OG0001412	LOC108150491|XP_017134189.1|DELE	LOC120447069|XP_039484392.1|DSAN
OG0001412	LOC108138204|XP_017115812.1|DELE	LOC120451727|XP_039491610.1|DSAN
OG0001413	LOC108144214|XP_017124377.1|DELE	LOC120446678|XP_039483686.1|DSAN
OG0001413	LOC108144248|XP_017124416.1|DELE	LOC120446522|XP_039483468.1|DSAN
OG0001414	LOC108147031|XP_017128777.1|DELE, LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE	LOC120453798|XP_039495002.1|DSAN
OG0001415	LOC108144131|XP_017124264.1|DELE	LOC120444584|XP_039480279.1|DSAN
OG0001416	LOC108135188|XP_017111298.1|DELE	LOC120451814|XP_039491715.1|DSAN
OG0001417	LOC108136663|XP_017113476.1|DELE	LOC120456209|XP_039498823.1|DSAN
OG0001418	LOC108150138|XP_017133595.1|DELE	LOC120450310|XP_039489198.1|DSAN
OG0001418	LOC108150378|XP_017134006.1|DELE	LOC120449756|XP_039488325.1|DSAN
OG0001419	LOC108149284|XP_017132217.1|DELE	LOC120458757|XP_039502463.1|DSAN
OG0001419	LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE	LOC120458756|XP_039502462.1|DSAN
OG0001420	LOC108148928|XP_017131733.1|DELE	LOC120451597|XP_039491351.1|DSAN
OG0001421	LOC108140596|XP_017118992.1|DELE	LOC120450878|XP_039490038.1|DSAN
OG0001421	LOC108148002|XP_017130319.1|DELE	LOC120448173|XP_039485950.1|DSAN
OG0001422	LOC108145737|XP_017126788.1|DELE	LOC120449098|XP_039487340.1|DSAN
OG0001422	LOC108146516|XP_017128041.1|DELE	LOC120449096|XP_039487338.1|DSAN
OG0001423	LOC108140409|XP_017118614.1|DELE	LOC120453706|XP_039494463.1|DSAN
OG0001425	LOC108139122|XP_017117227.1|DELE	LOC120444404|XP_039479961.1|DSAN
OG0001426	LOC108148062|XP_017130404.1|DELE	LOC120458503|XP_039502104.1|DSAN
OG0001426	LOC108136371|XP_017112973.1|DELE	LOC120456243|XP_039498894.1|DSAN
OG0001427	LOC108145424|XP_017126322.1|DELE	LOC120443978|XP_039479384.1|DSAN
OG0001427	LOC108138688|XP_017116524.1|DELE	LOC120458840|XP_039502599.1|DSAN
OG0001428	LOC108143188|XP_017122927.1|DELE	LOC120450640|XP_039489725.1|DSAN
OG0001429	LOC108139299|XP_017117486.1|DELE	LOC120452313|XP_039492397.1|DSAN
OG0001430	LOC108139217|XP_017117358.1|DELE	LOC120454598|XP_039495984.1|DSAN
OG0001431	LOC108136385|XP_017112986.1|DELE	LOC120455556|XP_039497837.1|DSAN
OG0001432	LOC108136492|XP_017113199.1|DELE	LOC120455952|XP_039498429.1|DSAN
OG0001433	LOC108137400|XP_017114548.1|DELE	LOC120452876|XP_039493260.1|DSAN
OG0001434	LOC108135911|XP_017112323.1|DELE	LOC120455292|XP_039497266.1|DSAN
OG0001435	LOC108145440|XP_017126356.1|DELE	LOC120443913|XP_039479288.1|DSAN
OG0001436	LOC108137167|XP_017114227.1|DELE	LOC120451187|XP_039490570.1|DSAN
OG0001437	LOC108149529|XP_017132650.1|DELE	LOC120446405|XP_039483283.1|DSAN
OG0001438	LOC108148766|XP_017131458.1|DELE	LOC120451039|XP_039490301.1|DSAN
OG0001439	LOC108140772|XP_017119249.1|DELE	LOC120452182|XP_039492226.1|DSAN
OG0001440	LOC108137079|XP_017114093.1|DELE	LOC120454970|XP_039496685.1|DSAN
OG0001441	LOC108147737|XP_017129957.1|DELE	LOC120456741|XP_039499664.1|DSAN
OG0001442	LOC108135189|XP_017111299.1|DELE	LOC120458487|XP_039502086.1|DSAN
OG0001443	LOC108148654|XP_017131274.1|DELE	LOC120452157|XP_039492187.1|DSAN
OG0001444	LOC108143990|XP_017124094.1|DELE	LOC120453851|XP_039494689.1|DSAN
OG0001445	LOC108141231|XP_017119975.1|DELE	LOC120450916|XP_039490107.1|DSAN
OG0001446	LOC108148679|XP_017131310.1|DELE	LOC120451008|XP_039490258.1|DSAN
OG0001447	LOC108140665|XP_017119096.1|DELE	LOC120451549|XP_039491270.1|DSAN
OG0001448	LOC108148784|XP_017131488.1|DELE	LOC120451383|XP_039490975.1|DSAN
OG0001449	LOC108141512|XP_017120430.1|DELE	LOC120447249|XP_039484709.1|DSAN
OG0001450	LOC108141588|XP_017120525.1|DELE	LOC120449578|XP_039488069.1|DSAN
OG0001451	LOC108147343|XP_017129259.1|DELE	LOC120456009|XP_039498504.1|DSAN
OG0001452	LOC108145442|XP_017126359.1|DELE	LOC120444979|XP_039480938.1|DSAN
OG0001453	LOC108142749|XP_017122264.1|DELE	LOC120448892|XP_039487043.1|DSAN
OG0001454	LOC108148334|XP_017130825.1|DELE	LOC120451241|XP_039490687.1|DSAN
OG0001455	LOC108146754|XP_017128373.1|DELE	LOC120449688|XP_039488238.1|DSAN
OG0001456	LOC108135007|XP_017111030.1|DELE	LOC120446604|XP_039483779.1|DSAN
OG0001457	LOC108144984|XP_017125626.1|DELE	LOC120446991|XP_039484226.1|DSAN
OG0001458	LOC108149686|XP_017132940.1|DELE	LOC120446034|XP_039482731.1|DSAN
OG0001459	LOC108142652|XP_017122142.1|DELE	LOC120449961|XP_039488597.1|DSAN
OG0001460	LOC108149611|XP_017132809.1|DELE	LOC120443760|XP_039479020.1|DSAN, LOC120450648|XP_039489743.1|DSAN
OG0001461	LOC108134901|XP_017110896.1|DELE	LOC120455077|XP_039496869.1|DSAN
OG0001462	LOC108146074|XP_017127379.1|DELE	LOC120447806|XP_039485316.1|DSAN
OG0001463	LOC108148810|XP_017131532.1|DELE	LOC120452566|XP_039492779.1|DSAN
OG0001464	LOC108136290|XP_017112865.1|DELE	LOC120455978|XP_039498465.1|DSAN
OG0001465	LOC108143606|XP_017123618.1|DELE	LOC120446228|XP_039483029.1|DSAN
OG0001466	LOC108138267|XP_017115907.1|DELE	LOC120444021|XP_039479459.1|DSAN
OG0001467	LOC108134537|XP_017110373.1|DELE	LOC120455306|XP_039497292.1|DSAN
OG0001468	LOC108142839|XP_017122394.1|DELE	LOC120449890|XP_039488503.1|DSAN
OG0001469	LOC108149754|XP_017133054.1|DELE	LOC120447043|XP_039484339.1|DSAN, LOC120452099|XP_039492109.1|DSAN
OG0001470	LOC108142853|XP_017122410.1|DELE	LOC120450602|XP_039489659.1|DSAN
OG0001471	LOC108145847|XP_017126955.1|DELE	LOC120450536|XP_039489561.1|DSAN
OG0001472	LOC108146700|XP_017128253.1|DELE	LOC120449869|XP_039488462.1|DSAN
OG0001473	LOC108141022|XP_017119592.1|DELE	LOC120452745|XP_039493054.1|DSAN
OG0001474	LOC108141073|XP_017119727.1|DELE	LOC120455541|XP_039497813.1|DSAN
OG0001475	LOC108141417|XP_017120278.1|DELE	LOC120443989|XP_039479397.1|DSAN
OG0001476	LOC108136582|XP_017113383.1|DELE	LOC120457175|XP_039500402.1|DSAN
OG0001477	LOC108148863|XP_017131652.1|DELE	LOC120451227|XP_039490647.1|DSAN
OG0001478	LOC108137845|XP_017115259.1|DELE	LOC120454132|XP_039495113.1|DSAN
OG0001479	LOC108137711|XP_017115083.1|DELE	LOC120456251|XP_039498905.1|DSAN
OG0001480	LOC108137842|XP_017115257.1|DELE	LOC120449709|XP_039488263.1|DSAN
OG0001481	LOC108141815|XP_017120880.1|DELE	LOC120446505|XP_039483446.1|DSAN
OG0001482	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE	LOC120446188|XP_039482969.1|DSAN
OG0001483	LOC108136485|XP_017113192.1|DELE	LOC120457496|XP_039500983.1|DSAN
OG0001484	LOC108134680|XP_017110567.1|DELE	LOC120449856|XP_039488453.1|DSAN
OG0001485	LOC108146389|XP_017127872.1|DELE	LOC120449474|XP_039487883.1|DSAN
OG0001486	LOC108138913|XP_017116960.1|DELE	LOC120458211|XP_039501722.1|DSAN
OG0001487	LOC108134647|XP_017110529.1|DELE	LOC120447056|XP_039484383.1|DSAN
OG0001488	LOC108149044|XP_017131877.1|DELE	LOC120446626|XP_039483620.1|DSAN
OG0001489	LOC108138728|XP_017116583.1|DELE	LOC120446591|XP_039483546.1|DSAN
OG0001490	LOC108147826|XP_017130069.1|DELE	LOC120449264|XP_039487584.1|DSAN
OG0001491	LOC108147914|XP_017130166.1|DELE	LOC120450194|XP_039488997.1|DSAN
OG0001492	LOC108150693|XP_017134443.1|DELE	LOC120451995|XP_039491960.1|DSAN
OG0001493	LOC108134915|XP_017110917.1|DELE	LOC120455096|XP_039496907.1|DSAN
OG0001495	LOC108145466|XP_017126405.1|DELE	LOC120443949|XP_039479335.1|DSAN
OG0001496	LOC108138531|XP_017116282.1|DELE	LOC120456222|XP_039498839.1|DSAN
OG0001497	LOC108143591|XP_017123601.1|DELE	LOC120457997|XP_039501423.1|DSAN
OG0001498	LOC108141201|XP_017119935.1|DELE	LOC120451922|XP_039491869.1|DSAN
OG0001500	LOC108141596|XP_017120532.1|DELE	LOC120444633|XP_039480373.1|DSAN
OG0001501	LOC108135095|XP_017111157.1|DELE	LOC120453236|XP_039493771.1|DSAN
OG0001502	LOC108144564|XP_017125039.1|DELE	LOC120444919|XP_039480847.1|DSAN
OG0001503	LOC108149657|XP_017132888.1|DELE	LOC120450059|XP_039488754.1|DSAN
OG0001504	LOC108137576|XP_017114792.1|DELE	LOC120457172|XP_039500400.1|DSAN
OG0001505	LOC108144159|XP_017124292.1|DELE	LOC120446114|XP_039482843.1|DSAN
OG0001506	LOC108143448|XP_017123368.1|DELE	LOC120446631|XP_039483627.1|DSAN
OG0001507	LOC108143675|XP_017123675.1|DELE	LOC120445640|XP_039482115.1|DSAN
OG0001508	LOC108144979|XP_017125619.1|DELE	LOC120445648|XP_039482124.1|DSAN
OG0001509	LOC108141664|XP_017120627.1|DELE	LOC120446804|XP_039483898.1|DSAN
OG0001510	LOC108148269|XP_017130716.1|DELE	LOC120443771|XP_039478999.1|DSAN
OG0001511	LOC108141361|XP_017120171.1|DELE	LOC120445892|XP_039482478.1|DSAN
OG0001512	LOC108142877|XP_017122440.1|DELE	LOC120448529|XP_039486503.1|DSAN
OG0001513	LOC108134672|XP_017110558.1|DELE, LOC108136874|XP_017113810.1|DELE	LOC120447830|XP_039485351.1|DSAN
OG0001515	LOC108137250|XP_017114322.1|DELE	LOC120454968|XP_039496683.1|DSAN
OG0001516	LOC108148492|XP_017131016.1|DELE	LOC120452903|XP_039493295.1|DSAN
OG0001517	LOC108147120|XP_017128901.1|DELE	LOC120452855|XP_039493230.1|DSAN
OG0001518	LOC108136639|XP_017113447.1|DELE	LOC120456500|XP_039499301.1|DSAN
OG0001519	LOC108141249|XP_017119994.1|DELE	LOC120452172|XP_039492213.1|DSAN
OG0001520	LOC108148238|XP_017130643.1|DELE	LOC120451670|XP_039491481.1|DSAN
OG0001520	LOC108148318|XP_017130797.1|DELE	LOC120451671|XP_039491482.1|DSAN
OG0001521	LOC108138858|XP_017116867.1|DELE	LOC120444637|XP_039480379.1|DSAN
OG0001522	LOC108145625|XP_017126650.1|DELE, LOC108150410|XP_017134057.1|DELE	LOC120444794|XP_039480677.1|DSAN
OG0001522	LOC108150076|XP_017133527.1|DELE	LOC120443733|XP_039478922.1|DSAN
OG0001523	LOC108149134|XP_017132029.1|DELE, LOC108149139|XP_017132034.1|DELE	LOC120445722|XP_039482225.1|DSAN, LOC120445721|XP_039482224.1|DSAN
OG0001524	LOC108144126|XP_017124258.1|DELE	LOC120446019|XP_039482708.1|DSAN
OG0001525	LOC108141118|XP_017119825.1|DELE	LOC120456081|XP_039498606.1|DSAN, LOC120455692|XP_039498034.1|DSAN
OG0001526	LOC108148125|XP_017130464.1|DELE	LOC120455215|XP_039497114.1|DSAN
OG0001526	LOC108148169|XP_017130558.1|DELE	LOC120455216|XP_039497115.1|DSAN
OG0001527	LOC108137239|XP_017114308.1|DELE	LOC120455960|XP_039498438.1|DSAN
OG0001529	LOC108149916|XP_017133318.1|DELE	LOC120455902|XP_039498338.1|DSAN
OG0001530	LOC108141774|XP_017120765.1|DELE	LOC120458094|XP_039501556.1|DSAN
OG0001531	LOC108150384|XP_017134011.1|DELE	LOC120446667|XP_039483672.1|DSAN
OG0001534	LOC108138497|XP_017116191.1|DELE	LOC120457401|XP_039500914.1|DSAN
OG0001535	LOC108144673|XP_017125224.1|DELE	LOC120456328|XP_039499030.1|DSAN
OG0001536	LOC108142446|XP_017121799.1|DELE	LOC120456719|XP_039499634.1|DSAN
OG0001537	LOC108137828|XP_017115242.1|DELE	LOC120458334|XP_039501885.1|DSAN
OG0001538	LOC108136228|XP_017112739.1|DELE	LOC120455797|XP_039498189.1|DSAN
OG0001539	LOC108143420|XP_017123313.1|DELE	LOC120444548|XP_039480232.1|DSAN
OG0001540	LOC108134728|XP_017110621.1|DELE	LOC120443850|XP_039479145.1|DSAN
OG0001541	LOC108143259|XP_017123059.1|DELE	LOC120448849|XP_039486989.1|DSAN
OG0001542	LOC108148333|XP_017130819.1|DELE	LOC120452407|XP_039492559.1|DSAN
OG0001543	LOC108147639|XP_017129783.1|DELE	LOC120455706|XP_039498048.1|DSAN
OG0001544	LOC108136521|XP_017113275.1|DELE	LOC120456712|XP_039499628.1|DSAN
OG0001545	LOC108140936|XP_017119493.1|DELE	LOC120456805|XP_039499776.1|DSAN
OG0001546	LOC108140923|XP_017119475.1|DELE	LOC120455592|XP_039497898.1|DSAN
