Orthogroup	DELE.longest_only	DERE.longest_only
OG0002592	LOC108147309|XP_017129222.1|DELE	LOC6554446|XP_026839740.1|DERE
OG0002593	LOC108147217|XP_017129071.1|DELE	LOC6554451|XP_001981519.2|DERE
OG0002594	LOC108139232|XP_017117388.1|DELE	LOC6552842|XP_026839669.1|DERE
OG0002595	LOC108135772|XP_017112115.1|DELE	LOC6554070|XP_001979580.1|DERE
OG0002596	LOC108139304|XP_017117492.1|DELE	LOC6553535|XP_026837670.1|DERE
OG0002597	LOC108140673|XP_017119107.1|DELE	LOC6552106|XP_001980700.1|DERE
OG0002599	LOC108139360|XP_017117572.1|DELE	LOC6552315|XP_026839822.1|DERE
OG0002600	LOC108141482|XP_017120383.1|DELE	LOC6541688|XP_001969121.1|DERE
OG0002601	LOC108140973|XP_017119530.1|DELE	LOC6553626|XP_001979284.1|DERE
OG0002602	LOC108148736|XP_017131404.1|DELE	LOC6555426|XP_001981441.1|DERE
OG0002603	LOC108148608|XP_017131173.1|DELE	LOC6554225|XP_026832064.1|DERE
OG0002604	LOC108149019|XP_017131855.1|DELE	LOC6554226|XP_001981243.1|DERE
OG0002605	LOC108135842|XP_017112215.1|DELE	LOC6553640|XP_001980371.1|DERE
OG0002606	LOC108139204|XP_017117334.1|DELE	LOC6553424|XP_026835953.1|DERE
OG0002607	LOC108140971|XP_017119527.1|DELE	LOC6553575|XP_001979246.1|DERE
OG0002608	LOC108140550|XP_017118888.1|DELE	LOC6553315|XP_001980159.1|DERE
OG0002609	LOC108144846|XP_017125479.1|DELE	LOC6546778|XP_001976005.1|DERE
OG0002610	LOC108141081|XP_017119744.1|DELE	LOC6553422|XP_001979320.1|DERE
OG0002611	LOC108143060|XP_017122762.1|DELE	LOC6552305|XP_001980830.1|DERE
OG0002612	LOC108137014|XP_017114002.1|DELE	LOC6553774|XP_001979441.1|DERE
OG0002613	LOC108136693|XP_017113505.1|DELE	LOC6554350|XP_015009295.1|DERE
OG0002614	LOC108148717|XP_017131370.1|DELE	LOC6554203|XP_001981668.2|DERE
OG0002615	LOC108145960|XP_017127168.1|DELE	LOC6546291|XP_001971314.1|DERE
OG0002616	LOC108147260|XP_017129146.1|DELE	LOC6554358|XP_001981533.1|DERE
OG0002617	LOC108139280|XP_017117465.1|DELE	LOC6552126|XP_001980787.1|DERE
OG0002618	LOC108141139|XP_017119852.1|DELE	LOC6552153|XP_001978826.1|DERE
OG0002619	LOC108140375|XP_017118557.1|DELE	LOC6552233|XP_026831801.1|DERE
OG0002620	LOC108143003|XP_017122673.1|DELE	LOC6554712|XP_026831503.1|DERE
OG0002621	LOC108137392|XP_017114540.1|DELE	LOC6554917|XP_001982239.1|DERE
OG0002622	LOC108146385|XP_017127867.1|DELE	LOC6544836|XP_001973196.1|DERE
OG0002623	LOC108143076|XP_017122781.1|DELE	LOC6552415|XP_001980860.1|DERE
OG0002624	LOC108144050|XP_017124181.1|DELE	LOC6555393|XP_001982349.1|DERE
OG0002625	LOC108143984|XP_017124087.1|DELE	LOC6555421|XP_026839854.1|DERE
OG0002626	LOC108138580|XP_017116355.1|DELE	LOC6551636|XP_001978584.1|DERE
OG0002627	LOC108148711|XP_017131361.1|DELE	LOC6555171|XP_015008846.1|DERE
OG0002628	LOC108148283|XP_017130733.1|DELE	LOC6552707|XP_026839464.1|DERE
OG0002629	LOC108140559|XP_017118910.1|DELE	LOC6551804|XP_026831800.1|DERE
OG0002630	LOC108140556|XP_017118905.1|DELE	LOC6553108|XP_001980103.1|DERE
OG0002631	LOC108143758|XP_017123777.1|DELE	LOC6554145|XP_001981904.1|DERE
OG0002632	LOC108139292|XP_017117478.1|DELE	LOC6552607|XP_001979887.1|DERE
OG0002633	LOC108136756|XP_017113596.1|DELE	LOC26526922|XP_015010539.1|DERE
OG0002634	LOC108139328|XP_017117527.1|DELE	LOC6552652|XP_026832124.1|DERE
OG0002635	LOC108135135|XP_017111231.1|DELE, LOC108139243|XP_017117404.1|DELE	LOC6552262|XP_001980743.1|DERE
OG0002636	LOC108141102|XP_017119799.1|DELE	LOC6552021|XP_001978786.1|DERE
OG0002637	LOC108138207|XP_017115815.1|DELE	LOC6543010|XP_026835569.1|DERE
OG0002638	LOC108148750|XP_017131434.1|DELE	LOC6554117|XP_001981272.2|DERE
OG0002639	LOC108140537|XP_017118850.1|DELE	LOC6553990|XP_026832135.1|DERE
OG0002640	LOC108139240|XP_017117400.1|DELE	LOC6553394|XP_001980219.1|DERE
OG0002641	LOC108139116|XP_017117218.1|DELE	LOC6553391|XP_001980216.1|DERE
OG0002642	LOC108139319|XP_017117515.1|DELE	LOC6553380|XP_001980215.1|DERE
OG0002643	LOC108139318|XP_017117513.1|DELE	LOC6553379|XP_026839782.1|DERE
OG0002644	LOC108148391|XP_017130907.1|DELE	LOC6552955|XP_001979043.1|DERE
OG0002645	LOC108148396|XP_017130913.1|DELE	LOC6552949|XP_015009571.1|DERE
OG0002646	LOC108139362|XP_017117577.1|DELE	LOC6554648|XP_001981972.2|DERE
OG0002647	LOC108143872|XP_017123929.1|DELE	LOC6552934|XP_001981011.1|DERE
OG0002648	LOC108141133|XP_017119844.1|DELE	LOC6553574|XP_026839497.1|DERE
OG0002649	LOC108143976|XP_017124074.1|DELE	LOC6552957|XP_026832129.1|DERE
OG0002650	LOC108143873|XP_017123930.1|DELE	LOC6552935|XP_026832051.1|DERE
OG0002651	LOC108135076|XP_017111121.1|DELE	LOC6553317|XP_026831528.1|DERE
OG0002652	LOC108140418|XP_017118627.1|DELE	LOC6553511|XP_026836404.1|DERE
OG0002653	LOC108148652|XP_017131267.1|DELE	LOC6555456|XP_001981456.1|DERE
OG0002654	LOC108148911|XP_017131716.1|DELE	LOC6555459|XP_026839826.1|DERE
OG0002655	LOC108136826|XP_017113726.1|DELE	LOC6553776|XP_026831923.1|DERE
OG0002656	LOC108135311|XP_017111489.1|DELE	LOC6552748|XP_026839385.1|DERE
OG0002657	LOC108139242|XP_017117402.1|DELE	LOC6552263|XP_001980744.1|DERE
OG0002658	LOC108143090|XP_017122796.1|DELE	LOC6554863|XP_001981106.1|DERE
OG0002659	LOC108148909|XP_017131713.1|DELE	LOC6555353|XP_001981432.1|DERE
OG0002660	LOC108138570|XP_017116339.1|DELE	LOC6550956|XP_001978238.1|DERE
OG0002661	LOC108148677|XP_017131303.1|DELE	LOC6554271|XP_015009209.1|DERE
OG0002662	LOC108144616|XP_017125128.1|DELE	LOC6548407|XP_015011507.1|DERE
OG0002663	LOC108136761|XP_017113607.1|DELE	LOC6554948|XP_001982018.1|DERE
OG0002664	LOC108134979|XP_017110995.1|DELE	LOC6542930|XP_026835555.1|DERE
OG0002665	LOC108145549|XP_017126538.1|DELE	LOC6543003|XP_001970502.1|DERE
OG0002666	LOC108145429|XP_017126327.1|DELE	LOC6541811|XP_026835486.1|DERE
OG0002667	LOC108141541|XP_017120470.1|DELE	LOC6543263|XP_001969102.1|DERE
OG0002668	LOC108146053|XP_017127351.1|DELE	LOC6545847|XP_026833556.1|DERE
OG0002669	LOC108142065|XP_017121239.1|DELE	LOC6542232|XP_001969212.1|DERE
OG0002670	LOC108142825|XP_017122378.1|DELE	LOC6543832|XP_026833811.1|DERE
OG0002671	LOC108142214|XP_017121418.1|DELE	LOC6543836|XP_015013719.1|DERE
OG0002672	LOC108145224|XP_017125969.1|DELE	LOC6547671|XP_015012225.1|DERE
OG0002673	LOC108144514|XP_017124943.1|DELE	LOC6548394|XP_001976526.1|DERE
OG0002674	LOC108141418|XP_017120279.1|DELE	LOC6541414|XP_026834448.1|DERE
OG0002675	LOC108146895|XP_017128622.1|DELE	LOC6544488|XP_026833642.1|DERE
OG0002676	LOC108141405|XP_017120252.1|DELE	LOC6548442|XP_026836006.1|DERE
OG0002677	LOC108147359|XP_017129278.1|DELE	LOC6543346|XP_026834645.1|DERE
OG0002678	LOC108144370|XP_017124631.1|DELE	LOC6547112|XP_026837133.1|DERE
OG0002679	LOC108144395|XP_017124664.1|DELE	LOC6548410|XP_001976521.1|DERE
OG0002680	LOC108147710|XP_017129923.1|DELE	LOC6555647|XP_001982411.2|DERE
OG0002681	LOC108145248|XP_017126010.1|DELE	LOC6547701|XP_015012219.1|DERE
OG0002682	LOC108146395|XP_017127882.1|DELE	LOC6543948|XP_001971925.1|DERE
OG0002684	LOC108141623|XP_017120579.1|DELE	LOC6550539|XP_001977964.1|DERE
OG0002685	LOC108146379|XP_017127859.1|DELE	LOC6545059|XP_026833454.1|DERE
OG0002686	LOC108145711|XP_017126761.1|DELE	LOC6546521|XP_001971274.1|DERE
OG0002687	LOC108146169|XP_017127553.1|DELE	LOC6543561|XP_015012997.1|DERE
OG0002688	LOC108146718|XP_017128297.1|DELE	LOC6543694|XP_001972968.1|DERE
OG0002689	LOC108137610|XP_017114873.1|DELE	LOC6551300|XP_001978399.2|DERE
OG0002690	LOC108150365|XP_017133992.1|DELE	LOC6543810|XP_001972359.1|DERE
OG0002691	LOC108149192|XP_017132104.1|DELE	LOC6547372|XP_001976317.2|DERE
OG0002692	LOC108144861|XP_017125498.1|DELE	LOC6548114|XP_001976544.1|DERE
OG0002693	LOC108146277|XP_017127705.1|DELE	LOC6545685|XP_026832391.1|DERE
OG0002694	LOC108134808|XP_017110749.1|DELE	LOC6542313|XP_026834214.1|DERE
OG0002695	LOC108147449|XP_017129466.1|DELE	LOC6544693|XP_001972016.1|DERE
OG0002696	LOC108146891|XP_017128616.1|DELE	LOC6544226|XP_001973042.1|DERE
OG0002697	LOC108142746|XP_017122261.1|DELE	LOC6543942|XP_001971399.1|DERE
OG0002698	LOC108146119|XP_017127441.1|DELE	LOC6546510|XP_026833886.1|DERE
OG0002699	LOC108146896|XP_017128625.1|DELE	LOC6544486|XP_001971469.1|DERE
OG0002700	LOC108145909|XP_017127057.1|DELE	LOC6544872|XP_026833712.1|DERE
OG0002701	LOC108143507|XP_017123466.1|DELE	LOC6547904|XP_001976398.3|DERE
OG0002702	LOC108143409|XP_017123287.1|DELE	LOC6547939|XP_026836836.1|DERE
OG0002703	LOC108141555|XP_017120483.1|DELE	LOC6542757|XP_026834808.1|DERE
OG0002704	LOC108144589|XP_017125078.1|DELE	LOC6548934|XP_001975534.1|DERE
OG0002705	LOC108142495|XP_017121879.1|DELE	LOC6545438|XP_026832767.1|DERE
OG0002706	LOC108144372|XP_017124634.1|DELE	LOC6547275|XP_001976098.1|DERE
OG0002707	LOC108146036|XP_017127317.1|DELE	LOC6545637|XP_015013594.1|DERE
OG0002708	LOC108146203|XP_017127610.1|DELE	LOC6545111|XP_001973219.1|DERE
OG0002709	LOC108143483|XP_017123419.1|DELE	LOC6541040|XP_026834799.1|DERE
OG0002710	LOC108145397|XP_017126285.1|DELE	LOC6547644|XP_001974978.1|DERE
OG0002711	LOC108145402|XP_017126290.1|DELE	LOC6547829|XP_001974976.1|DERE
OG0002712	LOC108144728|XP_017125314.1|DELE	LOC6546719|XP_026835992.1|DERE
OG0002713	LOC108143502|XP_017123451.1|DELE	LOC6546791|XP_001975885.1|DERE
OG0002714	LOC108149614|XP_017132814.1|DELE	LOC6541286|XP_001970580.1|DERE
OG0002715	LOC108150034|XP_017133486.1|DELE	LOC6550048|XP_026838104.1|DERE
OG0002716	LOC108144300|XP_017124476.1|DELE	LOC6548440|XP_015012707.1|DERE
OG0002717	LOC108143953|XP_017124039.1|DELE	LOC6552849|XP_026839889.1|DERE
OG0002718	LOC108142221|XP_017121425.1|DELE	LOC6543879|XP_001971514.2|DERE
OG0002719	LOC108135581|XP_017111867.1|DELE	LOC6551763|XP_001980647.1|DERE
OG0002720	LOC108147543|XP_017129617.1|DELE	LOC6544041|XP_001971965.3|DERE
OG0002721	LOC108138747|XP_017116636.1|DELE	LOC6549494|XP_015011946.1|DERE
OG0002722	LOC108143328|XP_017123137.1|DELE	LOC6540690|XP_001970340.1|DERE
OG0002723	LOC108144217|XP_017124380.1|DELE	LOC6548503|XP_001976652.1|DERE
OG0002724	LOC108143002|XP_017122672.1|DELE	LOC6554713|XP_001981963.1|DERE
OG0002725	LOC108146230|XP_017127643.1|DELE	LOC6545347|XP_001973362.1|DERE
OG0002726	LOC108146033|XP_017127312.1|DELE	LOC6546416|XP_026833769.1|DERE
OG0002727	LOC108145708|XP_017126758.1|DELE	LOC6546043|XP_001971740.1|DERE
OG0002728	LOC108143289|XP_017123093.1|DELE	LOC6546797|XP_001975891.2|DERE
OG0002729	LOC108150224|XP_017133755.1|DELE	LOC6544032|XP_026833062.1|DERE
OG0002730	LOC108136430|XP_017113063.1|DELE	LOC6549504|XP_015011643.1|DERE
OG0002731	LOC108146114|XP_017127435.1|DELE	LOC6545240|XP_001971032.1|DERE
OG0002732	LOC108144608|XP_017125119.1|DELE	LOC6546903|XP_001975982.2|DERE
OG0002733	LOC108144643|XP_017125175.1|DELE, LOC108137635|XP_017114927.1|DELE	LOC6546660|XP_001974572.1|DERE
OG0002734	LOC108134541|XP_017110380.1|DELE	LOC6542086|XP_026839346.1|DERE
OG0002735	LOC108141440|XP_017120321.1|DELE	LOC6542201|XP_015015391.1|DERE
OG0002736	LOC108141346|XP_017120148.1|DELE	LOC6541158|XP_026835455.1|DERE
OG0002737	LOC108142630|XP_017122110.1|DELE	LOC6545588|XP_001972145.1|DERE
OG0002738	LOC108146264|XP_017127692.1|DELE	LOC6546335|XP_001971811.1|DERE
OG0002739	LOC108142784|XP_017122318.1|DELE	LOC6545782|XP_026832788.1|DERE
OG0002740	LOC108142783|XP_017122317.1|DELE	LOC6545783|XP_001973419.1|DERE
OG0002741	LOC108145468|XP_017126407.1|DELE	LOC6547738|XP_001974992.1|DERE
OG0002742	LOC108141507|XP_017120424.1|DELE	LOC6548205|XP_001976484.1|DERE
OG0002743	LOC108146141|XP_017127484.1|DELE	LOC6546152|XP_026833534.1|DERE
OG0002744	LOC108142415|XP_017121757.1|DELE	LOC6546492|XP_001973588.1|DERE
OG0002745	LOC108146287|XP_017127721.1|DELE	LOC6545945|XP_001971205.1|DERE
OG0002746	LOC108141436|XP_017120311.1|DELE	LOC6548775|XP_001975430.1|DERE
OG0002747	LOC108140788|XP_017119269.1|DELE	LOC6552243|XP_001979755.1|DERE
OG0002748	LOC108144471|XP_017124870.1|DELE	LOC6547969|XP_001976562.1|DERE
OG0002749	LOC108144408|XP_017124734.1|DELE	LOC6548441|XP_026836479.1|DERE
OG0002750	LOC108149793|XP_017133146.1|DELE	LOC6549617|XP_026835666.1|DERE
OG0002751	LOC108147055|XP_017128829.1|DELE	LOC6543034|XP_026834691.1|DERE
OG0002752	LOC108143519|XP_017123492.1|DELE, LOC108140854|XP_017119328.1|DELE	LOC6540839|XP_001970329.1|DERE
OG0002753	LOC108149074|XP_017131931.1|DELE	LOC6548023|XP_001975180.1|DERE
OG0002754	LOC108142583|XP_017122029.1|DELE	LOC6544947|XP_001971541.3|DERE
OG0002755	LOC108139132|XP_017117238.1|DELE	LOC6546639|XP_001974711.1|DERE
OG0002756	LOC108142522|XP_017121930.1|DELE	LOC6544738|XP_001973460.1|DERE
OG0002757	LOC108150187|XP_017133673.1|DELE	LOC6544629|XP_026832425.1|DERE
OG0002758	LOC108144765|XP_017125361.1|DELE	LOC6546826|XP_001974583.2|DERE
OG0002759	LOC108144523|XP_017124960.1|DELE	LOC6546549|XP_015012103.1|DERE
OG0002760	LOC108141469|XP_017120364.1|DELE	LOC6548619|XP_001976705.1|DERE
OG0002761	LOC108145142|XP_017125846.1|DELE, LOC108145136|XP_017125839.1|DELE	LOC6547196|XP_001974743.1|DERE
OG0002762	LOC108138873|XP_017116892.1|DELE	LOC6547155|XP_015012121.1|DERE
OG0002763	LOC108150186|XP_017133671.1|DELE	LOC6545479|XP_001971591.1|DERE
OG0002764	LOC108135592|XP_017111882.1|DELE	LOC6546223|XP_026833893.1|DERE
OG0002765	LOC108144567|XP_017125040.1|DELE	LOC6546972|XP_026835637.1|DERE
OG0002766	LOC108144868|XP_017125508.1|DELE	LOC6546971|XP_001974613.2|DERE
OG0002767	LOC108144423|XP_017124768.1|DELE	LOC6546568|XP_015011889.1|DERE
OG0002768	LOC108144492|XP_017124912.1|DELE	LOC6547995|XP_001976497.1|DERE
OG0002769	LOC108144786|XP_017125386.1|DELE	LOC6546801|XP_001975895.1|DERE
OG0002770	LOC108138229|XP_017115841.1|DELE	LOC6542266|XP_001970153.1|DERE
OG0002771	LOC108150257|XP_017133817.1|DELE	LOC6546084|XP_026833144.1|DERE
OG0002772	LOC108150341|XP_017133957.1|DELE	LOC6546015|XP_001972244.2|DERE
OG0002773	LOC108145037|XP_017125711.1|DELE	LOC6546645|XP_001975854.1|DERE
OG0002774	LOC108143614|XP_017123628.1|DELE	LOC6548212|XP_026836608.1|DERE, LOC113564474|XP_026837212.1|DERE
OG0002775	LOC108135641|XP_017111951.1|DELE	LOC6543652|XP_026832901.1|DERE
OG0002776	LOC108142724|XP_017122236.1|DELE	LOC6545590|XP_001972147.1|DERE
OG0002777	LOC108146988|XP_017128741.1|DELE	LOC6543633|XP_026833151.1|DERE
OG0002778	LOC108146801|XP_017128469.1|DELE	LOC6544015|XP_026832333.1|DERE
OG0002779	LOC108146836|XP_017128523.1|DELE	LOC6544431|XP_026832926.1|DERE
OG0002780	LOC108141146|XP_017119860.1|DELE	LOC6553051|XP_001979138.1|DERE
OG0002781	LOC108149819|XP_017133178.1|DELE	LOC6549108|XP_001975573.1|DERE
OG0002782	LOC108146003|XP_017127246.1|DELE	LOC6545508|XP_001973348.1|DERE
OG0002783	LOC108146420|XP_017127913.1|DELE	LOC6546265|XP_001971761.2|DERE
OG0002784	LOC108143422|XP_017123315.1|DELE	LOC6547766|XP_001976388.2|DERE
OG0002785	LOC108143232|XP_017123018.1|DELE	LOC6543686|XP_001973698.1|DERE
OG0002786	LOC108146841|XP_017128529.1|DELE	LOC6543939|XP_026832597.1|DERE
OG0002787	LOC108142675|XP_017122169.1|DELE	LOC6544803|XP_001971522.1|DERE
OG0002788	LOC108142676|XP_017122170.1|DELE	LOC6544804|XP_001971523.1|DERE
OG0002789	LOC108142671|XP_017122165.1|DELE	LOC6543597|XP_001973599.1|DERE
OG0002790	LOC108150313|XP_017133918.1|DELE	LOC6544009|XP_001972328.1|DERE
OG0002791	LOC108146313|XP_017127763.1|DELE	LOC6544990|XP_001973282.1|DERE
OG0002792	LOC108145011|XP_017125665.1|DELE	LOC6546616|XP_026836228.1|DERE
OG0002793	LOC108150198|XP_017133698.1|DELE	LOC6545768|XP_001972180.1|DERE
OG0002794	LOC108147446|XP_017129460.1|DELE	LOC6544678|XP_026833347.1|DERE
OG0002795	LOC108142451|XP_017121808.1|DELE	LOC6545074|XP_026833112.1|DERE
OG0002796	LOC108147539|XP_017129613.1|DELE	LOC6544408|XP_001972038.1|DERE
OG0002797	LOC108150124|XP_017133580.1|DELE	LOC6544011|XP_001972330.1|DERE
OG0002798	LOC108139026|XP_017117120.1|DELE	LOC6549231|XP_001974356.1|DERE
OG0002799	LOC108145958|XP_017127165.1|DELE	LOC6545206|XP_026833575.1|DERE
OG0002800	LOC108146694|XP_017128242.1|DELE	LOC6544214|XP_026832241.1|DERE
OG0002801	LOC108144462|XP_017124852.1|DELE	LOC6548507|XP_026836827.1|DERE
OG0002802	LOC108144419|XP_017124759.1|DELE	LOC6548369|XP_001976645.2|DERE
OG0002803	LOC108138817|XP_017116805.1|DELE	LOC6549344|XP_001974324.1|DERE
OG0002804	LOC108134645|XP_017110526.1|DELE	LOC6548249|XP_001975198.1|DERE
OG0002805	LOC108137251|XP_017114327.1|DELE, LOC108145387|XP_017126271.1|DELE	LOC6542714|XP_001970501.1|DERE
OG0002806	LOC108146361|XP_017127827.1|DELE	LOC6544989|XP_001973281.1|DERE
OG0002807	LOC108141284|XP_017120041.1|DELE	LOC6548443|XP_001976661.1|DERE
OG0002808	LOC108144470|XP_017124867.1|DELE	LOC6547967|XP_015011527.1|DERE
OG0002809	LOC108146638|XP_017128171.1|DELE	LOC6545028|XP_001972524.2|DERE
OG0002810	LOC108145951|XP_017127149.1|DELE	LOC6545056|XP_026833452.1|DERE
OG0002811	LOC108142669|XP_017122162.1|DELE	LOC6544663|XP_026833587.1|DERE
OG0002812	LOC108138508|XP_017116245.1|DELE	LOC6549522|XP_001975814.1|DERE
OG0002813	LOC108145154|XP_017125859.1|DELE	LOC6547303|XP_001974729.1|DERE
OG0002814	LOC108145212|XP_017125941.1|DELE	LOC6547844|XP_026836516.1|DERE
OG0002815	LOC108144628|XP_017125148.1|DELE	LOC6546590|XP_001975904.1|DERE
OG0002816	LOC108145188|XP_017125919.1|DELE	LOC6547217|XP_001974715.1|DERE
OG0002817	LOC108134654|XP_017110536.1|DELE	LOC6548605|XP_001973904.1|DERE
OG0002818	LOC108144325|XP_017124519.1|DELE	LOC6541513|XP_001969096.2|DERE
OG0002819	LOC108147467|XP_017129494.1|DELE	LOC6545804|XP_026832445.1|DERE
OG0002820	LOC108147532|XP_017129605.1|DELE	LOC6545801|XP_001971685.1|DERE
OG0002821	LOC108146827|XP_017128508.1|DELE	LOC6545247|XP_001972571.2|DERE
OG0002822	LOC108143593|XP_017123602.1|DELE	LOC6548217|XP_001975075.1|DERE
OG0002823	LOC108149623|XP_017132841.1|DELE	LOC6542592|XP_015014735.1|DERE
OG0002824	LOC108143531|XP_017123513.1|DELE	LOC6540678|XP_026834513.1|DERE
OG0002825	LOC108143221|XP_017123006.1|DELE	LOC6544139|XP_001973733.1|DERE
OG0002826	LOC108143421|XP_017123314.1|DELE	LOC6548219|XP_001975077.1|DERE
OG0002827	LOC108135328|XP_017111505.1|DELE	LOC6555880|XP_001982757.2|DERE
OG0002828	LOC108145236|XP_017125991.1|DELE	LOC6547923|XP_026835700.1|DERE
OG0002829	LOC108144694|XP_017125257.1|DELE	LOC6546589|XP_001975903.1|DERE
OG0002830	LOC108149742|XP_017133009.1|DELE	LOC6547431|XP_026836653.1|DERE
OG0002831	LOC108141886|XP_017120988.1|DELE	LOC6548861|XP_001974049.2|DERE
OG0002832	LOC108141873|XP_017120956.1|DELE	LOC6543221|XP_015015022.1|DERE
OG0002833	LOC108141487|XP_017120389.1|DELE	LOC6548582|XP_015011504.1|DERE
OG0002834	LOC108141465|XP_017120360.1|DELE	LOC6548012|XP_001976475.1|DERE
OG0002835	LOC108137955|XP_017115404.1|DELE	LOC6546544|XP_001975909.1|DERE
OG0002836	LOC108143528|XP_017123502.1|DELE	LOC6541047|XP_026835298.1|DERE
OG0002837	LOC108148543|XP_017131078.1|DELE	LOC6547071|XP_026835965.1|DERE
OG0002838	LOC108137542|XP_017114754.1|DELE	LOC6547478|XP_001976274.1|DERE
OG0002839	LOC108144508|XP_017124931.1|DELE	LOC6547970|XP_001976563.1|DERE
OG0002840	LOC108135252|XP_017111408.1|DELE	LOC6540845|XP_026834693.1|DERE
OG0002841	LOC108134720|XP_017110609.1|DELE	LOC6542892|XP_001968575.1|DERE
OG0002842	LOC108149467|XP_017132564.1|DELE	LOC6540816|XP_001969595.1|DERE
OG0002843	LOC108149641|XP_017132865.1|DELE	LOC6542720|XP_001970569.1|DERE
OG0002844	LOC108136056|XP_017112479.1|DELE	LOC6544110|XP_026833837.1|DERE
OG0002845	LOC108147797|XP_017130025.1|DELE	LOC6540881|XP_001968739.1|DERE
OG0002846	LOC108149932|XP_017133336.1|DELE	LOC6540969|XP_026834078.1|DERE
OG0002847	LOC108147790|XP_017130018.1|DELE	LOC6541002|XP_001968740.2|DERE
OG0002848	LOC108149437|XP_017132508.1|DELE	LOC6549611|XP_001974384.1|DERE
OG0002849	LOC108148261|XP_017130688.1|DELE	LOC6543512|XP_001969497.1|DERE
OG0002850	LOC108149506|XP_017132622.1|DELE	LOC6540826|XP_001969588.1|DERE
OG0002851	LOC108142009|XP_017121165.1|DELE	LOC6541611|XP_001969968.1|DERE
OG0002852	LOC108144855|XP_017125492.1|DELE	LOC6546863|XP_026835879.1|DERE
OG0002853	LOC108150487|XP_017134182.1|DELE	LOC6543385|XP_001969024.2|DERE
OG0002854	LOC108138957|XP_017117026.1|DELE	LOC6549326|XP_001974331.1|DERE
OG0002855	LOC108135243|XP_017111395.1|DELE	LOC6542363|XP_015014870.1|DERE
OG0002856	LOC108150720|XP_017134502.1|DELE	LOC6541984|XP_026835451.1|DERE
OG0002857	LOC108135228|XP_017111358.1|DELE	LOC6548878|XP_026839431.1|DERE
OG0002858	LOC108149330|XP_017132283.1|DELE	LOC113564223|XP_026835608.1|DERE, LOC6540721|XP_026835559.1|DERE
OG0002859	LOC108148028|XP_017130356.1|DELE	LOC6543096|XP_001968451.1|DERE
OG0002860	LOC108141585|XP_017120521.1|DELE	LOC6540714|XP_001968863.1|DERE
OG0002861	LOC108135341|XP_017111522.1|DELE	LOC6542921|XP_001969908.1|DERE
OG0002862	LOC108147960|XP_017130244.1|DELE	LOC6540852|XP_026834044.1|DERE
OG0002863	LOC108134752|XP_017110683.1|DELE	LOC6542744|XP_001968567.1|DERE
OG0002864	LOC108134754|XP_017110684.1|DELE	LOC6541551|XP_001968566.1|DERE
OG0002865	LOC108147368|XP_017129293.1|DELE	LOC6543323|XP_001970652.1|DERE
OG0002866	LOC108146367|XP_017127840.1|DELE	LOC6543670|XP_001971368.1|DERE
OG0002867	LOC108149231|XP_017132156.1|DELE	LOC6542860|XP_001969654.2|DERE
OG0002868	LOC108147953|XP_017130231.1|DELE	LOC6542089|XP_001968376.3|DERE
OG0002869	LOC108147954|XP_017130232.1|DELE	LOC6541454|XP_001968375.1|DERE
OG0002871	LOC108141666|XP_017120629.1|DELE	LOC6542096|XP_026835435.1|DERE
OG0002872	LOC108141795|XP_017120835.1|DELE	LOC6541485|XP_026835598.1|DERE
OG0002873	LOC108138995|XP_017117073.1|DELE	LOC6548936|XP_026836214.1|DERE
OG0002874	LOC108148400|XP_017130925.1|DELE	LOC6543533|XP_001969508.1|DERE
OG0002875	LOC108148082|XP_017130427.1|DELE	LOC6542287|XP_001968470.2|DERE
OG0002876	LOC108135892|XP_017112297.1|DELE	LOC6550192|XP_001977581.1|DERE
OG0002877	LOC108149397|XP_017132420.1|DELE	LOC6549179|XP_001974368.2|DERE
OG0002878	LOC108149502|XP_017132613.1|DELE	LOC6549303|XP_026836556.1|DERE
OG0002879	LOC108146113|XP_017127434.1|DELE	LOC6543640|XP_001971844.1|DERE
OG0002880	LOC108137320|XP_017114434.1|DELE	LOC6555747|XP_001982450.1|DERE
OG0002881	LOC108137869|XP_017115294.1|DELE	LOC6540786|XP_001968182.1|DERE
OG0002882	LOC108143607|XP_017123619.1|DELE	LOC6547409|XP_001974826.1|DERE
OG0002883	LOC108145519|XP_017126495.1|DELE	LOC6541039|XP_001968131.1|DERE
OG0002884	LOC108147929|XP_017130200.1|DELE	LOC6542599|XP_001968460.1|DERE
OG0002885	LOC108145924|XP_017127099.1|DELE	LOC6546008|XP_001972237.1|DERE
OG0002886	LOC108147996|XP_017130305.1|DELE	LOC6543350|XP_001968338.1|DERE
OG0002887	LOC108147997|XP_017130306.1|DELE	LOC6541450|XP_001968339.1|DERE
OG0002888	LOC108138921|XP_017116976.1|DELE	LOC6549050|XP_026839406.1|DERE, LOC6549049|XP_001974033.3|DERE
OG0002889	LOC108135681|XP_017112010.1|DELE	LOC6544162|XP_001971387.1|DERE
OG0002890	LOC108138994|XP_017117072.1|DELE	LOC6548935|XP_001974213.1|DERE
OG0002891	LOC108141781|XP_017120777.1|DELE	LOC6541131|XP_001969394.1|DERE
OG0002892	LOC108138077|XP_017115544.1|DELE	LOC6542743|XP_015014449.1|DERE
OG0002893	LOC108147938|XP_017130211.1|DELE	LOC6542255|XP_001968305.2|DERE
OG0002894	LOC108150362|XP_017133985.1|DELE	LOC6546083|XP_026833640.1|DERE
