Orthogroup	DELE.longest_only	DNOV.longest_only
OG0001563	LOC108146894|XP_017128626.1|DELE	LOC115760360|XP_030557509.1|DNOV
OG0001564	LOC108143846|XP_017123887.1|DELE	LOC115764608|XP_030563614.1|DNOV
OG0001565	LOC108143871|XP_017123927.1|DELE	LOC115771971|XP_030573750.1|DNOV
OG0001566	LOC108140401|XP_017118599.1|DELE	LOC115764658|XP_030563704.1|DNOV
OG0001567	LOC108144854|XP_017125490.1|DELE	LOC115758205|XP_030554613.1|DNOV
OG0001568	LOC108139165|XP_017117269.1|DELE	LOC115771699|XP_030573376.1|DNOV
OG0001569	LOC108139346|XP_017117559.1|DELE	LOC115764096|XP_030562809.1|DNOV
OG0001570	LOC108135327|XP_017111508.1|DELE	LOC115761798|XP_030559601.1|DNOV
OG0001571	LOC108141685|XP_017120653.1|DELE	LOC115759716|XP_030556579.1|DNOV
OG0001572	LOC108141627|XP_017120585.1|DELE	LOC115766457|XP_030566249.1|DNOV
OG0001573	LOC108145946|XP_017127143.1|DELE	LOC115766986|XP_030566945.1|DNOV
OG0001574	LOC108137200|XP_017114278.1|DELE	LOC115771331|XP_030572857.1|DNOV
OG0001575	LOC108136771|XP_017113621.1|DELE	LOC115764114|XP_030562836.1|DNOV, LOC115764115|XP_030562837.1|DNOV
OG0001576	LOC108137030|XP_017114019.1|DELE	LOC115764807|XP_030563915.1|DNOV
OG0001577	LOC108148787|XP_017131492.1|DELE	LOC115763994|XP_030562671.1|DNOV
OG0001578	LOC108139075|XP_017117191.1|DELE	LOC115760526|XP_030557765.1|DNOV
OG0001579	LOC108137653|XP_017114973.1|DELE	LOC115768755|XP_030569302.1|DNOV
OG0001580	LOC108143538|XP_017123523.1|DELE	LOC115760866|XP_030558280.1|DNOV
OG0001581	LOC108137269|XP_017114352.1|DELE, LOC108137728|XP_017115115.1|DELE	LOC115767827|XP_030568027.1|DNOV
OG0001582	LOC108144871|XP_017125511.1|DELE	LOC115762054|XP_030559994.1|DNOV
OG0001583	LOC108149935|XP_017133340.1|DELE	LOC115762427|XP_030560482.1|DNOV
OG0001584	LOC108146376|XP_017127855.1|DELE	LOC115770097|XP_030571068.1|DNOV
OG0001585	LOC108137659|XP_017114982.1|DELE	LOC115768749|XP_030569296.1|DNOV
OG0001586	LOC108142782|XP_017122316.1|DELE	LOC115771266|XP_030572742.1|DNOV
OG0001587	LOC108137603|XP_017114863.1|DELE	LOC115762967|XP_030561208.1|DNOV
OG0001588	LOC108149671|XP_017132906.1|DELE	LOC115761369|XP_030558981.1|DNOV
OG0001589	LOC108134957|XP_017110968.1|DELE, LOC108138319|XP_017115972.1|DELE, LOC108148514|XP_017131044.1|DELE	LOC115759817|XP_030556768.1|DNOV
OG0001590	LOC108136812|XP_017113708.1|DELE, LOC108147041|XP_017128803.1|DELE	LOC115765126|XP_030564386.1|DNOV
OG0001591	LOC108148910|XP_017131715.1|DELE	LOC115763985|XP_030562658.1|DNOV
OG0001592	LOC108138098|XP_017115573.1|DELE	LOC115765565|XP_030565068.1|DNOV
OG0001593	LOC108138125|XP_017115647.1|DELE	LOC115765494|XP_030564962.1|DNOV
OG0001594	LOC108138629|XP_017116405.1|DELE	LOC115763502|XP_030561959.1|DNOV
OG0001595	LOC108144692|XP_017125253.1|DELE	LOC115771472|XP_030573058.1|DNOV
OG0001596	LOC108138922|XP_017116978.1|DELE	LOC115763414|XP_030561830.1|DNOV, LOC115763334|XP_030561700.1|DNOV
OG0001597	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE	LOC115758464|XP_030554996.1|DNOV
OG0001599	LOC108150721|XP_017134507.1|DELE	LOC115759195|XP_030555935.1|DNOV
OG0001600	LOC108138823|XP_017116811.1|DELE	LOC115758498|XP_030555042.1|DNOV
OG0001601	LOC108148223|XP_017130631.1|DELE	LOC115758905|XP_030555562.1|DNOV
OG0001602	LOC108142093|XP_017121277.1|DELE	LOC115762996|XP_030561241.1|DNOV
OG0001603	LOC108141696|XP_017120668.1|DELE	LOC115763555|XP_030562034.1|DNOV
OG0001604	LOC108141059|XP_017119702.1|DELE	LOC115766386|XP_030566151.1|DNOV
OG0001605	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE	LOC115760957|XP_030558406.1|DNOV
OG0001606	LOC108149206|XP_017132123.1|DELE	LOC115763012|XP_030561265.1|DNOV
OG0001607	LOC108150427|XP_017134074.1|DELE	LOC115759012|XP_030555683.1|DNOV
OG0001608	LOC108135282|XP_017111452.1|DELE	LOC115762973|XP_030561210.1|DNOV
OG0001609	LOC108144230|XP_017124396.1|DELE	LOC115762353|XP_030560382.1|DNOV
OG0001610	LOC108138978|XP_017117051.1|DELE	LOC115763409|XP_030561819.1|DNOV
OG0001611	LOC108141918|XP_017121031.1|DELE	LOC115768307|XP_030568715.1|DNOV, LOC115760302|XP_030557449.1|DNOV
OG0001612	LOC108149243|XP_017132168.1|DELE	LOC115759943|XP_030556943.1|DNOV
OG0001613	LOC108142070|XP_017121245.1|DELE	LOC115763189|XP_030561509.1|DNOV
OG0001614	LOC108145527|XP_017126505.1|DELE	LOC115760723|XP_030558055.1|DNOV
OG0001615	LOC108149200|XP_017132114.1|DELE	LOC115758468|XP_030555001.1|DNOV
OG0001616	LOC108139650|XP_017117868.1|DELE, LOC108138291|XP_017115935.1|DELE	LOC115760296|XP_030557443.1|DNOV
OG0001617	LOC108138813|XP_017116796.1|DELE	LOC115758348|XP_030554788.1|DNOV
OG0001618	LOC108141749|XP_017120733.1|DELE	LOC115766781|XP_030566653.1|DNOV
OG0001619	LOC108141933|XP_017121059.1|DELE	LOC115763246|XP_030561584.1|DNOV
OG0001620	LOC108141529|XP_017120451.1|DELE	LOC115769048|XP_030569618.1|DNOV, LOC115769051|XP_030569621.1|DNOV
OG0001621	LOC108141299|XP_017120053.1|DELE	LOC115760663|XP_030557990.1|DNOV
OG0001622	LOC108136455|XP_017113126.1|DELE	LOC115767260|XP_030567340.1|DNOV
OG0001623	LOC108137838|XP_017115253.1|DELE	LOC115765999|XP_030565627.1|DNOV
OG0001624	LOC108135299|XP_017111473.1|DELE	LOC115763539|XP_030562015.1|DNOV
OG0001625	LOC108135244|XP_017111396.1|DELE	LOC115767445|XP_030567602.1|DNOV, LOC115763236|XP_030561572.1|DNOV
OG0001626	LOC108147811|XP_017130043.1|DELE	LOC115760102|XP_030557151.1|DNOV
OG0001627	LOC108148330|XP_017130817.1|DELE	LOC115766086|XP_030565756.1|DNOV, LOC115766242|XP_030565965.1|DNOV
OG0001628	LOC108147078|XP_017128856.1|DELE	LOC115762541|XP_030560675.1|DNOV, LOC115770566|XP_030571738.1|DNOV, LOC115762539|XP_030560673.1|DNOV
OG0001629	LOC108138359|XP_017116016.1|DELE	LOC115760386|XP_030557542.1|DNOV
OG0001630	LOC108137028|XP_017114016.1|DELE	LOC115764113|XP_030562835.1|DNOV
OG0001632	LOC108142020|XP_017121184.1|DELE	LOC115759819|XP_030556771.1|DNOV
OG0001633	LOC108140620|XP_017119023.1|DELE	LOC115767920|XP_030568149.1|DNOV
OG0001634	LOC108145134|XP_017125837.1|DELE	LOC115760353|XP_030557502.1|DNOV
OG0001635	LOC108147097|XP_017128872.1|DELE	LOC115765634|XP_030565147.1|DNOV
OG0001636	LOC108141002|XP_017119566.1|DELE	LOC115759438|XP_030556213.1|DNOV
OG0001637	LOC108142989|XP_017122649.1|DELE	LOC115761969|XP_030559871.1|DNOV
OG0001638	LOC108136297|XP_017112871.1|DELE	LOC115768038|XP_030568320.1|DNOV
OG0001639	LOC108147594|XP_017129724.1|DELE	LOC115762437|XP_030560493.1|DNOV
OG0001640	LOC108141147|XP_017119861.1|DELE	LOC115759471|XP_030556265.1|DNOV
OG0001641	LOC108140541|XP_017118860.1|DELE	LOC115770711|XP_030571968.1|DNOV
OG0001642	LOC108136634|XP_017113442.1|DELE	LOC115765255|XP_030564594.1|DNOV
OG0001643	LOC108138274|XP_017115915.1|DELE	LOC115759043|XP_030555727.1|DNOV
OG0001644	LOC108146971|XP_017128717.1|DELE	LOC115771484|XP_030573066.1|DNOV
OG0001645	LOC108143644|XP_017123645.1|DELE, LOC108147085|XP_017128899.1|DELE	LOC115771742|XP_030573434.1|DNOV
OG0001646	LOC108144316|XP_017124505.1|DELE	LOC115757791|XP_030554064.1|DNOV
OG0001647	LOC108149589|XP_017132712.1|DELE	LOC115764471|XP_030563401.1|DNOV
OG0001648	LOC108143200|XP_017122942.1|DELE	LOC115768772|XP_030569326.1|DNOV
OG0001649	LOC108149794|XP_017133147.1|DELE	LOC115760627|XP_030557938.1|DNOV
OG0001650	LOC108143696|XP_017123711.1|DELE	LOC115766513|XP_030566334.1|DNOV
OG0001651	LOC108137552|XP_017114766.1|DELE	LOC115771027|XP_030572419.1|DNOV
OG0001652	LOC108135616|XP_017111920.1|DELE	LOC115767714|XP_030567878.1|DNOV
OG0001653	LOC108143228|XP_017123013.1|DELE	LOC115766725|XP_030566546.1|DNOV, LOC115770755|XP_030572030.1|DNOV
OG0001654	LOC108144328|XP_017124526.1|DELE	LOC115767487|XP_030567655.1|DNOV
OG0001655	LOC108141351|XP_017120156.1|DELE	LOC115758295|XP_030554722.1|DNOV
OG0001656	LOC108147838|XP_017130082.1|DELE	LOC115763070|XP_030561359.1|DNOV
OG0001657	LOC108136153|XP_017112637.1|DELE	LOC115770086|XP_030571058.1|DNOV
OG0001658	LOC108142655|XP_017122145.1|DELE	LOC115771536|XP_030573134.1|DNOV
OG0001659	LOC108146799|XP_017128464.1|DELE	LOC115770154|XP_030571167.1|DNOV
OG0001660	LOC108145935|XP_017127128.1|DELE	LOC115771195|XP_030572651.1|DNOV
OG0001661	LOC108148414|XP_017130943.1|DELE	LOC115764994|XP_030564192.1|DNOV
OG0001662	LOC108147491|XP_017129535.1|DELE	LOC115762947|XP_030561192.1|DNOV
OG0001663	LOC108150039|XP_017133495.1|DELE	LOC115761672|XP_030559386.1|DNOV
OG0001664	LOC108147035|XP_017128783.1|DELE	LOC115757858|XP_030554154.1|DNOV
OG0001666	LOC108138808|XP_017116789.1|DELE	LOC115758821|XP_030555458.1|DNOV
OG0001667	LOC108144384|XP_017124648.1|DELE	LOC115761096|XP_030558578.1|DNOV
OG0001668	LOC108142389|XP_017121713.1|DELE	LOC115767645|XP_030567792.1|DNOV
OG0001669	LOC108146355|XP_017127821.1|DELE	LOC115770353|XP_030571451.1|DNOV
OG0001670	LOC108140856|XP_017119330.1|DELE, LOC108136195|XP_017112686.1|DELE, LOC108135960|XP_017112401.1|DELE	LOC115767460|XP_030567625.1|DNOV
OG0001671	LOC108143171|XP_017122905.1|DELE	LOC115764377|XP_030563199.1|DNOV, LOC115760308|XP_030557457.1|DNOV
OG0001672	LOC108137984|XP_017115445.1|DELE, LOC108137985|XP_017115446.1|DELE	LOC115758313|XP_030554739.1|DNOV, LOC115758315|XP_030554741.1|DNOV
OG0001673	LOC108142139|XP_017121324.1|DELE, LOC108142138|XP_017121323.1|DELE	LOC115769348|XP_030570017.1|DNOV
OG0001674	LOC108141566|XP_017120501.1|DELE	LOC115763664|XP_030562195.1|DNOV
OG0001675	LOC108147250|XP_017129137.1|DELE, LOC108147248|XP_017129136.1|DELE	LOC115763827|XP_030562440.1|DNOV
OG0001676	LOC108145342|XP_017126220.1|DELE, LOC108145341|XP_017126219.1|DELE	LOC115762323|XP_030560350.1|DNOV
OG0001678	LOC108136225|XP_017112735.1|DELE	LOC115764287|XP_030563079.1|DNOV
OG0001679	LOC108141376|XP_017120206.1|DELE	LOC115768682|XP_030569226.1|DNOV
OG0001680	LOC108138547|XP_017116306.1|DELE	LOC115772090|XP_030573910.1|DNOV, LOC115768818|XP_030569376.1|DNOV
OG0001681	LOC108137328|XP_017114447.1|DELE	LOC115765136|XP_030564394.1|DNOV
OG0001682	LOC108142443|XP_017121797.1|DELE	LOC115766521|XP_030566348.1|DNOV, LOC115766903|XP_030566841.1|DNOV
OG0001683	LOC108149477|XP_017132580.1|DELE	LOC115763329|XP_030561693.1|DNOV
OG0001684	LOC108145285|XP_017126088.1|DELE	LOC115766746|XP_030566583.1|DNOV
OG0001685	LOC108150507|XP_017134212.1|DELE	LOC115758401|XP_030554904.1|DNOV
OG0001686	LOC108136545|XP_017113333.1|DELE	LOC115766336|XP_030566089.1|DNOV
OG0001687	LOC108137090|XP_017114105.1|DELE	LOC115768145|XP_030568500.1|DNOV
OG0001688	LOC108141127|XP_017119838.1|DELE, LOC108140643|XP_017119058.1|DELE	LOC115768672|XP_030569215.1|DNOV
OG0001689	LOC108137731|XP_017115119.1|DELE	LOC115768836|XP_030569393.1|DNOV
OG0001690	LOC108147559|XP_017129636.1|DELE	LOC115769816|XP_030570644.1|DNOV
OG0001691	LOC108138240|XP_017115860.1|DELE	LOC115758956|XP_030555617.1|DNOV
OG0001692	LOC108135755|XP_017112085.1|DELE	LOC115764064|XP_030562772.1|DNOV
OG0001693	LOC108136345|XP_017112942.1|DELE	LOC115768791|XP_030569347.1|DNOV
OG0001694	LOC108136845|XP_017113756.1|DELE	LOC115761709|XP_030559444.1|DNOV
OG0001695	LOC108139142|XP_017117250.1|DELE	LOC115763945|XP_030562600.1|DNOV, LOC115763963|XP_030562621.1|DNOV
OG0001696	LOC108140527|XP_017118825.1|DELE	LOC115761829|XP_030559631.1|DNOV
OG0001698	LOC108147684|XP_017129871.1|DELE	LOC115768217|XP_030568601.1|DNOV
OG0001699	LOC108135856|XP_017112238.1|DELE	LOC115762020|XP_030559948.1|DNOV
OG0001700	LOC108139229|XP_017117383.1|DELE	LOC115759572|XP_030556398.1|DNOV
OG0001701	LOC108148286|XP_017130741.1|DELE	LOC115764158|XP_030562896.1|DNOV
OG0001702	LOC108141826|XP_017120896.1|DELE	LOC115763608|XP_030562096.1|DNOV
OG0001703	LOC108148686|XP_017131323.1|DELE	LOC115768650|XP_030569183.1|DNOV
OG0001704	LOC108148739|XP_017131419.1|DELE	LOC115768633|XP_030569159.1|DNOV
OG0001705	LOC108148838|XP_017131594.1|DELE	LOC115760584|XP_030557869.1|DNOV
OG0001706	LOC108136774|XP_017113627.1|DELE, LOC108146787|XP_017128447.1|DELE, LOC108137430|XP_017114586.1|DELE	LOC115763609|XP_030562097.1|DNOV
OG0001707	LOC108148804|XP_017131520.1|DELE	LOC115771787|XP_030573517.1|DNOV
OG0001708	LOC108139348|XP_017117561.1|DELE	LOC115764098|XP_030562811.1|DNOV
OG0001709	LOC108146492|XP_017128013.1|DELE	LOC115769677|XP_030570454.1|DNOV
OG0001710	LOC108143926|XP_017123999.1|DELE	LOC115771750|XP_030573457.1|DNOV
OG0001711	LOC108148729|XP_017131396.1|DELE	LOC115772017|XP_030573808.1|DNOV
OG0001712	LOC108136737|XP_017113566.1|DELE	LOC115764678|XP_030563726.1|DNOV
OG0001713	LOC108140778|XP_017119254.1|DELE	LOC115770873|XP_030572170.1|DNOV
OG0001714	LOC108141044|XP_017119670.1|DELE	LOC115763644|XP_030562139.1|DNOV
OG0001715	LOC108150024|XP_017133473.1|DELE	LOC115765240|XP_030564558.1|DNOV
OG0001716	LOC108136637|XP_017113446.1|DELE	LOC115767354|XP_030567467.1|DNOV, LOC115765289|XP_030564639.1|DNOV
OG0001717	LOC108148776|XP_017131474.1|DELE	LOC115761177|XP_030558699.1|DNOV
OG0001719	LOC108148675|XP_017131298.1|DELE	LOC115772057|XP_030573861.1|DNOV
OG0001720	LOC108135543|XP_017111783.1|DELE	LOC115764973|XP_030564158.1|DNOV
OG0001721	LOC108143815|XP_017123826.1|DELE	LOC115765003|XP_030564209.1|DNOV
OG0001722	LOC108146080|XP_017127385.1|DELE	LOC115769439|XP_030570108.1|DNOV
OG0001723	LOC108140484|XP_017118726.1|DELE	LOC115762128|XP_030560093.1|DNOV
OG0001724	LOC108145202|XP_017125933.1|DELE	LOC115760764|XP_030558104.1|DNOV
OG0001725	LOC108144324|XP_017124515.1|DELE	LOC115760937|XP_030558375.1|DNOV
OG0001726	LOC108142582|XP_017122027.1|DELE	LOC115762693|XP_030560875.1|DNOV
OG0001727	LOC108148864|XP_017131653.1|DELE	LOC115772075|XP_030573886.1|DNOV
OG0001728	LOC108144734|XP_017125319.1|DELE	LOC115762406|XP_030560456.1|DNOV
OG0001729	LOC108141310|XP_017120064.1|DELE	LOC115760521|XP_030557751.1|DNOV
OG0001730	LOC108138208|XP_017115817.1|DELE	LOC115758369|XP_030554817.1|DNOV
OG0001731	LOC108138803|XP_017116784.1|DELE	LOC115761107|XP_030558595.1|DNOV
OG0001732	LOC108148399|XP_017130921.1|DELE	LOC115759351|XP_030556133.1|DNOV
OG0001733	LOC108145243|XP_017126001.1|DELE	LOC115762398|XP_030560444.1|DNOV
OG0001734	LOC108145543|XP_017126532.1|DELE	LOC115760920|XP_030558353.1|DNOV
OG0001735	LOC108142677|XP_017122171.1|DELE	LOC115767136|XP_030567158.1|DNOV
OG0001736	LOC108145183|XP_017125912.1|DELE, LOC108145182|XP_017125910.1|DELE	LOC115761616|XP_030559301.1|DNOV
OG0001737	LOC108143472|XP_017123404.1|DELE	LOC115762451|XP_030560514.1|DNOV
OG0001738	LOC108135689|XP_017112019.1|DELE	LOC115771009|XP_030572375.1|DNOV
OG0001739	LOC108138356|XP_017116018.1|DELE, LOC108149909|XP_017133299.1|DELE	LOC115760094|XP_030557139.1|DNOV
OG0001740	LOC108143429|XP_017123333.1|DELE	LOC115760765|XP_030558109.1|DNOV
OG0001741	LOC108138697|XP_017116532.1|DELE, LOC108142935|XP_017122519.1|DELE	LOC115766113|XP_030565794.1|DNOV
OG0001742	LOC108147029|XP_017128775.1|DELE, LOC108147059|XP_017128835.1|DELE	LOC115760073|XP_030557113.1|DNOV
OG0001744	LOC108145087|XP_017125764.1|DELE	LOC115761853|XP_030560103.1|DNOV
OG0001745	LOC108137528|XP_017114734.1|DELE	LOC115758318|XP_030554745.1|DNOV, LOC115767030|XP_030567052.1|DNOV
OG0001746	LOC108150375|XP_017134004.1|DELE	LOC115770036|XP_030570963.1|DNOV
OG0001747	LOC108144429|XP_017124782.1|DELE	LOC115760738|XP_030558074.1|DNOV
OG0001748	LOC108150119|XP_017133575.1|DELE	LOC115771148|XP_030572580.1|DNOV
OG0001749	LOC108144826|XP_017125447.1|DELE	LOC115771122|XP_030572550.1|DNOV
OG0001750	LOC108144824|XP_017125444.1|DELE	LOC115771103|XP_030572526.1|DNOV
OG0001751	LOC108135579|XP_017111860.1|DELE	LOC115770986|XP_030572335.1|DNOV
OG0001752	LOC108147407|XP_017129333.1|DELE	LOC115769737|XP_030570536.1|DNOV
OG0001753	LOC108146120|XP_017127448.1|DELE	LOC115767135|XP_030567156.1|DNOV
OG0001754	LOC108143532|XP_017123517.1|DELE	LOC115760794|XP_030558149.1|DNOV
OG0001755	LOC108145804|XP_017126867.1|DELE	LOC115767174|XP_030567217.1|DNOV
OG0001756	LOC108141359|XP_017120169.1|DELE	LOC115760554|XP_030557810.1|DNOV
OG0001757	LOC108138639|XP_017116469.1|DELE	LOC115761094|XP_030558576.1|DNOV
OG0001758	LOC108146594|XP_017128105.1|DELE	LOC115770040|XP_030570970.1|DNOV, LOC115757656|XP_030554237.1|DNOV
OG0001759	LOC108144504|XP_017124927.1|DELE	LOC115760005|XP_030557027.1|DNOV
OG0001760	LOC108137105|XP_017114161.1|DELE, LOC108143496|XP_017123442.1|DELE	LOC115762069|XP_030560018.1|DNOV
OG0001761	LOC108145241|XP_017125996.1|DELE	LOC115771810|XP_030573551.1|DNOV
OG0001762	LOC108150729|XP_017134515.1|DELE	LOC115758847|XP_030555489.1|DNOV
OG0001763	LOC108135274|XP_017111442.1|DELE	LOC115760261|XP_030557385.1|DNOV, LOC115760262|XP_030557386.1|DNOV
OG0001764	LOC108135154|XP_017111263.1|DELE	LOC115761281|XP_030558861.1|DNOV
OG0001765	LOC108141334|XP_017120106.1|DELE	LOC115762159|XP_030560133.1|DNOV
OG0001766	LOC108141883|XP_017120981.1|DELE	LOC115760124|XP_030557182.1|DNOV
OG0001767	LOC108138937|XP_017117000.1|DELE	LOC115758735|XP_030555345.1|DNOV, LOC115758692|XP_030555297.1|DNOV
OG0001768	LOC108137867|XP_017115292.1|DELE	LOC115765893|XP_030565495.1|DNOV
OG0001769	LOC108137780|XP_017115174.1|DELE	LOC115759320|XP_030556090.1|DNOV
OG0001770	LOC108134526|XP_017110358.1|DELE	LOC115760045|XP_030557072.1|DNOV
OG0001771	LOC108134771|XP_017110707.1|DELE	LOC115758600|XP_030555183.1|DNOV, LOC115758555|XP_030555113.1|DNOV
OG0001772	LOC108142083|XP_017121263.1|DELE	LOC115763960|XP_030562618.1|DNOV
OG0001773	LOC108142051|XP_017121222.1|DELE	LOC115763441|XP_030561866.1|DNOV
OG0001774	LOC108144745|XP_017125336.1|DELE	LOC115762089|XP_030560044.1|DNOV
OG0001775	LOC108142485|XP_017121860.1|DELE	LOC115768166|XP_030568522.1|DNOV
OG0001776	LOC108135248|XP_017111402.1|DELE	LOC115763405|XP_030561816.1|DNOV
OG0001777	LOC108138317|XP_017115964.1|DELE	LOC115759805|XP_030556749.1|DNOV
OG0001778	LOC108150464|XP_017134142.1|DELE	LOC115759119|XP_030555822.1|DNOV
OG0001779	LOC108141778|XP_017120767.1|DELE	LOC115763358|XP_030561743.1|DNOV
OG0001780	LOC108142154|XP_017121328.1|DELE	LOC115762062|XP_030560008.1|DNOV
OG0001781	LOC108138976|XP_017117049.1|DELE	LOC115763435|XP_030561858.1|DNOV
OG0001782	LOC108149309|XP_017132249.1|DELE	LOC115769235|XP_030569808.1|DNOV
OG0001783	LOC108142028|XP_017121193.1|DELE	LOC115763051|XP_030561336.1|DNOV
OG0001784	LOC108147934|XP_017130208.1|DELE	LOC115758503|XP_030555050.1|DNOV
OG0001785	LOC108141340|XP_017120138.1|DELE	LOC115762228|XP_030560223.1|DNOV
OG0001786	LOC108139015|XP_017117107.1|DELE	LOC115760122|XP_030557179.1|DNOV
OG0001787	LOC108138821|XP_017116808.1|DELE	LOC115759854|XP_030556815.1|DNOV, LOC115759983|XP_030556997.1|DNOV
OG0001788	LOC108134664|XP_017110549.1|DELE	LOC115758091|XP_030554470.1|DNOV
OG0001789	LOC108135384|XP_017111567.1|DELE	LOC115766544|XP_030566377.1|DNOV
OG0001790	LOC108138228|XP_017115839.1|DELE	LOC115760171|XP_030557251.1|DNOV
OG0001791	LOC108144432|XP_017124803.1|DELE	LOC115770853|XP_030572184.1|DNOV
OG0001792	LOC108138933|XP_017116995.1|DELE	LOC115760120|XP_030557175.1|DNOV
OG0001793	LOC108149744|XP_017133013.1|DELE	LOC115758192|XP_030554598.1|DNOV
OG0001794	LOC108150465|XP_017134143.1|DELE	LOC115758830|XP_030555467.1|DNOV
OG0001795	LOC108150452|XP_017134101.1|DELE	LOC115760281|XP_030557410.1|DNOV
OG0001796	LOC108149971|XP_017133379.1|DELE	LOC115767199|XP_030567249.1|DNOV
OG0001797	LOC108145321|XP_017126184.1|DELE	LOC115766752|XP_030566590.1|DNOV
OG0001798	LOC108144254|XP_017124423.1|DELE	LOC115758715|XP_030555328.1|DNOV
OG0001799	LOC108145044|XP_017125717.1|DELE	LOC115765318|XP_030564678.1|DNOV
OG0001800	LOC108138324|XP_017115974.1|DELE	LOC115759785|XP_030556720.1|DNOV
OG0001801	LOC108150358|XP_017133981.1|DELE	LOC115769914|XP_030570797.1|DNOV
OG0001802	LOC108144053|XP_017124186.1|DELE	LOC115759552|XP_030556374.1|DNOV
OG0001803	LOC108141176|XP_017119893.1|DELE	LOC115763836|XP_030562455.1|DNOV
OG0001804	LOC108137475|XP_017114670.1|DELE	LOC115759416|XP_030556168.1|DNOV
OG0001805	LOC108147522|XP_017129593.1|DELE	LOC115770990|XP_030572342.1|DNOV
OG0001806	LOC108139236|XP_017117392.1|DELE	LOC115770844|XP_030572141.1|DNOV, LOC115770909|XP_030572213.1|DNOV
OG0001807	LOC108148337|XP_017130828.1|DELE	LOC115766065|XP_030565725.1|DNOV
OG0001808	LOC108140506|XP_017118777.1|DELE	LOC115767883|XP_030568106.1|DNOV
OG0001810	LOC108148485|XP_017131008.1|DELE	LOC115764652|XP_030563693.1|DNOV
OG0001811	LOC108147063|XP_017128843.1|DELE	LOC115759566|XP_030556395.1|DNOV
OG0001812	LOC108134928|XP_017110937.1|DELE	LOC115769132|XP_030569699.1|DNOV
OG0001813	LOC108135750|XP_017112073.1|DELE	LOC115759659|XP_030556513.1|DNOV
OG0001814	LOC108141065|XP_017119708.1|DELE	LOC115764616|XP_030563634.1|DNOV
OG0001815	LOC108148408|XP_017130933.1|DELE	LOC115763695|XP_030562242.1|DNOV
OG0001816	LOC108149143|XP_017132039.1|DELE	LOC115764576|XP_030563583.1|DNOV
OG0001816	LOC108137004|XP_017113994.1|DELE	LOC115768047|XP_030568339.1|DNOV
OG0001817	LOC108141375|XP_017120199.1|DELE	LOC115763938|XP_030562592.1|DNOV
OG0001818	LOC108144879|XP_017125529.1|DELE	LOC115768188|XP_030568557.1|DNOV
OG0001819	LOC108143690|XP_017123705.1|DELE	LOC115765190|XP_030564481.1|DNOV
OG0001820	LOC108138554|XP_017116313.1|DELE	LOC115767226|XP_030567283.1|DNOV
OG0001821	LOC108144794|XP_017125402.1|DELE	LOC115761152|XP_030558683.1|DNOV
OG0001822	LOC108149199|XP_017132112.1|DELE	LOC115760908|XP_030558338.1|DNOV
OG0001823	LOC108150317|XP_017133921.1|DELE	LOC115766248|XP_030565971.1|DNOV
OG0001824	LOC108147942|XP_017130216.1|DELE	LOC115760255|XP_030557376.1|DNOV
OG0001825	LOC108143374|XP_017123182.1|DELE	LOC115767430|XP_030567569.1|DNOV
OG0001826	LOC108143568|XP_017123567.1|DELE	LOC115759727|XP_030556608.1|DNOV
OG0001827	LOC108144448|XP_017124828.1|DELE	LOC115758236|XP_030554648.1|DNOV
OG0001828	LOC108136508|XP_017113249.1|DELE	LOC115767872|XP_030568092.1|DNOV, LOC115769940|XP_030570844.1|DNOV
OG0001829	LOC108144798|XP_017125407.1|DELE	LOC115757828|XP_030554112.1|DNOV
OG0001830	LOC108135392|XP_017111580.1|DELE	LOC115757906|XP_030554217.1|DNOV
OG0001831	LOC108135481|XP_017111713.1|DELE	LOC115771387|XP_030572932.1|DNOV
OG0001832	LOC108141135|XP_017119850.1|DELE	LOC115767569|XP_030567714.1|DNOV, LOC115767568|XP_030567713.1|DNOV, LOC115764066|XP_030562774.1|DNOV
OG0001833	LOC108144678|XP_017125229.1|DELE	LOC115763798|XP_030562401.1|DNOV, LOC115761868|XP_030559731.1|DNOV
OG0001834	LOC108135013|XP_017111037.1|DELE	LOC115761629|XP_030559318.1|DNOV
OG0001837	LOC108145713|XP_017126763.1|DELE	LOC115769944|XP_030570848.1|DNOV
OG0001838	LOC108149049|XP_017131880.1|DELE	LOC115760883|XP_030558305.1|DNOV
OG0001839	LOC108149177|XP_017132083.1|DELE, LOC108143346|XP_017123156.1|DELE	LOC115761395|XP_030559016.1|DNOV
OG0001841	LOC108146485|XP_017128003.1|DELE, LOC108146486|XP_017128004.1|DELE	LOC115770178|XP_030571198.1|DNOV
OG0001842	LOC108145648|XP_017126686.1|DELE	LOC115768084|XP_030568419.1|DNOV
OG0001843	LOC108146066|XP_017127368.1|DELE, LOC108146068|XP_017127371.1|DELE	LOC115769341|XP_030569962.1|DNOV
OG0001844	LOC108136046|XP_017112465.1|DELE, LOC108136047|XP_017112466.1|DELE, LOC108136043|XP_017112463.1|DELE	LOC115770246|XP_030571314.1|DNOV
OG0001845	LOC108141732|XP_017120715.1|DELE	LOC115766547|XP_030566379.1|DNOV
